Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503)
1.1185273276110697e-05,0.37336937613759513,3.76,0.0,0.7144806326802376,0.8444849421975394,0.061943349521647,0.0006213177212323206,0.0007034806039782407,0.00046714325725954943,0.07034044410411218,0.0002585132371410174,3.1199604091049233e-06,0.03316827773779325,0.06330133703169215,3.813223025789575e-09,2.708329774897499e-09,1.36492247271007e-05,0.2228894295627336,1.0289373282393972e-06,0.0004505588764590703,3.7628241130669713e-08,3.4970068925612497e-06,0.010966640324366308,5.071247245479873e-09,0.07332120272413743,0.001830303642203846,2.404211143059592e-05,0.014999801364478803,0.0007494204430715977,0.00016395504093152276,1.3566568752809568e-07,2.5711336941062203e-07,1.7032521863277791e-06,7.499489099474652e-07,1.6454888825902153e-05,1.1655640430228892e-06,6.7343450614410136e-06,0.04499274624888072,6.6564475993848705e-06,0.006851311125061184,1.4683209963961015e-09,5.767518252070406e-11,1.8070667448109532e-10,0.00013991558101049233,3.4876604394892356e-07,1.6558438043590984e-10,4.0684226886923456e-08,0.001547848256639056,3.250815051624835e-08,1.0992387159335705e-15,4.419884899452054e-07,2.1932021838446602e-09,1.2351083538637488e-08,2.5325904662844036e-09,2.0293729708583832e-07,6.04707388900342e-12,1.4060049101982374e-09,3.335749333786059e-17,1.4204191506320638e-06,1.4965815694613711e-05,1.0836834361357597e-12,9.198717759791246e-11,3.4860208617030194e-12,1.143933081439682e-08,4.32839690690463e-09,1.2644209633317745e-21,0.0009226404009517162,0.013579266963748832,1.530357278952703e-09
1.1258574515512925e-05,0.3734444849275163,3.76,0.0,0.7128199478942389,0.8434857318775721,0.06236343900031362,0.0006213693166822015,0.0007049722015899416,0.00046787027101580274,0.07073164194171883,0.0002575903585275766,3.103977509662469e-06,0.03352390701526297,0.06363439314408105,3.840357224474896e-09,2.778546342305677e-09,1.3619354014069136e-05,0.22442708684442134,1.0278923309371997e-06,0.0004516528355648302,3.7702911153338015e-08,3.514023819765891e-06,0.010971581011111274,5.089136935394077e-09,0.0738782765868111,0.0018412885518091092,2.4057513517412736e-05,0.015119807518692343,0.0007626112913742593,0.00016510363239014407,1.383017420375325e-07,2.621352629673728e-07,1.7198377364841678e-06,7.57468632737484e-07,1.6521661574241824e-05,1.1877781645065063e-06,6.8625621847818734e-06,0.04496366543172482,6.642940106848293e-06,0.0068701814605761505,1.4645053936480814e-09,5.7525199701270884e-11,1.8065114945281733e-10,0.00013957908488497348,3.480592788615232e-07,1.6669867663902974e-10,4.099105084054034e-08,0.0015460168085505586,3.25574324845709e-08,1.1054075659909223e-15,4.446935522381894e-07,2.2083205929541126e-09,1.2384051658460793e-08,2.5413966654124172e-09,2.0438823604385664e-07,6.0878313321420086e-12,1.4187036174376648e-09,3.3970199857096745e-17,1.4311449712813925e-06,1.5121895109253148e-05,1.1015433227855418e-12,9.251666636147934e-11,3.506087716330764e-12,1.163086405138853e-08,4.4167708709333585e-09,1.2876589610103234e-21,0.0009215154288479069,0.013700434202827244,1.5273165921791026e-09
1.1331875754915154e-05,0.3735195085611847,3.76,0.0,0.7111627923870018,0.8424880860533069,0.06278300834409928,0.0006214204986973164,0.0007064617053534063,0.0004685957740122643,0.07112159678640037,0.00025667415417296164,3.0881390640354318e-06,0.033879687907059954,0.06396663960573767,3.867440492458422e-09,2.8499546081865324e-09,1.3589610342477059e-05,0.22596298136993592,1.0268532144480857e-06,0.0004527469125983919,3.77771580510267e-08,3.53104236432393e-06,0.010976085024892678,5.106975423940827e-09,0.07443462714468228,0.001852232923923844,2.4071897923479843e-05,0.015239583476556741,0.0007759292575347582,0.00016624385381958765,1.4096895091558115e-07,2.6721730522474717e-07,1.7364389344751584e-06,7.649990805022905e-07,1.6587374273141687e-05,1.2102446741951504e-06,6.9922345005755326e-06,0.04493419848146719,6.629405030288496e-06,0.006888562007822268,1.460702536165105e-09,5.7375716265691933e-11,1.805969836023147e-10,0.0001392438474059808,3.4735107407832056e-07,1.678085070968131e-10,4.1296718411847634e-08,0.0015441882280331231,3.2606601588802325e-08,1.1115020731414528e-15,4.473865006553069e-07,2.223360939058359e-09,1.2416120196308957e-08,2.5501765821945876e-09,2.0583166394376327e-07,6.128389419476343e-12,1.4314045336560702e-09,3.458804339245867e-17,1.4418304216144443e-06,1.5278390902153015e-05,1.1195376104264003e-12,9.304118499824428e-11,3.525966228578144e-12,1.1823899151353071e-08,4.506153383784987e-09,1.311092190613921e-21,0.0009203929160000665,0.013821514244891501,1.5242691878743153e-09
1.1405176994317382e-05,0.3735944460303188,3.76,0.0,0.7095091573715614,0.8414920055788961,0.06320205683546494,0.0006214712922569768,0.0007079491471686771,0.0004693198084488602,0.07151031026932288,0.0002557645088507291,3.0724423708678884e-06,0.03423560630481939,0.06429807913083635,3.8944735263934635e-09,2.922561855948393e-09,1.3559992703494106e-05,0.22749709824782902,1.02581983992403e-06,0.00045384119051460823,3.785099008833722e-08,3.5480635304353114e-06,0.010980163332976878,5.1247643062685605e-09,0.07499025129003345,0.0018631367936795097,2.4085290262877828e-05,0.01535912610633637,0.0007893744160940813,0.0001673757479970446,1.4366743332778046e-07,2.723597405831864e-07,1.7530552491719023e-06,7.725400094744203e-07,1.6652037769732216e-05,1.232964442687374e-06,7.123367022628745e-06,0.044904356258521815,6.615844181925841e-06,0.006906458676988611,1.4569123045489112e-09,5.722672758825881e-11,1.8054416441023209e-10,0.00013890985184483962,3.4664152436818914e-07,1.6891384461632492e-10,4.160122031295615e-08,0.001542362516652189,3.265566421950593e-08,1.1175228166691068e-15,4.500673498965197e-07,2.2383229836805267e-09,1.2447300962818449e-08,2.5589310388448063e-09,2.0726755903036305e-07,6.1687476148409035e-12,1.4441072225975007e-09,3.521099527123916e-17,1.4524751758387546e-06,1.5435298884931735e-05,1.1376657907431257e-12,9.356074345791037e-11,3.545656775303888e-12,1.20184303688913e-08,4.596544449118745e-09,1.3347195727466806e-21,0.0009192728062734953,0.013942502662059224,1.521215480319939e-09
1.147847823371961e-05,0.373669296350706,3.76,0.0,0.7078590340741178,0.8404974911930707,0.06362058380090695,0.000621521721279939,0.0007094345579953308,0.00047004241492478376,0.07189778404515795,0.0002548613111572816,3.0568848174611165e-06,0.034591648455825366,0.06462871440553733,3.921457022722727e-09,2.9963752377312316e-09,1.3530500113592907e-05,0.2290294230529765,1.0247920732709426e-06,0.00045493574896926986,3.792441489534763e-08,3.5650882925229063e-06,0.010983826650250194,5.1425051275016175e-09,0.07554514604970702,0.0018740001978869354,2.4097715557295366e-05,0.015478432342179028,0.0008029468370606418,0.00016849935867842175,1.4639730753718905e-07,2.775628117807066e-07,1.7696861551878027e-06,7.800911783741444e-07,1.6715662873263846e-05,1.2559383352948623e-06,7.25596473431695e-06,0.0448741492516495,6.602259306450324e-06,0.006923877347797453,1.4531345824838874e-09,5.7078229168648456e-11,1.8049267967918946e-10,0.00013857708196225862,3.4593072076019777e-07,1.7001466295286663e-10,4.190454757283367e-08,0.0015405396757616394,3.270462653538854e-08,1.1234703813599286e-15,4.527361152939454e-07,2.253206502937978e-09,1.2477605683768783e-08,2.567660831603654e-09,2.0869590075462519e-07,6.20890541331961e-12,1.4568112545976769e-09,3.5839026663506826e-17,1.4630789192362867e-06,1.5592614910718216e-05,1.1559273554584075e-12,9.40753512807985e-11,3.565159717815464e-12,1.2214451909707255e-08,4.687943985099973e-09,1.358540022025358e-21,0.0009181550452904822,0.014063395111495305,1.518155868455565e-09
1.155177947312184e-05,0.3737440585621511,3.76,0.0,0.7062124137356388,0.8395045435240233,0.0640385886094385,0.0006215718086803263,0.0007109179678903477,0.0004707636325118381,0.07228401979093506,0.00025396445334619725,3.041463875981101e-06,0.03494780095388387,0.06495854808880808,3.948391677116933e-09,3.0714017735760393e-09,1.3501131613129825e-05,0.2305599418132057,1.0237697849260617e-06,0.00045603066441790026,3.7997440350400934e-08,3.582117596062705e-06,0.0109870854442057,5.160199384233647e-09,0.07609930857955953,0.0018848231749506261,2.4109198247811843e-05,0.015597499182531628,0.0008166465859603407,0.00016961473050875568,1.4915869091743886e-07,2.828267598992775e-07,1.7863311327569823e-06,7.876523482002399e-07,1.6778260351287964e-05,1.2791672120636283e-06,7.3900325887188815e-06,0.044843587593881386,6.588652087054076e-06,0.006940823867567144,1.449369256612719e-09,5.693021661260955e-11,1.8044251742040565e-10,0.00013824552198904918,3.452187513318072e-07,1.7111093673227272e-10,4.220669152969465e-08,0.0015387197065127613,3.275349444476085e-08,1.1293453532757537e-15,4.5539281278045313e-07,2.2680112871305453e-09,1.2507045990582288e-08,2.576366731466811e-09,2.1011666935104276e-07,6.248862338216687e-12,1.4695162061817765e-09,3.647210859235345e-17,1.4736413479391538e-06,1.5750334873828066e-05,1.174321796244083e-12,9.458501940137283e-11,3.584475470293353e-12,1.2411957900050809e-08,4.780351825708555e-09,1.382552447467116e-21,0.0009170395803591244,0.014184187333940286,1.5150907372375966e-09
1.1625080712524068e-05,0.3738187317279912,3.76,0.0,0.7045692876131482,0.8385131630934687,0.06445607067131807,0.0006216215764069878,0.0007123994060473388,0.00047148349881581886,0.07266901920508431,0.0002530738311905442,3.026177100298769e-06,0.03530405073141597,0.065287582813111,3.9752781853915075e-09,3.1476483507599568e-09,1.3471886265522576e-05,0.23208864099785348,1.0227528496819534e-06,0.00045712601020197726,3.8070073772591314e-08,3.599152358318498e-06,0.01098994993941511,5.177848525976862e-09,0.07665273615985851,0.0018956057647977705,2.4119762206071083e-05,0.01571632368879609,0.0008304737238813155,0.00017072190895004035,1.5195169994117775e-07,2.8815182437029707e-07,1.8029896675733338e-06,7.952232823336307e-07,1.6839840926122308e-05,1.3026519278125977e-06,7.525575508825421e-06,0.044812681075727695,6.5750241451192e-06,0.006957304049683997,1.4456162164350618e-09,5.678268564323711e-11,1.8039366595599233e-10,0.00013791515661059988,3.445057006386068e-07,1.722026415143366e-10,4.250764382670505e-08,0.0015369026098616778,3.280227364191363e-08,1.1351483231793657e-15,4.580374588636253e-07,2.2827371403297378e-09,1.2535633425708462e-08,2.5850494849537217e-09,2.115298461122831e-07,6.288617942476304e-12,1.4822216601403155e-09,3.7110211942780105e-17,1.4841621687352747e-06,1.5908454708007542e-05,1.1928486047970755e-12,9.508975816357001e-11,3.60360442451019e-12,1.2610942412362953e-08,4.87376772189394e-09,1.406755752825786e-21,0.0009159263604145493,0.014304875152422477,1.5120204575808204e-09
1.1698381951926297e-05,0.3738933149345133,3.76,0.0,0.7029296469808742,0.8375233503203791,0.06487302943686712,0.000621671045482237,0.0007138789008281673,0.0004722020500340938,0.0730527840065599,0.0002521893438560291,3.0110221230739e-06,0.03566038505196018,0.0656158211850422,4.002117242716537e-09,3.225121723205989e-09,1.3442763156055265e-05,0.23361550750700616,1.0217411465290107e-06,0.00045822185663015275,3.8142322348765196e-08,3.6161934690440886e-06,0.010992430121864686,5.195453956264392e-09,0.07720542619104218,0.0019063480088131394,2.412943074475824e-05,0.01583490298407346,0.000844428307516306,0.00017182094021613077,1.547764501965812e-07,2.935382429792227e-07,1.8196612508079017e-06,8.028037463698366e-07,1.690041527144966e-05,1.3263933321746115e-06,7.66259838777144e-06,0.04478143915732502,6.561377044762906e-06,0.006973323672254178,1.4418753542163294e-09,5.6635632081181234e-11,1.8034611379078363e-10,0.00013758597095099568,3.4379165058213206e-07,1.7328975369015764e-10,4.280739640458508e-08,0.0015350883865762033,3.285096958787992e-08,1.1408798817781926e-15,4.606700706018407e-07,2.2973838800139195e-09,1.2563379432847701e-08,2.5937098147027566e-09,2.1293541312536917e-07,6.328171805860123e-12,1.4949272051310279e-09,3.7753307470017393e-17,1.4946410988635235e-06,1.606697038542958e-05,1.2115072730212067e-12,9.558957943737362e-11,3.6225470301113203e-12,1.2811399445738593e-08,4.968191342686778e-09,1.4311488369067291e-21,0.0009148153359645244,0.014425454471024815,1.5089453873798398e-09
1.1771683191328525e-05,0.3739678072904987,3.76,0.0,0.7012934831313876,0.836535105524745,0.06528946439527435,0.0006217202360505423,0.0007153564797916522,0.00047291932101364224,0.07343531593396128,0.00025131089377259194,2.99599665280055e-06,0.03601679150252768,0.06594326578597659,4.028909543313292e-09,3.3038285109017033e-09,1.3413761390900213e-05,0.23514052866056098,1.0207345584949904e-06,0.00045931827106011897,3.8214192895175946e-08,3.633241791190631e-06,0.010994535743413837,5.213017034023776e-09,0.07775737618945529,0.0019170499497736697,2.4138226627990298e-05,0.01595323425188887,0.000858510389205248,0.00017291187120728555,1.5763305638021897e-07,2.9898625186696613e-07,1.8363453789441408e-06,8.103935082331526e-07,1.6959994009093292e-05,1.3503922696319785e-06,7.801106089042464e-06,0.044749870980679285,6.547712292400626e-06,0.006988888476771328,1.4381465648849472e-09,5.648905185927571e-11,1.8029984974259278e-10,0.00013725795055651501,3.430766796540047e-07,1.743722505734929e-10,4.310594149749962e-08,0.0015332770372427278,3.289958755129637e-08,1.1465406242479913e-15,4.632906655802292e-07,2.31195133668916e-09,1.2590295363540945e-08,2.6023484201769106e-09,2.1433335352513536e-07,6.367523536629285e-12,1.5076324359223218e-09,3.840136580800593e-17,1.5050778658050814e-06,1.6225877916423703e-05,1.230297293122375e-12,9.608449415764355e-11,3.6413037012572365e-12,1.3013322950211985e-08,5.0636222763412575e-09,1.4557305938877645e-21,0.0009137064590341639,0.014545921273622232,1.5058658714274144e-09
1.191828567013298e-05,0.3741165159949587,3.76,0.0,0.6980315510517203,0.8345633206812104,0.06612076103208651,0.0006218178581858407,0.0007183059967441328,0.00047435015535407087,0.0741966882120621,0.0002495717303639833,2.966325422432325e-06,0.03672977269613954,0.06659578387946798,4.082356644289674e-09,3.464968137805751e-09,1.3356118414628164e-05,0.23818498618990575,1.0187362787837375e-06,0.0004615130592741028,3.835682631421575e-08,3.6673633934169112e-06,0.010997661177937547,5.248021354152103e-09,0.07885904669847071,0.0019383331000725078,2.4153288830798787e-05,0.016189141730944993,0.0008870572346981151,0.00017506962287874167,1.6344229094252364e-07,3.100679769017705e-07,1.8697492820550058e-06,8.256000078581288e-07,1.7076206869690066e-05,1.3991660963293733e-06,8.082595266199644e-06,0.04468579092868629,6.5203355969089375e-06,0.007018676404181136,1.4307247971552337e-09,5.6197295618129136e-11,1.8021114215352368e-10,0.0001366053497368414,3.416442768831324e-07,1.765233117654771e-10,4.3699379580516616e-08,0.001529662961925813,3.2996609570421546e-08,1.1576520379168158e-15,4.6849587803830455e-07,2.340847785779257e-09,1.264168189271882e-08,2.6195631453313754e-09,2.171062910374282e-07,6.445619160496685e-12,1.533040362412985e-09,3.971225291407826e-17,1.5258238697219388e-06,1.6544852764939287e-05,1.268269359642075e-12,9.705965385123695e-11,3.678261130974215e-12,1.342154484329236e-08,5.257504040901777e-09,1.5054556827170755e-21,0.0009114949629750365,0.014786501654770103,1.4996948222375463e-09
1.2064888148937436e-05,0.37426485115027047,3.76,0.0,0.6947834221217158,0.8325978092811729,0.06694995722854488,0.0006219145879794121,0.0007212481624216208,0.0004757762557068081,0.07495315030882349,0.0002478556209467511,2.937146484575776e-06,0.03744290118840666,0.06724515726398529,4.135625014465859e-09,3.6311174924910742e-09,1.329895056543271e-05,0.24122192013054275,1.0167571495972167e-06,0.00046371085776384367,3.849802434241704e-08,3.7015235591778224e-06,0.010999399747758211,5.282871512404192e-09,0.07995772997916051,0.0019594555833607765,2.4165120363917597e-05,0.01642402475500293,0.0009161145936531905,0.0001771955505294129,1.693803035470415e-07,3.21398855881502e-07,1.903197452322059e-06,8.408409679466968e-07,1.7188563338546776e-05,1.4489800620991781e-06,8.370081363002693e-06,0.04462050814266254,6.492905069996075e-06,0.0070467129850198375,1.4233501223991118e-09,5.5907386253449084e-11,1.8012745789060358e-10,0.0001359572463897752,3.4020906755171566e-07,1.786556601912596e-10,4.4287901576394126e-08,0.0015260603852266551,3.3093377900592e-08,1.168487333911113e-15,4.7365324657407407e-07,2.3694253785917137e-09,1.268988181559105e-08,2.636698817096847e-09,2.1984854025618127e-07,6.522902194174011e-12,1.5584423128739838e-09,4.1042636218604147e-17,1.5463981975717212e-06,1.6865348080761153e-05,1.306760750119109e-12,9.80153370142296e-11,3.714480492959903e-12,1.3835558445289424e-08,5.455408150081864e-09,1.5559220919882964e-21,0.0009092915167645402,0.015026585714387374,1.4935098320514305e-09
1.2211490627741891e-05,0.3744128064024555,3.76,0.0,0.6915490274440963,0.8306385706762376,0.06777705018385126,0.0006220105590408369,0.0007241831711997601,0.0004771978576336971,0.07570471675737193,0.00024616189023646755,2.9084439550040546e-06,0.03815608856858291,0.06789140574399312,4.1887201512568005e-09,3.802324662376191e-09,1.3242251346620942e-05,0.244251243090396,1.014796365290819e-06,0.00046591210713031874,3.863783387059085e-08,3.73572829585871e-06,0.010999821490159458,5.317576896371513e-09,0.08105340993209004,0.0019804177858276733,2.4173884657131944e-05,0.016657862844246644,0.0009456827323192511,0.00017929004800578137,1.7544798000617503e-07,3.329807190697496e-07,1.9366860450966834e-06,8.561146090691152e-07,1.7297146244178345e-05,1.4998407407327271e-06,8.663602239268449e-06,0.04455408546238424,6.465430950254295e-06,0.007073042715345909,1.4160217867553873e-09,5.561929451812557e-11,1.8004871496217197e-10,0.00013531353859271868,3.3877158661109535e-07,1.8076914396605203e-10,4.4871455308272494e-08,0.0015224693059560067,3.3189927875635835e-08,1.1790512841504363e-15,4.787629285712053e-07,2.3976831920450083e-09,1.2734982293288042e-08,2.6537602606917278e-09,2.2255999559536356e-07,6.599370411736129e-12,1.5838352508968016e-09,4.239227723069124e-17,1.5667990178215253e-06,1.7187333276675378e-05,1.3457674190720327e-12,9.895164890661022e-11,3.749965774610276e-12,1.4255313163916684e-08,5.6573285169341435e-09,1.6071208389601553e-21,0.000907095786030834,0.01526614407003048,1.4873132473786226e-09
1.2358093106546347e-05,0.374560375699716,3.76,0.0,0.6883282985044442,0.8286856029559285,0.06860203761577144,0.0006221058945490056,0.0007271112071912488,0.00047861517997084573,0.07645140233014647,0.0002444899040477577,2.8802029058845597e-06,0.038869250904499136,0.06853454877635788,4.241647515484505e-09,3.978635548307173e-09,1.3186014509996364e-05,0.24727287341326987,1.0128531710971654e-06,0.00046811720812143045,3.877629858606519e-08,3.7699832451905045e-06,0.010998993120783571,5.35214629198823e-09,0.08214607194748852,0.0020012201103888285,2.4179737369374656e-05,0.01689063637238795,0.0009757618512415487,0.00018135351470559017,1.8164619216535528e-07,3.448153707922945e-07,1.9702112932886455e-06,8.714191846564078e-07,1.7402037344294646e-05,1.5517546267170876e-06,8.963195298471169e-06,0.04448658168520025,6.4379227627090225e-06,0.007097709403048266,1.4087390706450803e-09,5.533299248423405e-11,1.799748344858504e-10,0.0001346741298287567,3.373323317011624e-07,1.828636238117089e-10,4.544999274566516e-08,0.00151888972061141,3.328629220331649e-08,1.1893486521428157e-15,4.838250877987461e-07,2.4256204788342413e-09,1.2777068815582362e-08,2.670751989146367e-09,2.2524056388609377e-07,6.675021962027714e-12,1.6092162272781526e-09,4.3760936253567314e-17,1.5870246441357553e-06,1.7510778328223493e-05,1.3852853317591939e-12,9.98686995355288e-11,3.784721143251175e-12,1.4680757513893241e-08,5.863257870104707e-09,1.6590428946578146e-21,0.000904907455929519,0.01550514849820229,1.481107252653321e-09
1.2504695585350802e-05,0.37470755332459355,3.76,0.0,0.685121167194151,0.8267389030410984,0.069424917730065,0.0006222007082535597,0.0007300324450362619,0.0004800284262415752,0.07719322201718924,0.0002428390660426964,2.852409290501133e-06,0.03958230852378618,0.06917460548691641,4.29441252679579e-09,4.160093854644643e-09,1.3130234033262638e-05,0.25028673487670755,1.0109268592177953e-06,0.00047032652390762515,3.891345922117181e-08,3.8042937029486235e-06,0.01099697817320505,5.386587918640631e-09,0.08323570279931194,0.0020218629750927168,2.4182826718587698e-05,0.01712232653211566,0.0010063520865296407,0.00018338635408310418,1.8797579795136945e-07,3.5690458954607457e-07,2.0037695049469736e-06,8.867529800310284e-07,1.750331726575064e-05,1.604728136351937e-06,9.268897494073487e-06,0.0444180518701449,6.410389374056827e-06,0.0071207561427769845,1.4015012863778633e-09,5.5048453450390213e-11,1.799057404777652e-10,0.00013403892859905882,3.3589176606850445e-07,1.849389726310305e-10,4.602346983544909e-08,0.001515321623548403,3.338250117309785e-08,1.1993841825618899e-15,4.888398938226212e-07,2.453236657380292e-09,1.2816225174256597e-08,2.6876782215937168e-09,2.278901636433555e-07,6.749855349559434e-12,1.634582377104974e-09,4.514837260538256e-17,1.6070735294927475e-06,1.7835653755238873e-05,1.425310465888336e-12,1.0076660336723089e-10,3.818750935219554e-12,1.511183912381926e-08,6.07318778929885e-09,1.7116791922298438e-21,0.0009027262297965395,0.01574357189636498,1.4748938828072136e-09
1.2651298064155258e-05,0.3748543338461923,3.76,0.0,0.6819275658290387,0.824798466766529,0.07024568919311411,0.0006222951053607517,0.0007329470506002332,0.00048143778590498994,0.07793019100700867,0.0002412088148531499,2.825049876611615e-06,0.04029518581176513,0.0698115946853262,4.347020558281712e-09,4.346741082278841e-09,1.30749041004357e-05,0.253292756415668,1.0090167654011598e-06,0.00047254038216647856,3.904935380090832e-08,3.83866463707855e-06,0.010993837130950234,5.420909460883409e-09,0.08432229055153549,0.002042346811721691,2.418329379444351e-05,0.01735291530361241,0.001037453511048998,0.00018538897237425241,1.944376414754162e-07,3.6925012813947884e-07,2.037357061267409e-06,9.021143115931884e-07,1.760106545541189e-05,1.6587676088301388e-06,9.580745335787224e-06,0.044348547606830865,6.3828390401991386e-06,0.007142225296373702,1.3943077760525086e-09,5.476565186160998e-11,1.7984135967898874e-10,0.00013340784808107723,3.344503210461608e-07,1.869950751033956e-10,4.659184634324131e-08,0.0015117650071319146,3.347858284123757e-08,1.2091625930592133e-15,4.938075214876621e-07,2.480531302770811e-09,1.2852533446896568e-08,2.704542899864318e-09,2.3050872460892388e-07,6.8238694177020574e-12,1.6599309172939022e-09,4.655434481847825e-17,1.6269442606174418e-06,1.8161930606536002e-05,1.4658388131587898e-12,1.0164547907392197e-10,3.852059646277844e-12,1.554850477471964e-08,6.287108738948292e-09,1.7650206344905832e-21,0.0009005518279427023,0.01598138824725453,1.4686750340672755e-09
1.2797900542959713e-05,0.37500071211369035,3.76,0.0,0.6787474271637622,0.8228642889503038,0.0710643511087045,0.0006223891832791502,0.0007358551815400284,0.0004828434354004607,0.07866232467056433,0.00023959862166124637,2.7981121904154408e-06,0.04100781103566044,0.07044553487768525,4.399476931602879e-09,4.538616524265186e-09,1.3020019085344176e-05,0.2562908718840153,1.0071222660745139e-06,0.0004747590768850107,3.918401780613472e-08,3.873100703273214e-06,0.01098962754437692,5.455118096281299e-09,0.08540582447943894,0.002062672064625259,2.418127283503256e-05,0.017582385427426305,0.0010690661354734443,0.0001873617775560508,2.0103255309330763e-07,3.818537137869515e-07,2.0709704147502046e-06,9.175015261083398e-07,1.7695360139740257e-05,1.7138793072020837e-06,9.898774895136038e-06,0.044278117241283214,6.355279447025304e-06,0.007162158478356731,1.3871579097577006e-09,5.4484563239000486e-11,1.7978162139639994e-10,0.00013278080583548215,3.330083981884905e-07,1.8903182730765863e-10,4.7155085710065356e-08,0.0015082198618634158,3.357456318638483e-08,1.218688567603645e-15,4.987281504844785e-07,2.507504138473737e-09,1.2886073986827725e-08,2.721349702978733e-09,2.3309618720435266e-07,6.8970633335548655e-12,1.6852591445237858e-09,4.797861080880899e-17,1.64663555297778e-06,1.8489580448676153e-05,1.5068663805233054e-12,1.0250544920201434e-10,3.884651919037553e-12,1.599070042217933e-08,6.50501009820365e-09,1.8190581003331023e-21,0.0008983839866098055,0.01621857258738221,1.4624524732302589e-09
1.2944503021764169e-05,0.3751466832852496,3.76,0.0,0.6755806844078875,0.8209363634778184,0.07188090298969571,0.0006224830325204814,0.0007387569879723223,0.0004842455393996974,0.0793896385419362,0.00023800798726379094,2.771584448418172e-06,0.04172011612579844,0.07107644428196436,4.451786915083198e-09,4.735757262215415e-09,1.2965573532438354e-05,0.2592810197594375,1.0052427748860387e-06,0.0004769828705803927,3.93174843845141e-08,3.907606264113345e-06,0.010984404178081646,5.489220529360366e-09,0.08648629497426262,0.002082839189314937,2.4176891573435245e-05,0.017810720370930577,0.0011011899096058332,0.00018930517811095222,2.0776134940234608e-07,3.947170481527692e-07,2.1046060866924024e-06,9.329129997701879e-07,1.7786278282736283e-05,1.7700694194343101e-06,1.0223021811295276e-05,0.04420680614944568,6.327717760038691e-06,0.007180596540289301,1.3800510833876194e-09,5.4205164097025713e-11,1.7972645731612612e-10,0.00013215772345154722,3.315663718623176e-07,1.910491362735396e-10,4.771315487745473e-08,0.0015046861765349005,3.367046629837377e-08,1.2279667482150155e-15,5.036019648268766e-07,2.5341550264886144e-09,1.2916925410781935e-08,2.7381020648462907e-09,2.356525018251661e-07,6.969436569728909e-12,1.71056443333977e-09,4.942092808228964e-17,1.6661462446372892e-06,1.8818575357759877e-05,1.5483891919131376e-12,1.0334663979961672e-10,3.9165325288457286e-12,1.643837118649721e-08,6.726880198995979e-09,1.8737824525401347e-21,0.0008962224567561681,0.01645510096737047,1.4562278489574985e-09
1.3091105500568624e-05,0.3752922427347282,3.76,0.0,0.672427271236952,0.8190146833661734,0.07269534473601953,0.0006225767372885162,0.0007416526130794354,0.00048564425176014195,0.08011214830347582,0.00023643643984689943,2.7454555060203122e-06,0.04243203650137697,0.0717043408399812,4.503955716914393e-09,4.9381981656163895e-09,1.2911562144574427e-05,0.26226314291033404,1.0033777400708718e-06,0.0004792119960698352,3.944978455084882e-08,3.9421854044605565e-06,0.010978219130427734,5.5232230162766265e-09,0.08756369347011758,0.0021028486513961484,2.417027152357532e-05,0.01803790430180696,0.001133824723477416,0.00019121958213081758,2.1462483353138626e-07,4.078418077045873e-07,2.138260666146908e-06,9.48347137595154e-07,1.7873895568166904e-05,1.8273440595162845e-06,1.0553521298065526e-05,0.044134656946366986,6.3001606582645145e-06,0.0071975795611199,1.3729867170236124e-09,5.392743188300469e-11,1.7967580138954346e-10,0.0001315385262937507,3.3012459101277445e-07,1.9304691962460634e-10,4.8266024156369056e-08,0.0015011639383469009,3.376631451798399e-08,1.2370017302441318e-15,5.08429152453272e-07,2.560483961541161e-09,1.29451646089085e-08,2.754803187297779e-09,2.3817762898298635e-07,7.040988891699027e-12,1.7358442328805896e-09,5.088105389697628e-17,1.685475291640086e-06,1.9148887892379276e-05,1.5904032892757666e-12,1.0416918045539625e-10,3.947706385260047e-12,1.6891461458308567e-08,6.952706357254975e-09,1.9291845439235813e-21,0.0008940670030684702,0.016690950419755605,1.4500026994228393e-09
