Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503)
4.1426135720181174e-14,0.3620321242702061,3.76,0.0,1.0028055210020936,0.9999995953624531,3.458532949274947e-27,2.0546407095024747e-20,4.080276297702796e-17,1.6922860276227913e-17,1.4404244922502328e-13,1.3304979755998144e-11,5.537540600764879e-21,1.0152293813376602e-28,1.922249983756464e-23,1.722952298623987e-37,3.584835933210903e-55,5.547366491738796e-21,3.3260300901923473e-10,8.851368812035388e-21,3.106224569216124e-30,1.3283757067128314e-25,6.873024262151739e-37,1.5258165940684365e-20,4.577013247793849e-45,2.0517972116729165e-20,1.0128721097706734e-19,2.3731281679184812e-30,1.6139511115173123e-26,3.1157260067379902e-30,2.637306096084945e-33,1.1228873550798354e-42,3.652372517254452e-41,4.935350367532603e-30,6.107520444369409e-32,4.143430260567527e-31,2.14601422843849e-34,6.455955274584211e-33,1.330497961419977e-11,2.684498215261654e-20,3.3718255719233415e-26,7.527261595304429e-23,9.944896981459148e-22,5.511984511985083e-21,4.079503313148054e-17,1.2083098870626146e-20,2.5183986482082215e-25,1.6324539229765923e-23,4.046242420003504e-07,3.70772863332911e-31,2.1328579267441063e-48,8.721757756170684e-32,3.0636098809049424e-39,6.557465036073595e-39,1.5076581515127214e-45,4.4466330073368266e-46,9.73433526055753e-41,2.1878011173690356e-40,1.47492198970755e-66,1.0614390746449051e-24,1.470125720191908e-31,8.7615633929724e-50,9.777170901281394e-54,3.694482821155239e-55,9.806316318386352e-50,4.0319644266716555e-47,5.5841369049012335e-71,3.3260296809222e-10,1.440424491386766e-13,1.5164698920450253e-25
8.221494630868371e-14,0.36203212429078835,3.76,0.0,1.0028055206613655,0.9999991970375279,2.713504742430364e-26,8.093477907201381e-20,1.6070712167574828e-16,3.363901711900457e-17,2.8586886090304313e-13,2.6405262434081665e-11,2.1810393467278348e-20,7.964431486092512e-28,1.5079942866059653e-22,1.3515901160698535e-36,1.6521738129518948e-53,2.192253388411384e-20,6.600890487728681e-10,3.486236963430285e-20,1.2380811036356104e-29,5.231979003329173e-25,5.3925311102957526e-36,6.009645056193696e-20,7.167851795499103e-44,8.081654544131001e-20,3.9893402682495495e-19,1.8617077367059308e-29,6.919797322471116e-26,2.4443560837778382e-29,2.069026098967776e-32,1.758341885589934e-41,5.719296054723567e-40,3.1059605086855787e-29,4.791469305732488e-31,1.666390561135219e-30,1.683601560715146e-33,5.064839972206052e-32,2.6405261875344296e-11,1.0573183119758922e-19,1.3281412319731041e-25,2.9649464702926774e-22,3.916812049088504e-21,2.17081940943709e-20,1.6067694220239092e-16,4.7587423398958596e-20,9.918127165305117e-25,6.429124534958972e-23,8.029360668513519e-07,2.9084400638104584e-30,3.339558325448479e-47,6.84241219074932e-31,2.599066620949996e-38,5.243244962878096e-38,2.3587804343806004e-44,7.526233039162745e-45,8.25759173132162e-40,3.4258974008566156e-39,9.107693579308884e-65,4.184698955815834e-24,1.1533574059542634e-30,2.7246707931234126e-48,3.3010791971375978e-52,1.2478117945850365e-53,3.0498731242872974e-48,1.2538603721554677e-45,3.448223579956154e-69,6.600888875760243e-10,2.8586886051814475e-13,1.1636153566660867e-24
1.2300375689718624e-13,0.36203212431137066,3.76,0.0,1.0028055203206374,0.9999987987993381,8.575907424686901e-26,1.8118106934278065e-19,3.5972334342629896e-16,5.040841750412491e-17,4.2769527264787894e-13,3.950554006025523e-11,4.881996509195744e-20,2.5169350417211542e-27,4.765587026757084e-22,4.2711973043170244e-36,1.066072679797296e-52,4.920693663386713e-20,9.875750883647531e-10,7.803524096184067e-20,2.799272584783177e-29,1.171112747771606e-24,1.7042905227280573e-35,1.3451871598104051e-19,3.0233308803040287e-43,1.8090486768257332e-19,8.929660647152802e-19,5.883402131102588e-29,1.6531451322049913e-25,7.724748715123856e-29,6.538618645605603e-32,7.416048635710015e-41,2.412192865476168e-39,9.103690102903337e-29,1.5142153294455848e-30,3.7937773753001405e-30,5.3205953335055016e-33,1.6006103715057467e-31,3.950553880945384e-11,2.366663197198513e-19,2.9730702385574988e-25,6.637099604275474e-22,8.767080752714913e-21,4.858834752170973e-20,3.596559642735577e-16,1.0651213677140296e-19,2.2198795532278626e-24,1.4389851125991434e-22,1.2011611562654137e-06,9.190763281943336e-30,1.4084333820535006e-46,2.162365585551148e-30,8.628413713061563e-38,1.6779457468796578e-37,9.946600784093818e-44,3.4546920395115656e-44,2.7411948269619355e-39,1.4449181009042213e-38,7.059023110188993e-64,9.374483271428734e-24,3.644908467427884e-30,1.5424908779368288e-47,1.896362748165761e-51,7.1702580420089495e-53,1.7267263681581607e-47,7.098355878054603e-45,2.672585515542036e-68,9.87574727544915e-10,4.2769527170337333e-13,3.6234509391296724e-24
1.6379256748568876e-13,0.36203212433195286,3.76,0.0,1.0028055199799093,0.9999984006478656,1.9526560225861193e-25,3.2129691017796204e-19,6.378513013968555e-16,6.7231072917652e-17,5.695216845123454e-13,5.2605812635599404e-11,8.656625271914922e-20,5.730424037818057e-27,1.0850023083194804e-21,9.724165576886158e-36,4.279565222913177e-52,8.748712907718959e-20,1.3150611277948906e-09,1.383699679178954e-19,5.0133240910268774e-29,2.076579904589511e-24,3.8805252878576073e-35,2.38524940181942e-19,8.534747951756326e-43,3.207872170439763e-19,1.58338315638097e-18,1.3395011722756026e-28,3.1112495937342237e-25,1.758733826517764e-28,1.48868190902011e-31,2.093391320569967e-40,6.809105558003148e-39,1.985636742447601e-28,3.447485719095063e-30,6.837096313791623e-30,1.2113704197015139e-32,3.644193212714553e-31,5.260581041766246e-11,4.1964730328939973e-19,5.272086844422178e-25,1.1769452856845416e-21,1.5545145093596862e-20,8.615062385039534e-20,6.377319443262909e-16,1.8885300896816594e-19,3.935928898984203e-24,2.5514010684605878e-22,1.599299528206522e-06,2.092385430165933e-29,3.975513893973129e-46,4.9231704984251256e-30,2.0548306683335363e-37,3.865918265170863e-37,2.8074689741377325e-43,1.0528629519808795e-43,6.527675022693997e-39,4.0786901220496193e-38,3.304254557255472e-63,1.6635586648057027e-23,8.298604920334911e-30,5.562261456927392e-47,6.866314550987837e-51,2.59709488544114e-52,6.227148390388373e-47,2.55968537018178e-44,1.2510092022016517e-67,1.3150604879989615e-09,5.695216826943628e-13,8.13502805917202e-24
2.4537018866269383e-13,0.36203212437311755,3.76,0.0,1.002805519298453,0.9999976046049733,6.551914185134585e-25,7.212019311984555e-19,1.4314416828601003e-15,1.0103621239327921e-16,8.531745088925715e-13,7.88063426397826e-11,1.9426895515739476e-19,1.922423407393e-26,3.639918558570083e-21,3.2619961559590534e-35,4.844132234326101e-51,1.975140642197292e-19,1.970033206169921e-09,3.10524897471049e-19,1.1513508665899117e-28,4.660158789504753e-24,1.3020561660028298e-34,5.352891277303333e-19,4.296705183822287e-42,7.199579631664763e-19,3.553371467820738e-18,4.493708502117158e-28,7.885659698300389e-25,5.900151958827977e-28,4.994193479317566e-31,1.053706765865539e-39,3.4273621325094527e-38,6.320928326454834e-28,1.1565467167508681e-29,1.5896266644989583e-29,4.063895838981222e-32,1.2225439955515985e-30,7.880633766265605e-11,9.417423939043148e-19,1.183303175070237e-24,2.6416238614106928e-21,3.488382537934629e-20,1.9331146110092885e-19,1.4311738792034239e-15,4.2375980575641137e-19,8.831357927727456e-24,5.724917898732323e-22,2.3953162191359656e-06,7.018434014493454e-29,2.0007805202650475e-45,1.651611720573817e-29,7.67777489209789e-37,1.3365494128258205e-36,1.4130856298898566e-42,6.1168785394529575e-43,2.4386725078808944e-38,2.0530001264522774e-37,4.275474396609518e-62,3.7398285448126585e-23,2.784038081872737e-29,4.499638923273726e-46,6.072387630661756e-50,2.2987420369003696e-51,5.038604914403648e-46,2.07067976537092e-43,1.6187184495948593e-66,1.9700317703629415e-09,8.531745040936267e-13,2.6347215254540305e-23
3.269478098396989e-13,0.3620321244142821,3.76,0.0,1.0028055186169968,0.9999968089087173,1.525729242240112e-24,1.280737204596923e-18,2.5414772531568227e-15,1.3505452106495482e-16,1.1368273344371634e-12,1.0500685245468012e-10,3.449184709814397e-19,4.475995948684331e-26,8.474834212501393e-21,7.594469836546504e-35,2.2161221831816748e-50,3.526480909788723e-19,2.6250052838979607e-09,5.513270327068838e-19,2.0903786509211627e-28,8.273917889228526e-24,3.032058280880335e-34,9.503888237505113e-19,1.2855830042158981e-41,1.2783613451276296e-18,6.308897538711863e-18,1.0462732464254736e-27,1.5509545834030447e-24,1.3737386122096395e-27,1.162804198276315e-30,3.1522850888589676e-39,1.02533587555503e-37,1.4336751955444069e-27,2.6927873504862825e-29,2.9146295802405165e-29,9.462058622719152e-32,2.8464622364491295e-30,1.0500684361877254e-10,1.6720085359009245e-18,2.10118489684783e-24,4.69072932135987e-21,6.193172876135502e-20,3.431771386772258e-19,2.541001523985332e-15,7.522762997033917e-19,1.567726953358413e-23,1.0162998847329014e-21,3.190986273451293e-06,1.6339035029148304e-28,5.984901978383568e-45,3.845465007674344e-29,1.9436540558060352e-36,3.190704414667943e-36,4.227562599958126e-42,2.0147782472571874e-42,6.172832350118026e-38,6.141774534285283e-37,2.1050208239370334e-61,6.650848875622001e-23,6.482194540758677e-29,1.732805882712582e-45,2.4888861313213992e-49,9.427363986389775e-51,1.940677442221029e-45,7.97416552106613e-43,7.969726230165045e-66,2.6250027346685436e-09,1.1368273247159406e-12,5.955229287361616e-23
4.0852543101670393e-13,0.36203212445544675,3.76,0.0,1.0028055179355406,0.9999960135589524,2.9359329848358154e-24,1.999997959100202e-18,3.967956909663621e-15,1.6928609177005433e-16,1.4204801615732418e-12,1.3120734208902695e-10,5.385147674079514e-19,8.61177638251992e-26,1.6305466424725354e-20,1.4610838388964568e-34,7.184052977361431e-50,5.535891378345895e-19,3.2799773609790103e-09,8.607762366387172e-19,3.3378509632658886e-28,1.2917839105350004e-23,5.834536060702184e-34,1.4838238214486665e-18,2.9970632464549465e-41,1.9960330891089364e-18,9.849959817430157e-18,2.013018578836534e-27,2.6519560344255197e-24,2.643061586243234e-27,2.237227118624735e-30,7.347929801587639e-39,2.390044962909783e-37,2.7140706794839552e-27,5.180877211214896e-29,4.691546294879205e-29,1.8205007965076134e-31,5.4765697930927244e-30,1.3120732829517967e-10,2.6104364284524963e-18,3.280948622079433e-24,7.324477608112624e-21,9.668763495317114e-20,5.357329319195002e-19,3.967213548153315e-15,1.1743682887817855e-18,2.4472762711042583e-23,1.5865140250491026e-21,3.986309836370453e-06,3.1432397656087835e-28,1.3949275932216554e-44,7.39864246309835e-29,4.026074138127398e-36,6.28353601911622e-36,9.855017682441023e-42,5.113978620430288e-42,1.2784907846010623e-37,1.4316359488181726e-36,7.296131353800433e-61,1.040049318634466e-22,1.2471851879267494e-28,4.9196108331824277e-45,7.436312378901152e-49,2.8184656548999996e-50,5.5106938006925125e-45,2.263946363014815e-42,2.7623560189117967e-65,3.2799733809164003e-09,1.4204801445613094e-12,1.1143194040752946e-22
4.90103052193709e-13,0.3620321244966113,3.76,0.0,1.0028055172540844,0.9999952185555298,5.0183239081605826e-24,2.879082327768795e-18,5.710879520060602e-15,2.03731019785117e-16,1.7041329907391539e-12,1.574078115517842e-10,7.750578106691338e-19,1.4717716510657403e-25,2.7866337036631316e-20,2.4968806783627536e-34,1.90670363172072e-49,8.010555118341447e-19,3.934949437413072e-09,1.2388723685275565e-18,4.9153746983937325e-28,1.8591903865489323e-23,9.972868088439597e-34,2.135593908333919e-18,6.0053231540542e-41,2.873010250049911e-18,1.4176556709833604e-17,3.4402902205908955e-27,4.1466460382917144e-24,4.517051364246336e-27,3.8234738517565274e-30,1.4721406535337836e-38,4.788403879973743e-37,4.586947913255862e-27,8.854196067111502e-29,6.95406743890671e-29,3.1112911598967418e-31,9.359580774789604e-30,1.5740779170128264e-10,3.7570165275678835e-18,4.722691613088388e-24,1.0543090305017003e-20,1.391502917622371e-19,7.709637339566627e-19,5.7098085855200674e-15,1.6900006838926862e-18,3.5216913173244294e-23,2.283082540081898e-21,4.781287056870248e-06,5.371232285807439e-28,2.7944220233696934e-44,1.2644445427053458e-28,7.36396775756259e-36,1.0982636062930722e-35,1.9745877948702652e-41,1.1090540965485607e-41,2.3381850971411064e-37,2.8682441628951822e-36,2.0516970921843072e-60,1.499273527861467e-22,2.131495014670865e-28,1.1662928277282655e-44,1.8454210190254694e-48,6.999005995822265e-50,1.3066445649983572e-44,5.367141422408475e-42,7.767839608111355e-65,3.934943709107161e-09,1.7041329636297387e-12,1.853603468722242e-22
6.532582945477191e-13,0.3620321245789405,3.76,0.0,1.002805515891172,0.9999936295871603,1.1690031006093313e-23,5.117086695101031e-18,1.0146049416533404e-14,2.732612999811302e-16,2.271438656781044e-12,2.0980868999563908e-10,1.3769840127271983e-18,3.4274337255072396e-25,6.489429000825085e-20,5.814026994129978e-34,9.282493134804839e-49,1.4382197286887903e-18,5.244893588340233e-09,2.201004895927218e-18,9.150338038769896e-28,3.3030395376712716e-23,2.3231785310031425e-33,3.794138564195365e-18,1.8045949575753495e-40,5.1050197376025534e-18,2.5186348442883708e-17,8.011667942034455e-27,8.520707063290418e-24,1.0519223868461244e-26,8.904045972463587e-30,4.42259355956196e-38,1.4385311845613871e-36,1.0530367869180233e-26,2.061930546335801e-28,1.3060476981360991e-28,7.245583135539732e-31,2.1796417383993082e-29,2.0980865473732725e-10,6.6745980704532816e-18,8.392474970488607e-24,1.8735727934327677e-20,2.4719122891869134e-19,1.3693945420632044e-18,1.014414264934802e-14,3.0017570362801948e-18,6.254777115595463e-23,4.055091779334924e-21,6.370203021046087e-06,1.2505510027244644e-27,8.393276129489997e-44,2.944614552042096e-28,1.9371311801621426e-35,2.6697100603739426e-35,5.933180891967857e-41,3.8626485623264394e-41,6.149339153375512e-37,8.616724919483862e-36,1.0961678666281355e-59,2.671969525943799e-22,4.963912310534111e-28,4.655927543536786e-44,8.043360154985299e-48,3.05492287005324e-49,5.218148705518087e-44,2.1426032021079508e-41,4.1501526731449676e-64,5.244883411319798e-09,2.271438599435803e-12,4.098365832764765e-22
8.164135369017292e-13,0.36203212466126966,3.76,0.0,1.00280551452826,0.9999920420024184,2.2602028318150338e-23,7.995541064868979e-18,1.5846977889282398e-14,3.4364612359716814e-16,2.8387443360683872e-12,2.6220948785784486e-10,2.1506968069112465e-18,6.624840554159192e-25,1.2543272849059666e-19,1.1236610371200234e-33,3.1147007243938245e-48,2.2698849036641978e-18,6.554837736679452e-09,3.4377234899105945e-18,1.4999061935252102e-27,5.1589243963878983e-23,4.491820163983151e-33,5.926021092903615e-18,4.253256902642845e-40,7.97469189845056e-18,3.933825999520025e-17,1.5485618381778608e-26,1.5113591693879586e-23,2.033246609279385e-26,1.721053373769212e-29,1.0421006823066054e-37,3.389632803152185e-36,2.017292788287858e-26,3.985444053397848e-28,2.1503288669541067e-28,1.400501641230987e-30,4.2130006466627116e-29,2.622094328020585e-10,1.0424676867887155e-17,1.311131279619341e-23,2.927041366403589e-20,3.8604452951786963e-19,2.1383488383318214e-18,1.584399279219701e-14,4.687264959441236e-18,9.766245904295825e-23,6.331914735646803e-21,7.95773535632047e-06,2.416624694438626e-27,1.9773460968017473e-43,5.691605781295071e-28,4.16300342160257e-35,5.371351317568538e-35,1.3983173185453863e-40,1.0257027527071136e-40,1.3212486318942216e-36,2.0303615580075043e-35,3.884285673880892e-59,4.1863480589066754e-22,9.594918403412827e-28,1.3506546892857987e-43,2.514322310700842e-47,9.560663316783744e-49,1.514241065108932e-43,6.215555610192154e-41,1.4706122176725427e-63,6.5548218413116465e-09,2.8387442321341865e-12,7.539640028925339e-22
9.795687792557394e-13,0.362032124743599,3.76,0.0,1.0028055131653477,0.9999904558000526,3.887241884519169e-23,1.151528223316563e-17,2.2813655414309707e-14,4.148862925385745e-16,3.4060500322905955e-12,3.146102052136984e-10,3.0961959089704013e-18,1.139052015970725e-24,2.1566367985458813e-19,1.931769277802704e-33,8.493651661128938e-48,3.3020961960986318e-18,7.864781882430741e-09,4.9490269674332745e-18,2.270242285215176e-27,7.426829344323306e-23,7.725488159610555e-33,8.53123970859319e-18,8.6325563040711e-40,1.148234903638394e-17,5.663227796674376e-17,2.662538674484671e-26,2.4388856322733424e-23,3.495893252472961e-26,2.9591231040778103e-29,2.1145500132460562e-37,6.877991696670107e-36,3.447125898004398e-26,6.85237527426534e-28,3.256606325476473e-28,2.407995422732345e-30,7.243687109400647e-29,3.146101259745118e-10,1.5007172646402976e-17,1.8880023714238213e-23,4.214901131541972e-20,5.556996609279106e-19,3.077699647602794e-18,2.2809347522297046e-14,6.746229550047934e-18,1.4055321178779324e-22,9.113117214906198e-21,9.543885314492667e-06,4.154115075524219e-27,4.0115346040597455e-43,9.785948298330691e-28,7.879916381971839e-35,9.599189417671977e-35,2.837943793111121e-40,2.309723654036919e-40,2.5004032910301107e-36,4.1198384268512405e-35,1.1039935534604889e-58,6.045748305860304e-22,1.6497580085969115e-27,3.248527593829796e-43,6.494422595384595e-47,2.4722346484392406e-48,3.6431574990487646e-43,1.4949348760861433e-40,4.179781159968968e-63,7.86475899908817e-09,3.406049861724953e-12,1.235235983768547e-21
1e-12,0.36203212490825737,3.76,0.0,1.0028055129946762,0.9999902572641679,4.1341835392174456e-23,1.20012660319277e-17,2.377523817130968e-14,4.2386768981497725e-16,3.4770912563765976e-12,3.2117211326638303e-10,3.226699587784817e-18,1.2113646965590763e-24,2.2935494199138953e-19,2.0543772241268876e-33,9.662847547058111e-48,3.4457781336171948e-18,8.028820485105102e-09,5.157626346633543e-18,2.3812566833420352e-27,7.73985673049449e-23,8.216285200165875e-33,8.890828018059229e-18,9.367687029355905e-40,1.1966561980978067e-17,5.901930446938056e-17,2.8315692010656193e-26,2.576184359476591e-23,3.7178298951061196e-26,3.1469834820000193e-29,2.2945301081029597e-37,7.463414424372724e-36,3.6636226726365596e-26,7.28738980730914e-28,3.4149757137201073e-28,2.5608700007917042e-30,7.703552410979958e-29,3.21172030689992e-10,1.563966148490889e-17,1.967642130064992e-23,4.392696937541402e-20,5.791144220281799e-19,3.207329345998024e-18,2.3770747312526604e-14,7.030361780200277e-18,1.464717092949345e-22,9.496909385546762e-21,9.74241463611702e-06,4.417705040372626e-27,4.352851794452261e-43,1.0407208829240239e-27,8.482553352910331e-35,1.0260148601230856e-34,3.079598809135525e-40,2.542899572825357e-40,2.6915501650719627e-36,4.4704964860320024e-35,1.2596236028779411e-58,6.303062708467221e-22,1.7544986710940402e-27,3.6071433665394945e-43,7.320042834842561e-47,2.7870255640370284e-48,4.045571093375259e-43,1.659965782484593e-40,4.769005206117998e-63,8.028796637239373e-09,3.4770910758758315e-12,1.305634183750017e-21
1.3058792639637596e-12,0.36203212490825737,3.76,0.0,1.0028055104395237,0.9999872875375875,9.185052176880181e-23,2.0481910890546996e-17,4.054422060857907e-14,5.599357862244764e-16,4.5406614898933726e-12,4.1941139869873843e-10,5.5025519326442316e-18,2.68970751703461e-24,5.092536453181996e-19,4.5604826864405024e-33,5.052337197998361e-47,5.991673428735133e-18,1.0484670166169565e-08,8.795383979847146e-18,4.486078463126848e-27,1.3198638791828037e-22,1.8255384942026095e-32,1.516167826918762e-17,2.7247179277528854e-39,2.041290067100088e-17,1.0064658114229932e-16,6.287178123449031e-26,5.279001979586293e-23,8.255048010007779e-26,6.987563414057272e-29,6.669862919288081e-37,2.1695138496602393e-35,8.075668962746577e-26,1.618059458519819e-27,6.365469553888855e-28,5.686247157066453e-30,1.7104927123043948e-28,4.1941125794952176e-10,2.6669103034404396e-17,3.35702497247064e-23,7.494518849265405e-20,9.873744683134546e-19,5.467097575129088e-18,4.053652607864213e-14,1.1983383303249812e-17,2.496327650861634e-22,1.6186974594881435e-20,1.2712042960465351e-05,9.804438485779437e-27,1.2647508203861716e-42,2.310810620974166e-27,2.236230720504333e-34,2.4556876565890734e-34,8.95669439417805e-40,8.973042085591804e-40,7.09255880702821e-36,1.2994975748380935e-34,6.670645873565523e-58,1.0812581142591158e-21,3.895879877265428e-27,1.4057651349515256e-42,3.4670883049125238e-46,1.3226073932868153e-47,1.5778422696495765e-42,6.469172940745929e-40,2.525543728095727e-62,1.048462949801644e-08,4.540661111583927e-12,2.6467439040368986e-21
1.6321897486717798e-12,0.3620321250729159,3.76,0.0,1.0028055077137001,0.9999841247900929,1.793133403538136e-22,3.202351547374567e-17,6.333767134182266e-14,7.084159915074397e-16,5.675273058162652e-12,5.242122710325557e-10,8.596049887106937e-18,5.247597529153527e-24,9.935398915621294e-19,8.895327337080061e-33,1.888356742309146e-46,9.553762890914307e-18,1.310455843955679e-08,1.3740066794557232e-17,7.81059152486987e-27,2.061834702820727e-22,3.5641195883958045e-32,2.3685440455843084e-17,6.636881434620939e-39,3.18992283665728e-17,1.572291544622061e-16,1.2266187275887853e-25,9.731432222391213e-23,1.6105529314959641e-25,1.3632717319111338e-28,1.6236455310820997e-36,5.281270926585223e-35,1.5679460398365114e-25,3.156762363806959e-27,1.085224401241197e-27,1.1094037701737983e-29,3.3371576745424145e-28,5.242120512731128e-10,4.165976797957348e-17,5.2469493014081146e-23,1.1713868160732409e-19,1.5421341517270537e-18,8.536606823306943e-18,6.332558942767569e-14,1.8710938999895734e-17,3.897264478101327e-22,2.5273308782488722e-20,1.5874685631238298e-05,1.9118951424619804e-26,3.0774361078412903e-42,4.508372083112241e-27,5.085567436633787e-34,5.154316955281019e-34,2.1815183161304268e-39,2.5591784528134486e-39,1.6122719009033523e-35,3.1633438436315084e-34,2.5200669437442325e-57,1.6998270428457996e-21,7.60124061666534e-27,4.273446044784146e-42,1.222783279772435e-45,4.671539123891197e-47,4.79994327591581e-42,1.9665928409700286e-39,9.541113986453839e-62,1.3104494908146793e-08,5.675272349013307e-12,4.717352759104421e-21
2.28481071808782e-12,0.36203212540223273,3.76,0.0,1.0028055022620537,0.9999778158017423,4.923235002028455e-22,6.285777950386983e-17,1.2411293764182045e-13,1.0156931828809784e-15,7.944496640093212e-12,7.338130545486683e-10,1.6844462896223334e-17,1.4388673211647383e-23,2.7241848581615094e-18,2.4378375852402812e-32,1.5305334827074918e-45,1.948121763580534e-17,1.834433495527681e-08,2.6924373685283244e-17,1.9078682526025813e-26,4.040098067904056e-22,9.787707243665929e-32,4.641288118966576e-17,2.5774338109611375e-38,6.254948610452882e-17,3.0809870215377043e-16,3.363306201934477e-25,2.4897984947014015e-22,4.416061356276779e-25,3.738050531750196e-28,6.296327424598209e-36,2.0480397295011627e-34,4.275219575904835e-25,8.655363719366236e-27,2.4831022241525922e-27,3.042057884237668e-29,9.150335596553547e-28,7.338126243831381e-10,8.162483780267461e-17,1.0292019184633732e-22,2.2977478747220564e-19,3.0205850775758522e-18,1.6712073525787024e-17,1.2408901830025694e-13,3.6628233836541475e-17,7.627189236601702e-22,4.947013019967346e-20,2.2183464319993974e-05,5.236941202111662e-26,1.1922255057437654e-41,1.2361746775597595e-26,1.8087291435284624e-33,1.621094043979538e-33,8.470693704062016e-39,1.3065456813712796e-38,5.728957442322331e-35,1.2266904598923036e-33,2.0204758271126582e-56,3.3728325183787866e-21,2.0844604297068804e-26,2.371604120307403e-41,9.115073776653272e-45,3.490405787958849e-46,2.6680558954288906e-41,1.0913875766175747e-38,7.649634158486437e-61,1.8344210462180615e-08,7.944494786585834e-12,1.09622143755664e-20
2.9374316875038605e-12,0.3620321257315496,3.76,0.0,1.0028054968104083,0.9999715287583981,1.0474517185022852e-21,1.0407049011350373e-16,2.0513887000709595e-13,1.3367672631480375e-15,1.0213721005348306e-11,9.434125603697677e-10,2.784141753905766e-17,3.0573732595761144e-23,5.788362195982552e-18,5.177550381088891e-32,6.602236526352433e-45,3.3456697045937964e-17,2.3584111429591533e-08,4.4501875309562236e-17,3.895924445287648e-26,6.677377018605436e-22,2.082968431386713e-31,7.671345284068644e-17,7.024334014633162e-38,1.034537438457677e-16,5.092401018547471e-16,7.146458050538242e-25,5.079410474486967e-22,9.383452989415417e-25,7.942830300504156e-28,1.713658342436995e-35,5.5741506128511155e-34,9.055621774660774e-25,1.8390643575520332e-26,4.69396208396142e-27,6.464159487922302e-29,1.9443067917169885e-27,9.434118501427394e-10,1.3489744545974242e-16,1.7028254797508992e-22,3.801718562676887e-19,4.990405270040048e-18,2.7596320559088386e-17,2.05098928766919e-13,6.048005269721041e-17,1.259055798317049e-21,8.167700571398358e-20,2.84702979835204e-05,1.1116734803422574e-25,3.2420350275009733e-41,2.6266815404799014e-26,4.689148879172167e-33,3.8678691152058804e-33,2.3082344155165606e-38,4.323604980796876e-38,1.4840181170791378e-34,3.338606538364723e-33,8.824548103578794e-56,5.644028603955514e-21,4.4296385764434473e-26,8.197844079082083e-41,3.780222716486989e-44,1.4499596413505153e-45,9.23521940118702e-41,3.7725666421858594e-38,3.3410231245183616e-60,2.3583905661523524e-08,1.0213717174447719e-11,2.0171572490484416e-20
4.242673626335941e-12,0.3620321263901832,3.76,0.0,1.0028054859071223,0.9999590202021541,3.16453780751662e-21,2.1784153450977592e-16,4.2794040461592e-13,2.0205036196633924e-15,1.4752172994643412e-11,1.362607757247364e-09,5.808088255245524e-17,9.211957385784433e-23,1.7439784456193e-17,1.558444471809703e-31,6.494573589717182e-44,7.503976776181876e-17,3.406366425400863e-08,9.283617542015117e-17,1.2098366886278987e-25,1.392859822261238e-21,6.298518391482733e-31,1.6003355601439575e-16,3.1032012511400165e-37,2.1610704999022526e-16,1.0623352032523521e-15,2.1532151189345876e-24,1.4619437135963979e-21,2.8272607384461276e-24,2.3932264235058168e-27,7.545197294002498e-35,2.454329435551041e-33,2.7190844987275255e-24,5.540723665055167e-26,1.2253091115693932e-26,1.947829805642913e-28,5.85825614102161e-27,1.3626062788529735e-09,2.8134555381534563e-16,3.559438902493907e-22,7.947058833988063e-19,1.0401571175122054e-17,5.746019408550502e-17,4.278553825471523e-13,1.259153983500035e-16,2.6198759149568967e-21,1.700152340038539e-19,4.097843480870162e-05,3.342571874878713e-25,1.4246115645737783e-40,7.914265066985424e-26,1.9511117197867726e-32,1.4335692279197868e-32,1.0194148000829818e-37,2.6597551808200933e-37,6.163755922020333e-34,1.469929079138548e-32,8.554019570382431e-55,1.2062264030117135e-20,1.3349667073349596e-25,5.318683087941859e-40,3.5205456623806524e-43,1.3531689375938193e-44,6.011012614425812e-40,2.4476119616897207e-37,3.23859951358029e-59,3.4063234997463035e-08,1.4752161801061258e-11,4.760125409325479e-20
