Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89)
1.376374421774178e-07,0.2421462348302845,3.76,0.0,0.8431042024177494,0.9997443241212138,6.289882146242837e-09,2.7822839359399966e-08,3.740275718788109e-07,2.6085972394590527e-08,1.0200613039474454e-07,3.8706720585163076e-07,4.292322506261404e-11,6.555684747700361e-13,2.1536774672042906e-07,8.048566254293677e-22,5.216917119464567e-29,1.124523093369515e-08,2.424608869332622e-06,1.9959724615575847e-11,1.0477336702789877e-12,2.046787831486951e-17,4.981034847754639e-18,4.4071310868335275e-10,1.9479079808383907e-20,2.7357648224127705e-09,1.517746905904681e-10,3.6800334642138917e-17,1.0558640475223047e-12,2.344791288023698e-15,3.8060937557124215e-19,1.0125658650807413e-21,1.5550372292932817e-21,2.6237360688266166e-15,4.9952127875805954e-17,8.479813973173217e-18,4.4020710536687196e-21,1.1970076933604674e-19,6.888557729544984e-07,7.572268868114142e-09,1.0090291609184128e-13,8.49688723099155e-12,7.505219871643555e-14,7.337657745241446e-13,2.918264577786837e-07,1.7648778383316118e-12,3.3739867356715333e-19,4.385248564195787e-17,0.0002547423040726234,2.166736725639001e-17,3.0491784590017255e-30,1.7465987193236352e-17,6.764089112931349e-21,1.83975572249482e-19,6.986226553766068e-20,2.4177820648119283e-21,2.2842631441611085e-25,1.1036277356741415e-18,2.6235360839130772e-36,9.006054876944849e-15,5.763632218344939e-16,3.422433465271623e-34,4.4641966965613603e-23,3.41259769135223e-24,0.0,0.0,2.9699633489620217e-40,1.7126683347943831e-06,2.334960546779689e-10
1.4167366055141264e-07,0.24214623831173182,3.76,0.0,0.8431041012224492,0.9997442820749457,6.98158479043364e-09,2.9937244686934036e-08,3.909949593518675e-07,2.805728917349019e-08,1.1012618323074091e-07,3.9858105507186707e-07,4.548657018202882e-11,7.123410695196254e-13,2.314864858858035e-07,8.923677189304243e-22,6.171547382124783e-29,1.170050391383384e-08,2.505387880253133e-06,2.1044286227437822e-11,1.1779954542195937e-12,2.2578458755496122e-17,5.511218610358277e-18,4.6469347193469783e-10,2.1865217491825603e-20,2.943491208478664e-09,1.601017110183017e-10,4.161224565696771e-17,1.1645998061832938e-12,2.5856969778244655e-15,4.227933180565975e-19,1.1975994428666797e-21,1.817953169043006e-21,2.8739630648772356e-15,5.475517190683542e-17,9.395137474022396e-18,4.833889584545023e-21,1.297703370018444e-19,7.242700079036892e-07,8.022805669415158e-09,1.1395518790566805e-13,8.928368260736533e-12,7.685811204901378e-14,7.498629103656629e-13,3.032926464648989e-07,1.8557740511059197e-12,3.531801248400169e-19,4.5624662854284613e-17,0.00025474229337396024,2.4504098618432307e-17,3.3874795388965655e-30,1.9260431603842952e-17,7.605558837804321e-21,2.0461160612119044e-19,7.881054276209277e-20,2.8389814511915523e-21,2.520434803557757e-25,1.2352686120956968e-18,3.1050132960997624e-36,9.479037143904103e-15,6.429570474265275e-16,4.050526110161294e-34,5.2536257312647156e-23,4.024044104058625e-24,0.0,0.0,3.515017663536532e-40,1.7501650014227442e-06,2.40339190658129e-10
1.4570987892540748e-07,0.24214624181886954,3.76,0.0,0.8431039989673699,0.9997442392969396,7.72495790206378e-09,3.2136462727898934e-08,4.080824207686479e-07,3.010559885470449e-08,1.1860743336153795e-07,4.101063169654886e-07,4.8124951108521255e-11,7.721547382723009e-13,2.4822540935769917e-07,9.859482624269844e-22,7.262510048205992e-29,1.215492556673971e-08,2.586787909556265e-06,2.2152063519082812e-11,1.3201464107371528e-12,2.4841506820402912e-17,6.078135336460841e-18,4.891912166351301e-10,2.4458263286051836e-20,3.1618033219758784e-09,1.6861464344779826e-10,4.690256930089657e-17,1.2813581182836055e-12,2.844292880474349e-15,4.684808162862383e-19,1.4096711251708773e-21,2.1170338507193286e-21,3.1404042823840413e-15,5.987517231330845e-17,1.0383665696212188e-17,5.293796881295666e-21,1.403473722043592e-19,7.607179152338409e-07,8.488846235088482e-09,1.2836868584347264e-13,9.366577307067422e-12,7.864416314030813e-14,7.657053024383098e-13,3.147312926944736e-07,1.949329005447929e-12,3.6946609140217086e-19,4.7417571565569336e-17,0.00025474228248115584,2.7621807108383393e-17,3.753905551564455e-30,2.1186642694889467e-17,8.524825354005399e-21,2.269610128271216e-19,8.854902252827625e-20,3.3203658973776794e-21,2.7741398433577484e-25,1.3785741353305325e-18,3.658241094566636e-36,9.960911629769265e-15,7.152667060134415e-16,4.772218232135671e-34,6.157540583430807e-23,4.72533134569988e-24,0.0,0.0,4.141296935802133e-40,1.7870682739685508e-06,2.471821752153803e-10
1.4974609729940233e-07,0.2421462453516153,3.76,0.0,0.8431038956484636,0.9997441957953591,8.522032377581135e-09,3.4420400596602046e-08,4.2527744465539354e-07,3.223061369853117e-08,1.2745229461794905e-07,4.2164306339340456e-07,5.083843476765149e-11,8.350739973271365e-13,2.655828128667723e-07,1.0857654080700753e-21,8.503928519551492e-29,1.2608174582603797e-08,2.668807573852209e-06,2.3282683862216177e-11,1.4748862739785071e-12,2.7263132648273662e-17,6.6829456531541764e-18,5.14198483241639e-10,2.7268989412998436e-20,3.3910070512348232e-09,1.7731101477633978e-10,5.270366273239011e-17,1.4065082049315927e-12,3.121383351706606e-15,5.17873269779962e-19,1.6517763354341668e-21,2.4561394247568316e-21,3.423615951256765e-15,6.532364118988907e-17,1.1449362628818198e-17,5.782698714750071e-21,1.5144024243575018e-19,7.982030745685949e-07,8.97055207047757e-09,1.442530905987648e-13,9.811267768292519e-12,8.041057615755113e-14,7.812969815984453e-13,3.26134722048174e-07,2.0455520702757707e-12,3.8627462588044093e-19,4.9230755869959554e-17,0.00025474227140171254,3.103910638599308e-17,4.150074821595985e-30,2.3250611427998476e-17,9.526730455062561e-21,2.5112024656642334e-19,9.91153575320114e-20,3.868737802627708e-21,3.046196984600295e-25,1.5342397943350334e-18,4.2915925620900585e-36,1.0451479751596431e-14,7.936215557273896e-16,5.5984326153062845e-34,7.189080517852998e-23,5.526910882039382e-24,0.0,0.0,4.858279879708668e-40,1.8233875418326357e-06,2.5402501991438153e-10
1.5378231567339717e-07,0.24214624890986997,3.76,0.0,0.8431037912623713,0.9997441515783121,9.37483600630861e-09,3.678889235689686e-08,4.425680092924494e-07,3.443197746724647e-08,1.366629206724054e-07,4.3319135805542987e-07,5.362708851301289e-11,9.011623923232817e-13,2.835565918906039e-07,1.1919802133531745e-21,9.910828550907888e-29,1.3059952370694958e-08,2.751445066781892e-06,2.4435780525759993e-11,1.6429314685793526e-12,2.984943655361056e-17,7.326794687334525e-18,5.397075612799078e-10,3.030833689563715e-20,3.6314092765203552e-09,1.8618838925041732e-10,5.904895480731689e-17,1.5404253083718532e-12,3.41778496542356e-15,5.71178626392494e-19,1.92713664576446e-21,2.8394212121798095e-21,3.724151206139407e-15,7.111208620362793e-17,1.2596305758953428e-17,6.301495982331572e-21,1.6305707433620754e-19,8.367283863854704e-07,9.468072390681004e-09,1.617242256987403e-13,1.0262198393338977e-11,8.215757265200502e-14,7.966419149175547e-13,3.374958087579635e-07,2.1444508588639522e-12,4.036240948115555e-19,5.106377074333482e-17,0.00025474226014318664,3.477515787826102e-17,4.57765835436315e-30,2.5458419736263332e-17,1.0616270340800188e-20,2.771886696398834e-19,1.1054718912806676e-19,4.491466367070386e-21,3.3374394267543084e-25,1.702982117635631e-18,5.014159806763823e-36,1.095054757241097e-14,8.783604264684108e-16,6.541030020683901e-34,8.362498591678769e-23,6.4401337772454754e-24,0.0,0.0,5.676259178839826e-40,1.8591320458356376e-06,2.6086773693839617e-10
1.5781853404739202e-07,0.24214625249351956,3.76,0.0,0.8431036858063883,0.9997441066538584,1.028539176323521e-08,3.924170255907312e-08,4.599425669426894e-07,3.670926912171819e-08,1.4624121525728377e-07,4.4475125681258413e-07,5.649098007437481e-11,9.704825167454839e-13,3.0214427048595176e-07,1.3047475642052618e-21,1.1499155462392633e-28,1.350998177114622e-08,2.8346981891386998e-06,2.5610992582403306e-11,1.8250145044121344e-12,3.26065004708691e-17,8.010812038409609e-18,5.657108878602162e-10,3.3587405940346166e-20,3.883317674336174e-09,1.952443675878352e-10,6.59729302282395e-17,1.6834904337172118e-12,3.734325901650317e-15,6.28611401940321e-19,2.2392081069333155e-21,3.2713336010198294e-21,4.042559323886938e-15,7.725199675408239e-17,1.3828685763454522e-17,6.851084252872141e-21,1.7520575985995466e-19,8.762961098169274e-07,9.981544291397075e-09,1.8090422257014512e-13,1.0719133182114286e-11,8.388537159071572e-14,8.117440066928439e-13,3.4880794452659754e-07,2.246031326452067e-12,4.215331751328171e-19,5.29161818046432e-17,0.00025474224870341373,3.88496525237816e-17,5.0383799949398656e-30,2.781623596346789e-17,1.1798594206728558e-20,3.0526854629283196e-19,1.22882103548829e-19,5.196516661386798e-21,3.6487143394593296e-25,1.8855384529773814e-18,5.835793515424131e-36,1.1457925698878515e-14,9.69831504377146e-16,7.6128607840806704e-34,9.693220139265402e-23,7.477298932896053e-24,0.0,0.0,6.60638626270153e-40,1.8943108805695882e-06,2.677103391037271e-10
1.6185475242138686e-07,0.24214625610243598,3.76,0.0,0.8431035792784253,0.9997440610299966,1.1255716185609617e-08,4.1778529656741244e-08,4.773900285531354e-07,3.906200637943346e-08,1.5618884205181582e-07,4.563228079989122e-07,5.943017750788505e-11,1.0430960302341224e-12,3.213430284682924e-07,1.4242161203081332e-21,1.3285789937926726e-28,1.3958005836522372e-08,2.9185643772677058e-06,2.680796481663904e-11,2.0218833570213217e-12,3.554037975249329e-17,8.736111839369323e-18,5.92201046205154e-10,3.711744630966998e-20,4.1470405325662475e-09,2.0447658613612478e-10,7.351111255789001e-17,1.836090090844677e-12,4.071845335606201e-15,6.903926968105782e-19,2.5916893707023864e-21,3.756645828094134e-21,4.379384991540411e-15,8.375483060844823e-17,1.515080617616771e-17,7.432353341498108e-21,1.8789396229918332e-19,9.169078984681506e-07,1.0511092969008557e-08,2.0192168216121613e-13,1.1181841287608906e-11,8.559418938791271e-14,8.266070994400375e-13,3.6006500903729054e-07,2.3502978627401847e-12,4.400208506534569e-19,5.4787565082589996e-17,0.00025474223708481334,4.328279159013173e-17,5.5340165626482816e-30,3.0330310311591513e-17,1.3079002629371315e-20,3.3546503560528256e-19,1.3615759207770477e-19,5.992478971279298e-21,3.980882355553849e-25,2.0826667215354412e-18,6.767143288755047e-36,1.1973429181275447e-14,1.0683922054946183e-15,8.82781743372341e-34,1.1197901880073773e-22,8.651701895010442e-24,0.0,0.0,7.6607169679082e-40,1.9289329967120626e-06,2.74552839873601e-10
1.658909707953817e-07,0.242146259736478,3.76,0.0,0.8431034716769763,0.9997440147146645,1.228781782941463e-08,4.4399009308564003e-08,4.948997489102283e-07,4.1489649140185045e-08,1.6650723425164965e-07,4.679060527232784e-07,6.244474914823925e-11,1.1190636767041063e-12,3.411497270531917e-07,1.5505282806243535e-21,1.5288562426873148e-28,1.4403786678399172e-08,3.0030407298617003e-06,2.8026347634247915e-11,2.234300836800715e-12,3.8657095329049514e-17,9.503792897127363e-18,6.191707641875012e-10,4.090984771320892e-20,4.4228865757429306e-09,2.1388271606482002e-10,8.170004620046721e-17,1.998616037245839e-12,4.4311928296914e-15,7.567502098298442e-19,2.9885295813779345e-21,4.300453617858769e-21,4.735167605891923e-15,9.063200103295055e-17,1.6567083038715447e-17,8.046186912838949e-21,2.0112912217092615e-19,9.585648343903534e-07,1.105683197889366e-08,2.2491183298163117e-13,1.1650096919691381e-11,8.728423993601051e-14,8.412349748710888e-13,3.712613420379141e-07,2.4572533796290095e-12,4.591064084615819e-19,5.66775067875288e-17,0.0002547422252904578,4.809526663791665e-17,6.0663979634985855e-30,3.300697030998788e-17,1.446294576012413e-20,3.678861836532736e-19,1.5041101503061172e-19,6.888598356212821e-21,4.334817063304858e-25,2.2951451483923736e-18,7.81969870629879e-36,1.2496877415680577e-14,1.174409039386969e-15,1.0200888260036105e-33,1.289449152280298e-22,9.977684122089412e-24,0.0,0.0,8.852258025654447e-40,1.9630072033038943e-06,2.813952533714823e-10
1.6992718916937655e-07,0.24214626339549267,3.76,0.0,0.8431033630010857,0.9997439677157435,1.3383695803099391e-08,4.7102717567963736e-08,5.124615122361874e-07,4.399160278353306e-08,1.7719760383018778e-07,4.795010251614174e-07,6.553476356275631e-11,1.1984453022744334e-12,3.6156093303933474e-07,1.6838201679459065e-21,1.7526266159435398e-28,1.4847104375636838e-08,3.0881240332371688e-06,2.926579697320805e-11,2.463043949374812e-12,4.1962626238177025e-17,1.0314938905332756e-17,6.466129128770329e-10,4.4976130239232526e-20,4.7111647999495655e-09,2.234604625899264e-10,9.057727743031912e-17,2.1714650224467158e-12,4.813227729793536e-15,8.279182496012627e-19,3.433936015148812e-21,4.908190652612053e-21,5.1104406054858596e-15,9.789486443691264e-17,1.808204454106551e-17,8.693462111344821e-21,2.1491846296993995e-19,1.0012674603052368e-06,1.1618863524854027e-08,2.5001668542355567e-13,1.2123679250568965e-11,8.895573463619522e-14,8.556313548567708e-13,3.823917169193482e-07,2.566899394449611e-12,4.788094351941996e-19,5.858560308840056e-17,0.0002547422133217555,5.3308238706574545e-17,6.63740728218849e-30,3.585261631670012e-17,1.5956021337734673e-20,4.0264291511531965e-19,1.6567956942593636e-19,7.894804371854617e-21,4.711404500440538e-25,2.52377197060477e-18,9.005831081704379e-36,1.3028094048340035e-14,1.2882574633439039e-15,1.1748211785846164e-33,1.4802287762609977e-22,1.1470682625601327e-23,0.0,0.0,1.0195014330567868e-39,1.996542169991009e-06,2.882375943937991e-10
1.739634075433714e-07,0.24214626707931597,3.76,0.0,0.8431032532503174,0.9997439200410537,1.454533837650553e-08,4.9889173963188914e-08,5.300655182168957e-07,4.656722134123989e-08,1.882609504986894e-07,4.911077528384665e-07,6.870028950731217e-11,1.2812998730090305e-12,3.825729415978401e-07,1.8242216312683156e-21,2.0018668785516372e-28,1.5287755941665333e-08,3.1738107851575202e-06,3.052597421601638e-11,2.7089032493328346e-12,4.5462902524461034e-17,1.1170618724016386e-17,6.745205050952178e-10,4.9327934852645436e-20,5.012184316960564e-09,2.332075642292385e-10,1.0018133453638644e-16,2.3550385345110875e-12,5.21881856709155e-15,9.041377434831435e-19,3.932381446965644e-21,5.585639849779061e-21,5.505730835704986e-15,1.0555470854230506e-16,1.9700330657379422e-17,9.375049217729761e-21,2.292689967898162e-19,1.0450158101574208e-06,1.2197278774182407e-08,2.773851822317769e-13,1.2602372321895955e-11,9.060888242862688e-14,8.697999023736502e-13,3.934513157230112e-07,2.6792361088799854e-12,4.991498131140733e-19,6.05114598946365e-17,0.0002547422011806778,5.894331682418615e-17,7.248980855057187e-30,3.8873717060681365e-17,1.7563972529281557e-20,4.398490244793521e-19,1.8200026023487853e-19,9.021740908741797e-21,5.111542652151652e-25,2.7693651240315754e-18,1.0338835873925636e-35,1.3566906882170282e-14,1.4103217276829081e-15,1.3487132092284156e-33,1.6942000576601408e-22,1.3147279904013609e-23,0.0,0.0,1.1704036952126335e-39,2.0295464292307203e-06,2.950798784220622e-10
1.7799962591736624e-07,0.2421462707877739,3.76,0.0,0.843103142424726,0.9997438716983544,1.577472166258832e-08,5.2757844470595853e-08,5.477023684499177e-07,4.921581054842191e-08,1.996980703734184e-07,5.027262569022411e-07,7.194139588407675e-11,1.367685492470121e-12,4.041817977389591e-07,1.971856264431672e-21,2.2786522654362186e-28,1.5725554347825935e-08,3.2600972172776243e-06,3.180654610340257e-11,2.9726821894579356e-12,4.916379850925663e-17,1.2071886720230269e-17,7.028866939767711e-10,5.3977013985900314e-20,5.32625420717967e-09,2.4312179208705113e-10,1.1055170715495213e-16,2.5497425491170354e-12,5.648842466476176e-15,9.856562443901916e-19,4.4886112258455554e-21,6.338944422505013e-21,5.921557947368427e-15,1.1362274108809025e-16,2.1426692782603538e-17,1.0091811330436783e-20,2.4418752981504395e-19,1.0898094380794607e-06,1.279215819266717e-08,3.071733450090189e-13,1.308596495350584e-11,9.224388982226836e-14,8.837442224361352e-13,4.044357055059808e-07,2.7942624837670895e-12,5.201477159602759e-19,6.245469264292793e-17,0.00025474218886938695,6.502253594322486e-17,7.90310832546237e-30,4.207680523325662e-17,1.9292685610307015e-20,4.796211670106375e-19,1.9940987508699028e-19,1.0280796096850796e-20,5.536140952362615e-25,3.0327619102139505e-18,1.1832975716657151e-35,1.41131477853557e-14,1.5409947127361153e-15,1.5436254951181915e-33,1.933581171501119e-22,1.502525408649151e-23,0.0,0.0,1.3395471845948568e-39,2.062028378462992e-06,3.0192212163436104e-10
1.820358442913611e-07,0.24214627452068316,3.76,0.0,0.8431030305248284,0.9997438226953438,1.7073808369194497e-08,5.570814438448918e-08,5.653630532993638e-07,5.193663077771776e-08,2.115095643594435e-07,5.143565523875541e-07,7.525815170098999e-11,1.4576594190859823e-12,4.2638331653313905e-07,2.1268414394515998e-21,2.585157376046444e-28,1.616032759956473e-08,3.346979316289833e-06,3.3107184649410845e-11,3.255196467584016e-12,5.307112642860225e-17,1.3019783163602428e-17,7.317047715370174e-10,5.893522224619454e-20,5.653683380897711e-09,2.5320094916668983e-10,1.217288248674702e-16,2.7559872816721926e-12,6.104184562647309e-15,1.0727279356079614e-18,5.107650040847109e-21,7.174618700492129e-21,6.358433829039181e-15,1.221100790750531e-16,2.3265993375252925e-17,1.0844604070903426e-20,2.5968066768730254e-19,1.135647445860958e-06,1.3403571893885386e-08,3.3954441666290483e-13,1.3574250653736108e-11,9.386096092432865e-14,8.974678630138193e-13,4.1534081598609294e-07,2.911976310089236e-12,5.418236045380602e-19,6.441492608872632e-17,0.0002547421763897649,7.156833438156118e-17,8.601832683113005e-30,4.546847313672376e-17,2.1148187495423516e-20,5.220788496398802e-19,2.179449622859784e-19,1.1684132224116767e-20,5.986119789610881e-25,3.3148186447044953e-18,1.3503524024839054e-35,1.4666652601987802e-14,1.6806777581441893e-15,1.7615504710263474e-33,2.2007435280291227e-22,1.712362919613159e-23,0.0,0.0,1.5286609218352763e-39,2.0939962822472727e-06,3.087643409162261e-10
1.8607206266535593e-07,0.24214627827785196,3.76,0.0,0.8431029175515787,0.9997437730396574,1.844454661826696e-08,5.8739441086747806e-08,5.830389391448446e-07,5.4728899860594584e-08,2.2369584626031267e-07,5.259986484718769e-07,7.865062603291568e-11,1.5512780833348006e-12,4.4917310215829073e-07,2.289288353267006e-21,2.9236569384966487e-28,1.6591917862487464e-08,3.434452843846322e-06,3.442756705782486e-11,3.5572733730522714e-12,5.71906304364117e-17,1.401533467115208e-17,7.609681672441357e-10,6.421450725906566e-20,5.9947804474218985e-09,2.634428697093766e-10,1.3375403513683566e-16,2.974186942875376e-12,6.585737424816468e-15,1.1656136338000368e-18,5.794808361486028e-21,8.099558689341172e-21,6.816862073043638e-15,1.3102773855348868e-16,2.5223205611420794e-17,1.1634275311466913e-20,2.7575482074914633e-19,1.1825285090066878e-06,1.4031579998151454e-08,3.7466899971465983e-13,1.4067027531315759e-11,9.546029746933071e-14,9.109743159342376e-13,4.2616291839456637e-07,3.0323742762771273e-12,5.641982220239517e-19,6.639179410235079e-17,0.00025474216374374217,7.860353083902706e-17,9.347250288804855e-30,4.9055368397006067e-17,2.3136643130578704e-20,5.673444219157944e-19,2.3764181198600853e-19,1.3244715619071082e-20,6.462410018919073e-25,3.616410288209706e-18,1.536680913818987e-35,1.5227261064694893e-14,1.829780485067343e-15,2.004618187889521e-33,2.498217829116611e-22,1.946272544476794e-23,0.0,0.0,1.7395933498855246e-39,2.125458274365557e-06,3.1560655387084683e-10
1.9010828103935078e-07,0.24214628205908087,3.76,0.0,0.8431028035063419,0.9997437227388685,1.9888868830141973e-08,6.185105671908867e-08,6.00721756013299e-07,5.759179579943243e-08,2.3625715062172026e-07,5.376525487225908e-07,8.211888798441947e-11,1.6485971047457464e-12,4.725465658359076e-07,2.459302086843589e-21,3.296526446287188e-28,1.70201806356676e-08,3.522513355322994e-06,3.5767375639915374e-11,3.879751134519837e-12,6.152798096844554e-17,1.5059554696388316e-17,7.906704465954828e-10,6.982690066698002e-20,6.349853591685454e-09,2.738454185581246e-10,1.46669580648887e-16,3.2047594980660536e-12,7.0944004907920986e-15,1.2645807903679546e-18,6.555688537861335e-21,9.121052348184272e-21,7.297337475054665e-15,1.403866249534355e-16,2.7303413054487267e-17,1.2461664924879828e-20,2.924162091678324e-19,1.2304509014572474e-06,1.4676232997641218e-08,4.127251903989661e-13,1.4564098208789657e-11,9.704209884781562e-14,9.242670177713722e-13,4.368986054729797e-07,3.155452032083235e-12,5.87292588974478e-19,6.838493946959828e-17,0.00025474215093327984,8.615130106781333e-17,1.0141510885851065e-29,5.284418974614936e-17,2.5264352757536688e-20,6.155430671502449e-19,2.585364403831868e-19,1.497634645097521e-20,6.96595247974966e-25,3.938430061818595e-18,1.7440258964803957e-35,1.579481670921711e-14,1.9887206118806018e-15,2.2751021366175815e-33,2.828700113610924e-22,2.2064209478296004e-23,0.0,0.0,1.974317387876474e-39,2.1564223598921617e-06,3.224487788286386e-10
1.9414449941334562e-07,0.24214628586416362,3.76,0.0,0.8431026883908714,0.9997436718004863,2.1408690670748484e-08,6.504227076064429e-08,6.184035855832265e-07,6.052445937379046e-08,2.4919354031675194e-07,5.493182513360793e-07,8.566300665411995e-11,1.7496713087181065e-12,4.964989427136578e-07,2.6369816755604145e-21,3.7062426707944243e-28,1.7444983969809052e-08,3.611156217484979e-06,3.7126297733491235e-11,4.223478270705485e-12,6.608876946114465e-17,1.6153444058142376e-17,8.20805309697305e-10,7.578450930002774e-20,6.719210457977122e-09,2.8440649054545797e-10,1.605185761219405e-16,3.4481264306549465e-12,7.63107951111559e-15,1.3699034913120323e-18,7.39619054717726e-21,1.0246789566726145e-20,7.800345566963144e-15,1.5019752395496762e-16,2.951180934461088e-17,1.3327604554476208e-20,3.09670867941847e-19,1.2794125190395437e-06,1.533757212482101e-08,4.538987084949623e-13,1.506526973745584e-11,9.860656213468261e-14,9.37349350720098e-13,4.4754477255649297e-07,3.2812042491727825e-12,6.111279980340218e-19,7.039401369675417e-17,0.00025474213796028205,9.42351542773865e-17,1.0986817599401451e-29,5.684168287963737e-17,2.7537749060813586e-20,6.668027938748086e-19,2.806645767792191e-19,1.6893688402711924e-20,7.497697520619398e-25,4.281789047542768e-18,1.9742446089435507e-35,1.6369166790884856e-14,2.157923763895246e-15,2.5754251325215203e-33,3.1950577824118383e-22,2.4951144495576533e-23,0.0,0.0,2.234935537582285e-39,2.1868964172307366e-06,3.292910348561493e-10
1.9818071778734047e-07,0.2421462896928875,3.76,0.0,0.8431025722072858,0.9997436202319566,2.3005910059503885e-08,6.831232251357016e-08,6.360768495507196e-07,6.352599664428624e-08,2.62504913880377e-07,5.609957493688915e-07,8.928305110056224e-11,1.854554743159363e-12,5.210253077510376e-07,2.822420189764789e-21,4.155384053010355e-28,1.786620772790602e-08,3.7003766251126562e-06,3.850402562323371e-11,4.589312945546894e-12,7.087850341862704e-17,1.7297991504756134e-17,8.513665898472086e-10,8.209950653366607e-20,7.10315804043553e-09,2.9512400990378497e-10,1.7534498464589628e-16,3.7047125098968845e-12,8.196686003841111e-15,1.4818624557373047e-18,8.322517374739594e-21,1.1484871823981907e-20,8.326362182643343e-15,1.6047109289409035e-16,3.1853697911854204e-17,1.423291740403337e-20,3.2752465179273336e-19,1.3294109017132093e-06,1.6015629721541645e-08,4.983830228408989e-13,1.5570353513790963e-11,1.001538821171684e-13,9.50224643456762e-13,4.580985996862223e-07,3.4096246786064134e-12,6.357260083431157e-19,7.241867681990226e-17,0.00025474212482664275,1.0287890934502419e-16,1.1885426924813088e-29,6.105463639294281e-17,2.9963394207290827e-20,7.212544277220726e-19,3.040616533721789e-19,1.901229817257392e-20,8.058604531118317e-25,4.647415775388325e-18,2.229313331116349e-35,1.6950162202957574e-14,2.3378232776438894e-15,2.908165255754551e-33,3.600335594170246e-22,2.814804016441357e-23,0.0,0.0,2.523685038492294e-39,2.216888200118988e-06,3.361333417643061e-10
2.0221693616133531e-07,0.24214629354503403,3.76,0.0,0.8431024549580471,0.999743568040661,2.468240623569269e-08,7.166041349942911e-08,6.537342983466068e-07,6.659548135753296e-08,2.7619101260090964e-07,5.726850309612338e-07,9.297909030956277e-11,1.963300694943137e-12,5.461205906633837e-07,3.0157048244536686e-21,4.6466309783091765e-28,1.8283742886095775e-08,3.790169616645815e-06,3.990025646229334e-11,4.9781223291386555e-12,7.590260182044908e-17,1.8494174309428415e-17,8.823482521188089e-10,8.878412384654007e-20,7.502002579960336e-09,3.059959296972718e-10,1.9119359361109602e-16,3.974945563235857e-12,8.79213672048011e-15,1.6007450331446655e-18,9.341180018922177e-21,1.284382151221607e-20,8.875853056105649e-15,1.7121785269792376e-16,3.433449171655491e-17,1.517841804638397e-20,3.45983239944866e-19,1.3804432546774488e-06,1.671042960644169e-08,5.463794724966872e-13,1.6079165197337985e-11,1.0168425132247378e-13,9.628961719861405e-13,4.685575346949419e-07,3.540706205380845e-12,6.611084396528551e-19,7.445859721843165e-17,0.0002547421115342482,1.1210667089447922e-16,1.2839648706202485e-29,6.54898778011932e-17,3.25479767886126e-20,7.79031603837795e-19,3.2876279762742768e-19,2.134865476232218e-20,8.649641481626111e-25,5.0362557981683025e-18,2.5113319575441613e-35,1.7537657396779026e-14,2.528860000261053e-15,3.2760618432011866e-33,4.0477616227459384e-22,3.168090225904017e-23,0.0,0.0,2.842943067529059e-39,2.246405339601667e-06,3.429757201159956e-10
