Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89)
3.371906076653134e-10,0.24214613023879591,3.76,0.0,0.8431071159244125,0.9997762899857603,7.061635200550379e-18,1.0732992081963416e-14,3.6151972212922306e-12,5.030150929955478e-15,5.745628161472829e-13,9.402989499255207e-10,2.5674286451689604e-16,1.098046477707477e-20,6.129546337356267e-15,4.612446344220756e-32,1.7087336209329891e-44,7.070911520869672e-15,5.439862519950668e-09,1.426282773678641e-16,4.403675919763991e-23,4.227963702269689e-23,1.4519837197165982e-29,3.144265665426635e-15,4.772198749798993e-34,1.0494727596726851e-14,1.0726284199865282e-15,1.6685318768244464e-25,1.257383168337027e-20,2.803261075775055e-23,3.501879529914104e-27,3.0861568428687217e-34,1.551216933384682e-32,4.134020574468445e-23,7.880642635075869e-25,8.982598638514519e-26,3.871258397839634e-29,2.1795978411908174e-27,9.402126023109805e-10,7.679452177098338e-14,7.247506424520226e-22,2.3736835729179197e-17,8.074085344347367e-17,1.1611433900265676e-15,3.611385839685597e-12,9.268485333788016e-16,3.247483603357044e-22,3.7428648119337947e-20,0.00022370907022949387,1.7833238402026603e-23,1.0077655666830528e-38,2.088212420933003e-25,2.662202161255417e-31,2.885673576867486e-29,6.489890622313434e-34,2.1926106373809714e-34,5.298532907819624e-34,1.093488537115908e-28,1.0607124613550163e-51,3.8292863063968384e-20,3.083390495719612e-24,1.3837118221185529e-49,1.0660331553779572e-37,2.4639765542279413e-39,0.0,0.0,1.2007752790389813e-55,5.4362391596084075e-09,5.724259142741762e-13
3.4582265498594526e-10,0.2421461302448147,3.76,0.0,0.8431071157610679,0.9997746617557148,7.62613125963895e-18,1.1305464720791152e-14,3.802557612959378e-12,5.306794283808297e-15,5.893851122343733e-13,9.643687036302174e-10,2.7005581798008167e-16,1.1845408950003516e-20,6.606322759200988e-15,4.943941281668101e-32,1.9279506264318785e-44,7.57398871970955e-15,5.579122495386319e-09,1.5002226524608985e-16,4.8719196768345674e-23,4.444147041471771e-23,1.634303339504364e-29,3.307268064933497e-15,5.509875370698258e-34,1.1046226168719816e-14,1.1282346536905159e-15,1.799927018801368e-25,1.3563999152067195e-20,3.0240597177875456e-23,3.7777708170309714e-27,3.414629712398167e-34,1.7162394782758532e-32,4.4595447690027114e-23,8.501151308467071e-25,9.689196706337533e-26,4.176514589268058e-29,2.351278753587741e-27,9.64277951688504e-10,8.076938707679673e-14,7.796595622475946e-22,2.5302113550996427e-17,8.432380645943519e-17,1.2088041089676963e-15,3.798457717179287e-12,9.675714955216958e-16,3.361789560950253e-22,3.878911797154918e-20,0.00022533727601269974,1.91078819547131e-23,1.1060315290099273e-38,2.25269030183384e-25,2.9532708059871125e-31,3.19143295913856e-29,7.484793331052036e-34,2.4877332966727896e-34,5.842229008287886e-34,1.2095162761603469e-28,1.2343187718039448e-51,4.075671967112853e-20,3.326603732316008e-24,1.6101832862641466e-49,1.2398152140638895e-37,2.868759347417489e-39,0.0,0.0,1.3973056050822325e-55,5.575311286215905e-09,5.870799358506147e-13
3.6308674962720896e-10,0.2421461302568523,3.76,0.0,0.843107115434379,0.9997716570920439,8.845122881965701e-18,1.2497499423266805e-14,4.191461098288426e-12,5.8847404017377306e-15,6.190557371832372e-13,1.0125081020565677e-09,2.9769115393570797e-16,1.3709191752870452e-20,7.632037111113741e-15,5.65019620884531e-32,2.4323047806408974e-44,8.649140733800653e-15,5.857642450717143e-09,1.6537048707338262e-16,5.919359734805234e-23,4.8922138949858667e-23,2.0534203762413466e-29,3.6456237662332424e-15,7.270959498250797e-34,1.219244219633898e-14,1.2436604649746909e-15,2.083046024681742e-25,1.569755612315091e-20,3.4998312284823234e-23,4.372275553142337e-27,4.149546956019645e-34,2.0854161554710678e-32,5.160947304572271e-23,9.838141803351602e-25,1.1211617499082343e-25,4.8343793476968025e-29,2.7212138269057667e-27,1.0124082250242863e-09,8.901886641362296e-14,8.976460866190402e-22,2.8616168560678125e-17,9.164430420210215e-17,1.3055342150463826e-15,4.186742300306297e-12,1.0506997851388815e-15,3.5915159282130026e-22,4.1527865577862055e-20,0.00022834189114486457,2.1817667434376896e-23,1.3226756018124834e-38,2.6071032118221313e-25,3.6064654069300683e-31,3.875027675652252e-29,9.856263062103809e-34,3.1731809523654096e-34,7.050166220279988e-34,1.4689634523421662e-28,1.653077037518939e-51,4.59414871599196e-20,3.8507847256356174e-24,2.1564583457023985e-49,1.6585846547895626e-37,3.846051294709713e-39,0.0,0.0,1.8713592168493483e-55,5.8534413074565464e-09,6.163879749442755e-13
3.786244348043463e-10,0.24214613026768617,3.76,0.0,0.843107115140359,0.9997692163103957,1.0049229806804617e-17,1.3624338083968893e-14,4.557640285733179e-12,6.433330271989661e-15,6.457901503720083e-13,1.055833446993543e-09,3.237137023784363e-16,1.5545277002542335e-20,8.640529668117834e-15,6.336407387415452e-32,2.9697288640642677e-44,9.698045352018636e-15,6.108310415972817e-09,1.7982253243132793e-16,6.99875555807845e-23,5.313313358616423e-23,2.499793615928666e-29,3.964223168195659e-15,9.233106477464315e-34,1.3273387450097191e-14,1.352346648308529e-15,2.361943581919307e-25,1.7799338727119018e-20,3.9685252931464865e-23,4.9579624749689026e-27,4.907066542217372e-34,2.465892167653467e-32,5.851880101746662e-23,1.1155161556856724e-24,1.2711231764830363e-25,5.482588973844053e-29,3.0856473236980125e-27,1.055724998302083e-09,9.67849680860116e-14,1.0135005532981152e-21,3.181187123249049e-17,9.840199081851133e-17,1.3940962606381835e-15,4.552315111856848e-12,1.1273517523250746e-15,3.7993917250548223e-22,4.401093232113769e-20,0.00023078262909162128,2.4442587060847495e-23,1.5419572934686805e-38,2.956243969365473e-25,4.28205300160291e-31,4.57900367798517e-29,1.2493655016920019e-33,3.912037366035964e-34,8.284306288321102e-34,1.7361950092061986e-28,2.1252715046166275e-51,5.0902536027681794e-20,4.367305360532679e-24,2.7724415553450933e-49,2.130218823821048e-37,4.9493166501681864e-39,0.0,0.0,2.405905065635348e-55,6.1037421029992826e-09,6.427652055010675e-13
3.941621199814836e-10,0.2421461302785199,3.76,0.0,0.8431071148463389,0.9997670011714546,1.1359629036083138e-17,1.4802701376873224e-14,4.9391322063956234e-12,7.009222706993814e-15,6.72555087272387e-13,1.0991586949865904e-09,3.5082642825005055e-16,1.753836793776919e-20,9.733282091241477e-15,7.071925295524427e-32,3.5961272312265816e-44,1.0826811162645612e-14,6.3589783868264694e-09,1.9487957220445654e-16,8.219394646980541e-23,5.751248389553073e-23,3.020075950648234e-29,4.2961599912456035e-15,1.161602564476033e-33,1.4401172068391562e-14,1.4655827125244481e-15,2.664675596458935e-25,2.008078041619367e-20,4.4772906430345287e-23,5.593749710550912e-27,5.7639093823299045e-34,2.896193322673411e-32,6.601847678703471e-23,1.2584696228197828e-24,1.4338905949481278e-25,6.186352571864706e-29,3.481239734867917e-27,1.0990413363049318e-09,1.0487450449842524e-13,1.138904426114445e-21,3.521350888812338e-17,1.0531259201292886e-16,1.4839796803871244e-15,4.93315210344057e-12,1.2056575438095781e-15,4.008187014567608e-22,4.650916359522904e-20,0.00023299772431578775,2.7247073269407196e-23,1.7857970534587207e-38,3.335234725486567e-25,5.048441377449146e-31,5.374597850177801e-29,1.5691383075912015e-33,4.7824709893019445e-34,9.668525725366223e-34,2.0382539742647974e-28,2.704853716700986e-51,5.614451401511208e-20,4.928127573105116e-24,3.528513335357694e-49,2.7084474567536806e-37,6.304961852254327e-39,0.0,0.0,3.0620187795515502e-55,6.354027529807037e-09,6.691424316739124e-13
4.0969980515862093e-10,0.2421461302893537,3.76,0.0,0.8431071145523191,0.9997649908109048,1.2781088259968663e-17,1.6032936103452693e-14,5.335934467065991e-12,7.612765703404376e-15,6.993517980729267e-13,1.1424838553955295e-09,3.790293288445902e-16,1.9694902285879727e-20,1.0913567030687613e-14,7.858086673096819e-32,4.321709679282317e-44,1.2038190494415815e-14,6.609646363705061e-09,2.1054156948984215e-16,9.593081490879692e-23,6.205956793017733e-23,3.622992077579669e-29,4.641433431612878e-15,1.4488572985942878e-33,1.5575874883989957e-14,1.583368383230955e-15,2.9922176632921675e-25,2.2549242409585394e-20,5.0277694197695145e-23,6.2816936755241424e-27,6.728414470504886e-34,3.3804895376096445e-32,7.41326477004794e-23,1.4131346357301656e-24,1.6099882092112607e-25,6.947963239071391e-29,3.9092680779140534e-27,1.1423572501890227e-09,1.1328732336392507e-13,1.2742352904440035e-21,3.8824848487144074e-17,1.1236928304912408e-16,1.575091106380395e-15,5.3292491702553256e-12,1.2855382736519267e-15,4.217782907258388e-22,4.90208097162301e-20,0.00023500804113296168,3.023402591521837e-23,2.0556913114753552e-38,3.745298747839732e-25,5.913374273646457e-31,6.269392566948006e-29,1.954020746279547e-33,5.801306998661445e-34,1.1213502166469097e-33,2.378027259233435e-28,3.4105218357502164e-51,6.166884063307715e-20,5.5350842429170956e-24,4.449065656912921e-49,3.411660046089476e-37,7.957309641626457e-39,0.0,0.0,3.860867537718129e-55,6.6042975888094884e-09,6.955196534628125e-13
4.2523749033575825e-10,0.2421461303001875,3.76,0.0,0.8431071142582991,0.9997631663017764,1.4318407148946372e-17,1.7315389012044448e-14,5.748044666125455e-12,8.24430719011221e-15,7.261815327664473e-13,1.1858089367147086e-09,4.083224016815627e-16,2.2021317386458424e-20,1.2184649702183927e-14,8.69623194260929e-32,5.157386135518514e-44,1.3334920397032038e-14,6.860314347049975e-09,2.2680848745584505e-16,1.1132092765947444e-22,6.677376672257162e-23,4.3179138663149054e-29,5.000042686912713e-15,1.7927656742393256e-33,1.6797570981033178e-14,1.7057033865810424e-15,3.345545194770326e-25,2.5212085168235454e-20,5.621603594718247e-23,7.02385083101687e-27,7.809260062443131e-34,3.923118168532657e-32,8.28854550236407e-23,1.5799711191085377e-24,1.7999401694014485e-25,7.769715120782147e-29,4.371009239773754e-27,1.1856727502591602e-09,1.2202327258446377e-13,1.4198707229241272e-21,4.264948790792368e-17,1.1956554322412523e-16,1.667343751109605e-15,5.740602210026515e-12,1.36691882190118e-15,4.428076992231029e-22,5.154433412297364e-20,0.00023683250651274857,3.340612918914364e-23,2.3531508235588555e-38,4.187659177216168e-25,6.8848999652329465e-31,7.271265216849899e-29,2.4141384992845513e-33,6.986744465260198e-34,1.2930140236216774e-33,2.7585143846420203e-28,4.263316628562236e-51,6.74767593873705e-20,6.190009428680628e-24,5.56154644659218e-49,4.2605148509282174e-37,9.956313413660951e-39,0.0,0.0,4.8262704556263716e-55,6.854552280934502e-09,7.218968708677691e-13
4.407751755128956e-10,0.2421461303110213,3.76,0.0,0.8431071139642794,0.9997615104698325,1.597641734889141e-17,1.8650406795500947e-14,6.175460393750688e-12,8.9041950273561e-15,7.530455411493582e-13,1.2291339466554773e-09,4.3870564448455107e-16,2.4524050192004805e-20,1.3549788359377358e-14,9.587709584384282e-32,6.114787524554694e-44,1.4719722721616195e-14,7.1109823373169415e-09,2.4368028932414864e-16,1.2849177155361202e-22,7.165446426787211e-23,5.114881895604387e-29,5.3719869557581234e-15,2.2018824328336874e-33,1.806633187451213e-14,1.8325874491371172e-15,3.7256334215926574e-25,2.8076668396674105e-20,6.260434969404171e-23,7.822277684141107e-27,9.015464167559798e-34,4.5285839945290023e-32,9.230103394913819e-23,1.7594388685006916e-24,2.0042705720722304e-25,8.653903410062901e-29,4.867739976835278e-27,1.2289878460511703e-09,1.3108220023478476e-13,1.5761882916366122e-21,4.6690863551731064e-17,1.268951421822409e-16,1.7606569353656452e-15,6.167207122557105e-12,1.4497276527500697e-15,4.638980937774619e-22,5.407838636829926e-20,0.00023848829469262178,3.676586255134912e-23,2.6796993457031324e-38,4.663539027851556e-25,7.971370259238513e-31,8.388387481586676e-29,2.9607426063485306e-33,8.358409853147111e-34,1.4829561054512382e-33,3.18282721830884e-28,5.286807413424712e-51,7.356936008260432e-20,6.894738368370948e-24,6.896702155993198e-49,5.278113597506648e-37,1.2358015791341615e-38,0.0,0.0,5.984909085319122e-55,7.104791607108597e-09,7.482740838887841e-13
4.563128606900329e-10,0.24214613032185503,3.76,0.0,0.8431071136702596,0.9997600077199427,1.775998247601346e-17,2.003833608894643e-14,6.6181792321105e-12,9.592777005863397e-15,7.799450728209991e-13,1.2724588922237473e-09,4.701790551610939e-16,2.720953726849009e-20,1.501223474431026e-14,1.0533880369632313e-31,7.206287173845134e-44,1.6195304200820393e-14,7.361650334975953e-09,2.6115693835258435e-16,1.4757555169687226e-22,7.6701047506706e-23,6.024626883545268e-29,5.75726543738939e-15,2.68568626767343e-33,1.938222568399533e-14,1.964020297741853e-15,4.133457393774078e-25,3.115035104483358e-20,6.945905175910187e-23,8.679030788471259e-27,1.0356385056295015e-33,5.201559201901093e-32,1.024035136032135e-22,1.9519975504586653e-24,2.2235034604015393e-25,9.602824347469941e-29,5.4007369149499886e-27,1.272302546409401e-09,1.404639545471332e-13,1.743565556286179e-21,5.095225771717809e-17,1.343521266426196e-16,1.854955638010653e-15,6.60905980929749e-12,1.5338966385580993e-15,4.850418296262284e-22,5.662177715871052e-20,0.00023999100080288835,4.0315511310011007e-23,3.036872384621277e-38,5.174161187726118e-25,9.181439637624481e-31,9.629224616476122e-29,3.6062869113168815e-33,9.937410483116352e-34,1.69230921494552e-33,3.654189714330971e-28,6.507283089089777e-51,7.994759943402518e-20,7.651107479331034e-24,8.488826961263605e-49,6.490180493208385e-37,1.5225020693381469e-38,0.0,0.0,7.366543668973823e-55,7.355015568257364e-09,7.746512925258583e-13
4.718505458671702e-10,0.2421461303326888,3.76,0.0,0.8431071133762398,0.9997586438908244,1.9673998111430858e-17,2.1479523467961125e-14,7.07619875560583e-12,1.0310400846130485e-14,8.068813771829885e-13,1.3157837797848853e-09,5.027426317858537e-16,3.008421479556804e-20,1.657523448513228e-14,1.1536121252407551e-31,8.445022905200787e-44,1.7764356528226146e-14,7.612318340511187e-09,2.792383978222737e-16,1.6870918967808687e-22,8.191290630949627e-23,7.058590904578275e-29,6.15587733139813e-15,3.2546425723584176e-33,2.0745317294648684e-14,2.100001659421504e-15,4.569991981547568e-25,3.4440491309596867e-20,7.679655677222842e-23,9.596166744449736e-27,1.1841721797350034e-33,5.94688336872518e-32,1.1321701705170621e-22,2.158106702676351e-24,2.458162824372325e-25,1.061877522079242e-28,5.971276549444544e-27,1.3156168595515464e-09,1.5016838389929474e-13,1.9223800683520417e-21,5.54368054642154e-17,1.4193080804821879e-16,1.9501700983971083e-15,7.066156173024614e-12,1.6193608970726157e-15,5.062322917846454e-22,5.917345919204188e-20,0.00024135478612582608,4.405717640340074e-23,3.426216146281019e-38,5.720748418821042e-25,1.052406462619819e-30,1.1002534733265224e-28,4.364509016157504e-33,1.174638792907223e-33,1.9222258215296192e-33,4.175937653124747e-28,7.953953207050728e-51,8.661231689056916e-20,8.460954358312419e-24,1.0376025064239538e-48,7.925249915172565e-37,1.8626991784635784e-38,0.0,0.0,9.004240761965187e-55,7.605224165305805e-09,8.010284967789924e-13
4.873882310443074e-10,0.24214613034352256,3.76,0.0,0.84310711308222,0.9997574061368645,2.1723391795405356e-17,2.297431544728723e-14,7.549516531183364e-12,1.1057414197893812e-14,8.33855703438601e-13,1.3591086151165061e-09,5.363963725869202e-16,3.31545185664875e-20,1.8242027441110714e-14,1.2595828920169371e-31,9.844919888398508e-44,1.9429556437005042e-14,7.86298635442093e-09,2.9792463103030113e-16,1.9203432178516374e-22,8.72894334626856e-23,8.22894836896112e-29,6.567821837572746e-15,3.9202691894488035e-33,2.215566850509254e-14,2.2405312613308126e-15,5.036211876219069e-25,3.795444663600698e-20,8.463327767501074e-23,1.0575742199698571e-26,1.3481514828289674e-33,6.769563449806961e-32,1.2476566130491473e-22,2.3782257341038033e-24,2.7087726009284373e-25,1.170405436479484e-28,6.58063524513307e-27,1.3589307931213706e-09,1.6019533680657352e-13,2.1130093712048657e-21,6.014750094406947e-17,1.4962575117967858e-16,2.0462354714106765e-15,7.538492117661057e-12,1.7060586423937984e-15,5.274637883409928e-22,6.173251316653077e-20,0.00024259249627470799,4.7992783352899385e-23,3.849286674215968e-38,6.304523357318661e-25,1.2008503309347969e-30,1.2517368085652805e-28,5.2505151107464775e-33,1.3809571338043527e-33,2.173877267853376e-33,4.751518382669411e-28,9.6591602404861e-51,9.356424618775088e-20,9.326117781433821e-24,1.2600487599767852e-48,9.614863675308036e-37,2.264118048525939e-38,0.0,0.0,1.093461353107017e-54,7.855417399178524e-09,8.274056966481878e-13
5.029259162214447e-10,0.24214613035435628,3.76,0.0,0.8431071127882004,0.999756282812396,2.3913123021595436e-17,2.45230584796497e-14,8.038130118662332e-12,1.1834164639660782e-14,8.608693005921751e-13,1.4024334034601686e-09,5.711402759324038e-16,3.642688398808125e-20,2.0015848036892957e-14,1.3714423272669193e-31,1.1420714244287058e-43,2.1193565778305484e-14,8.113654377217495e-09,3.17215601283508e-16,2.176972972233258e-22,9.283002465531505e-23,9.548626884819966e-29,6.993098155768369e-15,4.69520358876516e-33,2.3613338171078392e-14,2.3856088307063397e-15,5.533091591047622e-25,4.169957371840976e-20,9.298562572330238e-23,1.161981384931274e-26,1.5286146543098398e-33,7.674773761823562e-32,1.3707355732223952e-22,2.6128139250573828e-24,2.975856674125597e-25,1.2860961160959742e-28,7.230089236329342e-27,1.4022443542403326e-09,1.705446619144593e-13,2.3158310002169763e-21,6.508720355463341e-17,1.5743176308395961e-16,2.143091493312923e-15,8.026063548122396e-12,1.793931040222512e-15,5.487314345828084e-22,6.429813341424952e-20,0.00024371577691626812,5.212409095720178e-23,4.307649007382848e-38,6.926708513791701e-25,1.3644314850615921e-30,1.4183066356215398e-28,6.280866670391716e-33,1.6152830710115668e-33,2.4484529474774357e-33,5.384490560368477e-28,1.1658597537550435e-50,1.0080402721202673e-19,1.024843770412384e-23,1.520877695832516e-48,1.1593772879335462e-36,2.735296945205186e-38,0.0,0.0,1.3198068487614753e-54,8.105595270799864e-09,8.537828921334449e-13
5.18463601398582e-10,0.24214613036519,3.76,0.0,0.8431071124941807,0.999755263346021,2.624818323149478e-17,2.612609895430291e-14,8.54203707098908e-12,1.2640999678144102e-14,8.879234174485493e-13,1.4457581495775185e-09,6.069743403158692e-16,3.990774608098589e-20,2.189992560980003e-14,1.4893350982756383e-31,1.3187977435834179e-43,2.305903159963794e-14,8.364322409427154e-09,3.3711127188886407e-16,2.4584917633148336e-22,9.853407846449422e-23,1.1031328095116173e-28,7.431705485701406e-15,5.5932702970162794e-33,2.511838235054687e-14,2.5352340947940667e-15,6.061605462167476e-25,4.568322850181372e-20,1.0187001049024302e-22,1.2730438436213488e-26,1.726634188412868e-33,8.667855968493266e-32,1.5016481001753757e-22,2.862330427343455e-24,3.2599388752979614e-25,1.4091796037230514e-28,7.920914626859022e-27,1.4455575495636624e-09,1.812162079890938e-13,2.531222482894656e-21,7.025864415154219e-17,1.6534388189990928e-16,2.2406821346235954e-15,8.528866370077658e-12,1.8829220614021043e-15,5.700310051718068e-22,6.686961082057987e-20,0.00024473519944892357,5.645270008783043e-23,4.802876270592006e-38,7.588526273428412e-25,1.544135907212545e-30,1.6009261943602889e-28,7.473667525436389e-33,1.880373016773163e-33,2.7471594769875396e-33,6.078523895030923e-28,1.3991528739298307e-50,1.0833222010637823e-19,1.1229755261116246e-23,1.8252113019268108e-48,1.390014067712365e-36,3.2856420581130054e-38,0.0,0.0,1.5839053878652946e-54,8.35575778109419e-09,8.801600832347651e-13
5.340012865757193e-10,0.24214613037602375,3.76,0.0,0.8431071122001608,0.9997543381272601,2.873359580871592e-17,2.7783783195573275e-14,9.061234934444007e-12,1.3478266747669769e-14,9.150193026125089e-13,1.4890828578009266e-09,6.438985643432013e-16,4.360353947972331e-20,2.3897484733501635e-14,1.6134088903754812e-31,1.5163141585840869e-43,2.5028586222834375e-14,8.61499045159004e-09,3.5761160614314427e-16,2.7664572879935423e-22,1.0440099634078599e-22,1.2691548391798823e-28,7.883643026728542e-15,6.629549861695764e-33,2.6670854442397152e-14,2.6894067807717776e-15,6.622727649475316e-25,4.991276618329854e-20,1.1130283986938886e-22,1.3909672751515127e-26,1.9433168952022787e-33,9.754319065948473e-32,1.6406351826463625e-22,3.127234264385108e-24,3.5615429832280445e-25,1.539886046775423e-28,8.654387390071905e-27,1.4888703853309293e-09,1.9220982390779446e-13,2.759561339015408e-21,7.566443101161491e-17,1.7335736612841627e-16,2.338955276543075e-15,9.04689648969208e-12,1.9729783417561533e-15,5.91358814243888e-22,6.94463183077331e-20,0.0002456603743516565,6.098006210316018e-23,5.336548850967437e-38,8.291198896265759e-25,1.7409796266302694e-30,1.8005877251028343e-28,8.848652962446199e-33,2.179158118531097e-33,3.071219917152044e-33,6.837398889435549e-28,1.6701013217915206e-50,1.1614931725680172e-19,1.2271912766457362e-23,2.1786667237644357e-48,1.657575002187933e-36,3.925483919555607e-38,0.0,0.0,1.890631489340993e-54,8.605904930986097e-09,9.065372699521487e-13
5.495389717528565e-10,0.24214613038685742,3.76,0.0,0.843107111906141,0.9997534984356911,3.137441607268949e-17,2.9496457462144835e-14,9.595721248946777e-12,1.434631320984405e-14,9.421582044882429e-13,1.5324075320651427e-09,6.8191294672439485e-16,4.752069843221708e-20,2.6011745462592846e-14,1.7438146965285981e-31,1.7363525980977612e-43,2.710484732089099e-14,8.865658504260086e-09,3.787165673303934e-16,3.1024743189306375e-22,1.10430182596302e-22,1.4544599295289031e-28,8.348909977796528e-15,7.820452048837502e-33,2.827080530615129e-14,2.8481266157299797e-15,7.217432137423283e-25,5.439554121294552e-20,1.2130052007678103e-22,1.5159573634759525e-26,2.179803966304666e-33,1.0939839368676736e-31,1.7879377490127772e-22,3.407984331318889e-24,3.8811927242818226e-25,1.6784456972624426e-28,9.431783368854191e-27,1.5321828673976242e-09,2.0352535865527914e-13,3.0012250807164946e-21,8.130705502399001e-17,1.814676852977382e-16,2.437862466291583e-15,9.580149813567008e-12,2.0640490618714757e-15,6.127116876979487e-22,7.202770505493743e-20,0.0002465000220468472,6.57074860592926e-23,5.910253870650884e-38,9.035948517343492e-25,1.956008716423326e-30,2.0183123978627414e-28,1.0427284328627816e-32,2.5147495712345966e-33,3.421873107203398e-33,7.665006584613304e-28,1.9834147414598892e-50,1.24255748063482e-19,1.3376753713397843e-23,2.58738774722838e-48,1.9666225026478594e-36,4.6661380237355287e-38,0.0,0.0,2.2453166868860608e-54,8.856036721400516e-09,9.329144522855972e-13
5.650766569299938e-10,0.24214613039769112,3.76,0.0,0.8431071116121212,0.9997527363679043,3.417573127243442e-17,3.1264467946525367e-14,1.0145493548414689e-11,1.5245486353319187e-14,9.693413712788309e-13,1.575732175939928e-09,7.210174862650882e-16,5.1665656799428127e-20,2.8245923575217863e-14,1.880707105443204e-31,1.9807363998828724e-43,2.9290417994685565e-14,9.116326568004947e-09,4.0042611872165005e-16,3.468194686837102e-22,1.1662104439345174e-22,1.6606627755888772e-28,8.827505537441708e-15,9.183789969460393e-33,2.991828337978057e-14,3.011393326669847e-15,7.846692735851053e-25,5.913890729462798e-20,1.3187945565270313e-22,1.6482197974111908e-26,2.4372710417720096e-33,1.223026049558262e-31,1.9437966673260453e-22,3.705039395082784e-24,4.219411772533658e-25,1.8250889117623934e-28,1.0254378275640686e-26,1.5754950012677151e-09,2.1516266132103234e-13,3.2565912125692394e-21,8.71888947960329e-17,1.8967051078400546e-16,2.5373586744894982e-15,1.012862224873695e-11,2.156085828889267e-15,6.340869157713636e-22,7.46132893774016e-20,0.00024726204594389,7.06361458004489e-23,6.525584646734514e-38,9.823997146835116e-25,2.1902992751017688e-30,2.2551502416872274e-28,1.2232844846148934e-32,2.890443926911382e-33,3.800372997087032e-33,8.565348304585463e-28,2.3442309965425443e-50,1.326518848218908e-19,1.4546122774250477e-23,3.058076775536006e-48,2.3221255288029625e-36,5.519966490384334e-38,0.0,0.0,2.653777278348105e-54,9.106153153262715e-09,9.592916302351118e-13
5.806143421071311e-10,0.24214613040852484,3.76,0.0,0.8431071113181013,0.9997520447542162,3.714266058055483e-17,3.308816077437603e-14,1.0710549361086262e-11,1.6176133393532876e-14,9.965700509857774e-13,1.6190567926672602e-09,7.612121818569128e-16,5.604484805530086e-20,3.060323082504653e-14,2.0242445953293146e-31,2.251383131489176e-43,3.158788684954597e-14,9.36699464340592e-09,4.227402235729584e-16,3.8653172627689023e-22,1.2297299173309884e-22,1.889463635456149e-28,9.319428903751779e-15,1.0738855354434878e-32,3.161333479694765e-14,3.179206640488256e-15,8.511483080882454e-25,6.415021738691343e-20,1.4305604946368717e-22,1.787960270658767e-26,2.7169282784951174e-33,1.363159335619613e-31,2.1084527453501095e-22,4.0188580945111515e-24,4.576723749899165e-25,1.9800461513967925e-28,1.1123447692427038e-26,1.6188067921307838e-09,2.2712158109538293e-13,3.52603723166471e-21,9.331222172728645e-17,1.9796170668769292e-16,2.637402043317055e-15,1.0692309702623023e-11,2.2490425586912284e-15,6.554821636691963e-22,7.720264826008165e-20,0.00024795361572672143,7.576708702433203e-23,7.184140083386839e-38,1.0656566670197282e-24,2.4449574065709203e-30,2.5121800741222966e-28,1.429053698129979e-32,3.309728400551856e-33,4.207987979060368e-33,9.542535401643254e-28,2.758141201403027e-50,1.4133805136787318e-19,1.5781865800275124e-23,3.59802748282129e-48,2.7294824004620604e-36,6.500441209644312e-38,0.0,0.0,3.122342662271289e-54,9.356254227498345e-09,9.856688038006939e-13
