Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88)
4.1406858738994175e-08,0.09854273622494902,3.76,0.0,0.6052383793322094,0.9956198149706664,5.7419344322535857e-05,0.00015711453256669506,0.0004417860322314777,0.00011649801261296057,0.00047594809071033114,0.00011116673674787636,2.0402168691217955e-07,3.5767029722341457e-08,0.00046234788012738145,1.9892827780021418e-13,4.6937298433093056e-18,3.679423610345617e-05,0.0031201886320224906,3.740356668576033e-07,1.89204136244771e-06,2.418561923050634e-09,1.783052486624825e-10,1.237885738864284e-06,4.0642035570392726e-13,8.273734404844874e-06,8.84102625676841e-06,9.738958251714098e-10,1.4898758739007191e-06,3.082887586838198e-09,4.032374201882433e-12,4.595114626206875e-13,7.548162618924064e-13,1.0326457282591944e-09,9.671811711532223e-11,2.183256868641693e-11,3.3642971774165467e-13,9.643273608427738e-13,0.0010882586878103275,9.199747414658727e-07,3.613567350720579e-08,7.538005224621657e-09,5.089025617989014e-10,2.8303348536207936e-10,0.0006189859895164637,1.7098400794324873e-08,3.338296482244242e-13,8.495691442844237e-12,0.0030162531497271677,2.2098931146727353e-10,3.47728779681014e-30,1.2747379698186465e-10,6.973490031450906e-13,3.419227832050358e-14,2.1333035441842276e-13,9.034306177871781e-13,1.6838540012184416e-14,3.3939818666143254e-13,7.724892395387825e-25,1.5178648476312166e-10,1.5501344065788866e-09,3.86998862272151e-23,8.304384180421593e-16,2.496864914476692e-16,0.0,0.0,1.9543803817561704e-29,0.0016031604140423939
4.209692946482945e-08,0.09854389172498072,3.76,0.0,0.6051514189482249,0.9955811410959255,6.0614437315941346e-05,0.00016263112498389934,0.00044866223339799294,0.00012010889480854842,0.0004934714681229966,0.00011308294961672099,2.107297656703297e-07,3.858245626659368e-08,0.00048094529395294335,2.1728845026447413e-13,5.283180093143049e-18,3.7537007924302826e-05,0.0031826886379658827,3.8472918832933636e-07,2.0407081788882733e-06,2.594186698784652e-09,1.994337317705965e-10,1.3279227044069767e-06,4.5369803247758566e-13,8.73925523211056e-06,9.181007117755017e-06,1.0253531243506125e-09,1.5893243178468468e-06,3.288474193870327e-09,4.6697748751922825e-12,4.996549330555446e-13,8.217455672101541e-13,1.087740247178535e-09,1.0395526652714036e-10,2.4843360002679147e-11,3.698514820340297e-13,1.0663962923788947e-12,0.0011296700573553875,9.560563966511865e-07,3.963036135568198e-08,7.63300566867759e-09,5.134319624998947e-10,2.855209431790452e-10,0.0006307795207916752,1.7749242955298373e-08,3.5542737348152306e-13,9.184272789179106e-12,0.003016136131310661,2.3754079149284857e-10,3.879994877520967e-30,1.3595527504039837e-10,7.569135860066262e-13,3.893513331449889e-14,2.394288676121179e-13,1.0016665825712415e-12,1.8281902519777037e-14,3.652032844186321e-13,8.762529708600465e-25,1.645544736449339e-10,1.6673296193678924e-09,4.3898244966101117e-23,9.209842321385746e-16,2.77573733585855e-16,0.0,0.0,2.2169023114290468e-29,0.0016170169744029123
4.2787000190664725e-08,0.09854505345319674,3.76,0.0,0.6050636735460739,0.995542101421722,6.39202648151277e-05,0.00016821081805430506,0.00045544418781194774,0.0001237401816485908,0.000511259184210232,0.00011499892669097675,2.1753779025920334e-07,4.1596557936817645e-08,0.0004999009130266077,2.3711088609243924e-13,5.938411092374411e-18,3.827386388041484e-05,0.0032455417448911017,3.955246530691908e-07,2.197873789920488e-06,2.77867458623006e-09,2.2260054250925664e-10,1.4237187709486878e-06,5.054923748696085e-13,9.222591320944977e-06,9.528011844201314e-06,1.079836852747476e-09,1.693419784034733e-06,3.503651366884151e-09,5.394213475147804e-12,5.423676700452758e-13,8.930569622641432e-13,1.1446998460315499e-09,1.1159494755394568e-10,2.8203703114068916e-11,4.0586264107611036e-13,1.1770724928661613e-12,0.0011718369466283854,9.928230573163443e-07,4.339279282663366e-08,7.726239194549943e-09,5.178703454875732e-10,2.879608652319589e-10,0.0006424721934587104,1.841192900193039e-08,3.780507569646431e-13,9.913991279951891e-12,0.0030160180033309497,2.549525729014198e-10,4.321470881756694e-30,1.4483045013314105e-10,8.204139918282377e-13,4.423192167146482e-14,2.6813309884907093e-13,1.1084625276761819e-12,1.9821274426837495e-14,3.9250882802196153e-13,9.924965579556329e-25,1.7811959826176135e-10,1.791302376073243e-09,4.9721825539083205e-23,1.0194408946447691e-15,3.079620847418362e-16,0.0,0.0,2.5109985171815905e-29,0.0016305957098035867
4.34770709165e-08,0.09854622135693454,3.76,0.0,0.6049751483854376,0.9955027022372466,6.733805089843257e-05,0.0001738514153054006,0.0004621321765027538,0.00012739030382472142,0.0005293072740949921,0.00011691455811173749,2.2444518418725088e-07,4.4821477185883794e-08,0.0005192120780814362,2.58487929420914e-13,6.665808156094701e-18,3.900461798712431e-05,0.0033087454273224093,4.064205325909075e-07,2.3638269508166404e-06,2.9722530352307333e-09,2.4795630025357356e-10,1.5255526656284442e-06,5.621369800974448e-13,9.72407968859267e-06,9.882036026922622e-06,1.1375759533657182e-09,1.8022785337471333e-06,3.728657969198332e-09,6.215692475662814e-12,5.877489842838708e-13,9.68926592620728e-13,1.203548402213703e-09,1.1965091644240882e-10,3.194640918291683e-11,4.4460541132676854e-13,1.2968906811325457e-12,0.0012147531042520378,1.0302692211025792e-06,4.743789730494888e-08,7.817729403029187e-09,5.222193247269751e-10,2.9035415434504236e-10,0.0006540614312234967,1.9086358140787568e-08,4.0172753671760234e-13,1.0686329040804546e-11,0.0030158987848693413,2.732469607430802e-10,4.804681827512535e-30,1.5410896405410337e-10,8.880320011403288e-13,5.0134959664977596e-14,2.996431196616101e-13,1.224372749036111e-12,2.1461147763515634e-14,4.2137462913239476e-13,1.1225551788654358e-24,1.9251242654743967e-10,1.9223214813187865e-09,5.623751905324184e-23,1.1263219226765534e-15,3.4101885716335955e-16,0.0,0.0,2.840047060575288e-29,0.0016439016781300668
4.4167141642335276e-08,0.09854739538218939,3.76,0.0,0.6048858488743184,0.9954629497341108,7.086897519879186e-05,0.00017955072598119977,0.0004687265635975409,0.0001310577285660527,0.0005476117840476318,0.00011882973529548086,2.3145136214151164e-07,4.8269920096516885e-08,0.0005388760539867321,2.815155515776192e-13,7.472267376725287e-18,3.9729095924871974e-05,0.0033722970795893236,4.174153224152521e-07,2.5388576821863354e-06,3.175147012507915e-09,2.756591293508312e-10,1.6337098490005668e-06,6.239822482030337e-13,1.0244055235562295e-05,1.0243073526390697e-05,1.1988142624376147e-09,1.9160164219166266e-06,3.963731967960445e-09,7.145143096765856e-12,6.358988521859435e-13,1.049532071718702e-12,1.2643093417171667e-09,1.2813701520286377e-10,3.610660460502842e-11,4.862263426535799e-13,1.4264059709414093e-12,0.0012584121229023855,1.068389228872783e-06,5.178109664706146e-08,7.90750015414884e-09,5.264804877621528e-10,2.927016958170246e-10,0.0006655448289215405,1.9772427111899736e-08,4.264853584452735e-13,1.1502774997416822e-11,0.003015778494710934,2.9244592401393707e-10,5.33276002075409e-30,1.6380041097257095e-10,9.59953863144876e-13,5.67002792153218e-14,3.341694518590236e-13,1.3499739114503308e-12,2.3206128246153256e-14,4.518616536061715e-13,1.2678888120823237e-24,2.0776373594836048e-10,2.0606609051585503e-09,6.351846908297087e-23,1.2421615908403534e-15,3.769184050164621e-16,0.0,0.0,3.207741758354225e-29,0.001656939844843049
4.485721236817055e-08,0.09854857547370312,3.76,0.0,0.6047957805594378,0.9954228500070198,7.45141730396578e-05,0.00018530656687150104,0.0004752277898995027,0.00013474095990243561,0.0005661687748674058,0.00012074435096140124,2.385557301589015e-07,5.195516984046345e-08,0.0005588900345183148,3.0629335246497007e-13,8.365225351215733e-18,4.0447134603969966e-05,0.0034361940211690323,4.285075412084168e-07,2.723257038911632e-06,3.387578809854648e-09,3.0587481980037104e-10,1.7484823821119446e-06,6.913957552819728e-13,1.0782850667088776e-05,1.0611116539126333e-05,1.2638110120254828e-09,2.034748839263676e-06,4.209110314626807e-09,8.19449003619212e-12,6.869178259286086e-13,1.1350523152958618e-12,1.3270056395343715e-09,1.3706716165211418e-10,4.072183424622092e-11,5.308763152831805e-13,1.5661940457795615e-12,0.0013028074493683262,1.107177274539513e-06,5.6438306937649925e-08,7.995575504337966e-09,5.306553959722712e-10,2.9500435776312366e-10,0.0006769201460178041,2.0470030349288892e-08,4.5235175307471337e-13,1.2364823383842186e-11,0.003015657151346652,3.125710702758559e-10,5.909009714501815e-30,1.7391433238909913e-10,1.0363702779468684e-12,6.398779481155015e-14,3.7193331208080664e-13,1.4858652587330531e-12,2.5060934865031265e-14,4.840320034384022e-13,1.4300920008096977e-24,2.2390448191061064e-10,2.2065997031952367e-09,7.164456086704137e-23,1.3675151241792907e-15,4.1584220064389486e-16,0.0,0.0,3.618116887323193e-29,0.001669715084712346
4.5547283094005826e-08,0.09854976157505023,3.76,0.0,0.6047049491170525,0.9953824090545,7.827473560716607e-05,0.0001911167640370453,0.00048163636683717063,0.00013843853884103291,0.0005849743250115519,0.0001226582991558129,2.4575768579877633e-07,5.5891099903983905e-08,0.0005792511469486142,3.3292455591512485e-13,9.352689751548096e-18,4.115858174320165e-05,0.0035004335018220516,4.3969572994685257e-07,2.917316882423592e-06,3.6097678611534616e-09,3.387769827415675e-10,1.87016878565766e-06,7.647626151366625e-13,1.1340796418286356e-05,1.0986155662707113e-05,1.332841324800337e-09,2.158590656744561e-06,4.465028830268311e-09,9.376719038954223e-12,7.409069452666739e-13,1.225667378235626e-12,1.3916598203110008e-09,1.4645533964966756e-10,4.583216568658602e-11,5.787105341919782e-13,1.7168513183095504e-12,0.0013479323942005908,1.1466274144927789e-06,6.142593985324051e-08,8.081979649707726e-09,5.347455848426206e-10,2.9726299145219533e-10,0.0006881853003187496,2.117906013494305e-08,4.793541149792979e-13,1.3273972264521584e-11,0.0030155347729754604,3.336436213774731e-10,6.536912777502993e-30,1.844602123008925e-10,1.1174763765853447e-12,7.206147209497793e-14,4.131668492974271e-13,1.6326688017901096e-12,2.7030399401087726e-14,5.179488977243317e-13,1.610904198307634e-24,2.4096576652435775e-10,2.3604219323966976e-09,8.070293961987446e-23,1.5029588703307186e-15,4.579789037145827e-16,0.0,0.0,4.075573359517533e-29,0.001682232183517013
4.62373538198411e-08,0.09855095362872,3.76,0.0,0.6046133603441606,0.9953416327796696,8.215171015649674e-05,0.0001969791544351438,0.00048795287076532876,0.0001421490434627578,0.0006040245334861011,0.00012457147527379284,2.5305661831660877e-07,6.009218706424066e-08,0.0005999564564624844,3.615159991287309e-13,1.04432707131629e-17,4.186329546185547e-05,0.0035650127065275958,4.509784511080618e-07,3.1213296566041866e-06,3.841930568149389e-09,3.745472005499001e-10,1.9990738916007538e-06,8.444858288514515e-13,1.1918220582869014e-05,1.1368179959344015e-05,1.4061966997541633e-09,2.287656172277866e-06,4.731722095636928e-09,1.0705947330295439e-11,7.979676512642953e-13,1.3215582941576216e-12,1.4582939592486046e-09,1.5631558954076864e-10,5.14802943148237e-11,6.298885210721106e-13,1.8789950747566764e-12,0.0013937801409664597,1.1867335766434484e-06,6.676090363818931e-08,8.166736874932508e-09,5.387525642485312e-10,2.9947843163697003e-10,0.000699338361890051,2.1899406746500817e-08,5.075196810405387e-13,1.4231722072728772e-11,0.0030154113775067016,3.556843902873575e-10,7.220134352227128e-30,1.9544747257376173e-10,1.203471698953541e-12,8.09894978470369e-14,4.581133749267368e-13,1.79102948462125e-12,2.9119465873459524e-14,5.536766526864829e-13,1.8122207144738518e-24,2.589788073870207e-10,2.5224165628235017e-09,9.078855896653472e-23,1.649090450918417e-15,5.035244232408171e-16,0.0,0.0,4.584906418645725e-29,0.0016944958397122757
4.6927424545676376e-08,0.09855215157619604,3.76,0.0,0.6045210201500892,0.9953005269910543,8.614610025045976e-05,0.0002028915874501527,0.0004941779375992308,0.00014587108894474905,0.0006233155225118372,0.0001264837760782249,2.60451908838618e-07,6.45735241018173e-08,0.0006210029704044551,3.9217811632516757e-13,1.1646213014074596e-17,4.2561143884801204e-05,0.0036299287602248554,4.623542878868824e-07,3.3355881675741526e-06,4.084280134892011e-09,4.133751713558051e-10,2.1355086876445e-06,9.309866218223341e-13,1.2515448845319944e-05,1.1757177017989948e-05,1.4841854876189641e-09,2.422059059715642e-06,5.00942334592236e-09,1.219749693306729e-11,8.582017020693113e-13,1.4229069180445144e-12,1.5269296832564827e-09,1.666619988177859e-10,5.771164911217915e-11,6.84574104004776e-13,2.0532636045239503e-12,0.0014403437551258461,1.2274895690974978e-06,7.246060369895972e-08,8.249871507232033e-09,5.426778187503981e-10,3.0165149687899414e-10,0.0007103775471736481,2.2630958598901996e-08,5.368755102140066e-13,1.5239574168301034e-11,0.0030152869825625585,3.787137590451125e-10,7.962528586398146e-30,2.068854685176185e-10,1.2945601696964342e-12,9.084445111952648e-14,5.070275852561064e-13,1.9616153282947234e-12,3.133318991972861e-14,5.912806608168111e-13,2.036104283657028e-24,2.7797490674301043e-10,2.6928773854842424e-09,1.0200476050351336e-22,1.8065288922494664e-15,5.526819724564492e-16,0.0,0.0,5.151334908409955e-29,0.0017065106660639606
4.761749527151165e-08,0.09855335535803256,3.76,0.0,0.6044279345484442,0.9952590974034409,9.025886602842301e-05,0.0002088519263329779,0.0005003122577646846,0.00014960332751468884,0.00064284343997816,0.0001283950997163983,2.679429305372077e-07,6.935083223527708e-08,0.0006423876423629677,4.2502491674606344e-13,1.297142901571476e-17,4.325200476022666e-05,0.003695178732366318,4.738218434367804e-07,3.5603853676048393e-06,4.337026410743574e-09,4.5545884781550435e-10,2.2797901549469153e-06,1.0247047678080673e-12,1.3132804416396918e-05,1.2153133014951869e-05,1.567133354786712e-09,2.561912320023177e-06,5.298364370123681e-09,1.3867970886142154e-11,9.217110908402683e-13,1.5298957721667297e-12,1.597588172351686e-09,1.7750869301000305e-10,6.45744989631734e-11,7.429354049699452e-13,2.2403163153483708e-12,0.0014876161925437158,1.268889088475659e-06,7.854294282301588e-08,8.331407875003134e-09,5.46522807898201e-10,3.0378298986918556e-10,0.0007213012132980138,2.337360238023005e-08,5.674484636874534e-13,1.629902941631424e-11,0.003015161605480647,4.027516578376126e-10,8.768144382073771e-30,2.187834846622597e-10,1.3909500721725887e-12,1.017034752413299e-13,5.60175775882195e-13,2.145117552986739e-12,3.3676738110778104e-14,6.308273691835513e-13,2.2847972735110547e-24,2.979854209546959e-10,2.8721029165376757e-09,1.1446388547791956e-22,1.9759147353721342e-15,6.056621165656198e-16,0.0,0.0,5.780532162832514e-29,0.0017182811912511272
4.8307565997346926e-08,0.0985545649139276,3.76,0.0,0.6043341096494057,0.9952173496387648,9.449092450378079e-05,0.00021485804955361055,0.0005063565714474397,0.0001533444483424221,0.0006626044616969382,0.00013030534573430495,2.7552904880706974e-07,7.444047326434884e-08,0.0006641073760969732,4.601739571664242e-13,1.4429532334932007e-17,4.39357650896641e-05,0.0037607596412890286,4.853797401356635e-07,3.796014143370373e-06,4.600375741835663e-09,5.010045699773546e-10,2.4322410994675947e-06,1.1260988996035696e-12,1.3770607971865101e-05,1.2556032772985871e-05,1.6553837345492882e-09,2.7073282346293214e-06,5.5987754149567926e-09,1.5735332375983498e-11,9.885979659208915e-13,1.6427078955372047e-12,1.6702901613051656e-09,1.8886982681053397e-10,7.212005932844312e-11,8.051448253180867e-13,2.44083383432947e-12,0.001535590307653179,1.3109257278924437e-06,8.502632102902298e-08,8.411370270689253e-09,5.502889665440137e-10,3.058736977418636e-10,0.0007321078525756838,2.4127223181976184e-08,5.992651859229247e-13,1.7411586788621006e-11,0.0030150352633167253,4.278175452045224e-10,9.641231104772254e-30,2.311507307300135e-10,1.4928540205657755e-12,1.1364845043260911e-13,6.178360479018842e-13,2.3422506782210248e-12,3.6155387202184354e-14,6.723842569527908e-13,2.560734554470182e-24,3.190417303550063e-10,3.060396298062135e-09,1.2828791956625126e-22,2.1579101256203235e-15,6.626828133861712e-16,0.0,0.0,6.478658568137892e-29,0.0017298118614375653
4.89976367231822e-08,0.09855578018279366,3.76,0.0,0.604239551652362,0.9951752892270316,9.88431498882398e-05,0.00022090785207051745,0.0005123116641261397,0.00015709317737400808,0.0006825947934678372,0.00013221441508877438,2.83209621441823e-07,7.985946140901215e-08,0.0006861590293101014,4.977463090788491e-13,1.603187221508801e-17,4.461232076994552e-05,0.003826668458409592,4.970266188757266e-07,4.042767108735609e-06,4.874530830843858e-09,5.502271921013502e-10,2.5931899773363042e-06,1.235646805970038e-12,1.442917759435346e-05,1.2965859818861514e-05,1.7492982645061818e-09,2.85841832090762e-06,5.9108850932149325e-09,1.7818986788963097e-11,1.0589645533424288e-12,1.761526697100278e-12,1.7450559415313445e-09,2.0075957544770983e-10,8.040259911357546e-11,8.713790293259267e-13,2.6555180951762786e-12,0.0015842588612830178,1.353592984607923e-06,9.192963505538405e-08,8.489782917511302e-09,5.539777051611655e-10,3.079243923827913e-10,0.0007427960871822708,2.489170462395451e-08,6.323520863012391e-13,1.8578741990801095e-11,0.003014907972847465,4.5393038937111235e-10,1.0586244343307104e-29,2.4399633780165727e-10,1.600488930230288e-12,1.2676616675506203e-13,6.802985056092764e-13,2.553752601483675e-12,3.8774523324088327e-14,7.160198121750173e-13,2.8665570491567696e-24,3.411752095280981e-10,3.2580651956132687e-09,1.4360917172049363e-22,2.3531988818423498e-15,7.239694469258324e-16,0.0,0.0,7.252395845062402e-29,0.0017411070418128127
4.9687707449017476e-08,0.09855700110282538,3.76,0.0,0.6041442668388599,0.995132921607265,0.00010331637394127338,0.00022699924652054614,0.0005181783623738853,0.00016084827711302453,0.0007028106729660016,0.0001341222101575758,2.9098399881105906e-07,8.562547483243709e-08,0.0007085394172774567,5.378665207261307e-13,1.7790568562819665e-17,4.5281576246735545e-05,0.0038929021122485123,5.087611383768337e-07,4.300936402255403e-06,5.159690604938593e-09,6.033502033032404e-10,2.7629707146312267e-06,1.3538457144892277e-12,1.5108828718234959e-05,1.338259643938795e-05,1.8492572090199205e-09,3.0152932897470596e-06,6.234920296496559e-09,2.013986668744674e-11,1.1329130817208461e-12,1.8865358128321847e-12,1.8219053632177384e-09,2.1319212630692636e-10,8.947954756683336e-11,9.418189259545316e-13,2.885092412031758e-12,0.001633614528162809,1.3968842673650948e-06,9.927227749444933e-08,8.566669939716055e-09,5.575904101688601e-10,3.099358307329553e-10,0.0007533646640113702,2.566692897406856e-08,6.667353212863049e-13,1.980198611588419e-11,0.003014779750573346,4.811086507044732e-10,1.1607851698704882e-29,2.5732935467188185e-10,1.7140759863523206e-12,1.4114849712503475e-13,7.478654454746808e-13,2.780384655426526e-12,4.1539641111503924e-14,7.618035078868842e-13,3.2051259807264427e-24,3.6441719806177935e-10,3.465421692790793e-09,1.605709880339266e-22,2.5624865455048274e-15,7.897548539433336e-16,0.0,0.0,8.108983099687275e-29,0.0017521710181033288
5.037777817485275e-08,0.09855822761156474,3.76,0.0,0.6040482615658649,0.9950902521284833,0.00010791138634316706,0.00023313016433284365,0.000523957529914187,0.0001646085463536542,0.0007232483714624303,0.000136028634747612,2.988515240376786e-07,9.175686683641753e-08,0.0007312453163299331,5.806625741660977e-13,1.9718547615788717e-17,4.594344417930064e-05,0.0039594574922893816,5.205819745229411e-07,4.5708134895416696e-06,5.456050091760693e-09,6.606058419082533e-10,2.9419225219524255e-06,1.4812125600417935e-12,1.5809874077434923e-05,1.380622373589987e-05,1.9556598656346634e-09,3.1780630051699886e-06,6.5711061122122006e-09,2.272051970807959e-11,1.2105457096031594e-12,2.0179189669053727e-12,1.900857837690575e-09,2.2618167080773e-10,9.941160103810969e-11,1.0166496489241037e-12,3.130301540244533e-12,0.0016836499041182908,1.4407929034251515e-06,1.0707413558001139e-07,8.6420553360276e-09,5.611284442611587e-10,3.1190875508650277e-10,0.000763812449699909,2.6452777263125865e-08,7.024407774555496e-13,2.1082804325935524e-11,0.00301465061272162,5.093702652888625e-10,1.271093851187104e-29,2.711587443904595e-10,1.8338406110081274e-12,1.5689257011529461e-13,8.20851536202194e-13,3.0229316439082208e-12,4.4456342777032904e-14,8.098057775782134e-13,3.579537838810613e-24,3.8879897181177877e-10,3.682782183033906e-09,1.793285015617578e-22,2.7865004098891206e-15,8.602793435593749e-16,0.0,0.0,9.056254690019097e-29,0.0017630079980544412
5.1067848900688027e-08,0.09855945964596335,3.76,0.0,0.6039515422593137,0.9950472860506964,0.00011262893509014465,0.00023929855677013847,0.0005296500639178038,0.00016837281986980534,0.000743904195386844,0.0001379335941013223,3.068115331754036e-07,9.827267671861916e-08,0.000754273467200799,6.262658375599204e-13,2.1829578205611737e-17,4.659784511618215e-05,0.004026331452678219,5.324878197210616e-07,4.852688970636534e-06,5.763800303261687e-09,7.222352034126501e-10,3.130389704172893e-06,1.6182842386413774e-12,1.6532623656075334e-05,1.4236721677206298e-05,2.0689249544119835e-09,3.3468364459537128e-06,6.919665744779844e-09,2.558519937610184e-11,1.2919644553053394e-12,2.1558598370449856e-12,1.981932340011699e-09,2.397423965398417e-10,1.1026282943132097e-10,1.0960605352158988e-12,3.391911724466554e-12,0.001734357512969084,1.48531214531244e-06,1.1535558963594782e-07,8.715962956014586e-09,5.645931467393186e-10,3.138438933822742e-10,0.0007741384258186716,2.724912939490584e-08,7.394940552334375e-13,2.242267456363106e-11,0.0030145205752493357,5.387326296125592e-10,1.3900613610325113e-29,2.854933809851714e-10,1.960012428698012e-12,1.7410094227103464e-13,8.995839896827664e-13,3.2822018571555095e-12,4.7530337127963383e-14,8.600979900738742e-13,3.993140081334665e-24,4.1435171471387565e-10,3.9104672588632055e-09,2.0004941901258978e-22,3.02598952967048e-15,9.35790709993756e-16,0.0,0.0,1.0102679954576666e-28,0.0017736221128836639
5.17579196265233e-08,0.09856069714244259,3.76,0.0,0.6038541154079508,0.9950040285459236,0.00011746972691013126,0.0002455023959005901,0.0005352568915276297,0.0001721399680642563,0.0007647744877423383,0.0001398369949014055,3.148633553863612e-07,1.0519264028164248e-07,0.0007776205782391558,6.748110128813134e-13,2.4138308579154433e-17,4.724470718144995e-05,0.004093520815768173,5.444773822822789e-07,5.146852392512473e-06,6.083128127241941e-09,7.88488341964263e-10,3.328721465745691e-06,1.7656178463872906e-12,1.7277384641866535e-05,1.4674069151009545e-05,2.1894909891793137e-09,3.5217216692114578e-06,7.280820440916528e-09,2.8759958824926498e-11,1.377271129273151e-12,2.3005419241833103e-12,2.0651474118013672e-09,2.538884796607917e-10,1.2210078218274449e-10,1.1802451021076178e-12,3.670710734462263e-12,0.0017857298131403797,1.5304351772804473e-06,1.24137511194094e-07,8.788416479110906e-09,5.679858338466147e-10,3.1574195949089306e-10,0.0007843416842228752,2.8055864251661234e-08,7.779204530938041e-13,2.3823066295085472e-11,0.003014389653846423,5.69212586355244e-10,1.5182215095182199e-29,3.0034204636246964e-10,2.0928252304334964e-12,1.9288176966607402e-13,9.844027226795167e-13,3.559027066358301e-12,5.076743852973497e-14,9.127524238796742e-13,4.449547590072682e-24,4.411064911773851e-10,4.148801598784488e-09,2.22914845205828e-22,3.281724711184185e-15,1.0165442385163388e-15,0.0,0.0,1.1257404848187563e-28,0.0017840174187059795
5.244799035235858e-08,0.0985619400369514,3.76,0.0,0.6037559875574362,0.9949604846992316,0.0001224344276977715,0.0002517396755032712,0.0005407789665994358,0.00017590889658156462,0.0007858556293806428,0.00014173874527396936,3.230063131186352e-07,1.1253719998457587e-07,0.0008012833284947242,7.264360792491533e-13,2.6660303740482667e-17,4.788396577122236e-05,0.004161022375514641,5.565493858243068e-07,5.453592066803834e-06,6.414216226413782e-09,8.596243652857626e-10,3.53727171194113e-06,1.923790903329064e-12,1.804446138216109e-05,1.5118244013805625e-05,2.317816629730617e-09,3.7028257758876447e-06,7.654789418932467e-09,3.2272747405625343e-11,1.466567268987068e-12,2.452148426496848e-12,2.150521164280967e-09,2.6863407755684726e-10,1.349965935985042e-10,1.2694010228445103e-12,3.9675078890200485e-12,0.0018377592039997427,1.5761551215096483e-06,1.334412607896231e-07,8.859439396050081e-09,5.713077991048484e-10,3.176036534967661e-10,0.0007944214225578324,2.8872859795221425e-08,8.177449525548127e-13,2.5285439284316337e-11,0.0030142578639388564,6.008264112639748e-10,1.656131605643347e-29,3.1571342738178137e-10,2.232516936453237e-12,2.13348978426269e-13,1.0756605091014794e-12,3.854262498040852e-12,5.417356581775556e-14,9.67842241040746e-13,4.9526598973473856e-24,4.690942190907112e-10,4.398113852066795e-09,2.481201461674926e-22,3.5544984836826235e-15,1.1028027047103115e-15,0.0,0.0,1.2530295529054378e-28,0.0017941978979316565
5.313806107819385e-08,0.09856318826502117,3.76,0.0,0.6036571653047115,0.9949166595097847,0.0001275236629673806,0.000258008411910216,0.0005462172666468835,0.00017967854588824776,0.000807144040146336,0.00014363875479020538,3.312397222836926e-07,1.203275147283835e-07,0.0008252583706782831,7.812822320900959e-13,2.9412083274987407e-17,4.851556326014634e-05,0.004228832900725706,5.687025686951076e-07,5.773194892858412e-06,6.7572429448118225e-09,9.359115229766664e-10,3.7563988463827725e-06,2.093401562065839e-12,1.8834155342587453e-05,1.5569223139280785e-05,2.454381014065345e-09,3.890254878121976e-06,8.041789801932824e-09,3.6153510166407713e-11,1.5599540764229176e-12,2.6108621178909098e-12,2.238071281529165e-09,2.8399332176801044e-10,1.4902508738550795e-10,1.3637301010443124e-12,4.283134068360363e-12,0.0018904380319297082,1.6224650440476451e-06,1.43288685442382e-07,8.929054992494598e-09,5.745603136518109e-10,3.1942966197364833e-10,0.0008043769399148774,2.9699993163878686e-08,8.589922039611392e-13,2.6811242400893625e-11,0.003014125220691846,6.335898011046401e-10,1.8043730269150935e-29,3.3161611309930956e-10,2.3793295576415388e-12,2.3562243394889995e-13,1.1737231227409358e-12,4.168786788578222e-12,5.77547411595551e-14,1.0254414605601164e-12,5.506679200798204e-24,4.983456434657245e-10,4.658736521603541e-09,2.758758517125731e-22,3.845125051940043e-15,1.1948363671555774e-15,0.0,0.0,1.3931983939922063e-28,0.0018041674606371527
