Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182)
7.320896206499762e-14,0.3104188952786005,3.76,0.0,0.869403352782158,0.9999983846107201,2.0960411318445117e-25,5.09417753503688e-19,1.4472956068274758e-15,1.0473793512165119e-15,3.253310509786605e-12,1.262700487258931e-10,2.575134272867511e-19,1.4110717568484357e-26,1.5329106768173107e-21,1.6858919369410528e-34,9.715522387420504e-51,1.1674033386417699e-19,4.19132641532326e-09,5.744411766355204e-19,2.187808084947349e-27,3.217651886031555e-23,2.482542785549852e-33,4.1219020301561416e-19,5.628420054209321e-41,5.022347859358359e-19,7.50955133309139e-18,4.278769645491919e-27,3.0255687837877006e-24,8.457995012814118e-28,1.577921204600439e-30,3.401439909917378e-39,9.630638277102643e-38,2.0683530571782585e-27,2.0136120300270019e-29,6.073148578180803e-29,6.309130452868161e-31,1.786140543625256e-29,1.2627004086528936e-10,4.164973656346535e-19,4.022404386990772e-24,3.427525447654325e-21,4.2507262750674136e-20,1.1422693025783524e-19,1.4467708660107541e-15,4.852331900824293e-19,3.407586294132223e-23,1.8917538870885892e-21,1.615263007812427e-06,9.918893203834671e-29,3.860599519714201e-45,3.90446709748162e-29,1.3144089596257922e-35,1.6727108355239767e-36,8.726130072407218e-42,1.7476310049726417e-42,3.955458384093415e-37,1.039608520258208e-37,6.246898703893525e-44,1.3919845231477552e-22,3.873163127970069e-29,3.936710743496372e-36,5.133910602621616e-50,2.2182024328529422e-51,5.87263526099554e-46,2.761940774531953e-43,8.868805708232958e-48,4.191324959895491e-09,3.2533105034361776e-12,7.756172323666298e-24,4.649923961257121e-24
1.0958255603393245e-13,0.3104188953935207,3.76,0.0,0.8694033506353603,0.9999975822839254,6.632205041457001e-25,1.1416400740704607e-18,3.2427228240452076e-15,1.568441097536918e-15,4.86970544156296e-12,1.8900677040334235e-10,5.769700057112342e-19,4.464081481143418e-26,4.84952703988097e-21,5.3333818494299305e-34,6.160297382675598e-50,2.62959287681736e-19,6.2737709701806305e-09,1.2870598775226903e-18,4.9253287504878434e-27,7.209265630091994e-23,7.853884076240029e-33,9.235298698671361e-19,2.3762886740334743e-40,1.1253640685438955e-18,1.6825469155486566e-17,1.3536349332918337e-26,7.15102008438479e-24,2.675793165352018e-27,4.991955901861754e-30,1.4360560388202189e-38,4.065969241932307e-37,5.517938683332694e-27,6.37026844595947e-29,1.3872011324695334e-28,1.9959833132008122e-30,5.650680528225206e-29,1.8900675278927122e-10,9.331680878765503e-19,9.012632609406868e-24,7.679842486733593e-21,9.523649428675857e-20,2.559139086763688e-19,3.2415502350347623e-15,1.0871001067915728e-18,7.634171456003699e-23,4.238287913929016e-21,2.417527063815883e-06,3.137699365692e-28,1.6298192426526838e-44,1.2352272988422322e-28,4.328881648538172e-35,5.3680266934820846e-36,3.682827764583099e-41,7.967601464633393e-42,1.3026856755808758e-36,4.389138299703957e-37,3.3593316202209046e-43,3.1209398244737196e-22,1.2253418269511836e-28,1.6620459810113152e-35,2.932905062078026e-49,1.2680429901753464e-50,3.3290138491275596e-45,1.5655395438362966e-42,4.769318567202299e-47,6.273767709232835e-09,4.86970542619076e-12,2.429425214516443e-23,1.0418523627800885e-23
1.4595615000286728e-13,0.3104188955084409,3.76,0.0,0.8694033484885628,0.9999967801384565,1.511105056407006e-24,2.0257687035023638e-18,5.75268783214376e-15,2.0899513734514646e-15,6.486100371618909e-12,2.5174344489217685e-10,1.0235634422522644e-18,1.0169437345919214e-25,1.104749313208122e-20,1.214948518152428e-33,2.4409657482762995e-49,4.689123657147934e-19,8.356215517754353e-09,2.283284966692425e-18,8.778806133170001e-27,1.2789430536675255e-22,1.7891743705594173e-32,1.6383715644725145e-18,6.7117285605599325e-40,1.9965796938655617e-18,2.984891516023447e-17,3.0836566487856084e-26,1.332892129982919e-23,6.095622712915368e-27,1.1371992902557073e-29,4.056046154975178e-38,1.1484074151801754e-36,1.1315515110302789e-26,1.4511764815971278e-28,2.5066920174357786e-28,4.5469966723976554e-30,1.2872601052684462e-28,2.517434136433913e-10,1.6554490591641589e-18,1.5989152593166718e-23,1.3624846821224954e-20,1.6894765861060272e-19,4.539710743316543e-19,5.7506103203092805e-15,1.9284023507141616e-18,1.3542103726830715e-22,7.518395582380979e-21,3.219609793232471e-06,7.147312177489754e-28,4.603076518760969e-44,2.813924352605401e-28,1.023334157182777e-34,1.2394810165961174e-35,1.0399862274137028e-40,2.410867167595496e-41,3.0794926685179545e-36,1.2396855076140454e-36,1.1425235504014593e-42,5.540341251347648e-22,2.7914437230898115e-28,4.6943491543884255e-35,1.0557958101644101e-48,4.568514526680746e-50,1.2015309074154446e-44,5.649974876406121e-42,1.6220762056396322e-46,8.356209732729731e-09,6.486100342372301e-12,5.482140195882605e-23,1.8483086652953543e-23
1.823297439718021e-13,0.310418895623361,3.76,0.0,0.8694033463417652,0.9999959781742733,2.8811652322004422e-24,3.161980291992141e-18,8.977188381913743e-15,2.6119103540960583e-15,8.102495300709066e-12,3.144800722035834e-10,1.597293638171481e-18,1.938646091822625e-25,2.106031644700537e-20,2.316060394637005e-33,7.458692728928142e-49,7.355214891569646e-19,1.0438660058044422e-08,3.563115894184018e-18,1.3764716271927626e-26,1.995813019734804e-22,3.410808041001127e-32,2.5567150218653596e-18,1.526941325274977e-39,3.1159380477670216e-18,4.6579882249829755e-17,5.878510173949912e-26,2.1804759959752084e-23,1.1620371025996211e-26,2.167897766813338e-29,9.227574747311561e-38,2.61264896283113e-36,2.004405112776566e-26,2.766426316403079e-28,3.983260733106919e-28,8.6681964549335e-30,2.453964326029747e-28,3.14480023439602e-10,2.5833319886464035e-18,2.495213503443665e-23,2.126275020810354e-20,2.6363884499560727e-19,7.083875125154658e-19,8.973948815087409e-15,3.0090830874206995e-18,2.1130937730929458e-22,1.1731898940016186e-20,4.021511236388451e-06,1.362419904437764e-27,1.0471530249576033e-43,5.3643157451127445e-28,2.0217103649193827e-34,2.3945399390449657e-35,2.3656759493027175e-40,5.82994997416153e-41,6.083849868084402e-36,2.8203105738895136e-36,3.0390046487409246e-42,8.651598286140408e-22,5.321534363140952e-28,1.0679745339384536e-34,2.9587725777970023e-48,1.281462371867831e-49,3.3694125659257955e-44,1.5842635122119805e-41,4.3145955168970304e-46,1.0438651030387571e-08,8.102495251980822e-12,1.0352764116666839e-22,2.884372159728243e-23
2.550769319096718e-13,0.3104188958532013,3.76,0.0,0.8694033420481703,0.999994374789614,7.662564274585784e-24,6.1913082442413206e-18,1.7569787809911736e-14,3.657175078999749e-15,1.1335285158790113e-11,4.399531853355774e-10,3.1261639495128145e-18,5.154186533617209e-25,5.599194754082707e-20,6.157326997308581e-33,4.39351399092515e-48,1.4541262833854187e-18,1.4603549116773631e-08,6.973593242172189e-18,2.7197524238229437e-26,3.906107305305858e-22,9.068273159836035e-32,5.003906254924773e-18,5.380192080982967e-39,6.0992928348729805e-18,9.116435359214126e-17,1.5628891246571294e-25,4.656051350478186e-23,3.089454281694789e-26,5.763697548369957e-29,3.251299468435355e-37,9.205582066701974e-36,4.845553734619696e-26,7.354866303687061e-28,8.0724216221560645e-28,2.3045966635769716e-29,6.524242041825621e-28,4.3995308990259765e-10,5.055872998704516e-18,4.883812034253757e-23,4.16180393292417e-20,5.159542011629183e-19,1.3862577492400322e-18,1.7563452523313544e-14,5.888369382544352e-18,4.1349660214693667e-22,2.2958433116502423e-20,5.624770413390413e-06,3.621642487465006e-27,3.689202856523186e-43,1.4261857979165965e-27,5.753339590899858e-34,6.535203716960181e-35,8.334007402992718e-40,2.292577124518608e-40,1.7313122467935623e-35,9.937285926329249e-36,1.3909763659583956e-41,1.6954904083981346e-21,1.4148514644127511e-27,3.7629803635067435e-34,1.4945659515950095e-47,6.4867180681859786e-49,1.6794659707691236e-43,7.895164547233964e-41,1.9748498098435098e-45,1.4603531448191206e-08,1.133528505147888e-11,2.7013266921134753e-22,5.645360990749225e-23
4.005713077854111e-13,0.31041889631288205,3.76,0.0,0.8694033334609811,0.9999911701939218,2.921903596346387e-23,1.5282874184505874e-17,4.332931322793578e-14,5.753096811956728e-15,1.780086489708345e-11,6.908988459699652e-10,7.709541368267382e-18,1.9639245152647147e-24,2.133477946691566e-19,2.345920631222763e-32,6.477359106886428e-47,3.660403926933018e-18,2.293332714682831e-08,1.719779364949915e-17,6.845033181478553e-26,9.632864427276556e-22,3.4554273607486433e-31,1.2340298197110567e-17,3.189112343874785e-38,1.5046253877672434e-17,2.2482323510502034e-16,5.955129874289814e-25,1.346171385358426e-22,1.177189256154417e-25,2.1961756390329118e-28,1.9271510333132778e-36,5.456475054396061e-35,1.6649799818363307e-25,2.8023700652304208e-27,2.131647484942901e-27,8.781514163634468e-29,2.48596302158832e-27,6.908986106674135e-10,1.246780834872152e-17,1.204552696179129e-22,1.0265286751515602e-19,1.272259834278558e-18,3.417822076593798e-18,4.3313698346439e-14,1.4516946126886362e-17,1.0193804078065666e-21,5.660430305317638e-20,8.82911513298169e-06,1.3794901097211178e-26,2.1860978827151948e-42,5.434262550055683e-27,2.5185901553036103e-33,2.6358478386924326e-34,4.939029142320963e-39,1.634627896744988e-39,7.578859230582958e-35,5.890208383034853e-35,1.3172293555984353e-40,4.192673068098858e-21,5.3914176870072826e-27,2.2304647005978737e-33,1.7272176538632585e-46,7.523640197076754e-48,1.6481539894809914e-42,7.744752541079134e-40,1.8702206117082295e-44,2.2933283573791512e-08,1.780086457159975e-11,9.878507796227409e-22,1.3923110212874404e-22
5.460656836611504e-13,0.31041889677256274,3.76,0.0,0.8694033248737928,0.9999879684942384,7.365590011845801e-23,2.8427841605479935e-17,8.052115422575892e-14,7.856217649753115e-15,2.426644470535993e-11,9.418437530307576e-10,1.4327096015410367e-17,4.947207421905704e-24,5.374295524238536e-19,5.908917232967197e-32,3.5441452533250814e-46,6.941550801989506e-18,3.126310506034472e-08,3.195962582800855e-17,1.2991560996231233e-25,1.7901091881308762e-21,8.704601945927214e-31,2.2932688792291548e-17,1.0719467602457375e-37,2.7969950447026753e-17,4.1780165856543234e-16,1.5001168038754627e-24,2.872343892034366e-22,2.965386806427332e-25,5.532270560122443e-28,6.477521753387073e-36,1.8340325162123124e-34,3.974287699580275e-25,7.059072063285819e-27,4.2252013999138395e-27,2.2121459934671235e-28,6.2622412973251305e-27,9.418433158575885e-10,2.316843735953573e-17,2.2387514788608436e-22,1.9079804924384055e-19,2.364029619629121e-18,6.349900161421473e-18,8.04921391272074e-14,2.696915110993848e-17,1.8937048581404784e-21,1.051643755479162e-19,1.2030563833356482e-05,3.473857300822383e-26,7.346211983424973e-42,1.36891244379869e-26,7.114160886862593e-33,6.983342048938977e-34,1.6599951173062927e-38,6.233587542047689e-39,2.1407325978919014e-34,1.979826198213057e-34,5.777667840598778e-40,7.812768993897816e-21,1.358200498101928e-26,7.497080781535756e-33,8.466162484301841e-46,3.699129685550356e-47,7.388962708232327e-42,3.470947786002675e-39,8.203434328266764e-44,3.126302408612312e-08,2.4266443986554983e-11,2.395963845983455e-21,2.5875803960324223e-22
6.915600595368898e-13,0.3104188972322433,3.76,0.0,0.8694033162866056,0.9999847696879354,1.4938083241463005e-22,4.563783131797398e-17,1.2914516500387152e-13,9.966549029558243e-15,3.073202463289788e-11,1.192787907246936e-09,2.2978821609637224e-17,1.0026436228236403e-23,1.0891961915311582e-18,1.1974418706697049e-31,1.2976185457309752e-45,1.1357764330049052e-17,3.9592882857322946e-08,5.125905429594277e-17,2.12950405402191e-25,2.8710682930099952e-21,1.764197566017505e-30,3.678106104758497e-17,2.706889179503983e-37,4.4874142040611544e-17,6.70099166142458e-16,3.0402555515475877e-24,5.204434110389963e-22,6.009903947111176e-25,1.1212200283817294e-27,1.6356728912613884e-35,4.631228958576367e-34,7.793056607743774e-25,1.4306094903018506e-26,7.202004332727286e-27,4.483416731584876e-28,1.2691590321745932e-26,1.1927872062520895e-09,3.715721957453797e-17,3.5910890447848426e-22,3.060674034409959e-19,3.7911389141562734e-18,1.0181780583487563e-17,1.2909862531748927e-13,4.3241281303734146e-17,3.0361798483433613e-21,1.6862705213258889e-19,1.5229119142326955e-05,7.038159701582611e-26,1.8546257630631214e-41,2.7743538057465943e-26,1.5949885463321292e-32,1.4836415975548835e-33,4.1916149824426327e-38,1.7495998868901852e-38,4.799426569584762e-34,4.999398505357072e-34,1.7843101977635378e-39,1.2564965613779705e-20,2.7528049082580863e-26,1.8931424181744188e-32,2.8653230076948264e-45,1.2556739577898576e-46,2.3154669102860655e-41,1.087326917375955e-38,2.533520479289378e-43,3.959275298527598e-08,3.07320232963464e-11,4.682013254206731e-21,4.1504151331571687e-22
9.825488112883684e-13,0.3104188981516046,3.76,0.0,0.8694032991122338,0.9999783807450022,4.284099172243533e-22,9.229943177022064e-17,2.606891147954147e-13,1.4208889052656812e-14,4.366318504239437e-11,1.6946739600498593e-09,4.638476062062401e-17,2.8712007037506435e-23,3.1190258321562825e-18,3.4283544855241763e-31,1.0778715159449005e-44,2.3835579240650218e-17,5.625243810166502e-08,1.0347055879766882e-16,4.499809367700775e-25,5.795353043776597e-21,5.052318890161285e-30,7.424568293342593e-17,1.1042676841575552e-36,9.063917210440309e-17,1.352649610447232e-15,8.706105017395991e-24,1.2926067851643274e-21,1.7210116741798858e-24,3.210774678889993e-27,6.67231150322832e-35,1.8892094707303674e-33,2.1477262215012482e-24,4.0964729301573535e-26,1.6260642384679134e-26,1.2839409368166933e-27,3.6343978378567733e-26,1.6946725457579503e-09,7.499708878363027e-17,7.25062542307625e-22,6.180337372085823e-19,7.650878985667125e-18,2.0542113444401998e-17,2.6059513788985646e-13,8.723056532780549e-17,6.124425974826774e-21,3.402139992528138e-19,2.1617560055785304e-05,2.0140790639473066e-25,7.561503101842727e-41,7.944711215223292e-26,5.5111229592016e-32,4.669333812274004e-33,1.7098469266865735e-37,8.766780995654032e-38,1.6582770175142543e-33,2.039413447498339e-33,1.0476282177053399e-38,2.5502271087512666e-20,7.883993639711506e-26,7.722746593101931e-32,2.0679512172237985e-44,9.115222612509488e-46,1.3680523190680703e-40,6.419192405365732e-38,1.487618109970767e-42,5.6252175944403454e-08,4.3663181600446357e-11,1.2449940258312136e-20,8.379063617032101e-22
1e-12,0.3104188999903271,3.76,0.0,0.8694032980822517,0.9999779979541367,4.516705841468613e-22,9.56181539659406e-17,2.700314858529558e-13,1.4464231003253008e-14,4.443869312624409e-11,1.7247729943879614e-09,4.8047079759758015e-17,3.026792139539793e-23,3.2880449355364382e-18,3.614090911174638e-31,1.231326332312625e-44,2.474631658819577e-17,5.725154558042343e-08,1.0717867658062657e-16,4.674447068989966e-25,6.0030353849064436e-21,5.326128882498824e-30,7.690646454181257e-17,1.187246743587567e-36,9.389101081140549e-17,1.401125087118383e-15,9.177887660255278e-24,1.3539842110780728e-21,1.8142737484085034e-24,3.3847688023439926e-27,7.173659089446335e-35,2.0311634882954846e-33,2.260429623436756e-24,4.318443773305913e-26,1.695052665010815e-26,1.3535221164588015e-27,3.831346887372542e-26,1.724771529456918e-09,7.768430762951234e-17,7.510576151123441e-22,6.401956435930104e-19,7.92495218874112e-18,2.1277628645639707e-17,2.699341385543985e-13,9.035323640761724e-17,6.343639317825569e-21,3.5239561420519027e-19,2.2000320812666078e-05,2.1231251584212883e-25,8.129297543371125e-41,8.375237182135926e-26,5.876143170992986e-32,4.951934125533087e-33,1.8383259448961008e-37,9.569311380835695e-38,1.7681057909394645e-33,2.1926553314308525e-33,1.1558479211205842e-38,2.6424838065623387e-20,8.311298921807036e-26,8.303036728181793e-32,2.332744840714174e-44,1.0288490959857906e-45,1.5083949575782339e-40,7.077088763366995e-38,1.6413031785801598e-42,5.725127402812217e-08,4.4438689514673783e-11,1.3064964858883138e-20,8.679416910270159e-22
1.5645263147913257e-12,0.3104188999903271,3.76,0.0,0.8694032647635009,0.9999656374647672,1.7339705489593217e-21,2.349156032736833e-16,6.609566700634614e-13,2.2780597222496002e-14,6.952550945385033e-11,2.6984370634050093e-09,1.1760641533639727e-16,1.1584778320706377e-22,1.258445954813908e-17,1.3827111973040455e-30,1.9651723605040963e-43,6.505186646018156e-17,8.957154719189371e-08,2.623431724438025e-16,1.2589859924406081e-24,1.4693091663242996e-20,2.038805690409341e-29,1.882459651939905e-16,7.237091316579914e-36,2.3010262287302033e-16,3.429559498919674e-15,3.512703485360572e-23,4.507166738229356e-21,6.943949569066667e-24,1.2955023816561026e-26,4.372275369997637e-34,1.237999143087627e-32,8.3644400860407e-24,1.6526301141854502e-25,4.9981067449989244e-26,5.1809443807510744e-27,1.4664102108487964e-25,2.6984334812988782e-09,1.901109929805164e-16,1.8392253672973302e-21,1.5680618937443442e-18,1.938897277489723e-17,5.202927971512985e-17,6.607181623914543e-13,2.2088630234015607e-16,1.5506043031407912e-20,8.617116893296274e-19,3.4359836122756034e-05,8.114722192702247e-25,4.9491580029943655e-40,3.205537243140877e-25,3.021720419328566e-31,2.2393341870959282e-32,1.120520428969693e-36,7.992979472181412e-37,9.091609003561542e-33,1.3364539443631916e-32,1.1541077077321504e-37,6.536404600514764e-20,3.1818756505066297e-25,5.060840891507882e-31,3.222793483276893e-43,1.4319211799580848e-44,1.4842270288974103e-39,6.952973214811712e-37,1.6390878768737312e-41,8.957088250844314e-08,6.95254969467807e-11,4.3676629034625676e-20,2.1250254393356685e-21
2.146503818294283e-12,0.3104189018290494,3.76,0.0,0.8694032304147828,0.9999529401864817,4.490575291252354e-21,4.4387899514022265e-16,1.244122715802355e-12,3.146895057787385e-14,9.538784127364212e-11,3.7021882022894613e-09,2.213741070873541e-16,2.9915545047752235e-22,3.249644540384463e-17,3.569251284175999e-30,1.151272761201765e-42,1.3114672989222855e-16,1.2289065441751922e-07,4.938133859987658e-16,2.625145738613408e-24,2.765582393336121e-20,5.265582288431291e-29,3.543400714105052e-16,2.530972896606427e-35,4.3368175044641206e-16,6.4555238896039766e-15,9.070779577069175e-23,1.0800543445487207e-20,1.793140919297753e-23,3.345424860260645e-26,1.5289076904942037e-33,4.3291351525775933e-32,2.1241598085673083e-23,4.26708048671638e-25,1.1056783439215832e-25,1.3379956511949023e-26,3.786723365767375e-25,3.7021814667322522e-09,3.5777513456951644e-16,3.463654683943397e-21,2.9536167407739244e-18,3.647860987144978e-17,9.783415276290212e-17,1.2436732709808614e-12,4.152492820500045e-16,2.914584275066186e-20,1.62036105417447e-18,4.7056110068930314e-05,2.0926904551552493e-24,1.729032144040288e-39,8.277680551484133e-25,9.704125416783961e-31,6.627965068558401e-32,3.918595147274739e-36,3.448041005816451e-36,2.9195675300803387e-32,4.673489414861935e-32,5.328927876099002e-37,1.2436122678306136e-19,8.218570270834256e-25,1.769749027126094e-30,1.7831205376885945e-42,7.975671947015655e-44,6.899642371120239e-39,3.2279458438562995e-36,7.569071351320697e-41,1.228894032716087e-07,9.538781061076285e-11,9.989466854429466e-20,4.0010403251895706e-21
2.7284813217972403e-12,0.3104189036677717,3.76,0.0,0.8694031960660794,0.9999402887440381,9.248640047522073e-21,7.199394059477225e-16,2.010178014924047e-12,4.0274678096742795e-14,1.212501836428352e-10,4.705927422783364e-09,3.5768743898783113e-16,6.144075925439937e-22,6.674024986017967e-17,7.327883759710608e-30,4.386821938340803e-42,2.259555880458372e-16,1.562097597785469e-07,7.978789611213923e-16,4.707886723785461e-24,4.4682872875398794e-20,1.0816111354391296e-28,5.725269351832908e-16,6.521422172415431e-35,7.016232515274164e-16,1.0430513906034945e-14,1.8629378293352706e-22,2.1194640704745784e-20,3.6827545912801295e-23,6.870916928689894e-26,3.938995925194595e-33,1.1153521635461275e-31,4.32020726058075e-23,8.762699738179678e-25,2.0529283169318323e-25,2.748210116396236e-26,7.777180282729425e-25,4.705916551325593e-09,5.779551804143473e-16,5.59906118447202e-21,4.7755761615184965e-18,5.891187309678677e-17,1.5791171475146715e-16,2.009450989968174e-12,6.700855694656527e-16,4.702551795455538e-20,2.6154282718775924e-18,5.9706548002283614e-05,4.2924235762343e-24,4.450680965814766e-39,1.700070743091644e-24,2.3732510348794976e-30,1.5300737931668807e-31,1.0096632615844775e-35,1.0524052706587302e-35,7.139755686810929e-32,1.2040876912727422e-31,1.6885380865243372e-36,2.0307504527756353e-19,1.688328476475629e-24,4.5596361259939034e-30,6.544186433922438e-42,2.944395634892042e-43,2.2072323622134321e-38,1.03128155421055e-35,2.398597414288363e-40,1.562077382395722e-07,1.212501225925689e-10,1.838135486908197e-19,6.466402736169752e-21
3.3104588253001976e-12,0.31041890550649387,3.76,0.0,0.8694031617173903,0.9999276829719472,1.6564849608562365e-20,1.0638480289914201e-15,2.9591133555586253e-12,4.9198508660481554e-14,1.4711253970215743e-10,5.709654770795074e-09,5.265460156879487e-16,1.0973742272581934e-21,1.1920057546447044e-16,1.3083378909671883e-29,1.3063271294110885e-41,3.5331273319672507e-16,1.89528863274983e-07,1.1745376697330287e-15,7.69830918390178e-24,6.577356259084157e-20,1.9321447649056731e-28,8.428054974276147e-16,1.4005028562024204e-34,1.0341744026375148e-15,1.5354500806528777e-14,3.3272900002987785e-22,3.6711277406406235e-20,6.577633453170629e-23,1.2272036305044126e-25,8.458111044532912e-33,2.395004843041676e-31,7.666718108123494e-23,1.5648895917970391e-24,3.4142672176836727e-25,4.9088932139472595e-26,1.389054476837591e-24,5.709638784174841e-09,8.506168385990548e-16,8.24615549286968e-21,7.034816664240703e-18,8.668085813852935e-17,2.322170949440043e-16,2.9580418719181937e-12,9.851621621879927e-16,6.912684289715443e-20,3.846181968469309e-18,7.23113154113557e-05,7.656678579097643e-24,9.548509437069896e-39,3.0364340655010678e-24,4.916563057412395e-30,3.0333268577331538e-31,2.168259651238236e-35,2.614404880131137e-35,1.479038271617548e-31,2.585582450568873e-31,4.299819110903903e-36,3.020847741388831e-19,3.016170012161139e-24,9.791114097460338e-30,1.8958210745962467e-41,8.571237710760824e-43,5.668192666159053e-38,2.644819550949385e-35,6.108578296147728e-40,1.8952588741797993e-07,1.4711243289238452e-10,2.966216834813075e-19,9.52156422239009e-21
3.892436328803155e-12,0.31041890734521593,3.76,0.0,0.8694031273687158,0.9999151227053285,2.700223011501656e-20,1.4763566994353795e-15,4.0909195503718216e-12,5.824117110670348e-14,1.729749125922264e-10,6.713370292064488e-09,7.2794944334738e-16,1.7838253996718254e-21,1.937618418853225e-16,2.1259888499261587e-29,3.2956788936515767e-41,5.17051606436375e-16,2.2284796490683433e-07,1.6237872938499536e-15,1.1819313421695345e-23,9.092721806387705e-20,3.141328274551648e-28,1.165174706292511e-15,2.6614009025599202e-34,1.4315822709809715e-15,2.1227455982024986e-14,5.4085684320981255e-22,5.837226152216385e-20,1.0692172452454677e-22,1.9948855434245167e-25,1.6070960964826368e-32,4.55073362396093e-31,1.2405685721952248e-22,2.5434819896276993e-24,5.262394652670762e-25,7.980255100171919e-26,2.2579576143786227e-24,6.713348214207912e-09,1.175725851785949e-15,1.1405648216414304e-20,9.732213442822659e-18,1.1977767300165225e-16,3.2070556651385834e-16,4.089436494950784e-12,1.3602469732758756e-15,9.543167182972275e-20,5.311893165820815e-18,8.487057717724803e-05,1.24301272372476e-23,1.8126871063666216e-38,4.9358291047001746e-24,9.099243245481695e-30,5.42098833987772e-31,4.120324977216619e-35,5.647907521242505e-35,2.737167319370955e-31,4.912915887211892e-31,9.459519539181822e-36,4.219677680649674e-19,4.904045105872041e-24,1.8604359442835486e-29,4.682925435368655e-41,2.1255977797256823e-42,1.2551776567651745e-37,5.848890188259078e-35,1.3440111403664113e-39,2.2284385081245232e-07,1.7297474151039958e-10,4.388032425230629e-19,1.3166976199545192e-20
5.0563913358090695e-12,0.3104189110226598,3.76,0.0,0.8694030586714102,0.9998901380318095,5.95223514531815e-20,2.510181978598659e-15,6.903107867129102e-12,7.668590680055736e-14,2.2469972142659071e-10,8.720766036551851e-09,1.2283892832109388e-15,3.910262037771215e-21,4.24723594447435e-16,4.6569747638876335e-29,1.516524158862666e-40,9.690043547720669e-16,2.8948616257681343e-07,2.7400504635590848e-15,2.449363293409641e-23,1.534207298536834e-19,6.888687103681225e-28,1.9661808900885143e-15,7.524897534439957e-34,2.421952915665318e-15,3.5820157337910584e-14,1.1855612593021928e-21,1.242144630727237e-19,2.3437800958310517e-22,4.37299557602682e-25,4.542564773483082e-32,1.2863348702944187e-30,2.7028319482760635e-22,5.57412558670803e-24,1.070978141464545e-24,1.7496113958334204e-25,4.94956600691647e-24,8.720728860755159e-09,1.9831490616404308e-15,1.926467126755107e-20,1.6444970467402007e-17,2.0192328167982313e-16,5.400535467543869e-16,6.900599395420188e-12,2.289517162228401e-15,1.6057963044946538e-19,8.945283308255855e-18,0.00010985324047648458,2.717708328204668e-23,5.114507463140155e-38,1.0819594066507615e-23,2.4815663759011125e-29,1.4034284843645545e-30,1.1649584053574748e-34,1.9894219114058663e-34,7.464112521676602e-31,1.3887499271921504e-30,3.418718060271732e-35,7.26654037329205e-19,1.0754997259778524e-23,5.258996691565856e-29,2.0888551891556128e-40,9.538541862538055e-42,4.577093038123416e-37,2.1268240794917873e-34,4.858371537038727e-39,2.8947922027195496e-07,2.2469935370179215e-10,8.12514796174425e-19,2.2230356665021922e-20
