Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182)
1.021325894185532e-06,0.31581937248504943,3.76,0.0,0.7175529221289801,0.9348343065336954,0.016611374851780946,0.001439681197794399,0.0019932987046740935,0.0011232881076799503,0.037550629777014205,0.0006673281083817753,7.395968480729216e-06,0.003263075654726675,0.04051279256228757,7.102803076096461e-08,2.611763111819177e-10,9.453407401765767e-05,0.1065809822837979,1.1177332520418125e-05,0.0004552411291028622,2.3242463738985597e-07,5.737089252781009e-06,0.00685443363144044,1.1901000794109826e-08,0.010271319116044576,0.002109691460041474,3.2848975812045386e-05,0.005470583057653566,4.1200440415308286e-05,1.6373814775568676e-05,8.596768816561014e-09,1.390783530146645e-08,6.615390743543291e-07,3.2668022442707484e-07,2.6229060935432855e-06,3.007367140150284e-07,1.4448256888564106e-06,0.0661049460200984,5.176929901156054e-06,0.0007533416199130777,4.336309029172459e-09,4.3846303498447535e-10,6.81054046640079e-10,0.0008417732003330247,9.700789627833335e-07,1.9345970234832606e-10,4.9248011258452125e-08,0.003331623260573259,9.273911881703996e-08,1.6624904867092898e-16,3.9316596535808555e-07,4.104569259792817e-09,9.97834639228297e-10,1.904661427409667e-09,5.453924309674524e-08,1.7810039977816012e-10,3.0263481955503565e-10,1.290350966493096e-10,8.244574644584898e-07,5.59781017546513e-06,2.6334406865640407e-07,1.151035323629327e-11,2.3843103372635895e-13,4.89785103417784e-10,2.250503851179065e-10,3.124044240789658e-14,0.0041663223954006125,0.004618616010135529,2.973428078666514e-09,4.289456787539861e-06
1.0291073540948188e-06,0.31586006090052754,3.76,0.0,0.7164289135527251,0.9343282363979736,0.016768451099846753,0.0014393728287443084,0.001996571036612105,0.001125744966831307,0.03785081324754193,0.0006659940561547754,7.381949703492442e-06,0.0033356912017585105,0.040795287916983294,7.239861200885167e-08,2.698150994460108e-10,9.418042771244833e-05,0.10745741736001281,1.1162225525412446e-05,0.00045630609137761795,2.3401660232010236e-07,5.793540933861611e-06,0.006933424896713133,1.2008170390615726e-08,0.01041971541649397,0.0021301913554817756,3.321150303811389e-05,0.005548124700368221,4.222109089317412e-05,1.6758906680871713e-05,8.824837304571459e-09,1.4271881925916648e-08,6.71771897998139e-07,3.3173881117355097e-07,2.6719401184890305e-06,3.0677187116001236e-07,1.4737615084499821e-06,0.06638502035361318,5.195424897310266e-06,0.0007658284697768477,4.323317538695609e-09,4.3716379182956433e-10,6.80851421987955e-10,0.0008386679100208556,9.735292689877232e-07,1.959512666118126e-10,4.9957052509638785e-08,0.003329819707269679,9.313396773611943e-08,1.7004579589203217e-16,3.980160047998291e-07,4.1612743852771676e-09,1.0158217625663637e-09,1.9222231964906765e-09,5.554089988376381e-08,1.8090300254075922e-10,3.065968344029238e-10,1.3152546658378718e-10,8.363903485286004e-07,5.674841952644476e-06,2.6860078735398455e-07,1.1713961479722868e-11,2.4264835733902835e-13,5.03995787292644e-10,2.3215754275890574e-10,3.1843589298807237e-14,0.004156766571383566,0.004687384168369535,2.98418669015756e-09,4.327542099921188e-06
1.0368888140041056e-06,0.3159007221409949,3.76,0.0,0.7153070693576855,0.933822447484049,0.01692544188607073,0.0014390647768787357,0.0019998360839232356,0.001128176983750045,0.03815050517465351,0.0006646382732163853,7.367397072746483e-06,0.0034091367527872324,0.041076927553782325,7.378192687991561e-08,2.786523247656292e-10,9.383072305041766e-05,0.1083340133741708,1.1147135473826373e-05,0.00045734738224707366,2.3559932983850769e-07,5.8496136685205965e-06,0.007012223173003282,1.211439054097582e-08,0.010568714079303173,0.0021506763859667453,3.357364675733832e-05,0.0056259214562141896,4.325770101910128e-05,1.7147845751212283e-05,9.056905790115087e-09,1.4642217540699089e-08,6.820592530223336e-07,3.3682422993815094e-07,2.721218584426111e-06,3.1286968652226415e-07,1.5029994835620593e-06,0.06666157033929646,5.213617232484725e-06,0.0007783484483310245,4.3104288281017346e-09,4.358746652678149e-10,6.806621845271935e-10,0.0008355941388769034,9.7692299765412e-07,1.9844668581513455e-10,5.0668249240378174e-08,0.003328017154802385,9.352406565856701e-08,1.7387643039552892e-16,4.0286980891191604e-07,4.218120044395724e-09,1.0338775757160994e-09,1.9396346982854296e-09,5.6548452999859366e-08,1.8371835129979155e-10,3.105698412237274e-10,1.3403761944922278e-10,8.48359850814912e-07,5.75217708229347e-06,2.739088161718179e-07,1.1918536918320525e-11,2.4688560387668014e-13,5.184701639609168e-10,2.3942465525775076e-10,3.245201384737922e-14,0.0041472916794891585,0.004756438114825591,2.9947716804366075e-09,4.365345867243077e-06
1.0446702739133925e-06,0.31594135650533894,3.76,0.0,0.7141873801049955,0.9333169403402828,0.017082346818485396,0.0014387571599570519,0.0020030939082819874,0.0011305844691475164,0.038449705551628806,0.000663261686753929,7.3523296000365305e-06,0.0034834104394374926,0.04135771840941862,7.5177974821227e-08,2.876905445747436e-10,9.34848964515725e-05,0.10921076715374978,1.1132082660907554e-05,0.00045836554576742964,2.3717286165622123e-07,5.905307709907497e-06,0.007090822706980032,1.221966453625762e-08,0.010718306827500705,0.002171146053933775,3.393537362288109e-05,0.005703968191908972,4.431035369639274e-05,1.7540581499774383e-05,9.293004328125326e-09,1.5018889001950844e-08,6.924005490061742e-07,3.4193621665336865e-07,2.770733774936088e-06,3.1903023495696143e-07,1.5325400325524943e-06,0.06693463286689175,5.23151038297765e-06,0.0007908995981581244,4.297641524263013e-09,4.345955198455656e-10,6.804861724128543e-10,0.0008325513982732373,9.802608003722719e-07,2.009458526107727e-10,5.138156536385933e-08,0.003326215605098561,9.390947363427256e-08,1.7774036838541089e-16,4.07727093437099e-07,4.275101991418825e-09,1.051998988624395e-09,1.956896282497796e-09,5.756178794704373e-08,1.8654622064262137e-10,3.1455369879202825e-10,1.3657149485038571e-10,8.603653579854618e-07,5.829813435377784e-06,2.792681264977099e-07,1.2124053270583417e-11,2.5114237973868133e-13,5.332098452065195e-10,2.46853720519036e-10,3.306570141926824e-14,0.004137896614811623,0.004825775057137304,3.0051852327852136e-09,4.402866832492365e-06
1.0524517338226793e-06,0.31598196428505765,3.76,0.0,0.7130698364677243,0.9328117155330792,0.01723916551977677,0.0014384500876189837,0.0020063445672264704,0.0011329677269002855,0.03874841437366379,0.0006618652015502151,7.33676592170447e-06,0.0035585103310358497,0.041637667325809966,7.658675572227748e-08,2.969323247542111e-10,9.31428854374405e-05,0.11008767546073062,1.1117086130446895e-05,0.00045936111047227194,2.387372395890479e-07,5.9606234594560246e-06,0.0071692179019702115,1.23239959497043e-08,0.01086848547189431,0.002191599872205087,3.4296650959520627e-05,0.005782259822114297,4.537913063618942e-05,1.793706294671072e-05,9.533162728070644e-09,1.5401942817044516e-08,7.027951963937081e-07,3.4707450776002624e-07,2.8204780061952623e-06,3.252535918630374e-07,1.5623835757644001e-06,0.06720424443314271,5.249107785862395e-06,0.0008034799804699382,4.284954271108226e-09,4.3332622194508384e-10,6.803232239800357e-10,0.0008295392078089934,9.83543321527066e-07,2.0344866171930626e-10,5.209696542353335e-08,0.00332441506018701,9.429025166629338e-08,1.8163702264715717e-16,4.12587579178427e-07,4.33221602455995e-09,1.0701829318589906e-09,1.974008348394566e-09,5.8580790519481666e-08,1.8938638620008786e-10,3.1854826659579397e-10,1.3912703274650722e-10,8.724062675067416e-07,5.907748889224565e-06,2.846786901937171e-07,1.2330484385936238e-11,2.5541817777588045e-13,5.4821640811447e-10,2.5444673477606615e-10,3.3684637466113624e-14,0.00412858028653706,0.004895392249896659,3.015429294857269e-09,4.440103837330162e-06
1.0602331937319661e-06,0.3160225457641447,3.76,0.0,0.7119544292300727,0.9323067736464803,0.0173958976264056,0.0014381436620150164,0.0020095881144980357,0.0011353270543877944,0.039046631637546375,0.0006604497003553064,7.32072430026577e-06,0.0036344344362622947,0.041916781051339454,7.800826990124835e-08,3.063802396205558e-10,9.280462862233984e-05,0.1109647349931331,1.110216372523319e-05,0.0004603345898841077,2.402925055690014e-07,6.015561458542208e-06,0.007247403314637178,1.2427388618975607e-08,0.011019241910169673,0.002212037363740673,3.4657446756144256e-05,0.005860791308957671,4.646411235969879e-05,1.8337238653060104e-05,9.777410554521386e-09,1.5791425143737466e-08,7.132426067716062e-07,3.522388403307304e-07,2.8704436292244513e-06,3.315398331449805e-07,1.592530535341923e-06,0.06747044114530028,5.266412839365648e-06,0.000816087675425707,4.2723657299825295e-09,4.320666398190646e-10,6.801731746031816e-10,0.0008265570952595007,9.867711986074653e-07,2.0595500936009727e-10,5.281441457072886e-08,0.00332261552224612,9.466645871123875e-08,1.8556580293854278e-16,4.174509918961214e-07,4.38945798572978e-09,1.0884263570883193e-09,1.990971341931484e-09,5.960534683151698e-08,1.9223862475440452e-10,3.2255340481408444e-10,1.417041734339445e-10,8.844819872893942e-07,5.985981327206692e-06,2.9014047955940594e-07,1.2537804245437718e-11,2.597123083959582e-13,5.63491395060852e-10,2.6220569232057114e-10,3.430880752132535e-14,0.004119341618161308,0.004965286993021079,3.0255056191235953e-09,4.477055819293664e-06
1.0708236389738064e-06,0.31607773476411194,3.76,0.0,0.7104397934582549,0.9316200112700603,0.01760906781759108,0.0014377278309743496,0.002013991195768093,0.001138500138292267,0.039451710913830394,0.0006584942201660436,7.2981561678924625e-06,0.0037390864638518696,0.04229532058896271,7.996338753611332e-08,3.195745366313548e-10,9.235018963157065e-05,0.11215863619848637,1.1082003523988772e-05,0.0004616248931650125,2.4239463444738736e-07,6.089725542072999e-06,0.007353465891775619,1.2566603599446279e-08,0.011225332951495493,0.002239825399775095,3.514765420573156e-05,0.005968047819780709,4.79669332361738e-05,1.8887713428505387e-05,1.0116450959998169e-08,1.6331915142666705e-08,7.275450827271538e-07,3.593087830733664e-07,2.9387880621264512e-06,3.4019647876797367e-07,1.6340483171325373e-06,0.06782730853056196,5.289501090154672e-06,0.0008332870146410986,4.255389141489472e-09,4.3036774442631723e-10,6.79989399635287e-10,0.0008225459767555279,9.910776283996957e-07,2.0937161396169547e-10,5.379408220056251e-08,0.0033201680009703797,9.517123113326948e-08,1.9096335808620827e-16,4.2407423900681373e-07,4.467561533275764e-09,1.1133454961883911e-09,2.0138190948456847e-09,6.100847045298585e-08,1.961394741748227e-10,3.280210677242493e-10,1.4524622248591843e-10,9.009717343339237e-07,6.0929277977672675e-06,2.976561411597335e-07,1.2821344663090658e-11,2.6558516214106326e-13,5.84714379918136e-10,2.730357071218471e-10,3.516667643892296e-14,0.0041068907965867586,0.005060853791935759,3.038953471805857e-09,4.526887231670608e-06
1.0814140842156467e-06,0.31613287623508796,3.76,0.0,0.7089290754107119,0.9309337756237356,0.017822076115728554,0.0014373135945263409,0.0020183813143614835,0.001141630152028523,0.03985587968256767,0.0006565072169120916,7.274779842399085e-06,0.0038452560207975473,0.042672341947946876,8.194209519359787e-08,3.3316197339944426e-10,9.190244406734502e-05,0.11335280261538895,1.1062050223804275e-05,0.00046287642730317324,2.444800698392131e-07,6.163193252962711e-06,0.007459117199690857,1.2704098336337008e-08,0.011432459434665327,0.0022675811811303233,3.563683460743004e-05,0.006075726930059675,4.9500113145785605e-05,1.9444802988012138e-05,1.0463193566307805e-08,1.6884511763180108e-08,7.419427256219793e-07,3.664258161710096e-07,3.0075094119542054e-06,3.489699390844423e-07,1.6761299682622808e-06,0.068178005686962,5.312062403607594e-06,0.0008505286936413372,4.238589674049874e-09,4.2868628314511323e-10,6.798288342906879e-10,0.0008185885661891709,9.95285574029054e-07,2.1279434087753132e-10,5.477739726598588e-08,0.003317722354464566,9.566778798849469e-08,1.96417818134762e-16,4.307017443379817e-07,4.5458841770048655e-09,1.1383616509871639e-09,2.036392992752092e-09,6.242138574906757e-08,2.000617185827085e-10,3.335077036152464e-10,1.488280271413414e-10,9.175234446773763e-07,6.200415153455862e-06,3.052665686999962e-07,1.3106418572582783e-11,2.714899581065221e-13,6.06441045877798e-10,2.8418179893919913e-10,3.603417749414091e-14,0.004094579223638274,0.0051569232049055135,3.0520993394040228e-09,4.576186742427908e-06
1.092004529457487e-06,0.3161879708295956,3.76,0.0,0.7074222528270567,0.9302480683298014,0.01803492171256977,0.0014369011533431866,0.0020227585777564208,0.0011447177930604064,0.040259137945226155,0.0006544907264749946,7.250638063401587e-06,0.003952937576915621,0.04304786133127975,8.394439724085571e-08,3.471491145488151e-10,9.146124671406115e-05,0.11454722538074508,1.1042339030674078e-05,0.00046409036227073214,2.465489185478087e-07,6.235967056455753e-06,0.007564344823568141,1.2839884540555159e-08,0.011640601692644555,0.0022953035912394726,3.612491305717336e-05,0.006183816354518489,5.106384450206987e-05,2.000837419637675e-05,1.0817710680654985e-08,1.7449328204597025e-08,7.564340624724019e-07,3.735892819468921e-07,3.076588754682251e-06,3.578604092608824e-07,1.7187765657916164e-06,0.0685226202316532,5.334105007706591e-06,0.0008678080472412005,4.2219641128822774e-09,4.2702194053838896e-10,6.796910852950637e-10,0.0008146837446644735,9.99396578400081e-07,2.1622294922147933e-10,5.576427699147865e-08,0.003315278588695107,9.615626974073843e-08,2.0192767375641932e-16,4.373328588932059e-07,4.624415816679496e-09,1.163467344043854e-09,2.0586945235881696e-09,6.384380896213913e-08,2.0400480560194607e-10,3.390129660563548e-10,1.5244943955157628e-10,9.341357125162535e-07,6.30843811057508e-06,3.129716955793023e-07,1.3392961693100532e-11,2.7742505612080264e-13,6.286749704983308e-10,2.956489726644867e-10,3.6911274863412775e-14,0.004082404315694052,0.005253488800188909,3.0649474293574624e-09,4.624952470646988e-06
1.1025949746993274e-06,0.31624301917459946,3.76,0.0,0.70591930381014,0.9295628910642327,0.018247603835984658,0.0014364906899459024,0.002027123084814304,0.0011477637409704133,0.040661485705595246,0.000652446714998928,7.225772323497113e-06,0.004062125418866722,0.043421894642254245,8.597029930699753e-08,3.615425533182285e-10,9.10264559138712e-05,0.11574189543840468,1.1022901784672874e-05,0.00046526782391944813,2.486012877940562e-07,6.308049782510658e-06,0.007669136825773808,1.297397458152574e-08,0.011849740342466233,0.002322991544780876,3.661181681635909e-05,0.006292303963591084,5.265831567853473e-05,2.0578292848395844e-05,1.118007374796733e-08,1.802647643658976e-08,7.710176252230758e-07,3.807985250883297e-07,3.146007322503528e-06,3.6686808564962953e-07,1.7619891904178363e-06,0.06886123850404055,5.355637003662342e-06,0.0008851204793978542,4.205509305680524e-09,4.2537440758970535e-10,6.795757676537142e-10,0.0008108304200603325,1.003412160336901e-06,2.1965720568961634e-10,5.675464040310628e-08,0.0033128367097873873,9.663681402168776e-08,2.0749140995351545e-16,4.4396694916141867e-07,4.7031464958472534e-09,1.1886551833670504e-09,2.0807252946044872e-09,6.527545781788948e-08,2.079681871890263e-10,3.445365108761256e-10,1.5611031275757465e-10,9.508071628457936e-07,6.416991404502289e-06,3.207714561636412e-07,1.3680910279743662e-11,2.833889715864504e-13,6.514196121543994e-10,3.0744222232367627e-10,3.779793293902588e-14,0.004070363539614202,0.00535054427827008,3.077502199023058e-09,4.673182819121873e-06
1.1131854199411677e-06,0.3162980218751325,3.76,0.0,0.7044202068214366,0.9288782455551081,0.018460121747690007,0.0014360823702672001,0.0020314749267461366,0.001150768658405982,0.04106292296924418,0.000650377080286108,7.200222878864113e-06,0.004172813655774399,0.043794457489509345,8.80198082338394e-08,3.7634891145302826e-10,9.059793350276947e-05,0.1169368035452274,1.1003767133862142e-05,0.0004664098957376432,2.506372851890529e-07,6.379444600438029e-06,0.007773481734948277,1.310638143074967e-08,0.012059856282003099,0.0023506439869352817,3.7097475286257814e-05,0.006401177781816274,5.4283711020588755e-05,2.1154423784938183e-05,1.1550353346463183e-08,1.861606719163481e-08,7.856919507000672e-07,3.880528924702176e-07,3.2157465113489647e-06,3.7599316565127316e-07,1.8057689258194393e-06,0.06919394557975775,5.376666367360302e-06,0.0009024614639369546,4.189222162772111e-09,4.2374338166095436e-10,6.794825185137845e-10,0.0008070275265690685,1.0073338135702391e-06,2.230968871580736e-10,5.774840827018563e-08,0.0033103967237662103,9.710955583395127e-08,2.131075069482059e-16,4.506033967908604e-07,4.782066400458986e-09,1.2139178656677111e-09,2.10248702323572e-09,6.67160515717991e-08,2.1195131961454574e-10,3.5007799615854405e-10,1.5981050062376056e-10,9.675364503409152e-07,6.526069789772145e-06,3.286657856587311e-07,1.3970201143106685e-11,2.893809886136293e-13,6.746783100913928e-10,3.1956653012473694e-10,3.869411631333052e-14,0.004058454412708079,0.005448083466831616,3.089769054156593e-09,4.7208764660820054e-06
1.123775865183008e-06,0.3163529795122473,3.76,0.0,0.7029249406744533,0.9281941335797221,0.018672474740897126,0.0014356763452149552,0.002035814187995444,0.00115373319203994,0.041463449743225904,0.0006482836534256498,7.174028763332869e-06,0.00428499622585855,0.04416556519317833,9.009293202163755e-08,3.9157483905678665e-10,9.017554474667707e-05,0.1181319402789647,1.098496073047036e-05,0.0004675176206459783,2.5265701868918573e-07,6.450154991675217e-06,0.007877368533202376,1.3237118600308197e-08,0.012270930686093575,0.0023782598924888326,3.758181997330122e-05,0.006510425985945584,5.594021086004071e-05,2.1736631023439647e-05,1.192861917420977e-08,1.92182099520498e-08,8.00455580369514e-07,3.953517330450769e-07,3.285787889283469e-06,3.8523584757772586e-07,1.8501168580127426e-06,0.06952082528814107,5.397200951485969e-06,0.0009198265454654769,4.173099657137489e-09,4.221285664645336e-10,6.794109717444811e-10,0.0008032740242594598,1.01116300974603e-06,2.2654177444778474e-10,5.87455030193296e-08,0.003307958637044212,9.757462714727715e-08,2.1877444261185226e-16,4.572415981891252e-07,4.861165857190078e-09,1.2392481796796433e-09,2.1239815270955603e-09,6.816531112101879e-08,2.1595366333825474e-10,3.5563708223019995e-10,1.6354985776559728e-10,9.843222581279713e-07,6.63566803974723e-06,3.366546199756524e-07,1.4260771668991862e-11,2.9539970335585616e-13,6.98454284220387e-10,3.320268653043092e-10,3.9599789761169726e-14,0.004046674502614133,0.005546100314977029,3.101752133513443e-09,4.768032351455749e-06
1.1343663104248483e-06,0.31640789264319996,3.76,0.0,0.7014334845235238,0.9275105569606015,0.01888466213688017,0.0014352727528953277,0.0020401409474454747,0.001156657974002338,0.04186306603590525,0.0006461682014481019,7.1472278138983444e-06,0.004398666906999724,0.04453523279481669,9.218967974739635e-08,4.0722701430481895e-10,8.975915824748526e-05,0.11932729605108695,1.0966505537832058e-05,0.00046859200377830004,2.546605967163701e-07,6.520184708565725e-06,0.007980786635919699,1.3366200057299333e-08,0.01248294500027824,0.002405838264445399,3.80647844316651e-05,0.0066200369019131095,5.762799154106009e-05,2.2324777964773065e-05,1.2314940054186033e-08,1.983301295277127e-08,8.153070612347141e-07,4.0269439839024733e-07,3.356113206239337e-06,3.945963304271088e-07,1.895034074355292e-06,0.0698419602409173,5.4172484880491975e-06,0.0009372113406333291,4.1571388240204515e-09,4.2052967200583624e-10,6.793607582070093e-10,0.0007995688983645026,1.0149011986676944e-06,2.2999165261709325e-10,5.974584862743282e-08,0.0033055224563748186,9.80321573016252e-08,2.244906941439668e-16,4.6388096389690894e-07,4.940435331058651e-09,1.2646390082977591e-09,2.1452107098678607e-09,6.962295908952696e-08,2.1997468337135822e-10,3.6121343162330143e-10,1.673282394487802e-10,1.0011632959034362e-06,6.745780946047165e-06,3.447378955105579e-07,1.455255981879463e-11,3.0144332431570855e-13,7.227506358383432e-10,3.4482818227522515e-10,4.0514918214987935e-14,0.004035021426823726,0.005644588884369267,3.1134551505424438e-09,4.814649669825306e-06
1.1449567556666886e-06,0.3164627618077658,3.76,0.0,0.6999458178640305,0.9268275175660052,0.01909668328515826,0.0014348717185639255,0.0020444552785216187,0.0011595436218386312,0.042261771856917894,0.0006440324273087771,7.119856671529035e-06,0.004513819316419355,0.04490347505733401,9.431006155679311e-08,4.233121434268967e-10,8.934864590661986e-05,0.12052286110631209,1.0948421826563453e-05,0.0004696340125702718,2.566481279371049e-07,6.589537775148e-06,0.008083725892368238,1.3493640228108376e-08,0.012695880940943016,0.002433378134110627,3.854630426684371e-05,0.006729999004946114,5.9347225421023725e-05,2.2918727388633927e-05,1.2709383923125182e-08,2.046058316227132e-08,8.302449466201678e-07,4.1008024292921606e-07,3.4267043993847708e-06,4.040748138793452e-07,1.940521663455742e-06,0.07015743183174429,5.436816589119725e-06,0.0009546115379276335,4.1413367606802925e-09,4.1894641449126256e-10,6.793315301093804e-10,0.0007959111590703277,1.0185498059951324e-06,2.334463163357554e-10,6.074937063314928e-08,0.003303088188378604,9.848227336704205e-08,2.302547370879713e-16,4.705209186223851e-07,5.019865425274594e-09,1.2900833295515044e-09,2.1661765614710014e-09,7.108871998449874e-08,2.2401384950002724e-10,3.6680670907025574e-10,1.7114550159756275e-10,1.0180582999394013e-06,6.856403318790786e-06,3.5291554915001707e-07,1.4845504162682298e-11,3.075110299417186e-13,7.475703478784886e-10,3.579754206856863e-10,4.143946676691971e-14,0.004023492852460622,0.005743543349582734,3.124883370088742e-09,4.860727850682868e-06
1.155547200908529e-06,0.316517587518801,3.76,0.0,0.6984619205229116,0.9261450173062329,0.01930853756108499,0.001434473356208584,0.0020487572500526687,0.0011623907395477092,0.042659567217235544,0.0006418779720403095,7.09195080426151e-06,0.0046304469189808704,0.045270306473034025,9.645408859925645e-08,4.398369604266184e-10,8.894388283775202e-05,0.12171862553291511,1.0930727413348876e-05,0.00047064457892864085,2.586197213258959e-07,6.658218456307093e-06,0.00818617656991653,1.3619453928778032e-08,0.012909720490300144,0.0024608785600409846,3.902631708852067e-05,0.006840300917177476,6.109808089363091e-05,2.3518341614855152e-05,1.3112017827896278e-08,2.11010262809831e-08,8.452677950031177e-07,4.1750862307198405e-07,3.4975435999704197e-06,4.1367149811415506e-07,1.986580714344001e-06,0.07046732025971195,5.455912748873394e-06,0.0009720228984722278,4.125690625695815e-09,4.17378516246524e-10,6.793229463838089e-10,0.000792299840843091,1.0221102354515038e-06,2.369055652954211e-10,6.175599604450265e-08,0.003300655839864079,9.89250996771622e-08,2.3606504831463857e-16,4.771609007596388e-07,5.099446879263087e-09,1.315574221673104e-09,2.186881146980839e-09,7.256232014469728e-08,2.2807063590818435e-10,3.724165815125966e-10,1.7500150069447143e-10,1.0350060316563893e-06,6.967529986684361e-06,3.6118751809761755e-07,1.513954389595746e-11,3.1360162222617485e-13,7.729162847100805e-10,3.7147350394946456e-10,4.2373400645378145e-14,0.004012086495623039,0.005842957991413747,3.1360408810835215e-09,4.90626655714752e-06
1.1650786016261853e-06,0.3165668939149923,3.76,0.0,0.6971296192681814,0.9255312296421366,0.019499063236051006,0.0014341172010478864,0.0020526185108858093,0.001164920691383622,0.04301680460796001,0.000639924298304872,7.066406725184486e-06,0.0047366675349080995,0.04559926024035219,9.840393957733169e-08,4.550908166177946e-10,8.858441099720077e-05,0.12279497567097979,1.0915148248681812e-05,0.00047152794880179935,2.6038061887926205e-07,6.71945987230602e-06,0.008277956723345574,1.373130813103045e-08,0.013102933988047608,0.0024855944618777763,3.945699013636351e-05,0.006939853887452003,6.270102328592902e-05,2.406272380407044e-05,1.348144552016594e-08,2.1688517763629942e-08,8.588598152447815e-07,4.2423000337949876e-07,3.5614963215047755e-06,4.224097412937166e-07,2.028523359709128e-06,0.07074151158435539,5.472701883816612e-06,0.0009876992233581012,4.111740123238458e-09,4.1598031537111836e-10,6.79332584135435e-10,0.0007890885654312981,1.025240373639148e-06,2.4002264615515324e-10,6.266455310584998e-08,0.003298468373308506,9.9317511358717e-08,2.4133263128712595e-16,4.831364545378091e-07,5.171192054573937e-09,1.3385502034168612e-09,2.2052936495617153e-09,7.389503824127773e-08,2.3173637816614968e-10,3.7747938191035026e-10,1.7850490173847375e-10,1.0503030676864892e-06,7.067970900503812e-06,3.6871287794476645e-07,1.54050664543268e-11,3.191011926610149e-13,7.961798226023204e-10,3.8392580600237283e-10,4.322193694434159e-14,0.004001923421641549,0.005932819972780251,3.1458538866247226e-09,4.946790044958267e-06
1.1746100023438416e-06,0.31661616586142827,3.76,0.0,0.6958003408220165,0.9249178817005588,0.01968945283411531,0.0014337633645635968,0.0020564698583545866,0.0011674203359874642,0.04337330454601671,0.0006379578871719458,7.040481572679839e-06,0.004844072685241184,0.045927092948224925,1.0037296239505761e-07,4.707112443349108e-10,8.822941074092325e-05,0.12387147172896337,1.0899907042293349e-05,0.00047238721145650503,2.621287752345863e-07,6.780163672015365e-06,0.008369327032371513,1.3841868388912662e-08,0.01329685225477888,0.0025102770228866813,3.9886350792183317e-05,0.007039664911798606,6.432982960219484e-05,2.4611482018425698e-05,1.3857608351192764e-08,2.2286596154939545e-08,8.725184509783577e-07,4.3098485334815525e-07,3.6256228822797583e-06,4.312440358129226e-07,2.0709305639057916e-06,0.07101130139160834,5.489120025091501e-06,0.0010033782301008638,4.097911683475373e-09,4.1459414146914706e-10,6.793584256847471e-10,0.0007859134571147056,1.0283012007172591e-06,2.431431435013941e-10,6.357551462382096e-08,0.003296282472436919,9.970420454389385e-08,2.4663535349534534e-16,4.891111951960471e-07,5.243045875850117e-09,1.3615534797114992e-09,2.2234978431252905e-09,7.523368940186546e-08,2.3541559421470535e-10,3.8255511648065617e-10,1.8203945987389631e-10,1.0656409588273519e-06,7.168812374460949e-06,3.763145367881375e-07,1.56713840857502e-11,3.2461737434060774e-13,8.198737503086435e-10,3.9666982926964285e-10,4.407802209549068e-14,0.0039918559354467364,0.0060230461125587945,3.155454137090855e-09,4.986876527555365e-06
