Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182),CH2F(91)
7.118600024480314e-08,0.061564245186998635,3.76,0.0,0.8685443191692523,0.9998176709845206,2.7216381724170186e-08,6.111640542909357e-08,3.2259371605570513e-07,3.6392874150393386e-08,1.6095570679158153e-07,3.6550724671197107e-07,5.303672128220168e-11,1.036230446209445e-12,1.7858941763420797e-07,6.583575619585845e-22,1.4431292397950305e-18,4.611551889359201e-09,1.7005011754353275e-06,3.92352958082559e-13,2.59115974258701e-12,1.4767024169861172e-17,3.0443137596177743e-18,5.567133516226132e-10,4.731138337129344e-19,3.710454266868842e-08,1.153978225323609e-10,1.4668491986676824e-13,1.106397192245176e-12,4.857341708899682e-15,2.573874831988926e-19,4.10430337364892e-21,5.0227526955968834e-21,1.2558893762254895e-14,2.402193022480648e-16,1.548730784564319e-17,4.0371915091874395e-21,8.489066120754266e-20,6.436305595608725e-07,2.979809183757331e-08,3.481602069390216e-13,4.3208774238707544e-11,1.2200762492153297e-13,6.241510390479671e-13,3.730997151693463e-07,1.5730940730906208e-12,3.8963735611624494e-19,5.27726116121786e-17,0.0001813007287792939,8.63597122102992e-17,9.508105742166632e-30,1.4981037048288237e-17,2.9637434658927715e-20,2.0657195625713437e-18,2.5719362778556497e-19,1.0710218086713679e-20,5.410313484178374e-25,1.97893568981519e-17,8.371948616684695e-21,1.862711725711467e-14,1.6762468793406213e-15,1.1884026273319094e-19,1.261704761776078e-21,6.607459255362832e-23,6.137768286536584e-23,5.863210545135277e-24,1.0534853536338716e-25,9.74113799328119e-07,9.806041824862288e-11,3.80931145466957e-13,4.166658585509441e-15,2.5321734123488603e-12
7.201682686699702e-08,0.0615642454244901,3.76,0.0,0.8685442861661122,0.99981765200395,2.8315684346183744e-08,6.279262494660831e-08,3.272011630932855e-07,3.733484334135954e-08,1.655413176557372e-07,3.7019566968767405e-07,5.4320580547290105e-11,1.07064428445532e-12,1.8386970648803443e-07,6.834783799009987e-22,1.5398526915350486e-18,4.6849674129337016e-09,1.7235243773042188e-06,3.9509825471730234e-13,2.7172556662058095e-12,1.533439504433896e-17,3.1700630490013367e-18,5.679875236507253e-10,4.972273977925687e-19,3.83294458534449e-08,1.1775163902549648e-10,1.5489399454897536e-13,1.149633755163715e-12,4.999140878557656e-15,2.6870794886499473e-19,4.323784759781328e-21,5.277198721612647e-21,1.3027145122144445e-14,2.492291513782477e-16,1.6148651654166744e-17,4.199403699716909e-21,8.772858996827879e-20,6.569104556658781e-07,3.047861228407459e-08,3.659418345431507e-13,4.3995904048905306e-11,1.2312254054568758e-13,6.284291241130184e-13,3.789555358371804e-07,1.6055975014074283e-12,3.9830045526674087e-19,5.3731237180600486e-17,0.0001813007253394176,9.054015829309284e-17,9.926589557916234e-30,1.5564044298230657e-17,3.1077846159118273e-20,2.1585751652906784e-18,2.7005435613920097e-19,1.143334292193967e-20,5.737214896557907e-25,2.0665291156808776e-17,8.796362741445679e-21,1.9035222750569037e-14,1.7480059402674691e-15,1.2401385521480075e-19,1.3491308934705853e-21,7.07709090416793e-23,6.477461952155739e-23,6.0947337288654484e-24,1.1056779031768317e-25,9.807795314704245e-07,9.92175640406194e-11,3.896324866078602e-13,4.362816942355639e-15,2.596305694416758e-12
7.276457082697152e-08,0.06156424563882598,3.76,0.0,0.8685442563048479,0.9998176348020752,2.9330651475498327e-08,6.432104927773753e-08,3.3133349062704906e-07,3.819084236775889e-08,1.6972386055035102e-07,3.7442390192617696e-07,5.549004804353309e-11,1.1022264487394757e-12,1.886921881608499e-07,7.065937106566069e-22,1.631287693961802e-18,4.7509779818163056e-09,1.7443155423087173e-06,3.975423948682637e-13,2.834655122503812e-12,1.5857729771466992e-17,3.2862409160807958e-18,5.782014743264568e-10,5.197039546122583e-19,3.945540609440962e-08,1.1988444718731473e-10,1.625660604766798e-13,1.1895701349720502e-12,5.1291882611383716e-15,2.792211137987364e-19,4.528898866020611e-21,5.5146143701728744e-21,1.3458738013633948e-14,2.5753571455871187e-16,1.6762103282028203e-17,4.349563045144425e-21,9.034148754332563e-20,6.68989750077963e-07,3.109857507358412e-08,3.8257551114000603e-13,4.470657643412131e-11,1.2412076547235536e-13,6.322378927993948e-13,3.8422014154563244e-07,1.635162981840035e-12,4.062261158414774e-19,5.459993767631083e-17,0.00018130072222187805,9.443244841459143e-17,1.0315238151699315e-29,1.6102430109069846e-17,3.241903903662657e-20,2.244843903901689e-18,2.8202267016311026e-19,1.2118738897671582e-20,6.045079465970303e-25,2.1478217445040998e-17,9.192280726700983e-21,1.9405785107224067e-14,1.8145345618407437e-15,1.288146674341984e-19,1.4321099751646386e-21,7.523454721557661e-23,6.79626863365928e-23,6.308853067172553e-24,1.1543298077104752e-25,9.86714016847216e-07,1.0025942755715237e-10,3.975581725064715e-13,4.545578024093697e-15,2.6546330712275173e-12
7.351231478694602e-08,0.06156424585372373,3.76,0.0,0.8685442262933586,0.9998176174875781,3.037017706888301e-08,6.586822121252929e-08,3.3545181322985643e-07,3.9054524300008755e-08,1.7395879408007502e-07,3.786603017405811e-07,5.667279966975344e-11,1.1343907845449322e-12,1.935811218816383e-07,7.301926537445695e-22,1.7270257927836265e-18,4.8169211232802984e-09,1.7651732250678253e-06,3.999615768491215e-13,2.95584290683557e-12,1.639324227447339e-17,3.4053033880247707e-18,5.884784914613344e-10,5.429304480417597e-19,4.0603937725744844e-08,1.2203074362613138e-10,1.7051296372877078e-13,1.2304906984970281e-12,5.2615626028006745e-15,2.900486911147285e-19,4.741378267830722e-21,5.760199121777792e-21,1.3900076760229386e-14,2.660318606827659e-16,1.7393195850571255e-17,4.503750834371437e-21,9.301095115885174e-20,6.811895834516058e-07,3.17256440863263e-08,3.9982395045199697e-13,4.541931501763844e-11,1.2511408980444811e-13,6.36007754736052e-13,3.894788364777738e-07,1.6650240675327133e-12,4.1427562100237503e-19,5.5474243441246145e-17,0.00018130071908391,9.845049448025221e-17,1.071551782210874e-29,1.6653964963190516e-17,3.3803657003818886e-20,2.3337254565935804e-18,2.9437131538328728e-19,1.283825602634707e-20,6.366316941962551e-25,2.2314902617392404e-17,9.60174859406359e-21,1.9779430658671013e-14,1.882941794568625e-15,1.3375547263120963e-19,1.5193322336112689e-21,7.993253202275932e-23,7.127876299214149e-23,6.528519735121164e-24,1.2046120318515123e-25,9.925878814896746e-07,1.0130170719862235e-10,4.055735697642516e-13,4.73437633878571e-15,2.713531491463106e-12
7.426005874692052e-08,0.06156424606918263,3.76,0.0,0.8685441961315364,0.9998176000608956,3.143456026038005e-08,6.743410499634437e-08,3.3955577097145294e-07,3.992578182057971e-08,1.7824593830989403e-07,3.8290484079230213e-07,5.786886090094229e-11,1.167141670219913e-12,1.9853642963804297e-07,7.542787286703884e-22,1.8272145631413336e-18,4.88278990653795e-09,1.786097354471022e-06,4.0235605573702474e-13,3.0808978562227742e-12,1.6941071901207795e-17,3.5272883619255355e-18,5.988180108970242e-10,5.669227533126762e-19,4.1775294848035056e-08,1.2419040554426784e-10,1.787403771300078e-13,1.272409528809388e-12,5.396289633240317e-15,3.0119727547547916e-19,4.961401985913822e-21,6.014145943777993e-21,1.4351270950917565e-14,2.747197870201019e-16,1.8042279151226427e-17,4.662044660404866e-21,9.573785243508465e-20,6.935098043940536e-07,3.235982437030885e-08,4.1770456222589407e-13,4.6134052597273425e-11,1.26102537439761e-13,6.397391074678304e-13,3.94731080009689e-07,1.695180392956928e-12,4.2245067366919484e-19,5.635413565218866e-17,0.00018130071592559278,1.0259692374119444e-16,1.1127672697555167e-29,1.721883197041829e-17,3.5232636640768217e-20,2.4252746010169745e-18,3.071074556495042e-19,1.359324141955066e-20,6.701358978000056e-25,2.3175801031529794e-17,1.002509832507864e-20,2.0156147695250804e-14,1.9532621639867876e-15,1.3883923007089235e-19,1.610970160110443e-21,8.48746695474875e-23,7.472686396217094e-23,6.753832597232891e-24,1.2565638459721189e-25,9.984017448132908e-07,1.0234440933410414e-10,4.1368145841332503e-13,4.929354351963116e-15,2.7729958517836143e-12
7.500780270689503e-08,0.06156424628520208,3.76,0.0,0.8685441658192866,0.9998175825224614,3.2524099593660097e-08,6.901866349658213e-08,3.4364501689430735e-07,4.0804507234863706e-08,1.8258510872186965e-07,3.871574900288785e-07,5.907825712238915e-11,1.2004834735206438e-12,2.035580265480367e-07,7.788554288104843e-22,1.932004662040977e-18,4.9485775702872434e-09,1.8070878523691001e-06,4.047260839545837e-13,3.2098993875233997e-12,1.7501357234916922e-17,3.652233862524128e-18,6.092194760380642e-10,5.916968588425242e-19,4.2969731691781996e-08,1.263633113225741e-10,1.8725397353353477e-13,1.3153407339338418e-12,5.53339513413602e-15,3.126735411650638e-19,5.1891512216516895e-21,6.2766501430091575e-21,1.481242953292446e-14,2.8360167999590187e-16,1.8709706822403954e-17,4.82452311349293e-21,9.852306953828842e-20,7.059502493228243e-07,3.300111996403442e-08,4.362350888063376e-13,4.685072290186685e-11,1.2708613215913213e-13,6.434323444035371e-13,3.9997634482291346e-07,1.7256315625502127e-12,4.3075298308758985e-19,5.72395956772926e-17,0.00018130071274700504,1.0687438265454724e-16,1.155194985640722e-29,1.7797214383564574e-17,3.6706923955034336e-20,2.519546759625453e-18,3.2023829174111306e-19,1.4385081491656863e-20,7.050644897391456e-25,2.406137074266205e-17,1.0462667607103541e-20,2.0535924611057465e-14,2.025530456105148e-15,1.4406894424274356e-19,1.7072014595841103e-21,9.007107265453028e-23,7.831109496435631e-23,6.984891625455032e-24,1.3102251873403584e-25,1.0041562197891856e-06,1.0338754036274569e-10,4.218800787343748e-13,5.130656265610634e-15,2.8330210219931514e-12
7.575554666686953e-08,0.06156424650178138,3.76,0.0,0.8685441353565266,0.9998175648727052,3.363909300275147e-08,7.062185823391405e-08,3.477192166335315e-07,4.1690592521413744e-08,1.8697611640879617e-07,3.91418219714194e-07,6.03010136278872e-11,1.234420552086247e-12,2.0864582106985585e-07,8.03926223564468e-22,2.0415498210545547e-18,5.014277518724216e-09,1.8281446337881145e-06,4.0707191131260247e-13,3.342927479647964e-12,1.8074236085145292e-17,3.780178047819199e-18,6.196823377488983e-10,6.172688620929491e-19,4.418750257489984e-08,1.2854934050169134e-10,1.9605942338127862e-13,1.3592984447512512e-12,5.672904934118961e-15,3.244842417365818e-19,5.42480933031603e-21,6.547909338089991e-21,1.5283660792293914e-14,2.926797147979693e-16,1.9395836332391563e-17,4.991265775792611e-21,1.013674869532456e-19,7.185107428662806e-07,3.364953392280412e-08,4.554336054603204e-13,4.756926057511703e-11,1.2806489762765495e-13,6.470878548825193e-13,4.052141165909135e-07,1.756377151701725e-12,4.391842651797783e-19,5.813060507445419e-17,0.00018130070954822485,1.1128553618631451e-16,1.1988599313961417e-29,1.8389295569175083e-17,3.822747424143184e-20,2.61659799671069e-18,3.3377106095471545e-19,1.5215202391497933e-20,7.414622020912927e-25,2.4972073437881268e-17,1.0914799869373414e-20,2.0918749903028537e-14,2.09978171252118e-15,1.4944766490944052e-19,1.8082091150337617e-21,9.553216505562867e-23,8.203565351780785e-23,7.22179789517005e-24,1.3656366639962268e-25,1.0098519130478417e-06,1.0443110671297026e-10,4.3016897865148934e-13,5.33842799181498e-15,2.8936018477606023e-12
7.725103458681852e-08,0.061564246936616614,3.76,0.0,0.8685440739792055,0.9998175292409305,3.5946630801803266e-08,7.388399643909304e-08,3.5582119660570486e-07,4.348440942005687e-08,1.959128686810209e-07,3.999637984812437e-07,6.278670822606278e-11,1.3040979212544217e-12,2.19019606961908e-07,8.555638686790356e-22,2.2755345993186053e-18,5.14538863553097e-09,1.870456676726559e-06,4.1169195073932983e-13,3.621385771814934e-12,1.9258321757540436e-17,4.0452157682039e-18,6.407900886087811e-10,6.708714414802944e-19,4.669406390113585e-08,1.3296029253519536e-10,2.1456853708676336e-13,1.4503499999497522e-12,5.959240932014201e-15,3.4913633079855615e-19,5.9205954961206114e-21,7.117493832470792e-21,1.6256771259366478e-14,3.1143285535151686e-16,2.08256485811876e-17,5.337866666844743e-21,1.0723748878441026e-19,7.439911217053708e-07,3.4967724725927714e-08,4.959084724602447e-13,4.901168078162784e-11,1.3000803493827874e-13,6.542872352023479e-13,4.156651824867111e-07,1.818749760607768e-12,4.564406525664096e-19,5.992919909646544e-17,0.00018130070309039606,1.205196721959708e-16,1.290002886020085e-29,1.9615288059746603e-17,4.141122747116304e-20,2.8192649514255996e-18,3.620715166650445e-19,1.699618086305809e-20,8.188481340733428e-25,2.6870741102396977e-17,1.1864154197800427e-20,2.1693500079025275e-14,2.2543744489589817e-15,1.6066453716691954e-19,2.0253105907555713e-21,1.0729159669063277e-22,8.992297849305103e-23,7.71356160283138e-24,1.481875624213936e-25,1.021069351915171e-06,1.0651957122409914e-10,4.4702068966565547e-13,5.7739723731718415e-15,3.0164097531135518e-12
7.874652250676751e-08,0.06156424737368191,3.76,0.0,0.8685440119991528,0.9998174931689414,3.835954445601644e-08,7.722018645110097e-08,3.638592720212876e-07,4.5306363528564403e-08,2.0505460358763905e-07,4.085413267021978e-07,6.532614518196725e-11,1.3762084545947887e-12,2.2965693046406147e-07,9.092189901156218e-22,2.5304591824844816e-18,5.2760736253199645e-09,1.9130326758545772e-06,4.162181223662446e-13,3.916923038360392e-12,2.0494415379895673e-17,4.322709618261561e-18,6.621370142400307e-10,7.278612989962484e-19,4.9297013909593195e-08,1.3742232024448545e-10,2.343129500693069e-13,1.5456776220278748e-12,6.2555050135055045e-15,3.7520912446424997e-19,6.450268904323503e-21,7.724525040026052e-21,1.727145494040871e-14,3.3099637522446925e-16,2.2334650731479855e-17,5.702503382531425e-21,1.1335505097520672e-19,7.699493184269985e-07,3.631440269993966e-08,5.392803506718809e-13,5.0460807888363544e-11,1.3193213644775396e-13,6.61340285022917e-13,4.260804091566559e-07,1.882294281868617e-12,4.742337079967582e-19,6.17497738711172e-17,0.00018130069655271816,1.3032100326999126e-16,1.3864019011781125e-29,2.0898277633721245e-17,4.479171720761944e-20,3.033736555826271e-18,3.9206743078178115e-19,1.8948387117880696e-20,9.026680794964284e-25,2.887556698065369e-17,1.2876023355019125e-20,2.2480308198736962e-14,2.4173255846653867e-15,1.7251514014163645e-19,2.26384489180992e-21,1.20242632946173e-22,9.842425488165117e-23,8.22995396832964e-24,1.6056189677546162e-25,1.0320587927414575e-06,1.0860985484829142e-10,4.642326808746481e-13,6.237187674906865e-15,3.141377944898449e-12
8.02420104267165e-08,0.061564247812969625,3.76,0.0,0.8685439494161403,0.9998174566600488,4.0880193436383266e-08,8.063007451389741e-08,3.7183119499582154e-07,4.715558307153313e-08,2.1439966633636e-07,4.171505441369499e-07,6.791952334752126e-11,1.4507866844079894e-12,2.405568342838876e-07,9.649186497755641e-22,2.8076650998687743e-18,5.406285420050099e-09,1.9558717207441956e-06,4.206523329751325e-13,4.230198019630395e-12,2.1783590096686016e-17,4.612970284238801e-18,6.837189851936574e-10,7.88370823660886e-19,5.199838712954525e-08,1.4193450070661085e-10,2.553377169359732e-13,1.6453950064983832e-12,6.561905075202342e-15,4.02759519433071e-19,7.015372594745157e-21,8.37066579332722e-21,1.832855224396731e-14,3.5138723041574062e-16,2.3925841183202918e-17,6.085848326321669e-21,1.1972745958992924e-19,7.963835342230158e-07,3.7689558714556716e-08,5.8570604639214e-13,5.191615105988011e-11,1.3383738735194093e-13,6.682499761733029e-13,4.364561292814994e-07,1.947006343142174e-12,4.925774099058477e-19,6.359218864130233e-17,0.00018130068993579094,1.4071146860774186e-16,1.4882676162093812e-29,2.2239732768191098e-17,4.8376912379405895e-20,3.2604845469775127e-18,4.2381800897493127e-19,2.1084724624332048e-20,9.933097367659504e-25,3.0990371355943736e-17,1.3953368167555713e-20,2.3279085917336515e-14,2.5889243510875886e-15,1.8502553127714337e-19,2.525474904702548e-21,1.3448041586109387e-22,1.075764731869236e-22,8.771823573256027e-24,1.737216454469863e-25,1.0428248659399765e-06,1.1070201001756354e-10,4.818231445380048e-13,6.729301239711886e-15,3.268464540413683e-12
8.17374983466655e-08,0.06156424825447192,3.76,0.0,0.8685438862301077,0.9998174197175099,4.3510925445210414e-08,8.411328874148637e-08,3.797348852096863e-07,4.903119568908061e-08,2.2394634950302768e-07,4.2579118235329935e-07,7.056703992702701e-11,1.5278670235675683e-12,2.517182735452969e-07,1.0226897430691678e-21,3.108542833062993e-18,5.5359792465567175e-09,1.998972811099349e-06,4.2499645118611276e-13,4.561876750980546e-12,2.3126905745466162e-17,4.916311252377147e-18,7.055319828914285e-10,8.525337437008319e-19,5.480021602257785e-08,1.4649592798124405e-10,2.7768761252354767e-13,1.7496160136934141e-12,6.878649281158963e-15,4.318456652947973e-19,7.617481594466922e-21,9.057613369601521e-21,1.942889101463271e-14,3.726221571285871e-16,2.5602278964495134e-17,6.4885893690464676e-21,1.263620795533646e-19,8.232918177575113e-07,3.9093170343325534e-08,6.353477946708212e-13,5.3377232709293396e-11,1.3572397108807118e-13,6.750192210221744e-13,4.467888556482732e-07,2.0128811961297702e-12,5.11485831544954e-19,6.545630555037213e-17,0.00018130068324020694,1.517132434843138e-16,1.5958153123902892e-29,2.3641120911803706e-17,5.2174917735944205e-20,3.499990808656091e-18,4.573830244662207e-19,2.3418784558888356e-20,1.0911733891576957e-24,3.321902665188073e-17,1.5099246510678787e-20,2.408974646820134e-14,2.7694636235085523e-15,1.9822250603535427e-19,2.81195568483803e-21,1.501055631639189e-22,1.1741816314552265e-22,9.340036474181287e-24,1.8770291426235019e-25,1.053372109278653e-06,1.1279608956643713e-10,4.997636668313219e-13,7.251565216890069e-15,3.397627519584451e-12
8.323298626661449e-08,0.06156424869817986,3.76,0.0,0.8685438224411562,0.9998173823445277,4.625407631791311e-08,8.766943968409898e-08,3.875684235297038e-07,5.093232897686054e-08,2.3369289585039354e-07,4.344629651665932e-07,7.326889047913004e-11,1.607483771931901e-12,2.631401193250708e-07,1.082558984927807e-21,3.434531100749395e-18,5.665112551565241e-09,2.042334860367635e-06,4.2925230842894366e-13,4.9126322024910034e-12,2.452540834052947e-17,5.233048880840896e-18,7.275720970815085e-10,9.204850783236564e-19,5.770453046710168e-08,1.511057126875904e-10,3.014071006098808e-13,1.858454639632509e-12,7.205945994414534e-15,4.625269465972099e-19,8.258202088021097e-21,9.787098616791693e-21,2.057328644708044e-14,3.9471766955973393e-16,2.7367082944777435e-17,6.911429569709592e-21,1.3326635086529619e-19,8.506720716249908e-07,4.052520236591583e-08,6.883732041351997e-13,5.484358814409627e-11,1.3759206936990642e-13,6.816508739913602e-13,4.570752752586901e-07,2.0799137324775826e-12,5.309731464132063e-19,6.734198958280008e-17,0.000181300676466546,1.6334873800823408e-16,1.7092648467349627e-29,2.5103908114611025e-17,5.61939701277694e-20,3.752747230702998e-18,4.928228131989459e-19,2.5964846900139162e-20,1.1966726219146532e-24,3.556545588045082e-17,1.631681278432891e-20,2.4912204633418273e-14,2.9592398078775626e-15,2.121335895176587e-19,3.125134361608445e-21,1.6722416585408863e-22,1.2798938987613145e-22,9.935475938687133e-24,2.025429321578371e-25,1.0637049702383495e-06,1.1489214671722057e-10,5.180862700686785e-13,7.805255902747326e-15,3.528824754584613e-12
8.472847418656348e-08,0.06156424914408401,3.76,0.0,0.8685437580495424,0.9998173445442508,4.9111969461752074e-08,9.12981210879573e-08,3.953300463787781e-07,5.285811141173708e-08,2.4363750152387597e-07,4.4316560913871554e-07,7.602526886580889e-11,1.6896711235698912e-12,2.748211619514185e-07,1.144552931497863e-21,3.787117196559948e-18,5.7936449462218374e-09,2.085956699095099e-06,4.3342169938295886e-13,5.283143894397665e-12,2.5980129444930624e-17,5.5635026244105185e-18,7.498355250384728e-10,9.9236106279852e-19,6.071335715426301e-08,1.5576298182536342e-10,3.2654027134197044e-13,1.9720249709735105e-12,7.544003667192842e-15,4.948639928033948e-19,8.939171006463299e-21,1.0560885545985472e-20,2.1762540529158994e-14,4.1769004891265255e-16,2.922343245684179e-17,7.355087191263106e-21,1.4044778421164424e-19,8.785220586191903e-07,4.1985607206499605e-08,7.449553372472698e-13,5.6314765383750465e-11,1.3944186219111665e-13,6.881477322411491e-13,4.673122449643463e-07,2.148098499197786e-12,5.510536241525382e-19,6.924910856832515e-17,0.00018130066961538277,1.7564058596454084e-16,1.8288406885279494e-29,2.662955835386648e-17,6.044243645099309e-20,4.019255800751364e-18,5.301982844834009e-19,2.873790425343313e-20,1.3102333250624804e-24,3.803363163831723e-17,1.7609320203006514e-20,2.574637674416494e-14,3.1585527632659038e-15,2.267870461878081e-19,3.466953224626371e-21,1.8594797228728207e-22,1.393317958582844e-22,1.0559042560213204e-23,2.1828007673635876e-25,1.0738278070806788e-06,1.169902350708085e-10,5.367029423714897e-13,8.391673348084183e-15,3.6620140572729205e-12
8.622396210651247e-08,0.06156424959217432,3.76,0.0,0.8685436930556718,0.9998173063197747,5.2086914823557754e-08,9.49989101566809e-08,4.030181397118227e-07,5.48076737568093e-08,2.5377832012119107e-07,4.518988242138913e-07,7.883636714933872e-11,1.7744631759080693e-12,2.867601146870603e-07,1.208698065031099e-21,4.167838236299908e-18,5.9215381567109685e-09,2.129837078659959e-06,4.37506382064116e-13,5.674097451763444e-12,2.749208596516906e-17,5.907995415174645e-18,7.72318572022967e-10,1.0682990256243974e-18,6.382871802049176e-08,1.6046687875994911e-10,3.5313074632988965e-13,2.0904411205119268e-12,7.89303068145726e-15,5.289187125967053e-19,9.66205588771446e-21,1.1380771232932799e-20,2.299744102388982e-14,4.415553237075164e-16,3.1174569136660826e-17,7.820295957512736e-21,1.4791395524659477e-19,9.068394089587323e-07,4.347432538980791e-08,8.052729109873154e-13,5.779032508445431e-11,1.4127352780368542e-13,6.945125358054135e-13,4.774967875736613e-07,2.2174297164322224e-12,5.717416191728906e-19,7.117753320635989e-17,0.00018130066268727435,1.8861162266045229e-16,1.9547720470102111e-29,2.821953251524261e-17,6.492881259850771e-20,4.300028900602368e-18,5.695709457559429e-19,3.175370458998335e-20,1.432294931678904e-24,4.062757538128936e-17,1.8980125732311347e-20,2.6592180705189268e-14,3.3677057413912276e-15,2.422119058921021e-19,3.839455889534753e-21,2.0639475775819377e-22,1.5148867822271096e-22,1.121165469903581e-23,2.349539300872943e-25,1.0837448890585026e-06,1.1909040859327363e-10,5.557497250728073e-13,9.012141068229565e-15,3.7971532499908425e-12
8.771945002646147e-08,0.06156425004243995,3.76,0.0,0.868543627460093,0.9998172676741399,5.518120833163735e-08,9.877136866236574e-08,4.1063123376700087e-07,5.678014995216588e-08,2.6411346571840906e-07,4.606623141911804e-07,8.17023755412546e-11,1.861893936410144e-12,2.9895561682207724e-07,1.2750208700465983e-21,4.578281508257755e-18,6.048755973178924e-09,2.1739746744172193e-06,4.4150807820755747e-13,6.086184271594077e-12,2.906228024759709e-17,6.2668538869399815e-18,7.950176506146492e-10,1.1484372867066625e-18,6.705263005467446e-08,1.6521656306701167e-10,3.8122162364751476e-13,2.21381718556682e-12,8.253235247055566e-15,5.647543053679487e-19,1.0428554487291439e-20,1.2248585431883165e-20,2.4278760946257668e-14,4.663292594282948e-16,3.3223797585396314e-17,8.307805074202573e-21,1.5567250003418303e-19,9.356216261776e-07,4.499128594500822e-08,8.695103755180374e-13,5.926984037746797e-11,1.4308724271905212e-13,7.007479681872814e-13,4.876260878322113e-07,2.2879012919414553e-12,5.930515515088658e-19,7.312713708229156e-17,0.0001813006556827777,2.0228486684796846e-16,2.0872929131745453e-29,2.98752877655295e-17,6.96617215418657e-20,4.595589413149036e-18,6.110029150405742e-19,3.5028770375452595e-20,1.56330835535074e-24,4.3351356494699144e-17,2.043269242340653e-20,2.7449535996776586e-14,3.587005316123989e-15,2.584379740452228e-19,4.244790322022033e-21,2.2868852436238365e-22,1.645050182036222e-22,1.1894248611971096e-23,2.5260530488039935e-25,1.0934603973441234e-06,1.2119272161102786e-10,5.750202375282605e-13,9.668005569024184e-15,3.934200211519867e-12
8.921493794641046e-08,0.06156425049486967,3.76,0.0,0.8685435612634912,0.999817228610334,5.8397131923511865e-08,1.0261504284050841e-07,4.181679958687388e-07,5.877467755054797e-08,2.7464101579959154e-07,4.694557771811795e-07,8.462348242323141e-11,1.951997328757403e-12,3.1140623765738234e-07,1.3435478616206311e-21,5.020083253568337e-18,6.175264160617506e-09,2.2183680897713514e-06,4.4542847451170775e-13,6.520101132515983e-12,3.069169995239254e-17,6.640408442853776e-18,8.179292773277299e-10,1.2329150683557417e-18,7.038710407342795e-08,1.7001120998908972e-10,4.108554576673696e-13,2.342267222024926e-12,8.62482534173355e-15,6.024352339418701e-19,1.1240393600641568e-20,1.3166189328397119e-20,2.5607258655886225e-14,4.92027359492845e-16,3.5374484154915304e-17,8.818378787564948e-21,1.637311101576295e-19,9.64866094257605e-07,4.6536406985526266e-08,9.378578057669822e-13,6.075289642150615e-11,1.448831817565842e-13,7.068566582976025e-13,4.976974854230693e-07,2.359506838671821e-12,6.149979221595378e-19,7.509779656386465e-17,0.00018130064860242713,2.1668351003796762e-16,2.226641959733657e-29,3.1598277256432386e-17,7.46499083267756e-20,4.906470514541901e-18,6.545569172490923e-19,3.8580390574635623e-20,1.7037381778027317e-24,4.6209090298532306e-17,2.1970588076665987e-20,2.8318363632639846e-14,3.8167612410953546e-15,2.75495816502485e-19,4.685207752780769e-21,2.5295945175373567e-22,1.7842745386906096e-22,1.2607778036055231e-23,2.712762280954956e-25,1.102978428049555e-06,1.2329722878655938e-10,5.948627234328968e-13,1.0360635313895291e-14,4.0731129022197794e-12
