Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7)
1.695963397013625e-06,0.2928115082710064,3.76,0.0,0.5032381232829797,0.9999984526089828,2.1752121418747276e-11,1.8311317280032045e-11,1.8654344310309074e-06,2.16544940813891e-06,5.059310519570362e-07,3.0174384981413047e-07,1.8659243885696015e-11,2.1259233412412207e-14,3.5941254858943217e-07,8.580510961204378e-08,6.439813964219315e-08,8.912180042597925e-07,4.554240309968764e-09,5.773932522442636e-07
1.744791210467025e-06,0.29281151205236966,3.76,0.0,0.503238006927926,0.9999983980036816,2.3916994178784798e-11,1.93851365502199e-11,1.942151079189116e-06,2.2383222551405217e-06,5.214308972361081e-07,3.0227841892305607e-07,1.9037792488471912e-11,2.1412091890058553e-14,3.635282243379469e-07,8.60194252458945e-08,6.721971265489693e-08,9.272855732570555e-07,4.565794747121804e-09,6.07464835569033e-07
1.788736242575085e-06,0.2928115154577243,3.76,0.0,0.5032379018515357,0.9999983487724882,2.597133141136174e-11,2.0360553003863832e-11,2.0115380012717576e-06,2.3039817032580055e-06,5.354002726918971e-07,3.027075840017607e-07,1.9365909393396456e-11,2.1542875704676852e-14,3.669817120399818e-07,8.619148659027616e-08,6.977404132788607e-08,9.598191581591733e-07,4.5750711046476755e-09,6.348121561734307e-07
1.832681274683145e-06,0.2928115188648149,3.76,0.0,0.5032377964624155,0.9999982994669477,2.8126894691092562e-11,2.1343324660571015e-11,2.0812245873489814e-06,2.3697037162581213e-06,5.493868870462463e-07,3.030927609663868e-07,1.9682429290839547e-11,2.1667879817878814e-14,3.702116930816703e-07,8.634591513454858e-08,7.234144488288159e-08,9.924143664334304e-07,4.583396806846389e-09,6.624095834656492e-07
1.876626306791205e-06,0.2928115222734072,3.76,0.0,0.5032376907832262,0.9999982500936448,3.038439015961634e-11,2.233241350973421e-11,2.1511891196511586e-06,2.4354818811173548e-06,5.633896068093504e-07,3.0343845815732704e-07,1.9987664392432295e-11,2.1786662050641108e-14,3.7323104051525176e-07,8.648451778515945e-08,7.492098057170286e-08,1.025064882497203e-06,4.590869270593302e-09,6.902408693800916e-07
1.920571338899265e-06,0.2928115256832925,3.76,0.0,0.5032375848350278,0.9999982006585705,3.2744420260585274e-11,2.3326850979447024e-11,2.2214114149386287e-06,2.501310442330304e-06,5.77407364294302e-07,3.0374872160081293e-07,2.0281929107610416e-11,2.190003117351874e-14,3.7605208071242126e-07,8.660891623025904e-08,7.751177171932168e-08,1.0577650382986385e-06,4.597575927184968e-09,7.182907090585853e-07
1.9645163710073253e-06,0.29281152909428987,3.76,0.0,0.5032374786373879,0.9999981511671755,3.520749085731783e-11,2.4325736747905564e-11,2.291872720327672e-06,2.56718423434631e-06,5.914391547508913e-07,3.040271825332582e-07,2.056553905209833e-11,2.200885857041094e-14,3.786865897437236e-07,8.67205659555374e-08,8.01130033007398e-08,1.0905097467785266e-06,4.60359524744977e-09,7.465446998091604e-07
2.0084614031153856e-06,0.2928115325062394,3.76,0.0,0.5032373722084844,0.9999981016244215,3.777401820107109e-11,2.5328237137528336e-11,2.362555615770429e-06,2.633098620994671e-06,6.054840334956205e-07,3.0427710000430365e-07,2.0838810638714235e-11,2.2112299235051267e-14,3.811457947435511e-07,8.682077329854978e-08,8.272391779259051e-08,1.1232944422149971e-06,4.608997661116442e-09,7.749893000049873e-07
2.0524064352234458e-06,0.29281153591900205,3.76,0.0,0.5032372655651995,0.9999980520348255,4.044433571899774e-11,2.6333583174239817e-11,2.433443922692004e-06,2.699049441085343e-06,6.195411130585852e-07,3.045013991318881e-07,2.1102057948079284e-11,2.221093402365253e-14,3.8344037936770817e-07,8.691071076681074e-08,8.534381127985585e-08,1.1561150266502356e-06,4.613846382710265e-09,8.036117882202376e-07
2.096351467331506e-06,0.29281153933245574,3.76,0.0,0.5032371587232102,0.9999980024024998,4.321870059106053e-11,2.7341068357518232e-11,2.5045226186217595e-06,2.7650329597762837e-06,6.336095603639584e-07,3.0470270529850064e-07,2.1355592120485987e-11,2.2305982076053757e-14,3.8558049280126095e-07,8.69914307368638e-08,8.79720298117814e-08,1.1889678219964496e-06,4.618198150083391e-09,8.324002228428642e-07
2.1402964994395662e-06,0.29281154274649396,3.76,0.0,0.5032370516970693,0.9999979527311899,4.609730008642569e-11,2.835004621738834e-11,2.5757777573619334e-06,2.8310458249431215e-06,6.47688593964234e-07,3.0488337482850286e-07,2.1599722209456832e-11,2.239632128497699e-14,3.8757576146625237e-07,8.706387774658528e-08,9.060796598912285e-08,1.2218495270682786e-06,4.6221038870564176e-09,8.613434024539109e-07
2.1842415315476265e-06,0.2928115461610241,3.76,0.0,0.503236944500286,0.9999979030243076,4.9080257636548226e-11,2.9359927712605996e-11,2.64719639435628e-06,2.8970850279890234e-06,6.617774813429676e-07,3.050455225428736e-07,2.1834752165954746e-11,2.2482259369837944e-14,3.894353028029891e-07,8.712889953439247e-08,9.325105576943526e-08,1.2547571789879963e-06,4.6256092986622255e-09,8.904308271849139e-07
2.2281865636556867e-06,0.2928115495759655,3.76,0.0,0.5032368371453964,0.9999978532849607,5.2167638631494546e-11,3.0370178516941406e-11,2.7187665169330612e-06,2.9631478686191583e-06,6.758755362955328e-07,3.051910465258873e-07,2.2060980202569937e-11,2.256550434589782e-14,3.911677406482584e-07,8.718725696355816e-08,9.590077547727614e-08,1.2876881184951e-06,4.628755406195172e-09,9.196526611902599e-07
2.272131595763747e-06,0.29281155299124817,3.76,0.0,0.5032367296440328,0.9999978035159821,5.5359455931401737e-11,3.1380316228230564e-11,2.790476979161464e-06,3.029231923222929e-06,6.899821163938255e-07,3.053216503544547e-07,2.227870091276085e-11,2.2644681572667782e-14,3.927812218688086e-07,8.723963293256858e-08,9.855663900870795e-08,1.3206399588089014e-06,4.631579027492653e-09,9.489996963197543e-07
2.316076627871807e-06,0.29281155640681134,3.76,0.0,0.503236622006986,0.9999977537199529,5.865567508791072e-11,3.2389907533504116e-11,2.862317441055623e-06,3.095335016516634e-06,7.040966205398232e-07,3.054388630345369e-07,2.2488202272096478e-11,2.2719633666478775e-14,3.942834339246131e-07,8.728664036380543e-08,1.0121819521928974e-07,1.3536105577020594e-06,4.634113207734034e-09,9.784633170621532e-07
2.3600216599798674e-06,0.2928115598226027,3.76,0.0,0.5032365142442657,0.9999977038992265,6.20562192721636e-11,3.339856536102728e-11,2.9342783118611185e-06,3.16145519610791e-06,7.182184866123657e-07,3.055440568831248e-07,2.2689764520443983e-11,2.2792698219482637e-14,3.95681623061123e-07,8.732882937041e-08,1.0388502548477826e-07,1.386597992451509e-06,4.636387605862364e-09,1.0080354668223873e-06
2.4039666920879276e-06,0.292811563238577,3.76,0.0,0.5032364063651548,0.9999976540559489,6.55609739087616e-11,3.4405946047126243e-11,3.00635069716214e-06,3.2275907096642986e-06,7.3234718921028e-07,3.056384635793745e-07,2.2883663651106072e-11,2.2862354564424193e-14,3.9698261286046265e-07,8.736669369248116e-08,1.0655674142383334e-07,1.4196005373539353e-06,4.638428841434489e-09,1.0377086155776407e-06
2.447911724195988e-06,0.2928115666546954,3.76,0.0,0.5032362983782604,0.9999976041920762,6.916979101815947e-11,3.5411746540278417e-11,3.0785263495666545e-06,3.293739984412204e-06,7.464822374933029e-07,3.0572318857734474e-07,2.307016851206692e-11,2.2927737098238168e-14,3.981928229291056e-07,8.740067647218052e-08,1.0923298277272202e-07,1.4526166435362566e-06,4.640260806084345e-09,1.0674757289333278e-06
2.491856756304048e-06,0.2928115700709245,3.76,0.0,0.5032361902915634,0.999997554309394,7.288249327259562e-11,3.641570166031265e-11,3.150797622745766e-06,3.359901608732071e-06,7.606231731208652e-07,3.057992240449292e-07,2.3249538680022877e-11,2.2991944292509212e-14,3.9931828756115534e-07,8.743117543872278e-08,1.119134154027366e-07,1.4856449208304685e-06,4.641904943143024e-09,1.0973302385800713e-06
2.5358017884121083e-06,0.29281157348723624,3.76,0.0,0.5032360821124617,0.9999975044095302,7.669887777231978e-11,3.741758142736869e-11,3.2231574286176154e-06,3.4260743156416895e-06,7.74769568288001e-07,3.058674604752606e-07,2.342202942225523e-11,2.3053498035040723e-14,4.003646742463023e-07,8.745854756622198e-08,1.1459772947160583e-07,1.5186841215079234e-06,4.643380498560888e-09,1.1272660141413647e-06
2.5797468205201685e-06,0.2928115769036062,3.76,0.0,0.5032359738478123,0.9999974544939709,8.061871955000694e-11,3.841718847289387e-11,3.2955991974753805e-06,3.4922569679756535e-06,7.889210238571969e-07,3.059286971056292e-07,2.3587889158022722e-11,2.3110506645702618e-14,4.0133730189542476e-07,8.748311324842971e-08,1.1728563770055194e-07,1.5517331256840052e-06,4.644704746081755e-09,1.1572773363951253e-06
2.6236918526282287e-06,0.292811580320014,3.76,0.0,0.5032358655039698,0.9999974045640722,8.464177481223285e-11,3.941435554271829e-11,3.3681168408679704e-06,3.5584485450846354e-06,8.030771675845607e-07,3.059836512679332e-07,2.37473557141868e-11,2.316692237323477e-14,4.022411586887896e-07,8.75051600443248e-08,1.1997687376900444e-07,1.5847909282195348e-06,4.645893189329194e-09,1.1873588718460557e-06
2.667636884736289e-06,0.2928115837364425,3.76,0.0,0.503235757086823,0.999997354621072,8.876778392786775e-11,4.040894310021171e-11,3.440704717052755e-06,3.6246481308964195e-06,8.172376524381942e-07,3.0603296678179797e-07,2.3900662817979547e-11,2.322161667634898e-14,4.0308091947584467e-07,8.752494604694614e-08,1.2267119081940096e-07,1.6178566269632084e-06,4.646959743177256e-09,1.2175056486186425e-06
2.711581916844349e-06,0.2928115871528773,3.76,0.0,0.5032356486018278,0.9999973046661003,9.29964741740553e-11,4.140083703515595e-11,3.5133575988512455e-06,3.6908549031990854e-06,8.314021550062023e-07,3.0607722148849023e-07,2.404803840607106e-11,2.3271283172020635e-14,4.038609626550038e-07,8.754270290218977e-08,1.253683600649674e-07,1.6509294121976445e-06,4.6479168965739234e-09,1.2477130336341938e-06
2.7555269489524094e-06,0.29281159056930656,3.76,0.0,0.5032355400540385,0.9999972547001894,9.732756225097058e-11,4.238994648187335e-11,3.5860706437494435e-06,3.7570681240222626e-06,8.45570373991484e-07,3.0611693401284815e-07,2.41896985615295e-11,2.3320743378327294e-14,4.045853864925735e-07,8.755863851516024e-08,1.2806816949380563e-07,1.684008557166821e-06,4.6487758586931244e-09,1.2779767110310304e-06
2.7994719810604696e-06,0.29281159398572054,3.76,0.0,0.5032354314481376,0.9999972047242821,1.0176075657682245e-10,4.3376201749052474e-11,3.6588393660940023e-06,3.8232871310046836e-06,8.597420287902656e-07,3.0615256983182365e-07,2.4325855470585025e-11,2.336968043518943e-14,4.052580248611784e-07,8.757293948819471e-08,1.3077042266300527e-07,1.7170934095747889e-06,4.649546690067172e-09,1.3082926617844616e-06
2.84341701316853e-06,0.2928115974021113,3.76,0.0,0.5032353227884616,0.9999971547392396,1.0629575937469055e-10,4.435955236241779e-11,3.7316596112440064e-06,3.889511329646774e-06,8.739168581512395e-07,3.061845467208228e-07,2.445671734760871e-11,2.341292657553065e-14,4.058824623594676e-07,8.758577330394782e-08,1.334749375768498e-07,1.7501833839560103e-06,4.650238420292465e-09,1.3386571444816394e-06
2.88736204527659e-06,0.29281160081847235,3.76,0.0,0.5032352140790267,0.9999971047458487,1.1093226856282986e-10,4.53399652199268e-11,3.804527531546517e-06,3.955740186357136e-06,8.880946189120736e-07,3.0621323964195096e-07,2.458247928586807e-11,2.3456054788291003e-14,4.06462048797742e-07,8.75972902785181e-08,1.3618154564353057e-07,1.7832779548275114e-06,4.650859153696194e-09,1.3690666772050509e-06
2.9313070773846503e-06,0.29281160423479885,3.76,0.0,0.5032351053235521,0.9999970547448284,1.1566997946004488e-10,4.631742285870684e-11,3.877439564012376e-06,4.02197322221132e-06,9.022750848099938e-07,3.0623898513149445e-07,2.470333238545234e-11,2.3500215431824526e-14,4.069999130614224e-07,8.7607625326372e-08,1.3889009070512383e-07,1.8163766505424923e-06,4.651416164134867e-09,1.399518020477406e-06
2.9752521094927105e-06,0.29281160765108694,3.76,0.0,0.5032349965254814,0.9999970047368363,1.2050858631760497e-10,4.729192183209262e-11,3.950392409576641e-06,4.08821000735004e-06,9.164580453631036e-07,3.062620852378634e-07,2.48194663983624e-11,2.35379058069737e-14,4.074989763351786e-07,8.761689954061552e-08,1.4160042813591108e-07,1.8494790477736752e-06,4.651915980093929e-09,1.430008161220256e-06
3.0191971416007708e-06,0.2928116110673337,3.76,0.0,0.5032348876880031,0.999996954722473,1.254477836889452e-10,4.8263471193796996e-11,4.023383013835474e-06,4.154450155951527e-06,9.306433048191283e-07,3.062828110559338e-07,2.4931056712100777e-11,2.3575124647709995e-14,4.0796196468629075e-07,8.762522160072969e-08,1.443124240044339e-07,1.8825847665620656e-06,4.652364461104307e-09,1.4605342976788753e-06
3.063142173708831e-06,0.29281161448353726,3.76,0.0,0.5032347788140684,0.9999969047022883,1.3048726764810034e-10,4.923209108638102e-11,4.096408549158141e-06,4.220693321719145e-06,9.448306811683083e-07,3.0630140589912166e-07,2.5038273998588727e-11,2.3615372864005862e-14,4.0839142104227434e-07,8.763268905063699e-08,1.470259542949599e-07,1.9156934658731445e-06,4.652766866272882e-09,1.4910938252665237e-06
3.107087205816891e-06,0.29281161789969634,3.76,0.0,0.5032346699064103,0.9999968546767846,1.3562673686747892e-10,5.019781143097099e-11,4.1694663980793025e-06,4.286939193831475e-06,9.590200052172263e-07,3.06318088146364e-07,2.514129106773082e-11,2.3648369580995702e-14,4.087897165574054e-07,8.763938944452794e-08,1.4974090418430716e-07,1.9488048396084705e-06,4.6531279157940325e-09,1.5216843232820668e-06
3.1510322379249514e-06,0.2928116213158103,3.76,0.0,0.5032345609675573,0.9999968046464215,1.408658935652108e-10,5.116067071380199e-11,4.242554137882874e-06,4.353187493307369e-06,9.73211119720427e-07,3.0633305379736895e-07,2.524026529067738e-11,2.3679910693481674e-14,4.091590613681609e-07,8.764540135897885e-08,1.5245716737023286e-07,1.9819186130260184e-06,4.653451846217521e-09,1.552303542455936e-06
3.1949772700330117e-06,0.29281162473187894,3.76,0.0,0.5032344519998504,0.9999967546116196,1.462044443319017e-10,5.212071486567878e-11,4.315669526294662e-06,4.419437969743442e-06,9.874038785667567e-07,3.0634647876602994e-07,2.533534759967044e-11,2.3716981129292374e-14,4.095015147895224e-07,8.765079531834604e-08,1.5517464544783587e-07,2.0150345395272384e-06,4.6537424599911015e-09,1.5829493932805128e-06
3.238922302141072e-06,0.29281162814790257,3.76,0.0,0.5032343430054553,0.9999967045727641,1.5164210084620202e-10,5.3077996230819624e-11,4.388810488206349e-06,4.485690398385911e-06,1.0015981460174645e-06,3.063585209388152e-07,2.5426695448005677e-11,2.374620161664008e-14,4.098189949553777e-07,8.765563462866545e-08,1.5789324733065548e-07,2.0481523977733484e-06,4.654003169913919e-09,1.61361993508241e-06
3.282867334249132e-06,0.29281163156388185,3.76,0.0,0.503234233986377,0.9999966545302065,1.5717858048815418e-10,5.403257261989938e-11,4.461975103358673e-06,4.551944577502479e-06,1.0157937959931812e-06,3.063693220222028e-07,2.5514450230266863e-11,2.3772119318382503e-14,4.101132878958766e-07,8.765997610260348e-08,1.606128887133644e-07,2.081271989097222e-06,4.654237039119872e-09,1.6443133657955547e-06
3.3268123663571923e-06,0.29281163497981755,3.76,0.0,0.5032341249444706,0.9999966044842699,1.628136068588258e-10,5.4984506442847914e-11,4.535161594916346e-06,4.6182003260235516e-06,1.0299907114070306e-06,3.0637900920078453e-07,2.559874375131123e-11,2.3806585051159123e-14,4.1038605611663543e-07,8.766387072844517e-08,1.6333349157315782e-07,2.114393135180441e-06,4.6544468168963725e-09,1.6750280123955098e-06
3.3707573984652526e-06,0.29281163839571106,3.76,0.0,0.5032340158814517,0.9999965544352488,1.6854691021428325e-10,5.5933863918117064e-11,4.608368318871839e-06,4.684457481425171e-06,1.0441887835412062e-06,3.063876966254485e-07,2.567971958195852e-11,2.3833062771540548e-14,4.10638846691317e-07,8.76673642811842e-08,1.6605498370713318e-07,2.1475156759683437e-06,4.654634970793572e-09,1.7057623219570401e-06
3.414702430573313e-06,0.29281164181156344,3.76,0.0,0.5032339067989084,0.999996504383414,1.743782278215064e-10,5.688071435300207e-11,4.6815937542194495e-06,4.750715897828874e-06,1.0583879114644866e-06,3.0639548674905964e-07,2.5757505525371728e-11,2.385325810774964e-14,4.108730988454543e-07,8.767049783893554e-08,1.6877729830313377e-07,2.180639467798828e-06,4.654803715560143e-09,1.7365148532985706e-06
3.458647462681373e-06,0.29281164522737624,3.76,0.0,0.5032337976983098,0.999996454329013,1.8030730424339362e-10,5.782512949029277e-11,4.754836493844935e-06,4.816975444296249e-06,1.0725880014882532e-06,3.06402471525263e-07,2.5832214749203125e-11,2.3885475487830398e-14,4.1109015110617227e-07,8.767330826415198e-08,1.7150037354170078e-07,2.2137643817228305e-06,4.654955039049163e-09,1.7672842691787174e-06
3.5025924947894332e-06,0.292811648643151,3.76,0.0,0.5032336885810144,0.9999964042722723,1.8633389155956524e-10,5.876718291871961e-11,4.828095236079852e-06,4.883236003298276e-06,1.0867889666586974e-06,3.064087334844337e-07,2.590397812675068e-11,2.3910421234025586e-14,4.1129124804100275e-07,8.767582865701005e-08,1.7422415222693617e-07,2.2468903019968382e-06,4.655090725390757e-09,1.7980693290117255e-06
3.5465375268974935e-06,0.2928116520588894,3.76,0.0,0.5032335794482794,0.9999963542133999,1.9245774952924322e-10,5.97069495419168e-11,4.901368776873169e-06,4.9494974693414845e-06,1.100990726283022e-06,3.0641434669936254e-07,2.5972912627240712e-11,2.3924684841131677e-14,4.114775465418541e-07,8.767808872071663e-08,1.7694858144422748e-07,2.280017124730019e-06,4.6552123759418705e-09,1.8288688820702897e-06
3.5904825590055537e-06,0.29281165547459304,3.76,0.0,0.5032334703012675,0.9999963041525862,1.986786457020599e-10,6.064450510089411e-11,4.974656002536e-06,5.0157597477349155e-06,1.115193205487529e-06,3.064193776519772e-07,2.603911316629507e-11,2.3954712355480813e-14,4.116501217347398e-07,8.768011510324568e-08,1.7967361224292674e-07,2.3131447566699286e-06,4.655321428038549e-09,1.8596818611457192e-06
3.634427591113614e-06,0.29281165889026367,3.76,0.0,0.5032333611410537,0.9999962540900055,2.0499635548224517e-10,6.157992574860445e-11,5.047955883018333e-06,5.0820227534834174e-06,1.1293963348056215e-06,3.0642388601124534e-07,2.610269862107758e-11,2.3979570937391197e-14,4.1180997255657453e-07,8.76819317406394e-08,1.8239919934220422e-07,2.3462731141125173e-06,4.655419171693017e-09,1.8905072766369803e-06
3.678372623221674e-06,0.2928116623059029,3.76,0.0,0.503233251968633,0.9999962040258179,2.1141066215125636e-10,6.251328767180306e-11,5.121267465679553e-06,5.14828641029434e-06,1.1436000497938332e-06,3.064279253313585e-07,2.6163778296466766e-11,2.3987655080792767e-14,4.1195802692727077e-07,8.768356011377164e-08,1.851253008584216e-07,2.379402121924014e-06,4.65550676476711e-09,1.9213442110417177e-06
3.7223176553297344e-06,0.2928116657215124,3.76,0.0,0.5032331427849249,0.99999615396017,2.1792135685353034e-10,6.344466675467659e-11,5.194589869517166e-06,5.214550649686018e-06,1.1578042906741072e-06,3.064315436783661e-07,2.6222429225210198e-11,2.4015144213850698e-14,4.1209514659810565e-07,8.768501948386812e-08,1.87851878052483e-07,2.412531712662995e-06,4.6555852465723e-09,1.9521918138237065e-06
3.7662626874377946e-06,0.292811669137094,3.76,0.0,0.5032330335907796,0.9999961038931964,2.2452823854968946e-10,6.437413828418753e-11,5.267922279820585e-06,5.280815410187603e-06,1.1720090020006393e-06,3.064347841925941e-07,2.627875828505746e-11,2.4041637538607704e-14,4.1222213174542824e-07,8.76863271604856e-08,1.9057889509572882e-07,2.4456618257922367e-06,4.655655549869464e-09,1.9830492966326087e-06
3.810207719545855e-06,0.29281167255264934,3.76,0.0,0.5032329243869843,0.9999960538250201,2.3123111394119001e-10,6.530177669318413e-11,5.341263943219307e-06,5.3470806366208824e-06,1.1862141323497022e-06,3.0643768559342573e-07,2.6332870727775362e-11,2.40433696378177e-14,4.123397252053715e-07,8.768749868217225e-08,1.9330631885303808e-07,2.4787924069715227e-06,4.655718511857396e-09,2.0139159288533625e-06
3.854152751653915e-06,0.29281167596818003,3.76,0.0,0.503232815174266,0.9999960037557547,2.380297973700785e-10,6.62276553348225e-11,5.414614163096823e-06,5.413346279455671e-06,1.2004196340309616e-06,3.0644028263235366e-07,2.638482623149091e-11,2.4067428004900784e-14,4.124486164221032e-07,8.768854796783436e-08,1.960341186818977e-07,2.511923407422951e-06,4.6557748840746125e-09,2.0447910334637445e-06
3.898097783761975e-06,0.29281167938368746,3.76,0.0,0.5032327059532969,0.9999959536855035,2.4492411069721485e-10,6.715184628969808e-11,5.487972295343661e-06,5.479612294231294e-06,1.2146254628188607e-06,3.064426064996036e-07,2.6434718715078416e-11,2.4097570675713095e-14,4.125494452191487e-07,8.768948753441648e-08,1.987622662462835e-07,2.5450547833609885e-06,4.655825340987835e-09,2.0756739831798277e-06
3.942042815870035e-06,0.2928116827991733,3.76,0.0,0.5032325967246988,0.9999959036143623,2.5191388316204154e-10,6.807442020312017e-11,5.561337744424954e-06,5.545878641037296e-06,1.2288315777027581e-06,3.0644468518908807e-07,2.648265342010006e-11,2.409302218968812e-14,4.1264280525435333e-07,8.769032862738757e-08,2.0149073534428097e-07,2.5781864954811587e-06,4.655870487937162e-09,2.1065641968704598e-06
3.9859878479780945e-06,0.2928116862146391,3.76,0.0,0.5032324874890466,0.999995853542418,2.5899895122669986e-10,6.899544614456252e-11,5.634709959739535e-06,5.612145284047384e-06,1.2430379406545752e-06,3.064465438259595e-07,2.652867363686879e-11,2.4112053273093236e-14,4.1272924720917154e-07,8.769108130168637e-08,2.0421950174844694e-07,2.6113185085012255e-06,4.655910868399082e-09,2.137461136222861e-06
4.029932880086154e-06,0.2928116896300861,3.76,0.0,0.503232378246872,0.9999958034697513,2.661791584070419e-10,6.991499149203666e-11,5.70808843224926e-06,5.6784121911011175e-06,1.257244516412774e-06,3.0644820496059666e-07,2.6572858133003667e-11,2.414812084746021e-14,4.128092818776687e-07,8.769175460634452e-08,2.0694854305798673e-07,2.644450790749011e-06,4.655946970096513e-09,2.1683643026424687e-06
4.073877912194214e-06,0.29281169304551574,3.76,0.0,0.5032322689986659,0.9999957533964359,2.7345435509285633e-10,7.08331218409753e-11,5.78147269135879e-06,5.744679333328467e-06,1.2714512722815718e-06,3.0644968883246316e-07,2.6615316527058973e-11,2.413784599275682e-14,4.1288338298198696e-07,8.769235668700754e-08,2.0967783856188404e-07,2.6775833137926703e-06,4.655979230713372e-09,2.1992732343714044e-06
4.117822944302274e-06,0.29281169646092936,3.76,0.0,0.5032321597448828,0.9999957033225391,2.80824398359401e-10,7.174990092744893e-11,5.854862302027541e-06,5.810946684812807e-06,1.285658177944369e-06,3.064510136069263e-07,2.6656077530528576e-11,2.4149376179853555e-14,4.129519897235197e-07,8.769289480410965e-08,2.1240736911218625e-07,2.7107160521090804e-06,4.6560080432930034e-09,2.2301875038107977e-06
4.161767976410334e-06,0.2928116998763281,3.76,0.0,0.5032320504859422,0.9999956532481233,2.882891517721227e-10,7.266539056942433e-11,5.928256862096601e-06,5.8772142222884735e-06,1.29986520529041e-06,3.0645219558780716e-07,2.6695201050080045e-11,2.4193799259294288e-14,4.130155093083344e-07,8.769337549492968e-08,2.1513711700669958e-07,2.7438489827857204e-06,4.656033760551482e-09,2.2611067150329624e-06
4.2057130085183935e-06,0.29281170329171324,3.76,0.0,0.5032319412222326,0.9999956031732453,2.9584848518626607e-10,7.357965062890475e-11,6.001655999814947e-06,5.9434819248692955e-06,1.314072328253782e-06,3.064532494081484e-07,2.6732805599634252e-11,2.417915686275725e-14,4.1307431924707843e-07,8.769380466880423e-08,2.178670658804074e-07,2.776982085253261e-06,4.656056698932302e-09,2.292030501470616e-06
4.249658040626453e-06,0.2928117067070858,3.76,0.0,0.5032318319541125,0.9999955530979577,3.035022745428918e-10,7.449273898184047e-11,6.075059371550286e-06,6.009749773804924e-06,1.3282795226639134e-06,3.06454188201433e-07,2.6768908508768966e-11,2.4179669769565538e-14,4.1312876936997386e-07,8.769418756605438e-08,2.2059720060497048e-07,2.8101153410459838e-06,4.6560771427073915e-09,2.322958523771032e-06
4.293603072734513e-06,0.2928117101224469,3.76,0.0,0.5032317226819139,0.9999955030223093,3.112504016626508e-10,7.540471149965982e-11,6.148466659670769e-06,6.076017752262132e-06,1.3424867661067614e-06,3.064550237552559e-07,2.68035453386545e-11,2.423481952147817e-14,4.1317918388622214e-07,8.769452890146624e-08,2.233275071957146e-07,2.8432487335861267e-06,4.656095346999601e-09,2.3538904678035707e-06
4.337548104842573e-06,0.2928117135377978,3.76,0.0,0.5032316134059428,0.9999954529463436,3.190927540385216e-10,7.631562205002147e-11,6.221877570585079e-06,6.142285845128556e-06,1.356694037795956e-06,3.0645576664924917e-07,2.683684774951449e-11,2.4218387270905806e-14,4.1322586327787004e-07,8.769483297294899e-08,2.2605797272555628e-07,2.876382247990397e-06,4.6561115405689636e-09,2.384826042810101e-06
4.381493136950633e-06,0.29281171695313907,3.76,0.0,0.5032315041264827,0.9999954028701018,3.2702922462858264e-10,7.722552250012625e-11,6.295291832929241e-06,6.208554038836472e-06,1.3709013184532213e-06,3.0645642637887044e-07,2.6868826972233093e-11,2.420319810639198e-14,4.1326908586412317e-07,8.769510356252511e-08,2.287885852453538e-07,2.9095158708969694e-06,4.656125929030781e-09,2.415764979688525e-06
4.4254381690586925e-06,0.2928117203684717,3.76,0.0,0.5032313948437955,0.9999953527936213,3.350597116497426e-10,7.813446272513134e-11,6.368709195889088e-06,6.27482232120467e-06,1.3851085901974109e-06,3.064570114665078e-07,2.6899486789446843e-11,2.4271021397722637e-14,4.133091094715237e-07,8.769534405833911e-08,2.3151933371020996e-07,2.942649590309495e-06,4.656138696974224e-09,2.4467070293998277e-06
4.469383201166752e-06,0.29281172378379683,3.76,0.0,0.5032312855581236,0.9999953027169366,3.431841183536188e-10,7.904249063860972e-11,6.442129427498547e-06,6.34109068128281e-06,1.3993158364316054e-06,3.0645752957085647e-07,2.692897768423738e-11,2.4253163198399284e-14,4.1334617316366547e-07,8.769555760421528e-08,2.3425020790469935e-07,2.9757833954434175e-06,4.656150009940626e-09,2.477651961347393e-06
4.513328233274812e-06,0.29281172719911497,3.76,0.0,0.50323117626969,0.9999952526400792,3.5140235286457487e-10,7.994965220961997e-11,6.51555231353075e-06,6.407359109254674e-06,1.413523041769227e-06,3.064579875548431e-07,2.695728458385302e-11,2.4256357262475132e-14,4.133804980944569e-07,8.769574691258481e-08,2.369811983941269e-07,3.008917276631491e-06,4.656160016673836e-09,2.508599562316256e-06
4.557273265382872e-06,0.29281173061442706,3.76,0.0,0.5032310669787022,0.9999952025630785,3.5971432797137516e-10,8.085599149983652e-11,6.588977656074693e-06,6.473627596314099e-06,1.4277301919391866e-06,3.064583915728122e-07,2.698445854881714e-11,2.4272773395003585e-14,4.134122890359763e-07,8.769591445836494e-08,2.397122964619733e-07,3.0420512252010137e-06,4.656168850424657e-09,2.5395496351114256e-06
4.601218297490932e-06,0.29281173402973376,3.76,0.0,0.5032309576853508,0.9999951524859614,3.6811996091784436e-10,8.176155070839679e-11,6.662405272185956e-06,6.539896134550778e-06,1.4419372736957293e-06,3.0645874715074117e-07,2.701055853181063e-11,2.4278220963480054e-14,4.134417356429033e-07,8.769606247109743e-08,2.4244349405058117e-07,3.0751852333615106e-06,4.656176630830742e-09,2.5705019972636447e-06
