Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7)
3.429954512393439e-08,0.2928113948073862,3.76,0.0,0.5032412965371292,0.9999999894565014,4.853006027009283e-19,2.9796837456123496e-17,9.440530357058162e-09,2.592366424280028e-08,9.42130954992402e-09,2.480134625345666e-08,3.485519845892089e-14,1.2339511142258226e-15,1.0392688122325344e-09,9.634598855176415e-10,6.099186120884981e-11,9.770132012880305e-11,3.6580625581189025e-11,2.0492168220925427e-11
3.662521067860404e-08,0.29281139490562363,3.76,0.0,0.5032412941255888,0.9999999886629697,6.716265625025166e-19,3.859410598827655e-17,1.0090470577258644e-08,2.7692096053325116e-08,1.006032482039479e-08,2.640843010476263e-08,3.969083428755986e-14,1.3157351256167398e-15,1.1810799807212328e-09,1.089456337241238e-09,6.899378257903534e-11,1.182143913844284e-10,4.226017801701e-11,2.488801702127298e-11
3.8950876233273684e-08,0.2928113950039786,3.76,0.0,0.5032412917112595,0.9999999878597992,9.108873662638677e-19,4.91874855145356e-17,1.0742770317428148e-08,2.946273781187595e-08,1.0699380185425641e-08,2.800634454119759e-08,4.482664534137864e-14,1.397162541927482e-15,1.3314413054078524e-09,1.2220364538973938e-09,7.742498537446428e-11,1.413129017519343e-10,4.831521053078044e-11,2.9862712694016615e-11
4.127654178794333e-08,0.29281139510245907,3.76,0.0,0.5032412892939684,0.999999987047049,1.2135110814902407e-18,6.179956150235883e-17,1.1397611767806563e-08,3.12357290595028e-08,1.1338477994881046e-08,2.9595141879145872e-08,5.026021556717249e-14,1.478234746633652e-15,1.490264420874306e-09,1.3610181122309046e-09,8.627652154147625e-11,1.671266604985092e-10,5.4735991321303635e-11,3.5449956459158224e-11
4.3602207342612974e-08,0.2928113952010721,3.76,0.0,0.5032412868735459,0.999999986224777,1.591184232147094e-18,7.666434859473041e-17,1.205517268798348e-08,3.3011205667100285e-08,1.1977620574301152e-08,3.117487413633715e-08,5.598914391803875e-14,1.5589536126677619e-15,1.6574616333239242e-09,1.5062230798381423e-09,9.553985483685046e-11,1.9578188467818796e-10,6.151286652891778e-11,4.168310085780046e-11
4.592787289728262e-08,0.29281139529982486,3.76,0.0,0.5032412844498267,0.999999985393041,2.056903217044804e-18,9.402709097972887e-17,1.2715626509499257e-08,3.478929992179737e-08,1.261681022512454e-08,3.274559303468583e-08,6.20110449930833e-14,1.6393201867290083e-15,1.8329459143275988e-09,1.657476943823312e-09,1.0520684780901275e-10,2.274012676369142e-10,6.863624235077271e-11,4.8595152944662165e-11
4.8253538451952264e-08,0.29281139539872447,3.76,0.0,0.5032412820226496,0.9999999845518978,2.625029661749349e-18,1.141440469979213e-16,1.3379142370865504e-08,3.6570140546484615e-08,1.3256049224840729e-08,3.430735000151943e-08,6.832354784440245e-14,1.7193365847646631e-15,2.0166308972569187e-09,1.8146090417660075e-09,1.1526974849007647e-10,2.6210404681584387e-10,7.60966333169331e-11,5.6218776473385356e-11
5.057920400662191e-08,0.29281139549777757,3.76,0.0,0.5032412795918573,0.9999999837014039,3.3113551635781676e-18,1.3728223659284516e-16,1.4045885148929504e-08,3.835385271362704e-08,1.3895339827141633e-08,3.586019617043999e-08,7.492429676667917e-14,1.799004574880009e-15,2.208430874102742e-09,1.97745238331224e-09,1.257211750137023e-10,3.00006081299686e-10,8.388472602589342e-11,6.458629406601139e-11
5.2904869561291555e-08,0.29281139559699065,3.76,0.0,0.5032412771572957,0.9999999828416143,4.133162545531487e-18,1.6371920077924964e-16,1.4716015531376146e-08,4.0140558100538e-08,1.45346842620991e-08,3.740418238282437e-08,8.18109510492866e-14,1.8783258578307546e-15,2.4082607912530754e-09,2.1458435730482248e-09,1.3655410093132454e-10,3.4121992744248466e-10,9.19913994964524e-11,7.372968975722612e-11
5.52305351159612e-08,0.29281139569637005,3.76,0.0,0.5032412747188152,0.9999999819725848,5.10928229031254e-18,1.9374277670401355e-16,1.5389690125276492e-08,4.1930374981501366e-08,1.517408473636735e-08,3.893935918996778e-08,8.898118480886323e-14,1.9573021625818448e-15,2.6160362442464373e-09,2.3196227362458926e-09,1.4776184168667847e-10,3.8585491097872147e-10,1.0040770515670348e-10,8.368061189531937e-11
5.7556200670630845e-08,0.29281139579592197,3.76,0.0,0.5032412722762695,0.9999999810943694,6.260146756994726e-18,2.276508788906792e-16,1.6067061552076038e-08,4.37234183073036e-08,1.581354343337434e-08,4.0465776855042585e-08,9.643268685074508e-14,2.03593530815044e-15,2.831673472879803e-09,2.4986334480033104e-09,1.593380419017844e-10,4.3401719592416643e-10,1.0912485621278577e-10,9.447037588430055e-11
6.220753177997014e-08,0.2928113959955669,3.76,0.0,0.5032412673784149,0.9999999793105959,9.176175747826719e-18,3.08361377653644e-16,1.7433485831196737e-08,4.7319627760077564e-08,1.7092644114142986e-08,4.3492534378619156e-08,1.1217032457197059e-13,2.192178934669473e-15,3.2862014153061146e-09,2.871740656889896e-09,1.8357197064207629e-10,5.413329197860736e-10,1.274274775071341e-10,1.1869004003650744e-10
6.639372977837549e-08,0.29281139617589486,3.76,0.0,0.5032412629550479,0.9999999776743187,1.2637914209728425e-17,3.9747313654279387e-16,1.8677362859407128e-08,5.056833784015634e-08,1.8244055283152366e-08,4.618715827623845e-08,1.272732498665502e-13,2.331641739434118e-15,3.7213366022186854e-09,3.2239279951637263e-09,2.0658518375927583e-10,6.509831182289312e-10,1.448442725953051e-10,1.4366400140270882e-10
7.057992777678084e-08,0.2928113963568689,3.76,0.0,0.5032412585163956,0.9999999760091004,1.706246297096373e-17,5.042414070716515e-16,1.9935416822046947e-08,5.382914365858265e-08,1.9395688006913797e-08,4.885417123584911e-08,1.4325220705893168e-13,2.4700192046147203e-15,4.180670315923714e-09,3.590783297601318e-09,2.3070712194944932e-10,7.735753789770334e-10,1.6310735504810063e-10,1.7182786772098526e-10
7.47661257751862e-08,0.2928113965385183,3.76,0.0,0.5032412540617279,0.9999999743152385,2.2633833289986382e-17,6.30739514185162e-16,2.1208403726985876e-08,5.710260357601237e-08,2.0547554201970215e-08,5.149385617757084e-08,1.6009423999447794e-13,2.6073210072027128e-15,4.663736812256938e-09,3.971510161391878e-09,2.559110538630123e-10,9.096231975119631e-10,1.8217185953525792e-10,2.0335255577084298e-10
7.895232377359155e-08,0.29281139672087064,3.76,0.0,0.5032412495903495,0.9999999725930258,2.9556895044622926e-17,7.791296968419807e-16,2.2497043898431793e-08,6.03892461225613e-08,2.169966555473353e-08,5.4106493122056445e-08,1.777865405394165e-13,2.7435569392901973e-15,5.1700767752628195e-09,4.365343186266245e-09,2.821728022612495e-10,1.0596119660869941e-09,2.0199464803285012e-10,2.384056833761526e-10
8.31385217719969e-08,0.2928113969039522,3.76,0.0,0.5032412451015956,0.9999999708427494,3.805823216243394e-17,9.5165936620247e-16,2.380202337072552e-08,6.368957116413713e-08,2.285203352469161e-08,5.6692359220837405e-08,1.963164471045423e-13,2.8787366895738827e-15,5.699237237691551e-09,4.771546848690861e-09,3.094705625112215e-10,1.2240000691895047e-09,2.225342389539493e-10,2.771516153612831e-10
8.732471977040226e-08,0.2928113970877873,3.76,0.0,0.503241240594833,0.9999999690646925,4.8386963498918325e-17,1.1506574473005575e-15,2.512399520579985e-08,6.700405100402711e-08,2.4004669347547405e-08,5.925172878569702e-08,2.1567144320910608e-13,3.0128696366672363e-15,6.250771503508339e-09,5.1894144166274445e-09,3.3778473170015557e-10,1.4032199394100858e-09,2.437507614303835e-10,3.1975150853535726e-10
9.151091776880761e-08,0.29281139727239913,3.76,0.0,0.503241236069458,0.9999999672591326,6.081552878350897e-17,1.378530807398997e-15,2.646358076397844e-08,7.033313144851012e-08,2.515758403832046e-08,6.178487331774784e-08,2.3583915572640517e-13,3.14596520516241e-15,6.824239071275023e-09,5.618266902247297e-09,3.670977478954671e-10,1.5976790756523991e-09,2.656059079107349e-10,3.663633561372978e-10
9.569711576721296e-08,0.2928113974578092,3.76,0.0,0.5032412315248951,0.9999999654263437,7.564043953231236e-17,1.6377607710597359e-15,2.782137093593329e-08,7.367723284418972e-08,2.6310788394404198e-08,6.429206153607185e-08,2.5680735337685027e-13,3.2780328428343473e-15,7.419205558647061e-09,6.057452052829219e-09,3.973939393336529e-10,1.807761023596846e-09,2.8806287729128293e-10,4.1714203164727137e-10
9.988331376561832e-08,0.2928113976440379,3.76,0.0,0.503241226960597,0.999999963566595,9.318299540321e-17,1.930899722164597e-15,2.9197927332822814e-08,7.703675108333318e-08,2.746429299859191e-08,6.677355940621428e-08,2.7856394540817904e-13,3.4090816979424664e-15,8.035242627495556e-09,6.506343377793456e-09,4.2865938298771545e-10,2.033826320174751e-09,3.1108631405117905e-10,4.722393321509951e-10
9.999999999999998e-08,0.29281139783110405,3.76,0.0,0.5032412268330837,0.9999999635143728,9.371420587907231e-17,1.9395816681985844e-15,2.923657158158324e-08,7.713061893023207e-08,2.749645022976645e-08,6.684236329596401e-08,2.791815675244772e-13,3.412720051717936e-15,8.05271180970525e-09,6.518988953325576e-09,4.2954463932850754e-10,2.040359969825691e-09,3.117358529964579e-10,4.738384303760045e-10
1.0406951176402367e-07,0.29281139783110405,3.76,0.0,0.5032412223760422,0.9999999616801517,1.1378996727716432e-16,2.2605677897124132e-15,3.059378342681469e-08,8.041205856885095e-08,2.861810822206779e-08,6.922963016843328e-08,3.010969799540191e-13,3.53912086088214e-15,8.6719279098106e-09,6.964339210458912e-09,4.6088177188753645e-10,2.276213403563049e-09,3.3464225326814933e-10,5.318040212015916e-10
1.0825570976242902e-07,0.2928113980190253,3.76,0.0,0.5032412177707352,0.9999999597672748,1.37834248264375e-16,2.6294496145986203e-15,3.200944564320771e-08,8.380350513954915e-08,2.9772244227361674e-08,7.166053436567075e-08,3.243946424607952e-13,3.668159516151568e-15,9.328844934437584e-09,7.4308618030320085e-09,4.94050290596926e-10,2.5352394902261467e-09,3.5869807240787096e-10,5.959818711635795e-10
1.1244190776083438e-07,0.29281139820781815,3.76,0.0,0.5032412131442049,0.9999999578282219,1.65715473479817e-16,3.0402911953020688e-15,3.344539441055159e-08,8.721141896162431e-08,3.092671097126575e-08,7.406652987119215e-08,3.484452544220593e-13,3.796206606087097e-15,1.000558305472927e-08,7.905356453805475e-09,5.281554983885498e-10,2.811201420079272e-09,3.83222444992867e-10,6.649157050106579e-10
1.1662810575923973e-07,0.29281139839749803,3.76,0.0,0.5032412084960042,0.9999999558632465,1.978606091817415e-16,3.4958968113389234e-15,3.4902085173144534e-08,9.063610739037065e-08,3.20815182077146e-08,7.644787191592348e-08,3.732372718812677e-13,3.923270911656063e-15,1.0701737377061824e-08,8.387290665527163e-09,5.631892197288338e-10,3.1043764707841968e-09,4.0818529319116424e-10,7.387454375986217e-10
1.2081430375764508e-07,0.2928113985880792,3.76,0.0,0.5032412038257086,0.9999999538725988,2.3472451190600936e-16,3.999126023259546e-15,3.637994936596788e-08,9.407785780175752e-08,3.323667549062997e-08,7.88048131155128e-08,3.987592838337788e-13,4.04936132797403e-15,1.141690869016605e-08,8.87615333387319e-09,5.99144441691753e-10,3.4150231422161157e-09,4.3355774070586466e-10,8.176081164338165e-10
1.2500050175605045e-07,0.2928113987795746,3.76,0.0,0.5032411991329157,0.9999999518565252,2.767904583528025e-16,4.552890747637233e-15,3.787939535130482e-08,9.753693839271187e-08,3.4392192176731316e-08,8.113760349713009e-08,4.2500001096215907e-13,4.174486602488443e-15,1.2150703395246369e-08,9.371453964901076e-09,6.360152179018179e-10,3.74338191221235e-09,4.5931206824157605e-10,9.016379619499744e-10
1.2918669975445582e-07,0.2928113989719967,3.76,0.0,0.503241194417244,0.9999999498152692,3.2457064682907395e-16,5.160152405286238e-15,3.940080931828025e-08,1.010135989509499e-07,3.55480774283119e-08,8.344649052599836e-08,4.5194830428372685e-13,4.2986552453645e-15,1.2902733436894733e-08,9.872721920413422e-09,6.737965786131802e-10,4.089675964679175e-09,4.854216717797893e-10,9.909664072931574e-10
1.3337289775286118e-07,0.2928113991653566,3.76,0.0,0.5032411896783335,0.9999999477490706,3.7860667099856223e-16,5.823919141055774e-15,4.094455614793768e-08,1.0450807159661225e-07,3.670434021598067e-08,8.573171913164924e-08,4.795931435710922e-13,4.421875847014444e-15,1.3672616234806269e-08,1.0379505690240037e-08,7.124844465634863e-10,4.454111891055565e-09,5.118610224075647e-10,1.0857221376146796e-09
1.3755909575126655e-07,0.29281139935966466,3.76,0.0,0.5032411849158421,0.9999999456581667,4.394699666234545e-16,6.547243113727921e-15,4.251098024590221e-08,1.080205714974215e-07,3.7860989321369955e-08,8.799353173390375e-08,5.079236360498778e-13,4.544156953700373e-15,1.4459974616291316e-08,1.0891372190507442e-08,7.520755582760901e-10,4.836880366064406e-09,5.38605626911503e-10,1.1860311288764718e-09
1.4174529374967192e-07,0.2928113995549302,3.76,0.0,0.5032411801294481,0.9999999435427911,5.077622319529447e-16,7.333217854641927e-15,4.4100406343556896e-08,1.115512975579755e-07,3.901803333980982e-08,9.023216826858577e-08,5.369290151694839e-13,4.6655068443630715e-15,1.5264436749567847e-08,1.140790608698789e-08,7.925673905057242e-10,5.238156798651714e-09,5.65631989423596e-10,1.292016686177067e-09
1.4593149174807728e-07,0.2928113997511619,3.76,0.0,0.5032411753188476,0.9999999414031745,5.84115822418295e-16,8.18497569365467e-15,4.571314026838859e-08,1.1510043308353154e-07,4.01754806829694e-08,9.244786621297377e-08,5.665986390928827e-13,4.785933804261929e-15,1.6085636077820023e-08,1.1928709142635824e-08,8.339580915332814e-10,5.658101958999806e-09,5.92917574650531e-10,1.403799481605739e-09
1.5011768974648265e-07,0.2928113999483674,3.76,0.0,0.5032411704837539,0.9999999392395452,6.691941202986457e-16,9.105685251020402e-15,4.7349469684622476e-08,1.1866814641911022e-07,4.133333958146572e-08,9.464086061099369e-08,5.969219893419851e-13,4.905446160132304e-15,1.6923211254014626e-08,1.2453399588445333e-08,8.762464170254376e-10,6.096862582478408e-09,6.204407727211109e-10,1.5214975916302561e-09
1.5849008574329336e-07,0.29281140034572745,3.76,0.0,0.5032411607390257,0.9999999348411471,8.683354901273082e-16,1.1166801015529023e-14,5.069397901126148e-08,1.258599087136994e-07,4.365032407702343e-08,9.89596669255805e-08,6.594884045811933e-13,5.1417593070402975e-15,1.8646069427041592e-08,1.3512994350792426e-08,9.6351365605464e-10,7.03135040147361e-09,6.761179957846237e-10,1.775099303178092e-09
1.6602524214042299e-07,0.29281140070674494,3.76,0.0,0.5032411518824674,0.9999999308026972,1.0847032106208304e-15,1.3290065711230227e-14,5.3787272544084835e-08,1.3239743469373245e-07,4.5737096595284576e-08,1.0277125549530716e-07,7.179308825293063e-13,5.351393817084246e-15,2.0249126554902416e-08,1.4476410806509177e-08,1.0451219716963029e-09,7.937943112757315e-09,7.268411158748367e-10,2.0247039142530183e-09
1.7356039853755261e-07,0.2928114010710057,3.76,0.0,0.503241142942833,0.9999999266898705,1.3411079998552188e-15,1.5687419379636456e-14,5.696073154764325e-08,1.3899714983479371e-07,4.7825322549313886e-08,1.0651283136915949e-07,7.783333548135239e-13,5.5581891612586156e-15,2.189985314440723e-08,1.5447175951692215e-08,1.129641089383862e-09,8.907197739330026e-09,7.780368562620306e-10,2.295195690812438e-09
1.8109555493468224e-07,0.29281140143853,3.76,0.0,0.5032411339190062,0.9999999225039032,1.6425807010256466e-15,1.8378345975990252e-14,6.021546475579963e-08,1.456595710532893e-07,4.991504372574448e-08,1.1018568056448002e-07,8.406387704579324e-13,5.762190166110731e-15,2.3596321876927736e-08,1.6423583683588326e-08,1.2170787118305558e-09,9.93953442226569e-09,8.296084402710786e-10,2.587174162654995e-09
1.8863071133181187e-07,0.29281140180933296,3.76,0.0,0.5032411248100084,0.9999999182460075,1.9944993472732448e-15,2.1382531754293776e-14,6.355244030305492e-08,1.5238510166175796e-07,5.200630020778577e-08,1.1379106547629768e-07,9.047912722157125e-13,5.9634413514322774e-15,2.5336655179214327e-08,1.74040578191908e-08,1.307445115497727e-09,1.1035267003999966e-08,8.81466396444046e-10,2.901214437828483e-09
1.961658677289415e-07,0.29281140218342344,3.76,0.0,0.5032411156149897,0.9999999139173721,2.402592429148203e-15,2.471982792220195e-14,6.697249562359255e-08,1.5917403999971628e-07,5.4099130419302784e-08,1.1733022531139794e-07,9.707361738376806e-13,6.161986568805523e-15,2.7119024113600446e-08,1.83871435117577e-08,1.4007525141829115e-09,1.2194611177766758e-08,9.33528077133334e-10,3.2378678343752335e-09
2.0370102412607113e-07,0.29281140256080573,3.76,0.0,0.503241106333221,0.999999909519163,2.872941507479887e-15,2.8410215124990673e-14,7.047634667689653e-08,1.660265874888081e-07,5.6193571167897354e-08,1.2080437651430368e-07,1.0384199379852603e-12,6.357868287091648e-15,2.8941647291593923e-08,1.9371499220483605e-08,1.4970145060342042e-09,1.3417692091970289e-08,9.857172077260503e-10,3.5976624977754778e-09
2.1123618052320075e-07,0.2928114029414792,3.76,0.0,0.5032410969640845,0.999999905052524,3.411983216612785e-15,3.247376964777642e-14,7.406459655780011e-08,1.7294285615938312e-07,5.828965768703319e-08,1.2421471318549023e-07,1.107790153536218e-12,6.551128603063383e-15,3.080278980988212e-08,2.0355889188086318e-08,1.5962455938661292e-09,1.4704551454406482e-08,1.0379634642885161e-09,3.981104004694841e-09
2.1877133692033038e-07,0.2928114033254395,3.76,0.0,0.5032410875070668,0.9999999005185791,4.026510670881802e-15,3.693063131969098e-14,7.773774351361186e-08,1.7992287566595243e-07,6.038742367720141e-08,1.2756240749178943e-07,1.1787955138952293e-12,6.741809266814488e-15,3.270076220885304e-08,2.1339176409566122e-08,1.6984607735251146e-09,1.6055154153123006e-08,1.0902020789722585e-09,4.388675952984123e-09
2.2630649331746e-07,0.29281140371267794,3.76,0.0,0.503241077961752,0.9999998959184316,4.7236743156971784e-15,4.1800973024686567e-14,8.149618842246963e-08,1.869665998356045e-07,6.248690134616232e-08,1.308486100692522e-07,1.2513857963513768e-12,6.929950626537666e-15,3.4633919452815166e-08,2.2320316050238946e-08,1.8036751807496216e-09,1.7469394435546607e-08,1.142373470726824e-09,4.82084053844293e-09
2.3384164971458964e-07,0.29281140410318246,3.76,0.0,0.503241068327815,0.9999998912531649,5.51098225301185e-15,4.710497175546358e-14,8.534024177253374e-08,1.9407391278159933e-07,6.458812144828393e-08,1.3407445041861798e-07,1.3255118406997712e-12,7.115592481147268e-15,3.660065993145174e-08,2.3298349282584812e-08,1.9119037894259115e-09,1.8947101676187113e-08,1.19442289941087e-09,5.278039118641688e-09
2.4137680611171927e-07,0.2928114044969379,3.76,0.0,0.5032410586050144,0.9999998865238445,6.39630006994011e-15,5.286278114654407e-14,8.927013017783035e-08,2.012446346116194e-07,6.669111332299856e-08,1.3724103729354894e-07,1.4011255284723313e-12,7.298774561532253e-15,3.8599424482020705e-08,2.427239751385107e-08,2.023161155216161e-09,2.048804576082141e-08,1.2463001417264158e-09,5.760692764111722e-09
2.489119625088489e-07,0.292811404893926,3.76,0.0,0.5032410487931871,0.9999998817315161,7.387850193374224e-15,5.909450543789213e-14,9.328600245836689e-08,2.0847852675352297e-07,6.879590493239302e-08,1.4034945908173326e-07,1.47817976358921e-12,7.479535264559332e-15,4.0628695431970105e-08,2.524165698256837e-08,2.1374611999954043e-09,2.2091942108895864e-08,1.2979591878692647e-09,6.269202797115488e-09
2.564471189059785e-07,0.292811405294126,3.76,0.0,0.5032410388922436,0.9999998768772089,8.494210794340165e-15,6.582017481757914e-14,9.738793531238439e-08,2.15775296921794e-07,7.09025228979486e-08,1.4340078417897924e-07,1.5566284523182255e-12,7.657912186069915e-15,4.268699566158711e-08,2.6205393701863714e-08,2.25481703266843e-09,2.375845635614005e-08,1.3493579576936062e-09,6.803951318239026e-09
2.6398227530310815e-07,0.2928114056975148,3.76,0.0,0.5032410289021622,0.9999998719619339,9.724314266154532e-15,7.305972209122961e-14,1.0157593860849362e-07,2.2313460374787488e-07,7.301099253644894e-08,1.4639606135642847e-07,1.636426483346242e-12,7.833943087447072e-15,4.477288768627923e-08,2.7162938727548928e-08,2.3752408020608427e-09,2.5487208719284757e-08,1.400458035098451e-09,7.365301721061533e-09
2.715174317002378e-07,0.29281140610406675,3.76,0.0,0.5032410188229832,0.9999998669866856,1.1087445300451188e-14,8.083296062536309e-14,1.0584996032459386e-07,2.3055606109698405e-07,7.512133789507449e-08,1.493363201210244e-07,1.7175297095654783e-12,8.007664584228864e-15,4.68849727580683e-08,2.811368372949316e-08,2.4987435778541907e-09,2.7277778064241275e-08,1.4512244193901542e-09,7.95359919516868e-09
2.790525880973674e-07,0.29281140651375476,3.76,0.0,0.5032410086548066,0.9999998619524418,1.2593238583628933e-14,8.915956351504388e-14,1.1020989115778451e-07,2.3803924209190316e-07,7.723358178570099e-08,1.5222257106936417e-07,1.7998949294084336e-12,8.179112192872079e-15,4.902188998589948e-08,2.905707684674029e-08,2.6253352560906166e-09,2.9129705697151846e-08,1.50162529254657e-09,8.569171217760417e-09
2.8658774449449704e-07,0.2928114069265496,3.76,0.0,0.5032409983977855,0.9999998568601642,1.4251676134819254e-14,9.805904392936935e-14,1.1465556882703206e-07,2.455836828622869e-07,7.934774581841835e-08,1.5505580623505322e-07,1.883479867726588e-12,8.3483217328924e-15,5.118231547439287e-08,2.9992618808660436e-08,2.75502448627396e-09,3.104249889590204e-08,1.5516318014202204e-09,9.212328034089644e-09
2.9412290089162666e-07,0.2928114073424208,3.76,0.0,0.503240988052124,0.9999998517107991,1.607308430549184e-14,1.0755073659044722e-13,1.191867820887097e-07,2.5318888603675026e-07,8.146385043428599e-08,1.578369994296784e-07,1.9682431585217127e-12,8.515328186132978e-15,5.336496148067886e-08,3.0919859305692404e-08,2.8878186174326288e-09,3.301563419842406e-08,1.6012178539554004e-09,9.883363126960056e-09
3.016580572887563e-07,0.29281140776133596,3.76,0.0,0.503240977618073,0.9999998465052768,1.8068130460296237e-14,1.1765378034248868e-13,1.2380327448411313e-07,2.6085432399418806e-07,8.358191493734063e-08,1.60567106577517e-07,2.054144327667831e-12,8.680165137811726e-15,5.5568575588955944e-08,3.183839359400074e-08,3.0237236607250645e-09,3.504856046334939e-08,1.6503599285213038e-09,1.0582553675511217e-08
3.091932136858859e-07,0.29281140818326207,3.76,0.0,0.5032409670959255,0.999999841244513,2.0247819358198466e-14,1.2838710176865078e-13,1.2850474783701787e-07,2.685794418899583e-07,8.570195752587237e-08,1.6324706604409633e-07,2.1411437746200592e-12,8.842866478958972e-15,5.7791939902411415e-08,3.274785931914243e-08,3.162744266378446e-09,3.714070171779969e-08,1.6990368955210534e-09,1.1310161003517787e-08
3.1672837008301555e-07,0.29281140860816457,3.76,0.0,0.5032409564860149,0.9999998359294083,2.2623489252247225e-14,1.397693998146877e-13,1.3329086551810248e-07,2.763636604715583e-07,8.782399532298424e-08,1.6587779895871893e-07,2.2292027558936035e-12,9.003465673303161e-15,6.003387025215477e-08,3.3647933544771496e-08,3.304883712991732e-09,3.929145980617455e-08,1.747229850502879e-09,1.2066431017425672e-08
3.242635264801452e-07,0.292811409036008,3.76,0.0,0.5032409457887114,0.9999998305608491,2.5206807725483824e-14,1.5181913138014744e-13,1.3816125549177432e-07,2.842063786973907e-07,8.994804440645107e-08,1.6846020953106407e-07,2.3182833691432176e-12,9.161994548070744e-15,6.229321542282021e-08,3.453832997339984e-08,3.4501439074759064e-09,4.1500216852807075e-08,1.7949219580510383e-09,1.2851594634341523e-08
3.317986828772748e-07,0.2928114094667563,3.76,0.0,0.503240935004419,0.9999998251397071,2.8009767279756018e-14,1.6455449783939118e-13,1.4311551315980127e-07,2.921069761712868e-07,9.20741198378915e-08,1.7099518536197404e-07,2.4083485357767933e-12,9.318485078190223e-15,6.456885639450313e-08,3.541879634711568e-08,3.59852539410934e-09,4.376633755047515e-08,1.842098305774107e-09,1.366586820018667e-08
3.3933383927440443e-07,0.2928114099003726,3.76,0.0,0.5032409241335732,0.9999998196668404,3.104468069355064e-14,1.7799343245601057e-13,1.4815320401520108e-07,3.0006481540467433e-07,9.420223569126846e-08,1.7348359774853131e-07,2.499361984995659e-12,9.472969283604023e-15,6.685970560070459e-08,3.6289112016910236e-08,3.7500273713506716e-09,4.6089171286014004e-08,1.8887457677494414e-09,1.4509453898222262e-08
3.4686899567153406e-07,0.2928114103368192,3.76,0.0,0.5032409131766381,0.9999998141430935,3.4324176164368805e-14,1.921535886553914e-13,1.5327386611898287e-07,3.080792439175677e-07,9.633240508073171e-08,1.7592630198353193e-07,2.591288239145327e-12,9.62547742591247e-15,6.916470620196142e-08,3.714908566993001e-08,3.904647715193836e-09,4.846805411360748e-08,1.9348528768256706e-09,1.5382540148149125e-08
3.544041520686637e-07,0.292811410776058,3.76,0.0,0.5032409021341037,0.9999998085692968,3.786119225057422e-14,2.0705232912134353e-13,1.5847701241150646e-07,3.1614959618886384e-07,9.846464018781655e-08,1.783241376494577e-07,2.6840925973505215e-12,9.776039590511982e-15,7.148283137484322e-08,3.799855320462219e-08,4.062383007984928e-09,5.0902310585685326e-08,1.9804097052237362e-09,1.628530199598197e-08
3.619393084657933e-07,0.29281141121805065,3.76,0.0,0.5032408910064853,0.9999998029462684,4.166897262704152e-14,2.227067156839235e-13,1.637621328694208e-07,3.2427519546575804e-07,1.0059895228801252e-07,1.8067792890704936e-07,2.777741119966513e-12,9.924686381545314e-15,7.381308361600799e-08,3.8837375744388055e-08,4.22322857174903e-09,5.339125545071231e-08,2.0254077529104003e-09,1.7217901494893406e-08
3.6947446486292295e-07,0.29281141166275815,3.76,0.0,0.5032408797943193,0.9999997972748123,4.5761060668342526e-14,2.3913349996675673e-13,1.6912869651838108e-07,3.3245535544145466e-07,1.0273535177671523e-07,1.8298848477857832e-07,2.8722006150497097e-12,1.0071446695053702e-14,7.615449406101291e-08,3.966543778096524e-08,4.387178505191235e-09,5.593419522654972e-08,2.069839843250214e-09,1.8180488077219148e-08
3.770096212600526e-07,0.2928114121101417,3.76,0.0,0.5032408684981634,0.9999997915557204,5.015129387265182e-14,2.5634911476327663e-13,1.7457615331105648e-07,3.406893818097576e-07,1.0487384819457434e-07,1.8525659942591583e-07,2.9674386231525936e-12,1.0216348783092754e-14,7.85061218175807e-08,4.048264543931362e-08,4.554225723636755e-09,5.853042965751511e-08,2.113700025474052e-09,1.9173198917811665e-08
3.845447776571822e-07,0.2928114125601617,3.76,0.0,0.5032408571185925,0.9999997857897719,5.48537981390251e-14,2.7436966611234764e-13,1.8010393587930608e-07,3.489765737045916e-07,1.0701445025225099e-07,1.8748305242349394e-07,3.0634234020962625e-12,1.0359421816338786e-14,8.086705331303049e-08,4.128892485629433e-08,4.724362001262964e-09,6.117925306275592e-08,2.1569834835324458e-09,2.019615928892596e-08
3.9207993405431183e-07,0.29281141301277896,3.76,0.0,0.5032408456561994,0.999999779977733,5.988298191019604e-14,2.932109260447522e-13,1.8571146116881416e-07,3.5731622503199454e-07,1.0915716585459644e-07,1.8966860902625287e-07,3.1601239143454887e-12,1.0500693516700074e-14,8.32364016555886e-08,4.2084220665911706e-08,4.897578015055277e-09,6.387995558307548e-08,2.19968645092881e-09,2.1249482906817494e-08
3.9961509045144146e-07,0.2928114134679538,3.76,0.0,0.5032408341115917,0.9999997741203587,6.525353019254071e-14,3.1288832597300486e-13,1.91398131963923e-07,3.657076257016487e-07,1.113020021242651e-07,1.9181402043266675e-07,3.2575098130962286e-12,1.064019040179745e-14,8.561330600929593e-08,4.286849458433859e-08,5.073863389990868e-09,6.6631824332896e-08,2.2418061311522627e-09,2.2333272270228666e-08
