Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42)
9.93179627324087e-19,0.27461810554611005,3.76,0.0,0.9252844663410785,0.9999999999961693,5.693538601270166e-42,1.2475903989394871e-30,2.6383628415096997e-17,3.149280336548198e-16,2.6383628413701317e-17,3.1492803365383813e-16,3.6667629887647785e-33,5.073281426379059e-32,2.3823552686943054e-27,9.804421874233544e-28,4.652820945739319e-30,1.1146617760565065e-38,2.1018624376214545e-37,1.4261193406286126e-18,1.247263959084821e-30,2.1065329111754363e-24,3.3711146706121247e-31,3.830811370511563e-12,1.2058655235888578e-30,2.9612372901572677e-36,7.56074083627375e-44,1.953176398193384e-41,1.4261193406286126e-18
1.9864131410150192e-18,0.27461810554611005,3.76,0.0,0.9252844663410782,0.9999999999923382,4.555047120494353e-41,4.990564668703956e-30,5.2768688311160895e-17,6.298731541759871e-16,5.276868830838178e-17,6.2987315417206015e-16,1.4667648892338753e-32,2.0293951438854383e-31,6.725984130564785e-27,3.921928334109793e-27,1.8612041111792717e-29,8.917717545794278e-38,8.853680790841706e-37,2.8523160573811796e-18,4.989258853885986e-30,4.2131832020093176e-24,1.3485007360740945e-30,7.661830556051202e-12,4.823658370486356e-30,1.1845431159736297e-35,6.0488798184224625e-43,7.813030332811715e-41,2.8523160573811796e-18
3.972880168396884e-18,0.2746181055461101,3.76,0.0,0.9252844663410775,0.9999999999846761,3.644124199932439e-40,1.996266485984264e-29,1.0553880810284687e-16,1.259763395218321e-15,1.0553880809733788e-16,1.259763395202613e-15,5.867179010171351e-32,8.117745704832082e-31,2.1296834463396363e-26,1.5688032510547628e-26,7.444967912635865e-29,7.1343433759218325e-37,3.898262766483428e-36,5.704709490886313e-18,1.9957441476177386e-29,8.42649304412694e-24,5.394112663395566e-30,1.5323868833928227e-11,1.9295026041022378e-29,4.738268868329168e-35,4.839218717526035e-42,3.1252811778394565e-40,5.704709490886313e-18
7.945814223160614e-18,0.27461810554611016,3.76,0.0,0.9252844663410762,0.999999999969352,2.9153339705201336e-39,7.985147207189087e-29,2.1107904768445165e-16,2.519543877302986e-15,2.1107904767363072e-16,2.5195438772401524e-15,2.34689554585213e-31,3.247131291830949e-30,7.397290556345656e-26,6.275276839283886e-26,2.9780174584719196e-28,5.707542437080486e-36,1.8446985891797952e-35,1.1409496357896572e-17,7.983057817969826e-29,1.6853149770161855e-23,2.1576669945630447e-29,3.064794501687329e-11,7.718088928784509e-29,1.8953268307078572e-34,3.871420919684582e-41,1.250129556652088e-39,1.140949635789657e-17
1.5891682332688072e-17,0.27461810554611027,3.76,0.0,0.9252844663410734,0.9999999999387036,2.3322810346540863e-38,3.194075156017261e-28,4.221595268405924e-16,5.039104841472306e-15,4.22159526819739e-16,5.0391048412209706e-15,9.387630474579544e-31,1.2988591057382337e-29,2.7346252948544185e-25,2.510123502523299e-25,1.1912130417505828e-27,4.5660610439409755e-35,9.661864456806426e-35,2.2819070091917054e-17,3.193239384479467e-28,3.370661138943213e-23,8.630711718374082e-29,6.129609589152752e-11,3.087251273947865e-28,7.581345908296592e-34,3.097155114031986e-40,5.0005786094354165e-39,2.2819070091917054e-17
3.1783418551742993e-17,0.2746181055461105,3.76,0.0,0.925284466341068,0.9999999998774068,1.8658303933024059e-37,1.2776333333775926e-27,8.443204851245986e-16,1.0078226769810901e-14,8.44320485086046e-16,1.0078226768805559e-14,3.7550621740003295e-30,5.195449496968681e-29,1.048991704091085e-24,1.0040519541689146e-24,4.764864280963613e-27,3.6528596721931904e-34,5.691186303015196e-34,4.5638217559957873e-17,1.2772990146329052e-27,6.741412729678871e-23,3.4522933406070753e-28,1.2259239167589295e-10,1.2349036499841976e-27,3.0325460952617634e-33,2.477731442397658e-39,2.0002644896959027e-38,4.5638217559957886e-17
6.356689098985284e-17,0.274618105546111,3.76,0.0,0.925284466341057,0.9999999997548134,1.4926665765020192e-36,5.110540006140039e-27,1.68864240157951e-15,2.015647062648792e-14,1.6886424015150219e-15,2.0156470622466545e-14,1.502027127166381e-29,2.0781823303732793e-28,4.1062497593427664e-24,4.016212921336245e-24,1.9059481329489454e-26,2.9222920714477082e-33,3.7376238133557105e-33,9.1276512496039e-17,5.109202655225734e-27,1.3483152978687984e-22,1.3809189910671008e-27,2.4518495938485643e-10,4.9396208800438904e-27,1.2130199963613934e-32,1.9821880941259477e-38,8.001291805398364e-38,9.127651249603902e-17
1.271338358660725e-16,0.27461810554611193,3.76,0.0,0.925284466341035,0.9999999995096267,1.194134222945984e-35,2.0442174415275222e-26,3.3772862340369294e-15,4.031295833984128e-14,3.3772862339584216e-15,4.0312958323755765e-14,6.008115109643164e-29,8.312733718905523e-28,1.6245564685957358e-23,1.6064861881357572e-23,7.623797355073865e-26,2.3378353888284912e-32,2.6639683148507567e-32,1.8255310236819905e-16,2.043682441433545e-26,2.6967581746948417e-22,5.523678667285674e-27,4.903699993637507e-10,1.975849607471682e-26,4.852083196891436e-32,1.5857516509594059e-37,3.2006976952912863e-37,1.825531023681991e-16
2.542677256185118e-16,0.2746181055461139,3.76,0.0,0.9252844663409912,0.9999999990192536,9.553078542540299e-35,8.176873480612625e-26,6.754573897142159e-15,8.062593376654525e-14,6.75457389718701e-15,8.062593370220317e-14,2.4032490327268346e-28,3.325093834435454e-27,6.462338973922863e-23,6.425946781094697e-23,3.0495198924041425e-25,1.870269000837794e-31,2.000722197675103e-31,3.6510628211251045e-16,8.174733004450822e-26,5.394023236516636e-22,2.2094715222115718e-26,9.807396975657065e-10,7.903400936251736e-26,1.9408339969905352e-31,1.2686017903504406e-36,1.280422635789129e-36,3.651062821125108e-16
3.8140161537095114e-16,0.274618105546116,3.76,0.0,0.9252844663409473,0.9999999985288809,2.7315838556050286e-34,1.7375859408018104e-25,1.0131861558437772e-14,1.2093890919324649e-13,1.013186155875739e-14,1.2093890905651958e-13,5.106907939624522e-28,7.065824015479933e-27,1.3710040992223074e-22,1.365513816509748e-22,6.480230348996147e-25,5.347800927169949e-31,5.6250139348441145e-31,5.476594618568131e-16,1.7371310197937282e-25,8.091667606580866e-22,4.6951264730879043e-26,1.4711090140121265e-09,1.679472855017462e-25,4.124272800089478e-31,3.627408588206904e-36,2.7211399224198665e-36,5.476594618568139e-16
5.085355051233905e-16,0.2746181055461178,3.76,0.0,0.9252844663409034,0.9999999980385085,5.7617021515753935e-34,2.9641175954806285e-25,1.350914921792378e-14,1.61251884619945e-13,1.3509149218669565e-14,1.6125188438670495e-13,8.711789691524844e-28,1.2053463448685297e-26,2.3367662516465253e-22,2.3294060330233286e-22,1.1054511092506886e-24,1.1280061554114348e-30,1.1752954205243347e-30,7.302126416011073e-16,2.963341444116659e-25,1.0789691284960266e-21,8.009332294511826e-26,1.961477948703308e-09,2.8649832444537707e-25,7.035524817588143e-31,7.651255673661676e-36,4.6423468864820966e-36,7.302126416011085e-16
7.628032846282691e-16,0.27461810554612176,3.76,0.0,0.9252844663408157,0.9999999970577649,1.5736998099654565e-33,6.136830154287694e-25,2.0263724532648755e-14,2.4187783547333554e-13,2.0263724534602205e-14,2.418778349904416e-13,1.803667256348256e-27,2.4955160540935543e-26,4.833883907556314e-22,4.822739523661342e-22,2.2886961987870443e-24,3.080934811340398e-30,3.178841156934281e-30,1.0953190010896753e-15,6.135222852619089e-25,1.6186628855337122e-21,1.6582300784379215e-25,2.9422149221304205e-09,5.93158416908058e-25,1.4566162253965026e-30,2.0897953322261874e-35,9.612931473405122e-36,1.0953190010896776e-15
1.0170710641331478e-15,0.2746181055461257,3.76,0.0,0.925284466340728,0.9999999960770226,3.2927068232209594e-33,1.043714245146462e-24,2.7018299840719158e-14,3.2250378632671605e-13,2.701829984443704e-14,3.2250378550544005e-13,3.067568538971384e-27,4.2442183796321464e-26,8.217214911028925e-22,8.202216958626725e-22,3.892472858256063e-24,6.446346374827838e-30,6.612859267934351e-30,1.460425360578212e-15,1.0434408239268839e-24,2.158496127827538e-21,2.820214280312125e-25,3.922950491709836e-09,1.0088071332785715e-24,2.4773229339669115e-30,4.3725509960203584e-35,1.6351692511699875e-35,1.4604253605782151e-15
1.2713388436380264e-15,0.2746181055461296,3.76,0.0,0.9252844663406403,0.9999999950962817,5.994247668260781e-33,1.5945597814068095e-24,3.3772875141659676e-14,4.0312973718008575e-13,3.377287514773852e-14,4.031297359253615e-13,4.68655614962027e-27,6.48420533949201e-26,1.2550060210721121e-21,1.2531134327277435e-21,5.9468190483792256e-24,1.1735327463725263e-29,1.1989721223977662e-29,1.825531720066715e-15,1.5941419596987423e-24,2.6984788186586938e-21,4.3086489334356665e-25,4.903684557168701e-09,1.5412293749452613e-24,3.784790022863871e-30,7.960062159340162e-35,2.498578722496495e-35,1.825531720066719e-15
1.779874402647784e-15,0.27461810554613736,3.76,0.0,0.9252844663404648,0.9999999931348047,1.5826586364960452e-32,3.066282957325705e-24,4.7282025721703254e-14,5.643816388867921e-13,4.728202573433109e-14,5.643816364740018e-13,9.012101427483185e-27,1.2468890695289103e-25,2.412393663677369e-21,2.4096927119577322e-21,1.143552212208278e-23,3.0984726113715036e-29,3.1473914134663515e-29,2.5557444390436205e-15,3.0654790732940343e-24,3.7789019337510356e-21,8.285373389078575e-25,6.86514808125814e-09,2.9637294662511204e-24,7.278018364584128e-30,2.101691216782464e-34,4.80647201531071e-35,2.5557444390436237e-15
2.288409961657541e-15,0.27461810554614524,3.76,0.0,0.9252844663402893,0.9999999911733338,3.281248487280672e-32,5.028697804867039e-24,6.079117627278872e-14,7.256335405934547e-13,6.079117629438836e-14,7.256335366364848e-13,1.4779855220173173e-26,2.0448938640574574e-25,3.9554293818869965e-21,3.9518898613197444e-21,1.875422674573661e-23,6.42390961209859e-29,6.504135867519765e-29,3.285957158020393e-15,5.027378755075296e-24,4.859932039299416e-21,1.3587981868556255e-24,8.826605496346795e-09,4.860508732385848e-24,1.1935933497777468e-29,4.357332188366611e-34,7.885426964339035e-35,3.2859571580203914e-15
3.305481079677056e-15,0.27461810554616084,3.76,0.0,0.9252844663399383,0.9999999872504103,9.859208828430609e-32,1.0425398068611719e-23,8.780947728809793e-14,1.0481373440066482e-12,8.780947733490864e-14,1.0481373358031415e-12,3.064142856337305e-26,4.239426571999397e-25,8.198282444873724e-21,8.192975173419425e-21,3.888086875026365e-23,1.930199108192845e-28,1.9468311420944677e-28,4.746382595973548e-15,1.042266040191594e-23,7.023812968277823e-21,2.8170277920456246e-24,1.2749502002195243e-08,1.0076704832516847e-23,2.4745336069759133e-29,1.3092523499810518e-33,1.6360333663096304e-34,4.746382595973516e-15
5.339623315716085e-15,0.2746181055461922,3.76,0.0,0.9252844663392363,0.9999999794046365,4.238796967543374e-31,2.710625041056258e-23,1.4184607897127504e-13,1.693144950832509e-12,1.4184607909757743e-13,1.693144929503253e-12,7.966901286463202e-26,1.1022555877711628e-24,2.1311078799732204e-20,2.1301873515476407e-20,1.0109090963985538e-22,8.298547642125102e-28,8.341788360620966e-28,7.66723347187836e-15,2.709911576622226e-23,1.1358857656326418e-20,7.324297205947134e-24,2.059522171777947e-08,2.6199602773110958e-23,6.433834012208709e-29,5.6288976115906084e-33,4.260463398189823e-34,7.66723347187812e-15
9.407907787794144e-15,0.2746181055462547,3.76,0.0,0.9252844663378325,0.9999999637133823,2.386924134195113e-30,8.401769363085974e-23,2.499192809478981e-13,2.9831601644821268e-12,2.4991928134946024e-13,2.983160098370825e-12,2.469438649399637e-25,3.416491115205947e-24,6.604487867783509e-20,6.602642684197667e-20,3.1333727318184133e-22,4.673012008332379e-27,4.686411348052304e-27,1.3508935223682502e-14,8.399547263667058e-23,2.005807823742496e-20,2.270195154834954e-23,3.6286367972010044e-08,8.120723321014714e-23,1.9942083511724823e-28,3.169700051264083e-32,1.3248568057549116e-33,1.350893522368076e-14
1.754447673195026e-14,0.27461810554638,3.76,0.0,0.9252844663350246,0.9999999323320463,1.5850143383215896e-29,2.920404500885925e-22,4.660656793424049e-13,5.563190591772947e-12,4.660656807595883e-13,5.563190361975433e-12,8.58392021830609e-25,1.1875333641457515e-23,2.295452314794222e-19,2.295024805030222e-19,1.0891346393318395e-21,3.103051975402907e-26,3.1077048805411847e-26,2.5192338727272814e-14,2.9196246038227623e-22,3.757304511046483e-20,7.890911856812254e-23,6.766748781440992e-08,2.82269744693041e-22,6.931727851071146e-28,2.1047976252587547e-31,4.635305482379678e-33,2.519233872725975e-14
3.38176146202625e-14,0.27461810554663035,3.76,0.0,0.9252844663294089,0.9999998695740647,1.1522583944248593e-28,1.0848932512604697e-21,8.983584538979163e-13,1.0723251446320923e-11,8.983584592067148e-13,1.0723250592662695e-11,3.18904131442106e-24,4.41139865655584e-23,8.526767220712034e-19,8.525621171664684e-19,4.0459458168749244e-21,2.255801406855099e-25,2.2575231248441844e-25,4.855914573441342e-14,1.0845979280788898e-21,7.306908942177032e-20,2.931261859998692e-22,1.3042503716249817e-07,1.0485835338475527e-21,2.5750337662413917e-27,1.5301084341012104e-30,1.744456861593001e-32,4.855914573431257e-14
6.636389039688698e-14,0.27461810554713106,3.76,0.0,0.9252844663181774,0.9999997440768602,8.781801707642784e-28,4.1778918818712935e-21,1.7629439140864876e-12,2.1043373155282226e-11,1.7629439346197416e-12,2.104336986794983e-11,1.2282629172650229e-23,1.6987107765691303e-22,3.2834621357480685e-18,3.283110548341406e-18,1.5580422332841772e-20,1.7191938757641367e-24,1.7198465378746086e-24,9.529275974878938e-14,4.1767114090318726e-21,1.459256838246129e-19,1.1287340413432949e-21,2.559213771140532e-07,4.037965652134139e-21,9.916261331512539e-27,1.1661282134685496e-29,6.891297290733917e-32,9.529275974799756e-14
9.891016617351145e-14,0.2746181055476319,3.76,0.0,0.9252844663069459,0.9999996186046639,2.7516722173497407e-27,9.280698053331461e-21,2.627529255726869e-12,3.1363494864063985e-11,2.6275293014058668e-12,3.13634875617876e-11,2.728760393794027e-23,3.7732921909894966e-22,7.293609955992021e-18,7.292896690814161e-18,3.4609356305009413e-20,5.386806247979316e-24,5.388228772472249e-24,1.4202637376362434e-13,9.277996143202324e-21,2.2126836899910294e-19,2.507191641141553e-21,3.813927088016223e-07,8.969686578774541e-21,2.202759752080968e-26,3.6538681442769056e-29,1.5627931293577835e-31,1.4202637376112172e-13
1.314564419501359e-13,0.27461810554813265,3.76,0.0,0.9252844662957145,0.999999493157471,6.236279005807546e-27,1.6393428465319756e-20,3.4921144788401237e-12,4.168361657266621e-11,3.4921145595856734e-12,4.1683603674176605e-11,4.8206295854291074e-23,6.664809658249656e-22,1.288311903908035e-17,1.2881918941094131e-17,6.113272723416048e-20,1.220826413382421e-23,1.221071616005894e-23,1.8875998777938302e-13,1.638851902414142e-20,2.9909726103990033e-19,4.4284311683018654e-21,5.068390369682724e-07,1.584374553701257e-20,3.8909183738130126e-26,8.280861066234285e-29,2.815435308924157e-31,1.8875998777368504e-13
1.6400271772676038e-13,0.2746181055486333,3.76,0.0,0.925284466284483,0.9999993677352771,1.1849545702707026e-26,2.5516203785807854e-20,4.3566995834480234e-12,5.200373828108888e-11,4.3566997091804346e-12,5.2003718205117517e-11,7.504111387213337e-23,1.0373186222576313e-21,2.0051988217648308e-17,2.0050175656497302e-17,9.515051399909757e-20,2.3196572209100837e-23,2.3200272543325864e-23,2.3549360179654587e-13,2.550834922014055e-20,3.7941247999398486e-19,6.892382524146952e-21,6.322603665164684e-07,2.466014174233991e-20,6.056116621782382e-26,1.573422875227056e-28,4.467732479023484e-31,2.354936017856875e-13
2.290952692800093e-13,0.27461810554963484,3.76,0.0,0.9252844662620201,0.9999991169658664,3.1381275951643297e-26,4.9792336616951867e-20,6.085869437228461e-12,7.26439816973956e-11,6.085869682693675e-12,7.264394252265732e-11,1.4646805947121774e-22,2.0240231340798996e-21,3.9127802555546576e-17,3.9124386414564915e-17,1.8566925682923216e-19,6.14299475422679e-23,6.143659111617554e-23,3.28960829836866e-13,4.97761880148645e-20,5.475023438107188e-19,1.3448160851897897e-20,8.830280479303974e-07,4.811994301353553e-20,1.1817686226728733e-25,4.1667929618315315e-28,9.047958985486989e-31,3.2896082980800994e-13
2.9418782083325824e-13,0.27461810555063637,3.76,0.0,0.9252844662395572,0.9999988662963928,6.549845373902568e-26,8.211006444894815e-20,7.81503881724273e-12,9.328422511298419e-11,7.815039222116143e-12,9.328416051441208e-11,2.415877585557865e-22,3.3373810453626424e-21,6.452104365608164e-17,6.451551583917879e-17,3.061654156282018e-19,1.2821191354100529e-22,1.282216523185966e-22,4.2242805788843864e-13,8.208206721781661e-20,7.255389233848645e-19,2.217396455284365e-20,1.1336957923477297e-06,7.934908416107964e-20,1.948758587125964e-25,8.696615849834026e-28,1.546931001649417e-30,4.2242805782808904e-13
4.243729239397561e-13,0.2746181055526394,3.76,0.0,0.9252844661946314,0.999998365257091,1.949932874020659e-25,1.708743851840376e-19,1.1273376156708004e-11,1.3456471194200684e-10,1.1273376999407176e-11,1.3456457752058762e-10,5.029868195336685e-22,6.943797035927486e-21,1.3425976693979265e-16,1.3424847541421885e-16,6.370892683335419e-19,3.8167081563752727e-22,3.8168364724703705e-22,6.093625140415863e-13,1.7081028399026284e-19,1.1114562889488291e-18,4.6133279916506267e-20,1.6347316357517926e-06,1.651153598867686e-19,4.055286976528497e-25,2.5888754061401637e-27,3.453444062971135e-30,6.09362513861517e-13
5.54558027046254e-13,0.2746181055546424,3.76,0.0,0.9252844661497057,0.9999978646170508,4.34267141374934e-25,2.918170747734581e-19,1.4731711603268633e-11,1.7584519876815685e-10,1.473171304244568e-11,1.7584496922368533e-10,8.593960639133666e-22,1.1856062624593255e-20,2.292680820722626e-16,2.29248947238823e-16,1.087920690450224e-18,8.499617123328862e-22,8.499666834227966e-22,7.962969702874783e-13,2.9169752894171774e-19,1.5371724449022041e-18,7.876573909561295e-20,2.1353682175515126e-06,2.8195891813610064e-19,6.925292681022496e-25,5.7652990559733656e-27,6.301816930903938e-30,7.962969698859715e-13
6.847431301527518e-13,0.2746181055566454,3.76,0.0,0.92528446610478,0.9999973643759537,8.170441120162982e-25,4.449459914030012e-19,1.8190045158339185e-11,2.1712568559143428e-10,1.81900473526138e-11,2.1712533562374596e-10,1.310972189004543e-21,1.8073677260337337e-20,3.4954591358117654e-16,3.4951682489628637e-16,1.6586583094099776e-18,1.599047819360966e-21,1.5990230885678127e-21,9.83231426657403e-13,4.4474830016889345e-19,2.002695209123836e-18,1.2006678434439738e-19,2.635605856262781e-06,4.298797085001132e-19,1.0558870937869883e-24,1.0846364722683829e-26,1.022668649928282e-29,9.832314259014528e-13
