Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128)
9.723426155446207e-08,0.2066755132450703,3.76,0.0,0.7633980994163633,0.9999999994174258,1.1202557864477344e-28,1.8326879307768496e-19,4.832124205190236e-10,3.357054352562673e-10,5.183712442895569e-10,3.0634656374655883e-10,2.2870949658479448e-15,9.952462235948539e-18,2.904178766539521e-11,2.935657446228036e-11,3.484403715691707e-11
9.999999999999998e-08,0.20667551324568825,3.76,0.0,0.7633980993920788,0.9999999993991074,1.324190148222891e-28,2.047084336616608e-19,4.960333765408328e-10,3.4525426524805326e-10,5.331339955414328e-10,3.1425446134848415e-10,2.414809627667934e-15,1.0213954636508634e-17,3.065547663309656e-11,3.0997378875986816e-11,3.6758716962418426e-11
1.0326145740990827e-07,0.20667551324568825,3.76,0.0,0.7633980993634417,0.9999999993773911,1.602788643498672e-28,2.3231662369057475e-19,5.110931750624455e-10,3.565145861151002e-10,5.505446692056049e-10,3.235261644166385e-10,2.5695536314833763e-15,1.0520837994918579e-17,3.261005297473789e-11,3.298584162399222e-11,3.907570572622175e-11
1.0928865326535448e-07,0.20667551324629788,3.76,0.0,0.7633980993105202,0.9999999993369358,2.2462359380171985e-28,2.9049225964565694e-19,5.387573552046371e-10,3.773237369718187e-10,5.827253485533453e-10,3.4050892241173404e-10,2.867208932955158e-15,1.108377382043953e-17,3.636789132024592e-11,3.6811936267377874e-11,4.3523948692068524e-11
1.213430449762469e-07,0.20667551324749253,3.76,0.0,0.763398099204677,0.999999999254786,4.181703244858711e-28,4.384043663548569e-19,5.934512887498106e-10,4.189420386788932e-10,6.471099592174671e-10,3.7389291806042816e-10,3.5073429699001304e-15,1.2193582267875811e-17,4.4441791524485e-11,4.5045601081912855e-11,5.305486134863321e-11
1.333974366871393e-07,0.20667551324865518,3.76,0.0,0.7633980990988339,0.999999999171021,7.332517301834022e-28,6.358843888698377e-19,6.473240930211364e-10,4.6056034037745345e-10,7.115279986355364e-10,4.065162913293179e-10,4.205987713649887e-15,1.3282364453259001e-17,5.324282678725335e-11,5.40398297780575e-11,6.340690325948032e-11
1.4545182839803172e-07,0.2066755132497868,3.76,0.0,0.7633980989929908,0.999999999085684,1.2242633110910649e-27,8.926197488725939e-19,7.004045310570238e-10,5.021786420674638e-10,7.759823037534396e-10,4.3839635601076017e-10,4.961670348157924e-15,1.435065191605143e-17,6.275084783234221e-11,6.377731003570354e-11,7.45513113856744e-11
1.5750622010892413e-07,0.2066755132508884,3.76,0.0,0.7633980988871477,0.999999998998817,1.9620212707089313e-27,1.21902509604567e-18,7.527203693904377e-10,5.437969437488894e-10,8.404756334769018e-10,4.695500355850073e-10,5.772951694507627e-15,1.5398770548609164e-17,7.294617370166247e-11,7.424111981341714e-11,8.646031919373468e-11
1.6956061181981655e-07,0.20667551325196082,3.76,0.0,0.7633980987813046,0.9999999989104609,3.0363993753310256e-27,1.6261884751346188e-18,8.042984492768403e-10,5.85415245421697e-10,9.050106732260562e-10,4.999938856988452e-10,6.638423787486073e-15,1.6427420851922473e-17,8.380956472393182e-11,8.541470487164331e-11,9.910708542769342e-11
1.8161500353070896e-07,0.20667551325300504,3.76,0.0,0.7633980986754615,0.9999999988206549,4.559250232864873e-27,2.1258672842027326e-18,8.551646883860823e-10,6.270335470858545e-10,9.695900344775494e-10,5.297440916247365e-10,7.556711073165511e-15,1.7436530626525884e-17,9.53222255133826e-11,9.728188131351428e-11,1.1246569241720326e-10
2.0572378695249378e-07,0.20667551325501168,3.76,0.0,0.7633980984637752,0.9999999986368452,9.535965332732603e-27,3.45314466459897e-18,9.548606953955442e-10,7.102701503880958e-10,1.0988917921426844e-09,5.872264304219733e-10,9.546387183544276e-15,1.9399492857423817e-17,1.2022243151764152e-10,1.230341541794462e-10,1.4121937753848054e-10
2.242673006460307e-07,0.20667551325648442,3.76,0.0,0.7633980983009545,0.9999999984918078,1.587914631424398e-26,4.826968981832718e-18,1.0297924126470235e-09,7.742924225020325e-10,1.1984852585531327e-09,6.296714557674204e-10,1.1210333599952563e-14,2.086032351038762e-17,1.4100292001790232e-10,1.4460973554068853e-10,1.6508603521029205e-10
2.428108143395676e-07,0.20667551325789865,3.76,0.0,0.7633980981381339,0.9999999983437282,2.537376450032137e-26,6.5651658395783895e-18,1.103291459401515e-09,8.383146945951876e-10,1.2982094836003962e-09,6.706379522219185e-10,1.2985419622963562e-14,2.227957792326602e-17,1.63131067232918e-10,1.6766373467406839e-10,1.90385363322897e-10
2.613543280331045e-07,0.20667551325925698,3.76,0.0,0.7633980979753132,0.999999998192727,3.9141888101395075e-26,8.723390233615612e-18,1.175434394172972e-09,9.023369666674677e-10,1.3980724954030925e-09,7.101774153429551e-10,1.4867271810156663e-14,2.3659789311098445e-17,1.8654735380011558e-10,1.9214466039291306e-10,2.1704080336071344e-10
2.798978417266414e-07,0.2066755132605617,3.76,0.0,0.7633980978124926,0.9999999980389186,5.857971455124185e-26,1.1360207105477769e-17,1.2462937125918015e-09,9.663592387187838e-10,1.4980819675164834e-09,7.483395543202397e-10,1.6851670854087706e-14,2.5002303331035164e-17,2.1119440113224273e-10,2.1800280772538652e-10,2.4497985969174573e-10
2.984413554201783e-07,0.2066755132618153,3.76,0.0,0.7633980976496719,0.9999999978824118,8.53889532883869e-26,1.453696281456426e-17,1.3159380194614682e-09,1.0303815107490526e-09,1.5982452292323687e-09,7.851723420127059e-10,1.8934547603964726e-14,2.6306910384268576e-17,2.370169110849429e-10,2.451902078818323e-10,2.7413392751097424e-10
3.1698486911371524e-07,0.20667551326301978,3.76,0.0,0.7633980974868513,0.9999999977233109,1.216206549993403e-25,1.831759232042317e-17,1.3844322738644426e-09,1.0944037827581959e-09,1.6985692803145676e-09,8.207220865732666e-10,2.1111973774677176e-14,2.7575528259146352e-17,2.63961579602316e-10,2.7366055663562626e-10,3.0443804773440755e-10
3.3552838280725215e-07,0.20667551326417724,3.76,0.0,0.7633980973240306,0.9999999975617158,1.6970524057326765e-25,2.276851610483838e-17,1.451837926164467e-09,1.15842605474614e-09,1.7990607994275602e-09,8.550334723895679e-10,2.338015949739664e-14,2.881095832052933e-17,2.9197704735131893e-10,3.033691733861164e-10,3.3583076999681224e-10
3.5407189650078906e-07,0.20667551326528968,3.76,0.0,0.76339809716121,0.9999999973977212,2.325118652951666e-25,2.795843637447201e-17,1.518213179430802e-09,1.2224483267128155e-09,1.8997261603853047e-09,8.881496390244657e-10,2.5735449970893915e-14,3.0012879054422446e-17,3.210138045400243e-10,3.3427292222549935e-10,3.682538912274648e-10
3.7261541019432596e-07,0.2066755132663589,3.76,0.0,0.7633980969983893,0.9999999972314177,3.1337865392907317e-25,3.3958244305125853e-17,1.5836131096112175e-09,1.286470598658157e-09,2.0005714397692973e-09,9.201122182330365e-10,2.8174320221376458e-14,3.1180262340813346e-17,3.510241462854676e-10,3.6633017492463647e-10,4.0165233547715713e-10
3.911589238878629e-07,0.20667551326738665,3.76,0.0,0.7633980968355687,0.999999997062892,4.161748290109044e-25,4.084083191928827e-17,1.6480898974410494e-09,1.3504928705821045e-09,2.1016024319280415e-09,9.509614068712792e-10,3.069336260087911e-14,3.2318684594516956e-17,3.8196208471085103e-10,3.9950073802953895e-10,4.359739220091378e-10
4.097024375813998e-07,0.2066755132683745,3.76,0.0,0.763398096672748,0.999999996892227,5.453206950296168e-25,4.8681057907043485e-17,1.7116928798301504e-09,1.4145151424845996e-09,2.2028246525737934e-09,9.807359843996506e-10,3.3289292994138174e-14,3.343130535360594e-17,4.1378332784810834e-10,4.33745835360649e-10,4.711693139121617e-10
4.282459512749367e-07,0.206675513269324,3.76,0.0,0.7633980965099274,0.9999999967195009,7.058637805880278e-25,5.755553749733882e-17,1.7744688025779524e-09,1.4785374143655894e-09,2.3042433556131237e-09,1.0094733947327652e-09,3.5958953315324704e-14,3.4507727762954e-17,4.464451809664926e-10,4.690280261717804e-10,5.071917653854226e-10
