Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48)
1.963809439827625e-16,0.1279048318493709,3.76,0.0,0.6318763687403591,0.9999999999999876,3.742189158700004e-34,2.6188155387216794e-25,1.247338151977714e-14,1.4135554447356462e-13,1.247338152083649e-14,1.4135554427097593e-13,1.527377791870067e-27,2.0969550903851783e-26,2.0326487428093256e-22,2.0256621707620367e-22,1.496126711193319e-24,6.054322897311259e-31,6.830835660463162e-31,3.65470557205461e-31,2.6188155424638684e-25
3.9293250564057517e-16,0.12790483184937426,3.76,0.0,0.6318763687402051,0.9999999999999751,2.996026734786666e-33,1.048208697244709e-24,2.4957600031269242e-14,2.8283390001959025e-13,2.4957600036865876e-14,2.828338992087074e-13,6.113512943915533e-27,8.393278980353179e-26,8.122327446642804e-22,8.107927677220175e-22,5.988405752424955e-24,4.847139586502375e-30,5.157946653031483e-30,2.9203001934214508e-30,1.0482087002407354e-24
7.860356289562006e-16,0.12790483184938095,3.76,0.0,0.6318763687398972,0.9999999999999502,2.397731936094219e-32,4.1942001338723824e-24,4.992603704367756e-14,5.657906111114566e-13,4.992603706878433e-14,5.65790607866869e-13,2.446218557048193e-26,3.358399902655758e-25,3.2472759936860317e-21,3.2442271503274874e-21,2.3961422380452387e-23,3.879184783689841e-29,4.003547462313554e-29,2.3348525970181174e-29,4.194200157849701e-24
1.5722418755874514e-15,0.12790483184939438,3.76,0.0,0.6318763687392813,0.9999999999999002,1.9185498395115253e-31,1.6779531553287266e-23,9.986291102619074e-14,1.1317040332944496e-12,9.986291113205998e-14,1.1317040203139865e-12,9.786603592059543e-26,1.3435746745398771e-24,1.2985792421578382e-20,1.2979020898747856e-20,9.586128515020185e-23,3.103937162444887e-28,3.1536893308131774e-28,1.8673266701257934e-28,1.6779531745142244e-23
3.144654368849953e-15,0.12790483184942122,3.76,0.0,0.6318763687380496,0.9999999999998003,1.534985593015991e-30,6.712358814978865e-23,1.997366588220038e-13,2.2635308776574755e-12,1.9973665925636626e-13,2.2635308257313995e-12,3.915069233908851e-25,5.374704318300761e-24,5.193654417138739e-20,5.1920307192058704e-20,3.834762913959933e-22,2.4833854313621737e-27,2.503286325353672e-27,1.4936390740552684e-27,6.712358968477424e-23
6.289479355374956e-15,0.12790483184947496,3.76,0.0,0.6318763687355863,0.9999999999996005,1.2280467494240952e-29,2.685052729577475e-22,3.994841537367808e-13,4.527184566371691e-12,3.994841554959985e-13,4.527184358658939e-12,1.5661787752770033e-24,2.149943784461272e-23,2.0773291664413206e-19,2.076896658736185e-19,1.5339671279250241e-21,1.986802537925376e-26,1.994760677547806e-26,1.1948222991668506e-26,2.685052852382148e-22
1.2579129328424963e-14,0.12790483184958235,3.76,0.0,0.6318763687306594,0.9999999999992011,9.824606835025618e-29,1.0740429017076775e-21,7.989791408589725e-13,9.05449194375277e-12,7.989791479393435e-13,9.054491112884894e-12,6.2655414066851996e-24,8.599746701111834e-23,8.30905084658335e-19,8.307754548889301e-19,6.135989706833773e-21,1.5894795600592694e-25,1.5926588192198437e-25,9.558221875341021e-26,1.0740429999537422e-21
2.5158429274524973e-14,0.12790483184979715,3.76,0.0,0.6318763687208059,0.9999999999984021,7.859778178496674e-28,4.2962149771375524e-21,1.5979691042741763e-12,1.8109106698325535e-11,1.5979691326823618e-12,1.8109103374820482e-11,2.5068011033805112e-23,3.439770959524266e-22,3.323566690370782e-18,3.3231347377074745e-18,2.4544179365703726e-20,1.2715984226599626e-24,1.2728636454207284e-24,7.646433850074258e-25,4.296215763115311e-21
5.0317029166725e-14,0.12790483185022672,3.76,0.0,0.6318763687010986,0.9999999999968041,6.2878589446437305e-27,1.7184944650876656e-20,3.1959489877900287e-12,3.621833620671346e-11,3.1959491015937684e-12,3.621832291262772e-11,1.0031727209501145e-22,1.3757852276161057e-21,1.3294155599797866e-17,1.3292599467923739e-17,9.817698370953255e-20,1.0172842680504111e-23,1.0177799732373047e-23,6.117087959434204e-24,1.7184950938734647e-20
1.0063422895112504e-13,0.12790483185108587,3.76,0.0,0.6318763686616842,0.9999999999936081,5.030300624362797e-26,6.873993209926724e-20,6.391908581580808e-12,7.243679522045895e-11,6.391909037118522e-12,7.243674204399752e-11,4.016277581839304e-22,5.502113942787382e-21,5.317636916466959e-17,5.317047635000089e-17,3.927070686874791e-19,8.138290184754066e-23,8.140106857954814e-23,4.8936440640653114e-23,6.87399824022582e-20
2.0126862851992515e-13,0.1279048318528042,3.76,0.0,0.6318763685828553,0.999999999987216,4.024244139561644e-25,2.7495990747678763e-19,1.2783827076337037e-11,1.448737132358285e-10,1.2783828898979426e-11,1.4487350052984606e-10,1.6093727520125716e-21,2.2000160446859683e-20,2.12704722908644e-16,2.1268172190588728e-16,1.5708153534664064e-18,6.51062883684501e-22,6.511089694500234e-22,3.9149004817847873e-22,2.749603099009573e-19
3.0190302808872526e-13,0.12790483185452256,3.76,0.0,0.6318763685040265,0.9999999999808238,1.150682364372821e-24,5.842897714130777e-19,1.9175744878406332e-11,2.173106312390766e-10,1.9175748751655374e-11,2.1731017923889142e-10,3.42411668597165e-21,4.6738138901142404e-20,4.519967868943116e-16,4.519481613564003e-16,3.337961962898818e-18,1.8616315119876552e-21,1.8616743115985413e-21,1.1194152574551217e-21,5.842909220945109e-19
4.0253742765752537e-13,0.12790483185624088,3.76,0.0,0.6318763684251977,0.9999999999744317,2.427122143734519e-24,9.96729411988196e-19,2.5567661987927095e-11,2.897475492302034e-10,2.556766859515002e-11,2.8974677817122147e-10,5.847733232066247e-21,7.97105957899379e-20,7.710523447472288e-16,7.709694968029682e-16,5.694137106989574e-18,3.9267167717822026e-21,3.926681475326712e-21,2.3611684195353374e-21,9.967318391078342e-19
6.038062267951256e-13,0.12790483185967755,3.76,0.0,0.63187636826754,0.999999999961647,6.629221423119513e-24,2.063600678891066e-18,3.835149458202899e-11,4.346213851840088e-10,3.835150826060266e-11,4.3461978880508745e-10,1.2129760393795282e-20,1.6496442339851442e-19,1.5963628258678798e-15,1.5961911015441777e-15,1.1788870934742512e-17,1.0725065110553122e-20,1.0724520077253567e-20,6.4490729685454994e-21,2.0636073081023554e-18
8.050750259327258e-13,0.1279048318631142,3.76,0.0,0.6318763681098823,0.9999999999488621,1.3870544229545337e-23,3.509642439606796e-18,5.1135324630532774e-11,5.794952210932402e-10,5.1135347892322636e-11,5.794925060722481e-10,2.06663760289456e-20,2.804541144694655e-19,2.7149903246670777e-15,2.714697429302818e-15,2.0049591441631506e-17,2.2440392115402938e-20,2.2438542027098005e-20,1.3493600125853996e-20,3.5096563101235755e-18
1e-12,0.12790483186655086,3.76,0.0,0.6318763679571939,0.9999999999364797,2.4828918990096755e-23,5.297354166142166e-18,6.351621639455572e-11,7.198027542005684e-10,6.351625150202866e-11,7.1979865622538e-10,3.12484585065533e-20,4.2314903447105257e-19,4.097924366423504e-15,4.097480617112576e-15,3.0262011511441125e-17,4.016930184038794e-20,4.016486491179513e-20,2.415415020002531e-20,5.297378995000826e-18
1.006343825070326e-12,0.12790483186655086,3.76,0.0,0.6318763679522247,0.9999999999360767,2.5250786483555147e-23,5.361937552790116e-18,6.391915195253537e-11,7.24369056954714e-10,6.391918748792488e-11,7.243649090185259e-10,3.163111819899668e-20,4.283030021064807e-19,4.147884610368829e-15,4.147435397630975e-15,3.063094652789745e-17,4.085181616405855e-20,4.084727317498575e-20,2.456455213356306e-20,5.361962803514933e-18
1.4088814233455265e-12,0.1279048318734242,3.76,0.0,0.6318763676369094,0.9999999999105051,6.666944867997342e-23,1.0310801241942227e-17,8.948679825204647e-11,1.0141167285313945e-09,8.948686656867262e-11,1.014108752208601e-09,6.108200649572904e-20,8.228650214248675e-19,7.97620415359086e-15,7.975330966612944e-15,5.890088579430706e-17,1.0786039610218692e-19,1.0784098600720224e-19,6.485744841528712e-20,1.031086791115177e-17
2.2139566198959273e-12,0.12790483188717086,3.76,0.0,0.6318763670062787,0.9999999998593582,2.5779948943291983e-22,2.515515304801568e-17,1.4062205771303043e-10,1.593612071103313e-09,1.4062222429198557e-10,1.5935926113535505e-09,1.503652990078121e-19,2.0036304852268674e-18,1.945936338833171e-14,1.9457178556610646e-14,1.436932771020757e-16,4.1707503333465246e-19,4.1694003192478237e-19,2.5079164436979663e-19,2.5155410845967088e-17
3.019031816446328e-12,0.12790483190091748,3.76,0.0,0.631876366375648,0.9999999998082061,6.397926353649084e-22,4.6600635534396587e-17,1.917572730006215e-10,2.173107412899393e-09,1.9175758143183288e-10,2.173071363161598e-09,2.8084186576875855e-19,3.7051421714851604e-18,3.60488601748738e-14,3.604471629195351e-14,2.661846382878032e-16,1.035068203461153e-18,1.0346179650405356e-18,6.223987430384872e-19,4.6601275321956335e-17
4.6291822095471295e-12,0.1279048319284108,3.76,0.0,0.6318763651143866,0.9999999997058865,2.3237214627641303e-21,1.0928873008315584e-16,2.9402757146061686e-10,3.3320980941656767e-09,2.9402829397125555e-10,3.3320135496157103e-09,6.701751267348919e-19,8.655851707893514e-18,8.454168016021465e-14,8.45314620068428e-14,6.242044333501616e-16,3.759308527083287e-18,3.7566847203469346e-18,2.260528024381869e-18,1.0929105377560167e-16
7.849482995748732e-12,0.12790483198339736,3.76,0.0,0.6318763625918639,0.9999999995011855,1.1611886484743606e-20,3.1385021385082364e-16,4.985676422866974e-10,5.650079447405488e-09,4.985697121510049e-10,5.649836656392754e-09,1.9930408769721237e-18,2.4658575223884907e-17,2.427779264748231e-13,2.4274555223661303e-13,1.7922187698408682e-15,1.8785118980262502e-17,1.8761357240612286e-17,1.1295897339445097e-17,3.1386182548236784e-16
1e-11,0.12790483209337047,3.76,0.0,0.631876360907323,0.9999999993644402,2.5572494447184693e-20,5.092479446737873e-16,6.351591233569697e-10,7.19802748844217e-09,6.351624750248663e-10,7.197633539961893e-09,3.3252808404771043e-18,3.974501514705017e-17,3.9392063879736924e-13,3.9386396327046277e-13,2.9075573277261182e-15,4.1368534735707894e-17,4.1290359077689515e-17,2.487610323591104e-17,5.092735163461663e-16
1.4290084568151938e-11,0.12790483209337047,3.76,0.0,0.6318763575468183,0.9999999990915363,7.198173901339893e-20,1.0396934331174551e-15,9.076456987239562e-10,1.028604211686444e-08,9.07652521414765e-10,1.0285237821804665e-08,7.056697555504095e-18,8.03666110638098e-17,8.042188059368783e-13,8.040909120135972e-13,5.934773738505455e-15,1.1644132266488513e-16,1.1615819277811067e-16,7.002031326444635e-17,1.0397654119072388e-15
2.0730686140555145e-11,0.12790483220334356,3.76,0.0,0.6318763525017727,0.9999999986815575,2.116472632968872e-19,2.1878100952634625e-15,1.3167209998453947e-09,1.4922004737242615e-08,1.3167352952017307e-09,1.492031227226992e-08,1.5649138221208265e-17,1.6679019506225997e-16,1.6922452982999525e-12,1.691939064248048e-12,1.2484285282385595e-14,3.4235676827188683e-16,3.4124442204798565e-16,2.058746940264754e-16,2.1880217306730444e-15
2.717128771295835e-11,0.1279048323133166,3.76,0.0,0.631876347456727,0.9999999982712495,4.635494455410005e-19,3.758171644871834e-15,1.7257935806575676e-09,1.955796730904272e-08,1.725818034421456e-09,1.955506003026125e-08,2.818506894431982e-17,2.827213582423836e-16,2.90680277789105e-12,2.9062150616756645e-12,2.1438314431949812e-14,7.497989142787163e-16,7.467844588706234e-16,4.508951830241407e-16,3.758635161470045e-15
3.3611889285361555e-11,0.12790483242328954,3.76,0.0,0.6318763424116811,0.999999997860612,8.617385481009476e-19,5.750749097629278e-15,2.1348634774959407e-09,2.419392983294333e-08,2.1349007400139894e-09,2.4189481118617727e-08,4.5077283038173624e-17,4.269574594151605e-16,4.4478351429838974e-12,4.44684180180816e-12,3.2794345381671036e-14,1.3938205983100222e-15,1.3871521432451857e-15,8.381936251636684e-16,5.7516107622127835e-15
4.649309243016797e-11,0.12790483264323532,3.76,0.0,0.6318763323215894,0.999999997038349,2.223218438886138e-18,1.1002445170034168e-14,2.952995354843439e-09,3.346585474047785e-08,2.9530660538021076e-09,3.345734337051969e-08,9.337335858919554e-17,7.961394043521533e-16,8.509116967693518e-12,8.506862118121732e-12,6.27031036046398e-14,3.595661763408754e-15,3.572996259331995e-15,2.1623681388008695e-15,1.1004668130324493e-14
5.937429557497438e-11,0.12790483286318088,3.76,0.0,0.6318763222314965,0.9999999962147683,4.569144129507092e-18,1.794266800908573e-14,3.771116926070107e-09,4.2737779468200116e-08,3.771231244102757e-09,4.272389920988592e-08,1.6357404643370044e-16,1.2654838459214048e-15,1.3875641661633715e-11,1.387138258782136e-11,1.021904386663892e-13,7.389207516795394e-15,7.331746558257853e-15,4.443872719546738e-15,1.7947236487314076e-14
7.225549871978079e-11,0.12790483308312633,3.76,0.0,0.6318763121414028,0.9999999953898708,8.186955984259103e-18,2.657117585962014e-14,4.589228503429088e-09,5.200970402757468e-08,4.589396318848055e-09,5.19891488280574e-08,2.586388236623037e-16,1.8263587719853106e-15,2.054693621355933e-11,2.0539753107411736e-11,1.512352113905946e-13,1.3238889173707681e-14,1.3116366073410995e-14,7.962112668592614e-15,2.6579361379880078e-14
9.801790500939362e-11,0.12790483352301663,3.76,0.0,0.6318762919612111,0.9999999937361248,2.03567040669627e-17,4.889211157539757e-14,6.225422915756434e-09,7.055355271099117e-08,6.225726152522793e-09,7.051573014457072e-08,5.328883351179351e-16,3.194866041014254e-15,3.780199187601383e-11,3.7785513032006346e-11,2.779152078707649e-13,3.2912461597115395e-14,3.249928909342585e-14,1.9795494185459897e-14,4.8912463378391656e-14
9.999999999999999e-11,0.1279048339629063,3.76,0.0,0.6318762904085972,0.9999999936086716,2.1613989418164975e-17,5.088910837897585e-14,6.3513060805125744e-09,7.198026994518114e-08,6.3516212538897254e-09,7.194090250605405e-08,5.590319346957571e-16,3.312625953624909e-15,3.934558928489747e-11,3.9328175019558325e-11,2.892373864369454e-13,3.4944742888931034e-14,3.449703612883782e-14,2.101793891328916e-14,5.0910717054343723e-14
1.2378031129900645e-10,0.1279048339629063,3.76,0.0,0.6318762717810115,0.9999999920771128,4.0958362970254693e-17,7.796339284214165e-14,7.861581068594134e-09,8.909740094042638e-08,7.862055616215876e-09,8.903708880090179e-08,9.344867510884625e-16,4.847994249308792e-15,6.02706145395563e-11,6.023910314550052e-11,4.425803450235645e-13,6.620955624561177e-14,6.51652143970893e-14,3.982495576823915e-14,7.800433874076549e-14
1.4954271758861926e-10,0.12790483440279551,3.76,0.0,0.631876251600802,0.9999999904128359,7.220279289964745e-17,1.1378318143450077e-13,9.497705464603663e-09,1.0764124890881036e-07,9.498384770875725e-09,1.0755322626785642e-07,1.4788066963639595e-15,6.7407406752776095e-15,8.794915511797265e-11,8.789551579188114e-11,6.450696679674806e-13,1.1669662452872866e-13,1.1448763438307187e-13,7.019741634487748e-14,1.138553577566988e-13
1.7530512387823208e-10,0.12790483484268428,3.76,0.0,0.6318762314205801,0.999999988743296,1.1629865213670064e-16,1.5634965007950373e-13,1.1133798647455043e-08,1.26185096854054e-07,1.1134713677362712e-08,1.260641440147687e-07,2.178662334629412e-15,8.83550839080992e-15,1.2083396432298932e-10,1.2074974602787166e-10,8.85223097349585e-13,1.879340293771117e-13,1.8378897204816628e-13,1.130567085155285e-13,1.5646589890137106e-13
2.010675301678449e-10,0.1279048352825727,3.76,0.0,0.6318762112403433,0.9999999870684945,1.7545560700252412e-16,2.0566097988004718e-13,1.2769863204334202e-08,1.4472894505818736e-07,1.2771042396537818e-08,1.44569843511635e-07,3.0447770025621633e-15,1.1100752018231644e-14,1.5892138820512412e-10,1.5879678517570429e-10,1.162881185877098e-12,2.834812451178561e-13,2.7634664264038856e-13,1.705467016665669e-13,2.0583634947162536e-13
2.525923427470705e-10,0.12790483616234893,3.76,0.0,0.6318761708798152,0.9999999837031133,3.4779320135957913e-16,3.2451099049158407e-13,1.6041916984499696e-08,1.8181664357278363e-07,1.6043699516316002e-08,1.815655936362814e-07,5.311311990496907e-15,1.6037802260187123e-14,2.5068945201911626e-10,2.504492494951547e-10,1.83007671311602e-12,5.617339886045563e-13,5.441300843601419e-13,3.3799151047679147e-13,3.24858570316859e-13
3.0411715532629615e-10,0.12790483704212477,3.76,0.0,0.6318761305191976,0.9999999803167046,6.06896043626455e-16,4.703188483992982e-13,1.9313888319080366e-08,2.1890434755482686e-07,1.9316356616644085e-08,2.1854048840348647e-07,8.334152771172655e-15,2.138649386977466e-14,3.632240724571235e-10,3.628128254565326e-10,2.645394295185714e-12,9.7988587942057e-13,9.431665216270122e-13,5.896671030650312e-13,4.709252970562575e-13
3.556419679055218e-10,0.12790483792190105,3.76,0.0,0.6318760901584696,0.9999999769092812,9.704371394902408e-16,6.43070352092368e-13,2.2585799345763058e-08,2.5599206076437424e-07,2.25890141833136e-08,2.5549453956957875e-07,1.2152198125808788e-14,2.7030181586912796e-14,4.964959718814545e-10,4.958474553460698e-10,3.6075835618822386e-12,1.5663158133621394e-12,1.4980745569783393e-12,9.426863568034788e-13,6.440399535204716e-13
4.071667804847474e-10,0.12790483880167838,3.76,0.0,0.6318760497976096,0.9999999734808556,1.456078735149946e-15,8.427514702395744e-13,2.585767279596318e-08,2.9307978759255645e-07,2.586167270138432e-08,2.9242775888325255e-07,1.6793138188194637e-14,3.2884667250878146e-14,6.50475885307347e-10,6.495131250151354e-10,4.715405786941905e-12,2.3493455151087577e-12,2.2327845468897047e-12,1.4141366106284567e-12,8.442061142442718e-13
5.102164056431987e-10,0.12790484056123916,3.76,0.0,0.6318759690754051,0.9999999665610471,2.8642646666980433e-15,1.3228473121298401e-12,3.24014007239968e-08,3.672553026815256e-07,3.240699452845332e-08,3.6623174891342837e-07,2.862131586253661e-14,4.498520433127951e-14,1.0204427921800761e-09,1.0185777760789722e-09,7.363051486510439e-12,4.6182140090056565e-12,4.334042519975916e-12,2.7805568466596514e-12,1.3257080429643031e-12
6.1326603080165e-10,0.1279048423208124,3.76,0.0,0.6318758883524004,0.999999959557379,4.972564262751972e-15,1.910497700871559e-12,3.894526521551901e-08,4.414309399322759e-07,3.895232596433484e-08,4.3995255234662024e-07,4.391068824989561e-14,5.738949229020828e-14,1.4728910666022612e-09,1.4696876617316214e-09,1.0578650460090153e-11,8.01196035201072e-12,7.425296960653561e-12,4.825138347804555e-12,1.9154628953731483e-12
7.163156559601012e-10,0.12790484408040367,3.76,0.0,0.6318758076284036,0.9999999524699507,7.921949062057021e-15,2.605596972605505e-12,4.5489467897739825e-08,5.15606755537167e-07,4.549767086452124e-08,5.135902629308908e-07,6.269966290079498e-14,6.995411848758855e-14,2.0075873791506758e-09,2.002524539046932e-09,1.4352702493024548e-11,1.2755182457665663e-11,1.1674951467484241e-11,7.683708317367668e-12,2.6135052150674744e-12
8.193652811185525e-10,0.1279048458400185,3.76,0.0,0.6318757269032141,0.999999945298861,1.1853256222308023e-14,3.4080426227633864e-12,5.2034218389584577e-08,5.897828142442043e-07,5.204303307353869e-08,5.871449743100845e-07,8.500410106775383e-14,8.260100428527696e-14,2.6242988550255732e-09,2.616771094865208e-09,1.8675885809596436e-11,1.9071609876790834e-11,1.7241985604363558e-11,1.149171151413482e-11,3.419872432009741e-12
9.224149062770038e-10,0.12790484759966214,3.76,0.0,0.6318756461766244,0.9999999380442087,1.6907191114456127e-14,4.317735443718741e-12,5.8579733808338275e-08,6.639591888624522e-07,5.858841642492289e-08,6.606167800227896e-07,1.108293115366661e-13,9.528269075920288e-14,3.32279309868017e-09,3.3121109695902148e-09,2.3539054851086727e-11,2.7184103756605014e-11,2.4276449443301462e-11,1.6384209400267915e-11,4.334605003333481e-12
9.999999999999999e-10,0.12790484935934013,3.76,0.0,0.6318755853972797,0.9999999325271691,2.153816284037589e-14,5.07334539992696e-12,6.350843103611765e-08,7.198061406409625e-07,6.351639026483229e-08,7.158783614595599e-07,1.3259515751872286e-13,1.0483695220022145e-13,3.902508187665653e-09,3.888945646304581e-09,2.7551369155032016e-11,3.46115428324225e-11,3.062698267665541e-11,2.086491162632436e-11,5.094831611142732e-12
1.0254645314354551e-09,0.12790484935934013,3.76,0.0,0.6318755654484187,0.9999999307060928,2.3224330775905667e-14,5.334579648504151e-12,6.512623831890096e-08,7.381359598092385e-07,6.513382474121749e-08,7.340057735018312e-07,1.4017326360505374e-13,1.0797303921186803e-13,4.102838200465848e-09,4.088228762523497e-09,2.89332380444191e-11,3.731465810021379e-11,3.2919917619575693e-11,2.249588008858097e-11,5.357746541063936e-12
1.1285141565939064e-09,0.1279048511190577,3.76,0.0,0.6318754847183751,0.9999999232846113,3.0945128094949296e-14,6.458482975848277e-12,7.167396274835879e-08,8.123132147219575e-07,7.167926183399717e-08,8.073120480744206e-07,1.7302858621545065e-13,1.2066144478492988e-13,4.964202739433285e-09,4.944810032973799e-09,3.484963573557307e-11,4.968440229237191e-11,4.3305880052919006e-11,2.996101915108831e-11,6.489343921814376e-12
1.2315637817523576e-09,0.12790485287882025,3.76,0.0,0.6318754039862653,0.9999999157798619,4.0209917611064944e-14,7.68935681885008e-12,7.822314411125514e-08,8.864910479795299e-07,7.822473150390388e-08,8.80535696962531e-07,2.0938548560649588e-13,1.3334439144134098e-13,5.906655787167602e-09,5.881541301791129e-09,4.1279617523786445e-11,6.451360471729399e-11,5.556022410424845e-11,3.8913540896229203e-11,7.729447421856895e-12
1.334613406910809e-09,0.1279048546386331,3.76,0.0,0.6318753232518546,0.9999999081919428,5.1158920432100263e-14,9.027116325232627e-12,8.477402523562878e-08,9.606695603253639e-07,8.477023754067389e-08,9.536768132831325e-07,2.492336085267513e-13,1.4602005894442127e-13,6.929966910095279e-09,6.898110051827316e-09,4.821472003759188e-11,8.202167559041346e-11,6.98016144448966e-11,4.9486979324442935e-11,9.07811082278914e-12
1.4376630320692602e-09,0.12790485639850155,3.76,0.0,0.6318752425149033,0.9999999005209511,6.393224900218707e-14,1.0471680487613172e-11,9.132685442133863e-08,1.0348488585228497e-06,9.131578372315982e-08,1.0267354900483044e-06,2.9256253254997034e-13,1.5868690355013368e-13,8.033906169509331e-09,7.9942047262652e-09,5.564664477912772e-11,1.0242716944652793e-10,8.614184004956715e-11,6.181448889594066e-11,1.0535391507057602e-11
1.5407126572277114e-09,0.12790485815843086,3.76,0.0,0.6318751617751659,0.9999998927669843,7.866991192119891e-14,1.2022972229512887e-11,9.788188511049347e-08,1.1090290550230168e-06,9.786137381935029e-08,1.099711820165282e-06,3.3936158309990546e-13,1.7134418746608145e-13,9.218244120459572e-09,9.169514725845789e-09,6.356725595423796e-11,1.2594778751716543e-10,1.0468614891664126e-10,7.602884522275414e-11,1.210135054927989e-11
1.746811907544614e-09,0.12790486167849296,3.76,0.0,0.6318750002863266,0.9999998770105127,1.1459778842224183e-13,1.5445450316256086e-11,1.109995884714696e-07,1.2573926191478988e-06,1.109527007706214e-07,1.2454178115600515e-06,4.4332653495997584e-13,1.966299055478786e-13,1.1827200780950391e-08,1.1756543075151368e-08,8.084279394814904e-11,1.8320095088816124e-10,1.4877734552111258e-10,1.1064731133098607e-10,1.555956701830637e-11
