Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136)
1.0401652116173242e-10,0.4072297687388744,3.76,0.0,0.6142314691316275,0.9999999568779111,0.0,0.0,4.312208882086493e-08,1.0260251771665556e-06,4.312208882086493e-08,1.0260251771568065e-06,9.749145399470745e-18
1.9583800191978736e-10,0.40722983737014146,3.76,0.0,0.6142305253347108,0.9999999188115861,0.0,0.0,8.118841374309405e-08,1.9317557689593727e-06,8.118841374309405e-08,1.931755768924838e-06,3.453525476751483e-17
3.794809634358973e-10,0.40722997463225374,3.76,0.0,0.6142286377466449,0.9999998426791353,0.0,0.0,1.573208645038846e-07,3.7432113839523805e-06,1.573208645038846e-07,3.7432113838227344e-06,1.2964672187808148e-16
7.467668864681171e-10,0.4072302491547906,3.76,0.0,0.6142248625935847,0.9999996904150298,0.0,0.0,3.0958496962066087e-07,7.366100339148788e-06,3.0958496962066087e-07,7.366100338646763e-06,5.020258630557851e-16
9.999999999999999e-10,0.4072307981931125,3.76,0.0,0.6142222597517034,0.999999585433913,0.0,0.0,4.1456608599403655e-07,9.86396110413606e-06,4.1456608599403655e-07,9.863961103235834e-06,9.002242878562996e-16
1.4813387325325567e-09,0.4072307981931125,3.76,0.0,0.6142173123797525,0.9999993858900043,0.0,0.0,6.141099936867096e-07,1.4611789147387766e-05,6.141099936867096e-07,1.4611789145412366e-05,1.9753997594308745e-15
2.950482424661436e-09,0.40723189624274736,3.76,0.0,0.6142022123212688,0.9999987768526993,0.0,0.0,1.2231472927872513e-06,2.9102810331974458e-05,1.2231472927872513e-06,2.910281032413793e-05,7.836530697191648e-15
4.4196261167903155e-09,0.40723299425637066,3.76,0.0,0.6141871127550623,0.9999981678323949,0.0,0.0,1.8321675874878792e-06,4.359335624372856e-05,1.8321675874878792e-06,4.3593356226145154e-05,1.7583401690992047e-14
5.888769808919195e-09,0.40723409223397566,3.76,0.0,0.6141720136811833,0.999997558829099,0.0,0.0,2.4411708698381744e-06,5.808342684032164e-05,2.4411708698381744e-06,5.808342680910577e-05,3.1215867120493553e-14
7.357913501048074e-09,0.4072351901755595,3.76,0.0,0.6141569150996838,0.9999969498428196,0.0,0.0,3.050157131619836e-06,7.257302207801209e-05,3.050157131619836e-06,7.257302202927833e-05,4.8733776344002866e-14
9.999999999999999e-09,0.40723738595064995,3.76,0.0,0.6141297632709697,0.9999958546936571,0.0,0.0,4.145306252725587e-06,9.862970167105536e-05,4.145306252725587e-06,9.862970158104117e-05,9.001417679677334e-14
1.0296200885305832e-08,0.40723738595064995,3.76,0.0,0.6141267194140159,0.9999957319213415,0.0,0.0,4.268078563009199e-06,0.00010155078631455951,4.268078563009199e-06,0.00010155078621913415,9.542536742150706e-14
1.617277565382135e-08,0.4072417770684456,3.76,0.0,0.614066333953554,0.9999932962829527,0.0,0.0,6.703716811840432e-06,0.00015950060852762,6.703716811840432e-06,0.00015950060829219288,2.3542714071575344e-13
2.2049350422336868e-08,0.4072461676095295,3.76,0.0,0.6140059563770407,0.9999908609177608,0.0,0.0,9.139081801547954e-06,0.00021744282005101525,9.139081801547954e-06,0.0002174428196134363,4.375789506251242e-13
2.7925925190852386e-08,0.4072505575737211,3.76,0.0,0.6139455866878631,0.9999884258263022,0.0,0.0,1.1574172995974533e-05,0.0002753774180342658,1.1574172995974533e-05,0.0002753774173323948,7.01870951545339e-13
