Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237),CFO(50)
0.007879899065344266,0.09933324601812048,3.76,0.0,0.4073577176250078,0.48652255007910733,0.5099749597028779,7.972195378449755e-06,2.736091410705587e-05,0.007641671948701635,9.308418533992593e-05,6.271484366756964e-08,2.6444966183268833e-11,6.989232032037256e-15,1.036590184616711e-07,2.201688938445116e-08,2.0706100326826574e-06,0.0019652479528778875,3.3237928414027713e-10,0.0011717998486248373,0.5109217879960201,8.763977781317433e-08,1.4950390196322575e-11,2.748712610082558e-05,2.154487722760026e-05,0.00023604137864341137,0.0018527164435914818,2.476189929320876e-07,8.517766560896185e-06,7.081790154658968e-12,1.3504206699585726e-09,7.348100974104958e-13,1.5890492730344978e-05,7.464235662281709e-11,4.345459915902316e-09
0.007974857440672391,0.09933394511227528,3.76,0.0,0.40410134505152284,0.48327433267222986,0.5131958547409267,7.937762191763409e-06,2.7207957013402145e-05,0.007704444462557687,9.307271618884713e-05,6.271129301385863e-08,2.626673407976281e-11,6.942126741944958e-15,1.0388205314492608e-07,2.187112080651843e-08,2.045273227622257e-06,0.0019843369153266822,3.3119068011410124e-10,0.0011763073355706875,0.5141473304845938,8.760658122821569e-08,1.4769306852824586e-11,2.7303611149819516e-05,2.133430513210612e-05,0.0002357399805449284,0.0018652218580466002,2.4709701660525016e-07,8.540954922600823e-06,6.995151780209652e-12,1.345061894122226e-09,7.318937181408575e-13,1.609594260229957e-05,7.536199172285502e-11,4.275784497136905e-09
0.008069815816000516,0.09933463760268012,3.76,0.0,0.40088464226991016,0.48006560693232053,0.5163774804471607,7.903620232189186e-06,2.705624795655264e-05,0.007766704773020578,9.305904295000859e-05,6.270605122164654e-08,2.6089968867132013e-11,6.895409142289479e-15,1.0410108132010496e-07,2.1726455199280255e-08,2.0203508633996254e-06,0.0020033230681937705,3.299989206156129e-10,0.0011806982641972689,0.517333516412979,8.757177919089954e-08,1.4591188351720847e-11,2.7122327364542282e-05,2.1126461284430287e-05,0.00023541063256553614,0.001877571545351918,2.4654350825158716e-07,8.563160619913192e-06,6.909930459545806e-12,1.339610609700786e-09,7.289270051948009e-13,1.6299251518244648e-05,7.607584431170148e-11,4.207558649829055e-09
0.008164774191328642,0.09933532356961615,3.76,0.0,0.39770696266045613,0.47689572987388124,0.5195204774378791,7.869766218143695e-06,2.6905773416072713e-05,0.007828458437991662,9.304320322109376e-05,6.269914766470023e-08,2.591466124802837e-11,6.849076775585765e-15,1.0431616346087619e-07,2.1582888028957856e-08,1.995834566539869e-06,0.0020222069704587853,3.288042573486335e-10,0.001184974967631306,0.5204809878541568,8.75353982781565e-08,1.4415974725635125e-11,2.6943238418160312e-05,2.0921302373286472e-05,0.00023505425795344908,0.001889767730072929,2.4595957865152945e-07,8.58439747016659e-06,6.826097561052247e-12,1.3340711028316997e-09,7.259122908330337e-13,1.6500385343040064e-05,7.678392145460243e-11,4.140745039216826e-09
0.008259732566656767,0.09933600309210973,3.76,0.0,0.39456767259905995,0.47376407142864035,0.5226254734413517,7.836196905113052e-06,2.6756520023696694e-05,0.007889710944608044,9.302523447651225e-05,6.269061120959811e-08,2.574080174643964e-11,6.803127137054787e-15,1.0452735885542332e-07,2.1440414546977807e-08,1.9717161608644893e-06,0.0020409891841143913,3.2760693505615446e-10,0.0011891397286899674,0.5235903739639921,8.749746478177199e-08,1.4243607420863316e-11,2.676630871362623e-05,2.0718785846429915e-05,0.00023467175653065978,0.001901812599039068,2.453463113942461e-07,8.604679238848212e-06,6.743625127799111e-12,1.3284475385541111e-09,7.228518414192405e-13,1.6699312019212714e-05,7.748623157777118e-11,4.075307476304608e-09
0.008449649317313018,0.09933734311433583,3.76,0.0,0.3884017899807369,0.4676129530787023,0.5287239105697977,7.769899591656499e-06,2.6461623978486132e-05,0.00801073408207845,9.298305905637549e-05,6.266875243841457e-08,2.539738850113744e-11,6.712365843593498e-15,1.049383208873845e-07,2.115872875736321e-08,1.924641277108938e-06,0.0020782508070158277,3.2520525904318383e-10,0.001197142309622985,0.5296973438414703,8.741704383018847e-08,1.3907184430329695e-11,2.6418788199764378e-05,2.032151346939939e-05,0.00023383185822533297,0.0019254569521299006,2.440359649553408e-07,8.642432310485817e-06,6.582653107898697e-12,1.316964311036491e-09,7.16602483536214e-13,1.709042578367275e-05,7.887359115927933e-11,3.948421225107823e-09
0.008639566067969269,0.09933865827893251,3.76,0.0,0.3823821742541848,0.4616074586639784,0.5346775669027962,7.704703084690563e-06,2.617145593930195e-05,0.008129816698470694,9.293281283313839e-05,6.264069538928952e-08,2.5059650604942004e-11,6.623104506291999e-15,1.0533441947573053e-07,2.0881356294621992e-08,1.879064563936862e-06,0.0021151124820293038,3.2279571943473457e-10,0.0012047233058527138,0.5356592119796839,8.733072122375108e-08,1.35814779011427e-11,2.607949501987929e-05,1.9934318503856996e-05,0.00023289768692224687,0.0019485213704068015,2.426206123666428e-07,8.676528764468898e-06,6.426803606454355e-12,1.3051919368746797e-09,7.101958051566995e-13,1.7472375859435875e-05,8.023801637324809e-11,3.82663182353304e-09
0.00882948281862552,0.09933994917801174,3.76,0.0,0.37650419494441845,0.45574298350218284,0.5404910294209296,7.640582781582984e-06,2.5885914490418487e-05,0.008247000227307958,9.287478816984976e-05,6.260665280139245e-08,2.4727507788284086e-11,6.535321908860689e-15,1.0571608965572765e-07,2.0608253163276817e-08,1.8349272224298665e-06,0.002151578784572808,3.2038004375609223e-10,0.001211899281401183,0.5414805757989158,8.723869754020172e-08,1.3266066770082831e-11,2.5748169022649638e-05,1.9556886752365574e-05,0.00023187564893083014,0.0019710220587968136,2.4110799338929464e-07,8.707076443049658e-06,6.275875573520348e-12,1.2931596701273117e-09,7.036477245431791e-13,1.78449751307277e-05,8.157961906715596e-11,3.7096871058658638e-09
0.00901939956928177,0.09934121638577911,3.76,0.0,0.37076340261301266,0.4500151028484334,0.5461687056033995,7.5775146842140674e-06,2.560490067682367e-05,0.008362325049507959,9.280927285133023e-05,6.256682955725973e-08,2.4400878205183505e-11,6.4489964185067134e-15,1.0608375048987728e-07,2.0339373081265123e-08,1.7921731558130655e-06,0.0021876543122754887,3.1795986316403766e-10,0.001218686098933652,0.5471658528133005,8.714116917855992e-08,1.2960549335436006e-11,2.5424560222700525e-05,1.9188915118617833e-05,0.00023077182302357472,0.001992974682237905,2.395054599640904e-07,8.734181980501213e-06,6.129677199402593e-12,1.2808950925375168e-09,6.96973249968579e-13,1.8208064637335563e-05,8.28985280524601e-11,3.5973497830503034e-09
0.009209316319938021,0.09934246046076188,3.76,0.0,0.365155520438236,0.44441956352472994,0.5517148317876523,7.515475393792137e-06,2.5328317975236875e-05,0.00847583052090814,9.27365494708201e-05,6.252142350815148e-08,2.4079679053524073e-11,6.364106150478834e-15,1.0643780563768047e-07,2.007466801289544e-08,1.750748833507448e-06,0.0022233436774614732,3.1553671991027313e-10,0.0012250989524353185,0.5527192890094601,8.70383283469505e-08,1.2664542282713528e-11,2.5108428327693075e-05,1.8830111248377244e-05,0.00022959197563535714,0.0020143943863021067,2.3781999181368607e-07,8.757950691914892e-06,5.9880254497234326e-12,1.2684241932840124e-09,6.901865231127472e-13,1.856151190459886e-05,8.419488758510037e-11,3.4893963524841996e-09
0.009399233070594272,0.09934368194476942,3.76,0.0,0.359676436262289,0.4389522760141812,0.5571334810644388,7.454442104830175e-06,2.5056072264210524e-05,0.008587554999304903,9.265689491803398e-05,6.247062574021801e-08,2.376382655496374e-11,6.28062896108269e-15,1.067786441458072e-07,1.981408818167532e-08,1.7106031558574988e-06,0.0022586515002871784,3.131120693003812e-10,0.0012311523981882913,0.5581449667595123,8.693036311604107e-08,1.2377679714942645e-11,2.4799542291670937e-05,1.8480193160951124e-05,0.00022834157538683067,0.0020352958169622534,2.360582118936985e-07,8.778486478598651e-06,5.850745602801724e-12,1.2557714453791306e-09,6.833008606342801e-13,1.8905209343138025e-05,8.546885563577829e-11,3.3856162659446088e-09
0.009589149821250522,0.09934488136432691,3.76,0.0,0.3543221951662451,0.43360930708015966,0.5624285706482243,7.394392596505813e-06,2.478807178821086e-05,0.008697535870702931,9.25705799767624e-05,6.241462026902975e-08,2.3453236381685773e-11,6.198542562696263e-15,1.071066414170001e-07,1.955758246051319e-08,1.6716873323860205e-06,0.002293582402569306,3.10687283620574e-10,0.0012368603837920877,0.5634468122082293,8.68174575478526e-08,1.2099612280870904e-11,2.4497679898063745e-05,1.8138888882768116e-05,0.0002270258068050433,0.0020556931393152958,2.342264010882666e-07,8.795891746625491e-06,5.717670833293599e-12,1.2429598805199141e-09,6.763287949023695e-13,1.9239072734901093e-05,8.672060314889679e-11,3.285810979339133e-09
0.009779066571906773,0.09934605923091734,3.76,0.0,0.34908899245423847,0.42838687279258014,0.5676038688406244,7.3353052250229915e-06,2.45242271207365e-05,0.008805809575091908,9.247786901527531e-05,6.2353584905014e-08,2.314782383834813e-11,6.1178245697827545e-15,1.0742215957034061e-07,1.930509854289599e-08,1.6339547647085627e-06,0.002328141002197112,3.082636582649188e-10,0.0012422362756691516,0.5686286022522935,8.669979167900548e-08,1.1830006335305711e-11,2.420262736569189e-05,1.7805936096096566e-05,0.00022564958343462507,0.0020756000555074822,2.323305123261099e-07,8.810267331123518e-06,5.588641811771644e-12,1.2300111601967184e-09,6.692821126893739e-13,1.956303978035961e-05,8.795031242552927e-11,3.189793249216804e-09
0.009968983322563024,0.09934721604152628,3.76,0.0,0.3439731669446541,0.4232813318596079,0.5726630016884929,7.277158914435764e-06,2.426445112132592e-05,0.008912411631972199,9.237901974011836e-05,6.228769186529924e-08,2.2847504056047462e-11,6.038452551521727e-15,1.0772554791505048e-07,1.905658313850277e-08,1.5973609352460472e-06,0.0023623319080128768,3.058424134119536e-10,0.0012472928854417131,0.5736939712135083,8.657754148450348e-08,1.156854314133092e-11,2.3914178972027182e-05,1.748108179443239e-05,0.000224217560497779,0.002095029822083962,2.3037618461941704e-07,8.821712427402137e-06,5.463506324134201e-12,1.2169456432104811e-09,6.621718919117679e-13,1.9877068688332975e-05,8.915817553737117e-11,3.0973862897365856e-09
0.009999999999999998,0.09934835227909558,3.76,0.0,0.3431485714210919,0.4224583713383131,0.5734784511031723,7.2677506025095685e-06,2.4222405879970454e-05,0.008929665170956955,9.236231012663328e-05,6.227648039494605e-08,2.2798934634076933e-11,6.025616057627889e-15,1.0777396747446415e-07,1.9016369585158678e-08,1.5914897651964322e-06,0.0023678812579877883,3.054472882097507e-10,0.0012480892354712295,0.574510415349264,8.655715227699418e-08,1.1526594156559018e-11,2.386768406707556e-05,1.7428779962321976e-05,0.00022397869125229605,0.002098158595659729,2.300518277208337e-07,8.823309931023046e-06,5.443429351230094e-12,1.214802051046406e-09,6.610053565564764e-13,1.992740913413336e-05,8.935337880699607e-11,3.08262607739988e-09
0.010158900073219275,0.09934835227909558,3.76,0.0,0.3389711945632693,0.41828917925971115,0.5776094593417652,7.2199331432893225e-06,2.4008658886605714e-05,0.009017376665536168,9.227428302270897e-05,6.221710685330062e-08,2.2552192203015213e-11,5.9604040868613635e-15,1.0801714408341303e-07,1.8811982176771535e-08,1.5618633023975832e-06,0.0023961597151349896,3.0342469741352505e-10,0.0012520424951734913,0.5786464172110737,8.645087906453299e-08,1.1314918120001805e-11,2.363213669342208e-05,1.7164081939892677e-05,0.00022273414708884472,0.002113995266747961,2.2836875664812956e-07,8.830324533090089e-06,5.342118913109842e-12,1.2037824502607975e-09,6.550085367754552e-13,2.0181136815333072e-05,9.03443943378018e-11,3.0084232199166182e-09
0.010348816823875525,0.09934946841298578,3.76,0.0,0.3340796822680274,0.4134070402035378,0.5824466020816769,7.1636079322719195e-06,2.375676769841741e-05,0.009120738429293729,9.216390279307878e-05,6.214198968023178e-08,2.2261803630003676e-11,5.883656803043065e-15,1.082972743572423e-07,1.8571240952434347e-08,1.527421200679327e-06,0.0024296290007168146,3.0101159260193087e-10,0.0012564968813522917,0.5834893082034707,8.631997266905306e-08,1.1068840134292299e-11,2.335630986397314e-05,1.6854701123794027e-05,0.00022120351783586076,0.0021325088044350632,2.2631327969704636e-07,8.836199398551578e-06,5.2243405367471415e-12,1.1905395262012486e-09,6.478018116524718e-13,2.0475239366823213e-05,9.150917915012793e-11,2.9227462722559504e-09
0.010538733574531776,0.09935056489943232,3.76,0.0,0.3292953623008789,0.4086316644210961,0.5871776660239607,7.108163834978307e-06,2.3508696971450408e-05,0.009222529830025179,9.204811594959424e-05,6.206249617646066e-08,2.1976253977608292e-11,5.8081884040039295e-15,1.085662534098295e-07,1.8334304252541118e-08,1.4939957468936077e-06,0.0024627443200996445,2.9860411587420853e-10,0.0012606673376489629,0.5882258877045776,8.618498648608791e-08,1.083003081538175e-11,2.308651485276305e-05,1.655271223978106e-05,0.0002196296240234839,0.0021505824526809347,2.2421453044800059e-07,8.839430983914585e-06,5.110038247527887e-12,1.1772336998313635e-09,6.405608736171997e-13,2.075938816054097e-05,9.265274637527193e-11,2.8402064034672038e-09
0.010728650325188027,0.09935164218197973,3.76,0.0,0.3246150867309768,0.40395992073866976,0.5918057685325206,7.053581923087501e-06,2.3264368202441243e-05,0.00932278295116769,9.192715231242186e-05,6.19787764687507e-08,2.169545935770988e-11,5.733976718391919e-15,1.0882438576396522e-07,1.810111652489081e-08,1.4615497515452917e-06,0.0024955102033358484,2.962032214475735e-10,0.001264564696563674,0.5928592802095954,8.604608085371114e-08,1.059822392942478e-11,2.2822574757471982e-05,1.6257896169421895e-05,0.00021801620422692502,0.002168227846359077,2.2207702329458444e-07,8.840111424091963e-06,4.999084889426626e-12,1.1638807404869992e-09,6.332943032397821e-13,2.103361044503675e-05,9.377531944755977e-11,2.760662485939987e-09
0.010918567075844278,0.09935270069189558,3.76,0.0,0.32003582225867916,0.3993887919150155,0.5963339133739132,6.999843769602483e-06,2.3023704922340186e-05,0.009421529075763747,9.18012346808549e-05,6.189097342843948e-08,2.1419336501422237e-11,5.660999738506996e-15,1.090719670060851e-07,1.7871622038461938e-08,1.4300476351311478e-06,0.0025279311520846623,2.938098080638759e-10,0.0012681993500310094,0.5973924963611695,8.590341266916931e-08,1.0373164778880202e-11,2.2564319112637515e-05,1.5970041481037516e-05,0.00021636679450411203,0.002185456251845984,2.1990502183090825e-07,8.838330998614188e-06,4.891358811637264e-12,1.1504954120855177e-09,6.260101339950827e-13,2.1297947770404814e-05,9.487712942954184e-11,2.6839811626542037e-09
0.011108483826500528,0.0993537408485663,3.76,0.0,0.3155546452705769,0.3949153697272026,0.600764995622461,6.946931441479082e-06,2.2786632632477398e-05,0.009518798708812837,9.167057887358194e-05,6.179922781761618e-08,2.1147802731062778e-11,5.589235612829667e-15,1.0930928177622837e-07,1.764576487556902e-08,1.3994553477721157e-06,0.002560011636781143,2.9142471773141767e-10,0.0012715812690822618,0.6018284378655839,8.575713480116017e-08,1.015460962251858e-11,2.2311583612018762e-05,1.5688944129398295e-05,0.00021468473815345972,0.0022022785806367256,2.1770255036584482e-07,8.8341781060128e-06,4.786743593732613e-12,1.1370915251601756e-09,6.187158805778113e-13,2.1552454909541334e-05,9.595840990657961e-11,2.6100358729987678e-09
0.011298400577156779,0.09935476305988304,3.76,0.0,0.3111687371404308,0.39053685030105234,0.6051018063211685,6.894827490245095e-06,2.2553078741895104e-05,0.009614621598884713,9.153539368363351e-05,6.170367882492162e-08,2.088077605528417e-11,5.518662671494044e-15,1.0953660418634618e-07,1.7423489064129864e-08,1.3697402945765949e-06,0.002591756094036596,2.8904873507094247e-10,0.001274720022615417,0.6061699021641958,8.560739575534515e-08,9.942325140547479e-12,2.206420984477955e-05,1.5414407168485328e-05,0.0002129731950298287,0.0022187054023817226,2.154734053443383e-07,8.827739248851855e-06,4.6851277904229075e-12,1.1236819863411942e-09,6.114185658279484e-13,2.1797198832994613e-05,9.701939639108238e-11,2.5387071326902817e-09
0.01148831732781303,0.09935576772261351,3.76,0.0,0.30687537976418877,0.38625052967414647,0.6093470369100542,6.8435149226704074e-06,2.2322972536859304e-05,0.009709026759334225,9.139588102742892e-05,6.160445374661551e-08,2.0618175506524183e-11,5.449259515402712e-15,1.0975420334920181e-07,1.7204738837887175e-08,1.3408712642710013e-06,0.002623168924394394,2.8668260061982214e-10,0.0012776247951590905,0.6104195868717172,8.545434117536118e-08,9.736087931606992e-12,2.182204504481118e-05,1.5146240472057084e-05,0.00021123515043980877,0.0022347469573978465,2.1322116528884034e-07,8.819099021993387e-06,4.586404687491373e-12,1.1102788452055897e-09,6.041247462228891e-13,2.2032257736999344e-05,9.806033476635104e-11,2.4698810746629856e-09
0.011659242403403656,0.09935665723426976,3.76,0.0,0.3030883201445707,0.3824695134249735,0.6130915909967212,6.7979965586882485e-06,2.2118767766361186e-05,0.009792802648413965,9.126678119910374e-05,6.151210965708013e-08,2.0385553131660543e-11,5.387779339506269e-15,1.099419446648847e-07,1.7010832044982262e-08,1.3155877529176202e-06,0.00265116053715172,2.845620743104146e-10,0.001280046331344947,0.6141679840393184,8.531387544177982e-08,9.55546783186908e-12,2.1608428490360114e-05,1.491018517698687e-05,0.00020965058499495376,0.0022488631615880206,2.1117719286016042e-07,8.809509015433927e-06,4.499942587307653e-12,1.0982307927211083e-09,5.975683597358991e-13,2.2235603001822472e-05,9.898024360348609e-11,2.4099887455469376e-09
0.011813074971435219,0.09935744613568655,3.76,0.0,0.2997407177266536,0.37912712354598865,0.6164015777346024,6.757556930782713e-06,2.1937282908548307e-05,0.009867255367696422,9.114784362878943e-05,6.142661945605697e-08,2.0179154890174298e-11,5.333229982767767e-15,1.1010450673804404e-07,1.6838685499126554e-08,1.2933804794253314e-06,0.002676128948378932,2.8266128718080747e-10,0.001282074896038081,0.6174812990058404,8.51853414984976e-08,9.39682560605821e-12,2.1419593065574182e-05,1.47019128809714e-05,0.0002082096868526398,0.0022613136118645326,2.0932588019032176e-07,8.799459463928548e-06,4.42400002149503e-12,1.0874061073782e-09,5.916777215597209e-13,2.2412026182272613e-05,9.979459336950969e-11,2.3576826359692066e-09
0.01196690753946678,0.0993582241942783,3.76,0.0,0.29644931336764235,0.3758407240849369,0.6196559586814869,6.71760778260793e-06,2.175794018858611e-05,0.009940827194367726,9.102640401811901e-05,6.133893787637672e-08,1.997551950321763e-11,5.279410823262737e-15,1.1026113686687132e-07,1.6668753432817374e-08,1.271676989272488e-06,0.0027008874754245737,2.8076812006284914e-10,0.0012839651004481203,0.6207388875944415,8.50548784921996e-08,9.241783879468055e-12,2.1233920938540568e-05,1.4497503124156835e-05,0.0002067561792888138,0.0022735284764503483,2.0746511488683918e-07,8.788109703916176e-06,4.349779984335901e-12,1.0766044601284845e-09,5.857996281271249e-13,2.2582266245742926e-05,1.0059622898079095e-10,2.3068354767448784e-09
0.012105356850695187,0.09935891533436178,3.76,0.0,0.29353404891578894,0.3729297918487802,0.6225383980686732,6.682066124824782e-06,2.159833498207717e-05,0.010006300330562334,9.091504738512597e-05,6.125819989055282e-08,1.9794575832152503e-11,5.231588894929286e-15,1.1039713771349057e-07,1.651768382393554e-08,1.2525628267942102e-06,0.0027229925680752596,2.7907103881854737e-10,0.0012855514723205787,0.6236241131490894,8.4935871293903e-08,9.10524061721987e-12,2.1069461630926608e-05,1.431676314849731e-05,0.00020543830657607863,0.0022843244484950214,2.057836073690355e-07,8.776817365692147e-06,4.284414518134966e-12,1.066906771461962e-09,5.805222986631135e-13,2.273024461839941e-05,1.0130694233769752e-10,2.262279188653522e-09
0.012243806161923594,0.09935959798293299,3.76,0.0,0.29066237563431785,0.3700622923838262,0.6253777069278288,6.646909255999642e-06,2.144041274681093e-05,0.010071081446704747,9.080180790302538e-05,6.117578167935788e-08,1.9615806870709436e-11,5.184341721512452e-15,1.1052852546032724e-07,1.6368363049179075e-08,1.2338351818716073e-06,0.0027449311218250417,2.773805871756489e-10,0.0012870321661883686,0.626466114896766,8.481540962990031e-08,8.97145955190448e-12,2.090745615010255e-05,1.4139016431986173e-05,0.00020411216052788078,0.0022949369946978146,2.0409674152378513e-07,8.764534805290364e-06,4.220370629977171e-12,1.057235163468214e-09,5.752591677019691e-13,2.2873307987350812e-05,1.0200756168785159e-10,2.21882926231133e-09
0.012382255473152,0.09936027227372597,3.76,0.0,0.2878334155907327,0.36723735217893955,0.6281747544815751,6.612131464660213e-06,2.128414942160882e-05,0.010135180446338297,9.068675096050413e-05,6.109172607129075e-08,1.9439183259411375e-11,5.137661545291699e-15,1.1065538950742687e-07,1.622077011690783e-08,1.215484326989047e-06,0.002766704759570905,2.7569696673674926e-10,0.0012884100747503852,0.6292657640627184,8.469354088405815e-08,8.840371071224997e-12,2.0747855145198708e-05,1.396420132517116e-05,0.0002027786001905676,0.0023053694984300943,2.0240553165122316e-07,8.75129099724601e-06,4.157615061065818e-12,1.0475928613268705e-09,5.700119901192053e-13,2.3011503684468175e-05,1.026981871010966e-10,2.1764520499625334e-09
0.012520704784380407,0.0993609383379023,3.76,0.0,0.2850463128718007,0.3644541196102842,0.6309303881392643,6.577727101641707e-06,2.112952143529701e-05,0.010198607057792778,9.056994024485445e-05,6.10060722409094e-08,1.9264675889595488e-11,5.0915406712417394e-15,1.1077781718772018e-07,1.6074884085130583e-08,1.1975008235024912e-06,0.0027883150914462347,2.740203672580155e-10,0.0012896880075829046,0.6320239100098637,8.45703143123791e-08,8.711907632174495e-12,2.05906105019149e-05,1.3792257687148874e-05,0.00020143844814644494,0.0023156252683671527,2.0071094459002863e-07,8.737114380027344e-06,4.0961155403234505e-12,1.037982917743132e-09,5.647824269382591e-13,2.3144880841941972e-05,1.0337891914317408e-10,2.1351150672608685e-09
0.012659154095608813,0.09936159630408899,3.76,0.0,0.2823002329372114,0.3617117642992529,0.6336454341376547,6.543690597889413e-06,2.0976505747058176e-05,0.010261370837698638,9.045143771973206e-05,6.091886426134865e-08,1.909225585380191e-11,5.045971459125469e-15,1.1089588872117184e-07,1.5930684065830525e-08,1.1798755170629675e-06,0.0028097637146092557,2.723509642759838e-10,0.001290868693798457,0.6347413808809151,8.444578004728445e-08,8.58600371983433e-12,2.043567530624536e-05,1.3623126845579572e-05,0.00020009249183598984,0.0023257075404042237,1.990139021989253e-07,8.722032849576126e-06,4.0358407687400235e-12,1.0284082170631656e-09,5.595720475656647e-13,2.3273490255600228e-05,1.0404984976676912e-10,2.0947870324703676e-09
0.01279760340683722,0.09936224629843582,3.76,0.0,0.27959436197579196,0.3590094764725155,0.6363206981792259,6.510016622921995e-06,2.0825079553702887e-05,0.010323481174534813,9.033130366757209e-05,6.08301434140831e-08,1.892189471220858e-11,5.000946394255038e-15,1.1100968901871303e-07,1.578814944334526e-08,1.1625995250860886e-06,0.002831052213071721,2.706889294436575e-10,0.0012919547845666778,0.6374189842382967,8.43199799109729e-08,8.462595775760054e-12,2.0283003808323298e-05,1.345675158558625e-05,0.00019874148485017303,0.0023356194795438887,1.9731528726196053e-07,8.706073775414373e-06,3.976760376525617e-12,1.0188714820131134e-09,5.543823334737788e-13,2.339738425060941e-05,1.0471108110267113e-10,2.0554377927195585e-09
0.012922207786942785,0.09936282457974657,3.76,0.0,0.2771928003816188,0.35661102196722394,0.6386950720954944,6.480015602579339e-06,2.0690136502803232e-05,0.010378829410696745,9.022183663937981e-05,6.074902946501799e-08,1.8770306841800286e-11,4.960882949710451e-15,1.1110852688867409e-07,1.5661275296919878e-08,1.147342662573488e-06,0.0028500762535623413,2.691995312239891e-10,0.0012928535174250412,0.6397953918887337,8.42057154009858e-08,8.353611638388594e-12,2.0147498020087055e-05,1.3309323710698669e-05,0.0001975218567907805,0.0023443971503436267,1.957858837601963e-07,8.690982512012503e-06,3.924584827965846e-12,1.0103230091708404e-09,5.497304175226644e-13,2.350490154266231e-05,1.0529798291782828e-10,2.0208362738178177e-09
0.01304681216704835,0.09936339659269963,3.76,0.0,0.2748225998371161,0.354243819856669,0.6410384187831071,6.450300013690336e-06,2.0556446984219753e-05,0.010433662443628042,9.011113738635715e-05,6.066674826811912e-08,1.862034356004294e-11,4.9212488682063215e-15,1.112040249750574e-07,1.553571864731165e-08,1.1323556468700936e-06,0.002868973001276994,2.6771633918895066e-10,0.001293679542118708,0.6421407057731308,8.409049956658867e-08,8.2465555089429e-12,2.001375790236409e-05,1.3164042846851865e-05,0.00019629922592088062,0.0023530415703891484,1.9425646895454636e-07,8.67522139512473e-06,3.873331944706006e-12,1.0018091439966898e-09,5.450973382599601e-13,2.3608682910443965e-05,1.0587717586606816e-10,1.9869835115570362e-09
0.01315895610914336,0.09936390611689283,3.76,0.0,0.2727157760686442,0.3521396040133534,0.6431213549265818,6.423797046770776e-06,2.0437185105717258e-05,0.010482577055769562,9.001048813710745e-05,6.059172133045585e-08,1.848674902732881e-11,4.8859409130144376e-15,1.1128716754154393e-07,1.5423831941819337e-08,1.1190931337546163e-06,0.0028858721704379947,2.6638686017534644e-10,0.0012943622712585881,0.6442253565506263,8.398601352583735e-08,8.151818254371105e-12,1.989487575312435e-05,1.3035093599138854e-05,0.0001951966910909311,0.002360709411078478,1.928804510627858e-07,8.660479258352456e-06,3.827976413885659e-12,9.941776420956683e-10,5.409444270823855e-13,2.3698925660365164e-05,1.0639192224538929e-10,1.957139797337796e-09
0.01327110005123837,0.09936441069668213,3.76,0.0,0.270633512565012,0.3500598645337155,0.645179992771993,6.397519618509867e-06,2.031891450186353e-05,0.010531084300224843,8.990890269254636e-05,6.051578983852286e-08,1.8354439699717787e-11,4.850972625091787e-15,1.1136769382704693e-07,1.5312989835494528e-08,1.1060401481446426e-06,0.002902669960630764,2.6506256614970714e-10,0.0012949888158629806,0.6462856570635866,8.388080313378717e-08,8.058577947996257e-12,1.977737644811071e-05,1.2907824159110576e-05,0.00019409245561628817,0.0023682726252464838,1.915052699672676e-07,8.645223340680605e-06,3.783337305347885e-12,9.865766924662047e-10,5.368081448064514e-13,2.378620563762766e-05,1.0690053926566102e-10,1.927872466949131e-09
0.01337202959912388,0.09936486064185587,3.76,0.0,0.2687801547112088,0.34820870811582605,0.6470123083100999,6.3740605779196424e-06,2.0213309303884806e-05,0.010574396330776984,8.981669876691036e-05,6.04466947266304e-08,1.8236448271932435e-11,4.819788440933196e-15,1.1143796260511188e-07,1.521411629460131e-08,1.0944681927484672e-06,0.0029177019618760406,2.638751910826986e-10,0.0012955056915900614,0.6481194253039823,8.37855131066708e-08,7.97591713253209e-12,1.9672791429316302e-05,1.2794695381672156e-05,0.00019309746030251156,0.0023749913221264773,1.90268632422754e-07,8.631064726787351e-06,3.743762974985554e-12,9.797628733052054e-10,5.331002054023237e-13,2.386224980022481e-05,1.0735309591952428e-10,1.9020134027446775e-09
0.013472959147009389,0.09936530667602379,3.76,0.0,0.2669461007854981,0.3463767905197344,0.648825526197435,6.3507801948609524e-06,2.0108490033712692e-05,0.010617385441240811,8.97237796824773e-05,6.037689708137763e-08,1.8119475871646852e-11,4.7888735761340075e-15,1.1150617259948453e-07,1.5116072616886817e-08,1.0830596672884145e-06,0.002932653087791578,2.626921189324833e-10,0.0012959789430817947,0.6499340551531618,8.368967015886063e-08,7.894423860221572e-12,1.956929334867938e-05,1.2682885695959052e-05,0.00019210158290831078,0.002381627598285163,1.8903324022773362e-07,8.61651026248365e-06,3.704747450221412e-12,9.72975462067417e-10,5.294066389343533e-13,2.3935941610968474e-05,1.0780076764357046e-10,1.876600490917673e-09
