Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237),CFO(50)
4.2715571545662255e-19,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999997354,5.0119703375889073e-45,2.133745996255693e-33,7.033974826191311e-20,1.2211227248304306e-19,7.033974826197161e-20,1.221122724828535e-19,2.33291154886304e-36,3.2453292168600594e-35,2.0836438559140045e-31,1.885673796507798e-31,7.607465350865313e-32,3.635895614114935e-43,1.5461493664116316e-38,2.6373113372857753e-23,2.1337856523486512e-33,8.981624993259623e-30,8.32059425467381e-35,2.6447966342072554e-13,9.704611584396786e-34,2.1200828592012e-42,1.700358922286044e-48,3.232801459975186e-48,2.6373113372857695e-23,2.9298133710523237e-43,2.2641986997865488e-40,3.9633515070572154e-39,2.8721213575029094e-50,1.7795320368788896e-51,1.6594778640501803e-54
8.546825479553447e-19,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999994708,4.0126237626956967e-44,8.540544687783433e-33,1.4074060838138745e-19,2.4433063729665353e-19,1.407406083816612e-19,2.4433063729589476e-19,9.337726216057857e-36,1.2989774404490088e-34,7.943759942657896e-31,7.547609393743997e-31,3.044968703011389e-31,2.9109272714717064e-42,6.188772408069966e-38,5.2769139963241884e-23,8.540703415583245e-33,1.797316255697301e-29,3.33040610827921e-34,5.291891076935405e-13,3.88437372852172e-33,8.485856749546555e-42,1.361321028845374e-47,1.2939648476708618e-47,5.276913996324164e-23,2.3456296826477218e-42,9.06269622111911e-40,1.5863734737999034e-38,1.1496066398717747e-49,1.424707659847577e-50,1.328591324822928e-53
1.7097362129527891e-18,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999989413,3.2113185285831232e-43,3.4173303327450093e-32,2.8154232861979126e-19,4.887673669238744e-19,2.8154232862096584e-19,4.887673669208383e-19,3.736307003778007e-35,5.197601730276653e-34,3.0992895664658527e-30,3.0200268791278295e-30,1.2183841067276071e-30,2.3296265073860667e-41,2.4764315747978434e-37,1.0556119314401014e-22,3.417393844605185e-32,3.5962568174169756e-29,1.332596246368568e-33,1.0586079912778523e-12,1.554255454512643e-32,3.39544820778809e-41,1.0894705563248062e-46,5.177559033010322e-47,1.0556119314400918e-22,1.8772126835347367e-41,3.6262595593856444e-39,6.347560176439781e-38,4.6000008212272954e-49,1.1401991235126122e-49,1.0632768458813153e-52
3.4198435429476777e-18,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999978825,2.569542734667812e-42,1.367154656421294e-31,5.631457690944192e-19,9.77640826178316e-19,5.631457690992769e-19,9.776408261661696e-19,1.4947662729933064e-34,2.0793791172143726e-33,1.2240678130176536e-29,1.2082074039751863e-29,4.874329790853217e-30,1.864055157603615e-40,9.908270899365104e-37,2.1114529950554665e-22,1.367180065353015e-31,7.196670136765268e-29,5.331252700613255e-33,2.1174457386012056e-12,6.218033888385004e-32,1.3584005206000778e-40,8.717419737241023e-46,2.0713720974959115e-46,2.1114529950554287e-22,1.5020490441805503e-40,1.4507404317455013e-38,2.5394373461440555e-37,1.8403613382720093e-48,9.123325315484944e-49,8.50783025628365e-52
6.840058202937455e-18,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999957648,2.0558293735906919e-41,5.469063704840886e-31,1.1263526500349565e-18,1.9553877446871996e-18,1.126352650054706e-18,1.9553877446386095e-18,5.979553136450598e-34,8.318193232876693e-33,4.8649700934083416e-29,4.833222948460793e-29,1.949890600344865e-29,1.491385721858206e-39,3.964376620641833e-36,4.223135122286197e-22,5.4691653492557495e-31,1.4407625559105302e-28,2.1326746239758357e-32,4.235121153866833e-12,2.4874159838136756e-31,5.4340454240516325e-40,6.974597975127298e-45,8.286253469032637e-46,4.2231351222860444e-22,1.201743224892398e-39,5.803437857962356e-38,1.0158575678164594e-36,7.36253636026151e-48,7.299353216878756e-48,6.806910469690865e-51
1.368048752291701e-17,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999915294,1.6447415778421479e-40,2.1877145015882414e-30,2.2527664118811568e-18,3.910881581704967e-18,2.252766411960793e-18,3.910881581510599e-18,2.391919720428602e-33,3.327412543259059e-32,1.9397272924178565e-28,1.9333678486186653e-28,7.799879780004446e-29,1.1931652187765054e-38,1.586411757045822e-35,8.446499376747658e-22,2.1877551613415138e-30,2.8870051538420554e-28,8.53104550246887e-32,8.470471666873795e-12,9.950068806407921e-31,2.173707509251632e-39,5.579943268287913e-44,3.314708858180606e-45,8.446499376747047e-22,9.614240479859194e-39,2.321472677835884e-37,4.0635952827343385e-36,2.9455279486238415e-47,5.839759709316012e-47,5.445786895320728e-50
2.736134616287612e-17,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999830588,1.3158244954269222e-39,8.751036054037727e-30,4.5055939354340614e-18,7.8218692557405e-18,4.5055939357538806e-18,7.821869254963014e-18,9.567882644775692e-33,1.3309919817944558e-31,7.746387166083157e-28,7.733628735114858e-28,3.1200153883108076e-28,9.545548320696862e-38,6.350548882525358e-35,1.6893227885670578e-21,8.751198699022911e-30,5.795696403608268e-28,3.4124875289324842e-31,1.6941171422790732e-11,3.980108498090068e-30,8.695014064629612e-39,4.464060572582131e-43,1.325968597830494e-44,1.6893227885668137e-21,7.691316189150792e-38,9.286104224736283e-37,1.6254709134670636e-35,1.1785500884098784e-46,4.6719185210762004e-46,4.3567329266776355e-49
5.4723063442794337e-17,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999661173,1.0526720909405272e-38,3.500450035640889e-29,9.011248981981891e-18,1.564384460381157e-17,9.011248983263711e-18,1.5643844600701596e-17,3.827199273186883e-32,5.324021168538434e-31,3.0960504139584495e-27,3.093482961950462e-27,1.2480188502623312e-27,7.636529284801115e-37,2.5440636316194856e-34,3.378668490351643e-21,3.500515096427287e-29,1.1677903119146133e-27,1.3650088176022763e-30,3.388256585423818e-11,1.5920595943693267e-29,3.4780467078609e-38,3.571290841568963e-42,5.304392980634901e-44,3.3786684903506655e-21,6.152711994741675e-37,3.7144991454834285e-36,6.501947635131727e-35,4.7167690902299584e-46,3.737578953041733e-45,3.485427705794657e-48
1.0944649800263077e-16,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999999322345,8.421426725011854e-38,1.4001871404350662e-28,1.8022559072845618e-17,3.128779529995371e-17,1.8022559077978e-17,3.1287795287513745e-17,1.5308933222165182e-31,2.129618565253515e-30,1.2379192696027585e-26,1.2373994779861989e-26,4.992100787543934e-27,6.109259677523778e-36,1.0206852343015797e-33,6.757359893920815e-21,1.4002131665864115e-28,2.37016134173858e-27,5.46006240512495e-30,6.776533439559962e-11,6.36827076695818e-29,1.3912303205132753e-37,2.857049626380283e-41,2.1221396939374537e-43,6.757359893916904e-21,4.921536559091941e-36,1.4858229513912032e-35,2.6007905543081365e-34,1.8887358735739828e-45,2.9900805516468715e-44,2.788358710098149e-47
2.1889336712230363e-16,0.09924237276002491,3.76,0.0,0.9226455232249047,0.9999999998644691,6.737161409159651e-37,5.600762840933689e-28,3.604517924564535e-17,6.257569669223797e-17,3.604517926618507e-17,6.257569664247802e-17,6.123635473559209e-31,8.518490052886e-30,4.9506752784845964e-26,4.949610495161639e-26,1.9968453895322683e-26,4.887422238970063e-35,4.107188226207475e-33,1.3514742701059181e-20,5.600866959439191e-28,4.878622150765844e-27,2.1840300070326008e-29,1.3553079019228604e-10,2.5473147839499568e-28,5.564971924307286e-37,2.285646481753918e-40,8.491554049346603e-43,1.351474270104352e-20,3.9361817478429463e-35,5.943432808160392e-35,1.040317484937586e-33,7.57114397870034e-45,2.392070972423103e-43,2.2306935855990974e-46
4.377871053616494e-16,0.09924237276002491,3.76,0.0,0.9226455232249046,0.9999999997289385,5.3897371873838144e-36,2.2403080137698032e-27,7.209041955553395e-17,1.2515149947680652e-16,7.209041963771322e-17,1.2515149927776643e-16,2.4494945933227444e-30,3.407395656459501e-29,1.9800697486283996e-25,1.979846712132269e-25,7.987391684805555e-26,3.9099435852133206e-34,1.6624269262604378e-32,2.702950831533608e-20,2.2403496721332425e-27,1.0310418786447737e-26,8.736127062327068e-29,2.7106137664229325e-10,1.0189272084196368e-27,2.2260207921647425e-36,1.828519896670753e-39,3.399004890606118e-42,2.702950831527331e-20,3.1472567002459055e-34,2.377476856391599e-34,4.161264171479751e-33,3.0414578373676893e-44,1.9136587110204017e-42,1.7845575143935608e-45
6.566808436009951e-16,0.09924237276002491,3.76,0.0,0.9226455232249045,0.9999999995934082,1.5411285748016682e-35,4.760656351944036e-27,1.0813565982971169e-16,1.8772730226137504e-16,1.0813566000435537e-16,1.8772730183841467e-16,5.2052327259460284e-30,7.240711578506796e-29,4.207522986377968e-25,4.207175831622841e-25,1.697321363402473e-25,1.1179999188125865e-33,3.5613719381228996e-32,4.054427392961324e-20,4.7607448920209594e-27,1.6157090459838924e-26,1.8564270965847938e-28,4.065916379497147e-10,2.165221126471465e-27,4.730345213860228e-36,5.228426069383665e-39,7.226902576407e-42,4.0544273929479654e-20,8.996410735866267e-34,5.052288126809244e-34,8.842673427616069e-33,6.485089527162222e-44,5.471868473727039e-42,5.102721084453216e-45
8.755745818403408e-16,0.09924237276002491,3.76,0.0,0.9226455232249043,0.9999999994578783,3.250687207789247e-35,8.121121317641026e-27,1.4418090006817858e-16,2.5030310504594353e-16,1.4418090036611157e-16,2.5030310432442275e-16,8.87960241612489e-30,1.2351793688669917e-28,7.177427239063224e-25,7.176948405681335e-25,2.895431121741815e-25,2.358186116317236e-33,6.120383258770048e-32,5.405903954389074e-20,8.121272381790543e-27,2.2418637191021336e-26,3.166845904356955e-28,5.421215741153306e-10,3.6936132320038546e-27,8.069496000503338e-36,1.1028267145001166e-38,1.2334930047872723e-41,5.405903954366256e-20,1.8970723637672225e-33,8.61884318238178e-34,1.508453799544584e-32,1.1099532202257707e-43,1.1541754946647177e-41,1.0763118869136409e-44
1.3133620583190322e-15,0.09924237276002493,3.76,0.0,0.9226455232249041,0.9999999991868191,8.87863694305391e-35,1.6813753597355847e-26,2.1627138046130122e-16,3.7545471061508048e-16,2.162713810781569e-16,3.754547091212631e-16,1.8384389728610354e-29,2.557278735881832e-28,1.4859722813829546e-24,1.4858962878628233e-24,5.99462348513943e-25,6.440939033479976e-33,1.2827338429199706e-31,8.10885707724468e-20,1.6814066443515605e-26,3.591541707571159e-26,6.55655020060757e-28,8.13180683361071e-10,7.647158493538727e-27,1.6707184027307038e-35,3.012162436606986e-38,2.5563527639341255e-41,8.108857077197336e-20,5.179077326464206e-33,1.784502637417259e-33,3.1230537695052446e-32,2.3121790496948875e-43,3.1524106177795423e-41,2.939742203370391e-44
1.7511495347977236e-15,0.09924237276002493,3.76,0.0,0.9226455232249039,0.9999999989157612,1.8577080864908263e-34,2.8595794509079167e-26,2.883618607231024e-16,5.006063161842175e-16,2.8836186177223477e-16,5.006063136436251e-16,3.126751619535996e-29,4.349255741761914e-28,2.5272275553603847e-24,2.5271206712149826e-24,1.0195285511252962e-24,1.3476600605974832e-32,2.206816783901018e-31,1.0811810200100488e-19,2.8596326719248715e-26,5.0937840682611603e-26,1.1150970560623833e-27,1.0842385969509078e-09,1.3005815063703633e-26,2.841508013618401e-35,6.302452163481252e-38,4.3520301362607665e-41,1.0811810200019793e-19,1.0831880664646728e-32,3.035101852420187e-33,5.311482783072096e-32,3.956523712637183e-43,6.595895908034116e-41,6.150924791925797e-44
2.188937011276415e-15,0.09924237276002493,3.76,0.0,0.9226455232249037,0.9999999986447046,3.3818869089474338e-34,4.368791622740363e-26,3.6045234084420215e-16,6.257579217533542e-16,3.60452342447062e-16,6.257579178719029e-16,4.77704553219872e-29,6.644671014441985e-28,3.861010381368527e-24,3.8608696273692174e-24,1.5576093591332415e-24,2.4533638523057818e-32,3.4109616209499494e-31,1.3514763322956562e-19,4.368872954443065e-26,6.759488269751918e-26,1.7036156344445733e-27,1.3552952294860616e-09,1.9869948032300502e-26,4.341266005632841e-35,1.1473374318697606e-37,6.655725181354402e-41,1.3514763322833013e-19,1.9710731247525127e-32,4.637153345216454e-33,8.114723777846024e-32,6.08266893901877e-43,1.2007573045112252e-40,1.119752450462053e-43
3.0645119642337978e-15,0.09924237276002493,3.76,0.0,0.9226455232249032,0.9999999981025951,8.92918012074854e-34,8.401032301592646e-26,5.046333006554599e-16,8.76061132891628e-16,5.046333037377557e-16,8.760611254277339e-16,9.186425563140165e-29,1.2777425462053034e-27,7.424533561025263e-24,7.424315941259543e-24,2.995227774038505e-24,6.477604863389851e-32,6.7351442839414175e-31,1.8920669568669932e-19,8.401188797780327e-26,1.0591550008966455e-25,3.275989045307913e-27,1.897404570959244e-09,3.820920841813288e-26,8.348467020026719e-35,3.029309548132693e-37,1.2828532662485237e-40,1.8920669568431165e-19,5.198244920671817e-32,8.917988725087757e-33,1.56042277502906e-31,1.1865074476807895e-42,3.1703505794454217e-40,2.9564770528158832e-43
3.9400869171911805e-15,0.09924237276002494,3.76,0.0,0.9226455232249028,0.9999999975604907,1.851242784106574e-33,1.3777672440388443e-25,6.4881425989525555e-16,1.1263643440299017e-15,6.488142649502633e-16,1.1263643317891338e-15,1.506625029356265e-28,2.095487844214135e-27,1.2176166157029306e-23,1.2175859568519903e-23,4.9121660326673954e-24,1.3429697660339383e-31,1.1326261104871609e-30,2.4326575814385265e-19,1.3777929250335016e-25,1.508751712581816e-25,5.3726080108872495e-27,2.43950870946907e-09,6.266300634892938e-26,1.3692041200671628e-34,6.280517610947138e-37,2.1085711409812646e-40,2.43265758139918e-19,1.0766094970650573e-31,1.4626924941205903e-32,2.559073581380574e-31,1.9726845468995004e-42,6.572925000350062e-40,6.1295176008592935e-43
5.691236823105946e-15,0.09924237276002494,3.76,0.0,0.922645523224902,0.9999999964762978,5.5624500462755835e-33,2.8563585022117734e-25,9.37176176660706e-16,1.6269707663064483e-15,9.371761871407574e-16,1.6269707409291438e-15,3.1237421930131507e-28,4.34429162341904e-27,2.524325866157786e-23,2.5242737822750544e-23,1.0183799949730417e-23,4.0352361222334816e-31,2.473237362135611e-30,3.5138388305824683e-19,2.8564118133156404e-25,2.6070888274010816e-25,1.1138352771645764e-26,3.523701380049603e-09,1.2991163696933594e-25,2.8388589300808094e-34,1.887114086571648e-36,4.39210528947055e-40,3.513838830500056e-19,3.227017090798434e-31,3.033067990786708e-32,5.305347192596637e-31,4.2102969642639413e-42,1.9749698067516383e-39,1.841742945523858e-42
9.193536634935479e-15,0.09924237276002497,3.76,0.0,0.9226455232249005,0.9999999943079743,2.3914769286622592e-32,7.426581809349866e-25,1.513900003335121e-15,2.62818361085954e-15,1.513900030583692e-15,2.6281835448781172e-15,8.123090704925098e-28,1.1295067366304984e-26,6.56326411850608e-23,6.563154653758022e-23,2.647805206007441e-23,1.7348780790547543e-30,7.116160414077651e-30,5.676201328875682e-19,7.426720801713899e-25,5.600332029263581e-25,2.8959763773898554e-26,5.692024297596258e-09,3.377724632645709e-25,7.38245779352149e-34,8.113311815989903e-36,1.153170627904761e-39,5.676201328656796e-19,1.3799283693486508e-30,7.889560474844375e-32,1.379360506780655e-30,1.1629226366011783e-41,8.490991273386266e-39,7.918246647475782e-42
1.619813625859454e-14,0.09924237276002501,3.76,0.0,0.9226455232248973,0.9999999899715769,1.3466699446376262e-31,2.3019142523631874e-24,2.667347629258441e-15,4.630609299965716e-15,2.6673477137175806e-15,4.630609095452349e-15,2.5186382306630193e-27,3.5008682114703353e-26,2.034317228501128e-22,2.0342889889057251e-22,8.207030040221355e-23,9.769307644950757e-30,2.644884535419925e-29,1.0000926325498225e-18,2.301957578911502e-24,1.47730715052391e-24,8.976160578952965e-26,1.0028420453665007e-08,1.0469459481203392e-24,2.289113999945255e-33,4.5687037962091e-35,3.645792757249667e-39,1.0000926324790236e-18,7.683500268539969e-30,2.447678611104229e-31,4.275162029334689e-30,4.075013139058526e-41,4.781331576910301e-38,4.458860237775432e-41
3.0207335505912665e-14,0.09924237276002508,3.76,0.0,0.922645523224891,0.999999981299781,8.942391371387513e-31,8.001273579551877e-24,4.974242771404761e-15,8.635460678178037e-15,4.974243064979056e-15,8.63545996730618e-15,8.76047796712602e-27,1.2167991435662829e-25,7.071109214641094e-22,7.07102308375402e-22,2.8526966448595482e-22,6.487180151960555e-29,1.2284784101408476e-28,1.8650376319005793e-18,8.001425903705484e-24,4.586357884781795e-24,3.119976231777872e-25,1.8700214157254556e-08,3.6390991254990874e-24,7.962935422154519e-33,3.0337877369198673e-34,1.3174536616827202e-38,1.865037631633695e-18,4.988522369736042e-29,8.523852739470991e-31,1.4858368365781123e-29,1.797356664224614e-40,3.1749156035601552e-37,2.960847554188646e-40
4.421653475323079e-14,0.09924237276002512,3.76,0.0,0.9226455232248847,0.9999999726293162,2.6870454613250275e-30,1.7141767036956013e-23,7.281137767286163e-15,1.2640312056390319e-14,7.281138396234232e-15,1.2640310533433958e-14,1.8778926714009524e-26,2.6067096243809033e-25,1.5148980263696114e-21,1.5148805119452606e-21,6.111554409991337e-22,1.9492926659438926e-28,3.19134328254815e-28,2.7299826313017413e-18,1.7142096493793728e-23,9.394748740332962e-24,6.684052643907372e-25,2.7370676522484273e-08,7.796326611367309e-24,1.707076361110309e-32,9.11604149264992e-34,2.91329941612525e-38,2.7299826306923463e-18,1.4759643457381365e-28,1.8290125425489776e-30,3.182908165070371e-29,4.6407281944870115e-40,9.539973199724868e-37,8.896868019055681e-40
7.223493324786704e-14,0.09924237276002529,3.76,0.0,0.922645523224872,0.9999999552923798,1.1755377764474075e-29,4.574620654871044e-23,1.189492732027036e-14,2.0650014812814764e-14,1.1894928998741506e-14,2.0650010748511727e-14,5.017860433487888e-26,6.955709498189269e-25,4.042795451365957e-21,4.042750760927275e-21,1.6309858722833157e-21,8.527816818226766e-28,1.1842336500789474e-27,4.459872630371549e-18,4.5747104315447266e-23,2.4109576591829286e-23,1.7836992920523278e-24,4.4707608289368524e-08,2.0806002590317942e-23,4.562285584085945e-32,3.988110081729376e-33,8.314389884242434e-38,4.4598726285215846e-18,6.2110440595830315e-28,4.898192601366443e-30,8.492325458377626e-29,1.816997217010519e-39,4.173420267520772e-36,3.892225463170062e-39
1.0025333174250329e-13,0.09924237276002541,3.76,0.0,0.9226455232248594,0.9999999379607664,3.0606595322727074e-29,8.811531638348007e-23,1.650871628823304e-14,2.865971756923905e-14,1.6508719521261077e-14,2.8659709740685936e-14,9.676284072321541e-26,1.3396517267042939e-24,7.78712354559297e-21,7.787039143246433e-21,3.1415611981895373e-21,2.220320271968622e-27,2.8587249224551822e-27,6.189762629918639e-18,8.81170778510484e-23,4.5621827373892876e-23,3.435594271288345e-24,6.203921719450546e-08,4.007597248147111e-23,8.799257418809373e-32,1.0383527615826203e-32,1.6952372230161151e-37,6.1897626259667374e-18,1.5690654632242783e-27,9.464499118399506e-30,1.6354429112558961e-28,4.7065594554288925e-39,1.0865692338958663e-35,1.0133880350395618e-38
1.2827173023713954e-13,0.09924237276002557,3.76,0.0,0.9226455232248467,0.9999999206344742,6.280228681818023e-29,1.4424920320535472e-22,2.1122504671198164e-14,3.666942032566318e-14,2.1122509963816577e-14,3.6669407509956825e-14,1.5858086754776477e-25,2.1928512678897326e-24,1.2747881873958823e-20,1.274774516893051e-20,5.142881010320918e-21,4.555912399141425e-27,5.600953538177404e-27,7.919652630116775e-18,1.4425213816296917e-22,7.393154138624597e-23,5.624036357949147e-24,7.93655048073226e-08,6.560623505297128e-23,1.4423135812051436e-31,2.130613553985993e-32,2.924644684323829e-37,7.919652623027806e-18,3.130160148655314e-27,1.5541216274520636e-29,2.6767760229247986e-28,9.955331543930688e-39,2.2294888385838917e-35,2.0793880012093576e-38
