Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68)
2.6309844747533417e-20,0.7222113779129549,3.76,0.0,0.9487407730465307,0.9999999999997653,9.695003697232191e-46,1.0561906354732119e-32,1.3564951618656374e-17,4.3073946795807725e-16,1.3564951605241802e-17,4.3073946795804994e-16,3.716735076336364e-35,4.65334080651474e-34,1.3441865380854204e-26,2.726987450614543e-29,4.8574865640873624e-33,1.1111321709841228e-41,1.7394843127269046e-36,2.8201235759185948e-39,1.0393553585955788e-32,6.506727870868092e-23,9.67113399976794e-33,2.347580672803246e-13,1.248117591305828e-32,5.038506154970936e-49,7.532407587643988e-47,4.674948733391018e-54
5.264254774419588e-20,0.722211377912955,3.76,0.0,0.9487407730465303,0.9999999999995304,7.761897935821284e-45,4.227515054556656e-32,2.7141688599270788e-17,8.618531665572991e-16,2.714168857243002e-17,8.6185316655719e-16,1.4876626396753142e-34,1.862549018180894e-33,2.6950012304330215e-26,1.0915056536848553e-28,1.94426052316215e-32,8.8958135271516e-41,6.962514961733766e-36,1.1307492251430944e-38,4.160130072779271e-32,1.3019108854688192e-22,3.8709739700022695e-32,4.697200946290755e-13,4.995723053537974e-32,4.0348913322751075e-48,6.030506096395379e-46,3.7437505369683496e-53
1.0530795373752081e-19,0.722211377912955,3.76,0.0,0.9487407730465294,0.9999999999990604,6.211877349075666e-44,1.6915566815029121e-31,5.429516256048667e-17,1.7240805637557418e-15,5.4295162506793625e-17,1.724080563755305e-15,5.9525883292307885e-34,7.4526221548667e-33,5.413018664716693e-26,4.367444366687173e-28,7.779574609214834e-32,7.1193544410485546e-40,2.785948492957041e-35,4.5401936837267586e-38,1.6645939112762643e-31,2.604387083572318e-22,1.5488938055793936e-31,9.396441492522055e-13,1.998939944476068e-31,3.229548427977016e-47,4.826237671027493e-45,2.9965177908739253e-52
2.1063876572417067e-19,0.7222113779129552,3.76,0.0,0.9487407730465276,0.9999999999981205,4.9704456825060116e-43,6.767328204326338e-31,1.0860211048286665e-16,3.4485353581526225e-15,1.0860211037546944e-16,3.448535358150875e-15,2.381422941130967e-33,2.9815341473160047e-32,1.0914605731637705e-25,1.7472621375683447e-27,3.1123364191277873e-31,5.696565231681869e-39,1.11458929084396e-34,1.8289542922782165e-37,6.659459564595074e-31,5.209339485137224e-22,6.196583800346966e-31,1.8794922582009774e-12,7.99706140941847e-31,2.5842930470166423e-46,3.861723411062598e-44,2.3978213254629317e-51
4.2130038969747036e-19,0.7222113779129556,3.76,0.0,0.948740773046524,0.9999999999962407,3.976734109900376e-42,2.7071515947342552e-30,2.1721600632741956e-16,6.897444946946367e-15,2.172160061126156e-16,6.8974449469393745e-15,9.526467039597469e-33,1.1927107227674481e-31,2.2179988658892714e-25,6.989617372539905e-27,1.2450358899342866e-30,4.557684903090131e-38,4.458947905895408e-34,7.41707021121475e-37,2.6640006257927173e-30,1.0419244309698674e-21,2.478835249482271e-30,3.7591884749085685e-12,3.199084908605071e-30,2.067696191419208e-45,3.0896720698774577e-43,1.918499927122758e-50
8.426236376440698e-19,0.7222113779129565,3.76,0.0,0.9487407730465169,0.999999999992481,3.181538325169066e-41,1.0829047033848147e-29,4.344437980156973e-16,1.379526412453378e-14,4.344437975860863e-16,1.3795264124505807e-14,3.8107418771641874e-32,4.771037024503952e-31,4.575958968704115e-25,2.7959607174977496e-26,4.980346211353817e-30,3.6463210187877196e-37,1.783834056932869e-33,3.0474781872544555e-36,1.0656436123461677e-29,2.0839054044548133e-21,9.915744465956576e-30,7.518580903563945e-12,1.2796860342595285e-29,1.6542616610429714e-44,2.4718549985727847e-42,1.5348970943245308e-49
1.6852701335372688e-18,0.7222113779129583,3.76,0.0,0.9487407730465027,0.9999999999849618,2.5452910824465945e-40,4.3317069566621746e-29,8.6889938138894e-16,2.7590902479708305e-14,8.68899380529741e-16,2.7590902479596413e-14,1.52432776431444e-31,1.9084536362515297e-30,9.711413243778344e-25,1.1184070410827237e-25,1.9921790154543126e-29,2.9171260553620404e-36,7.136939967360047e-33,1.283440888005614e-35,4.262661178940774e-29,4.167867385715327e-21,3.9663784774045126e-29,1.503736574183547e-11,5.118848280494908e-29,1.3234512132661606e-43,1.9775309371683707e-41,1.2279565376886999e-48
3.3705631253236665e-18,0.7222113779129617,3.76,0.0,0.9487407730464743,0.9999999999699234,2.0362570444821456e-39,1.7327004199037806e-28,1.737810548122175e-15,5.518217919005617e-14,1.7378105464039025e-15,5.518217918960859e-14,6.09737308976044e-31,7.633892191172412e-30,2.1660458071618424e-24,4.47367367276076e-25,7.968797123307629e-29,2.3337285407228114e-35,2.855971893444098e-32,5.649219515685195e-35,1.7050818208051647e-28,8.335791485398845e-21,1.5865675260936852e-28,3.0074935342221614e-11,2.0475601410489667e-28,1.0587777246260877e-42,1.5820435252908664e-40,9.82380775267848e-48
6.741149108896462e-18,0.7222113779129687,3.76,0.0,0.9487407730464174,0.9999999999398466,1.629015321904477e-38,6.9308370219093365e-28,3.4756328815356423e-15,1.1036473261074713e-13,3.475632878099636e-15,1.1036473260895681e-13,2.4389616465023654e-30,3.053572399831487e-29,5.2271092837372544e-24,1.789478570716818e-24,3.1875350608478927e-28,1.866993911114504e-34,1.1433280653558593e-31,2.6720243886481557e-34,6.820362007138718e-28,1.6671640233415858e-20,6.346302349052928e-28,6.015007423836626e-11,8.19028222187724e-28,8.470288813329383e-42,1.2656423304755826e-39,7.85910838289363e-47
1.3482321076042053e-17,0.7222113779129828,3.76,0.0,0.9487407730463036,0.9999999998796928,1.3032161558148413e-37,2.7723419313658684e-27,6.951277548150568e-15,2.2072983945211e-13,6.951277541280743e-15,2.2072983944494865e-13,9.755871439600602e-30,1.2214320598601234e-28,1.4034254280363674e-23,7.157932485221077e-24,1.275017265975029e-27,1.4935995601433348e-33,4.580791890617974e-31,1.3986733835703353e-33,2.728151767899306e-27,3.33433399240498e-20,2.5385273679877904e-27,1.2030035081214508e-10,3.2761212201408854e-27,6.776257856904823e-41,1.0125168684401045e-38,6.287311578404337e-46
2.6964665010333236e-17,0.7222113779130106,3.76,0.0,0.9487407730460758,0.9999999997593852,1.0425745219723171e-36,1.1089382403704246e-26,1.3902566880532375e-14,4.4146005313475956e-13,1.3902566866801522e-14,4.414600531061142e-13,3.902353572435632e-29,4.885734401287368e-28,4.238861644308694e-23,2.86317663383386e-23,5.100075541768582e-27,1.1948814203342202e-32,1.8382934926478193e-30,8.23359128280121e-33,1.0912621163658434e-26,6.66867480837178e-20,1.0154122164031699e-26,2.406008990856609e-10,1.3104501542043466e-26,5.4210170074180945e-40,8.100146963018735e-38,5.0298592110889574e-45
5.39293528789156e-17,0.7222113779130666,3.76,0.0,0.9487407730456204,0.9999999995187703,8.34060317308722e-36,4.4357562435480755e-26,2.7805145541903837e-14,8.829204804997536e-13,2.7805145514477318e-14,8.829204803851719e-13,1.5609424489911953e-28,1.9542949624729342e-27,1.4205762941095954e-22,1.1452713808995272e-22,2.0400315079534539e-26,9.559058447012299e-32,7.40097392769752e-30,5.404552455438792e-32,4.365051413443662e-26,1.333735995166571e-19,4.061651272296579e-26,4.812019761365271e-10,5.241803948060339e-26,4.336817893699875e-39,6.480122375401015e-37,4.023891347438346e-44
1.0785872861608033e-16,0.7222113779131781,3.76,0.0,0.9487407730447097,0.9999999990375404,6.672486310229079e-35,1.7743034309659867e-25,5.561030285107815e-14,1.7658413352285223e-12,5.5610302796365905e-14,1.7658413347701954e-12,6.243772001577708e-28,7.817182010511805e-27,5.132368096327645e-22,4.581086973662425e-22,8.160128579679431e-26,7.647249584073507e-31,2.9986267496693065e-29,3.8507132827768922e-31,1.7460212586268642e-25,2.667474428369735e-19,1.6246608848686563e-25,9.624040522536097e-10,2.0967222446290073e-25,3.4694560284726633e-38,5.184099820368602e-36,3.219114668125808e-43
2.157174800904098e-16,0.7222113779134016,3.76,0.0,0.9487407730428883,0.999999998075081,5.337992113422852e-34,7.097217808024192e-25,1.1122061741515229e-13,3.531683044681181e-12,1.1122061730629106e-13,3.5316830428478728e-12,2.4975093742164974e-27,3.126873041691548e-26,1.9429597849514545e-21,1.8324350757434293e-21,3.2640519137432483e-25,6.1178007862078155e-30,1.2300398848838346e-28,2.8913990598156324e-30,6.98408725023167e-25,5.334956912955493e-19,6.498643448279853e-25,1.924807892549278e-09,8.386890302574717e-25,2.7755655056326533e-37,4.1472806211982804e-35,2.5752923685668504e-42
3.2357623156473924e-16,0.722211377913625,3.76,0.0,0.9487407730410669,0.9999999971126219,1.5263325334462962e-33,1.5081592887590724e-24,1.6683093192495195e-13,5.2975247541289614e-12,1.668309317623642e-13,5.297524750233182e-12,5.307207927270707e-27,6.644605142492478e-26,4.0600473725452836e-21,3.8939247103467955e-21,6.936110586120437e-25,1.7493087429733584e-29,2.6587624634389686e-28,8.128671287457467e-30,1.4841187723187375e-24,8.002445015722612e-19,1.3809616320943287e-24,2.8872114209065487e-09,1.7822142711398864e-24,8.239960668137054e-37,1.1858631083536596e-34,7.645399751894477e-42
4.3143498303906867e-16,0.7222113779138484,3.76,0.0,0.9487407730392454,0.9999999961501631,3.219478102518655e-33,2.5727430608338057e-24,2.224412463804772e-13,7.063366463571864e-12,2.224412461645854e-13,7.063366456926123e-12,9.053472974774441e-27,1.1334914332581966e-25,6.86449956981431e-21,6.642577597577914e-21,1.1832188850271284e-24,3.68979886142719e-29,4.606104440314213e-28,1.69835563798549e-29,2.5317323401804865e-24,1.066993873667302e-18,2.3557578763978214e-24,3.849614637325524e-09,3.040247946368013e-24,1.7954441290349052e-36,2.501328806642192e-34,1.665892429926592e-41
6.471524859877276e-16,0.7222113779142952,3.76,0.0,0.9487407730356026,0.9999999942252461,8.793396391781679e-33,5.326540193171603e-24,3.33661875164149e-13,1.059504988244622e-11,3.336618748426404e-13,1.0595049868687057e-11,1.8744067648120095e-26,2.3467498818992186e-25,1.408660661056728e-20,1.3752613442495342e-20,2.4497044341548603e-24,1.0077985294776185e-28,9.780226827256508e-28,4.593412392697519e-29,5.2416312280358085e-24,1.6004939364112006e-18,4.877296667239891e-24,5.7744203380637094e-09,6.2944473338187325e-24,5.2116206316292044e-36,6.831904911629176e-34,4.835572000705494e-41
8.628699889363865e-16,0.7222113779147421,3.76,0.0,0.9487407730319597,0.9999999923003305,1.8398732391050007e-32,9.059053671238074e-24,4.4488250374823445e-13,1.4126733301302637e-11,4.4488250332266264e-13,1.4126733277901906e-11,3.1878752310654696e-26,3.9912066047355997e-25,2.38363984507071e-20,2.3389593616826237e-20,4.166305621678097e-24,2.1086516557776797e-28,1.702825456130533e-27,9.555358189155739e-29,8.914643371593574e-24,2.1339960651630685e-18,8.295002825474757e-24,7.69922489169437e-09,1.0705206398825769e-23,1.139722675546563e-35,1.4294630523529426e-33,1.0574850797340527e-40
1.0785874918850454e-15,0.7222113779151887,3.76,0.0,0.9487407730283168,0.9999999903754159,3.349419976036114e-32,1.3840193101194732e-23,5.561031321184776e-13,1.7658416720139832e-11,5.56103131590507e-13,1.7658416684388802e-11,4.870353416157835e-26,6.097661364243011e-25,3.6294423986868404e-20,3.57340141198188e-20,6.365173547988743e-24,3.8387197899911433e-28,2.6632501742871612e-27,1.7324491219989418e-28,1.3619563058885733e-23,2.6675004074961916e-18,1.2672887811955857e-23,9.624028216281923e-09,1.6355136541863576e-23,2.1382748743548995e-35,2.6022828852198952e-33,1.9839859510005156e-40
1.5100224977823633e-15,0.7222113779160824,3.76,0.0,0.948740773021031,0.9999999865255905,8.843463976430403e-32,2.6614227186751366e-23,7.785443882040053e-13,2.472178355775535e-11,7.785443874763349e-13,2.4721783489007398e-11,9.365518511828397e-26,1.172558425093122e-24,6.95052915309281e-20,6.87152416155047e-20,1.2240002698263259e-23,1.0135352393625338e-27,5.3966985705397766e-27,4.547714216867751e-28,2.618994678050052e-23,3.7345158719592395e-18,2.4369503776386096e-23,1.347363110113096e-08,3.145034755389293e-23,5.850709691280405e-35,6.870794327030843e-33,5.428547084756656e-40
2.3728925095769987e-15,0.7222113779178695,3.76,0.0,0.9487407730064594,0.9999999788259548,3.4196338817450813e-31,6.493079240382644e-23,1.2234268977712543e-12,3.8848517232752356e-11,1.223426896664451e-12,3.884851706502817e-11,2.2849036610495702e-25,2.860686150279404e-24,1.689033633974442e-19,1.6764437264741213e-19,2.9861897216896106e-23,3.9191800962636115e-27,1.4612770228507946e-26,1.7484050604769947e-27,6.389558922724428e-23,5.868573754258061e-18,5.945415428947225e-23,2.117282190564317e-08,7.672932097829536e-23,2.3235993652172876e-34,2.6568272644737797e-32,2.1559382087814605e-39
4.0986325331662696e-15,0.7222113779214439,3.76,0.0,0.9487407729773162,0.9999999634267432,1.7997158407105967e-30,1.9267941609119655e-22,2.1131919064821864e-12,6.710198458180947e-11,2.1131919046982462e-12,6.710198408409719e-11,6.780330837358127e-25,8.488920803585368e-24,4.997109672355874e-19,4.974754186350731e-19,8.861352278540935e-23,2.062613046314516e-26,5.235876413563897e-26,9.161899921555761e-27,1.8960696351024123e-22,1.0136797419496307e-17,1.7642659443159408e-22,3.6571143605982676e-08,2.276900271227381e-22,1.239174047207045e-33,1.3982533416117013e-31,1.1497604625824528e-38
7.550112580344813e-15,0.7222113779285926,3.76,0.0,0.9487407729190297,0.9999999326285599,1.1511038685369787e-29,6.525812371223855e-22,3.892721882222481e-12,1.2360891927617713e-10,3.892721879408672e-12,1.2360891759050308e-10,2.296396268650708e-24,2.8750602885630723e-23,1.6892151719705137e-18,1.6848718318142071e-18,3.001201557625519e-22,1.3192426255012485e-25,2.393977068604376e-25,5.844476481141779e-26,6.421715629432883e-22,1.8673676227667512e-17,5.97527176908667e-22,6.736754744480795e-08,7.711507194753862e-22,7.964240605499011e-33,8.943196949815915e-31,7.389574547995544e-38
1.4453072674701896e-14,0.7222113779428898,3.76,0.0,0.9487407728024567,0.9999998710331515,8.207594784908249e-29,2.390052722733215e-21,7.45178166697459e-12,2.3662278864992593e-10,7.45178166339858e-12,2.366227824763265e-10,8.410330477578019e-24,1.0529559916578054e-22,6.179838697477893e-18,6.1706609167935575e-18,1.099157201946704e-21,9.406297361821997e-25,1.3342390037961131e-24,4.161123409022623e-25,2.3519007368055954e-21,3.5749159829758386e-17,2.1883621338431503e-21,1.2895939686187775e-07,2.8242563399786377e-21,5.686916832159715e-32,6.376565905488507e-30,5.276572909232498e-37
2.8258992863416067e-14,0.7222113779714847,3.76,0.0,0.9487407725693109,0.9999997478461674,6.1944515355191935e-28,9.13583034176322e-21,1.4569900569594797e-11,4.6265052733747847e-10,1.456990056968347e-11,4.62650503740149e-10,3.2146984677341204e-23,4.024680984862461e-22,2.3607417209695606e-17,2.3586094062747538e-17,4.2013012331136044e-21,7.098897491143554e-24,8.60338029976441e-24,3.1380117813425707e-24,8.989790162058523e-21,6.990703108460973e-17,8.364441646188784e-21,2.5213926282156796e-07,1.0795145987612448e-20,4.29363144841847e-31,4.812371116501097e-29,3.9838211848185334e-36
5.587083324084441e-14,0.7222113780286741,3.76,0.0,0.9487407721030192,0.9999995014875299,4.8127081963563694e-27,3.571243077256214e-20,2.8806135707456856e-11,9.147060044728025e-10,2.8806135735623464e-11,9.14705912236485e-10,1.256564806061487e-22,1.5731285916603825e-21,9.224790216134266e-17,9.21923735937592e-17,1.6421851741377623e-20,5.515032333321305e-23,6.103085966235406e-23,2.436937074581155e-23,3.513993673422114e-20,1.3825039150363333e-16,3.2693601172190853e-20,4.98483664116801e-07,4.219564377925629e-20,3.3360130369653865e-30,3.7386635618575215e-28,3.095300563767451e-35
1.1109451399570109e-13,0.722211378143053,3.76,0.0,0.9487407711704358,0.9999990088315699,3.7944954335047875e-26,1.4121934695006235e-19,5.7278595314952816e-11,1.8188169577843273e-09,5.72785954822072e-11,1.8188165931041405e-09,4.968281613413221e-22,6.219590093771426e-21,3.646698951129056e-16,3.6450622706363624e-16,6.492780970023598e-20,4.34763965887518e-22,4.580122420693216e-22,1.920725737509468e-22,1.389427311776042e-19,2.750475973824992e-16,1.292547113898525e-19,9.911111513376329e-07,1.6683141260595884e-19,2.629935177920917e-29,2.947284739878098e-27,2.440170430890495e-34
1.6631819475055776e-13,0.7222113782574318,3.76,0.0,0.9487407702378523,0.9999985162573544,1.2009687644275997e-25,3.165489429862186e-19,8.575104069981106e-11,2.7229279098170213e-09,8.575104111664768e-11,2.7229270924719146e-09,1.1135473217296913e-21,1.3939416184747616e-20,8.172796866768936e-16,8.169548163412321e-16,1.4552001759496936e-19,1.3759152255801997e-21,1.4280156726947722e-21,6.078252538587711e-22,3.114221492784258e-19,4.119921342664431e-16,2.896794588198405e-19,1.4836568939701952e-06,3.7391348046161977e-19,8.323104563907954e-29,9.327395354638078e-27,7.722545676457234e-34
2.2154187550541443e-13,0.7222113783718107,3.76,0.0,0.9487407693052691,0.9999980237648701,2.7366393513863833e-25,5.617259782368383e-19,1.1422347186436104e-10,3.6270388605708847e-09,1.1422347264116066e-10,3.6270374103400206e-09,1.9758286925720547e-21,2.4732388477653608e-20,1.4500769348544288e-15,1.4495376718951966e-15,2.5819815653785294e-19,3.135015529234138e-21,3.2274469480418705e-21,1.3848843272319523e-21,5.525874352724934e-19,5.490840267552139e-16,5.139584058704848e-19,1.9761209049280115e-06,6.634417480231914e-19,1.8964187582564516e-28,2.1252428007325545e-26,1.7595815338253937e-33
3.319892370151278e-13,0.7222113786005685,3.76,0.0,0.9487407674401023,0.999997039025025,9.191065955730904e-25,1.2617594593261451e-18,1.711682915454264e-10,5.435260758242121e-09,1.7116829337266475e-10,5.435257501578367e-09,4.437159668511825e-21,5.553656345994602e-20,3.256231949963402e-15,3.2551036246812352e-15,5.798104696757736e-19,1.0526648020498785e-20,1.0734128546923723e-20,4.649952916451027e-21,1.2410267939695484e-18,8.237100147746578e-16,1.1540266765663928e-18,2.960803803275642e-06,1.4898363517556433e-18,6.367743421998033e-28,7.13607396772691e-26,5.9082757441652296e-33
4.4243659852484115e-13,0.7222113788293261,3.76,0.0,0.9487407655749358,0.9999960546119384,2.1412930353945865e-24,2.2415042613226783e-18,2.2811305437548863e-10,7.243482650798036e-09,2.2811305769321217e-10,7.243476866820698e-09,7.880930897832296e-21,9.863048972832922e-20,5.783132463677885e-15,5.781200658624033e-15,1.0297623863158062e-18,2.451978835582457e-20,2.4888096546112986e-20,1.08309831762132e-20,2.204329667479711e-18,1.0989257447532225e-15,2.049389275317249e-18,3.94515994250088e-06,2.646014516376857e-18,1.4832441389296127e-27,1.662211515052707e-25,1.376220051286747e-32
5.528839600345545e-13,0.7222113790580837,3.76,0.0,0.9487407637097691,0.999995070525506,4.121652335081939e-24,3.5011606473703886e-18,2.850577603733668e-10,9.051704538238628e-09,2.850577656207022e-10,9.051695506068661e-09,1.2307261579370644e-20,1.5401240311693852e-19,9.030775791136721e-15,9.027825057522521e-15,1.6080513421672505e-18,4.718807009494429e-20,4.77628622147662e-20,2.0843902097183063e-20,3.442570793018443e-18,1.3747314156976872e-15,3.199969961185129e-18,4.9291894269223746e-06,4.1319754757035314e-18,2.8544897224208483e-27,3.198910564504898e-25,2.648523082309648e-32
6.633313215442678e-13,0.7222113792868416,3.76,0.0,0.9487407618446027,0.9999940867656204,7.046508925231547e-24,5.040934143934185e-18,3.4200240955836883e-10,1.0859926420563901e-08,3.42002417173499e-10,1.0859913419323941e-08,1.7716274029934098e-20,2.216804933606956e-19,1.2999159178570964e-14,1.299497300918668e-14,2.314674705919513e-18,8.065962140959264e-20,8.148639706651469e-20,3.5628708293114267e-20,4.955826851008612e-18,1.6511272318456756e-15,4.605690511900533e-18,5.912892363567851e-06,5.947718444182476e-18,4.879246310007829e-27,5.467973113364815e-25,4.5271830896897035e-32
8.842260445636946e-13,0.7222113797443571,3.76,0.0,0.9487407581142697,0.9999921202250955,1.64192792779008e-23,8.961592298869517e-18,4.5589153756109477e-10,1.447637016986848e-08,4.5589155122287393e-10,1.4476347067862683e-08,3.148279635377654e-20,3.938685133051115e-19,2.3098135957958998e-14,2.3090825482559998e-14,4.112914930559478e-18,1.8788020287868758e-19,1.8934668788632764e-19,8.298915591281296e-20,8.807667130792832e-18,2.205690054818942e-15,8.182262146118119e-18,7.87931898902888e-06,1.0568547506876252e-17,1.1365226831039183e-26,1.2736550478250811e-24,1.0545167898486544e-31
1e-12,0.7222113802018724,3.76,0.0,0.9487407561591511,0.9999910900554744,2.361611218819092e-23,1.1464837375785075e-17,5.155823016408551e-10,1.6371797955292977e-08,5.155823191678918e-10,1.6371768407657676e-08,4.026847778996619e-20,5.037357104242592e-19,2.9542603998063597e-14,2.953330573621039e-14,5.260415711132805e-18,2.7018079996752563e-19,2.720543477833348e-19,1.193420765450591e-19,1.126615677449909e-17,2.4972877154043074e-15,1.0464083474145676e-17,8.909428912635081e-06,1.3517249781703935e-17,1.6343754460836856e-26,1.831578772089378e-24,1.516447079006542e-31
1.1051207675831213e-12,0.7222113802018724,3.76,0.0,0.948740754383937,0.999990154989508,3.175198026744467e-23,1.400512236252607e-17,5.697804385379777e-10,1.809281389871178e-08,5.697804599880994e-10,1.8092777812450396e-08,4.918147577690174e-20,6.151800770203626e-19,3.608004079434501e-14,3.6068727607257527e-14,6.424462021160881e-18,3.6320057949160344e-19,3.6548619963149724e-19,1.6042969717635406e-19,1.3760463351967826e-17,2.7626158470056665e-15,1.2778479016616288e-17,9.844440674226743e-06,1.6508495429253034e-17,2.197071039894095e-26,2.462169387406916e-24,2.0385415286808165e-31
