Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12)
1.596609184331757e-08,0.08886270633073032,3.76,0.0,0.9483823445166036,0.9995265725354426,1.7749667604788352e-09,1.8430077881719468e-08,7.773542262076831e-07,6.439699389434306e-06,6.517524625084904e-07,5.761750332158823e-06,5.020829516292377e-11,1.2109077115093398e-12,5.216909198306175e-07,5.417703571093854e-07,7.115683155126789e-09,7.311006446139573e-08,1.0997748528784351e-08,7.230021420544287e-08,1.3911645111406525e-09,1.7996058363593574e-08,3.3736684846648498e-12,0.00047213341484154026,9.027318476390536e-10,5.223046257691123e-14,1.0843607905265558e-12
1.6510330875156128e-08,0.08886270981773989,3.76,0.0,0.9483820908316642,0.9995265066096648,2.01463131400853e-09,2.0210741174050194e-08,8.131076714629326e-07,6.663702158723596e-06,6.741775063470385e-07,5.937934524884836e-06,5.3425776032297436e-11,1.250033439483549e-12,5.535652439649662e-07,5.755735589257787e-07,7.54795320082088e-09,8.045155189177804e-08,1.1729200418948497e-08,7.948723704191015e-08,1.4975986829304999e-09,1.971177651649645e-08,3.5295294813856824e-12,0.00047213338380047167,9.631017480572382e-10,5.864703448341867e-14,1.1969954234516651e-12
1.7054569906994685e-08,0.08886271331126781,3.76,0.0,0.9483818362486219,0.9995264393046475,2.277025726000097e-09,2.2093493146734422e-08,8.49742131525907e-07,6.888135796676672e-06,6.966216151497196e-07,6.112881909588984e-06,5.672495583672457e-11,1.2890001120878297e-12,5.861184841006314e-07,6.10162129460135e-07,7.99252520020512e-09,8.824249200776524e-08,1.2479154518934537e-08,8.710496207482298e-08,1.6089033697067976e-09,2.1523254007496945e-08,3.6892322171252285e-12,0.0004721333520949038,1.025280115549257e-09,6.566095945377178e-14,1.317029730411133e-12
1.7598808938833242e-08,0.08886271681146397,3.76,0.0,0.9483815807458644,0.9995263706261365,2.563428177710889e-09,2.408013371930358e-08,8.872789071968683e-07,7.113010940673257e-06,7.190851860306e-07,6.286601167879341e-06,6.010431723938066e-11,1.3278077993472367e-12,6.193304319003671e-07,6.455172018440495e-07,8.449589975431246e-09,9.649308385351795e-08,1.3247172332291629e-08,9.516233034709145e-08,1.7251989259304434e-09,2.3431961335374813e-08,3.852870317117072e-12,0.0004721333197321869,1.0892540872836544e-09,7.331452826728801e-14,1.4446814004623872e-12
1.81430479706718e-08,0.08886272031847452,3.76,0.0,0.948381324302268,0.9995263005798621,2.8751387222474838e-09,2.6172388118612716e-08,9.257387978028352e-07,7.338337975140093e-06,7.415686041717698e-07,6.459100920420594e-06,6.356236209636901e-11,1.366456580238563e-12,6.531812860397715e-07,6.816202158955304e-07,8.91934961287171e-09,1.0521328061617428e-07,1.4032822459022444e-08,1.036680154488575e-07,1.8466085310112347e-09,2.5439291942582102e-08,4.02053521739158e-12,0.0004721332867388762,1.1550108988037233e-09,8.165243208254691e-14,1.5801665831842778e-12
1.8687287002510357e-08,0.08886272383244179,3.76,0.0,0.948381066897187,0.999526229171599,3.2134783676754065e-09,2.8371908484006036e-08,9.651421105746794e-07,7.564127035650473e-06,7.640722430641263e-07,6.630389727361879e-06,6.709761124467512e-11,1.4049465425850007e-12,6.876516448001479e-07,7.184529136921013e-07,9.402016126061656e-09,1.1441279362587827e-07,1.483568049660147e-08,1.1263042890888716e-07,1.9732581260105046e-09,2.7546564138923272e-08,4.192316204929629e-12,0.0004721332531000484,1.2225378837521815e-09,9.072186778224106e-14,1.7236999008192975e-12
1.9231526034348914e-08,0.0888627273535045,3.76,0.0,0.9483808085104486,0.9995261564071194,3.57978817990959e-09,3.068027544401524e-08,1.0055086697945276e-06,7.790388012960471e-06,7.865964647437645e-07,6.800476088761629e-06,7.070860429233288e-11,1.4432777829078877e-12,7.227224987917981e-07,7.559973352048767e-07,9.897810220601124e-09,1.241010962978349e-07,1.5655328946308556e-08,1.2205772548762377e-07,2.10527635129155e-09,2.9755022986057303e-08,4.368300456797551e-12,0.0004721332188070718,1.2918224736082084e-09,1.0057264543935987e-13,1.875494460377181e-12
1.977576506618747e-08,0.0888627308817978,3.76,0.0,0.9483805491223426,0.9995260822921663,3.975428404918313e-09,3.3098999665226246e-08,1.0468578257339791e-06,8.017130556992603e-06,8.091416200240738e-07,6.969368445009447e-06,7.439389941076465e-11,1.4814504062458517e-12,7.583752238047063e-07,7.942358139924397e-07,1.040696015265166e-08,1.3428742801752292e-07,1.6491357115314956e-08,1.3195780837421126e-07,2.2427944851030265e-09,3.20658421437843e-08,4.5485730782934415e-12,0.0004721331838848767,1.3628521974364684e-09,1.1125729787962234e-13,2.0357618657012654e-12
2.032000409802603e-08,0.08886273441745335,3.76,0.0,0.948380288713616,0.9995260068325109,4.4017776099153624e-09,3.562952337375134e-08,1.08920846339076e-06,8.244364080767051e-06,8.317080487236135e-07,7.1370751772450135e-06,7.815207312923402e-11,1.5194645260293488e-12,7.945915737845183e-07,8.331509729537726e-07,1.09297006745573e-08,1.449807979698035e-07,1.7343361015104772e-08,1.423383342890907e-07,2.3859463830877544e-09,3.448012567879486e-08,4.733217140423981e-12,0.0004721331483337947,1.435614681647831e-09,1.2283119232143036e-13,2.2047122294987105e-12
2.0864243129864586e-08,0.08886273796059932,3.76,0.0,0.9483800272654637,0.9995259300339442,4.860231843266106e-09,3.827322184967082e-08,1.132579011025072e-06,8.472097764275353e-06,8.542960798898285e-07,7.303604607774058e-06,8.19817201314201e-11,1.5573202639603006e-12,8.31353673932053e-07,8.727257201396258e-07,1.146627206207566e-08,1.5618998891252657e-07,1.821094326191996e-08,1.5320671849351907e-07,2.534868418712358e-09,3.6998909836456087e-08,4.922313716625915e-12,0.00047213311213803547,1.510097649771507e-09,1.3535264407403032e-13,2.382554185335549e-12
2.1408482161703143e-08,0.08886274151136052,3.76,0.0,0.9483797647595227,0.9995258519022295,5.352203812807637e-09,4.10314048948443e-08,1.1769874485001574e-06,8.70034055829477e-06,8.769060320186723e-07,7.4689650004814096e-06,8.588145305411919e-11,1.595017749847088e-12,8.68644013924404e-07,9.129432446216256e-07,1.2016919217784607e-08,1.6792356089531166e-07,1.9093712981728798e-08,1.645701397074829e-07,2.689699424611036e-09,3.962316477625758e-08,5.115941918545551e-12,0.00047213307531293375,1.5862889222382559e-09,1.4888303226861128e-13,2.5694948995976354e-12
2.19527211935417e-08,0.08886274506985851,3.76,0.0,0.9483795011778633,0.9995257724431382,5.879122082241633e-09,4.3905318274551314e-08,1.2224513154364594e-06,8.929101188146065e-06,8.995382132702067e-07,7.633164561241139e-06,8.984990228802039e-11,1.6325571214605412e-12,9.064454412554368e-07,9.537870124183025e-07,1.2581890845130577e-08,1.80189854924301e-07,1.9991285717728165e-08,1.764355449376877e-07,2.8505806348333052e-09,4.2353796271623804e-08,5.314178931074454e-12,0.0004721330378706608,1.6641764161743392e-09,1.634869175900114e-13,2.7657400834185914e-12
2.2496960225380257e-08,0.08886274863621153,3.76,0.0,0.9483792365029828,0.9995256916624694,6.44243028525355e-09,4.689614513342796e-08,1.2689877191889456e-06,9.158388157398013e-06,9.22192921680264e-07,7.796211438323828e-06,9.388571578052755e-11,1.6699385244212805e-12,9.447411546934482e-07,9.952407624772095e-07,1.3161438687854349e-08,1.929969965737019e-07,2.090328333794779e-08,1.8880965421732523e-07,3.017655627984857e-09,4.51916473748078e-08,5.5171000467720145e-12,0.00047213299979733254,1.7437481452058476e-09,1.792321619726284e-13,2.9714940045759104e-12
2.3041199257218814e-08,0.0888627522105347,3.76,0.0,0.9483789707177988,0.9995256095660098,7.043586357033562e-09,5.000500738613491e-08,1.316613342654199e-06,9.388209751519429e-06,9.448704453682334e-07,7.958113722800957e-06,9.798755884063438e-11,1.7071621120584618e-12,9.835146978538889e-07,1.0372885027123359e-06,1.3755816830065759e-08,2.0635289954487864e-07,2.1829333942845675e-08,2.0169896525921327e-07,3.191070271251889e-09,4.813750004753489e-08,5.724778699526155e-12,0.00047213296109662687,1.8249922192730227e-09,1.9619005022234922e-13,3.186959499356282e-12
2.358543828905737e-08,0.08886275579294,3.76,0.0,0.948378703805641,0.9995255261595339,7.684061782895726e-09,5.323296708316394e-08,1.3653444519118378e-06,9.618574041478214e-06,9.67571062741043e-07,8.118879448946505e-06,1.0215411394582348e-10,1.7442280452598579e-12,1.0227499528851976e-06,1.079914506096093e-06,1.4365281052733122e-08,2.202652691737001e-07,2.2769071774197636e-08,2.1510975802379527e-07,3.3709726652999404e-09,5.11920767580232e-08,5.937286497472934e-12,0.0004721329217856107,1.907896844454217e-09,2.1443541352484004e-13,3.4123379843911645e-12
2.412967732089593e-08,0.08886275938353642,3.76,0.0,0.9483784357502459,0.9995254414488441,8.365340863698129e-09,5.6581027752181656e-08,1.415196903705099e-06,9.849488887287299e-06,9.902950426934048e-07,8.278516594635658e-06,1.063840805509518e-10,1.7811364923539251e-12,1.0624311342658507e-06,1.1231033068051696e-06,1.4990088242657283e-08,2.347416058868359e-07,2.3722137125977622e-08,2.2904809920345571e-07,3.5575130900379494e-09,5.4356042044994245e-08,6.154693255333627e-12,0.00047213288185807387,1.9924503227991307e-09,2.3404675479821264e-13,3.647829468463604e-12
2.4673916352734486e-08,0.08886276298242983,3.76,0.0,0.9483781665357492,0.999525355439743,9.088919997764411e-09,6.005013571531151e-08,1.4661861527663528e-06,1.0080961941498714e-05,1.0130426448043823e-06,8.437033081740776e-06,1.106761748991194e-10,1.8178876289875771e-12,1.102542782710691e-06,1.1668396964195282e-06,1.5630495850194148e-08,2.497892086077048e-07,2.4688176256822278e-08,2.435198466246184e-07,3.750843951237688e-09,5.763000404928896e-08,6.377067026122141e-12,0.00047213284130898705,2.0786410521709476e-09,2.55106375845255e-13,3.893632564287293e-12
2.57623944164116e-08,0.08886277020551686,3.76,0.0,0.948377624567949,0.9995251795494695,1.0669020350907804e-08,6.735500046470816e-08,1.5716348941189116e-06,1.0545612268517419e-05,1.0586097083855103e-06,8.75073549002349e-06,1.19441694622042e-10,1.890918709213065e-12,1.1839972392866652e-06,1.2558956733903786e-06,1.6959142101275136e-08,2.8162642021594395e-07,2.6657790197578576e-08,2.7408597281690466e-07,4.158496923146767e-09,6.451007767337154e-08,6.836979194012868e-12,0.00047213275838437846,2.2558883336483843e-09,3.0191943838387487e-13,4.416961132119649e-12
2.6742024673721003e-08,0.08886277673567444,3.76,0.0,0.9483771326815915,0.9995250168657918,1.2251011944427997e-08,7.435172796142037e-08,1.6705736694846077e-06,1.096577927897609e-05,1.0997032734996742e-06,9.029313344559949e-06,1.2753059775931282e-10,1.95611058682538e-12,1.258629830192096e-06,1.3377713746361915e-06,1.8210854768070534e-08,3.1230285513383e-07,2.847138341927186e-08,3.034743760750285e-07,4.550178512116183e-09,7.10833312021797e-08,7.268535051302561e-12,0.0004721326816933945,2.420895849476321e-09,3.4991233921550883e-13,4.925186869408925e-12
2.7721654931030406e-08,0.08886278329423096,3.76,0.0,0.9483766368105797,0.9995248500654497,1.399380810067761e-08,8.17528855794299e-08,1.7734183893957312e-06,1.1387864773775146e-05,1.1408770056290832e-06,9.304380947875181e-06,1.3580157753148175e-10,2.0207958308031474e-12,1.3344310006878838e-06,1.4211961165246295e-06,1.9517094142002948e-08,3.4493484459699576e-07,3.032177387545472e-08,3.346730185957971e-07,4.966323028154224e-09,7.802000946921828e-08,7.717165089681166e-12,0.0004721326030439457,2.5910319864696203e-09,4.0406506463046657e-13,5.469848485433036e-12
2.870128518833981e-08,0.08886278988170299,3.76,0.0,0.94837613687598,0.9995246791822651,1.5906484376425206e-08,8.956208896987401e-08,1.8802455629879239e-06,1.1811906323477145e-05,1.1821321064198684e-06,9.575982526535589e-06,1.4424772988428636e-10,2.0849757132365985e-12,1.4113216235879382e-06,1.5060900286755966e-06,2.0879325584906246e-08,3.7955810099120593e-07,3.2207103060295876e-08,3.6770906234257553e-07,5.4078894379202785e-09,8.532181043838828e-08,8.18320644980165e-12,0.0004721325224695282,2.7662325275410156e-09,4.650123348942629e-13,6.052055353080634e-12
2.9680915445649212e-08,0.08886279649858009,3.76,0.0,0.9483756328025482,0.9995245042500651,1.7998191450492304e-08,9.778245042071736e-08,1.9911280151779967e-06,1.2237939582438528e-05,1.2234696942012372e-06,9.844161749848827e-06,1.5286231257820537e-10,2.1486515731613857e-12,1.4892255461886577e-06,1.592375657275504e-06,2.2298990562772684e-08,4.1620647638336766e-07,3.412556847440973e-08,4.026078008711446e-07,5.875855052086403e-09,9.29899516192827e-08,8.666980103354711e-12,0.00047213243999364883,2.9464342514823546e-09,5.334394636153243e-13,6.67290312098783e-12
3.0660545702958615e-08,0.0888628031453253,3.76,0.0,0.9483751245186198,0.9995243253026997,2.0278144106622913e-08,1.064165999987943e-07,2.106135002724107e-06,1.2665998346695711e-05,1.2648908071306023e-06,1.0108961736887667e-05,1.6163874193376654e-10,2.2118248143410804e-12,1.5680694920764684e-06,1.6799779016606472e-06,2.377750215481935e-08,4.549120189297643e-07,3.607542215789941e-08,4.3939272977279895e-07,6.371214652918226e-09,1.0102519401945166e-07,9.16879135801808e-12,0.00047213235560414384,3.1315749311584876e-09,6.100850208893816e-13,7.333473932168499e-12
3.164017596026802e-08,0.08886280982237622,3.76,0.0,0.9483746119559999,0.9995241423739581,2.275561068744112e-08,1.1546670599344446e-07,2.225332326399911e-06,1.309611461031263e-05,1.306396406233346e-06,1.0370425063424085e-05,1.7057058963846128e-10,2.274496903106974e-12,1.647782966078229e-06,1.7688239524928116e-06,2.531624133363309e-08,4.957050277816189e-07,3.8054969259198315e-08,4.780856147592958e-07,6.894979647757758e-09,1.0942786517944405e-07,9.688930346059038e-12,0.00047213226932911917,3.321593331872459e-09,6.957435394130158e-13,8.034836641980972e-12
3.261980621757743e-08,0.08886281653014587,3.76,0.0,0.9483740950498615,0.9995239554975894,2.5439902994205934e-08,1.24934494697187e-07,2.3487824395402425e-06,1.3528318620260094e-05,1.347987378342774e-06,1.0628593768776598e-05,1.7965157961280102e-10,2.3366693663042323e-12,1.7282981621904773e-06,1.8588432314544468e-06,2.691655390931371e-08,5.386141065575754e-07,4.006256663902124e-08,5.187065575138182e-07,7.4481772472240945e-09,1.1819788134093447e-07,1.0227672497715698e-11,0.00047213218120570517,3.516429209872984e-09,7.912682585245677e-13,8.778047035480943e-12
3.3599436474886833e-08,0.08886282326902323,3.76,0.0,0.9483735737386416,0.9995237647073537,2.8340366629376008e-08,1.348212695260342e-07,2.4765445530227353e-06,1.3962638929825859e-05,1.3896645389408301e-06,1.0883509362569918e-05,1.8887558493594492e-10,2.398343789241796e-12,1.8095498744719575e-06,1.9499673324647145e-06,2.8579748078223583e-08,5.836662153827483e-07,4.2096621510070963e-08,5.612740593206361e-07,8.03184966814763e-09,1.2733476875465225e-07,1.0785278999279525e-11,0.00047213209122317224,3.7160233109893653e-09,8.975739039582841e-13,9.564148044176155e-12
3.457906673219624e-08,0.08886283003937444,3.76,0.0,0.9483730479639438,0.9995235700369379,3.146637175958171e-08,1.451279295104913e-07,2.6086747369188744e-06,1.4399102450617077e-05,1.4314286349044574e-06,1.1135212831409422e-05,1.9823662482886968e-10,2.4595218136613933e-12,1.8914754107551326e-06,2.042129964354137e-06,3.030709247467067e-08,6.308867215541549e-07,4.415559011072342e-08,6.058050825829152e-07,8.647053360218259e-09,1.3683768417278396e-07,1.1361997236937123e-11,0.00047213199939575624,3.920317369367412e-09,1.0156394986415806e-12,1.0394169962226397e-11
3.5558696989505646e-08,0.08886283684154303,3.76,0.0,0.9483725176704403,0.9995233715199441,3.4827304284252765e-08,1.5585498717712332e-07,2.7452260189713153e-06,1.4837734503192826e-05,1.4732803471608e-06,1.1383744645471506e-05,2.0772886169393887e-10,2.5202051358131964e-12,1.9740145090832194e-06,2.1352668949602204e-06,3.209981465146098e-08,6.802994488689936e-07,4.623797641132461e-08,6.523151102998696e-07,9.294858255718957e-09,1.4670543455545316e-07,1.195806122722504e-11,0.0004721319057676489,4.129254106284913e-09,1.1465112007642198e-12,1.1269130662117447e-11
3.653832724681505e-08,0.08886284367585114,3.76,0.0,0.9483719828057798,0.9995231691899578,3.8432557395139e-08,1.6700258584075093e-07,2.8862484800405992e-06,1.527855886636525e-05,1.5152202932544207e-06,1.1629144765011253e-05,2.1734659820972667e-10,2.580395504562465e-12,2.0571092567790444e-06,2.2293158966052335e-06,3.3959099929865e-08,7.319267256533106e-07,4.834233085221681e-08,7.008182035745794e-07,9.976347041687581e-09,1.5693649602073555e-07,1.2573692034428437e-11,0.00047213181033556794,4.342777229025341e-09,1.2913051652067281e-12,1.2190035809832675e-11
3.751795750412446e-08,0.0888628505425999,3.76,0.0,0.9483714433204967,0.9995229630804872,4.229152351560819e-08,1.7857051632207868e-07,3.0317893466248757e-06,1.57215978251963e-05,1.5572490298289212e-06,1.1871452646788023e-05,2.2708427448034068e-10,2.640094719489853e-12,2.140704012076138e-06,2.32421669292859e-06,3.5886090575810036e-08,7.857894315178455e-07,5.046724911315322e-08,7.513270572055772e-07,1.0692614454027713e-08,1.675290320604212e-07,1.3209098175282683e-11,0.00047213171310047156,4.560831429791202e-09,1.4512104248485723e-12,1.3157879079537014e-11
3.8497587761433865e-08,0.08886285744207023,3.76,0.0,0.9483708991679208,0.9995227532249157,4.641358660775012e-08,1.9055823310686282e-07,3.1818930805607827e-06,1.616687221772056e-05,1.5993670550255257e-06,1.2110707250409997e-05,2.3693646523829226e-10,2.699304629081071e-12,2.224745328236779e-06,2.4199109070431137e-06,3.788188526076968e-08,8.419070428708502e-07,5.2611370913490185e-08,8.038530534195731e-07,1.1444766593035625e-08,1.784809110453366e-07,1.386447601169406e-11,0.00047213161410852476,4.783362384638494e-09,1.627491788165117e-12,1.417364236778611e-11
3.947721801874327e-08,0.08886286437452354,3.76,0.0,0.9483703503040931,0.9995225396565757,5.0808114834968416e-08,2.029648699632723e-07,3.3366014660150602e-06,1.6614401480426026e-05,1.6415748108012622e-06,1.2346947044598687e-05,2.468978770999684e-10,2.7580271289772626e-12,2.3091818800794955e-06,2.5163420109831305e-06,3.994753876703405e-08,9.002976772189178e-07,5.477337884227842e-08,8.584063138043712e-07,1.2233920259788547e-08,1.8978972304467496e-07,1.454001013181887e-11,0.0004721315133683911,5.010316752414166e-09,1.8214927495105548e-12,1.5238296007271754e-11
4.045684827605268e-08,0.08886287134020217,3.76,0.0,0.948369796687681,0.999522322408721,5.548445356750913e-08,2.1578925503448443e-07,3.4959536938751114e-06,1.7064203692525786e-05,1.6838726851694436e-06,1.2580210013374443e-05,2.5696334587272716e-10,2.816264160209426e-12,2.393964392836901e-06,2.6134552764111956e-06,4.208406190034821e-08,9.609781362879256e-07,5.695199721737719e-08,9.149957495021786e-07,1.3061202312818606e-08,2.014527959841623e-07,1.5235873719745893e-11,0.0004721314108700215,5.241642173678883e-09,2.034638408460595e-12,1.6352798980111874e-11
