Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152)
2.0025025013697586e-06,0.09246635753734053,3.76,0.0,0.7496951331402902,0.9908974798555265,0.005441157206495659,0.00022201171143443191,0.004841524265941216,0.005627593743611055,0.00022857530597020342,8.397084429154097e-05,3.0204692636472432e-09,2.3470929779113028e-11,4.693480398045163e-05,4.369802192492681e-05,2.1530310213027302e-05,0.0024111831084110092,1.4830526225881385e-06,0.0020649723343488554,0.005012226373649637,4.5849438213420155e-05,2.9760576438605613e-08,0.0007519053302912994,0.000460673226212131,0.00021974395618718743,0.00010918272152141492,3.6404974902082147e-07,6.818231589021079e-05,1.5582481708262498e-09,5.766442698729129e-08,5.819963199189936e-10
2.0570788991479834e-06,0.09246882769587964,3.76,0.0,0.7491972045256093,0.9905401074977078,0.005701424315598106,0.00022518579025522292,0.004928769668954561,0.005815776416932464,0.00023311692495609035,8.395159773324659e-05,3.0186139101836147e-09,2.3456472756573834e-11,4.717980810760203e-05,4.367263404095777e-05,2.1910875196307047e-05,0.0024797254775073595,1.4824022838502027e-06,0.002129736554345734,0.0052764225620157285,4.639029525975259e-05,3.028534461806884e-08,0.000751634156571421,0.0004899750498472902,0.00023609829519879563,0.00012010277025485779,3.9747211230396345e-07,7.278906854719553e-05,1.585798089749427e-09,6.16497875663695e-08,6.220763632289301e-10
2.111655296926208e-06,0.09247130399722474,3.76,0.0,0.7486954306256678,0.9901782601452734,0.00596527569321061,0.00022823015406153184,0.005012824222740726,0.006005831565023161,0.00023755575912501656,8.393251596109352e-05,3.016751021037116e-09,2.3441958613675307e-11,4.7418912443762743e-05,4.364720867399865e-05,2.2276832163073118e-05,0.0025482290372286797,1.4817551063535087e-06,0.0021946990401632877,0.005545180026379259,4.6914187334561206e-05,3.0789957292508954e-08,0.0007513595869871389,0.0005198672040964356,0.0002530050469987615,0.00013170263837382115,4.3247867467567646e-07,7.754571297483934e-05,1.612291239350922e-09,6.576787374443841e-08,6.634840919494273e-10
2.166231694704433e-06,0.09247378668441927,3.76,0.0,0.7481899859401971,0.9898121138097289,0.006232558078557008,0.00023114870253661184,0.00509374984974024,0.006197741186238044,0.0002418928924902641,8.391359370317149e-05,3.014880946103261e-09,2.3427390020376996e-11,4.765218281965029e-05,4.362174965805077e-05,2.262847101815654e-05,0.0026166937523997447,1.4811110809063003e-06,0.0022598500005769516,0.005818323813314548,4.742141252000382e-05,3.127481571520889e-08,0.0007510817551019118,0.0005503057099004437,0.000270450137530892,0.00014399535047472715,4.690457686513699e-07,8.244967904128256e-05,1.6377486000614651e-09,7.001629130572775e-08,7.061953812524316e-10
2.2208080924826577e-06,0.0924762759981724,3.76,0.0,0.7476810396869898,0.9894418407313794,0.006503122782401912,0.00023394535822335273,0.005171612375867193,0.0063914853677663735,0.00024612950859462533,8.38948256643036e-05,3.0130040226510683e-09,2.3412769548753294e-11,4.787969658358361e-05,4.3596260572248844e-05,2.29660992513346e-05,0.0026851195947777753,1.4804701920391021e-06,0.0023251798387913564,0.006095682565210723,4.791229308635226e-05,3.174034528150832e-08,0.0007508007916177759,0.0005812466856447778,0.00028841888996926894,0.00015699292005236836,5.071459571206088e-07,8.749828185279346e-05,1.66219242413786e-09,7.43925303560744e-08,7.501849660770003e-10
2.2753844902608825e-06,0.09247877217503013,3.76,0.0,0.747168755771329,0.9890676091937325,0.00677682571665808,0.00023662404939332914,0.005246480956731743,0.00658704248143683,0.0002502668803327342,8.3876206544687e-05,3.0111205754503047e-09,2.339809967433189e-11,4.81015413772234e-05,4.357074475287746e-05,2.329003929928082e-05,0.0027535065426174516,1.4798324185941164e-06,0.0023906791643296585,0.006377088717077937,4.8387172252243606e-05,3.218699189416075e-08,0.0007505168242344791,0.0006126465342759432,0.0003068961246087748,0.00017070635426416896,5.46748412649392e-07,9.268873990394236e-05,1.6856460447947022e-09,7.88939829181342e-08,7.954266163446012e-10
2.3299608880391072e-06,0.09248127544652318,3.76,0.0,0.7466532927782201,0.9886895833687711,0.007053527403995795,0.00023918869464632333,0.005318427538592028,0.006784389369722024,0.00025430636020981563,8.385773105724479e-05,3.0092309169632818e-09,2.3383382777774325e-11,4.83178139687509e-05,4.354520530572097e-05,2.3600626068983847e-05,0.002821854580252642,1.4791977343051106e-06,0.002456338803155792,0.006662378662250553,4.884641112668872e-05,3.261521855136826e-08,0.0007502299775320414,0.0006444621125871928,0.00032586625297766953,0.000185145662693292,5.878192939368538e-07,9.801819201555067e-05,1.7081336970223892e-09,8.351795940838012e-08,8.418933009553923e-10
2.384537285817332e-06,0.09248378603782283,3.76,0.0,0.7461348039839447,0.9883079231887719,0.007333092970510344,0.00024164318905360777,0.005387526350358102,0.006983501522999848,0.00025824937099188863,8.383939394340121e-05,3.0073353475796735e-09,2.336862114675926e-11,4.852861913299007e-05,4.3519645118478956e-05,2.3898204606219636e-05,0.0028901636976927597,1.4785661083536278e-06,0.002522149806273717,0.0069513928913241835,4.929038581597703e-05,3.3025502135572296e-08,0.0007499403728734616,0.0006766508848293444,0.00034531336671743027,0.00020031986956374324,6.303221175847751e-07,0.00010348371320702492,1.7296803489035904e-09,8.826170412538644e-08,8.895573418515625e-10
2.4391136835955568e-06,0.09248630416686443,3.76,0.0,0.7456134373860351,0.9879227842442068,0.0076153921222227505,0.00024399139183067009,0.005453853428147156,0.007184353247564336,0.00026209739678093735,8.382118998710729e-05,3.005434155862441e-09,2.3353816977931828e-11,4.873406858052625e-05,4.349406687276453e-05,2.4183127915324253e-05,0.00295843389023478,1.4779375058911806e-06,0.002588103456821918,0.007243976104730192,4.9719484704194556e-05,3.341833041114452e-08,0.0007496481283272155,0.0007091710604612063,0.0003652213209174741,0.0002162370292458066,6.742181201371905e-07,0.00010908232947105485,1.7503115438792529e-09,9.312240970494338e-08,9.383905577378468e-10
2.4936900813737815e-06,0.09248883004349598,3.76,0.0,0.7450893357507646,0.9875343177076447,0.007900299106209442,0.0002462371155052223,0.005517486175157892,0.007386917823437802,0.0002658519745714985,8.38031140272908e-05,3.0035276188006353e-09,2.3338972378975878e-11,4.893427994753359e-05,4.3468473055598184e-05,2.445575494262495e-05,0.0030266651580925755,1.4773118885227385e-06,0.002654191275652764,0.007539977298963743,5.0134105922838546e-05,3.3794199248090437e-08,0.000749353358609487,0.0007419817154835116,0.00038557381137987366,0.00023290424485408975,7.194666059261462e-07,0.00011481103137839277,1.77005325485816e-09,9.809723046462512e-08,9.88364396695706e-10
2.5482664791520063e-06,0.09249136386868664,3.76,0.0,0.7445626366759898,0.9871426702816825,0.008187692658247725,0.00024838411648006354,0.005578502957099727,0.007591167651767331,0.0002695146863085605,8.378516096919907e-05,3.0016160020865774e-09,2.332408937089325e-11,4.9129375851610966e-05,4.34428659706484e-05,2.471644872467692e-05,0.003094857506043706,1.4766892147601733e-06,0.0027204050254966755,0.00783924982838526,5.053465501313904e-05,3.4153610073165936e-08,0.0007490561750446336,0.0007750428979484323,0.0004063544457164848,0.00025032768953315296,7.660252788029838e-07,0.00012066678652404834,1.7889317502526796e-09,1.031832946461515e-07,1.0394500577781811e-09
2.602842876930231e-06,0.09249390583387371,3.76,0.0,0.7440334726668082,0.9867479841679883,0.008477455939196887,0.00025043608687118905,0.005636982731338907,0.007797074392238159,0.00027308715143357194,8.376732579473921e-05,2.999699560424064e-09,2.3309169890472457e-11,4.931948301027932e-05,4.341724774933399e-05,2.4965574692666928e-05,0.00316301094309307,1.476069440453537e-06,0.002786736713872628,0.008141651445495677,5.092154277376717e-05,3.449706753640678e-08,0.0007487566855416773,0.0008083157189911385,0.0004275468085396794,0.0002685126299742636,8.138505569380878e-07,0.00012664655089085987,1.8069734713151694e-09,1.0837771562421332e-07,1.0916186022785256e-09
2.657419274708456e-06,0.09249645612043139,3.76,0.0,0.7435019712221054,0.9863503970551608,0.00876947646179411,0.00025239664751265276,0.005693004708036082,0.008004609090942704,0.00027657101990437424,8.374960357154215e-05,2.997778537852566e-09,2.3294215792822042e-11,4.950473141901378e-05,4.3391620361595466e-05,2.5203499124876987e-05,0.003231125482153077,1.4754525191950542e-06,0.002853178594873329,0.008447044321973388,5.129518328547297e-05,3.482507738191205e-08,0.0007484549945850709,0.0008417624305216608,0.00044913452100442104,0.00028746345181409385,8.628978693831887e-07,0.00013274727919835056,1.8242049201881116e-09,1.1367760213965513e-07,1.1448410552600956e-09
2.7119956724866806e-06,0.09249901489923745,3.76,0.0,0.7429682549306729,0.9859500421239308,0.009063646009020388,0.00025426934203373494,0.005746648042400776,0.00821374229889942,0.0002799679656865204,8.373198946064268e-05,2.995853168070512e-09,2.3279228853890155e-11,4.968525358957243e-05,4.336598562611465e-05,2.54305877430893e-05,0.0032992011397403047,1.4748384026889607e-06,0.0029197231699054672,0.008755295051938818,5.165599210776346e-05,3.5138144517090837e-08,0.0007481512032386279,0.0008753464902819917,0.00047110129482796654,0.0003071836866601757,9.131219329333524e-07,0.0001389659342736256,1.8406525583696701e-09,1.1908006758679066e-07,1.1990884976524438e-09
2.7665720702649053e-06,0.092501582330323,3.76,0.0,0.7424324415756444,0.9855470480683198,0.009359860545123808,0.00025605763192584387,0.0057979915572873904,0.008424444181372934,0.0002832796807149478,8.371447872302383e-05,2.9939236747570106e-09,2.326421077299989e-11,4.986118384941546e-05,4.334034521999286e-05,2.56472044492219e-05,0.003367237935688378,1.4742270410888166e-06,0.002986363187459985,0.0090662746388125,5.2004384643977746e-05,3.5436771275211994e-08,0.0007478454091615644,0.0009090326149192024,0.0004934309809014871,0.0003276760404935807,9.644770085988771e-07,0.00014529949547563726,1.856342715325965e-09,1.2458223838315148e-07,1.2543321491995334e-09
2.82114846804313e-06,0.0925041585626054,3.76,0.0,0.7418946442458619,0.9851415391310914,0.009658020120512981,0.00025776489252106975,0.005847113494811554,0.008636684618304672,0.0002865078693163657,8.36970667252809e-05,2.9919902719008345e-09,2.324916317544281e-11,5.0032657700370055e-05,4.3314700688033845e-05,2.585371019596214e-05,0.0034352358928765835,1.4736183833087186e-06,0.0030530916420063894,0.009379858467435031,5.234077466881773e-05,3.5721455862638545e-08,0.0007475377066353834,0.0009427868219330972,0.0005161076127030999,0.000348942423174482,1.0169171377306055e-06,0.00015174496622052494,1.871301506798834e-09,1.3018126146644017e-07,1.3105434427095822e-09
2.875724865821355e-06,0.09250674373370468,3.76,0.0,0.7413549714528046,0.9847336351517285,0.00995802877171355,0.00025939440979959246,0.005894091295270257,0.008850433296293684,0.0002896542430754179,8.3679748944419e-05,2.990053164137765e-09,2.3234087615104138e-11,5.019981123363257e-05,4.3289053451671486e-05,2.6050461983366997e-05,0.003503195036973732,1.4730123773111646e-06,0.003119901772111458,0.00969592626321057,5.266557300969854e-05,3.5992690979634536e-08,0.0007472281866002707,0.0009765764614706883,0.0005391154447951578,0.000370983978784748,1.0703963579631315e-06,0.0001582993806674199,1.885554762227787e-09,1.3587431097331966e-07,1.3676940901558837e-09
2.9303012635995796e-06,0.09250933796983729,3.76,0.0,0.7408135272519143,0.9843234516253978,0.010259794417401926,0.00026094937794039866,0.005939001401676819,0.009065659792574279,0.0002927205161265524,8.366252097170704e-05,2.9881125470874606e-09,2.3218985577060664e-11,5.036278059885539e-05,4.326340481744424e-05,2.6237811973543435e-05,0.0035711153961968914,1.472408970369455e-06,0.003186787057871017,0.01001436203982873,5.297918637266458e-05,3.625096260384305e-08,0.000746916936699825,0.0010103702388700561,0.0005624389866920617,0.0003938011165800616,1.1248688991112137e-06,0.00016495980962172497,1.8991279607153295e-09,1.4165859415239557e-07,1.4257561411549239e-09
2.9848776613778044e-06,0.09251194138577656,3.76,0.0,0.7402704113673519,0.9839110997715756,0.010563228751360072,0.0002624328975377858,0.005981919088379282,0.009282333651395573,0.0002957084008548829,8.364537851564022e-05,2.9861686076830407e-09,2.3203858480128623e-11,5.0521701525306914e-05,4.323775598494687e-05,2.641610671626398e-05,0.0036389970010845085,1.4718081093033413e-06,0.0032537412177306812,0.010335054036890183,5.328201630449468e-05,3.649674892656513e-08,0.0007466040413331252,0.0010441382287481719,0.0005860630323633073,0.00041739354235731456,1.1802893594124095e-06,0.00017172336570608852,1.912046175018542e-09,1.4753135655878686e-07,1.4847020342965502e-09
3.039454059156029e-06,0.09251455408487347,3.76,0.0,0.7397257193193104,0.9834966866111164,0.010868247133116656,0.00026384797441801394,0.00602291831225692,0.009500424453200082,0.0002986196039890484,8.362831740416805e-05,2.9842215244949793e-09,2.3188707679378342e-11,5.067670889255057e-05,4.321210805430912e-05,2.6585686478498687e-05,0.0037068398842833063,1.471209740690649e-06,0.0033207582047671018,0.010657894648674759,5.357445828312284e-05,3.6730519432145346e-08,0.0007462895817131997,0.0010778518813895576,0.000609972685634167,0.000441760290057947,1.2366128628450685e-06,0.00017858720784721355,1.924334023058946e-09,1.5348988657661171e-07,1.5445046417891724e-09
3.094030456934254e-06,0.09251717615913185,3.76,0.0,0.7391795425530401,0.9830803150505467,0.011174768477003827,0.0002651975189956571,0.006062071584919813,0.009719901877022591,0.00030145582306723563,8.36113335862943e-05,2.982271468052981e-09,2.3173534468624746e-11,5.0827936347752473e-05,4.3186462033278556e-05,2.6746884670520706e-05,0.0037746440803483336,1.470613811058512e-06,0.0033878322025007756,0.01098278034527481,5.3856900928059065e-05,3.6952734110329775e-08,0.0007459736359309855,0.0011114840221984664,0.0006341533817604328,0.0004668997534369692,1.2937951983607682e-06,0.00018554854512830998,1.936015626419295e-09,1.595315193170597e-07,1.605137307896701e-09
3.1486068547124787e-06,0.09251980768933415,3.76,0.0,0.7386319685688271,0.9826620839724367,0.011482715140299412,0.00026648434610878713,0.0060994498643117635,0.009940735756545098,0.0003042187432561542,8.359442313306854e-05,2.9803186011644824e-09,2.3158340082875347e-11,5.0975515966833304e-05,4.3160818843914346e-05,2.6900027361137725e-05,0.003842409625555681,1.4700202670553742e-06,0.003454957620308216,0.01130961158725779,5.412972532201077e-05,3.716384279132098e-08,0.0007456562790238961,0.001145008844961392,0.0006585909054611083,0.0004928097176427392,1.3517929418511663e-06,0.00019260464005740476,1.9471145752882784e-09,1.6565363993991982e-07,1.6665738816460353e-09
3.2031832524907035e-06,0.0925224487452119,3.76,0.0,0.738083081052249,0.9822420883308179,0.01179201281103708,0.0002677111752741908,0.006135122464173886,0.010162896130233998,0.0003069100345026684,8.35775822379881e-05,2.978363079225511e-09,2.3143125700715277e-11,5.1119577956756756e-05,4.31351793288563e-05,2.7045432874880248e-05,0.003910136557727306,1.469429055603465e-06,0.0035221290884950174,0.01163829273490988,5.439330443509302e-05,3.7364284593640646e-08,0.0007453375830482214,0.0011784018996165288,0.0006832714056860487,0.000519487390572704,1.410563561743107e-06,0.0001997528112993135,1.957653899334419e-09,1.7185368644460984e-07,1.7287887442649566e-09
3.2577596502689282e-06,0.09252509938565506,3.76,0.0,0.7375329600041457,0.9818204192507167,0.012102590395984334,0.00026888063131055753,0.006169156979907005,0.010386353285965402,0.0003095313489982881,8.356080721687903e-05,2.976405050522246e-09,2.3127892446625812e-11,5.1260250396169396e-05,4.31095442571718e-05,2.718341146436277e-05,0.003977824916067426,1.4688401240326227e-06,0.003589341453085288,0.011968731953002562,5.4648002643579125e-05,3.755448747544409e-08,0.0007450176171546499,0.0012116400751710625,0.0007081814073829522,0.0005469294338882615,1.470065509251215e-06,0.00020699043591588924,1.9676560440182188e-09,1.7812915197417594e-07,1.7917568317838797e-09
3.312336048047153e-06,0.09252775965895452,3.76,0.0,0.7369816818697896,0.9813971641309593,0.012414379909229022,0.0002699952452841741,0.006201619229432338,0.010611077800529877,0.0003120843189370292,8.354409450733895e-05,2.974444656524841e-09,2.3112641393243606e-11,5.139765901160629e-05,4.3083914329826065e-05,2.731426505132089e-05,0.00404547474100983,1.4682534201977477e-06,0.0036565897703785145,0.012300841111944915,5.489417533552132e-05,3.7734867880331064e-08,0.000744696447666278,0.0012447015783651455,0.0007333078205180782,0.0005751319935854019,1.53025829435805e-06,0.00021431495115687747,1.9771428518724707e-09,1.8447758667356065e-07,1.8554536532131599e-09
3.3669124458253777e-06,0.09253042960307449,3.76,0.0,0.7364293196668165,0.980972406749471,0.012727316361768413,0.00027105745573498496,0.006232573207699739,0.010837040574396896,0.00031457055454728246,8.352744066779479e-05,2.9724820321743772e-09,2.3097373563560102e-11,5.153192698659557e-05,4.3058290184810846e-05,2.7438287030061435e-05,0.004113086074075582,1.4676688925817278e-06,0.003723869301321301,0.012634535686120999,5.5132168595725786e-05,3.7905830469020256e-08,0.0007443741381585067,0.001277565908647276,0.0007586379465972323,0.0006040907300295137,1.5911025485412816e-06,0.0002217238558420495,1.986135548297537e-09,1.9089659914172782e-07,1.919855304690684e-09
3.4214888436036025e-06,0.09253310924594906,3.76,0.0,0.7358759431115115,0.9805462273703482,0.01304133765244735,0.0002720696101428744,0.006262081053552775,0.011064212862106414,0.0003169916423786318,8.351084237620467e-05,2.970517306161712e-09,2.308208993305373e-11,5.166317480109224e-05,4.3032672401935005e-05,2.755576212734693e-05,0.004180658957740557,1.4670864903845763e-06,0.0037911755057374414,0.012969734650142332,5.536231896280298e-05,3.806776792864951e-08,0.0007440507495402914,0.0013102138299881775,0.0007841594829240303,0.0006338008473749855,1.652560075243935e-06,0.00022921471137331588,1.994654731439028e-09,1.9738385751545838e-07,1.9849384799765786e-09
3.4760652413818273e-06,0.09253579860580034,3.76,0.0,0.7353216187431196,0.980118702852077,0.01335638446054097,0.0002730339665973736,0.006290203027733645,0.011292566298637221,0.000319349143825143,8.349429642844132e-05,2.968550601196816e-09,2.3066791431749774e-11,5.179152009873246e-05,4.3007061507277716e-05,2.76669663130842e-05,0.004248193435312354,1.4665061635993875e-06,0.0038585040364555487,0.013306360373670298,5.558495325144108e-05,3.822106085194341e-08,0.0007437263401362544,0.0013426273400178117,0.000809860524820008,0.000664257122302593,1.7145938891108904e-06,0.0002367851424130653,2.002720365740476e-09,2.039370902204645e-07,2.0506804776499094e-09
3.530641639160052e-06,0.0925384976914733,3.76,0.0,0.7347664100458959,0.9796899067563228,0.01367240014023082,0.0002739526956383739,0.006316997500887724,0.011522072922082098,0.0003216445938673806,8.347779973640545e-05,2.9665820342687616e-09,2.3051478946209706e-11,5.191707757949823e-05,4.2981457977326385e-05,2.777216675654738e-05,0.00431568955081597,1.4659278630763765e-06,0.003925850733369358,0.013644338515392509,5.580038843350901e-05,3.836607767898974e-08,0.0007434009657692397,0.0013747896369283974,0.0008357295660175981,0.0006954539320187938,1.7771682450138242e-06,0.00024443283726248205,2.0103517787897556e-09,2.1055408642309295e-07,2.1170592053384713e-09
3.585218036938277e-06,0.09254120650278402,3.76,0.0,0.7342103775686558,0.9792599094567898,0.013989330617184619,0.00027482788223902934,0.006342520950500791,0.011752705192941424,0.0003238795000161369,8.346134932591374e-05,2.9646117168971136e-09,2.303615332145265e-11,5.203995891551885e-05,4.295586224282831e-05,2.7871621823207625e-05,0.004383147348887811,1.4653515405764194e-06,0.003993211617462239,0.01398359791667587,5.6008931571977093e-05,3.850317469483844e-08,0.0007430746798429139,0.0014066850845485287,0.000861755497423985,0.000727385281470618,1.8402486578271948e-06,0.0002521555479713331,2.0175676611027025e-09,2.1723269621363574e-07,2.184053181290295e-09
3.6397944347165016e-06,0.09254392503087892,3.76,0.0,0.7336535790416272,0.9788287782476983,0.014307124287416921,0.0002756615279045078,0.006366827965772114,0.011984436010328886,0.0003260553414415779,8.344494233439279e-05,2.9626397553748033e-09,2.3020815362808448e-11,5.216027268785803e-05,4.2930274692373534e-05,2.7965581107569556e-05,0.004450566874677468,1.4647771488150988e-06,0.004060582884824288,0.014324070495363784,5.621087980198714e-05,3.863269607658796e-08,0.0007427475334240821,0.0014382991759585798,0.000887927604441424,0.0007600448297384228,1.903801913853678e-06,0.000259951090208603,2.024386068511121e-09,2.239708305502271e-07,2.2516415335751655e-09
3.6943708324947263e-06,0.09254665325860073,3.76,0.0,0.733096069490438,0.9783965774514825,0.014625731918576676,0.0002764555528625241,0.0063899712594963805,0.012217238725365561,0.0003281735682722681,8.342857600840708e-05,2.96066625100199e-09,2.3005465837701234e-11,5.22781243422456e-05,4.2904695675718e-05,2.805428549774079e-05,0.004517948173756895,1.4642046414979136e-06,0.004127960900687189,0.014665691140131986,5.640652035378091e-05,3.875497398407579e-08,0.0007424195753244113,0.0014696184959836866,0.0009142355630171445,0.0007934259155768707,1.967796074765947e-06,0.00026781734292124414,2.0308244268460053e-09,2.3076646099033058e-07,2.3198039971846124e-09
3.748947230272951e-06,0.0925493911608604,3.76,0.0,0.7325379013471087,0.9779633685253576,0.014945106553778068,0.000277211798324239,0.006412001686096764,0.012451087152020424,0.0003302356010493466,8.341224770104877e-05,2.9586913003108175e-09,2.2990105477363526e-11,5.239361616183763e-05,4.2879125506860446e-05,2.8137967267784513e-05,0.004585291292036463,1.4636339733474726e-06,0.004195342193499115,0.015008397605766402,5.659613061259821e-05,3.887032868873432e-08,0.0007420908521812956,0.0015006306828676042,0.0009406694345832905,0.0008275215820819636,2.032200474904801e-06,0.0002757522478062089,2.036899538630173e-09,2.3761761923479295e-07,2.3885209092785704e-09
3.803523628051176e-06,0.0925521387050108,3.76,0.0,0.7319791245579512,0.9775292101664605,0.015265203418064434,0.0002779320287967207,0.006432968265018884,0.012685955575637706,0.00033224283032195064,8.339595486921893e-05,2.9567149952814542e-09,2.29747349784834e-11,5.2506847255221434e-05,4.285356446689221e-05,2.8216850194219943e-05,0.004652596275687517,1.4630651001235728e-06,0.004262723449059122,0.015352130409679636,5.6779978211034066e-05,3.897906873560873e-08,0.0007417614085376401,0.0015313243893995995,0.0009672196600349235,0.0008623246004686782,2.0969857127198114e-06,0.00028375380861892554,2.04262759151734e-09,2.4452239650744937e-07,2.4577732028070813e-09
3.8581000258294e-06,0.09255489585122156,3.76,0.0,0.731419786688301,0.9770941584152962,0.0155859798275723,0.00027861793443030765,0.006452918208759944,0.012921818759374565,0.0003341966163708044,8.337969507082544e-05,2.954737423549765e-09,2.295935500478643e-11,5.2617913558001716e-05,4.282801280663767e-05,2.829114969333471e-05,0.0047198631710710015,1.4624979786370167e-06,0.004330101504727987,0.01569683272994039,5.6958321149691515e-05,3.908149113394658e-08,0.0007414312869203595,0.0015616892437377327,0.0009938770528822238,0.0008978274929496117,2.162123637071733e-06,0.00029182009033950355,2.048024168236291e-09,2.5147894279140517e-07,2.5275423987168994e-09
3.9126764236076245e-06,0.09255766255285203,3.76,0.0,0.7308599330240284,0.9766582667572745,0.01590739510144272,0.00027927113338600454,0.006471896954868332,0.013158651948756168,0.00033609828904768884,8.336346596191691e-05,2.9527586686066743e-09,2.294396618855334e-11,5.2726907846417375e-05,4.280247074909736e-05,2.8361072976258007e-05,0.004787092024671754,1.461932566757792e-06,0.004397473343730189,0.01604245030505178,5.713140794229759e-05,3.9177881572159215e-08,0.0007411005279174267,0.0015917158101452149,0.0010206327917017454,0.0009340225547102775,2.2275873290633917e-06,0.0002999492182161668,2.0531042578194082e-09,2.5848546594139993e-07,2.597810596935673e-09
3.967252821385849e-06,0.09256043875682157,3.76,0.0,0.7302996066698031,0.9762215862221443,0.016229410476509075,0.00027989317420976047,0.0064899482013069925,0.013396430874540101,0.0003379491477192907,8.334726529377148e-05,2.950778809989261e-09,2.2928569132074393e-11,5.283391976155677e-05,4.277693849170504e-05,2.8426819219011955e-05,0.004854282883038141,1.461368823418186e-06,0.004464836089559596,0.016388931335679244,5.729947778177763e-05,3.926851465332736e-08,0.0007407691702533281,0.0016213955498316425,0.0010474784120007884,0.00097090187498137,2.293351080025583e-06,0.00030813937670372537,2.057882267914275e-09,2.655402306900085e-07,2.668560466309932e-09
4.076405616942298e-06,0.09256601942942581,3.76,0.0,0.7291776979622617,0.9753460509355973,0.016875095581089704,0.00028104964187642187,0.006523434526956665,0.013874731287556572,0.00034150346862483425,8.331494074337146e-05,2.9468160811813718e-09,2.2897752565737192e-11,5.3042339588297035e-05,4.272590405119889e-05,2.854653824591552e-05,0.004988550800263201,1.4602461833741945e-06,0.004599523464593274,0.017084288308273323,5.7621477927485046e-05,3.943355329831324e-08,0.000740104804957978,0.0016796846466496803,0.001101407170504715,0.0010466807360277294,2.4256818167493303e-06,0.0003246958121757565,2.0665868553504116e-09,2.7978782151978995e-07,2.8114386700471344e-09
4.185558412498748e-06,0.09257163732937883,3.76,0.0,0.7280543653028491,0.9744679153081306,0.017522760327910995,0.00028209842321665383,0.006553693482969399,0.014356535566895338,0.00034486936782267556,8.328270522239581e-05,2.9428498010959167e-09,2.2866909575605876e-11,5.324382892963563e-05,4.267491062833271e-05,2.8651746654690753e-05,0.005122667294415435,1.4591297510606196e-06,0.0047341432183218065,0.017782534904261633,5.792605605291921e-05,3.9578592112847456e-08,0.0007394384663132932,0.0017365046980808963,0.0011556024144723416,0.0011250974140835988,2.558933360574635e-06,0.00034147601104658195,2.0742420833950836e-09,2.942089277208194e-07,2.956049305439371e-09
4.2947112080551975e-06,0.09257729183685459,3.76,0.0,0.7269298842813204,0.9735875087706478,0.01817215558675054,0.00028304963943717433,0.006581016171768618,0.014841667007292711,0.0003480561563588465,8.325054386720422e-05,2.9388804813473992e-09,2.2836044034450398e-11,5.3438996384224306e-05,4.2623959074754756e-05,2.874376829727334e-05,0.005256632735076303,1.458019235569778e-06,0.004868676845936984,0.018483335859283155,5.8214810536954566e-05,3.970545610699512e-08,0.0007387704043119788,0.0017918157841703866,0.001210008357187754,0.0012060831537734026,2.6929407273898013e-06,0.00035846745495870527,2.0809437099471872e-09,3.0879159592595706e-07,3.102273006397366e-09
4.403864003611647e-06,0.09258298226173366,3.76,0.0,0.725804503916442,0.9727051301763814,0.018823055667590644,0.0002839125189030186,0.006605669951832471,0.015329956512748558,0.00035107267869026953,8.321844306165156e-05,2.9349085860938694e-09,2.2805159456046376e-11,5.3628405239430014e-05,4.257304999835101e-05,2.8823817823391214e-05,0.005390447488563463,1.4569143620915363e-06,0.005003107593329643,0.01918638666103046,5.8489211094301505e-05,3.9815819687751104e-08,0.0007381008457426549,0.0018455887464911096,0.0012645740268195668,0.0012895676263594332,2.8275553449058234e-06,0.00037565844849864747,2.086779592030593e-09,3.235246645023039e-07,3.2499983187517105e-09
4.5130167991680965e-06,0.09258870785496925,3.76,0.0,0.7246784490327344,0.9718210503693164,0.019475256249323187,0.00028469546624928924,0.006627899919880352,0.015821242432375256,0.00035392732665993215,8.318639034245165e-05,2.9309345364383624e-09,2.2774259027328873e-11,5.381257566310135e-05,4.2522183802807586e-05,2.8893007635435577e-05,0.005524111916968628,1.4558148713161893e-06,0.005137420310675094,0.019891410992366302,5.87506064630713e-05,3.991121626406474e-08,0.000737429996138896,0.0018978040917006147,0.001319252951084381,0.0013754793968773242,2.9626439156592474e-06,0.0003930380735010969,2.0918301891240207e-09,3.3839771973401276e-07,3.399121260653031e-09
4.622169594724546e-06,0.09259446781666958,3.76,0.0,0.7235519224553937,0.9709355145838523,0.020128572465143994,0.00028540612790004693,0.006647930385985306,0.016315370365137066,0.00035662805532240795,8.315437431083853e-05,2.926958714306151e-09,2.274334563822941e-11,5.399198701841299e-05,4.247136071933497e-05,2.8952354778051548e-05,0.0056576263773629,1.4547205187011964e-06,0.005271601315353538,0.020598158339261253,5.9000232126406656e-05,3.999304775566431e-08,0.0007367580416002124,0.0019484509584323003,0.0013740028459771538,0.0014637463438827145,3.098087271583409e-06,0.00041059614326637337,2.0961690617517052e-09,3.534010518202845e-07,3.5495448816008467e-09
