Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176)
3.279037374490937e-10,0.19199334272757934,3.76,0.0,0.8173518383710188,0.9992783503062621,5.101230346243194e-16,4.541693305475537e-13,1.8624931391170923e-08,2.4113494980697824e-07,1.862624287087601e-08,2.4084531491360305e-07,3.680927212747894e-15,1.3536610438390285e-14,2.89091373586062e-10,2.8882346618231993e-10,1.3664879302718276e-12,7.674511815931442e-13,7.406927079055281e-13,4.407941743905842e-13,3.741319076091218e-13,2.335575139319792e-13,6.072058082360041e-14,0.0007216307759586957
3.375976791245179e-10,0.1919933429729777,3.76,0.0,0.8173518306916798,0.9992742366832855,5.603464624573283e-16,4.853161076193688e-13,1.9175401877047765e-08,2.4826371399104903e-07,1.917677616552086e-08,2.479567083143903e-07,3.949690729003948e-15,1.4191600527174538e-14,3.0641095929677893e-10,3.061200177219631e-10,1.4478778038140232e-12,8.374788364383972e-13,8.074400272709105e-13,4.810237682084548e-13,3.974570363915724e-13,2.513846837612507e-13,6.348248099873428e-14,0.0007257438309152696
3.472916207999421e-10,0.19199334321837624,3.76,0.0,0.8173518230123408,0.9992704337841958,6.1396727767052835e-16,5.177103212212532e-13,1.972586976801265e-08,2.5539247837227866e-07,1.9727307261070216e-08,2.5506759636376665e-07,4.229555813482746e-15,1.485490628022394e-14,3.2423290790643287e-10,3.2391767599503023e-10,1.5315874922581492e-12,9.116378284000394e-13,8.780276018661764e-13,5.236277089472022e-13,4.2151715773574667e-13,2.7006897631235924e-13,6.62692330343675e-14,0.0007295461614784656
3.569855624753663e-10,0.19199334346377467,3.76,0.0,0.8173518153330007,0.9992669181350521,6.711199095554343e-16,5.513711741251617e-13,2.0276335316079407e-08,2.625212429671623e-07,2.0277836323183104e-08,2.6217797909614836e-07,4.520625893232224e-15,1.5526183792304337e-14,3.4255709846733e-10,3.4221628886099013e-10,1.617614184757585e-12,9.900461213886573e-13,9.525568994559597e-13,5.686738729344531e-13,4.463136691055679e-13,2.896295863633455e-13,6.907944741416e-14,0.0007330612415888431
3.666795041507905e-10,0.19199334370917326,3.76,0.0,0.8173518076536599,0.9992636680352741,7.31940840745299e-16,5.863178642853782e-13,2.0826798761235577e-08,2.6965000779262464e-07,2.0828363505080574e-08,2.692878565459221e-07,4.823000028895007e-15,1.6205103312774478e-14,3.613834099950934e-10,3.6101570423495953e-10,1.7059550750778153e-12,1.0728216435015774e-12,1.0311289228021632e-12,6.162301201505034e-13,4.718478905537354e-13,3.100857027611925e-13,7.191181240223396e-14,0.0007363107718260584
3.7637344582621473e-10,0.1919933439545719,3.76,0.0,0.817351799974318,0.9992606634236638,7.965686066979573e-16,6.225695848033868e-13,2.137726033238028e-08,2.767787728660173e-07,2.1378888948485392e-08,2.763972287474577e-07,5.136773094377216e-15,1.6891348662192927e-14,3.8071172146078843e-10,3.8031577007545615e-10,1.796607361479698e-12,1.1600822870345018e-12,1.1138442116428022e-12,6.663642942228166e-13,4.981210690441015e-13,3.314565084051813e-13,7.476508968590543e-14,0.0007393148133885566
3.8606738750163894e-10,0.1919933441999706,3.76,0.0,0.8173517922949749,0.9992578857545577,8.651437951750625e-16,6.601455238955196e-13,2.192772024819102e-08,2.839075382051173e-07,2.1929412784490655e-08,2.835060957351185e-07,5.462035949115368e-15,1.7584616673068435e-14,4.005419117845471e-10,4.0011633437389673e-10,1.889568246615243e-12,1.2519459084904671e-12,1.2008028446598029e-12,7.191442224195551e-13,5.251343825332093e-13,3.537611802310168e-13,7.76381102631389e-14,0.0007420919119395094
3.9576132917706315e-10,0.19199334444536942,3.76,0.0,0.8173517846156302,0.9992553178833418,9.37809045718e-16,6.990648648632012e-13,2.2478178717924756e-08,2.9103630382812513e-07,2.2479935134362738e-08,2.906144575432715e-07,5.798875603249236e-15,1.828461665373871e-14,4.2087385983051084e-10,4.204172451456434e-10,1.9848349374346367e-12,1.3485303285865074e-12,1.2921044414361812e-12,7.746377156423385e-13,5.528889438244908e-13,3.770188891957395e-13,8.052977056083377e-14,0.0007446592120927222
4.0545527085248736e-10,0.19199334469076842,3.76,0.0,0.8173517769362837,0.9992529439606109,1.0147090491207507e-15,7.393467860656084e-13,2.3028635942158433e-08,2.9816506975366226e-07,2.303045611028364e-08,2.9772231420629453e-07,6.147375375995963e-15,1.8991069874405256e-14,4.4170744440292874e-10,4.412183504224251e-10,2.0824046451033936e-12,1.4499533322583806e-12,1.3878481644030178e-12,8.329125684184034e-13,5.813858042078889e-13,4.0124880026342895e-13,8.343902877083249e-14,0.000747032563253537
4.1514921252791157e-10,0.19199334493616738,3.76,0.0,0.8173517692569352,0.9992507493343183,1.0959905468999553e-15,7.810104608945868e-13,2.3579092113473393e-08,3.0529383600077e-07,2.358097581603723e-08,3.048296657585833e-07,6.507615047506198e-15,1.97037090744005e-14,4.63042544243268e-10,4.6251949824597635e-10,2.1822745849286044e-12,1.5563326686636612e-12,1.4881327207765543e-12,8.940365588923031e-13,6.106259568968415e-13,4.2647007239169934e-13,8.636490139139122e-14,0.0007492266174683009
4.248431542033358e-10,0.19199334518156652,3.76,0.0,0.8173517615775848,0.999248720459319,1.18180233076241e-15,8.240750577516645e-13,2.4129547417087963e-08,3.1242260258890686e-07,2.413149434764376e-08,3.1193651223455727e-07,6.879671004469908e-15,2.042227798980728e-14,4.848790380282076e-10,4.843205366627532e-10,2.2844419762933844e-12,1.6677860511834596e-12,1.5930563644857383e-12,9.580774488172814e-13,6.406103402738494e-13,4.5270185851897585e-13,8.930645996261256e-14,0.0007512549198823499
4.3453709587876e-10,0.19199334542696567,3.76,0.0,0.817351753898232,0.9992468448137458,1.272295242070205e-15,8.685597400270192e-13,2.4680002031442082e-08,3.1955136953794715e-07,2.468201179394628e-08,3.1904285366866353e-07,7.263616379728772e-15,2.11465309005872e-14,5.072168043684007e-10,5.066213137196032e-10,2.3889040425986657e-12,1.7844311574230174e-12,1.7027168980904793e-12,1.0251029835464257e-12,6.713398409552328e-13,4.799633055525421e-13,9.226282798497407e-14,0.000753129992362364
4.442310375541842e-10,0.19199334567236498,3.76,0.0,0.817351746218877,0.9992451108217073,1.3676221713037202e-15,9.144836660802589e-13,2.523045612873766e-08,3.2668013686817873e-07,2.5232528237152864e-08,3.261486900953813e-07,7.659521186142275e-15,2.187623219640682e-14,5.300557218079023e-10,5.294216774602715e-10,2.4956580112116027e-12,1.906385629211378e-12,1.8172116746908764e-12,1.0951808920237016e-12,7.028152966851429e-13,5.082735543573381e-13,9.523317801065548e-14,0.0007548634107999224
4.539249792296084e-10,0.1919933459177644,3.76,0.0,0.8173517385395191,0.9992435077818229,1.4679380575226471e-15,9.61865989222888e-13,2.5780909875437928e-08,3.338089046003013e-07,2.5783043753337816e-08,3.3325402154922487e-07,8.067452444944834e-15,2.261115596038349e-14,5.5339566882417e-10,5.527214759226459e-10,2.6047011134199014e-12,2.0337670726003265e-12,1.9366375998276313e-12,1.1683788867749442e-12,7.350374990683456e-13,5.376517397454917e-13,9.821672889793045e-14,0.0007564658765751872
4.636189209050326e-10,0.19199334616316396,3.76,0.0,0.8173517308601587,0.9992420258011588,1.5733998878252271e-15,1.0107258577023368e-12,2.633136343272893e-08,3.409376727554244e-07,2.6333558412905044e-08,3.403588480647456e-07,8.487474308821218e-15,2.3351085570006255e-14,5.772365238285567e-10,5.765205571366456e-10,2.716030584391438e-12,2.1666930578627545e-12,2.0610911333738554e-12,1.2447646638988897e-12,7.680071961507655e-13,5.681169904665577e-13,1.0121274321944838e-13,0.0007579472826226162
4.733128625804568e-10,0.19199334640856358,3.76,0.0,0.8173517231807953,0.9992406557341504,1.6841666968058577e-15,1.0610824146874367e-12,2.6881816956946043e-08,3.4806644135506576e-07,2.6884072281016396e-08,3.47463169676534e-07,8.919648179917858e-15,2.4095813314519603e-14,6.015781651672211e-10,6.008187691226756e-10,2.829643663138631e-12,2.3052811194906046e-12,2.1906682914184477e-12,1.3244059030582998e-12,8.017250948562534e-13,5.996884291984443e-13,1.042205248157659e-13,0.0007593167745061296
4.83006804255881e-10,0.19199334665396334,3.76,0.0,0.8173517155014287,0.9992393891261433,1.800399566011219e-15,1.1129547982552422e-12,2.7432270599968138e-08,3.551952104211489e-07,2.7434585417987698e-08,3.545669864192213e-07,9.364032822998396e-15,2.4845140028087986e-14,6.264204711223903e-10,6.256159598905716e-10,2.9455375924870604e-12,2.4496487561924993e-12,2.325464648141193e-12,1.407370267471233e-12,8.361918632875731e-13,6.323851725389973e-13,1.0723941648597949e-13,0.0007605828068801448
4.927007459313053e-10,0.1919933468993632,3.76,0.0,0.817351707822059,0.9992382181611977,1.922261623395056e-15,1.1663621413790927e-12,2.7982724509581795e-08,3.6232397997600193e-07,2.7985097879654767e-08,3.616702983274797e-07,9.820684473943518e-15,2.5598874738087394e-14,6.51763319913923e-10,6.5091197743897e-10,3.0637096190478622e-12,2.59991343089118e-12,2.46557533767974e-12,1.4937254039025108e-12,8.714081328991605e-13,6.662263309982159e-13,1.1026879780776183e-13,0.0007617531956848905
5.023946876067295e-10,0.19199334714476335,3.76,0.0,0.817351700142686,0.9992371356138352,2.0499180427717535e-15,1.2213235719178222e-12,2.8533178829817905e-08,3.69452750042355e-07,2.8535609717711894e-08,3.6877310543602326e-07,1.0289656943786832e-14,2.6356834327897232e-14,6.776065897011133e-10,6.767066697550474e-10,3.184156993193513e-12,2.7561925707208417e-12,2.611095055988569e-12,1.5835389426554065e-12,9.073745005487964e-13,7.012310089910728e-13,1.133080830795353e-13,0.0007628351663984609
5.120886292821537e-10,0.1919933473901635,3.76,0.0,0.8173516924633095,0.9992361348044326,2.183536043268803e-15,1.2778582126060311e-12,2.9083633701262643e-08,3.765815206433392e-07,2.9086120980024695e-08,3.7587540777960835e-07,1.077100171847067e-14,2.7118843213591845e-14,7.039501585846973e-10,7.029998848145749e-10,3.306876969036615e-12,2.9186035670244422e-12,2.762118062690079e-12,1.6768784975635974e-12,9.440915304349389e-13,7.374183048309113e-13,1.1635671937792235e-13,0.0007638353986437275
5.217825709575779e-10,0.1919933476355637,3.76,0.0,0.8173516847839293,0.9992352095579856,2.3232848887782904e-15,1.335985181045338e-12,2.9634089261344936e-08,3.8371029180248403e-07,2.963663171091929e-08,3.829772053930329e-07,1.1264768054498123e-14,2.7884733033956467e-14,7.307939046090211e-10,7.297914705822437e-10,3.431866804411359e-12,3.087263775351056e-12,2.9187381829178866e-12,1.7738116659833965e-12,9.815597559260786e-13,7.748073107233899e-13,1.1941418472400283e-13,0.0007647600674254973
5.314765126330021e-10,0.19199334788096423,3.76,0.0,0.8173516771045451,0.999234354165985,2.4693358874074993e-15,1.3957235896965346e-12,3.018454564460193e-08,3.9083906354371586e-07,3.018714195144973e-08,3.900784983111365e-07,1.1771003070650166e-14,2.865434235327651e-14,7.581377057643335e-10,7.570812750122179e-10,3.5591237608573627e-12,3.262290515453334e-12,3.0810488091524225e-12,1.8744060287862844e-12,1.0197796812881324e-12,8.134171127609462e-13,1.2247998635227412e-13,0.0007656148812523962
5.411704543084263e-10,0.1919933481263648,3.76,0.0,0.8173516694251575,0.9992335633511772,2.6218623909287133e-15,1.4570925458725738e-12,3.0735002982924386e-08,3.979678358913563e-07,3.073765173964512e-08,3.9717928656879964e-07,1.228975183592993e-14,2.942751637637188e-14,7.859814399891755e-10,7.84869146048883e-10,3.688645103605609e-12,3.4438010712851207e-12,3.2491429030489313e-12,1.9787291503517653e-12,1.0587517833155505e-12,8.532667909177578e-13,1.2555365907655238e-13,0.0007664051173787522
5.508643959838505e-10,0.19199334837176557,3.76,0.0,0.8173516617457657,0.9992328322349818,2.7810397942283133e-15,1.5201111517323237e-12,3.128546140578335e-08,4.0509660887012e-07,3.128816111073816e-08,4.042795702009433e-07,1.2821057453889327e-14,3.020410667537031e-14,8.143249851728374e-10,8.131549316277511e-10,3.820428101566256e-12,3.6319126909992563e-12,3.4231129972579193e-12,2.0868485785605373e-12,1.0984765128714946e-12,8.943754190451636e-13,1.2863476374737794e-13,0.0007671356543840594
5.605583376592747e-10,0.19199334861716646,3.76,0.0,0.8173516540663696,0.9992321563073765,2.947045534755247e-15,1.5847985042750298e-12,3.183592104043959e-08,4.1222538250511286e-07,3.183867009737636e-08,4.113793492425276e-07,1.3364961143487051e-14,3.0983970927734607e-14,8.43168219157863e-10,8.419384796765039e-10,3.954470027318085e-12,3.8267425869456236e-12,3.6030511972381412e-12,2.1988318447880166e-12,1.1389542963421655e-12,9.36762064867531e-13,1.3172288579579096e-13,0.0007678110022911973
5.702522793346989e-10,0.19199334886256755,3.76,0.0,0.8173516463869693,0.9992315313990521,3.1200590919689375e-15,1.6511736953354248e-12,3.2386382012137055e-08,4.193541568218307e-07,3.2389178729817355e-08,4.184786237285512e-07,1.3921502316620603e-14,3.17669726650787e-14,8.725110197425782e-10,8.712196381161371e-10,4.090768157099386e-12,4.028407935669436e-12,3.789049183062159e-12,2.3147464638981804e-12,1.1801855370100462e-12,9.804457899785333e-13,1.3481763385863376e-13,0.0007684353304093654
5.799462210101231e-10,0.19199334910796872,3.76,0.0,0.8173516387075648,0.9992309536556732,3.300261986786707e-15,1.7192558115794315e-12,3.293684444428163e-08,4.264829318461568e-07,3.293968703610938e-08,4.2557739369405016e-07,1.4490718652469294e-14,3.25529810323271e-14,9.023532646836297e-10,9.009982548621939e-10,4.229319770800146e-12,4.237025877909821e-12,3.981198211214558e-12,2.4346599342377734e-12,1.2221706163505924e-12,1.0254456498378202e-12,1.3791863848080993e-13,0.0007690124930736103
5.896401626855474e-10,0.19199334935337015,3.76,0.0,0.8173516310281556,0.9992304195140841,3.4878377810307607e-15,1.789063934500419e-12,3.34873084586062e-08,4.336117076043606e-07,3.349019504225819e-08,4.326756591740968e-07,1.5072646168779466e-14,3.334187055679077e-14,9.326948316985139e-10,9.312741778260643e-10,4.370122151955317e-12,4.452713518598698e-12,4.179589116382848e-12,2.558639737630841e-12,1.264909895256622e-12,1.0717806937680507e-12,1.4102555089018393e-13,0.0007695460534398338
5.993341043609716e-10,0.19199334959877168,3.76,0.0,0.8173516233487418,0.9992299256803108,3.682972076874812e-15,1.860617140415953e-12,3.403777417532319e-08,4.4074048412309556e-07,3.4040702772381344e-08,4.3977342020379834e-07,1.5667319290217637e-14,3.4133520926750023e-14,9.635355984680886e-10,9.620472549163326e-10,4.513172587739089e-12,4.675587926859951e-12,4.384312313241091e-12,2.6867533393736125e-12,1.308403715194446e-12,1.119469964952275e-12,1.441380418410513e-13,0.000770039305482178
6.090280460363958e-10,0.1919933498441735,3.76,0.0,0.8173516156693232,0.9992294691092249,3.8858525162903715e-15,1.933934500465013e-12,3.458824171326536e-08,4.4786926142939787e-07,3.459121024885081e-08,4.468706768182962e-07,1.6274770913912356e-14,3.4927816779152335e-14,9.948754426390533e-10,9.93317334040158e-10,4.658468368959981e-12,4.90576613600895e-12,4.5954577982263146e-12,2.819068188229715e-12,1.3526523992955283e-12,1.168532500431632e-12,1.472558005223351e-13,0.0007704952943285948
6.284159293872442e-10,0.19199335033497753,3.76,0.0,0.8173516003104717,0.9992286567109899,4.315612589386396e-15,2.0859379416141863e-12,3.568918272200396e-08,4.6212681851475047e-07,3.569222452234521e-08,4.6106367694240607e-07,1.7528133986926622e-14,3.652390703036496e-14,1.0590518736157856e-09,1.057347890018609e-09,4.955785149096912e-12,5.388501911189328e-12,5.0373735377308246e-12,3.0965713396478928e-12,1.4434155668232356e-12,1.2708534817199985e-12,1.5350596402230024e-13,0.0007713065265599667
6.458650244030078e-10,0.1919933507767018,3.76,0.0,0.817351586487488,0.9992280269031588,4.730812634488237e-15,2.228965661348318e-12,3.6680037026726646e-08,4.74958622864041e-07,3.668313669413783e-08,4.7383565230729065e-07,1.870016414418245e-14,3.796837279198376e-14,1.118516278145448e-09,1.1166736115795833e-09,5.231022228285139e-12,5.849116452951564e-12,5.457956272181749e-12,3.3613687484035123e-12,1.5276869544894573e-12,1.3678297825497371e-12,1.5914635100632612e-13,0.0007719352832494814
6.633141194187713e-10,0.1919933512184267,3.76,0.0,0.8173515726644871,0.9992274799991844,5.1741215642875705e-15,2.378005597927882e-12,3.767089902998938e-08,4.87790430202807e-07,3.7674048325165816e-08,4.866059939148399e-07,1.9914044822494057e-14,3.9419821324988515e-14,1.1795957893089198e-09,1.1776072544657517e-09,5.513492259078176e-12,6.335213775080031e-12,5.900727915278578e-12,3.6408264049102236e-12,1.6144083924268393e-12,1.469551242858212e-12,1.6479971125152738e-13,0.0007724811344356475
6.807632144345349e-10,0.19199335166015227,3.76,0.0,0.8173515588414685,0.999227005065042,5.64670738952637e-15,2.5331687867555588e-12,3.8661769389946356e-08,5.006222407023189e-07,3.8664959498024065e-08,4.993747019710518e-07,2.1169920350862332e-14,4.0877733807874273e-14,1.2422896926158362e-09,1.2401479318053947e-09,5.803179572461952e-12,6.8474751211476485e-12,6.3661984349831854e-12,3.9353370720531905e-12,1.7035812254188923e-12,1.576128664385235e-12,1.7046477548618302e-13,0.000772955014143055
6.982123094502984e-10,0.19199335210187843,3.76,0.0,0.8173515450184314,0.9992265926102762,6.149759489686129e-15,2.6945662087696866e-12,3.965264875832645e-08,5.134540545377228e-07,3.965587028518006e-08,5.121417766821779e-07,2.2467923394928252e-14,4.2341629207771406e-14,1.3065972733966698e-09,1.3042947568225019e-09,6.100068537372655e-12,7.386581358899403e-12,6.8548735480195865e-12,4.245293338893661e-12,1.7952066741221324e-12,1.687672784301885e-12,1.7614039966074677e-13,0.0007733664128268992
7.15661404466062e-10,0.19199335254360544,3.76,0.0,0.8173515311953756,0.9992262343967709,6.684488602502805e-15,2.8623087904425277e-12,4.064353778174211e-08,5.262858718880079e-07,4.064678075031518e-08,5.249072182547007e-07,2.3808175808180745e-14,4.3811061523800085e-14,1.372517816839638e-09,1.3700468428612233e-09,6.4041435606759244e-12,7.95321298029802e-12,7.367254752242906e-12,4.571087620629711e-12,1.8892858474367316e-12,1.804294275206298e-12,1.8182555259688832e-13,0.000773723568603957
7.331104994818255e-10,0.19199335298533313,3.76,0.0,0.8173515173723,0.9992259232729354,7.252126813482022e-15,3.0365074037839596e-12,4.1634437102820116e-08,5.391176929359739e-07,4.163769094948762e-08,5.376710268953138e-07,2.5190789420427223e-14,4.5285617233644194e-14,1.4400506080250625e-09,1.4374033034090097e-09,6.71538908715025e-12,8.548050101579961e-12,7.903839358768831e-12,4.913112158565814e-12,1.985819753649994e-12,1.9261037451241853e-12,1.8751930486501808e-13,0.0007740336330646144
7.505595944975891e-10,0.19199335342706156,3.76,0.0,0.8173515035492042,0.9992256530297431,7.853927545415477e-15,3.2172728663502666e-12,4.2625347361179436e-08,5.519495178682007e-07,4.262860093214202e-08,5.504332028108997e-07,2.6615866769213116e-14,4.6764912924915146e-14,1.5091949319573274e-09,1.5063632521184424e-09,7.033789599473167e-12,9.17177246332083e-12,8.465120523870151e-12,5.271759020090387e-12,2.0848093104911397e-12,2.05321173751399e-12,1.9322081875137057e-13,0.0007743028152352665
7.680086895133527e-10,0.19199335386879077,3.76,0.0,0.8173514897260874,0.9992254182766312,8.491165547899227e-15,3.4047159412570145e-12,4.361626919426999e-08,5.647813468750146e-07,4.361951074197999e-08,5.631937462085118e-07,2.8083501776550453e-14,4.82485931036491e-14,1.57995007359442e-09,1.5769258028276641e-09,7.35932961820899e-12,9.825059430509887e-12,9.051587280636105e-12,5.647420098661005e-12,2.1862553541657952e-12,2.1857287312758523e-12,1.9892933924585287e-13,0.0007745365056791867
7.854577845291162e-10,0.1919933543105207,3.76,0.0,0.8173514759029491,0.9992252143338632,9.165136886854725e-15,3.5989473371954875e-12,4.4607203238096156e-08,5.776131801504594e-07,4.461042041771495e-08,5.759526572953562e-07,2.959378037625363e-14,4.9736328162772716e-14,1.6523153178752553e-09,1.6490900695794893e-09,7.69199370179706e-12,1.0508589992632948e-11,9.663724570399447e-12,6.040487113796512e-12,2.290158647500522e-12,2.323765140764052e-12,2.0464418592000934e-13,0.0007747393841325893
8.029068795448798e-10,0.19199335475225163,3.76,0.0,0.8173514620797888,0.999225037138919,9.877158934053383e-15,3.800077708451785e-12,4.559815012784222e-08,5.904450178922625e-07,4.560132999372871e-08,5.887099362787759e-07,3.1146781095767484e-14,5.1227812497941306e-14,1.7262899497448388e-09,1.7228551666391484e-09,8.031766446539279e-12,1.1223042763763075e-11,1.030201327393242e-11,6.45135161107552e-12,2.3965198872930816e-12,2.4674313158022e-12,2.1036474559901838e-13,0.0007749155131163356
8.203559745606433e-10,0.19199335519398328,3.76,0.0,0.8173514482566059,0.9992248831649888,1.0628570356645063e-14,4.0082176549281526e-12,4.6589110498413075e-08,6.032768603018069e-07,4.659223950064312e-08,6.014655833662349e-07,3.274257559598963e-14,5.2722762759403365e-14,1.8018732541773979e-09,1.7982202085107073e-09,8.378632486586368e-12,1.1969095982658477e-11,1.0966930242413643e-11,6.880404962140724e-12,2.50533971095007e-12,2.6168375417008704e-12,2.1609046574591108e-13,0.0007750684194394653
8.378050695764069e-10,0.19199335563571582,3.76,0.0,0.8173514344333994,0.9992247493502189,1.1420731106690884e-14,4.2234777221660505e-12,4.7580084984899934e-08,6.161087075840988e-07,4.758314896581631e-08,6.142195987653033e-07,3.438122917179982e-14,5.422091623110104e-14,1.879064516197543e-09,1.8751843099521787e-09,8.732576493922342e-12,1.2747427512867117e-11,1.1658948328166197e-11,7.328038364708623e-12,2.616618702473427e-12,2.7720940392772554e-12,2.2182084849633634e-13,0.0007752011649559908
8.552541645921705e-10,0.19199335607744927,3.76,0.0,0.8173514206101692,0.99922463303639,1.2255022410700574e-14,4.445968401370679e-12,4.8571074222979864e-08,6.289405599477372e-07,4.8574058413772796e-08,6.269719826836463e-07,3.606280121601033e-14,5.572202932821475e-14,1.957863020899608e-09,1.953746585989394e-09,9.093583178346954e-12,1.3558714842837428e-11,1.2378536415167934e-11,7.794642842584148e-12,2.730357397856042e-12,2.9333109648765835e-12,2.275554452835987e-13,0.0007753164078857887
8.72703259607934e-10,0.19199335651918364,3.76,0.0,0.8173514067869142,0.9992245319157542,1.3132846759174624e-14,4.675800129436586e-12,4.956207884925859e-08,6.417724176048849e-07,4.956496786657637e-08,6.397227353290112e-07,3.778734564942248e-14,5.72258762044572e-14,2.0382680534652768e-09,2.033906151928696e-09,9.461637287455989e-12,1.4403635086034698e-11,1.3126159449335202e-11,8.280609245679837e-12,2.8465562899452673e-12,3.100598410394978e-12,2.3329385199507715e-13,0.0007754164559764079
8.901523546236976e-10,0.19199335696091901,3.76,0.0,0.8173513929636339,0.9992244439848683,1.4055627896151468e-14,4.913083288974116e-12,5.055309950156431e-08,6.546042807712372e-07,5.0555877344153824e-08,6.524718569092159e-07,3.955491131958112e-14,5.873224746072177e-14,2.120278899179635e-09,2.115662123368536e-09,9.836723606619139e-12,1.528286498106258e-11,1.390227846858148e-11,8.78632825003906e-12,2.9652158328297227e-12,3.2740664033035444e-12,2.3903570460460716e-13,0.0007755033126712894
9.076014496394611e-10,0.19199335740265527,3.76,0.0,0.817351379140328,0.9992243675044661,1.502481080875983e-14,5.157928208336513e-12,5.154413681919942e-08,6.67436149665993e-07,5.154678686457646e-08,6.652193476321406e-07,4.136554237055441e-14,6.024094894754893e-14,2.2038948434457656e-09,2.1990136162100427e-09,1.0218826958955577e-11,1.6197080891789284e-11,1.470735063265229e-11,9.312190357862981e-12,3.0863364457973695e-12,3.4538249066734657e-12,2.4478067523282537e-13,0.0007755787172368167
9.250505446552247e-10,0.1919933578443925,3.76,0.0,0.8173513653169954,0.9992243009646016,1.604186171677634e-14,5.410445161647458e-12,5.2535191443155626e-08,6.802680245118258e-07,5.253769644430454e-08,6.779652077057174e-07,4.3219278585821117e-14,6.175180065466816e-14,2.2891151717980064e-09,2.2839597466666288e-09,1.0607932205307097e-11,1.7146958807478084e-11,1.55418292527376e-11,9.85858589754091e-12,3.2099185169061852e-12,3.6399838192019496e-12,2.505284685941543e-13,0.0007756441796186753
9.424996396709883e-10,0.19199335828613082,3.76,0.0,0.8173513514936359,0.9992242430544023,1.710826806218848e-14,5.670744368828922e-12,5.3526264016296706e-08,6.930999055348526e-07,5.352860609839943e-08,6.907094373379231e-07,4.5116155706178165e-14,6.326463568142217e-14,2.3759391699139453e-09,2.3704996312727053e-09,1.1004024244208917e-11,1.8133174342921617e-11,1.6406163820863004e-11,1.0425905023683709e-11,3.335962406204336e-12,3.83265297523887e-12,2.562788187935289e-13,0.0007757010106897675
9.59948734686752e-10,0.19199335872787013,3.76,0.0,0.8173513376702486,0.9992241926358262,1.8225538498762918e-14,5.93893599562923e-12,5.4517355183513707e-08,7.05931792964607e-07,5.451951584070766e-08,7.034520367367717e-07,4.7056205724475484e-14,6.477929928222188e-14,2.464366123625293e-09,2.458632386891573e-09,1.140708801185824e-11,1.9156402738579832e-11,1.7300800039060885e-11,1.1014537717159991e-11,3.464468448634027e-12,4.0319421448139575e-12,2.620314864387117e-13,0.0007757503484921275
9.773978297025155e-10,0.1919933591696105,3.76,0.0,0.8173513238468328,0.9992241487208846,1.9395202881619226e-14,6.2151301536511765e-12,5.550846559185579e-08,7.187636870340088e-07,5.5510425684020694e-08,7.161930061103076e-07,4.903945715888071e-14,6.629564798152058e-14,2.554395318927701e-09,2.548357130722545e-09,1.1817108482080596e-11,2.0217318860720976e-11,1.8226179848322954e-11,1.1624873785134837e-11,3.595436956650533e-12,4.237961033664449e-12,2.677862560367254e-13,0.000775793181014819
9.94846924718279e-10,0.19199335961135194,3.76,0.0,0.8173513100233883,0.9992241104518594,2.0618812256809052e-14,6.4994369003801855e-12,5.649959589064055e-08,7.315955879793365e-07,5.650133564021365e-08,7.28932345666599e-07,5.106593530625278e-14,6.781354875319528e-14,2.646026041989627e-09,2.6396729803073827e-09,1.2234070666294129e-11,2.1316597201565534e-11,1.9182741457335634e-11,1.2257302861110763e-11,3.728868222584773e-12,4.450819283263075e-12,2.735429336460614e-13,0.0007758303659755746
9.999999999999999e-10,0.19199336005309448,3.76,0.0,0.8173513059410362,0.9992241001185194,2.0990716625372286e-14,6.584966280549867e-12,5.6792300875351105e-08,7.353851125980906e-07,5.679397167677597e-08,7.326942219601544e-07,5.167266702107714e-14,6.82620945268168e-14,2.6733926874941963e-09,2.6669446191766577e-09,1.235853367692074e-11,2.164867271892664e-11,1.947126144030189e-11,1.2448354794313187e-11,3.768744295089159e-12,4.515004869256633e-12,2.7524333743347245e-13,0.0007758403788544591
1.0122960197340426e-09,0.19199336005309448,3.76,0.0,0.817351296199914,0.9992240770841249,2.189793885090069e-14,6.7919662392124024e-12,5.7490746731546126e-08,7.444274960401984e-07,5.74922457203658e-08,7.416700556137333e-07,5.313566247707339e-14,6.933287825964345e-14,2.7392575791603446e-09,2.732579053536091e-09,1.2657959613471932e-11,2.2454911879432764e-11,2.017091937099944e-11,1.291221440497075e-11,3.864762520774631e-12,4.6706264708463374e-12,2.7930134475950517e-13,0.0007758626480004954
1.0297451147498061e-09,0.1919933604948382,3.76,0.0,0.8173512823764094,0.999224047971232,2.323417606056904e-14,7.092828119482719e-12,5.848191876868764e-08,7.572594114595044e-07,5.848315593486519e-08,7.544061361598124e-07,5.524865821327208e-14,7.085352214627133e-14,2.8340892169771465e-09,2.8270744686521333e-09,1.308876041010256e-11,2.363293663888952e-11,2.1191144418734036e-11,1.3589997703023148e-11,4.003120109487553e-12,4.897492109443009e-12,2.850613323950903e-13,0.0007758906735386758
