Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138)
9.005079525732757e-10,0.16457863057626948,3.76,0.0,0.6317364836254491,0.9999999994250783,0.0,0.0,5.749212671689938e-10,1.7576649620139588e-09,5.749212671689938e-10,1.7576645003675495e-09,3.0689639468764217e-16,1.5475001488855966e-16
9.999999999999999e-10,0.16457863060309513,3.76,0.0,0.6317364833677348,0.9999999993615585,0.0,0.0,6.384410768462757e-10,1.9518594547290385e-09,6.384410768462757e-10,1.9518588783220508e-09,3.9840766682062907e-16,1.7799932085403497e-16
1.350761952715229e-09,0.16457863060309513,3.76,0.0,0.6317364824591559,0.9999999991376173,0.0,0.0,8.623819148807187e-10,2.6364974859390423e-09,8.623819148807187e-10,2.6364965049404767e-09,7.210331764872375e-16,2.599653892046745e-16
1.8010159528571823e-09,0.16457863062992079,3.76,0.0,0.6317364812928628,0.9999999988501559,0.0,0.0,1.1498425619294714e-09,3.515330007676153e-09,1.1498425619294714e-09,3.5153283342081133e-09,1.3049586548013777e-15,3.6850938527886436e-16
2.701523953141089e-09,0.16457863068357212,3.76,0.0,0.6317364789602764,0.9999999982752328,0.0,0.0,1.724763854467907e-09,5.272995046011378e-09,1.724763854467907e-09,5.272991581308749e-09,2.876315355739128e-15,5.883872723503706e-16
3.6020319534249955e-09,0.16457863073722345,3.76,0.0,0.6317364766276901,0.999999997700309,0.0,0.0,2.299685144560459e-09,7.030660076290606e-09,2.299685144560459e-09,7.0306541837395565e-09,5.082089429209129e-15,8.104616212534996e-16
4.502539953708902e-09,0.1645786307908747,3.76,0.0,0.6317364742951037,0.9999999971253848,0.0,0.0,2.874606432026971e-09,8.788325097931481e-09,2.874606432026971e-09,8.788316095445987e-09,7.969340080813008e-15,1.0331454112308114e-15
6.303555954276715e-09,0.16457863089817729,3.76,0.0,0.6317364696299311,0.9999999959755339,0.0,0.0,4.024448998880818e-09,1.2303655114709667e-08,4.024448998880818e-09,1.2303637803254126e-08,1.5832000362660086e-14,1.479455178454239e-15
8.104571954844528e-09,0.16457863100547965,3.76,0.0,0.6317364649647585,0.9999999948256801,0.0,0.0,5.174291554988567e-09,1.5818985096300773e-08,5.174291554988567e-09,1.5818956705565832e-08,2.6463506986324684e-14,1.9272279527784986e-15
9.999999999999999e-09,0.16457863122008423,3.76,0.0,0.6317364600550305,0.9999999936155464,0.0,0.0,6.384410624782028e-09,1.9518594074973643e-08,6.384410624782028e-09,1.9518551032639267e-08,4.064217167345654e-14,2.400162697660574e-15
1.1706603955980154e-08,0.16457863122008423,3.76,0.0,0.6317364556344136,0.9999999925259646,0.0,0.0,7.473976634707756e-09,2.284964495360284e-08,7.473976634707756e-09,2.2849586094560386e-08,5.6031577230817503e-14,2.827465221447859e-15
1.8910667958251407e-08,0.16457863164929237,3.76,0.0,0.6317364369737243,0.9999999879265005,0.0,0.0,1.2073346662475562e-08,3.691096424254606e-08,1.2073346662475562e-08,3.691081120822684e-08,1.4838740610378063e-13,4.6469131160570624e-15
3.331879596279391e-08,0.1645786325077045,3.76,0.0,0.6317363996523478,0.9999999787274395,0.0,0.0,2.1272086177700956e-08,6.5033601100474e-08,2.1272086177700956e-08,6.503312676264508e-08,4.659760831835456e-13,8.361745715463744e-15
6.213505197187891e-08,0.1645786342245124,3.76,0.0,0.6317363250096044,0.9999999603287882,0.0,0.0,3.966956293819195e-08,1.2127886779830127e-07,3.966956293819195e-08,1.212772190468494e-07,1.6326563278492413e-12,1.609512401771461e-14
