Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619)
2.241147949878431e-09,0.2874478075653714,3.76,0.0,0.8684890247780707,0.9990145895889617,2.89662547756809e-13,5.493539528304643e-11,1.6499531044977454e-07,2.5881950229249113e-06,1.64868407380113e-07,2.5724800499337804e-06,1.808357721616266e-13,1.931096794475671e-13,1.549006909954097e-08,1.5382217001244617e-08,2.921281513844686e-11,2.753229887389108e-10,2.3281806919582885e-10,1.915308167570895e-08,2.3439013903187568e-11,5.600481713993331e-11,9.887707478199306e-13,0.0009852297803962333,1.4549710175135927e-11,1.5727606390441366e-16,2.2129887537705038e-15,1.3594229089615013e-18,1.901636307317717e-08,2.952558063763527e-15
2.3175840612392217e-09,0.2874478121078963,3.76,0.0,0.868488930215814,0.9990145824107202,3.275862401202573e-13,6.018360536985962e-11,1.7063459138399388e-07,2.6764716587465334e-06,1.7049096368484365e-07,2.6596658689495455e-06,1.9461480041892688e-13,2.008625161130327e-13,1.6556135814317e-08,1.6437164756694583e-08,3.1018085352855125e-11,3.042954411948282e-10,2.559230695571855e-10,1.9816061335713296e-08,2.523685627409227e-11,6.11737707981664e-11,1.0262623338151893e-12,0.0009852302436852683,1.5556856224261566e-11,1.6971000692862141e-16,2.4469596970010375e-15,1.5028391906164811e-18,1.9664930099487853e-08,3.135052569515515e-15
2.3940201726000124e-09,0.2874478166505186,3.76,0.0,0.8684888356520187,0.9990145753679683,3.690735581311662e-13,6.574947844937909e-11,1.7627530912553742e-07,2.7647488525043435e-06,1.7611352243360762e-07,2.7468155238221774e-06,2.0890715386280655e-13,2.086150254299128e-13,1.765709654898561e-08,1.752627635801191e-08,3.286433939726443e-11,3.352204827110364e-10,2.80409109519269e-10,2.0480015725462272e-08,2.7108771450408405e-11,6.664384564530151e-11,1.063762790499719e-12,0.000985230534959325,1.6597552375675118e-11,1.827145269537371e-16,2.6968482756739893e-15,1.6559762126631224e-18,2.031349706441769e-08,3.3216938762653667e-15
2.470456283960803e-09,0.28744782119324147,3.76,0.0,0.8684887410866201,0.9990145683983351,4.143368119121716e-13,7.164186454031063e-11,1.8191752925962175e-07,2.8530266377186295e-06,1.8173608386736496e-07,2.833929029547616e-06,2.2371226447300883e-13,2.1636676854297023e-13,1.8792896435748908e-08,1.8649474668298953e-08,3.475061959114034e-11,3.6816026855297714e-10,3.063048239623848e-10,2.1144976212978253e-08,2.9055388247393903e-11,7.242315557892201e-11,1.1012724268603163e-12,0.0009852307165960782,1.767178418584358e-11,1.9629967625860552e-16,2.963175939918553e-15,1.8191496112672995e-18,2.0962063968193105e-08,3.51239563121276e-15
2.546892395321594e-09,0.2874478257360682,3.76,0.0,0.8684886465195523,0.9990145614619445,4.635941357282462e-13,7.786958498138697e-11,1.8756131799978428e-07,2.941305048587658e-06,1.8735864822640444e-07,2.9210064011156275e-06,2.390295443872249e-13,2.2411739315418933e-13,1.9963480675746834e-08,1.9806682697112186e-08,3.6675992127673896e-11,4.0317681362973285e-10,3.336380294246241e-10,2.181097411694354e-08,3.107732160465038e-11,7.85197974904717e-11,1.1387915885180652e-12,0.0009852308284787937,1.877953721727446e-11,2.104755187605837e-16,3.2464639155126026e-15,1.992674795675153e-18,2.1610630811035164e-08,3.707045239484401e-15
2.6233285066823846e-09,0.28744783027900184,3.76,0.0,0.8684885519507486,0.9990145545327609,5.170694691875022e-13,8.44414327680136e-11,1.9320674216879202e-07,3.02958411996824e-06,1.9298121575044963e-07,3.008047653509781e-06,2.5485838998284134e-13,2.318666163083259e-13,2.1168794539015398e-08,2.0997823600221748e-08,3.863954651210109e-11,4.403319927607343e-10,3.6243574379625695e-10,2.247804070676239e-08,3.317517290741358e-11,8.494185129181092e-11,1.1763206480486288e-12,0.000985230896649482,1.9920797038536893e-11,2.25252130520688e-16,3.547233203985328e-15,2.1768669567654025e-18,2.225919759315966e-08,3.905556990150115e-15
2.6997646180431753e-09,0.28744783482204583,3.76,0.0,0.868488457380142,0.9990145475943466,5.749925386999211e-13,9.136617296441024e-11,1.9885386917996792e-07,3.1178638873567857e-06,1.9860378667871108e-07,3.095052801707448e-06,2.7119818509396193e-13,2.3961421082461184e-13,2.2408783364432553e-08,2.2222820679362182e-08,4.064039501356124e-11,4.796875409420223e-10,3.9272420553814285e-10,2.314620720262296e-08,3.534953038028592e-11,9.169737994168263e-11,1.213859998575022e-12,0.0009852309375522963,2.1095549224275815e-11,2.40639600253467e-16,3.866004582720447e-15,2.372041075662245e-18,2.2907764314777305e-08,4.107840485268169e-15
2.776200729403966e-09,0.2874478393652031,3.76,0.0,0.8684883628076646,0.9990145406367997,6.375988391857808e-13,9.865254306858823e-11,2.0450276701895714e-07,3.20614438687081e-06,2.0422636124992412e-07,3.1820218606797984e-06,2.880483035888842e-13,2.473599944252418e-13,2.3683392559657353e-08,2.3481597381978675e-08,4.26776721297668e-11,5.213050536120457e-10,4.245288924408489e-10,2.3815504775559226e-08,3.760096943223508e-11,9.879442947209258e-11,1.2514100491471241e-12,0.000985230961096577,2.2303779355222265e-11,2.5664802984138645e-16,4.203298605059829e-15,2.5785119324050945e-18,2.355633097609381e-08,4.313807658004212e-15
2.9290729521255475e-09,0.2874478484518705,3.76,0.0,0.8684881736568244,0.9990145266430104,7.778318478559587e-13,1.1434498731131867e-10,2.158061498792929e-07,3.3827077297441216e-06,2.1547152227394935e-07,3.3558517708021996e-06,3.2327696757749155e-13,2.6284557702456843e-13,2.633625403366952e-08,2.6100184174428143e-08,4.685815824674086e-11,6.11571657974405e-10,4.92785157876986e-10,2.515761759139484e-08,4.2337331854045516e-11,1.1404519082637998e-10,1.3265439476849317e-12,0.000985230977433566,2.482061580613553e-11,2.9056824507962903e-16,4.935535674334677e-15,3.0266020266882833e-18,2.48534641186221e-08,4.7364546143345e-15
3.081945174847129e-09,0.2874478575390292,3.76,0.0,0.8684879844976753,0.9990145125239428,9.397671449948615e-13,1.315881277590772e-10,2.2711744541591494e-07,3.559274449275697e-06,2.267167007238888e-07,3.529537503522227e-06,3.605392438883735e-13,2.783225073550466e-13,2.9126943595391e-08,2.8852974461550187e-08,5.1174505864548496e-11,7.1162178827361e-10,5.673938337468946e-10,2.6504627541806486e-08,4.738861992732126e-11,1.3075816607339083e-10,1.4017258204526965e-12,0.0009852309731650081,2.747119115911484e-11,3.270938744727211e-16,5.7481043616676524e-15,3.523651791014734e-18,2.6150597022295265e-08,5.172841000315792e-15
3.2348173975687104e-09,0.2874478666267044,3.76,0.0,0.8684877953296568,0.9990144982649147,1.1254945448574802e-12,1.504509080762096e-10,2.384372163546718e-07,3.735844854978583e-06,2.379618984946589e-07,3.703079178385858e-06,3.998299340702858e-13,2.9379022920754343e-13,3.205502697518186e-08,3.1739361042093656e-08,5.562053939207924e-11,8.219432109470976e-10,6.485331720287214e-10,2.7856782231817138e-08,5.2759009424523815e-11,1.4899711677965533e-10,1.4769592506708556e-12,0.000985230963026695,3.0255390279732937e-11,3.663062605531336e-16,6.6451610389343356e-15,4.0721731226060275e-18,2.744772968859198e-08,5.62234204172122e-15
3.387689620290292e-09,0.2874478757149213,3.76,0.0,0.8684876061522004,0.9990144838601918,1.3371944815529166e-12,1.7100186382138275e-10,2.49766032970436e-07,3.912419264674162e-06,2.4920711747479433e-07,3.876476914839871e-06,4.4114380345402114e-13,3.092483848926977e-13,3.5120070996985336e-08,3.4758739021166996e-08,6.019039161557131e-11,9.430214848656053e-10,7.363709086450017e-10,2.921432848590556e-08,5.84525018997714e-11,1.6882553619050112e-10,1.552247904706845e-12,0.0009852309528082049,3.317309813137162e-11,4.0828700731910253e-16,7.63085850339991e-15,4.674675550335719e-18,2.8744862118922466e-08,6.08436446866375e-15
3.5405618430118733e-09,0.2874478848037046,3.76,0.0,0.8684874169647306,0.9990144693105726,1.5771374782187474e-12,1.9330913246590035e-10,2.6110447260126454e-07,4.088998004000081e-06,2.604523595464965e-07,4.049730832231912e-06,4.84475596807384e-13,3.2469674913877807e-13,3.8321643575851166e-08,3.791050580182715e-08,6.487848937690488e-11,1.0753399697235256e-09,8.310647639206461e-10,3.057751234997196e-08,6.447293398062261e-11,1.903066500565653e-10,1.6275955179225624e-12,0.0009852309417645556,3.622419977527832e-11,4.531179976364436e-16,8.709345981107737e-15,5.333666523063205e-18,3.004199431463188e-08,6.558344693931082e-15
3.846306288455036e-09,0.28744790298306916,3.76,0.0,0.8684870385574147,0.9990144397787857,2.151282121875659e-12,2.434632239564477e-10,2.838125628730738e-07,4.442169810436035e-06,2.8294292046226074e-07,4.395807686725452e-06,5.771718893334682e-13,3.5556362067577807e-13,4.5132651505510595e-08,4.460880681954956e-08,7.458851925971113e-11,1.375620065207921e-09,1.041604422607853e-09,3.3321773210497755e-08,7.750919061768453e-11,2.3847853160280523e-10,1.7784828395481365e-12,0.0009852309152790137,4.272612517446843e-11,5.516597410876344e-16,1.1161270044789419e-14,6.831135248388849e-18,3.263625800726175e-08,7.540064715721654e-15
4.121476289353883e-09,0.28744791934668146,3.76,0.0,0.8684866979506788,0.9990144127079177,2.789207911647984e-12,2.952842307694526e-10,3.0428867539397587e-07,4.760042654280352e-06,3.0318452301451734e-07,4.706786189846256e-06,6.67447043708428e-13,3.833093638706374e-13,5.1725173882491553e-08,5.108404893693844e-08,8.368158646939092e-11,1.6891180051363512e-09,1.255931637056372e-09,3.581334107188458e-08,9.039537194483199e-11,2.881142729551451e-10,1.9145215903521284e-12,0.000985230885879192,4.903291374297009e-11,6.509229286030418e-16,1.372689558512503e-14,8.397170374009268e-18,3.497109454049882e-08,8.459415622326242e-15
4.3966462902527305e-09,0.2874479357125102,3.76,0.0,0.8684863573022658,0.9990143851641762,3.558016429091438e-12,3.538381405770921e-10,3.24805221358373e-07,5.077934900361414e-06,3.2342622937175107e-07,5.017300570778002e-06,7.641784747971267e-13,4.1102224424165374e-13,5.875337860405566e-08,5.797896332681004e-08,9.308315387704163e-11,2.046451804530204e-09,1.4945159833794907e-09,3.832696591692658e-08,1.043938616867394e-10,3.440758917276456e-10,2.050811667952476e-12,0.000985230858059717,5.577011514814545e-11,7.607089753074007e-16,1.6657526668461413e-14,1.018516005140607e-17,3.730593033183829e-08,9.409964066288676e-15
4.671816291151578e-09,0.2874479520806959,3.76,0.0,0.8684860166086157,0.999014357146516,4.474141246948754e-12,4.195091070163144e-10,3.4536576700279725e-07,5.395848673483098e-06,3.4366805028731736e-07,5.327351521981945e-06,8.673356313393118e-13,4.3870217921506515e-13,6.621478487243296e-08,6.529011763137269e-08,1.0276968744141955e-10,2.4503619932597548e-09,1.7579731716263017e-09,4.0864054790601904e-08,1.1952214874435553e-10,4.067225557689708e-10,2.1873764263262608e-12,0.0009852308331816445,6.293706261052244e-11,8.815078689394045e-16,1.997723290351729e-14,1.2209691161849036e-17,3.964076538716835e-08,1.0389330051511271e-14
4.946986292050425e-09,0.287447968451378,3.76,0.0,0.8684856758661247,0.9990143286594279,5.554923342940679e-12,4.926777654440488e-10,3.6597392117499343e-07,5.713786148538973e-06,3.6390999645030005e-07,5.636939734884978e-06,9.768880523940105e-13,4.663491783297301e-13,7.410692314308645e-08,7.301410295150723e-08,1.1271980362044135e-10,2.903566673976768e-09,2.0468463931701177e-09,4.3426006719941454e-08,1.3579659614154194e-10,4.764106894256931e-10,2.324239555978922e-12,0.0009852308070710854,7.05330903804409e-11,1.0138139765276192e-15,2.3710046685258088e-14,1.4485352305153255e-17,4.197559971191692e-08,1.139535109961587e-14
5.222156292949272e-09,0.2874479848246945,3.76,0.0,0.8684853350711511,0.9990142997049214,6.81860289550808e-12,5.737213597752933e-10,3.866333294062561e-07,6.031749544498248e-06,3.841520784859394e-07,5.9460658998811715e-06,1.0928053843642078e-12,4.939632698468945e-13,8.242733507727693e-08,8.114753369185613e-08,1.229140917013359e-10,3.4087616755293255e-09,2.3616124881574107e-09,4.6014212750406233e-08,1.5323255550616622e-10,5.534939885089985e-10,2.4614250269585935e-12,0.0009852307780346728,7.855753373853331e-11,1.1581264011222223e-15,2.7879963261367273e-14,1.7026739450954916e-17,4.431043331109379e-08,1.2426064259006569e-14
5.497326293848119e-09,0.2874480012007826,3.76,0.0,0.8684849942200216,0.9990142702810608,8.28431137127787e-12,6.630138594775841e-10,4.0734766849388073e-07,6.349741118906803e-06,4.043943069559778e-07,6.254730706333303e-06,1.215057388965549e-12,5.215444655544646e-13,9.117357349474165e-08,8.968704740691794e-08,1.333349507753627e-10,3.968620705348914e-09,2.7026875968467076e-09,4.8630055982109503e-08,1.718444719491059e-10,6.383234351449953e-10,2.598957046997841e-12,0.0009852307483254762,8.700972899620708e-11,1.314949342574702e-15,3.25109407991775e-14,1.9848461595955623e-17,4.66452661893295e-08,1.3479689518691394e-14
5.772496294746966e-09,0.2874480175797778,3.76,0.0,0.8684846533090351,0.9990142403866396,9.972063877667887e-12,7.609260676617116e-10,4.281206415443482e-07,6.667763162853459e-06,4.246366923589248e-07,6.562934842574356e-06,1.3436139407494957e-12,5.490927696266496e-13,1.0034320232650283e-07,9.862930464813314e-08,1.4396643995690754e-10,4.5857955008376765e-09,3.070432344709192e-09,5.127491160588698e-08,1.9164598026069293e-10,7.312473125153561e-10,2.736860032879945e-12,0.0009852307194668914,9.588901349614688e-11,1.4847924619180756e-15,3.762690045303954e-14,2.296514641806027e-17,4.8980098350910865e-08,1.455461478822902e-14
6.047666295645813e-09,0.28744803396181484,3.76,0.0,0.8684843123344687,0.9990142100229751,1.190275176939751e-11,8.678257206848927e-10,4.4895597345519897e-07,6.98581799637915e-06,4.4487924513035494e-07,6.870678995909038e-06,1.4784450222799003e-12,5.766081973841023e-13,1.0993379656782592e-07,1.0797098881197837e-07,1.5479414122549812e-10,5.262915979738051e-09,3.4651565836260307e-09,5.3950146939212165e-08,2.1264999284634934e-10,8.32611219488491e-10,2.875158581449848e-12,0.0009852306904587194,1.051947256128253e-10,1.6681712491698793e-15,4.325172643213056e-14,2.6391445920835e-17,5.131492979981352e-08,1.5649382029163332e-14
6.32283629654466e-09,0.2874480503470268,3.76,0.0,0.8684839712925804,0.9990141791914434,1.409813548323199e-11,9.840775801769333e-10,4.6985740678771307e-07,7.30390796428061e-06,4.6512197564325386e-07,7.177963852615323e-06,1.6195207236381707e-12,6.040907758035289e-13,1.1994294223132468e-07,1.1770880598903946e-07,1.658050335332917e-10,6.002590389506606e-09,3.88712373754887e-09,5.6657121461959234e-08,2.3486878029516744e-10,9.427580851466376e-10,3.013877436394535e-12,0.0009852306602430923,1.149262047530065e-10,1.8656073941896636e-15,4.940926606868262e-14,3.0142042060182174e-17,5.364976053973187e-08,1.6762674369564034e-14
6.5980062974435074e-09,0.28744806673554596,3.76,0.0,0.8684836301796135,0.9990141478919426,1.658083758191408e-11,1.1100435181713952e-09,4.908286979944635e-07,7.622035432272441e-06,4.853648942083491e-07,7.484790097945991e-06,1.766811244791354e-12,6.315405319598871e-13,1.3036823630024417e-07,1.2783948481409006e-07,1.7698737716220413e-10,6.807405455699964e-09,4.336554788831763e-09,5.939718685201429e-08,2.583140452405262e-10,1.0620281832135481e-09,3.153041457447187e-12,0.0009852306292400124,1.2508279135627963e-10,2.0776291603230002e-15,5.6123329886620043e-14,3.423165234623618e-17,5.5984590574106567e-08,1.7893304557964753e-14
6.8731762983423546e-09,0.2874480831275035,3.76,0.0,0.8684832889918005,0.9990141161240775,1.9374335990555235e-11,1.2460825959399712e-09,5.118736139703774e-07,7.940202783475852e-06,5.056080110744045e-07,7.791158416130124e-06,1.9202868966308937e-12,6.589574870814694e-13,1.4120728668193056e-07,1.383597763171794e-07,1.8833060744062053e-10,7.679926529382565e-09,4.813631936877028e-09,6.217168702073592e-08,2.829969900927222e-10,1.1907591463868464e-09,3.2926755960443576e-12,0.000985230598163124,1.3566382689564232e-10,2.3047717606279966e-15,6.341769167059564e-14,3.8675035414711636e-17,5.8319419906149665e-08,1.904020425752171e-14
7.148346299241202e-09,0.2874480995230294,3.76,0.0,0.8684829477253666,0.9990140838882883,2.2502957412908953e-11,1.392551136981898e-09,5.329959289036255e-07,8.258412415210208e-06,5.258513364285145e-07,8.097069490374616e-06,2.079918099713982e-12,6.863416602982702e-13,1.5245771216145919e-07,1.4926645377569097e-07,1.9982523714541572e-10,8.622697733559412e-09,5.318501953032348e-09,6.49819581482653e-08,3.0892837908868655e-10,1.3292859805768509e-09,3.432804874514837e-12,0.0009852305668915354,1.4666865387810533e-10,2.5475777365548593e-15,7.131608853541858e-14,4.3486996562983686e-17,6.065424853886782e-08,2.0202413953649852e-14
7.423516300140049e-09,0.2874481159222522,3.76,0.0,0.868482606376531,0.9990140511853434,2.5991870915078478e-11,1.5498027946133976e-09,5.541994214029924e-07,8.576666736063744e-06,5.46094880396412e-07,8.402524002865708e-06,2.245675382733618e-12,7.136930735378178e-13,1.6411714235540534e-07,1.6055631256734502e-07,2.1146276692405847e-10,9.6382421086389e-09,5.8512792553279095e-09,6.782932871868605e-08,3.3611859509767325e-10,1.4779410790537716e-09,3.573454365279058e-12,0.0009852305349758463,1.5809661584529664e-10,2.8065973389734032e-15,7.984222099586648e-14,4.868239324673191e-17,6.298907647508357e-08,2.137907406137449e-14
7.698686301038895e-09,0.28744813232529975,3.76,0.0,0.8684822649415107,0.9990140180155727,2.986708166429897e-11,1.7181886146002879e-09,5.7548787187856e-07,8.894968163220118e-06,5.663386530427795e-07,8.707522634770505e-06,2.4175293821795987e-12,7.410117514033794e-13,1.761832176657808e-07,1.7222617002416286e-07,2.232356030774801e-10,1.0729061756931807e-08,6.412048726424087e-09,7.071511955503421e-08,3.645776916152089e-10,1.6370542365061822e-09,3.7146491704858085e-12,0.0009852305024065067,1.6994705737408614e-10,3.082388911454229e-15,8.901975303687064e-14,5.4276140533252176e-17,6.532390371745478e-08,2.2569416719973434e-14
7.973856301937741e-09,0.2874481487322986,3.76,0.0,0.8684819234165229,0.999013984379029,3.4155424810864924e-11,1.898057093260772e-09,5.968650601534174e-07,9.213319120018318e-06,5.865826643715453e-07,9.012066066238513e-06,2.595450842673953e-12,7.682977182143526e-13,1.8865358923416343e-07,1.8427286528741224e-07,2.3513698206859985e-10,1.1897637986193974e-08,7.000868297256379e-09,7.364064385415937e-08,3.9431544036004793e-10,1.8069526630138283e-09,3.856414404081845e-12,0.000985230469451059,1.822193240772587e-10,3.3755192757270424e-15,9.887231218406608e-14,6.028321650793783e-17,6.765873026849258e-08,2.377275784995036e-14
8.249026302836588e-09,0.2874481651433743,3.76,0.0,0.868481581797787,0.9990139502759787,3.888455950261415e-11,2.0897542314157665e-09,6.183347632866606e-07,9.53172203372597e-06,6.068269243261727e-07,9.316154976403139e-06,2.779410616910821e-12,7.955509967203299e-13,2.015259188960061e-07,1.9669325916351274e-07,2.471609011923769e-10,1.314643145221948e-08,7.617771316316104e-09,7.660720722143707e-08,4.2534137484280304e-10,1.987960997936843e-09,3.998775176477036e-12,0.0009852304361644265,1.9491276260422613e-10,3.686564119265862e-15,1.0942348957469771e-13,6.671866763090613e-17,6.999355613057782e-08,2.4988490310950825e-14
8.524196303735434e-09,0.28744818155865126,3.76,0.0,0.8684812400815269,0.9990139157068926,4.4082963022653345e-11,2.2936235845198067e-09,6.399007535903367e-07,9.850179333508557e-06,6.270714427899542e-07,9.619790043383191e-06,2.969379665028067e-12,8.227716092158714e-13,2.147978791351061e-07,2.094842339808736e-07,2.593020549108272e-10,1.4477882300490622e-08,8.262768722084844e-09,7.961610770533369e-08,4.5766483023336513e-10,2.180401323722892e-09,4.141756580498344e-12,0.00098523040239695,2.0802672064175864e-10,4.0161083849769345e-15,1.2069684002887574e-13,7.359761404121979e-17,7.232838130597614e-08,2.6216077674591182e-14
8.79936630463428e-09,0.28744819797825255,3.76,0.0,0.8684808982639722,0.9990138806721525,4.977992504187788e-11,2.510006309275255e-09,6.615667968246228e-07,1.0168693448578685e-05,6.473162295863057e-07,9.922971944284419e-06,3.1653290539540627e-12,8.499595787643332e-13,2.2846715303823896e-07,2.2264269344766159e-07,2.7155577640272594e-10,1.5894410306890342e-08,8.935851034488624e-09,8.266863583182377e-08,4.912949798235285e-10,2.3845931796340744e-09,4.2853836779770914e-12,0.0009852303680889384,2.2156054691474083e-10,4.3647466629833934e-15,1.3271588212117223e-13,8.093525480651164e-17,7.466320579685176e-08,2.745504790133441e-14
9.074536305533127e-09,0.2874482144023009,3.76,0.0,0.868480556341361,0.9990138451720024,5.600554197835293e-11,2.739241207012293e-09,6.833366505564992e-07,1.0487266806510526e-05,6.675612944790557e-07,1.0225701355201027e-05,3.3672299570715173e-12,8.771149290900988e-13,2.4253143424997525e-07,2.3616556251050885e-07,2.839179839055714e-10,1.739841501748313e-08,9.636990180243197e-09,8.576607463866053e-08,5.26240868360081e-10,2.60085357539559e-09,4.429681487392928e-12,0.00098523033331955,2.355135911869672e-10,4.733083584513268e-15,1.4550409825255125e-13,8.874687311610172e-17,7.699802960528041e-08,2.8704988059960306e-14
9.349706306431973e-09,0.2874482308309173,3.76,0.0,0.8684802143099393,0.9990138092067143,6.279071145611977e-11,2.9816647641004997e-09,7.052140626681448e-07,1.080590183170553e-05,6.878066471727306e-07,1.0527978951217171e-05,3.575053654036666e-12,9.042376838210441e-13,2.5698842692767973e-07,2.5004978721415737e-07,2.963851314541148e-10,1.8992275887370573e-08,1.0366141166005845e-08,8.890969970950014e-08,5.625114425076118e-10,2.829497004767846e-09,4.574674972955094e-12,0.0009852302981394024,2.4988520426198123e-10,5.121734217908395e-15,1.5908493472262446e-13,9.70478414159489e-17,7.933285273326072e-08,2.996553970575842e-14
9.624876307330819e-09,0.2874482472642219,3.76,0.0,0.8684798721659647,0.9990137727766503,7.016712685658819e-11,3.237611189636816e-09,7.272027700024038e-07,1.1124600943996634e-05,7.080522973128385e-07,1.0829805406408478e-05,3.788771530485193e-12,9.313278662135472e-13,2.71835845696685e-07,2.642923345620217e-07,3.0895416365173773e-10,2.0678352418627973e-08,1.112324361210669e-08,9.210077920788043e-08,6.001155786806832e-10,3.07083545904331e-09,4.720389034863281e-12,0.0009852302625107938,2.646747379839495e-10,5.531324466783128e-15,1.7348180180222613e-13,1.0585362648403179e-16,8.166767518272518e-08,3.123639377744688e-14
9.900046308229665e-09,0.287448263702334,3.76,0.0,0.8684795299057063,0.9990137358821713,7.81672719563068e-11,3.507412450629696e-09,7.493064971338701e-07,1.1443366557379404e-05,7.282982544861521e-07,1.1131181393843557e-05,4.008355077599378e-12,9.583854994672447e-13,2.870714156056355e-07,2.7889019237766106e-07,3.2162247414463e-10,2.245898429732791e-08,1.190822315843282e-08,9.534057391105423e-08,6.390621084605001e-10,3.3251784404694175e-09,4.866848500331863e-12,0.0009852302263970052,2.798815452385685e-10,5.962491470372466e-15,1.8871807380630068e-13,1.151797944449903e-16,8.40024969555498e-08,3.251728647662367e-14
9.999999999999999e-09,0.2874482801453717,3.76,0.0,0.8684794055524034,0.999013722365571,8.123416868325015e-11,3.6089107499641206e-09,7.573647330949139e-07,1.1559173003475799e-05,7.35652543058762e-07,1.1240542835474116e-05,4.0895641210882105e-12,9.682059522316128e-13,2.927012982186021e-07,2.842801569985649e-07,3.262482951588843e-10,2.3129651608352093e-08,1.2200247420043386e-08,9.652971433377683e-08,6.535432669783109e-10,3.4208466648779662e-09,4.9202383243196224e-12,0.0009852302131592309,2.8550850651852854e-10,6.124578503767103e-15,1.944649345486339e-13,1.186993606205512e-16,8.485060543051394e-08,3.298500332979783e-14
1.0175216309128512e-08,0.2874482801453717,3.76,0.0,0.8684791875254468,0.999013698523586,8.682441564545303e-11,3.791398304881276e-09,7.715289552551616e-07,1.1762201078859614e-05,7.485445282209919e-07,1.1432107585585502e-05,4.2337758916804515e-12,9.854106070227639e-13,3.026928720820088e-07,2.9384036916716063e-07,3.3438786749818706e-10,2.4336491529656936e-08,1.2720992752991269e-08,9.863033724367867e-08,6.793598417932171e-10,3.5928329755989545e-09,5.014078115297856e-12,0.00098523018981436,2.955049799540104e-10,6.4158840061179726e-15,2.0481708916709525e-13,1.2504201572306546e-16,8.633731805356335e-08,3.38079959802697e-14
1.0450386310027358e-08,0.2874482965934522,3.76,0.0,0.8684788450214821,0.9990136607011949,9.617260672183485e-11,4.089896331754813e-09,7.938738411688106e-07,1.2081106907407543e-05,7.687911279875028e-07,1.1732584652693399e-05,4.465005673804705e-12,1.0124032125114164e-12,3.186979608878186e-07,3.091398939824209e-07,3.4724852419906946e-10,2.6313174577131075e-08,1.3561453832824094e-08,1.0197131531136005e-07,7.210175881526263e-10,3.874103628569196e-09,5.162102536937519e-12,0.0009852301527882663,3.11544397101915e-10,6.892162894546839e-15,2.218021505076522e-13,1.3545606993255057e-16,8.867213847855542e-08,3.510833825052359e-14
1.0725556310926204e-08,0.2874483130466915,3.76,0.0,0.8684785023901237,0.9990136224153285,1.0624666875558583e-10,4.403231960996927e-09,8.163448363759288e-07,1.2400086433010112e-05,7.890380631979324e-07,1.2032613265223827e-05,4.70201622951501e-12,1.0393633395605005e-12,3.3508443807549495e-07,3.247858162853442e-07,3.6020296852731447e-10,2.8391314490916242e-08,1.4429497406204886e-08,1.0536474693405561e-07,7.640441758328368e-10,4.169292514310843e-09,5.310946326988896e-12,0.0009852301153140401,3.27999152698422e-10,7.392001406504939e-15,2.396965247155936e-13,1.4643785070512385e-16,9.100695823228428e-08,3.641816373009649e-14
1.100072631182505e-08,0.2874483295052049,3.76,0.0,0.8684781596276983,0.9990135836663298,1.1708219502011267e-10,4.73172849977212e-09,8.389456062535165e-07,1.2719142035812634e-05,8.092853432069047e-07,1.2332194092232366e-05,4.944779468480949e-12,1.0662910117356486e-12,3.518500699439395e-07,3.4077520581291095e-07,3.732500390630826e-10,3.057317304525939e-08,1.5325005044331092e-08,1.0881186367933242e-07,8.084484695249707e-10,4.4786993116877684e-09,5.460633945725961e-12,0.0009852300773760744,3.448686038052449e-10,7.916085672809732e-15,2.5852344301719417e-13,1.5800337045357405e-16,9.334177731648364e-08,3.773735520723758e-14
1.1275896312723897e-08,0.2874483459691063,3.76,0.0,0.8684778167305494,0.9990135444545255,1.2871554348522098e-10,5.075707158056831e-09,8.616797993129771e-07,1.3038276085342665e-05,8.295329773116966e-07,1.2631327801775095e-05,5.193267404125908e-12,1.0931862526273653e-12,3.689926329947578e-07,3.5710515244314e-07,3.8638886161228124e-10,3.286099287003636e-08,1.6247849790030895e-08,1.1231388989548417e-07,8.542393863218036e-10,4.802621276568579e-09,5.611189746465258e-12,0.000985230038974782,3.6215210853078747e-10,8.465115096393113e-15,2.783061010517333e-13,1.7016876507156054e-16,9.567659573286936e-08,3.906582431720485e-14
1.1551066313622743e-08,0.28744836243850913,3.76,0.0,0.8684774736950377,0.9990135047802343,1.4118383186868504e-10,5.435487072523432e-09,8.845510465330269e-07,1.3357490939809096e-05,8.49780974752508e-07,1.2930015060910096e-05,5.4474521532589436e-12,1.1200490859223147e-12,3.865099138886706e-07,3.73772766061931e-07,3.9961882435353845e-10,3.5256997582422096e-08,1.7197896990358637e-08,1.1587204274450604e-07,9.014259102776437e-10,5.141353254830987e-09,5.762637970591624e-12,0.0009852300001200387,3.7984902603130737e-10,9.039802767007743e-15,2.9906765894612545e-13,1.8295029856916563e-16,9.801141348314506e-08,4.040350873967173e-14
