Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619)
3.3880266511820846e-05,0.29260425608721463,3.76,0.0,0.6583572508463033,0.8519943843851756,0.08903817552769436,0.0003468876012318243,0.015598308751123809,0.13031348501851442,0.00024345730054395524,0.00019465734106107613,1.1134166737988558e-09,1.5884051378888164e-11,0.0001663216038264297,3.702407383290007e-05,8.156207554987218e-06,0.034335643227127316,2.8310584263905885e-06,0.036361725486539494,0.10201876011498315,0.00014158549924259218,8.701443067655825e-08,0.0008402400093116944,0.005660032760108706,0.008459448389425884,0.027876657159191343,1.8997935472436688e-05,0.007448324892377199,8.287113839605731e-10
3.4623285590190254e-05,0.2927238138275261,3.76,0.0,0.6540902849448808,0.8487677959973997,0.09100054370091122,0.0003466634389088952,0.015579051451510513,0.13332441367816988,0.00024091823858320746,0.00019428214726671927,1.106613789113466e-09,1.5786964671142144e-11,0.00016764359955560312,3.679708625501172e-05,8.111975485806756e-06,0.0349978686875371,2.815068768051172e-06,0.0370678839285924,0.10435727748628854,0.00014214482827425842,8.654326294650204e-08,0.0008370579353497197,0.0056519495194451526,0.008566864340318937,0.028724230748247998,1.9317623491353868e-05,0.007679490531382252,8.243191119121467e-10
3.536630466855966e-05,0.29284302888521585,3.76,0.0,0.6498484465064673,0.8455560613152006,0.09295337283724474,0.0003464385212502985,0.015559403168580338,0.13632410383514723,0.00023842360669423294,0.00019390549684589615,1.0998450163783527e-09,1.569036488706638e-11,0.00016896718372738816,3.6571241819131064e-05,8.067804113546627e-06,0.035656293960148126,2.7991806196540923e-06,0.037768888791820686,0.10668526403815716,0.0001427046044208835,8.607274291666343e-08,0.0008338905101594647,0.005643189116691188,0.008669980721426399,0.029570324062289478,1.9629536628176318e-05,0.007911023076472137,8.199312843378418e-10
3.610932374692907e-05,0.2929618929088571,3.76,0.0,0.6456315712889089,0.8423591567332894,0.09489667801237676,0.0003462129973845106,0.015539375538349437,0.13931248078526193,0.00023597261248953363,0.00019352736542441082,1.093110134708102e-09,1.55942488806602e-11,0.0001702923505948883,3.634653311978203e-05,8.023701012980233e-06,0.036310938048932186,2.7833929802182544e-06,0.038464770793234196,0.10900273278688956,0.00014326487478742608,8.560295220143504e-08,0.0008307377104621048,0.005633829323853838,0.008768908895523002,0.030414841874637638,1.9933810143785882e-05,0.008142837596235575,8.155486731987128e-10
3.6852342825298476e-05,0.2930803981472611,3.76,0.0,0.6414394960200184,0.8391770566188297,0.0968304760243747,0.000345987004202143,0.015518979218527438,0.1422894816864733,0.0002335644943335911,0.00019314773013846283,1.0864089278518479e-09,1.54986135680364e-11,0.00017161909328043025,3.612295290670157e-05,7.979673069168516e-06,0.03696181981174542,2.7677048809036843e-06,0.0391555601636593,0.11130969827279417,0.00014382568196210323,8.513396408090667e-08,0.0008275995109788253,0.0056239378827235885,0.008863757584453031,0.0312577000500935,2.023057700378002e-05,0.008374852013929096,8.11171983131113e-10
3.7595361903667883e-05,0.293198537509166,3.76,0.0,0.6372720584893599,0.8360097335182158,0.09875478525864602,0.0003457606694257465,0.015498224120669153,0.14525505386268223,0.00023119851629902998,0.00019276656951966112,1.079741183896042e-09,1.5403455926267225e-11,0.0001729474044276019,3.5900494075721394e-05,7.935726636986393e-06,0.03760895796654199,2.752115382233429e-06,0.039841286649344346,0.11360617637770803,0.0001443870653660056,8.466584600891266e-08,0.0008244758846350809,0.005613574006371721,0.008954632892684283,0.03209882393993432,2.0519967912661697e-05,0.008606987016099245,8.068018673731286e-10
3.833838098203729e-05,0.2933163044557737,3.76,0.0,0.6331290975966041,0.8328571582984742,0.10066962558790672,0.0003455341133960574,0.015477119549240567,0.14820915351123545,0.00022887396418371457,0.00019238386343127187,1.0731066953688858e-09,1.530877299526999e-11,0.00017427727663237738,3.567914967234509e-05,7.891867595892169e-06,0.03825237109668112,2.736623573375556e-06,0.040521979519032844,0.11589218420537242,0.00014494906198801868,8.419865969426523e-08,0.0008213668026998166,0.005602789544781332,0.009041638346656581,0.032938147147573066,2.080211139497029e-05,0.008839165969333781,8.024389330465565e-10
3.90814000604067e-05,0.29343369299660665,3.76,0.0,0.6290104533480024,0.8297193002096136,0.10257501831569432,0.0003453074496251881,0.01545567423300762,0.15115174492121478,0.00022659014285341707,0.00019199959302099005,1.0665052589598215e-09,1.521456188053571e-11,0.0001756087022891429,3.545891287853821e-05,7.848101481187547e-06,0.038892077655064576,2.7212285678167196e-06,0.04119766757720024,0.11816774003682186,0.00014551170653877282,8.373246599490475e-08,0.0008182722348483609,0.005591629719501336,0.009124874950545068,0.03377561076626633,2.1077133659091826e-05,0.009071314849180428,7.980837543686485e-10
3.9824419138776106e-05,0.29355069751852214,3.76,0.0,0.6249159668900732,0.8265961270016324,0.1044709860912981,0.00034508078596840066,0.01543389643460147,0.15408279942542677,0.0002243463732003235,0.00019161374060536432,1.0599366753957748e-09,1.5120819740187956e-11,0.000176941674271006,3.523977701272559e-05,7.804433402115481e-06,0.03952809596879953,2.70592950545785e-06,0.04186837917175718,0.12043286323298706,0.00014607503207212562,8.326731903622465e-08,0.0008151921492758382,0.00558013406758407,0.009204441227753345,0.034611162378536696,2.1345158869725636e-05,0.009303362162941354,7.937368640111032e-10
4.056743821714551e-05,0.2936673128527689,3.76,0.0,0.6208454805480106,0.823487605047855,0.10635755282042154,0.000344854226236101,0.015411794068622042,0.15700229436891744,0.00022214198945290004,0.00019122628960114104,1.0534007492183112e-09,1.5027543784548802e-11,0.0001782761861807368,3.502173552141403e-05,7.760868154919227e-06,0.04016044424378251,2.6907255499639893e-06,0.0425341422013441,0.12268757413061654,0.00014663907069806595,8.280326849060549e-08,0.0008121265128192372,0.005568337362515539,0.009280433261171167,0.03544475507541796,2.160630913491482e-05,0.009535238871952663,7.893987644117957e-10
4.131045729551492e-05,0.293783534188233,3.76,0.0,0.616798837835423,0.8203936994245868,0.10823474359934626,0.000344627870948528,0.015389374758197195,0.15991021237051714,0.00021997633731395827,0.00019083722449609355,1.0468972887100086e-09,1.4934731284628578e-11,0.00017961223245078266,3.480478197292528e-05,7.717410387081391e-06,0.040789140568631914,2.6756158845980403e-06,0.04319498412606789,0.1249318939798028,0.00014720385386605986,8.234036644592322e-08,0.0008090752910379846,0.005556270287172863,0.009352944743461425,0.03627634674683195,2.1860704457256266e-05,0.009766878319881581,7.850699443547635e-10
4.205347637388433e-05,0.29389935709785797,3.76,0.0,0.6127758834254119,0.8173143739319325,0.1101025846820624,0.0003444018171332795,0.015366645811646285,0.16280654099759917,0.00021784877322075574,0.00019044653082196417,1.040426105896637e-09,1.48423795558035e-11,0.00018094980816024136,3.458891006250488e-05,7.674064370716326e-06,0.04141420291766604,2.6605997166045255e-06,0.043850931982545464,0.12716584493755836,0.0001477694121630751,8.187865598973443e-08,0.0008060384482309459,0.005543959753012432,0.009422067039164234,0.03710589975640912,2.2108462798184536e-05,0.009998216170343615,7.807508556888724e-10
4.2722193544416796e-05,0.29400325360111834,3.76,0.0,0.6091753505134381,0.8145554161042792,0.11177567025371594,0.0003441987040285373,0.01534593084003392,0.1654033211087722,0.00021596600655024532,0.00019009350290317254,1.034629486204419e-09,1.4759654783214806e-11,0.0001821549306994878,3.4395545024166314e-05,7.635151878906528e-06,0.041973666748857726,2.6471644657090517e-06,0.04443712263779992,0.1291675544014237,0.0001482791021688325,8.146417152690115e-08,0.00080331755325816,0.005532691726338846,0.009481453026817695,0.03785072647593351,2.2325866624628607e-05,0.010206111012753354,7.768723547814729e-10
4.3390910714949264e-05,0.294106821163265,3.76,0.0,0.6055937686685265,0.811808209842926,0.11344122537523714,0.0003439959780407867,0.015324975753454807,0.16799070396447002,0.0002141131208135458,0.0001897391356653106,1.0288587295706608e-09,1.4677299217457714e-11,0.00018336128679359898,3.4203046653807985e-05,7.596336093692174e-06,0.042530214478446564,2.6338037682394234e-06,0.04501938979603286,0.131160901015903,0.0001487894661295851,8.105071935030538e-08,0.0008006082477207224,0.00552126108567993,0.009538229356120104,0.03859385224990499,2.2538071703839162e-05,0.01041366750266898,7.73002394792496e-10
4.405962788548173e-05,0.29421005711116904,3.76,0.0,0.602031027097113,0.8090727263972011,0.11509927135128814,0.0003437937049597634,0.015303785432654326,0.17056868842676923,0.00021228966421422927,0.00018938342047586279,1.0231137058460844e-09,1.4595311004916617e-11,0.00018456887518094545,3.401141058434382e-05,7.557619741655043e-06,0.043083858985843576,2.6205170851261696e-06,0.04559775232557529,0.13314590258893416,0.00014930052585776643,8.063832964614272e-08,0.0007979105032652312,0.005509681727061591,0.009592457983781803,0.03933525668816814,2.274516005246362e-05,0.010620843292477998,7.691412677048395e-10
4.47283450560142e-05,0.29431295896048526,3.76,0.0,0.5984870157626339,0.8063489363243008,0.11674983011621966,0.00034359194928688567,0.015282364631237036,0.17313727542768792,0.0002104951898465773,0.00018902634928129124,1.0173942869506266e-09,1.4513688313031576e-11,0.0001857776952341301,3.382063251375092e-05,7.519005463089314e-06,0.04363461308324336,2.6073038872154596e-06,0.04617222884343118,0.13512257741465475,0.0001498123030404262,8.022702787106851e-08,0.000795224290854241,0.005497966134479948,0.009644199464090822,0.040074921208452664,2.2947212313285763e-05,0.01082759739690995,7.652892573741372e-10
4.539706222654667e-05,0.2944155243716614,3.76,0.0,0.5949616253691283,0.8036368094997611,0.11839292421747702,0.00034339077400684994,0.015260717963379244,0.17569646787417498,0.00020872925564727632,0.0001886679145692061,1.0117003468081725e-09,1.4432429349173847e-11,0.00018698774692622706,3.363070821270059e-05,7.480495682339349e-06,0.04418248951700217,2.5941636596776734e-06,0.04674283772298771,0.1370909442701337,0.00015032481916345112,7.981684180943002e-08,0.0007925495807798041,0.005486125471179481,0.009693512982310085,0.04081282894186801,2.3144308013491595e-05,0.011033890159679621,7.614466258705943e-10
4.6065779397079137e-05,0.2945177511165309,3.76,0.0,0.5914547473688011,0.8009363151616238,0.12002857678050184,0.00034319024092710064,0.015238849938539576,0.17824627036113116,0.00020699142397379226,0.0001883081093390537,1.0060317611132584e-09,1.4351532338676507e-11,0.00018819903114799567,3.344163350531778e-05,7.4420928310639106e-06,0.04472750096935731,2.5810958943042566e-06,0.0473095970984123,0.13905102237932582,0.00015083809577522302,7.940779719565995e-08,0.0007898863427044675,0.005474169828292119,0.009740456379479304,0.04154896446339544,2.3336525441627598e-05,0.011239683216880455,7.576136366172035e-10
4.6734496567611605e-05,0.29461963711945466,3.76,0.0,0.5879662739651601,0.7982474219475919,0.12165681147758946,0.0003429904112257415,0.015216764986492397,0.18078668894333494,0.00020528126136549148,0.0001879469270964523,1.000388407385287e-09,1.4270995535896216e-11,0.00018941154962644473,3.325340427821499e-05,7.403799180667439e-06,0.04526966005995397,2.5681000948095566e-06,0.047872524869670106,0.14100283138384714,0.00015135215462839328,7.899991805756339e-08,0.0007872345456987212,0.005462108422019462,0.009785086178295026,0.04228331357773407,2.352394166754964e-05,0.011444939461847492,7.537905369179705e-10
4.740321373814407e-05,0.29472118042760154,3.76,0.0,0.5844960981009955,0.7955700979086864,0.12327765250984211,0.00034279134516117867,0.015194467450183363,0.18331773106419832,0.00020359833865483525,0.00018758436184782533,9.947701649758036e-10,1.4190817208157138e-11,0.00019062530492294796,3.3066016473233285e-05,7.365617110741474e-06,0.04580897934706272,2.5551757689902144e-06,0.04843163870907146,0.14294639133559905,0.00015186701756717818,7.859322715786396e-08,0.0007845941582535159,0.00544994965792743,0.009827457613604276,0.043015863250316144,2.370663260750453e-05,0.01164962301379794,7.499775857683236e-10
4.807193090867654e-05,0.2948223792165139,3.76,0.0,0.5810441134388799,0.7929043105127795,0.12489112459566015,0.00034259310207533834,0.015171961566386888,0.18583940555208642,0.0002019422311761434,0.00018722040807496812,9.891769149805496e-10,1.4110995678649431e-11,0.00019184030012053867,3.287946610256151e-05,7.327548461692839e-06,0.046345471328607966,2.5423224467977256e-06,0.0489869560687839,0.14488172269979627,0.00015238270638590038,7.818774845000976e-08,0.0007819651482873988,0.005437701137303665,0.00986762466462561,0.043746601601274,2.3884673010392845e-05,0.01185369918853189,7.461749865731193e-10
4.874064807920901e-05,0.29492323174412755,3.76,0.0,0.5776102143599009,0.7902500266728264,0.12649725294517405,0.0003423957401350364,0.015149251479963842,0.18835172246429077,0.00020031251866327684,0.00018685506070890422,9.836085400368774e-10,1.4031529264963511e-11,0.00019305653926723318,3.2693749220391626e-05,7.289595370904994e-06,0.046879148443506366,2.5295396557860238e-06,0.04953849418558949,0.1468088463329528,0.0001528992429925526,7.778350323791276e-08,0.0007793474831693571,0.005425369790001667,0.009905640081023712,0.0444755177596813,2.4058136502356008e-05,0.012057134466017678,7.423829739955573e-10
4.940936524974148e-05,0.29502373639296137,3.76,0.0,0.5741942959643064,0.7876072127794779,0.12809606323214268,0.00034219931703792625,0.015126341263386302,0.19085469291989648,0.0001987087851592447,0.00018648831512430524,9.780649243310451e-10,1.3952416307538678e-11,0.00019427402733696194,3.250886193032148e-05,7.251759891506451e-06,0.04741002307299051,2.516826931876644e-06,0.05008627008575705,0.14872778345784707,0.0001534166495502619,7.738051166202987e-08,0.000776741129753203,0.005412962014759017,0.009941555409049655,0.045202601708508094,2.4227095572691854e-05,0.012259896456784313,7.386017742390849e-10
5.0078082420273945e-05,0.2951238916411231,3.76,0.0,0.570796254063064,0.7849758347111766,0.12968758158189694,0.0003420038898636446,0.01510323491369226,0.19334832906840713,0.0001971306191222928,0.00018612016713375406,9.725459536424217e-10,1.3873655190803448e-11,0.00019549276996425226,3.23248003964172e-05,7.2140436966934904e-06,0.04793810754134812,2.504183828154074e-06,0.05063030058950267,0.1506385556580456,0.00015393494837437498,7.697879449088064e-08,0.0007741460543894475,0.0054004837049379485,0.009975421012214311,0.04592784425532559,2.4391621587291534e-05,0.012461953880614059,7.348315742697342e-10
5.074679959080641e-05,0.2952236960568271,3.76,0.0,0.5674159851631813,0.7823558578533766,0.1312718345477833,0.0003418095147106005,0.015079936346184784,0.1958326440295716,0.00019557761359660742,0.00018575061296218742,9.6705151519023e-10,1.379524429223242e-11,0.00019671277356008308,3.2141560823134775e-05,7.176448749426981e-06,0.04846341411735103,2.491609894961396e-06,0.05117060231887848,0.15254118486631926,0.00015445416183851397,7.657836976235886e-08,0.0007715622229400779,0.005387940296800697,0.01000728611043652,0.04665123697666579,2.455178482263107e-05,0.012663276526058333,7.310725915060038e-10
5.141551676133888e-05,0.29532314830764467,3.76,0.0,0.564053386463828,0.7797472471135408,0.1328488490967046,0.00034161624710613643,0.01505644939852933,0.1983076518367647,0.0001940493662467836,0.00018537964923985358,9.615814975872973e-10,1.3717182026650686e-11,0.0001979340454152055,3.1959139465613236e-05,7.1389767043517185e-06,0.04898595501498101,2.4791046969471093e-06,0.051707191701264026,0.15443569335460694,0.0001549743125114372,7.61792561169909e-08,0.0007689896007972385,0.0053753368146968695,0.010037198798575928,0.047372772166399256,2.4707654478818145e-05,0.012863835229462875,7.273250114441301e-10
5.208423393187135e-05,0.29542224714567,3.76,0.0,0.560708355851962,0.7771499669362831,0.13441865259429192,0.0003414241419322492,0.015032777835066362,0.2007733673805138,0.00019254547940069259,0.00018500727299448658,9.561357908160853e-10,1.3639466828413029e-11,0.00019915659360894135,3.177753262406151e-05,7.101629143838823e-06,0.04950574239419179,2.466667806074721e-06,0.05224008497304061,0.15632210372304825,0.00015549542318452902,7.578147117842012e-08,0.0007664281528965267,0.005362677915984398,0.010065206065532052,0.048092442784278995,2.4859298673712763e-05,0.013063601853362286,7.235890122606762e-10
5.275295110240382e-05,0.2955209913988106,3.76,0.0,0.5573807918938697,0.7745639813260741,0.13598127278203084,0.00034123325342299323,0.015008925350863955,0.20322980633297572,0.00019106556013068633,0.00018463348163139733,9.507142861656553e-10,1.3562097147425436e-11,0.00020038042695504646,3.159673664159203e-05,7.064407615366561e-06,0.05002278836209806,2.4542988005297258e-06,0.05276929818567269,0.15820043888437535,0.00015601751680578365,7.538503200340024e-08,0.0007638778437393501,0.005349967949874094,0.010091353825765634,0.04881024238757827,2.5006784486820652e-05,0.013262549251677523,7.19864768651637e-10
5.3421668272936285e-05,0.295619379977146,3.76,0.0,0.5540705938264281,0.7719892538664231,0.13753673775700437,0.0003410436351857081,0.014984895572430575,0.2056769850953308,0.00018960922034438448,0.00018425827291860202,9.453168761559219e-10,1.3485071444162619e-11,0.00020160555512300417,3.141674790013831e-05,7.027313696734737e-06,0.05053710497402902,2.441997262229891e-06,0.05329484721129203,0.16007072205121037,0.00015654061648701746,7.498995345224156e-08,0.000761338637411021,0.005337210996369028,0.010115686949049518,0.049526165084272565,2.5150177951838887e-05,0.013460651237737502,7.161524586426724e-10
5.4090385443468753e-05,0.2957174118702084,3.76,0.0,0.5507776615503763,0.769425747732211,0.13908507595873335,0.0003408553403206397,0.014960692057253025,0.20811492077372315,0.0001881760768603661,0.00018388164498385877,9.399434545191274e-10,1.3408388208373002e-11,0.00020283198856825584,3.12375628248481e-05,6.990348729078594e-06,0.05104870423419718,2.429762785125816e-06,0.05381674774660124,0.16193297672833962,0.00015706474557122796,7.459625271670427e-08,0.0007588104975956558,0.005324410881723665,0.010138249281030057,0.05024020551261477,2.5289544106022822e-05,0.013657882562532003,7.124522355991059e-10
5.475910261400122e-05,0.2958150861402207,3.76,0.0,0.5475018956243028,0.7668734257026013,0.14062631615579124,0.0003406684212842578,0.014936318294837391,0.21054363115265026,0.00018676575146771537,0.00018350359630675604,9.345939161680635e-10,1.333204593097124e-11,0.00020405973857054964,3.105917787684972e-05,6.953514207498159e-06,0.0515575980963681,2.4175949625893156e-06,0.05433501531643828,0.16378722670365828,0.00015758992762641568,7.420394166262156e-08,0.0007562933875845412,0.005311571195444808,0.010159083663193999,0.05095235881866107,2.5424946952969102e-05,0.013854218893313874,7.087642691932513e-10
5.542781978453369e-05,0.29591240192209206,3.76,0.0,0.5442431972602371,0.7643322501732974,0.14216048743416376,0.00034048293006292053,0.014911777709739707,0.21296313466030084,0.00018537787095637546,0.0001831241257069534,9.292681571443012e-10,1.3256043133787738e-11,0.00020528881714142582,3.088158955726901e-05,6.916811358490741e-06,0.05206379846443064,2.4054934006780417e-06,0.054849665276813835,0.16563349603993932,0.00015811618639140985,7.38130354204712e-08,0.0007537872702930737,0.005298695315738352,0.010178231949110154,0.051662620625656665,2.5556449503768053e-05,0.014049636795662741,7.050887010107912e-10
5.609653695506616e-05,0.2960093584183877,3.76,0.0,0.5410014683172014,0.7618021831714391,0.14368761918191106,0.00034029891806281343,0.014887073662806486,0.21537345033227553,0.0001840120671705672,0.0001827432323331472,9.239660745707517e-10,1.3180378348595814e-11,0.00020651923710897894,3.070479440249952e-05,6.880241418943268e-06,0.052567317193159366,2.393457709423255e-06,0.055360712818952273,0.167471809064537,0.0001586435458188662,7.342354749180217e-08,0.0007512921082724994,0.0052857864347214565,0.010195735026937602,0.05237098700253129,2.5684113784620764e-05,0.014244113709227678,7.014256738136324e-10
5.6765254125598626e-05,0.29610595489224695,3.76,0.0,0.5377766112912651,0.759283186376883,0.1452077410674594,0.0003401164362339933,0.014862209452762563,0.21777459776686423,0.00018266797708282832,0.00018236091564650616,9.186875665980927e-10,1.3105050129021378e-11,0.0002077510120427786,3.052878898348943e-05,6.84380547449241e-06,0.05306816608927534,2.3814875072260855e-06,0.05586817297529493,0.1693021903552678,0.00015917203009398624,7.303549191659369e-08,0.0007488078637324136,0.005272847587509819,0.010211632852113536,0.05307745442594413,2.5808000863744485e-05,0.014437627912759612,6.977753145663358e-10
5.7433971296131094e-05,0.2962021906706019,3.76,0.0,0.5345685293066045,0.7567752211411595,0.14672088302005817,0.00033993553498160364,0.01483718831697856,0.2201665970933118,0.00018134524284678654,0.00018197717540868554,9.134325323512382e-10,1.3030057021749507e-11,0.0002089841563936992,3.0353569901574404e-05,6.807504821524994e-06,0.0535663569123752,2.3695824102080894e-06,0.056372060624639904,0.17112466472739407,0.00015970166363679831,7.264887785807133e-08,0.0007463344985558681,0.0052598816698612005,0.010225964477121935,0.05378201975466871,2.5928170875787607e-05,0.01463015849241566,6.941377724111938e-10
5.810268846666356e-05,0.29629806515203033,3.76,0.0,0.5313771261143924,0.7542782484892919,0.14822707522852704,0.00033975626435036937,0.014812013432220576,0.22254946897421252,0.00018004351179403373,0.0001815920116909816,9.082008719344894e-10,1.2955397605627283e-11,0.00021021868535338797,3.0179133792145528e-05,6.771340467266258e-06,0.054061901374968746,2.357742046779367e-06,0.05687239049252517,0.17293925723268347,0.0001602324710966273,7.226371760455953e-08,0.0007438719743063088,0.00524689143440868,0.010238768054016535,0.0544846802326368,2.604468299974569e-05,0.014821685339222688,6.905131661325412e-10
5.877140563719603e-05,0.2963935777881835,3.76,0.0,0.5282023060879909,0.7517922291298944,0.14972634813110974,0.000339578673868755,0.014786687915534781,0.22492323458716526,0.0001787624364530211,0.00018120542486200664,9.029924864194562e-10,1.288107047046482e-11,0.0002114546148922688,3.0005477322826513e-05,6.735313396767998e-06,0.05455481114296656,2.345966049959809e-06,0.05736917715387563,0.1747459931522872,0.00016076447736103195,7.188002239873942e-08,0.0007414202522348093,0.005233879501303859,0.010250080850047388,0.055185433473959856,2.615759548533988e-05,0.015012189132415572,6.869016122435638e-10
5.94401228077285e-05,0.29648872808692256,3.76,0.0,0.5250439742137223,0.7493171234746226,0.1512187323961082,0.00033940281263938963,0.014761214826106716,0.2272879155899533,0.0001775016745795538,0.00018081741556591659,8.978072777442251e-10,1.2807074221862658e-11,0.00021269196170069387,2.983259718956581e-05,6.699424498142435e-06,0.0550450978365948,2.3342540588805575e-06,0.057862435038229805,0.17654489798360937,0.00016129770754014035,7.149780354182245e-08,0.000738979293300022,0.005220848378336758,0.010259939277458559,0.05588427743455792,2.6266965667256515e-05,0.015201651307748965,6.833032170360856e-10
6.0108839978260966e-05,0.29658351561174384,3.76,0.0,0.5219020360827409,0.7468528916559214,0.1527042589039324,0.0003392287293118394,0.014735597166267777,0.22964353409141472,0.0001762608891735618,0.00018042798471281206,8.926451486881827e-10,1.273340745698954e-11,0.0002139307433667138,2.9660490116308643e-05,6.663674862121643e-06,0.05553277303121494,2.322605710867857e-06,0.05835217843429962,0.17833599742803694,0.0001618321869964924,7.111706779068344e-08,0.0007365490581825705,0.005207800476550499,0.010268378921014032,0.0565812103889687,2.637285000839004e-05,0.015390054028223063,6.79718108228085e-10
6.0777557148793434e-05,0.2966779399809927,3.76,0.0,0.5187763978849481,0.7443994935391346,0.15418295873558843,0.00033905647228319553,0.014709837882922273,0.23199011263716982,0.00017503974848304254,0.00018003713348037318,8.875060028383235e-10,1.2660068814831868e-11,0.0002151709781987562,2.948915285355627e-05,6.6280651571056265e-06,0.05601784825783709,2.311020657895876e-06,0.05883842149313468,0.1801193173831894,0.00016236794136786605,7.073782726052805e-08,0.000734129507303621,0.005194738115508118,0.010275434556518272,0.05727623092007265,2.6475304085284137e-05,0.015577380164587772,6.761463688837593e-10
6.137940260227266e-05,0.29676261114188635,3.76,0.0,0.5159771829245511,0.742200664652024,0.15550797763364496,0.0003389030419885951,0.014686535828356113,0.2340943231723492,0.00017395724836279542,0.00017968415413767072,8.829003432277275e-10,1.2594343449542613e-11,0.00021628844774202648,2.9335604843163218e-05,6.596136788223291e-06,0.05645220248183142,2.300647938189577e-06,0.05927305903674337,0.18171767544933815,0.00016285123173302862,7.039779540564963e-08,0.0007319610135995557,0.005182971465302559,0.010280629357809122,0.05790011336842318,2.6564625049454688e-05,0.01574503965038138,6.729433213103177e-10
6.198124805575187e-05,0.2968469876611074,3.76,0.0,0.5131910278183002,0.7400105487333678,0.15682751517767146,0.00033875116440603147,0.014663123475587748,0.23619124697015564,0.0001728901611868374,0.0001793300266414669,8.783131533241271e-10,1.252888176003297e-11,0.00021740712416974821,2.9182675434392074e-05,6.564323068748747e-06,0.05688446838303867,2.2903259524452556e-06,0.05970488279228302,0.18330977239850194,0.00016333559473417306,7.005898589005542e-08,0.0007298011126575427,0.005171196476899172,0.010284754911194585,0.05852244523010676,2.6651251213849788e-05,0.015911802243928266,6.697512600093067e-10
6.258309350923109e-05,0.29693106943158454,3.76,0.0,0.5104178654769483,0.7378291159713873,0.15814159443362183,0.000338600874154186,0.014639602853109432,0.23828090138393151,0.0001718382565431947,0.00017897475246116752,8.737443646850753e-10,1.2463682774691438e-11,0.00021852702268534646,2.9030362321719355e-05,6.532624498630904e-06,0.057314654271560135,2.2800544533521745e-06,0.0601339027815263,0.1848956275175911,0.000163821049699232,6.972140516183517e-08,0.0007276497750776113,0.005159414656115723,0.010287834844451848,0.05914322611907889,2.6735221027813443e-05,0.016077656957075536,6.665702472215772e-10
6.31849389627103e-05,0.29701485623030055,3.76,0.0,0.5076576290726534,0.7356563364533408,0.15945023853896123,0.00033845220538647025,0.014615975966414741,0.24036330393884983,0.0001708013064299753,0.00017861833308314615,8.691939090795976e-10,1.2398745516138155e-11,0.00021964815864956315,2.8878663202477243e-05,6.5010415480706456e-06,0.05774276843829799,2.2698331980376606e-06,0.06056012896903648,0.18647526016842322,0.00016430761600343615,6.938505816109969e-08,0.0007255069713597411,0.005147627478072521,0.010289892449539218,0.05976245576975049,2.6816572940816242e-05,0.016242593089446155,6.634003412512694e-10
6.378678441618952e-05,0.297098348018275,3.76,0.0,0.5049102522463897,0.7334921800886672,0.16075347075565558,0.0003383051921537396,0.014592244779326408,0.24243847246455882,0.0001697790870532403,0.00017826077021293948,8.646617187380758e-10,1.2334069020854903e-11,0.0002207705480314397,2.8727575793689324e-05,6.469574708441204e-06,0.05816881913963004,2.2596619419212653e-06,0.06098357121697382,0.1880486898451029,0.00016479531321409482,6.904995041479942e-08,0.0007233726718286802,0.0051358363639333,0.010290950421143655,0.06038013413015242,2.6895344315284962e-05,0.01640660045254785,6.602416036412168e-10
6.438862986966873e-05,0.29718154467768665,3.76,0.0,0.5021756689405975,0.7313366166765619,0.16205131442157306,0.0003381598682895802,0.014568411228265484,0.24450642498258707,0.00016877137733174122,0.00017790206568436598,8.601477263264826e-10,1.2269652323684274e-11,0.00022189420738685835,2.8577097823568545e-05,6.438224408556927e-06,0.0585928146097741,2.249540447307271e-06,0.06140423932217884,0.189615936124141,0.0001652841610964964,6.871608606628595e-08,0.0007212468467001704,0.005124042701620398,0.010291031074759082,0.06099626128297016,2.697157241848246e-05,0.01656966918066563,6.570940883039591e-10
6.499047532314795e-05,0.29726444615017455,3.76,0.0,0.49945381346495604,0.7291896158856483,0.1633437929634318,0.0003380162673932819,0.0145444772178011,0.24656717974451073,0.00016777795960021448,0.00017754222143983293,8.556518649113054e-10,1.2205494470833911e-11,0.00022301915370557813,2.8427227035315804e-05,6.4069910591041e-06,0.059014763055976215,2.239468476937996e-06,0.06182214300272687,0.19117701867961323,0.000165774179599044,6.838346976506886e-08,0.0007191294660614623,0.005112247839499527,0.010290156267686406,0.06161083747260152,2.7045293910434164e-05,0.016731789797442904,6.539578477650681e-10
6.559232077662716e-05,0.29734705243964304,3.76,0.0,0.49674462053536034,0.7270511472451175,0.164630929901115,0.00033787442290742083,0.014520444617265656,0.24862075525115312,0.00016679861993028816,0.0001771812395908796,8.511740679628955e-10,1.214159450668748e-11,0.00022414540439099378,2.827796118417384e-05,6.375875032336365e-06,0.05943467265561604,2.229445798855775e-06,0.06223729189040673,0.1927319572902759,0.0001662653888485457,6.805210486713915e-08,0.0007170204998619421,0.005100453084302771,0.010288347356191581,0.06222386311866313,2.7116544832849937e-05,0.01689295325030985,6.508329297535766e-10
