Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46)
9.266150346509692e-07,0.08996892230841924,3.76,0.0,0.9779718328226188,0.9997788875626062,7.042792705129449e-06,8.129560738348051e-07,3.646142430067744e-05,3.5200865646728264e-05,5.0243352779521975e-06,2.3084673023996583e-06,4.855499701711411e-10,5.940325128553982e-13,1.1880992767009382e-06,1.3163966162835619e-06,2.4480310170485217e-06,1.5772685101765555e-05,2.0081869728234514e-08,1.2092020907908982e-05,2.5244981699031245e-06,5.256690298275915e-07,8.771102079277028e-11,0.00019107238776608498,5.022725023947608e-08
9.390209918763998e-07,0.0899689296196454,3.76,0.0,0.9779708369412105,0.9997783846553929,7.212517435749389e-06,8.198565455290082e-07,3.707273847195226e-05,3.572091634415086e-05,5.0950266217294515e-06,2.308519229623332e-06,4.860979232482058e-10,5.943306796621877e-13,1.18871074671978e-06,1.3164668981752151e-06,2.490346125213311e-06,1.6032179161067033e-05,2.0082953620973046e-08,1.2291738528483619e-05,2.6061911057516456e-06,5.27272481499509e-07,8.918197920943615e-11,0.00019107229165486118,5.116815558528009e-08
9.514269491018304e-07,0.08996893693252396,3.76,0.0,0.9779698393487181,0.9997778803286115,7.383675327448009e-06,8.267436174854852e-07,3.768437329709117e-05,3.6240986935080534e-05,5.165723748765889e-06,2.3085653717123006e-06,4.866118534698493e-10,5.946099468768253e-13,1.1893167267604807e-06,1.3165294779450595e-06,2.532684523653341e-06,1.6291686311907625e-05,2.0083918999002996e-08,1.249155805921716e-05,2.6892444974729294e-06,5.288594233583204e-07,9.065370776541504e-11,0.00019107219527233495,5.211617414349404e-08
9.63832906327261e-07,0.08996894424704374,3.76,0.0,0.9779688400517635,0.9997773745830671,7.556263738448886e-06,8.336186535869856e-07,3.829632194757338e-05,3.676107604756206e-05,5.2364265510622915e-06,2.3086063455091746e-06,4.870938392357672e-10,5.948715074323851e-13,1.1899178279846879e-06,1.316585174131881e-06,2.5750456351830404e-06,1.6551205118151286e-05,2.008477845869496e-08,1.2691478627646105e-05,2.773659051643477e-06,5.304313410131101e-07,9.212618998977474e-11,0.00019107209861866695,5.30713813663714e-08
9.762388635526917e-07,0.08996895156319497,3.76,0.0,0.9779678390562996,0.9997768674194294,7.730280298471607e-06,8.404829034800909e-07,3.890857822588791e-05,3.728118246387592e-05,5.3071349296618406e-06,2.308642702099531e-06,4.875458353518767e-10,5.951164790824783e-13,1.1905145963380389e-06,1.3166347183570108e-06,2.617428935911427e-06,1.681073429629458e-05,2.008554325888766e-08,1.2891499458432775e-05,2.8594354602312895e-06,5.319895948298028e-07,9.359941093296945e-11,0.00019107200169397588,5.403385313727137e-08
9.886448207781223e-07,0.08996895888096904,3.76,0.0,0.9779668363676709,0.9997763588382439,7.905722885938468e-06,8.473375116531306e-07,3.952113650714633e-05,3.780130510417951e-05,5.377848793682197e-06,2.3086749338217986e-06,4.879696800074366e-10,5.953459091268894e-13,1.1911075195052998e-06,1.316678764534542e-06,2.6598339503254974e-06,1.707027269925722e-05,2.008622346261429e-08,1.3091619863000256e-05,2.9465744019460275e-06,5.335354299986003e-07,9.507335702604353e-11,0.0001910719044983673,5.5003665745431276e-08
9.999999999999997e-07,0.08996897352135674,3.76,0.0,0.9779659171262034,0.9997758920914536,8.067553929985869e-06,8.536039806050237e-07,4.008207178857699e-05,3.82773870372865e-05,5.4425779677218775e-06,2.308701195136079e-06,4.883344232168263e-10,5.955431206002381e-13,1.1916472235525154e-06,1.31671475932555e-06,2.6986659471825686e-06,1.7307835548434453e-05,2.0086779573576522e-08,1.3274876934212599e-05,3.0275276012659445e-06,5.349404202509981e-07,9.642308578120949e-11,0.00019107181529778131,5.589783556319618e-08
1.0134567352289835e-06,0.08996897352135674,3.76,0.0,0.9779648259295753,0.999775337424871,8.26087878042592e-06,8.61021903338407e-07,4.0747139140664446e-05,3.884159534440103e-05,5.519292649961779e-06,2.3087287335358372e-06,4.887397231774147e-10,5.957620069367136e-13,1.1922835247005513e-06,1.3167526362699439e-06,2.744707434654062e-06,1.7589373191826705e-05,2.008736506782851e-08,1.3492157020848493e-05,3.1249425402583557e-06,5.365943027481477e-07,9.802337656237294e-11,0.00019107170929472903,5.696562052448185e-08
1.0357874582347587e-06,0.08996898670319033,3.76,0.0,0.9779630107877121,0.9997744133082046,8.585379202416963e-06,8.733144937486938e-07,4.185152788432514e-05,3.977790355233213e-05,5.6466101057275666e-06,2.3087669898428616e-06,4.893527638871799e-10,5.960925572672606e-13,1.1933326841260146e-06,1.316805559383799e-06,2.821163902231198e-06,1.8056585989884866e-05,2.0088183859709453e-08,1.3852975567343306e-05,3.2901403062804627e-06,5.393152643569603e-07,1.0068076202914205e-10,0.00019107153268557237,5.875725833900817e-08
1.058118181240534e-06,0.08996899989019096,3.76,0.0,0.9779611902207552,0.9997734846027675,8.914476279524859e-06,8.855896639130348e-07,4.295682869134729e-05,4.0714252441832605e-05,5.773944207668983e-06,2.3087974491259587e-06,4.898985163782968e-10,5.963862600626082e-13,1.194374897962454e-06,1.3168480712124475e-06,2.897685106668326e-06,1.8523815692953586e-05,2.0088842474384926e-08,1.4214109108774377e-05,3.4597627470518896e-06,5.420110040877047e-07,1.0334033671422012e-10,0.00019107135519942642,6.057388315878801e-08
1.0804489042463091e-06,0.08996901308233937,3.76,0.0,0.9779593642442207,0.9997725513086952,9.248164228924842e-06,8.978512604574751e-07,4.406302349707444e-05,4.1650639095103955e-05,5.901294622933999e-06,2.3088215453027655e-06,4.903842817507684e-10,5.9664719902547e-13,1.1954115852910803e-06,1.3168820803857831e-06,2.974269521233596e-06,1.8991058953459117e-05,2.0089370283892556e-08,1.4575555751154774e-05,3.6338134789035235e-06,5.446856956486066e-07,1.0600205702121911e-10,0.00019107117683634148,6.241595185211836e-08
1.1027796272520844e-06,0.0899690262796186,3.76,0.0,0.9779575328705643,0.9997716134255529,9.586438598178117e-06,9.10102549947169e-07,4.5170097118268976e-05,4.258706121721446e-05,6.028661054811913e-06,2.3088404479956086e-06,4.908165811647592e-10,5.968790054109188e-13,1.196443903289877e-06,1.3169091445967444e-06,3.050915863123397e-06,1.945831303917442e-05,2.0089791259725418e-08,1.4937313990366527e-05,3.812296051001552e-06,5.473428812861848e-07,1.0866588630096137e-10,0.0001910709975962131,6.428392407283472e-08
1.1251103502578596e-06,0.08996903948201801,3.76,0.0,0.9779556961096799,0.9997706709524367,9.929296063325183e-06,9.223463037145689e-07,4.627803678360106e-05,4.352351702121487e-05,6.156043235984185e-06,2.308855111511972e-06,4.912012369299601e-10,5.97084908204381e-13,1.1974727958235408e-06,1.3169305354257524e-06,3.1276230538087136e-06,1.9925575719456303e-05,2.0090124970393267e-08,1.529938263980451e-05,3.995213956091019e-06,5.499855647958117e-07,1.1133179371943736e-10,0.00019107081747885785,6.61782620131e-08
1.1474410732636348e-06,0.08996905268952891,3.76,0.0,0.9779538539693179,0.999769723888058,1.0276734256703442e-05,9.345848708087597e-07,4.7386831739859335e-05,4.446000513433077e-05,6.283440923020557e-06,2.3088663148072e-06,4.915434455493669e-10,5.972677787145759e-13,1.1984990330805923e-06,1.316947291283497e-06,3.2043901857597374e-06,2.0392845172367456e-05,2.009038739614562e-08,1.5661760771356683e-05,4.1825706394890585e-06,5.526162913684036e-07,1.1399975330835342e-10,0.00019107063648406678,6.809943018798641e-08
1.16977179626941e-06,0.08996906590214605,3.76,0.0,0.9779520064554353,0.9997687722308122,1.0628751620064814e-05,9.46820240748566e-07,4.849647292168779e-05,4.539652452151056e-05,6.410853891899966e-06,2.30887469402446e-06,4.918478435700937e-10,5.974301702606498e-13,1.1995232438424895e-06,1.316960260568835e-06,3.281216494523564e-06,2.086011990899456e-05,2.0090591593125444e-08,1.6024447667359672e-05,4.374369506611747e-06,5.552372161585333e-07,1.166697431689135e-10,0.00019107045461151193,7.004789524755662e-08
1.1921025192751852e-06,0.08996907911986589,3.76,0.0,0.9779501535724883,0.9997678159788349,1.098534728050731e-05,9.59054096992515e-07,4.960695267764721e-05,4.6333074424019836e-05,6.538281934418762e-06,2.308880768605522e-06,4.921185666386786e-10,5.97574353321729e-13,1.2005459413707005e-06,1.3169701363397027e-06,3.3581013355505676e-06,2.1327398712673172e-05,2.0090748226918525e-08,1.6387442782059374e-05,4.570613929203063e-06,5.578501626049465e-07,1.1934174481129848e-10,0.00019107027186081378,7.20241258142138e-08
1.2144332422809605e-06,0.08996909234268663,3.76,0.0,0.9779482953236741,0.9997668551300474,1.1346520945074055e-05,9.71287862674178e-07,5.071826454086308e-05,4.7269654309402054e-05,6.665724855267555e-06,2.308884962554494e-06,4.923593025433735e-10,5.977023467899907e-13,1.2015675444818132e-06,1.3169774845659426e-06,3.43504416478368e-06,2.1794680589471653e-05,2.0090866007334923e-08,1.6750745710235468e-05,4.771307250539966e-06,5.604566722452631e-07,1.2201574260165263e-10,0.00019107008823162396,7.402859234075988e-08
1.2367639652867357e-06,0.08996910557060789,3.76,0.0,0.9779464317111372,0.9997658896821946,1.1712272811005786e-05,9.835227397582787e-07,5.183040303605277e-05,4.820626383033474e-05,6.79318246963016e-06,2.3088876219136643e-06,4.925733388439966e-10,5.978159457901064e-13,1.202588394862808e-06,1.3169827673561034e-06,3.5120445223205676e-06,2.2261964727484814e-05,2.009095204584945e-08,1.711435616142236e-05,4.976452789804472e-06,5.630580473172979e-07,1.2469172329689526e-10,0.00019106990372349243,7.606176698641237e-08
1.259094688292511e-06,0.08996911880363034,3.76,0.0,0.9779445627361413,0.9997649196328778,1.2082603489269832e-05,9.957597425726933e-07,5.294336351693143e-05,4.9142902790729304e-05,6.920654601207324e-06,2.3088890291557494e-06,4.927636056370868e-10,5.979167464743277e-13,1.2036087713269775e-06,1.316986362092309e-06,3.5891020186430437e-06,2.272925046330023e-05,2.009101215006982e-08,1.7478273938684234e-05,5.186053845761302e-06,5.656553872044967e-07,1.2736967565265811e-10,0.00019106971833592022,7.81241235084819e-08
1.2814254112982861e-06,0.08996913204175531,3.76,0.0,0.977942688399215,0.9997639449795788,1.2457513939684465e-05,1.007999726413978e-06,5.405714202999371e-05,5.007957111805743e-05,7.048141080605576e-06,2.3088894149245936e-06,4.929327138875961e-10,5.980061680821851e-13,1.2046289014401871e-06,1.3169885770493433e-06,3.666216323075666e-06,2.319653725462965e-05,2.009105106409748e-08,1.7842498921305057e-05,5.400113699832923e-06,5.682496194925747e-07,1.300495900947934e-10,0.00019106953206848878,8.021613716823096e-08
1.3037561343040614e-06,0.08996914528498509,3.76,0.0,0.9779408087002713,0.9997629657196828,1.28370054160572e-05,1.020243411875382e-06,5.5171735200824784e-05,5.1016268840897644e-05,7.175641744031903e-06,2.3088889675538303e-06,4.930829897423229e-10,5.980854725313304e-13,1.2056489709438439e-06,1.316989664066349e-06,3.743387154149108e-06,2.3663824658108277e-05,2.0091072663536425e-08,1.8207031050758854e-05,5.618635618660504e-06,5.708415263523498e-07,1.3273145844536515e-10,0.00019106934492068688,8.233828464923441e-08
1.3260868573098366e-06,0.08996915853332232,3.76,0.0,0.97793892363871,0.9997619818504951,1.3221079419819561e-05,1.0324914055120199e-06,5.6287140139163984e-05,5.195299607068219e-05,7.303156432234084e-06,2.308887840799785e-06,4.932165052241225e-10,5.98155781834359e-13,1.2066691314074065e-06,1.3169898288460622e-06,3.820614271549939e-06,2.4131112311251367e-05,2.009108011399149e-08,1.85718703193154e-05,5.841622856237873e-06,5.734317669278304e-07,1.3541527369372393e-10,0.00019106915689193492,8.449104398659745e-08
1.3484175803156118e-06,0.08996917178677008,3.76,0.0,0.9779370332135014,0.9997609933692555,1.3609737660783733e-05,1.0447442174049617e-06,5.7403354359353674e-05,5.288975298675404e-05,7.430684989634226e-06,2.308886160168757e-06,4.933351056856698e-10,5.982180935991283e-13,1.2076895064877476e-06,1.3169892393836562e-06,3.897897469372889e-06,2.4598399917686566e-05,2.0091076000777893e-08,1.8937016760719232e-05,6.0690786556960275e-06,5.760208963490549e-07,1.3810102980460395e-10,0.0001910689679817822,8.667489450548422e-08
1.370748303321387e-06,0.08996918504533184,3.76,0.0,0.9779351374232571,0.99976000027315,1.4002982023908805e-05,1.057002276090918e-06,5.852037571357861e-05,5.382653982409575e-05,7.558227263618034e-06,2.3088840281103397e-06,4.934404343593908e-10,5.982732948062373e-13,1.2087101970651644e-06,1.3169880328862428e-06,3.975236570456388e-06,2.5065687235029594e-05,2.009106243540788e-08,1.9302470442540856e-05,6.301006250797613e-06,5.786093818815664e-07,1.4078872155728393e-10,0.00019106877818969483,8.889031676773497e-08
1.3930790263271622e-06,0.08996919830901133,3.76,0.0,0.9779332362662894,0.9997590025593215,1.4400814541193239e-05,1.0692659412368853e-06,5.9638202335931105e-05,5.4763356863283855e-05,7.685783103953765e-06,2.308881528266181e-06,4.935339542989161e-10,5.983221740705544e-13,1.2097312854440595e-06,1.316986321435849e-06,4.0526314216352285e-06,2.5532974064961257e-05,2.0091041142742182e-08,1.96682314599202e-05,6.537408867186129e-06,5.811976166265965e-07,1.4347834441072211e-10,0.00019106858751502987,9.113779252558186e-08
1.4154097493329375e-06,0.08996921157781242,3.76,0.0,0.9779313297406624,0.9997580002248773,1.4803237367952578e-05,1.0815355143795697e-06,6.07568325956697e-05,5.5700204422304075e-05,7.81335236231954e-06,2.3088787289289236e-06,4.936169679755308e-10,5.983654325571403e-13,1.210752838771758e-06,1.3169841966019403e-06,4.130081889772181e-06,2.600026024514508e-05,2.0091013531969284e-08,2.003429993047413e-05,6.77828972342705e-06,5.837859311206639e-07,1.4616989439070845e-10,0.00019106839595732402,9.341780468160314e-08
1.4377404723387127e-06,0.08996922485173918,3.76,0.0,0.9779294178442319,0.999756993266895,1.521025276282093e-05,1.0938112480129481e-06,6.18762650581927e-05,5.663708284988883e-05,7.940934891919183e-06,2.3088756858556844e-06,4.936906347709406e-10,5.984036936656833e-13,1.2117749118184605e-06,1.3169817331947544e-06,4.207587858443574e-06,2.6467545642650097e-05,2.009098075436639e-08,2.0400675990155004e-05,7.023652031874536e-06,5.863746031439502e-07,1.4886336799591465e-10,0.00019106820351604938,9.573083725410698e-08
1.4600711953444879e-06,0.08996923813079587,3.76,0.0,0.9779275005746809,0.9997559816824295,1.562186307089006e-05,1.1060933532751163e-06,6.299649845241551e-05,5.7573992520076535e-05,8.068530547168979e-06,2.3088724445639795e-06,4.937559865876006e-10,5.984375116437865e-13,1.212797549245122e-06,1.316978992328985e-06,4.285149225167967e-06,2.693483014858136e-05,2.0090943750451103e-08,2.076735978987151e-05,7.273498999393665e-06,5.889638660116841e-07,1.515587621192789e-10,0.0001910680101905048,9.807737534720584e-08
1.4824019183502631e-06,0.08996925141498674,3.76,0.0,0.9779255779295479,0.9997549654685163,1.603807070948893e-05,1.1183820064499514e-06,6.411753164346795e-05,5.851093382775495e-05,8.196139183441476e-06,2.308869042211067e-06,4.938139417765169e-10,5.984673792687947e-13,1.213820787459327e-06,1.3169760239320734e-06,4.362765899086173e-06,2.740211367368315e-05,2.0090903288578652e-08,2.1134351492722912e-05,7.527833827962843e-06,5.915539155833118e-07,1.5425607398196122e-10,0.00019106781598022095,1.0045790512493766e-07
1.5047326413560383e-06,0.08996926470431622,3.76,0.0,0.9779236499062522,0.9997539446221759,1.6458878156194748e-05,1.1306773544636104e-06,6.523936360984867e-05,5.9447907185012084e-05,8.323760656856048e-06,2.308865509131606e-06,4.938653175607742e-10,5.984937346559938e-13,1.2148446561334054e-06,1.3169728687971085e-06,4.440437799019552e-06,2.786939614473986e-05,2.009085999653263e-08,2.150165127173607e-05,7.786659715175876e-06,5.941449161849567e-07,1.5695530107841893e-10,0.00019106762088470176,1.0287291378889689e-07
1.5493940873675886e-06,0.08996929129840903,3.76,0.0,0.9779197777143612,0.999751889020236,1.7314302630431396e-05,1.155288601267087e-06,6.748542024577829e-05,6.132195176662775e-05,8.579041542408257e-06,2.3088581447451453e-06,4.939511564577978e-10,5.985374218728049e-13,1.216894376512836e-06,1.3169661247998216e-06,4.59594699180646e-06,2.8803957696297925e-05,2.009076686850962e-08,2.223717579009417e-05,8.317797436247076e-06,5.993302974012243e-07,1.6235949206726828e-10,0.00019106722803524198,1.0780832166156236e-07
1.5895893887779837e-06,0.0899693152507117,3.76,0.0,0.9779162743206511,0.9997500231054834,1.8099941765509893e-05,1.177462641796606e-06,6.950959449273267e-05,6.300870589161387e-05,8.808836808917338e-06,2.3088512740021774e-06,4.940124039604303e-10,5.985682045919569e-13,1.2187414799433547e-06,1.3169596917572331e-06,4.736093470201034e-06,2.9645058988867534e-05,2.009067760933969e-08,2.2900203357788837e-05,8.811212807580708e-06,6.040015565235062e-07,1.672297930447847e-10,0.0001910668714371899,1.1237301475656812e-07
1.6289596569215972e-06,0.08996933872758682,3.76,0.0,0.9779128259015248,0.9997481808944471,1.8883941862537475e-05,1.199203900368788e-06,7.149471817631175e-05,6.466094571510263e-05,9.033953561465401e-06,2.3088443971529558e-06,4.94060586037585e-10,5.985920625563481e-13,1.2205529066150783e-06,1.3169531593746078e-06,4.873535880485907e-06,3.0468892202654646e-05,2.009058675858705e-08,2.35505924027219e-05,9.30865454496157e-06,6.085814453076212e-07,1.7200611404315743e-10,0.00019106651936917743,1.1695968084626352e-07
1.6683299250652107e-06,0.08996936222052757,3.76,0.0,0.9779093607068412,0.9997463242227402,1.9682293209135074e-05,1.2209675289051413e-06,7.34823092777682e-05,6.631329438049998e-05,9.2591073093912e-06,2.308837422566227e-06,4.940992779956236e-10,5.98610865065721e-13,1.2223665919730985e-06,1.3169464628108352e-06,5.011148757277639e-06,3.129272137748893e-05,2.009049351700348e-08,2.4201943036529492e-05,9.820121070937388e-06,6.131661005843655e-07,1.7678835011991382e-10,0.0001910661645375161,1.216635357731888e-07
1.7077001932088243e-06,0.08996938572955927,3.76,0.0,0.9779058787199953,0.9997444530737779,2.0495010622343706e-05,1.2427536932363828e-06,7.547236455139024e-05,6.796575450674749e-05,9.484297274554146e-06,2.3088303826098223e-06,4.941302437837467e-10,5.986255529387507e-13,1.224182566395304e-06,1.316939646010954e-06,5.148931857445234e-06,3.21165464279577e-05,2.009039856097662e-08,2.485425639948317e-05,1.0345629773969483e-05,6.177557374012984e-07,1.815764932128928e-10,0.0001910658069390455,1.2648729190293676e-07
1.7470704613524378e-06,0.08996940925470741,3.76,0.0,0.9779023799242049,0.9997425674309703,2.1322109005377343e-05,1.2645625050551768e-06,7.746488092795838e-05,6.961832874414861e-05,9.709522678356259e-06,2.308823300324369e-06,4.94154921636723e-10,5.986368927813239e-13,1.2260008510181009e-06,1.3169327403368843e-06,5.286884953222321e-06,3.2940367290852944e-05,2.009030237325674e-08,2.5507533644445695e-05,1.088519801982455e-05,6.223505129836024e-07,1.863705356847918e-10,0.00019106544657059517,1.3143367059619836e-07
1.7864407294960513e-06,0.08996943279599755,3.76,0.0,0.9778988643025694,0.9997406672777316,2.2163603315411014e-05,1.2863940370019308e-06,7.94598554577059e-05,7.12710197671915e-05,9.934782741343541e-06,2.308816192407199e-06,4.941744865716842e-10,5.986455105882811e-13,1.2278214606791557e-06,1.316925768572237e-06,5.425007827348227e-06,3.3764183918127605e-05,2.009020530458617e-08,2.616177593246094e-05,1.1438843152683698e-05,6.269505429201007e-07,1.9117047018563217e-10,0.00019106508342899524,1.3650540212933787e-07
1.8258109976396648e-06,0.08996945635345518,3.76,0.0,0.977895331838107,0.9997387525974839,2.301950854454981e-05,1.308248331631151e-06,8.145728527758948e-05,7.292383027086703e-05,1.016007668300705e-05,2.3088090707287646e-06,4.941898960853896e-10,5.986519162154915e-13,1.2296444054128982e-06,1.3169187469648032e-06,5.563300270277284e-06,3.458799627329494e-05,2.009010760513068e-08,2.6816984430502304e-05,1.2006582495714525e-05,6.315559107683405e-07,1.9597628957384652e-10,0.00019106471751107745,1.4170522564070025e-07
1.8651812657832783e-06,0.08996947992710598,3.76,0.0,0.9778917825137776,0.9997368233736609,2.3889839706254265e-05,1.330125407794915e-06,8.345716758801342e-05,7.457676296805873e-05,1.0385403721643608e-05,2.3088019434050535e-06,4.942019250406116e-10,5.986565220499547e-13,1.231469691508983e-06,1.316911686672114e-06,5.701762078194274e-06,3.541180432887821e-05,2.0090009446725004e-08,2.747316030987576e-05,1.2588433351447078e-05,6.361666748923513e-07,2.007879868601613e-10,0.00019106434881367566,1.4703588909027795e-07
1.9045515339268918e-06,0.08996950351697547,3.76,0.0,0.9778882163125133,0.9997348795897117,2.4774611819891665e-05,1.3520252678806743e-06,8.545949962616589e-05,7.622982058643702e-05,1.061076307419064e-05,2.3087948160741963e-06,4.942112053924778e-10,5.986596642782055e-13,1.2332973227729084e-06,1.316904595481155e-06,5.8403930507414384e-06,3.623560806337797e-05,2.0089910949336767e-08,2.8130304744317265e-05,1.3184413002184563e-05,6.407828762170585e-07,2.056055551433054e-10,0.0001910639773336269,1.5250014920999012e-07
1.983292070214119e-06,0.08996955074547265,3.76,0.0,0.9778810332108462,0.9997309482753161,2.6587538964135493e-05,1.3958932883361976e-06,8.947150193947921e-05,7.953632156204859e-05,1.1061575581488092e-05,2.3087805753764644e-06,4.942234635918566e-10,5.986625912188818e-13,1.2369596273875736e-06,1.31689033985352e-06,6.118161698863859e-06,3.7883202503919154e-05,2.0089713237460407e-08,2.9447503979765067e-05,1.4418827717650805e-05,6.500316898029103e-07,2.15258277344929e-10,0.00019106322601295179,1.6384053009156099e-07
2.0502323259141422e-06,0.089969590947426,3.76,0.0,0.9778748733429773,0.9997275601658353,2.817434005771062e-05,1.4332586320380739e-06,9.288993542599523e-05,8.234771897862984e-05,1.1444922524713748e-05,2.308768495311932e-06,4.942291030546995e-10,5.986625301545889e-13,1.2400804753594454e-06,1.3168781603120785e-06,6.354833494490497e-06,3.928387002995498e-05,2.008954465793359e-08,3.057036153834291e-05,1.5512852357970598e-05,6.579117332467253e-07,2.2348282140125633e-10,0.00019106257850505027,1.739269799881978e-07
2.1171725816141656e-06,0.08996963119661366,3.76,0.0,0.9778686644531684,0.9997241297398622,2.980309263489399e-05,1.470689534161224e-06,9.631541369545984e-05,8.515951505014502e-05,1.1828352185172907e-05,2.3087564467346774e-06,4.942317307807312e-10,5.986608609824006e-13,1.2432081088728713e-06,1.3168659353800423e-06,6.591991651633169e-06,4.0684524882106175e-05,2.008937577642102e-08,3.1696035090446895e-05,1.6647956448197096e-05,6.658076941850332e-07,2.317242450992479e-10,0.00019106192290986606,1.8443744920272843e-07
2.184112837314189e-06,0.08996967149316151,3.76,0.0,0.9778624064578415,0.9997206569166508,3.147387005238484e-05,1.5081858158662474e-06,9.974792317367878e-05,8.797172350254996e-05,1.2211860667431091e-05,2.308744432987029e-06,4.942322473973713e-10,5.98658062112971e-13,1.2463425215983788e-06,1.3168536697851051e-06,6.8296351955391726e-06,4.2085167014528104e-05,2.0089206666375254e-08,3.2824530403162874e-05,1.7824224343903607e-05,6.737195755536386e-07,2.3998251451099054e-10,0.0001910612592119657,1.9538574648253683e-07
2.2510530930142123e-06,0.08996971183719485,3.76,0.0,0.9778560992736427,0.9997171416156444,3.318674545802827e-05,1.545747279392968e-06,0.00010318745016628097,9.078435813913596e-05,1.2595444062608605e-05,2.3087324553139736e-06,4.942312696939224e-10,5.986544610221261e-13,1.2494837049081487e-06,1.316841365321602e-06,7.067763143891641e-06,4.348579638662114e-05,2.008903735611243e-08,3.395585323542204e-05,1.904174023168231e-05,6.816473616308488e-07,2.4825759541318247e-10,0.00019106058739595444,2.0678575269003815e-07
2.3179933487142356e-06,0.08996975222883928,3.76,0.0,0.9778497428174844,0.9997135837564848,3.494179176691913e-05,1.5833737184432184e-06,0.00010663398082162545,9.359743283650709e-05,1.2979098448282611e-05,2.308720514417605e-06,4.942292318731689e-10,5.986502882104241e-13,1.252631649425563e-06,1.316829022970725e-06,7.306374503646342e-06,4.488641295925886e-05,2.0088867861437625e-08,3.509000933549872e-05,2.0300588127714978e-05,6.895910291423165e-07,2.565494531977071e-10,0.00019105990744647616,2.1865142058025384e-07
2.384933604414259e-06,0.08996979266822021,3.76,0.0,0.9778433370065635,0.9997099832590138,3.673908165100347e-05,1.621064922150218e-06,0.00011008750111688682,9.641096154316378e-05,1.3362819888528695e-05,2.308708610960132e-06,4.94226442490884e-10,5.986457074935451e-13,1.2557863455355027e-06,1.316816643598593e-06,7.5454682698466865e-06,4.628701669353153e-05,2.008869819638592e-08,3.62270044400793e-05,2.1600851875899323e-05,6.975505515169484e-07,2.648580528381102e-10,0.00019105921934820926,2.309967746501349e-07
2.4518738601142823e-06,0.08996983315546309,3.76,0.0,0.9778368817583656,0.999706340043278,3.8578687534775296e-05,1.6588206761817342e-06,0.00011354799685491432,9.92249582793464e-05,1.3746604434038934e-05,2.3086967455355103e-06,4.942231233419991e-10,5.986408366344547e-13,1.2589477833671275e-06,1.3168042279378728e-06,7.785043425354813e-06,4.768760755075404e-05,2.0088528372939134e-08,3.736684427411916e-05,2.2942615145718927e-05,7.055259000551944e-07,2.7318335888204907e-10,0.0001910585230858728,2.438359109736308e-07
2.5188141158143057e-06,0.08996987369069329,3.76,0.0,0.9778303769906661,0.9997026540295284,4.046068159441485e-05,1.696640762184351e-06,0.00011701545366668883,0.0001020394371373684,1.413044812226402e-05,2.3086849184571883e-06,4.942194295658211e-10,5.986357579820371e-13,1.2621159525923376e-06,1.3167917763150684e-06,8.02509894106164e-06,4.908818549293054e-05,2.008835839682843e-08,3.850953455098455e-05,2.432596143002084e-05,7.13517043325922e-07,2.815253354572249e-10,0.0001910578186442294,2.571829970665291e-07
2.585754371514329e-06,0.08996991427403607,3.76,0.0,0.977823822621533,0.9996989251382229,4.238513575460506e-05,1.7345249583072303e-06,0.00012048985700951926,0.00010485441228129157,1.4514346977522952e-05,2.3086731298145584e-06,4.942154681928545e-10,5.986305283219525e-13,1.2652908424870865e-06,1.3167792887348653e-06,8.265633775733759e-06,5.048875048259529e-05,2.0088188268830557e-08,3.9655080972201626e-05,2.5750974042863818e-05,7.215239477189071e-07,2.8988394626705467e-10,0.0001910571060080747,2.7105227172162603e-07
2.719634882914376e-06,0.08996999558556035,3.76,0.0,0.9778105647527456,0.9996913384058325,4.6361710792062495e-05,1.8104847822589949e-06,0.00012745944422595183,0.00011048590843811759,1.528229422132314e-05,2.3086496681911995e-06,4.942070104448725e-10,5.986197580342496e-13,1.2716607405328177e-06,1.3167542056397835e-06,8.748137174440472e-06,5.328984145445619e-05,2.0087847559025048e-08,4.195476499198553e-05,2.8726330603848326e-05,7.3758490120842e-07,3.0665092322698975e-10,0.00019105565609162372,3.0041469730297857e-07
2.8535153943144233e-06,0.08997007709103717,3.76,0.0,0.9777971075026133,0.9996835792140151,5.050898287744203e-05,1.8866983305727386e-06,0.00013445663858975042,0.0001161195614800399,1.605041410131144e-05,2.3086263612708083e-06,4.941981210718443e-10,5.986087225154113e-13,1.2780573882394995e-06,1.3167289783112218e-06,9.232545040663204e-06,5.609088016632818e-05,2.0087506243875313e-08,4.426594169631905e-05,3.186934768434325e-05,7.537084771710624e-07,3.234839906644807e-10,0.00019105417321572214,3.320385173155498e-07
