Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146)
2.6090406591158562e-17,0.23398120236328854,3.76,0.0,0.6072536147717105,0.9999999999999923,2.2125342284705027e-36,1.5430978827622483e-26,7.682243820209845e-15,1.489887241703023e-13,7.682243817823143e-15,1.489887241475519e-13,9.049398174236688e-29,1.1811361463957648e-27,2.518822955036053e-23,2.2749133977435397e-23,2.755955245771329e-26,1.0604548748392499e-32,2.3017137813894385e-31,6.111500788935289e-33,1.5304623173446889e-26,1.4664074836616313e-20,9.655181922705268e-27
5.220348078144063e-17,0.23398120236329506,3.76,0.0,0.6072536147715537,0.9999999999999847,1.7713729087501442e-35,6.176413746322502e-26,1.5371162048495925e-14,2.9810689119385545e-13,1.5371162043815276e-14,2.981068911027945e-13,3.62211803577692e-28,4.7276224538585096e-27,9.594617903392585e-23,9.105582180970703e-23,1.103100316814301e-25,8.490087013627184e-32,9.637403912986834e-31,4.6214944002250855e-32,6.12583814463975e-26,2.934090953515721e-20,3.8645886068667797e-26
1.0442962916200477e-16,0.23398120236330805,3.76,0.0,0.6072536147712401,0.9999999999999692,1.4176370202249817e-34,2.471370642786034e-25,3.074899850474355e-14,5.963432252407567e-13,3.0748998495759616e-14,5.963432248763945e-13,1.4493193570289745e-27,1.891664573731139e-26,3.741649271257575e-22,3.6434189250563765e-22,4.41383808867377e-25,6.794649914120696e-31,4.195967781010072e-30,3.5900075910156004e-31,2.451133485605682e-25,5.869463767082962e-20,1.5463385284321621e-25
2.0888192592313305e-16,0.23398120236333403,3.76,0.0,0.6072536147706128,0.9999999999999385,1.1343255438486785e-33,9.887096864765789e-25,6.150467141594058e-14,1.1928158933337387e-12,6.150467139948858e-14,1.1928158918760524e-12,5.798223888610438e-27,7.567888399417673e-26,1.4774138182219572e-21,1.4576048117459856e-21,1.7658226207129582e-24,5.4367522641058985e-30,1.9505052875873416e-29,2.829109803906824e-30,9.806132428129094e-25,1.1740232889686714e-19,6.18635862618411e-25
4.1778651944538963e-16,0.23398120236338607,3.76,0.0,0.6072536147693584,0.999999999999877,9.075474623213781e-33,3.9551646482655936e-24,1.2301601723314194e-13,2.3857612295164215e-12,1.2301601720630754e-13,2.3857612236852017e-12,2.31948049349287e-26,3.027400393946137e-25,5.871157167374357e-21,5.830893743404129e-21,7.063865134455956e-24,4.349814774029016e-29,9.977592627166333e-29,2.2461251108814496e-29,3.9227741334192525e-24,2.348186511703552e-19,2.474742925439742e-24
8.355957064899028e-16,0.23398120236349007,3.76,0.0,0.6072536147668495,0.999999999999754,7.260738177478455e-32,1.5821334586409134e-23,2.460387088467738e-13,4.771651901868663e-12,2.4603870881738994e-13,4.771651878542834e-12,9.278316923552538e-26,1.2110083627583425e-24,2.3407626031997972e-20,2.3324523833698202e-20,2.8256608603406085e-23,3.480016989951234e-28,5.731219262309858e-28,1.7900341435547246e-28,1.5691750419056448e-23,4.696550550241212e-19,9.899359131126008e-24
1.671214080578929e-15,0.2339812023636981,3.76,0.0,0.6072536147618316,0.999999999999508,5.80875049967343e-31,6.328688368090036e-23,4.920840919909546e-13,9.543433246520644e-12,4.920840920293322e-13,9.543433153215436e-12,3.7114162086840394e-25,4.8441234358828394e-24,9.347649161435055e-20,9.329999175634157e-20,1.130287203572193e-22,2.784079624908187e-27,3.6845782181938904e-27,1.4292807547324162e-27,6.276840177573275e-23,9.393429001279117e-19,3.9598119118790755e-23
3.3424508287569816e-15,0.23398120236411413,3.76,0.0,0.607253614751796,0.9999999999990159,4.647090883463747e-30,2.5315217202217214e-22,9.84174857946988e-13,1.9086995935614607e-11,9.841748584123273e-13,1.9086995562389978e-11,1.4845927298137942e-24,1.9376622297162954e-23,3.7359792769411067e-19,3.7320374924300155e-19,4.521193715289802e-22,2.2272900540845209e-26,2.587492231129079e-26,1.142325924780709e-26,2.510771457653002e-22,1.8787787412733263e-18,1.5839310345525632e-22
6.684924325113087e-15,0.23398120236494624,3.76,0.0,0.6072536147317247,0.9999999999980317,3.717751300264476e-29,1.012630335548635e-21,1.968356388529774e-12,3.817412131296255e-11,1.968356391014758e-12,3.817411982005646e-11,5.93849027811248e-24,7.750633495983976e-23,1.4937755675348073e-18,1.49282247616704e-18,1.8084858117334027e-21,1.781842490003257e-25,1.9259226895830383e-25,9.134212275506333e-26,1.0043215678137743e-21,3.7578910381378815e-18,6.3356776213286475e-22
1.3369871317825297e-14,0.23398120236661046,3.76,0.0,0.607253614691582,0.9999999999960634,2.974300317396795e-28,4.050663619838997e-21,3.9367194443784615e-12,7.634837206429841e-11,3.936719455565386e-12,7.634836609265909e-11,2.3754734746116327e-23,3.1002174075676833e-22,5.973869502106772e-18,5.971304180899859e-18,7.233954661228824e-21,1.4254780187139817e-24,1.4831080586294806e-24,7.305611215089373e-25,4.017359498105929e-21,7.517078176740988e-18,2.5342145017861084e-21
2.6739765303249718e-14,0.23398120236993875,3.76,0.0,0.6072536146112968,0.9999999999921266,2.3795885083738124e-27,1.6203730896002215e-20,7.873445534810269e-12,1.5269687355353019e-10,7.873445582049725e-12,1.5269684966694418e-10,9.502476537811663e-23,1.240053441064494e-21,2.3893008664111332e-17,2.3885239818560632e-17,2.893579957783886e-20,1.1403837824634191e-23,1.1634323774064117e-23,5.843784658893002e-24,1.606996247404872e-20,1.5039303326075655e-17,1.0136366997288823e-20
5.347955327409856e-14,0.23398120237659548,3.76,0.0,0.6072536144507263,0.9999999999842532,1.9039037780866275e-26,6.482341130353892e-20,1.574689763062723e-11,3.0539387647823406e-10,1.5746897824550827e-11,3.0539378093184187e-10,3.801449441040004e-22,4.959936149373321e-21,9.556706554549185e-17,9.554096180393047e-17,1.1574282501378295e-19,9.123071838561394e-23,9.215211456089399e-23,4.6747446119191727e-23,6.428392259182647e-20,3.0099162654312997e-17,4.054146312934481e-20
1.0695912921579624e-13,0.23398120238990888,3.76,0.0,0.6072536141295855,0.999999999968506,1.5234940820118772e-25,2.593612996715878e-19,3.1493801482199693e-11,6.107878821126028e-10,3.1493802267683605e-11,6.107874999270152e-10,1.520945328755794e-21,1.983750511088787e-20,3.8225808061784984e-16,3.8216350299330524e-16,4.629678721875795e-19,7.2984518766045215e-22,7.335220330232937e-22,3.7396802202663876e-22,2.57168017766572e-19,6.028056175740703e-17,1.6213366792894817e-19
1.6043870515749392e-13,0.23398120240322232,3.76,0.0,0.6072536138084446,0.9999999999527587,4.356849877754494e-25,5.512420596543687e-19,4.724070499383581e-11,9.161818875319323e-10,4.7240706668947834e-11,9.161810753876335e-10,3.232545249878084e-21,4.215140422251499e-20,8.122917840673928e-16,8.1209683577484975e-16,9.838015695810224e-19,2.08689991872727e-21,2.0946951050223085e-21,1.0693060639488918e-21,5.465294387951424e-19,9.052368563537907e-17,3.4448674059172605e-19
2.1391828109919158e-13,0.23398120241653575,3.76,0.0,0.6072536134873037,0.999999999937011,9.191023096651595e-25,9.405100352468422e-19,6.298760816566071e-11,1.2215758927362228e-09,6.298761102834437e-11,1.2215745073137644e-09,5.515184168689528e-21,7.190016038077531e-20,1.3856679629543934e-15,1.3853406545223986e-15,1.6782415711448823e-18,4.4018739545084576e-21,4.4151360642942474e-21,2.255465602405729e-21,9.323893292372478e-19,1.2082857861640127e-16,5.875795438014055e-19
3.208774329825869e-13,0.23398120244316248,3.76,0.0,0.6072536128450219,0.9999999999055157,2.510883291761315e-24,1.9477453755947665e-18,9.448141371218263e-11,1.8323639026401207e-09,9.448141964887924e-11,1.8323610342995811e-09,1.1421398202484471e-20,1.4884225850358006e-19,2.8688356739168126e-15,2.8681682803876547e-15,3.474557663771545e-18,1.2022871750707466e-20,1.205017436413351e-20,6.16034487669032e-21,1.9306506691320735e-18,1.8158347038897595e-16,1.2162520390418586e-18
4.2783658486598225e-13,0.23398120246978937,3.76,0.0,0.6072536122027401,0.9999999998740198,5.254590987408356e-24,3.313476610322254e-18,1.259752180101371e-10,2.4431519117532434e-09,1.2597522811545883e-10,2.443147033458454e-09,1.942951482626194e-20,2.531127446904133e-19,4.879123022102368e-15,4.877997136935571e-15,5.909266566313142e-18,2.5155848060010054e-20,2.5201979749561987e-20,1.2889461150753602e-20,3.2839468328739683e-18,2.42565877420883e-16,2.068110703630186e-18
5.347957367493776e-13,0.23398120249641619,3.76,0.0,0.6072536115604583,0.9999999998425235,9.567602618613358e-24,5.063606989857791e-18,1.5746902097117725e-10,3.053939920019107e-09,1.5746903641709214e-10,3.0539324670889104e-09,2.96912694597804e-20,3.8665380672735774e-19,7.45417998667937e-15,7.452468126364007e-15,9.027952084561149e-18,4.579522027765053e-20,4.586513595478123e-20,2.3464714844696208e-20,5.017778612947898e-18,3.0379234709670277e-16,3.1589562863486013e-18
7.487140405161684e-13,0.2339812025496698,3.76,0.0,0.6072536102758946,0.9999999997795289,2.527441737909925e-23,9.743219608832353e-18,2.2045662280420687e-10,4.275515933955839e-09,2.2045665251519814e-10,4.275501602244412e-09,5.712808613681268e-20,7.4331962310046885e-19,1.4334068662015423e-14,1.433079019679342e-14,1.7360110141066568e-17,1.2091259643501762e-19,1.210435408351571e-19,6.195350457504803e-20,9.6519076396982e-18,4.26994812959544e-16,6.071664676915567e-18
9.62632344282959e-13,0.23398120260292352,3.76,0.0,0.607253608991331,0.9999999997165319,5.242478805425976e-23,1.598855535543794e-17,2.834442192199483e-10,5.497091944451408e-09,2.8344426794345715e-10,5.497068440496064e-09,9.374224431584341e-20,1.2187203599342693e-18,2.3507764601137238e-14,2.3502392406696797e-14,2.847002306151837e-17,2.5068154024277036e-19,2.5088924087450597e-19,1.2844474741662367e-19,1.5833720911684553e-17,5.511930194246583e-16,9.952898830501775e-18
1e-12,0.23398120270943074,3.76,0.0,0.6072536087669409,0.9999999997055272,5.89106035276563e-23,1.7240620424932998e-17,2.9444701167522217e-10,5.710479162436477e-09,2.9444706420547855e-10,5.710453820985666e-09,1.010822137570892e-19,1.3139279136005176e-18,2.5345547414703128e-14,2.5339754364140784e-14,3.0695648853278205e-17,2.8166032653862354e-19,2.818822648854337e-19,1.4431771792679309e-19,1.70725760153781e-17,5.729908451089198e-16,1.0729997457377566e-17
1.3904689518165404e-12,0.23398120270943074,3.76,0.0,0.6072536064222037,0.9999999995905313,1.5769552821320727e-22,3.3190377697447653e-17,4.0941939584318574e-10,7.940243955120527e-09,4.09419496791002e-10,7.940195227278365e-09,1.9457753933352741e-19,2.5251916193591568e-18,4.873554092684134e-14,4.8724369557928005e-14,5.902116801100497e-17,7.532216552604136e-19,7.53607131754155e-19,3.8593728644006386e-19,3.284669175778689e-17,8.025908705898691e-16,2.0613594172983918e-17
2.2461421668837034e-12,0.2339812029224454,3.76,0.0,0.6072536012839492,0.9999999993385025,6.79647346639921e-22,8.653254629481676e-17,6.613696845228471e-10,1.2826547935171246e-08,6.613699464520964e-10,1.2826421242317057e-08,5.071803569700216e-19,6.557694213950277e-18,1.2671196432263267e-13,1.2668255161112453e-13,1.534434991655696e-16,3.238305294484048e-18,3.2389028103742903e-18,1.6592529455341368e-18,8.551428908345126e-17,1.3174862650553513e-15,5.348339216171145e-17
3.9574885970180296e-12,0.23398120334847455,3.76,0.0,0.6072535910074406,0.9999999988343345,3.846872073521249e-21,2.697307560512331e-16,1.1652700057658617e-09,2.2599155730127186e-08,1.1652708136533951e-09,2.2598763040354764e-08,1.5801774085703184e-18,2.0275875313874048e-17,3.927437289784906e-13,3.926496787107188e-13,4.755270234065807e-16,1.8234846235892605e-17,1.8232030404846166e-17,9.3432860194136e-18,2.657719328841466e-16,2.3964355369819877e-15,1.6505990347796113e-16
7.38018145728668e-12,0.23398120420053278,3.76,0.0,0.6072535704544236,0.9999999978255574,2.5810169889802593e-20,9.482464151127496e-16,2.1730696409452307e-09,4.214437065950444e-08,2.173072419690773e-09,4.2143005717879356e-08,5.549483374047763e-18,7.01271021561809e-17,1.3650933226953824e-12,1.3647447960942008e-12,1.6523285972790738e-15,1.2108015305316523e-16,1.210078929943936e-16,6.20406972862748e-17,9.287770407024144e-16,4.75702944688188e-15,5.687610012826721e-16
1e-11,0.233981205052591,3.76,0.0,0.6072535547226081,0.9999999970530158,6.311649121070659e-20,1.7541275922989908e-15,2.9444649210104987e-09,5.7104788245088354e-08,2.9444699850632596e-09,5.7102282509961574e-08,1.0258370293277236e-17,1.2830437204471288e-16,2.5059691652171473e-12,2.505302005126268e-12,3.0326344453055185e-15,2.943165054511911e-16,2.9407410820133803e-16,1.508071731229699e-16,1.7111952075371685e-15,6.751838507767992e-15,1.037982053819335e-15
1.0802874317555331e-11,0.233981205052591,3.76,0.0,0.6072535499014077,0.9999999968161922,7.810720484398349e-20,2.0508379523379987e-15,3.180867955478183e-09,6.168958470825821e-08,3.180873854728912e-09,6.168666051623577e-08,1.1991478398458978e-17,1.4960874369995494e-16,2.924452601872073e-12,2.9236662934477708e-12,3.538891157426927e-15,3.6381391939085465e-16,3.6349907445405556e-16,1.8641779870840921e-16,1.9987029893180966e-15,7.395797482749844e-15,1.209592706609009e-15
1.4225567177823982e-11,0.23398120590464921,3.76,0.0,0.6072535293483926,0.9999999958062388,1.7423872040396334e-19,3.588565417410384e-15,4.188664980734799e-09,8.123479787654976e-08,4.188675118983418e-09,8.122972745234314e-08,2.096381307629993e-17,2.583659529971222e-16,5.0707680176767954e-12,5.069337824711064e-12,6.134630733982121e-15,8.061595825352329e-16,8.052670416775591e-16,4.130791147174202e-16,3.480509647566888e-15,1.0323794903151004e-14,2.082596636550437e-15
1.7648260038092632e-11,0.23398120675670736,3.76,0.0,0.6072535087953781,0.9999999947956971,3.284985409745005e-19,5.572862087625357e-15,5.196460749196206e-09,1.0078001016459825e-07,5.196476212677106e-09,1.007722065436148e-07,3.252540937798959e-17,3.960360005147399e-16,7.803984187451075e-12,7.801680543175e-12,9.438944181277462e-15,1.509853525127994e-15,1.5078281985653492e-15,7.736618278674981e-16,5.379224091635996e-15,1.3552449723400688e-14,3.182747352915819e-15
2.4493645758629934e-11,0.23398120846082343,3.76,0.0,0.6072534676893516,0.9999999927728491,8.663495033627505e-19,1.0923551706829186e-14,7.212048636460988e-09,1.3987043210108184e-07,7.212077889207877e-09,1.3985540125610041e-07,6.363099472974825e-17,7.567931083605316e-16,1.503091298382142e-11,1.502608732219934e-11,1.817105918716655e-14,3.930159824311553e-15,3.923084522603185e-15,2.0138857063164026e-15,1.0445448838603945e-14,2.0954099011977848e-14,6.046422940561116e-15
3.1339031479167235e-11,0.2339812101649393,3.76,0.0,0.6072534265833279,0.9999999907476483,1.812501111540847e-18,1.8194591062098045e-14,9.227631878710558e-09,1.7896085052043234e-07,9.227678886107255e-09,1.7893624479310294e-07,1.0576856419174612e-16,1.2290451005711959e-15,2.4604793258202446e-11,2.45962545599558e-11,2.97304077931795e-14,8.119760599970189e-15,8.101565463543455e-15,4.160790428953206e-15,1.7235908189569835e-14,2.9692382001689214e-14,9.762102226201246e-15
3.8184417199704536e-11,0.23398121186905507,3.76,0.0,0.6072533854773068,0.9999999887200951,3.29988446271687e-18,2.748248925946221e-14,1.1243210752034254e-08,2.1805126542640555e-07,1.124327920525464e-08,2.1801473730135705e-07,1.5941166107589057e-16,1.809874568927661e-15,3.652515418754839e-11,3.651151691615111e-11,4.4111914904290356e-14,1.459969788948754e-14,1.4560549667192306e-14,7.481428498086888e-15,2.5789571122992687e-14,3.9863752767708363e-14,1.429083098866908e-14
5.187518864077914e-11,0.23398121527728624,3.76,0.0,0.6072533032652706,0.9999999846579306,8.469960709499561e-18,5.248434439938346e-14,1.5274356474526547e-08,2.962320847212531e-07,1.5274477817600016e-08,2.961646698025285e-07,3.0295615872497033e-16,3.2865255537274745e-15,6.74034715511898e-11,6.737473819750499e-11,8.13217289751584e-14,3.6457428497549895e-14,3.632381163345104e-14,1.8682915600561632e-14,4.832399706473082e-14,6.488097898663695e-14,2.5650007939537205e-14
6.556596008185374e-11,0.23398121868551702,3.76,0.0,0.6072532210532413,0.9999999805863561,1.7538621088344882e-17,8.667635282013951e-14,1.9305487962206733e-08,3.744128900352189e-07,1.9305673740782623e-08,3.743051998959757e-07,4.976901067962662e-16,5.1656176140815475e-15,1.076621848705459e-10,1.0761059903100603e-10,1.297613763033831e-13,7.353677000037206e-14,7.319663546410295e-14,3.768605381465828e-14,7.831713973911972e-14,9.67524732432049e-14,3.985566187250359e-14
7.925673152292834e-11,0.2339812220937478,3.76,0.0,0.6072531388412169,0.999999976505372,3.1757628897022607e-17,1.3080061000500717e-13,2.333660737360361e-08,4.5259368143259345e-07,2.3336866989232292e-08,4.5243632871054954e-07,7.468465348956551e-16,7.427192207609166e-15,1.5729761552171635e-10,1.5721398215662805e-10,1.8939212507595787e-13,1.2984279800543397e-13,1.2911974745927544e-13,6.654433689038097e-14,1.1601300304927488e-13,1.362197107483365e-13,5.6663914181985235e-14
9.294750296400295e-11,0.23398122550197856,3.76,0.0,0.6072530566291949,0.9999999724149787,5.2478376410710917e-17,1.8559837535430071e-13,2.7367716880378437e-08,5.307744589930869e-07,2.7368057577354223e-08,5.305580573741549e-07,1.0534879522273774e-15,1.0052324828119128e-14,2.1630606633244644e-10,2.1617977551753013e-10,2.601754150220233e-13,2.0937546740843017e-13,2.0801333306333547e-13,1.0730895596925895e-13,1.6163380446235921e-13,1.8402324461588068e-13,7.585267773527542e-14
9.999999999999999e-11,0.233981232318441,3.76,0.0,0.6072530142794968,0.9999999703042315,6.618657513260314e-17,2.1823411463562873e-13,2.9444250324807257e-08,5.710475459360191e-07,2.944463490155786e-08,5.707970639872646e-07,1.2347996783526164e-15,1.1540789796135871e-14,2.503594874598131e-10,2.5020662946150417e-10,3.0097749545066513e-13,2.6071793820898445e-13,2.588921730019514e-13,1.336257128517804e-13,1.8828963579669622e-13,2.121437038665992e-13,8.660372235873976e-14
1.2032904584615215e-10,0.233981232318441,3.76,0.0,0.6072528922051499,0.9999999642059659,1.1950281906324013e-16,3.3018088002628803e-13,3.542991497332467e-08,6.871359730244228e-07,3.5430430830214345e-08,6.867733187644099e-07,1.8504631722863078e-15,1.632370354157582e-14,3.624271018623243e-10,3.6217813157862377e-10,4.350461462592386e-13,4.5412423081886917e-13,4.502941940926356e-13,2.327659458029389e-13,2.7741609376379026e-13,3.0760224990471303e-13,1.2060642276080485e-13
1.4771058872830136e-10,0.23398123913490584,3.76,0.0,0.607252727781089,0.9999999559593213,2.3135999601829156e-16,5.26355347281272e-13,4.349209991372393e-08,8.434974330609341e-07,4.349279361449847e-08,8.429509930984402e-07,2.9102755804734933e-15,2.3845573568381094e-14,5.459953493819772e-10,5.455647516114271e-10,6.540674421162571e-13,8.397790037489867e-13,8.311029742192189e-13,4.3047064901067513e-13,4.271054455317896e-13,4.734136583527549e-13,1.726766029686672e-13
1.7509213161045056e-10,0.2339812459513745,3.76,0.0,0.6072525633569945,0.9999999476750482,4.023316893650979e-16,7.800503546535564e-13,5.155428959905397e-08,9.998588402661982e-07,5.15551460451934e-08,9.990910894086011e-07,4.252498996724495e-15,3.2496400602399555e-14,7.669806355101322e-10,7.66298733243397e-10,9.169352445291205e-13,1.3983112783459812e-12,1.3812471023744839e-12,7.168288228558797e-13,6.119124200082148e-13,6.873774189653388e-13,2.308538829788591e-13
2.0247367449259977e-10,0.23398125276784865,3.76,0.0,0.6072523989328491,0.9999999393531496,6.482961980842222e-16,1.0971899748192637e-12,5.961650215512956e-08,1.156220196043663e-06,5.961748823711518e-08,1.1551936167257284e-06,5.89471506673078e-15,4.2166728289929014e-14,1.0253525894872834e-09,1.0243391988242525e-09,1.2233477174556527e-12,2.1616592515547464e-12,2.13126083621987e-12,1.1082339291749672e-12,8.32841930342846e-13,9.554076040683894e-13,2.941346598345826e-13
2.2985521737474897e-10,0.23398125958432936,3.76,0.0,0.607252234508634,0.999999930993629,9.867186635737444e-16,1.4836932694048368e-12,6.767875593136347e-08,1.3125815020333313e-06,6.767982030491242e-08,1.3112585840783899e-06,7.852718638032141e-15,5.2757933556265104e-14,1.3210806826421626e-09,1.3196452997266683e-09,1.5730052479474287e-12,3.1617253153482056e-12,3.1114060679254135e-12,1.6210657314352182e-12,1.0907290117896025e-12,1.2834119114800237e-12,3.616852945701029e-13
2.572367602568982e-10,0.2339812664008184,3.76,0.0,0.6072520700843316,0.9999999225964896,1.4364454634162842e-15,1.94547485253912e-12,7.574106946995475e-08,1.468942760079503e-06,7.574214236309537e-08,1.46728600049308e-06,1.0140899181636963e-14,6.417991429961476e-14,1.654134274785308e-09,1.6521762137795851e-09,1.965610150953446e-12,4.430380356205009e-12,4.351708882273472e-12,2.27169183134654e-12,1.386285595407382e-12,1.677292404987371e-12,4.327953284478597e-13
2.846183031390474e-10,0.23398127321731707,3.76,0.0,0.607251905659923,0.9999999141617348,2.018107996406035e-15,2.4884436100018418e-12,8.38034615604255e-08,1.6253039722886118e-06,8.380445452600446e-08,1.6232758749936801e-06,1.2771987104698737e-14,7.635262775117695e-14,2.0244826058873393e-09,2.0218911535123097e-09,2.4008672183904792e-12,5.999454767993259e-12,5.881892731272691e-12,3.0764641657281216e-12,1.7200881472335406e-12,2.1429438870073146e-12,5.068898672915693e-13
3.1199984602119664e-10,0.23398128003382668,3.76,0.0,0.6072517412353897,0.9999999056893679,2.7539255284260744e-15,3.118503358912397e-12,9.186595121030277e-08,1.7816651409981826e-06,9.186675690783783e-08,1.779228216601817e-06,1.575739835933925e-14,8.920400126975474e-14,2.432094832695276e-09,2.4287493628049115e-09,2.8784834293333638e-12,7.900743185259086e-12,7.731414209750213e-12,4.051720810005077e-12,2.092615376096411e-12,2.6862547280220455e-12,5.834918640966883e-13
3.3938138890334587e-10,0.23398128685034883,3.76,0.0,0.6072515768107126,0.9999998971793922,3.667665836760175e-15,3.841552979630003e-12,9.992855763755119e-08,1.9380262687689123e-06,9.992904962266226e-08,1.9351430343369607e-06,1.9107420985783963e-14,1.0266880152226544e-13,2.8769400514717704e-09,2.8727101167171292e-09,3.398167880107403e-12,1.0166005505366976e-11,9.929471998911198e-12,5.2137863376739665e-12,2.504270621407665e-12,3.313107032706167e-12,6.621997304975442e-13
3.667629317854951e-10,0.23398129366688472,3.76,0.0,0.6072514123858728,0.9999998886318107,4.784599079480616e-15,4.663486557445146e-12,1.0799130026240831e-07,2.094387358376128e-06,1.0799133278442186e-07,2.0910203372164922e-06,2.2831364252404522e-14,1.1668773038480627e-13,3.3589873135596845e-09,3.3537327210945228e-09,3.959631708429559e-12,1.2826967962778068e-11,1.2505016479761325e-11,6.578972206416577e-12,2.9553972703789597e-12,4.029376821588532e-12,7.426719181772393e-13
