Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6)
0.0493337855818633,0.45127788377058153,3.76,0.0,0.6508393968838423,0.9884757190653869,0.01148154554037019,4.0536232681405175e-07,1.95185519035869e-05,2.4668739509888864e-05,1.2604888048250948e-05,3.3048826253429514e-10,3.39689131798085e-13,1.644801888796327e-17,5.24737972128402e-10,1.5761871505155373e-10,2.0032051447396118e-05,1.2334126541948556e-05,2.0206914146346276e-12,8.392752801037738e-06,0.011476668299232546,2.1930406875594142e-10
0.04996405379902462,0.4512778964523483,3.76,0.0,0.6505901776155268,0.9882266680542917,0.011730383368913997,4.0845517683588485e-07,1.9664896424114453e-05,2.4982178446933034e-05,1.2548058788806835e-05,3.305101797898886e-10,3.396263194693518e-13,1.6444973844148682e-17,5.25112668139458e-10,1.5758944680906481e-10,2.017716732892327e-05,1.2490846014233269e-05,2.0208028638088898e-12,8.498610909468094e-06,0.011725439387680971,2.1952231693389756e-10
0.05059432201618594,0.4512779091984613,3.76,0.0,0.6503391700683843,0.9879758295037306,0.011981011205039506,4.115334509033471e-07,1.9810478590073037e-05,2.5295558943762315e-05,1.2489713829965949e-05,3.305322113074292e-10,3.3956256268674176e-13,1.644188908149685e-17,5.254877676480353e-10,1.5755994502046725e-10,2.032138857271998e-05,1.2647536266470918e-05,2.0209148507703443e-12,8.604363117131017e-06,0.01197600044116912,2.197411609731643e-10
0.05122459023334726,0.45127792200461775,3.76,0.0,0.6500863848984275,0.9877232140156139,0.012233418292504957,4.145981642174582e-07,1.9955347402789822e-05,2.5608880537573505e-05,1.2429956376952382e-05,3.305543607096897e-10,3.394984243644824e-13,1.6438784236098036e-17,5.258634574841016e-10,1.57530211315606e-10,2.046476542065763e-05,1.2804197067257007e-05,2.0210273933277783e-12,8.71000815206697e-06,0.012228340704671986,2.1996066930370138e-10
0.05185485845050858,0.45127793486674395,3.76,0.0,0.6498318321560794,0.987468831588435,0.01248759448457654,4.1765030401849436e-07,2.0099550020398325e-05,2.5922142766905618e-05,1.2368885600272075e-05,3.305766351200871e-10,3.3943416045750227e-13,1.643566821605989e-17,5.262399819310574e-10,1.575002460325553e-10,2.0607346103649498e-05,1.2960828185857199e-05,2.0211405230791734e-12,8.815544782870136e-06,0.012482450032608824,2.201809508024409e-10
0.0524851266676699,0.4512779477807707,3.76,0.0,0.6495755213100871,0.9872126916409976,0.01274353022001599,4.2069081078981255e-07,2.0243131670686923e-05,2.6235345171532784e-05,1.2306596736821195e-05,3.305990168945701e-10,3.3936898073864296e-13,1.6432513523930214e-17,5.266175364136813e-10,1.5747004897575965e-10,2.0749177042802552e-05,1.3117429392167827e-05,2.0212541525429156e-12,8.920971816863086e-06,0.012738318864813022,2.2040211094788875e-10
0.05311539488483122,0.4512779607428661,3.76,0.0,0.649317461270893,0.9869548030358931,0.013001216499608538,4.2372058272614047e-07,2.0386135864786003e-05,2.6548487292284713e-05,1.2243181196871023e-05,3.3062150742311334e-10,3.393032348409207e-13,1.6429332378869227e-17,5.269962603947295e-10,1.5743962175028206e-10,2.0890302733238524e-05,1.3274000456602084e-05,2.0213682898287082e-12,9.026288099350374e-06,0.012995938203066302,2.2062419145353463e-10
0.05374566310199254,0.45127797374948625,3.76,0.0,0.6490576604135265,0.9866951741023583,0.013260644863188441,4.2674050098146145e-07,2.0528604445495975e-05,2.6861568670926815e-05,1.2178726649870747e-05,3.306441237045825e-10,3.3923748777022077e-13,1.6426144436977985e-17,5.273763945002576e-10,1.574089646239699e-10,2.1030765749686943e-05,1.3430541150033792e-05,2.0214830132828886e-12,9.131492511074288e-06,0.013255299588150315,2.208472910918267e-10
0.05437593131915386,0.4512779867970139,3.76,0.0,0.648796126599748,0.9864338126581376,0.013521807367399805,4.297514029663875e-07,2.06705774104839e-05,2.71745888500973e-05,1.2113317126711062e-05,3.3066684218917805e-10,3.3917093234043714e-13,1.6422921593157133e-17,5.277581415012685e-10,1.573780769049785e-10,2.117060704632768e-05,1.3587051243794527e-05,2.0215982064779664e-12,9.23658396599467e-06,0.013516395077581454,2.210715387382844e-10
0.05500619953631518,0.4512779998820277,3.76,0.0,0.6485328671995783,0.9861707260311567,0.013784696564050854,4.3275407461339856e-07,2.0812093173140955e-05,2.7487547373127492e-05,1.2047033138071382e-05,3.3068965679806466e-10,3.391036038435785e-13,1.6419665135288714e-17,5.28141575861384e-10,1.573469601836814e-10,2.1309865818359484e-05,1.3743530509552165e-05,2.0217138437872614e-12,9.34156141154139e-06,0.01377921722395943,2.212969433213936e-10
0.0556364677534765,0.4512780130014934,3.76,0.0,0.6482678891124385,0.9859059210807054,0.014049305478892724,4.35749298552822e-07,2.0953188687721783e-05,2.7800443783909792e-05,1.197995175865577e-05,3.307126002793035e-10,3.3903632923796236e-13,1.6416403831639034e-17,5.285269273998118e-10,1.5731561472071644e-10,2.1448579406537684e-05,1.3899978719236062e-05,2.0218300777292228e-12,9.446423826218095e-06,0.014043759053795147,2.2152357517398615e-10
0.056203709148921685,0.45127802483578805,3.76,0.0,0.6480279446958975,0.9856661327660329,0.014288918462837375,4.3843924884734765e-07,2.107984442794225e-05,2.8081997071127682e-05,1.1918957759795338e-05,3.307333292432344e-10,3.3897516985720813e-13,1.6413441580107983e-17,5.288755716969153e-10,1.5728720730294738e-10,2.1572985250232012e-05,1.4040755366767306e-05,2.021935049671476e-12,9.540700826668127e-06,0.01428331163211248,2.217287420702895e-10
0.05677095054436687,0.45127803669319744,3.76,0.0,0.6477866177747523,0.9854249621829936,0.014529914678655793,4.411242715751816e-07,2.1206212909488332e-05,2.8363499346596613e-05,1.1857429165685654e-05,3.307541225099246e-10,3.389131668289087e-13,1.6410444538939007e-17,5.292259785728668e-10,1.572586145545101e-10,2.169700371399006e-05,1.418150650848514e-05,2.0220403130572393e-12,9.634883142964372e-06,0.014524247415178302,2.2193504777122906e-10
0.05733819193981206,0.45127804857180587,3.76,0.0,0.6475439124805186,0.9851824134375161,0.014772289946840546,4.438048729005857e-07,2.1332318041178376e-05,2.8644950278607386e-05,1.1795415435615995e-05,3.307750389527412e-10,3.388514034542879e-13,1.6407450408239063e-17,5.295782852664869e-10,1.5722983708082396e-10,2.182065861338341e-05,1.432223197850484e-05,2.022146144981612e-12,9.728970088361655e-06,0.014766562223919028,2.2214246396965878e-10
0.057905433335257245,0.45127806046949165,3.76,0.0,0.647299832684674,0.9849384903761684,0.01501604034987284,4.464815303497323e-07,2.145818241493521e-05,2.8926349535709157e-05,1.1732964027025802e-05,3.3079602204110465e-10,3.3878920593710274e-13,1.640443572874356e-17,5.299326291373583e-10,1.5720087433287794e-10,2.1943973173647858e-05,1.4462931611129724e-05,2.022252275777543e-12,9.8229609931421e-06,0.01501025214120512,2.2235115268214998e-10
0.058415950591157915,0.45127807119215024,3.76,0.0,0.6470789886681798,0.9847177875599235,0.015236588417726049,4.488875241123503e-07,2.1571272598882036e-05,2.9179564411134776e-05,1.1676421203725643e-05,3.308149613175907e-10,3.3873251965225245e-13,1.6401693212846597e-17,5.3025333116791e-10,1.5717464930893467e-10,2.205468356799395e-05,1.458953905256163e-05,2.0223480372171776e-12,9.907470152144447e-06,0.015230745749686832,2.2254008023730492e-10
0.058926467847058586,0.4512780819274895,3.76,0.0,0.6468570367169277,0.984495976923751,0.015458244866565945,4.512910158230793e-07,2.168420100281868e-05,2.9432736919796488e-05,1.161959262940943e-05,3.308340063278968e-10,3.386758315710395e-13,1.639894623636206e-17,5.305758021215786e-10,1.5714827451805698e-10,2.2165151479426e-05,1.471612531063385e-05,2.0224442836979484e-12,9.99190052269358e-06,0.015452347718372662,2.227299952262176e-10
0.05943698510295926,0.45127809267413066,3.76,0.0,0.6466339791547504,0.9842730607753413,0.015681007342827773,4.53692323918172e-07,2.179698220373546e-05,2.968586682015952e-05,1.1562508975080056e-05,3.308531020212442e-10,3.386190443849232e-13,1.6396191404849033e-17,5.309001928982745e-10,1.5712174992647162e-10,2.227539196172436e-05,1.4842690264606439e-05,2.022540752809397e-12,1.0076251647995702e-05,0.015675055693920477,2.2292107091612872e-10
0.05994750235885993,0.4512781034307768,3.76,0.0,0.6464098181604535,0.9840490412780559,0.015904873639110553,4.560917309941909e-07,2.190963031460946e-05,2.9938953870644815e-05,1.1505199745746033e-05,3.308722025571064e-10,3.385612453720646e-13,1.6393396957694706e-17,5.312264884972088e-10,1.5709507493012646e-10,2.238541943985498e-05,1.4969233793713457e-05,2.022637232850086e-12,1.0160523080756609e-05,0.01589886746910683,2.2311337099961333e-10
0.0604580196147606,0.4512781141964153,3.76,0.0,0.646184555773489,0.9838239204569423,0.016129841688479703,4.584895333792029e-07,2.202215935496585e-05,3.019199782945094e-05,1.1447693307981134e-05,3.3089141600022383e-10,3.3850326764740893e-13,1.6390591883335854e-17,5.315547492009878e-10,1.5706824972450066e-10,2.2495247315859328e-05,1.5095755776999888e-05,2.0227342275955464e-12,1.0244714382654185e-05,0.016123780977179498,2.2330673171820195e-10
0.0609174851450712,0.4512781238921669,3.76,0.0,0.645980879512242,0.9836203716519762,0.016333253332207975,4.606464202424567e-07,2.2123344443913666e-05,3.041970034919631e-05,1.1395791451350954e-05,3.309087652818243e-10,3.3845113719378857e-13,1.6388065278433658e-17,5.318519828828974e-10,1.5704397918623112e-10,2.2593932791260342e-05,1.5209607040403045e-05,2.022821777319266e-12,1.0320417686913854e-05,0.01632714351660568,2.234817905085928e-10
0.0613769506753818,0.4512781335933565,3.76,0.0,0.6457763139688865,0.9834159335990207,0.016537554510065472,4.628024278285975e-07,2.2224452765222947e-05,3.064736759257601e-05,1.1343771079355753e-05,3.309261242848084e-10,3.3839862108409837e-13,1.6385521685292433e-17,5.321509483130192e-10,1.5701958711549558e-10,2.269247678751197e-05,1.5323440665679472e-05,2.0229093616192497e-12,1.039605542854236e-05,0.016531395574025453,2.2365792189954471e-10
0.0618364162056924,0.45127814329931715,3.76,0.0,0.6455708603616314,0.9832106075069545,0.016742743985999457,4.649577376312802e-07,2.232549347508756e-05,3.0874999383091707e-05,1.1291650628438113e-05,3.3094356058312364e-10,3.3834561969857413e-13,1.638295761527322e-17,5.324516082975026e-10,1.5699507249025028e-10,2.27908879990922e-05,1.5437256564546956e-05,2.0229972952743517e-12,1.0471627305019792e-05,0.016736535913467177,2.238349841757417e-10
0.062295881736003,0.45127815300934443,3.76,0.0,0.6453645198309477,0.9830043945071003,0.016948820602349285,4.671125433158155e-07,2.2426475247472925e-05,3.11025955441718e-05,1.1239447867639141e-05,3.3096110516708544e-10,3.3829259830825853e-13,1.6380389268593984e-17,5.327540650173994e-10,1.5697043598204883e-10,2.288917494230129e-05,1.5551054648703684e-05,2.0230857179386414e-12,1.0547133018253304e-05,0.01694256337735838,2.2401296277996716e-10
0.0627553472663136,0.4512781627225363,3.76,0.0,0.6451572934413861,0.9827972956547638,0.017155783278011108,4.6926702897715953e-07,2.2527406010730254e-05,3.133015589927929e-05,1.118717991511672e-05,3.3097863669476626e-10,3.3823951312445775e-13,1.637781515612395e-17,5.330584723099665e-10,1.5694567904098644e-10,2.2987346256069087e-05,1.566483482994087e-05,2.0231740660904413e-12,1.062257227444402e-05,0.01714947688466899,2.2419215245088225e-10
0.0632148127966242,0.4512781724382821,3.76,0.0,0.6449491821849672,0.9825893119336133,0.01736363100502701,4.714213401025237e-07,2.2628293957758696e-05,3.155768027159551e-05,1.113486325897452e-05,3.309961867924439e-10,3.3818579813798443e-13,1.6375215525924826e-17,5.333646944888683e-10,1.5692079909645475e-10,2.3085409743055024e-05,1.5778597019834964e-05,2.0232624927488615e-12,1.069794478480148e-05,0.017357275427471244,2.243724457020818e-10
0.06362833177390374,0.4512781811841697,3.76,0.0,0.6447611262531078,0.9824013707751902,0.017551449905512224,4.7336021867260964e-07,2.2719063020350342e-05,3.1762421295083683e-05,1.1087749727348946e-05,3.3101206278269643e-10,3.381372622301204e-13,1.6372866091679638e-17,5.336419286757955e-10,1.568983025273867e-10,2.317358085226459e-05,1.5880967534953584e-05,2.0233424378413476e-12,1.0765722741367004e-05,0.017545050048650424,2.245355565426533e-10
0.06404185075118328,0.4512781899311273,3.76,0.0,0.6445723549433823,0.9822127142249995,0.017739984310208116,4.752992188093665e-07,2.280980909536814e-05,3.196713290001866e-05,1.1040620661349986e-05,3.310279872445115e-10,3.380886318919262e-13,1.6370510473822535e-17,5.339207772031851e-10,1.5687570736463402e-10,2.3261676087507288e-05,1.598332334082082e-05,2.0234225945566242e-12,1.0833446199018224e-05,0.017733540161266586,2.2469955208922953e-10
0.06445536972846282,0.4512781986787127,3.76,0.0,0.644382868847257,0.9820233428688059,0.01792923361716811,4.772384464889292e-07,2.290053738417418e-05,3.2171814957260456e-05,1.0993486918200184e-05,3.310439168663895e-10,3.380397589095633e-13,1.6368143510024747e-17,5.342012434712393e-10,1.5685301333004758e-10,2.3349700778714385e-05,1.6085664372888453e-05,2.0235027670656496e-12,1.0901114955124407e-05,0.017922745163386485,2.24864524762862e-10
0.06486888870574235,0.4512782074264811,3.76,0.0,0.6441926685086489,0.981833257245246,0.018119197272442756,4.791780082925336e-07,2.2991253056023433e-05,3.2376467337446875e-05,1.0946358898909408e-05,3.310598804488439e-10,3.379906053753161e-13,1.636576386376258e-17,5.344833288200467e-10,1.5683021977520846e-10,2.34376598436287e-05,1.6187990566461392e-05,2.023583086620959e-12,1.0968728810023945e-05,0.018112664501071307,2.250304214043635e-10
0.06528240768302189,0.45127821617408553,3.76,0.0,0.6440017544335473,0.9816424578551871,0.01830987476033533,4.811180155837599e-07,2.3081961105690813e-05,3.258108991110231e-05,1.0899246671558188e-05,3.310759123528908e-10,3.379412714814286e-13,1.6363375020613908e-17,5.347670837546116e-10,1.5680732676121616e-10,2.3525558046183247e-05,1.629030185678464e-05,2.0236637062585883e-12,1.1036287566153477e-05,0.01830329765863716,2.2519719001922608e-10
0.06569592666030143,0.45127822492105524,3.76,0.0,0.6438101270960357,0.9814509451675718,0.018501265597350262,4.830585713504398e-07,2.317266621100728e-05,3.2785682548716086e-05,1.0852160004158837e-05,3.310919737488334e-10,3.3789176949290634e-13,1.6360977424586314e-17,5.350525561582282e-10,1.5678433490217263e-10,2.361340018342641e-05,1.639259817912188e-05,2.023744449561992e-12,1.1103791027804796e-05,0.01849464415259083,2.2536492671353403e-10
0.06610944563758096,0.45127823366695946,3.76,0.0,0.6436177869198817,0.9812587196013427,0.018693369350781825,4.849997672571267e-07,2.3263372883191356e-05,3.299024512057455e-05,1.08051081810301e-05,3.3110803707195616e-10,3.37842024347725e-13,1.6358568455938337e-17,5.353397442720168e-10,1.5676124385647985e-10,2.3701190759570926e-05,1.6494879468630217e-05,2.023825194064896e-12,1.1171239002298072e-05,0.01868670355021421,2.2553369456254844e-10
0.0665229646148605,0.4512782424115326,3.76,0.0,0.643424734298896,0.9810657815458464,0.018886185618144688,4.869416973428792e-07,2.335408572598061e-05,3.3194777496763756e-05,1.0758100216834859e-05,3.3112416668413444e-10,3.377920256939672e-13,1.635614771302386e-17,5.356286362768732e-10,1.567380521848351e-10,2.3788933922357834e-05,1.659714566032137e-05,2.023906229594905e-12,1.1238631298888309e-05,0.018879475449009822,2.2570336552493006e-10
0.06693648359214004,0.4512782511543739,3.76,0.0,0.6432309695840851,0.9808721313477164,0.01907971404019325,4.888844617732285e-07,2.344480899218027e-05,3.3399279547193204e-05,1.0711144683403158e-05,3.3114039266444536e-10,3.3774186468804317e-13,1.6353718377417656e-17,5.359193033871643e-10,1.5671476032459868e-10,2.387663373210357e-05,1.6699396689134846e-05,2.0239876857542854e-12,1.1305967729081937e-05,0.019072959489723044,2.2587389375082523e-10
0.06735000256941957,0.45127825989505094,3.76,0.0,0.6430364931005064,0.9806777693273603,0.019273954283857118,4.908281446907519e-07,2.3535546429135935e-05,3.3603751141838667e-05,1.0664249921967207e-05,3.311565649265924e-10,3.376915016375408e-13,1.6351279145650495e-17,5.362118075646431e-10,1.5669137088778235e-10,2.3964294546026695e-05,1.6801632490131938e-05,2.024068891865853e-12,1.1373248105960094e-05,0.019267155339257,2.2604560741692546e-10
0.06776352154669911,0.45127826863329956,3.76,0.0,0.6428413051454038,0.9804826957781361,0.01946890604414131,4.927728253540718e-07,2.362630228218502e-05,3.380819215030109e-05,1.061742400680926e-05,3.3117276958315473e-10,3.376408863037856e-13,1.634882817250613e-17,5.36506086990694e-10,1.5666788050550696e-10,2.4051919969084216e-05,1.6903852998071998e-05,2.024150235984612e-12,1.1440472244230822e-05,0.019462062692583,2.2621833393980723e-10
0.06817704052397865,0.4512782773688398,3.76,0.0,0.6426454059808534,0.980286910958269,0.019664569051575195,4.947185934700155e-07,2.3717080467853653e-05,3.4012602442004397e-05,1.057067464847257e-05,3.3118906456028453e-10,3.375900614539193e-13,1.6346366945436923e-17,5.368021863171842e-10,1.566442892030523e-10,2.4139513569792887e-05,1.7006058147638095e-05,2.0242319715575438e-12,1.1507639960625263e-05,0.019657681280204783,2.263919539597263e-10
0.06859055950125818,0.4512782861012972,3.76,0.0,0.6424487958390461,0.9800904150960285,0.019860943066891443,4.966655281302391e-07,2.3807884510960898e-05,3.4216981886295244e-05,1.0524009234479607e-05,3.3120539336021974e-10,3.37539031588044e-13,1.6343895657490576e-17,5.371001501522086e-10,1.5662059822145984e-10,2.422707900330968e-05,1.7108247873531067e-05,2.024313847204186e-12,1.15747510735454e-05,0.019854010862816757,2.2656659832961637e-10
0.06900407847853772,0.4512782948303605,3.76,0.0,0.6422514749316339,0.9798932083992937,0.020058027871542403,4.986137022456324e-07,2.3898717902010842e-05,3.4421330352398074e-05,1.0477434968392162e-05,3.312217092231647e-10,3.3748777796133117e-13,1.634141365713254e-17,5.373999879801661e-10,1.5659680756312303e-10,2.431461978642536e-05,1.7210422110386412e-05,2.024395658222898e-12,1.1641805402607965e-05,0.020051051221825485,2.2674238420206065e-10
0.06941759745581726,0.45127830355577286,3.76,0.0,0.6420534434402767,0.9796952910463353,0.02025582327729707,5.005631912038762e-07,2.3989584184972295e-05,3.46256477092266e-05,1.0430958723012329e-05,3.312380656656268e-10,3.3743630083328017e-13,1.633892091082135e-17,5.37701702451988e-10,1.5657291579067805e-10,2.4402139057341997e-05,1.731258079263507e-05,2.0244776399925845e-12,1.1708802769130125e-05,0.020248802168954284,2.269192063399562e-10
0.0698311164330968,0.45127831227731063,3.76,0.0,0.6418547015217323,0.979496663190585,0.020454329121072656,5.025140709952413e-07,2.4080486717233306e-05,3.4829933825538545e-05,1.038458712051568e-05,3.312544984527706e-10,3.3738461290072014e-13,1.633641785656139e-17,5.38005325174935e-10,1.5654892278977957e-10,2.448963989579945e-05,1.7414723854638145e-05,2.02455994625976e-12,1.17757429957206e-05,0.020447263541073516,2.2709698667033295e-10
0.07024463541037633,0.45127832099463455,3.76,0.0,0.6416552493065696,0.9792973249592657,0.02065354526626129,5.044664094166567e-07,2.417142854752002e-05,3.503418856997276e-05,1.0338326493306784e-05,3.312709555657331e-10,3.3733271287553196e-13,1.6333904483713822e-17,5.383108891207485e-10,1.5652482970795786e-10,2.4577125414958697e-05,1.751685123074039e-05,2.024642348545755e-12,1.1842625906400405e-05,0.020646435201518504,2.272758455532672e-10
0.07065815438765587,0.45127832970748827,3.76,0.0,0.6414550869069356,0.9790972764613598,0.020853471594864625,5.064202692910644e-07,2.4262412714690574e-05,3.5238411811001305e-05,1.029218298193723e-05,3.3128740771331606e-10,3.3728059030643887e-13,1.6331380415838963e-17,5.38618394354743e-10,1.5650063610285177e-10,2.466459855575945e-05,1.761896285519264e-05,2.024724722248021e-12,1.1909451326301917e-05,0.020846317032227817,2.2745586960420417e-10
0.0710716733649354,0.45127833841565496,3.76,0.0,0.6412542144046284,0.9788965177758222,0.021054108019569053,5.083757161032483e-07,2.435344223954047e-05,3.5442603416748125e-05,1.0246162386259102e-05,3.3130390555834335e-10,3.3722824539885476e-13,1.6328845616423603e-17,5.389278461315591e-10,1.564763405065434e-10,2.4752061941910903e-05,1.772105866203238e-05,2.024807287075105e-12,1.1976219082238257e-05,0.021046908945825078,2.2763695720362684e-10
0.07148519234221494,0.45127834711894693,3.76,0.0,0.6410526318630448,0.9786950489632411,0.02125545447165748,5.103328188365044e-07,2.4444519979271424e-05,3.564676325517798e-05,1.020027030736221e-05,3.3132049081405296e-10,3.371756900666209e-13,1.6326300510694972e-17,5.392392917686256e-10,1.5645194328704902e-10,2.483951816295238e-05,1.7823138585221036e-05,2.024890216633789e-12,1.20429290018137e-05,0.02124821087353249,2.278189990989751e-10
0.07189871131949448,0.45127835581703485,3.76,0.0,0.6408503393194905,0.9784928700580633,0.02145751090881813,5.122916328462557e-07,2.4535648424157424e-05,3.585089119410963e-05,1.0154512028237997e-05,3.3133707518784715e-10,3.3712292142464726e-13,1.6323745058891413e-17,5.395527624047726e-10,1.5642744647123713e-10,2.4926969877094342e-05,1.792520255871092e-05,2.0249731291164306e-12,1.210958091403552e-05,0.02145022277296224,2.2800219704100053e-10
0.07231223029677401,0.4512783645097356,3.76,0.0,0.6406473367980157,0.9782899810816902,0.02166027730211813,5.14252203450356e-07,2.4626830148245556e-05,3.605498710120541e-05,1.0108892705678216e-05,3.3135359841799563e-10,3.3706992246089783e-13,1.6321178627962873e-17,5.398682142880307e-10,1.5640284866562452e-10,2.5014419546154357e-05,1.802725051636393e-05,2.0250557775811535e-12,1.2176174648881777e-05,0.021652944615094514,2.281867425589214e-10
0.07272574927405355,0.45127837319694164,3.76,0.0,0.6404436243011304,0.9780863820345245,0.021863753644439723,5.162145995179828e-07,2.471806798817399e-05,3.6259050843601105e-05,1.0063417216979986e-05,3.3137026929843724e-10,3.3701670329478107e-13,1.6318601439792004e-17,5.401856654111148e-10,1.563781455171603e-10,2.5101869072683297e-05,1.8129282391646154e-05,2.0251390503580915e-12,1.2242710037209633e-05,0.02185637639274593,2.283721565160025e-10
0.07306455466220288,0.4512783803102669,3.76,0.0,0.6402761889165803,0.9779190395289094,0.02203099551950848,5.178238331475819e-07,2.4792864453099312e-05,3.642622078669648e-05,1.0026268589586197e-05,3.3138394082891823e-10,3.369729422954024e-13,1.63164822498925e-17,5.404473127988765e-10,1.5635783183095745e-10,2.5173520076639985e-05,1.821286736657094e-05,2.0252073214626236e-12,1.229718037182468e-05,0.02202358174485893,2.2852490308974038e-10
0.07340336005035221,0.451278387419563,3.76,0.0,0.6401082769069815,0.9777512203311768,0.0221987139966396,5.194343509945019e-07,2.4867701229421278e-05,3.65933689756921e-05,9.989222113800155e-06,3.3139760143477426e-10,3.3692903251656564e-13,1.631435587414611e-17,5.407103353949952e-10,1.5633744974303263e-10,2.524517380386028e-05,1.8296441464485552e-05,2.0252755385637364e-12,1.2351611334011653e-05,0.022191263689863155,2.2867848822986792e-10
0.07374216543850154,0.4512783945248956,3.76,0.0,0.6399398882489717,0.9775829244168871,0.022366909096956652,5.210461821083244e-07,2.4942579659503193e-05,3.6760495337244644e-05,9.952280172550627e-06,3.3141131147547105e-10,3.368849717117286e-13,1.6312222177022356e-17,5.40974725479941e-10,1.563169973172335e-10,2.5316831233783238e-05,1.8380004648689264e-05,2.025343960805386e-12,1.2406002831971651e-05,0.022359422248835487,2.288327876029182e-10
0.07408097082665087,0.4512784016260399,3.76,0.0,0.6397710229118927,0.9774141517541394,0.022535580848971722,5.226593552814097e-07,2.5017500829343148e-05,3.692759979799258e-05,9.915445055585907e-06,3.3142504117012136e-10,3.3684076480076394e-13,1.631008141741382e-17,5.412405233127865e-10,1.562964774648313e-10,2.5388493510961353e-05,1.846355688251466e-05,2.025412459426861e-12,1.2460354774302178e-05,0.02252805745024061,2.2898784050158989e-10
0.0744197762148002,0.45127840872284886,3.76,0.0,0.6396016808580717,0.9772449023041229,0.022704729288301854,5.242738931724277e-07,2.5092465836357386e-05,3.7094682284466806e-05,9.878718960340905e-06,3.314387650906306e-10,3.3679641097203387e-13,1.6307933546880368e-17,5.415077266159476e-10,1.562758895450491e-10,2.5460161684106072e-05,1.8547098129240184e-05,2.025480925504122e-12,1.2514667069966589e-05,0.02269716932964152,2.2914372140232518e-10
0.07475858160294953,0.4512784158153823,3.76,0.0,0.6394318620432694,0.9770751760216345,0.022874354457218,5.258898206207403e-07,2.5167475865003125e-05,3.7261742723025356e-05,9.842103996433613e-06,3.3145252567922344e-10,3.367519067243581e-13,1.6305778372318382e-17,5.417763226723701e-10,1.5625523116769322e-10,2.5531836626740803e-05,1.8630628352024915e-05,2.025549539900382e-12,1.2568939628207944e-05,0.022866757929256618,2.293003553350036e-10
0.07509738699109886,0.45127842290347914,3.76,0.0,0.6392615664161918,0.9769049728543197,0.023044456405139795,5.275071635022114e-07,2.52425319080674e-05,3.7428781039957354e-05,9.805602178022285e-06,3.3146630882139036e-10,3.36707254244908e-13,1.630361604100789e-17,5.420463424162851e-10,1.5623450467343113e-10,2.5603519309232645e-05,1.8714147514019264e-05,2.0256182424189933e-12,1.2623172358599902e-05,0.0230368232984536,2.2945775182085907e-10
0.07543619237924819,0.45127842998705325,3.76,0.0,0.6390907939208992,0.9767342927452641,0.023215035186196564,5.291259430915946e-07,2.531763498018637e-05,3.759579716146094e-05,9.769215454833166e-06,3.3148010828365064e-10,3.3666245314246647e-13,1.6301446503427624e-17,5.423177814428228e-10,1.5621370890323474e-10,2.5675210621419035e-05,1.8797655578326e-05,2.0256870058905053e-12,1.2677365170944199e-05,0.02320736549130484,2.296159417424273e-10
0.07577499776739752,0.4512784370660498,3.76,0.0,0.6389195444957388,0.976563135631885,0.023386090860309048,5.30746182263973e-07,2.539278605908215e-05,3.776279101361529e-05,9.732945696422906e-06,3.314939275386482e-10,3.366175028922817e-13,1.6299269746306955e-17,5.42590648775675e-10,1.5619284399732657e-10,2.574691140977487e-05,1.888115250798289e-05,2.025755844681977e-12,1.2731517975291882e-05,0.023378384567675266,2.297749176324024e-10
0.07611380315554685,0.4512784441403817,3.76,0.0,0.6387478180733926,0.9763915014459725,0.02355762349314463,5.323679023906951e-07,2.5467986082036878e-05,3.792976252239103e-05,9.696794691302274e-06,3.315077664043279e-10,3.36572403292192e-13,1.6297085755897233e-17,5.428649498028358e-10,1.561719097414533e-10,2.5818622483084554e-05,1.8964638265975462e-05,2.0258247578664786e-12,1.2785630681947537e-05,0.023549880593174463,2.299346838676664e-10
0.07645260854369618,0.4512784512099801,3.76,0.0,0.6385756145812257,0.9762193901140402,0.023729633155763524,5.339911243240285e-07,2.5543235947380878e-05,3.809671161364606e-05,9.660764150042096e-06,3.315216249601875e-10,3.3652715414006376e-13,1.6294894524358415e-17,5.431406913079731e-10,1.5615090609983146e-10,2.58903446130081e-05,1.904811281523264e-05,2.0258937453628236e-12,1.2839703201447611e-05,0.023721853638803893,2.3009524291793858e-10
0.07713021931999484,0.451278465334709,3.76,0.0,0.6382297760739611,0.9758737356954224,0.024075083877870794,5.37242153095009e-07,2.5693888633038383e-05,3.843054224649324e-05,9.589070951228368e-06,3.3154939999751874e-10,3.3643620630212047e-13,1.6290490292934324e-17,5.436965191226135e-10,1.5610869017808578e-10,2.603382495439068e-05,1.921502813899125e-05,2.026031937159612e-12,1.294772732208796e-05,0.02406723109773221,2.3041875472760082e-10
0.0778078300962935,0.45127847943971766,3.76,0.0,0.6378820282978026,0.9755261716938349,0.024422443691626584,5.404994203043341e-07,2.5844750608356586e-05,3.876428231677138e-05,9.517878323320268e-06,3.3157725125430593e-10,3.363446575562037e-13,1.628605696359837e-17,5.44258178192863e-10,1.5606619538130867e-10,2.6177357879335792e-05,1.9381898181567102e-05,2.026170411436505e-12,1.3055589625463986e-05,0.0244145176089629,2.3074548003003057e-10
