Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41)
5.852744630576309e-20,0.1054853659506016,3.76,0.0,0.7652660021438861,0.9999999999997436,2.619337600072015e-45,5.5138892356092065e-33,8.913754745364468e-19,6.58014919539053e-18,8.913754745250077e-19,6.5801491953879765e-18,2.489494013117506e-35,3.4960839385738736e-34,1.4056722980602154e-29,2.5502345089714895e-30,6.086246693232093e-32,1.7720921910054666e-42,2.7486709435654187e-36,9.53851970441686e-21,5.5206520806513035e-33,2.0700257604012946e-26,9.911109102223019e-34,2.5633987097517933e-13,4.331023115301181e-33,1.676702911405412e-39,1.831339303443449e-47,5.792589127510448e-45,9.538519704416847e-21,1.6859071049803994e-43,1.294053313083224e-37,2.3033507024669577e-36,1.549608604154496e-45
1.1710574182638784e-19,0.10548536595060158,3.76,0.0,0.7652660021438861,0.9999999999994871,2.097062749586036e-44,2.2069926553978179e-32,1.783525384758411e-18,1.3166015288431271e-17,1.7835253847356575e-18,1.3166015288421046e-17,9.96446388064142e-35,1.3993446808062072e-33,3.3230823097583163e-29,1.0207584138811234e-29,2.4360847989420676e-31,1.4187512607195578e-41,1.1001854111738986e-35,1.9085326567569092e-20,2.2096995558142926e-32,4.1418510461667725e-26,3.967026549457714e-33,5.129024522894064e-13,1.733537943317726e-32,6.711181261290247e-39,1.4661849754515998e-46,2.318545790108295e-44,1.9085326567569044e-20,1.3497506716455494e-42,5.179585699841651e-37,9.219405509756486e-36,6.202475831052622e-45
2.3426233286763735e-19,0.1054853659506016,3.76,0.0,0.7652660021438861,0.9999999999989739,1.6782875400600092e-43,8.830845363838664e-32,3.567825205201018e-18,2.6337747474512747e-17,3.567825205156039e-18,2.633774747447183e-17,3.987083499415088e-34,5.5992014509400525e-33,8.690116802668729e-29,4.0843632549206845e-29,9.74751234304578e-31,1.135432196044528e-40,4.402180379818129e-35,3.817894029387356e-20,8.841676491016336e-32,8.285504819610074e-26,1.587327348114668e-32,1.0260276142119125e-12,6.936409811001492e-32,2.6853466777767496e-38,1.1733935839058181e-45,9.277207582087378e-44,3.817894029387337e-20,1.0802105683692718e-41,2.07250899002718e-36,3.6889630828556327e-35,2.4818006573885255e-44
4.685755149501363e-19,0.1054853659506016,3.76,0.0,0.7652660021438861,0.9999999999979476,1.3428850229413564e-42,3.532913176602728e-31,7.136424846080952e-18,5.2681211846675706e-17,7.136424845993138e-18,5.2681211846512005e-17,1.5950930355598586e-33,2.240045175966223e-32,2.5553043666499954e-28,1.6340112597233548e-28,3.899639657009882e-30,9.085182686807158e-40,1.7611633472471358e-34,7.63661677464825e-20,3.537246332442954e-31,1.657282517414606e-25,6.350342991509001e-32,2.0522779352331328e-12,2.775015596276334e-31,1.0743135315210143e-37,9.388931466340758e-45,3.711490629610005e-43,7.63661677464817e-20,8.643322792201002e-41,8.291385799444891e-36,1.4758254406109845e-34,9.928838004856422e-44
9.372018791151343e-19,0.1054853659506016,3.76,0.0,0.765266002143886,0.9999999999958952,1.0744100260118956e-41,1.4132802856154192e-30,1.4273624127819695e-17,1.0536814059100158e-16,1.4273624127652675e-17,1.0536814059034673e-16,6.380891525866747e-33,8.960909931900168e-32,8.379432890583225e-28,6.536576992237253e-28,1.559982815746404e-29,7.268836270497126e-39,7.045263080185049e-34,1.5274062265170035e-19,1.4150136887684626e-30,3.3147517113815606e-25,2.5403439272678092e-31,4.104778565980402e-12,1.1100965793154527e-30,4.297603878626801e-37,7.511858367273055e-44,1.484719880923129e-42,1.5274062265169722e-19,6.915310034568714e-40,3.3168244884137936e-35,5.903782191304276e-34,3.971873896174157e-43
1.8744546074451304e-18,0.1054853659506016,3.76,0.0,0.7652660021438858,0.9999999999917901,8.595688266999522e-41,5.653351185163993e-30,2.854802269121268e-17,2.1074199807965333e-16,2.8548022690913086e-17,2.1074199807703377e-16,2.5524605508181677e-32,3.5845098114987856e-31,2.9833862542820235e-27,2.6147371913133006e-27,6.240185177458896e-29,5.815345079482414e-38,2.8182489821780687e-33,3.0548953246213605e-19,5.660285077924726e-30,6.629710591554544e-25,1.016178915417721e-30,8.209779782294264e-12,4.440567005275897e-30,1.719111509902625e-36,6.009771986698909e-43,5.939143599412452e-42,3.054895324621235e-19,5.532503054136171e-39,1.3267839762520145e-34,2.3616089494818675e-33,1.5888265765485e-42
3.748960064105122e-18,0.10548536595060162,3.76,0.0,0.7652660021438856,0.9999999999835801,6.876713851881141e-40,2.261386487075659e-29,5.709681981766062e-17,4.2148971305695673e-16,5.709681981719932e-17,4.2148971304647834e-16,1.021005056829793e-31,1.4338330832173652e-30,1.1196741226239745e-26,1.0459161557569757e-26,2.4961248544204437e-28,4.652386491640601e-37,1.1273457895257487e-32,6.109873520830073e-19,2.2641600990143557e-29,1.325971032085712e-24,4.064798327408561e-30,1.641978203419928e-11,1.7762629403331817e-29,6.876586002626822e-36,4.80793170949978e-42,2.3757237029351836e-41,6.109873520829571e-19,4.426095324158867e-38,5.307245430600104e-34,9.44662781740229e-33,6.355534560233786e-42
7.497970977425106e-18,0.1054853659506016,3.76,0.0,0.7652660021438852,0.99999999996716,5.501436394267088e-39,9.045638004346353e-29,1.141944140692045e-16,8.429851430115634e-16,1.141944140688334e-16,8.429851429696491e-16,4.084062285001493e-31,5.735390573430801e-30,4.3313327334293257e-26,4.1837071816232867e-26,9.984600982564919e-28,3.72195336491924e-36,4.5096151216232996e-32,1.2219829913247496e-18,9.05673255220044e-29,2.6520037655291256e-24,1.625935844453591e-29,3.2839785815118515e-11,7.105124038235031e-29,2.750662428800569e-35,3.846391016171246e-41,9.503134916267742e-41,1.2219829913245486e-18,3.5408988002875547e-37,2.1229210070680822e-33,3.7786894273044676e-32,2.5423188478114934e-41
1.4995992804065072e-17,0.10548536595060162,3.76,0.0,0.7652660021438842,0.9999999999343199,4.401175267217634e-38,3.6182736363930263e-28,2.2838960256688414e-16,1.6859760029207748e-15,2.283896025683478e-16,1.6859760027531172e-15,1.6336336330200015e-30,2.2941678157815783e-29,1.7030600419172666e-25,1.6734913842088756e-25,3.9938607037772434e-27,2.9775803603682453e-35,1.8040040972359943e-31,2.4439742698082323e-18,3.6227114678982112e-28,5.3042003827495835e-24,6.503776246505199e-29,6.567979048539402e-11,2.8420640705894574e-28,1.1002706050131128e-34,3.0771310723365394e-40,3.801388049359457e-40,2.4439742698074285e-18,2.8327046780571508e-36,8.491737134259012e-33,1.5114833479098763e-31,1.0169960423800634e-40
2.9992036457345006e-17,0.10548536595060165,3.76,0.0,0.7652660021438823,0.9999999998686397,3.5209507169708793e-37,1.4473131601876955e-27,4.56779979540611e-16,3.3719577227391926e-15,4.567799795523619e-16,3.3719577220685602e-15,6.534554429723194e-30,9.176693941957289e-29,6.75329376350093e-25,6.693982558413329e-25,1.5975483418175868e-26,2.3820713551668425e-34,7.21722573288299e-31,4.887956826775193e-18,1.4490882891373612e-27,1.0609118218541332e-23,2.6015169456056055e-28,1.3135978825969532e-10,1.1368285191818269e-27,4.401093910407215e-34,2.4617121614119545e-39,1.5206508858115772e-39,4.887956826771976e-18,2.2661205931222003e-35,3.3967114238294343e-32,6.045947880731369e-31,4.068501169484717e-40
5.998412376390487e-17,0.10548536595060172,3.76,0.0,0.7652660021438784,0.9999999997372793,2.8167648427691876e-36,5.789260201556346e-27,9.135607334015346e-16,6.743921162376004e-15,9.135607334603313e-16,6.74392115969347e-15,2.61382771907507e-29,3.6706817173228173e-28,2.6895281934663734e-24,2.6775964264213432e-24,6.390201473071915e-26,1.9056599100479157e-33,2.8878467593098497e-30,9.775921940709087e-18,5.796360661049151e-27,2.1221052295658585e-23,1.0406079662449514e-27,2.6271973754331523e-10,4.547319857669995e-27,1.7604400409115996e-33,1.9693726501651693e-38,6.083345671300019e-39,9.775921940696222e-18,1.8128193720706e-34,1.35869264268399e-31,2.4183815181797755e-30,1.6278078713650076e-39
1.199682983770246e-16,0.10548536595060183,3.76,0.0,0.7652660021438707,0.9999999994745588,2.2534136905519766e-35,2.31570571242196e-26,1.8271222407772635e-15,1.3487848041649532e-14,1.8271222410360355e-15,1.3487848030919391e-14,1.0455338511895817e-28,1.4682731988525854e-27,1.0734534111101525e-23,1.0710392501694453e-23,2.5560821985333056e-25,1.5245290570623724e-32,1.1559016748233358e-29,1.955185216857678e-17,2.3185458457570367e-26,4.245331407307159e-23,4.162433429791292e-27,5.254394510507547e-10,1.8189290984925134e-26,7.041766546548475e-33,1.575499287929179e-37,2.4339273308588723e-38,1.955185216852532e-17,1.4501289226347646e-33,5.434824790006701e-31,9.673526549024542e-30,6.514478462516244e-39
1.7995247299014435e-16,0.105485365950602,3.76,0.0,0.7652660021438631,0.9999999992118384,6.443356236784211e-35,4.920875793258504e-26,2.7406837478068727e-15,2.023177492092297e-14,2.7406837483715043e-15,2.023177489812141e-14,2.2217629318376633e-28,3.120080511733694e-27,2.279614830381606e-23,2.2759588301709656e-23,5.43167566423416e-25,4.3592010999734063e-32,2.4574110534553303e-29,2.93277823964444e-17,4.9269110009555965e-26,6.369396947470544e-23,8.845171103514534e-27,7.881589794985241e-10,3.865225055487225e-26,1.496375992571811e-32,4.504944133207246e-37,5.173087977522644e-38,2.932778239633502e-17,4.146253524898195e-33,1.1549079397587222e-30,2.055623942649023e-29,1.384874179203976e-38
2.399366476032641e-16,0.10548536595060211,3.76,0.0,0.7652660021438554,0.9999999989491182,1.3590906299922172e-34,8.394436367250734e-26,3.654245254490364e-15,2.6975701800196313e-14,3.654245255466738e-15,2.6975701761299535e-14,3.7900713911555423e-28,5.3224898336416664e-27,3.8874370763286796e-23,3.8825183817095967e-23,9.265800533909254e-25,9.194818584272901e-32,4.1938130298558584e-29,3.9103712624311925e-17,8.404731601985078e-26,8.49430185016025e-23,1.508882027741435e-26,1.0508783228867538e-09,6.593619855992451e-26,2.5526421846058164e-32,9.502232886533253e-37,8.826330583424435e-38,3.910371262412532e-17,8.745249334480139e-33,1.97014897789284e-30,3.506651642657013e-29,2.363343581878453e-38
3.5990499682950356e-16,0.10548536595060236,3.76,0.0,0.7652660021438401,0.999999998423678,3.7120986271532347e-34,1.7379617159993338e-25,5.481368267045026e-15,4.046355555874277e-14,5.481368269093391e-15,4.046355547821193e-14,7.846878878951075e-28,1.1019536823640968e-26,8.045754934197158e-23,8.038261904702926e-23,1.918366475980668e-24,2.511390392291874e-31,8.688834980009999e-29,5.865557308004678e-17,1.7400931721126135e-25,1.2746081588322378e-22,3.123948014699991e-26,1.5763165753402086e-09,1.3651253678922358e-25,5.284923961370236e-32,2.595354782840606e-36,1.8280124529455252e-37,5.865557307966041e-17,2.388416636866858e-32,4.078984069641643e-30,7.260072977318106e-29,4.896495611820428e-38
4.79873346055743e-16,0.10548536595060262,3.76,0.0,0.7652660021438248,0.9999999978982387,7.76695288084234e-34,2.955818038174456e-25,7.308491278326887e-15,5.39514093172889e-14,7.308491281836618e-15,5.3951409180327007e-14,1.3345513520997025e-27,1.8741341477540278e-26,1.3681122899618775e-22,1.3670978842596556e-22,3.2626390736953977e-24,5.25466907491878e-31,1.4787267477244985e-28,7.820743353578136e-17,2.959443019514254e-25,1.700094796272345e-22,5.313016241329639e-26,2.101754147264816e-09,2.3217208217846316e-25,8.988275398943704e-32,5.430350679260636e-36,3.1100431644083225e-37,7.820743353512419e-17,4.997028264206889e-32,6.937349405260755e-30,1.2347475925587105e-28,8.333578542243142e-38
5.998416952819825e-16,0.10548536595060287,3.76,0.0,0.7652660021438095,0.9999999973728,1.413944223696654e-33,4.515822547659623e-25,9.135614288245032e-15,6.743926307583465e-14,9.135614293633315e-15,6.743926286658782e-14,2.0388972177235285e-27,2.8632527492980326e-26,2.0899044546104616e-22,2.088616729015458e-22,4.9845754234452e-24,9.565924654085596e-31,2.2606983382831914e-28,9.775929399151565e-17,4.521360594784255e-25,2.125912144807719e-22,8.117086393017885e-26,2.627190990052244e-09,3.5470649233059345e-25,1.3732059759478489e-31,9.88574631987757e-36,4.7531242248336554e-37,9.775929399051155e-17,9.096272554388081e-32,1.0598805126493079e-29,1.8864142399226187e-28,1.2741105525401454e-37
8.397783937344614e-16,0.10548536595060339,3.76,0.0,0.7652660021437788,0.9999999963219248,3.733230473801131e-33,8.683768363244213e-25,1.2789860303904532e-14,9.441497059292502e-14,1.278986031432768e-14,9.441497019055078e-14,3.920746078878878e-27,5.505929900234934e-26,4.018195566960984e-22,4.0163360335328537e-22,9.585161973548788e-24,2.5256863622926663e-30,4.354104565702906e-28,1.3686301490298351e-16,8.694417361333197e-25,2.978559748985477e-22,1.5608860102145591e-25,3.6780624424213067e-09,6.820880293977564e-25,2.6406288772751765e-31,2.610128722401741e-35,9.147451187880015e-37,1.3686301490105218e-16,2.4012325435841526e-31,2.0381584101363563e-29,3.6275027081791576e-28,2.454134473872355e-37
1.3196517906394192e-15,0.10548536595060444,3.76,0.0,0.7652660021437175,0.9999999942201836,1.443581583284009e-32,2.1185772648736126e-24,2.0098352318618582e-14,1.4836638562710127e-13,2.0098352344191247e-14,1.4836638464542999e-13,9.565532359574496e-27,1.3432781660481054e-25,9.801746799182029e-22,9.798643590913583e-22,2.3384891792962424e-23,9.766429298433073e-30,1.0658740445529073e-27,2.150704567259173e-16,2.121175050762814e-24,4.68788180820864e-22,3.808084067250897e-25,5.779796469004174e-09,1.6640882301670832e-24,6.442347109306014e-31,1.0092954568325587e-34,2.2354951414344313e-36,2.1507045672120307e-16,9.281185591130037e-31,4.972729350121456e-29,8.849981260994997e-28,6.008301305752667e-37
2.279398584449335e-15,0.10548536595060648,3.76,0.0,0.7652660021435949,0.9999999900167365,7.597386033261324e-32,6.2867660947000455e-24,3.4715336281573806e-14,2.5626921569543574e-13,3.4715336357781007e-14,2.562692127823803e-13,2.838580791215602e-26,3.986091606275251e-25,2.9082926143263748e-21,2.9076935004154985e-21,6.939337431193652e-23,5.139943819993055e-29,3.1853398047353442e-27,3.714853403717844e-16,6.294473344092955e-24,8.1226463109735e-22,1.1300248009650778e-24,9.983228981258348e-09,4.938090178145823e-24,1.9117385871162244e-30,5.311789829130798e-34,6.656978480720249e-36,3.7148534035777987e-16,4.880050454720026e-30,1.4757793510029423e-28,2.6261665296858846e-27,1.7957906242167886e-36
4.198892172069167e-15,0.10548536595061064,3.76,0.0,0.7652660021433495,0.9999999816099843,4.859278003206457e-31,2.129233263937041e-23,6.394930394167465e-14,4.720748758320328e-13,6.394930420046872e-14,4.720748659659665e-13,9.61425805658241e-26,1.350018753914473e-24,9.849242839762424e-21,9.847905936888635e-21,2.3502454728245577e-22,3.2874965867380616e-28,1.0942912959307197e-26,6.84315107663575e-16,2.1318425290058878e-23,1.5056637884690176e-21,3.827196519176706e-24,1.8389951886562998e-08,1.6724544152949598e-23,6.474813377407423e-30,3.3974089579787e-33,2.2705642270181816e-35,6.843151076160382e-16,3.11537462439976e-29,4.999265408448456e-28,8.894302968634012e-27,6.170309951426246e-36
8.03787934730883e-15,0.10548536595061885,3.76,0.0,0.7652660021428588,0.9999999647970484,3.464711256152569e-30,7.798111675481263e-23,1.2241723819863177e-13,9.03686196104939e-13,1.2241723914787928e-13,9.036861599715335e-13,3.521432429105593e-25,4.944235359809665e-24,3.607034716942311e-20,3.6066893716083826e-20,8.60751876305049e-22,2.344009532905652e-27,4.121719521089709e-26,1.3099746422478493e-15,7.807660010623913e-23,2.9182479994313352e-21,1.4016533643688774e-23,3.520282922217169e-08,6.125184165748169e-23,2.371368772378924e-29,2.422377939947491e-32,8.43296890025154e-35,1.3099746420729719e-15,2.212872690192257e-28,1.8316862991448252e-27,3.2573578975887316e-26,2.324846702025676e-35
1.5715853697788157e-14,0.10548536595063539,3.76,0.0,0.7652660021418773,0.9999999311734504,2.6148200135762736e-29,2.9806885437520636e-22,2.393531024598203e-13,1.7669088366496e-12,2.393531060910704e-13,1.7669086985369906e-12,1.346236525478071e-24,1.8897854427048118e-23,1.3786862503253872e-19,1.3785837347999552e-19,3.290047724984133e-21,1.7690154892270222e-26,1.6627465370142066e-25,2.5612937114229106e-15,2.98433221396631e-22,5.846559606183747e-21,5.35741193640183e-23,6.882631016996512e-08,2.341227346674448e-22,9.064367547744431e-29,1.8281599449818183e-31,3.3130780259732834e-34,2.561293710748512e-15,1.6574670096560667e-27,7.007062969223038e-27,1.2449940378132605e-25,9.386283999394267e-35
3.1071802398746813e-14,0.10548536595066837,3.76,0.0,0.7652660021399145,0.9999998639353486,2.0314405027260736e-28,1.1650947066370476e-21,4.732248139727972e-13,3.4933541177343143e-12,4.73224828172405e-13,3.4933535778850875e-12,5.2639977282455786e-24,7.386343395817339e-23,5.388895298690262e-19,5.388554129467504e-19,1.2859998457742725e-20,1.3743233068209993e-25,7.182104130262044e-25,5.0639318498289946e-15,1.1665142469978124e-21,1.2115764986455605e-20,2.093987792075329e-22,1.3606417830593856e-07,9.15129892777278e-22,3.543273000385076e-28,1.420271965048265e-30,1.365183245941043e-33,5.06393184714628e-15,1.2685268765870296e-26,2.743440224123384e-26,4.865876898629242e-25,4.06349832430841e-34
4.6427751099705466e-14,0.1054853659507014,3.76,0.0,0.7652660021379516,0.9999997967093701,6.401491155992137e-28,2.6012664387644918e-21,7.070965028085647e-13,5.2197993988128865e-12,7.070965345156191e-13,5.219798193522979e-12,1.1756097076634804e-23,1.6490361789122079e-22,1.2031426412561015e-18,1.2030709547719768e-18,2.87117453293021e-20,4.33074439167317e-25,1.729737138721587e-24,7.566569988348753e-15,2.604427104878156e-21,1.8935091492127746e-20,4.674945813421796e-22,2.0328992292579404e-07,2.0431571821225974e-21,7.911280733155922e-28,4.475537367294221e-30,3.1776989964039596e-33,7.566569982272969e-15,3.9575421353372623e-26,6.133523104815203e-26,1.0862821418280958e-24,9.809285819252203e-34
6.178369980066412e-14,0.10548536595073439,3.76,0.0,0.7652660021359887,0.9999997294955131,1.4552318135752041e-27,4.606601474402519e-21,9.409681689698886e-13,6.9462446798853186e-12,9.409682251234163e-13,6.946242545450776e-12,2.082473253394444e-23,2.920139839496569e-22,2.1306277878392155e-18,2.1305048108768744e-18,5.084527065740878e-20,9.844877334899166e-25,3.2807207242141894e-24,1.0069208127036752e-14,4.612183738318718e-21,2.6304555685877492e-20,8.278501779979624e-22,2.705035461116507e-07,3.618204416259798e-21,1.401072596697386e-27,1.0174029128263792e-29,5.850936048118285e-33,1.0069208116128577e-14,8.911254746918085e-26,1.0876270035294248e-25,1.923523307002085e-24,1.865372886803977e-33
9.249559720258143e-14,0.10548536595080041,3.76,0.0,0.7652660021320631,0.9999995951041518,4.87333577236485e-27,1.0324860654727556e-20,1.408711433284498e-12,1.0399135242011755e-11,1.4087115591477133e-12,1.0399130458176535e-11,4.670377961897025e-23,6.544208062141151e-22,4.775293399695997e-18,4.775026586439551e-18,1.1395756265289067e-19,3.296824935182307e-24,8.44321828724475e-24,1.507448440521956e-14,1.0337297177983676e-20,4.269398917284761e-20,1.8552780037922974e-21,4.04894439698017e-07,8.109357961453058e-21,3.140540275419945e-27,3.407051004695772e-29,1.423400575194499e-32,1.5074484380026553e-14,2.913017691386749e-25,2.444917091829668e-25,4.310316908294503e-24,4.8349557705437856e-33
1.2320749460449873e-13,0.10548536595086642,3.76,0.0,0.7652660021281374,0.999999460761249,1.1337095937000035e-26,1.8320008458773406e-20,1.8764546069371914e-12,1.3852025804113626e-11,1.8764548302654078e-12,1.385201731606292e-11,8.291750911603937e-23,1.1610510064445268e-21,8.472885358647317e-18,8.472419608270298e-18,2.0219674916727444e-19,7.669445333066035e-24,1.6800645375867607e-23,2.0079760684783927e-14,1.834194992292957e-20,6.128418939472778e-20,3.2915978551488386e-21,5.392368745551072e-07,1.438858959752724e-20,5.5729286808509576e-27,7.925866896365087e-29,2.712585657343992e-32,2.0079760638840217e-14,6.639566588985953e-25,4.3501708127186315e-25,7.646526189934435e-24,9.690666548135634e-33
