Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71),CHO2(135)
0.008754118756506588,0.2901912909132359,3.76,0.0,0.21995672820669604,0.47916717250966046,0.40991312091102095,1.8628417551767364e-05,0.28097314447599087,2.237647680125622e-06,0.0006131884339168693,9.549831603796958e-11,9.508457557235691e-14,7.352092354061618e-06,5.181009018681299e-07,0.07614779650802292,4.2865129442004025e-08,9.859026192542333e-05,1.2030006431343686e-05,0.02740064156060239,9.211726906976259e-06,0.4202083477666058,0.0004271001141226668,0.008168731790315239,0.0035589526123007264,2.0541506358416588e-09,0.05793249808638024,1.5842040175563934e-05,0.0022644397247553382,0.003320675750226135,7.34549208525447e-08,4.2175214295920686e-07,6.467691470341196e-10,6.980821854839715e-05,3.066666405588794e-11,8.063943045983093e-08,7.380940091552878e-06,0.005816037434585907,2.652184673614966e-07,3.762701488981736e-09,4.91620538587716e-14,4.776089372975216e-07,1.7325375662178435e-07,2.231871093055946e-07,3.3343923745519464e-07,0.0004841443712691989,7.854883266771552e-07,1.5604043688981865e-07,3.3835705550886233e-13,8.351343028119575e-09,1.7854472302898066e-08,4.252146432572329e-06,1.3403932480009682e-07,4.569385652819875e-06,9.828165856658937e-08,7.619458826278027e-09,6.89624802164927e-11
0.008832840652398682,0.2902473287658559,3.76,0.0,0.21728124769666599,0.47641407777844774,0.41192338303967035,1.8664342338147162e-05,0.2827244498602192,2.221991606168934e-06,0.0006100127011183139,9.4267117102925e-11,9.385869783895993e-14,7.386139293668423e-06,5.118932247355896e-07,0.07661374401447212,4.2567022711305705e-08,9.880848915556194e-05,1.1896643412448302e-05,0.027337640988146943,9.241292201967477e-06,0.4223189856427857,0.0004238534723531887,0.008078649469704815,0.0035510901037158014,2.032208875053117e-09,0.05839009902618481,1.5717656151087496e-05,0.0022530417034256523,0.003268306645845806,7.244547126237998e-08,4.171471263662558e-07,6.397068583873505e-10,6.940712963549961e-05,3.013108400974989e-11,7.99154259507894e-08,7.3353889033544615e-06,0.005792423297077725,2.6385868829536424e-07,3.717276824589088e-09,4.853248828501106e-14,4.793975904597643e-07,1.735042336062606e-07,2.2171811253670907e-07,3.3306273166249565e-07,0.0004837821660854827,7.771460499516743e-07,1.564927490609326e-07,3.345492116927381e-13,8.33285112521972e-09,1.8059413905765397e-08,4.2529032630643635e-06,1.3447153769343843e-07,4.564262797257812e-06,9.758858742455548e-08,7.644094363240429e-09,6.847234111622454e-11
0.008911562548290775,0.2903027903353064,3.76,0.0,0.21463533282565017,0.4736867520847879,0.41391494943044604,1.870093883204783e-05,0.2844586302193708,2.2063382896134977e-06,0.0006068568109540056,9.304943095744107e-11,9.264627461683513e-14,7.420410043298722e-06,5.057395290200558e-07,0.07707553103683369,4.226905458679867e-08,9.902136722456988e-05,1.176509561278851e-05,0.027273079357950057,9.271167513895375e-06,0.42440872951261843,0.0004206351204299835,0.00798909924971627,0.0035428153727126437,2.0105716295713997e-09,0.05884417250131034,1.5593287267474058e-05,0.0022415135167564862,0.003216444188709431,7.14471341119779e-08,4.1256753457110937e-07,6.326835622850119e-10,6.90097949251514e-05,2.960323859856351e-11,7.919084334783893e-08,7.289383784025778e-06,0.005767590305014052,2.624819525120134e-07,3.6721148170936765e-09,4.79074398007815e-14,4.810757939620784e-07,1.7371556818522592e-07,2.2026749952332033e-07,3.326162546188661e-07,0.0004832920954121778,7.68824059380961e-07,1.5690844545396566e-07,3.307665255515539e-13,8.312565875218122e-09,1.8265258496096333e-08,4.253229145884021e-06,1.348758447914798e-07,4.55820476900898e-06,9.688263613475548e-08,7.667144765455566e-09,6.797348822357851e-11
0.008990284444182869,0.2903576798710108,3.76,0.0,0.2120186110425925,0.4709849504680417,0.41588802592054946,1.8738215351342914e-05,0.28617582785336654,2.1906887829945664e-06,0.0006037204544721136,9.184512795368582e-11,9.144717681164094e-14,7.454907323671644e-06,4.996399570891048e-07,0.0775331958994247,4.197130399550258e-08,9.922900140294503e-05,1.1635332398958477e-05,0.02720699289828195,9.301361617516931e-06,0.4264777878099243,0.00041744555640218877,0.007900092867366522,0.003534139023241654,1.98923380777127e-09,0.05929471426465115,1.546896977654099e-05,0.0022298614157978854,0.0031650961836416627,7.045993042546568e-08,4.0801431925365705e-07,6.257007180579719e-10,6.861617872987895e-05,2.9083119628865526e-11,7.84659806700505e-08,7.24295318779466e-06,0.005741574031734473,2.6108892732830504e-07,3.627227535542551e-09,4.7287059700424984e-14,4.826441053962962e-07,1.7388823397970546e-07,2.1883544467052476e-07,3.3210152271147144e-07,0.00048267676763251915,7.605250982966185e-07,1.5728792884363976e-07,3.2700958722549746e-13,8.290531136895101e-09,1.8472014144813973e-08,4.25313400300236e-06,1.3525247578340222e-07,4.551232250956077e-06,9.61645163790466e-08,7.688623007496254e-09,6.746641039356489e-11
0.009069006340074962,0.2904120016636867,3.76,0.0,0.2094307147207582,0.46830842939427647,0.4178428157540749,1.8776181047707236e-05,0.2878761863142326,2.1750441238020216e-06,0.0006006033265897336,9.065407877572951e-11,9.026127565838021e-14,7.489634312225552e-06,4.935946160380908e-07,0.0779867772099034,4.167384701179072e-08,9.943149839106533e-05,1.1507323695929199e-05,0.027139416567189534,9.331883765165564e-06,0.42852636716948256,0.00041428523703193474,0.007811641201479197,0.0035250714838054335,1.9681904147513403e-09,0.05974172106747991,1.534473837867079e-05,0.0022180914444455808,0.003114269623685822,6.948387192753198e-08,4.0348836604468747e-07,6.187596837604264e-10,6.822624557006058e-05,2.8570711527155507e-11,7.774112069135461e-08,7.196124453650679e-06,0.0057144097249408965,2.5968025711537096e-07,3.5826261512187564e-09,4.667148681170404e-14,4.841031472009414e-07,1.7402271962378443e-07,2.174221103913683e-07,3.31520239370575e-07,0.0004819388005102758,7.522517506304185e-07,1.5763161744372242e-07,3.2327894010897037e-13,8.266790784552781e-09,1.867969095234428e-08,4.252627831235185e-06,1.3560167276403174e-07,4.543365934510329e-06,9.543492303298185e-08,7.708542768696272e-09,6.695158492600291e-11
0.009139856046377846,0.29046040943310464,3.76,0.0,0.20712595388576538,0.4659209751756021,0.41958665744044,1.8810947883071782e-05,0.28939223098851397,2.1609689216278377e-06,0.0005978141035239849,8.959335994298448e-11,8.920514161867466e-14,7.521087999792711e-06,4.88200238132054e-07,0.07839154107021061,4.140644747331771e-08,9.960944539892793e-05,1.1393591557747092e-05,0.027077351926762572,9.35964230259862e-06,0.4303527484338853,0.0004114663002456671,0.007732517311909768,0.0035165847068246332,1.9494990462653755e-09,0.06014100288802396,1.523303124682221e-05,0.002207402524228306,0.0030689767147760332,6.861495120868788e-08,3.9943899875685194e-07,6.125495454111043e-10,6.787842556724714e-05,2.8116118744252374e-11,7.708897171160764e-08,7.153659976083881e-06,0.005689009132035985,2.5839959706558603e-07,3.54273791221848e-09,4.612168674514529e-14,4.85323424431535e-07,1.7411152831253268e-07,2.161662425577019e-07,3.3094158502586336e-07,0.00048117194217755225,7.448296554063925e-07,1.5791069294781506e-07,3.1994425008436437e-13,8.244002442974619e-09,1.8867397486277886e-08,4.251829253913926e-06,1.3589270287699196e-07,4.535539233183498e-06,9.476904034114213e-08,7.72514986329764e-09,6.648200327321854e-11
0.00921070575268073,0.2905083640136922,3.76,0.0,0.2048439866723293,0.46355362662321536,0.42131599410515946,1.884628764462897e-05,0.29089485927169234,2.146899209554652e-06,0.0005950399993532134,8.854317858280227e-11,8.815949958775061e-14,7.552732318581847e-06,4.828498789819591e-07,0.07879305722743489,4.1139396483814263e-08,9.978340164299397e-05,1.128123554547675e-05,0.02701413157966834,9.387680565863457e-06,0.43216285577662933,0.00040867167107958127,0.007653857679818514,0.003507796721721821,1.9310386851990732e-09,0.060537418497380716,1.5121443979871715e-05,0.002196626986648997,0.00302411525559205,6.775505736645137e-08,3.954129389420105e-07,6.063751517928198e-10,6.75335346898814e-05,2.7667733340129427e-11,7.643723401327515e-08,7.110913231985242e-06,0.005662732096719429,2.571072269879778e-07,3.5030967962983033e-09,4.5575970717294705e-14,4.864562069123926e-07,1.7417016852664112e-07,2.1492576207628565e-07,3.3031162300309094e-07,0.0004803097866514516,7.374320035194373e-07,1.581614375671782e-07,3.166315948032828e-13,8.219899220462142e-09,1.9055864451706053e-08,4.2507135313036315e-06,1.3616189446194902e-07,4.527020241155959e-06,9.409489477628516e-08,7.740516243529415e-09,6.600685396255001e-11
0.009262623650470017,0.29054321873763256,3.76,0.0,0.20318610780451485,0.4618315230663501,0.42257410701076364,1.8872552222921387e-05,0.29198751286872426,2.136592982246206e-06,0.0005930166411619017,8.778025309831775e-11,8.739987183947492e-14,7.5760433182668075e-06,4.789571479252951e-07,0.07908523855867587,4.0943954481883044e-08,9.990838646293019e-05,1.1199763909948941e-05,0.02696708398314918,9.408408215146624e-06,0.4334790357809891,0.00040663937855410303,0.007596515156053494,0.003501169937105442,1.917655795412369e-09,0.06082608757263816,1.503976299843285e-05,0.0021886781131365187,0.0029915172656611176,6.713066246524325e-08,3.9247778542666753e-07,6.018737798282428e-10,6.728264733911873e-05,2.734308825543702e-11,7.596001279023174e-08,7.0794201244722176e-06,0.005642934567816835,2.561530095326377e-07,3.474208929911258e-09,4.517871425709853e-14,4.872310499843176e-07,1.7419419771221302e-07,2.1402657406514843e-07,3.2981811850049305e-07,0.0004796186134507558,7.320275302388386e-07,1.5832737989379283e-07,3.142182850013309e-13,8.201419914981976e-09,1.9194458316838732e-08,4.249698925724336e-06,1.3634539936809464e-07,4.520346651022586e-06,9.359591309446407e-08,7.750995017552734e-09,6.565532088888385e-11
0.009314541548259305,0.29057783308940255,3.76,0.0,0.20154022961315396,0.46012005382630705,0.4238245635025649,1.8899131714865102e-05,0.29307306162952507,2.126290374912112e-06,0.0005910012035158667,8.70228992206911e-11,8.664579165535616e-14,7.599459098382137e-06,4.7508805870388713e-07,0.07937570262051265,4.0748745366935524e-08,0.00010003130268021934,1.1119011969498436e-05,0.026919436958091708,9.429292688881809e-06,0.43478661331700325,0.0004046203693837004,0.007539427622860765,0.00349438810255695,1.9043937566674482e-09,0.06111321731740371,1.4958166771704519e-05,0.002180686407627175,0.0029591541356326573,6.651110508387755e-08,3.8955561959926617e-07,5.973923259027119e-10,6.703330926543949e-05,2.702175237902429e-11,7.548317649079195e-08,7.047791962080612e-06,0.005622689538639125,2.5519290324966015e-07,3.445459707892043e-09,4.47837217246985e-14,4.879594181443829e-07,1.742023734287367e-07,2.1313573426393618e-07,3.29298184426152e-07,0.00047887804937891254,7.266376424496879e-07,1.5847841477503326e-07,3.118170850126092e-13,8.182263706685912e-09,1.9333468653615897e-08,4.2485209659862875e-06,1.3651735738793768e-07,4.513315168577645e-06,9.309292790892421e-08,7.760817728126173e-09,6.530109580623824e-11
0.009366459446048593,0.2906122083394538,3.76,0.0,0.19990625253328217,0.45841915087773893,0.42506741882706495,1.8926029301203602e-05,0.29415154786970604,2.115991666809806e-06,0.000588993604921202,8.627108040893494e-11,8.589722265122911e-14,7.622980614955031e-06,4.712426040642081e-07,0.07966446075510854,4.055378762456075e-08,0.00010015218356824383,1.1038971762436734e-05,0.026871199093879763,9.45033676112506e-06,0.4360856454408646,0.00040261473056708646,0.007482597255944368,0.0034874539900338823,1.8912512474858607e-09,0.061398807905635566,1.4876663515755939e-05,0.0021726533670156233,0.002927027000702031,6.589637889676869e-08,3.866466234274879e-07,5.929310690422958e-10,6.678551055846467e-05,2.6703713875026594e-11,7.500679147646446e-08,7.016035495860841e-06,0.005602006662154277,2.542270732173737e-07,3.4168514434633242e-09,4.4391020346618546e-14,4.886415323481805e-07,1.7419484212525885e-07,2.122532762317899e-07,3.287522925461456e-07,0.00047808884700787545,7.212629262969125e-07,1.5861467393266197e-07,3.094280998205721e-13,8.16244278223839e-09,1.9472898592704802e-08,4.247182648464564e-06,1.3667784606558002e-07,4.5059316472917195e-06,9.258611751582067e-08,7.769988763883834e-09,6.494430115389519e-11
0.00941837734383788,0.29064634575858295,3.76,0.0,0.19828407788518018,0.45672874649018474,0.42630272777377914,1.8953247607737417e-05,0.29522301403568396,2.105697134310142e-06,0.000586993766066368,8.552476023146607e-11,8.515412854971237e-14,7.646608372453581e-06,4.67420771641361e-07,0.0799515243362743,4.035909913802634e-08,0.00010027106136379077,1.0959635434858053e-05,0.026822378774800485,9.471542651728141e-06,0.4373761888665639,0.0004006225431726509,0.007426026098233974,0.0034803703378737593,1.878226961073063e-09,0.06168285966730148,1.4795261144602587e-05,0.002164580453818388,0.0028951368744745817,6.528647608401766e-08,3.8375096895404486e-07,5.884902730576873e-10,6.653924135077606e-05,2.638895996344968e-11,7.453092314344897e-08,6.984157487579587e-06,0.005580895517155105,2.532556861309632e-07,3.3883863746837976e-09,4.400063584354402e-14,4.89277589619349e-07,1.7417174201285438e-07,2.1137922857151964e-07,3.2818090906057803e-07,0.0004772517580170553,7.159039541295492e-07,1.587362831999911e-07,3.0705142746082976e-13,8.141968956322214e-09,1.9612749580388568e-08,4.2456869987131995e-06,1.3682693838731193e-07,4.498201765997874e-06,9.207565496357093e-08,7.778512249689101e-09,6.458505574510393e-11
0.009470295241627168,0.2906802466264305,3.76,0.0,0.1966736078644642,0.45504877322877685,0.4275305446853514,1.898078977475287e-05,0.2962875026825898,2.0954070515873082e-06,0.0005850016065347135,8.478390234746874e-11,8.441647316530441e-14,7.670343337039164e-06,4.636225440387006e-07,0.08023690476530859,4.016469742563826e-08,0.00010038796719006077,1.088099520969181e-05,0.02677298418540237,9.492913025940253e-06,0.4386582999681411,0.000398643882392506,0.007369716066329054,0.0034731398507506597,1.8653196070083926e-09,0.06196537308140908,1.4713967310107645e-05,0.0021564690961011997,0.0028634846579670315,6.468138765737835e-08,3.8086881857979585e-07,5.840701869748204e-10,6.629449181801962e-05,2.607747692309746e-11,7.405563274167805e-08,6.95216433971048e-06,0.005559365604247053,2.5227890024787505e-07,3.3600665501494253e-09,4.361259173320918e-14,4.898678204953789e-07,1.7413322069229535e-07,2.1051361971240576e-07,3.2758449492069185e-07,0.00047636753265547274,7.105612568028128e-07,1.5884337412069975e-07,3.046871591667054e-13,8.120854230674417e-09,1.975302501252639e-08,4.244037031676239e-06,1.3696471240714875e-07,4.490131214441029e-06,9.156171114548897e-08,7.7863925977458e-09,6.422347692394804e-11
0.009517021349637528,0.2907105562139151,3.76,0.0,0.19523411216935668,0.45354566041097755,0.4286292187712115,1.900585802386648e-05,0.29723961193501947,2.0861500056126406e-06,0.000583215161345488,8.41217705640578e-11,8.375720360292825e-14,7.691797720554731e-06,4.6022430298002243e-07,0.08049231749989594,3.998999532052533e-08,0.00010049152383951335,1.0810807798924838e-05,0.02672804466023259,9.512289892456296e-06,0.43980503663910114,0.0003968747102181977,0.007319261785411793,0.0034665090759246875,1.853801910918896e-09,0.062218320379258354,1.464090184614205e-05,0.002149137158579107,0.0028352017337600326,6.414091594004417e-08,3.782865558758827e-07,5.801100106284994e-10,6.607550847567357e-05,2.5799926644515917e-11,7.362841361411292e-08,6.923277079205611e-06,0.005539638423293362,2.513953008547087e-07,3.334704459545358e-09,4.326537047623128e-14,4.903600702729365e-07,1.7408549713717118e-07,2.097418120279716e-07,3.270267007248307e-07,0.0004755320470099929,7.057671613136971e-07,1.589274609902629e-07,3.0256999311302644e-13,8.101313117813688e-09,1.987964024302731e-08,4.242422579093179e-06,1.3707910397662458e-07,4.482581302305073e-06,9.10963247411706e-08,7.792939109472579e-09,6.389615672563733e-11
0.009563747457647888,0.290740676167697,3.76,0.0,0.1938039486264591,0.45205089368423423,0.4297219069603698,1.9031194064624062e-05,0.2981861350933528,2.0768969793051247e-06,0.0005814348142274057,8.34640075650237e-11,8.310228396698005e-14,7.713340588737793e-06,4.568451445679833e-07,0.08074638448220071,3.9815551529467944e-08,0.00010059353495029752,1.0741172461172075e-05,0.026682652140624735,9.531804520496171e-06,0.44094502912680417,0.00039511659780866747,0.007269021696151331,0.0034597634507010267,1.8423769782039022e-09,0.06247002267060469,1.4567935654356644e-05,0.002141776208317652,0.0028071126657921693,6.360432758189203e-08,3.7571546103959623e-07,5.761669612821073e-10,6.58577410466606e-05,2.552500282613075e-11,7.320175331214285e-08,6.894306058041766e-06,0.005519586481975967,2.505075647156431e-07,3.3094629217509292e-09,4.2920077855711705e-14,4.908155778673522e-07,1.7402551358476222e-07,2.0897688309053486e-07,3.2644933731298724e-07,0.0004746595318040979,7.009870328330976e-07,1.589999990456882e-07,3.004630003627603e-13,8.081271293621313e-09,2.0006604868934534e-08,4.240687743571895e-06,1.3718445381885676e-07,4.474764351651142e-06,9.062837628107454e-08,7.798971822128567e-09,6.356712345743346e-11
0.009605666323204892,0.2907675367386988,3.76,0.0,0.19252880641285255,0.45071697287732465,0.4306971159656948,1.905415339661588e-05,0.29903055076265467,2.0685994963723555e-06,0.0005798427742979427,8.287761220063323e-11,8.251842348114882e-14,7.732742956503998e-06,4.53829858824864e-07,0.08097317439871698,3.9659284296924795e-08,0.00010068375545504588,1.06791665970031e-05,0.02664154875579672,9.549430295023955e-06,0.44196203180615634,0.0003935488097351993,0.007224133588562518,0.0034536156523783178,1.8322056499426153e-09,0.06269477056679174,1.4502564980450974e-05,0.002135148674520544,0.002782078765010452,6.312624132106672e-08,3.734184692850505e-07,5.726442782475192e-10,6.566340670710831e-05,2.5280588925263546e-11,7.281949742836267e-08,6.8682479526846915e-06,0.005501326702990711,2.497077308390816e-07,3.2869219103818436e-09,4.261196163564824e-14,4.911931005250924e-07,1.7396135682115943e-07,2.082965185699371e-07,3.259149920134467e-07,0.00047384571732795,6.967108601061698e-07,1.590553271488171e-07,2.9858147883856194e-13,8.06287231445326e-09,2.01208065268739e-08,4.239030783539338e-06,1.3727131923581263e-07,4.467527723488401e-06,9.020648685274409e-08,7.803949382101097e-09,6.32705497772998e-11
0.009647585188761897,0.2907942461211663,3.76,0.0,0.19126106917069935,0.4493896952144355,0.4316675662922014,1.9077332162647838e-05,0.29987051828650774,2.0603055435936217e-06,0.0005782555555486256,8.229469289318624e-11,8.193802404625112e-14,7.752217667461192e-06,4.508298951983985e-07,0.08119889399593086,3.950324287195852e-08,0.00010077276834323699,1.0617596727823035e-05,0.02660008921168048,9.567170079762545e-06,0.4429736681319797,0.00039198998709844473,0.007179419570965948,0.003447378307289631,1.8221075989113638e-09,0.0629185174939335,1.4437281894313208e-05,0.0021284992647827993,0.002757201509737389,6.265126626870725e-08,3.71130613978941e-07,5.691356067984796e-10,6.547004018438603e-05,2.5038270655703488e-11,7.243775265988499e-08,6.842129036676482e-06,0.005482815830538709,2.489047338269108e-07,3.264479814616188e-09,4.230541785552154e-14,4.91541328776555e-07,1.7388749919001264e-07,2.0762171664405016e-07,3.253653980940535e-07,0.0004730029287113524,6.924464492751637e-07,1.5910151212679508e-07,2.967082237353959e-13,8.044083404051242e-09,2.023529336046764e-08,4.2372803340936735e-06,1.3735099894355652e-07,4.4600824299471205e-06,8.978271349963176e-08,7.80851858594369e-09,6.297271963694551e-11
0.009689504054318902,0.2908208049934431,3.76,0.0,0.19000068745778492,0.4480690259181949,0.4326332855071226,1.910073223094268e-05,0.3007060602453193,2.0520152588027154e-06,0.0005766731174266553,8.171523079393272e-11,8.136106689430186e-14,7.7717652179677e-06,4.4784523385600403e-07,0.08142354932521752,3.934743543288864e-08,0.00010086059105475694,1.055645897341529e-05,0.026558277368702563,9.58502534770617e-06,0.44397996696536296,0.0003904401569091109,0.007134880374510229,0.0034410527581729875,1.8120821813121076e-09,0.06314126403163553,1.4372089906965484e-05,0.0021218286558600725,0.002732481131191985,6.21793951172169e-08,3.688519596893181e-07,5.656410459413595e-10,6.527763641189797e-05,2.4798038992301252e-11,7.205654715081549e-08,6.815952345805093e-06,0.005464058670794539,2.480986505272669e-07,3.2421374577719414e-09,4.200045553360063e-14,4.91860394321704e-07,1.738040189547163e-07,2.0695248940286974e-07,3.248007897629973e-07,0.00047213155588182975,6.881940385146e-07,1.5913862629946935e-07,2.9484326838991713e-13,8.024910678317557e-09,2.0350067059560983e-08,4.2354379799976176e-06,1.374235362047487e-07,4.452431443724667e-06,8.935713923925614e-08,7.812681885666028e-09,6.267369002890386e-11
0.009731422919875906,0.2908472140356396,3.76,0.0,0.18874761218952846,0.44675493034219527,0.43359430099654106,1.91243554697691e-05,0.3015371992396016,2.043728778652132e-06,0.0005750954198657045,8.113920710428353e-11,8.078753330678424e-14,7.791386104687207e-06,4.448758532224977e-07,0.0816471464444591,3.919186998318631e-08,0.00010094724123799255,1.0495749495097077e-05,0.026516117011618393,9.602997531549745e-06,0.4449809570220898,0.0003888993441154836,0.007090516684354321,0.003434640333341337,1.8021287603549789e-09,0.06336301081381328,1.4306992413960497e-05,0.002115137511852378,0.00270791782105841,6.171062003750264e-08,3.665825675717461e-07,5.621606894465247e-10,6.5086190342128e-05,2.455988456389012e-11,7.167590801636328e-08,6.78972087308417e-06,0.0054450599940036645,2.4728955732483604e-07,3.219895631837099e-09,4.1697082604184664e-14,4.921504304789628e-07,1.7371099436133194e-07,2.0628884751686702e-07,3.24221399640725e-07,0.00047123198760061225,6.83953854084908e-07,1.591667418478649e-07,2.9298664375221444e-13,8.005360185016722e-09,2.0465129401038426e-08,4.2335053093091474e-06,1.3748897447881288e-07,4.44457768703927e-06,8.892984498864436e-08,7.816441736568241e-09,6.237351649999025e-11
0.009773341785432911,0.2908734739281598,3.76,0.0,0.18750179463685002,0.44544737397157164,0.4345506399668587,1.914820389276539e-05,0.3023639578862971,2.0354462386754065e-06,0.0005735224228654377,8.056660307911057e-11,8.021740461902137e-14,7.8110809069522e-06,4.4192173002047274e-07,0.08186969141733506,3.9036554370924546e-08,0.00010103273650968736,1.0435464488442435e-05,0.02647361185074694,9.62108818199713e-06,0.44597666687297527,0.00038736757166821847,0.007046329140830478,0.0034281423467682317,1.7922467055450942e-09,0.06358375852730376,1.4241992725895528e-05,0.002108426484072924,0.0026835117328139917,6.124493282474847e-08,3.643224953973505e-07,5.586946258950244e-10,6.489569694672418e-05,2.4323797743391628e-11,7.129586146479386e-08,6.763437514357554e-06,0.005425824534160979,2.4647752836181536e-07,3.1977550727100866e-09,4.139530654120137e-14,4.924115767391903e-07,1.7360850504079518e-07,2.0563080173436763e-07,3.236274586343493e-07,0.0004703046113651477,6.797261136337831e-07,1.5918593206321587e-07,2.9113837840230986e-13,7.98543798047029e-09,2.0580482459031124e-08,4.23148392230488e-06,1.3754735841895296e-07,4.436524073864349e-06,8.850091045129837e-08,7.819800665921498e-09,6.207225376404877e-11
0.009815260650989916,0.2908995853521105,3.76,0.0,0.18626318642354944,0.4441463224234859,0.4355023294464679,1.9172279522592297e-05,0.30318635881533,2.02716777336808e-06,0.0005719540867439428,7.999740003060765e-11,7.965066222349964e-14,7.830850170349166e-06,4.3898283934295555e-07,0.08209119031264264,3.8881496264983685e-08,0.00010111709449172381,1.0375600184815772e-05,0.026430765523282756,9.639298847758963e-06,0.44696712494400276,0.00038584486063685235,0.0070023183405066225,0.0034215600981127247,1.7824353920661508e-09,0.06380350791057933,1.4177094082604805e-05,0.002101696211309514,0.0026592629828605485,6.078232494778417e-08,3.6207179765412545e-07,5.552429388350762e-10,6.470615121656889e-05,2.408976868898618e-11,7.091643325981075e-08,6.73710511261288e-06,0.00540635698867674,2.4566263663939364e-07,3.1757164738775957e-09,4.109513456480238e-14,4.926439723920805e-07,1.7349663019257706e-07,2.049783627332959e-07,3.23019195948536e-07,0.0004693498133421817,6.755110311682157e-07,1.5919627045715455e-07,2.89298498634751e-13,7.965150081281699e-09,2.069612813232766e-08,4.229375423406892e-06,1.3759873258451017e-07,4.428273525748132e-06,8.807041449643653e-08,7.822761200201478e-09,6.176995595985562e-11
0.00985717951654692,0.29092554898901085,3.76,0.0,0.18503173957180127,0.4428517414660817,0.43644939626281937,1.9196584304507563e-05,0.3040044246676797,2.018893516519725e-06,0.0005703903723811829,7.943157934546674e-11,7.90872875865511e-14,7.850694381533319e-06,4.360591546013919e-07,0.0823116492042055,3.8726703138629596e-08,0.00010120033283506294,1.031615285606778e-05,0.026387581584894942,9.657630969568458e-06,0.44795235949651874,0.00038433123001567124,0.006958484831448237,0.0034148948707259743,1.7726942014815259e-09,0.06402225975942125,1.4112299608810529e-05,0.0020949473185373053,0.002635171646652524,6.032278739232141e-08,3.59830525374159e-07,5.51805706514488e-10,6.451754816454062e-05,2.3857787241549096e-11,7.053764829538825e-08,6.710726476941705e-06,0.005386662013181487,2.44844954932924e-07,3.153780497306779e-09,4.079657301333595e-14,4.928477548312775e-07,1.7337544798239594e-07,2.0433153974705987e-07,3.2239683861636877e-07,0.00046836797809902253,6.713088106733614e-07,1.5919782991007749e-07,2.8746702832641513e-13,7.944502409238353e-09,2.0812068162194342e-08,4.22718141215862e-06,1.3764314093953878e-07,4.419828925732576e-06,8.763843431800104e-08,7.825325825944236e-09,6.146667607185425e-11
0.009899098382103925,0.29095136552072587,3.76,0.0,0.1838074063845464,0.4415635969754781,0.4373918671018655,1.9221120337284226e-05,0.30481817808810235,2.0106236002403955e-06,0.0005688312404883858,7.886912244024086e-11,7.852726220396012e-14,7.870614121746977e-06,4.331506477658297e-07,0.08253107416862017,3.8572182342427655e-08,0.00010128246922515555,1.0257118803472763e-05,0.026344063534776946,9.676086111857913e-06,0.4489323986750357,0.0003828266972849585,0.006914829128558478,0.0034081479365018256,1.7630225209578167e-09,0.06424001490878742,1.4047612356250955e-05,0.002088180421038323,0.0026112377719619954,5.986631082730457e-08,3.5759872684341586e-07,5.483830029666771e-10,6.432988281924845e-05,2.3627843056326598e-11,7.015953070298945e-08,6.684304342011665e-06,0.005366744233392344,2.4402455426417675e-07,3.1319477635771885e-09,4.049962775658873e-14,4.93023068231321e-07,1.7324503812963812e-07,2.0369034206251454e-07,3.217606120670463e-07,0.0004673594889750416,6.671196484588178e-07,1.5919068434462674e-07,2.8564398943028777e-13,7.923500895502263e-09,2.0928304653951094e-08,4.224903484137389e-06,1.3768062881826186e-07,4.411193142245113e-06,8.720504580028533e-08,7.827497109581413e-09,6.116246618547058e-11
