Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66)
4.632816002367169e-07,0.48290389535776856,3.76,0.0,0.6342100916295746,0.9990414797044237,9.699907262464368e-06,1.9977417200632492e-05,0.00045127762467334054,0.00018335214498066003,0.0001995633429392063,7.305359443829288e-10,1.15604855742332e-11,6.706740405231164e-05,2.7873126717419837e-05,0.00012171554406909426,3.616702331346738e-06,8.370417280136354e-06,3.211126823475045e-07,6.202564890490814e-05,1.6638725237546198e-05,2.0216859726771025e-06,1.9606310127640053e-07,4.5693579371527e-09,4.6501741579883244e-08,3.1259985623592324e-09,2.4337624203188923e-09,1.538449859304666e-11,1.7086992198167423e-06,1.864084968150018e-09,7.78558418382536e-15,2.4669724239973424e-10,2.797535716315554e-12,0.0007759694116917585,8.39143051429596e-17,8.686442152437597e-12,2.8163969512659256e-10,7.504165819350345e-10,7.882035577948735e-08,2.5758608246471e-14,1.490751485337555e-19,2.8853878879789835e-14,9.144529938098963e-15,1.544392659601466e-11,4.4471487265713625e-17,9.041296153085885e-12,2.869589555718946e-10
4.741370970090714e-07,0.48290507917067127,3.76,0.0,0.6341923533017472,0.9990341554504364,1.0456885736830133e-05,2.0945564093335312e-05,0.00046442824621085245,0.00018535354912454428,0.00020927229204126117,7.479527835111192e-10,1.1695932464190159e-11,6.85426610244929e-05,2.8262310092761027e-05,0.00012711429427200127,3.6688587874525356e-06,8.578550392922939e-06,3.374953706436426e-07,6.522705086308319e-05,1.7382961969436485e-05,2.175277858053001e-06,2.0769758632372984e-07,5.159148251673161e-09,5.085357547013832e-08,3.2784294540365906e-09,2.6191379447478823e-09,1.6856629731108473e-11,1.7539319292483964e-06,2.098435757216964e-09,8.533833219981951e-15,2.5592646974846596e-10,2.8956196540342115e-12,0.0007759637247033059,9.484253217332262e-17,9.391822180882938e-12,3.091030721376876e-10,8.177091323053925e-10,8.541763059288132e-08,2.8285828240632738e-14,1.7429587827324886e-19,3.234866047731713e-14,1.0205123205454082e-14,1.7085861543628557e-11,5.0647540848247057e-17,1.055072192701936e-11,3.070211338067167e-10
4.849925937814259e-07,0.4829062696192526,3.76,0.0,0.6341744161674828,0.9990267363388988,1.1249970962754738e-05,2.1927616577277657e-05,0.0004776545448987214,0.0001872924431208845,0.00021917113351025954,7.650689161240742e-10,1.1827375537660569e-11,6.998799731929387e-05,2.863929916226912e-05,0.00013258703014988103,3.719383325241634e-06,8.787116272794799e-06,3.5421991124974306e-07,6.849635395055459e-05,1.8133882627250747e-05,2.3362630301520737e-06,2.199591030474116e-07,5.8068477044062395e-09,5.5473583798003425e-08,3.433848525045819e-09,2.815544218882258e-09,1.8430437704395956e-11,1.799614872334116e-06,2.3551520789292662e-09,9.333957584505306e-15,2.6526791255820225e-10,2.994860540207912e-12,0.0007759579639922149,1.0685735847506873e-16,1.0132545422553473e-11,3.383484197060535e-10,8.889956569736269e-10,9.237918958674963e-08,3.097814771620457e-14,2.0295981805459487e-19,3.6141320179458125e-14,1.1351422628353454e-14,1.887031064809288e-11,5.751149484917784e-17,1.2262643031746404e-11,3.278013411562724e-10
4.958480905537804e-07,0.48290746650105004,3.76,0.0,0.6341562833268326,0.9990192246913933,1.2079666422794404e-05,2.292280090691386e-05,0.0004909541999882946,0.000189170749992647,0.0002292565621181513,7.818813599505737e-10,1.1954926225184882e-11,7.1403446583104e-05,2.9004459781366783e-05,0.00013813145188814783,3.768324697410984e-06,8.996102857203383e-06,3.7128043580906566e-07,7.183215055502283e-05,1.88908356511978e-05,2.504785441537974e-06,2.3288196988969773e-07,6.516356566462586e-09,6.036919217978207e-08,3.5922036046452784e-09,3.023566774437704e-09,2.011061188091912e-11,1.8457638141530919e-06,2.635692310864156e-09,1.0188354226434803e-14,2.747217759226678e-10,3.0952657388487454e-12,0.0007759521313626415,1.2003340241023732e-16,1.0909194891244009e-11,3.694281100522837e-10,9.643859572408235e-10,9.97139492360512e-08,3.38404673090801e-14,2.3542172936067135e-19,4.024575671333617e-14,1.2587113640036746e-14,2.080771895020404e-11,6.512086124175808e-17,1.4197528159037853e-11,3.492945528554413e-10
5.067035873261349e-07,0.482908669619746,3.76,0.0,0.634137957851921,0.9990116227713222,1.2946447276435573e-05,2.3930352602735353e-05,0.0005043249623044434,0.00019099033342443966,0.0002395253016638075,7.98387844586573e-10,1.207869311482248e-11,7.278909749218557e-05,2.9358148211739474e-05,0.00014374532875544444,3.815730410881497e-06,9.205498131586438e-06,3.8867112066166777e-07,7.523303605944927e-05,1.9653187184062348e-05,2.680986633984629e-06,2.4650152017902676e-07,7.291712215414713e-09,6.5547687652374e-08,3.753442978005901e-09,3.24382187551241e-09,2.1901998232587992e-11,1.8923945273274528e-06,2.9415639217392643e-09,1.1099499938842261e-14,2.842884451923033e-10,3.196844221471293e-12,0.0007759462285738458,1.3444801852001133e-16,1.1722330561706676e-11,4.023933215903561e-10,1.0439883289529623e-09,1.0743065606404617e-07,3.687757700849852e-14,2.7206021821618715e-19,4.467581860061285e-14,1.3915856403714832e-14,2.2909205331815142e-11,7.353623872877675e-17,1.637720316485526e-11,3.714951911730223e-10
5.175590840984894e-07,0.4829098787849994,3.76,0.0,0.634119442785482,0.9990039327848056,1.3850760718932626e-05,2.49495175246453e-05,0.0005177646523832944,0.00019275299960239454,0.0002499741064666146,8.145867581122945e-10,1.2198782010152117e-11,7.414508853867151e-05,2.9700711121892837e-05,0.00014942649726831046,3.861646720552157e-06,9.415290147671513e-06,4.063861902445931e-07,7.869761129649448e-05,2.0420321492003688e-05,2.865005757150018e-06,2.608540621122658e-07,8.137088468149408e-09,7.101621535714204e-08,3.9175154100314676e-09,3.476957402098814e-09,2.380960596647647e-11,1.9395227825399035e-06,3.2743231963314347e-09,1.2069954759930897e-14,2.9396847748745995e-10,3.2996064881736307e-12,0.0007759402573405509,1.5018129101293726e-16,1.2572489721189147e-11,4.3729399326524825e-10,1.127909528709183e-09,1.1553788357938533e-07,4.0094151798553324e-14,3.132783100519666e-19,4.944528032299323e-14,1.534128026509119e-14,2.5186593889497705e-11,8.28213614343818e-17,1.88248855008442e-11,3.9439717442234724e-10
5.284145808708439e-07,0.4829110938122811,3.76,0.0,0.6341007411395891,0.9989961568816064,1.47930263777148e-05,2.5979552833740154e-05,0.0005312711586041535,0.0001944604989965034,0.00026059976266788607,8.304770969591963e-10,1.2315295987979398e-11,7.547160319813284e-05,3.003248564047529e-05,0.00015517285935999687,3.9061186312049795e-06,9.625467039965006e-06,4.244199200611564e-07,8.22244847669406e-05,2.119164128959135e-05,3.0569795882853465e-06,2.759768376506347e-07,9.056794797322824e-09,7.678177571909062e-08,4.084370166120046e-09,3.7236536996849372e-09,2.5838614198005228e-11,1.987164339408493e-06,3.6355749220354294e-09,1.3102365397794906e-14,3.037625935001574e-10,3.4035644914145243e-12,0.0007759342193333577,1.6731602481728581e-16,1.3460187333715574e-11,4.741787841037753e-10,1.2162547459063736e-09,1.2404402971706654e-07,4.349474779205241e-14,3.595039833744819e-19,5.456782013011987e-14,1.68669786486314e-14,2.7652445088375e-11,9.304314286508468e-17,2.1565216608928508e-11,4.179939634060826e-10
5.392700776431984e-07,0.48291231452270916,3.76,0.0,0.63408185589455,0.9989882971560824,1.577363674222914e-05,2.7019727850374643e-05,0.0005448424353281875,0.00019611452808732287,0.0002713990893637674,8.460584188367051e-10,1.2428335455686475e-11,7.676886545200759e-05,3.0353799450009653e-05,0.0001609823805639135,3.949189905692179e-06,9.836017040567081e-06,4.427666392756214e-07,8.581227464017811e-05,2.196656797818446e-05,3.2570425528464274e-06,2.9190798050066715e-07,1.005527543811297e-08,8.285122208664873e-08,4.253957030241476e-09,3.984624393958589e-09,2.7994378640630064e-11,2.035334937707344e-06,4.026972039288199e-09,1.4199468665725983e-14,3.13671669574546e-10,3.508731562395681e-12,0.0007759281161801402,1.8593773430989884e-16,1.4385916414612493e-11,5.13095037679886e-10,1.3091275801933195e-09,1.3295731474822927e-07,4.7083798828691556e-14,4.1119065923236185e-19,6.005699949592017e-14,1.8496504392750158e-14,3.0320086576008205e-11,1.0427171512354162e-16,2.4624292216930976e-11,4.422786053483791e-10
5.501255744155529e-07,0.48291354074288717,3.76,0.0,0.634062789997955,0.9989803556481591,1.6792957623470777e-05,2.8069324815710355e-05,0.0005584765010526992,0.0001977167310388399,0.0002823689395885663,8.613307985439903e-10,1.2537998208153436e-11,7.803713564064535e-05,3.066497091201322e-05,0.00016685308821897584,3.990903078040794e-06,1.0046928492439472e-05,4.61420732977713e-07,8.94596105531324e-05,2.2744541805841655e-05,3.465326745897047e-06,3.0868647334260356e-07,1.1137108391651156e-08,8.923125879989764e-08,4.426226320632924e-09,4.26061716977996e-09,3.028243828805114e-11,2.084050288923605e-06,4.450215257978223e-09,1.5364094915579506e-14,3.2369673005685837e-10,3.6151223399615516e-12,0.0007759219494665646,2.061346298295189e-16,1.5350148413232026e-11,5.540887512091209e-10,1.4066300239396204e-09,1.422857796263364e-07,5.086561351075645e-14,4.688176468615166e-19,6.592624421334745e-14,2.0233365516801948e-14,3.320364354014884e-11,1.1658046338025296e-16,2.8029690484395856e-11,4.672437753815699e-10
5.609810711879074e-07,0.48291477230474317,3.76,0.0,0.6340435463638563,0.998972334344322,1.785132863981433e-05,2.912763956331138e-05,0.0005721714365869443,0.0001992687013191797,0.00029350620116360744,8.762947865065562e-10,1.2644379484199977e-11,7.927670662502136e-05,3.0966309217076614e-05,0.00017278306970163902,4.031299470500758e-06,1.0258189861240872e-05,4.803766441519129e-07,9.316513522241055e-05,2.3525021956090608e-05,3.681961954213105e-06,3.2635210445910506e-07,1.230700433119625e-08,9.592843965758267e-08,4.601128903356109e-09,4.552414513739589e-09,3.2708522066374817e-11,2.1333260681420268e-06,4.907052641852452e-09,1.6599171457454814e-14,3.338389399062342e-10,3.722752701938029e-12,0.0007759157207363152,2.27997602078503e-16,1.635333360218578e-11,5.972045490011844e-10,1.508862449354068e-09,1.5203728473965977e-07,5.484437265082386e-14,5.328905461609892e-19,7.218882710590484e-14,2.2081021408758216e-14,3.631806849857145e-11,1.3004605562900774e-16,3.181049795892608e-11,4.928818156640852e-10
5.718365679602619e-07,0.4829160090453749,3.76,0.0,0.6340241278720709,0.9989642351786181,1.894906372601956e-05,3.0193982106903964e-05,0.0005859253832541455,0.00020077198327076153,0.0003048077974247727,8.909513698874216e-10,1.2747572022505756e-11,8.048790023677411e-05,3.1258114554652546e-05,0.0001787704706882963,4.070419213739865e-06,1.0469789745835821e-05,4.996288753817619e-07,9.692750588333314e-05,2.430748657227911e-05,3.907075679006617e-06,3.449454239093849e-07,1.3569805416899976e-08,1.0294916675477715e-07,4.778616203923719e-09,4.860834419751266e-09,3.527855543484214e-11,2.183177906249364e-06,5.3992791628624175e-09,1.790772595463435e-14,3.4409959755820415e-10,3.831639698835387e-12,0.0007759094314926325,2.5162020451507103e-16,1.7395901471630915e-11,6.424856600118401e-10,1.6159235999100985e-09,1.6221950904183421e-07,5.902412710707828e-14,6.039416050796748e-19,7.885785232472317e-14,2.404287941940223e-14,3.9679170413551724e-11,1.4474846777164777e-16,3.5997333313896945e-11,5.191847722109041e-10
5.826920647326164e-07,0.482917250806895,3.76,0.0,0.63400453736759,0.9989560600336732,2.0086451662457167e-05,3.126767715014194e-05,0.0005997365411238709,0.0002022280736314851,0.0003162706878410237,9.053019361285161e-10,1.284766611695585e-11,8.167106399720621e-05,3.1540678297739156e-05,0.0001848134934513065,4.1083012694545005e-06,1.068171688757761e-05,5.191719903173587e-07,0.0001007453955688153,2.509143272383391e-05,4.140793159193733e-06,3.645076993875e-07,1.4930484024878196e-08,1.1029968966429524e-07,4.958640217189781e-09,5.186731057252002e-09,3.7998666914669874e-11,2.233621382451118e-06,5.928736227347586e-09,1.9292889783157993e-14,3.544801280327916e-10,3.941801489838836e-12,0.0007759030831990455,2.7709863383752826e-16,1.847826112727924e-11,6.899738992436784e-10,1.7279105857505697e-09,1.728399495334078e-07,6.340879598268101e-14,6.825300317645699e-19,8.594624119292475e-14,2.612229184858883e-14,4.3303643027656084e-11,1.6077100409609834e-16,4.062236884822523e-11,5.461444295197119e-10
5.935475615049709e-07,0.48291849743628146,3.76,0.0,0.6339847776600886,0.9989478107417148,2.1263756621771502e-05,3.23480645239439e-05,0.0006136031672783044,0.0002036384230084979,0.00032789186853518076,9.193482387838462e-10,1.2944749671369451e-11,8.282656808687384e-05,3.1814283198219104e-05,0.0001909103951913726,4.144983454752168e-06,1.089396017846017e-05,5.390006149318037e-07,0.00010461749424036252,2.5876376320362656e-05,4.383237395136519e-06,3.8508087189703546e-07,1.6394141396156707e-08,1.1798610493631722e-07,5.141153515686664e-09,5.530995401698684e-09,4.0875194526531935e-11,2.2846720170934247e-06,6.497311175905895e-09,2.0757901345867687e-14,3.6498207627937456e-10,4.053257281014832e-12,0.0007758966772793471,3.045317086605501e-16,1.9600801690936262e-11,7.397096527536615e-10,1.844918882758767e-09,1.8390592106848493e-07,6.80021651663872e-14,7.692422631401322e-19,9.346671955255531e-14,2.8322553308996773e-14,4.720909232206871e-11,1.7820031322815582e-16,4.571934973813035e-11,5.737523430776205e-10
6.044030582773254e-07,0.48291974878523086,3.76,0.0,0.6339648515235193,0.9989394890855998,2.2481218730395355e-05,3.343449955663541e-05,0.0006275235741149645,0.00020500443730604934,0.0003396683727167926,9.330923655133826e-10,1.3038908253585002e-11,8.39548025485732e-05,3.2079203589491446e-05,0.00019705948640815797,4.180502467794124e-06,1.1106508668227487e-05,5.591094385888301e-07,0.00010854250978261801,2.6661851979081002e-05,4.634529172795877e-06,4.067075113670918e-07,1.796600621087063e-08,1.2601435589226487e-07,5.3261092565644475e-09,5.894555827166955e-09,4.391469211833421e-11,2.336345264783235e-06,7.106936758738696e-09,2.2306109331394277e-14,3.756071007507302e-10,4.166027265665332e-12,0.0007758902151191892,3.3402084648211285e-16,2.0763892702533095e-11,7.917318660352402e-10,1.967042334999539e-09,1.9542455646191591e-07,7.280788619249848e-14,8.646921894601604e-19,1.0143180656362913e-13,3.064689845153601e-14,5.14140630038841e-11,1.9712639965241856e-16,5.1323611039665553e-11,6.019998698351023e-10
6.152585550496799e-07,0.48292100471001614,3.76,0.0,0.6339447616957875,0.9989310967998442,2.373905464253826e-05,3.4526353381774534e-05,0.0006414961276874947,0.00020632747910887577,0.000351597271035504,9.465367081146572e-10,1.3130225148862534e-11,8.505617470778709e-05,3.2335705593881745e-05,0.00020325912931023763,4.214893914314171e-06,1.1319351570522407e-05,5.794932149404032e-07,0.00011251916887202673,2.7447412850576537e-05,4.8947870882405115e-06,4.2943077232679717e-07,1.9651433092889518e-08,1.34390232690427e-07,5.513461187264091e-09,6.278378660968449e-09,4.712393556614885e-11,2.3886565078004038e-06,7.759590588189186e-09,2.3940975909193856e-14,3.8635696719901093e-10,4.280132566760561e-12,0.0007758836980671102,3.656700390372135e-16,2.1967884522764983e-11,8.460780355539659e-10,2.094373160252843e-09,2.074028068739665e-07,7.78294753993097e-14,9.695213344271234e-19,1.0985380489979791e-13,3.3098500035042405e-14,5.5938063934487635e-11,2.1764263091110527e-16,5.7472092449222716e-11,6.308781967348604e-10
6.261140518220344e-07,0.4829222650713465,3.76,0.0,0.6339245108784979,0.9989226355716562,2.5037458124455524e-05,3.562301318821879e-05,0.0006555192460855589,0.00020760886902251014,0.00036367567186228547,9.596839344763055e-10,1.3218781412569673e-11,8.613110679577155e-05,3.258404733287166e-05,0.00020950773626497786,4.248192334713538e-06,1.1532478268150426e-05,6.001467626705997e-07,0.00011654621772940332,2.823263040750331e-05,5.164127572462744e-06,4.53294349748133e-07,2.145590104984722e-08,1.4311937264208692e-07,5.703163650044355e-09,6.683468700305625e-09,5.050992883236216e-11,2.441621049795617e-06,8.457294570130118e-09,2.5666079852301773e-14,3.972335426867045e-10,4.395595181386165e-12,0.0007758771274342204,3.9958582613163464e-16,2.321310873556997e-11,9.027842032264524e-10,2.227001958379034e-09,2.1984744245076977e-07,8.307031336624181e-14,1.084398992795795e-18,1.1874479228129417e-13,3.568046732234587e-14,6.080159241703554e-11,2.398457406014897e-16,6.420335083713056e-11,6.60378367383088e-10
6.369695485943889e-07,0.482923529734232,3.76,0.0,0.6339041017367636,0.9989141070419637,2.6376600646964708e-05,3.672388241671945e-05,0.0006695913978545456,0.00020884988697186528,0.0003759007215051974,9.72536962343955e-10,1.3304655922136854e-11,8.718003376140814e-05,3.2824479138498106e-05,0.00021580376828866859,4.280431231478492e-06,1.1745878317529181e-05,6.210649661004559e-07,0.00012062242276553396,2.9017094200446597e-05,5.442664916456014e-06,4.783424351598128e-07,2.338501185337917e-08,1.522072607580392e-07,5.895171585469044e-09,7.11086969107875e-09,5.407990986621969e-11,2.495254109768349e-06,9.202114315799188e-09,2.748511958006906e-14,4.0823878980587727e-10,4.5124379271460895e-12,0.0007758705044957351,4.3587726804776257e-16,2.449987854977458e-11,9.618849536426465e-10,2.3650177222702526e-09,2.3276505320007806e-07,8.853364461077254e-14,1.2100223264159995e-18,1.281166142831014e-13,3.839584478496426e-14,6.602615726701993e-11,2.6383582730344823e-16,7.155757057681356e-11,6.904913069492731e-10
6.478250453667434e-07,0.48292479856785275,3.76,0.0,0.6338835368990772,0.9989055128064405,2.7756631984320958e-05,3.78283809070833e-05,0.0006837111004555392,0.0002100517734594016,0.0003882696043657809,9.850989347944083e-10,1.3387925428256396e-11,8.820340125879329e-05,3.305724376451401e-05,0.0002221457335770297,4.311643096703995e-06,1.19595414523896e-05,6.422427756671568e-07,0.00012474657112835174,2.9800411584880286e-05,5.73051129651247e-06,5.046196731281253e-07,2.544448836419851e-08,1.6165923050652617e-07,6.089440534948545e-09,7.561664769048421e-09,5.784135633305148e-11,2.5495708163191956e-06,9.99615853562435e-09,2.9401916113749996e-14,4.193747610992309e-10,4.630684390458944e-12,0.0007758638304923989,4.74655916612797e-16,2.5828489199312645e-11,1.0234134138408767e-09,2.5085078511560314e-09,2.461620500829326e-07,9.422257752717117e-14,1.3471164184986239e-18,1.3798087835454897e-13,4.1247611098737645e-14,7.163430059598865e-11,2.897163495779527e-16,7.95765716987565e-11,7.212078453789777e-10
6.586805421390979e-07,0.4829260714454298,3.76,0.0,0.6338628189572323,0.9988968544165274,2.9177680817703183e-05,3.893594499970093e-05,0.0006978769187657365,0.00021121573078415048,0.0004007795430415659,9.973731973195827e-10,1.346866460529716e-11,8.920166379836345e-05,3.328257659617264e-05,0.00022853218607598016,4.341859439547487e-06,1.2173457586790282e-05,6.636752082895249e-07,0.00012891747115965175,3.0582207422832877e-05,6.027776799702585e-06,5.321711181938653e-07,2.7640172806467484e-08,1.71480464764778e-07,6.285926642424793e-09,8.036976863640587e-09,6.180199115956632e-11,2.604586202171046e-06,1.0841578416523983e-08,3.1420415938352585e-14,4.306435936767289e-10,4.750358876689113e-12,0.0007758571066298737,5.160357850163841e-16,2.7199218341497743e-11,1.0874012554544612e-09,2.6575581660446796e-09,2.6004466630295677e-07,1.0014008454994577e-13,1.4964342877484423e-18,1.4834894898538598e-13,4.4238678412529863e-14,7.764961824472191e-11,3.1759411718518297e-16,8.830381590476825e-11,7.525187390022081e-10
6.695360389114524e-07,0.48292734824410083,3.76,0.0,0.6338419504662953,0.9988881333804462,3.063985534170028e-05,4.00460275950029e-05,0.0007120874636192054,0.0002123429242228228,0.000413427798379585,1.0093632764270987e-09,1.354694610092857e-11,9.017528305016597e-05,3.350070585776877e-05,0.0002349617240923277,4.37111081347776e-06,1.2387616817502226e-05,6.853573476303865e-07,0.00013313395276874865,3.136212376257978e-05,6.334569449502261e-06,5.610421923477656e-07,2.997802499574489e-08,1.8167599694742335e-07,6.484586655279099e-09,8.537969064759227e-09,6.596978788371562e-11,2.6603151989537206e-06,1.1740566984109207e-08,3.354469376472e-14,4.420475040217767e-10,4.8714863620611845e-12,0.0007758503340800625,5.601333164632277e-16,2.8612326452899228e-11,1.1538786990579903e-09,2.812252927095329e-09,2.7441895877604785e-07,1.0628900252577125e-13,1.658756864304822e-18,1.5923194395269992e-13,4.737189187209182e-14,8.409677880851368e-11,3.475792786776827e-16,9.77844104837801e-11,7.844146906180504e-10
6.803915356838069e-07,0.48292862884480015,3.76,0.0,0.6338209339446186,0.9988793511642031,3.214324387231645e-05,4.1158098174179725e-05,0.0007263413903876681,0.00021343448317419234,0.00042621166948526986,1.0210728596696567e-09,1.3622840584941452e-11,9.112472628865306e-05,3.371185281728297e-05,0.00024143298894386406,4.399426843216253e-06,1.2602009425817027e-05,7.072843442651937e-07,0.00013739486772995093,3.213981949940079e-05,6.650995231535934e-06,5.912786431203187e-07,3.246412052461898e-08,1.9225071229602622e-07,6.685377924529328e-09,9.065844953044135e-09,7.035297579872992e-11,2.7167726322467888e-06,1.269535845115932e-08,3.5778955186409995e-14,4.535887829811742e-10,4.9940924473020365e-12,0.000775843513983023,6.070673517447589e-16,3.0068057222433315e-11,1.222874520550501e-09,2.9726748527283226e-09,2.8929080976427665e-07,1.1267203327850947e-13,1.834892927868729e-18,1.706407315828351e-13,5.0650029381478415e-14,9.100154120359682e-11,3.7978530552958216e-16,1.0806511017565823e-10,8.168863681340102e-10
6.912470324561614e-07,0.48292991313214045,3.76,0.0,0.6337997718738961,0.9988705091925882,3.368791545513363e-05,4.227164278429225e-05,0.0007406373976008598,0.00021449150226790395,0.00043912849369069667,1.0325057770201588e-09,1.3696416797242435e-11,9.205046496907719e-05,3.391623198761849e-05,0.00024794466364824215,4.426836251289656e-06,1.2816625878827781e-05,7.294514157653732e-07,0.0001416990899102412,3.291497002018769e-05,6.97715811940683e-06,6.229265023555818e-07,3.5104648909969304e-08,2.0320934931492314e-07,6.888258404380221e-09,9.62184889407758e-09,7.49600448820008e-11,2.773973216875407e-06,1.3708227553687209e-08,3.812753922649718e-14,4.652697909332683e-10,5.118203312956612e-12,0.0007758366474461154,6.569590958097573e-16,3.156663794133362e-11,1.2944160594215294e-09,3.138905140293663e-09,3.046659286587815e-07,1.1929174435278017e-13,2.025679009255578e-18,1.825859289627934e-13,5.407580158484593e-14,9.839077073012144e-11,4.1432897296717547e-16,1.1919431703424865e-10,8.499244218359873e-10
7.021025292285159e-07,0.48293120099429954,3.76,0.0,0.6337784666992533,0.9988616088501605,3.5273920472379564e-05,4.338616399070693e-05,0.0007549742256059158,0.0002155150424388224,0.00045217564648580117,1.043665983514047e-09,1.3767741595020169e-11,9.295297342621127e-05,3.411405132402442e-05,0.00025449547164994586,4.4533668841287e-06,1.3031456830228562e-05,7.518538467040947e-07,0.00014604551543310828,3.368726683445572e-05,7.313160100587693e-06,6.560320457325171e-07,3.790591170564003e-08,2.1455650133943103e-07,7.0931866511869125e-09,1.0207266297104559e-08,7.979975050052311e-11,2.831931552454033e-06,1.4781488875858501e-08,4.0594920769932855e-14,4.77092953128927e-10,5.2438456763324745e-12,0.0007758297355449208,7.099320834123344e-16,3.3108279889710586e-11,1.3685292287543447e-09,3.3110234881285114e-09,3.205498538973463e-07,1.2615056992232387e-13,2.231979257735656e-18,1.9507790103642672e-13,5.765185205186876e-14,1.0629245359342093e-10,4.513303376695842e-16,1.312220783451166e-10,8.835195003621593e-10
7.238135227732249e-07,0.4829337870129622,3.76,0.0,0.6337354366367048,0.9988436383957434,3.857004263920759e-05,4.561622848557352e-05,0.0007837655067860441,0.00021746576741031785,0.0004786506298722587,1.0651846163184862e-09,1.3903895237219741e-11,9.469020464961762e-05,3.449081067221577e-05,0.000267709576171407,4.503898980989968e-06,1.3461725776749474e-05,7.973462595861906e-07,0.00015486067273109727,3.522214368189711e-05,8.015079517709148e-06,7.268022716357941e-07,4.401639531481282e-08,2.3843400841637724e-07,7.509023670701415e-09,1.1471689567620254e-08,9.021344581019493e-11,2.950179274412372e-06,1.7118641613114476e-08,4.5904668688522346e-14,5.011757392386815e-10,5.4998342057984125e-12,0.0007758157798043444,8.256273635123147e-16,3.6321514827204005e-11,1.524567053851149e-09,3.673235806570499e-09,3.5386543501872307e-07,1.4059464123499182e-13,2.694715900245137e-18,2.2174237040021598e-13,6.526502947442605e-14,1.2375080087371173e-10,5.332026312399821e-16,1.5818164928094583e-10,9.523434028328811e-10
7.433534169634631e-07,0.48293612560299665,3.76,0.0,0.6336962439507654,0.9988272784589318,4.167805754828038e-05,4.762197110297991e-05,0.0008098054411000375,0.00021911691147846282,0.0005028982865884911,1.0836604051129619e-09,1.4019367460650343e-11,9.617904316073816e-05,3.48094181314492e-05,0.0002797240845476329,4.546634767133655e-06,1.3849611475709514e-05,8.390484234500686e-07,0.00016292803392235379,3.659099486665798e-05,8.681440082512231e-06,7.9594860139488e-07,5.013098489260128e-08,2.6129565618701054e-07,7.889876851172531e-09,1.272400727355351e-08,1.0047480898674276e-10,3.0593376931893037e-06,1.9452631829153157e-08,5.113748210841112e-14,5.233619173873698e-10,5.73573918982732e-12,0.0007758030746760315,9.41576709604819e-16,3.9362500878950954e-11,1.6740272697743088e-09,4.020133748319076e-09,3.8564171160874216e-07,1.5443380642220327e-13,3.1734654643286447e-18,2.4770919411785793e-13,7.265600453593359e-14,1.4152003314492264e-10,6.165636597206597e-16,1.8605389776697703e-10,1.016096590062496e-09
7.628933111537012e-07,0.48293847418788155,3.76,0.0,0.6336566239793215,0.9988107491961911,4.49199868268216e-05,4.9623885820191656e-05,0.0008359598222655598,0.0002206746501139189,0.0005275291216478009,1.1013182421356032e-09,1.4128503621208678e-11,9.760000942128319e-05,3.510972608510978e-05,0.00029184725276641796,4.5869189924154785e-06,1.4238055322388692e-05,8.814428666010592e-07,0.0001711159895048084,3.7946498260034e-05,9.381177382594768e-06,8.705445526002553e-07,5.686927087190388e-08,2.854810822466283e-07,8.27674757104869e-09,1.4093511242055722e-08,1.1163865510791928e-10,3.1711725922272614e-06,2.202003723200619e-08,5.683123392055399e-14,5.460489000948876e-10,5.977042043295372e-12,0.0007757902379543672,1.069533183470436e-15,4.2545599413622066e-11,1.8321587495477696e-09,4.387282529753573e-09,4.191450674574014e-07,1.6907958926959317e-13,3.7171617603391634e-18,2.755973065368818e-13,8.057198456638337e-14,1.614372826932174e-10,7.099017705857857e-16,2.1769038247755078e-10,1.0815104707244427e-09
