Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7)
9.999999999999999e-11,0.2928113933911483,3.76,0.0,0.503241331519842,0.9999999999735687,7.013285021692636e-31,1.1864288764358949e-26,3.549660565863261e-10,3.549221733746715e-10,2.6386343830925968e-11,3.208884769747992e-19,2.3452151686558943e-18,4.3877873240066305e-14,4.3867013112595305e-14,1.3469667066417192e-17,1.3406895733191392e-17,2.6386981131491012e-11,6.400771804191012e-16,2.6616918075098783e-18
1.2427967856560278e-10,0.2928113933911483,3.76,0.0,0.5032413314272507,0.9999999999671381,2.0113060570240387e-30,2.788132515673589e-26,4.4115067415886214e-10,4.4108318166050086e-10,3.279267622698353e-11,5.356321933121905e-19,3.536017744466394e-18,6.748323732057098e-14,6.746269451079388e-14,2.5585880981926707e-17,2.5439561342310293e-17,3.2793655381751834e-11,9.843703355349394e-16,5.056159377840668e-18
1.95864792838095e-10,0.29281139340528484,3.76,0.0,0.5032413311542587,0.9999999999481481,2.313921100144145e-29,1.8310317026391438e-25,6.952535318998311e-10,6.950866867408227e-10,5.168039423689381e-11,1.6315508937561365e-18,8.223283623343277e-18,1.6681371918984958e-13,1.6673255104358146e-13,1.0178443741176145e-16,1.008157446215807e-16,5.168280650948421e-11,2.432859805520921e-15,2.011740663851476e-17
3.3903502138307953e-10,0.29281139343355767,3.76,0.0,0.5032413306082746,0.999999999910033,4.237282899362972e-28,1.756602359634668e-24,1.2034592537318575e-09,1.202960460066591e-09,8.945395443019534e-11,6.494245105616076e-18,2.1859970035305058e-17,4.986436171121294e-13,4.982125622738679e-13,5.432509286015158e-16,5.337530794724526e-16,8.946111199480594e-11,7.269684058529956e-15,1.0740884368727072e-16
4.82205249928064e-10,0.2928113934618305,3.76,0.0,0.5032413300622902,0.9999999998717378,2.0508567899352537e-27,6.652117542957495e-24,1.7116649920978098e-09,1.7106566263152463e-09,1.272250538011751e-10,1.558834183892747e-17,4.004719633134685e-17,1.0079589797727565e-12,1.0067558444018356e-12,1.5190292419471589e-15,1.4837558603496437e-15,1.2723942384259613e-10,1.4690240349749547e-14,3.0040970573480085e-16
6.253754784730485e-10,0.2928113934901032,3.76,0.0,0.5032413295163058,0.9999999998332625,6.593028502038002e-27,1.781409438504067e-23,2.219870761168394e-09,2.218175243936609e-09,1.6499375151408967e-10,2.967380302826042e-17,6.150010148850575e-17,1.6946578190747255e-12,1.6920966021909935e-12,3.2369896605716893e-15,3.144523631495454e-15,1.6501774492517384e-10,2.4690725964163102e-14,6.403108049462143e-16
7.685457070180329e-10,0.2928113935183757,3.76,0.0,0.5032413289703211,0.9999999997946069,1.691229777452137e-26,3.9216224061722114e-23,2.7280765796794204e-09,2.725516373801469e-09,2.027601127907141e-10,4.932905627087105e-17,8.523926575079404e-17,2.5586341402925415e-12,2.5539597867570085e-12,5.911711239703152e-15,5.7118996070565695e-15,2.0279607821014633e-10,3.72672122332462e-14,1.1696694166146214e-15
9.999999999999999e-10,0.2928113935749207,3.76,0.0,0.5032413280876614,0.9999999997317343,5.802677684376099e-26,1.084329597563414e-22,3.5496610879789095e-09,3.5453275750344457e-09,2.6380983785502824e-10,9.372353562838794e-17,1.2702757687927465e-16,4.3300744570308855e-12,4.319988383851375e-12,1.2765443983019624e-14,1.2227078466215218e-14,2.6386996352711087e-10,6.303800583244079e-14,2.5266694639523862e-15
1.054886164108002e-09,0.2928113935749207,3.76,0.0,0.5032413278783509,0.9999999997167559,7.404106656822763e-26,1.3306951818506256e-22,3.744488457480449e-09,3.7396663965485155e-09,2.7828609067685763e-10,1.066643799556025e-16,1.3734105697788914e-16,4.818025205613489e-12,4.806234199939667e-12,1.4925307084816802e-14,1.4267887613241002e-14,2.783527923813505e-10,7.013366435143112e-14,2.9544208323535186e-15
1.341226621197971e-09,0.29281139363146547,3.76,0.0,0.5032413267863787,0.9999999996381853,2.264510973145593e-25,3.376633857520576e-22,4.760900848124068e-09,4.753107183900102e-09,3.5380358233589175e-10,1.899481089041998e-16,1.9234513903174256e-16,7.785279815525177e-12,7.76137598042495e-12,3.0275229972260835e-14,2.864450965166001e-14,3.53909590127745e-10,1.1325824197060188e-13,5.995562165303997e-15
1.6275670782879398e-09,0.2928113936880101,3.76,0.0,0.5032413256944043,0.9999999995588957,5.652802789235002e-25,7.200486910053906e-22,5.77731405028679e-09,5.7658392508965705e-09,4.2931327779474323e-10,3.003729556805262e-16,2.4819667617157936e-16,1.1459500286215377e-11,1.141707009785477e-11,5.376233178085383e-14,5.034394082877846e-14,4.2946649644867177e-10,1.6660810068020393e-13,1.0651599249309431e-14
1.913907535377909e-09,0.2928113937445546,3.76,0.0,0.5032413246024265,0.9999999994788876,1.2363393027795887e-24,1.365998331958578e-21,6.7937284408900595e-09,6.777863107988176e-09,5.048159412910058e-10,4.3814169473622236e-16,3.0450801566104695e-16,1.5839796625767435e-11,1.577102729484695e-11,8.716560425532172e-14,8.076825118656305e-14,5.050235360971154e-10,2.301508976101867e-13,1.7277505199112605e-14
2.200247992467878e-09,0.2928113938010994,3.76,0.0,0.503241323510445,0.9999999993981615,2.4530249861371657e-24,2.3788292643545975e-21,7.810144464634467e-09,7.789179251991223e-09,5.803123940203639e-10,6.031561280899998e-16,3.6139949245308053e-16,2.0925302687299735e-11,2.082102472364773e-11,1.3221105645448873e-13,1.2119874893691346e-13,5.805807331469271e-10,3.038553719617097e-13,2.6218514149811994e-14
2.4865884495578473e-09,0.2928113938576442,3.76,0.0,0.5032413224184585,0.9999999993167178,4.517812249281159e-24,3.8798979554623994e-21,8.826562628190714e-09,8.79978817006394e-09,6.558035114159924e-10,7.954753110864739e-16,4.187275516348958e-16,2.671516946699991e-11,2.6564887893465678e-11,1.9058610518756675e-13,1.728161799330494e-13,6.561381111909737e-10,3.876910981558921e-13,3.781296284210223e-14
2.8899592462102443e-09,0.2928113939373,3.76,0.0,0.5032413208801562,0.9999999992007708,9.604773243134028e-24,7.082101556080037e-21,1.0258406210286024e-08,1.0222244601452857e-08,7.621413589310317e-10,1.1130245915712629e-15,4.996318360341367e-16,3.606477030913728e-11,3.5829298429856234e-11,2.987187785496853e-13,2.667398102207033e-13,7.625769329295569e-10,5.22920885692365e-13,5.930740550270663e-14
3.2933300428626413e-09,0.2928113940169564,3.76,0.0,0.5032413193418398,0.9999999990834021,1.850880988719151e-23,1.1946855589619311e-20,1.1690256818969931e-08,1.164329992226037e-08,8.684731789204668e-10,1.485264547244354e-15,5.803383923638258e-16,4.68080480979895e-11,4.6460178009256474e-11,4.414328375295054e-13,3.8821257769538776e-13,8.690162278086153e-10,6.781100520639931e-13,8.770182044707023e-14
3.6967008395150384e-09,0.2928113940966141,3.76,0.0,0.5032413178035067,0.9999999989646134,3.3009890875124995e-23,1.8959901077082997e-20,1.3122116328012356e-08,1.306295551851944e-08,9.748018911335618e-10,1.9121389007542644e-15,6.6081646154975e-16,5.894258868052463e-11,5.84513755455486e-11,6.234934215729256e-13,5.401258511418731e-13,9.754560628530035e-10,8.531737990127152e-13,1.2395738835547175e-13
4.100071636167436e-09,0.292811394176273,3.76,0.0,0.5032413162651537,0.9999999988444062,5.541169526420171e-23,2.8677307680515825e-20,1.455398681761365e-08,1.4481212767703616e-08,1.0811306134555375e-09,2.393477416955716e-15,7.412279471655432e-16,7.246599366660785e-11,7.179679727420242e-11,8.496168292546482e-13,7.25115728040096e-13,1.0818965046128193e-09,1.0480288152118115e-12,1.6902848238823258e-13
4.503442432819833e-09,0.29281139425593355,3.76,0.0,0.5032413147267779,0.9999999987227813,8.854893583268153e-23,4.171447675989081e-20,1.5985870525421098e-08,1.5898073051044685e-08,1.1874626226115259e-09,2.9291596410350972e-15,8.216506082199024e-16,8.737585882356675e-11,8.649034784615724e-11,1.124517219776627e-12,9.456587195444247e-13,1.1883376197762172e-09,1.262592376841362e-12,2.2387145619650298e-13
4.90681322947223e-09,0.29281139433559583,3.76,0.0,0.5032413131883757,0.9999999985997408,1.3590559898746432e-22,5.875470607348125e-20,1.7417769857400022e-08,1.731353774130303e-08,1.2938013554326305e-09,3.5191264681488352e-15,9.020596913324675e-16,1.0366979559106464e-10,1.0252598802727068e-10,1.452861149998408e-12,1.204015416439125e-12,1.2947794745645777e-09,1.4967832790296359e-12,2.8943597035053074e-13
5.310184026124627e-09,0.29281139441526016,3.76,0.0,0.5032413116499436,0.9999999984752853,2.0161240755471678e-22,8.053937198140432e-20,1.8849687351436008e-08,1.872760821525242e-08,1.400150382233301e-09,4.163333521265496e-15,9.824052928834436e-16,1.2134540907689583e-10,1.1989767545400987e-10,1.839314303178014e-12,1.5023136155950006e-12,1.401222135351042e-09,1.7505209308676804e-12,3.6667386244657107e-13
5.713554822777024e-09,0.292811394494927,3.76,0.0,0.5032413101114781,0.9999999983494171,2.905661729582086e-22,1.0787594881769428e-19,2.0281625684874983e-08,2.014028584325446e-08,1.5065134061479834e-09,4.8617182029896945e-15,1.0626687821403997e-15,1.404003163792708e-10,1.3859941384414728e-10,2.2885026803804348e-12,1.842501971370301e-12,1.50766566814422e-09,2.023726154870221e-12,4.565317432117099e-13
6.116925619429421e-09,0.2928113945745964,3.76,0.0,0.5032413085729752,0.9999999982221367,4.084255795963025e-22,1.4163014467603266e-19,2.171358765115347e-08,2.1551571999489043e-08,1.612894247756156e-09,5.614200857897847e-15,1.1428599139757142e-15,1.6083212859665446e-10,1.5862520474334676e-10,2.8050506251345594e-12,2.2264113899585415e-12,1.6141101390941327e-09,2.316320447713053e-12,5.599582519700737e-13
6.520296416081818e-09,0.29281139465426853,3.76,0.0,0.5032413070344314,0.9999999980934462,5.617329300707404e-22,1.8273309322633745e-19,2.3145576162954294e-08,2.2961468052409045e-08,1.7192968407403804e-09,6.420699925400197e-15,1.2229921840247385e-15,1.8263846762491986e-10,1.7996909242812588e-10,3.393545475302262e-12,2.6557165255974356e-12,1.720555614020106e-09,2.6282267076172996e-12,6.778972864191343e-13
6.923667212734215e-09,0.2928113947339439,3.76,0.0,0.5032413054958425,0.9999999979633465,7.579101737577566e-22,2.3217451902882175e-19,2.4577594235407575e-08,2.436997537337437e-08,1.8257252218323631e-09,7.281139414725294e-15,1.3030694579586749e-15,2.0581695098130913e-10,2.0262512328193033e-10,4.058569558819528e-12,3.131984575248366e-12,1.8270021588376077e-09,2.9593686103721168e-12,8.112941236532589e-13
7.327038009386612e-09,0.2928113948136227,3.76,0.0,0.5032413039572047,0.9999999978318391,1.0053803987268484e-21,2.910087952373111e-19,2.6009644984430345e-08,2.5777095328426577e-08,1.9321835227040135e-09,8.19544784247763e-15,1.383088508145284e-15,2.3036520626003298e-10,2.265873842862564e-10,4.804669926509438e-12,3.6566466718682884e-12,1.9334498391520206e-09,3.3096712323686306e-12,9.6108959471665e-13
7.730408806039009e-09,0.29281139489330504,3.76,0.0,0.5032413024185135,0.9999999976989254,1.3135641494618146e-21,3.603489121428977e-19,2.7441731614638747e-08,2.71828292858697e-08,2.038675963796447e-09,9.163553691996231e-15,1.4630459694763596e-15,2.5628085780454667e-10,2.518499674525678e-10,5.636386336891847e-12,4.231037956977131e-12,2.0398987206331088e-09,3.679060503828602e-12,1.1282254545941808e-12
8.133779602691407e-09,0.29281139497299136,3.76,0.0,0.5032413008797649,0.999999997564607,1.6929989610013677e-21,4.413716442833055e-19,2.8873857414959133e-08,2.85871786092398e-08,2.145206844427531e-09,1.0185384029232569e-14,1.5429413089213297e-15,2.835615390576521e-10,2.784070025895127e-10,6.558225517846214e-12,4.856376231216582e-12,2.146348868668143e-09,4.06746373800878e-12,1.3136394078579823e-12
8.537150399343805e-09,0.2928113950526818,3.76,0.0,0.5032412993409546,0.9999999974288849,2.155336853688081e-21,5.353123273179178e-19,3.030602575062664e-08,2.999014466388881e-08,2.251780539922071e-09,1.126086483589002e-14,1.6227756661159076e-15,3.122048809949871e-10,3.0625262652955183e-10,7.574685356964458e-12,5.533794146162185e-12,2.2528003486867557e-09,4.474809158186962e-12,1.5182697673027193e-12
8.940521195996203e-09,0.2928113951323766,3.76,0.0,0.5032412978020782,0.9999999972917606,2.7134613348731672e-21,6.434693137817322e-19,3.173824005730528e-08,3.139172881089314e-08,2.358401490971354e-09,1.2389922459050094e-14,1.7025499662999038e-15,3.4220852282302823e-10,3.3538101141283207e-10,8.690232709522957e-12,6.264322892167223e-12,2.359253225860685e-09,4.901026352349051e-12,1.743051148046049e-12
9.3438919926486e-09,0.292811395212076,3.76,0.0,0.5032412962631311,0.9999999971532356,3.3814869553306363e-21,7.671994552305015e-19,3.317050383608306e-08,3.279193241272902e-08,2.4650742030459286e-09,1.357248366282378e-14,1.7822643175036346e-15,3.735701020126614e-10,3.6578633825222373e-10,9.909324158626998e-12,7.048917963429866e-12,2.4657075653835285e-09,5.3460458673370964e-12,1.9889184793834e-12
9.747262789300998e-09,0.2928113952917803,3.76,0.0,0.5032412947241091,0.9999999970133111,4.1748733241919876e-21,9.079219238441673e-19,3.4602820646630535e-08,3.41907568279917e-08,2.5718032354351286e-09,1.480847565552919e-14,1.8619184447137685e-15,4.062872635685347e-10,3.9746282135174644e-10,1.1236386877142946e-11,7.888446861298765e-12,2.5721634322107127e-09,5.8097995989865e-12,2.2568032758205976e-12
9.999999999999999e-09,0.2928113953714896,3.76,0.0,0.5032412937597748,0.9999999969249271,4.743302262125182e-21,1.005409000548939e-18,3.5500285978071533e-08,3.506650624167216e-08,2.6387064521092667e-09,1.5610096804185154e-14,1.911796008559041e-15,4.2747634182675796e-10,4.1795530193483343e-10,1.2124864877463012e-11,8.442817183197826e-12,2.6388655452286984e-09,6.1098869758889645e-12,2.4362850664176896e-12
1.0150633585953396e-08,0.2928113953714896,3.76,0.0,0.5032412931850075,0.9999999968719886,5.110427185514944e-21,1.0671142867097607e-18,3.60351941042846e-08,3.558820341630187e-08,2.678593202144917e-09,1.6097825527996023e-14,1.9415121896981083e-15,4.403576514159333e-10,4.304046855273693e-10,1.2675836500515218e-11,8.783709883391563e-12,2.678620891301125e-09,6.2922204430867054e-12,2.547637102185656e-12
