Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42)
1.636974285351166e-06,0.26810878174205294,3.76,0.0,0.8780490524125856,0.982038249915398,0.005562487543021443,0.0004400167853792649,0.027034452204773973,0.0013063853645353322,0.023079953796508453,8.375562825432341e-09,1.5459472134701784e-10,0.0005254835169254952,0.000275151948781982,0.012066605630672274,1.9927724623220576e-05,0.00021256711448850287,3.610747010247567e-05,0.010094686684390324,0.00032859984639945655,0.002870319396385542,0.0013510105264572855,0.0006465178638064076,0.0003908610836217399,4.479922844094663e-07,0.00018973669087112485,4.5231884986563884e-06,0.0006259303430964529
1.664410014528735e-06,0.2681294242693276,3.76,0.0,0.8772300959766046,0.9816621033600472,0.00569843957287331,0.00044141579941368386,0.027540902316894347,0.0013054734663352488,0.02341017647354068,8.365902061109561e-09,1.5441575802375023e-10,0.0005270750883576463,0.0002744411782593053,0.012289145910023338,1.98724732268106e-05,0.00021458723089187894,3.661096473038694e-05,0.010293890690788426,0.0003308160641286237,0.002972781507191102,0.0014013148886011634,0.0006794515788734975,0.0004007223999833488,4.5418098015803397e-07,0.00020098365827215208,4.809613014784289e-06,0.000652921782054548
1.6918457437063038e-06,0.2681500416297141,3.76,0.0,0.8764112097788658,0.9812848079918657,0.005834900543043219,0.00044277829926398914,0.028048343115761994,0.001304562988291494,0.023735749367447476,8.356242247172615e-09,1.5423690264800625e-10,0.0005286555874914258,0.00027373806719254584,0.01251142096945319,1.9817777971222908e-05,0.00021655236485683554,3.710663969628654e-05,0.0104932224382909,0.0003330023423789396,0.003076682967885856,0.0014522627519866667,0.000713256674515872,0.0004105408339656604,4.60272932459589e-07,0.00021264373542132366,5.106979735923207e-06,0.0006805390985489783
1.7192814728838727e-06,0.26817063418382153,3.76,0.0,0.8755924140076452,0.9809063850949943,0.005971858267888798,0.00044410544451736,0.028556771954136796,0.0013036541032481622,0.02405669826043819,8.34658544771148e-09,1.5405817528571622e-10,0.0005302250394825785,0.0002730425645117381,0.01273343104295302,1.9763635365335604e-05,0.0002184630416533283,3.7594544157979784e-05,0.010692676563844315,0.00033515899086541533,0.0031820025922202106,0.0015038367681514747,0.000747928497236637,0.0004203126124693132,4.6626877327039113e-07,0.00022472208975520837,5.415370438951446e-06,0.0007087822003519062
1.7467172020614415e-06,0.268191202305027,3.76,0.0,0.8747737283812038,0.9805268557627432,0.006109300887665829,0.0004453983360231441,0.0290661858126639,0.001302746954495751,0.02437305036443267,8.336933408831591e-09,1.5387959964961903e-10,0.0005317834617100241,0.0002723546108417017,0.012955176404306863,1.9710041304216472e-05,0.00022031980491615756,3.8074729550909195e-05,0.010892247750866491,0.00033728630937927573,0.003288719298372067,0.0015560196456073452,0.0007834618817804008,0.00043003415129727054,4.7216916161226517e-07,0.00023722374744693345,5.734857636129252e-06,0.0007376508643075004
1.7741529312390104e-06,0.2682117463786183,3.76,0.0,0.87395517217492,0.9801462408984536,0.006247216853256307,0.0004466580214072358,0.02957658131111263,0.0013018416604205717,0.02468483423582757,8.327287609667657e-09,1.5370119679218944e-10,0.0005333308658562811,0.0002716741399250919,0.01317665736094546,1.9656991174454943e-05,0.0002221232155559469,3.8547249444962463e-05,0.011091930726132427,0.00033938459001237297,0.0033968121158530133,0.0016087941601460932,0.0008198511717998868,0.00043970204891493887,4.77974781981166e-07,0.00025015359391527463,6.065504666774719e-06,0.0007671447416534373
1.8015886604165793e-06,0.26823226680098045,3.76,0.0,0.873136764244712,0.9797645612157614,0.006385594912368553,0.0004478854998298641,0.0300879547201981,0.0013009383184225671,0.024992079695038784,8.317649306216818e-09,1.535229757946453e-10,0.000534867259638882,0.0002710010798245666,0.013397874248758069,1.9604479943037092e-05,0.00022387385068982092,3.9012159409402066e-05,0.011291720257421272,0.0003414541189887198,0.003506260192053336,0.001662143164769191,0.0008570902403128173,0.00044931308039619064,4.836863429557196e-07,0.0002635163744162947,6.407365803741476e-06,0.0007972633631217825
1.8290243895941481e-06,0.2682527639788225,3.76,0.0,0.8723185230473421,0.979381837238397,0.006524424096996218,0.00044908172610970897,0.030600301973810893,0.001300037008221146,0.025294817750275405,8.308019562799222e-09,1.5334495161698808e-10,0.0005363926482497405,0.0002703353539401947,0.013618827427705503,1.955250223251572e-05,0.0002255723025924778,3.946951688497524e-05,0.011491611151788487,0.00034349517816609747,0.0036170427984435856,0.001716049599225219,0.0008951725099284828,0.000458864191547417,4.893045752224686e-07,0.00027731669471437663,6.760486373678794e-06,0.000828006143826512
1.856460118771717e-06,0.26827323832843636,3.76,0.0,0.8715004666580795,0.9789980892996291,0.00666369371196492,0.000450247614311517,0.03111361868151744,0.001299137794644638,0.02559308052510937,8.298399282727689e-09,1.5316714067858493e-10,0.0005379070355467224,0.00026967688187102347,0.01383951727810936,1.9501052384687075e-05,0.00022721917766834498,3.9919381062438685e-05,0.011691598254354129,0.0003455080462595347,0.0037291393364459816,0.0017704964991451459,0.0009340909728245258,0.00046835249320258994,4.948302301833845e-07,0.00029155902182938855,7.1249028900975285e-06,0.0008593723879452517
1.8838958479492859e-06,0.26829369027498395,3.76,0.0,0.8706826127861129,0.9786133375414369,0.006803393324425075,0.00045138404087678084,0.03162790014121988,0.0012982407299818508,0.025886901189483138,8.288789236784496e-09,1.5298954492889141e-10,0.0005394104250346061,0.0002690255801445485,0.014059944197514558,1.945012451443297e-05,0.00022881509544547772,4.036181276693423e-05,0.011891676447518108,0.0003474929998297705,0.00384252934298844,0.0018254670047698409,0.000973838210455607,0.00047777525568315916,5.002640789494915e-07,0.0003062476848566684,7.50064319829619e-06,0.0008913612932029646
1.9113315771268545e-06,0.26831412025181106,3.76,0.0,0.8698649787880521,0.9782276019134886,0.006943512754168729,0.00045249184736608086,0.032143141351881316,0.0012973458559633545,0.026176313893847218,8.279190079793455e-09,1.5281217305615997e-10,0.0005409028206687835,0.000268381362834477,0.01428010859803675,1.9399712555253746e-05,0.00023036068759181076,4.0796874347716753e-05,0.012091840650525671,0.00034945031407365224,0.003957192495754417,0.0018809443692667063,0.0010144064129768862,0.0004871299034166812,5.056069105178628e-07,0.00032138687585648364,7.887726631224263e-06,0.0009239719551653312
1.9387673063044234e-06,0.26833452869978625,3.76,0.0,0.8690475816798138,0.9778409021719846,0.007084042064663637,0.0004535718428728821,0.03265933702623556,0.0012964532054314242,0.02646135370615846,8.269602368414988e-09,1.5263504023515812e-10,0.0005423842275085704,0.00026774414208455207,0.014500010904117443,1.934981029789969e-05,0.00023185659695431366,4.12246295727522e-05,0.012292085819316517,0.0003513802634484946,0.0040731086181384395,0.0019369119666344744,0.0010557873983665013,0.0004964140097084991,5.108595304603847e-07,0.0003369806508096135,8.286164175372241e-06,0.0009572033713494793
1.9662030354819923e-06,0.2683549160666605,3.76,0.0,0.8682304381471359,0.9774532578784201,0.007224971554713848,0.00045462480615922877,0.03317648160341442,0.0012955628037486365,0.026742056551509925,8.260026581335195e-09,1.5245814382872594e-10,0.0005438546522435558,0.00026711382855342046,0.014719651550621618,1.9300411423145242e-05,0.0002333034766215497,4.164514352779719e-05,0.012492406946600821,0.00035328312215776554,0.004190257683917215,0.001993353299197677,0.0010979726312325105,0.0005056252916615234,5.16022760276684e-07,0.0003530329306356962,8.695958645793228e-06,0.0009910544451596146
1.993638764659561e-06,0.2683752828064494,3.76,0.0,0.8674135645549379,0.9770646883983113,0.007366291750671154,0.00045565148755457815,0.033694569261438954,0.00129467466998641,0.02701845915420196,8.250463126838202e-09,1.522814871489538e-10,0.0005453141036147034,0.00026649033179284264,0.014939030981223855,1.9251509529583967e-05,0.00023470198901008734,4.2058482519663835e-05,0.012692799062115933,0.00035515916452104123,0.004308619821647767,0.002050252004694027,0.0011409532412909242,0.000514761605239064,5.210974357038999e-07,0.00036954750227100015,9.117104869396921e-06,0.0010255239896550454
2.02107449383713e-06,0.26839562937883343,3.76,0.0,0.866596976955691,0.9766752128999154,0.00750799339913425,0.00045665261065159027,0.03421359392953253,0.0012937888179276125,0.027290598982094634,8.240912351925958e-09,1.521050864269987e-10,0.0005467625927457015,0.00026587356056947937,0.01515814964703841,1.920309815728742e-05,0.00023605280497515402,4.2464713983396594e-05,0.012893257233025137,0.0003570086652474027,0.004428175318800311,0.0021075918629598596,0.0011847200415026472,0.000523820940466029,5.260844053813719e-07,0.0003865280198023148,9.549589875694109e-06,0.0010606107311579935
2.0759459521922677e-06,0.2684362638850224,3.76,0.0,0.8649647224263614,0.97589361952763,0.00779250510135543,0.0004585809512909324,0.03525442884053435,0.0012920239922219964,0.027822243588807603,8.221850002504216e-09,1.517530378321307e-10,0.0005496267419993989,0.00026465982738295044,0.015595606519579296,1.910772095488327e-05,0.00023861406814648108,4.3256129184470806e-05,0.013294352200149583,0.00036062914350052955,0.004670788358197342,0.002223530903973477,0.0012745739859265544,0.0005417012787431909,5.357986835616667e-07,0.0004219008519461824,1.0448486566575122e-05,0.0011326302969997355
2.1253302647118917e-06,0.2684727706753819,3.76,0.0,0.8634968263384091,0.9751872751240824,0.008049781645651073,0.00046023581090779976,0.03619431926093393,0.0012904435096685388,0.028286534299103258,8.204739857185247e-09,1.5143707691637872e-10,0.0005521671535492308,0.00026358954638043406,0.015988430529638678,1.9023493701283696e-05,0.00024076295601008893,4.394479165030978e-05,0.013655514879643544,0.0003637995708548187,0.004893027011959345,0.002329225185750285,0.001358033277174096,0.0005575127359548672,5.442503305847687e-07,0.0004553639166682668,1.1295989549640631e-05,0.0011995442855324732
2.1747145772315157e-06,0.2685092194709568,3.76,0.0,0.862030092962054,0.9744782841837111,0.008308159566256034,0.00046181803930556446,0.03713714106155646,0.0012888704691794894,0.028737624857366133,8.18767437610345e-09,1.5112198519757805e-10,0.0005546723502464039,0.00026253962644519645,0.016380416911227477,1.8940754436321946e-05,0.0002427680375528647,4.461151697468576e-05,0.01401681663467331,0.00036688830751378115,0.0051188332278086085,0.002436103665122813,0.0014438843110505405,0.0005730491721460691,5.524315078689662e-07,0.0004903875330700172,1.2179693518139389e-05,0.00126843456983423
2.2240988897511396e-06,0.26854561308638697,3.76,0.0,0.8605646054680054,0.9737667512124766,0.00856759203684429,0.00046333105997413724,0.0380828513755608,0.0012873048452826251,0.029175754058636857,8.170654402087663e-09,1.5080772412667439e-10,0.0005571425043041813,0.0002615095351980253,0.01677156844523766,1.88594654280572e-05,0.00024463342221140913,4.525672825281135e-05,0.014378230131243428,0.0003698969823073453,0.005348098243081782,0.002544077625231333,0.0015320643126114264,0.0005883031274038225,5.603475122165872e-07,0.0005269883753716222,1.3099268099407976e-05,0.001339291008572457
2.2734832022707636e-06,0.2685819543507301,3.76,0.0,0.8591004442010942,0.9730527785647908,0.008828034081647338,0.0004647781056399427,0.03903140561720311,0.0012857465976927444,0.02960116473253058,8.15368057882596e-09,1.5049433411034077e-10,0.0005595778205835346,0.0002604987456154467,0.017161887933109018,1.877958932498243e-05,0.0002463632457558617,4.5880854164029506e-05,0.014739728481502323,0.00037282723064158455,0.00558071520974023,0.002653060243753452,0.0016225084996917415,0.0006032682102379216,5.680037015189012e-07,0.0005651818296557199,1.4054318031979193e-05,0.0014121027897531808
2.3228675147903875e-06,0.2686182461044927,3.76,0.0,0.8576376867577254,0.9723364664330695,0.009089442487297213,0.0004661622327757968,0.03998275766715209,0.0012841956756411272,0.030014102992895992,8.136753412577517e-09,1.5018186053939784e-10,0.0005619785359369185,0.0002595067375768271,0.01755137819024675,1.8701089268440336e-05,0.0002479616577442595,4.6484327734233473e-05,0.015101285256907312,0.00037568069279131843,0.005816579234177538,0.002762966658688137,0.0017151503609133566,0.0006179390272635552,5.754054813083067e-07,0.0006049820221746122,1.5044387405596872e-05,0.001486858477491761
2.3722518273100115e-06,0.26865449118758683,3.76,0.0,0.8561764080565757,0.9716179128411343,0.009351775720917437,0.0004674863343186484,0.04093686004721749,0.001282652021074677,0.030414817537590632,8.119873331203609e-09,1.498702371630995e-10,0.0005643449180865553,0.00025853299902293324,0.017940042040977645,1.8623928976446262e-05,0.00024943280983859,4.706758518534064e-05,0.015462874500631142,0.0003784590118274882,0.006055587410494117,0.002873714023790607,0.0018099219197618493,0.0006323111164996487,5.825582933593557e-07,0.0006464018485532543,1.6068963929149268e-05,0.0015635460554867767
2.4216361398296355e-06,0.26869069243401555,3.76,0.0,0.8547166804039329,0.9708972136412739,0.009614993853670793,0.00046875315090354636,0.04189366408500388,0.0012811155709573415,0.030803558995157757,8.103040665270315e-09,1.4955948980607798e-10,0.000566677264138549,0.0002575770268147477,0.01832788231471933,1.8548072805289645e-05,0.000250780844952055,4.7631064864107255e-05,0.015824470739093783,0.0003811638313030465,0.006297638847760782,0.0029852215545850217,0.0019067539849701742,0.0006463808840462588,5.894675984317565e-07,0.0006894530037297462,1.7127483198571396e-05,0.0016421529675664083
2.4710204523492594e-06,0.26872685266372603,3.76,0.0,0.8532585735546943,0.9701744625149955,0.00987905848931563,0.0004699652808685055,0.04285312006840729,0.0012795862588601075,0.031180579317329593,8.086255675628233e-09,1.4924968650805812e-10,0.0005689758988242266,0.0002566383273489152,0.018714901843120847,1.84734857934782e-05,0.0002520098872282028,4.81752062488274e-05,0.016186048992437568,0.000383796792798737,0.00654263469145512,0.003097410565268936,0.0020055763870104773,0.0006601455440896721,5.961388652533314e-07,0.0007341460125327091,1.82193329288532e-05,0.0017226661554720804
2.5204047648688834e-06,0.268762974676422,3.76,0.0,0.8518021547705611,0.969449750977366,0.010143932696991003,0.0004711251893563449,0.0438151773902959,0.0012780640161212382,0.0315461312140677,8.069518607775126e-09,1.489407425695231e-10,0.0005712411726112481,0.0002557164170133544,0.019101103457806877,1.840013369420327e-05,0.0002531240328198169,4.8700449029624536e-05,0.016547584783745205,0.0003863595334740435,0.006790478139561141,0.0032102044973219292,0.0021063182009777547,0.0006736030620228494,6.025775635961198e-07,0.000780490260741656,1.9343857120776248e-05,0.001805072094202761
2.5697890773885074e-06,0.2687990612452653,3.76,0.0,0.8503474888762863,0.9687231683847991,0.010409580947769054,0.00047223521665677287,0.04477978468371611,0.0012765487727337127,0.03190046762896966,8.052829648789354e-09,1.486326680249861e-10,0.0005734734597846263,0.0002548108225257794,0.019486489988524827,1.832798299902485e-05,0.00025412734144392623,4.9207232257366414e-05,0.016909054146908697,0.0003888536837031938,0.007041074453715185,0.003323528940475562,0.0022089079560387867,0.0006867521005411021,6.087891488897476e-07,0.0008284940265046011,2.0500360145037873e-05,0.0018893568251574229
2.6191733899081313e-06,0.26883511511130265,3.76,0.0,0.8488946383143756,0.9679948019460398,0.010675969054665196,0.00047329758585665623,0.045746889948100194,0.0012750404580212785,0.032243841253188105,8.036188935287554e-09,1.4832556429670172e-10,0.0005756731565149355,0.0002539210811778831,0.019871064261610304,1.825700095479121e-05,0.00025502382868513055,4.969599355732812e-05,0.017270433633176235,0.00039128086482235883,0.007294330965736835,0.003437311646694235,0.002313273831707091,0.0006995919685770405,6.14779052706174e-07,0.0008781645120017575,2.1688110730317066e-05,0.0019755059872879573
2.6685577024277553e-06,0.2688711389781963,3.76,0.0,0.847443663198421,0.9672647367361137,0.010943064115893499,0.000474314409849457,0.04671644066689668,0.0012735390011229804,0.032576504076431256,8.019596622166026e-09,1.4801932935180632e-10,0.0005778406789196392,0.00025304674099514235,0.020254829098741444,1.818715557468585e-05,0.000255817459022114,5.016716840644019e-05,0.017631700316436218,0.00039364268699086175,0.007550157079830631,0.0035514825377013994,0.002419343841188864,0.0007121225729753264,6.205526802797305e-07,0.0009295078752641586,2.2906345840071818e-05,0.002063504846426483
2.7179420149473792e-06,0.2689071355074609,3.76,0.0,0.8459946213653131,0.9665330557130172,0.011210834461122062,0.00047528769778723567,0.047688383917020745,0.0012720443313247798,0.03289870697342961,8.003052825319263e-09,1.4771394523924418e-10,0.0005799764611569249,0.00025218736082534076,0.02063778731592938,1.8118415643897255e-05,0.00025651213954874314,5.06211894709773e-05,0.017992831797278553,0.00039594074717726923,0.007808464270777091,0.0036659737065621706,0.00252704600211629,0.0007243443727935672,6.261153967340574e-07,0.0009825292620601932,2.415427442254292e-05,0.002153338322943023
2.767326327467003e-06,0.2689431073140994,3.76,0.0,0.8445475684266285,0.9657998397369587,0.011479249600477213,0.00047621936105748177,0.04866266647050454,0.0012705563782900503,0.033210699324136714,7.986557607128901e-09,1.474095571685117e-10,0.0005820809535657438,0.0002513425103726898,0.021019941722676842,1.805075072134545e-05,0.00025711171435915465,5.1058486000526544e-05,0.018353806205859326,0.0003981766272884268,0.008069166078400117,0.0037807194138221568,0.0026363084950276144,0.0007362583361121901,6.314725180115211e-07,0.0010372328377661621,2.5431081022096538e-05,0.0022449910178800178
2.816710639986627e-06,0.26897905696265656,3.76,0.0,0.8431025578194071,0.9650651675919351,0.011748280176077854,0.00047711121884273235,0.049639234888745484,0.0012690750722287663,0.03351272866592732,7.97011106912498e-09,1.47106051445652e-10,0.000584154620859785,0.00025051177019143166,0.021401295121251274,1.7984131138794027e-05,0.0002576199595644275,5.147948327602908e-05,0.018714602203610087,0.00040035189245349654,0.008332178098597405,0.003895656078702869,0.0027470598099935436,0.0007478658992421087,6.366293129795172e-07,0.001093621819141825,2.6735929243990445e-05,0.002338447237699096
2.866094952506251e-06,0.2690149869636754,3.76,0.0,0.8416596408564214,0.9643291160094328,0.01201789791593073,0.0004779650032958716,0.05061803560976048,0.0012676003440223538,0.0338050403761958,7.953713287924434e-09,1.468033658318366e-10,0.0005861979404091259,0.00024969473164564675,0.021781850306047713,1.7918527997401812e-05,0.0002580405789085376,5.188460210960136e-05,0.019075198983855773,0.00040246808946268304,0.008597417971239136,0.004010722265817818,0.0028592288818045882,0.0007591689282210843,6.415909913530306e-07,0.0011516985059405317,2.80679650669399e-05,0.0024336910177581586
2.915479265025875e-06,0.2690508997705376,3.76,0.0,0.8402188667759676,0.9635917596940389,0.012288075590044112,0.0004787823643582325,0.05159901502884178,0.00126613212530921,0.034087877383854714,7.93736427096757e-09,1.465016996876098e-10,0.000588211400599829,0.00024889099683962233,0.022161610063032855,1.7853913162056486e-05,0.00025837719995143476,5.227425839246535e-05,0.019435576271414724,0.0004045267453534339,0.008864805365182452,0.004125858667833564,0.002972745214147016,0.0007701696824941444,6.46362693808918e-07,0.0012114643122919588,2.942631999863442e-05,0.002530706144620684
2.964863577545499e-06,0.26908679777665034,3.76,0.0,0.8387802827912136,0.9628531713507662,0.012558786968624044,0.0004795648742518132,0.05258211957298624,0.0012646703485369901,0.034361479908247644,7.921064080725677e-09,1.46200938394634e-10,0.000590195499251193,0.0002481001785224733,0.02254057716926116,1.7790259254157592e-05,0.0002586333707870783,5.264886268850771e-05,0.019795714321250418,0.00040652936613765815,0.009134261960626389,0.00424100808447783,0.0030875389932076614,0.0007808707806883561,6.509494987669024e-07,0.0012729197978020575,3.081011406997284e-05,0.0026294761772863596
3.014247890065123e-06,0.26912268331299527,3.76,0.0,0.8373439341391429,0.9621134217139116,0.012830006782220653,0.0004803140316776724,0.053567295769448194,0.001263214946991692,0.034626085223995316,7.904812772235041e-09,1.4590095332756715e-10,0.0005921507421276011,0.00024732189997031447,0.022918754392448407,1.7727539642751273e-05,0.0002588125572643886,5.300881987172552e-05,0.020155593916237034,0.00040847743566573827,0.009405711429078905,0.0043561153982646875,0.003203541191160528,0.0007912751683856674,6.553564124204254e-07,0.0013360646983196932,3.2218458665728975e-05,0.002729984467422567
3.063632202584747e-06,0.26915855864601707,3.76,0.0,0.8359098641291226,0.9613725795772688,0.013101710683703026,0.00048103126574697877,0.054554490308754575,0.0012617658548127629,0.03488192745032565,7.88861030615901e-09,1.4560200680445085e-10,0.0005940776415423582,0.00024655579485136325,0.023296144490588717,1.7665728434270068e-05,0.0002589181406793388,5.3354528804445996e-05,0.020515196364099313,0.0004103724146230157,0.009679079411156371,0.0044711275472798925,0.003320683659995898,0.00080138608779307,6.595883565783265e-07,0.001400897956324072,3.3650459191486726e-05,0.0028322141786679546
3.113016515104371e-06,0.26919442597580573,3.76,0.0,0.8344781141910977,0.9606307118255402,0.01337387521195559,0.0004817179396652894,0.05554365010251043,0.0012603230069990745,0.03512923736347399,7.872456709642334e-09,1.4530400184390482e-10,0.0005959767150169683,0.00024580150707791744,0.02367275021160738,1.7604800461590416e-05,0.00025895341590673264,5.368638205344593e-05,0.020874503493591896,0.0004122157396528731,0.009954293492396179,0.004585993495365053,0.0034388992161559317,0.0008112070492294523,6.636501800919568e-07,0.0014674177508919733,3.510521757725428e-05,0.0029361483050710274
3.162400827623995e-06,0.2692302874345881,3.76,0.0,0.8330487239233955,0.9598878834667757,0.013646477757200038,0.0004823753541870171,0.0565347223363129,0.0012588863394073,0.03536824223080128,7.856352028356038e-09,1.450067153499424e-10,0.0005978484840335546,0.0002450586906453283,0.024048574293046122,1.7544731272229867e-05,0.0002589215899411848,5.400476564238099e-05,0.021233497649982436,0.00041400882259867364,0.010231283177326505,0.0047006642000079054,0.0035581217164388215,0.0008207418043440274,6.67546651847269e-07,0.0015356215272088177,3.658183461903605e-05,0.0030417696887189167
3.211785140143619e-06,0.2692661450855159,3.76,0.0,0.8316217311401196,0.9591441576656988,0.013919496527853487,0.00048300475085634806,0.05752765451807366,0.0012574557887437734,0.035599165665333575,7.840296180344911e-09,1.4471047752420332e-10,0.0005996934728853907,0.000244327009460168,0.02442361946177807,1.748549711556574e-05,0.0002588257808178464,5.4310058838229766e-05,0.021592161689896895,0.0004157530498563529,0.010509979861987062,0.004815092578209802,0.0036782861256290677,0.0008299943209716276,6.712824446795609e-07,0.0016055060255921521,3.807941216111082e-05,0.0031490610366046536
3.261169452663243e-06,0.2693020009216878,3.76,0.0,0.8301971719181165,0.9583995957777803,0.014192910518838349,0.00048360731505156935,0.058522394522032964,0.0012560312925516959,0.03582222749944571,7.824289155418873e-09,1.4441523835179708e-10,0.0006015122075698343,0.0002436061371607486,0.024797888433748996,1.742707492967096e-05,0.00025866901688398065,5.4602633968916904e-05,0.021950478975587082,0.00041744978183105375,0.0107903168050286,0.004929233470604209,0.0037993285763070193,0.000838968759556656,6.74862151161332e-07,0.001677067310000131,3.9597055121767204e-05,0.0032580049367751055
3.3056153339309042e-06,0.2693342712131437,3.76,0.0,0.8289171777675517,0.9577288245040793,0.014439304273120901,0.00048412761778944866,0.05941916345883003,0.001254754371593805,0.03601644003913666,7.809924613551011e-09,1.4415009643504237e-10,0.0006031270567679645,0.00024296633164709862,0.025134069096025256,1.737517068109944e-05,0.0002584782432806493,5.485537965393071e-05,0.022272654709312868,0.00041893733520874366,0.01104396879026364,0.005031678669940833,0.003908965704228862,0.0008468115737806191,6.779541620894365e-07,0.0017429023419923925,4.097935390153211e-05,0.0033574529045869474
3.3500612151985656e-06,0.26936654294415263,3.76,0.0,0.8276392066023037,0.9570574665115419,0.014685987488085904,0.00048462789399333553,0.0603173174349612,0.0012534822604484991,0.036204614316343385,7.795599580087847e-09,1.4388571584605803e-10,0.0006047214505125435,0.00024233480011108858,0.025469625193857072,1.732389012528282e-05,0.000258242556940343,5.509838090301144e-05,0.022594525070257034,0.0004203884521857442,0.011298850715604686,0.005133825665646182,0.004019218490632018,0.000854435912706969,6.809266126156192e-07,0.0018100880921941267,4.237654022986749e-05,0.0034582124227298993
3.394507096466227e-06,0.26939881742089805,3.76,0.0,0.8263632812970496,0.9563855629086331,0.014932946367512516,0.00048510890210159334,0.06121681936196285,0.0012522149152590849,0.03638690234245638,7.781313973161084e-09,1.4362233025804828e-10,0.0006062957719321955,0.00024171132409596258,0.025804558683570178,1.727321782569489e-05,0.00025796397828241265,5.533189418330237e-05,0.022916078953978434,0.00042180406894031376,0.011554917674104563,0.005235645381272718,0.004130042994603076,0.0008618451249317642,6.837826578773005e-07,0.0018786203960079438,4.378797507677769e-05,0.0035602706107848775
3.4389529777338884e-06,0.26943109590060865,3.76,0.0,0.8250894237009012,0.9557131537047615,0.01518016756002441,0.00048557137028805853,0.06211763247867501,0.001250952292675785,0.03656345343433342,7.767067869205778e-09,1.4335941095574993e-10,0.0006078504029680986,0.0002410956910443819,0.026138871513798793,1.7223138762331555e-05,0.0002576444688576394,5.5556171120009114e-05,0.023237305570638907,0.0004231851037930791,0.011812125902439349,0.005337109905208981,0.004241396148748705,0.000869042635155342,6.865254073900992e-07,0.001948494712819343,4.5213025596896e-05,0.0036636145466477266
3.48339885900155e-06,0.26946337959533606,3.76,0.0,0.8238176546638041,0.9550402778315207,0.01542763814370537,0.0004860159978040056,0.06301972036768105,0.0012496943498449924,0.03673441418173676,7.752861172303677e-09,1.4309721500548496e-10,0.0006093857239475712,0.00024048769418310662,0.026472565625377708,1.7173638323513414e-05,0.00025728593164824217,5.5771458458657084e-05,0.02355819444046626,0.0004245324571109257,0.012070432761367118,0.0054381924665125635,0.0043532357770511365,0.0008760319338725024,6.891578951956318e-07,0.002019706141311301,4.665106592696521e-05,0.0037682312743917284
3.5234001521424452e-06,0.26949244034226716,3.76,0.0,0.8226748646962349,0.9544343218685966,0.015650564553102275,0.0004864014644165555,0.0638326595871966,0.0012485661674581853,0.03688361805139222,7.740108767862227e-09,1.428620084371553e-10,0.0006107513154348606,0.0002399468596164373,0.026772362919098333,1.7129570897770574e-05,0.00025693140540169654,5.5957730942621113e-05,0.023846697234315192,0.0004257170070418108,0.012303813912189645,0.005528818967110469,0.004454273248287508,0.0008821472123926513,6.91435319221299e-07,0.002084935327567235,4.7955897425324514e-05,0.0038634638369521206
3.5634014452833407e-06,0.2695215070733133,3.76,0.0,0.8215337964067784,0.9538280454890681,0.01587367399426685,0.0004867734956480189,0.06464657612736627,0.0012474417107882602,0.03702851323625412,7.727388242668797e-09,1.4262723124819072e-10,0.0006121018463285718,0.00023941190461814756,0.02707166202010795,1.7085950550187458e-05,0.00025654806686722096,5.613709071296972e-05,0.024134910998959713,0.00042687562069108464,0.012538021768291392,0.005619097337255665,0.004555641868003252,0.0008880993311636015,6.936279741069413e-07,0.002151239273093313,4.9270304950114484e-05,0.003959707367710295
3.603402738424236e-06,0.2695505805750138,3.76,0.0,0.8203944630217896,0.9532214749198635,0.016096957882780424,0.0004871325460843508,0.0654614442066382,0.001246320949582208,0.0371692008614019,7.714699504280435e-09,1.4239313064385875e-10,0.000613437588940537,0.00023888268997847176,0.027370464326731226,1.7042767441538464e-05,0.00025613718377472464,5.630970744333353e-05,0.024422828719472815,0.0004280089170584246,0.012773027500694365,0.005709010331882528,0.0046573127887631965,0.0008938909354937249,6.957379441695427e-07,0.0022186137137875836,5.059384945004011e-05,0.0040569523804219985
3.6434040315651315e-06,0.2695796616031769,3.76,0.0,0.8192568771758175,0.9526146357339772,0.016320407881300434,0.0004874790543114355,0.06627723829998358,0.0012452038538861008,0.037305780225047734,7.702042513063765e-09,1.4215969328265144e-10,0.0006147588135787372,0.00023835907998079756,0.027668771231967634,1.700001197845175e-05,0.0002556999868832466,5.647574757973034e-05,0.02471044357207429,0.0004291175033620742,0.013008802967395715,0.0057985413922422785,0.004759257773890777,0.0008995246921440095,6.97767276602642e-07,0.0022870541849296924,5.192609803867039e-05,0.004155189384341276
