Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300)
2.2273956789082828e-08,0.2651982411306024,3.76,0.0,0.6629209269643899,0.9997172809564477,1.490808397502968e-11,5.838724722979778e-10,1.3583902967197655e-06,1.3034108223311568e-06,6.037609330313801e-08,1.6695066585149357e-12,1.0089783977955258e-13,4.9747603606338807e-08,4.697651333396864e-08,4.875555211197965e-09,1.8520797154680682e-09,5.614229550799679e-08,2.3098969810132362e-10,3.137848040259382e-09,6.412188907529787e-10,5.382965231696873e-11,1.0191223641694852e-10,1.7341989408369712e-16,2.5989050621626594e-15,5.800089629563876e-13,2.4543162533711394e-14,1.6402532094564055e-18,1.6177635367889236e-09,3.155751441748412e-17,4.337699797938645e-21,1.708795855759851e-14,2.874337110365392e-16,0.00028261011823737316,4.1064521490755736e-25,4.647139846455534e-18,1.8265267820909637e-17,7.569447753798874e-16,1.9932008778534493e-13,6.482542972904172e-21,5.802093161156055e-29,1.8561016795450222e-23,7.507071157054987e-24,2.372735594359159e-17,2.4329195889534024e-25,8.542158073943459e-23,3.071955842787415e-16,6.404742817009451e-23,7.280925556369926e-21,1.130972577847774e-25
2.345004077695502e-08,0.26519824467142755,3.76,0.0,0.662920851535176,0.9997172723175528,1.8182176689832482e-11,6.767409617469747e-10,1.4305180612857627e-06,1.3694224024944402e-06,6.412551572358583e-08,1.8485030604612997e-12,1.0614982626925238e-13,5.494430305677428e-08,5.173205087010309e-08,5.661767316828248e-09,2.0749574176617144e-09,5.91120818206822e-08,2.547721379188216e-10,3.472261480611663e-09,7.396585266218086e-10,5.996116451793235e-11,1.12802814471545e-10,2.034264375009628e-16,3.1479416607972813e-15,6.172311686376767e-13,2.861012817603677e-14,1.9232453459357634e-18,1.7031743870729605e-09,3.710559454552429e-17,5.176282183799714e-21,1.893624349976771e-14,3.0545540755681897e-16,0.000282610115805157,5.02113539351637e-25,5.440470430035247e-18,2.1690896191992903e-17,8.481175602043709e-16,2.1701408479514072e-13,7.828612244848021e-21,6.815613759954071e-29,2.27648711108874e-23,9.698643099323238e-24,3.163695046034892e-17,2.862583757367774e-25,1.1264396944117492e-22,3.59349240336774e-16,7.652796499325442e-23,7.917859760157975e-21,1.4193024087457132e-25
2.4605353929498637e-08,0.26519824815330834,3.76,0.0,0.6629207773488142,0.9997172635537591,2.1891390781332317e-11,7.768636466157837e-10,1.501435878738188e-06,1.4340016370054367e-06,6.789656045832002e-08,2.032756111144995e-12,1.1129337969426615e-13,6.028104339982388e-08,5.65942808848251e-08,6.5093862200335026e-09,2.305279317923651e-09,6.203021292381902e-08,2.7924148094002003e-10,3.825391385660414e-09,8.454174234099076e-10,6.63505646034031e-11,1.240235304456945e-10,2.364498303595944e-16,3.7709441120400674e-15,6.546472709119994e-13,3.301692997651905e-14,2.2328885530196146e-18,1.787076068895168e-09,4.321686053369137e-17,6.105184967974821e-21,2.0842673193359386e-14,3.2342377837281355e-16,0.0002826101133366426,6.059603027201561e-25,6.306598451774822e-18,2.5492741985736194e-17,9.437564814124308e-16,2.3546274194248693e-13,9.34059643504962e-21,7.924654645874006e-29,2.7621367524327036e-23,1.2324895620083574e-23,4.140877887087058e-17,3.3339010473685953e-25,1.4615914082101299e-22,4.16240583230006e-16,9.053328409018843e-23,8.569029905431521e-21,1.7584931765736838e-25
2.5760667082042253e-08,0.2651982516388893,3.76,0.0,0.6629207030696287,0.9997172545156094,2.61354134565584e-11,8.861718969497355e-10,1.5724201971362498e-06,1.498317814027584e-06,7.175895982843583e-08,2.2252896435344945e-12,1.164214417387728e-13,6.584496693276056e-08,6.164146764661017e-08,7.434570800967664e-09,2.5466567254569426e-09,6.494916596937582e-08,3.04817181346952e-10,4.2039988096318445e-09,9.60509382379763e-10,7.311164088191584e-11,1.3575992652659486e-10,2.732790021798126e-16,4.485643932131313e-15,6.92951156506743e-13,3.7851083117779336e-14,2.575999398356638e-18,1.870977047323196e-09,5.003611258967177e-17,7.145916016609845e-21,2.2838858077199668e-14,3.4165409493452306e-16,0.0002826101107941112,7.250357227827068e-25,7.26421351371676e-18,2.9763413050551126e-17,1.0455982606915738e-15,2.550205365046388e-13,1.1057609874798311e-20,9.15341689177516e-29,3.329535792862581e-23,1.5494237780239577e-23,5.3543296282454725e-17,3.857284257020189e-25,1.8772597619814972e-22,4.790909791696781e-16,1.0644311224086844e-22,9.245845848069804e-21,2.1615212732874387e-25
2.691598023458587e-08,0.2651982551283083,3.76,0.0,0.6629206286934031,0.9997172452037477,3.0962101836054096e-11,1.0050291851265526e-09,1.6434741027109242e-06,1.5623720050342644e-06,7.571691041246928e-08,2.4260419425363784e-12,1.21534058569545e-13,7.163353865787798e-08,6.686967735993335e-08,8.440185509398578e-09,2.7988678865552003e-09,6.78689751535977e-08,3.315102799158853e-10,4.609139740638339e-09,1.0852830416410948e-09,8.025351639192724e-11,1.4800988265161909e-10,3.142220417755594e-16,5.301329149425851e-15,7.321859013324866e-13,4.313174934442883e-14,2.9547458813694543e-18,1.9548773392431276e-09,5.761885669929377e-17,8.306343423544226e-21,2.4924576747764836e-14,3.6014571343483195e-16,0.0002826101081742391,8.607580630372784e-25,8.318914494047925e-18,3.4540475706087373e-17,1.1538292643018589e-15,2.757387859669926e-13,1.2997454668165704e-20,1.0509430745438673e-28,3.989282120451307e-23,1.9287699053978792e-23,6.846552274098729e-17,4.4360789126726135e-25,2.38879618242385e-22,5.48260481494087e-16,1.2444279873941213e-22,9.948732387008345e-21,2.637649322333783e-25
2.8071293387129485e-08,0.2651982586217002,3.76,0.0,0.6629205542159915,0.9997172356188136,3.642115784996313e-11,1.13379426301424e-09,1.7146006193360121e-06,1.6261652771334707e-06,7.977453534401704e-08,2.634951631157836e-12,1.266312762139465e-13,7.764424437051019e-08,7.227504164705812e-08,9.52903373256433e-09,3.0616923406063264e-09,7.078967428978762e-08,3.5933351800234125e-10,5.041858365751787e-09,1.2200819145986507e-09,8.778571869438065e-11,1.6077128748905283e-10,3.5960742616449424e-16,6.22786564314804e-15,7.723938337945287e-13,4.887801216146084e-14,3.3713789010079846e-18,2.038776962138756e-09,6.602388397904622e-17,9.594627387297443e-21,2.7099608370905848e-14,3.788979918246251e-16,0.0002826101054757244,1.0146136834221614e-24,9.47648620965345e-18,3.9863332904397735e-17,1.2686428901438966e-15,2.976689667965551e-13,1.517883318046647e-20,1.2000501824185914e-28,4.7529764639045356e-23,2.3794250240795618e-23,8.665236625426821e-17,5.0737360712013965e-25,3.013821596663232e-22,6.241210178970816e-16,1.4472945724990617e-22,1.0678151791553323e-20,3.1971340435625514e-25
2.92266065396731e-08,0.265198262119197,3.76,0.0,0.6629204796333196,0.9997172257614428,4.2564104212789476e-11,1.2728212001008576e-09,1.7858027089485905e-06,1.6896986930855807e-06,8.393588488738171e-08,2.851957668852322e-12,1.3171314057795963e-13,8.38745905058443e-08,7.785375651371838e-08,1.0703858811742003e-08,3.3349115162057293e-09,7.37112968114519e-08,3.883012475638506e-10,5.50318716786031e-09,1.365244437962548e-09,9.571817297824614e-11,1.7404203840672952e-10,4.097852904065226e-16,7.275717950112521e-15,8.136165428763051e-13,5.510887721644083e-14,3.82823550661955e-18,2.1226759341140384e-09,7.531346084617361e-17,1.1019233995319664e-20,2.936373268154318e-14,3.9791028981482593e-16,0.0002826101027006559,1.1881586857034825e-24,1.0742906429341458e-17,4.577328714497184e-17,1.3902398287156413e-15,3.2086273957254896e-13,1.762138044951749e-20,1.363472559969101e-28,5.633284086239196e-23,2.9111241635134904e-23,1.0863607280422096e-16,5.773816704024055e-25,3.7724756432977185e-22,7.070568429838842e-16,1.675122243108201e-22,1.1434602413285094e-20,3.8512969412996586e-25
3.0381919692216716e-08,0.26519826562092746,3.76,0.0,0.6629204049413827,0.9997172156322695,4.944426060045941e-11,1.4224594213347713e-09,1.857083272153939e-06,1.7529733113210484e-06,8.82049371939881e-08,3.0769993498870502e-12,1.3677969743408824e-13,9.032210398685172e-08,8.36020813316513e-08,1.1967345042041057e-08,3.618309126021867e-09,7.663387577542166e-08,4.184293444446124e-10,5.994147021781752e-09,1.521104019359895e-09,1.0406119520976834e-10,1.878200414410208e-10,4.651287367794851e-16,8.45597054946129e-15,8.558948862704336e-13,6.184327268398023e-14,4.327742060828314e-18,2.2065742739146674e-09,8.555352521425664e-17,1.2588948754591292e-20,3.1716729983371845e-14,4.1718196887841225e-16,0.00028261009984930437,1.3830207086220974e-24,1.2124352566822812e-17,5.2313604089687584e-17,1.5188283132881572e-15,3.4537197316129367e-13,2.0345697142757192e-20,1.5420501979059461e-28,6.643998831392801e-23,3.5344855622127145e-23,1.35007704242775e-16,6.539996267974007e-25,4.687684957878062e-22,7.974649671563492e-16,1.9301249618404983e-22,1.221861736891237e-20,4.612597689161631e-25
3.153723284476033e-08,0.2651982691270177,3.76,0.0,0.662920330136246,0.9997172052319283,5.7116720022513064e-11,1.5830537447071572e-09,1.9284451489332807e-06,1.815990185958029e-06,9.258559915799223e-08,3.3100163017166554e-12,1.4183099241232615e-13,9.698433207330517e-08,8.951633783721923e-08,1.3322118656180277e-08,3.911671442826296e-09,7.955744386495128e-08,4.497351248368779e-10,6.5157472896598055e-09,1.687989084564767e-09,1.1282548535132409e-10,2.0210321126617548e-10,5.26035183723946e-16,9.780349535713682e-15,8.992689959059992e-13,6.910004965246486e-14,4.872417319122418e-18,2.290472000948806e-09,9.681388871104478e-17,1.4312889824601473e-20,3.4158381148576023e-14,4.367123922523494e-16,0.0002826100969208587,1.6009008646239112e-24,1.362720806917469e-17,5.952957679128047e-17,1.654624359921295e-15,3.7124876799028333e-13,2.3373382963556663e-20,1.7366550022017164e-28,7.800109590815885e-23,4.261057438112465e-23,1.6642063546089882e-16,7.376069453844463e-25,5.7854508220136035e-22,8.9575556326215e-16,2.21464145488666e-22,1.3030763290430704e-20,5.494710249380141e-25
3.269254599730395e-08,0.26519827263759094,3.76,0.0,0.662920255214043,0.9997171945610512,6.563832538262244e-11,1.7549444186003314e-09,1.999891119399032e-06,1.8787503668199282e-06,9.708170731589034e-08,3.5509484833561534e-12,1.4686707100841222e-13,1.0385884221184143e-07,9.559290914539203e-08,1.4770748792974801e-08,4.214787512729345e-09,8.24820333927937e-08,4.822372647956714e-10,7.0689859156678e-09,1.8662231243620307e-09,1.220221206605134e-10,2.1688947116400052e-10,5.9292775482349845e-16,1.1261244595874399e-14,9.437782846656566e-13,7.689798251300367e-14,5.464875430441517e-18,2.374369135307024e-09,1.091684448965495e-16,1.6200520932803828e-20,3.668846761755306e-14,4.565009249394245e-16,0.0002826100939157343,1.8435758106050542e-24,1.5258068515641646e-17,6.74685904532038e-17,1.7978519978964277e-15,3.985454784725124e-13,2.6727070431927557e-20,1.9481922818247506e-28,9.117869257899607e-23,5.103366336096145e-23,2.0359406278169987e-16,8.285955104136583e-25,7.095156469443773e-22,1.0023523523437032e-15,2.531137189866001e-22,1.387163913934285e-20,6.512601776728518e-25
3.3847859149847564e-08,0.26519827615276764,3.76,0.0,0.6629201801709752,0.9997171836202675,7.506764622683089e-11,1.9384671589044415e-09,2.071423904589149e-06,1.94125489945289e-06,1.016970287818057e-07,3.7997361837626776e-12,1.5188797858901567e-13,1.109432218870644e-07,1.0182823877890193e-07,1.6315748450721135e-08,4.52744931421167e-09,8.540767630425385e-08,5.159557227272673e-10,7.654849520023091e-09,2.056124741046884e-09,1.3166254906932198e-10,2.3217675299388651e-10,6.662567087929289e-16,1.2911731237102829e-14,9.894614561917477e-13,8.52557693506114e-14,6.107828860134724e-18,2.4582656977814788e-09,1.22695383584393e-16,1.826166397944953e-20,3.930677139864648e-14,4.765469337100241e-16,0.0002826100908345341,2.112899950466195e-24,1.7023747431703835e-17,7.618018767461478e-17,1.948743490778687e-15,4.2731473459968256e-13,3.043045901528618e-20,2.177602255460296e-28,1.0614866285700225e-22,6.07496714182853e-23,2.4731651801855587e-16,9.27370129805245e-25,8.649894758108127e-22,1.1176929690025774e-15,2.8822061709416e-22,1.4741875083712467e-20,7.682614432003543e-25
3.500317230239118e-08,0.26519827967266535,3.76,0.0,0.6629201050033108,0.9997171724102066,8.546495568135593e-11,2.1339531858987194e-09,2.1430461673041254e-06,2.0035048251432045e-06,1.0643526222204293e-07,4.056320020229159e-12,1.5689376038714593e-13,1.1823507847369921e-07,1.082188297125969e-07,1.795957542545502e-08,4.849451859383291e-09,8.833440418021928e-08,5.509116648022323e-10,8.274313492305995e-09,2.25800769455676e-09,1.4175858264459497e-10,2.4796299716318307e-10,7.465009116987485e-16,1.474559322492911e-14,1.0363565155342813e-12,9.419203233765683e-14,6.804091235575218e-18,2.5421617098843165e-09,1.3747741141501692e-16,2.0506511340872e-20,4.2013075067888105e-14,4.968497871038467e-16,0.00028261008767719903,2.410807769455798e-24,1.8931281819644207e-17,8.5716134148419e-17,2.107539548181864e-15,4.576094627105372e-13,3.450834959785828e-20,2.425861581494346e-28,1.2310098982082892e-22,7.190494858631392e-23,2.9844938372779397e-16,1.0343490604420339e-24,1.0486817088660697e-21,1.2422293065812908e-15,3.270572553788618e-22,1.564213143727449e-20,9.022550262144067e-25
3.6158485454934796e-08,0.26519828319739924,3.76,0.0,0.6629200297073841,0.9997171609314961,9.689220757972959e-11,2.3417292609002793e-09,2.214760512975252e-06,2.0655011809346505e-06,1.1130003885759288e-07,4.3206409367842575e-12,1.6188446150012677e-13,1.2573203908979784e-07,1.1476124343283929e-07,1.970463323423501e-08,5.180593249000292e-09,9.126224824016803e-08,5.871273932306001e-10,8.928342084084675e-09,2.472180948236799e-09,1.5232239113470444e-10,2.6424615259792755e-10,8.341693522584426e-16,1.6777345185243275e-14,1.0845007787390148e-12,1.0372531812958636e-13,7.556580115638779e-18,2.6260571938653373e-09,1.5360197876903276e-16,2.2945637869507662e-20,4.480716176874922e-14,5.174088554315359e-16,0.00028261008444376473,2.739316298720166e-24,2.0987937410193075e-17,9.613048476902649e-17,2.274489528422861e-15,4.894829054507034e-13,3.8986679259191865e-20,2.6939849154435745e-28,1.4224052659073117e-22,8.465718232762537e-23,3.579304047053955e-16,1.1499645501307208e-24,1.26475043131289e-21,1.376427842620007e-15,3.699092085511512e-22,1.657309765917778e-20,1.0551759285562416e-24
3.846911176002203e-08,0.265198290261822,3.76,0.0,0.6629198787164045,0.9997171371706283,1.230926221342287e-10,2.7954365231290942e-09,2.358475593355362e-06,2.1887373098868766e-06,1.2142341543706385e-07,4.872259410408193e-12,1.7182080140216868e-13,1.4133187872840693e-07,1.2828807223279572e-07,2.3507789427246115e-08,5.869500517511067e-09,9.712140800071525e-08,6.634326941350144e-10,1.034389499152654e-08,2.938610497662693e-09,1.7490376240923732e-10,2.9829503538909703e-10,1.0339750258217682e-15,2.149636840600813e-14,1.1846827924702774e-12,1.2465676956135803e-13,9.242443191542472e-18,2.7938466702484773e-09,1.9025367497264372e-16,2.84510092704706e-20,5.065781967500317e-14,5.592931269949907e-16,0.0002826100777495766,3.49663234714157e-24,2.557884768589434e-17,1.1982246385844712e-16,2.6338930659219837e-15,5.581805992217502e-13,4.9254296231092967e-20,3.2940818326418436e-28,1.8797990614251209e-22,1.1564335860167153e-22,5.060906736805608e-16,1.4089075599801869e-24,1.813108810034701e-21,1.675752112575369e-15,4.6886785913327e-22,1.8530057819724695e-20,1.426369782775009e-24
4.077973806510926e-08,0.2651982973469038,3.76,0.0,0.6629197271699939,0.9997171123426574,1.541972775196918e-10,3.302115235211094e-09,2.5025888752145856e-06,2.31097149846405e-06,1.320948976980361e-07,5.454125631175837e-12,1.8169735643414168e-13,1.5772414710210664e-07,1.423823524933434e-07,2.7743393739758595e-08,6.59261843280525e-09,1.029853982264093e-07,7.450702130080659e-10,1.1909002970529431e-08,3.457790880231942e-09,1.9951093510370756e-10,3.343071620597697e-10,1.2704084961384487e-15,2.7200399262200096e-14,1.2902926154097438e-12,1.4819700173386114e-13,1.1190937729025342e-17,2.961634320307841e-09,2.3345398397805313e-16,3.4870462856249593e-20,5.685702160507061e-14,6.021947463624646e-16,0.0002826100707540029,4.4027370130302194e-24,3.085936105398241e-17,1.477368808917574e-16,3.029129087009473e-15,6.338407921786463e-13,6.146486797450694e-20,3.9868314639053043e-28,2.4533428427799173e-22,1.5521808849758148e-22,7.009591832570972e-16,1.7079585971989336e-24,2.55374580085351e-21,2.0197004496187435e-15,5.876487693518753e-22,2.0618819824249516e-20,1.9007756799553395e-24
4.309036437019649e-08,0.2651983044534726,3.76,0.0,0.6629195750411048,0.999717086452558,1.9076001949707913e-10,3.864222652261451e-09,2.6471192264481394e-06,2.4322118920387837e-06,1.4334121008579137e-07,6.065778752106231e-12,1.9151448264032016e-13,1.7489055717852422e-07,1.5701858990062258e-07,3.242881113409257e-08,7.348444124601121e-09,1.0885445596407589e-07,8.322525652035174e-10,1.3630988356828146e-08,4.0320257112825285e-09,2.262535062595641e-10,3.7226642778610886e-10,1.5487907580539345e-15,3.403418596636066e-14,1.4016049789431325e-12,1.7449171016250363e-13,1.3429411594278799e-17,3.129420350237679e-09,2.840978988708329e-16,4.230352086392705e-20,6.340305311114295e-14,6.461087399254178e-16,0.00028261006345801817,5.4770182888750285e-24,3.689631250736548e-17,1.8039539978072864e-16,3.4625225135718553e-15,7.16902673641477e-13,7.58703963079986e-20,4.781885791006357e-28,3.1656352466224987e-22,2.051102972568674e-22,9.531418983683515e-16,2.051138308456331e-24,3.54019028636647e-21,2.4125586665200945e-15,7.290212504406427e-22,2.2845859581284764e-20,2.5004243805266044e-24
4.5400990675283724e-08,0.2651983115823173,3.76,0.0,0.6629194223036555,0.9997170595052874,2.3335945261918184e-10,4.484148128800534e-09,2.7920846812776563e-06,2.5524665697444597e-06,1.5518809398982983e-07,6.7067630027490694e-12,2.0127253396848017e-13,1.9281312407674226e-07,1.721721409217471e-07,3.758062187368168e-08,8.135523671632995e-09,1.147288127592355e-07,9.252045544672144e-10,1.5517003938592527e-08,4.663546132403876e-09,2.552462071932096e-10,4.12156861353571e-10,1.8750853875608586e-15,4.2156351981757813e-14,1.5188845514623486e-12,2.0368542084805552e-13,1.598711704829257e-17,3.2972049794949516e-09,3.4318029218533984e-16,5.0856874642704816e-20,7.029420880347261e-14,6.910301625461499e-16,0.00028261005586289263,6.740463795713565e-24,4.376061192615263e-17,2.1836275305454726e-16,3.936553225644055e-15,8.078121545727392e-13,9.274447641746316e-20,5.689667355689686e-28,4.042502004548975e-22,2.6728879391163104e-22,1.2747978128928631e-15,2.4427487223556998e-24,4.837432972437707e-21,2.8588709920735983e-15,8.959736074782856e-22,2.5218042323594662e-20,3.2507908576455837e-24
4.7711616980370955e-08,0.26519831873419,3.76,0.0,0.662919268932501,0.9997170315057854,2.825982526203545e-10,5.16421423871293e-09,2.9375024675746225e-06,2.671743545013406e-06,1.6766033865153188e-07,7.376627639695559e-12,2.1097186228426042e-13,2.1147416061508095e-07,1.8781918608495082e-07,4.321464770561541e-08,8.952450960622105e-09,1.2060869474709756e-07,1.0241614812259996e-09,1.7574035758604167e-08,5.354512190812767e-09,2.866087187237557e-10,4.539626243052054e-10,2.2559578476839305e-15,5.174011333456114e-14,1.6423862513695274e-12,2.3592150347525094e-13,1.8895282674776902e-17,3.464988441204897e-09,4.118047341490425e-16,6.064469820364973e-20,7.752879234441969e-14,7.369540975956765e-16,0.00028261004797026945,8.215768941427661e-24,5.152735150785058e-17,2.622489090330772e-16,4.4538605922072344e-15,9.070223326652571e-13,1.1238345401546959e-19,6.721429813346795e-28,5.113322292187715e-22,3.439846205413192e-22,1.6797456663331561e-15,2.8873944370726627e-24,6.523714025589301e-21,3.363446309190678e-15,1.0917141504721238e-21,2.77426032941948e-20,4.1811673809729245e-24
5.002224328545819e-08,0.2651983259098063,3.76,0.0,0.6629191149034048,0.999717002458978,3.3910248985276886e-10,5.906677882023428e-09,3.0833890334583197e-06,2.790050766110855e-06,1.807818111898174e-07,8.074926897527604e-12,2.2061281738926933e-13,2.308562729197098e-07,2.039367040611358e-07,4.934597724602442e-08,9.797866473613658e-09,1.2649432274225042e-07,1.1293675805859164e-09,1.9808905876312135e-08,6.107014197648524e-09,3.2046549179098386e-10,4.976680101115803e-10,2.6988376226223164e-15,6.297398364408711e-14,1.772355551280562e-12,2.713421847416889e-13,2.2187181452000727e-17,3.632770982530963e-09,4.911927097394208e-16,7.17889453382288e-20,8.510511644296759e-14,7.838756569883759e-16,0.00028261003978151264,9.92745215632693e-24,6.027589948851538e-17,3.1271123964591183e-16,5.0172475631999256e-15,1.0149939183823995e-12,1.3510758640940667e-19,7.889322719177846e-28,6.411378366835607e-22,4.3771490713048e-22,2.183568067111848e-15,3.39000476905443e-24,8.692486448545459e-21,3.931363471588573e-15,1.3196714459089514e-21,3.042713128743287e-20,5.325064275170264e-24
5.233286959054542e-08,0.26519833310984753,3.76,0.0,0.6629189601930117,0.9997169723697767,4.035209636717177e-10,6.71373137853357e-09,3.229760073180849e-06,2.9073961166646996e-06,1.945754857656638e-07,8.801219940208873e-12,2.301957470298517e-13,2.509423560934419e-07,2.2050244652592625e-07,5.5988990589184745e-08,1.0670456011966137e-08,1.3238591232706036e-07,1.2410745821308732e-09,2.2228275090193816e-08,6.923074065411304e-09,3.5694557332741627e-10,5.432574433622027e-10,3.2119831703348596e-15,7.606246376087997e-14,1.9090287761428927e-12,3.1008856181293873e-13,2.5898195110521937e-17,3.800552865010846e-09,5.826932307754198e-16,8.441963087971191e-20,9.302150284969168e-14,8.3178998121359e-16,0.0002826100312979362,1.1901977091238579e-23,7.008998080431893e-17,3.704566850441565e-16,5.629684343626836e-15,1.1321956237808548e-12,1.612622051626966e-19,9.206461124605474e-28,7.974229513666031e-22,5.513082852819891e-22,2.8037126847044768e-15,3.955856867524288e-24,1.1454563953493321e-20,4.567975748602527e-15,1.5834938610624459e-21,3.3279554659272717e-20,6.72063985955332e-24
5.464349589563265e-08,0.26519834033496104,3.76,0.0,0.6629188047788193,0.99971694124308,4.76524547974029e-10,7.58750354800715e-09,3.376630552306638e-06,3.0237874161909537e-06,2.0906347189570474e-07,9.555070812922514e-12,2.3972099690661384e-13,2.7171558994574335e-07,2.3749491380512692e-07,6.31573831375346e-08,1.1568949346783135e-08,1.3828367393875815e-07,1.3595403883213301e-09,2.4838645619740425e-08,7.804646624185816e-09,3.961824374065611e-10,5.907154789788306e-10,3.804549744311251e-15,9.122671334619371e-14,2.0526333932123743e-12,3.523006159029317e-13,3.006587479836697e-17,3.968334364859224e-09,6.877928482749769e-16,9.867509619958575e-20,1.0127628235217788e-13,8.806922393642125e-16,0.0002826100225209689,1.416788187572748e-23,8.105774490939908e-17,4.362439118007358e-16,6.29431165613203e-15,1.259104514658134e-12,1.9121887854518176e-19,1.068700065447702e-27,9.844111736754e-22,6.879319366569531e-22,3.559590184429211e-15,4.5905998293522865e-24,1.4940466044386598e-20,5.278914416220951e-15,1.887048425369373e-21,3.6308129815271443e-20,8.411161613828607e-24
5.695412220071988e-08,0.26519834758576233,3.76,0.0,0.6629186486391542,0.9997169090837739,5.58805547883507e-10,8.530060776852216e-09,3.524014732145794e-06,3.1392324206149017e-06,2.2426704188083194e-07,1.0336048394355032e-11,2.491889106883075e-13,2.931594347838292e-07,2.548933312893234e-07,7.086418866688197e-08,1.2492118850731258e-08,1.4418781295521597e-07,1.4850278650265017e-09,2.7646363747158563e-08,8.753620916700995e-09,4.383138215966716e-10,6.40026801450656e-10,4.4866600784648485e-15,1.0870520178977587e-13,2.2033882917939687e-12,3.981172259757966e-13,3.472999815509873e-17,4.136115773238504e-09,8.0812606200752015e-16,1.147022593832703e-19,1.0986779477087613e-13,9.30577629162387e-16,0.0002826100134520023,1.67559154006505e-23,9.327182127249848e-17,5.108854608639976e-16,7.014443607811607e-15,1.3962063274060853e-12,2.2537657158107015e-19,1.2346218801941437e-27,1.206836423661777e-21,8.511203201795495e-22,4.472668608070405e-15,5.3002798324165575e-24,1.9302970941341316e-20,6.070091533124319e-15,2.2344190525899976e-21,3.952143200925639e-20,1.0445500295231437e-23
5.9264748505807115e-08,0.2651983548628352,3.76,0.0,0.6629184917531457,0.9997168758967337,6.51077067327727e-10,9.543408071539765e-09,3.671926193413434e-06,3.2537388227880175e-06,2.4020665733253137e-07,1.1143726349420667e-11,2.5859983002401663e-13,3.1525762726332894e-07,2.726776265841157e-07,7.912180166023341e-08,1.3438778172513522e-08,1.5009852977944693e-07,1.6178037343556984e-09,3.0657622419790396e-08,9.77182147275563e-09,4.834815683190115e-10,6.911762240908266e-10,5.2694778600392854e-15,1.2875433608586246e-13,2.361504053674717e-12,4.47676182561811e-13,3.9932622988140816e-17,4.303897396499769e-09,9.454861142949359e-16,1.3265685091103372e-19,1.1879438895536247e-13,9.814413769824966e-16,0.00028261000409239367,1.9699180429278428e-23,1.0682936341441889e-16,5.952498810887472e-16,7.793570187695551e-15,1.5439957529001957e-12,2.64162801216685e-19,1.4200603143290575e-27,1.4699883216687571e-21,1.0448055848869988e-21,5.566563955094803e-15,6.091366286955959e-24,2.4719884027592144e-20,6.9477019633670604e-15,2.6299041874166907e-21,4.292834817401902e-20,1.2878658190670986e-23
6.157537481089435e-08,0.26519836216673387,3.76,0.0,0.6629183341007006,0.9997168416868238,7.540723872521264e-10,1.0629490098987979e-08,3.820377859137712e-06,3.36731425300072e-06,2.569019948294046e-07,1.197768308241775e-11,2.679540945535575e-13,3.379941762970245e-07,2.9082840736387493e-07,8.794199894227345e-08,1.4407780963335476e-08,1.560160199228608e-07,1.758137560765544e-09,3.387846381424221e-08,1.0861009563531182e-08,5.318314710003179e-10,7.44148688313744e-10,6.165283903923722e-15,1.5164906373958915e-13,2.527183215541476e-12,5.011142016796877e-13,4.5718137737332467e-17,4.471679556396055e-09,1.1018361538218547e-15,1.527036356263091e-19,1.2805442278098213e-13,1.0332787378716205e-15,0.0002826099944435231,2.3033283347927942e-23,1.2183208231526302e-16,6.902638446565103e-16,8.635359420071863e-15,1.7029766896427657e-12,3.080347843759005e-19,1.6267947207859543e-27,1.7797603430476627e-21,1.2733496640990513e-21,6.86712676740092e-15,6.970779009003318e-24,3.139702930429314e-20,7.918224703972096e-15,3.0780139355409935e-21,4.653807159662819e-20,1.5772332476933557e-23
