Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401)
3.0819925730476524e-18,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999994248,1.9866866168579357e-44,6.296039815216741e-33,9.329611100123695e-19,9.329611100101116e-19,9.956641276223252e-20,7.135493497499755e-36,9.258729233947444e-35,2.2878332192237208e-30,2.246329907906652e-30,1.72172402885671e-41,5.713331134510773e-27,9.956641276226043e-20,6.288311427226983e-32,3.6825944901108702e-22,1.715456098917996e-29,6.296864973057916e-33,1.1483369487478925e-32,3.087345605310681e-41,2.7037406559683584e-39,2.3994022069593093e-34,3.265055811321244e-47,3.694024281570184e-46,3.682594490110856e-22,2.796057389753324e-42,5.835408051532851e-58,1.866128666218972e-39,3.0717234111138804e-38,5.752892118759901e-13,4.905562275742746e-62,4.416264995563573e-52,1.6482527791181855e-51,2.4438792944384467e-50,5.713331135832863e-27,2.8992959859058472e-64,3.660773757318871e-66
6.165323397321118e-18,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999988493,1.5899530883697189e-43,2.519236023696712e-32,1.866327326889703e-18,1.8663273268806682e-18,1.9917605887759851e-19,2.855126917820777e-35,3.7046976878312383e-34,9.071278609462429e-30,8.988245611738625e-30,1.3779024901530698e-40,1.1429143087534338e-26,1.9917605887779322e-19,2.516143661369333e-31,7.36678802255353e-22,3.434002922540984e-29,2.5195661939126114e-32,4.5948435731232797e-32,1.2353403919594554e-40,1.0818484409157458e-38,9.600734189207837e-34,2.613036966166906e-46,1.478091298483995e-45,7.366788022553476e-22,1.1187871640915581e-41,4.6701011699949467e-57,7.466946290222621e-39,1.2290894654598883e-37,1.1508282161971708e-12,3.925940849348458e-61,3.534801931263426e-51,1.3192702686026224e-50,1.9560939523612556e-49,1.1429143092824351e-26,4.641391624611544e-63,2.9297327619481895e-65
1.2331985045868048e-17,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999976982,1.2722040405809955e-42,1.0078584526341396e-31,3.73305976064437e-18,3.733059760608226e-18,3.9839535110768433e-19,1.1422367440394712e-34,1.4821203016938373e-33,3.6124952677574455e-29,3.595883524027497e-29,1.1025313436660154e-39,2.2860766985634588e-26,3.9839535110862953e-19,1.0066213059707276e-30,1.473517508743885e-21,6.878135634893211e-29,1.0079905418979549e-31,1.838236627485116e-31,4.942166008776207e-40,4.3280982210536234e-38,3.840918834160176e-33,2.0908265845996445e-45,5.91333100501832e-45,1.4735175087438632e-21,4.475877205618388e-41,3.736792454634314e-56,2.987265438701607e-38,4.917158120914339e-37,2.3019062024152964e-12,3.1413493723704566e-60,2.8285576937535964e-50,1.0556834982732013e-49,1.5652714653788378e-48,2.2860767006797527e-26,7.42824161018875e-62,2.3442332142985156e-64
2.4665308342961907e-17,0.4629231271305608,3.76,0.0,0.7904361902891013,0.999999999995396,1.0178598712471171e-41,4.031761922356285e-31,7.466524628153706e-18,7.466524628009116e-18,7.968339355652718e-19,4.569319329789924e-34,5.92896364106148e-33,1.4417943396250516e-28,1.4384704737698647e-28,8.821088244714577e-39,4.572401475005045e-26,7.968339355693845e-19,4.026812929989164e-30,2.947194921720949e-21,1.3794557320040942e-28,4.032290319837578e-31,7.353544948972291e-31,1.9770273245093758e-39,1.7313801899287528e-37,1.5364925719900405e-32,1.672820089300073e-44,2.3655275797566947e-44,2.9471949217208617e-21,1.7904966257590443e-40,2.989720962318005e-55,1.1950039895593359e-37,1.9670232660202223e-36,4.6040620851546094e-12,2.513318446844507e-59,2.2631326493824623e-49,8.44653725028815e-49,1.2523757130417946e-47,4.572401483470469e-26,1.1886798811434891e-60,1.8755676438639753e-63
4.9331954937149625e-17,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999907917,8.14326555383301e-41,1.612770395357634e-30,1.4933454363172372e-17,1.4933454362593995e-17,1.5937111044701091e-18,1.827802503953525e-33,2.3716819041602108e-32,5.76076929112539e-28,5.75411603138159e-28,7.057205611416015e-38,9.145051015176682e-26,1.5937111044872252e-18,1.6107907154893252e-29,5.894549747675077e-21,2.7740025732255613e-28,1.6129817608901095e-30,2.9415376716119107e-30,7.908431322321821e-39,6.925802572725128e-37,6.146220355324819e-32,1.3383196034622488e-43,9.462516702825204e-44,5.8945497476747285e-21,7.162278186713518e-40,2.391895352696295e-54,4.780214974365476e-37,7.868412746308759e-36,9.20837349184551e-12,2.010750736234855e-58,1.8106207241033843e-48,6.757657531978805e-48,1.0019639905803315e-46,9.145051049036226e-26,1.9020167968181935e-59,1.5005301502768505e-62
9.866524812552506e-17,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999815831,6.514767093666777e-40,6.451212850314289e-30,2.9867313833209716e-17,2.9867313830896153e-17,3.1874654422384336e-18,7.31136195184159e-33,9.486920175086881e-32,2.3030260496160645e-27,2.3016932403650564e-27,5.645898498324289e-37,1.8290350044692336e-25,3.187465442308229e-18,6.443293950788086e-29,1.1789259399583331e-20,5.608146272553068e-28,6.452058313159985e-30,1.1766390074395115e-29,3.1634370715944984e-38,2.7703773926646945e-36,2.458538141939857e-31,1.070681096226719e-42,3.785100770933169e-43,1.1789259399581941e-20,2.8649697614804358e-39,1.9135697602399372e-53,1.9121284985000308e-36,3.14742874452452e-35,1.8416994870076628e-11,1.6086396120423152e-57,1.4485424222812244e-47,5.406297123502832e-47,8.015965612657998e-46,1.829035018010504e-25,3.0433300649502534e-58,1.20046029891402e-61
1.9733183450227596e-16,0.4629231271305608,3.76,0.0,0.7904361902891013,0.9999999999631658,5.2118755566852886e-39,2.5805114051096875e-29,5.97350327732844e-17,5.973503276403006e-17,6.374974117609683e-18,2.924577079650076e-32,3.7948063096986048e-31,9.20954081049909e-27,9.206866615665494e-27,4.516772402020022e-36,3.6580947900561375e-25,6.374974117891522e-18,2.5773437979225837e-28,2.357867870339984e-20,1.1456633739681466e-27,2.580849580499613e-29,4.706603907485571e-29,1.2653878466160458e-37,1.108162229856523e-35,9.834252451842089e-31,8.56555042450928e-42,1.5140693758089722e-42,2.3578678703394288e-20,1.1459997212724674e-38,1.5308868696408838e-52,7.64862065087694e-36,1.2589839938564847e-34,3.6834231885937924e-11,1.2869283079093338e-56,1.158852274920981e-46,4.325106139012663e-46,6.412873966377947e-45,3.658094844199185e-25,4.8694106471063316e-57,9.603919329305533e-61
3.946650072557777e-16,0.4629231271305608,3.76,0.0,0.7904361902891012,0.9999999999263313,4.169525231311539e-38,1.0322098238428885e-28,1.1947047065343376e-16,1.194704706164162e-16,1.2749991467690585e-17,1.1698388208232277e-31,1.5179299539514718e-30,3.6833036404266165e-26,3.682765375388038e-26,3.613439361452661e-35,7.316214280083606e-25,1.274999146882326e-17,1.030942762400101e-27,4.7157517311032863e-20,2.3874408955312615e-27,1.0323450841359568e-28,1.8826511383518426e-28,5.061578297179384e-37,4.4326714649107354e-35,3.9337208645003e-30,6.852481000974019e-41,6.056417632948326e-42,4.715751731101064e-20,4.5840234722943945e-38,1.224737392297803e-51,3.059486902722688e-35,5.035959101494619e-34,7.366868295527111e-11,1.0295509078380911e-55,9.270891542179992e-46,3.4601122875002034e-45,5.130339763107825e-44,7.3162144964762205e-25,7.791123037493379e-56,7.683377793614822e-60
7.893313527627813e-16,0.4629231271305608,3.76,0.0,0.7904361902891011,0.9999999998526625,3.335630152423411e-37,4.128849889223775e-28,2.3894134641373247e-16,2.389413462656618e-16,2.5500026165205994e-17,4.679383494470366e-31,6.0717329328245935e-30,1.4732189181978151e-25,1.473109894545859e-25,2.890760062484238e-34,1.463245293650174e-24,2.550002616974734e-17,4.123781533575952e-27,9.431519452629896e-20,5.1593160571918626e-27,4.129390847364372e-28,7.530623702321157e-28,2.024637400741556e-36,1.773073094913668e-34,1.5734922480480343e-29,5.4820010641272316e-40,2.42266067489864e-41,9.431519452621e-20,1.8336150693611757e-37,9.798258276128367e-51,1.2238163382898538e-34,2.014386772914458e-33,1.4733749324449424e-10,8.23646613538253e-55,7.416742561170393e-45,2.7681007805532435e-44,4.1042880452626376e-43,1.4632453800628993e-24,1.2465849556280378e-54,6.147035254319071e-59
1.5786640437767883e-15,0.4629231271305608,3.76,0.0,0.7904361902891008,0.9999999997053252,2.668508193624327e-36,1.6515421306469544e-27,4.778830979343301e-16,4.778830973420466e-16,5.100009554965126e-17,1.8717688265937065e-30,2.4286944020109855e-29,5.892670590825538e-25,5.892447055436573e-25,2.312611475096078e-33,2.9264928962379225e-24,5.1000095567837917e-17,1.6495147082198882e-26,1.8863054895683146e-19,1.1856346902527639e-26,1.6517584466521565e-27,3.0122533092402358e-27,8.098567364439721e-36,7.092301396302755e-34,6.293976200587529e-29,4.385607354647197e-39,9.69135470915116e-41,1.8863054895647533e-19,7.334477742279007e-37,7.83914635810264e-50,4.8954192969658355e-34,8.057541413072815e-33,2.9467474642608395e-10,6.589237779877511e-54,5.933405764232648e-44,2.2144850046646267e-43,3.2834369280726635e-42,2.9264932407329346e-24,1.9945401109118554e-53,4.918139150365933e-58
2.3679967347907953e-15,0.46292312713056083,3.76,0.0,0.7904361902891006,0.9999999995579884,7.630268708827944e-36,3.509528450135885e-27,7.168248494549277e-16,7.16824848196325e-16,7.650016492351097e-17,3.977529409339396e-30,5.160974803417896e-29,1.2521796822806065e-24,1.2521454652946682e-24,6.61262594674547e-33,4.389740370888635e-24,7.650016496217093e-17,3.5052200619067907e-26,2.829459033873645e-19,1.9706658317670105e-26,3.509988022639747e-27,6.401040673088557e-27,1.7209474680466418e-35,1.5071146101133126e-33,1.3374703260701092e-28,1.2540100803058146e-38,2.0595317182516397e-40,2.829459033866073e-19,1.558578476511241e-36,2.241604344834096e-49,1.0402986858490393e-33,1.712225851735199e-32,4.4201163221173313e-10,1.8841213585658957e-53,1.7614808230873427e-43,6.5742560532969356e-43,9.7477088554112e-42,4.389741101242452e-24,7.54575420589705e-53,1.4063770394791997e-57
3.1573294258048023e-15,0.46292312713056083,3.76,0.0,0.7904361902891004,0.9999999994106518,1.6094450314591343e-35,5.9868439965051285e-27,9.557666009755255e-16,9.557665988284968e-16,1.0200023428678514e-16,6.785228660854408e-30,8.804013277229308e-29,2.136059760917479e-24,2.1360132676818984e-24,1.3947946176896036e-32,5.8529877183611536e-24,1.020002343527464e-16,5.97949421261579e-26,3.772612578178981e-19,2.8710250350411375e-26,5.987627817501041e-27,1.0919424460403028e-26,2.9357365879499236e-35,2.5709607208302187e-33,2.2815672906619426e-28,2.645070999464309e-38,3.5135160323061156e-40,3.772612578166059e-19,2.658754325912259e-36,4.7283910545336246e-49,1.7746615962735828e-33,2.92085276352806e-32,5.893481506023579e-10,3.9741824037337595e-53,3.838175177079e-43,1.4324962328632708e-42,2.1239751076714753e-41,5.8529889615914496e-24,1.9641561125890583e-52,2.9666805374409946e-57
4.735994807832817e-15,0.46292312713056094,3.76,0.0,0.7904361902890998,0.9999999991159796,4.395894645066275e-35,1.23950030188265e-26,1.433650104016721e-15,1.43365009957157e-15,1.5300037298848992e-16,1.4048060806739144e-29,1.8227579874535118e-28,4.422417005893216e-24,4.422344989694138e-24,3.809617497203202e-32,8.779482117180716e-24,1.5300037312507857e-16,1.2379785603345396e-25,5.658919666789675e-19,4.942411356435663e-26,1.2396625282592082e-26,2.260728567740823e-26,6.078078910278877e-35,5.3228486281853325e-33,4.723695542357482e-28,7.224510798279646e-38,7.2750434861863274e-40,5.658919666762902e-19,5.504622935872726e-36,1.2915681486846188e-48,3.674329890974594e-33,6.047243103581871e-32,8.840203251328208e-10,1.0854869734643126e-52,1.1141042015217876e-42,4.158095975255285e-42,6.165246468526209e-41,8.779484681912723e-24,7.208178066000583e-52,8.104284492152559e-57
6.314660189860831e-15,0.46292312713056094,3.76,0.0,0.7904361902890993,0.9999999988213087,9.197683464167086e-35,2.1080656904172594e-26,1.9115336070579167e-15,1.9115335994978785e-15,2.0400051165126792e-16,2.389224292355197e-29,3.1000318594923606e-28,7.521350389865667e-24,7.521251328284093e-24,7.970995094364272e-32,1.1705976054624474e-23,2.0400051188359293e-16,2.105477506231433e-25,7.545226755400408e-19,7.437900133121868e-26,2.1083415079032265e-26,3.844907580995536e-26,1.0337235011320167e-34,9.052772342831811e-33,8.03376873899349e-28,1.511609505561526e-37,1.2374222239299736e-39,7.54522675535484e-19,9.36193772413385e-36,2.702584082829004e-48,6.249264027636125e-33,1.028475720340898e-31,1.1786911486283552e-09,2.271229287590117e-52,2.4364206546509116e-42,9.093288515429268e-42,1.3482701026458125e-40,1.1705980401643722e-23,1.8691348592643215e-51,1.6959454997688722e-56
7.893325571888845e-15,0.46292312713056094,3.76,0.0,0.7904361902890987,0.9999999985266393,1.6744033285732064e-34,3.22064841853125e-26,2.3894171100991135e-15,2.3894170985490815e-15,2.550006502723388e-16,3.650221438937555e-29,4.736144786210005e-28,1.149090106229063e-23,1.1490773320625691e-23,1.4510893207151573e-31,1.4632469502809235e-23,2.550006506273025e-16,3.216694101088848e-25,9.431533844011196e-19,1.0387784429559728e-25,3.2210696691125475e-26,5.874150405705546e-26,1.5792981782017932e-34,1.3830591564553548e-32,1.227378259929503e-27,2.7518275795959524e-37,1.890701862659852e-39,9.431533843941524e-19,1.4302949729439114e-35,4.920313786548741e-48,9.547762076078371e-33,1.5712754060654354e-31,1.4733605245925901e-09,4.1347373944973874e-52,4.571057235639721e-42,1.7060248723362467e-41,2.529538488076209e-40,1.4632476120742286e-23,4.0868204373550224e-51,3.087887093029029e-56
1.1050656335944873e-14,0.46292312713056105,3.76,0.0,0.7904361902890976,0.999999997937305,4.42091952789983e-34,6.193193867124271e-26,3.3451841161815055e-15,3.345184093971202e-15,3.570009273867397e-16,7.019364407828301e-29,9.107422460030083e-28,2.2096541368378813e-23,2.2096351235787367e-23,3.8313041972049247e-31,2.048545493504389e-23,3.5700092806937807e-16,6.185589155835128e-25,1.3204148021233012e-18,1.7679282283962332e-25,6.194003309245268e-26,1.129578380536413e-25,3.0369439863632275e-34,2.6595739230028864e-32,2.360204341538744e-27,7.265637232915348e-37,3.636629630516281e-39,1.3204148021098794e-18,2.750416929400398e-35,1.29936915649237e-47,1.8361339103130137e-32,3.021492791740316e-31,2.062694843043156e-09,1.0917262840793461e-51,1.2507247107127193e-41,4.667995542571615e-41,6.921279142739044e-40,2.0485467557002422e-23,1.5719735171574827e-50,8.156085649152699e-56
1.42079871000009e-14,0.46292312713056116,3.76,0.0,0.7904361902890965,0.9999999973479763,9.165674494683005e-34,1.0156823563608108e-25,4.3009511222638995e-15,4.300951085839057e-15,4.590012043317467e-16,1.1511927431577262e-28,1.4936123417001173e-27,3.623821988515202e-23,3.623796066884271e-23,7.943253411858272e-31,2.6338438456709035e-23,4.590012054513246e-16,1.0144350742233563e-24,1.6976762198455223e-18,2.6816321669104934e-25,1.0158150077300839e-25,1.8525057226186273e-25,4.980595289944772e-34,4.361694595359044e-32,3.8707280897224205e-27,1.5063486210656857e-36,5.965444391710061e-39,1.6976762198234722e-18,4.510692963497424e-35,2.6944031439152755e-47,3.0114670825937484e-32,4.9552177795287495e-31,2.6520232823943196e-09,2.2634839157788305e-51,2.63668003092739e-41,9.84070323803882e-41,1.4590899528495145e-39,2.6338458990693985e-23,4.175565920785583e-50,1.6915412999774918e-55
2.0522648628112958e-14,0.4629231271305612,3.76,0.0,0.7904361902890944,0.9999999961693369,2.754020912956871e-33,2.1056919512234394e-25,6.212485134428692e-15,6.2124850589134705e-15,6.630017577136536e-16,2.386712278526658e-28,3.096514048567014e-27,7.512820070498428e-23,7.512778307093131e-23,2.386718136673798e-30,3.804440001969655e-23,6.630017600348593e-16,2.1031056154055825e-24,2.4521990552901404e-18,5.0626248587725845e-25,2.1059665291634243e-25,3.8405762042105084e-25,1.0325731067812602e-33,9.042574231872286e-32,8.024707637610696e-27,4.526142397278431e-36,1.2373511183952636e-38,2.452199055244256e-18,9.351545229095674e-35,8.099293841639656e-47,6.244255972103114e-32,1.0272952225550842e-30,3.830662526579367e-09,6.801530679714725e-51,8.042692541630969e-41,3.0017199973985632e-40,4.45067732130451e-39,3.804444185037271e-23,1.8949122586344235e-49,5.086476257469555e-55
3.315197168433707e-14,0.4629231271305616,3.76,0.0,0.7904361902890902,0.9999999938121285,1.1840428890381163e-32,5.474837520494636e-25,1.0035553158758289e-14,1.0035552962417425e-14,1.0710028624450755e-15,6.205950199257642e-28,8.05092398491048e-27,1.9533432517398362e-22,1.9533350858107054e-22,1.026127050922843e-29,6.145630283427819e-23,1.0710028684805209e-15,5.4681102818886725e-24,3.9612447261804515e-18,1.2038933226315308e-24,5.475549059315923e-25,9.98556339364798e-25,2.6847428317849922e-33,2.351084677716664e-31,2.0864348487332616e-26,1.9459345302115632e-35,3.2204327009259723e-38,3.9612447260602165e-18,2.431456038544113e-34,3.4853456747411597e-46,1.6240352671044679e-31,2.6709292028976633e-30,6.187870479374438e-09,2.924572237971695e-50,3.4897931114213668e-40,1.3024720362388497e-39,1.9311870225410516e-38,6.145640753891439e-23,1.4185731429500096e-48,2.1903262301209102e-54
