Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54)
0.008332017927186595,0.14419026936551974,3.76,0.0,0.5204114625289705,0.9940459511447213,0.005838609755934311,4.5761456305546177e-07,8.62330596939827e-05,1.617658468929335e-09,1.3762747273740377e-05,6.340266879515025e-12,2.947661090106766e-16,8.149358054602343e-09,1.439921374906578e-09,3.1881900308894055e-05,1.2376009492618775e-11,2.9531865958000798e-05,5.661054398988262e-05,4.1482123621475585e-05,2.217415590329926e-08,0.0058193009442044745,5.883846593562484e-06,3.896694513827149e-05,1.737970319560505e-07,3.6628866851700325e-11,7.77182544044288e-06,7.860107975607486e-09,2.3732077443137944e-07,1.212507089306418e-06
0.00840322728476094,0.1441902804058044,3.76,0.0,0.5203303191513461,0.9939660784509454,0.0059179509167308604,4.5812857929339603e-07,8.720817033416912e-05,1.6176459313350397e-09,1.3777374548625114e-05,6.3397079097206585e-12,2.9474012052603766e-16,8.156609182658548e-09,1.4397919702336104e-09,3.2153473673808424e-05,1.2376091085548483e-11,2.9702187595511267e-05,5.666622050244838e-05,4.196608847311422e-05,2.219763000184442e-08,0.00589847695992868,5.935083025082646e-06,3.9637232293570955e-05,1.7887969969035045e-07,3.666489980924121e-11,7.953119743812859e-06,7.991613478970709e-09,2.3791154006873664e-07,1.23572877172114e-06
0.008474436642335284,0.14419029156266072,3.76,0.0,0.5202491018960568,0.9938861360568665,0.0059973671976775575,4.5861275042296534e-07,8.818531955899686e-05,1.6176333179870256e-09,1.3791097094819893e-05,6.339148312048362e-12,2.9471410273674037e-16,8.163463134956006e-09,1.4396625716805149e-09,3.242502989358485e-05,1.2376173689194958e-11,2.987057753218401e-05,5.6718160051721444e-05,4.245024117866131e-05,2.22197345115065e-08,0.005977728179348984,5.985248060448057e-06,4.030880606378097e-05,1.8404254391129137e-07,3.66985166575258e-11,8.13596503818838e-06,8.123016964539e-09,2.384573853072715e-07,1.2590729197546156e-06
0.008545645999909628,0.14419030283297754,3.76,0.0,0.5201678159293226,0.9938061289441675,0.006076853478994542,4.59068142458083e-07,8.916444316703865e-05,1.6176206819488154e-09,1.3803947388543536e-05,6.3385881141727705e-12,2.9468805735999786e-16,8.169934048213992e-09,1.439533181506505e-09,3.2696568993799214e-05,1.2376257415614606e-11,3.0037057355068873e-05,5.676649733839083e-05,4.293455815488631e-05,2.224051869290849e-08,0.006057049474240081,6.034345512386785e-06,4.098158031358053e-05,1.892852409112595e-07,3.672980445071878e-11,8.320328409344503e-06,8.254305217543434e-09,2.3895995693723657e-07,1.282536972786861e-06
0.008616855357483973,0.1441903142136839,3.76,0.0,0.5200864662294997,0.9937260619122693,0.006156404826252729,4.594957909415389e-07,9.014547813809269e-05,1.6176080148147375e-09,1.3815956969864887e-05,6.338027351287657e-12,2.9466198575206673e-16,8.176035686604414e-09,1.4394038104127042e-09,3.296809099996252e-05,1.2376342451782384e-11,3.020164871120375e-05,5.681136331096645e-05,4.3419016692440946e-05,2.2260030365802066e-08,0.006136435901991963,6.0823800339937326e-06,4.165547183619395e-05,1.9460745637880656e-07,3.675884791895379e-11,8.506177074808044e-06,8.38546553762021e-09,2.394208841940642e-07,1.3061184371318345e-06
0.008688064715058317,0.14419032570177276,3.76,0.0,0.5200050575924623,0.9936459395836307,0.006236016485093175,4.5989670942498667e-07,9.112836264474943e-05,1.6175952593088497e-09,1.3827156477643124e-05,6.337466063151021e-12,2.946358895339961e-16,8.18178150769296e-09,1.4392744533935628e-09,3.323959593752744e-05,1.237642830259519e-11,3.0364373278558104e-05,5.685288517186522e-05,4.390359492966705e-05,2.22783160221481e-08,0.006215882700343912,6.12935708165509e-06,4.233040028182148e-05,2.000088467013835e-07,3.678572930059942e-11,8.693478409108628e-06,8.516486674449228e-09,2.3984177660003607e-07,1.3298148854784866e-06
0.008759274072632661,0.14419033729432038,3.76,0.0,0.5199235946368799,0.9935657664089818,0.006315683876041496,4.602718759518801e-07,9.211303605554454e-05,1.6175824827145596e-09,1.3837575699586569e-05,6.336904271719795e-12,2.9460977022516877e-16,8.187184475268094e-09,1.4391451080912262e-09,3.3511083831664434e-05,1.2376515026224373e-11,3.052525274032599e-05,5.689118637758799e-05,4.438827182770082e-05,2.229542084524973e-08,0.006295385282184762,6.175282872104978e-06,4.300628810364943e-05,2.054890606537166e-07,3.681052835226644e-11,8.882199967663e-06,8.64735808597222e-09,2.402242215510089e-07,1.353623957163768e-06
0.008830483430207006,0.14419034898843758,3.76,0.0,0.5198420818094003,0.9934855466723099,0.006395402589401317,4.6062223623444e-07,9.309943892084778e-05,1.6175696956992315e-09,1.3847243519723222e-05,6.3363420063405324e-12,2.945836289886307e-16,8.192257162021313e-09,1.439015789542126e-09,3.37825547073658e-05,1.2376603045599637e-11,3.0684308769831575e-05,5.692638679734084e-05,4.4873027146875855e-05,2.2311388608283167e-08,0.0063749392304331114,6.220164324935068e-06,4.368306049518084e-05,2.1104773886961244e-07,3.683332265550478e-11,9.072309509310746e-06,8.778069275473206e-09,2.4056978142930636e-07,1.3775433559104458e-06
0.00890169278778135,0.14419036078129205,3.76,0.0,0.5197605233898063,0.9934052844959083,0.006475168380191946,4.6094871960581985e-07,9.408751298084176e-05,1.617556804417013e-09,1.385618794768799e-05,6.3357793082482984e-12,2.945574673826625e-16,8.197011917066762e-09,1.4388864935939762e-09,3.4054008589541265e-05,1.2376691726952131e-11,3.084156300587438e-05,5.695860273804662e-05,4.535784142142367e-05,2.2326261810374574e-08,0.006454540292996879,6.2640090302453545e-06,4.436064531082365e-05,2.1668451482418733e-07,3.685418741835289e-11,9.263775017457453e-06,8.908611304818973e-09,2.408799922882421e-07,1.4015708487429965e-06
0.008972902145355694,0.14419037267014823,3.76,0.0,0.5196789234960525,0.9933249838454067,0.0065549771632013405,4.6125222113566057e-07,9.507720116968525e-05,1.61754388653958e-09,1.3864436201190834e-05,6.335216194365674e-12,2.945312867068646e-16,8.201460597310616e-09,1.4387572104600076e-09,3.432544550271615e-05,1.2376780968290635e-11,3.0997037028339747e-05,5.6987946907984757e-05,4.584269593540574e-05,2.2340081744844457e-08,0.006534184377811808,6.306825214764992e-06,4.503897301112236e-05,2.2239901719122215e-07,3.687319541055249e-11,9.456564719954925e-06,9.038976094868661e-09,2.4115636239587515e-07,1.425704266942533e-06
0.009044111502930038,0.14419038465229958,3.76,0.0,0.5195972860891682,0.9932446485344509,0.006634825008146323,4.6153359944999267e-07,9.606844758963772e-05,1.6175309894423e-09,1.3872014637847351e-05,6.334652686193948e-12,2.945050878889818e-16,8.205614616134406e-09,1.4386279598668668e-09,3.459686547111675e-05,1.2376871541041589e-11,3.115075235102245e-05,5.701452862048477e-05,4.632757270116153e-05,2.235288833377927e-08,0.0066138675479748285,6.3486216802946094e-06,4.571797660445127e-05,2.2819086870184814e-07,3.689041740365549e-11,9.650647107767616e-06,9.1691549520772e-09,2.414003695752192e-07,1.4499415032512426e-06
0.009115320860504383,0.14419039672508188,3.76,0.0,0.5195156149781495,0.993164282229448,0.006714708134867122,4.6179370379284676e-07,9.706119751464336e-05,1.6175179707520803e-09,1.3878948765655437e-05,6.334088828459672e-12,2.9447887254736583e-16,8.209485272042475e-09,1.438498741956329e-09,3.486826851890229e-05,1.2376962703633764e-11,3.1302730401895344e-05,5.7038453851325735e-05,4.681245443517049e-05,2.2364720273187722e-08,0.006693586016970052,6.389407774603949e-06,4.6397591560293856e-05,2.34059686432427e-07,3.6905921954022494e-11,9.845990952321238e-06,9.299140821751764e-09,2.4161346056581733e-07,1.4742805098914729e-06
0.009179409282321293,0.14419040766597216,3.76,0.0,0.5194420851905759,0.9930919289704743,0.006786630107818755,4.620102839855912e-07,9.795591366082172e-05,1.6175062407104978e-09,1.3884659107984113e-05,6.333581065233165e-12,2.944552653655597e-16,8.21273552546967e-09,1.438382455971058e-09,3.5112516814342134e-05,1.2377045025356306e-11,3.1438042903088315e-05,5.705780008739342e-05,4.7248838508019385e-05,2.2374566821524157e-08,0.00676535980749761,6.425259537506909e-06,4.700971634135574e-05,2.3940710974704584e-07,3.691846234399457e-11,1.0022853386349364e-05,9.415958192724255e-09,2.417799792480478e-07,1.4962709861516815e-06
0.009243497704138202,0.14419041867635812,3.76,0.0,0.5193685336409056,0.9930195559357266,0.006858575161129661,4.622108624285915e-07,9.885176601785165e-05,1.6174945550309989e-09,1.3889885157536335e-05,6.333073037312897e-12,2.9443164615946824e-16,8.215772564939742e-09,1.4382661946842242e-09,3.535675144025653e-05,1.2377128272371636e-11,3.157198094555561e-05,5.707515020539427e-05,4.7685201503942806e-05,2.2383680907206493e-08,0.006837156682949413,6.460308406472432e-06,4.762224232211168e-05,2.4481628019594476e-07,3.6929712165184405e-11,1.0200690207394428e-05,9.532609443509152e-09,2.419236107238672e-07,1.5183408792843467e-06
0.009307586125955112,0.14419042975442053,3.76,0.0,0.51929496280872,0.9929471655104366,0.006930540832576465,4.623960062927472e-07,9.974871710155448e-05,1.6174827034665313e-09,1.3894643840399234e-05,6.332564789921748e-12,2.9440801645967883e-16,8.21860396686102e-09,1.4381499728246813e-09,3.5600972413706975e-05,1.2377211829941043e-11,3.1704559907328014e-05,5.7090574726733493e-05,4.81215321982118e-05,2.2392088193901705e-08,0.006908974176971145,6.4945621900885665e-06,4.823512733707823e-05,2.502869122641818e-07,3.693971713555045e-11,1.0379479294382932e-05,9.649090443012e-09,2.4204534107449e-07,1.5404888192266187e-06
0.009371674547772022,0.14419044089841485,3.76,0.0,0.5192213750855761,0.9928747599948394,0.007002524746892267,4.625662557094423e-07,0.0001006467301731414,1.617470875127757e-09,1.3898951739630428e-05,6.332056313294172e-12,2.9438437609778393e-16,8.2212368502355e-09,1.4380337638632346e-09,3.58451797511778e-05,1.2377295864899623e-11,3.1835795075559e-05,5.710414200649934e-05,4.8557819772896094e-05,2.2399813824604953e-08,0.006980809910303012,6.528028962215094e-06,4.884833067253582e-05,2.558187184015645e-07,3.694852128142429e-11,1.0559198747494174e-05,9.765397695543167e-09,2.4214613358230443e-07,1.5627134722900908e-06
0.009435762969588932,0.14419045210661124,3.76,0.0,0.5191477727772167,0.9928023416061288,0.007074524613590087,4.627221371727043e-07,0.00010154576923415885,1.6174590664977228e-09,1.3902824873908458e-05,6.331547624142768e-12,2.943607261080664e-16,8.223678219752216e-09,1.4379175794709736e-09,3.608937346905927e-05,1.237738049474969e-11,3.196570163953664e-05,5.711591845456612e-05,4.89940538070632e-05,2.2406882092099417e-08,0.0070526615886133326,6.560717045261746e-06,4.946181305009636e-05,2.6141141002123055e-07,3.6956167575127815e-11,1.0739826893972186e-05,9.881527477430359e-09,2.422269283995898e-07,1.5850135417479557e-06
0.009499851391405842,0.14419046337729824,3.76,0.0,0.5190741581059791,0.9927299124807896,0.0071465382245927845,4.6286416661278935e-07,0.00010244579902296678,1.6174471376405218e-09,1.3906278749041375e-05,6.331038756185322e-12,2.943370677986e-16,8.225934960561482e-09,1.4378014354415503e-09,3.6333553583656115e-05,1.237746546341616e-11,3.2094294686091665e-05,5.71259685785416e-05,4.943022426455402e-05,2.2413316501923046e-08,0.0071245270001309615,6.592634995436548e-06,5.007553656462459e-05,2.670646971467289e-07,3.69626978251529e-11,1.0921342294561245e-05,9.997476953198766e-09,2.422886426136493e-07,1.6073877658015215e-06
0.009563939813222752,0.14419047470883617,3.76,0.0,0.5190005332135308,0.9926574746774409,0.007218563451541011,4.629928393291276e-07,0.00010334678500728404,1.6174351969035303e-09,1.3909328500235886e-05,6.3305297091689226e-12,2.9431340101706917e-16,8.228013614232961e-09,1.4376853102032766e-09,3.6577720110821544e-05,1.2377550788854389e-11,3.2221589190714076e-05,5.713435486106147e-05,4.986632148158957e-05,2.2419139984776957e-08,0.007196404012940131,6.623791582379634e-06,5.068946466493053e-05,2.727782899383834e-07,3.6968152321561147e-11,1.110372375038686e-05,1.0113243159623255e-08,2.423321698874135e-07,1.629834918645614e-06
0.009628028235039662,0.14419048609961388,3.76,0.0,0.5189269001633643,0.9925850301791413,0.007290598243330903,4.6310863522940235e-07,0.00010424869337210857,1.61742329776472e-09,1.3911988781791084e-05,6.330020490741048e-12,2.9428972642603717e-16,8.229920552239357e-09,1.437569206962946e-09,3.6821873066169475e-05,1.2377636630256925e-11,3.234760001443628e-05,5.714113792716763e-05,5.030233615560875e-05,2.2424374762243486e-08,0.007268290572515118,6.654195766083459e-06,5.1303562121492494e-05,2.7855189749054724e-07,3.697257024973059e-11,1.1286950308807371e-05,1.022882322225732e-08,2.423583801191331e-07,1.6523538083790978e-06
0.009692116656856571,0.14419049754802485,3.76,0.0,0.5188532609431705,0.9925125808956204,0.007362640623778416,4.6321202524363856e-07,0.00010515149101443419,1.6174113094993956e-09,1.3914273747191498e-05,6.3295111318182054e-12,2.942660454660694e-16,8.231662064412952e-09,1.4374531455440852e-09,3.706601246523984e-05,1.237772281673002e-11,3.247234190015247e-05,5.714637665006724e-05,5.073825933337753e-05,2.242904229877523e-08,0.007340184699389685,6.683856682911601e-06,5.191779496675197e-05,2.8438522870694875e-07,3.697598977575846e-11,1.147100126846392e-05,1.0344214959344866e-08,2.423681195986676e-07,1.6749432762844037e-06
0.009756205078673481,0.14419050905253042,3.76,0.0,0.5187796174667857,0.9924401286653277,0.007434688689702617,4.6330346272644763e-07,0.00010605514553755663,1.6173992849887345e-09,1.3916197191469146e-05,6.329001637783158e-12,2.9424235800681246e-16,8.233244146545997e-09,1.4373371075478622e-09,3.731013832318126e-05,1.2377809256759619e-11,3.2595829467345506e-05,5.7150128038840076e-05,5.117408240193344e-05,2.243316348466211e-08,0.0074120844872303275,6.7127836329762676e-06,5.253213047449843e-05,2.902779926025193e-07,3.697844768553465e-11,1.1655856183169541e-05,1.0459416487324254e-08,2.423622110613224e-07,1.6976021966021244e-06
0.009820293500490391,0.14419052061162388,3.76,0.0,0.5187059715770532,0.9923676752581627,0.007506740608104382,4.6338338465461115e-07,0.00010695962523844734,1.6173873165268572e-09,1.3917772495628723e-05,6.328492009458692e-12,2.9421866429058007e-16,8.234672587154513e-09,1.4372210871935923e-09,3.755425065481911e-05,1.237789610324079e-11,3.2718077207306745e-05,5.715244734462673e-05,5.160979707569515e-05,2.2436758601296695e-08,0.007483988100009484,6.740986057594246e-06,5.314653712692465e-05,2.9622989840801286e-07,3.69799796520724e-11,1.184149486728172e-05,1.0574425710873226e-08,2.4234145359384274e-07,1.7203294757655748e-06
0.009884381922307301,0.14419053222380332,3.76,0.0,0.5186323250477252,0.9922952223771708,0.007578794614291529,4.634522211810963e-07,0.00010786489910083614,1.6173752107865338e-09,1.3919012526574355e-05,6.327982285195332e-12,2.9419496668779527e-16,8.235953165832418e-09,1.4371051277861616e-09,3.779834947496125e-05,1.2377983280004223e-11,3.2839099482155364e-05,5.71533882371369e-05,5.2045395387050676e-05,2.2439847190945164e-08,0.007555893770137109,6.768473526928356e-06,5.376098456518553e-05,3.022406554379017e-07,3.698062055976848e-11,1.2027897398935753e-05,1.0689241075642628e-08,2.4230662284244243e-07,1.7431240509199115e-06
0.009948470344124211,0.1441905438876256,3.76,0.0,0.5185586795857021,0.9922227716609333,0.007650849009674754,4.635103872742796e-07,0.00010877093678798478,1.6173629875320632e-09,1.391992984763689e-05,6.3274724727537754e-12,2.9417126465115163e-16,8.237091360608328e-09,1.4369892004954146e-09,3.804243479802772e-05,1.2378070519140686e-11,3.2958910519724794e-05,5.7153002638136264e-05,5.248086967574774e-05,2.2442448258674198e-08,0.00762779979624702,6.795255727083275e-06,5.437544355821468e-05,3.08309974119115e-07,3.69804038856345e-11,1.2215044123457642e-05,1.0803861478896436e-08,2.422584712185675e-07,1.7659848901657207e-06
0.009999999999999998,0.14419055560170896,3.76,0.0,0.51849946757618,0.9921645210260072,0.007708782799453322,4.635496826493759e-07,0.00010949996118458648,1.6173533035117618e-09,1.392044169639089e-05,6.3270624765492525e-12,2.9415220258066315e-16,8.237906723247406e-09,1.4368959740863646e-09,3.823867938624783e-05,1.2378140863949695e-11,3.305437448292486e-05,5.7151764609643845e-05,5.283091348328468e-05,2.244419863316957e-08,0.0076856142652900064,6.81628481489854e-06,5.4869482471772426e-05,3.1323222569034395e-07,3.6979629540122803e-11,1.2366044162899606e-05,1.0895878339822901e-08,2.422105892953638e-07,1.7844132985900543e-06
0.01001255876594112,0.14419055560170896,3.76,0.0,0.5184850368327755,0.9921503246853249,0.007722902160047352,4.6355827438210714e-07,0.00010967770863102991,1.6173510062247141e-09,1.3920536740751995e-05,6.326962536086397e-12,2.941475559800449e-16,8.238092274968756e-09,1.4368732471813186e-09,3.828650663783293e-05,1.2378158105317928e-11,3.307752441066531e-05,5.715134070501861e-05,5.291621258185443e-05,2.2444580361524586e-08,0.007699704541461702,6.821342443857638e-06,5.498988600496188e-05,3.1443756536407123e-07,3.697936178457823e-11,1.240291565575692e-05,1.0918285178089159e-08,2.4219772779778836e-07,1.7889109920046674e-06
0.01007664718775803,0.14419056736462427,3.76,0.0,0.5184113983678209,0.9920778829651474,0.007794952493422129,4.6359627786905733e-07,0.00011058518562026815,1.6173388282755793e-09,1.3920844795519996e-05,6.326452546009344e-12,2.94123846459915e-16,8.238961334891541e-09,1.436757390207266e-09,3.8530565008539316e-05,1.2378246137977745e-11,3.319495510933274e-05,5.714845133927679e-05,5.335141703476885e-05,2.2446261201896995e-08,0.007771606431252285,6.846743549287588e-06,5.560428486538886e-05,3.2062314067552797e-07,3.697752634738685e-11,1.2591492883151107e-05,1.1032511080618635e-08,2.421250986563811e-07,1.8119013835562283e-06
0.01013432676739325,0.14419057799189938,3.76,0.0,0.5183451286715238,0.9920126911152773,0.007859794134138648,4.636223412146295e-07,0.0001114024943588922,1.6173278274357938e-09,1.3920876038163791e-05,6.325993499247122e-12,2.941025045184407e-16,8.239634790085333e-09,1.436653129907872e-09,3.875020603728941e-05,1.2378325379079776e-11,3.329964252901247e-05,5.7144840438107976e-05,5.3742977045764506e-05,2.244740243324337e-08,0.007836314437872494,6.869026566559807e-06,5.6157185050265934e-05,3.262394973753561e-07,3.697522112029218e-11,1.27618001819176e-05,1.1135144945230477e-08,2.420501355174011e-07,1.832646922374162e-06
0.01019200634702847,0.14419058865669687,3.76,0.0,0.5182788647448404,0.9919475057250909,0.00792463120587931,4.63640966169091e-07,0.000112220331059199,1.6173169129352248e-09,1.392068263513269e-05,6.325534390799828e-12,2.9408115899036146e-16,8.24020886707171e-09,1.4365488635556936e-09,3.896983617665575e-05,1.2378404704074828e-11,3.340339272411067e-05,5.7140306825201726e-05,5.413441464102464e-05,2.2448204426977423e-08,0.007901017840713941,6.890769590598772e-06,5.671001058616057e-05,3.319023801321463e-07,3.697231921438519e-11,1.2932650290302583e-05,1.1237617596797509e-08,2.4196658169854397e-07,1.8534431016154769e-06
0.01024968592666369,0.14419059935805265,3.76,0.0,0.5182126076158439,0.9918823277802759,0.007989462684259232,4.6365241277435865e-07,0.00011303867590775023,1.6173058913926317e-09,1.3920272330420173e-05,6.325075254585439e-12,2.940598138313775e-16,8.240687127881908e-09,1.436444674574985e-09,3.918945543629727e-05,1.2378484439860486e-11,3.350621557286112e-05,5.713488300494489e-05,5.452572523051169e-05,2.244867902523067e-08,0.007965715613761198,6.911979950496929e-06,5.7262743852261384e-05,3.376115810227947e-07,3.6968841930293477e-11,1.3104029849259232e-05,1.1339928566520946e-08,2.418749053927594e-07,1.8742892697122204e-06
0.01030736550629891,0.14419061009504341,3.76,0.0,0.5181463582761748,0.9918171582314642,0.008054287580939411,4.636569337084534e-07,0.00011385750950210184,1.6172947507373502e-09,1.3919652740635816e-05,6.324616098233728e-12,2.940384678272549e-16,8.241072889289362e-09,1.4363405276246406e-09,3.940906382564682e-05,1.2378564284232384e-11,3.360812085770018e-05,5.712860044935738e-05,5.491690439121719e-05,2.2448837721676567e-08,0.008030406767113517,6.932665003809233e-06,5.781536784891212e-05,3.4336689343853446e-07,3.6964809521880234e-11,1.3275925682981928e-05,1.1442077696928267e-08,2.41775560565829e-07,1.8951847928494038e-06
0.01036504508593413,0.14419062086679352,3.76,0.0,0.5180801176820385,0.9917519979952423,0.008119104942644806,4.6365476879892543e-07,0.00011467681284490083,1.6172837458390708e-09,1.3918831359090132e-05,6.324156894036663e-12,2.9401711740888836e-16,8.241369226225931e-09,1.4362363367152933e-09,3.962866135372969e-05,1.2378643930141416e-11,3.370911826276416e-05,5.71214895857774e-05,5.530794786320081e-05,2.2448691755786103e-08,0.008095090345995292,6.952832129595134e-06,5.836786620254293e-05,3.491681117532969e-07,3.696024135210168e-11,1.3448324799454035e-05,1.1544064620560586e-08,2.4166898703321835e-07,1.9161290548019982e-06
0.01042272466556935,0.14419063167240279,3.76,0.0,0.5180138867553427,0.9916868479549332,0.00818391385003642,4.636461538015856e-07,0.00011549656733461651,1.617272765788187e-09,1.3917815290051537e-05,6.323697664357311e-12,2.9399576683355765e-16,8.241579379351661e-09,1.4361321913947158e-09,3.984824802957456e-05,1.2378723885275294e-11,3.38092173771715e-05,5.7113580134839006e-05,5.569885154392119e-05,2.2448252008432998e-08,0.008159765429631313,6.9724887188043125e-06,5.8920223127640264e-05,3.5501503123919404e-07,3.695515691540431e-11,1.3621214390957941e-05,1.1645888975174609e-08,2.4155561061744923e-07,1.93712145576141e-06
0.010480404245204569,0.1441906425109799,3.76,0.0,0.517947666384622,0.9916217089615978,0.008248713416801855,4.6363132329861343e-07,0.00011631675476171906,1.617261554725291e-09,1.391661139963393e-05,6.323238448894755e-12,2.9397441914099873e-16,8.241706543721569e-09,1.4360281506045535e-09,4.006782386223408e-05,1.2378804265577148e-11,3.390842769590896e-05,5.710490101831932e-05,5.608961148319359e-05,2.2447528968417403e-08,0.008224431130339806,6.991642171029664e-06,5.9472423391085506e-05,3.609074482233493e-07,3.694957513849072e-11,1.3794581834247323e-05,1.174755102260614e-08,2.4143584351903503e-07,1.9581614115164237e-06
0.010538083824839789,0.14419065338170878,3.76,0.0,0.5178814574260429,0.9915565818353407,0.008313502788667583,4.6361049859249945e-07,0.00011713735730644967,1.6172503706119263e-09,1.3915226576717396e-05,6.322779218063263e-12,2.939530682732266e-16,8.241753491504587e-09,1.435924075919569e-09,4.028738886027566e-05,1.237888433635568e-11,3.400675861376998e-05,5.709548005853629e-05,5.648022387924881e-05,2.2446532887346695e-08,0.008289086592534814,7.010299891953145e-06,6.002445232789817e-05,3.6684516059941504e-07,3.6943513554857616e-11,1.3968414690702578e-05,1.1849050951462238e-08,2.4131008465089963e-07,1.979248354504085e-06
0.010595763404475008,0.1441906642837756,3.76,0.0,0.5178152607043118,0.9914914673658887,0.008378281142500691,4.635838905859559e-07,0.00011795835752903541,1.617239392265116e-09,1.3913667432854285e-05,6.3223199552295276e-12,2.9393171446900157e-16,8.241723022583225e-09,1.4358199703154966e-09,4.050694303200111e-05,1.2378964280634086e-11,3.410421942704065e-05,5.708534430183197e-05,5.687068507505398e-05,2.2445273769295715e-08,0.008353730991824673,7.0284692836384276e-06,6.0576295833656695e-05,3.7282796725911767e-07,3.693698962207908e-11,1.4142700706320816e-05,1.1950388383613556e-08,2.4117871960017753e-07,2.000381733000079e-06
0.010653442984110228,0.14419067521632375,3.76,0.0,0.5177490770136224,0.9914263663132635,0.008443047685368223,4.6355171400377773e-07,0.00011877973836211735,1.617228219157158e-09,1.3911940153284684e-05,6.321860719816716e-12,2.9391036585328073e-16,8.24161819361795e-09,1.4357160010627681e-09,4.0726486385965496e-05,1.2379044918233573e-11,3.420081933898452e-05,5.7074520271443694e-05,5.7260991552739896e-05,2.244376122106368e-08,0.00841836353408126,7.046157738299074e-06,6.112794030668473e-05,3.7885566806709925e-07,3.6930021051513695e-11,1.4317427811589748e-05,1.205156350245112e-08,2.4104212094052697e-07,2.021561009444946e-06
0.010711122563745448,0.14419068617857778,3.76,0.0,0.5176829071184852,0.9913612794091415,0.008507801653728459,4.6351417564407893e-07,0.00011960148311197814,1.6172169470935896e-09,1.39100509957545e-05,6.321401502278643e-12,2.938890161842547e-16,8.241441591876262e-09,1.4356120280872752e-09,4.094601893038423e-05,1.2379125321249226e-11,3.429656745327849e-05,5.7063033432858274e-05,5.765113993003971e-05,2.2442004551848402e-08,0.008482983454624829,7.063372640165304e-06,6.167937265734643e-05,3.84928064610759e-07,3.692262387726222e-11,1.4492584121264867e-05,1.2152576995774603e-08,2.4090064869738993e-07,2.0427856615801626e-06
0.010768802143380668,0.14419069716977925,3.76,0.0,0.5176167517510304,0.991296207353973,0.008572542316100383,4.634714667264133e-07,0.0001204235754959297,1.617205752051914e-09,1.390800598179152e-05,6.320942285127093e-12,2.938676663435662e-16,8.241195770043122e-09,1.4355080672863015e-09,4.116554067303524e-05,1.2379205727379288e-11,3.4391472762720597e-05,5.7050908415278334e-05,5.8041126972932286e-05,2.2440012874959092e-08,0.008547590020888016,7.080121353329266e-06,6.22305803621531e-05,3.910449600676916e-07,3.691481404690171e-11,1.4668157958520395e-05,1.2253428977434164e-08,2.407546489294923e-07,2.0640551837071006e-06
0.010826481723015887,0.14419070818914095,3.76,0.0,0.5175506116198263,0.9912311508254288,0.008637268964336675,4.6342378078825405e-07,0.00012124599953765784,1.6171945386795954e-09,1.3905810886827001e-05,6.320483086589798e-12,2.9384631774565647e-16,8.240883332355595e-09,1.4354041439904575e-09,4.138505162179597e-05,1.2379286246531885e-11,3.448554417446413e-05,5.703816928345438e-05,5.843094955530734e-05,2.2437794985146486e-08,0.008612182523688786,7.096411222248739e-06,6.278155131499194e-05,3.972061586959434e-07,3.69066071992496e-11,1.4844137804055322e-05,1.2354119616535487e-08,2.406044569829194e-07,2.085369082229129e-06
0.010884161302651107,0.144190719235946,3.76,0.0,0.517484487407984,0.9911661104766439,0.008701980915498253,4.633713058337549e-07,0.00012206873959089367,1.6171832679131125e-09,1.3903471356118894e-05,6.320023916198934e-12,2.938249703712574e-16,8.240506772068623e-09,1.4353002522699239e-09,4.1604551784382695e-05,1.2379366794304714e-11,3.457879050790358e-05,5.702483942461114e-05,5.882060466709234e-05,2.243535943318651e-08,0.00867676027909945,7.1122495671019686e-06,6.333227383332205e-05,4.0341146597474074e-07,3.689801844431853e-11,1.5020512310289808e-05,1.2454649508957068e-08,2.404503974536127e-07,2.1067268759503484e-06
0.010941840882286327,0.14419073030945972,3.76,0.0,0.5174183797715832,0.9911010869347479,0.008766677513418959,4.633142213012187e-07,0.00012289178036612887,1.6171719923209727e-09,1.3900992888078584e-05,6.319564771495839e-12,2.9380362409244265e-16,8.240068465103384e-09,1.4351963856661272e-09,4.182404116824235e-05,1.2379447343420918e-11,3.467122048200703e-05,5.701094145992376e-05,5.9210089421820437e-05,2.243271452927834e-08,0.008741322630012949,7.127643678899772e-06,6.388273670885354e-05,4.096606891167689e-07,3.688906238548577e-11,1.5197270316562534e-05,1.2555019005415055e-08,2.402927828400848e-07,2.1281280979468864e-06
0.010999520461921547,0.1441907414089735,3.76,0.0,0.5173522893405733,0.9910360808016725,0.008831358127814217,4.632527022859843e-07,0.00012371510692294334,1.6171607071348462e-09,1.3898380789141894e-05,6.3191056577668435e-12,2.9378227937186354e-16,8.239570745172975e-09,1.435092549916664e-09,4.204351978069298e-05,1.2379527929429807e-11,3.476284271735843e-05,5.699649732807392e-05,5.9599401052403794e-05,2.2429868318872813e-08,0.008805868945252943,7.142600814864108e-06,6.443292918641971e-05,4.1595363661851995e-07,3.687975322092049e-11,1.5374400847822043e-05,1.2655228543733545e-08,2.4013191395246496e-07,2.149572294539184e-06
