Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11)
2.0810647503740902e-18,0.14092922793162893,3.76,0.0,1.0023374630346693,0.9999999999973936,4.304258077796438e-42,3.7044336063532655e-31,4.3812565444875067e-17,4.381256544456441e-17,2.3351504292809853e-18,3.11240876080555e-33,4.104098898193045e-32,3.131216781504614e-28,3.0965263354606417e-28,4.3069875132362366e-39,9.304666900191296e-25,2.335150429283652e-18,5.746292610579552e-30,1.270998796571305e-20,3.0482728985655223e-27,3.705427906971493e-31,9.590987247500536e-31,1.6824243637659251e-38,1.1220274922165297e-36,2.931475777092119e-32,2.3581031066123676e-44,1.8734955918633674e-43,1.2709987965712858e-20,8.88506456848443e-40,1.0677845801032132e-54,1.3304091745435853e-36,2.2509953100871654e-35,2.6063955614453e-12,2.051824450422032e-58,3.457820263089782e-48,1.1041513063028584e-47,1.265672962109502e-36,9.30466690818648e-25,8.275224779652925e-60,4.997993542296591e-62,1.2599060648479274e-54,1.5737815117254764e-56,3.130601113788228e-42,9.447466333192641e-57,1.3340588217969777e-64,1.9205767497352298e-44,2.7487880196787614e-54,1.5276315465928568e-37,1.2738946780887641e-65,7.231420768452174e-47,4.562016385208273e-33
4.162355335230045e-18,0.14092922793162893,3.76,0.0,1.0023374630346693,0.999999999994787,3.4437334240235335e-41,1.4818940430578992e-30,8.762988537324932e-17,8.762988537200658e-17,4.670554266075948e-18,1.2450649139358187e-32,1.6417731553581713e-31,1.2456523387134418e-27,1.2387113417695845e-27,3.445917174334831e-38,1.8610343514870324e-24,4.670554266093553e-18,2.298704115089022e-29,2.5421355203044732e-20,6.098853837156347e-27,1.4822917933925315e-30,3.836707134170844e-30,6.730245227340795e-38,4.488475245615433e-36,1.1726857435195317e-31,1.8866616097490937e-43,7.494603551828905e-43,2.542135520304397e-20,3.554315119374742e-39,8.543099727125326e-54,5.322071228943328e-36,9.004713905929858e-35,5.213073899052668e-12,1.6416157239833957e-57,2.766606440693582e-47,8.834328805721438e-47,5.0631038892821175e-36,1.861034354685349e-24,1.3242155713275708e-58,3.9987793663352115e-61,1.0080205558348252e-53,1.2591447557114993e-55,2.504718676492763e-41,7.558690836985919e-56,2.1348043246610784e-63,7.777714488144925e-44,2.1992392168106076e-53,6.111023386030527e-37,2.0384390465517728e-64,5.785685913283007e-46,1.8249550708150173e-32
8.324936504941953e-18,0.14092922793162893,3.76,0.0,1.0023374630346693,0.9999999999895736,2.755117537280906e-40,5.92781739651929e-30,1.752645252299978e-16,1.7526452522502668e-16,9.341361939604674e-18,4.980462991914475e-32,6.567359744379778e-31,4.9689394851585654e-27,4.9550469892652965e-27,2.7568646118715587e-37,3.722169669607845e-24,9.341361939688968e-18,9.195190615000231e-29,5.08440896777081e-20,1.2205947772253669e-26,5.929408444340621e-30,1.534745302907309e-29,2.69220768406625e-37,1.795463156187298e-35,4.690933836049221e-31,1.5094009416321954e-42,2.997972422514327e-42,5.0844089677705046e-20,1.421783931090059e-38,6.834823416465571e-53,2.128916250012574e-35,3.6020320122726834e-34,1.0426430374616434e-11,1.3133554135983377e-56,2.213425253147728e-46,7.067910414217364e-46,2.0253239669382169e-35,3.7221696824014935e-24,2.1188886087055814e-57,3.1991831695996263e-60,8.0645472831446285e-53,1.007363625708712e-54,2.003870038059313e-40,6.047239948896689e-55,3.415935115775076e-62,3.187041272277801e-43,1.759474898228537e-52,2.4445087248203477e-36,3.261668533622538e-63,4.628768451365368e-45,7.30011732728318e-32
1.665009884436577e-17,0.14092922793162893,3.76,0.0,1.002337463034669,0.9999999999791468,2.2041463606261684e-39,2.3711752160571757e-29,3.5053380494349474e-16,3.5053380492360987e-16,1.8682977286417324e-17,1.992226272504285e-31,2.6269972603092038e-30,1.9848417078342888e-26,1.982059120731401e-26,2.205544039721668e-36,7.444440286590217e-24,1.8682977286782255e-17,3.6781510779474253e-28,1.0168955862703482e-19,2.444386387421107e-26,2.3718116335271482e-29,6.139106112181356e-29,1.0769050204617995e-36,7.181998743152887e-35,1.876411699341188e-30,1.207549415960016e-41,1.1992205782480565e-41,1.0168955862702259e-19,5.687251676173312e-38,5.468019203210875e-52,8.515847313581268e-35,1.4408420246638348e-33,2.085314252714014e-11,1.0507100503068018e-55,1.770796244389897e-45,5.654507285033977e-45,8.10146069411621e-35,7.44444033776475e-24,3.3903367307502236e-56,2.559419776587958e-59,6.451790965500755e-52,8.059100296183919e-54,1.6031340343690237e-39,4.837907123191914e-54,5.465694776554287e-61,1.33550678457573e-42,1.4076133292143245e-51,9.778233059117327e-36,5.218802503631322e-62,3.703102635086569e-44,2.9201063407622506e-31
3.33004235232134e-17,0.14092922793162893,3.76,0.0,1.0023374630346686,0.9999999999582934,1.7633380373882085e-38,9.484797473851295e-29,7.010723643704883e-16,7.010723642909482e-16,3.73662079790634e-17,7.968990504476913e-31,1.0508095263434182e-29,7.93389854580272e-26,7.928317132654143e-26,1.7644561719306887e-35,1.4888981443523742e-23,3.736620798057864e-17,1.4712753974507118e-27,2.0338049652568827e-19,4.9014609005977444e-26,9.487343052771501e-29,2.455667425085849e-28,4.3076641984620035e-36,2.8728287211381824e-34,7.50572306266869e-30,9.660509985519256e-41,4.796988799522684e-41,2.0338049652563928e-19,2.2749240074962424e-37,4.374516371543534e-51,3.406380823306895e-34,5.7634259727089006e-33,4.170656363777276e-11,8.405792641459048e-55,1.416659412481483e-44,4.523677411131723e-44,3.2406172439952553e-34,1.4888981648215136e-23,5.424630726896137e-55,2.047580107834427e-58,5.161494029307356e-51,6.447356755531329e-53,1.282522371922141e-38,3.8703721636524864e-53,8.745270602358966e-60,5.827401128570968e-42,1.1261040275261497e-50,3.9113323883508785e-35,8.35019028215244e-61,2.96251723149886e-43,1.1680544183698405e-30
6.660107288090867e-17,0.14092922793162896,3.76,0.0,1.002337463034668,0.9999999999165865,1.4106788355810151e-37,3.7939383866428116e-28,1.4021494832244757e-15,1.402149482906313e-15,7.473266936043871e-17,3.187615894563303e-30,4.203258946813424e-29,3.1724657492777347e-25,3.171342982247229e-25,1.4115733133162057e-34,2.9778063449312246e-23,7.473266936661067e-17,5.885131520472007e-27,4.06762372322995e-19,9.853575098732099e-26,3.7949565299047415e-28,9.822719660036603e-28,1.723074680790099e-35,1.149137333205624e-33,3.0023044260212896e-29,7.728453860963322e-40,1.9188514312477643e-40,4.0676237232279906e-19,9.099743875911331e-37,3.499712413389085e-50,1.3625650568144237e-33,2.305381511164397e-32,8.341339308138272e-11,6.724693984971757e-54,1.1333364966475335e-43,3.618970563242825e-43,1.2962534915233408e-33,2.977806426801139e-23,8.679482699770083e-54,1.6381057847563212e-57,4.1292197271639364e-50,5.157916014234084e-52,1.0260238635972552e-37,3.0963169552533763e-52,1.3992560400507798e-58,2.719230000216446e-41,9.008885672763292e-50,1.5645404142228353e-34,1.3360389456594673e-59,2.3700277920447654e-42,4.67224143763006e-30
1.3320237159629918e-16,0.140929227931629,3.76,0.0,1.0023374630346664,0.9999999998331728,1.1285464724396181e-36,1.5175792941596865e-27,2.804303720932449e-15,2.804303719659795e-15,1.4946559210752192e-16,1.275052384232915e-29,1.6813074245470754e-28,1.2687675642056975e-24,1.2685404180776463e-24,1.1292620004198426e-33,5.955622622894566e-23,1.4946559213243183e-16,2.354058592729922e-26,8.135261239176082e-19,1.9909664187248648e-25,1.5179864777118394e-27,3.929097855210915e-27,6.892318150356654e-35,4.5965610219406744e-33,1.200924768866128e-28,6.182781452420829e-39,7.675794460625026e-40,8.1352612391682445e-19,3.639908056903631e-36,2.7999039170805075e-49,5.450320465329635e-33,9.221544666618061e-32,1.668270008580128e-10,5.379803098250558e-53,9.066727836864213e-43,2.895187905776407e-42,5.185027158982319e-33,5.955622950318583e-23,1.3887231053042249e-52,1.3105396812784938e-56,3.3033855845179286e-49,4.126345058825383e-51,8.20821330506816e-37,2.4770622750297205e-51,2.2388199446779357e-57,1.3983017102269192e-40,7.207129912229188e-49,6.258173581945069e-34,2.1376691081862002e-58,1.8960277682007823e-41,1.8689013278247845e-29
2.6640496902708024e-16,0.14092922793162907,3.76,0.0,1.0023374630346635,0.9999999996663457,9.028386062565725e-36,6.070325536240574e-27,5.608612196348387e-15,5.608612191257766e-15,2.989314375390188e-16,5.100238292507058e-29,6.725234810037302e-28,5.074632780090632e-24,5.07416811735096e-24,9.034109393601134e-33,1.1911254686340288e-22,2.9893143763910255e-16,9.416246327166975e-26,1.6270536271068361e-18,4.0629285174261435e-25,6.0719536742128214e-27,1.5716411397141613e-26,2.7569322850631384e-34,1.8386267462756805e-32,4.8037047384670165e-28,4.946232530720596e-38,3.070617061551413e-39,1.6270536271036988e-18,1.455966073937918e-35,2.2401275440211792e-48,2.1801680601478596e-32,3.688618693246793e-31,3.336540119691644e-10,4.303899981117377e-52,7.253396610028682e-42,2.3161549089482883e-41,2.0740135061809618e-32,1.1911255995586253e-22,2.2219616363729735e-51,1.048515164879393e-55,2.6427123907625482e-48,3.3010809516015947e-50,6.566577253741778e-36,1.9816549380691355e-50,3.582120409921473e-56,8.078072661434631e-40,5.765712468085908e-48,2.5032694235999777e-33,3.420275992229288e-57,1.5168243192830632e-40,7.475614816311592e-29
3.996075664578613e-16,0.14092922793162913,3.76,0.0,1.0023374630346606,0.9999999994995188,2.5815552694371654e-35,1.2899447529736255e-26,8.412920671764319e-15,8.412920660946745e-15,4.483972829078461e-16,1.0838043134236677e-28,1.4291124263749779e-27,1.0783321229121295e-23,1.0782611271374252e-23,2.583191636983279e-32,1.7866886257601525e-22,4.483972831208015e-16,2.000953090313887e-25,2.440581130296067e-18,6.195634901219156e-25,1.2902906445456984e-26,3.3397386696744664e-26,5.858485860595487e-34,3.9070832964072266e-32,1.0207875732811005e-27,1.4143139082076857e-37,6.52556213880709e-39,2.440581130289396e-18,3.0939307514151325e-35,6.405738684513962e-48,4.6329133536544736e-32,7.838311979642902e-31,5.004808186384579e-10,1.2306565980522876e-51,2.1533533272830226e-41,6.876088489582871e-41,4.407280358106301e-32,1.7866889039086703e-22,8.406136244221377e-51,2.9982553128858762e-55,7.556508627405013e-48,9.439031957192143e-50,1.8776308844429346e-35,5.666300899647123e-50,1.365673283345407e-55,2.1359111274775275e-39,1.6486340344908582e-47,5.319444825875175e-33,1.2589935758560305e-56,4.337170951443387e-40,1.5885687424687815e-28
5.328101638886423e-16,0.1409292279316292,3.76,0.0,1.0023374630346578,0.9999999993326919,5.445249154418081e-35,2.2004945694971445e-26,1.1217229147180245e-14,1.1217229128726733e-14,5.978631282140039e-16,1.8488481524143177e-28,2.4378973528150016e-27,1.8394832907114328e-23,1.839386987533003e-23,5.44870044496554e-32,2.3822517336974753e-22,5.978631285775288e-16,3.413391230910882e-25,3.2541086334853027e-18,8.389085574197666e-25,2.2010844819129246e-26,5.697202374817623e-26,9.993893871023417e-34,6.665025752304042e-32,1.7413437459568364e-27,2.983198281196239e-37,1.113267312998243e-38,3.2541086334739162e-18,5.277885712966612e-35,1.3512312146060306e-47,7.903292274987969e-32,1.3371231790171647e-30,6.673074208661437e-10,2.5958341977528235e-51,4.692045004368185e-41,1.4982639047792288e-40,7.518303276525925e-32,2.382252208081994e-22,2.188113080764129e-50,6.324553034100015e-55,1.5938868566073517e-47,1.9909656337203263e-49,3.9604671808118454e-35,1.195188182913257e-49,3.67439917270973e-55,4.3415671676110544e-39,3.4774473804395356e-47,9.074341470033472e-33,3.193547137501898e-56,9.148351128792329e-40,2.7099119152479623e-28
