Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089)
8.449372908820076e-05,0.4821551553200886,3.76,0.0,0.7950930170681909,0.9999737545776579,2.110066386237424e-06,3.6982743776319495e-08,1.976214626992616e-06,1.4199302255774554e-08,1.6289802939993932e-06,7.616773526957799e-12,7.172972142619734e-16,1.6914083477704386e-08,5.277597415372706e-09,9.73805573337123e-07,8.21536199596615e-11,2.9987098306652096e-07,8.394944833783787e-07,7.17687464460115e-07,8.322794780912639e-09,1.7672325674317565e-06,8.94231581366497e-09,6.408024914836357e-10,3.136481656556124e-11,4.190335315383322e-12,1.1831459171947156e-10,1.453169319073513e-14,1.901485614598379e-10,5.146501315491772e-11,1.411955457982256e-15,2.4245406790923888e-14,4.5597684514547565e-18,2.216070243205993e-05,8.292296365871383e-20,1.2266879095843442e-16,3.301419129075112e-14,1.2935159937782335e-13,5.469080321206765e-13,1.9985028526312957e-16,1.2292219884045702e-25,8.316734470982931e-21,7.941302199770669e-21,1.2252244187583827e-12,1.1595250400235634e-21,7.380655803621999e-17,7.260415440795184e-15,7.264837028063678e-22,6.466141459272985e-19,3.920494204048167e-21,3.9788198738800715e-16,4.2835957940506296e-10,1.0492254437392938e-21,1.073935651375257e-18
8.745154235210455e-05,0.48215515856620794,3.76,0.0,0.7950927603219246,0.9999735402066968,2.253329965904412e-06,3.8224112110197036e-08,2.046101022436629e-06,1.4199291040297351e-08,1.6888959031614378e-06,7.626866870963243e-12,7.178957120536991e-16,1.6948003938726128e-08,5.277580756289188e-09,1.0085721575924111e-06,8.215339079529654e-11,3.10528368233855e-07,8.708551120840896e-07,7.443488174716221e-07,8.40167359176097e-09,1.8974279762348925e-06,9.274717311580052e-09,7.132194963548775e-10,3.367535661155787e-11,4.344472862314356e-12,1.2695334563405014e-10,1.6140910261530953e-14,1.9816853567615358e-10,5.727582299265045e-11,1.5684481159553873e-15,2.548146079403056e-14,4.7890683441618734e-18,2.2160697681343065e-05,9.23434984924529e-20,1.2895325780768032e-16,3.544977917710213e-14,1.388950032013008e-13,5.667872329818379e-13,2.1460227479898265e-16,1.3806105151329527e-25,8.980335234621913e-21,8.549857372342372e-21,1.2487186137949807e-12,1.2979622036368709e-21,8.173373757674631e-17,7.536708959604214e-15,8.030979248507743e-22,6.950822556644251e-19,4.2343671644813484e-21,4.266860710041995e-16,4.592516758543737e-10,1.1440862094298223e-21,1.256485549033445e-18
9.040935561600834e-05,0.4821551618132066,3.76,0.0,0.795092498700207,0.9999733210540708,2.4013269822241203e-06,3.9467538108123813e-08,2.115990029481053e-06,1.4199279836815017e-08,1.748911616464215e-06,7.635386010851839e-12,7.184008224726238e-16,1.6981981404350272e-08,5.277564031465682e-09,1.0433387151531937e-06,8.215316104592598e-11,3.211906028550078e-07,9.022682026400513e-07,7.710635983372809e-07,8.480684534941349e-09,2.0323325576329876e-06,9.608812071525937e-09,7.909658808930546e-10,3.606949621689256e-11,4.4988678317035385e-12,1.3590712059404432e-10,1.7872935539729805e-14,2.0632414240405552e-10,6.351388658106535e-11,1.7368914854997833e-15,2.6739823183319898e-14,5.0225164113963146e-18,2.2160692824652268e-05,1.0246113116732738e-19,1.353806565537726e-16,3.7971572173681356e-14,1.487863651899149e-13,5.866997562967275e-13,2.2987667229204e-16,1.5449904382883474e-25,9.673344902823931e-21,9.182936523085952e-21,1.2710532930359165e-12,1.4476701834849075e-21,9.02157019716304e-17,7.813816888872402e-15,8.869934475659449e-22,7.453872832120239e-19,4.562213058698223e-21,4.565530359475577e-16,4.912284275520506e-10,1.244969836877607e-21,1.4637714037143936e-18
9.336716887991213e-05,0.48215516506108597,3.76,0.0,0.795092232194982,0.9999730971120093,2.55406527174582e-06,4.07130175947605e-08,2.185881735906617e-06,1.4199268645407423e-08,1.8090272357990883e-06,7.642581321307157e-12,7.188273984663349e-16,1.701601578465318e-08,5.277547247817329e-09,1.0781052457427113e-06,8.21529308463994e-11,3.318576820915998e-07,9.337336512546654e-07,7.978318958478432e-07,8.55982736787392e-09,2.1719541653262167e-06,9.944669194195312e-09,8.742401141602317e-10,3.854738048701225e-11,4.653519711391133e-12,1.4517748399459045e-10,1.9733960256707047e-14,2.1461973067173967e-10,7.019510187188772e-11,1.917888203942392e-15,2.80210461756705e-14,5.2602163641234025e-18,2.216068786182085e-05,1.1330199295197886e-19,1.4195285999426535e-16,4.057954760441744e-14,1.5902658599450923e-13,6.066455374654662e-13,2.4567333922039154e-16,1.7230452895938815e-25,1.0396193890491666e-20,9.840762264029815e-21,1.2923153499258836e-12,1.6091826425563272e-21,9.927216353665139e-17,8.091753050530875e-15,9.787943068423522e-22,7.975378806115247e-19,4.9042385566972386e-21,4.874885668962382e-16,5.242907149700005e-10,1.3520919393194804e-21,1.6982674891609502e-18
9.632498214381592e-05,0.48215516830984784,3.76,0.0,0.7950919607982131,0.9999728683727619,2.7115526526251452e-06,4.1960546344688076e-08,2.2557762300888733e-06,1.4199257466154897e-08,1.8692425606968894e-06,7.64865762993612e-12,7.191875909985109e-16,1.705010698481666e-08,5.277530411137761e-09,1.1128717491330884e-06,8.215270031311192e-11,3.425296010383917e-07,9.652513529011467e-07,8.24653798622706e-07,8.639101842498581e-09,2.3163006350257913e-06,1.028235808385331e-08,9.63241730493123e-10,4.1109154283181906e-11,4.808427983134804e-12,1.5476608256360734e-10,2.1730457302310282e-14,2.2305966266030778e-10,7.733545220037167e-11,2.1120683418943547e-15,2.932570985999171e-14,5.502276685675307e-18,2.216068279268167e-05,1.2489235977047725e-19,1.4867177888560128e-16,4.327368946817e-14,1.696165784065819e-13,6.26624511109634e-13,2.6199217747576116e-16,1.9154757387949775e-25,1.1149315323475505e-20,1.0523558980507973e-20,1.3125874894636738e-12,1.783045060597144e-21,1.0892294163187798e-16,8.370531583233978e-15,1.0791709144381517e-21,8.515426901308097e-19,5.260651653079829e-21,5.194983509820709e-16,5.584394190664256e-10,1.4656695177161293e-21,1.9626369131579263e-18
9.928279540771971e-05,0.4821551715594941,3.76,0.0,0.7950916845018804,0.9999726348285944,2.8737969264474913e-06,4.321012008796485e-08,2.3256736009256736e-06,1.4199246299137908e-08,1.929557388572742e-06,7.653786441088021e-12,7.19491574201111e-16,1.7084254906219485e-08,5.277513526398183e-09,1.1476382251330558e-06,8.215246952554688e-11,3.5320635472983427e-07,9.9682120144489e-07,8.515293951213093e-07,8.718507706576867e-09,2.465379786237862e-06,1.0621948414236094e-08,1.0581712115512384e-09,4.375496224886365e-11,4.963592123284488e-12,1.6467463376386174e-10,2.386915755563973e-14,2.316483121943885e-10,8.495099683250792e-11,2.3200870916034055e-15,3.065441480981182e-14,5.748809371001691e-18,2.2160677617053958e-05,1.372586362050088e-19,1.5553935953622286e-16,4.6053987949299946e-14,1.8055726606208796e-13,6.46636611152108e-13,2.788331263998985e-16,2.1229999994298374e-25,1.1933144924239947e-20,1.1231552735908304e-20,1.3319485016240283e-12,1.9698135135570765e-21,1.1918795081752825e-16,8.650166909477453e-15,1.1888365420011657e-21,9.074103422835472e-19,5.631661569481678e-21,5.525880768609084e-16,5.93675421222742e-10,1.5859209784012728e-21,2.259717156356035e-18
9.999999999999998e-05,0.48215517481002634,3.76,0.0,0.7950916167671473,0.9999725774746091,2.913855030589727e-06,4.351342177442691e-08,2.3426226177607186e-06,1.4199243593234363e-08,1.944197372146636e-06,7.654904270917271e-12,7.195578208170634e-16,1.7092543558208003e-08,5.2775094254819085e-09,1.1560683259407008e-06,8.215241353639552e-11,3.5579596014834464e-07,1.0044840378120184e-06,8.580542337287886e-07,8.737781643639654e-09,2.5022419929316425e-06,1.070458588844829e-08,1.0821051335254391e-09,4.4409187329817125e-11,5.001254494650804e-12,1.6712563559708186e-10,2.44099477448916e-14,2.3375376645914475e-10,8.68709954957175e-11,2.3726877288436722e-15,3.09802871023112e-14,5.809274685281106e-18,2.216067634601805e-05,1.4037705108314976e-19,1.5722721292201704e-16,4.67411269391406e-14,1.8326307450178365e-13,6.514940873430855e-13,2.8299533142883873e-16,2.175676202209686e-25,1.212788141767646e-20,1.1407046839164026e-20,1.336514385369833e-12,2.0171084398551327e-21,1.217717661743445e-16,8.718103032507816e-15,1.2169115821672233e-21,9.212386012415866e-19,5.723845790981104e-21,5.607749264895576e-16,6.023832622859737e-10,1.616109361657979e-21,2.3370156362357176e-18
0.0001022406086716235,0.48215517481002634,3.76,0.0,0.7950914032979809,0.9999723964717907,3.040805878418078e-06,4.446173451118467e-08,2.395573937818034e-06,1.419923514443714e-08,1.9899715147635407e-06,7.65811321323911e-12,7.19747977089818e-16,1.7118459447027487e-08,5.277496597925129e-09,1.1824046735808605e-06,8.21522385752993e-11,3.638879381407753e-07,1.0284430896625412e-06,8.784587736399641e-07,8.798044704317434e-09,2.6191994224492126e-06,1.0963510121271829e-08,1.1592299625295876e-09,4.648494881450092e-11,5.1190116027877325e-12,1.7490492420319863e-10,2.6157049773280868e-14,2.403900643947243e-10,9.30578690595919e-11,2.5426247569569144e-15,3.2007777746658415e-14,5.9999291878017734e-18,2.216067233477121e-05,1.504273522030465e-19,1.6255758335568183e-16,4.892043952069205e-14,1.9184958321742114e-13,6.66681770828804e-13,2.9619616340943727e-16,2.34635364903123e-25,1.2748120953096381e-20,1.1964971242589967e-20,1.3504732556348846e-12,2.170054497157998e-21,1.3008719847190012e-16,8.930673722928965e-15,1.3085478213658493e-21,9.651494564331444e-19,6.017478724982654e-21,5.867634350424298e-16,6.299996032231509e-10,1.7130661196800476e-21,2.5925221927628984e-18
0.00010815623519943107,0.4821551813137561,3.76,0.0,0.7950908261355523,0.9999719052894934,3.3891488767669364e-06,4.6971067932362863e-08,2.535383869780907e-06,1.4199212872308184e-08,2.1110968332939194e-06,7.664847314083583e-12,7.201469128013566e-16,1.7187037966347274e-08,5.277462624719991e-09,1.2519374872861184e-06,8.215177650402777e-11,3.852655737275583e-07,1.0918425509083728e-06,9.324792290930208e-07,8.95751106118864e-09,2.9410912847291686e-06,1.165282867468505e-08,1.3805453657176618e-09,5.219803443108332e-11,5.4306144375141644e-12,1.963382052954173e-10,3.120967072509929e-14,2.583504715637945e-10,1.1081048781872381e-10,3.0341051819200034e-15,3.479100465342403e-14,6.5163996470567426e-18,2.2160661449568506e-05,1.7927883223648388e-19,1.7705406899372044e-16,5.491182012745619e-14,2.1549289486447217e-13,7.068709986774244e-13,3.3248860692431516e-16,2.843578463926792e-25,1.4473278544690743e-20,1.3509001795909786e-20,1.3852947523928024e-12,2.6132711613924758e-21,1.5386888808296348e-16,9.494362025695315e-15,1.5813559228279814e-21,1.0862764913815645e-18,6.834382805705646e-21,6.583938193394799e-16,7.059160357738687e-10,1.9889237382223226e-21,3.378266516802318e-18
0.00011407186172723864,0.4821551878210509,3.76,0.0,0.7950902292472423,0.999971394764485,3.75664359977846e-06,4.9488511240554664e-08,2.675206750966823e-06,1.4199190650418397e-08,2.2326168377218487e-06,7.669642284633981e-12,7.204308095151717e-16,1.7255841674958632e-08,5.277428516659317e-09,1.321470189409346e-06,8.215131460668066e-11,4.0666246640506695e-07,1.1554488572223632e-06,9.867158679662663e-07,9.117498799264799e-09,3.282038327426701e-06,1.2350878374357457e-08,1.6288173542608278e-09,5.824956235894859e-11,5.7432321486582904e-12,2.1908158556669217e-10,3.694955992278329e-14,2.7697618558313956e-10,1.3072383146961125e-10,3.59247104955554e-15,3.768056613453965e-14,7.052647830353714e-18,2.2160650135704672e-05,2.116615156296756e-19,1.921778208414093e-16,6.124793537247137e-14,2.4055419825060315e-13,7.471916469140669e-13,3.708701284022713e-16,3.413386966312149e-25,1.632834714340573e-20,1.5157506224631052e-20,1.417575736946744e-12,3.117435198014375e-21,1.8042989619776713e-16,1.0061719837526223e-14,1.9045571977294044e-21,1.2149925110891615e-18,7.713072658411797e-21,7.344350578285707e-16,7.861957785993487e-10,2.2950292850472357e-21,4.347682514941234e-18
0.0001199874882550462,0.48215519433192444,3.76,0.0,0.7950896125696465,0.999970864835665,4.143351727611835e-06,5.2014028369269665e-08,2.815043314191967e-06,1.419916847942199e-08,2.354529815896665e-06,7.673053038953965e-12,7.206325863295352e-16,1.732486966827525e-08,5.27739429320276e-09,1.3910027794002982e-06,8.215085331276654e-11,4.280785738028254e-07,1.2192611115788572e-06,1.0411693903857217e-06,9.278005751727133e-09,3.642102390041849e-06,1.3058227990893097e-08,1.9056900186873197e-09,6.464068039174117e-11,6.056860310952032e-12,2.4315183396891636e-10,4.344244376267556e-14,2.963026844361102e-10,1.5292959945044386e-10,4.224120739735511e-15,4.068178699803074e-14,7.60965928636362e-18,2.216063839182754e-05,2.47792118753045e-19,2.0794602384121035e-16,6.792900299448102e-14,2.6704135014964135e-13,7.876431567098934e-13,4.113420364184145e-16,4.062302919692597e-25,1.8316928821457246e-20,1.6912367599228292e-20,1.4477821908183507e-12,3.687457413618341e-21,2.0993358405084977e-16,1.0632875252565372e-14,2.2858915849842535e-21,1.35136602530295e-18,8.655277631720254e-21,8.149327205502312e-16,8.708458994674292e-10,2.633192818791315e-21,5.531752571160877e-18
0.00012590311478285379,0.4821552008463913,3.76,0.0,0.7950889760396475,0.9999703154422257,4.5493346616455815e-06,5.4547582548239215e-08,2.95489430005366e-06,1.4199146359977174e-08,2.4768340217662406e-06,7.675474869259597e-12,7.20775693114617e-16,1.7394121010063746e-08,5.277359969799815e-09,1.4605352569324022e-06,8.215039298110821e-11,4.4951385255836063e-07,1.2832783991723908e-06,1.0958404934930333e-06,9.439029700873151e-09,4.021345039259952e-06,1.37754504286629e-08,2.2128221524292116e-09,7.137253285276934e-11,6.371494411738584e-12,2.6856683688882826e-10,5.0758722627435136e-14,3.163656213928318e-10,1.775606698197388e-10,4.9359078566447345e-15,4.3800103012637584e-14,8.188438824460522e-18,2.216062621658953e-05,2.878893628088907e-19,2.243764759480029e-16,7.495536188970465e-14,2.9496238133950645e-13,8.282249580457198e-13,4.539063732088132e-16,4.797141534935436e-25,2.0442669371188394e-20,1.8775496867171542e-20,1.4763262555109193e-12,4.3284223614184394e-21,2.4254479131938694e-16,1.1207961139972622e-14,2.7339258537998014e-21,1.4954653239100692e-18,9.662747964057829e-21,8.999323869766464e-16,9.598734717639917e-10,3.005247879850571e-21,6.964829929191865e-18
0.00013181874131066137,0.4821552073644655,3.76,0.0,0.795088319594421,0.9999697465236573,4.974653518805544e-06,5.7089136301946625e-08,3.094760456868994e-06,1.4199124292745998e-08,2.5995276752448793e-06,7.677191618933664e-12,7.20876968274614e-16,1.7463594736135337e-08,5.277325559079752e-09,1.5300676218556142e-06,8.214993392130174e-11,4.709682583080681e-07,1.3474997873447195e-06,1.1507298713465058e-06,9.60056837990221e-09,4.419827563322547e-06,1.450312270013877e-08,2.55188721077872e-09,7.84462605688974e-11,6.687129850628809e-12,2.953456018753776e-10,5.897362169919688e-14,3.3720082288925065e-10,2.047510960123985e-10,5.735155936931527e-15,4.704103413204256e-14,8.790005952171405e-18,2.216061360864967e-05,3.3217396990297395e-19,2.4148760161895734e-16,8.232747905280951e-14,3.243254981017683e-13,8.689364696688939e-13,4.985659567323989e-16,5.6250140509627e-25,2.2709259102616193e-20,2.0748833248592796e-20,1.5035712247009465e-12,5.045590708667923e-21,2.784298322742858e-16,1.178711519160452e-14,3.2580993293430027e-21,1.6473584627505545e-18,1.0737255177505268e-20,9.894796389021136e-16,1.0532855741927648e-09,3.413051857461418e-21,8.684826787030689e-18
0.00013773436783846895,0.48215521388616095,3.76,0.0,0.7950876431714413,0.9999691580197534,5.419369126461231e-06,5.96386514495685e-08,3.2346425406162733e-06,1.4199102278394363e-08,2.7226089621712867e-06,7.678407104628671e-12,7.20948502797489e-16,1.7533289856778953e-08,5.2772910716329295e-09,1.5995998741652566e-06,8.214947640674443e-11,4.924417456813254e-07,1.4119243255601903e-06,1.2058382148405215e-06,9.76261947399916e-09,4.837610966946751e-06,1.5241825893034703e-08,2.9245732431304583e-09,8.58630008498096e-11,7.003761939393644e-12,3.2350825988638587e-10,6.81673184439979e-14,3.588442860966933e-10,2.3463610145655647e-10,6.629670881678919e-15,5.041016735770564e-14,9.415391952571081e-18,2.2160600566673708e-05,3.808686558074287e-19,2.5929846399432947e-16,9.004595610217284e-14,3.551390835377879e-13,9.09777099080179e-13,5.453244202137656e-16,6.553331883919411e-25,2.512043355515788e-20,2.283434459254285e-20,1.5298368388858166e-12,5.8444013022725124e-21,3.1775648924923772e-16,1.2370479994133212e-14,3.868767578666064e-21,1.8071132505716363e-18,1.188059242391434e-20,1.0836200540065682e-15,1.1510892904677118e-09,3.858486320183022e-21,1.073339406650969e-17
0.00014956562089408408,0.4821552269404729,3.76,0.0,0.7950862301436442,0.9999679220166586,6.367232424488445e-06,6.476140967552185e-08,3.5144575508831063e-06,1.4199058411012569e-08,2.969927009146175e-06,7.6798545086177e-12,7.210332111379961e-16,1.767334020342101e-08,5.277221901366567e-09,1.7386640415463395e-06,8.214856696989354e-11,5.354457787503489e-07,1.541378960478028e-06,1.3167145460866225e-06,1.0088249411310687e-08,5.7313229837672845e-06,1.6754669588928373e-08,3.777633035832092e-09,1.0173005063118911e-10,7.639996873929502e-12,3.840714169135657e-10,8.98372590236457e-14,4.047008261270187e-10,3.030365650627705e-10,8.738203359418661e-15,5.755566690860622e-14,1.0741794937940985e-17,2.216057317531071e-05,4.923890565364794e-19,2.9709891696623924e-16,1.0652510685505718e-13,4.211520864710584e-13,9.918432849747731e-13,6.451568229383056e-16,8.742476510351328e-25,3.0391709478376685e-20,2.734990904180933e-20,1.5805195273958747e-12,7.709608400212501e-21,4.0741308621652896e-16,1.355043705685264e-14,5.395849643799936e-21,2.150477688761243e-18,1.4381039924744905e-20,1.2858626220302707e-15,1.3598999226810422e-09,4.869896033732454e-21,1.600259748485763e-17
0.00016139687394969921,0.48215524000944143,3.76,0.0,0.7950847364622294,0.9999666069575524,7.39340518351219e-06,6.991553766494829e-08,3.7943455303064277e-06,1.4199014763235744e-08,3.218772966522381e-06,7.680554149150387e-12,7.2107354310547e-16,1.7814263676302056e-08,5.277152520690295e-09,1.8777277612364919e-06,8.214766642890318e-11,5.785255684569483e-07,1.6716343413148961e-06,1.4284749483283688e-06,1.0415900057338137e-08,6.702963257655093e-06,1.8318710540068075e-08,4.785795451607661e-09,1.189827095146547e-10,8.280159949248648e-12,4.504399644105722e-10,1.165134674923775e-13,4.5422654277545414e-10,3.838670611069398e-10,1.1334034415427067e-14,6.528225706375714e-14,1.2176068395331861e-17,2.216054403196529e-05,6.242719107519246e-19,3.379435788186382e-16,1.2440056436464484e-13,4.930720546410351e-13,1.0744185503670153e-12,7.534504359385007e-16,1.1430036324814591e-24,3.6287315204101573e-20,3.2338520581132574e-20,1.6302435621849443e-12,9.971202807057605e-21,5.128859765210202e-16,1.474907330140009e-14,7.418030886699876e-21,2.526095637441083e-18,1.7178882166408142e-20,1.5070243657301274e-15,1.5863621266478587e-09,6.0550268185927805e-21,2.318737249003513e-17
0.00017322812700531435,0.4821552530931813,3.76,0.0,0.7950831616383021,0.9999652123722393,8.498363056318186e-06,7.510070455905346e-08,4.074312798518363e-06,1.4198971340527728e-08,3.469131090926444e-06,7.680893829403458e-12,7.210925042798913e-16,1.7956051564924186e-08,5.27708298215784e-09,2.0167910367837558e-06,8.214677635916224e-11,6.216807150509878e-07,1.8026822182873506e-06,1.541124827486937e-06,1.0745551220612272e-08,7.753009079181329e-06,1.993874097762424e-08,5.963083950649593e-09,1.3762994725756326e-10,8.924210488763731e-12,5.2281580603496e-10,1.4902730929613204e-13,5.077153144453915e-10,4.782509956638952e-10,1.4498113535784447e-14,7.363616329577837e-14,1.3726735421108911e-17,2.2160513126217333e-05,7.783700365234123e-19,3.8200919208599255e-16,1.4368264352935955e-13,5.709725996314655e-13,1.1574977492961414e-12,8.70267646860591e-16,1.4686552122883218e-24,4.283884290832735e-20,3.781699383871616e-20,1.680468193063505e-12,1.2679342181174005e-20,6.355696643109313e-16,1.596771188249031e-14,1.0055712785843038e-20,2.9344992509754254e-18,2.0289281037682684e-20,1.747469047333862e-15,1.8305327209141243e-09,7.42983860053172e-21,3.2774331196426284e-17
