Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176)
6.066185658344764e-06,0.0734164083940267,3.76,0.0,0.6080038041668223,0.9836294447779249,0.009730875278778,0.00010895108946916903,0.013536216989506336,5.849004643128299e-05,0.0051347135445087115,5.880697820129122e-09,2.1875283174566068e-11,4.659042690640169e-05,3.2780812669798766e-05,0.005412434404121784,9.374551020798928e-07,0.0002910355314666856,0.00013309475692033806,0.004651716794892013,5.671711568238239e-05,0.008303225312247316,0.001186758464567229,0.002641546006254382,0.0002700203747839431,7.897108156874562e-08,0.0007131743649986029,9.839961059730137e-06,0.00044575885822178025,0.00027792205491017233,6.997927331631122e-08,1.7307900537692652e-06,9.520478962393252e-09,0.00044950322610435385
6.166250609156046e-06,0.07341855803370603,3.76,0.0,0.6075048168883651,0.9833193759657394,0.00993378481185878,0.00010901599388220299,0.013795379990924787,5.845804962873667e-05,0.005136823327040056,5.875456742048788e-09,2.1855786374138806e-11,4.663520663888405e-05,3.275667809534061e-05,0.0055012760122833265,9.370383156866876e-07,0.0002926198225438523,0.00013310455652875563,0.004732782021293193,5.680642909088959e-05,0.008491650893122564,0.0012058277186313296,0.002707732844380677,0.0002753972991477799,7.897670005101406e-08,0.0007421016163123382,1.0110013172796712e-05,0.00045909301652306063,0.00028791072752899023,7.187547514821663e-08,1.7846266031749062e-06,9.816066335729085e-09,0.0004493615295522469
6.2663155599673276e-06,0.07342071421640638,3.76,0.0,0.6070061286182766,0.9830093393634267,0.010136771367523842,0.0001090753005289029,0.014055079950237838,5.84260710710186e-05,0.005138485891961235,5.870219478783661e-09,2.1836303827401063e-11,4.667893017526457e-05,3.2732882872270765e-05,0.005590056700451093,9.366327452632556e-07,0.00029413969906814675,0.00013310264638747966,0.004813755584139408,5.6893151896305855e-05,0.008680173593330643,0.0012244838223995486,0.002773772178207936,0.00028075999242519655,7.897542865451948e-08,0.0007714842423899029,1.0380126798116348e-05,0.00047252379969383993,0.00029804602132768723,7.377079083459469e-08,1.838856676030107e-06,1.0113807198511237e-08,0.00044921984771475267
6.366380510778609e-06,0.07342287692247705,3.76,0.0,0.6065077503846996,0.9826993477883323,0.010339824043471673,0.00010912950265254118,0.014315300015258629,5.839411064397175e-05,0.005139738775815984,5.864986098014613e-09,2.181683577970243e-11,4.672169198451441e-05,3.270940238361046e-05,0.00567877668042181,9.362376519778882e-07,0.00029559692368622096,0.00013309001873279663,0.004894635710408029,5.697753035534396e-05,0.008868778426608891,0.0012427303942358309,0.0028396525255693196,0.00028610824703409856,7.89678511951698e-08,0.0008013122702781182,1.065025459268275e-05,0.0004860483483400713,0.0003083268044785014,7.566488412567792e-08,1.893466948820019e-06,1.0413628645757789e-08,0.00044907818645117763
6.466445461589891e-06,0.07342504612241849,3.76,0.0,0.606009692043713,0.982389412839077,0.010542932860824751,0.00010917905378467083,0.014576023960772086,5.8362168228970706e-05,0.005140616580296858,5.859756660149641e-09,2.1797382449992615e-11,4.6763579209583934e-05,3.268621389238407e-05,0.005767436158868818,9.358523512555426e-07,0.0002969932064804661,0.00013306758786676246,0.004975420795376784,5.7059791033434004e-05,0.009057451710200002,0.0012605714966332695,0.0029053634590294635,0.0002914418973950522,7.895450568316468e-08,0.0008315758204847317,1.0920353384323976e-05,0.0004996638970891873,0.0003187519915026281,7.755744898170456e-08,1.94844455586084e-06,1.0715460274500372e-08,0.0004489365510613745
6.566510412401172e-06,0.07342722177787435,3.76,0.0,0.6055119623786194,0.9820795449952014,0.010746088690195828,0.00010922437079541981,0.014837236158116813,5.8330243703638845e-05,0.005141151188494762,5.854531218942918e-09,2.1777944033681302e-11,4.680467219160493e-05,3.266329640113459e-05,0.005856035337511997,9.354762093692739e-07,0.0002983302068461339,0.00013303619592843605,0.005056109389056919,5.714014225424521e-05,0.009246180960985355,0.001278011584711701,0.002970895523997822,0.000296760817101258,7.893588857080733e-08,0.0008622651170870863,1.1190383813427007e-05,0.0005133677701886888,0.00032932054110363594,7.944820650323374e-08,2.0037770674760983e-06,1.10192340633391e-08,0.0004487949463335895
6.666575363212454e-06,0.07342940384255216,3.76,0.0,0.6050145691914286,0.9817697537092361,0.010949283183410562,0.0001092658367241102,0.015098921546383433,5.8298336942489714e-05,0.005141371966903809,5.849309822065392e-09,2.1758520703094263e-11,4.684504496398359e-05,3.2640630521142966e-05,0.005944574413281072,9.351086389874662e-07,0.000299609535336812,0.00013299661827832207,0.005136700183641131,5.721877545481516e-05,0.009434954799361852,0.001295055458809488,0.0030362401624926456,0.00030206491620201963,7.891245594330152e-08,0.0008933704966444124,1.1460310001322793e-05,0.0005271573773660852,0.00034003145403200733,8.133690319315e-08,2.0594524693976034e-06,1.1324884263967802e-08,0.0004486533765899216
6.766640314023736e-06,0.0734315922630736,3.76,0.0,0.6045175193870983,0.9814600474917253,0.011152508710482987,0.00010930380340255303,0.015361065605170312,5.826644781749919e-05,0.005141305953855112,5.844092511627957e-09,2.173911261024634e-11,4.6884765708259616e-05,3.2618198350838824e-05,0.006033053578472419,9.347490956036247e-07,0.000300832755469758,0.00013294956851921672,0.0052171920019026,5.7295866450640754e-05,0.009623762860339932,0.0013117082209103642,0.003101389642263347,0.0003073541385996062,7.888462738273998e-08,0.0009248824160096435,1.1730099245239093e-05,0.0005410302099363265,0.00035088377099107396,8.32233086708441e-08,2.11545914335461e-06,1.1632347292705072e-08,0.00044851184571903714
6.866705264835017e-06,0.07343378697975858,3.76,0.0,0.6040208190510835,0.9811504339896835,0.011355758301461339,0.00010933859388658332,0.015623654328834637,5.823457619861529e-05,0.0051409780350496394,5.838879324661682e-09,2.1719719889734673e-11,4.6923897184116745e-05,3.2595983362855665e-05,0.006121473020899533,9.343970752206381e-07,0.00030200138548421186,0.00013289570317620716,0.005297583786471781,5.737157661519217e-05,0.009812595711373585,0.0013279752346557164,0.003166336990977964,0.0003126284595593992,7.885279025504525e-08,0.0009567914591305769,1.1999721738065027e-05,0.0005549838371428459,0.00036187657059280897,8.510721291180111e-08,2.1717858487927246e-06,1.1941561628135957e-08,0.0004483703572139205
6.966770215646299e-06,0.07343598792735019,3.76,0.0,0.6035244735206814,0.9808409200589582,0.011559025592789303,0.00010937050470725645,0.015886674202176237,5.820272195421264e-05,0.005140411106898534,5.833670293560408e-09,2.1700342658181374e-11,4.6962497135800904e-05,3.257397029919918e-05,0.006209832924037388,9.340521105775119e-07,0.00030311690004744784,0.00013283562604656933,0.00537787458993411,5.744605397812549e-05,0.01000144477646165,0.0013438620887014697,0.0032310759351834003,0.0003178878833320902,7.881729968186532e-08,0.0009890883429242744,1.2269150309762428e-05,0.0005690159027184185,0.000373008967370066,8.698842515949048e-08,2.228421705659016e-06,1.2252467722583099e-08,0.00044822891421059124
7.0668351664575805e-06,0.07343819503568093,3.76,0.0,0.6030284874506349,0.980531511830956,0.01176230477785133,0.00010939980795202603,0.01615011217748416,5.817088495149584e-05,0.005139626228367576,5.828465446485863e-09,2.1680981016452258e-11,4.700061866132253e-05,3.255214507403258e-05,0.006298133467160878,9.337137679697045e-07,0.0003041807319049022,0.0001327698922396989,0.0054580635656987534,5.751943424670321e-05,0.0101903022660724,0.001359374563188977,0.00329560084375147,0.00032313244088674476,7.877848158717134e-08,0.0010217639223028844,1.2538360190634835e-05,0.0005831241216521645,0.00038428010985042094,8.886677233836136e-08,2.2853561782114468e-06,1.2565007911389112e-08,0.00044808751951073755
7.166900117268862e-06,0.07344040823028407,3.76,0.0,0.6025328648734457,0.9802222147741229,0.011965590561387088,0.00010942675319153726,0.01641395565287615,5.813906505685605e-05,0.005138642761978347,5.823264807738769e-09,2.1661635052940522e-11,4.703831055989552e-05,3.253049468359492e-05,0.0063863748254775685,9.333816459543855e-07,0.00030519427347163374,0.00013269901193232894,0.00553814995957086,5.759184175505936e-05,0.010379161112477506,0.0013745185991111512,0.0033599066755306056,0.0003283621877538035,7.873663741046252e-08,0.0010548091944235778,1.280732879528807e-05,0.0005973062771494817,0.0003956891786955817,9.074209642919016e-08,2.342579059789816e-06,1.2879126325312873e-08,0.00044794617561063027
7.266965068080144e-06,0.07344262743295595,3.76,0.0,0.6020376092547961,0.9799130337505568,0.012168878117486834,0.00010945156926141965,0.016678192451866948,5.810726213618762e-05,0.005137478504639909,5.8180683981014475e-09,2.1642304842020547e-11,4.7075617664364614e-05,3.2509007122783385e-05,0.0064745571702549765,9.330553722166703e-07,0.0003061588783633396,0.00013262345385024846,0.005618133101978678,5.766339034541235e-05,0.010568014910113508,0.0013893002703659965,0.003423988930931877,0.0003335772019757635,7.869204290928295e-08,0.0010882153022301264,1.3076035523590295e-05,0.0006115602177723196,0.00040723538490905573,9.261425389015667e-08,2.4000804584779775e-06,1.3194768819412446e-08,0.00044780488473580133
7.367030018891425e-06,0.07344485256227191,3.76,0.0,0.6015427235444399,0.9796039730681606,0.012372163050902406,0.00010947446590516224,0.016942810804096334,5.80754760551677e-05,0.005136149808968762,5.812876235150552e-09,2.1622990445577438e-11,4.711258113663981e-05,3.248767130794938e-05,0.00656268066894264,9.327346004942937e-07,0.0003070758628662526,0.0001325436484913541,0.00569801240082198,5.773418418538634e-05,0.010756857860596455,0.0014037257583010196,0.003487843607190577,0.00033877758216326547,7.864495018296531e-08,0.001121973537348768,1.334446157895986e-05,0.0006258838547476733,0.0004189179681139179,9.448311479583615e-08,2.4578507836218387e-06,1.3511882897795838e-08,0.00044766364885523213
7.467094969702707e-06,0.07344708353405598,3.76,0.0,0.601048210222937,0.9792950365286207,0.012575441361416811,0.0001094956352936527,0.017207799327149113,5.80437066795008e-05,0.005134671695675626,5.807688333542513e-09,2.1603691917085833e-11,4.714923874393164e-05,3.246647700548225e-05,0.006650745485289188,9.324190102259703e-07,0.0003079465073455923,0.00013245999111486441,0.0057777873348796365,5.78043185257601e-05,0.010945684722046364,0.0014178013285642724,0.003551467157055759,0.0003439634456549702,7.859559326074225e-08,0.0011560753423963978,1.3612589803711346e-05,0.0006402751594327267,0.0004307361949018619,9.634856018472951e-08,2.515880733146421e-06,1.3830417637175078e-08,0.00044752246970199144
7.5671599205139885e-06,0.07344932026181213,3.76,0.0,0.600554071344553,0.9789862274715375,0.012778709411039462,0.00010951525343026812,0.017473147009408666,5.8011953875134916e-05,0.005133057957611483,5.802504705278282e-09,2.1584409299122637e-11,4.718562513090594e-05,3.2445414765788296e-05,0.00673875177945464,9.321083040976238e-07,0.0003087720575927232,0.00013237284450881944,0.005857457447731993,5.787388040222735e-05,0.011134490762413525,0.0014315333100881867,0.0036148564506699,0.0003491349267781254,7.854418584820077e-08,0.0011905123127547942,1.3880404527464565e-05,0.0006547321609258865,0.0004426893572537972,9.821048181715418e-08,2.574161281598791e-06,1.4150323630610007e-08,0.00044738134880645443
7.66722487132527e-06,0.07345156265711815,3.76,0.0,0.6000603085765992,0.9786775488150294,0.01298196389381795,0.00010953348144262911,0.017738843193881578,5.798021750845122e-05,0.005131321256070728,5.797325359944435e-09,2.1565142623926103e-11,4.722177205429131e-05,3.242447586228492e-05,0.006826699708118154,9.318022047632854e-07,0.0003095537261121602,0.00013228254154505853,0.0059370223421831595,5.7942949284857944e-05,0.011323271716497442,0.0014449280760426724,0.0036780087404155812,0.00035429217520665846,7.849092196325752e-08,0.0012252761978605111,1.4147891428888537e-05,0.0006692529438134834,0.00045477677103176166,1.0006878211850234e-07,2.632683668892038e-06,1.4471552925929015e-08,0.000447240287503624
7.767289822136551e-06,0.07345381062998226,3.76,0.0,0.5995669232355172,0.9783690030930606,0.013185201808058343,0.0001095504667762402,0.01800487756293019,5.794849744642737e-05,0.005129473209842664,5.7921503049316746e-09,2.154589191872809e-11,4.72577085977029e-05,3.240365223504139e-05,0.006914589424581457,9.315004553313527e-07,0.0003102926933495279,0.00013218938754388783,0.0060164816751261,5.801159767923331e-05,0.011512023746375862,0.001457992026605665,0.0037409216285186706,0.0003594353544148103,7.843598289711942e-08,0.001260358902056234,1.4415037411461172e-05,0.0006838356460424035,0.00046699777454162634,1.0192337136352187e-07,2.6914393897053877e-06,1.4794058956875158e-08,0.0004470992869452674
7.867354772947832e-06,0.07345606408916919,3.76,0.0,0.599073916319981,0.9780605924897119,0.013388420430765213,0.00010956634429981274,0.018271240123863518,5.791679355678084e-05,0.0051275244775033785,5.7869795456390485e-09,2.152665720244246e-11,4.729346139607646e-05,3.2382936438739075e-05,0.00700242107886817,9.312028177368329e-07,0.00031099010886158476,0.0001320936624621497,0.006095835152804719,5.8079891682093435e-05,0.011700743405001686,0.0014707315734088535,0.0038035930372061614,0.00036456464022269306,7.83795341309984e-08,0.001295752485045834,1.4681830489058395e-05,0.0006984784569098126,0.0004793517271653706,1.0377416755312172e-07,2.750420183463989e-06,1.5117796499269225e-08,0.0004469583481341447
7.967419723759112e-06,0.0734583229424969,3.76,0.0,0.5985812885412027,0.9777523188707004,0.01359161729414085,0.00010958123731764551,0.01853792119533335,5.788510570809449e-05,0.005125484833481608,5.7818130856598224e-09,2.150743848478474e-11,4.732905482198541e-05,3.236232159464276e-05,0.007090194817819171,9.309090689380425e-07,0.0003116470924304548,0.00013199562290913818,0.0061750825264788155,5.814789149456739e-05,0.011889427602715687,0.0014831531255250245,0.0038660211812322535,0.00036968021942989005,7.832172401367452e-08,0.001331449161992045,1.4948259681426192e-05,0.000713179615161661,0.0004918380080614639,1.0562109729303559e-07,2.8096180248856796e-06,1.544272162206616e-08,0.00044681747192619947
8.067484674570393e-06,0.07346058709710362,3.76,0.0,0.5980890403506979,0.9774441838123263,0.013794790163975806,0.00010959525850366231,0.01880491139447799,5.7853433769921386e-05,0.005123363238304379,5.776650926947769e-09,2.14882357733655e-11,4.736451114665793e-05,3.234180134627356e-05,0.007177910785184286,9.30619002072119e-07,0.00031226473512396954,0.00013189550400806617,0.006254223588441549,5.8215651896788955e-05,0.012078073576441669,0.0014952630768741422,0.0039282045425995385,0.00037478228853505446,7.82626926190218e-08,0.0013674413032925621,1.521431492122669e-05,0.0007279374071919949,0.0005044560149319225,1.074640927266614e-07,2.869025115066367e-06,1.5768791622683033e-08,0.0004466766590330906
8.167549625381674e-06,0.0734628564596906,3.76,0.0,0.5975971719657452,0.9771361886280068,0.013997937019775818,0.00010960851076992984,0.019072201624773282,5.78217776128757e-05,0.005121167903405202,5.7714930699744795e-09,2.146904906980454e-11,4.739985072746905e-05,3.2321369818515585e-05,0.007265569121710409,9.303324259279779e-07,0.0003128441003035258,0.00013179352111864225,0.0063332581683341015,5.8283222685933045e-05,0.012266678861379438,0.0015070677949336464,0.0039901418473074065,0.0003798710525377215,7.820256824594276e-08,0.0014037214340674822,1.5479986968444616e-05,0.0007427501653359972,0.000517205162853998,1.0930309124799064e-07,2.9286338730212247e-06,1.6095964993184058e-08,0.00044653591005974617
8.267614576192955e-06,0.07346513093674265,3.76,0.0,0.5971056833926549,0.9768283343926626,0.01420105603650592,0.00010962108805821317,0.019339783064548536,5.779013710871303e-05,0.005118906350971762,5.766339513872987e-09,2.1449878366707126e-11,4.743509215826792e-05,3.230102157990976e-05,0.007353169965226251,9.300491603069845e-07,0.0003133862245820781,0.00013168987142225493,0.006412186129785649,5.835064907994071e-05,0.012455241264992208,0.0015185736106451573,0.004051832043974477,0.00038494672381789115,7.814146331468372e-08,0.0014402822333883503,1.5745267331747836e-05,0.0007576162662502074,0.0005300848831743623,1.111380374958082e-07,2.9884369276796968e-06,1.6424201383891243e-08,0.0004463952255036194
8.367679527004235e-06,0.07346741043472439,3.76,0.0,0.5966145744480513,0.9765206219651076,0.014404145567817831,0.0001096330760674782,0.019607647156114297,5.775851213039381e-05,0.0051165854691688824,5.7611902565631915e-09,2.1430723657052545e-11,4.7470252381708554e-05,3.2280751607876275e-05,0.0074407134507239086,9.297690375645305e-07,0.00031389211873465527,0.00013158473538168964,0.006491007367340028,5.841797209083421e-05,0.012643758843092445,0.0015297868094192894,0.004113274284196587,0.000390009521091532,7.807948562477498e-08,0.0014771165332765487,1.6010148199389336e-05,0.0007725341293734694,0.0005430946224639521,1.1296888002065904e-07,3.048427110327548e-06,1.6753461539703638e-08,0.0004462546057455159
8.457737982734388e-06,0.07346946619860051,3.76,0.0,0.5961729006914425,0.9762438025779834,0.014586899706934874,0.00010964342617541282,0.01984895963741111,5.773006282055126e-05,0.005114451171701343,5.756559597852931e-09,2.1413498083737206e-11,4.750183995035132e-05,3.226257170366195e-05,0.007519453655913737,9.295194867675055e-07,0.0003143172619862613,0.0001314889788812062,0.0065618551676741065,5.847850518949064e-05,0.012813384913295346,0.0015396336526245177,0.004168359745583746,0.00039455521645961607,7.802304199472294e-08,0.0015104954441466354,1.624819345094241e-05,0.0007860031898522005,0.0005549141081149279,1.1461308953953225e-07,3.1025725015351345e-06,1.705063941690868e-08,0.0004461281036232637
8.54779643846454e-06,0.07347152588597608,3.76,0.0,0.5957315337856529,0.975967098954992,0.014769627782223635,0.00010965341448324845,0.020090488452945726,5.770162589392625e-05,0.0051122781548085545,5.751932415611438e-09,2.1396285442181077e-11,4.753338458908271e-05,3.2244448282620265e-05,0.007598147602791011,9.292722499630584e-07,0.00031471455953899035,0.00013139226288045528,0.006632616419912609,5.8539009301815045e-05,0.012982972172017826,0.0015492530260401744,0.004223243456155924,0.00039909083180272176,7.796603460584913e-08,0.0015440851947397612,1.6485904418691027e-05,0.0007995118360096127,0.0005668380883914523,1.1625390494789529e-07,3.1568588623303126e-06,1.7348588485854416e-08,0.00044600165440930167
8.637854894194693e-06,0.07347358942920502,3.76,0.0,0.5952904732765153,0.9756905113507607,0.014952328906373316,0.00010966308890580493,0.020332227872948694,5.7673201260621106e-05,0.005110070315842256,5.747308706256814e-09,2.1379085718503452e-11,4.756489575308427e-05,3.222637841112144e-05,0.007676795384177198,9.290272252259274e-07,0.00031508469790349783,0.0001312946893233384,0.006703291100643748,5.8599506892695474e-05,0.013152519634821756,0.0015586493875274286,0.004277925150819078,0.00040361653601898764,7.79085227247544e-08,0.001577880872137121,1.6723276578360904e-05,0.0008130589988423969,0.0005788661876773077,1.1789129815818252e-07,3.211281359345373e-06,1.764728228039932e-08,0.000445875258205476
8.727913349924846e-06,0.07347565676116379,3.76,0.0,0.5948497186284626,0.9754140399235658,0.015135002275057274,0.00010967249345592376,0.020574172317009986,5.764478883161373e-05,0.005107831249809617,5.742688465668492e-09,2.136189890029944e-11,4.759638211427537e-05,3.220835935221517e-05,0.007755397091218544,9.287843208431474e-07,0.0003154283486452947,0.00013119635219606727,0.0067738792004330825,5.866001843540241e-05,0.01332202643144561,0.0015678271482118722,0.00433240465757177,0.00040813249997496666,7.785056616838063e-08,0.001611877660171654,1.696030571585869e-05,0.0008266436339993763,0.000590998038079345,1.1952524038599175e-07,3.265835275251202e-06,1.794669496290541e-08,0.00044574891508851493
8.817971805654998e-06,0.07347772781503652,3.76,0.0,0.5944092692329187,0.9751376847442582,0.01531764716017888,0.00010968166854565514,0.020816316349037575,5.76163885188286e-05,0.005105564272002836,5.738071689255338e-09,2.1344724965752536e-11,4.762785165141774e-05,3.219038855145143e-05,0.00783395281342686,9.285434486574914e-07,0.0003157461688117011,0.00013109733812313382,0.006844380722572886,5.872056256193039e-05,0.013491491796214838,0.001576790669469583,0.004386681889609339,0.00041263889605613186,7.779221149115431e-08,0.001646070838393525,1.7196987894406215e-05,0.0008402647210528693,0.0006032332789453247,1.2115570717415678e-07,3.3205160051706074e-06,1.8246801330303738e-08,0.00044562262510995274
8.899024415812136e-06,0.07347959489103591,3.76,0.0,0.5940131252120238,0.9748890644694339,0.01548200265810483,0.00010968976064921271,0.02103441224509053,5.7590838524595e-05,0.0051035026585975795,5.733919548205004e-09,2.13292794258956e-11,4.765616589083554e-05,3.217425411694679e-05,0.007904613719078322,9.283283304203766e-07,0.00031601065349536495,0.0001310077127670592,0.006907758080708897,5.877509416676078e-05,0.013643974644742629,0.0015846782264762815,0.004435358444746379,0.0004166866153776172,7.773939168906658e-08,0.0016770087871497078,1.7409702160758626e-05,0.0008525540410999935,0.0006143331019758636,1.226201374079402e-07,3.3698333700599674e-06,1.8517469797717687e-08,0.0004455090095410735
8.980077025969274e-06,0.07348146488017676,3.76,0.0,0.5936172273684545,0.9746405382934795,0.015646334115528394,0.00010969772185734502,0.02125266174763605,5.7565298211047526e-05,0.005101422977075946,5.72977020513446e-09,2.131384429387559e-11,4.7684477293272274e-05,3.215815520804873e-05,0.00797523751126214,9.281147318710194e-07,0.00031625519556664354,0.00013091765762567354,0.00697106534112591,5.882967716089415e-05,0.013796422962342614,0.0015923988442992259,0.004483871192441052,0.0004207268522430171,7.768632130898164e-08,0.0017080987561257624,1.762212988681687e-05,0.0008648713677944356,0.0006255161310327644,1.2408171841697274e-07,3.4192466071337935e-06,1.878866264934939e-08,0.0004453954369671922
9.061129636126412e-06,0.07348333773504054,3.76,0.0,0.5932215751345534,0.9743921061160862,0.015810641137526647,0.00010970557513666204,0.021471061175627873,5.753976751575016e-05,0.0050993271390746995,5.725623655858016e-09,2.129841955179444e-11,4.771279036448052e-05,3.214209029401209e-05,0.008045824251986064,9.279026000197954e-07,0.0003164802453667869,0.00013082722255803312,0.007034302528583263,5.8884321821643635e-05,0.013948836376091846,0.0015999555900573698,0.004532220220108409,0.0004247597340045944,7.763302808907152e-08,0.0017393374984311268,1.7834268707224774e-05,0.0008772160042961057,0.0006367821166089081,1.2554043514658942e-07,3.4687525803122295e-06,1.9060362718865367e-08,0.0004452819073613152
9.14218224628355e-06,0.07348521340843643,3.76,0.0,0.5928261679116041,0.9741437677977044,0.015974923365430008,0.00010971334170349774,0.021689606931511386,5.751424637700063e-05,0.005097216919271026,5.721479895983785e-09,2.128300518332568e-11,4.7741109254900336e-05,3.212605793432561e-05,0.008116374002279608,9.276918819589576e-07,0.00031668624465938547,0.00013073645383007574,0.0070974696736893165,5.89390375325103e-05,0.014101214562123796,0.0016073514929373905,0.004580405654995496,0.0004287853880934886,7.757953898471763e-08,0.0017707218269992677,1.8046116380951537e-05,0.0008895872678139784,0.0006481308129174693,1.269962745790403e-07,3.5183482193164947e-06,1.9332553192249065e-08,0.00044516842064878714
9.223234856440688e-06,0.07348709185375744,3.76,0.0,0.5924310050729836,0.9738955231629108,0.016139180474234478,0.00010972104113340377,0.021908295498975914,5.748873473369554e-05,0.005095093964088603,5.717338920916541e-09,2.12676011735918e-11,4.776943776919478e-05,3.211005677331124e-05,0.008186886822213106,9.274825275073151e-07,0.0003168736268161593,0.0001306453943427111,0.007160566812439947,5.899383284471186e-05,0.01425355724195894,0.0016145895433534254,0.004628427661169021,0.000432803941867673,7.752588141118118e-08,0.0018022486138824425,1.8257670791143587e-05,0.000901984489259836,0.0006595619777130443,1.2844922410708633e-07,3.5680305180404483e-06,1.9605217601160557e-08,0.0004450549767325422
9.304287466597826e-06,0.07348897302477077,3.76,0.0,0.5920360859674537,0.973647372003939,0.016303412169858228,0.00010972869149154716,0.022127123440445887,5.746323252542439e-05,0.005092959801170831,5.713200725900335e-09,2.1252207503110528e-11,4.7797779414369766e-05,3.209408553423003e-05,0.008257362770919844,9.272744919748762e-07,0.00031704281703185755,0.00013055408387524744,0.007223593985703259,5.904871554024583e-05,0.014405864178620163,0.0016216726921311916,0.0046762864363205274,0.0004368155224101533,7.747207794391408e-08,0.0018339147894068436,1.846892993050646e-05,0.0009144070128789712,0.0006710753720508714,1.2989927083619311e-07,3.6177965327295216e-06,1.987833983114119e-08,0.00044494157553976154
9.385340076754964e-06,0.07349085687578952,3.76,0.0,0.5916414099217077,0.973399314083484,0.016467618187023816,0.00010973630942396878,0.02234608739508747,5.743773969235952e-05,0.005090815846566248,5.70906530602286e-09,2.1236824151341176e-11,4.782613742159191e-05,3.207814301483739e-05,0.008327801906613561,9.270677313044e-07,0.0003171942324891228,0.00013046255927392505,0.007286551238831302,5.910369267984174e-05,0.01455813517363661,0.001628603849971392,0.004723982209304755,0.00044082025640480366,7.741814808574916e-08,0.001865717341441907,1.8679891899015162e-05,0.0009268541959383641,0.0006826707601319302,1.3134640376151253e-07,3.667643380529764e-06,2.0151904101062995e-08,0.00044482821697060633
9.466392686912102e-06,0.07349274336158934,3.76,0.0,0.5912469762429143,0.9731513491375503,0.01663179828707925,0.00010974391025105962,0.02256518407667047,5.741225617528614e-05,0.0050886634123516235,5.704932656229718e-09,2.12214511022498e-11,4.785451473514266e-05,3.206222808247727e-05,0.008398204286607935,9.268622008801885e-07,0.0003173282825404074,0.00013037085466191065,0.007349438621289835,5.915877065410103e-05,0.014710370063940536,0.0016353858869352985,0.004771515237598088,0.0004448182699822437,7.736411398763989e-08,0.001897653314590296,1.88905548931349e-05,0.000939325408403675,0.0006943479091099667,1.3279061323392232e-07,3.717568237946015e-06,2.0425894939728993e-08,0.0004447149008738767
9.54744529706924e-06,0.07349463243749561,3.76,0.0,0.590852784220679,0.972903476877485,0.0167959522563632,0.00010975150804437504,0.022784410271940402,5.73867819155311e-05,0.005086503712182511,5.70080277133293e-09,2.1206088336674976e-11,4.788291404475411e-05,3.20463396705946e-05,0.008468569967331082,9.26657861976737e-07,0.00031744536884224155,0.0001302790015796693,0.007412256186350454,5.921395522238281e-05,0.014862568719570979,0.0016420216321086868,0.004818885805409279,0.00044880968862409844,7.730999530363144e-08,0.0019297198095468342,1.9100917205441355e-05,0.0009518200326853431,0.0007061065889669786,1.342318884302677e-07,3.7675683396204637e-06,2.070029720395739e-08,0.0004446016271306194
9.628497907226378e-06,0.07349652405931292,3.76,0.0,0.5904588331302496,0.9726556969935329,0.016960079903475,0.00010975911575636809,0.023003762837826798,5.7361316855095806e-05,0.005084337870733334,5.696675646033239e-09,2.1190735832146298e-11,4.791133782604449e-05,3.2030476772585214e-05,0.008538899004351126,9.264546769772861e-07,0.00031754588559007504,0.0001301870292361639,0.007475003990587446,5.926925157446996e-05,0.015014731039826031,0.0016485138730971084,0.004866094220519682,0.00045279463698507977,7.725580654105685e-08,0.001961913981957267,1.931097720752391e-05,0.0009643374632102484,0.000717946572280903,1.3567022022493023e-07,3.817640976265502e-06,2.0975096064215406e-08,0.0004444883956112106
9.709550517383515e-06,0.0734984181834117,3.76,0.0,0.5900651222342084,0.9724080091567681,0.01712418105778683,0.00010976674528501637,0.023223238699777743,5.733586093667559e-05,0.005082166929015032,5.692551274940932e-09,2.1175393569352798e-11,4.793978833242918e-05,3.201463843858858e-05,0.00860919145239179,9.262526085495133e-07,0.00031763021966021217,0.00013009496464805285,0.007537682093622342,5.9324664367129246e-05,0.015166856951143719,0.0016548653558619189,0.004913140812548664,0.00045677323878601163,7.72015640933318e-08,0.001994233041672464,1.9520733344725453e-05,0.0009768771061646451,0.0007298676340799577,1.3710560021964924e-07,3.867783493449467e-06,2.12502769812561e-08,0.00044437520615491324
9.790603127540653e-06,0.07350031476673384,3.76,0.0,0.5896716507837221,0.9721604130204413,0.017288255568380973,0.00010977440751402153,0.023442834850581358,5.7310414103419576e-05,0.0050799918479908475,5.688429652571409e-09,2.1160061530101288e-11,4.7968267603764396e-05,3.199882377345058e-05,0.008679447365343058,9.260516217479721e-07,0.0003176987507041416,0.00013000283272826885,0.00760029055793558,5.938019774968542e-05,0.015318946405607723,0.0016610787846254196,0.004960025931723519,0.0004607456167663901,7.714728520532126e-08,0.0020266742522105003,1.9730184144213823e-05,0.000989438379297248,0.0007418695517703747,1.3853801984509868e-07,3.917993290711815e-06,2.15258257080949e-08,0.0004442620585963696
