Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934)
1.462936324923814e-05,0.45291027592210154,3.76,0.0,0.5229470584778931,0.9560224713679293,0.01983353544739214,0.0004082718667941703,0.05567879143721273,0.0003809048412380012,0.020414426141621686,1.6798815781817133e-09,2.5837435298668776e-11,0.00032353443946059996,5.7161159081082167e-05,0.019286352518475845,8.140639453948468e-06,0.0001618821066521197,2.54884582405557e-05,0.016965118590434248,0.00035065471030799,0.01781198198082145,0.005959998103218789,0.0033808033270205946,0.00038613862630418165,3.460469274054877e-07,0.004528483797576312,1.76925772154581e-05,0.0033419119023120514,0.002045332261609668,6.700685074364337e-09,6.6987459369915485e-12
1.4794820630261115e-05,0.45295611563279353,3.76,0.0,0.5219968706604178,0.9554504480194366,0.020100635526023144,0.00040857231316961904,0.05643427562145301,0.0003804428334873894,0.020425181263954675,1.6766712260408113e-09,2.5787877182059297e-11,0.00032416724138789377,5.7049747270144223e-05,0.019491607736183244,8.124165568764901e-06,0.00016132423406161996,2.5484204790657155e-05,0.017158306230562873,0.00035129008431178773,0.01809623958550854,0.006021176853257456,0.003432453608220481,0.00038980666567087316,3.459875841505215e-07,0.004649894724048459,1.7998818976336837e-05,0.0034118422578823387,0.002090530395755147,6.811922875566039e-09,6.925195966433238e-12
1.496027801128409e-05,0.4530020296976595,3.76,0.0,0.5210482902979114,0.9548787427358159,0.020367710257097445,0.0004088658660570357,0.05719069734151663,0.00037998171401104245,0.020434485681791893,1.6734680658834243e-09,2.5738774988118323e-11,0.00032479267001596964,5.693888427085162e-05,0.01969647503726801,8.107788204836115e-06,0.00016076153533402634,2.5478124687008218e-05,0.017351009328355534,0.00035191236591502854,0.018380495589263468,0.00608132840257771,0.003483683360540933,0.0003934351173446589,3.4590358811777086e-07,0.004772531723200257,1.8303505962064316e-05,0.00348219568695475,0.0021359760260631633,6.922412585863616e-09,7.156188032012911e-12
1.5125735392307064e-05,0.4530480166682214,3.76,0.0,0.5201013242065411,0.954307375124319,0.020634752584228266,0.00040915287710260005,0.05794801554737521,0.00037952147229719735,0.02044240203145871,1.6702721867452413e-09,2.568961845849981e-11,0.00032541099568727334,5.682855514987716e-05,0.019900955385323823,8.09150527216203e-06,0.00016019452084665363,2.5470300679868074e-05,0.017543224164599084,0.00035252212470793346,0.018664729541794666,0.006140457882735469,0.0035344856931760218,0.00039702408974628755,3.4579606180310147e-07,0.004896373949748214,1.860659309414479e-05,0.0035529642152712145,0.002181662866105241,7.032138677796827e-09,7.391743692516255e-12
1.527464703522774e-05,0.45308946606392264,3.76,0.0,0.5192504400533399,0.95379344846576,0.02087505739152309,0.00040940587123887813,0.05863033524558789,0.00037910799666812694,0.0204483896819807,1.6674020982796427e-09,2.5645377912842965e-11,0.0003259616314499089,5.672970353956025e-05,0.02008465764723828,8.076929705281617e-06,0.00015968091576657977,2.5461833689183768e-05,0.017715797156856315,0.00035306065326963027,0.018920505081218342,0.006192805245302732,0.0035798371021771433,0.00040022051080069017,3.456800588294276e-07,0.005008845283637902,1.8877968984913384e-05,0.0036170043067143276,0.002222982185783611,7.130227445741099e-09,7.607663012776271e-12
1.540866751385635e-05,0.45312681910086927,3.76,0.0,0.5184857699647203,0.9533311720862141,0.021091300703479535,0.0004096294611225997,0.059244992366997117,0.0003787364631444405,0.02045289377498364,1.6648239770584808e-09,2.560583269557899e-11,0.00032645261702152076,5.664108856197646e-05,0.020249722939870547,8.063874525611648e-06,0.00015921628944006125,2.5453106627263996e-05,0.017870770288013944,0.00035353735296542567,0.019150662978525048,0.006239217711117145,0.003620349449805108,0.0004030701139739416,3.455607206894109e-07,0.005110877378252222,1.9121046804955526e-05,0.0036749177593204895,0.0022603287659977668,7.217960672784409e-09,7.805177777915892e-12
1.5542687992484958e-05,0.4531642173365159,3.76,0.0,0.5177221691145981,0.9528691492401447,0.02130751120239892,0.000409849332003,0.05986016768212512,0.0003783654872956437,0.02045659041533413,1.6622505830907883e-09,2.5566349616883523e-11,0.0003269393919957704,5.655279920098392e-05,0.0204145360539422,8.050877831111421e-06,0.00015874964451434009,2.5443371609536156e-05,0.01802541716197008,0.00035400677696751574,0.019380772981233887,0.006284970516360251,0.0036605708962237134,0.0004058940521802978,3.4542778055362723e-07,0.0052136635424501485,1.936300513514941e-05,0.0037330897709690527,0.0022978229286780226,7.3051693188145275e-09,8.005723171008311e-12
1.5676708471113566e-05,0.45320165996878925,3.76,0.0,0.5169596399931188,0.9524073887134749,0.021523685701700174,0.00041006564127636923,0.060475841104534925,0.0003779950638076692,0.020459508265794926,1.659681961862839e-09,2.5526658674513995e-11,0.00032742208224090393,5.646482859702151e-05,0.020579097494419024,8.037938650304997e-06,0.00015828119889750973,2.543266639347069e-05,0.018179736202021377,0.00035446918677585097,0.019610825888862617,0.0063300673876630935,0.003700498789182974,0.00040869240885818206,3.4528175801326e-07,0.005317192937871221,1.9603825865213695e-05,0.003791516330463513,0.002335461622186511,7.391847424117163e-09,8.209309562268438e-12
1.5810728949742174e-05,0.45323914619046307,3.76,0.0,0.5161981848640576,0.9519458989590186,0.02173982112889054,0.0004102785404130528,0.061091992917293975,0.0003776251874272606,0.020461675036525916,1.657118007232756e-09,2.5487231251328132e-11,0.0003279008099183226,5.637717011049427e-05,0.020743407764600263,8.02505604070053e-06,0.00015781115987742925,2.5421027458115926e-05,0.018333725912760286,0.0003549248353907049,0.01984081284085632,0.00637451224167447,0.003740130680626621,0.00041146527299516274,3.45123135776625e-07,0.005421454789489757,1.9843492062747708e-05,0.0038501934758149816,0.002373241856332343,7.477989478152783e-09,8.41594708747257e-12
1.5944749428370783e-05,0.4532766751895269,3.76,0.0,0.5154378057736291,0.951484688107344,0.02195591452164798,0.00041048817517546656,0.061708603766618596,0.00037725585296163335,0.020463117513407438,1.6545587252181628e-09,2.5447985766554184e-11,0.00032837569355243803,5.628981731582147e-05,0.020907467366099584,8.012229087750569e-06,0.00015733972455336025,2.54084900431278e-05,0.018487384877340446,0.0003553739675616269,0.02007072530545956,0.00641830917414278,0.0037794643193088525,0.0004142127390104168,3.449523860510418e-07,0.005526438388470689,2.0081987928865034e-05,0.003909117293676278,0.0024111607011492696,7.563590424884232e-09,8.625645651147006e-12
1.606536785913653e-05,0.4533104871890312,3.76,0.0,0.514754386128104,0.9510698432715314,0.022150360273015545,0.00041067417146795554,0.06226393029897909,0.00037692391103623623,0.020463817887451094,1.6522594196569723e-09,2.5412516216865603e-11,0.00032879989725652327,5.6211456023162775e-05,0.021054907098936412,8.000731681910294e-06,0.00015691439395393422,2.53964663262277e-05,0.018625394047624727,0.0003557728107898867,0.02027757604156955,0.00645717596129775,0.0038146078801262477,0.00041666382535119885,3.44788732670456e-07,0.00562153192627809,2.0295621395194507e-05,0.003962356439113856,0.002445403799554114,7.640164793876606e-09,8.816999548614487e-12
1.6185986289902277e-05,0.45334433257968293,3.76,0.0,0.5140718407654088,0.9506552361759524,0.022344767650735384,0.00041085773591212777,0.06281959965299114,0.0003765924002034923,0.02046397083715561,1.6499638854689196e-09,2.5377178176914704e-11,0.00032922116188004044,5.613333290571625e-05,0.021202144558330933,7.98927800889604e-06,0.0001564882143082617,2.5383766434018106e-05,0.018763133299504454,0.0003561667347740163,0.02048435401034293,0.006495524601627218,0.0038495068071362796,0.00041909449623869934,3.446159567030192e-07,0.005717193753498665,2.050828496517854e-05,0.004015789472939978,0.0024797547935020586,7.716294006677969e-09,9.010847626381497e-12
1.6306604720668024e-05,0.45337821076233037,3.76,0.0,0.5133901707595928,0.9502408721207526,0.022539134708872925,0.00041103896376829994,0.06337559844917057,0.00037626131680267683,0.020463594080086234,1.6476721086780432e-09,2.5341999632251278e-11,0.0003296395666377224,5.605544369571752e-05,0.021349180106385167,7.977867456123591e-06,0.00015606130981691839,2.537041363208363e-05,0.018900601752638548,0.0003565559017686797,0.020691053631855232,0.006533358410506615,0.0038841598392106657,0.00042150483131899607,3.44434368622941e-07,0.005813416211903259,2.0719969301581104e-05,0.004069413641146494,0.002514211667349748,7.791975223246945e-09,9.20719663699073e-12
1.642722315143377e-05,0.4534121211356329,3.76,0.0,0.5127093770640037,0.9498267562220131,0.02273345956396739,0.00041121794709891304,0.06393191352985289,0.000375930657212327,0.020462704799315192,1.6453841229979953e-09,2.5306774313727356e-11,0.00033005518858963826,5.5977784248207536e-05,0.021496014104051275,7.966499426848367e-06,0.00015563379907603979,2.535643047089492e-05,0.019037798571343533,0.00035694046924677136,0.020897669513932456,0.006570680793599432,0.0039185658256983315,0.0004238949134737415,3.442442774161996e-07,0.005910191693554296,2.093066569921046e-05,0.004123226220164276,0.0025487724417914827,7.867205850884546e-09,9.406053189523809e-12
1.6547841582199517e-05,0.4534460630986541,3.76,0.0,0.5120294605125323,0.9494128934132894,0.022927740394478178,0.00041139477477275776,0.06448853195829153,0.0003756004178488272,0.020461319647321462,1.6430999174375602e-09,2.5271514629359237e-11,0.0003304681026671106,5.5900350540042174e-05,0.021642646911128462,7.955173340070133e-06,0.00015520579513202349,2.534183879018395e-05,0.019174722964204378,0.00035732058993336995,0.021104196450595927,0.006607495245383763,0.003952723725419637,0.00042626482879787455,3.440459819902937e-07,0.006007512641170503,2.1140366080255168e-05,0.004177224516777561,0.00258343517368751,7.941983535119408e-09,9.607423750072246e-12
1.6668460012965264e-05,0.4534800360465503,3.76,0.0,0.511350421827566,0.9489992884556854,0.023121975437237367,0.00041156953270744763,0.06504544101214897,0.00037527059516803544,0.020459454773350916,1.6408194189782033e-09,2.5236535050145167e-11,0.0003308783817675609,5.5823138662543474e-05,0.021789078886251572,7.943888629937445e-06,0.0001547774058821807,2.5326659758482863e-05,0.01931137418154,0.00035769641204624105,0.021310629411754364,0.006643805339283447,0.0039866325996640315,0.0004286146664471134,3.438397598398601e-07,0.00610537155038555,2.1349062946783347e-05,0.004231405867537073,0.002618197954781818,8.01630614187781e-09,9.811314644973473e-12
1.678907844373101e-05,0.453514039377218,3.76,0.0,0.5106722616208856,0.9485859459389273,0.02331616298705048,0.0004117423038423555,0.06560262818291626,0.000374941185663143,0.020457125825890113,1.6385426704342768e-09,2.520158198950366e-11,0.0003312860967581816,5.574614482203107e-05,0.02193531038688799,7.932644745730322e-06,0.00015434873410579504,2.5310913875395145e-05,0.01944775151512674,0.0003580680793179326,0.021516963542107425,0.00667961472670808,0.004020291611545718,0.0004309445186197004,3.4362588565753676e-07,0.006203760969984535,2.155674938234201e-05,0.0042857676387000184,0.002653058911599144,8.090171773136938e-09,1.0017732061143763e-11
1.6909696874496758e-05,0.45354807248463447,3.76,0.0,0.5099949803892919,0.9481728702726673,0.023510301399553325,0.00041191316813467233,0.06616008119253595,0.00037461218587229203,0.02045434792616361,1.6362696794459927e-09,2.5166574568926723e-11,0.00033169131629001204,5.566936534276846e-05,0.022081341769202248,7.921441151569931e-06,0.00015391987731030914,2.529462094151364e-05,0.01958385430023201,0.00035843573074826235,0.021723194169936188,0.006714927135679084,0.004053700030033253,0.00043325448069524044,3.4340463629025866e-07,0.0063026735099021725,2.1763419040873603e-05,0.004340307228870634,0.002688016207843529,8.163578740259834e-09,1.0226682034091497e-11
1.7030315305262505e-05,0.45358213476517867,3.76,0.0,0.5093185785456694,0.9477600657334282,0.023704389075246756,0.00041208220312422,0.06671778793719607,0.0003742835923615239,0.020451135802698445,1.6340004053723787e-09,2.5131667415109208e-11,0.0003320941074675814,5.559279664148285e-05,0.022227173388340037,7.910277324106283e-06,0.00015349092913227193,2.5277800225334407e-05,0.019719681904165776,0.0003587995018128068,0.02192931675932404,0.006749746348171608,0.004086857202057192,0.0004355446504354314,3.4317626726537134e-07,0.006402101828328446,2.196906605191221e-05,0.004395022061263289,0.0027230680353119477,8.236525540030913e-09,1.0438170484497821e-11
1.7150933736028252e-05,0.4536162256143552,3.76,0.0,0.5086430563917833,0.9473475364204551,0.02389842447428886,0.00041224948305153546,0.0672757365472166,0.0003739554017301645,0.020447503659403145,1.6317348401404019e-09,2.509685425171636e-11,0.00033249453534816854,5.5516435259878346e-05,0.022372805598060427,7.89915275632208e-06,0.0001530619780622669,2.526047028405638e-05,0.019855233736847427,0.00035915952328162355,0.022135326955205998,0.006784076216564946,0.004119762578233129,0.00043781512879683993,3.4294102738529696e-07,0.006502038649348138,2.2173685179971597e-05,0.004449909592261399,0.0027582126235659566,8.309010922412009e-09,1.065220317855926e-11
1.7271552166794e-05,0.45365034442857227,3.76,0.0,0.5079684141595848,0.9469352863229954,0.02409240609402179,0.0004124150810503466,0.06783391529741292,0.0003736276106303207,0.020443465381684907,1.629472991893989e-09,2.506204974667387e-11,0.0003328926633766747,5.544027779445648e-05,0.022518238751283812,7.888066948035138e-06,0.0001526331095139412,2.524264929321929e-05,0.019990509234805873,0.00035951592306355146,0.02234122051440088,0.006817920634847739,0.004152415672044013,0.0004400660185848454,3.426991641531555e-07,0.006602476738816241,2.237727140029758e-05,0.004504967298868111,0.0027934482249381293,8.381033689220174e-09,1.0868785785961014e-11
1.7392170597559746e-05,0.45368449060443305,3.76,0.0,0.5072946519790862,0.9465233192649704,0.02428633248726604,0.0004125790668713391,0.06839231268711068,0.00037330021574043823,0.020439034361800067,1.6272148455201833e-09,2.50272816926553e-11,0.0003332885531624077,5.536432096718475e-05,0.022663473199549006,7.877019415965595e-06,0.00015220440415358773,2.522435473726329e-05,0.02012550787414885,0.00035986882464918943,0.02254699336245535,0.006851283558265308,0.004184816092973565,0.0004422974256111302,3.42450913938359e-07,0.006703408928979607,2.2579820363128447e-05,0.004560192690163774,0.002828773127865509,8.45259292769376e-09,1.1087923827639624e-11
1.7512789028325493e-05,0.45371866354024787,3.76,0.0,0.506621769914751,0.9461116389649301,0.024480202242401262,0.0004127415088196717,0.06895091735881512,0.00037297321377846506,0.020434223682927338,1.6249603756607069e-09,2.4992627476037295e-11,0.00033368226493775866,5.52885615680671e-05,0.022808509293516327,7.866009685382835e-06,0.00015177593972022757,2.5205603687589884e-05,0.020260229156296924,0.00036021834873913174,0.022752641532232658,0.00688416897882685,0.004216963510464482,0.000444509457507162,3.421965046799658e-07,0.00680482809573173,2.2781328000650245e-05,0.0046155832958186625,0.002864185643385185,8.523687821865463e-09,1.1309622728588641e-11
1.763340745909124e-05,0.45375286263259695,3.76,0.0,0.5059497679190144,0.9457002489579208,0.024674014009553845,0.0004129024716295347,0.06950971821059955,0.0003726466014980159,0.020429045881695872,1.622709580328298e-09,2.4958049270119886e-11,0.0003340738568615793,5.521299652275999e-05,0.022953347382230843,7.855037299517497e-06,0.00015134778882268382,2.5186412472628107e-05,0.020394672626455754,0.0003605646111153495,0.02295816124372529,0.006916580949911057,0.004248857698706337,0.0004467022251878717,3.419361566946478e-07,0.006906727194931549,2.2981790934872056e-05,0.004671136682397593,0.0028996841231627227,8.594317830489295e-09,1.1533887742844645e-11
1.7754025889856986e-05,0.45378708728414796,3.76,0.0,0.5052786458751095,0.9452891526659924,0.02486776647685894,0.0004130620185820643,0.07006870429887015,0.0003723203756972558,0.020423513162100282,1.6204624734836782e-09,2.4923431558928734e-11,0.0003344633855250372,5.513762282033939e-05,0.023097987813736516,7.844101809932178e-06,0.00015092002099734823,2.5166797015935373e-05,0.02052883785692156,0.00036090772456071345,0.023163548831924893,0.006948523560067479,0.0042804984953198994,0.0004488758414700261,3.416700886724355e-07,0.007009099233534978,2.318120604054955e-05,0.004726850439518896,0.0029352669436361395,8.664482489063794e-09,1.1760724017490176e-11
1.7874644320622733e-05,0.45382133689287685,3.76,0.0,0.5046084035693895,0.9448783533478328,0.025061458386820425,0.000413220209608773,0.07062786491715133,0.00037199453319399005,0.020417637234325364,1.6182190281419812e-09,2.4888858356550743e-11,0.0003348509056117474,5.506243755977918e-05,0.02324243093451399,7.83320278285037e-06,0.00015049270126057417,2.5146772581220203e-05,0.02066272445884595,0.00036124779746102655,0.023368800798500372,0.006980000945870121,0.0043118858305358125,0.0004510304221013546,3.4139850575037744e-07,0.007111937297178816,2.3379570777950722e-05,0.004782722191544337,0.0029709325189181453,8.734181566776136e-09,1.1990136540160443e-11
1.799526275138848e-05,0.45385561086595044,3.76,0.0,0.5039390407377333,0.9444678541798361,0.025255088510070113,0.0004133771040748495,0.07118718947810994,0.00037166907085843114,0.02041142957122827,1.6159791977469538e-09,2.48545089903613e-11,0.00033523647052692855,5.498743789001153e-05,0.023386677090253695,7.822339790219847e-06,0.0001500658925440231,2.5126354104869375e-05,0.020796332063099977,0.0003615849360085479,0.023573913728707496,0.0070110172639057606,0.0043430196787953975,0.00045316608401196976,3.411216030542153e-07,0.007215234513432386,2.3576882712929775e-05,0.0048387495804540085,0.003006679281052064,8.803414865587286e-09,1.222213021616697e-11
1.8115881182154227e-05,0.4538899086037677,3.76,0.0,0.5032705570286564,0.9440576581864154,0.025448655667236957,0.00041353275805320445,0.07174666762367522,0.0003713439855759856,0.020404901179065512,1.6137430078183924e-09,2.4820208688082003e-11,0.0003356201319242107,5.4912621075648524e-05,0.023530726625049483,7.81151241934334e-06,0.00014963965360552883,2.5105555877736336e-05,0.02092966033652202,0.00036191924224959017,0.023778884362998992,0.007041576709743246,0.004373900100136704,0.0004552829468768032,3.408395758282776e-07,0.00731898408969084,2.3773140023754958e-05,0.004894930282232292,0.0030425056985326194,8.872182436403767e-09,1.2456709795996286e-11
1.8236499612919974e-05,0.4539242295187596,3.76,0.0,0.5026029520457778,0.9436477683203245,0.025642158704283095,0.0004136872273327903,0.07230628910061922,0.0003710192742913906,0.020398062864927628,1.611510505082793e-09,2.4785681046538154e-11,0.0003360019403262278,5.483798441943671e-05,0.023674579882302916,7.800720263272234e-06,0.00014921404153198694,2.5084391983504004e-05,0.021062708963034422,0.0003622508163326304,0.023983709514298963,0.007071683492528045,0.004404527191096499,0.00045738113120172936,3.405526246799318e-07,0.007423179272527078,2.396834095875892e-05,0.004951261988458877,0.003078410254889185,8.940484319409723e-09,1.2693879956073027e-11
1.835711804368572e-05,0.45395857301583287,3.76,0.0,0.5019362253045104,0.9432381873783532,0.02583559651831092,0.00041384056433878817,0.07286604389659601,0.00037069493396966726,0.020390924954924422,1.6092815738330853e-09,2.4751443123380853e-11,0.0003363819444747849,5.476352533543905e-05,0.023818237203700195,7.789962929954989e-06,0.00014878910918494304,2.5062875849447884e-05,0.02119547766334977,0.0003625797541278393,0.02418838615481761,0.007101341856830987,0.004434901135097773,0.0004594607602655105,3.40260918971223e-07,0.0075278133952345104,2.4162484381046005e-05,0.005007742426760533,0.003114391471752963,9.008320813591805e-09,1.293364520927771e-11
1.8465674631374893e-05,0.45398950098600266,3.76,0.0,0.5013369216973044,0.942869830909674,0.026009633894843665,0.00041397764195320023,0.07336992902354118,0.0003704033423690588,0.02038425302945325,1.6072786205928001e-09,2.4720681907520625e-11,0.0003367224450142379,5.4696661889268396e-05,0.02394736154950026,7.780310783896138e-06,0.00014840729336278033,2.504322098627358e-05,0.021314729940667715,0.0003628736216604947,0.02437246571578025,0.007127654505506372,0.004462021428737681,0.0004613166645002594,3.3999446623765486e-07,0.007622353926711395,2.4336308506181304e-05,0.005058700123855799,0.0031468389046380133,9.06897605991936e-09,1.3151656403585624e-11
1.8574231219064066e-05,0.4540204463430902,3.76,0.0,0.5007383285983892,0.9425017287619768,0.026183616814775885,0.0004141138797582154,0.07387390706332393,0.0003701120466504898,0.02037735368934359,1.6052786022776764e-09,2.4689872520009678e-11,0.0003370615563513744,5.462993844308311e-05,0.02407632771070067,7.770686258573717e-06,0.00014802610415801443,2.502330058809139e-05,0.021433755097841102,0.0003631654955917214,0.024556420538848503,0.007153610502282753,0.0044889370677792745,0.0004631577318797566,3.3972443321938615e-07,0.007717239867387163,2.4509274873075983e-05,0.005109774847204248,0.003179346207941808,9.129255017605832e-09,1.3371776337037368e-11
1.868278780675324e-05,0.45405140866822,3.76,0.0,0.5001404455483872,0.9421338827893662,0.026357544536222827,0.00041424931339311446,0.07437797100764347,0.00036982104467723765,0.02037023391068212,1.6032814895812126e-09,2.4659122311062887e-11,0.00033739931146190564,5.456335322855776e-05,0.02420513593429218,7.761089083426263e-06,0.0001476455754865163,2.5003123731025484e-05,0.021552552974868334,0.0003634554408094445,0.02474024860471769,0.0071792129712970375,0.00451564828348315,0.0004649840550012277,3.394509421332928e-07,0.0078124664690247,2.4681383090775275e-05,0.005160964984308051,0.0032119123479509323,9.189158045713097e-09,1.3594008097388938e-11
1.879134439444241e-05,0.45408238753092306,3.76,0.0,0.49954327204029436,0.9417662947599528,0.026531416346028677,0.0004143839766373981,0.07488211398864768,0.0003695303343274683,0.02036290040649912,1.6012872594565386e-09,2.462850710568895e-11,0.00033773574236365664,5.449690454625368e-05,0.024333786466206934,7.751518997000413e-06,0.0001472657390937959,2.498269911363101e-05,0.021671123431818245,0.00036374351983091066,0.02492394798178292,0.0072044650481097984,0.0045421553526084684,0.0004667957277977984,3.391741082089055e-07,0.00790802903883701,2.4852633124316844e-05,0.005212268944084387,0.0032445363124553243,9.248685660694114e-09,1.3818354674856237e-11
1.8899900982131584e-05,0.4541133825145157,3.76,0.0,0.4989468075378642,0.941398966390367,0.02670523154843755,0.00041451790267901605,0.07538632922189711,0.0003692399135069684,0.020355359736961315,1.5992959267590893e-09,2.4597917500560933e-11,0.00033807088033153347,5.443059073102484e-05,0.024462279551754694,7.741975741694471e-06,0.00014688662548526654,2.496203522061321e-05,0.02178946634086747,0.00036402979376591555,0.025107516790776926,0.007229369874005078,0.004568458578314014,0.0004685928448793914,3.388940461912985e-07,0.008003922917619309,2.5023025034731433e-05,0.005263685148244325,0.003277217101633303,9.30783841275483e-09,1.4044819000982163e-11
1.9008457569820756e-05,0.45414439319562666,3.76,0.0,0.49835105146547287,0.9410318993244405,0.026878989471839573,0.00041465112325142825,0.07589061004529997,0.00036894978013721837,0.02034761823841879,1.5973074995156202e-09,2.4567277686324883e-11,0.0003384047557537042,5.436441016820471e-05,0.024590615435302294,7.732459066934695e-06,0.0001465082633636362,2.494114024857001e-05,0.021907581591141447,0.00036431432172110177,0.025290953226622715,0.007253930596999956,0.004594558301631841,0.0004703755019481476,3.3861086881698806e-07,0.008100143496120722,2.519255913693267e-05,0.005315212037383934,0.0033099537342888754,9.366616940186433e-09,1.427340392179734e-11
1.911701415750993e-05,0.4541754191608017,3.76,0.0,0.49775600322558317,0.9406650951667483,0.02705268945788574,0.0004147836696658852,0.0763949498620855,0.00036865993216143503,0.020339682130570934,1.595321938293913e-09,2.4536743996714436e-11,0.0003387373984313416,5.4298361264054154e-05,0.024718794360720872,7.722968725549782e-06,0.00014613068051028065,2.492002226771708e-05,0.022025469080964144,0.0003645971617375686,0.025474255524104976,0.007278150367826736,0.004620454883295271,0.0004721437951894999,3.383246842548876e-07,0.008196686192303975,2.5361235808457687e-05,0.005366848062218049,0.0033427452388399455,9.425021886623707e-09,1.4504112237044816e-11
1.92255707451991e-05,0.45420645998783227,3.76,0.0,0.49716166217974916,0.9402985554460257,0.027226330873622737,0.0004149155718396526,0.07689934220526634,0.0003683703675445087,0.02033155740174097,1.5933392493181542e-09,2.4506248693681808e-11,0.00033906883723004494,5.42324424839321e-05,0.024846816570859166,7.71350447740416e-06,0.00014575390288761245,2.489868900319242e-05,0.022143128726268384,0.00036487836975766265,0.025657421995275112,0.0073020323414041115,0.004646148722527437,0.0004738978218171793,3.3803559563088516e-07,0.008293546478714147,2.552905567883129e-05,0.005418591693626975,0.0033755906631362555,9.483054024350525e-09,1.473694665491594e-11
1.9334127332888274e-05,0.45423751527045597,3.76,0.0,0.4965680276547699,0.9399322816256949,0.02739991310789373,0.00041504685858620026,0.07740378072162962,0.0003680810842765937,0.020323249840746845,1.5913594242112798e-09,2.4475795627517742e-11,0.00033939910014726455,5.4166652335989306e-05,0.024974682307660596,7.70406608830725e-06,0.00014537795491604497,2.4877147933279954e-05,0.02226056045813295,0.000365157999920016,0.025840451018655793,0.007325579674370495,0.004671640251263167,0.0004756376798825534,3.3774370454717597e-07,0.008390719876746102,2.569601954804962e-05,0.0054704414203113885,0.0034084890719688035,9.540714163069705e-09,1.4971909802947408e-11
1.9442683920577446e-05,0.454268584593634,3.76,0.0,0.49597509895063235,0.9395662751181639,0.027573435566577285,0.00041517755796986045,0.07790825914878184,0.00036779208036657194,0.020314765080860393,1.5893824549195966e-09,2.4445387101681002e-11,0.0003397282144494558,5.410098935907438e-05,0.025102391812332602,7.694653328156631e-06,0.0001450028598417219,2.4855406341609566e-05,0.022377764219456326,0.0003654361049534082,0.026023341024663183,0.0073487955227285505,0.0046969299264633035,0.00047736346802140816,3.374491092149476e-07,0.008488201947841853,2.5862128318512863e-05,0.005522395745325027,0.0034414395435004557,9.59800315383271e-09,1.5209004243802682e-11
1.955124050826662e-05,0.4542996675497397,3.76,0.0,0.4953828753428171,0.939200537288762,0.027746897671326487,0.00041530769734588114,0.07841277130949223,0.0003675033538413505,0.020306108611786448,1.5874083340199371e-09,2.441502228488866e-11,0.00034005620674021505,5.403545212445889e-05,0.025229945325378617,7.685265971081522e-06,0.00014462863984437025,2.4833471314763087e-05,0.022494739964007453,0.0003657127362768215,0.02620609049161397,0.00737168304065244,0.004722018227847071,0.00047907528536659437,3.3715190520833315e-07,0.008585988291644994,2.6027383007124415e-05,0.005574453185237722,0.0034744411683410637,9.654921890674617e-09,1.5448232479036455e-11
1.9768353683644964e-05,0.45436187274046563,3.76,0.0,0.4942005403899105,0.9384698728761756,0.028093638589359565,0.0004155664012994698,0.07942187258072848,0.00036692672515937477,0.020288301741557276,1.5834686070024452e-09,2.4354423549942574e-11,0.0003407089284064654,5.3904749348683986e-05,0.025484585334768398,7.666566587180484e-06,0.00014388290819727548,2.4789048285678488e-05,0.022728007275157107,0.0003662617764979484,0.026571161975484963,0.007416485686854733,0.004771592747326123,0.00048245740676594687,3.365500399972843e-07,0.00878245640409624,2.635533493570694e-05,0.005678871548999989,0.003540594307166509,9.767652440208318e-09,1.5933100009351118e-11
1.998546685902331e-05,0.45442412762190676,3.76,0.0,0.49302101649728247,0.9377402983282697,0.028440131564729736,0.00041582317303700075,0.08043103692990071,0.0003663511828539456,0.02026987014092644,1.579540182409545e-09,2.429399852886626e-11,0.00034135746483504977,5.3774533274149466e-05,0.025738604244623473,7.647966223094123e-06,0.0001431409154468756,2.4743931559814067e-05,0.022960362247181936,0.00036680550450301347,0.026935654296288896,0.007460012779092008,0.004820368115188494,0.00048578484702504777,3.359388201817877e-07,0.008980089838833192,2.6679886187582653e-05,0.0057836849334068005,0.0036069414771812214,9.878913940255323e-09,1.642653110093513e-11
2.0202580034401654e-05,0.4544864290121041,3.76,0.0,0.49184429698530774,0.9370118228245974,0.028786372555414948,0.00041607820258464276,0.08144021819259946,0.0003657767118648834,0.02025085238500659,1.5756229994330795e-09,2.423374634241239e-11,0.00034200200545598896,5.3644793691503826e-05,0.02599200395137172,7.629463235575224e-06,0.0001424028004120329,2.4698170782979043e-05,0.023191804909427623,0.0003673442829312639,0.02729955705404447,0.007502289398579297,0.004868348991170625,0.0004890584159591132,3.3531891555680404e-07,0.009178854894818948,2.700104958454076e-05,0.005888881992280001,0.0036734758754203823,9.988715223002329e-09,1.6928543416544907e-11
