Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637)
7.861692006903873e-14,0.16143252204162892,3.76,0.0,0.6579903237408746,0.9999999999999843,1.6244976868428112e-29,7.507564933481568e-23,1.7461205246623733e-13,1.7461201753187328e-13,1.5684779756634398e-14,2.9961322747657896e-25,3.913416301762434e-24,3.478783849612513e-20,3.478771323378397e-20,1.3191226088361365e-26,1.3191023260412058e-26,1.5684781142903137e-14,1.3072730356758124e-21,4.442980591589664e-17,1.5505901060492838e-22,7.507408112201418e-23,1.4242456559183923e-22,5.663104503911108e-31,6.479260506165804e-38,4.0446363221205866e-24,5.248934611118604e-32,5.8848931255937167e-36,4.442980591122611e-17,2.793124807912396e-32,1.1486984370194007e-42
1.5730214328322868e-13,0.16143252204163414,3.76,0.0,0.6579903237406841,0.9999999999999687,1.3006124826532279e-28,3.0050482732744176e-22,3.493758095826583e-13,3.4937566975418464e-13,3.138318382737673e-14,1.2019894358482598e-24,1.565998096189943e-23,1.392419443481628e-19,1.3924143675459726e-19,1.0560996350725414e-25,1.056066540970697e-25,3.138318937606437e-14,5.23249642652462e-21,8.889821290792307e-17,6.034557569834617e-22,3.0049253945909126e-22,5.700693362205799e-22,2.2677129195010046e-30,3.917712043165801e-37,1.6188502358302192e-23,4.202338610328564e-31,2.444344139407291e-35,8.889821287027174e-17,1.1185536028473444e-31,9.52112480778707e-42
3.146725897116085e-13,0.16143252204164454,3.76,0.0,0.6579903237403031,0.9999999999999373,1.0409277953657726e-27,1.2024633696346923e-21,6.989033238152271e-13,6.989027643193894e-13,6.277998363987182e-14,4.831560970377065e-24,6.262927012964048e-23,5.571487069670471e-19,5.571465125650583e-19,8.451998219399548e-25,8.451465886052227e-25,6.278000584173582e-14,2.0936780797431613e-20,1.778350270910597e-16,2.380279068005705e-21,1.202366098655119e-21,2.2810191321026912e-21,9.081770261851919e-30,3.170338371513114e-36,6.477042643095347e-23,3.363147015504221e-30,1.0491617243306913e-34,1.7783502678869944e-16,4.480279055187626e-31,8.13926745418008e-41
6.294134825683682e-13,0.16143252204166542,3.76,0.0,0.657990323739541,0.9999999999998744,8.329684448577958e-27,4.811057620366451e-21,1.3979583522792716e-12,1.3979561139331344e-12,1.2557354994981438e-13,1.9505474641437218e-23,2.50309751785255e-22,2.2289543161534197e-18,2.2289440028163897e-18,6.762869025004093e-24,6.762015987968913e-24,1.2557363877058756e-13,8.376059196972075e-20,3.5570865705038026e-16,9.454316402966608e-21,4.810283576095383e-21,9.125555737826932e-21,3.639672305776525e-29,3.419591380312966e-35,2.590865271131341e-22,2.691026912837861e-29,4.766267136603801e-34,3.5570865462690055e-16,1.7960900848982112e-30,7.343942214273081e-40
1e-12,0.16143252204170708,3.76,0.0,0.6579903237386439,0.9999999999998005,4.2666598063367946e-26,1.3311015006430813e-20,2.2210492641063913e-12,2.2210430720824033e-12,1.9950872930904793e-13,5.478589890879797e-23,6.912770149475103e-22,6.166034925139829e-18,6.165998900871839e-18,3.4635667646071644e-23,3.462727843383697e-23,1.9950897501205515e-13,2.3170967975011287e-19,5.651430614360488e-16,2.6074857337165143e-20,1.3307060764951726e-20,2.5244380540947903e-20,1.0098595560934488e-28,2.777706220696359e-34,7.165461011695423e-22,1.3781984225524353e-28,1.5864877241404243e-33,5.651430490145594e-16,4.9859645405756264e-30,4.544234968565939e-39
1.2588952682818878e-12,0.16143252204170708,3.76,0.0,0.657990323738017,0.9999999999997489,6.665469272985318e-26,1.924916613805078e-20,2.7960684092029987e-12,2.7960594551020332e-12,2.5116054931679983e-13,7.943313909740594e-23,9.993409420734715e-22,8.91651691130383e-18,8.916462925134758e-18,5.410787005316433e-23,5.409421599720677e-23,2.51160904619229e-13,3.3506832063761265e-19,7.114559297148797e-16,3.768612542638609e-20,1.9242990180533382e-20,3.650514496571581e-20,1.4610860822351455e-28,4.47934231583502e-34,1.036131713658268e-21,2.1530232566751905e-28,2.361847189604108e-33,7.114559103086857e-16,7.214441196207067e-30,7.205825976187235e-39
2.517858839708927e-12,0.16143252204179043,3.76,0.0,0.6579903237349689,0.9999999999994976,5.3343710013159485e-25,7.70267538141796e-20,5.5922885230331395e-12,5.5922527052699896e-12,5.023340150975624e-13,3.289230333760896e-22,3.9817766796789984e-21,3.56673119154194e-17,3.5666993217186286e-17,4.328800008251757e-22,4.326615482338231e-22,5.023354362874855e-13,1.3403172962750596e-18,1.4229505770161418e-15,1.5050205262997575e-19,7.697741012301586e-20,1.460261311229409e-19,5.885373006301746e-28,6.505486656390873e-33,4.142307406107494e-21,1.7224960747426702e-27,1.3089378297488672e-32,1.4229504216937882e-15,2.909491683543625e-29,7.892967220151569e-38
5.035785982563005e-12,0.16143252204195707,3.76,0.0,0.6579903237288727,0.9999999999989951,4.2703860000925115e-24,3.0832893252567834e-19,1.118472875062632e-11,1.1184585477442733e-11,1.004678815314447e-12,1.4041608194799493e-21,1.5802810137656765e-20,1.4267049529853292e-16,1.4266839674548913e-16,3.463066049918341e-21,3.459572286474231e-21,1.0046844995656644e-12,5.361294067981812e-18,2.8459406874100794e-15,6.016821132660818e-19,3.079344129317901e-19,5.841132825538313e-19,2.386830191980116e-27,9.9323510347088e-32,1.6550492300685948e-20,1.3780226858223856e-26,8.149162135070056e-32,2.8459394445501213e-15,1.1826988073326184e-28,9.718653192911153e-37
1e-11,0.16143252204229042,3.76,0.0,0.6579903237168536,0.9999999999980043,3.378220346597192e-23,1.2218697886017515e-18,2.221049264046122e-11,2.2209925662772022e-11,1.995067260165846e-12,6.239165300721475e-21,6.157588204231279e-20,5.645857402922203e-16,5.645709366928294e-16,2.735910651787235e-20,2.7304005320642634e-20,1.995089749859413e-12,2.121591743579259e-17,5.651440311017351e-15,2.3816592884845766e-18,1.2187534180865991e-18,2.311523036073117e-18,9.702900447301207e-27,1.5324504233562798e-30,6.53463459859495e-20,1.0886975193875076e-25,5.5223678395392755e-31,5.6514304909552154e-15,4.829245577353419e-28,1.3044886312043943e-35
1.0071640268271162e-11,0.16143252204229042,3.76,0.0,0.6579903237166802,0.9999999999979899,3.4208098585118443e-23,1.2350534087631858e-18,2.236960920557863e-11,2.236903611326497e-11,2.0093598941321885e-12,6.308940902037562e-21,6.223644887914265e-20,5.706745433198235e-16,5.706595563695688e-16,2.770395844080106e-20,2.764811247906518e-20,2.0093826263508348e-12,2.1444720921584815e-17,5.691927434449962e-15,2.407346747143951e-18,1.2318977582875989e-18,2.3364518763128125e-18,9.808481156340112e-27,1.5531323673969619e-30,6.605053561924367e-20,1.1024202135796157e-25,5.590302682029525e-31,5.691917490607292e-15,4.8818701394593265e-28,1.3219116202158702e-35
1.5107494553979317e-11,0.1614325220426238,3.76,0.0,0.6579903237044877,0.9999999999969845,9.788734519917528e-23,2.627030048182364e-18,3.3554489660348387e-11,3.355327184469333e-11,3.0140324551134056e-12,1.4405149902644752e-20,1.308456840482032e-19,1.2126675752888107e-15,1.2126260450431592e-15,7.921477104506352e-20,7.900931874122466e-20,3.01408075382695e-12,4.5569179164620966e-17,8.537923970695588e-15,5.117427512499113e-18,2.6180067331716163e-18,4.964938323679637e-18,2.128362559467454e-26,5.891452372214801e-30,1.4013499197927633e-19,3.1522242995873107e-25,1.581227039748717e-30,8.537895537008965e-15,1.0628860760170895e-27,4.7854651035404975e-35
2.0143348839687472e-11,0.16143252204295713,3.76,0.0,0.6579903236922953,0.9999999999959789,2.066132844229136e-22,4.485390834123987e-18,4.4739370115004145e-11,4.47372926758571e-11,4.0186965020545355e-12,2.611809226256512e-20,2.210311790288314e-19,2.068640888970719e-15,2.068554835073618e-15,1.6708435038464047e-19,1.6656350457216065e-19,4.018778882456121e-12,7.773422692726101e-17,1.1383933558968001e-14,8.73303595968647e-18,4.466357230734303e-18,8.469556175970788e-18,3.7040684054535564e-26,1.579815854498954e-29,2.3870499930945825e-19,6.6489305473517885e-25,3.351997617740117e-30,1.1383873583755134e-14,1.8555813410862136e-27,1.2126609795897645e-34
3.0215057411103785e-11,0.16143252204362377,3.76,0.0,0.6579903236679104,0.9999999999939672,5.649635663126394e-22,9.300198663091714e-18,6.710913102432764e-11,6.710482999322976e-11,6.028004625848866e-12,5.930673017239352e-20,4.502442418980139e-19,4.2827591233052266e-15,4.282528408505784e-15,4.563471122027227e-19,4.545270250541867e-19,6.028175143854024e-12,1.6093372327595448e-16,1.7075993488704355e-14,1.8092918690319736e-17,9.248206696972255e-18,1.7534967579565208e-17,7.949919443029081e-26,6.364031526570491e-29,4.930059823807695e-19,1.8160165060017338e-24,9.44938860141659e-30,1.7075829678055973e-14,4.0043721245026806e-27,4.317707117222218e-34
4.0286765982520095e-11,0.16143252204429048,3.76,0.0,0.6579903236435256,0.9999999999919547,1.1832773385083588e-21,1.5839469945303098e-17,8.94788919340484e-11,8.947157707998511e-11,8.037281472263266e-12,1.0916416054533339e-19,7.540534021346249e-19,7.283686812252212e-15,7.2832093952592e-15,9.548079060869203e-19,9.5026276263163e-19,8.03757141333063e-12,2.736976651071422e-16,2.276812851803517e-14,3.079198243663384e-17,1.5730673983566295e-17,2.9822089838486963e-17,1.399732872101247e-25,1.7204162905194092e-28,8.365335523297633e-19,3.799688541104823e-24,2.0325529866155e-29,2.2767785773623626e-14,7.086102234110328e-27,1.1002370218342252e-33
5.0358474553936405e-11,0.1614325220449572,3.76,0.0,0.6579903236191408,0.9999999999899413,2.1563038008221166e-21,2.423394563021573e-17,1.1184865284503426e-10,1.1183747751867809e-10,1.0046524832952975e-11,1.7947458889358439e-19,1.1341317213665005e-18,1.1127566360047289e-14,1.1126704015649453e-14,1.7381483361177506e-18,1.728511256912705e-18,1.0046967694551366e-11,4.181348461463969e-16,2.846036581745554e-14,4.7076168386797566e-17,2.4035863948072842e-17,4.556093497124603e-17,2.2131594105470516e-25,3.859522208640111e-28,1.275009076187245e-18,6.917138426926195e-24,3.7719847595417565e-29,2.845974187054854e-14,1.1258013018999407e-26,2.3758756064944783e-33
7.050189169676902e-11,0.16143252204629055,3.76,0.0,0.6579903235703711,0.9999999999859118,5.70907978645944e-21,4.675630248697682e-17,1.5658817467904838e-10,1.5656668545739384e-10,1.4064909170770767e-11,3.9884273850125585e-19,2.1051888011932308e-18,2.1396734849252553e-14,2.1394483577295606e-14,4.5889099726794535e-18,4.553673647646062e-18,1.4065760313889946e-11,8.0399845391262e-16,3.984530141239279e-14,9.067543509156743e-17,4.62331320608352e-17,8.760986288705232e-17,4.582899417270061e-25,1.493519070624464e-27,2.4384068126121526e-18,1.826291210614608e-23,1.0173111114789186e-28,3.9843654068555214e-14,2.3540891666842845e-26,8.957114878119084e-33
9.064530883960164e-11,0.16143252204762393,3.76,0.0,0.6579903235216015,0.9999999999818786,1.1865954470569564e-20,7.692779954467163e-17,2.0132769653910106e-10,2.0129245512617905e-10,1.8083157902249192e-11,7.356677213202023e-19,3.3375454083701434e-18,3.508869596961057e-14,3.508405852155854e-14,9.513367049291505e-18,9.422021502997074e-18,1.8084553027540176e-11,1.3184593298020628e-15,5.123098150403532e-14,1.4894788832090485e-16,7.584279790583488e-17,1.4367639897116394e-16,8.031078592920743e-25,3.969825659484708e-27,3.977785599550309e-18,3.786287644665163e-23,2.1282311087217423e-28,5.122756627207406e-14,4.158708939963363e-26,2.3555814652440494e-32
9.999999999999999e-11,0.16143252205029063,3.76,0.0,0.6579903234989526,0.9999999999800044,1.6049532980144297e-20,9.358253680748017e-17,2.221049264957712e-10,2.2206212966056306e-10,1.994920426215697e-11,9.425645451293025e-19,3.9838359207412895e-18,4.261069044164353e-14,4.26044443323332e-14,1.2845176961224043e-17,1.2705152347706512e-17,1.9950898017634102e-11,1.601082507895411e-15,5.6518916371480225e-14,1.8104017144572174e-16,9.211716667319095e-17,1.7447917149106535e-16,1.0084564412713203e-24,6.122500416960573e-27,4.817031413504645e-18,5.112487552189618e-23,2.880510249577238e-28,5.651430496907054e-14,5.242178727480386e-26,3.63176768506471e-32
1.309321431252669e-10,0.16143252205029063,3.76,0.0,0.657990323424062,0.9999999999738017,3.5863391902424967e-20,1.6058844582981134e-16,2.908067404453863e-10,2.907336824664625e-10,2.6119249941570937e-11,1.8546253331723802e-18,6.454939143867926e-18,7.273665995645085e-14,7.272283437825996e-14,2.8580698851343375e-17,2.817755388546567e-17,2.6122138890217103e-11,2.7329730386709052e-15,7.400565153009056e-14,3.0987285222095744e-16,1.5732591438027788e-16,2.978509097155385e-16,1.8916430226103215e-24,1.7768515551766195e-26,8.153640528920859e-18,1.1376185885466084e-22,6.435394749374226e-28,7.39953906956445e-14,9.932969999547902e-26,1.0553111329563015e-31
2.115058116965974e-10,0.16143252205562406,3.76,0.0,0.6579903232289832,0.999999999957605,1.5618917873385497e-19,4.235774118844544e-16,4.697648301215815e-10,4.695748982351694e-10,4.218982135672552e-11,6.3128624526596115e-18,1.4680944645259535e-17,1.8906977951331133e-13,1.8901078150821794e-13,1.2283718090970844e-16,1.1989328143398986e-16,4.219731333620455e-11,7.103421981857721e-15,1.195751447521522e-13,8.115958526322645e-16,4.09528173504915e-16,7.743290380543664e-16,6.1485659263896616e-24,1.2877917495531263e-25,2.0705937334663055e-17,4.890492235979049e-22,2.771261055329088e-27,1.1953103960890736e-13,3.294302444494562e-25,7.7993585370109e-31
2.920794802679279e-10,0.16143252206095737,3.76,0.0,0.6579903230339044,0.9999999999413511,4.076164368615803e-19,8.172900862143409e-16,6.487229242404745e-10,6.483611406803434e-10,5.825825496126702e-11,1.4177614222533397e-17,2.4932119839256414e-17,3.600941195978917e-13,3.599421699488751e-13,3.173481230078005e-16,3.073494929677846e-16,5.827249270330608e-11,1.3527854368688164e-14,1.6518064346427852e-13,1.5562581722638854e-15,7.809408489941544e-16,1.47493116758117e-15,1.381850926062757e-23,4.437548274140417e-25,3.8621125392775675e-17,1.2636746506650666e-21,7.158362258180439e-27,1.6506668861032082e-13,7.493688215430783e-25,2.662216010793263e-30
4.5322681741058884e-10,0.1614325220716239,3.76,0.0,0.6579903226437464,0.9999999999086719,1.5764554037383159e-18,2.020653957956206e-15,1.006639147352788e-09,1.0057687930586402e-09,9.038880864395074e-11,4.222231259357297e-17,4.8546373696661423e-17,8.660296981332921e-13,8.654582746252805e-13,1.197893365055782e-15,1.1386976357072288e-15,9.042287591013164e-11,3.252940971505426e-14,2.5656822131130077e-13,3.797734764771617e-15,1.8829815983388303e-15,3.5481521975982963e-15,4.4202731236867116e-23,2.658938258689657e-24,8.889477915374044e-17,4.772046803918503e-21,2.6997391673727267e-26,2.561379868775144e-13,2.4367468754516512e-24,1.594403638067534e-29
5.982594208389837e-10,0.16143252208122358,3.76,0.0,0.657990322292604,0.9999999998790653,3.6135583104983735e-18,3.596502712187868e-15,1.3287638111052865e-09,1.3272478393708965e-09,1.192991942212975e-10,8.235929665412124e-17,7.21291581840258e-17,1.5080561516475119e-12,1.5067703026197398e-12,2.7003825663293673e-15,2.5337156507530278e-15,1.1935825631608858e-10,5.663764325737261e-14,3.3907216319436175e-13,6.690829427535176e-15,3.2854455358103666e-15,6.179872314375941e-15,9.247219911294721e-23,7.638753902695277e-24,1.494386073701728e-16,1.07607642486478e-20,6.083165784185888e-26,3.381021556193009e-13,5.139813908107184e-24,4.5191983534429897e-29
7.432920242673786e-10,0.16143252209082307,3.76,0.0,0.6579903219414611,0.9999999998492737,6.949693888369146e-18,5.668277496373009e-15,1.6508885775356052e-09,1.6485490376055017e-09,1.4820298022397738e-10,1.3751251261405371e-16,9.663085000084462e-17,2.326712744328027e-12,2.3242835142502082e-12,5.108513636143305e-15,4.731468971894277e-15,1.482936822419133e-10,8.737268357031775e-14,4.219016255860948e-13,1.0442112585111455e-14,5.0785449451894234e-15,9.536673472653735e-15,1.66443245939004e-22,1.7621881587183955e-23,2.2278395753692675e-16,2.0363119634795953e-20,1.1504642578300923e-25,4.200663246464403e-13,9.30507855112141e-24,1.0294574909805586e-28
8.883246276957735e-10,0.1614325221004224,3.76,0.0,0.6579903215903177,0.9999999998192969,1.1924366451077228e-17,8.261543141120078e-15,1.9730134929993875e-09,1.969672481466549e-09,1.7710029732828154e-10,2.080709744452324e-16,1.2148925921523534e-16,3.3217976708881334e-12,3.3176996950413157e-12,8.627351715484586e-15,7.890667872337765e-15,1.7722916413883247e-10,1.2472465873506963e-13,5.051304216692458e-13,1.5076686259097522e-14,7.263556366597423e-15,1.3618173225315232e-14,2.712950385335269e-22,3.508397139958824e-23,3.0759370821064516e-16,3.439982229260839e-20,1.9425871464252015e-25,5.020304939588452e-13,1.5232153814036854e-23,2.024824114471093e-28
9.999999999999999e-10,0.16143252211002157,3.76,0.0,0.6579903213199362,0.9999999997960888,1.7124464021397243e-17,1.0631864765982746e-14,2.2210504124719696e-09,2.216817061267076e-09,1.9934697490989675e-10,2.7301531425015246e-16,1.4069936833941458e-16,4.208099034640602e-12,4.202289886665321e-12,1.223916391615096e-14,1.1085333370195165e-14,1.995095841572684e-10,1.5798789244469994e-13,5.695412425532426e-13,1.9265040612239202e-14,9.213899257453192e-15,1.725451149228234e-14,3.7675125217022567e-22,5.571858454817584e-23,3.798573247256003e-16,4.8812518397142515e-20,2.7556332273276536e-25,5.651430557923881e-13,2.1209279090856792e-23,3.1880517797305827e-28
1.0333572311241683e-09,0.16143252211002157,3.76,0.0,0.6579903212391736,0.9999999997891353,1.890885015966628e-17,1.140290623653905e-14,2.295138614008098e-09,2.2906182685600953e-09,2.0599128982299246e-10,2.9420527818506344e-16,1.464490521175406e-16,4.493100545644622e-12,4.48670834403679e-12,1.3470274147231229e-14,1.2168179037683451e-14,2.061647128871485e-10,1.6868332318431757e-13,5.888353982224143e-13,2.0620676529049544e-14,9.841669471859944e-15,1.842397296649311e-14,4.1242250037089544e-22,6.309525343485412e-23,4.0261686858020483e-16,5.372582974948725e-20,3.0327646189091287e-25,5.839946635564267e-13,2.3233132554500463e-23,3.602467006816629e-28
1.323422437980958e-09,0.16143252212921946,3.76,0.0,0.6579903205368826,0.9999999997282579,4.03331100547095e-17,1.942518843205165e-14,2.9393897166747258e-09,2.9319772223922548e-09,2.637548593784121e-10,5.133144860190369e-16,1.9645916179623739e-16,7.363605328450903e-12,7.350390879384554e-12,2.7892118697664453e-14,2.4597873255394524e-14,2.6403604991161367e-10,2.763842010355968e-13,7.579491757105343e-13,3.453045635628073e-14,1.618081018482219e-14,3.0207042793701905e-14,8.228445634998343e-22,1.6477337096074354e-22,6.194843966406177e-16,1.1131121064200415e-19,6.279574401685933e-25,7.479230036068091e-13,4.657560254855676e-23,9.232065641971903e-28
1.6134876448377478e-09,0.1614325221484168,3.76,0.0,0.6579903198345873,0.9999999996666415,7.449684463087906e-17,2.9947091215566694e-14,3.5836424688512863e-09,3.572626678274873e-09,3.214949718063347e-10,7.950254096247773e-16,2.462791310281262e-16,1.0936546259927535e-11,1.0912856198259473e-11,5.007316918449188e-14,4.3136364146912897e-14,3.2190778005211115e-10,4.103942482575623e-13,9.29855620292727e-13,5.2379611340311175e-14,2.410342847650453e-14,4.4882699776063486e-14,1.4407701345067284e-21,3.566645480490911e-22,8.654702217208723e-16,1.9994459984507587e-19,1.1274419200267361e-24,9.118513447969091e-13,8.182348229470988e-23,1.9679612422227675e-27
1.9035528516945376e-09,0.16143252216761367,3.76,0.0,0.6579903191322862,0.9999999996042869,1.251440752992329e-16,4.3191751478804646e-14,4.227897599665114e-09,4.212567457943456e-09,3.792130929362244e-10,1.1392178152778206e-15,2.959503528928225e-16,1.5210150082900284e-11,1.5171498094257848e-11,8.180132512917023e-14,6.884243065789701e-14,3.79779994669193e-10,5.706286843637885e-13,1.1052000906765957e-12,7.438728731543845e-14,3.3615793303964546e-14,6.244758653437523e-14,2.3116137507843996e-21,6.826702987027707e-22,1.1338604546357003e-15,3.2682421203197145e-19,1.8421543983251935e-24,1.0757796871260454e-12,1.31603887734505e-22,3.721284744327253e-27
2.1936180585513273e-09,0.16143252218681,3.76,0.0,0.6579903184299776,0.9999999995411947,1.963139724248972e-16,5.937756403951785e-14,4.872155956063966e-09,4.851800367560785e-09,4.369107909990977e-10,1.5457051044501637e-15,3.4561007244531714e-16,2.0182676854214186e-11,2.012376481022068e-11,1.2482551662797522e-13,1.026180617404469e-13,4.376527832487014e-10,7.570052862130935e-13,1.2846147416395386e-12,1.0076799251560536e-13,4.472237981999373e-14,8.289840924104975e-14,3.479935060953126e-21,1.196014614195349e-21,1.4197903225988812e-15,4.990118781393935e-19,2.8117271260298424e-24,1.2397080305935945e-12,1.9849441644693415e-22,6.4560353117896224e-27
