Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6)
9.533995388887499e-08,0.25409399964039714,3.76,0.0,0.7635219888933025,0.9999921542460654,5.569348210868052e-08,3.402325781427638e-07,3.707597715809044e-05,2.830929922937628e-05,4.581546671118495e-06,1.55874908983174e-10,2.7543143639561088e-12,4.874616297994283e-06,3.880463927512557e-06,2.5512646183001248e-06,2.164738646177575e-07,1.0297186757898048e-06,2.2271517610147962e-08,1.1724007323573705e-06,3.278270733612129e-07
9.620411007291376e-08,0.25409401681310856,3.76,0.0,0.7635215762917186,0.9999920257813707,5.758901140579003e-08,3.484167325475415e-07,3.744748436234756e-05,2.8514871173407395e-05,4.678727795613787e-06,1.5829745731930848e-10,2.775500518882835e-12,4.945496955697739e-06,3.930233125298946e-06,2.610801179344908e-06,2.1938336800157555e-07,1.039405193093128e-06,2.2811830449928653e-08,1.2013296076071238e-06,3.356067135549179e-07
9.706826625695252e-08,0.25409403401995945,3.76,0.0,0.7635211624433925,0.9999918963817621,5.952990082745978e-08,3.567118023699845e-07,3.7819747742774936e-05,2.871965353299358e-05,4.777147526993584e-06,1.6073173577467806e-10,2.796623298548635e-12,5.016611250277906e-06,3.980032603583578e-06,2.6710967907169254e-06,2.2229550359072254e-07,1.049099777471958e-06,2.3360520532165065e-08,1.2306767614626397e-06,3.4348833266303023e-07
9.793242244099128e-08,0.2540940512609676,3.76,0.0,0.7635207473453347,0.9999917660497853,6.151676121338335e-08,3.6511795149057285e-07,3.8192767964865985e-05,2.892364934024981e-05,4.876808815886894e-06,1.6317760447575005e-10,2.8176828650936997e-12,5.087954335593394e-06,4.029858884775812e-06,2.7321518972937707e-06,2.2521005003053388e-07,1.0588024548838706e-06,2.3917627515898214e-08,1.260443556907266e-06,3.5147199833516766e-07
9.879657862503004e-08,0.25409406853614674,3.76,0.0,0.7635203309946397,0.9999916347879853,6.355020431518712e-08,3.736353343068459e-07,3.8566545637479274e-05,2.912686161564695e-05,4.977714529486303e-06,1.6563492451472324e-10,2.8386793804026387e-12,5.1595214150835104e-06,4.0797085566549235e-06,2.7939668902249667e-06,2.2812678887178281e-07,1.0685132507296323e-06,2.4483190446160407e-08,1.2906313283544038e-06,3.59557769162477e-07
9.966073480906881e-08,0.2540940858455081,3.76,0.0,0.7635199133885031,0.9999915025989036,6.563084301757801e-08,3.82264094970367e-07,3.8941081297675045e-05,2.932929336711899e-05,5.079867434328874e-06,1.6810355801372488e-10,2.859613006076431e-12,5.231307745644379e-06,4.129578282647564e-06,2.856542097546068e-06,2.3104551034897968e-07,1.0782321898091946e-06,2.5057247935970272e-08,1.3212413794011434e-06,3.677456938333906e-07
9.999999999999998e-08,0.25409410318906234,3.76,0.0,0.7635197490937667,0.9999914504489247,6.64607310876786e-08,3.856821976005075e-07,3.908833021528175e-05,2.940855476661586e-05,5.120313890756882e-06,1.690757991313329e-10,2.8678143296734874e-12,5.259549759921974e-06,4.149161758354566e-06,2.8813168180869395e-06,2.321918894701794e-07,1.0820500482473508e-06,2.5284951614071453e-08,1.3333745111252518e-06,3.709881832891102e-07
1.0052489099310757e-07,0.25409410318906234,3.76,0.0,0.7635194945242094,0.9999913694850816,6.775929106865311e-08,3.910043680818149e-07,3.931637542117509e-05,2.9530947590615204e-05,5.183270208666616e-06,1.7058336807843784e-10,2.8804839034439795e-12,5.303308634480844e-06,4.179464792367682e-06,2.919877793087358e-06,2.3396601182902964e-07,1.0879592963598803e-06,2.563983776310191e-08,1.35227498478329e-06,3.760358119147529e-07
1.0138904717714633e-07,0.2540941205668185,3.76,0.0,0.7635190743991046,0.9999912354490587,6.993616260077823e-08,3.998562801194323e-07,3.969242844725948e-05,2.9731827271506893e-05,5.2879254710607555e-06,1.7307421868971997e-10,2.9012922336000726e-12,5.375519432249998e-06,4.229364863149567e-06,2.9839742135360534e-06,2.3688808997591462e-07,1.0976945941367164e-06,2.6230996481021908e-08,1.3837333944797753e-06,3.8442815543521605e-07
1.022532033611851e-07,0.25409413797878255,3.76,0.0,0.7635186530105942,0.9999911004933728,7.216207214038162e-08,4.088199494734641e-07,4.006924077926293e-05,2.9931935384679382e-05,5.393835780681657e-06,1.7557597469757903e-10,2.922038157408879e-12,5.447935532828322e-06,4.279275320929316e-06,3.048831557462839e-06,2.398115392806326e-07,1.1074381064146145e-06,2.6830759744365328e-08,1.4156178338194028e-06,3.9292274890669325e-07
1.0311735954522386e-07,0.254094155424956,3.76,0.0,0.7635182303561769,0.9999909646205594,7.443763511101226e-08,4.178954849079574e-07,4.044681275590738e-05,3.0131274892942044e-05,5.501003604380053e-06,1.7808850194058308e-10,2.9427218354584436e-12,5.520552380824235e-06,4.329193061508645e-06,3.1144499656458064e-06,2.4273616105359163e-07,1.1171898559011145e-06,2.743916295549859e-08,1.4479294990212265e-06,4.015196076074926e-07
1.0398151572926262e-07,0.25409417290533926,3.76,0.0,0.763517806433458,0.9999908278331524,7.676346798335206e-08,4.2708298494409044e-07,4.0825144638881435e-05,3.0329848746205374e-05,5.609431302750622e-06,1.806116673027155e-10,2.96334342803277e-12,5.593365474851879e-06,4.3791150582743585e-06,3.1808295141727865e-06,2.456617689482792e-07,1.1269498647001488e-06,2.8056241187293302e-08,1.480669555348864e-06,4.102187369102389e-07
1.0484567191330139e-07,0.2540941904199335,3.76,0.0,0.7635173812401139,0.9999906901336828,7.914018765067823e-08,4.3638253961338536e-07,4.120423664393547e-05,3.0527659883085756e-05,5.719121166010933e-06,1.8314533858655537e-10,2.9839030951523e-12,5.66637035927985e-06,4.4290383384252175e-06,3.2479702366120907e-06,2.4858818003617344e-07,1.1367181544099005e-06,2.8682028363803775e-08,1.5138391421158168e-06,4.190201342420463e-07
1.0570982809734015e-07,0.2540942079687376,3.76,0.0,0.7635169547738554,0.9999905515246814,8.156841084347966e-08,4.457942323398285e-07,4.158408897385215e-05,3.072471123291823e-05,5.830075451633518e-06,1.8568938436259616e-10,3.0044009966320867e-12,5.739562614974925e-06,4.4789599595580295e-06,3.3158721454162586e-06,2.5151520323852224e-07,1.1464947462297125e-06,2.9316557083636574e-08,1.5474393781411387e-06,4.2792379115407447e-07
1.0657398428137891e-07,0.2540942255517459,3.76,0.0,0.7635165270324624,0.9999904120086766,8.404875467386985e-08,4.5531813830031786e-07,4.196470178690506e-05,3.092100571409393e-05,5.942296348278519e-06,1.8824367409505882e-10,3.0248372920351133e-12,5.812937867261657e-06,4.528877032281004e-06,3.3845352109689477e-06,2.5444264991558313e-07,1.15627966086732e-06,2.9959859317440363e-08,1.5814713570077556e-06,4.369296914905989e-07
1.0743814046541768e-07,0.25409424316895024,3.76,0.0,0.7635160980138159,0.9999902715881938,8.65818371030676e-08,4.649543229386497e-07,4.234607516872482e-05,3.111654623245614e-05,6.055785943623537e-06,1.908080782605022e-10,3.0452121406247254e-12,5.886491793276026e-06,4.5787867404766e-06,3.453959342923764e-06,2.57370343340468e-07,1.1660729184540808e-06,3.061196689986607e-08,1.6159361427327878e-06,4.460378097358377e-07
1.0830229664945644e-07,0.25409426082034176,3.76,0.0,0.7635156677158896,0.9999901302657562,8.916827675728494e-08,4.747028424128071e-07,4.272820914094851e-05,3.1311335681609834e-05,6.170546234230348e-06,1.9338246831996686e-10,3.0655257013694154e-12,5.960220120008877e-06,4.628686335357069e-06,3.524144395839726e-06,2.6029811568516756e-07,1.175874538569184e-06,3.127291124910639e-08,1.6508347710081247e-06,4.5524811151642125e-07
1.091664528334952e-07,0.2540942785059111,3.76,0.0,0.7635152361367125,0.9999899880438855,9.180869235702776e-08,4.845637452617995e-07,4.3111103691735903e-05,3.1505376944525944e-05,6.28657916049932e-06,1.9596671659446975e-10,3.0857781329853297e-12,6.034118616351848e-06,4.678573113361703e-06,3.595090189681815e-06,2.632257980040599e-07,1.1856845403332088e-06,3.194272276053103e-08,1.686168253982349e-06,4.645605554561027e-07
1.1003060901753396e-07,0.2540942962256472,3.76,0.0,0.7635148032743573,0.9999898449251008,9.450370244937286e-08,4.945370732285135e-07,4.3494758788563504e-05,3.169867289437614e-05,6.403886621529365e-06,1.9856069620123805e-10,3.1059695939593356e-12,6.108183089116157e-06,4.728444405834144e-06,3.6667965193102266e-06,2.661532169284886e-07,1.1955029424545476e-06,3.262143066759535e-08,1.7219375826308142e-06,4.73975094083049e-07
1.1089476520157273e-07,0.254094313979536,3.76,0.0,0.7635143691269587,0.9999897009119197,9.725392567773844e-08,5.046228604630078e-07,4.3879174360526286e-05,3.1891226393732906e-05,6.522470455112781e-06,2.0116428111412077e-10,3.1261002425264804e-12,6.182409386895793e-06,4.778297590572123e-06,3.7392631437291753e-06,2.6908020161436757e-07,1.2053297631843053e-06,3.330906349744888e-08,1.7581437244490676e-06,4.834916729333272e-07
1.1175892138561149e-07,0.2540943317675605,3.76,0.0,0.7635139336927372,0.9999895560068569,1.0005998114435205e-07,5.148211323843769e-07,4.4264350276632035e-05,3.208304029335184e-05,6.642332412891269e-06,2.0377734625376024e-10,3.146170236633978e-12,6.256793405687888e-06,4.828130107626249e-06,3.8124897715042753e-06,2.72006590865977e-07,1.2151650202514074e-06,3.4005649504417415e-08,1.7947876201377667e-06,4.931102292809269e-07
1.1262307756965025e-07,0.25409434958970245,3.76,0.0,0.7635134969699984,0.9999894102124239,1.0292248836901534e-07,5.251319057018507e-07,4.465028634801478e-05,3.2274117432052854e-05,6.7634741626227215e-06,2.063997674922294e-10,3.1661797339340805e-12,6.331331088998808e-06,4.877939459218225e-06,3.886476060962835e-06,2.749322311231055e-07,1.225008730862715e-06,3.4711216561978245e-08,1.8318701836123116e-06,5.028306921639565e-07
1.1348723375368902e-07,0.25409436744594366,3.76,0.0,0.7635130589571063,0.9999892635311307,1.0584206688123054e-07,5.355551895993604e-07,4.503698235011342e-05,3.246446063785083e-05,6.885897313521864e-06,2.0903142156498128e-10,3.1861288918137316e-12,6.406018422205235e-06,4.927723194011862e-06,3.961221634793848e-06,2.778569688818667e-07,1.2348609117694536e-06,3.542579171715904e-08,1.8693923053981197e-06,5.126529837031147e-07
1.1435138993772778e-07,0.2540943853362646,3.76,0.0,0.7635126196524653,0.9999891159654847,1.0881933586128896e-07,5.460909868452881e-07,4.542443803982763e-05,3.265407272909705e-05,7.009603436278114e-06,2.1167218598434166e-10,3.206017867426637e-12,6.480851427156108e-06,4.977478892796596e-06,4.036726093224573e-06,2.807806467145714e-07,1.2447215793300033e-06,3.614940093779363e-08,1.907354855836547e-06,5.225770203290188e-07
1.1521554612176654e-07,0.2540944032606423,3.76,0.0,0.7635121790545355,0.9999889675179909,1.1185491434639225e-07,5.567392931828339e-07,4.581265314014586e-05,3.284295651385828e-05,7.134594045869178e-06,2.143219390859318e-10,3.2258468176754056e-12,6.555826165145995e-06,5.02720417763552e-06,4.112989005492496e-06,2.837031101140441e-07,1.254590749475275e-06,3.6882069505740276e-08,1.9457586833137946e-06,5.326027120927078e-07
1.160797023058053e-07,0.2540944212190504,3.76,0.0,0.7635117371618694,0.9999888181911516,1.1494942177809598e-07,5.675000955736706e-07,4.62016273093888e-05,3.3031114787993444e-05,7.260870566025066e-06,2.1698056016992192e-10,3.2456158991537297e-12,6.6309387456498815e-06,5.076896736036421e-06,4.190009887594922e-06,2.866242160011251e-07,1.2644684376082479e-06,3.762382258853032e-08,1.9846046091315727e-06,5.427299607095009e-07
1.1694385848984407e-07,0.25409443921146463,3.76,0.0,0.7635112939730863,0.9999886679874659,1.1810347764068945e-07,5.783733732518474e-07,4.659136016215927e-05,3.3218550336167486e-05,7.388434353023809e-06,2.196479294224202e-10,3.265325268173145e-12,6.706185321292247e-06,5.12655430678779e-06,4.2677882154405776e-06,2.8954382492591436e-07,1.2743546586631553e-06,3.837468481583374e-08,2.0238934305323576e-06,5.529586607335499e-07
1.1780801467388283e-07,0.2540944572378585,3.76,0.0,0.7635108494868489,0.9999885169094307,1.2131770103301144e-07,5.893590989935158e-07,4.698185129174914e-05,3.3405265933093806e-05,7.517286721453759e-06,2.2232392781956387e-10,3.2849750807964104e-12,6.781562081759745e-06,5.176174663260027e-06,4.3463234403076226e-06,2.924617941180095e-07,1.2842494271769024e-06,3.9134679860798595e-08,2.063625924348203e-06,5.632887009678269e-07
1.186721708579216e-07,0.25409447529820395,3.76,0.0,0.7635104037018632,0.9999883649595405,1.2459271062134628e-07,6.004572392533014e-07,4.7373100268917655e-05,3.359126434364494e-05,7.64742894322202e-06,2.2500843711775082e-10,3.3045654928395483e-12,6.857065253190741e-06,5.225755612364204e-06,4.4256149897743275e-06,2.9537797963894466e-07,1.2941527572964644e-06,3.990383051313799e-08,2.1038028473775534e-06,5.737199646072948e-07
1.1953632704196036e-07,0.25409449339247026,3.76,0.0,0.7635099566168997,0.999988212140287,1.2792912492037621e-07,6.116677533025553e-07,4.7765106623260196e-05,3.377654832194537e-05,7.77886222648038e-06,2.2770133992094288e-10,3.3240966598451853e-12,6.932691102414195e-06,5.275295006918339e-06,4.505662256258769e-06,2.9829224355358615e-07,1.3040646627297922e-06,4.068215908822639e-08,2.1444249338766163e-06,5.842523282716579e-07
1.2040048322599913e-07,0.25409451152062495,3.76,0.0,0.7635095082308037,0.9999880584541587,1.3132756246857685e-07,6.229905926619403e-07,4.8157869833585944e-05,3.396112061073779e-05,7.911587704430314e-06,2.3040251972668751e-10,3.3435687370629967e-12,7.008435939792337e-06,5.324790753675509e-06,4.5864645896233995e-06,3.012044561575917e-07,1.3139851567132254e-06,4.1469687632959197e-08,2.1854928938958577e-06,5.948856613709431e-07
1.212646394100379e-07,0.25409452968263524,3.76,0.0,0.7635090585424837,0.9999879039036411,1.3478864165026693e-07,6.344257015905289e-07,4.855138933908321e-05,3.414498394180829e-05,8.045606447799732e-06,2.331118608915705e-10,3.3629818794595772e-12,7.084296116954598e-06,5.374240806907499e-06,4.6680213031669975e-06,3.041144908038761e-07,1.3239142520385984e-06,4.22664377062622e-08,2.227007414666553e-06,6.056198266499931e-07
1.221287955940767e-07,0.2540945478784672,3.76,0.0,0.7635086075508923,0.999987748491217,1.383129803762646e-07,6.459730180185053e-07,4.8945664555805066e-05,3.4328141036876494e-05,8.180919483788011e-06,2.358292485617019e-10,3.3823362417416834e-12,7.160268022359917e-06,5.42364315622055e-06,4.7503316849198475e-06,3.0702221871156803e-07,1.3338519611055288e-06,4.307243006143191e-08,2.26896916327254e-06,6.164546812237296e-07
1.2299295177811546e-07,0.2540945661080861,3.76,0.0,0.763508155255024,0.999987592219367,1.419011959555615e-07,6.576324739238441e-07,4.93406948790954e-05,3.451059460794017e-05,8.317527799367471e-06,2.385545686448485e-10,3.4016319783644395e-12,7.236348079535622e-06,5.472995822324516e-06,4.833395001530517e-06,3.099275104266889e-07,1.3437982959423276e-06,4.3887684629280934e-08,2.31137878771752e-06,6.273900769872952e-07
1.2385710796215424e-07,0.2540945843714543,3.76,0.0,0.7635077016539277,0.9999874350905673,1.4555390529121806e-07,6.69403994736382e-07,4.97364796701501e-05,3.469234735665084e-05,8.455432326142833e-06,2.4128770785675015e-10,3.420869243513013e-12,7.312532750005445e-06,5.52229686568232e-06,4.917210490239806e-06,3.128302412351715e-07,1.3537532681720558e-06,4.471222081684663e-08,2.354236915190426e-06,6.384258599456718e-07
1.2472126414619302e-07,0.25409460266853245,3.76,0.0,0.7635072467467243,0.9999872771072927,1.4927172513266767e-07,6.812874985509278e-07,5.013301824326132e-05,3.487340197347704e-05,8.594633925452241e-06,2.4402855378320047e-10,3.440048191077985e-12,7.38881853716693e-06,5.571544397390872e-06,5.001777348835464e-06,3.157302938740596e-07,1.363716888967673e-06,4.554605778481844e-08,2.397544149775561e-06,6.495618693353516e-07
1.255854203302318e-07,0.25409462099928115,3.76,0.0,0.7635067905325933,0.9999871182720137,1.530552719195228e-07,6.932828965477954e-07,5.053030987593872e-05,3.5053761138052316e-05,8.735133399605915e-06,2.467769948510158e-10,3.4591689746627513e-12,7.465201984370008e-06,5.62073657378636e-06,5.087094740699351e-06,3.1862755345713146e-07,1.373689169075195e-06,4.638921425784538e-08,2.4413010736376043e-06,6.607979380912675e-07
1.2644957651427057e-07,0.25409463936366133,3.76,0.0,0.7635063330107454,0.9999869585871979,1.5690516125157108e-07,7.053900945580859e-07,5.092835383381724e-05,3.523342752068872e-05,8.876931520891515e-06,2.4953292021038346e-10,3.4782317476234245e-12,7.5416796674427485e-06,5.669871576131064e-06,5.173161813609194e-06,3.2152190136818044e-07,1.3836701189015893e-06,4.72417080371278e-08,2.4855082515111604e-06,6.721338945817182e-07
1.2731373269830935e-07,0.25409465776163,3.76,0.0,0.7635058741804365,0.9999867980553103,1.6082200807864535e-07,7.176089924979629e-07,5.132714935753507e-05,3.54124037818021e-05,9.020029016851073e-06,2.522962197780812e-10,3.4972366630525815e-12,7.618248197443273e-06,5.71894761872135e-06,5.2599776922044835e-06,3.2441322084918e-07,1.3936597484826957e-06,4.8103556282249254e-08,2.5301662290613147e-06,6.835695619725549e-07
1.2817788888234812e-07,0.2540946761931436,3.76,0.0,0.7635054140409844,0.9999866366788127,1.648064269389537e-07,7.299394836405934e-07,5.172669564820666e-05,3.559069257114823e-05,9.164426553714316e-06,2.5506678429420305e-10,3.5161838737568403e-12,7.694904224236268e-06,5.767962959282952e-06,5.34754146835398e-06,3.2730140189535154e-07,1.4036580674417548e-06,4.8974775835079656e-08,2.5752755307655883e-06,6.951047574099628e-07
1.290420450663869e-07,0.2540946946581572,3.76,0.0,0.7635049525917674,0.9999864744601633,1.6885903194682137e-07,7.423814546176987e-07,5.212699186873326e-05,3.576829652776247e-05,9.310124737668644e-06,2.5784450532446296e-10,3.535073532253124e-12,7.771644436581896e-06,5.816915899405581e-06,5.435852200781292e-06,3.3018633957027507e-07,1.4136650849889653e-06,4.985538322268124e-08,2.620836659892489e-06,7.06739292017976e-07
1.2990620125042567e-07,0.2540947131566259,3.76,0.0,0.7635044898322083,0.999986311401817,1.72980436551551e-07,7.549347861071528e-07,5.252803715732741e-05,3.5945218280588986e-05,9.457124130204531e-06,2.6062927521008266e-10,3.5539057907842016e-12,7.848465558904753e-06,5.865804775623569e-06,5.52490892335598e-06,3.3306792877223317e-07,1.423680809959822e-06,5.074539439690284e-08,2.6668501004612036e-06,7.184729716612505e-07
1.3077035743446445e-07,0.25409473168850344,3.76,0.0,0.7635040257617672,0.9999861475062255,1.7717125335311682e-07,7.675993533703303e-07,5.2929830635428875e-05,3.612146044898494e-05,9.60542525742055e-06,2.6342098702794794e-10,3.572680801331497e-12,7.925364348752379e-06,5.914627952603051e-06,5.614710651402761e-06,3.3594606262720656e-07,1.4337052508451573e-06,5.164482457544501e-08,2.713316318776075e-06,7.303055975388254e-07
1.3163451361850323e-07,0.2540947502537422,3.76,0.0,0.7635035603799455,0.9999859827758376,1.8143209415240661e-07,7.803750261005893e-07,5.333237140154153e-05,3.629702564255036e-05,9.755028603363299e-06,2.6621953460255914e-10,3.5913987156095616e-12,8.002337597561926e-06,5.963383825774383e-06,5.705256379238971e-06,3.3882063618954664e-07,1.4437384157823653e-06,5.255368837770106e-08,2.760235762977619e-06,7.422369660082957e-07
1.32498669802542e-07,0.25409476885229276,3.76,0.0,0.7635030936862996,0.9999858172130982,1.8576357010733974e-07,7.932616679458082e-07,5.3735658521056525e-05,3.6471916460618905e-05,9.905934598483281e-06,2.690248125434149e-10,3.610059685050729e-12,8.079382133020787e-06,6.012070828382201e-06,5.7965450736330765e-06,3.416915500777091e-07,1.453780312528103e-06,5.3472000063039346e-08,2.8076088616484248e-06,7.542668680469317e-07
1.3336282598658078e-07,0.25409478748410497,3.76,0.0,0.7635026256804407,0.9999856508204491,1.9016629176254642e-07,8.062591363868285e-07,5.4139691025434104e-05,3.6646135492073305e-05,1.0058143618434574e-05,2.7183671625664773e-10,3.6286638607979036e-12,8.156494819752976e-06,6.060687433687925e-06,5.888575671786338e-06,3.4455870927424305e-07,1.4638309484508637e-06,5.439977358958333e-08,2.8554360234352823e-06,7.663950891104311e-07
1.3422698217061956e-07,0.2540948061491283,3.76,0.0,0.7635021563620242,0.9999854836003287,1.9464086888019918e-07,8.193672832176909e-07,5.4544467921929534e-05,3.681968531578025e-05,1.0211655995076755e-05,2.7465514191019555e-10,3.647211393715131e-12,8.233672557069157e-06,6.109232148750267e-06,5.981347087118089e-06,3.4742201918499897e-07,1.4738903305577245e-06,5.5337022425489096e-08,2.9037176384162727e-06,7.786214096654169e-07
1.3509113835465833e-07,0.2540948248473114,3.76,0.0,0.7635016857307387,0.9999853155551716,1.9918791022578813e-07,8.325859551777166e-07,5.4949988203154165e-05,3.699256850120026e-05,1.0366472027704128e-05,2.774799863863492e-10,3.66570243440366e-12,8.310912275949404e-06,6.157703506169117e-06,6.0748582169127704e-06,3.502813837246853e-07,1.4839584655298497e-06,5.62837593385757e-08,2.9524540799139817e-06,7.909456058903501e-07
1.359552945386971e-07,0.25409484357860135,3.76,0.0,0.763501213786312,0.9999851466874092,2.0380802359831406e-07,8.459149938593943e-07,5.5356250841642064e-05,3.71647876082717e-05,1.052259197726489e-05,2.80311147289301e-10,3.6841371331976814e-12,8.388210939532e-06,6.2061000660252625e-06,6.169107940496059e-06,3.531367089265257e-07,1.4940353597170096e-06,5.723999651850601e-08,3.0016457042150765e-06,8.033674495643505e-07
1.3681945072273589e-07,0.2540948623429436,3.76,0.0,0.763500740528525,0.9999849769994699,2.0850181605030718e-07,8.593542350334664e-07,5.576325477665865e-05,3.733634518668606e-05,1.0680016051244524e-05,2.831485229981553e-10,3.702515640142392e-12,8.465565546457226e-06,6.254420425862683e-06,6.264095109976119e-06,3.5598790687532446e-07,1.504121019098948e-06,5.820574590349319e-08,3.0512928485978873e-06,8.15886707305072e-07
1.3768360690677466e-07,0.25409488114028295,3.76,0.0,0.7635002659572124,0.999984806493777,2.1326989390976414e-07,8.729035085506902e-07,5.617099891527095e-05,3.7507243775730015e-05,1.0838744404445451e-05,2.8599201267672846e-10,3.720838104987635e-12,8.542973131434518e-06,6.302663222429408e-06,6.359818548660572e-06,3.5883489305440927e-07,1.5142154492793158e-06,5.918101920337447e-08,3.101395831024295e-06,8.285031404549459e-07
1.3854776309081344e-07,0.2540948999705653,3.76,0.0,0.7634997900722372,0.9999846351727515,2.1811286238590368e-07,8.865626395031467e-07,5.6579482153810836e-05,3.7677485905421204e-05,1.0998777163613139e-05,2.888415161861447e-10,3.73910467721854e-12,8.620430759668492e-06,6.350827115877046e-06,6.45627706572275e-06,3.6167757954793735e-07,1.5243186555511084e-06,6.016582742111167e-08,3.1519549534823417e-06,8.412165063765743e-07
1.3941191927485221e-07,0.2540949188337333,3.76,0.0,0.763499312873497,0.9999844630388105,2.2303132560495026e-07,9.003314481230584e-07,5.698870337184316e-05,3.78470740963967e-05,1.116011442104294e-05,2.91696934092546e-10,3.7573155060519084e-12,8.69793552737007e-06,6.39891079171477e-06,6.553469454358952e-06,3.6451587923014655e-07,1.5344306428907952e-06,6.116018097684499e-08,3.202970501685441e-06,8.540265583324693e-07
1.40276075458891e-07,0.2540949377297296,3.76,0.0,0.7634988343609357,0.9999842900943678,2.2802588671967674e-07,9.142097494504814e-07,5.739866142276339e-05,3.801601085954513e-05,1.1322756224161278e-05,2.945581676932879e-10,3.775470740424463e-12,8.775484563425434e-06,6.446912966213691e-06,6.651394486751512e-06,3.673497101310361e-07,1.5445514159391368e-06,6.216408993416717e-08,3.254442744092886e-06,8.669330451034135e-07
1.4114023164292977e-07,0.25409495665849546,3.76,0.0,0.763498354534543,0.9999841163418324,2.3309714794605924e-07,9.281973532018298e-07,5.7809355132248385e-05,3.818429869582224e-05,1.1486702573559983e-05,2.974251190287682e-10,3.793570528985769e-12,8.85307503011649e-06,6.494832388829079e-06,6.750050911830678e-06,3.701789947475892e-07,1.554680978993262e-06,6.3177564079431e-08,3.3063719315061926e-06,8.799357108342496e-07
1.4233051603870564e-07,0.2540949827844283,3.76,0.0,0.7634976914729869,0.9999838756973009,2.402089671624327e-07,9.476424093022445e-07,5.83762448869458e-05,3.84150396166104e-05,1.1714657323967689e-05,3.0138322598388723e-10,3.818410578693781e-12,8.960010417631676e-06,6.560698622864681e-06,6.8871349472636105e-06,3.7406844868636736e-07,1.5686477875634016e-06,6.458919652837312e-08,3.3786475216124633e-06,8.980025117218502e-07
1.4352080043448152e-07,0.25409500897226306,3.76,0.0,0.7634970259190493,0.9999836335304825,2.474690109263959e-07,9.672939395904482e-07,5.894452490735146e-05,3.8644560588577096e-05,1.1945086803474341e-05,3.0535174440848e-10,3.843146103980982e-12,9.067011852338482e-06,6.6264024331877775e-06,7.0256008095232885e-06,3.779489283435967e-07,1.5826312895824656e-06,6.601901679780723e-08,3.4517910392196694e-06,9.162505986667953e-07
1.447110848302574e-07,0.25409503522184085,3.76,0.0,0.7634963578730484,0.9999833898476387,2.5487884262715304e-07,9.871514016761365e-07,5.951419195206296e-05,3.8872868058460314e-05,1.2177990674420391e-05,3.0933042492144497e-10,3.867777490704283e-12,9.174072209387767e-06,6.691940807169866e-06,7.1654450627761e-06,3.8182023731497627e-07,1.5966314933239148e-06,6.746704628467893e-08,3.5258029877738926e-06,9.346792647649934e-07
1.4590136922603328e-07,0.2540950615329981,3.76,0.0,0.7634956873354374,0.9999831446550183,2.624400214648496e-07,1.0072142362868475e-06,6.008524270945159e-05,3.909996843904273e-05,1.2413368465596884e-05,3.1331902065771166e-10,3.8923051237183976e-12,9.281184473908686e-06,6.75731082747219e-06,7.306664209853173e-06,3.8568218808866057e-07,1.6106484059485537e-06,6.893330494392378e-08,3.600683813513937e-06,9.532877888810866e-07
1.4709165362180915e-07,0.2540950879055703,3.76,0.0,0.7634950143068007,0.999982897958855,2.7015410234638774e-07,1.0274818674760097e-06,6.065767380138193e-05,3.932586810910552e-05,1.2651219576279313e-05,3.173172872610479e-10,3.9167293868653445e-12,9.388341740409153e-06,6.822509672056837e-06,7.449254692285275e-06,3.8953459836092574e-07,1.6246820335139563e-06,7.041781131092754e-08,3.676433905958056e-06,9.720754358449553e-07
1.4828193801758503e-07,0.2540951143393891,3.76,0.0,0.7634943387878507,0.9999826497653693,2.780226357467005e-07,1.0479537030435657e-06,6.123148178458603e-05,3.955057341377614e-05,1.2891543278500038e-05,3.2132498285327695e-10,3.941050662980496e-12,9.495537210876181e-06,6.887534610617003e-06,7.593212893525164e-06,3.9337729288424624e-07,1.6387323809973777e-06,7.192058255619094e-08,3.7530535990734776e-06,9.91041456891308e-07
1.494722224133609e-07,0.2540951408342846,3.76,0.0,0.7634936607794252,0.9999824000807674,2.860471675932254e-07,1.0686291347900577e-06,6.180666315390074e-05,3.97740906645504e-05,1.313433872075598e-05,3.253418680227345e-10,3.965269333884777e-12,9.602764193917306e-06,6.952383003689001e-06,7.738535139813313e-06,3.9721010109595834e-07,1.652799452307995e-06,7.344163447413948e-08,3.8305431719066344e-06,1.0101850899100176e-06
1.5066250680913678e-07,0.2540951673900837,3.76,0.0,0.763492980282484,0.9999821489112406,2.942292391323394e-07,1.089507538930589e-06,6.238321434434906e-05,3.9996426139647456e-05,1.3379604930995116e-05,3.293677057934279e-10,3.989385780391193e-12,9.710016102871125e-06,7.017052299051182e-06,7.885217703424408e-06,4.010328582832267e-07,1.666883250309561e-06,7.49809815254552e-08,3.908902849739514e-06,1.0295055598790887e-06
