Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6)
3.1163771469144306e-15,0.254092286212815,3.76,0.0,0.7635613338967268,0.9999999999999671,8.608715096870007e-36,7.613723731015365e-28,1.1356244521895559e-12,1.1356244416849488e-12,3.291995722675676e-14,5.101456909186596e-26,6.672678983042809e-25,1.0504671150343815e-20,1.0503888716530293e-20,3.299755969322464e-28,3.306557849953158e-28,3.29199572523207e-14,2.634705206716964e-23,1.2756004529131916e-28,1.3979343505500098e-21
6.2330924790862585e-15,0.2540922862128673,3.76,0.0,0.7635613338955581,0.9999999999999342,7.221164873321047e-35,3.203218884261031e-27,2.271372140887265e-12,2.2713720988654162e-12,6.58434868323404e-14,2.040803200634584e-25,2.6692743266625153e-24,4.202088174940893e-20,4.201897276955554e-20,2.640055332365837e-27,2.642774325431483e-27,6.58434869358256e-14,1.0539677585070761e-22,1.0205426226090293e-27,2.796022036956271e-21
1.2466523143429914e-14,0.25409228621297175,3.76,0.0,0.7635613338932208,0.9999999999998683,6.310893634281957e-34,1.4073300298485977e-26,4.542867518273057e-12,4.542867350178826e-12,1.3169054588517215e-13,8.16397986042673e-25,1.0677415807425713e-23,1.6808791532677728e-19,1.6808271726237142e-19,2.1121443782953852e-26,2.113228851776601e-26,1.31690546301569e-13,4.216041808675008e-22,8.164589753232203e-27,5.592203256406836e-21
2.4933384472117226e-14,0.25409228621318075,3.76,0.0,0.7635613338885461,0.9999999999997367,5.902754857176607e-33,6.637377703648611e-26,9.085858273006146e-12,9.085857600615557e-12,2.6338466335751543e-13,3.266006285361219e-24,4.27096044187079e-23,6.72360389917197e-19,6.723444427314215e-19,1.6897553635235444e-25,1.6901840937438564e-25,2.6338466502799067e-13,1.6864504125289396e-21,6.531770876203722e-26,1.1184595696619915e-20
4.986710712949185e-14,0.25409228621359864,3.76,0.0,0.7635613338791967,0.9999999999994733,6.088547907331898e-32,3.461340481106661e-25,1.817183978231833e-11,1.8171837092728793e-11,5.267728957690961e-13,1.3066941103927423e-23,1.7083273383874707e-22,2.6894586321904762e-18,2.6894042870940794e-18,1.351819939156154e-24,1.3519833248653935e-24,5.26772902460577e-13,6.7458652970009635e-21,5.22545563282455e-25,2.236955350034906e-20
9.97345524442411e-14,0.25409228621443464,3.76,0.0,0.763561333860498,0.9999999999989465,7.05693963761618e-31,2.029636023924443e-24,3.634380280032673e-11,3.634379204191521e-11,1.0535493504612309e-12,5.2290292197193993e-23,6.832750441738439e-22,1.0757865595902153e-17,1.075766512944507e-17,1.0814617367318794e-23,1.0815141189832989e-23,1.053549377244748e-12,2.6983558627737223e-20,4.180378962653708e-24,4.4740584145093686e-20
1.994694430737396e-13,0.2540922862161065,3.76,0.0,0.7635613338231004,0.9999999999978929,9.14329043851768e-30,1.3279313697874565e-23,7.268772883387964e-11,7.268768580013509e-11,2.10710221933258e-12,2.0933975319056913e-22,2.7326323071164357e-21,4.303149989431254e-17,4.3030716068075776e-17,8.651709452036795e-23,8.651711431818614e-23,2.1071023264892954e-12,1.079341905554445e-19,3.344307166474437e-23,8.949049233044718e-20
3.989392243327366e-13,0.25409228621945024,3.76,0.0,0.7635613337483055,0.9999999999957856,1.291099306053422e-28,9.440326273980986e-23,1.4537558089113e-10,1.4537540875602023e-10,4.214207795113079e-12,8.387838045446979e-22,1.0926746405932077e-20,1.7212587760911223e-16,1.7212265207656248e-16,6.921361651272453e-22,6.921030379688907e-22,4.214208223684921e-12,4.317347636523355e-19,2.6754444737730663e-22,1.7904879016434445e-19
5.984090055917336e-13,0.254092286222794,3.76,0.0,0.7635613336735105,0.9999999999936784,4.610982400473803e-28,2.6124561919176593e-22,2.1806343293852495e-10,2.1806306715140814e-10,6.321313209020882e-12,1.784506510031331e-21,2.3213770594071004e-20,3.657671920748481e-16,3.6576013933139525e-16,1.9790749438092685e-21,1.9789356733913748e-21,6.321314119588782e-12,9.174329741900168e-19,7.650094656448623e-22,2.6869266324714706e-19
7.978787868507306e-13,0.2540922862261378,3.76,0.0,0.7635613335987156,0.999999999991571,1.1484692869247082e-27,5.409001116971684e-22,2.907512849760645e-10,2.907506609863561e-10,8.428418461145501e-12,3.0474408253888407e-21,3.959121689959084e-20,6.239552709238969e-16,6.239428949477985e-16,4.1744380270016585e-21,4.174065142415849e-21,8.428420014202585e-12,1.5650271503918148e-18,1.6136255442534738e-21,3.584492052705511e-19
1e-12,0.25409228623282526,3.76,0.0,0.7635613335229264,0.9999999999894357,2.325643486456455e-27,9.428699722241412e-22,3.6440533292630115e-10,3.6440439579183745e-10,1.0563532067687067e-11,4.581274421736869e-21,5.94478127562967e-20,9.370821507764636e-16,9.370630704494363e-16,7.363418243604513e-21,7.362631324216678e-21,1.0563534399751276e-11,2.3504174283660855e-18,2.8463243663020954e-21,4.49517310820493e-19
1.1968183493687247e-12,0.25409228623282526,3.76,0.0,0.7635613334491257,0.9999999999873562,3.936898576546536e-27,1.4490177920309692e-21,4.3612698902801383e-10,4.3612569713703003e-10,1.264262858597724e-11,6.320677522104191e-21,8.193836791441148e-20,1.2918181980916298e-15,1.2917913217527663e-15,1.1401664245865689e-20,1.1400302631008918e-20,1.2642631800407798e-11,3.2401702363817757e-18,4.407306975400608e-21,5.383107617919543e-19
1.5957579118867187e-12,0.2540922862395128,3.76,0.0,0.7635613332995358,0.9999999999831412,9.722206619421823e-27,2.997054856637739e-21,5.815026930437221e-10,5.815004958764167e-10,1.6856838116618305e-11,1.0768156354625227e-20,1.3930681400662919e-19,2.1970411670631195e-15,2.196993370889489e-15,2.3856055491067854e-20,2.3852586493932965e-20,1.6856843581883185e-11,5.5106486421734034e-18,9.221551052085181e-21,7.188117106801793e-19
2.393637036922707e-12,0.25409228625288777,3.76,0.0,0.763561333000356,0.9999999999747101,4.4149786150905103e-26,9.315913649351301e-21,8.722541009561403e-10,8.722493137818812e-10,2.5285255230494093e-11,2.3557417161729274e-20,3.0326571064368636e-19,4.7868873798162345e-15,4.786772090012434e-15,7.532969088863921e-20,7.531327864477492e-20,2.5285267129373464e-11,1.2006409351954516e-17,2.911872622362214e-20,1.083034659211926e-18
3.191516161958695e-12,0.2540922862662628,3.76,0.0,0.7635613327011762,0.9999999999662781,1.268532747948462e-25,2.1018597008540993e-20,1.1630055087117021e-09,1.1629971040539097e-09,3.371366978104956e-11,4.1519062577004154e-20,5.320054526558583e-19,8.404134113001172e-15,8.403912880613541e-15,1.7133940122076904e-19,1.7129145797613807e-19,3.371369065655519e-11,2.107892827573499e-17,6.623143669201297e-20,1.452639141968424e-18
4.7872744120306705e-12,0.25409228629301284,3.76,0.0,0.7635613321028165,0.9999999999494109,6.371781307543728e-25,6.95352891108176e-20,1.7445083237501655e-09,1.7444895875138744e-09,5.057049118618957e-11,9.333446481282276e-20,1.1839134750666389e-18,1.8734971976027202e-14,1.873438673738613e-14,5.720607323111221e-19,5.718155963650869e-19,5.057053765027182e-11,4.698930512346052e-17,2.2113163917167127e-19,2.2169524785274572e-18
7.978790912174623e-12,0.2540922863465129,3.76,0.0,0.7635613309060972,0.999999999915664,5.22235218484405e-24,3.2447078438916003e-19,2.9075139519368265e-09,2.9074621630628628e-09,8.428410339523496e-11,2.6249689451484077e-19,3.2604493473767365e-18,5.1784815213821707e-14,5.1782659075880697e-14,2.6899073102025326e-18,2.687872603739684e-18,8.428423139867245e-11,1.298757854790272e-16,1.039800708305542e-18,3.903452872131605e-18
1e-11,0.25409228645351295,3.76,0.0,0.7635613301482067,0.9999999998942836,1.5821748626592155e-23,6.74897412052759e-19,3.644053318292038e-09,3.6439720511722953e-09,1.0563514227004624e-10,4.1750969566327303e-19,5.10139129888924e-18,8.126004337114162e-14,8.125598445765485e-14,5.6101921176502005e-18,5.6040006138469014e-18,1.0563534259462957e-10,2.037917788318075e-16,2.168676792793675e-18,5.160478337557047e-18
1.4361823912462527e-11,0.25409228645351295,3.76,0.0,0.7635613285126586,0.9999999998481208,5.90312815627465e-23,1.9304967379426924e-18,5.233525200758991e-09,5.2333577363341924e-09,1.5171120692079742e-10,8.785584820355232e-19,1.0463785925902208e-17,1.6744753874990593e-13,1.6743697440889576e-13,1.6084893709488052e-17,1.6061742181702895e-17,1.5171161796832873e-10,4.199164224817644e-16,6.217838780669394e-18,8.372487154733026e-18
2.7127889913038332e-11,0.2540922866675131,3.76,0.0,0.7635613237257812,0.9999999997128354,7.924897190554049e-22,1.3231592621100339e-17,9.885547668373646e-09,9.884950573644123e-09,2.8656494279572196e-10,3.3424279453714122e-18,3.674974654178403e-17,5.970073189958679e-13,5.969437661257346e-13,1.1055969437407883e-16,1.1024816858105358e-16,2.865663876322225e-10,1.4968545213709452e-15,4.2740070865325826e-17,2.5398997843386828e-17
3.989395591361414e-11,0.25409228688151314,3.76,0.0,0.7635613189389041,0.9999999995772849,3.214163439904004e-21,4.015420945291878e-17,1.45375700962837e-08,1.4536279005919452e-08,4.214180667339131e-10,7.602212676817504e-18,7.846527104667015e-17,1.2908517113455134e-12,1.2906672216057936e-12,3.358114655103775e-16,3.3454777291412174e-16,4.2142115296671484e-10,3.2359778601940197e-15,1.2982122697265973e-16,5.804600554154937e-17
5.266002191418995e-11,0.2540922870955132,3.76,0.0,0.7635613141520267,0.9999999994414692,8.871645360911345e-21,8.945401246688603e-17,1.9189592485096322e-08,1.9187343045833904e-08,5.56270601648571e-10,1.3867200939709448e-17,1.3505212266046124e-16,2.248939317708413e-12,2.24853840070569e-12,7.484550463867899e-16,7.449677064564116e-16,5.562759143972112e-10,5.636874501043791e-15,2.8935240442596517e-16,1.1306877401089477e-16
6.542608791476576e-11,0.2540922873095133,3.76,0.0,0.7635613093651493,0.9999999993053886,1.98727296235897e-20,1.6811398257129366e-16,2.3841614835637597e-08,2.3838142707629595e-08,6.911225714262168e-10,2.234638460492637e-17,2.0595268889716982e-16,3.4712261923709744e-12,3.4704848939064254e-12,1.4070061017523412e-15,1.3991971845634894e-15,6.911306723634659e-10,8.699116065687577e-15,5.439619043216009e-16,1.9744973734774214e-16
9.095821991591737e-11,0.2540922877375133,3.76,0.0,0.7635612997913942,0.9999999990324324,6.865810735790388e-20,4.3939994681872095e-16,3.314565942611063e-08,3.313894895136966e-08,9.608249052694312e-10,4.668142490094746e-17,3.8873574329984654e-16,6.708233060409951e-12,6.706333651435491e-12,3.678720904659654e-15,3.651769442483364e-15,9.608401795334939e-10,1.6806043352598732e-14,1.4223012473834228e-15,4.801689818529284e-16
9.999999999999999e-11,0.25409228816551327,3.76,0.0,0.763561296401008,0.9999999989355154,9.852922468446275e-20,5.803271370676743e-16,3.644053210705638e-08,3.643242133280634e-08,1.05633501912828e-09,5.788941946311933e-17,4.659481921176923e-16,8.107849250552218e-12,8.105352797843958e-12,4.858952975919859e-15,4.8202913780162766e-15,1.0563533153862093e-09,2.031023895504231e-14,1.8786477501784276e-15,6.25141248854963e-16
1.16490351917069e-10,0.25409228816551327,3.76,0.0,0.7635612902176387,0.9999999987584162,1.7582866248576062e-19,9.099971817879782e-16,4.244970387795646e-08,4.243869785498354e-08,1.2305252634308642e-09,8.215583452943228e-17,6.22681120354338e-16,1.1001516102460622e-11,1.0997629168127597e-11,7.620020497351923e-15,7.551073168904358e-15,1.2305496780027497e-09,2.755332133982819e-14,2.9462697255487266e-15,9.621820064969703e-16
1.420224839182206e-10,0.25409228859351324,3.76,0.0,0.7635612806438824,0.99999999848334,3.776461171299095e-19,1.6388260103343013e-15,5.175374820529316e-08,5.173738954296578e-08,1.5002238546577368e-09,1.3028861660055718e-16,9.037328017161609e-16,1.635069976045111e-11,1.6343755897399954e-11,1.3724491542098619e-14,1.3576574536776775e-14,1.5002591714822495e-09,4.0937335057990806e-14,5.306820364242605e-15,1.7023997277425083e-15
1.9308674792052383e-10,0.2540922894495131,3.76,0.0,0.7635612614963672,0.999999997930008,1.2881562687796824e-18,4.10031246986617e-15,7.036183657256118e-08,7.033160175873922e-08,2.0396165795101483e-09,2.6949959001619735e-16,1.5938705015254122e-15,3.0215304182563876e-11,3.0198105765548213e-11,3.43417774457917e-14,3.3838868575950944e-14,2.0396781579055686e-09,7.560155167180318e-14,1.3280359514556952e-14,4.186525465070715e-15
2.4415101192282707e-10,0.25409229030551306,3.76,0.0,0.7635612423488466,0.9999999973724372,3.2806409943745548e-18,8.279805720476132e-15,8.896992471286114e-08,8.892158656534219e-08,2.5790047713412376e-09,4.7391297787870875e-16,2.4334890537335925e-15,4.829913296662167e-11,4.8264614730063726e-11,6.934849504617286e-14,6.807160325600108e-14,2.5790971675251723e-09,1.2077082518309078e-13,2.682082047206689e-14,8.388367997503015e-15
2.952152759251303e-10,0.25409229116151344,3.76,0.0,0.7635612232013188,0.9999999968106278,6.979114879394807e-18,1.4629930660495676e-14,1.0757801286468017e-07,1.0750734492299194e-07,3.118390164563799e-09,7.516821370812102e-16,3.4007692203501738e-15,7.059929085648956e-11,7.053854731790021e-11,1.2253354777281079e-13,1.198251765564593e-13,3.1185162288568666e-09,1.764175738433791e-13,4.739551492627379e-14,1.4760390433614897e-14
3.4627953992743355e-10,0.25409229201751427,3.76,0.0,0.7635612040537822,0.9999999962445802,1.315869479494174e-17,2.360261176017066e-14,1.2618610132208477e-07,1.2608887779096984e-07,3.657774547197879e-09,1.1097129383969399e-15,4.477205955982506e-15,9.711288423852641e-11,9.7015174027964e-11,1.976787361453471e-13,1.925873042238679e-13,3.657935370375758e-09,2.4251434565659474e-13,7.646966614470011e-14,2.3754316315501636e-14
3.973438039297368e-10,0.25409229287351576,3.76,0.0,0.763561184906235,0.9999999956742954,2.2744737902708874e-17,3.564973225992158e-14,1.4479419043351508e-07,1.4466618612901293e-07,4.197159761838976e-09,1.5538769473015645e-15,5.6470418499062715e-15,1.2783701726840488e-10,1.276897647591945e-10,2.9856429177851073e-13,2.897897593481386e-13,4.197354620557746e-09,3.190337780791716e-13,1.155085438552728e-13,3.582178905661512e-14
4.994723319343432e-10,0.25409229458552135,3.76,0.0,0.7635611466111013,0.999999994521015,5.653929601093445e-17,7.077401503326975e-14,1.820103722595777e-07,1.8180813305515867e-07,5.27594030378788e-09,2.7203585291876628e-15,8.21379654047783e-15,2.0190531416010864e-10,2.0161392326807935e-10,5.926649445112105e-13,5.709828931353648e-13,5.276193560779469e-09,5.032316365440429e-13,2.2933977621711916e-13,7.098295784112078e-14
6.016008599389497e-10,0.2540922962975318,3.76,0.0,0.7635611083159023,0.9999999933507909,1.187221960975397e-16,1.2361357558888695e-13,2.192265621680066e-07,2.189331933813436e-07,6.3547475613147805e-09,4.282849012109737e-15,1.1015487635326179e-14,2.9278100115569747e-10,2.922732145586961e-10,1.035017552854544e-12,9.897613380333384e-13,6.3550332771270825e-09,7.287942530091788e-13,4.0060108087836937e-13,1.238520099150672e-13
7.037293879435562e-10,0.2540922980095483,3.76,0.0,0.7635610700206212,0.999999992163627,2.2201615151052058e-16,1.977737260385571e-13,2.5644276478662304e-07,2.5604137478482496e-07,7.433598095164024e-09,6.26425370273939e-15,1.3989992664262127e-14,4.004409057640167e-10,3.9962988352210406e-10,1.6557390366250344e-12,1.5716140436091464e-12,7.433873996913598e-09,9.955064864115667e-13,6.409893900965858e-13,1.9803096304026086e-13
8.058579159481627e-10,0.25409229972157227,3.76,0.0,0.7635610317252414,0.9999999909595272,3.814775917422961e-16,2.9685364010908444e-13,2.936589855090958e-07,2.931326849387396e-07,8.51250921683549e-09,8.681393774581208e-15,1.7091353043875796e-14,5.24861872228052e-10,5.236462394106436e-10,2.4848759939316176e-12,2.3411937890896685e-12,8.51271594711816e-09,1.3031549987348198e-12,9.621845462266731e-13,2.9711509390946627e-13
9.079864439527691e-10,0.25409230143360506,3.76,0.0,0.7635609934297445,0.9999999897384956,6.144906507196632e-16,4.244464589268403e-13,3.308752304684899e-07,3.3020713151229586e-07,9.591498962446804e-09,1.154668131833844e-14,2.0285324179839628e-14,6.660207636612805e-10,6.642846574417083e-10,3.552405680540049e-12,3.322344614151146e-12,9.591559354392586e-09,1.651528267609439e-12,1.3758496380908063e-12,4.246930459915683e-13
9.999999999999999e-10,0.254092304857703,3.76,0.0,0.7635609589269795,0.999999988623901,9.036909136288406e-16,5.667898281138583e-13,3.6440554569820333e-07,3.6359523124291794e-07,1.0563706668710307e-08,1.4519886169007377e-14,2.3220141235290056e-14,8.075133025594372e-10,8.051970932689563e-10,4.7431205950872124e-12,4.4066192010442105e-12,1.0563553828750257e-08,2.000098747934052e-12,1.8373757043048203e-12,5.670024688205536e-13
1.1122434999619821e-09,0.254092304857703,3.76,0.0,0.7635609168383262,0.9999999872456536,1.3823761146503201e-15,7.795146814337971e-13,4.053078211551774e-07,4.043054645786919e-07,1.1749789925697722e-08,1.8656823611884994e-14,2.6852707574093662e-14,9.984598711557315e-10,9.952775074982398e-10,6.522217972864041e-12,6.010876489590207e-12,1.1749251445214869e-08,2.4696121558176328e-12,2.527163018553411e-12,7.796532870423412e-13
1.2960748503702737e-09,0.25409230793943527,3.76,0.0,0.7635608479054573,0.9999999849442301,2.54715888476829e-15,1.2325180476239562e-12,4.7229731153718263e-07,4.7093636776136426e-07,1.3692715684878813e-08,2.6655522721197066e-14,3.2889606566800644e-14,1.3546670703469049e-09,1.349642424870217e-09,1.0309706665107257e-11,9.377607511329275e-12,1.369118157751713e-08,3.343081988781331e-12,3.9962695098558045e-12,1.2324367828147673e-12
1.4799062007785653e-09,0.25409231102121754,3.76,0.0,0.763560778971902,0.9999999825880109,4.327109359791901e-15,1.833518867421954e-12,5.392870073034804e-07,5.375127520588708e-07,1.5636207517079424e-08,3.61863361487074e-14,3.8994003556206884e-14,1.7647462606881512e-09,1.7572807270519578e-09,1.5332719180455428e-11,1.3766101142950085e-11,1.5633119941339822e-08,4.3452949355884825e-12,5.945632547902805e-12,1.8330585251940617e-12
1.6637375511868569e-09,0.2540923141030579,3.76,0.0,0.7635607100375328,0.9999999801770196,6.9077153460383825e-15,2.6032626444924415e-12,6.062769680976354e-07,6.040346620736968e-07,1.75803939753641e-08,4.725737964117367e-14,4.513695885418453e-14,2.2285632937537853e-09,2.2179754346561227e-09,2.1763652320978802e-11,1.9289109697913368e-11,1.7575067847211584e-08,5.4750850059519876e-12,8.442692841770588e-12,2.6022161503457793e-12
1.8475689015951485e-09,0.254092317184964,3.76,0.0,0.7635606411022168,0.9999999777112799,1.0498727187257549e-14,3.5624340681681906e-12,6.732672595965998e-07,6.705021423719241e-07,1.9525409497563253e-08,5.987280493107004e-14,5.130007325235214e-14,2.7459842738478948e-09,2.731510300163539e-09,2.977420083281448e-11,2.6052650031758735e-11,1.951702660238009e-08,6.731306451149065e-12,1.1554723229585334e-11,3.5605402590913614e-12
2.03140025200344e-09,0.2540923202669439,3.76,0.0,0.7635605721658144,0.9999999751908154,1.5334082300233575e-14,4.731657044897566e-12,7.402579531537175e-07,7.369152374830603e-07,2.1471394048966572e-08,7.403404468089409e-14,5.747218078014618e-14,3.3168755602022505e-09,3.2976698085016802e-09,3.9535359061430726e-11,3.4156362192805114e-11,2.145899751081257e-08,8.11283397261418e-12,1.5348828704677713e-11,4.72859447694331e-12
2.2152316024117316e-09,0.2540923233490054,3.76,0.0,0.7635605032281824,0.9999999726156498,2.1671833812153247e-14,6.13149483494382e-12,8.072491254557959e-07,8.032739919000974e-07,2.341849277946295e-08,8.974064597765102e-14,6.364713446364997e-14,3.941103767800332e-09,3.916239175849587e-09,5.121742346633133e-11,4.369385486400702e-11,2.3400981873203006e-08,9.618562905178095e-12,1.9891946787908537e-11,6.126875618469663e-12
2.582894303228315e-09,0.25409232951340416,3.76,0.0,0.7635603653486276,0.9999999673013097,4.000692041306266e-14,9.704965475146904e-12,9.412332379172597e-07,9.358286564417147e-07,2.731663750888228e-08,1.2578258210222913e-13,7.599575747128395e-14,5.349038688441058e-09,5.309752000095135e-09,8.102198165981988e-11,6.741626620948263e-11,2.7284996146310798e-08,1.2998310347294182e-11,3.149213573317863e-11,9.695772840601886e-12
2.912271999140474e-09,0.25409233503625356,3.76,0.0,0.7635602418208718,0.9999999623547767,6.459227268525368e-14,1.3893182351711036e-11,1.0612679669774383e-06,1.0543961521639943e-06,3.081418954204802e-08,1.6329991953641516e-13,8.705090096212556e-14,6.7902218989505695e-09,6.734065026399965e-09,1.1592929952374641e-10,9.43591628240256e-11,3.07646235559452e-08,1.643744904924673e-11,4.509167926419825e-11,1.3877789245322397e-11
3.241649695052633e-09,0.25409234055948376,3.76,0.0,0.7635601182867483,0.999999957232999,9.905173398386184e-14,1.9135350175684938e-11,1.1813056215473086e-06,1.172789879305501e-06,3.431775349878502e-08,2.0574377030446116e-13,9.809447907578381e-14,8.400593761894939e-09,8.323359628383495e-09,1.5959178705659016e-10,1.2710479893852437e-10,3.424431401880458e-08,2.0259267260786214e-11,6.211797951232843e-11,1.911121376197029e-11
3.538089621373576e-09,0.2540923455307527,3.76,0.0,0.763560007099787,0.9999999524736766,1.4043129157350942e-13,2.4850431359063934e-11,1.2893425012463227e-06,1.2791958720586492e-06,3.747691167352306e-08,2.481428733975e-13,1.0802244469708396e-13,9.99395810098712e-09,9.893784084574483e-09,2.0716317512157835e-10,1.6183741246269235e-10,3.7376095434623534e-08,2.402145821458924e-11,8.068489961098037e-11,2.4815758789549115e-11
3.834529547694519e-09,0.25409235050239726,3.76,0.0,0.7635598959061439,0.9999999475726149,1.9356553914312775e-13,3.1597533272104775e-11,1.3973826862034362e-06,1.385461503888628e-06,4.0642471998293704e-08,2.945082672206158e-13,1.1794083006277365e-13,1.1723200298352497e-08,1.1595986974402217e-08,2.6329128073624176e-10,2.0179967016395769e-10,4.0507939237334666e-08,2.8085143900636032e-11,1.0260979336147848e-10,3.1549302611769735e-11
