Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125)
5.10879712179449e-08,0.08376447547096787,3.76,0.0,0.504060348338928,0.9979665769351987,2.0299675783583847e-05,6.525638243447578e-05,0.0012845935873309398,0.0006590023181281561,0.0003866588570150899,1.0004575908431012e-08,2.452799658572101e-10,0.00021664982520902976,0.0002475999228965064,0.00019572745632611676,1.3540239093151105e-05,2.5123672880304484e-05,1.2757531756873418e-06,0.00015794038131381106,5.4315466732388324e-05,3.2014834019487468e-06,4.3694436071425093e-07,1.4139358142652488e-08,3.896291361960789e-07,1.0401755355666346e-08,8.174878642154909e-09,9.024033837841346e-11,3.6001057870643135e-06,2.054521906165555e-09,1.0415443966809927e-13,4.409367810326442e-09,1.0160762828748024e-10,0.0014919172339137156,3.257622338159088e-16,4.5418830785876305e-11,6.579684556339405e-10
5.1894041638387885e-08,0.0837648665433609,3.76,0.0,0.5040280340801726,0.9979515565254528,2.139873989609293e-05,6.754519153015302e-05,0.0013090839294981748,0.0006645147537320959,0.0004012785845234559,1.0149404476772365e-08,2.4747783179991783e-10,0.00022023558659084157,0.00025203738159333206,0.00020312858605136194,1.379555385000853e-05,2.5602462448069747e-05,1.3264795291297816e-06,0.00016361499757924555,5.607665104167684e-05,3.3788845313278855e-06,4.5855204560356915e-07,1.5492800161855242e-08,4.1904800899362874e-07,1.0796160837277476e-08,8.639339428407016e-09,9.643348370766535e-11,3.6601255651142387e-06,2.2473448388626584e-09,1.1133691695369156e-13,4.537955352079442e-09,1.0441958226930362e-10,0.001491894798284325,3.5662820225719893e-16,4.785903303259255e-11,7.011180280212813e-10
5.270011205883087e-08,0.08376525963205507,3.76,0.0,0.5039954357470763,0.9979363882398996,2.253600783294604e-05,6.98652293858743e-05,0.00133370717740439,0.0006699281705345707,0.0004161729197421793,1.0292231123686877e-08,2.4963748655952103e-10,0.00022378534407776,0.000256439343899583,0.00021066270365101275,1.4048957315115668e-05,2.608350644403493e-05,1.3782255194992028e-06,0.00016938052195806022,5.785524581894495e-05,3.5629893104334174e-06,4.812464646275446e-07,1.6949472866571383e-08,4.5008054196206587e-07,1.1197993205224201e-08,9.126934167057264e-09,1.0295053500358674e-10,3.7204451647708092e-06,2.454683045665855e-09,1.1889643778443473e-13,4.668147196364239e-09,1.0726509724781443e-10,0.0014918721413164225,3.898642809877501e-16,5.038328968658568e-11,7.462569917019088e-10
5.3506182479273855e-08,0.08376565472131947,3.76,0.0,0.5039625545769022,0.9979210741644411,2.3711996687689534e-05,7.221583449558015e-05,0.0013584623948639488,0.000675244319221199,0.0004313403777809143,1.043306072440751e-08,2.517595328097383e-10,0.00022729877974164955,0.00026080502767491257,0.0002183288296557184,1.4300398372574788e-05,2.656677427715645e-05,1.4309863079127336e-06,0.00017523598408964182,5.96506302150706e-05,3.7539255794185612e-06,5.0507997261902e-07,1.8515188290894918e-08,4.827791265251435e-07,1.1607211889963863e-08,9.638793399883677e-09,1.0980417387058367e-10,3.7810809212852115e-06,2.6773472919080945e-09,1.2684776930826564e-13,4.799942390597581e-09,1.1014420854987457e-10,0.001491849266131678,4.256073755565991e-16,5.299275413882176e-11,7.934353527431103e-10
5.431225289971684e-08,0.0837660517950767,3.76,0.0,0.5039293918600432,0.9979056163583941,2.492721280240953e-05,7.459634167897784e-05,0.0013833486211240642,0.0006804649194106681,0.00044677941859624806,1.0571899632224817e-08,2.538445662180815e-10,0.00023077561908335157,0.0002651337046878653,0.00022612596180773505,1.454982921932256e-05,2.705223516097607e-05,1.4847568182671612e-06,0.00018118040587720554,6.146218862587953e-05,3.951820629155841e-06,5.301064727625204e-07,2.0195961429785935e-08,5.171963546656638e-07,1.2023774812550186e-08,1.0176099228320488e-08,1.1700753114062597e-10,3.842049663085753e-06,2.916176568585554e-09,1.3520619922615147e-13,4.933340765827712e-09,1.1305696906629312e-10,0.0014918261758121503,4.639994447360463e-16,5.568856345992351e-11,8.42703035692839e-10
5.5118323320159824e-08,0.08376645083692659,3.76,0.0,0.5038959489372051,0.9978900168545406,2.6182151711798734e-05,7.700608269126944e-05,0.0014083648725526933,0.000685591660207953,0.00046248844985951536,1.070875557165884e-08,2.558931753825136e-10,0.00023421562883126055,0.00026942469853973033,0.00023405307658629518,1.4797205239506846e-05,2.753985814471452e-05,1.5395317490536097e-06,0.00018721280259984146,6.328931108791496e-05,4.156801175464876e-06,5.563814089116339e-07,2.199801204641187e-08,5.53384979830328e-07,1.2447638463141014e-08,1.0740086771960602e-08,1.2457420775690226e-10,3.903368711386944e-06,3.1720383489340872e-09,1.4398756009022316e-13,5.068342952434608e-09,1.1600344956901145e-10,0.0014918028734002273,5.051875582779504e-16,5.847183869570397e-11,8.941098617518052e-10
5.592439374060281e-08,0.0837668518301692,3.76,0.0,0.5038622271966978,0.9978742776591905,2.7477298096847623e-05,7.944438680650381e-05,0.001433510144261895,0.0006906262007476477,0.0004784658297208749,1.0843637537692863e-08,2.5790594177891886e-10,0.00023761861483107807,0.00027367738265645275,0.0002421091306746738,1.5042484882930044e-05,2.8029612142790446e-05,1.5953055847485968e-06,0.00019333218396846728,6.513139364468168e-05,4.368993334495282e-06,5.83961756470829e-07,2.3927766355425655e-08,5.913978784032921e-07,1.2878757976668436e-08,1.1332045619757096e-08,1.3251829633377407e-10,3.965055879380119e-06,3.44582882817444e-09,1.5320825440313482e-13,5.204950395650141e-09,1.1898373902322183e-10,0.0014917793618985757,5.493239517181854e-16,6.134368517354086e-11,9.477055278252046e-10
5.6730464161045793e-08,0.08376725475782681,3.76,0.0,0.5038282280718267,0.9978584007522633,2.881312574773758e-05,8.19105813755095e-05,0.0014587834116686804,0.0006955701707275858,0.0004947098694731263,1.0976555700745932e-08,2.59883439718665e-10,0.00024098442002328264,0.0002778911783465179,0.0002502930623708603,1.5285629547436395e-05,2.852146596282916e-05,1.652072606795598e-06,0.0001995375551279868,6.698783868477952e-05,4.588522599224078e-06,6.129060118767061e-07,2.5991858582713874e-08,6.312880117917453e-07,1.3317087205766154e-08,1.1953321272577222e-08,1.4085440337372666e-10,4.0271294710141436e-06,3.738473146500428e-09,1.6288528049624932e-13,5.3431653708804e-09,1.2199794489409174e-10,0.0014917556442704879,5.965660782321076e-16,6.430519281824644e-11,1.0035395864444943e-09
5.753653458148878e-08,0.08376765960266523,3.76,0.0,0.5037939530383801,0.9978423880873785,3.0190097535528625e-05,8.440399235933237e-05,0.0014841836319953224,0.0007004251709329258,0.0005112188361186265,1.1107521317077958e-08,2.618262363156131e-10,0.0002443129225049805,0.0002820655529227948,0.000258603792943682,1.5526603465124473e-05,2.901538833222357e-05,1.7098269041907824e-06,0.00020582791760786497,6.885805525328354e-05,4.815513817028662e-06,6.432741807149679e-07,2.8197132402303288e-08,6.731083891632665e-07,1.3762578791045843e-08,1.2605316575793323e-08,1.495976721206966e-10,4.089608279375167e-06,4.050925595405416e-09,1.7303625916267492e-13,5.482990998812881e-09,1.2504619344776834e-10,0.0014917317234400033,6.47076657548598e-16,6.735743647617068e-11,1.0616614265485173e-09
5.834260500193176e-08,0.08376806634721409,3.76,0.0,0.5037594036122144,0.9978262415919638,3.1608665392250514e-05,8.692394483906676e-05,0.0015097097457110258,0.0007051927737508734,0.0005279909548425595,1.1236546644337201e-08,2.6373489146197343e-10,0.0002476040336729232,0.0002862000178863784,0.0002670402279361737,1.576537359226947e-05,2.9511347923307036e-05,1.7685623836861394e-06,0.00021220227022324982,7.074145933767188e-05,5.0500911682978095e-06,6.751277645105365e-07,3.05506422512588e-08,7.169120308712566e-07,1.4215184228811455e-08,1.3289493140627407e-08,1.5876380602790705e-10,4.1525115846747085e-06,4.3841698074622834e-09,1.836794610196648e-13,5.62443126029195e-09,1.2812863004635662e-10,0.0014917076022918467,7.010237219346969e-16,7.05014762463559e-11,1.1221202551122824e-09
5.914867542237475e-08,0.08376847497378657,3.76,0.0,0.5037245813469274,0.9978099631673714,3.306927029901976e-05,8.946976350293769e-05,0.0015353606779168244,0.0007098745236762057,0.0005450244113957062,1.136364486197512e-08,2.656099578124051e-10,0.0002508576964445963,0.00029029412717053286,0.0002756012584179251,1.600190950284327e-05,3.0009313377195745e-05,1.8282727796227723e-06,0.00021865960992868867,7.263747412954798e-05,5.292378146044609e-06,7.085297462292574e-07,3.305965452354265e-08,7.627519326014638e-07,1.4674853936297438e-08,1.4007372752999471e-08,1.6836909281716134e-10,4.215859151855735e-06,4.739218929690614e-09,1.9483383457347489e-13,5.767491010946565e-09,1.312454194365858e-10,0.0014916832836717713,7.585806592672069e-16,7.373835781763942e-11,1.1849650796107998e-09
5.995474584281774e-08,0.08376888546449791,3.76,0.0,0.5036894878316214,0.9977935546890092,3.4572342281819635e-05,9.20407731114608e-05,0.0015611353396754997,0.0007144719378077677,0.0005623173543897525,1.1488829996267844e-08,2.674519807758008e-10,0.00025407388355439496,0.00029434747544289114,0.0002842857621880921,1.6236183285523574e-05,3.050925332635613e-05,1.8889516634067456e-06,0.00022519893262641156,7.454553026335369e-05,5.542497536486562e-06,7.43544574530516e-07,3.57316486439314e-08,8.1068103026942e-07,1.514153731451378e-08,1.4760538768664384e-08,1.7843042910542387e-10,4.279671227826637e-06,5.1171157806623066e-09,2.065190349584456e-13,5.912175995554822e-09,1.343967460318798e-10,0.0014916587703868531,8.199262532116407e-16,7.706911281067501e-11,1.2502446913046003e-09
6.076081626326073e-08,0.08376929780128382,3.76,0.0,0.503654124688751,0.9977770180064797,3.611830041459379e-05,9.46362989414767e-05,0.0015870326292882742,0.0007189865063360989,0.0005798678975080865,1.1612116849697287e-08,2.6926149851425925e-10,0.0002572525959220122,0.0002983596964641233,0.0002930926049307012,1.6468169444086694e-05,3.101113641595062e-05,1.9505924526394325e-06,0.00023181923393107912,7.64650660332179e-05,5.800571400559424e-06,7.802381468108492e-07,3.857431802320647e-08,8.607521656955821e-07,1.561518280877841e-08,1.5550637493457706e-08,1.8896534557347653e-10,4.343968538333328e-06,5.518932991512952e-09,2.1875545332081425e-13,6.058492862130562e-09,1.3758281418756257e-10,0.0014916340652054584,8.852447205325512e-16,8.049475912391359e-11,1.3180076493328242e-09
6.156688668370372e-08,0.08376971196591751,3.76,0.0,0.503618493572053,0.997760354943732,3.7707552829316847e-05,9.725566720982725e-05,0.0016130514335199837,0.0007234196930223503,0.0005976741216349254,1.1733520934457718e-08,2.710390419487442e-10,0.00026039386109026917,0.0003023304615013367,0.0003020206413238282,1.6697844801081256e-05,3.1514931324013105e-05,2.013188419913961e-06,0.00023851950989281967,7.839552758903921e-05,6.0667210563325706e-06,8.186777910792886e-07,4.1595570895944546e-08,9.130180530820411e-07,1.6095737967015015e-08,1.637937954750717e-08,1.9999203265045671e-10,4.40877228447986e-06,5.945773131041507e-09,2.3156424681658103e-13,6.2064491757178695e-09,1.408038484689545e-10,0.001491609170857536,9.547257455629116e-16,8.40163012826495e-11,1.388302265599186e-09
6.237295710414671e-08,0.08377012794002649,3.76,0.0,0.503582596164556,0.9977435672992209,3.934049673271828e-05,9.989820547741461e-05,0.0016391906287743828,0.0007277729356686483,0.000615734076905528,1.185305840986604e-08,2.7278513477095114e-10,0.0002634977317297186,0.00030625947779452543,0.00031106871610418236,1.692518840468371e-05,3.20206067805034e-05,2.076732701288933e-06,0.00024529875768031266,8.033636911285424e-05,6.341067062294864e-06,8.589322467056931e-07,4.48035310423366e-08,9.67531246311884e-07,1.6583149495890984e-08,1.724854121230392e-08,2.1152936668717652e-10,4.474104138908136e-06,6.398768815094748e-09,2.449673691916599e-13,6.356053431879949e-09,1.440600939121179e-10,0.0014915840900350476,1.0285645118635702e-15,8.763473079030131e-11,1.4611765904355416e-09
