Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67)
2.427087080078056e-06,0.6205213823139655,3.76,0.0,0.7650317722210488,0.9996595828464014,1.2067711086252357e-05,5.624714934983646e-06,0.00011776951326622243,1.880803127519101e-05,9.526570578425976e-05,2.818811923611137e-10,8.368769864111902e-13,1.059658474970091e-05,2.948465701584153e-06,4.805822897181713e-05,2.3127212356263762e-07,3.1492647977632895e-06,6.382654578089487e-07,3.098270624916765e-05,4.450768497980695e-06,3.023745663636608e-06,1.356183349608521e-07,9.240206644338347e-09,1.3525280029298008e-08,8.367303596714422e-10,1.5548749629138163e-09,4.352349832959348e-12,1.4455122901539842e-07,2.3440873510267337e-09,7.767651322213237e-15,1.3196739629176249e-11,4.469846564820738e-14,0.00027297015763996384,3.279420040645269e-17,8.590650849300755e-13
2.471148477425858e-06,0.620521661355232,3.76,0.0,0.765027540562993,0.9996578311669468,1.2607049591314517e-05,5.732852667647715e-06,0.00012026779597592808,1.8840936523338747e-05,9.804735325817115e-05,2.846141797435847e-10,8.394733078667349e-13,1.0642909524775214e-05,2.954566703165622e-06,4.928580940393034e-05,2.3175710012917434e-07,3.210742303209872e-06,6.576254528644376e-07,3.189722194185094e-05,4.519989539058839e-06,3.1772274720657395e-06,1.406049032477379e-07,1.0000668236566076e-08,1.4269589421925576e-08,8.611870129691356e-10,1.6361916688481097e-09,4.652190319563467e-12,1.4738618813428216e-07,2.53699326461846e-09,8.30423618575858e-15,1.353383604150417e-11,4.5785898970978886e-14,0.0002729696793714779,3.5567445606525465e-17,8.975754257389515e-13
2.51520987477366e-06,0.6205219407066013,3.76,0.0,0.7650232888494023,0.9996560716218917,1.315658505305769e-05,5.839317196021192e-06,0.0001227686949135831,1.887174427981138e-05,0.00010084424279986398,2.872475244284366e-10,8.419417085819644e-13,1.0686744272605361e-05,2.960274737395896e-06,5.0515867315841556e-05,2.3221085398750032e-07,3.272260612573002e-06,6.771005786884694e-07,3.2815594709698286e-05,4.587378889914139e-06,3.3351428461256453e-06,1.4571771585781084e-07,1.0805647036437474e-08,1.5036774181903116e-08,8.857778571555876e-10,1.720479016959005e-09,4.96676595920097e-12,1.5023511806568047e-07,2.741192448228741e-09,8.867255544155675e-15,1.3872725230796856e-11,4.687904489602389e-14,0.0002729691988658477,3.8508066201424114e-17,9.37017494300059e-13
2.559271272121462e-06,0.620522220351317,3.76,0.0,0.7650190177006022,0.999654304392401,1.3716159654576059e-05,5.944126325908541e-06,0.000125272052828029,1.890058784282143e-05,0.00010365572859051572,2.8978412954449547e-10,8.442885848030841e-13,1.0728233452913222e-05,2.965614778857755e-06,5.174824466865664e-05,2.3263536954857107e-07,3.3338170147821666e-06,6.966859646476895e-07,3.3737616791161953e-05,4.652969157841848e-06,3.497515566528041e-06,1.5095886567975427e-07,1.1656657225705984e-08,1.582692539725468e-08,9.104971987932325e-10,1.8078116244037691e-09,5.2965402813619415e-12,1.5309831468856683e-07,2.957069187660934e-09,9.457542468532106e-15,1.4213409037375712e-11,4.7977927132226614e-14,0.0002729687163321368,4.162197616260625e-17,9.77406346433774e-13
2.6033326694692642e-06,0.6205225002736962,3.76,0.0,0.765014727711088,0.9996525296482794,1.4285617401034983e-05,6.047300682765337e-06,0.00012777772259675013,1.892759203871342e-05,0.00010648119148933213,2.922268721879095e-10,8.465200063569681e-13,1.0767513884230808e-05,2.970610214632024e-06,5.298279346711427e-05,2.3303250508477127e-07,3.395408953455692e-06,7.163769394786677e-07,3.466309250925978e-05,4.716794839444355e-06,3.6643684045863172e-06,1.563304093066077e-07,1.2555222563695743e-08,1.6640128100845982e-08,9.35339579575131e-10,1.898265322250011e-09,5.6419851557595034e-12,1.5597606851107935e-07,3.1850102156040286e-09,1.0075945030789843e-14,1.455589144595317e-11,4.9082574821725205e-14,0.00027296823178527577,4.4915131270715296e-17,1.0187579217376861e-12
2.6473940668170663e-06,0.6205227804590614,3.76,0.0,0.765010419450472,0.9996507475486228,1.486480437187489e-05,6.14886338705617e-06,0.0001302855665801094,1.8952873760430082e-05,0.00010932003805175522,2.9457859775344415e-10,8.486417337241932e-13,1.0804715061549826e-05,2.9752829452167655e-06,5.4219375121229886e-05,2.334040007484778e-07,3.457034018618656e-06,7.361690241103951e-07,3.55918376284684e-05,4.778892035188554e-06,3.835723163960238e-06,1.618343671855011e-07,1.3502875788672324e-08,1.7476461640389067e-08,9.60299767686429e-10,1.9919171344831817e-09,6.0035808768968635e-12,1.588686647861624e-07,3.425404560246351e-09,1.0723326456788168e-14,1.490017841711986e-11,5.019302209367917e-14,0.0002729677451075124,4.839352656300781e-17,1.0610890165054574e-12
2.6914554641648684e-06,0.6205230608936747,3.76,0.0,0.7650060934644063,0.999648958242003,1.545356894327697e-05,6.248839752048013e-06,0.0001327954560168096,1.897654247175252e-05,0.00011217169957321344,2.968421149645177e-10,8.506592340849802e-13,1.0839959471963708e-05,2.9796534790298252e-06,5.545785984851562e-05,2.3375148608085372e-07,3.51868993877439e-06,7.560579246575377e-07,3.652367873885195e-05,4.8392981864877745e-06,4.011600720866872e-06,1.6747272394573553e-07,1.4501158048020393e-08,1.8336000027840662e-08,9.853727493648892e-10,2.0888452571353336e-09,6.3818162453451225e-12,1.6177638363960466e-07,3.6786434011796963e-09,1.1400565273405877e-14,1.5246277729796867e-11,5.130930764866837e-14,0.0002729672565308801,5.2063193952190886e-17,1.1044172562188372e-12
2.7355168615126705e-06,0.6205233415646783,3.76,0.0,0.7650017502754803,0.999647161867632,1.605176198297377e-05,6.347257003072436e-06,0.00013530727045794728,1.8998700679492302e-05,0.00011503563115874759,2.990201915417497e-10,8.525776966410547e-13,1.0873362906460143e-05,2.983741020903873e-06,5.669812611419304e-05,2.3407648704333657e-07,3.5803745733260196e-06,7.760395255897631e-07,3.74584526671762e-05,4.898051834094333e-06,4.192021062797586e-06,1.7324742888346831e-07,1.555161835644639e-08,1.9218812269029458e-08,1.010553720705344e-09,2.1891290376344964e-09,6.7771886459533046e-12,1.6469950020860727e-07,3.945119932396071e-09,1.2108555450057926e-14,1.559419883409118e-11,5.24314743705149e-14,0.00027296676610405387,5.59301999474027e-17,1.1487610678347247e-12
2.7795782588604725e-06,0.620523622460036,3.76,0.0,0.7649973903840956,0.999645358556024,1.6659237019395732e-05,6.444144017271047e-06,0.0001378208972371974,1.9019444375671316e-05,0.00011791131081870745,3.011155504546135e-10,8.544020471301159e-13,1.0905034766367351e-05,2.9875635549561267e-06,5.794006010698519e-05,2.3438043260214888e-07,3.6420859053425556e-06,7.961098830809501e-07,3.839600591460606e-05,4.955192396604388e-06,4.377003325781421e-06,1.791603965828317e-07,1.6655813081386817e-08,2.012496267435851e-08,1.0358380797113505e-09,2.2928489544615786e-09,7.1902041232115674e-12,1.6763828478915165e-07,4.225229232169722e-09,1.2848206535158959e-14,1.5943952714009518e-11,5.3559568966061534e-14,0.00027296627362312733,6.000064342246786e-17,1.1941396520579983e-12
2.8236396562082746e-06,0.6205239035684821,3.76,0.0,0.7649930142693115,0.9996435484288455,1.727585038704983e-05,6.539531082832559e-06,0.00014033623097482604,1.9038863451595457e-05,0.00012079823859060056,3.031308667050404e-10,8.561369614015614e-13,1.0935078363241541e-05,2.991137922189291e-06,5.918355524822861e-05,2.346646608942236e-07,3.7038220346626005e-06,8.162652185385141e-07,3.933619412046641e-05,5.010759967902525e-06,4.566565830234644e-06,1.852135076548283e-07,1.781530545477388e-08,2.1054511151430587e-08,1.0612214185374213e-09,2.400086597190194e-09,7.621377453984706e-12,1.705930029905691e-07,4.519368139609853e-09,1.3620443787567926e-14,1.629555175950221e-11,5.4693641631172204e-14,0.0002729657793370383,6.4280653575058e-17,1.240572955763087e-12
2.8677010535560767e-06,0.6205241848794693,3.76,0.0,0.7649886223896699,0.9996417316000314,1.7901461349932354e-05,6.633449676736848e-06,0.00014285317311337246,1.9057042085607762e-05,0.0001236959356870711,3.0506876459549957e-10,8.577868784079006e-13,1.0963591211220244e-05,2.9944798931587146e-06,6.042851173218862e-05,2.3493042500113432e-07,3.765581171327573e-06,8.365019123151239e-07,4.0278881551458476e-05,5.064795132407061e-06,4.760726115437279e-06,1.914086095767879e-07,1.903166511028904e-08,2.2007513480438763e-08,1.0866995159764875e-09,2.510924646974363e-09,8.071232217825538e-12,1.7356391589584173e-07,4.827935137664099e-09,1.442620830364657e-14,1.6649009647335574e-11,5.583374573925213e-14,0.00027296528335831285,6.87763879947143e-17,1.2880816447024303e-12
2.9117624509038788e-06,0.620524466383125,3.76,0.0,0.7649842151839928,0.999639908176559,1.8535932204684923e-05,6.725932260033039e-06,0.0001453716314829784,1.90740591061943e-05,0.00012660394366989711,3.069318154378283e-10,8.593560125724816e-13,1.09906653110727e-05,2.9976042360200065e-06,6.167483609559358e-05,2.351788983559427e-07,3.827361629335491e-06,8.568164976046879e-07,4.12239406156523e-05,5.117338797013432e-06,4.959500972677683e-06,1.9774751761655438e-07,2.030646764522002e-08,2.298402157315374e-08,1.112268330213575e-09,2.6254468575393833e-09,8.540300865068749e-12,1.765512802262852e-07,5.1513302423489635e-09,1.5266457140539696e-14,1.7004341230306923e-11,5.697993755334419e-14,0.0002729647853800742,7.349403071385182e-17,1.3366870766179646e-12
2.955823848251681e-06,0.6205247480702051,3.76,0.0,0.7649797930721554,0.999638078257933,1.9179128365111554e-05,6.817012089692271e-06,0.0001478915198944703,1.908998833201105e-05,0.00012952182364982137,3.0872253566254e-10,8.608483652789273e-13,1.1016387425361723e-05,3.0005247802501695e-06,6.292244081452985e-05,2.3541117980631843e-07,3.889161820705611e-06,8.772056545195996e-07,4.2171251400516764e-05,5.168432038670188e-06,5.162906477104609e-06,2.042320158268895e-07,2.164129420602794e-08,2.398408371632305e-08,1.1379239917499127e-09,2.7437380367222367e-09,9.029124782895985e-12,1.7955534850938323e-07,5.4899548979812214e-09,1.6142163435410293e-14,1.7361562434329093e-11,5.813227596068204e-14,0.0002729642856524729,7.843979047316057e-17,1.386411274852213e-12
2.999885245599483e-06,0.6205250299320553,3.76,0.0,0.7649753564558344,0.9996362419372148,1.9830918429584763e-05,6.906723046097607e-06,0.0001504127577584219,1.910489889029868e-05,0.00013244915551195803,3.104433852912394e-10,8.622677358760166e-13,1.1040839344292147e-05,3.0032544763176693e-06,6.41712439269579e-05,2.3562829835580063e-07,3.950980249843608e-06,8.976662043492443e-07,4.312070123420427e-05,5.21811596656312e-06,5.370958018327159e-06,2.108638580968477e-07,2.3037731096727547e-08,2.5007744800277995e-08,1.1636627965593523e-09,2.8658840285997094e-09,9.5382543595505e-12,1.8257636924865525e-07,5.844211878183382e-09,1.7054316521247186e-14,1.7720690162940172e-11,5.929082222535407e-14,0.00027296378439109183,8.361989912625408e-17,1.4372769025377216e-12
3.043946642947285e-06,0.620525311960572,3.76,0.0,0.7649709057192335,0.999634399302035,2.049117423278108e-05,6.9950994752589245e-06,0.0001529352697285377,1.9118855515057877e-05,0.00013538553716645307,3.1209676673785234e-10,8.636177322459855e-13,1.1064098141956545e-05,3.0058054515597122e-06,6.54211686792218e-05,2.3583121760365154e-07,4.012815508196714e-06,9.181951040010178e-07,4.4072184269274204e-05,5.266431597926013e-06,5.583670329803253e-06,2.1764476924807834e-07,2.4497369409184464e-08,2.6055046533524043e-08,1.1894811995348713e-09,2.991971696234906e-09,1.0068249046866523e-11,1.8561458709454727e-07,6.214505192436465e-09,1.800392204010163e-14,1.808174220881127e-11,6.045563976061643e-14,0.0002729632811713463,8.904060993075189e-17,1.489307237427892e-12
3.088008040295087e-06,0.6205255941481671,3.76,0.0,0.7649664412297833,0.9996325504336896,2.115977088310066e-05,7.08217604486559e-06,0.00015545898536780596,1.9131918826272527e-05,0.00013833058382403814,3.1368502390722394e-10,8.649017805366446e-13,1.1086236422800688e-05,3.0081890625067525e-06,6.66721431950267e-05,2.3602083990245317e-07,4.0746662691878275e-06,9.387894406181975e-07,4.502560108802159e-05,5.3134197465391425e-06,5.801057517054722e-06,2.2457644616514052e-07,2.6021804674438172e-08,2.7126027644065876e-08,1.2153758080782003e-09,3.122088905066094e-09,1.0619677421266633e-11,1.886702430154368e-07,6.601239997954631e-09,1.8992002053060036e-14,1.844473717183222e-11,6.162679392053301e-14,0.0002729627762152846,9.470819607521139e-17,1.5425261474189056e-12
3.132069437642889e-06,0.6205258764877343,3.76,0.0,0.7649619633388176,0.9996306954080025,2.1836586787043074e-05,7.167987613322155e-06,0.00015798383883596339,1.9144145591385354e-05,0.0001412839272960669,3.152104415618261e-10,8.661231344629436e-13,1.110732255822644e-05,3.0104159438801205e-06,6.792410016545678e-05,2.3619801025139408e-07,4.136531283417635e-06,9.59446426372701e-07,4.5980858328565656e-05,5.35912092302202e-06,6.023133084747732e-06,2.3166055894997295e-07,2.7612636534168722e-08,2.8220724068191704e-08,1.241343375891373e-09,3.2563245069556683e-09,1.119311724336543e-11,1.9174357446793908e-07,7.0048225166585e-09,2.001959514742993e-14,1.880969438338543e-11,6.280435180578879e-14,0.0002729622698905568,1.0062894941913626e-16,1.5969580668003694e-12
3.1761308349906912e-06,0.6205261589726185,3.76,0.0,0.7649574723822286,0.9996288342967261,2.2521503661732085e-05,7.252569110945987e-06,0.00016050976859691336,1.915558897015308e-05,0.00014424521531858223,3.1667524492973235e-10,8.672848843669583e-13,1.1127420913331272e-05,3.012496054475594e-06,6.917697655869557e-05,2.3636351994205592e-07,4.198409374123709e-06,9.801633934346283e-07,4.693786833085107e-05,5.403575246071798e-06,6.249909962678243e-06,2.388987520916664e-07,2.9271468431435995e-08,2.9339169127416208e-08,1.2673807970924584e-09,3.3947683249115456e-09,1.1789155516302889e-11,1.948348155657912e-07,7.42565995702676e-09,2.10877565424695e-14,1.917663383643738e-11,6.398838208563906e-14,0.00027296176164645327,1.068091789813987e-16,1.652627973261757e-12
3.2201922323384933e-06,0.6205264415965864,3.76,0.0,0.764952968681097,0.9996269671662434,2.3214406536705258e-05,7.335955432534301e-06,0.00016303671714481958,1.9166298743938864e-05,0.00014721411089994402,3.180815995294448e-10,8.683899654778847e-13,1.1146592063850517e-05,3.014438720129642e-06,7.043071334819622e-05,2.3651810997243096e-07,4.2602994328855545e-06,1.000937789110822e-06,4.78965488017161e-05,5.446822363840816e-06,6.481400530698344e-06,2.4629264564361325e-07,3.099990731983488e-08,3.048139369425351e-08,1.2934851004460726e-09,3.5375111384883004e-09,1.2408388542919616e-11,1.979441972466743e-07,7.864160440609315e-09,2.2197558192446995e-14,1.954557612107768e-11,6.517895483667508e-14,0.0002729612516292086,1.1325520966894048e-16,1.709561365673234e-12
3.2642536296862954e-06,0.620526724353799,3.76,0.0,0.7649484525423005,0.9996250940781316,2.3915183746011513e-05,7.418181340543454e-06,0.0001655646307476833,1.9176321530431478e-05,0.0001501902916915171,3.1943161118879326e-10,8.694411657426325e-13,1.1164893003425443e-05,3.016252673953554e-06,7.168525525812967e-05,2.3666247424390653e-07,4.322200415564728e-06,1.0217671711483025e-06,4.885682249819059e-05,5.488901384690584e-06,6.717616642619827e-06,2.538438364009724e-07,3.279956339022676e-08,3.1647426347460984e-08,1.3196534437419958e-09,3.684644669870939e-09,1.3051421981870942e-11,2.010719474364148e-07,8.320732932989586e-09,2.3350088887141014e-14,1.991654236516559e-11,6.637614139225278e-14,0.00027296074041693543,1.1997338136452676e-16,1.76778424265149e-12
3.3083150270340975e-06,0.6205270072387864,3.76,0.0,0.7649439242591023,0.9996232150911221,2.4623726911589005e-05,7.4992813781612195e-06,0.00016809345920728688,1.918570098471579e-05,0.0001531734493808879,3.2072732623699067e-10,8.704411336187516e-13,1.118237734136759e-05,3.017946094010915e-06,7.294055052501134e-05,2.3679726255501333e-07,4.384111338469345e-06,1.0426492032063373e-06,4.981861692819896e-05,5.529850816603443e-06,6.958569649133309e-06,2.615538990722133e-07,3.467204981422566e-08,3.283729351736979e-08,1.3458831085461578e-09,3.836261570640274e-09,1.3718870902761799e-11,2.0421829121007532e-07,8.795787178987998e-09,2.454645435191792e-14,2.0289554179768923e-11,6.758001420491631e-14,0.0002729602273369279,1.2697004757647118e-16,1.8273230819141884e-12
3.3523764243818995e-06,0.6205272902464237,3.76,0.0,0.7649393841117168,0.9996213302594414,2.5339930918829225e-05,7.579289791581141e-06,0.0001706231556344571,1.919447798756341e-05,0.0001561632891070786,3.219707318510509e-10,8.713923851134876e-13,1.1199095491125123e-05,3.019526638599603e-06,7.419655067447898e-05,2.369230834048598e-07,4.446031274732465e-06,1.0635816504878488e-06,5.078186406785994e-05,5.5697085145720975e-06,7.204270419776259e-06,2.694243874392396e-07,3.661898250363707e-08,3.4051019621889334e-08,1.3721714950461118e-09,3.992455409215361e-09,1.4411359840375222e-11,2.0738345094951683e-07,9.289733641903827e-09,2.5787777345618342e-14,2.066463360907135e-11,6.87906467237347e-14,0.00027295971238816774,1.3425157428654892e-16,1.8882048204217463e-12
3.3964378217297016e-06,0.620527573371909,3.76,0.0,0.7649348323678538,0.9996194396328724,2.6063693885169142e-05,7.658240460823166e-06,0.00017315367623866966,1.9202690821756665e-05,0.00015915952889721392,3.231637565389636e-10,8.722973103339293e-13,1.1215094849686858e-05,3.0210014792897466e-06,7.545321031225852e-05,2.3704050661834895e-07,4.5079593508940975e-06,1.0845623755231012e-06,5.174650009459392e-05,5.608511635327853e-06,7.454729363983083e-06,2.774568355012836e-07,3.864197988507024e-08,3.528862719374159e-08,1.3985161169585093e-09,4.153320658965419e-09,1.5129522848053962e-11,2.105676464970739e-07,9.802983446598164e-09,2.7075197755607228e-14,2.1041803084452668e-11,7.000811327915588e-14,0.00027295919642473073,1.4182433941445674e-16,1.9504568353002993e-12
3.4404992190775037e-06,0.6205278566107417,3.76,0.0,0.7649302692832445,0.9996175432594628,2.6794917122493137e-05,7.736166838484637e-06,0.00017568498013107803,1.921037533720415e-05,0.00016216189912406561,3.2430827074337474e-10,8.731581802084071e-13,1.1230419968184577e-05,3.0223773318628e-06,7.671048692841545e-05,2.3715006580450618e-07,4.569894743676932e-06,1.1055893341124884e-06,5.2712465135269974e-05,5.6462965988093825e-06,7.709956451254226e-06,2.8565275859840937e-07,4.074266268896583e-08,3.6550136999456986e-08,1.4249145968724123e-09,4.318952686981022e-09,1.587400355027921e-11,2.1377109530504263e-07,1.0335948326226235e-08,2.8409872693375553e-14,2.1421085382479496e-11,7.123248897804027e-14,0.00027295867867724283,1.496947316103788e-16,2.014106925535088e-12
3.4845606164253058e-06,0.6205281399587045,3.76,0.0,0.7649256951021473,0.9996156411835979,2.7533505094068843e-05,7.81310189583108e-06,0.0001782170291401082,1.9217565105561574e-05,0.00016517014198391767,3.25406087551437e-10,8.739771525297036e-13,1.1245112713970297e-05,3.0236604852838467e-06,7.79683407140478e-05,2.3725226065853363e-07,4.631836676946113e-06,1.1266605714184537e-06,5.3679703028647896e-05,5.683099055808343e-06,7.969961230475071e-06,2.940136545110521e-07,4.292265375230379e-08,3.783556815063819e-08,1.4513646616885251e-09,4.489447743491967e-09,1.664545519448526e-11,2.1699401258073408e-07,1.0889040572433012e-08,2.979297658846361e-14,2.180250358652584e-11,7.246384961232278e-14,0.0002729581588968318,1.5786914910550894e-16,2.0791832944211986e-12
3.528622013773108e-06,0.6205284234118438,3.76,0.0,0.7649211100578345,0.9996137334452756,2.8279365366687065e-05,7.889078075668008e-06,0.00018074978763881727,1.9224291565026765e-05,0.00016818401099419466,3.264589634973795e-10,8.747562773824651e-13,1.1259212424457622e-05,3.024856828830423e-06,7.922673438962984e-05,2.3734755911752545e-07,4.693784418843701e-06,1.1477742181952006e-06,5.464816110139457e-05,5.7189538612636585e-06,8.234752848413882e-06,3.0254100453253697e-07,4.518357783428173e-08,3.914493820796558e-08,1.4778641379908787e-09,4.664902951917343e-09,1.7444540702138534e-11,2.202366114268947e-07,1.146267298883257e-08,3.12257012786591e-14,2.2186081051765398e-11,7.370227157231357e-14,0.0002729576382810344,1.6635399959833875e-16,2.145714532755998e-12
3.57268341112091e-06,0.6205287069664525,3.76,0.0,0.7649165143730594,0.9996118200837494,2.9032408558624475e-05,7.964127251476011e-06,0.0001832832223832628,1.9230584155930046e-05,0.00017120327051026036,3.2746859944519195e-10,8.754975029452487e-13,1.1272756053027604e-05,3.025971877498364e-06,8.048563304426578e-05,2.3743639937913822e-07,4.755737279088875e-06,1.1689284871671986e-06,5.5617789956980024e-05,5.753895052714292e-06,8.504340067434497e-06,3.112362745120361e-07,4.752706144427724e-08,4.047826327839715e-08,1.5044109479296228e-09,4.845416299531603e-09,1.827193271909292e-11,2.2349910297733566e-07,1.205725884759742e-08,3.270925610166111e-14,2.2571841373323353e-11,7.494783176763491e-14,0.00027295711602179655,1.7515569920650218e-16,2.2137296027543065e-12
3.616744808468712e-06,0.6205289906190552,3.76,0.0,0.7649119082605068,0.999609901135522,2.9792548283999696e-05,8.038280692313102e-06,0.00018581730236118016,1.9236470447706104e-05,0.00017422769526082764,3.2843664154061343e-10,8.762026807430167e-13,1.1285778307302836e-05,3.0270107957931298e-06,8.17450039851601e-05,2.375191917919386e-07,4.817694606435236e-06,1.1901216695472055e-06,5.658854327678366e-05,5.7879558334496835e-06,8.77873128245232e-06,3.2010091586586895e-07,4.995473268143092e-08,4.183555810599455e-08,1.5310031052427623e-09,5.031086628729033e-09,1.912831366523273e-11,2.2678169652765796e-07,1.2673211848990028e-08,3.424486798585219e-14,2.295980835734808e-11,7.62006075611784e-14,0.0002729565914878936,1.8428067115484288e-16,2.283257822666924e-12
3.660806205816514e-06,0.6205292743663924,3.76,0.0,0.7649072919232264,0.999607976632457,3.055970109404788e-05,8.111569033013735e-06,0.00018835199865030767,1.924197625779819e-05,0.00017725706990143024,3.293646822223095e-10,8.768735700859593e-13,1.129831178009462e-05,3.0279784200063287e-06,8.300481659665513e-05,2.3759632062558754e-07,4.879655786276785e-06,1.2113521316761602e-06,5.756037763276816e-05,5.821168559926822e-06,9.057934537158085e-06,3.2913636655543094e-07,5.2468221085214e-08,4.32168361567741e-08,1.5576387110251128e-09,5.222013628867942e-09,2.001437578340864e-11,2.3008459966099191e-07,1.331094608367551e-08,3.5833781535718967e-14,2.3350005994773517e-11,7.74606767049497e-14,0.0002729560662806699,1.9373534613809e-16,2.3543288520822986e-12
3.7190816191185287e-06,0.6205296497897231,3.76,0.0,0.7649011709995921,0.9996054228151624,3.158496899239856e-05,8.20722204308302e-06,0.00019170527797927005,1.9248714739174163e-05,0.0001812709614460739,3.305332777769e-10,8.777110537700994e-13,1.1314189560384605e-05,3.029156357136795e-06,8.467166915676052e-05,2.3769024099163053e-07,4.961610309016925e-06,1.2394860607685704e-06,5.8847313032561e-05,5.863846486708589e-06,9.434611564211454e-06,3.4135138846263667e-07,5.592713327651762e-08,4.508056572716038e-08,1.5929305048935634e-09,5.482777840403742e-09,2.1233061549363506e-11,2.3448454929139477e-07,1.4188570070004048e-08,3.8019289056708585e-14,2.386954692659474e-11,7.913857362023934e-14,0.0002729553694635823,2.0675740905543529e-16,2.4507477850126265e-12
3.7773570324205434e-06,0.6205300253668656,3.76,0.0,0.7648950329532432,0.9996028594078286,3.262218507455112e-05,8.301481649984047e-06,0.00019505953092342144,1.9254881627449507e-05,0.00018529270055695586,3.3163801278314464e-10,8.784951220531824e-13,1.1329331469996104e-05,3.030227185044459e-06,8.63391828782985e-05,2.377756529089995e-07,5.043569302887911e-06,1.2676790478786881e-06,6.0135981095827144e-05,5.905166523858024e-06,9.819736521281369e-06,3.5387095944885495e-07,5.95427909936967e-08,4.698629489386629e-08,1.628291149551809e-09,5.753148087476302e-09,2.250654769830646e-11,2.389208584727528e-07,1.510597979307273e-08,4.0303213736741065e-14,2.4393088358632942e-11,8.082954650665976e-14,0.0002729546656413989,2.2038237692898179e-16,2.5499881955332226e-12
3.835632445722558e-06,0.6205304010917857,3.76,0.0,0.7648888781836333,0.9996002864631618,3.367117879805515e-05,8.394413228182647e-06,0.00019841470511744282,1.926052446056889e-05,0.00018932186144698853,3.3268215854538256e-10,8.792291858048057e-13,1.1343798032439694e-05,3.0311998087619824e-06,8.800730138518977e-05,2.3785326392731336e-07,5.125531602108274e-06,1.2959278619874423e-06,6.142630157981232e-05,5.945196597200396e-06,1.0213325460650492e-05,3.6669831456826206e-07,6.33189734932711e-08,4.8934045880249395e-08,1.663716890435992e-09,6.033361703734223e-09,2.3836515822929117e-11,2.4339399578766615e-07,1.6064135820741892e-08,4.2688579098679484e-14,2.4920686886095988e-11,8.253377744980643e-14,0.00027295396283307644,2.346251729965299e-16,2.652121207245208e-12
3.893907859024573e-06,0.6205307769589241,3.76,0.0,0.7648827070662393,0.9995977040346433,3.4731787690274684e-05,8.486079961166369e-06,0.00020177075290723318,1.926568682959549e-05,0.0001933580430199169,3.3366883798658883e-10,8.799164342865287e-13,1.1357644899082556e-05,3.03208239395242e-06,8.967597298080127e-05,2.3792372284838926e-07,5.207496124181866e-06,1.3242294592215963e-06,6.271820082842039e-05,5.984001998277614e-06,1.0615393564210209e-05,3.798366601949628e-07,6.725946269564786e-08,5.092383800188596e-08,1.699204190138561e-09,6.323658519621241e-09,2.522467823957491e-11,2.4790442616706127e-07,1.7063999476160735e-08,4.5178463953223825e-14,2.5452399387199137e-11,8.425144905176422e-14,0.00027295326289820764,2.495007345710657e-16,2.757218804456228e-12
3.952183272326588e-06,0.6205311529631544,3.76,0.0,0.7648765199538936,0.99959511218746,3.5803857068402166e-05,8.576542826254072e-06,0.00020512763098436634,1.9270408685887642e-05,0.0001974008675001038,3.346010305564735e-10,8.805598512138226e-13,1.137092320939476e-05,3.0328824244616867e-06,9.134515028377284e-05,2.3798762429902604e-07,5.2894618635267395e-06,1.3525809725270936e-06,6.401161127227006e-05,6.021645414486914e-06,1.1025955191948538e-05,3.9328917700522066e-07,7.136804282755385e-08,5.295568787807785e-08,1.7347497175150423e-09,6.624280843112237e-09,2.667277816659023e-11,2.524526112645641e-07,1.8106532747839686e-08,4.777600272581511e-14,2.5988282972825146e-11,8.598274432698596e-14,0.0002729525510364418,2.6502401117623404e-16,2.8653537884909917e-12
4.010458685628603e-06,0.6205315290997921,3.76,0.0,0.764870317178155,0.999592510953954,3.688723976338109e-05,8.665860568805967e-06,0.0002084852999992355,1.927472666609917e-05,0.00020144997901679103,3.354815770650261e-10,8.811622282276071e-13,1.1383679968758087e-05,3.033606763205222e-06,9.301478984271883e-05,2.3804551356896224e-07,5.371427884760924e-06,1.3809797010046453e-06,6.530647090217216e-05,6.058186951115086e-06,1.1445023932222452e-05,4.0705902303744044e-07,7.564850002870526e-08,5.5029609663926124e-08,1.7703503353243778e-09,6.935473439018449e-09,2.8182589902269398e-11,2.570390098420891e-07,1.9192698190664484e-08,5.048438577918273e-14,2.6528394930467196e-11,8.772784662100591e-14,0.0002729518407926355,2.812099631080436e-16,2.976599733365163e-12
