Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67)
3.5573866594315992e-19,0.6205081961293163,3.76,0.0,0.7652008342253374,0.9999999999997314,1.3238055494588102e-45,3.0205299588333255e-33,1.0249071269871446e-17,1.0249071269867819e-17,4.0488771060852803e-19,7.479929603250808e-36,9.867973288130392e-35,7.140334769367616e-30,3.618044968854182e-30,6.941404413400591e-42,7.286670644739435e-36,4.048877106050185e-19,9.430784550468013e-33,2.071498037545474e-20,4.228283309041934e-27,3.0327724925750215e-33,7.270160294493652e-33,1.3951210010672654e-39,2.1160341571723544e-45,4.087950712752893e-34,1.9671717840134792e-47,3.6912209003966234e-44,2.0714980375454722e-20,3.249897617266585e-40,2.09076147629968e-57,5.620459352036071e-38,9.384060792701132e-37,2.6845702467070245e-13,1.3067972806620264e-59,1.1187058393603247e-51
7.117864011008665e-19,0.6205081961293163,3.76,0.0,0.7652008342253374,0.9999999999994628,1.0598493701592703e-44,1.208999156535712e-32,2.0507047032592476e-17,2.0507047032577965e-17,8.1012719159969e-19,2.9939211707747686e-35,3.94976098242498e-34,2.15293045058053e-29,1.4481608772689357e-29,5.557344201758176e-41,2.9165699979724187e-35,8.101271915926938e-19,3.7747715535593026e-32,4.144795812743029e-20,8.460255587776758e-27,1.2138993603672397e-32,2.9099587762487536e-32,5.5841197947740154e-39,8.469651975371559e-45,1.6362456356413007e-33,1.5749335518708718e-46,1.4774503618804947e-43,4.144795812743021e-20,1.3008059947446712e-39,1.673880497667731e-56,2.2496484950994736e-37,3.7560698716065166e-36,5.371472870642455e-13,1.0462324135868812e-58,8.958719818423034e-51
1.4238818714162796e-18,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999989254,8.482016062195496e-44,4.837571421889086e-32,4.102299855803453e-17,4.1022998557976466e-17,1.6206061535815016e-18,1.1979584474522822e-34,1.5804188724548776e-33,7.20439737280525e-29,5.794529825943071e-29,4.44756435174053e-40,1.1670101238698427e-34,1.6206061535676085e-18,1.510400308178172e-31,8.291391363138139e-20,1.6924246353334636e-26,4.857178618733671e-32,1.164362550181736e-31,2.2343752833937658e-38,3.3889646556309955e-44,6.547113849909414e-33,1.2604254959536194e-45,5.911726250190252e-43,8.291391363138108e-20,5.204918357859251e-39,1.3396131952451579e-55,9.001524445758316e-37,1.5029171975629045e-35,1.0745278107934929e-12,8.373039028436497e-58,7.170606869820569e-50
2.8480728120471058e-18,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999978506,6.786901568270796e-43,1.935343573623732e-31,8.205490160891865e-17,8.205490160868635e-17,3.241564077543072e-18,4.792613876311618e-34,6.322704591121216e-33,2.6002023116939934e-28,2.318189247477069e-28,3.558727221887325e-39,4.6688182004991055e-34,3.2415640775156947e-18,6.042584746250038e-31,1.6584582463928362e-19,3.38524127168034e-26,1.9431877280713041e-31,4.658208388076859e-31,8.938956072963657e-38,1.3558070522409046e-43,2.619271861379139e-32,1.0085318994626053e-44,2.365075716176744e-42,1.658458246392823e-19,2.082306267559459e-38,1.0718942033491099e-54,3.601196052393019e-36,6.012647416459421e-35,2.1492888540206335e-12,6.699703389492626e-57,5.737938256628661e-49
5.696454693308758e-18,0.6205081961293163,3.76,0.0,0.7652008342253372,0.9999999999957011,5.43003680155138e-42,7.742004355907601e-31,1.6411870771068685e-16,1.6411870770975758e-16,6.48347992545801e-18,1.9172015926231223e-33,2.5292876679673106e-32,9.837604220344234e-28,9.27351167771509e-28,2.8472521025457993e-38,1.8676935099633356e-33,6.483479925404895e-18,2.4172306151690636e-30,3.3170964665508807e-19,6.770948477315355e-26,7.773383519092736e-31,1.8634350034940474e-30,3.5758734387348933e-37,5.4236737040555166e-43,1.0477940142854953e-31,8.069021288312134e-44,9.461074957631488e-42,3.317096466550828e-19,8.329902970262562e-38,8.575969659493283e-54,1.4405957621477668e-35,2.4052546969437494e-34,4.2988109235495e-12,5.360271643894987e-56,4.590931780546974e-48
1.1393218455832063e-17,0.6205081961293164,3.76,0.0,0.765200834225337,0.9999999999914021,4.344235678160807e-41,3.0969277645793217e-30,3.282463199142232e-16,3.282463199105061e-16,1.2967311621255066e-17,7.669118575297036e-33,1.0117562322367694e-31,3.822391507653158e-27,3.709555613912719e-27,2.277909817763927e-37,7.471191933691984e-33,1.2967311621155404e-17,9.669315907645787e-30,6.634372906866967e-19,1.3542658620350896e-25,3.109479933985342e-30,7.454043321254324e-30,1.4304075802347602e-36,2.1695610507357234e-42,4.191346597709316e-31,6.455523484022899e-43,3.7845856918348085e-41,6.634372906866756e-19,3.332096775272139e-37,6.861104329447024e-53,5.762618363511666e-35,9.62141019186696e-34,8.597854994905565e-12,4.2884209168919825e-55,3.6729779086996415e-47
2.2786745980878672e-17,0.6205081961293164,3.76,0.0,0.7652008342253367,0.999999999982804,3.47547105090974e-40,1.2387963150812394e-29,6.565015443212957e-16,6.565015443064269e-16,2.5934975012717893e-17,3.0677099597881804e-32,4.047107238754704e-31,1.5064256494120283e-26,1.4838524345806423e-26,1.8223711095571624e-36,2.988628692116772e-32,2.593497501254487e-17,3.8678050535512554e-29,1.3268925787499138e-18,2.708726183348781e-25,1.243817279699709e-29,2.981677990999075e-29,5.721746738561539e-36,8.678447080020137e-42,1.6765727438262727e-30,5.164541371779279e-42,1.5138664468100888e-40,1.3268925787498295e-18,1.3328658298927757e-36,5.48901838198035e-52,2.3050949085762108e-34,3.8486423025052507e-33,1.7195942866811042e-11,3.430818205171053e-54,2.9384753234610602e-46
4.5573801030971894e-17,0.6205081961293165,3.76,0.0,0.765200834225336,0.9999999999656077,2.7804098627773534e-39,4.9552357141332685e-29,1.3130119931354397e-15,1.3130119930759642e-15,5.1870301795118416e-17,1.2270965600381465e-31,1.6188593402036857e-30,5.980639772537249e-26,5.935470116193383e-26,1.457914189855197e-35,1.1955365317146834e-31,5.187030179487757e-17,1.5471377594177045e-28,2.6538031548763468e-18,5.418119996805511e-25,4.9753197345438834e-29,1.1926833289765237e-28,2.288721984011183e-35,3.471435196449978e-41,6.706359153572169e-30,4.1316821318036617e-41,6.055538350112341e-40,2.653803154876009e-18,5.331517574563679e-36,4.391274232373428e-51,9.220478756302918e-34,1.5394725211301007e-32,3.4392117527395454e-11,2.744687199270745e-53,2.3508174578704826e-45
9.114791113115833e-17,0.6205081961293166,3.76,0.0,0.7652008342253347,0.9999999999312154,2.2243411283403063e-38,1.9821044043483277e-28,2.6260328907637247e-15,2.6260328905258216e-15,1.0374095535781895e-16,4.908411953132555e-31,6.475470111114518e-30,2.3832432520034335e-25,2.3742001215470763e-25,1.1663382725582182e-34,4.78275360495439e-31,1.0374095535775805e-16,6.188582511873527e-28,5.3076243071292084e-18,1.083880030706047e-24,1.9901380194783405e-28,4.77075758092333e-28,9.154934552263762e-35,1.388597982704026e-40,2.682557271682809e-29,3.3053653191678276e-40,2.4222364304112435e-39,5.307624307127858e-18,2.132617892825853e-35,3.5130520907122814e-50,3.688214522859951e-33,6.157920923611155e-32,6.878446251565867e-11,2.1957628872147413e-52,1.8806688459441232e-44
1.8229613133153122e-16,0.6205081961293168,3.76,0.0,0.7652008342253319,0.9999999998624306,1.779478244674012e-37,7.928438077936145e-28,5.252074686020281e-15,5.2520746850686665e-15,2.074822624748179e-16,1.9633703723585754e-30,2.590194483120099e-29,9.514947600337074e-25,9.49682463191603e-25,9.330733859159518e-34,1.9135728322089487e-30,2.0748226247637927e-16,2.4754392980585352e-27,1.0615266611634912e-17,2.1687731661129323e-24,7.960572349013806e-28,1.9083078851879418e-27,3.6619831752409635e-34,5.554540792481255e-40,1.073025610361827e-28,2.644300100597392e-39,9.689040524329051e-39,1.0615266611629512e-17,8.530493392981176e-35,2.8104689848568358e-49,1.4752929699039737e-32,2.463174248232912e-31,1.3756913516056694e-10,1.756615678760594e-51,1.5045410284667912e-43
3.6459257173227697e-16,0.6205081961293175,3.76,0.0,0.7652008342253265,0.9999999997248612,1.4235848073222793e-36,3.1713795017738485e-27,1.0504158276533348e-14,1.0504158272726876e-14,4.149648766752075e-16,7.853496259643428e-30,1.0360789918641237e-28,3.802373947902576e-24,3.798734678344957e-24,7.464598152271804e-33,7.65803326601593e-30,4.149648766850629e-16,9.901769766502993e-27,2.1230551220646247e-17,4.341587730504627e-24,3.1842330096171695e-27,7.63324124483469e-27,1.4647951658222922e-33,2.221926938040247e-39,4.292107681885539e-28,2.1154432181835758e-38,3.875677267791206e-38,2.123055122062464e-17,3.4122017980358286e-34,2.2484088813392645e-48,5.901206654604848e-32,9.852706438174555e-31,2.751384111239459e-10,1.405294879170854e-50,1.2036352031900806e-42
7.291854525337685e-16,0.6205081961293186,3.76,0.0,0.7652008342253155,0.9999999994497224,1.1388688501378977e-35,1.2685527976189362e-26,2.1008325457559266e-14,2.1008325442333364e-14,8.299301049415536e-16,3.141404328288757e-29,4.144317651728467e-28,1.5202285585796493e-23,1.5194948335963303e-23,5.971682937315932e-32,3.066201019114649e-29,8.299301049881948e-16,3.960710411565643e-26,4.246112043866861e-17,8.699330034834489e-24,1.2736940304792893e-26,3.0532984374994634e-26,5.859184653596998e-33,8.88857588000105e-39,1.716843990486294e-27,1.6923558289824483e-37,1.5503167967427544e-37,4.2461120438582195e-17,1.3648816685858698e-33,1.798777012105629e-47,2.3605059795922834e-31,3.9410826144433476e-30,5.502766857452334e-10,1.1242371395035687e-49,9.629091142836459e-42
1.09377833333526e-15,0.6205081961293198,3.76,0.0,0.7652008342253045,0.9999999991745839,3.256454000714189e-35,2.695675478580988e-26,3.151249263858497e-14,3.151249260622994e-14,1.2448953330734664e-15,6.675491066907306e-29,8.806675260297966e-28,3.230035047441032e-23,3.228927119510279e-23,1.7075284128556807e-31,6.52006372672643e-29,1.2448953331770916e-15,8.416511178848726e-26,6.369168965669069e-17,1.3069185515943942e-23,2.7066003455565027e-26,6.48826039034902e-26,1.2450770164547484e-32,1.888968283099041e-38,3.64829390662683e-27,4.839080868862371e-37,3.2944995846895254e-37,6.369168965650703e-17,2.9003742258058974e-33,5.143468755857019e-47,5.016108188183857e-31,8.374798498863606e-30,8.254146830613295e-10,3.2146169471943648e-49,2.8586372336826255e-41
1.4583712141367515e-15,0.6205081961293211,3.76,0.0,0.7652008342252935,0.9999999988994457,6.868805838893351e-35,4.598506117938535e-26,4.201665981961048e-14,4.201665976441658e-14,1.6598605610709463e-15,1.1387612353245666e-28,1.5023151193517899e-27,5.509656860230782e-23,5.508170322997291e-23,3.601672328041557e-31,1.1129350858689256e-28,1.6598605612517533e-15,1.4357579269640837e-25,8.492225887471248e-17,1.7451154175066098e-23,4.6171422571785827e-26,1.1068209981779058e-25,2.1239551930671217e-32,3.2226002781479296e-38,6.2235604024599854e-27,1.0207024108026906e-36,5.620155381710555e-37,8.492225887439917e-17,4.947697922866662e-33,1.0849247867577152e-46,8.556941608487628e-31,1.4286416678236814e-29,1.100552403072514e-09,6.780560609347545e-49,6.228821029529508e-41
2.1875569757397347e-15,0.6205081961293235,3.76,0.0,0.7652008342252716,0.9999999983491702,1.8760843345389553e-34,9.520625237184463e-26,6.302499418166097e-14,6.302499406738904e-14,2.4897910167504007e-15,2.3576637674868473e-28,3.1103521681270493e-27,1.1406222160614132e-22,1.1403968058876309e-22,9.83728519355472e-31,2.3065713672884744e-28,2.4897910171329746e-15,2.972554689661939e-25,1.273833973107554e-16,2.6243520384302825e-23,9.559207616379897e-26,2.291532504670208e-25,4.3973801460644804e-32,6.672914258247019e-38,1.2885091134935614e-26,2.787855144563829e-36,1.1636302484773795e-36,1.2738339731010668e-16,1.0243581945377696e-32,2.963356200938194e-46,1.771623631739653e-30,2.957819421705475e-29,1.6508271922781e-09,1.85198263000127e-48,1.8080348774131615e-40
2.9167427373427177e-15,0.6205081961293257,3.76,0.0,0.7652008342252498,0.9999999977988956,3.925396639570061e-34,1.6192093220921465e-25,8.403332854371071e-14,8.403332834936406e-14,3.3197214719354982e-15,4.0097737044243422e-28,5.289893435039138e-27,1.9398201625665818e-22,1.939516374375946e-22,2.0582892408854544e-30,3.9267261180528304e-28,3.319721472594113e-15,5.0555372128130635e-25,1.6984453574679723e-16,3.5080431079574126e-23,1.6257709506958239e-25,3.8972968015047096e-25,7.478792757130222e-32,1.1350455417624367e-37,2.1914164103764668e-26,5.8331258516804227e-36,1.9791123619741406e-36,1.698445357456939e-16,1.7421652326666828e-32,6.200508643351831e-46,3.013096084937797e-30,5.0304732149370276e-29,2.2011009617369444e-09,3.8749693574831306e-48,3.9539686974964875e-40
3.645928498945701e-15,0.6205081961293282,3.76,0.0,0.7652008342252279,0.9999999972486221,7.146035670171304e-34,2.473786439410942e-25,1.0504166290575964e-13,1.0504166260884185e-13,4.149651926590928e-15,6.1260361108559e-28,8.081760232812623e-27,2.963526768802088e-22,2.9631428642425454e-22,3.7470370628218505e-30,6.005174643264523e-28,4.149651927605165e-15,7.723718759085823e-25,2.1230567418283805e-16,4.396506801812366e-23,2.4838107754536327e-25,5.954189087143093e-25,1.1425906589496126e-31,1.7343400976794e-37,3.3479888705627865e-26,1.0618983161118027e-35,3.0237650642126585e-36,2.1230567418115223e-16,2.661635143912457e-32,1.1288122844123984e-45,4.60337416044402e-30,7.685421682545264e-29,2.7513736386118626e-09,7.054237640009633e-48,7.418183797222103e-40
5.104300022151667e-15,0.6205081961293328,3.76,0.0,0.7652008342251841,0.9999999961480786,1.886764838731937e-33,4.7570054799134735e-25,1.4705833162985498e-13,1.4705833105889258e-13,5.809512834279521e-15,1.1780185069257412e-27,1.554093032530976e-26,5.698568284528725e-22,5.698018816479758e-22,9.893283427497356e-30,1.1574616234110725e-27,5.809512836248741e-15,1.4852437682545215e-24,2.9722795105491655e-16,6.188051856615188e-23,4.776280361058649e-25,1.1449694857627112e-24,2.1971617291368946e-31,3.3361564719299292e-37,6.438062535113863e-26,2.8037248838088905e-35,5.815155842476401e-36,2.972279510516742e-16,5.118231199740265e-32,2.9806376697715907e-45,8.852321975264889e-30,1.4778771675172892e-28,3.851915645992809e-09,1.8625293262354335e-47,2.02975037684039e-39
8.021043068563598e-15,0.6205081961293423,3.76,0.0,0.7652008342250967,0.9999999939470045,7.29582596871848e-33,1.1605661809363368e-24,2.310916690780357e-13,2.310916676850603e-13,9.129234643207359e-15,2.874026514977418e-27,3.7915118780961446e-26,1.3902342025208739e-21,1.3901440200501088e-21,3.8255760498502944e-29,2.8379746236600294e-27,9.129234648055537e-15,3.623544955684551e-24,4.670725047990623e-16,9.829255052714383e-23,1.1652678475885115e-24,2.79337880616036e-24,5.360410967033601e-31,8.144791243047492e-37,1.5706914727806208e-25,1.0841560277377801e-34,1.4190119078139485e-35,4.67072504791149e-16,1.2486939448335707e-31,1.1527747966147457e-44,2.1598016519300303e-29,3.6055610798567313e-28,6.052986357218549e-09,7.202125892951638e-47,8.061119407900633e-39
1.093778611497553e-14,0.6205081961293518,3.76,0.0,0.7652008342250092,0.9999999917459482,1.8106431397028593e-32,2.149989647815042e-24,3.1512500652620314e-13,3.15125003945669e-13,1.2448956443528712e-14,5.324262203080301e-27,7.02389636014484e-26,2.575417052227146e-21,2.5752887959942865e-21,9.494126076484056e-29,5.28151453957702e-27,1.2448956452548949e-14,6.712739511219603e-24,6.369170585431942e-16,1.3548009027156224e-22,2.1586982452622784e-24,5.174828726965634e-24,9.930345557360948e-31,1.509792801134134e-36,2.909757689749264e-25,2.6906050105245788e-34,2.62925709346603e-35,6.369170585285297e-16,2.313248667540328e-31,2.861311961571726e-44,4.001281508870875e-29,6.6794039950819725e-28,8.254039315243271e-09,1.7873921667565865e-46,2.0182130720951275e-38
1.6771272207799394e-14,0.6205081961293706,3.76,0.0,0.7652008342248341,0.999999987343889,6.576285344049756e-32,5.0422380208753686e-24,4.831916814224979e-13,4.8319167537054e-13,1.908840001836006e-14,1.2486800824852868e-26,1.647264626583659e-25,6.039869329730264e-21,6.0396563764708054e-21,3.448277374446805e-28,1.2508555884808698e-26,1.9088400039602532e-14,1.5742948795722174e-23,9.766061660314281e-16,2.1218099522364273e-22,5.06265462463611e-24,1.213618759864159e-23,2.3289005124335126e-30,3.5455747317190355e-36,6.824057461737173e-25,9.772308128103633e-34,6.168691147219253e-35,9.76606165997011e-16,5.42511542844e-31,1.0395905763468794e-43,9.38483670068532e-29,1.566466881102282e-27,1.2656091988475815e-08,6.491862960396059e-46,7.377500103294175e-38
2.843824439344712e-14,0.6205081961294086,3.76,0.0,0.765200834224484,0.9999999785399832,3.2862895295388833e-31,1.4480300525824154e-23,8.19325031214928e-13,8.193250138349697e-13,3.236728706478108e-14,3.5860421679028786e-26,4.730576405016023e-25,1.734504670998924e-20,1.7344629921657057e-20,1.723161902915364e-27,3.6654826954352706e-26,3.2367287125980166e-14,4.52104555112808e-23,1.6559843810078433e-15,3.748859720985668e-22,1.4538890147211545e-23,3.485259397447618e-23,6.688124255380815e-30,1.0210648944244785e-35,1.9597224176445643e-24,4.8833860737927605e-33,1.7729926346866906e-34,1.6559843809088525e-15,1.5579824493504696e-30,5.198899410109837e-43,2.6956644481492837e-28,4.498504960347489e-27,2.1459984371982555e-08,3.2441284019240503e-45,3.6984817017514423e-37
5.1772188764742575e-14,0.6205081961294843,3.76,0.0,0.7652008342237838,0.9999999609330238,2.037223896682876e-30,4.797060152587348e-23,1.4915917307991491e-12,1.491591673222891e-12,5.892506074468005e-14,1.1880464314100605e-25,1.5671277143175634e-24,5.746018174317033e-20,5.745921755386808e-20,1.0682093326260984e-26,1.2640343676771248e-25,5.89250609478393e-14,1.4977300274622064e-22,3.01474081096102e-15,7.3750810504114e-22,4.8164407919304405e-23,1.154595377087614e-22,2.215645155821803e-29,3.4019991851795555e-35,6.492132004949173e-24,3.027271540687487e-32,5.883544934000716e-34,3.0147408106320547e-15,5.161296477915657e-30,3.2278430268402873e-42,8.933820746395798e-28,1.4902219267913504e-26,3.9066917340559845e-08,2.011120057364779e-44,2.295451241950881e-36
9.844007750733349e-14,0.6205081961296356,3.76,0.0,0.7652008342223835,0.9999999257225115,1.4274795880782845e-29,1.7340916200026683e-22,2.8361251299650357e-12,2.8361249218351216e-12,1.1204060645283928e-13,4.295082048474608e-25,5.664826806334291e-24,2.0770942646989152e-19,2.0770679285077934e-19,7.484833713995161e-26,4.9316325934325125e-25,1.1204060718810168e-13,5.414077864392868e-22,5.73225367087319e-15,1.6116021522222005e-21,1.741076383084518e-22,4.173696663035564e-22,8.009282763167279e-29,1.2440784542439011e-34,2.3467916133249953e-23,2.1211785919509057e-31,2.1340847007409514e-33,5.732253669676535e-15,1.865747949332908e-29,2.2687518988480844e-41,3.2320953507395854e-27,5.386639485434155e-26,7.42773763962322e-08,1.4092340367316428e-43,1.6089817669480763e-35
1.4510796624992441e-13,0.6205081961297868,3.76,0.0,0.7652008342209832,0.9999998905165414,4.3611771717787574e-29,3.7679339364420427e-22,4.180658529127513e-12,4.180658076895948e-12,1.651561499589855e-13,9.3333432341229e-25,1.2308513473353104e-23,4.51317218972384e-19,4.513121292472636e-19,2.2867164366628873e-25,1.137597912339044e-24,1.6515615155725535e-13,1.1763885166309061e-21,8.4497665307989e-15,2.6841641898905465e-21,3.7830722777454905e-22,9.068746269847775e-22,1.7402913723999003e-28,2.7295772764816068e-34,5.0991482697784575e-23,6.4804839531422445e-31,4.650253605491489e-33,8.449766528185119e-15,4.0539831614663976e-29,6.946047039041453e-41,7.027628314644591e-27,1.1703723659979792e-25,1.0948329334577366e-07,4.305545651859186e-43,4.915997856427628e-35
