Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50)
1.2150059829106214e-19,0.4399004412316399,3.76,0.0,0.8993306343808674,0.9999999999997017,2.429043519303416e-45,7.30572534618716e-33,7.298207787761135e-17,7.298207787759442e-17,1.6846113725266109e-18,4.770526557985533e-35,6.194773050420276e-34,7.55488597763459e-29,1.688219498493459e-29,1.9394716695478935e-41,2.5882313702556922e-23,1.684611372467971e-18,1.7820746023589237e-32,2.2547806592987236e-19,1.2382513367115172e-25,7.403289506699994e-33,2.0473908934689673e-32,3.4010808355097414e-38,3.848151472879714e-37,1.8817981198071525e-33,9.063665625934774e-47,1.0495574514486916e-42,2.2547806592987217e-19,9.396592547137775e-39,2.6608073163326995e-56,1.2118146540268255e-36,1.9544146196835694e-35,2.9837328379454867e-13,1.0071210096780831e-57,2.8118631641473584e-50,6.77005904528403e-50,1.5149031790667605e-48,2.5882313702934306e-23,2.4550731905865854e-64,1.9534004132406813e-60,1.293197490795457e-66,1.9582488388964227e-68,3.6343764729561874e-50
2.4310675748420166e-19,0.4399004412316399,3.76,0.0,0.8993306343808672,0.999999999999403,1.9447117783141958e-44,2.9241940661282374e-32,1.4602756329464717e-16,1.4602756329457953e-16,3.3706863518053443e-18,1.9094538591417014e-34,2.4795236243189233e-33,1.8495764336740626e-28,6.757277620949931e-29,1.552756617441409e-40,5.178711421035522e-23,3.370686351688066e-18,7.132942629856626e-32,4.51152029397477e-19,2.477578927741907e-25,2.963245155659869e-32,8.194899228528225e-32,1.3613186814643962e-37,1.5402634463680736e-36,7.532096586118222e-33,7.256443597468047e-46,4.200965116471152e-42,4.511520293974762e-19,3.761085841630979e-38,2.1302637780015127e-55,4.850416715736005e-36,7.822751828068831e-35,5.970057970031407e-13,8.063091805534023e-57,2.2517710526263826e-49,5.421537995722762e-49,1.2131511837930895e-47,5.1787114211865756e-23,3.9323837812335755e-63,1.5639080817604084e-59,2.0713634356599722e-65,3.136601386616285e-67,2.9097110348465223e-49
4.863190758704806e-19,0.4399004412316399,3.76,0.0,0.8993306343808671,0.9999999999988057,1.556360460937611e-43,1.1700585209117775e-31,2.921185341287189e-16,2.921185341284481e-16,6.742836310360636e-18,7.64030262217114e-34,9.921324223975988e-33,5.0520209730207725e-28,2.703791224541345e-28,1.2426772083844852e-39,1.0359671522368395e-22,6.742836310126239e-18,2.8541061607255707e-31,9.02499956332686e-19,4.9562354589138855e-25,1.1856840428622105e-31,3.2790271264644434e-31,5.447047925672282e-37,6.163060071517958e-36,3.0138197350260456e-32,5.807360259316735e-45,1.6809333156723882e-41,9.024999563326832e-19,1.5049242408379394e-37,1.7048585173575976e-54,1.9407984979325714e-35,3.1301196901120875e-34,1.1942708228251992e-12,6.452923984575472e-56,1.8023294964203918e-48,4.3394277737577737e-48,9.710126434327897e-47,1.0359671522972803e-22,6.2952293371987375e-62,1.251601769145086e-58,3.315980482622704e-64,5.021286366576897e-66,2.3286531484542595e-48
9.727437126430385e-19,0.4399004412316399,3.76,0.0,0.8993306343808668,0.9999999999976112,1.2453248354019658e-42,4.68099598435812e-31,5.843004757968621e-16,5.843004757957789e-16,1.3487136227462525e-17,3.0566185609180525e-33,3.9691757255176566e-32,1.5513985521789669e-27,1.0816925501208821e-27,9.943305728179426e-39,2.072159172412699e-22,1.3487136226994518e-17,1.1418283125059046e-30,1.805195810203104e-18,9.913553917702651e-25,4.743508242870557e-31,1.3118243680071018e-30,2.1791738608228496e-36,2.465625342976636e-35,1.2057241418177022e-31,4.646770548514481e-44,6.724828365118104e-41,1.8051958102030932e-18,6.020676911709318e-37,1.3641459444111794e-53,7.764457888662691e-35,1.2522516958160734e-33,2.3888008720888144e-12,5.163319615539997e-55,1.442228748004572e-47,3.4724213845776115e-47,7.77006841343234e-46,2.072159172654502e-22,1.0075099947178053e-60,1.001471577615668e-57,5.307008370751485e-63,8.036238125825467e-65,1.8632763225828862e-47
1.9455929861881543e-18,0.43990044123163996,3.76,0.0,0.8993306343808662,0.9999999999952222,9.963544663861314e-42,1.872550787352645e-30,1.168664359133148e-15,1.1686643591288153e-15,2.6975736061631513e-17,1.2227469371162482e-32,1.5877995054491033e-31,5.2666216499417175e-27,4.3271223461279246e-27,7.95539988759787e-38,4.144543212401558e-22,2.6975736060698814e-17,4.5676849728278094e-30,3.61058751794394e-18,1.9828212421059435e-24,1.8975577226334035e-30,5.24772453726916e-30,8.717404875483281e-36,9.863304057797683e-35,4.823289088748503e-31,3.7177694129323866e-43,2.690150708808655e-40,3.610587517943894e-18,2.4084667686387583e-36,1.0914205423218905e-52,3.1060360277720667e-34,5.00941444354159e-33,4.7778609610940354e-12,4.131047909213408e-54,1.153929076543587e-46,2.778288816854187e-46,6.21684173319766e-45,4.1445432133688494e-22,1.6122346630711014e-59,8.012533354153815e-57,8.492365236005836e-62,1.2859725200738467e-63,1.4907625946995585e-46
3.891291533278386e-18,0.43990044123164007,3.76,0.0,0.899330634380865,0.999999999990444,7.971214164336817e-41,7.49050796840209e-30,2.3373921258057176e-15,2.3373921257883867e-15,5.3952935729830335e-17,4.8911868070720323e-32,6.351456452320032e-31,1.918838859733333e-26,1.7309193700545278e-26,6.3646220481227405e-37,8.289311290927841e-22,5.3952935727978323e-17,1.8271483362602436e-29,7.221370933425604e-18,3.965761577089018e-24,7.590539754131367e-30,2.0991752309855515e-29,3.4871038421345014e-35,3.945482166006059e-34,1.9293941409185268e-30,2.974356727520168e-42,1.0761044189830224e-39,7.221370933425422e-18,9.6342590990276e-36,8.731781484103735e-52,1.2424650473062008e-33,2.0038473057379755e-32,9.555981101016447e-12,3.304995228434247e-53,9.232016959920265e-46,2.2227717457893328e-45,4.973788206730024e-44,8.289311294797159e-22,2.5797504098355398e-58,6.410330997293382e-56,1.3588705917159827e-60,2.057695577864034e-62,1.192666693414487e-45
7.782688627458849e-18,0.4399004412316402,3.76,0.0,0.8993306343808626,0.9999999999808877,6.377122742057592e-40,2.9962641689808287e-29,4.674847659150848e-15,4.674847659081522e-15,1.0790733506567133e-16,1.956514556077022e-31,2.5406342606230486e-30,7.299720549822281e-26,6.923818345666574e-26,5.0918184967607676e-36,1.6578847442174677e-21,1.0790733506202104e-16,7.308742041315482e-29,1.4442937764388915e-17,7.931676784302185e-24,3.036277676776081e-29,8.396871759047138e-29,1.3948699161078482e-34,1.5782249755455247e-33,7.717733563934141e-30,2.3795418623697134e-41,4.304508039196146e-39,1.4442937764388188e-17,3.8537820479849884e-35,6.985595211871464e-51,4.9699619429069125e-33,8.015552229399637e-32,1.911222122850915e-11,2.64405895440309e-52,7.385847313049211e-45,1.7782736753378512e-44,3.979156497256192e-43,1.6578847457652236e-21,4.1277406174424157e-57,5.128386533755355e-55,2.174266672433283e-59,3.29242456469065e-61,9.541560023625601e-45
1.556548281581978e-17,0.4399004412316405,3.76,0.0,0.8993306343808578,0.9999999999617751,5.10175881188494e-39,1.198517877414034e-28,9.349758725841077e-15,9.349758725563768e-15,2.1581613373512677e-16,7.826138058058519e-31,1.0162640344163443e-29,2.844759713135617e-25,2.7695555113943127e-25,4.0735031410670174e-35,3.315791972144557e-21,2.158161337280413e-16,2.923526555541109e-28,2.888607142631546e-17,1.5863645347717748e-23,1.2145234268885319e-28,3.35878287087029e-28,5.579536426329529e-34,6.312964120992627e-33,3.087124815206399e-29,1.9036560822998776e-40,1.7218229611158902e-38,2.8886071426312555e-17,1.5415285026752783e-34,5.588549239337028e-50,1.9880055116690243e-32,3.206253450861251e-31,3.822470087408608e-11,2.1152722878069573e-51,5.908771348232584e-44,1.422641452202679e-43,3.1833755712587605e-42,3.3157919783356227e-21,6.604496951536732e-56,4.1027579333538196e-54,3.4788856571691885e-58,5.267968615698523e-60,7.633338610062068e-44
3.113107119254163e-17,0.4399004412316413,3.76,0.0,0.8993306343808483,0.9999999999235499,4.0814313820775066e-38,4.794096036521522e-28,1.8699580859221405e-14,1.8699580858112163e-14,4.3163373106513143e-16,3.1304713232806642e-30,4.0650767511804395e-29,1.1228780309115562e-24,1.1078278390381122e-24,3.25882184997871e-34,6.631606418709729e-21,4.3163373105182108e-16,1.1694165696421378e-27,5.777233875016823e-17,3.172813507051512e-23,4.858118428367674e-28,1.3435199817698744e-27,2.2318259252698263e-33,2.525198492178486e-32,1.2348561954780273e-28,1.522933902799522e-39,6.887344716524056e-38,5.77723387501566e-17,6.166145391138559e-34,4.470876714172907e-49,7.952066584587079e-32,1.2825078582110414e-30,7.644965772760617e-11,1.6922279044856424e-50,4.727054475302772e-43,1.138122166773943e-42,2.546720606440323e-41,6.631606443473956e-21,1.0567284669426566e-54,3.2822258474827565e-53,5.566264235873899e-57,8.428821230762624e-59,6.106707123841244e-43
6.226224794598534e-17,0.43990044123164285,3.76,0.0,0.899330634380829,0.9999999998470996,3.265154974901889e-37,1.9176434056833052e-27,3.739922512598153e-14,3.739922512154456e-14,8.632689256895158e-16,1.2521918559198438e-29,1.6260347856554257e-28,4.4614602612814335e-24,4.431322623776487e-24,2.6070652141110513e-33,1.3263235274684914e-20,8.632689256663377e-16,4.677678170216327e-27,1.1554487339787257e-16,6.345932490004907e-23,1.9432523221986775e-27,5.3740935934819e-27,8.927326429068793e-33,1.0100819656031323e-31,4.939437252258729e-28,1.2183507369357682e-38,2.7549591658610926e-37,1.15544873397826e-16,2.4664644432251133e-33,3.5767292517992686e-48,3.1808379964095107e-31,5.130044116744152e-30,1.5289956168411263e-10,1.3537863924327423e-49,3.7816585346884905e-42,9.105013357098377e-42,2.0373845447932284e-40,1.3263235373740769e-20,1.69077270298312e-53,2.6257885073398677e-52,8.90606052176863e-56,1.3486171110804042e-57,4.8853801919740855e-42
1.2452460145287275e-16,0.4399004412316458,3.76,0.0,0.8993306343807906,0.999999999694199,2.6121281455114907e-36,7.670584290419606e-27,7.479851365949966e-14,7.479851364175178e-14,1.726539314795785e-15,5.008774929613858e-29,6.504147012765727e-28,1.7785737161153712e-23,1.7725313019484608e-23,2.0856552637487985e-32,2.652649283802146e-20,1.726539314763199e-15,1.871073643834667e-26,2.310899426932763e-16,1.2693054609546878e-22,7.773019243932135e-27,2.1496401702990605e-26,3.570935132000819e-32,4.040332999639597e-31,1.9757773401977994e-27,9.746820352698669e-38,1.1019964860553108e-36,2.3108994269309e-16,9.865870431799734e-33,2.861415275781076e-47,1.2723394350596695e-30,2.0520199659909107e-29,3.0579933059500046e-10,1.0830308041022224e-48,3.025332802664755e-41,7.284025099224485e-41,1.6299108594361575e-39,2.6526493234234955e-20,2.705242024159413e-52,2.1006339840309896e-51,1.4249727019768768e-54,2.157791944205838e-56,3.9083099484071004e-41
2.4904930846664757e-16,0.43990044123165156,3.76,0.0,0.8993306343807139,0.9999999993883979,2.089704531266576e-35,3.06823639812712e-26,1.495970907265275e-13,1.4959709065553588e-13,3.4530800924383273e-15,2.0035121552028023e-28,2.6016601389507208e-27,7.10227406729241e-23,7.090129703956484e-23,1.6685254460697528e-31,5.305300737029406e-20,3.453080092428235e-15,7.484299306165073e-26,4.62180081284064e-16,2.5390835463647387e-22,3.1092097313400065e-26,8.598566143994114e-26,1.4283749766917752e-31,1.616134227108128e-30,7.903113801160186e-27,7.797462062494834e-37,4.408080094516662e-36,4.621800812833192e-16,3.9463507727779035e-32,2.289178125801553e-46,5.08938192505794e-30,8.208082762636657e-29,6.115987124083555e-10,8.664254195297385e-48,2.4202686210981335e-40,5.8272258517723125e-40,1.303929976573247e-38,5.3053008955065605e-20,4.328391717125365e-51,1.6805085327493005e-50,2.279958734560959e-53,3.4524707483641665e-55,3.126650272911097e-40
3.7357401548042245e-16,0.43990044123165745,3.76,0.0,0.8993306343806372,0.9999999990825968,5.975250795805512e-35,6.520004639042599e-26,2.2439566779354703e-13,2.243956676426897e-13,5.179620869510873e-15,4.257465461730251e-28,5.5285283585656954e-27,1.508481938481506e-22,1.5066528420798215e-22,4.770940851959235e-31,7.957952130822092e-20,5.179620869564585e-15,1.5904138958682204e-25,6.932702198748319e-16,3.809215293323976e-22,6.607071998104881e-26,1.827195646634889e-25,3.035297419642334e-31,3.434285874432824e-30,1.6794119109243368e-26,2.2295872326397827e-36,9.367326102097418e-36,6.932702198732491e-16,8.385997113915295e-32,6.545701644176788e-46,1.0814969381764961e-29,1.7442175724398512e-28,9.173979382133693e-10,2.4774359102052586e-47,7.185174441157649e-40,1.729958162505711e-39,3.8710432050967914e-38,7.957952467573852e-20,1.6375189116645417e-50,4.805205214603049e-50,8.625549233331938e-53,1.306140146747166e-54,8.940267318883e-40
6.226234295079721e-16,0.4399004412316691,3.76,0.0,0.8993306343804837,0.9999999984709957,2.746004897752733e-34,1.8025906047141215e-25,3.739928219275524e-13,3.7399282151047625e-13,8.632702421375981e-15,1.1770651427113632e-27,1.5284754244263038e-26,4.1685289849639446e-22,4.1654527052807347e-22,2.1925476103129665e-30,1.3263254680712984e-19,8.632702421722544e-15,4.397027407975578e-25,1.1554504970562892e-15,6.35089343381987e-22,1.826661467007681e-25,5.051659448457298e-25,8.391706306092884e-31,9.494792048448482e-30,4.643080204633721e-26,1.0246356682824064e-35,2.589894728983967e-35,1.1554504970519124e-15,2.3184820720285217e-31,3.0082721861588434e-45,2.990043414462239e-29,4.822247012899092e-28,1.52899576579067e-09,1.1385381024265607e-46,3.365687910231511e-39,8.103490607513346e-39,1.8132786574250316e-37,1.3263255611645348e-19,1.292346871178695e-49,2.2082945608033824e-49,6.807372988139586e-52,1.0308193545732688e-53,4.108615543856883e-39
8.467679021327668e-16,0.4399004412316796,3.76,0.0,0.8993306343803456,0.999999997920555,6.181231181629773e-34,3.209880902381932e-25,5.0863026064813e-13,5.08630259905441e-13,1.174047581621291e-14,2.096005535153367e-27,2.7217616506497963e-26,7.421650758393803e-22,7.417437582866085e-22,4.935402971567601e-30,1.803802678364704e-19,1.1740475816956507e-14,7.829803523806896e-25,1.5714127465195373e-15,8.639546450129062e-22,3.252743145779687e-25,8.995509336396051e-25,1.4943143813904579e-30,1.6907412589291107e-29,8.267949993757236e-26,2.3064447510982408e-35,4.61196933493992e-35,1.571412746511743e-15,4.128530045354642e-31,6.771737559620363e-45,5.324407660513693e-29,8.586990870791267e-28,2.079433306544372e-09,2.5628385496894566e-46,7.766667088853364e-39,1.8699628741008055e-38,4.184324913363892e-37,1.8038028441258742e-19,3.6267473799426414e-49,4.970849725272074e-49,1.9103712121629255e-51,2.892815800817406e-53,9.248452926349765e-39
1.0709123747575616e-15,0.4399004412316901,3.76,0.0,0.8993306343802074,0.9999999973701148,1.1682932277200548e-33,5.010671007187106e-25,6.432676993686789e-13,6.432676982093306e-13,1.484824920910047e-14,3.271896118611002e-27,4.248707890062506e-26,1.1584090523424406e-21,1.157872517503977e-21,9.328233151555492e-30,2.2812798683425274e-19,1.484824921038239e-14,1.2222434222469234e-24,1.987374995982718e-15,1.0929408980600603e-21,5.077578264137903e-25,1.404211756383676e-24,2.332645965962825e-30,2.639271068540862e-29,1.2906385988365203e-25,4.3593308463643406e-35,7.199563152642424e-35,1.9873749959705514e-15,6.44469412971157e-31,1.27993212039051e-44,8.31151660337273e-29,1.3404409940789758e-27,2.629870313755223e-09,4.843932798511742e-46,1.4954248245391317e-38,3.6005005701842036e-38,8.056664875536875e-37,2.2812801270818193e-19,8.303656006592542e-49,9.395230705388274e-49,4.3739097442674927e-51,6.623275673341722e-53,1.7480178554614983e-38
1.2950568473823563e-15,0.4399004412317006,3.76,0.0,0.8993306343800693,0.9999999968196752,1.9527582398499093e-33,7.183163660387197e-25,7.779051380892006e-13,7.779051364271904e-13,1.795602260014665e-14,4.69050373189719e-27,6.090831256659263e-26,1.6605477507395875e-21,1.6598945553586245e-21,1.559178798207069e-29,2.7587570391332526e-19,1.795602260210034e-14,1.752174929907575e-24,2.403337245445836e-15,1.322041402566592e-21,7.279078291294975e-25,2.013039792254231e-24,3.3440178841368044e-30,3.783587241494492e-29,1.8502242473089e-25,7.286456209432391e-35,1.0321399009224594e-34,2.403337245428393e-15,9.2389385732769e-31,2.1394052743631299e-44,1.1915219934927067e-28,1.921619145342662e-27,3.1803068169787568e-09,8.096451683377563e-46,2.542589975888967e-38,6.121736501720272e-38,1.3698311775912569e-36,2.75875741003267e-19,1.6192637050649424e-48,1.5703773474242425e-48,8.529391656940846e-51,1.2915792826830872e-52,2.921745559588731e-38
1.7433457926319458e-15,0.4399004412317215,3.76,0.0,0.899330634379793,0.9999999957187972,4.1689174818636806e-33,1.237581059587877e-24,1.0471800155301819e-12,1.0471800126667201e-12,2.417156937803977e-14,8.081231672801476e-27,1.0493833297037492e-25,2.8607064834355893e-21,2.8598166751259663e-21,3.328668850980248e-29,3.7137113369678943e-19,2.4171569381641343e-14,3.0188056503711043e-24,3.2352617443719276e-15,1.7805029600139828e-21,1.2541055817820277e-24,3.4682472810489706e-24,5.7613770560444935e-30,6.518706795377418e-29,3.187733466478349e-25,1.5555752737745676e-34,1.778357791810336e-34,3.235261744341873e-15,1.591768112247559e-30,4.567558269101167e-44,2.05287814243337e-28,3.3107377269841075e-27,4.281178674093304e-09,1.728500777258167e-45,5.62169320888774e-38,1.3535224047334381e-37,3.0287111895312334e-36,3.713711975922754e-19,4.299081210781238e-48,3.352577216201056e-48,2.2645198769713486e-50,3.429092088916337e-52,6.237593433640319e-38
