Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68)
3.3603909799083483e-07,0.5731428053268319,3.76,0.0,0.5525139797766874,0.9999405170784419,1.2374385135478495e-06,5.278550270770748e-06,0.00019048983644199733,0.00010740791583444025,5.219539673185813e-05,2.551068412143793e-10,5.65136334502065e-12,3.102952259905894e-05,1.3749589954684851e-05,3.574184304451275e-05,2.2017074845006283e-06,4.104518190143114e-06,6.864070041478478e-08,1.297648423127535e-05,4.7576802380525125e-06,3.0858370745723747e-07,5.267070393974837e-08,1.6673237956183217e-10,3.3977865242969344e-09,8.052008674109467e-10,4.091863636326727e-10,8.190395720540255e-15
3.428832357706738e-07,0.5731433164620309,3.76,0.0,0.5525083770679531,0.9999383338222102,1.329199855842943e-06,5.543803362365412e-06,0.00019519109908776804,0.00010881276829718422,5.45773750928706e-05,2.6224778665570473e-10,5.728939053113855e-12,3.186734974079657e-05,1.3992165917854047e-05,3.7288297646810085e-05,2.2425783285226863e-06,4.190920379487482e-06,7.200621701156836e-08,1.364574497518565e-05,4.986436404477117e-06,3.2960909591499373e-07,5.471475971701037e-08,1.863353663013064e-10,3.702304708073263e-09,8.42088345175288e-10,4.337379487914704e-10,9.374605620254472e-15
3.497273735505128e-07,0.5731438304871223,3.76,0.0,0.5525027217829068,0.9999361188498238,1.4255139937801735e-06,5.815528668264342e-06,0.00019991981674644625,0.0001101945046604293,5.7010897249901525e-05,2.6938131740589216e-10,5.805336503145593e-12,3.270301549642558e-05,1.4230932581868682e-05,3.886161157687967e-05,2.282813580010913e-06,4.277443274746514e-06,7.545173862477204e-08,1.433279852370565e-05,5.220102690673573e-06,3.5158493133276205e-07,5.6802325117023864e-08,2.0774632217556217e-10,4.026079490829877e-09,8.797775908354491e-10,4.5924905981684587e-10,1.0706605426253977e-14
3.565715113303518e-07,0.5731443473571225,3.76,0.0,0.5524970142320305,0.9999338725427345,1.5264901467227556e-06,6.093669846323122e-06,0.0002046755623447968,0.00011155350452672465,5.949563080028948e-05,2.7650470075687215e-10,5.880572469599273e-12,3.353621621777456e-05,1.4465931544768415e-05,4.0461363655801426e-05,2.3224195373908676e-06,4.364086315688718e-06,7.897678983799771e-08,1.5037594647026434e-05,5.458603108420715e-06,3.7453161131597053e-07,5.8934432210314485e-08,2.3108612288207725e-10,4.369800038940932e-09,9.182634363588951e-10,4.857408235173393e-10,1.2202018194174599e-14
3.634156491101908e-07,0.5731448670275591,3.76,0.0,0.5524912547296478,0.9999315952789943,1.6322365519198305e-06,6.378167779408469e-06,0.00020945791324923716,0.00011289014126306593,6.203123956000728e-05,2.836153228296341e-10,5.9546635181398366e-12,3.436666348694872e-05,1.469720592785324e-05,4.20871374130484e-05,2.361402830183527e-06,4.450848896499175e-06,8.258088599816973e-08,1.576007680514094e-05,5.70185993112834e-06,3.9846940664784347e-07,6.111218080528144e-08,2.564805759766605e-10,4.734158100469654e-09,9.575406536346847e-10,5.132348567371167e-10,1.3877818526860928e-14
3.7025978689002977e-07,0.5731453894544882,3.76,0.0,0.5524854435934629,0.9999292874332221,1.7428604188035415e-06,6.668960732954109e-06,0.0002142664514729552,0.00011420478210332201,6.461738402292043e-05,2.90710684706501e-10,6.027626007315881e-12,3.5194083558429946e-05,1.4924800118472713e-05,4.373852124140365e-05,2.399770367865869e-06,4.537730368169534e-06,8.626353423114992e-08,1.6500182466744264e-05,5.949793847498345e-06,4.2341845989850416e-07,6.333673890893145e-08,2.8406047942120685e-10,5.119847592084131e-09,9.976039617294202e-10,5.417532956776905e-10,1.575242159151345e-14
3.7710392466986876e-07,0.5731459145945074,3.76,0.0,0.5524795811441426,0.9999269493765732,1.8584678859127214e-06,6.9659845070126535e-06,0.00021910076385034201,0.00011549778824897847,6.725372178014471e-05,2.9778839867657323e-10,6.099476090278448e-12,3.6018216819558645e-05,1.5148759541455067e-05,4.541510852491473e-05,2.437529294376961e-06,4.624730040799234e-06,9.002423436552635e-08,1.725784341644077e-05,6.202324108485683e-06,4.4939878420271507e-07,6.560934313215595e-08,3.1396167754701756e-10,5.527564201922481e-09,1.0384480335118896e-09,5.713188254378459e-10,1.7845775845911576e-14
3.8394806244970774e-07,0.573146442404767,3.76,0.0,0.5524736677049319,0.999924581476712,1.9791639803514334e-06,7.26917258296415e-06,0.00022396044218231904,0.00011676951496822628,6.993990790329758e-05,3.0484618459121075e-10,6.170229716514921e-12,3.683881726882147e-05,1.536913045616631e-05,4.7116497742868725e-05,2.4746869476769424e-06,4.711847185810915e-06,9.386247977351926e-08,1.8032986050641437e-05,6.459368667796984e-06,4.764302621914484e-07,6.793129904002484e-08,3.4632511447288586e-10,5.958005007974622e-09,1.0800675017064736e-09,6.019547097482032e-10,2.0179459506006818e-14
3.9079220022954673e-07,0.5731469728429784,3.76,0.0,0.5524677036013046,0.9999221840977889,2.1050525796932473e-06,7.578456265038312e-06,0.00022884508335576983,0.0001180203116934219,7.26755952950683e-05,3.118818663265006e-10,6.239902633596877e-12,3.765565201138608e-05,1.558595977649322e-05,4.884229255246696e-05,2.511250823826128e-06,4.7990810380828555e-06,9.777775813704908e-08,1.8825531662523296e-05,6.720844316157269e-06,5.045326450638553e-07,7.030398144765316e-08,3.8129688501784404e-10,6.411868111544463e-09,1.1224569644295743e-09,6.336848208768963e-10,2.2776780783045307e-14
3.976363380093857e-07,0.5731475058674204,3.76,0.0,0.5524616891606413,0.9999197576004176,2.2362363762444885e-06,7.893764816803905e-06,0.00023375428943998026,0.00011925052211694686,7.546043501021378e-05,3.1889336834972824e-10,6.30851038894059e-12,3.846850077133955e-05,1.5799294911304628e-05,5.0592101852618177e-05,2.547228545102706e-06,4.886430798001185e-06,1.0176955214625198e-07,1.9635396716412218e-05,6.986666809568547e-06,5.33725551787383e-07,7.272883466227456e-08,4.190282831489813e-10,6.8898522853588536e-09,1.1656109902582784e-09,6.665336696829514e-10,2.566288191421427e-14
4.044804757892247e-07,0.5731480414369445,3.76,0.0,0.5524556247119355,0.999917302341658,2.372816843582111e-06,8.215025592775293e-06,0.00023868766776268902,0.00012046048428549212,7.829407654978231e-05,3.258787123869502e-10,6.376068331578704e-12,3.927715542010247e-05,1.60091836231951e-05,5.236553983101986e-05,2.5826278317266805e-06,4.973895633434605e-06,1.0583734013701335e-07,2.0462493111939795e-05,7.256750991777177e-06,5.640284684149226e-07,7.5207372672224e-08,4.596758480050313e-10,7.392656635896087e-09,1.2095241228755963e-09,7.005264357940805e-10,2.886484700672365e-14
4.113246135690637e-07,0.573148579510978,3.76,0.0,0.552449510585524,0.9999148186749993,2.5148942052844624e-06,8.542164165282112e-06,0.00024364483096806581,0.0001216505306927942,8.117616813107369e-05,3.3283601418884414e-10,6.44259161394202e-12,4.0081419520508506e-05,1.6215673903555697e-05,5.416222599645762e-05,2.61745647680503e-06,5.061474681634174e-06,1.0998059667340588e-07,2.130672843831347e-05,7.531010911159768e-06,5.954607475089737e-07,7.774117928359679e-08,5.03401407536621e-10,7.920980279513715e-09,1.2541908853319988e-09,7.356889978858244e-10,3.241181371125524e-14
4.181687513489027e-07,0.5731491200495256,3.76,0.0,0.5524433471128378,0.9999123069503472,2.6625674057757436e-06,8.875104446744236e-06,0.00024862539705867477,0.00012282098837084775,8.410635693557925e-05,3.397634803920942e-10,6.508095193650311e-12,4.088110788605467e-05,1.6418813862231803e-05,5.598178519803675e-05,2.6517223241554996e-06,5.149167051060672e-06,1.1419879308029436e-07,2.216800621902808e-05,7.809359932230241e-06,6.280416076637942e-07,8.033190820540915e-08,5.503721198042497e-10,8.475522031961772e-09,1.2996057839588008e-09,7.720479640392156e-10,3.633508873680082e-14
4.318570269085807e-07,0.5731502083630676,3.76,0.0,0.5524308734585376,0.9999072007087093,2.9750905492114186e-06,9.5580781784331e-06,0.000258655236821053,0.00012510441889159325,9.010961106548764e-05,3.535221690214515e-10,6.6361021123400205e-12,4.2466070413380296e-05,1.6815235302750867e-05,5.968804881853986e-05,2.7185971448595478e-06,5.32488805379328e-06,1.2285787739175473e-07,2.3941284290422536e-05,8.377975938636882e-06,6.967252736499807e-07,8.569109736065116e-08,6.547445112349286e-10,9.666051884089952e-09,1.3926579520358493e-09,8.484653704705485e-10,4.5447365567913934e-14
4.441764749122909e-07,0.5731511958844832,3.76,0.0,0.5524194817450742,0.9999025125694397,3.2764646519723062e-06,1.0191803155505865e-05,0.00026775840870486606,0.00012709568500466896,9.567347927340585e-05,3.6578671516431284e-10,6.747967086016606e-12,4.3875245484368574e-05,1.7161038368111237e-05,6.309825774493355e-05,2.776938798246615e-06,5.483415042106439e-06,1.3090199400372382e-07,2.559447678158681e-05,8.902835592555855e-06,7.626587663348534e-07,9.072706323388343e-08,7.615654743598253e-10,1.0834188811712279e-08,1.4789081952491414e-09,9.216156804496191e-10,5.529817590041661e-14
4.5649592291600114e-07,0.5731521907953039,3.76,0.0,0.5524079353318728,0.9998977387992886,3.597446930190699e-06,1.0843078490028395e-05,0.00027693171172402814,0.00012902832933325102,0.00010138767037800395,3.7793054507929664e-10,6.856752130844764e-12,4.526718582244458e-05,1.749673087716667e-05,6.657698485785466e-05,2.8335794474518836e-06,5.642294188799873e-06,1.3918059322980214e-07,2.730122455368744e-05,9.439576042564445e-06,8.326063934590958e-07,9.597636917905711e-08,8.817478723098441e-10,1.2098096531399243e-08,1.567496549351174e-09,9.990927039613017e-10,6.696728271532129e-14
4.6881537091971136e-07,0.573153192882914,3.76,0.0,0.5523962361652307,0.9998928813083895,3.938565041396766e-06,1.1511414971848518e-05,0.0002861731129147631,0.00013090407312643066,0.00010725011548514853,3.899461051806718e-10,6.9625376739570325e-12,4.664116528079191e-05,1.7822587277868066e-05,7.012223431245331e-05,2.888564564195067e-06,5.801519469810531e-06,1.4769053035469583e-07,2.9060846970099012e-05,9.98768019689749e-06,9.066753602305692e-07,1.0145118039727668e-07,1.016463921334034e-09,1.3461803295656978e-08,1.6583907840516246e-09,1.0810820040937576e-09,8.073233033307575e-14
4.811348189234216e-07,0.57315420194077,3.76,0.0,0.5523843861888884,0.999887941968947,4.300331542436378e-06,1.2196314270909211e-05,0.00029548063507802954,0.00013272458707254902,0.0001132587488763205,4.01826575942924e-10,7.065402242220824e-12,4.799654542168773e-05,1.8138878059964342e-05,7.37320647587613e-05,2.9419390946415536e-06,5.961084682028829e-06,1.5642865631703234e-07,3.0872637250126845e-05,1.0546631018001791e-05,9.849714535776434e-07,1.0716438585129395e-07,1.1669443173099842e-09,1.4929313645417376e-08,1.7515587151701724e-09,1.1677792254874905e-09,9.690428802922489e-14
4.934542669271318e-07,0.5731552177679574,3.76,0.0,0.552372387341731,0.9998829226153255,4.683243635818885e-06,1.2897270579959477e-05,0.00030485235606186845,0.0001344914927852766,0.00011941151030721106,4.1356582664804137e-10,7.165422496715716e-12,4.933276937948729e-05,1.8445869120581734e-05,7.740458849148477e-05,2.9937473270481573e-06,6.120983467476681e-06,1.6539182246440063e-07,3.273586572455494e-05,1.1115912872553361e-05,1.0675990441772834e-06,1.1312959199916806e-07,1.334478654571931e-09,1.6504604485140513e-08,1.8469682408739336e-09,1.2593906627380216e-09,1.1583028183219263e-13
5.05773714930842e-07,0.5731562401693245,3.76,0.0,0.5523602415557864,0.9998778250441903,5.0877829650994245e-06,1.3613772142480073e-05,0.0003142864079005693,0.00013620636424543537,0.0001257063470113851,4.2515837258650954e-10,7.2626732671813e-12,5.064935609831886e-05,1.874382128465355e-05,8.113797048912287e-05,3.044032790101082e-06,6.281209335737676e-06,1.7457688466937897e-07,3.464978285975298e-05,1.1695012756201944e-05,1.1546610899189817e-06,1.193611151287912e-07,1.5204157786763047e-09,1.8191621487039514e-08,1.944587373258279e-09,1.356133824043085e-09,1.3789655578880127e-13
5.180931629345522e-07,0.5731572689552313,3.76,0.0,0.5523479507544755,0.9998726510146977,5.5144154549677415e-06,1.434530267445206e-05,0.00032378097584224183,0.00013787072920080521,0.00013214121545143616,4.365993345400004e-10,7.357227586392519e-12,5.194589491600735e-05,1.903298995206475e-05,8.493042736831817e-05,3.092838176401549e-06,6.441755684779563e-06,1.8398070690249405e-07,3.661362206873435e-05,1.2283421403855584e-05,1.2462591406096836e-06,1.258739723986454e-07,1.7261640769738695e-09,1.9994275802142297e-08,2.044384265943236e-09,1.4582379891348423e-09,1.6353155790995669e-13
5.304126109382625e-07,0.5731583039414934,3.76,0.0,0.552335516851091,0.9998674022487305,5.963591194269562e-06,1.5091342682819556e-05,0.0003333342972858313,0.0001394860705240693,0.00013871408284193778,4.4788440049554215e-10,7.449156724428095e-12,5.322204048466472e-05,1.931362485383978e-05,8.878022627095616e-05,3.1402052876231103e-06,6.602615820219329e-06,1.9360016431811204e-07,3.862660231575681e-05,1.288063428980387e-05,1.3424933438107744e-06,1.326838716222448e-07,1.9531917077708818e-09,2.1916441067469768e-08,2.146327238069599e-09,1.5659447604506403e-09,1.9320915165533848e-13
5.427320589419727e-07,0.5731593449492289,3.76,0.0,0.5523229417474637,0.999862080431174,6.435744357904909e-06,1.5851370688606155e-05,0.0003429446606591401,0.0001410538275308554,0.00014542292848567547,4.5900978943367777e-10,7.538530222789233e-12,5.447750800167318e-05,1.958596988948317e-05,9.268568370995211e-05,3.1861749958416595e-06,6.763782973160184e-06,2.0343214594732042e-07,4.068793053150152e-05,1.3486152527763673e-05,1.4434624516174088e-06,1.398071998941636e-07,2.203026771507804e-09,2.3961950687864862e-08,2.250384795349723e-09,1.6795086065096239e-09,2.2745194865896016e-13
5.550515069456829e-07,0.573160391804741,3.76,0.0,0.5523102273327881,0.9998566872102282,6.931293164572894e-06,1.6624864360442737e-05,0.00035261040425914596,0.00014257539725912342,0.00015226574495147912,4.699722170786532e-10,7.62541592832782e-12,5.571206873210895e-05,1.9850263026731785e-05,9.664516439122231e-05,3.230787217341161e-06,6.925250316694777e-06,2.134735570617548e-07,4.279680385123564e-05,1.4099483678300855e-05,1.5492638282475157e-06,1.472610111356491e-07,2.4772574264518097e-09,2.6134595374424547e-08,2.3565256486217895e-09,1.7991973965038915e-09,2.6683476001011836e-13
5.673709549493931e-07,0.5731614443393803,3.76,0.0,0.5522973754825868,0.9998512241977529,7.4506398675544756e-06,1.741130156393952e-05,0.00036232991506840874,0.00014405213571115996,0.00015924053911405914,4.807688635041659e-10,7.709880026954776e-12,5.6925545804860815e-05,2.010673625122963e-05,0.00010065708002307062,3.2740808964306958e-06,7.0870109811625e-06,2.2372132125369166e-07,4.495241168751309e-05,1.4720142470501628e-05,1.659993458339725e-06,1.5506301263844082e-07,2.7775319513887455e-09,2.8438120923906747e-08,2.4647187302301275e-09,1.9252929252342197e-09,3.1198816281471427e-13
5.796904029531033e-07,0.5731625023894168,3.76,0.0,0.5522843880577974,0.9998456929696415,7.994170776289874e-06,1.8210161331169893e-05,0.0003721016275559404,0.0001454853590591058,0.00016634533306931256,4.913973425117877e-10,7.791987077102017e-12,5.8117810268585564e-05,2.0355615558429482e-05,0.00010471988811976271,3.3160939977549097e-06,7.249058068229876e-06,2.341723822618903e-07,4.715393764647758e-05,1.5347651443319316e-05,1.775745955890091e-06,1.6323155067554525e-07,3.105558757345306e-09,3.0876226225766644e-08,2.574933208443086e-09,2.058091427593429e-09,3.6360217930877455e-13
5.920098509568136e-07,0.573163565795908,3.76,0.0,0.5522712669039745,0.9998400950662252,8.562256306487344e-06,1.9020924754636234e-05,0.00038192402247072847,0.00014687634481502643,0.00017357816493853537,5.018556726964686e-10,7.871800042908243e-12,5.928877739333588e-05,2.0597120980108753e-05,0.00010883209080589318,3.356863505595578e-06,7.411384663864051e-06,2.44823705572552e-07,4.940056129698799e-05,1.598154151206824e-05,1.8966145737578721e-06,1.7178559524978325e-07,3.463106350465259e-09,3.345256148378486e-08,2.6871385001212285e-09,2.1979040818544157e-09,4.2243006527430524e-13
6.043292989605238e-07,0.5731646344045708,3.76,0.0,0.5522580138505874,0.9998344319926972,9.155251056510819e-06,1.9843075810099324e-05,0.0003917956256361891,0.0001482263329665692,0.00018093708957508123,5.12142250112915e-10,7.949380327105305e-12,6.04384032036765e-05,2.0831466637794334e-05,0.00011299223362821126,3.396425428642489e-06,7.5739838502693305e-06,2.556722798250213e-07,5.169145980177521e-05,1.6621352465503922e-05,2.02269121367061e-06,1.8074472405202164e-07,3.852003248219053e-09,3.6170726639020706e-08,2.8013042818504587e-09,2.3450575010562346e-09,4.892922042041239e-13
6.16648746964234e-07,0.573165708065653,3.76,0.0,0.5522446307104044,0.99982870521956,9.773493907846492e-06,2.0676102112593774e-05,0.0004017150067525925,0.00014953652707927262,0.00018842017918571012,5.222558224573607e-10,8.024787803584753e-12,6.156668122933421e-05,2.1058860816396345e-05,0.00011719890438053954,3.434814808909471e-06,7.736848716855237e-06,2.6671511804883057e-07,5.4025809419661035e-05,1.7266633398790666e-05,2.1540664366642768e-06,1.9012910570123378e-07,4.27413785114854e-09,3.90342699813181e-08,2.917400499732277e-09,2.4998942118347198e-09,5.650801033418297e-13
6.289681949679442e-07,0.5731667866338067,3.76,0.0,0.5522311192789522,0.9998229161830936,1.0417308147631544e-05,2.1519495609612098e-05,0.0004116807782122732,0.00015080809536653105,0.0001960255238762078,5.321954646857824e-10,8.098080849620518e-12,6.26736394605828e-05,2.127950605326924e-05,0.00012145073194556916,3.4720657338497132e-06,7.899972370298855e-06,2.779492587525546e-07,5.6402786887106615e-05,1.7916943087188864e-05,2.2908294739059164e-06,1.9995948233595174e-07,4.731458272252591e-09,4.2046686937482254e-08,3.0353973779823166e-09,2.6627731201058263e-09,6.50760487647447e-13
6.412876429716544e-07,0.5731678699679642,3.76,0.0,0.5522174813340459,0.9998170662858367,1.1087001611401407e-05,2.2372753215118052e-05,0.00042169159393074614,0.0001520421717281525,0.00020375123212876004,5.419605559957673e-10,8.169316377729552e-12,6.375933749665108e-05,2.1493599239379698e-05,0.00012574638515591466,3.508211351012691e-06,8.063347943758716e-06,2.893717668801569e-07,5.8821570686640215e-05,1.8571850304853176e-05,2.433068237855669e-06,2.102571516238368e-07,5.225972126022948e-09,4.521141902511464e-08,3.15526542645627e-09,2.8340699630722887e-09,7.473794876653121e-13
6.536070909753647e-07,0.5731689579312165,3.76,0.0,0.5522037186353788,0.9998111568970851,1.1782866844335148e-05,2.3235377387826535e-05,0.00043174614819613337,0.0001532398567584118,0.00021159543121758,5.51550758103458e-10,8.238549867158112e-12,6.482386387619202e-05,2.1701331729885116e-05,0.00013008457167622484,3.5432838847077807e-06,8.22696860529369e-06,3.009797346482996e-07,6.128134220921398e-05,1.9230934092821613e-05,2.5808693337299677e-06,2.2104394825390403e-07,5.7597462790782955e-09,4.8531852961604926e-08,3.2769754472048705e-09,3.0141777470786244e-09,8.560669171745488e-13
6.659265389790749e-07,0.5731700503906945,3.76,0.0,0.5521898329241697,0.9998051893534021,1.2505181279356753e-05,2.4106876657054857e-05,0.0004418431745390838,0.0001544022187244882,0.00021955626756890658,5.60965994749367e-10,8.305835394976097e-12,6.586733357929533e-05,2.190288946162519e-05,0.00013446403690796046,3.577314654178633e-06,8.390827565538005e-06,3.1277028227727605e-07,6.378128681723647e-05,1.98937839800793e-05,2.734318071229952e-06,2.3234222497432606e-07,6.3349065643121405e-09,5.201131991818733e-08,3.4004985401538205e-09,3.203507170888882e-09,9.780406363650122e-13
6.782459869827851e-07,0.5731711472174524,3.76,0.0,0.5521758259228591,0.9997991649591391,1.3254207430528861e-05,2.4986766099316446e-05,0.0004519814446250197,0.00015553029451616197,0.00022763190707098555,5.702064323692714e-10,8.371225666764425e-12,6.688988569097453e-05,2.2098453075327385e-05,0.0001388835629181639,3.6103340928511885e-06,8.554918084681225e-06,3.247405586271191e-07,6.63205948147228e-05,2.0560000161384797e-05,2.8934984765017792e-06,2.441748332369695e-07,6.953637460432432e-09,5.565309490943612e-08,3.5258061079981994e-09,3.4024870340100592e-09,1.1146109961661427e-12
6.905654349864953e-07,0.573172248286354,3.76,0.0,0.5521616993348519,0.9997930849869655,1.4030193100269017e-05,2.5874567768662417e-05,0.00046215976716998863,0.0001566250905676214,0.0002358205353388952,5.792724618694978e-10,8.434772046888207e-12,6.789168121661588e-05,2.228819804080938e-05,0.00014334196739308963,3.6423717683133528e-06,8.719233478799076e-06,3.368877417487518e-07,6.889846233063096e-05,2.122919363531292e-05,3.058493304299235e-06,2.5656510350761626e-07,7.618181738717409e-09,5.946039630912282e-08,3.6528698603876903e-09,3.6115646297335556e-09,1.2671853592797767e-12
7.028848829902055e-07,0.5731733534759624,3.76,0.0,0.5521474548443017,0.9997869506784074,1.4833371599018316e-05,2.67698110835953e-05,0.00047237698688087324,0.00015768758375219865,0.00024412035793832816,5.881646814493337e-10,8.496524588343973e-12,6.887290104047699e-05,2.2472294783925983e-05,0.00014783810261712933,3.673456402775873e-06,8.883767125578119e-06,3.4920903935838504e-07,7.151409212105382e-05,2.1900986305720585e-05,3.229384050322735e-06,2.6953682529837544e-07,8.330840078751987e-09,6.343638548386377e-08,3.781661817466464e-09,3.831206122615865e-09,1.437272693423702e-12
7.152043309939157e-07,0.5731744626684315,3.76,0.0,0.552133094115931,0.9997807632443895,1.5663961976082463e-05,2.7672033173215875e-05,0.0004826319834203831,0.00015871872225082715,0.0002525296005719258,5.968838804163828e-10,8.556532062168855e-12,6.98337440188654e-05,2.2650908814300262e-05,0.0001523708544772022,3.7036158938215122e-06,9.048512469474358e-06,3.61701689242241e-07,7.416669429557625e-05,2.257501104961922e-05,3.406250963711547e-06,2.831142269763735e-07,9.093970654853072e-09,6.758416653641845e-08,3.912154312825071e-09,4.0618969101660775e-09,1.626488232259547e-12
7.27523778997626e-07,0.5731755757494013,3.76,0.0,0.5521186187948864,0.9997745238657846,1.6522169260443022e-05,2.8580779185124158e-05,0.0004929236703970961,0.00015971942639498866,0.00026104650923143444,6.05431023943324e-10,8.614841986408274e-12,7.077442520008583e-05,2.282420085302939e-05,0.0001569391414926523,3.732877335279399e-06,9.2134630263437e-06,3.743629595979916e-07,7.685548697279978e-05,2.3250911754247252e-05,3.589173059668035e-06,2.9732195540049493e-07,9.909988694841748e-09,7.190678615089158e-08,4.044319995916183e-09,4.304141968551327e-09,1.836558199450134e-12
7.398432270013362e-07,0.5731766926078948,3.76,0.0,0.5521040305066258,0.9997682336939648,1.7408184710407485e-05,2.9495602557469213e-05,0.0005032509943806895,0.0001606905894848992,0.0002696693503186839,6.138072387169027e-10,8.67150065463599e-12,7.169517416365947e-05,2.299232695967351e-05,0.00016154191387059724,3.7612670380846863e-06,9.37861238757994e-06,3.8719014931874694e-07,7.957969686976206e-05,2.3928343325964072e-05,3.7782281321942874e-06,3.1218505543565403e-07,1.078136601277082e-08,7.640723353249493e-08,4.1781318339803e-09,4.558466182172828e-09,2.069324591272123e-12
7.521626750050464e-07,0.5731778131362197,3.76,0.0,0.5520893308568338,0.9997618938513556,1.8322186071036178e-05,3.0416065257417483e-05,0.0005136129339423554,0.00016163307858366144,0.0002783964107380945,6.220137994323505e-10,8.726553164016725e-12,7.259623347172825e-05,2.3155438657975362e-05,0.00016617815258655332,3.7888105510112404e-06,9.543954223793968e-06,4.001805882248055e-07,8.233855982970408e-05,2.4606971673419166e-05,3.9734927669232434e-06,3.2772894939173144e-07,1.1710630517165297e-08,8.108844043493274e-08,4.313563113524311e-09,4.825414657005078e-09,2.3267500132059005e-12
7.644821230087566e-07,0.573178937229871,3.76,0.0,0.5520745214313617,0.9997555054319907,1.926433783835251e-05,3.134173798818522e-05,0.0005240084987202414,0.00016254773528809007,0.0002872259979631244,6.300521160887878e-10,8.780043442909922e-12,7.347785722596055e-05,2.331368305990024e-05,0.00017084686849004306,3.815532681193075e-06,9.709482288065788e-06,4.133316372477544e-07,8.513132129237222e-05,2.5286473667284813e-05,4.175042354028062e-06,3.439794164319334e-07,1.2700365696281312e-08,8.595328126885983e-08,4.450587441391621e-09,5.105553017629198e-09,2.610922565936721e-12
7.768015710124668e-07,0.5731800647874362,3.76,0.0,0.552059603796194,0.9997490695020674,2.0234791529408318e-05,3.227220036666155e-05,0.0005344367285096452,0.00016343537647689517,0.0002961564400788182,6.379237220434428e-10,8.83201427801382e-12,7.434030972366328e-05,2.3467202987695074e-05,0.00017554710143480334,3.841457514371776e-06,9.875190418799023e-06,4.266406885709887e-07,8.795723671078372e-05,2.596653707868422e-05,4.382951101194979e-06,3.609625719929648e-07,1.3753210081838224e-08,9.100457328521198e-08,4.589178745456929e-09,5.399467687927979e-09,2.924060776225882e-12
7.891210190161771e-07,0.5731811957105055,3.76,0.0,0.5520445794974344,0.9997425871005027,2.1233685957336805e-05,3.3207041073537884e-05,0.0005448966923776316,0.0001642967950368861,0.0003051860858024267,6.456302627846334e-10,8.882507341042237e-12,7.518386420716186e-05,2.3616137093735255e-05,0.0001802779194331603,3.866608434821019e-06,1.0041072542205793e-05,4.401051657303311e-07,9.081557191814867e-05,2.664686049830267e-05,4.59729204664608e-06,3.787048472570846e-07,1.487185669262919e-08,9.624507682753652e-08,4.72931127497636e-09,5.707766155444618e-09,3.268518568145099e-12
8.137599150235975e-07,0.5731834672740039,3.76,0.0,0.5520142169942582,0.9997294869050133,2.331729044383406e-05,3.5088258177479456e-05,0.0005659082398911738,0.00016594402001479894,0.0003235364860422082,6.605552302095175e-10,8.979221418416135e-12,7.681541013578292e-05,2.3900782296485164e-05,0.0001898277185828543,3.914678683273706e-06,1.0373334922663576e-05,4.6749024873075307e-07,9.662661870655996e-05,2.800713517800698e-05,5.045556916409207e-06,4.1657393807250874e-07,1.731759758554807e-08,1.0730447743297283e-07,5.014098613511398e-09,6.370051181871841e-09,4.061515739182809e-12
8.359349214302759e-07,0.5731855222623023,3.76,0.0,0.5519865410560295,0.9997175476793897,2.529094421153097e-05,3.679239055550921e-05,0.0005849183934749379,0.00016734432858960395,0.00034037497898130775,6.734416224052114e-10,9.061606245776864e-12,7.822205524673224e-05,2.4142589148373733e-05,0.00019851833698534155,3.9555160368471674e-06,1.0672907054415973e-05,4.926431761704484e-07,0.00010196029426267292,2.9229465591644914e-05,5.471702654931922e-06,4.5352321179679495e-07,1.9771919230192037e-08,1.1793158045853137e-07,5.275426452879792e-09,7.0218342787048126e-09,4.908890636850697e-12
8.581099278369542e-07,0.5731875867523504,3.76,0.0,0.5519585426667168,0.9997054728541378,2.7358353983940448e-05,3.8504736850016796e-05,0.0006040181369260035,0.0001686709826019148,0.0003575101520504617,6.858228706258722e-10,9.139802929919428e-12,7.957201461493423e-05,2.437151581194007e-05,0.00020729475925288266,3.994179548927344e-06,1.097295267008641e-05,5.182610505153238e-07,0.00010738809609587447,3.0448433461999117e-05,5.9197725380922145e-06,4.933553771917464e-07,2.2483749665494455e-08,1.2921209602326102e-07,5.541362050413234e-09,7.730655734315066e-09,5.901070137854182e-12
8.802849342436326e-07,0.5731896602678761,3.76,0.0,0.5519302301291784,0.9996932675739651,2.9519907388313206e-05,4.022323719322374e-05,0.0006232029913364303,0.00016992782687809445,0.00037493311712556135,6.977113776886347e-10,9.21401752951389e-12,8.086706993163365e-05,2.458823500229633e-05,0.000216152465162296,4.030782714943179e-06,1.12734397359467e-05,5.443299807926267e-07,0.00011290615082999268,3.166265595434979e-05,6.390151963578984e-06,5.362333417933754e-07,2.5470685181330457e-08,1.4116011873891206e-07,5.811766791218832e-09,8.500848970461565e-09,7.057344243894788e-12
