Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56)
1.1486332685427882e-07,0.15542693295172516,3.76,0.0,0.8766209664700911,0.9709130814139623,0.003092998192200543,0.002066697628394597,0.05290600844206069,0.015581370923605942,0.030906023956595734,4.986339456240243e-08,3.6768474639213167e-09,0.0038123217688983803,0.0052685041055911975,0.016172267064656992,0.0003148911092930756,0.0003721178185061681,1.6556510184823738e-05,0.014396560124108638,0.0013594017525834815,0.0006878945364212878,0.0005788598608621775,5.2817923231808805e-05,0.0006547039534778367,1.0308268952668999e-06,3.165237576401063e-05,6.949175213150035e-07,0.000943924953883255,1.98295367115877e-05,1.3564731513211995e-10,1.0108493061476326e-06,5.768654820211919e-08,0.003347083284863313,7.85971848881882e-12,3.5146765565024324e-08,6.481387062756004e-07,9.23168182256167e-06
1.1657628500654869e-07,0.1554521352561796,3.76,0.0,0.875202459708668,0.9703317672806666,0.003205398147943013,0.002092346801251923,0.05388686658655433,0.01563384134694507,0.031656925724657246,5.00624716816507e-08,3.68681315897425e-09,0.0038429365615629207,0.0052841858775882055,0.016621896892079227,0.00031577354639283895,0.0003762870629298959,1.6954337191904106e-05,0.014744262437523978,0.0013800477241785688,0.0007189773839689697,0.0006133405860291544,5.648190201889452e-05,0.000682190576808577,1.0550884938398594e-06,3.4147236149487115e-05,7.517339051040982e-07,0.0009865190344739377,2.1228630671055216e-05,1.4664853879390598e-10,1.0579943799263996e-06,6.036294106426227e-08,0.003345079808062749,8.437061185535957e-12,3.668061055908106e-08,6.729126842347446e-07,9.69133052407553e-06
1.1828924315881856e-07,0.1554773731409711,3.76,0.0,0.8737805742439964,0.9697480945372126,0.003319266415437102,0.0021171509310231353,0.05487067187070045,0.015684008673628232,0.032407860640842986,5.025162385293411e-08,3.696196167548406e-09,0.0038730391974010313,0.005298284731911746,0.01707427986083088,0.00031655617369813336,0.00038039791407400744,1.735163851790039e-05,0.015093254807082191,0.0014004458145369936,0.0007508568228795827,0.0006490127027777749,6.0317197984642426e-05,0.0007100237249387405,1.079309334642935e-06,3.6785558451383025e-05,8.1203715129042e-07,0.0010305983693044449,2.2696218500767204e-05,1.5831524936054675e-10,1.1070966144301665e-06,6.314857070542269e-08,0.003343068184388637,9.044899508849567e-12,3.8255464383771084e-08,6.979756909355478e-07,1.0164207967026215e-05
1.2000220131108842e-07,0.15550264398587063,3.76,0.0,0.8723555469082614,0.9691621475271304,0.0034345595049201155,0.002141118438814939,0.055857325833795546,0.015731943195620234,0.0331585832138311,5.043115258542807e-08,3.7050148320885554e-09,0.003902642369738207,0.005310858322954147,0.017529287331056718,0.00031724266111916546,0.0003844503181163034,1.7748273873055135e-05,0.01544347689249264,0.0014205971884253185,0.0007835344284176408,0.0006858767666266601,6.432729444471303e-05,0.0007381807235513377,1.1034811272805178e-06,3.9572107702461126e-05,8.759498708780028e-07,0.0010761774948641143,2.423400555510602e-05,1.706699107643215e-10,1.158206034684666e-06,6.604608378616688e-08,0.0033410487050533496,9.684175082531584e-12,3.9871987323925497e-08,7.233177094132175e-07,1.0650357321612357e-05
1.2171515946335828e-07,0.15552794525758457,3.76,0.0,0.8709276074059519,0.9685740082095725,0.003551234227154931,0.0021642589773249775,0.05684673225366275,0.015777713125353327,0.03390885786039139,5.0601351172932576e-08,3.7132869591232756e-09,0.003931758269409131,0.005321963325691927,0.017986793898445767,0.00031783661765088427,0.0003884442486871542,1.8144109002004364e-05,0.01579487046306145,0.0014405031656423253,0.0008170114911597438,0.0007239321404506023,6.85155806804182e-05,0.0007666389102968039,1.1275959471451641e-06,4.25116470011485e-05,9.435937972831718e-07,0.0011232696830036598,2.5843681947565176e-05,1.8373473998907454e-10,1.2113716079673586e-06,6.905806455890044e-08,0.0033390216530359068,1.0355833062381658e-11,4.1530864034636527e-08,7.489294774677467e-07,1.1149815968862008e-05
1.2342811761562814e-07,0.1555532745078451,3.76,0.0,0.8694969784084887,0.9679837562304046,0.0036692477609060496,0.0021865833250044025,0.057838797115813606,0.01582138465639491,0.03465845870599929,5.0762504881697615e-08,3.721029833913368e-09,0.003960398613975086,0.005331655373426137,0.01844667738923956,0.0003183415871957077,0.00039237970575830194,1.8539015557662102e-05,0.016147379312093247,0.0014601652061387138,0.0008512890259392685,0.0007631770378657463,7.288534917593893e-05,0.0007953756919609814,1.1516462273719195e-06,4.56089329019109e-05,1.0150895824458474e-06,0.0011718869548382443,2.7526921663868455e-05,1.9753166756450437e-10,1.2666411656133959e-06,7.218703093423164e-08,0.0033369873033275385,1.1060821498734798e-11,4.3232803307301264e-08,7.748025132266479e-07,1.1662615712316093e-05
1.25141075767898e-07,0.15557862937144923,3.76,0.0,0.8680638756562895,0.9673914689909056,0.003788557715252621,0.0022081032832464327,0.058833428581712546,0.015863022022349668,0.035407169376021425,5.0914891136256226e-08,3.728260234756717e-09,0.003988574675461917,0.005339989003464409,0.01890881884921838,0.00031876104491228855,0.0003962567145576259,1.893287096947761e-05,0.016500949174833152,0.00147958489640987,0.0008863677807118572,0.0008036085682877123,7.743979313118872e-05,0.0008243685982339224,1.1756247504659232e-06,4.8868710981996435e-05,1.0905566017479034e-06,0.001222040097411534,2.9285381748283024e-05,2.120823000219404e-10,1.324061329682134e-06,7.543543081584665e-08,0.0033349459231689386,1.1800090698024405e-11,4.4978537711467504e-08,8.009291348714513e-07,1.2188782991947511e-05
1.2685403392016786e-07,0.1556040075642568,3.76,0.0,0.8666285080674921,0.9667972217141657,0.003909122186849131,0.0022288315768590264,0.05983053695630232,0.015902687554050325,0.03615478277886021,5.105877970302842e-08,3.734994446900742e-09,0.004016297306622854,0.005347017610260471,0.019373102527098035,0.0003190983940577883,0.0004000753245106802,1.9325558306918314e-05,0.016855527649864064,0.00149876393705694,0.0009222482453275155,0.0008452227833274633,8.218200424231277e-05,0.0008535953320614547,1.199524639683505e-06,5.229571159041611e-05,1.1701127681719845e-06,0.0012737386828844208,3.112070156039172e-05,2.274078843194445e-10,1.3836774445447586e-06,7.880563870400579e-08,0.0033328977722795676,1.257459258433975e-11,4.6768823119577355e-08,8.273024747321758e-07,1.2728339099713611e-05
1.2856699207243771e-07,0.1556294068811587,3.76,0.0,0.8651910778526148,0.966201087509275,0.004030899812260045,0.0022487817580427124,0.06083003465492667,0.015940441735089544,0.03690110088236641,5.119443287149413e-08,3.741248276126876e-09,0.004043576965742745,0.005352793405542524,0.01983941585275539,0.0003193569632921599,0.0004038356082096687,1.97169661389851e-05,0.01721106412386626,0.001517704131418281,0.0009589306601965722,0.000888014724206723,8.71149707412752e-05,0.0008830338165825468,1.2233393502056306e-06,5.5894645783742315e-05,1.2538743560395407e-06,0.0013269910900165739,3.3034502099470625e-05,2.4352927432404885e-10,1.44553351342563e-06,8.229995256905951e-08,0.0033308431030793836,1.3385280062020625e-11,4.86044381219076e-08,8.539164879862345e-07,1.3281300396159652e-05
1.3027995022470757e-07,0.1556548251940241,3.76,0.0,0.8637517806344481,0.9656031374333783,0.004153849815508488,0.0022679681140573425,0.06183183616976328,0.015976343255742986,0.03764593448474273,5.1322105632785934e-08,3.747037062029298e-09,0.004070423740011526,0.0053573673849807825,0.02030764941068351,0.00031954000441424566,0.00040753766041037236,2.0106988390514237e-05,0.017567509699639737,0.0015364073751805516,0.0009964150248382103,0.0009319784698938756,9.22415756855584e-05,0.0009126622386751779,1.247062660125035e-06,5.967020145204985e-05,1.3419558345762356e-06,0.0013818045277151675,3.5028385393535563e-05,2.604668994372151e-10,1.5096721399059074e-06,8.592059099466408e-08,0.0033287821609031603,1.4233106380394473e-11,5.048618333948125e-08,8.80765956226256e-07,1.3847678527514662e-05
1.3199290837697743e-07,0.15568026044963493,3.76,0.0,0.8623108055725367,0.9650034405516862,0.004277932050990827,0.0022864055787264795,0.06283585803586288,0.01601044906533196,0.038389102981080704,5.144204585559719e-08,3.752375690926943e-09,0.004096847367503137,0.0053607893009616275,0.02077769690906145,0.0003196506905007909,0.00041118159705741934,2.0495524195967638e-05,0.01792481712728508,0.0015548756468855799,0.001034701106301522,0.0009771071856809284,9.756459548865797e-05,0.0009424590891510064,1.2706886613141817e-06,6.362703963715862e-05,1.4344697114723055e-06,0.0014381850604322677,3.710393395006451e-05,2.782407353281508e-10,1.5761344743776885e-06,8.966969058695456e-08,0.0033267151842076856,1.5119024501778947e-11,5.2414880643283835e-08,9.07846486184803e-07,1.442748064274429e-05
1.337058665292473e-07,0.15570571066761602,3.76,0.0,0.8608683354916257,0.9644020639955134,0.004403107041919131,0.0023041096478959755,0.0638420187968768,0.016042814423071955,0.03913043412659726,5.1554494459308895e-08,3.757278608447891e-09,0.004122857257801769,0.005363107641050691,0.021249455144810157,0.00031969211442059144,0.00041476755433815494,2.0882477751364773e-05,0.018282940738436077,0.001573110999255313,0.0010737884474502231,0.0010233931719416222,0.00010308669868178899,0.0009724031996544456,1.2942117502171584e-06,6.776979104428037e-05,1.5315263865332507e-06,0.0014961376351999122,3.926271026536805e-05,2.968702767766114e-10,1.6449601654142151e-06,9.354930364720913e-08,0.0033246424047722726,1.6043986473882213e-11,5.4391372288375265e-08,9.351545039230556e-07,1.50207096100475e-05
1.3541882468151715e-07,0.1557311739383678,3.76,0.0,0.8594245470134838,0.9637990730184269,0.004529336014461916,0.0023210962989332782,0.06485023897054489,0.016073492947452393,0.039869763797566043,5.165968558425515e-08,3.761759831837619e-09,0.0041484625113216945,0.005364369611741304,0.021722823964992713,0.0003196672876969848,0.00041829568776526114,2.1267758164965035e-05,0.018641836383435275,0.001591115551262909,0.0011136763751032576,0.0010708279128302093,0.00010881044489702225,0.0010024737763351687,1.3176266185722412e-06,7.21030527472035e-05,1.6332340154493632e-06,0.0015556661100999826,4.1506256389566606e-05,3.163745126802224e-10,1.7161873160021834e-06,9.756139610525109e-08,0.003322564047892669,1.7008942807748558e-11,5.6416519971540375e-08,9.62687244805428e-07,1.5627364232306182e-05
1.37131782833787e-07,0.1557566484210061,3.76,0.0,0.857979610691554,0.9631945310505703,0.004656580927760614,0.0023373819143254018,0.06586044101400619,0.01610253666419111,0.04060693575086651,5.1757846759077373e-08,3.765832961934228e-09,0.004173671937370478,0.005364621127099709,0.022197706224903257,0.00031957913969291653,0.0004217661712881633,2.165127930726547e-05,0.019001461371342884,0.0016088914808834876,0.001154364008024494,0.0011194021247000585,0.0001147382840619454,0.0010326504303749266,1.340928244114841e-06,7.663138508624928e-05,1.7396983836499074e-06,0.0016167732839746055,4.3836093544139176e-05,3.36771903177124e-10,1.7898524445676936e-06,1.0170784570712764e-07,0.003320480332568609,1.8014841862402917e-11,5.849120382120544e-08,9.904427395929519e-07,1.6247439461020026e-05
1.3884474098605687e-07,0.15578213234131688,3.76,0.0,0.8565336911479029,0.9625884997512428,0.004784804500004863,0.0023529832094064313,0.06687254928898718,0.01612999605280573,0.04134180138300222,5.1849199065127454e-08,3.769511194817283e-09,0.004198494071008378,0.0053639068019342324,0.022674007743174202,0.0003194305170939044,0.00042517919643316257,2.2032959660834318e-05,0.01936177441266863,0.0016264410184634078,0.0011958502647556738,0.001169105804041046,0.00012087255579588733,0.001062913205459918,1.3641118813083888e-06,8.135930875739871e-05,1.8510227901501798e-06,0.0016794609271920029,4.625372178903547e-05,3.580803588187128e-10,1.865990450710013e-06,1.0599044045139588e-07,0.0033183914716854385,1.9062629237331697e-11,6.061632132841846e-08,1.018419796995375e-06,1.6880926608283864e-05
1.4055769913832673e-07,0.15580762398972953,3.76,0.0,0.8550869472119809,0.961981039059792,0.004913970230753761,0.002367917164220243,0.06788649002691423,0.016155920091842732,0.04207421948937003,5.193395729788604e-08,3.772807333199857e-09,0.004222937188758903,0.005362269949131618,0.023151637254216543,0.0003192241836653522,0.000428534971472134,2.2412722170456754e-05,0.019722735564716723,0.0016437664406520093,0.0012381338712877325,0.001219928274754228,0.000127215488997749,0.0010932426022988127,1.3871730521019359e-06,8.629130209023044e-05,1.9673079412486767e-06,0.001743729813292284,4.876061973638518e-05,3.803172218072923e-10,1.9446345855410833e-06,1.1041087726944421e-07,0.003316297672189911,2.0153247173902994e-11,6.279278622762102e-08,1.0466179830255075e-06,1.752781355639018e-05
1.4227065729059659e-07,0.15583312171931418,3.76,0.0,0.8536395320607373,0.9613722072448903,0.005044042419693024,0.0023822009595011323,0.06890219129399247,0.016180356302803293,0.04280405602449462,5.2012330125385846e-08,3.7757337975257685e-09,0.0042470093232265214,0.005359752580819224,0.023630506358293633,0.0003189628202617283,0.00043183372061954983,2.2790494094027323e-05,0.020084306179434824,0.0016608700648444732,0.001281213368566403,0.0012718582346014037,0.00013376920161553663,0.0011236196002938497,1.4101075367437128e-06,9.143179851163321e-05,2.0886518538874264e-06,0.0018095797513473812,5.135824430789544e-05,4.034992492515022e-10,2.0258164265187978e-06,1.1497076094169047e-07,0.003314199135260275,2.128763396678841e-11,6.502152733575392e-08,1.07503759749959e-06,1.818808496466517e-05
1.4398361544286645e-07,0.15585862394380579,3.76,0.0,0.8521915933596528,0.9607620609522588,0.005174986182019566,0.0023958519167342762,0.06991958295628893,0.016203350792804112,0.043531183863879816,5.208452024363654e-08,3.7783026367466935e-09,0.0042707182766779,0.0053563954130269615,0.024110529469514544,0.0003186490250661556,0.0004350756832575053,2.3166206854584712e-05,0.020446448853659736,0.0016777542440888323,0.0013250871198287556,0.0013248838006855862,0.0001405357005877939,0.0011540256764783793,1.4329113646998144e-06,9.678518419165703e-05,2.215149768450221e-06,0.0018770096188791357,5.4048030533094616e-05,4.276425983337283e-10,2.1095658566505284e-06,1.1967160324143166e-07,0.0033120960564711134,2.246672338640669e-11,6.730348735803041e-08,1.1036796480245642e-06,1.886172247317309e-05
1.456965735951363e-07,0.15588412913565944,3.76,0.0,0.8507432734042971,0.9601506552508899,0.00530676746064526,0.0024088874422390815,0.07093859664485433,0.016224948296009928,0.044255482568065975,5.215072452904256e-08,3.780525538851548e-09,0.004294071633642959,0.005352237873537938,0.02459162376201899,0.0003182853140399635,0.0004382611131883573,2.3539795893846643e-05,0.020809127381654236,0.0016944213624142269,0.0013697533177680795,0.001378992553836138,0.00014751688194726805,0.0011844428218389046,1.4555808056756782e-06,0.00010235579586733913,2.346894070740224e-06,0.0019460173951893415,5.6831391385658846e-05,4.5276281336092246e-10,2.1959110479307282e-06,1.2451482230043006e-07,0.0033099886259530336,2.369144411335841e-11,6.963962166847447e-08,1.13254582180744e-06,1.954870490294975e-05
1.4740953174740616e-07,0.15590963582413972,3.76,0.0,0.8492947092620299,0.9595380436778361,0.00543935303541108,0.002421324975201599,0.07195916572091554,0.016245192213873303,0.04497683814942487,5.221113418782197e-08,3.7824138411391875e-09,0.004317076772591555,0.005347318112631948,0.02507370911461183,0.00031787412156277997,0.0004413902779145211,2.3911200527566085e-05,0.021172306709831824,0.0017108738305413084,0.001415209991525154,0.0014341715817893935,0.00015471453107731935,0.0012148535551432032,1.478112360749305e-06,0.00010814791883988019,2.4839742228501472e-06,0.002016600194965339,5.970971765514412e-05,4.788748146601042e-10,2.284878448870411e-06,1.295017421873487e-07,0.003307877028547246,2.4962719185757927e-11,7.203089707301101e-08,1.1616384556137638e-06,2.0249008452452702e-05
1.4912248989967602e-07,0.15593514259344657,3.76,0.0,0.8478460329135058,0.9589242782816094,0.005572710529501099,0.0024331819395670513,0.07298122524116853,0.016264124654216273,0.045695142842166254,5.226593490244523e-08,3.7839785401850925e-09,0.004339740876740699,0.005341673016440998,0.025556708054090712,0.0003174178012447528,0.00044446345794491525,2.4280363802995336e-05,0.02153595289356855,0.0017271140819392304,0.0014614550135045256,0.001490407521071827,0.00016213032311179187,0.0012452409343986087,1.5005027536625079e-06,0.00011416578514015005,2.6264767026149825e-06,0.002088754302034429,6.268437785153985e-05,5.059928891993295e-10,2.3764927759700558e-06,1.3463359268897725e-07,0.003305761443955434,2.6281465460301636e-11,7.447829056251813e-08,1.1909605041918146e-06,2.0962606889942885e-05
1.5083544805194588e-07,0.15596064808087978,3.76,0.0,0.8463973713936592,0.9583094096642527,0.005706808413243326,0.002444475699690402,0.07400471192319923,0.016281786469186998,0.0464102948759773,5.231530697510363e-08,3.785230301561615e-09,0.004362070944046145,0.0053353382226509075,0.026040545697496822,0.00031691862689347866,0.0004474809461274948,2.4647232358711248e-05,0.02190003305600398,0.0017431445691969817,0.0015084861060150005,0.0015476865975082136,0.00016976582346929435,0.0012755885660659999,1.5227489222724033e-06,0.00012041357185716755,2.7744849513186534e-06,0.0021624752031499063,6.575671814016004e-05,5.341306828650989e-10,2.4707770089782025e-06,1.3991150928729805e-07,0.0033036420468851332,2.7648593087842906e-11,7.698278806285556e-08,1.2205155074668359e-06,2.1689471741538863e-05
1.5254840620421574e-07,0.1559861509750441,3.76,0.0,0.8449488469318791,0.957693487022124,0.005841616005480944,0.002455223519631519,0.07502956411105989,0.016298217292123888,0.04712219825366585,5.2359425468224956e-08,3.786179469334855e-09,0.004384073796430628,0.005328348138297587,0.02652514969350494,0.00031637879361918195,0.00045044304700727413,2.50117562870241e-05,0.0222645153487362,0.0017589677606797915,0.001556300847734081,0.0016059946652916936,0.00017762248851309508,0.0013058806121556323,1.544848010154711e-06,0.00012689539962392659,2.9280793293117457e-06,0.0022377576217007993,6.89280623044906e-05,5.633011943628395e-10,2.5677523897747084e-06,1.4533653332355695e-07,0.003301519007190486,2.9065005004170207e-11,7.954538318847156e-08,1.2503075567956316e-06,2.2429572474712002e-05
1.542613643564856e-07,0.15601165001409684,3.76,0.0,0.8435005770911,0.9570765581854467,0.005977103472693538,0.0024654425259718676,0.07605572174102579,0.01631345557335838,0.04783076253312989,5.2398460342067855e-08,3.786836075278286e-09,0.004405756088299377,0.005320735959420832,0.027010450163155512,0.000315800419062627,0.00045335007620919926,2.5373888999163326e-05,0.02262936891431906,0.0017745861374441857,0.0016048966799964944,0.0016653172445661565,0.00018570166632810668,0.0013361017953307187,1.5667973583970843e-06,0.00013361533125472112,3.087337079187238e-06,0.002314595551246451,7.219971173471812e-05,5.935167706302607e-10,2.6674384247162177e-06,1.5090961233819904e-07,0.003299392490008774,3.0531596436610485e-11,8.21670760057428e-08,1.2803412605565187e-06,2.318287667701669e-05
1.5597432250875546e-07,0.15603714398403853,3.76,0.0,0.8420526749055672,0.9564586696566705,0.006113241826043193,0.0024751496740217,0.07708312630755777,0.01632753861498676,0.04853590261393201,5.243257658941675e-08,3.787209847837457e-09,0.004427124314391702,0.005312533692352456,0.027496379640118657,0.00031518554473116843,0.0004562023598452058,2.5733587093405604e-05,0.022994563850472785,0.001790002190387766,0.0016542709129074007,0.001725639557483898,0.00019400459760672168,0.0013662374021437258,1.5885944975926926e-06,0.00014057737052795548,3.252332296154288e-06,0.0023929822887857736,7.557294543977355e-05,6.247891036645355e-10,2.7698528902754474e-06,1.5663160057887875e-07,0.0032972626558929923,3.20492544270059e-11,8.484887181172851e-08,1.3106217093332046e-06,2.394935022987623e-05
1.5768728066102532e-07,0.15606263171704818,3.76,0.0,0.8406052490170481,0.9558398666476817,0.0062500029165151166,0.002484361717280252,0.07811172082949461,0.016340502604640317,0.049237538528714604,5.24619343673994e-08,3.787310220896226e-09,0.004448184817015543,0.005303772176429277,0.027982873010666827,0.00031453613742924596,0.00045900023394477007,2.6090810226285206e-05,0.023360071175922714,0.001805218417612175,0.0017044207312812885,0.0017869465627131174,0.00020253241663555812,0.0013962732845287666,1.610237140013562e-06,0.0001477854611083069,3.4231359052464836e-06,0.002472910467679469,7.904902008083296e-05,6.571292287276234e-10,2.875011841804265e-06,1.6250325966832448e-07,0.0032951296609403037,3.3618857371533286e-11,8.759177993354454e-08,1.3411544409338772e-06,2.4728957477269946e-05
1.5940023881329518e-07,0.15608811208986342,3.76,0.0,0.8391584038092934,0.9552201931159107,0.00638735942831685,0.0024930951800064124,0.07914144981649848,0.016352382648282413,0.04993559523965318,5.248668912646448e-08,3.787146342289692e-09,0.004468943792709814,0.0052944811079347655,0.028469867453520585,0.0003138540907705075,0.00046174404390824503,2.644552098700229e-05,0.02372586279778388,0.0018202373219798427,0.0017553432004078712,0.0018492229883804551,0.00021128615237547816,0.0014261958596713002,1.6317231719893017e-06,0.00015524348560203008,3.599815645000237e-06,0.002554372090151527,8.262917002432739e-05,6.905475238420796e-10,2.982929625253128e-06,1.6852525942059574e-07,0.003292993656916616,3.524127457775909e-11,9.039681255308007e-08,1.3719454054689386e-06,2.552166138919231e-05
1.6111319696556503e-07,0.15611358402220632,3.76,0.0,0.8377122395405614,0.9545996917993707,0.006525284870694028,0.0025013663327537075,0.08017225923577699,0.016363212802060007,0.05063000244010777,5.250699173655081e-08,3.786727082066664e-09,0.0044894072983772924,0.005284689065086146,0.028957302379719902,0.0003131412267595882,0.00046443414398225787,2.679768477512274e-05,0.024091911480412894,0.0018350614088470695,0.0018070352716466024,0.0019124533634434747,0.00022026672962755254,0.0014559921083737498,1.6530506465100157e-06,0.00016295526473915982,3.782436057240891e-06,0.0026373585593040577,8.631460741262238e-05,7.250537104635399e-10,3.093618891676595e-06,1.7469817879723191e-07,0.003290854791377699,3.6917365839252575e-11,9.326498356129529e-08,1.4030009306925663e-06,2.6327423719778364e-05
1.628261551178349e-07,0.1561390464752549,3.76,0.0,0.8362668524740486,0.9539784042506677,0.006663753568314303,0.002509191170721013,0.08120409647910352,0.01637302610323649,0.05132069436159971,5.252298861047259e-08,3.786061040568309e-09,0.004509581256928667,0.005274423533896161,0.029445119372661383,0.0003123992974323881,0.0004670708967564383,2.7147269681642133e-05,0.024458190815651464,0.0018496931839577912,0.0018594937878517728,0.0019766220474967864,0.00022947497027795763,0.0014856495720325306,1.6742177760276415e-06,0.0001709245566763672,3.9710584826180545e-06,0.0027218607105867956,9.010652225063474e-05,7.606568552842258e-10,3.2070906143540896e-06,1.8102250699599799e-07,0.003288713207786615,3.864798102800598e-11,9.619730744585482e-08,1.4343276877948828e-06,2.7146205160013487e-05
1.6625207142237464e-07,0.15618993898677277,3.76,0.0,0.8333787757859589,0.9527336309348902,0.006942222035685451,0.002523564401013049,0.0832706509332342,0.016389729379615844,0.05269069087807268,5.2542629229708434e-08,3.784021712968118e-09,0.004549083584110449,0.005252576651034905,0.030421676397539434,0.00031083491139626495,0.00047218584965198903,2.7838587989214277e-05,0.025191339782520503,0.0018783898125282878,0.001966697015031017,0.0021077110984327354,0.00024857722289375536,0.0015445010828422315,1.7160646059132055e-06,0.00018765039559339998,4.366538751533032e-06,0.0028953727460812127,9.80144342639686e-05,8.351870328694048e-10,3.4424170581384176e-06,1.941269054934196e-07,0.0032844224405085116,4.2276130768300136e-11,1.0225846842595194e-07,1.4978231003919273e-06,2.8822663681858022e-05
1.693353960964604e-07,0.1562357002038456,3.76,0.0,0.8307830531922218,0.951611039768123,0.007194460299878287,0.0025351281209931736,0.08513356535507759,0.016401596304191593,0.05391040810598621,5.254696193066762e-08,3.7814233555155255e-09,0.004583702277458714,0.005231549454973482,0.03130134073112437,0.0003093437649137294,0.0004766106511806089,2.845168567713651e-05,0.02585171372219469,0.0019035841511726192,0.002065767449467645,0.0022287408538752356,0.0002665540451430489,0.0015968791135623761,1.753163462924954e-06,0.0002036207468346155,4.743547845432652e-06,0.0030566147265281792,0.00010550719668701881,9.060934628380569e-10,3.6638033320109367e-06,2.0644179733235299e-07,0.003280552813601697,4.573624672816959e-11,1.0794306851777303e-07,1.55596937204601e-06,3.037559067315693e-05
1.7241872077054618e-07,0.15628141629347023,3.76,0.0,0.8281911765124391,0.9504864966455043,0.007448095411633816,0.0025454802046062193,0.086999053460085,0.016410638937817138,0.05511725317699962,5.2539429808853876e-08,3.778147659417388e-09,0.004617469334344287,0.005209368560556914,0.032181427498663186,0.0003077826785115489,0.00048086857882112424,2.905604271133526e-05,0.02651245922050366,0.0019281941931313768,0.0021672676447684145,0.0023525625740181146,0.0002852767209619582,0.0016486387742033293,1.7897215753884654e-06,0.0002204809760309215,5.140811731123938e-06,0.00322260223701018,0.00011336245316250561,9.806655177173388e-10,3.894301039437164e-06,2.1925089854452086e-07,0.0032766764359861396,4.9385744655398776e-11,1.1385121913866688e-07,1.6151104224742924e-06,3.197005462610771e-05
1.7550204544463196e-07,0.15632708251562927,3.76,0.0,0.8256035790154715,0.9493602051749767,0.007703005444922715,0.0025547020263393012,0.08886685572748448,0.016417016875435543,0.056310983185732306,5.252074085778537e-08,3.774236015788978e-09,0.004650415048637144,0.005186158375792552,0.03306166682278082,0.00030615956942686365,0.00048496198969719557,2.965155590284223e-05,0.027173448713331345,0.0019522343362368625,0.0022711759202447756,0.0024790822919406436,0.00030474650978916124,0.001699726863568725,1.8257334145636272e-06,0.0002382506851266757,5.5585736174327906e-06,0.0033932652138969235,0.00012158635927676123,1.0589329864276434e-09,4.133916581289076e-06,2.325540001428344e-07,0.0032727940106301355,5.3229175169389524e-11,1.1998872638581661e-07,1.6752933610783633e-06,3.360580596304165e-05
1.7858537011871773e-07,0.1563726944510289,3.76,0.0,0.8230206615790747,0.9482323589129646,0.007959075918341885,0.0025628711557964647,0.09073672508669518,0.016420881192164564,0.05749138937824466,5.249156519808246e-08,3.769727556135545e-09,0.004682568627066028,0.005162034053523784,0.03394180703017266,0.0003044817613328667,0.0004888932949619748,3.02381420282403e-05,0.0278345613585333,0.001975718856992308,0.0023774698328287887,0.002608206120245845,0.0003249637105223029,0.0017500954595896455,1.8611946264066866e-06,0.000256948798746444,5.997044373503999e-06,0.0035685299089017507,0.00013018484903737257,1.1409192401438905e-09,4.382640838681802e-06,2.463500735195497e-07,0.0032689062057987216,5.7270958500751985e-11,1.2636132831040205e-07,1.7365664862973704e-06,3.528259421483169e-05
1.816686947928035e-07,0.15641824799468163,3.76,0.0,0.8204427947139978,0.9471031418598733,0.00821619947945717,0.0025700612996023106,0.09260842636181095,0.016422374892768647,0.05865829443152166,5.245253696861549e-08,3.76465927143301e-09,0.00471395824135085,0.005137102017211884,0.0348216136342389,0.0003027560179827662,0.0004926649532795572,3.0815736162877465e-05,0.02849568265487488,0.001998661888812301,0.0024861262531693054,0.0027398405721850614,0.00034592769336746305,0.0017997017138093219,1.8961019315794504e-06,0.0002765935663704039,6.456403137640789e-06,0.0037483193606119647,0.00013916363804186753,1.2266413973291794e-09,4.640449802636292e-06,2.60637305957454e-07,0.0032650136567642664,6.151537978543441e-11,1.3297468133084807e-07,1.7989788197948748e-06,3.700016998214175e-05
1.8475201946688927e-07,0.15646373932494315,3.76,0.0,0.817870320489751,0.9459727289304843,0.008474275580112043,0.0025763422902688026,0.0944817357325509,0.0164216333376399,0.05981154991373,5.2404256134728637e-08,3.759066125229586e-09,0.004744611073791964,0.005111460477781689,0.035700868353248115,0.00030098857631847425,0.0004962794647923724,3.138429012809585e-05,0.029156704088490682,0.0020210774026769053,0.002597121436928538,0.0028738928410116152,0.00036763693253148423,0.0018485076309010613,1.930453032575159e-06,0.0002972025666514075,6.936798013233663e-06,0.0039325538378499085,0.00014852822677507082,1.3161105041656057e-09,4.90730523954451e-06,2.7541313779275465e-07,0.0032611169674301474,6.596658500218128e-11,1.398343483481847e-07,1.8625796882196399e-06,3.87582867188821e-05
