Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10)
3.2767e-11,0.20667551323385075,3.76,0.0,0.7633981002692458,0.9999999999998351,8.306514431541784e-48,4.2179096106608394e-32,7.144133831266954e-13,7.143837302760971e-13,1.6488495972306238e-13,4.451506823738673e-22,2.6359190321580786e-21,2.964959925159467e-17,2.9647983243928416e-17,1.776413306619735e-21,1.7665418326506814e-21,1.6488495987359648e-13
6.5535e-11,0.2066755132338775,3.76,0.0,0.7633981002683665,0.9999999999996702,5.316470139020816e-46,6.748811895948092e-31,1.4288601386106539e-12,1.4287415271550867e-12,3.2977762181482895e-13,2.5066528326374956e-21,9.693975230355728e-21,1.1859772644905713e-16,1.185848872122507e-16,1.4210634705328543e-20,1.4053542694355705e-20,3.297776230291349e-13
9.8303e-11,0.2066755132339042,3.76,0.0,0.7633981002674872,0.9999999999995052,3.033872973711865e-45,2.5729759092176863e-30,2.143306894365855e-12,2.1430548483806225e-12,4.946702841787423e-13,6.2937160652548116e-21,1.9467541239434105e-20,2.5201566126125176e-16,2.519790153766625e-16,4.0631900843687097e-20,4.005520299915629e-20,4.946702875880608e-13
9.999999999999999e-11,0.2066755132339577,3.76,0.0,0.7633981002674417,0.9999999999994966,5.158126077510697e-45,3.0542028737220528e-30,2.180306898853206e-12,2.1800433363733877e-12,5.032097998818547e-13,6.7281981805639404e-21,2.018511570120522e-20,2.635305249127425e-16,2.6349047661822536e-16,4.441428322467301e-20,4.3738680762660223e-20,5.03209803572241e-13
1.6383900000000002e-10,0.2066755132339577,3.76,0.0,0.7633981002657285,0.999999999999175,8.506984905536302e-44,2.1157354427637496e-29,3.5722004088520466e-12,3.5715036103687986e-12,8.244556118859751e-13,2.307286745529575e-20,4.717936205654218e-20,6.967051746755735e-16,6.965371320101754e-16,1.8670273862818688e-19,1.8230646918006204e-19,8.244556261497788e-13
2.2282140000000002e-10,0.20667551323400582,3.76,0.0,0.7633981002641457,0.9999999999988777,3.790056393586944e-43,6.170427288448974e-29,4.858204576108412e-12,4.856963828008333e-12,1.1212624110441997e-12,4.689077251297503e-20,7.721388666971766e-20,1.2405696933723447e-15,1.2401917072629854e-15,4.202317869917689e-19,4.081754171140788e-19,1.1212624412335074e-12
2.818038e-10,0.20667551323405395,3.76,0.0,0.7633981002625628,0.9999999999985802,1.1605596734296542e-42,1.4118728552374812e-28,6.144208750671693e-12,6.142271995111693e-12,1.4180692175124297e-12,8.109065692680182e-20,1.1128570255083578e-19,1.936456008893662e-15,1.935741959992182e-15,7.941963569967746e-19,7.671690651293344e-19,1.4180692706325934e-12
3.4078620000000005e-10,0.20667551323410205,3.76,0.0,0.76339810026098,0.9999999999982825,3.0324703959321204e-42,2.791988176222171e-28,7.430212934956938e-12,7.427436550148751e-12,1.714876033705545e-12,1.2581142419128924e-19,1.4833381866870483e-19,2.775924638026448e-15,2.774731578508576e-15,1.327360564572224e-18,1.2756366945946278e-18,1.7148761162827214e-12
4.5875100000000005e-10,0.2066755132341983,3.76,0.0,0.7633981002578144,0.9999999999976869,1.4028386213289355e-41,7.8091600309392665e-28,1.0002221335254895e-11,9.99743820111893e-12,2.3084896978259074e-12,2.4080938571559307e-19,2.273823172124186e-19,4.782245540576647e-15,4.7796997059523365e-15,2.833385394658173e-18,2.7005324782114795e-18,2.3084898525237607e-12
5.767158000000001e-10,0.20667551323429456,3.76,0.0,0.7633981002546488,0.9999999999970907,4.345875916594049e-41,1.7485033732669885e-27,1.257422980118402e-11,1.2566909136455065e-11,2.902103427588236e-12,3.987514082026882e-19,3.126724962588859e-19,7.319149804312594e-15,7.314522126520906e-15,5.151551751535113e-18,4.8719249725309115e-18,2.9021036718354146e-12
6.946806000000001e-10,0.2066755132343908,3.76,0.0,0.7633981002514832,0.9999999999964939,1.1485926829023487e-40,3.4545208602030835e-27,1.5146238366451907e-11,1.5135813468163362e-11,3.4957172567008593e-12,6.046997388608084e-19,4.020999768087679e-19,1.0422497942154931e-14,1.0414845162532087e-14,8.520572320502307e-18,7.99481833924147e-18,3.4957175987395724e-12
9.306102000000001e-10,0.20667551323458325,3.76,0.0,0.763398100245152,0.9999999999952988,7.311411774847252e-40,1.1021869240600428e-26,2.0290256044876184e-11,2.0271891093980233e-11,4.682945462849861e-12,1.1698559581485096e-18,5.858726468037996e-19,1.8359623565694713e-14,1.834198132976746e-14,1.9647896131482304e-17,1.8081954680830146e-17,4.682945902568604e-12
9.999999999999999e-10,0.2066755132347757,3.76,0.0,0.7633981002432899,0.9999999999949468,1.1631745679874539e-39,1.4768167037372465e-26,2.1803175168893355e-11,2.178203701448272e-11,5.032124089188143e-12,1.3752780366256467e-18,6.4064252198401455e-19,2.113159606114395e-14,2.1109827638980657e-14,2.424458896979968e-17,2.2178326835553087e-17,5.0321244990928005e-12
1.1665398000000001e-09,0.2066755132347757,3.76,0.0,0.7633981002388207,0.9999999999941013,2.6651731134872068e-39,2.657970678713657e-26,2.5434274744688444e-11,2.5405668533813802e-11,5.87017469043371e-12,1.9410090092366616e-18,7.734290438080171e-19,2.859601150912643e-14,2.856213641534808e-14,3.7732445101170107e-17,3.4104868955843775e-17,5.8701749202088615e-12
1.6383990000000001e-09,0.2066755132351607,3.76,0.0,0.7633981002261582,0.9999999999916994,2.3239109751952618e-38,1.0594538875444806e-25,3.572231810564371e-11,3.5666323586754436e-11,8.244639107072893e-12,4.109594205503165e-18,1.1500814965224686e-18,5.596492350688217e-14,5.587183607236624e-14,1.0371078698938732e-16,8.999843277742129e-17,8.24463601807105e-12
2.5821174e-09,0.20667551323593064,3.76,0.0,0.7633981002008332,0.9999999999868681,4.376448828447632e-37,6.953563980356654e-25,5.62984547477378e-11,5.6160067502482854e-11,1.299361786109814e-11,1.0953692360325919e-17,1.9036826948637307e-18,1.382482795371665e-13,1.3787855789140148e-13,4.120271822809313e-16,3.282243760585303e-16,1.2993576363827738e-11
3.5258358000000002e-09,0.20667551323670053,3.76,0.0,0.7633981001755079,0.9999999999820002,2.3302038796605745e-36,2.3093342922401465e-24,7.687469931888244e-11,7.661710054685489e-11,1.7742704544925474e-11,2.1137561102655344e-17,2.655979568911151e-18,2.572071799392262e-13,2.562824039508244e-13,1.0307512767782025e-15,7.689280174930983e-16,1.7742548696952256e-11
4.4695542e-09,0.2066755132374705,3.76,0.0,0.7633981001501825,0.9999999999770954,8.449275526927929e-36,5.73110334723236e-24,9.745111709485203e-11,9.703748489448511e-11,2.249196443432991e-11,3.46553540597362e-17,3.406796851701721e-18,4.127686372851488e-13,4.109168315426553e-13,2.0642571845181573e-15,1.4512076956865364e-15,2.2491563836277372e-11
5.4132725999999994e-09,0.20667551323824046,3.76,0.0,0.763398100124857,0.999999999972154,2.458674342805151e-35,1.1989703185496895e-23,1.180277846253016e-10,1.174212850052121e-10,2.724147407896708e-11,5.150065347013173e-17,4.1563721074057406e-18,6.04857039734227e-13,6.016100015810567e-13,3.6199303319143875e-15,2.405899180969327e-15,2.724063293998289e-11
7.3007093999999995e-09,0.20667551323978048,3.76,0.0,0.7633981000742047,0.9999999999621617,1.3895853025603295e-34,3.8150595644459505e-23,1.591821904577611e-10,1.580793713592003e-10,3.674156414206228e-11,9.515051952200308e-17,5.652062567045229e-18,1.098334615059015e-12,1.090538324526705e-12,8.693202554724945e-15,5.206433657424887e-15,3.6738974285149245e-11
9.1881462e-09,0.20667551324132058,3.76,0.0,0.7633981000235504,0.9999999999520234,5.03696905687041e-34,9.318414340555174e-23,2.0033863573523152e-10,1.9859187562415612e-10,4.6243693653185917e-11,1.5203730752584488e-16,7.143176511470808e-18,1.7370348481548326e-12,1.7216987901929415e-12,1.7103184921240262e-14,9.304229444042866e-15,4.6237661824574884e-11
9.999999999999999e-09,0.20667551324286088,3.76,0.0,0.7633981000017613,0.9999999999476179,8.201008897036138e-34,1.2986352318546138e-22,2.1804231995752027e-10,2.159731041731325e-10,5.0331729108027344e-11,1.805646717764533e-16,7.783176149209313e-18,2.05627137924877e-12,2.0365739688858254e-12,2.1968609790417752e-14,1.1483751926798574e-14,5.0323515449461336e-11
1.1075582999999999e-08,0.20667551324286088,3.76,0.0,0.7633980999728933,0.9999999999417396,1.4499679857433929e-33,1.9365442929573747e-22,2.4149793840299943e-10,2.3895933942693623e-10,5.5748680557628903e-11,2.2210871598561737e-16,8.62981846459365e-18,2.520322724165345e-12,2.4936600027011887e-12,2.973969864141023e-14,1.4771162455244723e-14,5.5736788998426335e-11
1.2963019799999998e-08,0.2066755132444013,3.76,0.0,0.7633980999222325,0.9999999999313108,3.613036582999013e-33,3.605018389164859e-22,2.826609568385089e-10,2.7918229766492607e-10,6.52573832328389e-11,3.0531329670345423e-16,1.0111855139567202e-17,3.447571206752576e-12,3.4050149150232614e-12,4.7474944930624535e-14,2.1621056453520233e-14,6.52364479972026e-11
1.4850456599999997e-08,0.20667551324594194,3.76,0.0,0.7633980998715671,0.9999999999207373,8.080192389349513e-33,6.187385834753543e-22,3.2382854029391595e-10,3.192612690735284e-10,7.477065093097465e-11,4.0160092334259534e-16,1.1589430644539801e-17,4.518172281313629e-12,4.454405491725177e-12,7.114827379372147e-14,2.984400927905999e-14,7.473672815004651e-11
1.6737893399999997e-08,0.20667551324748276,3.76,0.0,0.7633980998208963,0.9999999999100196,1.6542142729272272e-32,9.969800018193572e-22,3.650015127564341e-10,3.5919676226058727e-10,8.428930763925153e-11,5.109226879179021e-16,1.3062406315939555e-17,5.7315298581368766e-12,5.640505598528756e-12,1.0157726070299157e-13,3.9433609182140665e-14,8.423771698782859e-11
1.8625330199999996e-08,0.20667551324902386,3.76,0.0,0.7633980997702193,0.9999999998991582,3.159676713098569e-32,1.5278228920761745e-21,4.0618068434527873e-10,3.989892847525282e-10,9.38141634768858e-11,6.332295353357889e-16,1.4530938087336794e-17,7.0870491650572164e-12,6.961997081375312e-12,1.3957258218215407e-13,5.0390413462569836e-14,9.373950180513862e-11
2.0512766999999995e-08,0.20667551325056527,3.76,0.0,0.7633980997195353,0.9999999998881535,5.673220266664916e-32,2.247060671480448e-21,4.473668701040377e-10,4.386393476783895e-10,1.0334603348746556e-10,7.684722419613359e-16,1.5994973226759208e-17,8.58413124931064e-12,8.41755626546079e-12,1.8594683326468175e-13,6.271197355711572e-14,1.0324217047492576e-10
2.2400203799999994e-08,0.20667551325210695,3.76,0.0,0.7633980996688435,0.9999999998770058,9.651158372829871e-32,3.1936042636376037e-21,4.885608952552397e-10,4.781474647335677e-10,1.1288574289351841e-10,9.166011904379643e-16,1.74546309704141e-17,1.0222174198452818e-11,1.0005856775505422e-11,2.415127433231753e-13,7.638579630121478e-14,1.1274581126367865e-10
2.6175077399999996e-08,0.20667551325519137,3.76,0.0,0.763398099567433,0.9999999998542835,2.4704182765306996e-31,5.945019116233354e-21,5.709756963055696e-10,5.567398890160358e-10,1.3199191246263068e-10,1.251322645549087e-15,2.0360476832507733e-17,1.3918767017332128e-11,1.3575476159501191e-11,3.83397565648219e-13,1.0773568438618433e-13,1.3175635728324094e-10
2.9572463639999997e-08,0.20667551325796862,3.76,0.0,0.7633980994761286,0.9999999998333488,5.1420794693516025e-31,9.669014321851432e-21,6.451839030329963e-10,6.269926987111495e-10,1.4922235086729027e-10,1.5961530774957324e-15,2.2960664539059327e-17,1.772183241130104e-11,1.7229097691538234e-11,5.504583989893516e-13,1.4042928141209115e-13,1.4887004541927055e-10
3.296984988e-08,0.20667551326074732,3.76,0.0,0.7633980993847865,0.9999999998119575,9.867944487334869e-31,1.4910058984847958e-20,7.194299029866301e-10,6.967934561086625e-10,1.664905825079016e-10,1.981978033513574e-15,2.5546714982727462e-17,2.1972412960347582e-11,2.1292769989031964e-11,7.594797713687996e-13,1.7729017855041456e-13,1.6598822970022635e-10
3.636723612e-08,0.2066755132635276,3.76,0.0,0.7633980992934024,0.9999999997901122,1.7750627630084336e-30,2.2030237449441152e-20,7.937181799973541e-10,7.661450694196133e-10,1.8380109121529194e-10,2.4085172782947403e-15,2.811855044709496e-17,2.6667103117106187e-11,2.5759168471051097e-11,1.0148783329409951e-12,2.1825119502106915e-13,1.8311140774222768e-10
3.976462236e-08,0.20667551326630948,3.76,0.0,0.7633980992019713,0.999999999767815,3.0289251814841073e-30,3.142916312057377e-20,8.680531405580593e-10,8.350504271336724e-10,2.0115828348227817e-10,2.875492257805523e-15,3.06763576510845e-17,3.180252101810357e-11,3.062106913259576e-11,1.3209898773510809e-12,2.632416315264697e-13,2.002400731968676e-10
4.655939484e-08,0.20667551327187902,3.76,0.0,0.7633980990189518,0.9999999997218748,7.8001064467272e-30,5.884521545009299e-20,1.0168803740619154e-09,9.715338434033163e-10,2.3602998042714307e-10,3.929643810973503e-15,3.575033685206355e-17,4.338211657165234e-11,4.150294258509956e-11,2.102319796598213e-12,3.65016913844557e-13,2.345158232955896e-10
5.335416732e-08,0.2066755132774569,3.76,0.0,0.7633980988356948,0.9999999996741563,1.763764132657271e-29,1.0108936712555025e-19,1.1659453443764427e-09,1.1062664528887275e-09,2.7113941421973427e-10,5.14223980230623e-15,4.076930098765669e-17,5.668457776595587e-11,5.3882481565801875e-11,3.136632530542627e-12,4.820381482751476e-13,2.68819356066766e-10
6.01489398e-08,0.20667551328304426,3.76,0.0,0.7633980986521675,0.9999999996246778,3.6121786044568637e-29,1.6267057737824662e-19,1.3152805735815664e-09,1.239270715198055e-09,3.0651910693860063e-10,6.511115235565137e-15,4.573389689965927e-17,7.168362953888476e-11,6.770525988824408e-11,4.4558968214220785e-12,6.137519967092654e-13,3.0315448912199863e-10
6.694371228e-08,0.20667551328864214,3.76,0.0,0.7633980984683384,0.9999999995734578,6.846853983280861e-29,2.486654603440165e-19,1.4649173964651635e-09,1.37056880250059e-09,3.422003933698336e-10,8.034132854922414e-15,5.064484430280421e-17,8.835334240428283e-11,8.291830516134875e-11,6.090915027133874e-12,7.596260287422061e-13,3.3752498190697613e-10
7.373848476e-08,0.20667551329425146,3.76,0.0,0.7633980982841777,0.9999999995205142,1.2197019515011925e-28,3.6470844355811302e-19,1.6148859996145123e-09,1.5001826019241756e-09,3.78213460098482e-10,9.709183006857554e-15,5.5502825410342743e-17,1.0666812950900814e-10,9.947006684806309e-11,8.071352665431975e-12,9.191391744227162e-13,3.719345362472511e-10
8.053325724e-08,0.20667551329987316,3.76,0.0,0.763398098099656,0.9999999994658654,2.064781457020811e-28,5.169824091976745e-19,1.765215452486686e-09,1.628133719326028e-09,4.145873765789207e-10,1.153418325554065e-14,6.030850817471373e-17,1.26602742083102e-10,1.1731038186642362e-10,1.0425769042399976e-11,1.0917812823293818e-12,4.0638679712758926e-10
9.41228022e-08,0.2066755133111573,3.76,0.0,0.7633980977294192,0.9999999993515223,5.239668679912476e-28,9.576460339906918e-19,2.067067755193121e-09,1.8791329486472706e-09,4.88528606575494e-10,1.562583807630641e-14,6.976562457629603e-17,1.7123211068418854e-10,1.5666275925327048e-10,1.6365418266007154e-11,1.4744848431353002e-12,4.754337390300652e-10
9.999999999999998e-08,0.20667551332250128,3.76,0.0,0.7633980975687646,0.9999999993000153,7.523268529615176e-28,1.2164089187531394e-18,2.198147734269631e-09,1.985693345548964e-09,5.210417492537669e-10,1.7574583213615628e-14,7.379296620356896e-17,1.9246038197832756e-10,1.7512348027154929e-10,1.9483975918776907e-11,1.6546917646158164e-12,5.053595380951956e-10
1.0771234716e-07,0.20667551332250128,3.76,0.0,0.7633980973574173,0.9999999992305677,1.1723633205071466e-27,1.6307554041579827e-18,2.3706855815807483e-09,2.12373385762104e-09,5.642353603239509e-10,2.029296796346689e-14,7.902140149322248e-17,2.2204604410199655e-10,2.0060061232688402e-10,2.4117336656883037e-11,1.903933670307232e-12,5.446938605883903e-10
1.2130189212e-07,0.20667551333391115,3.76,0.0,0.7633980969834545,0.9999999991031376,2.3830813341114533e-27,2.6046394587854998e-18,2.676264145389487e-09,2.362099549269739e-09,6.419028515234883e-10,2.5519856122888088e-14,8.808090795851411e-17,2.7885426266330364e-10,2.4876923052212265e-10,3.38731474659527e-11,2.3765372713114647e-12,6.141943540489793e-10
1.3489143708e-07,0.20667551334539266,3.76,0.0,0.7633980966073508,0.9999999989693643,4.491563048806201e-27,3.955613623106418e-18,2.983983468720212e-09,2.5943889692260807e-09,7.217111022250232e-10,3.129118798241647e-14,9.694908572667246e-17,3.4147148215738944e-10,3.00833064255525e-10,4.580946995002029e-11,2.888892798502797e-12,6.839615731660479e-10
1.4848098204e-07,0.2066755133569509,3.76,0.0,0.763398096228941,0.9999999988293776,7.964477511818964e-27,5.767753541684857e-18,3.294009195618492e-09,2.8207570101746094e-09,8.038257564146878e-10,3.759204108500013e-14,1.056307518033501e-16,4.097172876599692e-10,3.564748127607186e-10,6.008872710494675e-11,3.4377791985671215e-12,7.540210549462506e-10
1.62070527e-07,0.20667551336859047,3.76,0.0,0.7633980958480725,0.9999999986833034,1.3429985203317215e-26,8.132683270283317e-18,3.6064933694628657e-09,3.0413546156502124e-09,8.883988574019795e-10,4.440787504580985e-14,1.1413059954259898e-16,4.834160081908207e-10,4.153945443252128e-10,7.685992164039614e-11,4.020155798997692e-12,8.243975412026861e-10
1.7566007196e-07,0.20667551338031562,3.76,0.0,0.7633980954646064,0.9999999985312649,2.1711038035483742e-26,1.114937774709745e-17,3.921575185738738e-09,3.256328881730571e-09,9.755696005936444e-10,5.1724521710574235e-14,1.224532028781502e-16,5.623965939323382e-10,4.773088538959356e-10,9.625937669168246e-11,4.6331502460476176e-12,8.951149996539114e-10
1.8924961692e-07,0.20667551339213014,3.76,0.0,0.7633980950784154,0.9999999983733819,3.386177400130834e-26,1.4923979614855678e-17,4.239381705909341e-09,3.465823155306442e-09,1.065465047364721e-09,5.952817564580903e-14,1.3060301933556964e-16,6.464924975619908e-10,5.419500627303462e-10,1.1841143790789127e-10,5.27404672189458e-12,9.66196644330991e-10
2.0283916188e-07,0.20667551340403736,3.76,0.0,0.7633980946893842,0.9999999982097724,5.1207065093980945e-26,1.9569629303065412e-17,4.560028528273308e-09,3.6699771292165103e-09,1.1582007959162799e-09,6.780538493239324e-14,1.3858439284531743e-16,7.355415593576724e-10,6.090654575535033e-10,1.4342913916916546e-10,5.940280804362938e-12,1.0376649553468442e-09
2.1642870684e-07,0.20667551341604032,3.76,0.0,0.763398094297408,0.9999999980405502,7.538523547781707e-26,2.520630672864606e-17,4.883620427492243e-09,3.86892693511161e-09,1.2538816208032494e-09,7.65430421787427e-14,1.4640155670679505e-16,8.293858950521412e-10,6.784165639080585e-10,1.7141483638147704e-10,6.629433734115907e-12,1.109541698186976e-09
2.300182518e-07,0.20667551342814175,3.76,0.0,0.763398093902392,0.9999999978658267,1.083939559565739e-25,3.1960683411100437e-17,5.210251967565717e-09,4.062805234335827e-09,1.3526020859096989e-09,8.5728375726081e-14,1.5405863640066933e-16,9.278717860951785e-10,7.497784510085875e-10,2.0246081174999016e-10,7.33922371304144e-12,1.1818479425754659e-09
2.4360779676e-07,0.20667551344034396,3.76,0.0,0.7633980935042517,0.9999999976857112,1.5263934253442047e-25,3.996598433624831e-17,5.540008084241783e-09,4.251741306574161e-09,1.4544471268597092e-09,9.534894106986805e-14,1.6155965233369786e-16,1.030849572617716e-09,8.229390680133675e-10,2.366498488682041e-10,8.067498582876657e-12,1.2546040808722526e-09
2.5719734171999996e-07,0.2066755134526489,3.76,0.0,0.763398093102911,0.99999999750031,2.1098830567763424e-25,4.936185897545124e-17,5.872964636742055e-09,4.43586113608132e-09,1.5594926027428492e-09,1.0539261251525288e-13,1.6890852252399285e-16,1.138173549315414e-09,8.97698611457216e-10,2.740557790646557e-10,8.812230446830174e-12,1.3278298459696225e-09
2.7078688667999994e-07,0.20667551346505839,3.76,0.0,0.7633980926983024,0.9999999973097266,2.868241975875169e-25,6.029426069121211e-17,6.209188932772984e-09,4.615287495603941e-09,1.6678058211258644e-09,1.1584757505572205e-13,1.7610906520714268e-16,1.2497018641173407e-09,9.738689222667932e-10,3.1474400047352867e-10,9.571509728930876e-12,1.401544328709987e-09
2.843764316399999e-07,0.20667551347757382,3.76,0.0,0.7633980922903668,0.9999999971140622,3.841057992327632e-25,7.291533371138346e-17,6.5487402285070174e-09,4.790140028198692e-09,1.7794460380342982e-09,1.2670231645538014e-13,1.8316500137763852e-16,1.3652964193988893e-09,1.0512729103825408e-09,3.58771971602531e-10,1.034353876073606e-11,1.4757659948633514e-09
2.979659765999999e-07,0.20667551349019647,3.76,0.0,0.7633980918790525,0.9999999969134152,5.074296893220633e-25,8.73833069796654e-17,6.891670203510418e-09,4.960535327034372e-09,1.8944649328807726e-09,1.3794561952634432e-13,1.9007995726869137e-16,1.4848227756333475e-09,1.129744005582953e-09,4.061896807142394e-10,1.112662623486974e-11,1.55051270168194e-09
3.1155552155999987e-07,0.20667551350292726,3.76,0.0,0.7633980914643153,0.9999999967078828,6.62096042769048e-25,1.0386239431879859e-16,7.238023411825696e-09,5.126587013171112e-09,2.012907059547909e-09,1.495665546019061e-13,1.9685746676860285e-16,1.6081500574888996e-09,1.209125633608032e-09,4.5704009193097186e-10,1.1919182227460059e-11,1.6258017140321062e-09
3.2514506651999984e-07,0.20667551351576688,3.76,0.0,0.7633980910461166,0.9999999964975582,8.541779100874174e-25,1.2252270038147938e-16,7.587837710833235e-09,5.2884058113263875e-09,2.1348102752504385e-09,1.6155447220451e-13,2.0350097377468163e-16,1.7351508623581613e-09,1.289270716654446e-09,5.11359568980958e-10,1.2719713082692929e-11,1.7016497201067154e-09
