Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239)
2.141508094694658e-19,0.09529450763765925,3.76,0.0,0.8430413002627544,0.9999999999996777,8.59906172980028e-45,5.905591761137899e-33,4.149538177536923e-18,4.149538177532544e-18,2.533340967180755e-19,6.343614445792421e-35,8.359204458059382e-34,4.6380374449064974e-30,4.364304921159319e-30,6.736120967202791e-42,7.76086363672949e-26,2.5333409671793137e-19,1.2335443504243413e-31,8.8598821131322e-22,3.213454237041429e-28,5.906504888097163e-33,1.4066564994439886e-32,1.4955411575597488e-40,1.3489844084987149e-38,4.514952068415667e-34,4.622485169310288e-47,1.4473525094237437e-45,8.859882113132178e-22,5.836732419448899e-42,1.6070460232868953e-57,1.7348846133089982e-38,2.9407571702413125e-37,3.2227999940327655e-13,1.7833543384782905e-61,7.441884696887869e-51,2.3645093290319047e-50,1.2971895814979933e-38,7.760863637585641e-26,3.544613329365094e-63,3.962533529447414e-65,1.3869942772389447e-57,1.7175780261252936e-59,1.5988420142344145e-52,1.242958446679624e-59,2.6172629288998103e-68,1.3451097720860382e-46,3.56431770152516e-57,1.989888252281129e-39,2.760345331716684e-69,2.071289620859128e-49
4.2848767524602933e-19,0.09529450763765925,3.76,0.0,0.8430413002627544,0.9999999999993552,6.884477982861197e-44,2.3637757465841063e-32,8.302681514220272e-18,8.302681514202743e-18,5.068882925641212e-19,2.5390990012456156e-34,3.345860250539663e-33,1.801633214237897e-29,1.7468593391462237e-29,5.392992623675659e-41,1.5528469985580805e-25,5.068882925640926e-19,4.9373921110337145e-31,1.7727461778056867e-21,6.4299909867532355e-28,2.3641412348694903e-32,5.630291850404106e-32,5.986062135010665e-40,5.399453188819456e-38,1.8071574574849637e-33,3.7007988043195174e-46,5.793183517679385e-45,1.7727461778056784e-21,2.3362140698859767e-41,1.2866142969114255e-56,6.94405996933499e-38,1.177069248686518e-36,6.44839997718898e-13,1.427767916810145e-60,5.959543391557944e-50,1.893525164413298e-49,5.192138899635621e-38,1.5528469989007644e-25,5.67754151621051e-62,3.172437741410378e-64,1.1104387736920607e-56,1.3751067818786417e-58,1.2800457757779812e-51,9.95122531533629e-59,4.1924937893490187e-67,5.4045157783343376e-46,2.85362141895658e-56,7.964738784303839e-39,4.420152302904136e-68,1.6582911291184172e-48
8.571614067991564e-19,0.09529450763765925,3.76,0.0,0.8430413002627544,0.99999999999871,5.509674721863692e-43,9.458181950822953e-32,1.6608968187586968e-17,1.6608968187516833e-17,1.0139966842551061e-18,1.0159703569007802e-33,1.3387799153051482e-32,7.099298635991655e-29,6.989712746207633e-29,4.3160331394737265e-40,3.1063682678108726e-25,1.0139966842560876e-18,1.9755999695040468e-30,3.54626211079062e-21,1.2863936761900963e-27,9.459644376305214e-32,2.252850119631953e-31,2.3952045843347316e-39,2.1604845868724533e-37,7.230983758750683e-33,2.961763791756582e-45,2.3180292609681134e-44,3.546262110790588e-21,9.347899385216203e-41,1.0296829868789302e-55,2.7785287145540554e-37,4.7098101756638724e-36,1.2899599910873146e-12,1.142648405708946e-59,4.7700501467387146e-49,1.5155875868941973e-48,2.077531867289276e-37,3.106368269182052e-25,9.088997387031947e-61,2.5389168071745546e-63,8.886885039694472e-56,1.1005033485385169e-57,1.0244256526623183e-50,7.964004668683969e-58,6.711891102935419e-66,2.1789726266477162e-45,2.2837644089424706e-55,3.186932950370258e-38,7.075124940541527e-67,1.327136891291071e-47
1.7145088699054104e-18,0.09529450763765925,3.76,0.0,0.8430413002627544,0.9999999999974198,4.408576893193491e-42,3.7838886633466974e-31,3.3221541534320366e-17,3.322154153403977e-17,2.0282134676326508e-18,4.0645431753343885e-33,5.355991395218915e-32,2.818265540834861e-28,2.796340241213914e-28,3.453482267882308e-39,6.213410804246585e-25,2.028213467638769e-18,7.903686311345766e-30,7.093293976760486e-21,2.573531741509495e-27,3.7844737257826914e-31,9.012867446386194e-31,9.582378077947078e-39,8.643345170544864e-37,2.8928643546570306e-32,2.369861028868792e-44,9.27363650990607e-44,7.093293976760364e-21,3.739768489485799e-40,8.239036681070925e-55,1.1115925896727615e-36,1.8842307364597953e-35,2.5801999647728417e-12,9.142925639644365e-59,3.8170065267533765e-48,1.2127771266460286e-47,8.311480276861435e-37,6.213410809732179e-25,1.4546341710659755e-59,2.0315231094388565e-62,7.11085826036125e-55,8.805698837864671e-57,8.1969616819911615e-50,6.372413803141559e-57,1.0742147625775557e-64,8.849029562442371e-45,1.8273585107716262e-54,1.2749806858597998e-37,1.132250548447267e-65,1.0619111506777745e-46
3.429203796117919e-18,0.09529450763765926,3.76,0.0,0.8430413002627544,0.9999999999948394,3.5271964007794127e-41,1.5136786526320808e-30,6.644668822778715e-17,6.644668822666469e-17,4.0566470343700385e-18,1.6259497416601435e-32,2.1425709010241346e-31,1.1230147266695947e-27,1.1186271314968002e-27,2.7630481448091853e-38,1.2427495868838612e-24,4.056647034398894e-18,3.161731829459197e-29,1.418735770870022e-20,5.1492035133093475e-27,1.5139126942655584e-30,3.605440392996395e-30,3.8332632477520544e-38,3.4576194528542894e-36,1.1572399174634224e-31,1.8960688404984266e-43,3.709764553266375e-43,1.418735770869973e-20,1.4960291735957985e-39,6.591868533110515e-54,4.4467336538972275e-36,7.537536212533594e-35,5.160679859938674e-12,7.315038717862552e-58,3.053991832311032e-47,9.703445391734658e-47,3.324862691671245e-36,1.2427495890782634e-24,2.3277303894651595e-58,1.625379066567273e-61,5.689226757493673e-54,7.045227961802356e-56,6.558191996325016e-49,5.098415190435463e-56,1.7189934120204972e-63,3.6452846369936306e-44,1.4620256168389622e-53,5.100337695009877e-37,1.8117853467608278e-64,8.496095831965314e-46
6.858593648542936e-18,0.09529450763765923,3.76,0.0,0.8430413002627543,0.9999999999896784,2.8218910889408312e-40,6.054961009228048e-30,1.3289698161472074e-16,1.3289698161023075e-16,8.113514167774005e-18,6.504064819573576e-32,8.570632172146012e-31,4.483475220277626e-27,4.474690602350182e-27,2.2105434535876475e-37,2.4855665964905793e-24,8.113514167898202e-18,1.2647441945454583e-28,2.837548517257968e-20,1.0306129621566462e-26,6.055897194754321e-30,1.4422348421567382e-29,1.5333677416261227e-37,1.3831040600625294e-35,4.62914801706256e-31,1.516927083186776e-42,1.4839726409955674e-42,2.837548517257774e-20,5.984360435068811e-39,5.273766526333758e-53,1.7787669725638885e-35,3.015137055219107e-34,1.032163944144946e-11,5.852314710576158e-57,2.4433481195957747e-46,7.763247694935483e-46,1.329999194874317e-35,2.485566605268435e-24,3.724621212072358e-57,1.3003750034400946e-60,4.55159747731589e-53,5.6364499407124425e-55,5.246802670561792e-48,4.078925932156502e-55,2.750589315840554e-62,1.5424844039413599e-43,1.1696760196400388e-52,2.0402179997450887e-36,2.899004138984019e-63,6.797199317095782e-45
1.3717373353392968e-17,0.09529450763765925,3.76,0.0,0.8430413002627541,0.9999999999793564,2.2575664705870644e-39,2.4220336965808733e-29,2.6579756838858796e-16,2.6579756837062747e-16,1.6227248434298707e-17,2.601679819724079e-31,3.42832247951748e-30,1.791673280027642e-26,1.7899126567470795e-26,1.768476738982145e-36,4.971200602457849e-24,1.6227248434813038e-17,5.059079705099823e-28,5.67517401003386e-20,2.0642312096815753e-26,2.4224081631282665e-29,5.769056740475283e-29,6.13359614968972e-37,5.532528800013376e-35,1.851696868378277e-30,1.2135704716029095e-41,5.936062826936582e-42,5.675174010033081e-20,2.393793064161745e-38,4.2191475215558945e-52,7.115221709935465e-35,1.2060792665644194e-33,2.0643557769187582e-11,4.681972368326002e-56,1.9547403589734812e-45,6.210794714771137e-45,5.320105018584617e-35,4.971200637569101e-24,5.9595960123188685e-56,1.0403407279380097e-59,3.641364412847497e-52,4.5092669845374084e-54,4.197541768360663e-47,3.2632184361928785e-54,4.4011028187001865e-61,6.844566593988692e-43,9.357630266360819e-52,8.161037273187896e-36,4.638524691999589e-62,5.437888491609089e-44
2.7434932763093033e-17,0.09529450763765926,3.76,0.0,0.8430413002627538,0.9999999999587126,1.8060746336120914e-38,9.688233471159843e-29,5.315987419363221e-16,5.315987418644793e-16,3.245471696621517e-17,1.040683282655315e-30,1.3713428307089748e-29,7.163259432372072e-26,7.15972345833961e-26,1.4147981816866916e-35,9.942468561412362e-24,3.245471696830759e-17,2.0236524672564332e-27,1.1350424995585644e-19,4.1403998083098154e-26,9.689731230329528e-29,2.3076461706427156e-28,2.4534637334655732e-36,2.2130340320926343e-34,7.406862728816806e-30,9.708678994080817e-41,2.3744904807215533e-41,1.1350424995582527e-19,9.575271166823163e-38,3.3754127265774675e-51,2.8461248842407944e-34,4.8243653956387155e-33,4.1287391083530566e-11,3.745637499013249e-55,1.5638170327313034e-44,4.968714396873753e-44,2.128063656043069e-34,9.942468701851724e-24,9.535515263920568e-55,8.323081116780566e-59,2.9131261033909374e-51,3.60745640195031e-53,3.3580732677450988e-46,2.6106061079167203e-53,7.041892512022423e-60,3.277462735705405e-42,7.486193055785269e-51,3.2644475066279347e-35,7.421733959923636e-61,4.350362367351749e-43
5.487005158249317e-17,0.09529450763765926,3.76,0.0,0.8430413002627533,0.9999999999174248,1.4448683171358827e-37,3.875313204062782e-28,1.0632010890317906e-15,1.0632010887444174e-15,6.490965402551637e-17,4.16276045058583e-30,5.485398333932192e-29,2.8646170276292265e-25,2.863903948942128e-25,1.1318452613257523e-34,1.988500426743843e-23,6.490965403395622e-17,8.094651036839357e-27,2.270092696668921e-19,8.328465420554651e-26,3.875912212971657e-28,9.230631630676928e-28,9.813907375107728e-36,8.8521811522195e-34,2.962760087875753e-29,7.766989283283658e-40,9.49833980012347e-41,2.270092696667673e-19,3.830129152083801e-37,2.7004336468653756e-50,1.138461542631547e-33,1.92975537616813e-32,8.257504434768781e-11,2.996552023170989e-54,1.2510635242514564e-43,3.975002968286507e-43,8.512297926375927e-34,1.988500482914213e-23,1.5256953684168058e-53,6.65891483688148e-58,2.330514712455726e-50,2.8859822489415782e-52,2.686474555141079e-45,2.088497881779614e-52,1.1267130642293132e-58,1.7426805555934139e-41,5.988989978446794e-50,1.3057851559240592e-34,1.187484988441093e-59,3.4803104567685014e-42
1.0974028922129344e-16,0.09529450763765929,3.76,0.0,0.8430413002627521,0.9999999998348496,1.1558981415498306e-36,1.5501293075887348e-27,2.1264057832227257e-15,2.1264057820732307e-15,1.2981952812599189e-16,1.6651133325058944e-29,2.1941642023393606e-28,1.1457094607187914e-24,1.145564492121548e-24,9.054788950300037e-34,3.977007483225588e-23,1.298195281598916e-16,3.237868646074697e-26,4.540193090889636e-19,1.6847510310396423e-25,1.5503688335164599e-27,3.692262041106405e-27,3.925574953389517e-35,3.5408814652568405e-33,1.1851069906037976e-28,6.21360986062935e-39,3.79960923722091e-40,4.54019309088464e-19,1.5320565204991773e-36,2.1604932345749732e-49,4.553904139236282e-33,7.719036356487142e-32,1.6515029741792207e-10,2.397287519506006e-53,1.0008547782746543e-42,3.18001495583191e-42,3.404927834844384e-33,3.977007707862361e-23,2.441122912984752e-52,5.327804368161891e-57,1.8644173025290005e-49,2.3087926525908285e-51,2.1491860198976757e-44,1.6708042264638662e-51,1.8027491831506132e-57,1.0424259076072925e-40,4.7912061907366185e-49,5.223150000457321e-34,1.899982020856612e-58,2.784256483594733e-41
2.1948076449889399e-16,0.09529450763765933,3.76,0.0,0.8430413002627499,0.9999999996696992,9.247199783485135e-36,6.200525784971598e-27,4.2528151716045924e-15,4.252815167006607e-15,2.5963927625443517e-16,6.660501140698656e-29,8.776662279185812e-28,4.582563137006082e-24,4.5822637889177286e-24,7.243841897253574e-33,7.954021257532924e-23,2.596392763903149e-16,1.295149102905826e-25,9.080393879331083e-19,3.4457254794677625e-25,6.2014832639386266e-27,1.476906693566601e-26,1.570233594087413e-34,1.416354386641917e-32,4.740433522744816e-28,4.970895260090018e-38,1.520056551686617e-39,9.08039387931108e-19,6.128241582025358e-36,1.728621003804673e-48,1.8216010820338354e-32,3.087614645724476e-31,3.3030058972634645e-10,1.9178949221759385e-52,8.006854055830507e-42,2.5440169984997476e-41,1.3619728698656942e-32,7.954022155718922e-23,3.90580486367296e-51,4.263300527344954e-56,1.491536056090685e-48,1.8470368673917653e-50,1.719351365253182e-43,1.336646906141004e-50,2.884405542955084e-56,6.9325277423396475e-40,3.83297062683734e-48,2.0892595316924328e-33,3.039976050283577e-57,2.2274082629493277e-40
3.2922123977649453e-16,0.09529450763765936,3.76,0.0,0.8430413002627477,0.999999999504549,2.644122348734252e-35,1.317612320502597e-26,6.3792245599864556e-15,6.379224550215731e-15,3.8945902431037084e-16,1.4153627999807307e-28,1.8650405960467075e-27,9.737774969592731e-24,9.737314183832229e-24,2.0712868301428862e-32,1.1931034693421827e-22,3.8945902459929076e-16,2.752192869414816e-25,1.3620594667772568e-18,5.263865402669857e-25,1.3178156929209703e-26,3.1384278962605154e-26,3.3367503624790262e-34,3.0097541965737435e-32,1.007342431648661e-27,1.4213659045243282e-37,3.2304773153045605e-39,1.3620594667730024e-18,1.3022531238634141e-35,4.9431911732375325e-48,3.8709582523373947e-32,6.561177960889786e-31,4.954506682030035e-10,5.484101055969085e-52,2.3770361324251616e-41,7.552554560884621e-41,2.8941934379033105e-32,1.193103660153575e-22,1.4776460462235917e-50,1.2192382734676286e-55,4.2648625386221196e-48,5.281373065355926e-50,4.916272180931124e-43,3.8219791429068633e-50,1.099673390439876e-55,1.939388523593892e-39,1.0959904542213232e-47,4.439673575155611e-33,1.1189993649887911e-56,6.368997553486621e-40
4.389617150540951e-16,0.0952945076376594,3.76,0.0,0.8430413002627455,0.999999999339399,5.577221286650356e-35,2.2476922007405412e-26,8.505633948368312e-15,8.505633931700603e-15,5.192787722937989e-16,2.414451972742028e-28,3.181539151166801e-27,1.6611344954402534e-23,1.6610715672641858e-23,4.368944723923725e-32,1.5908047791130014e-22,5.192787727868192e-16,4.694918162524869e-25,1.81607954562141e-18,7.139170804960136e-25,2.2480389858195017e-26,5.353789811582119e-26,5.692109214584227e-34,5.134287576027509e-32,1.7184079064921445e-27,2.9980729763284776e-37,5.5114077737061123e-39,1.8160795456141476e-18,2.2214932234463568e-35,1.0427460248691929e-47,6.603486278185554e-32,1.1192591072227677e-30,6.606005328481703e-10,1.1567833367006252e-51,5.179438214027008e-41,1.6456623671289597e-40,4.937154491313749e-32,1.5908051045312847e-22,3.846305351873636e-50,2.5721927860534973e-55,8.995832176904159e-48,1.1139947744547058e-49,1.0369844050133334e-42,8.061669456824199e-50,2.9587240170782567e-55,4.084396790928077e-39,2.3117617696231497e-47,7.573555079517066e-33,2.8384087284279907e-56,1.343406252841276e-39
6.584426656092962e-16,0.09529450763765947,3.76,0.0,0.8430413002627409,0.9999999990090995,1.5233125676769674e-34,4.653562626040926e-26,1.2758452725132018e-14,1.2758452690623634e-14,7.789182680904844e-16,4.998848449107096e-28,6.58696941926779e-27,3.4391366288580884e-23,3.4390383448900144e-23,1.1932945589493772e-31,2.386207319359437e-22,7.789182691115403e-16,9.720233550950091e-25,2.7241197033097343e-18,1.1023945502400807e-24,4.654280101583791e-26,1.1084343884105065e-25,1.1784808778562473e-33,1.06298923033132e-31,3.557745607436757e-27,8.188668885281772e-37,1.1412943185980545e-38,2.7241197032946785e-18,4.599328726459234e-35,2.8484772084096245e-47,1.3671978045756307e-31,2.317281209470376e-30,9.908997602899464e-10,3.159700059584213e-51,1.5034316097867502e-40,4.776851559185714e-40,1.022175326237955e-31,2.386207992807992e-22,1.411540207307252e-49,7.028287108455348e-55,2.4570412991261633e-47,3.042665893307765e-49,2.8323266301309347e-42,2.2018965809428817e-49,1.196680576299184e-54,1.143126545265954e-38,6.314139709264736e-47,1.5680061889350482e-32,9.929715510215386e-56,3.6692595866031036e-39
