Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64)
0.00016072029876048363,0.6188279731897828,3.76,0.0,0.7439569697711325,0.9040073022072883,0.05713113663716786,0.00012151664313489185,0.09675137823026407,9.364965075572697e-05,0.0085704727438175,7.501504469371067e-10,4.09713305196386e-12,7.815498676057899e-05,1.2610162499038112e-05,0.028449525970399653,1.1932146457281052e-06,6.927877713239905e-05,2.344929084096544e-05,0.028482940778120407,7.016701585201938e-05,0.05796436054377995,0.004162097435075864,0.009601959624954672,0.0009480139731859898,8.682191119015222e-08,0.01458067175911593,2.9506946474082768e-05,0.006693548933601826,0.006225727880793228,2.2205187828874608e-08,9.162061650645409e-07,5.33647788185151e-09,0.00042186990838393985,2.0092596342540818e-10,2.2222547986445476e-07,5.568503331636518e-06,0.0005330533050251626,7.409658522703237e-05,6.524566492643371e-10,8.81914216942784e-13,5.464866991899484e-08
0.0001630310968355418,0.6189473898098944,3.76,0.0,0.7418659806013108,0.9026183962946766,0.05795401654439287,0.00012147811195086261,0.09826024062131251,9.355154900274851e-05,0.00855874929304463,7.480692219533503e-10,4.0857651268454685e-12,7.840198142942213e-05,1.2593806379389358e-05,0.028838132091161147,1.1935196578212081e-06,6.857128647719206e-05,2.3376725601164464e-05,0.028845491090886004,7.031312892218845e-05,0.058839080050823514,0.004167327357196288,0.00968041902508801,0.0009613213919053087,8.655398388849804e-08,0.014881192668731925,2.9842887684224697e-05,0.0068164445627270755,0.0063268201562990635,2.241917620384539e-08,9.314710114838285e-07,5.4253406136162035e-09,0.0004212217525648655,2.0406967722717767e-10,2.2662550271186579e-07,5.685162224099912e-06,0.0005518783901743697,7.402944167852865e-05,6.649741101665074e-10,8.978989079792771e-13,5.675618065458982e-08
0.00016534189491059994,0.6190668206144028,3.76,0.0,0.7397801564550238,0.9012313192850032,0.058775133461938286,0.00012144013912183005,0.0997689125318203,9.345350589000139e-05,0.008547049695280766,7.459931815101327e-10,4.074425502877559e-12,7.864914013340144e-05,1.2577466910188693e-05,0.02922624693263856,1.1938247097597823e-06,6.787833617869595e-05,2.3304398711542778e-05,0.029206448739363868,7.045912285495082e-05,0.059712719160381615,0.004172354101403211,0.00975714646543263,0.0009745721056529405,8.628693797909119e-08,0.015182053286066373,3.0174996156180347e-05,0.006939307661221743,0.006427459715186131,2.2629476452572903e-08,9.466760185597182e-07,5.513854679795683e-09,0.00042057445023354386,2.0719361693789132e-10,2.3103548185875808e-07,5.8023116243796784e-06,0.0005710588861205124,7.396265510441383e-05,6.775033936226261e-10,9.138702211668183e-13,5.8912626719295667e-08
0.0001676526929856581,0.6191862613232303,3.76,0.0,0.7376994742448076,0.8998460682147273,0.05959448826663475,0.00012140271335475278,0.10127736978534563,9.335551876810428e-05,0.008535373135383367,7.439222973395018e-10,4.063114026042187e-12,7.889645787747572e-05,1.2561141839756476e-05,0.029613871075205238,1.1941294324295566e-06,6.719962330608819e-05,2.3232307407854493e-05,0.029565817183783396,7.060498804933749e-05,0.06058528054533881,0.004177193677383676,0.009832171331234173,0.0009877666479436431,8.602076326739953e-08,0.015483239461274,3.0503309313385403e-05,0.007062123522555459,0.006527633208157579,2.2836133580732167e-08,9.618193250396066e-07,5.602009255409955e-09,0.0004199280000069732,2.1029747034232026e-10,2.3545480305661458e-07,5.919937225786993e-06,0.0005905952252374635,7.389621503895466e-05,6.900426455777585e-10,9.298256775356945e-13,6.111840802748176e-08
0.00016996349106071626,0.6193057078269488,3.76,0.0,0.735623911406265,0.8984626403633061,0.06041208185109608,0.00012136582398024418,0.10278558926437524,9.325758503990943e-05,0.008523718845337477,7.418565416956693e-10,4.051830545166895e-12,7.914392989677105e-05,1.2544828993854828e-05,0.030001005028507152,1.1944334696604728e-06,6.653484660486706e-05,2.316044906884931e-05,0.029923599872703432,7.07507157917856e-05,0.06145676667227162,0.0041818608193787,0.009905522460636269,0.0010009055334678123,8.575545008650675e-08,0.015784738160263663,3.0827864162047626e-05,0.007184877865605079,0.006627327615115557,2.303919204300559e-08,9.768991419582427e-07,5.689793935977501e-09,0.00041928240061555184,2.1338093611457456e-10,2.398828567390719e-07,6.038024781781016e-06,0.0006104877878059714,7.383011132790129e-05,7.025900315311265e-10,9.457628364642845e-13,6.337391981566218e-08
0.00017458508721083257,0.6195446025741063,3.76,0.0,0.7314880560825601,0.8957012445828463,0.06204198902459033,0.00012129361469503499,0.10580122724691997,9.306186762514685e-05,0.008500474226280565,7.377403075221909e-10,4.02934698033685e-12,7.963931881301532e-05,1.2512231651896299e-05,0.030773804067337276,1.19503812531943e-06,6.524590911166354e-05,2.3017421476081643e-05,0.03063442173053192,7.104172826508078e-05,0.063196522041511,0.004190730898746734,0.010047316200872462,0.001027018302153906,8.522737214434695e-08,0.01638862606017779,3.146584492348412e-05,0.007430146925742466,0.0068252287131395735,2.3434688092246058e-08,1.0068614992945217e-06,5.8642140186278774e-09,0.00041799374979548234,2.1948555174722992e-10,2.487627471279124e-07,6.275529081768598e-06,0.0006513428469753903,7.36988739069661e-05,7.27701965558773e-10,9.775726934061624e-13,6.803569217538342e-08
0.00017874452374593724,0.6197595895723289,3.76,0.0,0.7277830781828432,0.8932222010772667,0.06350289147901562,0.00012123036564245685,0.10851427520371769,9.288587950237169e-05,0.008479623421208622,7.340529681293992e-10,4.009206056963119e-12,8.008565313282052e-05,1.2482915543469712e-05,0.03146765050842015,1.1955766483087768e-06,6.413056285059183e-05,2.2889469786198377e-05,0.03126877253817938,7.130309875868731e-05,0.06475864533402334,0.004198249109674156,0.010169484924473162,0.0010503342451486785,8.47549614179746e-08,0.016933083075834028,3.202753719179255e-05,0.007650543695310629,0.007001577211504233,2.3778762127927632e-08,1.0335939410894036e-06,6.019830826175475e-09,0.0004168368633147237,2.2490716869006097e-10,2.567784967561379e-07,6.490721200049839e-06,0.0006893334506350207,7.358181506015568e-05,7.503125232015289e-10,1.0061152997354547e-12,7.24052335818906e-08
0.0001829039602810419,0.619974538159598,3.76,0.0,0.7240943579635192,0.8907490324370135,0.06495810245707448,0.00012116871443812792,0.11122623349320858,9.271002616560766e-05,0.008458834769402472,7.303818359422891e-10,3.98915361100857e-12,8.053242301516011e-05,1.2453608525973054e-05,0.032159913691748254,1.1961079592335965e-06,6.305582808822132e-05,2.2762237998985794e-05,0.031898038779260375,7.156392482044029e-05,0.06631731467018652,0.00420538869941511,0.010286655508229775,0.0010734770622117251,8.428521334252523e-08,0.01747839219560355,3.2577609846951425e-05,0.007870537207581216,0.00717618561569135,2.411184365916932e-08,1.0600959264876772e-06,6.174105231959294e-09,0.00041568271843655494,2.3025850824738233e-10,2.648132810506658e-07,6.7071913944489595e-06,0.0007284818048882702,7.34657021775145e-05,7.729218048580654e-10,1.0345624503589287e-12,7.69418312475373e-08
0.00018706339681614657,0.6201894293650282,3.76,0.0,0.720421780241291,0.8882817301820045,0.0664076280616613,0.0001211086181775009,0.11393699597430293,9.253429411963807e-05,0.008438105237028254,7.267267661797416e-10,3.969188853784137e-12,8.0979608133732e-05,1.2424300426054714e-05,0.032850594350911706,1.1966303960312628e-06,6.202008284657683e-05,2.263571517445469e-05,0.03252224036194583,7.182418270653082e-05,0.06787253812424565,0.004212200375868559,0.010398977915498486,0.0010964491464060544,8.381808757921286e-08,0.01802450740405649,3.311626463638478e-05,0.008090057997345248,0.007348989381131723,2.443417321887066e-08,1.0863593537682978e-06,6.3269901196856614e-09,0.00041453131120353825,2.355381678697373e-10,2.728637233565218e-07,6.924858944466027e-06,0.0007687883110099366,7.335048688391648e-05,7.955198263319121e-10,1.062901332813657e-12,8.164761711216208e-08
0.00019122283335125124,0.6204042451983923,3.76,0.0,0.7167652339060301,0.885820287591542,0.06785147474022388,0.00012105003863429078,0.11664646246033804,9.235867028588043e-05,0.008417432134796654,7.230876185003091e-10,3.949311020742583e-12,8.142719008552212e-05,1.2394981714732847e-05,0.033539692660171386,1.1971424022438619e-06,6.102175776807938e-05,2.2509891397857543e-05,0.03314139719228646,7.208385512801868e-05,0.06942432225812147,0.00421872735640024,0.01050659726843027,0.0011192527362986768,8.33535475717095e-08,0.01857138882140724,3.3643699488312246e-05,0.008309040167683078,0.00751992710798454,2.4745986232231216e-08,1.1123767177787694e-06,6.4784418434022176e-09,0.0004133826384792874,2.4074483833562667e-10,2.8092650132927106e-07,7.143643871924492e-06,0.0008102528646050156,7.323612359950533e-05,8.180968128892509e-10,1.0911195529409153e-12,8.65246719281737e-08
0.0001953822698863559,0.6206189687775943,3.76,0.0,0.7131246116450072,0.8833646995517703,0.06928964931500527,0.00012099294188010876,0.11935453788054044,9.218314198123418e-05,0.008396813088052483,7.194642568041961e-10,3.929519370475998e-12,8.187515229302586e-05,1.2365643473518573e-05,0.03422720827164527,1.1976425209785584e-06,6.005933915608894e-05,2.2384757685774183e-05,0.03375552919546059,7.234293069206955e-05,0.07097267224927868,0.004225006353850719,0.01060965403415647,0.0011418899254292305,8.289156019951529e-08,0.019119001785430363,3.4160108614611376e-05,0.008527421207285493,0.007688940467862264,2.5047513148650094e-08,1.138141077012656e-06,6.6284200359336636e-09,0.00041223669787728115,2.45877299365958e-10,2.8899834794539326e-07,7.3634669660489015e-06,0.0008528748657076922,7.312256935892473e-05,8.406431999427086e-10,1.1192051356176752e-12,9.157502494308248e-08
0.00019954170642146057,0.6208335840563751,3.76,0.0,0.7094998096872897,0.8809149624147441,0.07072215900915318,0.00012093729793736563,0.12206113155680588,9.200769690409092e-05,0.008376246009233571,7.158565490601561e-10,3.909813183852494e-12,8.23234799139117e-05,1.2336277362856866e-05,0.03491314035033741,1.1981293892973166e-06,5.9131370659807535e-05,2.2260305900243118e-05,0.03436465633458318,7.260140338600809e-05,0.07251759200940962,0.004231068437874482,0.010708284201492965,0.0011643626713426626,8.243209546119592e-08,0.0196673160550566,3.4665682603028024e-05,0.008745141818189422,0.007855974130838269,2.5338979563814474e-08,1.1636460227024688e-06,6.776887429122754e-09,0.00041109348769509374,2.5093441650266943e-10,2.970760524069773e-07,7.584249807773291e-06,0.0008966532289871526,7.30097836307806e-05,8.631496334999687e-10,1.1471465240402332e-12,9.680065367307692e-08
0.00020370114295656524,0.6210480758340493,3.76,0.0,0.7058907275662583,0.8784710738678557,0.07214901146910525,0.00012088308046322262,0.12476615658013697,9.183232311368405e-05,0.008355729072502132,7.12264367144527e-10,3.890191762952401e-12,8.277215975890127e-05,1.2306875591639631e-05,0.035597487607217364,1.198601732881193e-06,5.823645392617645e-05,2.2136528669289165e-05,0.03496879862735636,7.285927209942797e-05,0.07405908429476486,0.004236939788163686,0.010802619449012018,0.001186672804162989,8.197512618117365e-08,0.020216305119310187,3.516060850583991e-05,0.00896214575313753,0.008020975692811603,2.5620606338483814e-08,1.1888856495909112e-06,6.9238096838498025e-09,0.0004099530068534611,2.559151386729662e-10,3.0515646093118666e-07,7.805914791435433e-06,0.0009415863940431434,7.289772813947496e-05,8.85606970652818e-10,1.174932578211708e-12,1.0220348371087224e-07
0.0002078605794916699,0.6212624296302769,3.76,0.0,0.7022972678995026,0.8760330328131509,0.0735702147834225,0.00012083026644651877,0.127469529278004,9.165700900994624e-05,0.008335260690498704,7.086875866574381e-10,3.8706544301072845e-12,8.322118021229459e-05,1.2277430888332074e-05,0.036280248330392666,1.199058360998604e-06,5.737324838525313e-05,2.201341931423485e-05,0.03556797616065194,7.311654018294366e-05,0.0755971508084491,0.004242642348547261,0.0108927873047537,0.0012088220347008362,8.152062774143223e-08,0.020765945602648696,3.5645069922855864e-05,0.009178379662273518,0.00818389560329715,2.5892609710007154e-08,1.213854528377381e-06,7.069155229681747e-09,0.0004088152548399622,2.608184946204442e-10,3.1323647748767625e-07,8.028385146108013e-06,0.0009876723357800778,7.278636669393383e-05,9.080062797396906e-10,1.202552572927545e-12,1.0778538859196307e-07
0.00021202001602677457,0.621476631635198,3.76,0.0,0.6987193361843457,0.8736008392554665,0.07498577749839334,0.00012077883592478458,0.13017116875725948,9.148174332443136e-05,0.008314839493077911,7.051260867426001e-10,3.851200527083095e-12,8.367053115546419e-05,1.224793647414305e-05,0.036961420414532105,1.1994981618424055e-06,5.654047047509149e-05,2.189097178394338e-05,0.03616220910324899,7.337321504094363e-05,0.07713179229539666,0.004248194398038515,0.010978911298325386,0.0012308119620823915,8.106857783902967e-08,0.02131621675079674,3.611924707511675e-05,0.009393792948434974,0.008344687093708971,2.615520139612226e-08,1.238547679834256e-06,7.212895114351894e-09,0.00040768023165681444,2.6564359026155104e-10,3.2131306442209103e-07,8.251584956590234e-06,0.0010349085748403517,7.267566502911118e-05,9.303388401550079e-10,1.2299961944928607e-12,1.1354818973661605e-07
0.00021617945256187924,0.6216906686411967,3.76,0.0,0.6951568406077051,0.8711744941985933,0.07639570863069375,0.00012072877173931472,0.13287099651156056,9.130651510837914e-05,0.00829446430788557,7.015797499697133e-10,3.831829414273903e-12,8.41202039038504e-05,1.2218386037721157e-05,0.03764100138866763,1.1999200981485975e-06,5.573689246336126e-05,2.176918059428799e-05,0.036751517716890746,7.362930775689729e-05,0.07866300863061557,0.004253611050424972,0.011061111105914538,0.0012526440809077042,8.061895626273956e-08,0.021867099985614306,3.6583316877376395e-05,0.009608337630460609,0.008503306106202802,2.640858869779647e-08,1.2629605503500025e-06,7.3550028615400195e-09,0.00040654793777241744,2.7038960715883054e-10,3.293832430034495e-07,8.475439182603094e-06,0.0010832921880865242,7.256559066256513e-05,9.525961425082333e-10,1.2572535367963378e-12,1.194936564407898e-07
0.0002203388890969839,0.6219045279939057,3.76,0.0,0.6916096918690957,0.8687539995487692,0.07780001767740494,0.00012068005930162747,0.13556893608460455,9.113131371356616e-05,0.008274134142599891,6.980484622070783e-10,3.8125404699518586e-12,8.457019114723439e-05,1.2188773710871183e-05,0.03831898844248743,1.2003232030138106e-06,5.496134098088677e-05,2.164804077274045e-05,0.03733592236582168,7.388483274791677e-05,0.08019079890122803,0.004258904691625534,0.0111395026886988,0.0012743197879590787,8.017174468846851e-08,0.02241857851991966,3.703745301030808e-05,0.00982196821400195,0.008659711223141764,2.6652974597345067e-08,1.287088988771389e-06,7.495454336050776e-09,0.00040541837407631707,2.750557993280013e-10,3.374440939675277e-07,8.699873677405188e-06,0.0011328198191213,7.24561127638981e-05,9.747698884639358e-10,1.2843150973219504e-12,1.256235059361444e-07
0.00022449832563208857,0.6221181975432898,3.76,0.0,0.6880778030159084,0.8663393580250125,0.07919871462362682,0.0001206326863635251,0.13826491278295414,9.095612878299111e-05,0.008253848168664694,6.945321124266128e-10,3.793333089368157e-12,8.502048687769655e-05,1.2159094045217574e-05,0.038995378451181055,1.2007065759566664e-06,5.421269531995066e-05,2.1527547808617837e-05,0.037915443524919934,7.413980744364565e-05,0.08171516148271628,0.004264085361411518,0.011214198425024632,0.0012958403884796425,7.972692649593109e-08,0.022970637025779027,3.748182598263267e-05,0.010034641569433707,0.008813863597258343,2.688855784978234e-08,1.3109292246260244e-06,7.634227617203637e-09,0.0004042915418373579,2.7964149075374734e-10,3.4549275783401633e-07,8.924815204467137e-06,0.0011834876888292972,7.234720203359793e-05,9.968519897789816e-10,1.31117177191283e-12,1.3193940345070142e-07
0.00022865776216719324,0.6223316656026084,3.76,0.0,0.6845610892901689,0.8639305730758089,0.08059180994785559,0.0001205866428238397,0.14095885343240355,9.078095024703017e-05,0.008233605706341672,6.910305925795996e-10,3.7742066840313135e-12,8.547108633373608e-05,1.212934199084169e-05,0.039670167998919856,1.201069379283224e-06,5.348988556968135e-05,2.140769760689787e-05,0.03849010178651963,7.43942519904861e-05,0.0832360941097593,0.004269161085877689,0.011285307236709988,0.0013172071020419829,7.928448659815128e-08,0.023523261349959374,3.791660319103347e-05,0.010246316816449344,0.008965726882570895,2.7115533074610668e-08,1.3344778475741417e-06,7.771302879378058e-09,0.00040316744266480554,2.8414607459349484e-10,3.5352643514830187e-07,9.150191451872256e-06,0.0012352916059270398,7.223883059094544e-05,1.0188345679104861e-09,1.337814848914633e-12,1.3844296231151933e-07
0.0002328171987022979,0.622544920911136,3.76,0.0,0.681059467985933,0.8615276488016459,0.08197931462533548,0.00012054192055595161,0.14365068617198237,9.060576830761424e-05,0.008213406210988976,6.875437975429687e-10,3.755160681338622e-12,8.592198596790905e-05,1.209951287645913e-05,0.04034335340107095,1.2014108346594649e-06,5.279189065585538e-05,2.1288486445511605e-05,0.03905991786602327,7.464818898292369e-05,0.08475359394204596,0.004274138166945566,0.01135293470980503,0.0013384210680350633,7.884441128366942e-08,0.02407643827036069,3.834194898665674e-05,0.010456955214937738,0.009115267166081152,2.7334090843874574e-08,1.3577317879104333e-06,7.906662278414306e-09,0.00040204607847219796,2.8856901022575284e-10,3.615423870169293e-07,9.375931050823768e-06,0.0012882269775185266,7.21309718724069e-05,1.0407099539118424e-09,1.3642360038885809e-12,1.45135744295862e-07
0.00023697663523740257,0.6227579526018567,3.76,0.0,0.6775728583164318,0.8591305898829507,0.0833612401296163,0.00012049851322030582,0.1463403402801574,9.04305734243161e-05,0.008193249260528095,6.840716249490691e-10,3.736194523649252e-12,8.637318338094039e-05,1.2069602389081543e-05,0.04101493072521167,1.2017302197673457e-06,5.2117736342762015e-05,2.1169910937594247e-05,0.039624912606447564,7.490164321339382e-05,0.08626765762541407,0.0042790214346953735,0.011417183210160513,0.001359483350793662,7.840668807771248e-08,0.024630155287737425,3.8758024731513065e-05,0.010666520061767305,0.009262452900307716,2.7544417764491194e-08,1.3806882981870781e-06,8.040289844800275e-09,0.0004009274514437112,2.9290982056615963e-10,3.695379352085451e-07,9.601963591424282e-06,0.0013422888196459358,7.202360053926724e-05,1.0624706869449864e-09,1.3904272930978875e-12,1.5201925982387906e-07
0.00024113607177250724,0.6229707501726659,3.76,0.0,0.674101181290291,0.8567394015130566,0.08473759843245952,0.00012045641610209039,0.14902774602873234,9.025535631554315e-05,0.008173134543955447,6.806139750051744e-10,3.717307667343011e-12,8.682467724633534e-05,1.2039606555099493e-05,0.041684895810998795,1.2020268652041538e-06,5.1466493227806896e-05,2.105196799644953e-05,0.040185106981994775,7.515464143653039e-05,0.08777828134864823,0.004283814467293712,0.011478151994125777,0.0013803949443789148,7.797130561273213e-08,0.025184400448009715,3.9164988845539854e-05,0.010874976593093319,0.009407254836734021,2.7746696562440242e-08,1.403344935896886e-06,8.17217138307922e-09,0.0003998115640028803,2.9716809189967067e-10,3.7751046174978835e-07,9.828219625575477e-06,0.0013974717678102491,7.191669239223352e-05,1.0841095127676229e-09,1.4163811459619602e-12,1.590949678857769e-07
0.0002452955083076119,0.6231833034608802,3.76,0.0,0.6706443595963116,0.8543540893358155,0.08610840200221934,0.0001204156259916404,0.15171283456081344,9.008010795120911e-05,0.008153061850687607,6.771707504835916e-10,3.698499582903632e-12,8.727646730934994e-05,1.200952172458357e-05,0.04235324428897889,1.202300151720022e-06,5.083727475219842e-05,2.0934654802454168e-05,0.04074052210065119,7.540721215847997e-05,0.0892854608962568,0.004288519782434043,0.01153593731462171,0.0014011567770349754,7.753825350587823e-08,0.025739162191318478,3.956299686902827e-05,0.011082291891845402,0.009549645960168092,2.794110616232323e-08,1.425699547013773e-06,8.302294375839689e-09,0.0003986984187834864,3.013434711568068e-10,3.8545740959445136e-07,1.0054630682274125e-05,0.001453770087457178,7.181022429349286e-05,1.105619383661597e-09,1.4420903588882515e-12,1.6636427678693653e-07
0.00024945494484271657,0.6233956026204834,3.76,0.0,0.6672023174961094,0.8519746593875102,0.08747366380092221,0.0001203761410421025,0.154395537789726,8.990481953266783e-05,0.008133031060767999,6.737418566452362e-10,3.679769754268409e-12,8.772855436274338e-05,1.1979344554313529e-05,0.04301997159840697,1.2025495074410376e-06,5.022923524226916e-05,2.0817968774251674e-05,0.04129117920593367,7.565938544832829e-05,0.09078919169749151,0.004293139003727142,0.011590632522825767,0.0014217697153690759,7.710752225353266e-08,0.026294429224496405,3.9952201522211644e-05,0.011288434800136377,0.009689601424009096,2.8127821762454628e-08,1.4477502504250217e-06,8.43064789323535e-09,0.00039758801860244466,3.05435662759555e-10,3.933762831731815e-07,1.0281129298611291e-05,0.0015111776844431541,7.170417409634119e-05,1.1269934574862326e-09,1.4675480883944923e-12,1.7382854492924708e-07
0.00025361438137782124,0.6236076381019207,3.76,0.0,0.6637749807238946,0.8496011180428299,0.08883339728018887,0.00012033796061803654,0.15707578831597932,8.972948249113467e-05,0.008113042136021209,6.703272009973606e-10,3.661117677358598e-12,8.818094011391636e-05,1.1949071989888252e-05,0.04368507300409662,1.2027744050951889e-06,4.964156799123565e-05,2.070190754225579e-05,0.0418370996779891,7.591119275185289e-05,0.09228946887183491,0.00429767300513711,0.011642328165746858,0.0014422345682597183,7.66791031332479e-08,0.026850190413915634,4.0332752738431265e-05,0.011493375836292802,0.00982709848655076,2.8307014915567684e-08,1.469495423281312e-06,8.557222508019708e-09,0.00039648036643459507,3.0944442905899975e-10,4.012646467176728e-07,1.0507649008734072e-05,0.0015696881154528164,7.15985205791523e-05,1.1482250947720266e-09,1.4927478421428766e-12,1.814890799614105e-07
0.0002577738179129259,0.6238194006341327,3.76,0.0,0.6603622763931969,0.8472334719646417,0.09018761637601024,0.0001203010852094603,0.15975351935965473,8.955408849405916e-05,0.008093095111827844,6.669266932366716e-10,3.642542860367928e-12,8.863362716833876e-05,1.1918701252930653e-05,0.04434854361235919,1.2029743597532505e-06,4.907350339651872e-05,2.0586468922928183e-05,0.042378305033943374,7.616266671704563e-05,0.093786287271224,0.0043021220362313844,0.011691112079897027,0.0014625520904737166,7.625298810797401e-08,0.027406434695955717,4.070479771511903e-05,0.011697087116162755,0.009962116448352536,2.84788536000912e-08,1.4909336870736276e-06,8.682010214191724e-09,0.00039537546538926467,3.133695879603185e-10,4.0912012427864766e-07,1.0734124325059946e-05,0.0016292945983259074,7.149324338328704e-05,1.169307857179265e-09,1.5176834715954383e-12,1.8934713933816645e-07
0.00026193325444803057,0.6240308812085221,3.76,0.0,0.6569641329101976,0.8448717280572112,0.09153633550254041,0.00012026551634859328,0.16242866470603154,8.937862942481274e-05,0.00807319008931081,6.63540245316036e-10,3.6240448238934015e-12,8.908661913909176e-05,1.1888229828585917e-05,0.04501037838612267,1.203148926705293e-06,4.852430717022834e-05,2.0471650896738286e-05,0.04291481692740287,7.641384105575056e-05,0.09527964151925217,0.004306485830752917,0.01173706948119987,0.001482722986057526,7.582916974620653e-08,0.02796315100269388,4.106848098939928e-05,0.011899542278515243,0.010094636590514265,2.8643502286114023e-08,1.5120638944071139e-06,8.80500435008437e-09,0.0003942733186884329,3.1721100902315955e-10,4.169404025229539e-07,1.096049080857593e-05,0.0016899900223361951,7.138832295899031e-05,1.1902355083186978e-09,1.5423491656697609e-12,1.9740393323569862e-07
0.00026609269098313524,0.624242071064643,3.76,0.0,0.6535804798926182,0.8425158934226565,0.09287956954516051,0.00012023125646539342,0.16510115866256286,8.920309736635094e-05,0.008053327228422499,6.601677712257818e-10,3.605623098937302e-12,8.953992047914222e-05,1.185765544830175e-05,0.045670572159249946,1.203297698908683e-06,4.799327861687207e-05,2.0357451588205766e-05,0.04344665714758074,7.666475041292162e-05,0.09676952604750137,0.0043107637006633386,0.011780283051383941,0.0015027479115660779,7.540764114808598e-08,0.028520328200784623,4.142394446605869e-05,0.012100716414363756,0.010224642113981943,2.8801122019052077e-08,1.5328851165553097e-06,8.926199526389936e-09,0.00039317392964641017,3.2096861447680445e-10,4.247232282376619e-07,1.118668509290084e-05,0.0017517669584521398,7.1283740516665e-05,1.2110020116557177e-09,1.5667394416015217e-12,2.0566062298444484e-07
0.0002702521275182399,0.6244529616774529,3.76,0.0,0.6502112480938078,0.8401659753205418,0.09421733385276873,0.0001201983087958413,0.16777093602548074,8.902748461901828e-05,0.00803350674187456,6.568091867741159e-10,3.587277226719569e-12,8.999353626218958e-05,1.1826976077409595e-05,0.04632911965005793,1.203420304909688e-06,4.747974896953693e-05,2.0243869245936663e-05,0.04397384761815601,7.691543021140313e-05,0.09825593512919542,0.004314954617360379,0.011820833021110514,0.001522627479037387,7.498839586980273e-08,0.029077955041772807,4.177132743364215e-05,0.012300585999825642,0.010352118080174964,2.895187048554239e-08,1.5533966316554368e-06,9.045591557032809e-09,0.00039207730165098724,3.2464237743494816e-10,4.3246640405589283e-07,1.1412644753988423e-05,0.0018146176694639274,7.11794779761826e-05,1.2316015246577956e-09,1.5908491354892446e-12,2.1411831824516842e-07
0.00027441156405334457,0.6246635447457777,3.76,0.0,0.6468563693327551,0.8378219811303446,0.0955496442292412,0.00012016667736415256,0.17043793205462943,8.88517836970495e-05,0.008013728888893375,6.534644097405037e-10,3.5690067599231968e-12,9.044747249400492e-05,1.1796189907728186e-05,0.04698601547413544,1.2035164074682056e-06,4.6983079806938273e-05,2.0130902225995447e-05,0.04449641039509758,7.716591652964123e-05,0.09973886291042751,0.004319057281639129,0.01185879724986071,0.0015423622586970961,7.457142786468629e-08,0.029636020122285257,4.211076666006713e-05,0.012499128832295318,0.010477051352585424,2.9095902060078925e-08,1.5735979134470712e-06,9.163177393568713e-09,0.00039098343814591383,3.282323169536634e-10,4.401677949552508e-07,1.1638308367357378e-05,0.0018785341199517415,7.107551792074364e-05,1.2520283988390268e-09,1.6146733956500276e-12,2.2277808396008963e-07
0.00027857100058844924,0.6248738121818426,3.76,0.0,0.6435157764290362,0.8354839183164353,0.09687651692443476,0.00012013636688108056,0.17310208245537936,8.867598729003803e-05,0.00799399396927149,6.501333598603741e-10,3.5508112608579857e-12,9.090173621149027e-05,1.1765295342938982e-05,0.04764125415652374,1.2035857014059553e-06,4.6502661558029146e-05,2.0018548976798438e-05,0.04501436766385704,7.741624604301798e-05,0.10121830343908098,0.004323070184010139,0.011894251302685947,0.0015619527816169245,7.415673142801696e-08,0.03019451185273354,4.2442396456449766e-05,0.012696323970028928,0.010599430539075012,2.9233367897437465e-08,1.5934886206528478e-06,9.278955064061096e-09,0.00038989234261455383,3.3173849956537736e-10,4.4782533111876515e-07,1.1863615755643254e-05,0.0019435079862948484,7.097184356421861e-05,1.2722771845933887e-09,1.6382076762043891e-12,2.3164094315424378e-07
0.0002827304371235539,0.625083756102109,3.76,0.0,0.6401894031407175,0.8331517943955697,0.0981979686248926,0.00012010738260532975,0.17576332336642803,8.850008827123438e-05,0.007974302319177331,6.468159584197181e-10,3.532690299994877e-12,9.135633475373337e-05,1.173429098366859e-05,0.048294830143206534,1.2036279112577122e-06,4.603791205145918e-05,1.990680802316732e-05,0.04552774173730102,7.766645591424228e-05,0.10269425069151365,0.004326991656588858,0.011927268524224877,0.0015813995422981901,7.37443011340223e-08,0.030753418433331466,4.276634862886968e-05,0.012892151674805981,0.01071924593570737,2.936441601036496e-08,1.6130685869431553e-06,9.392923614176554e-09,0.00038880401856472536,3.3516103849963126e-10,4.5543699301857184e-07,1.2088507743196405e-05,0.0020095306666591023,7.086843871482616e-05,1.2923426233906613e-09,1.6614477268781936e-12,2.4070786369788963e-07
