Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5)
1.1352160981205093e-11,0.1270801432243901,3.76,0.0,0.6086734458937996,1.0,0.0,0.0,1.8058618179647178e-12,1.805861809888718e-12,3.78024641659233e-26,8.973151209576846e-22,7.178684756210361e-21,3.78024641659233e-26
2.2704937889976853e-11,0.12708014322443284,3.76,0.0,0.6086734458919936,1.0,0.0,0.0,3.611821615509642e-12,3.611821583204328e-12,7.56069793579119e-26,4.739991754594098e-21,2.7565322143436786e-20,7.56069793579119e-26
4.541049170752037e-11,0.12708014322451835,3.76,0.0,0.6086734458883817,1.0,0.0,0.0,7.22374121057097e-12,7.223741081347087e-12,1.5121600974144041e-25,2.719907169469603e-20,1.020248119794009e-19,1.5121600974144041e-25
9.08215993426074e-11,0.12708014322468933,3.76,0.0,0.6086734458811578,1.0,0.0,0.0,1.4447580400579542e-11,1.4447579883678757e-11,3.0243407050670274e-25,1.624893903552815e-19,3.5441139460347964e-19,3.0243407050670274e-25
9.999999999999999e-11,0.12708014322503133,3.76,0.0,0.6086734458796977,1.0,0.0,0.0,1.590764807611778e-11,1.590764740250354e-11,3.329979571984288e-25,2.4212335474906744e-19,4.314908886158462e-19,3.329979571984288e-25
1.8164381461278147e-10,0.12708014322503133,3.76,0.0,0.6086734458667101,1.0,0.0,0.0,2.889525878014026e-11,2.889525671252667e-11,6.048701920300488e-25,9.50484306568107e-19,1.1171292862514966e-18,6.048701920300488e-25
3.6328824515312957e-10,0.1270801432257153,3.76,0.0,0.6086734458378148,1.0,0.0,0.0,5.779061553743532e-11,5.779060726696042e-11,1.2097424350480258e-24,5.160707599828491e-18,3.1097672967700686e-18,1.2097424350480258e-24
7.265771062338258e-10,0.12708014322708325,3.76,0.0,0.6086734457800241,1.0,0.0,0.0,1.1558132904471454e-10,1.1558129596277695e-10,2.4194869209691208e-24,2.543915536243743e-17,7.642782229078009e-18,2.4194869209691208e-24
9.999999999999999e-10,0.12708014322981914,3.76,0.0,0.6086734457365289,1.0,0.0,0.0,1.5907648072363835e-10,1.5907641029388426e-10,3.329979571394576e-24,5.923205593959593e-17,1.1197698157221831e-17,3.329979571394576e-24
1.4531548283952182e-09,0.12708014322981914,3.76,0.0,0.6086734456644427,0.9999999999999999,0.0,0.0,2.3116275602998614e-10,2.3116262370218414e-10,4.8389758923518725e-24,1.1523839780471662e-16,1.7089404207100287e-17,4.8389758923518725e-24
2.179732550556611e-09,0.127080143232555,3.76,0.0,0.6086734455488613,0.9999999999999998,0.0,0.0,3.467441829859134e-10,3.467439017893292e-10,7.258464863275185e-24,2.545900758447252e-16,2.6606508298343376e-17,7.258464863275185e-24
3.632887994879396e-09,0.1270801432380268,3.76,0.0,0.6086734453176984,0.9999999999999992,0.0,0.0,5.779070367800449e-10,5.779062593543962e-10,1.2097442803284057e-23,7.317353911830565e-16,4.5690257514299545e-17,1.2097442803284057e-23
4.940727894769903e-09,0.12708014324295136,3.76,0.0,0.6086734451096518,0.9999999999999987,0.0,0.0,7.859536050993185e-10,7.859522207348877e-10,1.6452522947807586e-23,1.3214761822269555e-15,6.288824860395524e-17,1.6452522947807586e-23
6.248567794660409e-09,0.12708014324787595,3.76,0.0,0.6086734449016052,0.999999999999998,0.0,0.0,9.94000173317212e-10,9.939980123053467e-10,2.0807603090759843e-23,2.0809035994317418e-15,8.010826608190903e-17,2.0807603090759843e-23
7.556407694550916e-09,0.12708014325280054,3.76,0.0,0.6086734446935587,0.9999999999999971,0.0,0.0,1.2020467414389871e-09,1.2020436434719988e-09,2.5162683232227873e-23,3.0006180574440585e-15,9.734893096960964e-17,2.5162683232227873e-23
9.999999999999999e-09,0.12708014326264971,3.76,0.0,0.6086734443048406,0.999999999999995,0.0,0.0,1.5907648045768795e-09,1.5907596294383866e-09,3.3299795672551987e-23,5.045534801606024e-15,1.2960369173546458e-16,3.3299795672551987e-23
1.0172087494331928e-08,0.12708014326264971,3.76,0.0,0.6086734442774655,0.9999999999999949,0.0,0.0,1.6181398774620583e-09,1.6181345400064347e-09,3.387284351177918e-23,5.205578362002576e-15,1.3187726183604056e-16,3.387284351177918e-23
1.2787767294112941e-08,0.12708014327249886,3.76,0.0,0.6086734438613723,0.9999999999999921,0.0,0.0,2.0342330131264796e-09,2.0342248436207735e-09,4.2583003785844165e-23,8.003023919697567e-15,1.6648178660556625e-16,4.2583003785844165e-23
1.5403447093893955e-08,0.12708014328234798,3.76,0.0,0.6086734434452792,0.9999999999999886,0.0,0.0,2.4503261484056054e-09,2.450314514097117e-09,5.1293164054050724e-23,1.1433140815607142e-14,2.0116767304489531e-16,5.1293164054050724e-23
2.063480669345598e-08,0.1270801433020462,3.76,0.0,0.6086734426130929,0.9999999999999798,0.0,0.0,3.2825124177715826e-09,3.2824919199497514e-09,6.871348457255841e-23,2.0227033711054993e-14,2.7078812025243993e-16,6.871348457255841e-23
2.5866166293018007e-08,0.1270801433217443,3.76,0.0,0.6086734417809065,0.9999999999999682,0.0,0.0,4.1146986855388644e-09,4.114666753703531e-09,8.613380506726661e-23,3.159109623556742e-14,3.4073909756124855e-16,8.613380506726661e-23
3.632888549214206e-08,0.12708014336114043,3.76,0.0,0.608673440116534,0.9999999999999377,0.0,0.0,5.779071216163219e-09,5.7790086997126584e-09,1.2097444598523704e-22,6.203481726465546e-14,4.816332965791246e-16,1.2097444598523704e-22
5.7254323890390166e-08,0.1270801434399319,3.76,0.0,0.608673436787789,0.9999999999998457,0.0,0.0,9.10781625705809e-09,9.107661704148204e-09,1.906557275353837e-22,1.5378551910283472e-13,7.673907847429651e-16,1.906557275353837e-22
