Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622)
6.717354530587841e-06,0.2030465898059091,3.76,0.0,0.3510723386753273,0.7220950183769481,0.09534894353867121,0.0009507593274979761,0.46778407946186623,0.0015958226277357163,0.03709931778959809,5.771081901835289e-09,1.8861614483982982e-10,0.0019082189029886816,0.00030117800124627075,0.13247802799005926,2.410196779153686e-05,0.00025793405563397564,2.952161651673809e-05,0.11149129305131494,0.001159391544704421,0.09311756329112511,0.015790109761792823,0.008201763000280974,0.0022134186091863077,6.447754532113405e-07,0.07956093692301726,0.0001663015675541509,0.07710968595709373,0.010956678959217448,4.371539681264076e-08,4.789670912088218e-05,1.2875847256038243e-06,0.0013330274368381616,3.481116849751348e-09,6.015427019920802e-06,0.00010310835127321682,0.006069895167371687,0.0030539671593100576,6.360692910392929e-09,3.2467726130108893e-10,4.428442786585752e-06,1.3522657603616003e-06,9.683608754371576e-05,5.76376286393183e-07,0.0008357156055959383,2.9790940657203468e-05,2.264705026786517e-05,1.1551080266970271e-09,3.074673039806362e-09,6.002982001142942e-07,2.9981703402715976e-06,4.914799326443765e-05,2.127551399602029e-05,3.1895352632163236e-08
6.768994871317898e-06,0.20312274665182767,3.76,0.0,0.348651647961104,0.7204146256249299,0.09598932224375599,0.000952169645671924,0.47066190201634467,0.0015889659555760143,0.03696508386954037,5.730915900201709e-09,1.8730007736343814e-10,0.0019153261027025261,0.00029939112527824636,0.1331113682643957,2.4009577560189446e-05,0.0002575433155077982,2.933533404504536e-05,0.11191116098735777,0.0011635400422235936,0.09383936028976296,0.01575148196099054,0.008162380660023226,0.0022147919991727543,6.40751755142546e-07,0.08033550289106683,0.00016628949797725906,0.07755202089554229,0.010954014690155688,4.3594165022055616e-08,4.80474125857847e-05,1.2916278476020498e-06,0.0013299253319558136,3.4836769390629956e-09,6.03579711639769e-06,0.00010359513591607969,0.006133267973784327,0.003036119987461023,6.373466723444106e-09,3.2561738061303355e-10,4.490197582429898e-06,1.3709020124824128e-06,9.678961640909666e-05,5.856157592565918e-07,0.000836393311518535,2.984423899567302e-05,2.2822725766119247e-05,1.158032754180816e-09,3.1091217609865296e-09,6.040934824075893e-07,2.990352414963698e-06,4.985796021197671e-05,2.152935201349455e-05,3.218886821488728e-08
6.8206352120479546e-06,0.20319852882332012,3.76,0.0,0.346244627005222,0.7187400520886648,0.09662823105350439,0.0009536046866163955,0.4735268471009415,0.001582123329822522,0.036831528310485334,5.691001683553807e-09,1.8599225381242244e-10,0.0019224766577358393,0.0002976124194867785,0.13374063999928196,2.391790384329889e-05,0.00025716248962041,2.9150515007131336e-05,0.11232623277980759,0.001167728318667706,0.09456026853874164,0.015712848293033477,0.00812277461782925,0.0022161267050977373,6.367599130870479e-07,0.08110881697353932,0.00016626929609107953,0.07799045103417644,0.010949904538810772,4.3471344396046086e-08,4.819474999901944e-05,1.2955805883179362e-06,0.0013268339695708283,3.4858980468413206e-09,6.0555417151568465e-06,0.00010407226107389703,0.006196174322982089,0.0030183776371686933,6.385562013136346e-09,3.2652476522316046e-10,4.552030022762293e-06,1.3895574687191728e-06,9.674399280206138e-05,5.948840505516968e-07,0.0008370666830286163,2.9894520546887383e-05,2.2998824369180353e-05,1.1608855676291525e-09,3.1434300177839875e-09,6.079220367211479e-07,2.9826924087269608e-06,5.05699205278936e-05,2.1782731487835845e-05,3.2480033062976904e-08
6.872275552778011e-06,0.20327393806744923,3.76,0.0,0.3438511699135589,0.7170712505699115,0.09726568815704163,0.0009550647109950777,0.4763789807667207,0.0015752946299330292,0.03669864370702743,5.651336955009705e-09,1.8469259946976088e-10,0.001929671447606122,0.00029584182594933624,0.13436586735818817,2.382694256208471e-05,0.0002567914571151533,2.896714242381026e-05,0.1127365455565871,0.0011719568193972356,0.09528029947221002,0.015674222473999827,0.008082958167886631,0.002217423226865013,6.327995460893771e-07,0.08188088095719008,0.0001662411311235366,0.0784249897161079,0.01094436957407372,4.334699167879719e-08,4.8338753688326624e-05,1.2994438159378518e-06,0.001323753262842519,3.487786879100592e-09,6.074665866251279e-06,0.0001045397648074762,0.006258603811302318,0.003000739612185931,6.396986324855907e-09,3.273997390413532e-10,4.613933990903559e-06,1.4082302951784012e-06,9.669931233153081e-05,6.041801589257831e-07,0.0008377363811629602,2.9941821663738723e-05,2.3175350842227287e-05,1.1636671543494082e-09,3.177594351362699e-09,6.117842147626023e-07,2.9751886805041544e-06,5.1283822550851e-05,2.2035631459722017e-05,3.2768831722291295e-08
6.923915893508068e-06,0.20334897614292105,3.76,0.0,0.3414711718995389,0.7154081741648092,0.09790171171156972,0.0009565499845642455,0.4792183693570613,0.0015684797373611218,0.03656642270644101,5.611919447223969e-09,1.834010403531146e-10,0.0019369113632427784,0.00029407928748417366,0.13498707429421766,2.3736689728215552e-05,0.00025643009616398176,2.8785199520016295e-05,0.11314213599692637,0.0011762259986902546,0.09599946450279284,0.015635617531826945,0.008042944119675568,0.002218682042549062,6.288702828325664e-07,0.08265169725263263,0.00016620516762810454,0.07885565031570048,0.01093743077630573,4.322116180468183e-08,4.847945568132477e-05,1.303218390484816e-06,0.0013206831253195575,3.4893500473663233e-09,6.093174637926826e-06,0.00010499768591848424,0.0063205462374385886,0.0029832053517468145,6.4077471726380985e-09,3.2824262455597147e-10,4.675903475375074e-06,1.4269186907877507e-06,9.665566729010014e-05,6.135030976662711e-07,0.0008384030059225662,2.9986178488120528e-05,2.3352309362427066e-05,1.1663781900375317e-09,3.211611406022669e-09,6.156803779589274e-07,2.967839541851301e-06,5.199961555689397e-05,2.228803155386531e-05,3.3055249762929184e-08
6.975556234238125e-06,0.20342364482983133,3.76,0.0,0.33910452925722295,0.7137507762581472,0.09853631984177608,0.0009580607783492735,0.48204507947375075,0.0015616785354403276,0.03643485800998174,5.57274692172346e-09,1.8211750243083258e-10,0.001944197307303792,0.00029232474760680405,0.13560428455343917,2.3647141444052874e-05,0.0002560782841607977,2.8604669724088713e-05,0.11354304033359185,0.0011805363199786202,0.09671777502422016,0.015597045843660966,0.008002744817584267,0.0022199036095825377,6.249717897957945e-07,0.08342126885694795,0.00016616156565122612,0.07928244622920762,0.010929109030243718,4.309390795133686e-08,4.861688770263154e-05,1.306905163496241e-06,0.0013176234705685567,3.4905940650625033e-09,6.1110731121573776e-06,0.00010544606390886142,0.006381991599100206,0.002965774237215261,6.417852004660702e-09,3.2905374376218424e-10,4.737932568382373e-06,1.4456208867555321e-06,9.661314684206556e-05,6.228518945726057e-07,0.0008390670988732816,3.0027626939738858e-05,2.3529703542304236e-05,1.1690193266661034e-09,3.2454779850585543e-09,6.196108974181091e-07,2.9606432617806563e-06,5.271724975093682e-05,2.253991196645362e-05,3.3339273743219235e-08
7.027196574968181e-06,0.20349794591876771,3.76,0.0,0.3367511393397941,0.7120990105172816,0.09916953063949695,0.0009595973688168893,0.48485917795065675,0.0015548909092803075,0.0363039423736717,5.533817167901848e-09,1.8084191334569042e-10,0.0019515301945393216,0.00029057815049475446,0.13621752167756296,2.35582939035032e-05,0.0002557358978655007,2.8425536670039358e-05,0.11393929435473905,0.0011848882560855692,0.09743524241362819,0.015558519165239749,0.007962372156499852,0.002221088365703133,6.211037149618309e-07,0.08418959932442745,0.00016611048086412545,0.07970539086722932,0.01091942511958272,4.2965281617662654e-08,4.875108117212663e-05,1.3105049786047964e-06,0.001314574213117743,3.4915253483830323e-09,6.128366381493253e-06,0.00010588493895127206,0.006442930090319959,0.002948445597126058,6.4273082557343494e-09,3.2983341722585586e-10,4.800015463899428e-06,1.464335145772242e-06,9.657183718612107e-05,6.322255918478417e-07,0.0008397291452308293,3.006620270870298e-05,2.3707536451972608e-05,1.1715912254799263e-09,3.279190968363908e-09,6.235761515238206e-07,2.9535980704569785e-06,5.343667626029252e-05,2.279125345608987e-05,3.362089118582822e-08
7.078836915698238e-06,0.20357188121591524,3.76,0.0,0.3344109005371002,0.7104528308865122,0.09980136216358608,0.0009611600380222887,0.48766073182717856,0.0015481167456719489,0.036173668608676664,5.495128002425511e-09,1.7957420236425828e-10,0.001958910952152204,0.00028883944095924036,0.13682680900675578,2.347014339267839e-05,0.0002554028135641583,2.824778419357977e-05,0.11433093340584317,0.001189282289438343,0.09815187803397307,0.015520048661294692,0.007921837597956947,0.002222236729916114,6.172656842420578e-07,0.08495669273669643,0.00016605206470056053,0.0801244976471306,0.010908399721484234,4.2835332692633974e-08,4.888206720333112e-05,1.3140186714526655e-06,0.0013115352683641809,3.4921502198449797e-09,6.14505954863984e-06,0.00010631435185586428,0.006503352098527507,0.0029312187122502668,6.436123354832522e-09,3.3058196323240884e-10,4.862146458438383e-06,1.4830597624257912e-06,9.653182171618803e-05,6.416232459770549e-07,0.000840389576059151,3.010194124983339e-05,2.3885810644386262e-05,1.1740945535831006e-09,3.3127472854935414e-09,6.275765275552836e-07,2.946702163175438e-06,5.4157847128183306e-05,2.304203733340641e-05,3.390009054898675e-08
7.130477256428295e-06,0.20364545253765645,3.76,0.0,0.33208371225612787,0.708812191582973,0.1004318324399497,0.0009627490737460799,0.4904498083259686,0.0015413559329984846,0.03604402958147177,5.456677268997227e-09,1.783142983367863e-10,0.001966340520112508,0.00028710856442172643,0.13743216968209632,2.3382686290430204e-05,0.0002550789071904464,2.8071396326831562e-05,0.11471799239143077,0.0011937189122841118,0.09886769323620057,0.015481644931453084,0.007881152184058417,0.0022233491032833566,6.134573690526779e-07,0.08572255367739902,0.00016598646448248017,0.08053977998642198,0.010896053402038369,4.270410947274536e-08,4.900987660339897e-05,1.3174470689809014e-06,0.0013085065514924518,3.49247490784367e-09,6.161157723915457e-06,0.00010673434404007313,0.00656324820198653,0.002914092819760938,6.444304657247857e-09,3.312996990215827e-10,4.9243199505888626e-06,1.5017930630957038e-06,9.649318116694679e-05,6.510439276124603e-07,0.0008410487701795918,3.0134877777788894e-05,2.4064528177844836e-05,1.176529947020568e-09,3.3461440176156518e-09,6.31612424151058e-07,2.939953703640803e-06,5.488071530794088e-05,2.3292245451484085e-05,3.417686120088174e-08
7.1821175971583516e-06,0.20371866171223058,3.76,0.0,0.3297694749008933,0.707177047090375,0.10106095946170625,0.0009643647696540615,0.49322647483061666,0.00153460836115139,0.03591501821381396,5.418462837563559e-09,1.7706213078790048e-10,0.0019738198515626827,0.0002853854668872777,0.13803362664812585,2.3295919069309308e-05,0.00025476405446002865,2.789635729938119e-05,0.11510050577690441,0.0011981986269247716,0.09958269936164163,0.015443318036650198,0.00784032655170065,0.0022244258697145963,6.096784547483743e-07,0.08648718720660954,0.00016591382354394653,0.0809512512961139,0.010882406611711633,4.257165872036625e-08,4.913453987189704e-05,1.3207909898282017e-06,0.0013054879781356288,3.4925055442464437e-09,6.176666020969066e-06,0.00010714495749973754,0.006622609167089344,0.0028970671173984145,6.451859467067339e-09,3.31986940905292e-10,4.986530438511318e-06,1.5205334048329882e-06,9.645599375760183e-05,6.604867214512135e-07,0.0008417070561434555,3.0165047260146002e-05,2.424369063529146e-05,1.178898034540762e-09,3.3793783725388964e-09,6.356842487766867e-07,2.9333508274090493e-06,5.560523465702049e-05,2.3541860196232797e-05,3.445119339348443e-08
7.233757937888408e-06,0.20379151057702516,3.76,0.0,0.32746808985345827,0.705547352152619,0.10168876118945233,0.0009660074254653539,0.49599079886512687,0.0015278739214490797,0.03578662748248193,5.3804826034273915e-09,1.7581763169369078e-10,0.001981349913278643,0.0002836700949195507,0.13863120265527082,2.320983829652699e-05,0.00025445813099489353,2.7722651537783594e-05,0.11547850759025056,0.0012027219459592516,0.10029690774437032,0.015405077523797852,0.007799370945949482,0.0022254673967405762,6.059285773634774e-07,0.08725059883710898,0.00016583428134343372,0.08135892497442153,0.010867479681207524,4.243802574924409e-08,4.925608720000692e-05,1.3240512449229482e-06,0.0013024794652772254,3.4922481678429373e-09,6.1915895562489675e-06,0.00010754623478218256,0.006681425945764727,0.002880140767240292,6.4587951007981285e-09,3.326440025992834e-10,5.048772520149362e-06,1.5392791755562446e-06,9.64203353284911e-05,6.699507261168619e-07,0.0008423647140952425,3.0192484413115955e-05,2.442329914372676e-05,1.1811994686655125e-09,3.4124475764209803e-09,6.397924165167541e-07,2.9268916450159864e-06,5.6331359932796546e-05,2.3790864477296114e-05,3.472307823721037e-08
7.285398278618465e-06,0.2038640009779026,3.76,0.0,0.3251794594581477,0.7039230617704801,0.10231525555155578,0.0009676773470945246,0.49874284807716535,0.001521152506569685,0.035658850418919794,5.342734487202381e-09,1.7458073304291013e-10,0.001988931685998277,0.00028196239562333896,0.13922492026187389,2.3124440634117925e-05,0.00025416101242033075,2.75502636586221e-05,0.11585203142343203,0.001207289392504154,0.10101032971310067,0.015366932446165979,0.00775829523113789,0.0022264740361268988,6.022073989523865e-07,0.08801279451487716,0.0001657479735606411,0.08176281440156459,0.010851292818097767,4.2303254438135667e-08,4.937454847142794e-05,1.3272286366104652e-06,0.0012994809298653449,3.4917087274154796e-09,6.205933448956878e-06,0.00010793821896043279,0.006739689673277713,0.0028633128987673507,6.4651188213991e-09,3.332711957478315e-10,5.111040894665643e-06,1.5580287948083722e-06,9.638627945527685e-05,6.794350540578267e-07,0.0008430219773293605,3.0217223698887585e-05,2.460335439373444e-05,1.1834348775064489e-09,3.445348956438191e-09,6.439373543984392e-07,2.9205742445780456e-06,5.7059046790315875e-05,2.4039241720171617e-05,3.499250767948536e-08
7.337038619348522e-06,0.2039361347708804,3.76,0.0,0.3229034869947613,0.7023041311933665,0.1029404604448893,0.0009693748469050933,0.5014826902109701,0.0015144440104561108,0.035531680108757645,5.305216434090887e-09,1.7335136663699137e-10,0.001996566164791268,0.0002802623166085239,0.13981480183760794,2.3039722839941607e-05,0.0002538725745313508,2.7379178467280708e-05,0.11622111043502927,0.0012119015005387377,0.10172297659459192,0.015328891397066075,0.007717108909260955,0.002227446124866156,5.98514623663306e-07,0.08877378058717075,0.00016565503225392876,0.0821629329312265,0.010833866101385007,4.216738727399713e-08,4.9489953260801695e-05,1.3303239586093522e-06,0.0012964922888519606,3.490893075627241e-09,6.219702815374641e-06,0.0001083209535990468,0.006797391664499928,0.0028465826137974905,6.470837807661395e-09,3.338688314626964e-10,5.173330357214974e-06,1.576780711416325e-06,9.635389763183066e-05,6.889388313660569e-07,0.0008436790348931037,3.0239299315797573e-05,2.4783856664759952e-05,1.1856048677100713e-09,3.4780800063151836e-09,6.481194998681663e-07,2.9143966961159256e-06,5.7788251771258176e-05,2.4286975854668537e-05,3.5259474473836806e-08
7.388678960078578e-06,0.20400791381750075,3.76,0.0,0.32064007666285926,0.7006905159130531,0.10356439373556414,0.0009711002438139584,0.5042103930928269,0.001507748328260688,0.03540510969116392,5.267926413162339e-09,1.7212946618243894e-10,0.002004254359473192,0.00027856980597836987,0.14040086956550601,2.295568176927278e-05,0.00025359269338806704,2.720938095728213e-05,0.11658577735178885,0.0012165588150816545,0.10243485971589157,0.015290962528913375,0.007675821130544146,0.0022283839857185654,5.948499216215308e-07,0.08953356378487536,0.000165555585949985,0.08255929388571435,0.01081521947861052,4.203046542734992e-08,4.960233083246361e-05,1.333337996701431e-06,0.0012935134602277305,3.489806975027349e-09,6.232902768662183e-06,0.00010869448273265647,0.006854523411616535,0.0028299489890809635,6.475959233235077e-09,3.344372182476257e-10,5.2356358006933496e-06,1.5955334045919274e-06,9.632325937760198e-05,6.984611976606114e-07,0.0008443360331077235,3.0258745196338844e-05,2.496480584389964e-05,1.1877100599685513e-09,3.5106382539117715e-09,6.523392993939455e-07,2.9083570539982007e-06,5.851893229853325e-05,2.4534051306832713e-05,3.552397216014096e-08
7.440319300808635e-06,0.20407933998312938,3.76,0.0,0.31838913357060855,0.699082171660228,0.10418707325937847,0.0009728538634212887,0.5069260246203156,0.0015010653562831059,0.03527913235805779,5.230862417083902e-09,1.7091496666841743e-10,0.002011997295145809,0.00027688481232252633,0.14098314544345683,2.2872314375861278e-05,0.00025332124537288074,2.704085630634606e-05,0.11694606446948871,0.0012212618924299235,0.10314599040591693,0.015253153567123381,0.00763444070124721,0.0022292879276315037,5.912129464846405e-07,0.09029215120953309,0.00016544975971704217,0.082951910552215,0.010795372763768653,4.189252877592147e-08,4.971171014277389e-05,1.3362715285627565e-06,0.0012905443626501881,3.4884561022899045e-09,6.245538418279868e-06,0.00010905885084630946,0.006911076582467003,0.002813411078176532,6.480490253647517e-09,3.349766618648072e-10,5.297952216815647e-06,1.6142853842683386e-06,9.629443233252123e-05,7.080013060100744e-07,0.0008449930766752861,3.0275595007969328e-05,2.5146201445316966e-05,1.1897510761774665e-09,3.5430212710430674e-09,6.56597209908583e-07,2.902453358558727e-06,5.9251046677716745e-05,2.4780452993100513e-05,3.578599505032776e-08
7.491959641538692e-06,0.20415041514242063,3.76,0.0,0.31615056371436273,0.6974790543985055,0.10480851682284432,0.000974636038225969,0.509629652743863,0.001494394991907169,0.03515374135315838,5.194022461879092e-09,1.6970780230941656e-10,0.002019796012573355,0.0002752072846899961,0.14156165128686926,2.2789617711640334e-05,0.00025305810731171725,2.6873589872119837e-05,0.11730200365494499,0.0012260113004550367,0.1038563799982816,0.01521547183466018,0.0075929760973250885,0.0022301582464292467,5.876034098295201e-07,0.09104955031074717,0.00016533767527737803,0.08334079617653092,0.010774345633665795,4.175361592858868e-08,4.9818119839926776e-05,1.3391253230526188e-06,0.0012875849144244839,3.486846040879051e-09,6.257614867203955e-06,0.00010941410284806952,0.006967043017525255,0.0027969679147426176,6.4844379263432095e-09,3.354874672896856e-10,5.360274693506953e-06,1.6330351896755282e-06,9.62674823836694e-05,7.175583227785225e-07,0.0008456502306572026,3.028988214595832e-05,2.532804262464613e-05,1.1917285051282019e-09,3.5752268010731127e-09,6.608937005234521e-07,2.8966836392607483e-06,5.998455409152295e-05,2.5026166309830403e-05,3.604553819388737e-08
7.5435999822687485e-06,0.20422114117171902,3.76,0.0,0.31392427396217293,0.6958811203176654,0.10542874220408917,0.0009764471078536745,0.512321345452292,0.0014877371335401213,0.03502892997119422,5.157404586109286e-09,1.685079083031878e-10,0.0020276515685928487,0.0002735371725675978,0.14213640873082944,2.2707588928082948e-05,0.0002528031565595331,2.670756719134176e-05,0.11765362634767941,0.001230807618924429,0.10456603983379421,0.01517792427148245,0.007551435475385944,0.0022309952253606064,5.840210214106517e-07,0.09180576886834382,0.0001652194511029556,0.08372596395790512,0.010752157625125124,4.161376428333335e-08,4.99215882638063e-05,1.3419001408471144e-06,0.0012846350344402993,3.484982283479292e-09,6.269137209871464e-06,0.00010976028404628814,0.00702241472746089,0.002780618515063167,6.487809265681817e-09,3.3596993768121295e-10,5.422598412214669e-06,1.6517813887856585e-06,9.624247378238249e-05,7.271314275019007e-07,0.0008463075220519415,3.0301639729169625e-05,2.551032819431812e-05,1.1936429352980935e-09,3.6072526766098663e-09,6.652292507322119e-07,2.8910459170285915e-06,6.0719414595018126e-05,2.5271177126365227e-05,3.630259736287107e-08
7.595240322998805e-06,0.20429151995325961,3.76,0.0,0.3117101720357952,0.6942883258263746,0.10604776715405323,0.0009782874192310375,0.5150011707578221,0.0014810916805557323,0.034904691556704684,5.121006850229305e-09,1.6731522225283638e-10,0.002035565036630443,0.0002718744258678468,0.14270743923247525,2.262622527807665e-05,0.0002525562711059414,2.654277397739257e-05,0.11800096356165399,0.001235651439780108,0.10527498126320409,0.015140517455565735,0.007509826684514853,0.002231799135719052,5.804654337181099e-07,0.09256081497345024,0.00016509520251633717,0.08410742704359392,0.010728828132059803,4.147301008827028e-08,5.002214344541941e-05,1.3445967349108874e-06,0.0012816946428299905,3.482870239982492e-09,6.280110531806021e-06,0.00011009744012436496,0.007077183890378743,0.002764361880679339,6.490611303194225e-09,3.3642437257954763e-10,5.484918650382568e-06,1.6705225796617186e-06,9.621946926214326e-05,7.367198127499839e-07,0.0008469649415250315,3.031090059844452e-05,2.569305664733009e-05,1.1954949774319357e-09,3.6390967117059235e-09,6.6960434989463e-07,2.885538206894292e-06,6.14555891113002e-05,2.5515471776721986e-05,3.6557169033071705e-08
7.646880663728863e-06,0.20436155337060138,3.76,0.0,0.30950816649818463,0.6927006275490223,0.1066656093974196,0.0009801573267142474,0.5176691966860336,0.0014744585332453933,0.03478101950303792,5.084827336784094e-09,1.661296810583921e-10,0.0020435375071390285,0.0002702189949219123,0.14327476407267264,2.254552411632333e-05,0.0002523173296303025,2.6379196115540517e-05,0.11834404588636974,0.0012405433673753285,0.10598321564910786,0.01510325761727077,0.007468157274507939,0.002232570237226995,5.769363500750646e-07,0.09331469701563012,0.0001649650417616768,0.08448519852498095,0.010704376403561732,4.133138843311509e-08,5.0119813108792264e-05,1.3472158494497688e-06,0.001278763659352549,3.4805152349775067e-09,6.2905399080525835e-06,0.00011042561712176615,0.007131342849871046,0.0027481970001182188,6.492850982949121e-09,3.3685106999701335e-10,5.547230782242461e-06,1.689257389980273e-06,9.619853012947236e-05,7.463226840256908e-07,0.0008476224446077785,3.0317697315683085e-05,2.5876226177386184e-05,1.1972852092200928e-09,3.6707568575615997e-09,6.740195004852734e-07,2.880158519664588e-06,6.21930394297762e-05,2.5759037052792138e-05,3.6809250362966485e-08
7.693356970385914e-06,0.20442428972059176,3.76,0.0,0.30753662901529166,0.6912760206793103,0.10722067083195336,0.000981865847204712,0.5200603877752442,0.001468499140297586,0.03467019347109109,5.052450787295619e-09,1.650687508195647e-10,0.0020507640930813825,0.0002687353213056784,0.14378220553709964,2.247345739460361e-05,0.0002521089747713674,2.6233003636584856e-05,0.11864920699019041,0.0012449877432808565,0.10662003147765238,0.01506985431637723,0.0074306089854359976,0.002233236382847871,5.737826128355846e-07,0.0939922027379799,0.00016484293255740056,0.0848220473066264,0.010681426126912292,4.120321538309387e-08,5.020527135395217e-05,1.3495074158383319e-06,0.0012761337520101883,3.478192324905145e-09,6.299465456913793e-06,0.00011071333762510875,0.007179557992252251,0.0027337262128193603,6.494391554283841e-09,3.3721162758852604e-10,5.603301018769131e-06,1.7061121512758407e-06,9.618150044402215e-05,7.549770073614169e-07,0.0008482142053562461,3.0321734193477603e-05,2.604145415130722e-05,1.1988440373813004e-09,3.6990921855883004e-09,6.780278047019373e-07,2.875424615483787e-06,6.28578046374805e-05,2.597761163112825e-05,3.703399249820751e-08
7.739833277042966e-06,0.20448674923226384,3.76,0.0,0.3055747506939233,0.6898554754417554,0.1077748014991526,0.000983598903119527,0.5224421260471275,0.001462549563356639,0.0345598161281336,5.0202480939087786e-09,1.640135124083633e-10,0.002058040188418975,0.0002672574978724932,0.14428667778362633,2.2401923446694957e-05,0.0002519068696476873,2.60877742448115e-05,0.11895096777522235,0.001249472044323504,0.10725629212385522,0.015036578948657585,0.0073930225867601404,0.002233876329056602,5.706498999175075e-07,0.0946687790868482,0.00016471620072073097,0.0851559258953515,0.010657596134452517,4.1074391293785e-08,5.0288434313902723e-05,1.3517373508566606e-06,0.0012735113427412219,3.475680613872017e-09,6.30795819056752e-06,0.00011099385665160015,0.007227267444745629,0.002719328167974558,6.495487181904362e-09,3.3755017253194187e-10,5.659357770844545e-06,1.7229596935271637e-06,9.616623527998362e-05,7.636418698611472e-07,0.0008488058928597078,3.0323824586385024e-05,2.620703599493262e-05,1.2003536795400786e-09,3.727275630168513e-09,6.820693493023662e-07,2.870791346843326e-06,6.352354633759917e-05,2.6195576077750602e-05,3.725671452751567e-08
7.786309583700018e-06,0.20454893328165905,3.76,0.0,0.3036224665567693,0.6884389606347929,0.10832801427169515,0.0009853567691085377,0.524814461071132,0.001456609731423114,0.03444988275422786,4.988217902228785e-09,1.6296392206636566e-10,0.002065366625503198,0.00026578548921613477,0.14478819596879794,2.2330920561381943e-05,0.00025171092758053163,2.5943497998521038e-05,0.11924934966605796,0.001253996738179884,0.10789200590698106,0.015003435407903509,0.007355403003242412,0.0022344902431417576,5.675379728537437e-07,0.09534443273347253,0.00016458492204665334,0.08548684369868008,0.010632900148600589,4.0944939526400355e-08,5.036932156190838e-05,1.3539061801983326e-06,0.0012708963742336708,3.4729838113116677e-09,6.316021780435527e-06,0.00011126720841966543,0.007274465959009894,0.0027050021096175444,6.496142859862588e-09,3.3786691676655225e-10,5.715397858999919e-06,1.7397990759349198e-06,9.615277681125936e-05,7.723167186489383e-07,0.0008493974079987588,3.032399163937926e-05,2.6372969832086958e-05,1.2018145577596804e-09,3.755305812647942e-09,6.861445247794672e-07,2.8662572636431285e-06,6.419023845461382e-05,2.641292168330683e-05,3.747741572080421e-08
7.83278589035707e-06,0.20461084324914802,3.76,0.0,0.3016797121379662,0.68702644518189,0.10888032200891755,0.0009871397252121366,0.5271774423974431,0.0014506795739748569,0.03434038865811268,4.9563588713378825e-09,1.6191993519269528e-10,0.0020727442491181333,0.0002643192601683907,0.14528677513895874,2.226044709640787e-05,0.0002515210625390257,2.580016506103992e-05,0.11954437381275303,0.0012585623014582624,0.10852718116094995,0.014970427403599803,0.007317754988695744,0.0022350782859701063,5.644466436210446e-07,0.09601917050707365,0.00016444917052472035,0.085814810075603,0.01060735179146914,4.081488278091249e-08,5.044795247076686e-05,1.35601442372486e-06,0.0012682887887919545,3.4701055672703317e-09,6.323659887167796e-06,0.00011153342732873607,0.007321148388790016,0.00269074727808104,6.496363498960811e-09,3.3816207201093264e-10,5.771418163266169e-06,1.7566293751334507e-06,9.614116653298623e-05,7.810010089922022e-07,0.0008499886323585364,3.03222583071782e-05,2.653925362980454e-05,1.2032270690445737e-09,3.783181488337421e-09,6.90253730718099e-07,2.8618209182180302e-06,6.485785547124963e-05,2.6629640018684764e-05,3.7696095737395996e-08
7.879262197014121e-06,0.2046724805116145,3.76,0.0,0.2997464234786045,0.6856178981288558,0.10943173755726145,0.000988948057029131,0.5295311195539962,0.0014447590209419145,0.034231329176742514,4.924669673366723e-09,1.6088150755373563e-10,0.002080173916778904,0.0002628587757908529,0.14578243023088416,2.2190501479420844e-05,0.0002513371891450735,2.5657765700345077e-05,0.11983606109120105,0.0012631692199429642,0.109161826235297,0.014937558465623703,0.007280083128870384,0.0022356406120947847,5.613757327885209e-07,0.09669299939076989,0.0001643090183693429,0.08613983433500733,0.01058096458437331,4.068424311629158e-08,5.052434621407366e-05,1.35806259593612e-06,0.0012656885289757315,3.4670494735889967e-09,6.330876159967307e-06,0.00011179254795122869,0.007367309689185468,0.002676562910470669,6.496153964827073e-09,3.384358490856156e-10,5.827415620004137e-06,1.7734496846872432e-06,9.61314453062698e-05,7.896942042676206e-07,0.0008505794286357992,3.031864735339993e-05,2.670588520139473e-05,1.2045916075958326e-09,3.810901494821747e-09,6.943973746994014e-07,2.857480865671051e-06,6.552637242847884e-05,2.684572293413366e-05,3.791275462672716e-08
