Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41)
3.845995886593137e-13,0.05480702610452507,3.76,0.0,0.6096867913609479,0.9999999999999744,3.030929719645169e-27,1.3567551304127757e-21,1.5400949424209106e-13,1.5400915358221384e-13,2.5640010404318717e-14,9.645234649026882e-24,1.1652251854548187e-22,3.3828363632238784e-19,3.3828343189663987e-19,5.373852898174242e-25,5.372763058720117e-25,2.564008742719241e-14,7.566678856211587e-20,3.6768778616089726e-25,2.2515260867585267e-21,1.3566244228917175e-21,2.249740084086829e-21,1.7467950939253575e-32,1.3537960486513916e-36
7.695333211836659e-13,0.05480702610452665,3.76,0.0,0.6096867913607681,0.9999999999999487,2.426799389649891e-26,5.431066284061244e-21,3.081527934313156e-13,3.081514299066065e-13,5.1302142921948984e-14,4.053433443897653e-23,4.641416343908329e-22,1.354010682474555e-18,1.354010921733176e-18,4.302336808927507e-24,4.300591968261305e-24,5.130245121269963e-14,3.028631723206857e-19,2.9437269172622316e-24,9.009163464046941e-21,5.430020373331017e-21,9.004807402345031e-21,1.3988449409661692e-31,2.1684467430869694e-35
1e-12,0.05480702610452979,3.76,0.0,0.6096867913606604,0.9999999999999334,7.515414372078807e-26,1.0311919809523485e-20,4.004411309405787e-13,4.0043854234059745e-13,6.666638001683347e-14,8.151056509279626e-23,8.758344720377112e-22,2.5705310348899903e-18,2.5705340165650104e-18,1.332178833255192e-23,1.331220838568395e-23,6.666696529300423e-14,5.749728131166941e-19,9.114968097942035e-24,1.710282317381059e-20,1.0308681899582643e-20,1.709528824729957e-20,4.331801375249348e-31,1.19111866102413e-34
1.53940078623237e-12,0.05480702610452979,3.76,0.0,0.6096867913604085,0.9999999999998974,1.9425174761099688e-25,2.1735420346091176e-20,6.16439391809545e-13,6.164339359553111e-13,1.0262594524077537e-13,1.7741428160846465e-22,1.8393899910111663e-21,5.417762738539022e-18,5.41777213876257e-18,3.4431561199565366e-23,3.440364340677906e-23,1.0262717879353927e-13,1.211837781799412e-18,2.3558584684880677e-23,3.604580631291741e-20,2.1727052123587587e-20,3.603083134263884e-20,1.119630350094887e-30,3.471379552269308e-34
3.079135716329779e-12,0.054807026104536076,3.76,0.0,0.6096867913596893,0.9999999999997947,1.5548538613850461e-24,8.698848630578076e-20,1.233012588565399e-12,1.2329907617610908e-12,2.0527169912554707e-13,8.283724174627953e-22,7.220236690733985e-21,2.1674228866763474e-17,2.167433398627583e-17,2.7550145320367766e-22,2.7505503279375447e-22,2.05276634045177e-13,4.8480649790367885e-18,1.8850163105875804e-22,1.442258083081684e-19,8.692153781932574e-20,1.4414576458920634e-19,8.959110138948954e-30,5.5556006009104665e-33
6.158605576524596e-12,0.05480702610454866,3.76,0.0,0.6096867913582509,0.9999999999995893,1.2448728194594432e-23,3.482434829819346e-19,2.4661589820790697e-12,2.4660716690756516e-12,4.105558047885371e-13,4.2141826163914455e-21,2.7831601660414254e-20,8.670116401692232e-17,8.670212456024523e-17,2.204167110746099e-21,2.1970350095965206e-21,4.10575545313525e-13,1.939323620937763e-17,1.5081106658369517e-21,5.771825936850359e-19,3.4770790092625723e-19,5.766217744313774e-19,7.16787390266043e-29,8.889752704223188e-32
1e-11,0.05480702610457383,3.76,0.0,0.6096867913564565,0.9999999999993331,6.688945713108202e-23,1.001191317181988e-18,4.004411309452654e-12,4.004160620072134e-12,6.666129833513218e-13,1.6161761647884978e-20,7.516647655954276e-20,2.4892512498189177e-16,2.4893057717840826e-16,1.1827481959758581e-20,1.1753846347444206e-20,6.66669659170454e-13,5.567948778537273e-17,8.092380460849614e-21,1.6584839646789654e-18,9.983175801367706e-19,1.6555739858039003e-18,3.846166837968176e-28,9.205668949843351e-31
1.231754529691423e-11,0.05480702610457383,3.76,0.0,0.609686791355374,0.9999999999991784,9.973400299086154e-23,1.3951201918200687e-18,4.932451769184124e-12,4.932102513472569e-12,8.210944149618835e-13,2.336983573284133e-20,1.0372400140835789e-19,3.4679619374889986e-16,3.468043557972531e-16,1.7633308076639376e-20,1.7519550341330714e-20,8.211733741520518e-13,7.757128602631231e-17,1.2064725347850441e-20,2.310842100979554e-18,1.3908358263670135e-18,2.306514854510456e-18,5.734147561051704e-28,1.4223199616527813e-30
1.8476485017303863e-11,0.054807026104599,3.76,0.0,0.609686791352497,0.9999999999987674,2.8540942865294555e-22,2.9677346609229567e-18,7.398744556471324e-12,7.398002394592708e-12,1.2316034312897655e-12,5.847190498096957e-20,2.1012449361556484e-19,7.369174510514309e-16,7.369411395270831e-16,5.041942663502898e-20,5.000135593374429e-20,1.2317712125335772e-12,1.648338838454504e-16,3.449678695498219e-20,4.913605876033301e-18,2.9554845923308823e-18,4.901305193559664e-18,1.7022688658396378e-27,5.422476038747087e-30
2.4635424737693496e-11,0.05480702610462417,3.76,0.0,0.6096867913496201,0.9999999999983561,6.024533956720393e-22,5.067457722672949e-18,9.865037344079461e-12,9.863771319391117e-12,1.6420828611127277e-12,1.1265502461190615e-19,3.433708525124356e-19,1.2570499340783655e-15,1.2571003077153216e-15,1.0634714937924065e-19,1.052882842515739e-19,1.6423690636988952e-12,2.811778709482582e-16,7.276188913793246e-20,8.386831804433811e-18,5.041619849087927e-18,8.36094873663229e-18,3.708990083101099e-27,1.458893757537079e-29
3.695330417847277e-11,0.05480702610467453,3.76,0.0,0.6096867913438664,0.9999999999975333,1.6474915653605584e-21,1.0508246984033552e-17,1.4797622920613138e-11,1.4795001844091987e-11,2.4629723059434422e-12,2.7408899151066516e-19,6.631876221913869e-19,2.6023965161835892e-15,2.602535237826733e-15,2.904565368993251e-19,2.8676219589036446e-19,2.463564806083913e-12,5.821082893367523e-16,1.9872608937062197e-19,1.73804156512474e-17,1.043768070984661e-17,1.730985583119548e-17,1.076495875366172e-26,5.900078177421408e-29
4.9271183619252034e-11,0.05480702610472486,3.76,0.0,0.6096867913381127,0.9999999999967096,3.450816243368064e-21,1.789878707930862e-17,1.973020849997335e-11,1.9725750853462314e-11,3.2837530121008867e-12,5.266215032197787e-19,1.057267959955422e-18,4.425715290600588e-15,4.426006929039629e-15,6.077113893549142e-19,5.984978654856915e-19,3.2847606223956236e-12,9.8995511769231e-16,4.1578347097523945e-19,2.95862735552538e-17,1.775114817361003e-17,2.9438767622443696e-17,2.3539656758102452e-26,1.598038280348899e-28
6.15890630600313e-11,0.05480702610477521,3.76,0.0,0.6096867913323589,0.9999999999958857,6.288945084638497e-21,2.7387503999113038e-17,2.4662794084049253e-11,2.4655984000030315e-11,4.104417262339547e-12,8.904523411528343e-19,1.5149123773579457e-18,6.761045673298175e-15,6.761578340813561e-15,1.1062752058592973e-18,1.0867655517181621e-18,4.10595653956804e-12,1.5123341434225613e-15,7.568835571889731e-19,4.5242921362148226e-17,2.71187504590411e-17,4.497452854326209e-17,4.4159482533068845e-26,3.589626900465555e-28
8.622482194158984e-11,0.054807026104875874,3.76,0.0,0.6096867913208514,0.9999999999942356,1.6654097844113645e-20,5.2853296484657175e-17,3.4527965282940066e-11,3.451487061620062e-11,5.745389422202639e-12,2.021812173602417e-18,2.551429603531065e-18,1.2999210496268887e-14,1.300062332486181e-14,2.9205902383446427e-18,2.849561610895285e-18,5.748348829521065e-12,2.9077401408618074e-15,1.9981391417427855e-18,8.718675103480359e-17,5.214383504043926e-17,8.647855395126704e-17,1.207993546775515e-25,1.3916498473294144e-27
9.999999999999999e-11,0.05480702610497655,3.76,0.0,0.6096867913144168,0.9999999999933117,2.5763293499848503e-20,7.086749423153582e-17,4.004411321840645e-11,4.0026591481330446e-11,6.662739388933112e-12,2.902669072025607e-18,3.183633850236639e-18,1.7393113318267857e-14,1.7395298768530147e-14,4.5103031688831835e-18,4.383904114290974e-18,6.666699031441556e-12,3.890619770123498e-15,3.0857078013924897e-18,1.1680880568124355e-16,6.977190999219201e-17,1.157153023277719e-16,1.8857150086486846e-25,2.5261320527672526e-27
1.1086058082314837e-10,0.05480702610497655,3.76,0.0,0.6096867913093438,0.9999999999925828,3.462066254633734e-20,8.697904303555627e-17,4.439313654252067e-11,4.437166274159999e-11,7.385889360249598e-12,3.722685266287382e-18,3.708688510189114e-18,2.131538006034677e-14,2.131831648678756e-14,6.054536688961792e-18,5.871050359719609e-18,7.390741855820153e-12,4.7680039030599325e-15,4.1421541622831515e-18,1.4328280666093408e-16,8.550839143213197e-17,1.4181503709605437e-16,2.5460480984535836e-25,3.702260710346975e-27
1.6013209858626545e-10,0.054807026105177875,3.76,0.0,0.6096867912863286,0.9999999999892698,1.0468001335623594e-19,1.8165828407083874e-16,6.412347945499692e-11,6.407896669765374e-11,1.066547535399232e-11,9.00509034858104e-18,6.183220898272566e-18,4.4175767103777056e-14,4.418461411614076e-14,1.8187956845417362e-17,1.7385492953854736e-17,1.0675531185275406e-11,9.881869121582139e-15,1.2442460359848682e-17,2.983724888709034e-16,1.7724110970935889e-16,2.9396449505128264e-16,7.76243363517641e-25,1.6585708832716443e-26
2.586751341124996e-10,0.0548070261055805,3.76,0.0,0.6096867912402983,0.9999999999826129,4.56298259537863e-19,4.796223301381623e-16,1.0358416897753953e-10,1.0346846835968951e-10,1.721900919747338e-11,2.7429076144660318e-17,1.1373305194257189e-17,1.1477574187550082e-13,1.148138480693694e-13,7.815540977639131e-17,7.241440965146132e-17,1.7245129803996677e-11,2.567624541373598e-14,5.346017130942525e-17,7.830062493129466e-16,4.606478841740182e-16,7.640709895159099e-16,3.364709169135571e-24,1.2024918534499761e-25
3.5721816963873373e-10,0.054807026105983016,3.76,0.0,0.609686791194268,0.9999999999759149,1.1916192690307157e-18,9.262135754252923e-16,1.4304486706039871e-10,1.4282451468032846e-10,2.376504927094089e-11,5.650546861993199e-17,1.6674079777576976e-17,2.185044362807272e-13,2.1860294860979998e-13,2.018835336272213e-16,1.8263968930872928e-16,2.381476408163226e-11,4.888398920403789e-14,1.3808060656252002e-16,1.504026032584504e-15,8.772137388913961e-16,1.4551245345121781e-15,8.710802236629715e-24,4.143020080278307e-25
5.543042406912021e-10,0.054807026106787844,3.76,0.0,0.609686791102207,0.9999999999623961,4.6156080944634536e-18,2.293882160189569e-15,2.21966326977716e-10,2.21436387693653e-10,3.6834836614515046e-11,1.4688197552742712e-16,2.723607985971277e-17,5.250223955084115e-13,5.253942750979233e-13,7.6177163555816e-16,6.517585040044227e-16,3.6954207398360455e-11,1.1747385180019988e-13,5.209070069742817e-16,3.683542038847031e-15,2.10911063562625e-15,3.4991061449991335e-15,3.2896627215601994e-23,2.480161129839609e-24
7.282623530091165e-10,0.054807026107497984,3.76,0.0,0.6096867910209488,0.9999999999503274,1.0433991553486394e-17,4.04795571744e-15,2.9162649792961054e-10,2.9071227800600617e-10,4.834634292941192e-11,2.6229087503466394e-16,3.6539746576902955e-17,9.050692417042225e-13,9.058953328255545e-13,1.6922388997042165e-15,1.3944609035283297e-15,4.855198717942839e-11,2.0253115604798424e-13,1.156994632425322e-15,6.445332689009297e-15,3.637677374473918e-15,6.0357432683165455e-15,7.306196585294485e-23,6.979662836663157e-24
9.02220465327031e-10,0.054807026108207875,3.76,0.0,0.6096867909396902,0.999999999938131,1.9916174249675397e-17,6.3484014199051285e-15,3.6128683707038015e-10,3.5988433814612286e-10,5.983507541493991e-11,4.110570575145507e-16,4.5823818136853795e-17,1.3874066006749417e-12,1.3889558882870398e-12,3.174311029332666e-15,2.5205667789010166e-15,6.015007543604378e-11,3.105000332942029e-13,2.1699634066972268e-15,1.0026172126276388e-14,5.579146847335151e-15,9.258099830671887e-15,1.369790774350776e-22,1.592150586330236e-23
9.999999999999999e-10,0.05480702610891756,3.76,0.0,0.6096867908940155,0.9999999999312198,2.7266422394255295e-17,7.893846285422974e-15,4.0044208778504226e-10,3.987195120843282e-10,6.628283588014608e-11,5.092957149511267e-16,5.1036376931201944e-17,1.703285785375055e-12,1.7053855400699711e-12,4.302820389494752e-15,3.3457704554041392e-15,6.666937134616121e-11,3.8121785599428657e-13,2.9411524820785905e-15,1.2410904519478702e-14,6.8513842730002e-15,1.1369958252391927e-14,1.856082801849227e-22,2.383507260574316e-23
1.0761785776449456e-09,0.05480702610891756,3.76,0.0,0.6096867908584308,0.9999999999258073,3.400057816539905e-17,9.223760444789338e-15,4.309474113204739e-10,4.289527149354476e-10,7.130125092775803e-11,5.931232468826841e-16,5.509446416225146e-17,1.9717083268597756e-12,1.9743087457635266e-12,5.329383013089957e-15,4.084550642303215e-15,7.174853998332217e-11,4.413154621498034e-13,3.642627818399081e-15,1.445434279687925e-14,7.93282029182544e-15,1.3165206199223452e-14,2.2982976684733657e-22,3.144053273596592e-23
1.2501366899628601e-09,0.054807026109627,3.76,0.0,0.6096867907771706,0.9999999999133562,5.372497544715918e-17,1.2703966852175714e-14,5.006082995763409e-10,4.979175627794511e-10,8.274510555244704e-11,8.084319262985753e-16,6.435500087572105e-17,2.6576317564551003e-12,2.661673055193165e-12,8.284973333670587e-15,6.135034498555684e-15,8.334745201590982e-11,5.949094661287194e-13,5.661929374658673e-15,1.9759516982791685e-14,1.0697969411669842e-14,1.7756042656607132e-14,3.570429951406506e-22,5.618994459130288e-23
1.5980529145986891e-09,0.054807026111045216,3.76,0.0,0.6096867906146469,0.9999999998880722,1.1405881733081334e-16,2.158502823694083e-14,6.399313360366426e-10,6.355372211936567e-10,1.0556672679703947e-10,1.3385818750407354e-15,8.284607285707532e-17,4.333125882063058e-12,4.341437222512956e-12,1.705077806938315e-14,1.1830639919661083e-14,1.0654687126901203e-10,9.701935077486872e-13,1.1649075297919205e-14,3.3106103813656335e-14,1.746013928175675e-14,2.898527645113467e-14,7.337478418020227e-22,1.4535846501803951e-22
1.9459691392345183e-09,0.05480702611246252,3.76,0.0,0.6096867904521177,0.9999999998622803,2.100818775065887e-16,3.322863509328678e-14,7.792566882512066e-10,7.727445435551064e-10,1.2830192412426136e-10,2.0010708298365057e-15,1.0129758844111465e-16,6.4111647981541374e-12,6.426013472497785e-12,3.048503612187673e-14,1.9878893767674036e-14,1.2974889820804814e-10,1.4358181237550776e-12,2.0821383649505925e-14,5.0301070157703374e-14,2.585997741131256e-14,4.293767702058166e-14,1.3099356863262554e-21,3.1258813778137196e-22
2.2938853638703473e-09,0.05480702611387893,3.76,0.0,0.6096867902895814,0.9999999998359812,3.522839016322059e-16,4.7883005909087373e-14,9.185852194399738e-10,9.095408250042118e-10,1.5095286069160447e-10,2.795440906223671e-15,1.1970871916220362e-16,8.888885978013148e-12,8.913051351028577e-12,4.965207298139191e-14,3.0480901333758866e-14,1.529541256063511e-10,1.991228432540376e-12,3.3902737680640226e-14,7.159077925302094e-14,3.589162573960342e-14,5.960469107421495e-14,2.130390342023398e-21,5.95319584236406e-22
2.6418015885061763e-09,0.05480702611529446,3.76,0.0,0.6096867901270364,0.9999999998091761,5.519658722198662e-16,6.578904233968265e-14,1.0579178510478957e-09,1.0459273312789098e-09,1.7352171698826855e-10,3.7212434752623285e-15,1.38080003218531e-16,1.1763498795886336e-11,1.1800256897619268e-11,7.558891818537319e-14,4.375224694262931e-14,1.761631301794971e-10,2.635891600272793e-12,5.1597411264154487e-14,9.721451074948149e-14,4.754951516921304e-14,7.897795949879221e-14,3.2384863848963395e-21,1.038590090758867e-21
2.9897178131420053e-09,0.05480702611670911,3.76,0.0,0.6096867899644808,0.9999999997818659,8.210962354936157e-16,8.717840158866715e-14,1.1972555228091676e-09,1.1819052881532397e-09,1.9601064060505288e-10,4.778044806683205e-15,1.5641112259850881e-16,1.503230750482982e-11,1.5085411652418717e-11,1.0929678657006179e-13,5.975441097479495e-14,1.9937646788884199e-10,3.3693011525953895e-12,7.458433366204831e-14,1.2740253112665342e-13,6.082841063665995e-14,1.0104938710884161e-13,4.6758524904248674e-21,1.694370659065114e-21
3.3376340377778343e-09,0.05480702611812292,3.76,0.0,0.6096867898019132,0.9999999997540513,1.1723972168159337e-15,1.1227778415865169e-13,1.3365991787196561e-09,1.3174759030585862e-09,2.1842175463179114e-10,5.965416973270522e-15,1.7470258256214021e-16,1.8692662883135142e-11,1.8766333166280935e-11,1.5175909716068118e-13,7.852681632243469e-14,2.2259468405016847e-10,4.190967138029645e-12,1.0352943400613809e-13,1.623803291724787e-13,7.572330463723874e-14,1.2581099985605327e-13,6.4831621692021504e-21,2.621580261460935e-21
3.6855502624136633e-09,0.05480702611953587,3.76,0.0,0.6096867896393318,0.9999999997257334,1.6193384122956133e-15,1.4131339898779303e-13,1.475949770738225e-09,1.4526403868595984e-09,2.4075718523914627e-10,7.282931257947173e-15,1.9295440379406033e-16,2.2741912904933324e-11,2.2840834938946367e-11,2.03959910778621e-13,1.0010156467226346e-13,2.4581832375167854e-10,5.10040510966027e-12,1.3909836354018964e-13,2.0237301707565931e-13,9.222929095360537e-14,1.5325480101868156e-13,8.700969193220091e-21,3.885169673062773e-21
4.033466487049493e-09,0.05480702612094796,3.76,0.0,0.609686789476735,0.9999999996969133,2.1761866236028762e-15,1.7451225361347794e-13,1.6153082640153564e-09,1.5873999605561116e-09,2.6301907370877856e-10,8.730155201137914e-15,2.1116679894363574e-16,2.7177387905909774e-11,2.730671424875371e-11,2.6688944494457787e-13,1.2450372278317568e-13,2.6904793492950743e-10,6.097133184061123e-12,1.8196025137707238e-13,2.4760661016887307e-13,1.1034153340166657e-13,1.8337272694077043e-13,1.1369961800063245e-20,5.55616691566614e-21
4.729298936321151e-09,0.05480702612376965,3.76,0.0,0.6096867891514889,0.9999999996377692,3.6808339630663855e-15,2.542933099974943e-13,1.8940528437598737e-09,1.8557092238258835e-09,3.0733072887035403e-10,1.2012016461681868e-14,2.4747324845935605e-16,3.719644754915329e-11,3.7403876810520183e-11,4.2885087371265845e-13,1.8181705136351865e-13,3.155272349498098e-10,8.35059122760648e-12,2.9220460413421476e-13,3.546869709373958e-13,1.5136633399449128e-13,2.5159894813720053e-13,1.822165511321092e-20,1.0439283528572549e-20
5.355548140665643e-09,0.054807026126306405,3.76,0.0,0.6096867888586983,0.9999999995828305,5.570681537978843e-15,3.4256516599981784e-13,2.1449597681569767e-09,2.095814919364814e-09,3.46980984385129e-10,1.5404996273759646e-14,2.8001501057321545e-16,4.7508041437431635e-11,4.7807967464699344e-11,6.211086062083393e-13,2.430886851150251e-13,3.5738443571251096e-10,1.0672611346037109e-11,4.2297094651197066e-13,4.712069035803113e-13,1.937368021225855e-13,3.2206780595442056e-13,2.6331074800659652e-20,1.7077230250299833e-20
5.981797345010136e-09,0.05480702612884057,3.76,0.0,0.6096867885658325,0.9999999995262782,8.07521327981965e-15,4.477543080270134e-13,2.395907439756431e-09,2.3346274839477312e-09,3.864257465987173e-10,1.9211586670622933e-14,3.124305441706766e-16,5.903020906401433e-11,5.94463651870969e-11,8.632364179495319e-13,3.1348302193125835e-13,3.9926931239768634e-10,1.3270417992634442e-11,5.875368837027978e-13,6.081269903186064e-13,2.412435186976388e-13,4.010768168613576e-13,3.651726707082168e-20,2.6441570832635134e-20
6.608046549354628e-09,0.05480702613137216,3.76,0.0,0.6096867882728815,0.9999999994681165,1.1306036869425143e-14,5.711065291221272e-13,2.6469014852098383e-09,2.572153879373616e-09,4.256769986400176e-10,2.3429323003162474e-14,3.4472029698024874e-16,7.174793137385683e-11,7.230660341655017e-11,1.1607875108287136e-12,3.9292661026254595e-13,4.4118491299017517e-10,1.614155556186311e-11,7.896245576519421e-13,7.666923432011677e-13,2.9386383856820704e-13,4.88580004155964e-13,4.9004547199874984e-20,3.917890583464784e-20
7.234295753699121e-09,0.05480702613390127,3.76,0.0,0.609686787979836,0.9999999994083514,1.5382613682851347e-14,7.138467346661346e-13,2.897947478031395e-09,2.808401027223275e-09,4.6474653561678825e-10,2.8055754729372e-14,3.768850211902086e-16,8.564633344230668e-11,8.63763140030902e-11,1.5192566137042106e-12,4.813406628744935e-13,4.831342462951039e-10,1.9283664424717616e-11,1.0329082651344583e-12,9.481285632481155e-13,3.5157664110673106e-13,5.845316567442234e-13,6.401437464363177e-20,5.599924677429475e-20
8.486794162388105e-09,0.054807026138952226,3.76,0.0,0.6096867873934253,0.9999999992840288,2.6589125309616325e-14,1.0622948986728948e-12,3.4002173521282365e-09,3.277085100713015e-09,5.423867752091854e-10,3.8524961772696835e-14,4.4084210889497385e-16,1.1692631263545082e-10,1.1809510482577516e-10,2.440667236512331e-12,6.847521908560357e-13,5.671459692153747e-10,2.6371806972410297e-11,1.6575447625633944e-12,1.3844267620647018e-12,4.822024559972938e-13,8.015986084291438e-13,1.0247675121276453e-19,1.0503469817488804e-19
9.73929257107709e-09,0.054807026143993756,3.76,0.0,0.609686786806526,0.999999999153349,4.2802719876441847e-14,1.5025063875962774e-12,3.90276062832461e-09,3.740734368045386e-09,6.194372764535754e-10,5.059985782924036e-14,5.043068842539887e-16,1.5275378907698092e-10,1.5450557600670122e-10,3.670346648154884e-12,9.230296737117564e-13,6.513278229418347e-10,3.451778067243205e-11,2.4899509340833192e-12,1.926461015164184e-12,6.329811198758614e-13,1.0519166656584358e-12,1.5363283412264663e-19,1.8044676786044945e-19
9.999999999999999e-09,0.05480702614902625,3.76,0.0,0.609686786684295,0.9999999991253522,4.691846193833256e-14,1.6065221717656458e-12,4.007403311443552e-09,3.836614869606141e-09,6.354093731926948e-10,5.331336718134714e-14,5.174556315308198e-16,1.6077245708121352e-10,1.6266544985197974e-10,3.96896966481089e-12,9.76946117366608e-13,6.688737772201517e-10,3.634489923557009e-11,2.6919262767968997e-12,2.0534325539973276e-12,6.668884102911324e-13,1.1081681505299411e-12,1.6603500957466053e-19,2.0016877760120287e-19
1.0991790979766075e-08,0.05480702614902625,3.76,0.0,0.6096867862190665,0.9999999990163488,6.524926868122464e-14,2.0435790910526102e-12,4.405620025960619e-09,4.199402916932804e-09,6.95986024514813e-10,6.426129890377656e-14,5.672843437809516e-16,1.9301451792763004e-10,1.9551200109727186e-10,5.2503099173026006e-12,1.195468822875799e-12,7.357025698582327e-10,4.3705926590465093e-11,3.5579237913412874e-12,2.583381283523514e-12,8.037954765072196e-13,1.3351286256403155e-12,2.191842942931738e-19,2.9007576209127024e-19
