Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14)
9.541679017888659e-21,0.15047449322736062,3.76,0.0,1.0045467631657996,0.9999999999996877,7.107269321602086e-45,4.166666437035004e-32,2.494556324298917e-15,2.494556324298641e-15,2.5888491134701024e-17,2.1741936297062943e-33,2.5603202741125224e-32,1.1718482639867827e-26,2.7554371245145115e-28,6.051914738966364e-41,1.3784696623713777e-20,2.588849112325817e-17,7.100796340985679e-32,1.9661809599428755e-17,1.2503949512456972e-22,4.391124369206257e-32,1.126169145189199e-31,1.6970982496001598e-35,6.840626455486376e-35,3.836983409593152e-32,1.2237283540188558e-45,4.8777444598941095e-40,1.9661809599428748e-17,6.093116379037186e-36,3.3213512981024255e-54,4.595224754647448e-34,6.196500762511365e-33,3.122385399825697e-13,5.378900480638049e-54,1.1666356232384193e-47,1.7328520956199716e-47,3.2157578426736917e-34,1.3784696623777056e-20,2.270483723251187e-62,9.589551711302615e-56,5.901354968270231e-51,1.085889677621761e-52,2.365074584938177e-46,3.647883632789722e-53,5.64383061482357e-64,1.0856029263578458e-38,8.027236782608683e-51
1.909164793935498e-20,0.1504744932273607,3.76,0.0,1.0045467631657972,0.9999999999993752,5.690136983738716e-44,1.667752440192349e-31,4.991279943406075e-15,4.991279943404971e-15,5.179947444240114e-17,8.702440631478865e-33,1.02479534832593e-31,2.399876401800977e-26,1.1028929374439185e-27,4.845211614419048e-40,2.758136952586178e-20,5.17994744195056e-17,2.842169057316252e-31,3.934070157036e-17,2.5018762608817145e-22,1.7575941077792804e-31,4.507611462248552e-31,6.792815764084637e-35,2.738033300899231e-34,1.5357933105115662e-31,9.797267624428061e-45,1.9523689883503918e-39,3.934070157035995e-17,2.438834463595187e-35,2.659100597150162e-53,1.839287453207256e-33,2.480215159581567e-32,6.247483558038811e-13,4.30639098641382e-53,9.3425463882548e-47,1.3876863763100184e-46,1.2871411877501652e-33,2.7581369526115075e-20,3.63671785536408e-61,7.677472227204193e-55,4.724672251065951e-50,8.693720095013883e-52,1.8934977345475144e-45,2.9205249760390697e-52,9.040503371588437e-63,4.3452411874686226e-38,6.426670329699164e-50
3.819158578228762e-20,0.15047449322736084,3.76,0.0,1.004546763165792,0.9999999999987501,4.5538389396907724e-43,6.673182115056823e-31,9.984727181620353e-15,9.984727181615937e-15,1.0362144105776816e-16,3.482109798400983e-32,4.1005162507475665e-31,5.0214898255429427e-26,4.4130083343480624e-27,3.877641850254097e-39,5.517471532977733e-20,1.0362144101196761e-16,1.1372378325815644e-30,7.869848551222227e-17,5.004838889426269e-22,7.032665803938948e-31,1.8036317284809415e-30,2.718011110864527e-34,1.0955699657136538e-33,6.145173704985433e-31,7.840791689176666e-44,7.81201925184872e-39,7.86984855122221e-17,9.758514583576785e-35,2.1280886885203405e-52,7.359545605411865e-33,9.924091267164954e-32,1.2497679873171924e-12,3.446421589483322e-52,7.477823521120531e-46,1.1107112555453296e-45,5.1502413300431145e-33,5.517471533079083e-20,5.821905485895658e-60,6.144311122602894e-54,3.781173725182281e-49,6.95761827490237e-51,1.5153736602524537e-44,2.3373075886168924e-51,1.4473110315296677e-61,1.7386627242746461e-37,5.14328946006452e-49
7.63914614681529e-20,0.1504744932273611,3.76,0.0,1.0045467631657818,0.9999999999975,3.643763045359869e-42,2.669707382455341e-30,1.9971621658048763e-14,1.9971621658031095e-14,2.072653742883694e-16,1.3930706610728565e-31,1.640473509631615e-30,1.0926945265477635e-25,1.7654906915806224e-26,3.102702629569518e-38,1.1036140693608654e-19,2.0726537419676021e-16,4.549691855061807e-30,1.5741405339594605e-16,1.0010764183605458e-21,2.813524261653998e-30,7.215701368362888e-30,1.0873814306029789e-33,4.3829932551792515e-33,2.4584696312853954e-30,6.273824641732528e-43,3.125316564970987e-38,1.574140533959453e-16,3.904041269896769e-34,1.702794371260929e-51,2.944297474779446e-32,3.970282724070055e-31,2.4998072498265684e-12,2.757660903873763e-51,5.983773751075618e-45,8.88793921184046e-45,2.0604318955964956e-32,1.103614069401412e-19,9.31757503070447e-59,4.916382434243025e-53,3.025513472605329e-48,5.5671517252002865e-50,1.2125291664401385e-43,1.8702011906350006e-50,2.3163622631903566e-60,6.955785089902487e-37,4.115413013537705e-48
1.5279121283988346e-19,0.15047449322736162,3.76,0.0,1.0045467631657614,0.9999999999949997,2.9152872308042737e-41,1.067969869403814e-29,3.9945410610905e-14,3.9945410610834325e-14,4.145532407490404e-16,5.572736162048575e-31,6.562428093720403e-30,2.5386770515121706e-25,7.062537522910631e-26,2.4823977885706765e-37,2.207347901426174e-19,4.145532405658194e-16,1.8200248574781773e-29,3.148451891633903e-16,2.0022614920324163e-21,1.1255012994296676e-29,2.886515454954915e-29,4.349879720150455e-33,1.753339990701249e-32,9.834678878382079e-30,5.019536280441513e-42,1.2502285117496236e-37,3.148451891633875e-16,1.5617436043972464e-33,1.362364986265104e-50,1.1778148479321321e-31,1.5882423417867665e-30,4.999885772776336e-12,2.2063381988092144e-50,4.787625048594313e-44,7.11125114687861e-44,8.24239835733646e-32,2.2073479015883744e-19,1.4910141339080024e-57,3.933479402321925e-52,2.4206405995794714e-47,4.454144267205492e-49,9.701154382820617e-43,1.4963030167784226e-49,3.706711407237838e-59,2.782542117024529e-36,3.2926430224064693e-47
3.0559071558334457e-19,0.15047449322736262,3.76,0.0,1.0045467631657208,0.9999999999899991,2.3323405203736595e-40,4.2720533402149093e-29,7.989298851661517e-14,7.989298851633244e-14,8.291289736682569e-16,2.2291851732294003e-30,2.625078051127788e-29,6.490207849328167e-25,2.8251299645551574e-25,1.986012509844949e-36,4.414815565313288e-19,8.291289733018348e-16,7.280395671036384e-29,6.297074606982661e-16,4.004631698720288e-21,4.502188395615031e-29,1.1546531651715744e-28,1.740022690140848e-32,7.013645350252314e-32,3.9340316258304666e-29,4.015819661341919e-41,5.001118671121661e-37,6.297074606982547e-16,6.247228620272544e-33,1.089943959096141e-49,4.7114511519674615e-31,6.353227876776856e-30,1.0000042810399937e-11,1.7651543544764545e-49,3.8303424728872815e-43,5.689360851372772e-43,3.297093502720852e-31,4.414815565962116e-19,2.3857843288012883e-56,3.146932912718607e-51,1.9366044131094722e-46,3.5634845772327954e-48,7.761291946385443e-42,1.1970992440831723e-48,5.931163745397957e-58,1.1130634457366377e-35,2.6342394692147743e-46
6.111897210702668e-19,0.15047449322736478,3.76,0.0,1.0045467631656395,0.999999999979998,1.865916730990162e-39,1.7088561280784359e-28,1.5978814432802619e-13,1.597881443268953e-13,1.658280439498187e-15,8.91692212599862e-30,1.050052582597492e-28,1.863153243632734e-24,1.1300749772937646e-24,1.5888477204576836e-35,8.829750892113512e-19,1.6582804387654513e-15,2.9122175174292994e-28,1.2594320037679668e-15,8.00937234947255e-21,1.8009119999475748e-28,4.61870662869687e-28,6.960232367341973e-32,2.805515218628089e-31,1.5736446643016498e-28,3.2127319858810885e-40,2.0004890702819913e-36,1.2594320037679212e-15,2.498942290155298e-32,8.719762304521479e-49,1.8846188434152425e-30,2.5413428504434256e-29,2.0000356852543386e-11,1.4121570037192936e-48,3.064370955067375e-42,4.5516326605462754e-42,1.3188642335387905e-30,8.829750894708872e-19,3.817384301809433e-55,2.5176060895732185e-50,1.5493203047483585e-45,2.8508553283652997e-47,6.209180936985477e-41,9.577021312051712e-48,9.490202498558883e-57,4.452354831225068e-35,2.107441597191816e-45
1.2223877320441113e-18,0.15047449322736894,3.76,0.0,1.0045467631654768,0.9999999999599957,1.492751141651498e-38,6.8354942477465335e-28,3.1957845595081104e-13,3.195784559462873e-13,3.316583371124037e-15,3.566805147763794e-29,4.200253047368115e-28,5.986723357434204e-24,4.520345892401526e-24,1.271093261567127e-34,1.765962154181793e-18,3.3165833696590304e-15,1.164898856668339e-27,2.5188810899071635e-15,1.6018854600483167e-20,7.203721295605879e-28,1.847501445214958e-27,2.7841212686216667e-31,1.122217503275542e-30,6.294642673747335e-28,2.570216091796335e-39,8.002044895792302e-36,2.5188810899069817e-15,9.995870850454695e-32,6.975898490846304e-48,7.53855237878315e-30,1.0165474777249772e-28,4.00009848044153e-11,1.1297390129239854e-47,2.451535555658114e-41,3.641363723506038e-41,5.2755105996578926e-30,1.765962155219947e-18,6.107918383664918e-54,2.0141087780701258e-49,1.2394709535400638e-44,2.2807113287008414e-46,4.9674037021502836e-40,7.661708043688949e-47,1.518459671847e-55,1.7809684213568143e-34,1.6859732866980328e-44
2.4447837539918004e-18,0.15047449322737735,3.76,0.0,1.0045467631651512,0.9999999999199911,1.1942080653063954e-37,2.7342117669101976e-27,6.391590791962317e-13,6.39159079178137e-13,6.633189234239695e-15,1.4267293269508278e-28,1.6801097562249686e-27,2.1015084369481804e-23,1.808147553545846e-23,1.0168806433213797e-33,3.5319362825642645e-18,6.63318923131157e-15,4.65961912447761e-27,5.037779262184739e-15,3.2037822900528884e-20,2.8815031868788384e-27,7.390043368234024e-27,1.1136541718725059e-30,4.4888928449904796e-30,2.517869863289557e-27,2.0561850746929894e-38,3.200840009540742e-35,5.037779262184012e-15,3.998368682107767e-31,5.580761281266207e-47,3.0154365439524096e-29,4.066210566159368e-28,8.000224017849919e-11,9.037965770972642e-47,1.9612439617814215e-40,2.913114020866027e-40,2.110214973110792e-29,3.5319362867168984e-18,9.772752209922836e-53,1.6112965888174595e-48,9.915826465129415e-44,1.8245798878613248e-45,3.9739465426207126e-39,6.129402911339397e-46,2.429557392199794e-54,7.1239768957206685e-34,1.3487866329087737e-43
4.8895757978871785e-18,0.15047449322739417,3.76,0.0,1.0045467631645004,0.999999999839982,9.553693917592835e-37,1.0936876168630915e-26,1.2783203256864772e-12,1.2783203256140973e-12,1.3266400959926844e-14,5.70693191024738e-28,6.720456050245843e-27,7.819668952206053e-23,7.232608606586881e-23,8.135069282074374e-33,7.063884533095566e-18,1.3266400954078175e-14,1.8638523880068746e-26,1.0075575606736622e-14,6.407577469271907e-20,1.1526042160118703e-26,2.956024864572768e-26,4.4546280168561515e-30,1.795561704494484e-29,1.0071504964200311e-26,1.6449529401736628e-37,1.2803438766431051e-34,1.0075575606733711e-14,1.5993515443322798e-30,4.464637267655028e-46,1.2061778891527818e-28,1.6264883415826078e-27,1.6000474880802724e-10,7.230394127767678e-46,1.5690013771425672e-39,2.330500439725025e-39,8.440881359780776e-29,7.06388454970614e-18,1.5636469756078313e-51,1.289041103583931e-47,7.932684702826605e-43,1.459668237743669e-44,3.179166666037531e-38,4.903537045317604e-45,3.88730967935958e-53,2.84965158628191e-33,1.0790325076283803e-42
9.779159885677935e-18,0.15047449322742784,3.76,0.0,1.0045467631631988,0.9999999996799637,7.642968151519897e-36,4.3747570599006304e-26,2.556642818664586e-12,2.556642818375067e-12,2.653282440912448e-14,2.282775737967918e-27,2.688185785773331e-26,3.0105943226679167e-22,2.893047120473224e-22,6.508065078520251e-32,1.4127781009223625e-17,2.6532824397457496e-14,7.455419017625161e-26,2.015116829582731e-14,1.2815173904550122e-19,4.6104228067867943e-26,1.1824114491166852e-25,1.7818534730127985e-29,7.182255951868438e-29,4.028607026617317e-26,1.3159643041508762e-36,5.121418952831649e-34,2.0151168295815666e-14,6.397414345076068e-30,3.571739106648761e-45,4.824719324378825e-28,6.505961469039463e-27,3.2000975759252493e-10,5.784323976841324e-45,1.255203586072614e-38,1.8644040508760628e-38,3.3763568380202694e-28,1.4127781075665965e-17,2.501840453179624e-50,1.0312344254379297e-46,6.346157168039752e-42,1.1677363171474992e-43,2.5433371048915588e-37,3.922835723789787e-44,6.219710785958875e-52,1.1399049488481251e-32,8.632272864182438e-42
1.9558328061259447e-17,0.15047449322749507,3.76,0.0,1.0045467631605955,0.9999999993599272,6.114381743190011e-35,1.7499047602457643e-25,5.113287804611275e-12,5.113287803453198e-12,5.3065671298813094e-14,9.131109326628184e-27,1.0752749559263108e-25,1.180783046919664e-21,1.1572195832403362e-21,5.206455921793001e-31,2.825557386174172e-17,5.306567127560058e-14,2.9821694914950173e-25,4.030235367395638e-14,2.563039108247266e-19,1.8441703594329258e-25,4.729648801684157e-25,7.127418427751128e-29,2.8729042082334957e-28,1.6114437698134007e-25,1.0527722238716983e-35,2.048598430863892e-33,4.0302353673909793e-14,2.558967391388367e-29,2.8574317950638626e-44,1.929890262999457e-27,2.6023861061282106e-26,6.400197412632902e-10,4.627462763674056e-44,1.0041638646294262e-37,1.4915247361424839e-37,1.350543594538705e-27,2.825557412751098e-17,4.002948941511104e-49,8.249881726691627e-46,5.076929486303977e-41,9.341897380481307e-43,2.034671191585285e-36,3.138271335692111e-43,9.951552752617597e-51,4.559965613944241e-32,6.905823409298113e-41
3.911666441242247e-17,0.1504744932276296,3.76,0.0,1.0045467631553888,0.9999999987198543,4.891511507329682e-34,6.999627855916606e-25,1.0226577776466534e-11,1.0226577771834222e-11,1.0613136504336372e-13,3.652445347215138e-26,4.301100854792403e-25,4.676222788119969e-21,4.628879798927389e-21,4.1651662775526126e-30,5.651115916782722e-17,1.061313649974245e-13,1.1928681665465953e-24,8.060472443000529e-14,5.126092266782518e-19,7.376684296526267e-25,1.8918601206297827e-24,2.850968280766077e-28,1.1491620493563282e-27,6.445776605414894e-25,8.422180909107954e-35,8.194632706747494e-33,8.060472442981897e-14,1.0235873030731415e-28,2.2860077083182203e-43,7.71957395604259e-27,1.0409546645296342e-25,1.280039573011929e-09,3.7019718235758025e-43,8.03331493255406e-37,1.1932204123738184e-36,5.402176100884712e-27,5.651116023090253e-17,6.404721624049223e-48,6.599908155269451e-45,4.06154507308491e-40,7.473520538483192e-42,1.6277375544911573e-35,2.5106186858485568e-42,1.5922507219103086e-49,1.8242611611905135e-31,5.5246607693173745e-40
5.867500076358549e-17,0.1504744932277641,3.76,0.0,1.004546763150182,0.9999999980797816,1.3986674109027703e-33,1.4874220262490577e-24,1.5339867748283673e-11,1.533986773844001e-11,1.5919705875308775e-13,7.761447757059427e-26,9.13983967668098e-25,9.907655035899462e-21,9.836370483739763e-21,1.1909773451257996e-29,8.476674407496339e-17,1.5919705868478618e-13,2.5348450771779775e-24,1.2090709518584496e-13,7.68915514827282e-19,1.5675456349511946e-24,4.020203129860066e-24,6.058308168752715e-28,2.4419695846214164e-27,1.3697275798389238e-24,2.408217582104554e-34,1.741399501674958e-32,1.20907095185449e-13,2.175123258051624e-28,6.536667428879066e-43,1.640411153793117e-26,2.212028708972121e-25,1.9200592691677053e-09,1.0585327150159795e-42,2.384874807216638e-36,3.5421121802375596e-36,1.1479625297084356e-26,8.476674633399556e-17,2.4229050109317104e-47,1.8871614811356722e-44,1.1613481513903543e-39,2.1369599601207636e-41,4.6543125089896636e-35,7.178802296633393e-42,6.0615190756245956e-49,3.8770182728288715e-31,1.5797078379771625e-39
9.779167346591154e-17,0.1504744932280332,3.76,0.0,1.0045467631397687,0.9999999967996366,6.427766207339214e-33,4.1122916915783925e-24,2.5566447691765478e-11,2.5566447664550648e-11,2.653284460332294e-13,2.14581269492005e-25,2.526896724751859e-24,2.731448951970257e-20,2.7194673700910596e-20,5.473289919238976e-29,1.4127791229344938e-16,2.6532844592166067e-13,7.008101622794346e-24,2.015118366966874e-13,1.2815319803108069e-18,4.33380356165539e-24,1.1114680215783594e-23,1.674944176238639e-27,6.75132828603928e-27,3.7868936868624966e-24,1.1067274352532156e-33,4.8147272760014267e-32,2.0151183669559272e-13,6.013576843108128e-28,3.004163019976915e-42,4.535265711989469e-26,6.115608188590542e-25,3.2000981191080355e-09,4.86462421274202e-42,1.1171220566004988e-35,1.659139686895982e-35,3.173779047737573e-26,1.412779185389877e-16,1.91208790959973e-46,8.672694780127738e-44,5.3371251008225615e-39,9.820674681991874e-41,2.1389493110840053e-34,3.2991130420417123e-41,4.971404659318672e-48,1.0721942806758353e-30,7.259751008540468e-39
