Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12)
1.3609649727501505e-13,0.07664757492437337,3.76,0.0,0.6100628377209888,0.9999999999990701,2.165648029080674e-26,2.0229774960225062e-20,2.0832537620098998e-11,2.0832515050792242e-11,9.3000868605595e-13,3.69746026739627e-22,4.839646385706128e-21,2.2518220667413437e-17,2.2517994530375758e-17,3.339150945776538e-23,3.33898079661463e-23,9.300090210321726e-13,3.121957491507792e-19,2.1620199644499264e-23,5.98575681004447e-20,2.0221582618450637e-20,4.60694346403453e-20,2.3840139006448338e-30,7.369871913010046e-34,2.8031143728045993e-21,3.5885997292382044e-28
2.721939175197312e-13,0.07664757492467072,3.76,0.0,0.6100628376992261,0.9999999999981399,1.73319861193872e-25,8.095303399489972e-20,4.1665216519523645e-11,4.166512624192127e-11,1.8600230088205763e-12,1.48956688198247e-21,1.9340691906206134e-20,9.007312866258611e-17,9.0072226430373e-17,2.6713308003121156e-22,2.671037570099941e-22,1.860024348657456e-12,1.2487829275254696e-18,1.7296223990828517e-22,2.175132064634674e-19,8.088913547271636e-20,1.8427851342150137e-19,1.9072249272926433e-29,1.1783199608837877e-32,1.1210114768866874e-20,2.8708944573985293e-27
5.443887580091635e-13,0.0766475749252654,3.76,0.0,0.6100628376557007,0.9999999999962796,1.387634851400052e-24,3.240811387281531e-19,8.33305743144129e-11,8.333021320375535e-11,3.720049643824531e-12,6.042664786940498e-21,7.72194009815327e-20,3.6029177900937146e-16,3.602881432489999e-16,2.1370616874047265e-21,2.1365840589287613e-21,3.720055002541488e-12,4.995093048557782e-18,1.38369608989823e-21,8.26417792723338e-19,3.235765020393247e-19,7.371146286170567e-19,1.5257839252101623e-28,1.8846168153696824e-31,4.482138653514433e-20,2.2967186007801384e-26
8.165835984985958e-13,0.07664757492586009,3.76,0.0,0.6100628376121753,0.9999999999944192,3.9695320123404376e-24,6.890668208626463e-19,1.2499593210534255e-10,1.2499516474560562e-10,5.580074268792441e-12,1.296434268995797e-20,1.6388094243520623e-19,7.656181893917452e-16,7.656104112458145e-16,6.110650152562227e-21,6.108887776286717e-21,5.580085655115354e-12,1.0614505227078623e-17,3.956499334478768e-21,1.729090093130618e-18,6.876286752084367e-19,1.5663678483088811e-18,4.529672657539865e-28,7.184507296461616e-31,9.521735124065003e-20,6.56717854455424e-26
1e-12,0.07664757492645481,3.76,0.0,0.610062837582846,0.9999999999931655,6.938974978410246e-24,1.017240998887237e-18,1.5307181326022934e-10,1.5307068090392108e-10,6.833436214295754e-12,1.9261535520208323e-20,2.4160925497411635e-19,1.1297848779916405e-15,1.1297733406459367e-15,1.0678261307816415e-20,1.0674671255941307e-20,6.833453015547323e-12,1.5663255654206087e-17,6.913918225994279e-21,2.5354195224549643e-18,1.0147316242315309e-18,2.3114147244165903e-18,8.128154850797e-28,1.5368219512078797e-30,1.4047805185368137e-19,1.1476050362381337e-25
1.088778438988028e-12,0.07664757492645481,3.76,0.0,0.6100628375686499,0.9999999999925586,8.376264713863047e-24,1.1760860694627785e-18,1.666612898923132e-10,1.6665998086791216e-10,7.440096884213707e-12,2.230954510332049e-20,2.792318350481518e-19,1.306051285361379e-15,1.3060379284625438e-15,1.2889107147928845e-20,1.288463245223028e-20,7.440116306435425e-12,1.8106985757356568e-17,8.345387988094269e-21,2.9257045103816028e-18,1.1730581913484227e-18,2.6720373191916972e-18,9.86991637936531e-28,1.9329354883193292e-30,1.623854402608116e-19,1.3852075481245514e-25
1.6331681199668927e-12,0.07664757492764418,3.76,0.0,0.6100628374815991,0.9999999999888372,2.2893509885383565e-23,2.437075794419078e-18,2.499920054569654e-10,2.4998929529251246e-10,1.1160137400292001e-11,4.685755392133781e-20,5.769769766156598e-19,2.704001263053819e-15,2.703973292283758e-15,3.520403136278842e-20,3.518836911464811e-20,1.1160177606307848e-11,3.748781900941391e-17,2.279376861930327e-20,6.009338493426631e-18,2.428821267934139e-18,5.532105631409661e-18,2.8649292638839346e-27,7.817535718363088e-30,3.360458156560944e-19,3.7834276506563275e-25
2.1775578009457572e-12,0.07664757492883356,3.76,0.0,0.6100628373945483,0.9999999999851151,4.7929331713865117e-23,4.148288400880046e-18,3.33322721007066e-10,3.3331811173480837e-10,1.4880170530618148e-11,8.077157004928412e-20,9.79450928255954e-19,4.5987777830024336e-15,4.598729687938127e-15,7.365838116545212e-20,7.361923011336587e-20,1.4880238902037892e-11,6.375631265238926e-17,4.769204450052923e-20,1.0175351228450183e-17,4.131036129732481e-18,9.408647994110316e-18,6.2652704941419444e-27,2.117479600066671e-29,5.712790015528393e-19,7.916188151956459e-25
2.7219474819246216e-12,0.07664757493002296,3.76,0.0,0.6100628373074974,0.9999999999813926,8.730619030440116e-23,6.343058967548778e-18,4.1665343654158285e-10,4.166463946275771e-10,1.8600195750912872e-11,1.2508386278372914e-19,1.4935162493952011e-18,7.025861270747781e-15,7.0257869636995966e-15,1.3409183498485808e-19,1.3400875427566646e-19,1.8600300193706446e-11,9.740421715783392e-17,8.68212711776115e-20,1.550222117591724e-17,6.311675775274191e-18,1.437426398924033e-17,1.1754485714485451e-26,4.756727546802246e-29,8.723992557058791e-19,1.4411101976249371e-24
3.81072684388235e-12,0.07664757493240174,3.76,0.0,0.6100628371333959,0.9999999999739458,2.3089380071089087e-22,1.2221619857504595e-17,5.833148675629575e-10,5.833013262699896e-10,2.6040221986758028e-11,2.479925030186236e-19,2.8592856820396056e-18,1.3510336871103216e-14,1.3510190251334108e-14,3.540387836170087e-19,3.5373436267451632e-19,2.6040422767157343e-11,1.8730026395230203e-16,2.2923173689640215e-19,2.9719350654304635e-17,1.2138846370991566e-17,2.7641087449896962e-17,3.216230573587403e-26,1.8445126832780368e-28,1.675873071688768e-18,3.804943463046323e-24
4.899506205840079e-12,0.07664757493478051,3.76,0.0,0.6100628369592944,0.9999999999664969,4.79412103473132e-22,2.0081922646226034e-17,7.4997629852122e-10,7.499540909293853e-10,3.3480216145274725e-11,4.185324139909782e-19,4.6691016896739434e-18,2.2156684685351823e-14,2.2156438259594934e-14,7.340049741928011e-19,7.33214525369678e-19,3.348054532980004e-11,3.0716460937677405e-16,4.752509548391788e-19,4.86689330115205e-17,1.9910410847590444e-17,4.533112993317589e-17,6.780184194186908e-26,4.907941716334585e-28,2.7456887124133417e-18,7.888576481364787e-24
7.0770649297555374e-12,0.07664757493953807,3.76,0.0,0.6100628366110913,0.9999999999515925,1.4455339253457015e-21,4.180501947366229e-17,1.0832991602493835e-09,1.0832531203579754e-09,4.836010840617167e-11,9.197417231776604e-19,9.59132473444963e-18,4.593373017823236e-14,4.5933192637633265e-14,2.2054293303698518e-18,2.2019268237401854e-18,4.836079044127591e-11,6.367744386118162e-16,1.4279643134106344e-18,1.0082103728476288e-16,4.1289993693058093e-17,9.397872469550332e-17,2.068151588724504e-25,2.19975258072202e-27,5.6801307667606514e-18,2.3702717174374843e-23
1e-11,0.07664757494905318,3.76,0.0,0.6100628361436985,0.9999999999315725,4.254211511109798e-21,8.374088423071994e-17,1.5307181302688188e-09,1.5306264772334284e-09,6.83331733002855e-11,1.9839862476386537e-18,1.883367139401862e-17,9.143981438814992e-14,9.143866400469832e-14,6.451142417542196e-18,6.435154608235314e-18,6.8334529787948e-11,1.2675653168655782e-15,4.17696858852015e-18,2.0089312707572793e-16,8.223480662138613e-17,1.8708645913476863e-16,6.095844582475976e-25,9.915896138587747e-27,1.1271289817365772e-17,6.933475013426908e-23
1.1432182377586455e-11,0.07664757494905318,3.76,0.0,0.610062835914685,0.9999999999217573,6.262933039117192e-21,1.0963423619873355e-16,1.749944882962191e-09,1.7498251807909559e-09,7.811950975308289e-11,2.6692281377413604e-18,2.4464770757692516e-17,1.194227316502532e-13,1.194211880726926e-13,9.48143441263858e-18,9.455628544982049e-18,7.812128072854716e-11,1.6554444026590347e-15,6.139015452438122e-18,2.625064252728911e-16,1.074208423406e-16,2.443417194475359e-16,8.973748485054835e-25,1.5965182018593475e-26,1.4702117074815942e-17,1.0190392787379828e-22
2.0142417273248288e-11,0.07664757496808336,3.76,0.0,0.6100628345218726,0.9999999998619812,3.5836972492368603e-20,3.458405872214923e-16,3.0832363255479814e-09,3.0828653163637582e-09,1.3763678827367414e-10,9.961181946836875e-18,7.295787789495743e-17,3.7012099799121583e-13,3.701152833301819e-13,5.3386147858617906e-17,5.311402793121272e-17,1.376422625266709e-10,5.12999658326402e-15,3.456640847777282e-17,8.183892585282431e-16,3.3337574263893224e-16,7.573224181328991e-16,5.073205334943537e-24,1.6375200796568643e-25,4.5150628973504116e-17,5.738131371598637e-22
3.756288706457196e-11,0.07664757500614364,3.76,0.0,0.6100628317362474,0.999999999742007,2.456479968034353e-19,1.2444930641229053e-15,5.749819201293236e-09,5.748529706885029e-09,2.5666531736652617e-10,4.533371340635882e-17,2.3536634879800656e-16,1.2862499141502518e-12,1.2862235761595838e-12,3.544367099389072e-16,3.509324673931489e-16,2.566842387210049e-10,1.782334852904032e-14,2.29491371614152e-16,2.884031077986069e-15,1.1616586861600965e-15,2.6321834141658517e-15,3.373107603392261e-23,2.06495613610698e-24,1.5406113241117e-16,3.81005704424919e-21
5.4983356855895624e-11,0.07664757504420384,3.76,0.0,0.6100628289506221,0.9999999996214701,7.540841714539821e-19,2.7428509637234943e-15,8.416402068118212e-09,8.41363966865775e-09,3.7568590004268713e-10,1.1483410892606176e-16,4.740876756016987e-16,2.7551608658407767e-12,2.755092838916709e-12,1.0648854752344215e-15,1.0508486748580912e-15,3.757262417675984e-10,3.816970187563194e-14,6.894962915398667e-16,6.252604920057779e-15,2.49379577991451e-15,5.638754597519006e-15,1.0137916251654272e-22,8.51828787712101e-24,3.2496122027646807e-16,1.1448034135620084e-20
7.240382664721929e-11,0.0766475750822639,3.76,0.0,0.6100628261649966,0.9999999995003706,1.7044865787420569e-18,4.8847457230459966e-15,1.1082984932584794e-08,1.1078195311527564e-08,4.946986646485643e-10,2.263536081113365e-16,7.756762629268345e-16,4.7765815591470605e-12,4.776444311750853e-12,2.359416319921718e-15,2.3209851830452464e-15,4.947682857090772e-10,6.61606939476652e-14,1.5276888017017021e-15,1.0967537485257985e-14,4.332529245398464e-15,9.776817443420513e-15,2.246620095571802e-22,2.395489429855388e-23,5.551020898907795e-16,2.5366818946658704e-20
8.982429643854296e-11,0.0766475751203239,3.76,0.0,0.6100628233793706,0.9999999993787084,3.2547582526186605e-18,7.715466665733518e-15,1.3749567803555735e-08,1.3742196748961796e-08,6.137037458944746e-10,3.8670295146952255e-16,1.1285196630718083e-15,7.35022960739718e-12,7.349989044907806e-12,4.4185370505045885e-15,4.332987585075161e-15,6.1381038505616e-10,1.0178769625571278e-13,2.8609487939284e-15,1.707369737480287e-14,6.6805765187575315e-15,1.5046144940132487e-14,4.2078421455321674e-22,5.446187328504975e-23,8.417601160103985e-16,4.7508702795713954e-20
9.999999999999999e-11,0.07664757519644357,3.76,0.0,0.6100628217522207,0.9999999993073823,4.5017721704516025e-18,9.70436726233737e-15,1.5307181190112072e-08,1.5298045884634788e-08,6.832138913881498e-10,5.048516624818995e-16,1.3551050536086067e-15,9.108947304670643e-12,9.10862826109451e-12,6.041699621921268e-15,5.9136603689217974e-15,6.833456885624857e-10,1.2612797266038288e-13,3.911933527996918e-15,2.130067590451708e-14,8.288705468123347e-15,1.8647390749644056e-14,5.75397892802639e-22,8.240613528954253e-23,1.0344104934508463e-15,6.49641447823911e-20
1.246652360211903e-10,0.07664757519644357,3.76,0.0,0.6100628178081161,0.9999999991336961,8.796549827953188e-18,1.561117391969589e-14,1.908273360971102e-08,1.906853742802659e-08,8.516913693196044e-10,8.728933508709924e-16,1.9555279963255853e-15,1.4153156387409001e-11,1.4152583243102455e-11,1.1499369804590459e-14,1.1206713393526952e-14,8.518948037321398e-10,1.9591783260348064e-13,7.445744443622565e-15,3.362591368205886e-14,1.2914043702204571e-14,2.8977746632466323e-14,1.0953231745090753e-21,1.923229833883065e-22,1.5751767716869235e-15,1.2366168504508864e-19
1.5950617560383763e-10,0.07664757527256287,3.76,0.0,0.6100628122368582,0.999999998886434,1.882469317254307e-17,2.679276071245015e-14,2.4415899595119736e-08,2.439266261531338e-08,1.0896498871918556e-09,1.6098271182351015e-15,2.892885189021484e-15,2.3161663712744292e-11,2.316054738187047e-11,2.3753589961700693e-14,2.3009700981597025e-14,1.0899796140522781e-09,3.2049120754515337e-13,1.5380333144747052e-14,5.626862982414171e-14,2.121398429285236e-14,4.7431722772019323e-14,2.262932829968288e-21,4.994153218343186e-22,2.5053850472584476e-15,2.5547887848095387e-19
1.9434711518648495e-10,0.0766475753486818,3.76,0.0,0.6100628066655955,0.9999999986369228,3.5025328330435504e-17,4.164174651204879e-14,2.9749065907863172e-08,2.9714573267925357e-08,1.3275805082162833e-09,2.6233292982712067e-15,3.896336993973221e-15,3.4373345146922804e-11,3.437142358971163e-11,4.27023119572128e-14,4.1114987994459905e-14,1.3280649382939414e-09,4.754355581221203e-13,2.7649689827978795e-14,8.537974217136699e-14,3.159950360684655e-14,7.04061282802909e-14,4.0687893584571785e-21,1.0814406897859568e-21,3.613248063345695e-15,4.593484446198147e-19
2.2918805476913227e-10,0.07664757542480044,3.76,0.0,0.6100628010943273,0.9999999983851627,5.928460058404556e-17,6.053588108268979e-14,3.508223273793116e-08,3.5034270334414035e-08,1.565484472813117e-09,3.926983440792073e-15,4.94241884843274e-15,4.77858063547733e-11,4.7782768712996e-11,6.985193014384594e-14,6.68389833716288e-14,1.566150897550055e-09,6.606795967424605e-13,4.522928346309433e-14,1.213333715229812e-13,4.4087449284524183e-14,9.789902397724e-14,6.656791056283171e-21,2.0745027975086556e-21,4.881899779375575e-15,7.515126042917948e-19
2.640289943517796e-10,0.07664757550091875,3.76,0.0,0.6100627955230519,0.9999999981311545,9.365729580158318e-17,8.384253778089569e-14,4.041540031289926e-08,4.0351754738219367e-08,1.803363030418831e-09,5.527013620495726e-15,6.020173201165371e-15,6.33967107235365e-11,6.339220058225461e-11,1.0666777483888134e-13,1.0141944611465236e-13,1.8042376096117403e-09,8.761542650955173e-13,6.906801715073514e-14,1.644933241591308e-13,5.869232487863874e-14,1.2990851532520037e-13,1.016704621695958e-20,3.643271989173147e-21,6.2968322770961034e-15,1.1477837097592041e-18
2.988699339344269e-10,0.07664757557703676,3.76,0.0,0.6100627899517682,0.9999999978748982,1.4037494847956655e-16,1.1192173589297862e-13,4.5748568896177994e-08,4.566702738524809e-08,2.041217446120833e-09,7.427544275386674e-15,7.122215129259166e-15,8.120376418064021e-11,8.119738207637427e-11,1.5458615466068795e-13,1.46029278410542e-13,2.0423251899368222e-09,1.1217921629438582e-12,1.0009602399337465e-13,2.1521609052454585e-13,7.542678553135126e-14,1.6643274185696177e-13,1.4737023439878e-20,5.981797391722111e-21,7.845400177060792e-15,1.6636737018424674e-18
3.4924030376383176e-10,0.07664757568708191,3.76,0.0,0.6100627818972149,0.9999999975004498,2.345791118263974e-16,1.6169345257732875e-13,5.345885913483523e-08,5.334753433123766e-08,2.385049157801489e-09,1.0716811745123161e-14,8.740018486441791e-15,1.1082574510913211e-10,1.1081586334010217e-10,2.4644184306262257e-13,2.306201026104376e-13,2.3865358042770716e-09,1.530104759289111e-12,1.595747726822051e-13,3.0264984380010273e-13,1.034098462235069e-13,2.2721454915345493e-13,2.3500019989930436e-20,1.1161165724918785e-20,1.0295777109012014e-14,2.6528652813898647e-18
3.996106735932366e-10,0.07664757579712658,3.76,0.0,0.6100627738426377,0.9999999971213057,3.6737026387460067e-16,2.2329990352006433e-13,6.116915305982192e-08,6.1023423131838e-08,2.728837164256196e-09,1.46538263728643e-14,1.0373219619526605e-14,1.450260692444181e-10,1.4501163777171118e-10,3.6892371531841117e-13,3.4201524770977854e-13,2.7307488298947957e-09,2.0011155499517058e-12,2.3888553707714713e-13,4.077319132468296e-13,1.3590233016112279e-13,2.9742305786540705e-13,3.5189019924677343e-20,1.9141903192125775e-20,1.2967262862783959e-14,3.972289419926824e-18
4.4998104342264147e-10,0.0766475759071708,3.76,0.0,0.6100627657880332,0.9999999967374679,5.47284790162384e-16,2.9784656903382627e-13,6.887945176976656e-08,6.869469657606928e-08,3.0725856418544823e-09,1.924397261568879e-14,1.2011501267965375e-14,1.8379766805721515e-10,1.8377751418869826e-10,5.264445189477514e-13,4.835288449466784e-13,3.074964621510406e-09,2.5346198005897954e-12,3.408861192722565e-13,5.315566889589596e-13,1.7293385268975146e-13,3.7705253312568494e-13,5.0227506251765395e-20,3.0772577879122435e-20,1.5830388683303475e-14,5.6697018985006105e-18
5.003514132520463e-10,0.07664757601721466,3.76,0.0,0.610062757733397,0.9999999963489374,7.836870778810159e-16,3.8643071950252646e-13,7.658975650441503e-08,7.636135743609022e-08,3.4162988862507767e-09,2.4487805262808085e-14,1.3652754285927616e-14,2.271335123855326e-10,2.271063463669081e-10,7.23385496515707e-13,6.58302402930124e-13,3.419183531312959e-09,3.1304154927414753e-12,4.684140059003374e-13,6.752102968602247e-13,2.1452928135896376e-13,4.660972701315668e-13,6.903656065035624e-20,4.702833955862311e-20,1.8860495746925483e-14,7.792569759888435e-18
5.507217830814512e-10,0.07664757612725819,3.76,0.0,0.610062749678725,0.9999999959557161,1.0866793621513786e-15,4.901518773780162e-13,8.430006861839116e-08,8.402340849286973e-08,3.759981315033181e-09,3.0385236769623576e-14,1.5295956705250902e-14,2.7502655116189983e-10,2.749909688358802e-10,9.641379002941788e-13,8.693725618320263e-13,3.763405912298393e-09,3.788301190126059e-12,6.243132331854858e-13,8.397809829457617e-13,2.6071075647240434e-13,5.645515453191294e-13,9.203876995856289e-20,6.899251235851666e-20,2.2035706737875048e-14,1.03885106068455e-17
