Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12)
2.5817911946444663e-06,0.07665750600685808,3.76,0.0,0.608432124073882,0.9991234091214187,0.0004544374463567395,2.2377198907933367e-05,0.0007792303988417929,1.2790950309488868e-05,0.0008353845951638817,2.459055447018569e-09,4.49013547623854e-12,9.680584553493779e-06,7.818512582830694e-06,0.0003732005089072571,1.9251995784544816e-07,4.908183185307952e-05,4.9377265736678666e-05,0.0002679810366971025,9.639057215570207e-06,0.00029246450556862525,1.428247351428141e-05,2.024020777631622e-05,3.8920676394739814e-06,1.0126012122813567e-08,1.0097843362072916e-06
2.5940584874969e-06,0.0766575536364478,3.76,0.0,0.6084222388594289,0.999117548518597,0.00045821869430991336,2.2456684295631582e-05,0.0007831452831198441,1.2790798717762339e-05,0.0008393698923696737,2.459010758180073e-09,4.490050032912468e-12,9.688076493540817e-06,7.817587237373977e-06,0.0003750692802255632,1.9249781765831518e-07,4.932265694963734e-05,4.961439803218075e-05,0.00026943720796207527,9.661373003604388e-06,0.0002954113047151248,1.4464510436553167e-05,2.054499236143165e-05,3.931039210706027e-06,1.0174251374510975e-08,1.0274499022921684e-06
2.606325780349334e-06,0.07665760124992166,3.76,0.0,0.6084123376190109,0.9991116739059969,0.00046201330663527267,2.253603375957957e-05,0.0007870617698381219,1.2790647086428383e-05,0.0008433499247649151,2.458966023762625e-09,4.489970921782591e-12,9.69556044756972e-06,7.816662948076263e-06,0.0003769380162036756,1.9247570500694329e-07,4.95634165871255e-05,4.985121585424164e-05,0.00027089443564621847,9.683661197476877e-06,0.00029837212228724883,1.4647951586223306e-05,2.0852682569011115e-05,3.970191973275441e-06,1.0222425945584966e-08,1.0453400161651304e-06
2.618593073201768e-06,0.07665764884716343,3.76,0.0,0.6084024203803869,0.999105785305544,0.0004658212600478644,2.261524683190159e-05,0.0007909798650905192,1.2790495415544711e-05,0.0008473246614688446,2.458921251012548e-09,4.489885953841748e-12,9.703036353615956e-06,7.815739720681499e-06,0.00037880671680486094,1.9245362002889863e-07,4.98041099457076e-05,5.008771734830189e-05,0.000272352718297919,9.705921620260249e-06,0.00030134693961912976,1.4832799391320262e-05,2.1163288298842143e-05,4.009525646764519e-06,1.0270535461678207e-08,1.063456404453575e-06
2.6308603660542017e-06,0.07665769642805853,3.76,0.0,0.6083924871714087,0.9990998827392564,0.0004696425311891168,2.2694323048952765e-05,0.0007948995749363134,1.2790343705169192e-05,0.0008512940717832046,2.458876434262655e-09,4.489804869846136e-12,9.710504150009271e-06,7.81481756088613e-06,0.0003806753819924774,1.9243156286081344e-07,5.004473620730984e-05,5.032390067070353e-05,0.0002738120544571891,9.72815409600606e-06,0.0003043357379429038,1.5019056238420503e-05,2.1476819378357664e-05,4.049039949577051e-06,1.0318579550666988e-08,1.0818007965407061e-06
2.6431276589066356e-06,0.07665774399249059,3.76,0.0,0.6083825380200343,0.9990939662292572,0.000473477096616495,2.2773261951979344e-05,0.0007988209053948511,1.2790191955360034e-05,0.0008552581252203064,2.458831576413829e-09,4.489722860876311e-12,9.717963775434629e-06,7.813896474348175e-06,0.0003825440117299882,1.9240953363821313e-07,5.028529455590329e-05,5.055976399036475e-05,0.0002752724426544588,9.75035844989617e-06,0.00030733849837403967,1.5206724466416048e-05,2.1793285551551595e-05,4.088734598770548e-06,1.0366557843008388e-08,1.1003749249298825e-06
2.6553949517590694e-06,0.07665779154034721,3.76,0.0,0.6083725729543229,0.9990880357977687,0.0004773249328076004,2.2852063086916246e-05,0.0008027438624469683,1.2790040166175678e-05,0.0008592167914956195,2.4587866774993834e-09,4.489639990432428e-12,9.725415168913436e-06,7.812976466680895e-06,0.0003844126059809589,1.9238753249557096e-07,5.052578417744448e-05,5.079530548833887e-05,0.000276733881411002,9.772534508204008e-06,0.00031035520191659413,1.539580636836514e-05,2.2112696481972913e-05,4.1286093101189444e-06,1.0414469971639728e-08,1.1191805250627836e-06
2.679929537463937e-06,0.07665788658588239,3.76,0.0,0.6083525951925942,0.9990761332596806,0.0004850603230218602,2.3009250258348718e-05,0.0008105946800727677,1.2789736469916212e-05,0.000867117842386105,2.458696754813733e-09,4.489474950363246e-12,9.740293017726758e-06,7.811139710208285e-06,0.00038814968787802333,1.9234361498307347e-07,5.1006553992714095e-05,5.1265415800988677e-05,0.0002796599046443169,9.816801048350609e-06,0.00031643036183319603,1.5778220150392562e-05,2.276039088767903e-05,4.208897776413119e-06,1.0510094281317644e-08,1.157493095685101e-06
2.704464123168805e-06,0.07665798156377135,3.76,0.0,0.6083325541125982,0.9990641753046616,0.0004928485121522188,2.31658810206264e-05,0.0008184520749174374,1.2789432616862729e-05,0.0008749969861001173,2.4586066668699782e-09,4.489309573813651e-12,9.755137215178519e-06,7.809307335552457e-06,0.00039188662739415603,1.9229981137881507e-07,5.148703917956399e-05,5.1734217291366916e-05,0.000282590112153856,9.860952347739872e-06,0.00032256106361636626,1.616631505038101e-05,2.3419978352960197e-05,4.28990305042916e-06,1.0605449591201795e-08,1.196752446080177e-06
2.7289987088736726e-06,0.07665807647313608,3.76,0.0,0.6083124499422083,0.9990521621138725,0.0005006893093385918,2.3321951903321726e-05,0.0008263160934851515,1.2789128607490486e-05,0.0008828539874496619,2.458516414237988e-09,4.4891438467499e-12,9.769947285306829e-06,7.807479386134772e-06,0.0003956234242414272,1.9225612272193898e-07,5.1967233296121495e-05,5.2201695831391323e-05,0.0002855244917987586,9.904987054733233e-06,0.0003287471515187525,1.6560107829475574e-05,2.4091533384491008e-05,4.371622815000819e-06,1.070053305153815e-08,1.2369725556803744e-06
2.7780678802834076e-06,0.07665826608284276,3.76,0.0,0.6082720532490433,0.9990279707569284,0.0005165279586964374,2.3632400512063293e-05,0.0008420641847621872,1.2788520121708895e-05,0.0008985006383964913,2.4583354170805747e-09,4.488811501898274e-12,9.799463166841225e-06,7.80383693334128e-06,0.00040309658878571856,1.9216909432408023e-07,5.292672271487379e-05,5.313262850978821e-05,0.00029140571825244147,9.992701371906832e-06,0.00034128485446067595,1.736485052655819e-05,2.547083782813935e-05,4.537196453369197e-06,1.088987322140942e-08,1.3203511663030667e-06
2.8271370516931426e-06,0.07665845540824655,3.76,0.0,0.6082314069650634,0.9990035606671472,0.0005325747214347715,2.3940569773203144e-05,0.0008578393137627741,1.2787911016442699e-05,0.0009140559780936379,2.458153767850262e-09,4.488477992986306e-12,9.828836963140168e-06,7.800212685779727e-06,0.0004105691792396686,1.9208253777167709e-07,5.3884971372273566e-05,5.405810465862731e-05,0.0002973034841785589,1.0079933534600144e-05,0.0003540421919495012,1.819256818805722e-05,2.6898874902184048e-05,4.7055997816547804e-06,1.1078092780286514e-08,1.4077415351688671e-06
2.8762062231028776e-06,0.0766586444428112,3.76,0.0,0.6081905129645057,0.9989789333452824,0.00054882803042488,2.4246434536114147e-05,0.0008736418305117116,1.2787301295616848e-05,0.0009295182414599586,2.4579714711711336e-09,4.488143307289561e-12,9.858065063270199e-06,7.796606966600237e-06,0.00041804119335809214,1.9199646078059544e-07,5.484192893527904e-05,5.4978018212008264e-05,0.0003032176876429511,1.0166673359468364e-05,0.0003670178597781794,1.9043369468755575e-05,2.8376194820489823e-05,4.876813601642357e-06,1.1265170354078109e-08,1.4992568336814183e-06
2.9252753945126126e-06,0.07665883318023248,3.76,0.0,0.60814937314289,0.9989540903137033,0.0005652863018946999,2.4549970807451662e-05,0.0008894720751229972,1.2786690963208724e-05,0.0009448857159280044,2.4577885317115814e-09,4.487807460294885e-12,9.887143945868275e-06,7.793020088105678e-06,0.0004255126289220889,1.9191087079937552e-07,5.579754563122872e-05,5.5892266244054635e-05,0.0003091482246635058,1.025291094824051e-05,0.000380210529013189,1.9917351780974524e-05,2.9903327191734367e-05,5.050818437468959e-06,1.145108521075349e-08,1.595010739229724e-06
2.9743445659223475e-06,0.07665902161442274,3.76,0.0,0.6081079894160311,0.9989290331155577,0.0005819479362450061,2.4851155746462534e-05,0.0009053303777397366,1.2786080023245457e-05,0.0009601567418142849,2.4576049541985796e-09,4.487470461071462e-12,9.916070180267821e-06,7.789452351721525e-06,0.00043298348373924805,1.918257750085933e-07,5.675177226341091e-05,5.6800748991762585e-05,0.00031509498927022236,1.03386366903128e-05,0.00039361884677102844,2.0814601358456142e-05,3.148078091793857e-05,5.227594546310838e-06,1.1635817264739973e-08,1.695117378355948e-06
3.0234137373320825e-06,0.07665920973952559,3.76,0.0,0.6080663637190952,0.9989037633139632,0.0005988113188329199,2.5149967659734113e-05,0.0009212170584846429,1.278546847980139e-05,0.0009753297126290995,2.457420743410909e-09,4.4871323183829414e-12,9.944840427491057e-06,7.785904047974945e-06,0.00044045375564383477,1.917411803204396e-07,5.770456022562787e-05,5.770336987422489e-05,0.00032105787356356363,1.0423841264958796e-05,0.00040724143697070856,2.1735193326068778e-05,3.3109044114157894e-05,5.407121928693116e-06,1.1819347080578135e-08,1.7996912721329916e-06
3.121552080151553e-06,0.07665958504017825,3.76,0.0,0.6079823942470154,0.9988525922481302,0.0006331367993846108,2.5740391333071218e-05,0.0009530767845343248,1.278424359899545e-05,0.001005375330437387,2.457050441384071e-09,4.4864526385978585e-12,1.00019000679821e-05,7.778866845978676e-06,0.00045539254218667223,1.9157352055857527e-07,5.9605628747464184e-05,5.949065571709242e-05,0.0003330315603013659,1.0592651088824585e-05,0.00043512381871682447,2.3646649852378232e-05,3.651984712824461e-05,5.774349291896345e-06,1.2182725522692644e-08,2.0227005695943507e-06
3.2196904229710234e-06,0.0766599590398938,3.76,0.0,0.6078974805596045,0.9988005899901945,0.000668249554752488,2.632109097029301e-05,0.0009850536125008515,1.2783016354253585e-05,0.0010350107900727705,2.4566776648554656e-09,4.4857684937184556e-12,1.0058298021613615e-05,7.771910588185852e-06,0.0004703289717643039,1.9140794144260205e-07,6.150037467511598e-05,6.125341531725558e-05,0.00034506838530649724,1.0759271717876604e-05,0.00046384623013405983,2.565210328814461e-05,4.0139223473936706e-05,6.1523357855935245e-06,1.2541078157947802e-08,2.264960652631227e-06
3.3178287657904938e-06,0.07666033170005311,3.76,0.0,0.6078116387397762,0.9987477696823015,0.0007041362046459017,2.689193358735867e-05,0.001017149739545745,1.2781786779689266e-05,0.001064225175182899,2.456302453791675e-09,4.485079957650246e-12,1.0114010958743722e-05,7.765037206561504e-06,0.00048526302802650055,1.9124448861954585e-07,6.338843177722636e-05,6.299099188244841e-05,0.0003571674219114411,1.092363918318503e-05,0.0004933969043486507,2.775176357041433e-05,4.397032563629215e-05,6.540913217227249e-06,1.289427314546273e-08,2.527396427195842e-06
3.415967108609964e-06,0.07666070298565833,3.76,0.0,0.6077248850911247,0.9986941447092399,0.0007407832013349398,2.7452803750609638e-05,0.0010493672007730746,1.2780554909986364e-05,0.0010930084333034237,2.455924848826212e-09,4.484387105477158e-12,1.0169017080958323e-05,7.75824846003448e-06,0.0005001946950620533,1.910832034835956e-07,6.526944447495452e-05,6.470278036026059e-05,0.00036932771826731544,1.1085694268011804e-05,0.0005237637761187063,2.9945672308027018e-05,4.8015972110062966e-05,6.939910268550698e-06,1.324218919054706e-08,2.810934016859153e-06
3.5141054514294346e-06,0.07666107286540133,3.76,0.0,0.6076372361090849,0.9986397286731249,0.0007781768532749894,2.800360320248381e-05,0.0010817078698165045,1.277932078035051e-05,0.00112135137354521,2.4555448911764353e-09,4.4836900132420116e-12,1.0223296129904562e-05,7.75154593617065e-06,0.000515123957400614,1.9092412321978553e-07,6.714306816391188e-05,6.638822731790625e-05,0.00038154829927248093,1.1245382508353396e-05,0.0005549345062736585,3.223370694941665e-05,5.2278649384406745e-05,7.349152818545458e-06,1.3584715512694724e-08,3.1164991312611314e-06
3.612243794248905e-06,0.07666144131155717,3.76,0.0,0.607548708452598,0.9985845353683448,0.0008163033482592964,2.8544250444847152e-05,0.001114173459936286,1.2778084426451153e-05,0.0011492456613664912,2.4551626225706595e-09,4.482988757824973e-12,1.0276829390391047e-05,7.744931053373971e-06,0.0005300508000135539,1.9076728086055407e-07,6.900896949872003e-05,6.804683064618274e-05,0.00039382816850543203,1.1402654176836975e-05,0.0005868965061070678,3.4615585382411706e-05,5.6760515012375186e-05,7.768464262921155e-06,1.3921751778202293e-08,3.4450154725556547e-06
3.7103821370683754e-06,0.07666180829998567,3.76,0.0,0.6074593189164229,0.9985285787569211,0.0008551487759807121,2.9074680285171646e-05,0.0011467655255977883,1.2776845884358654e-05,0.0011766838105719704,2.4547780851822818e-09,4.482283416819688e-12,1.0329599687936145e-05,7.738405063578655e-06,0.0005449752083138745,1.9061270535422458e-07,7.08668266395649e-05,6.967813909600694e-05,0.0004061663101502585,1.1557464250637526e-05,0.0006196369615787196,3.709087091911424e-05,6.146340170771274e-05,8.197665828419683e-06,1.425320799897922e-08,3.7974031881965743e-06
3.808520479887846e-06,0.07666217381006203,3.76,0.0,0.6073690844042154,0.9984718729443703,0.00089469914991326,2.9594843347541783e-05,0.001179485464521563,1.2775605190485503e-05,0.00120365917258326,2.4543913215605717e-09,4.481574068406387e-12,1.0381591380786644e-05,7.731969055416777e-06,0.0005598971681551618,1.9046042164504062e-07,7.27163294593519e-05,7.128175165028575e-05,0.000418561690906648,1.1709772363593959e-05,0.000653142857225993,3.965897764086102e-05,6.638882244961478e-05,8.636576880637301e-06,1.4579004398249025e-08,4.174577376931348e-06
3.906658822707316e-06,0.07666253782461387,3.76,0.0,0.6072780219024049,0.9984144321561265,0.0009349404284833393,3.0104705551122364e-05,0.0012123345201794514,1.277436238153363e-05,0.001230165923116046,2.4540023745582495e-09,4.48086079122677e-12,1.0432790346622374e-05,7.725623957834685e-06,0.000574816665829628,1.9031045076409247e-07,7.45571797119044e-05,7.285731673920489e-05,0.0004310132618798663,1.1859542743283216e-05,0.0006874009997313996,4.2319176072060394e-05,7.153797654429419e-05,9.08501522478914e-06,1.48990712447515e-08,4.577446650542537e-06
4.004797165526786e-06,0.0766629003298489,3.76,0.0,0.607186148454901,0.9983562707145499,0.0009758585355165818,3.0604247560852596e-05,0.0012453137846940117,1.2773117494442496e-05,0.0012561990464970145,2.453611287262622e-09,4.480143664263454e-12,1.0483183964347402e-05,7.719370544111648e-06,0.0005897336880653,1.9016280992999961e-07,7.638909116301217e-05,7.440453131281517e-05,0.00044351996044611334,1.2006744134352807e-05,0.0007223980410959114,4.507059913761472e-05,7.691175655565329e-05,9.542797398971588e-06,1.521334865830489e-08,5.00691175235675e-06
4.102935508346256e-06,0.07666326131527106,3.76,0.0,0.6070934811386696,0.9982974030165808,0.001017439379929896,3.109346421577031e-05,0.001278424202098379,1.27718705663352e-05,0.0012817543178556107,2.4532181029322586e-09,4.479422766725112e-12,1.0532761091359468e-05,7.713209436228011e-06,0.0006046482220224455,1.9001751265805702e-07,7.821178968597231e-05,7.59231397849885e-05,0.00045608071208735765,1.2151349709382613e-05,0.0007581205013512347,4.791224835604876e-05,8.251075601537114e-05,1.0009738959260829e-05,1.5521786389610274e-08,5.463864234634694e-06
4.201073851165726e-06,0.07666362077358785,3.76,0.0,0.6070000370402305,0.9982378435120925,0.0010596688746296451,3.157236393924582e-05,0.0013116665719219481,1.2770621634465572e-05,0.0013068282833816757,2.4528228649357562e-09,4.478698177935576e-12,1.0581512036613e-05,7.707141109540574e-06,0.0006195602552892752,1.8987456887680146e-07,8.002501332265725e-05,7.741293286020444e-05,0.0004686944321896727,1.2293336968292251e-05,0.0007945547907419679,5.0843000227136175e-05,8.833527783875786e-05,1.0485654755912903e-05,1.582434357663459e-08,5.949185197740993e-06
4.299212193985196e-06,0.07666397870061104,3.76,0.0,0.6069058332331196,0.9981776066829916,0.0011025329545873337,3.2040968134343626e-05,0.0013450415530709204,1.2769370736168968e-05,0.0013314182388222285,2.4524256166906546e-09,4.4779699772261916e-12,1.0629428529780003e-05,7.701165897732732e-06,0.000634469775876971,1.8973398505120457e-07,8.182851231110449e-05,7.887374625355785e-05,0.00048136002780016854,1.2432687627239934e-05,0.0008316872313216895,5.3861612777914956e-05,9.438534337981446e-05,1.0970359200087099e-05,1.6120988479693464e-08,6.463744093356748e-06
4.397350536804666e-06,0.0766643350951508,3.76,0.0,0.6068108867563361,0.9981167070230952,0.001146017594078147,3.2499310567571296e-05,0.0013785496679705321,1.276811790881581e-05,0.0013555222064051962,2.4520264016042535e-09,4.4772382438325395e-12,1.0676503686851136e-05,7.695283998004753e-06,0.0006493767722140891,1.8959576431164427e-07,8.362204908101868e-05,8.030545931526709e-05,0.0004940763993385412,1.2569387498064682e-05,0.0008695040779193807,5.69667322310235e-05,0.0001006607020538468,1.1463666520692637e-05,1.641169819753049e-08,7.008397592937071e-06
4.495488879624136e-06,0.07666468995890416,3.76,0.0,0.606715214593791,0.9980551590188138,0.0011901088230735826,3.294743674472029e-05,0.0014121913069335794,1.2766863189765899e-05,0.0013791389103914402,2.4516252630181026e-09,4.476503056796399e-12,1.0722731972539887e-05,7.689495476463266e-06,0.0006642812331403991,1.8945990658765521e-07,8.540539821887008e-05,8.170799357178666e-05,0.000506842442259591,1.2703426359399477e-05,0.0009079915384370823,6.015689975821499e-05,0.00010716084145080203,1.196539101103179e-05,1.6696458366853083e-08,7.58398852209507e-06
4.593627222443606e-06,0.07666504329633815,3.76,0.0,0.6066188336547738,0.9979929771306622,0.0012347927427801505,3.338540328242783e-05,0.0014459667327209001,1.2765606616323707e-05,0.0014022677514520868,2.4512222441556266e-09,4.4757644948726245e-12,1.0768109159845172e-05,7.683800273669653e-06,0.0006791831479002184,1.8932640874546852e-07,8.717834640428037e-05,8.308131119536379e-05,0.0005196570486632081,1.2834797820549691e-05,0.0009471357934413847,6.343055828310012e-05,0.00011388499786396321,1.2475347264930262e-05,1.6975262847730177e-08,8.191344861518574e-06
4.691765565263076e-06,0.07666539511456892,3.76,0.0,0.6065217607554461,0.997930175775619,0.0012800555403185104,3.3813277278550174e-05,0.001479876085262007,1.2764348225695936e-05,0.0014249087800552462,2.450817388071748e-09,4.475022636440456e-12,1.0812632287115165e-05,7.678198210313e-06,0.0006940825061352907,1.891952647284996e-07,8.894069231931509e-05,8.442541341311424e-05,0.0005325191088486825,1.2963499179162176e-05,0.0009869230150156654,6.67860593000581e-05,0.00012083216716352721,1.29933504020905e-05,1.7248113397097704e-08,8.831278814883128e-06
4.789903908082546e-06,0.07666574542323759,3.76,0.0,0.6064240126013701,0.9978667693103516,0.0013258835025425346,3.423113568402824e-05,0.0015139193865058732,1.2763088054951658e-05,0.0014470626690372404,2.4504107376045917e-09,4.4742775594193625e-12,1.0856299612948611e-05,7.672688992976733e-06,0.0007089792978772593,1.8906646570003183e-07,9.06922465323189e-05,8.574033886617087e-05,0.0005454275128107521,1.3089531273673674e-05,0.0010273393848466315,7.022166967888964e-05,0.0001280011159481095,1.3519216282483046e-05,1.7515019332507175e-08,9.504585943852223e-06
4.888042250902016e-06,0.0766660942343835,3.76,0.0,0.6063256057710701,0.997802772015311,0.001372263029002944,3.463906467882881e-05,0.0015480965453727852,1.276182614098433e-05,0.0014687306855293292,2.4500023353300055e-09,4.47352934118984e-12,1.089911056926354e-05,7.667272219967589e-06,0.0007238735135397782,1.8894000018732827e-07,9.24328313580086e-05,8.702616192921375e-05,0.0005583811516752844,1.321289833151349e-05,0.0010683711115248035,7.373557842658115e-05,0.0001353903929088642,1.4052761709667763e-05,1.777599718820172e-08,1.0212044369843101e-05
4.986180593721486e-06,0.07666644156231579,3.76,0.0,0.6062265567006186,0.997738198079708,0.0014191806440636177,3.5037159054478766e-05,0.0015824073627791586,1.2760562520475416e-05,0.0014899146624059573,2.449592223519104e-09,4.472778058519171e-12,1.094106571285389e-05,7.661947387175413e-06,0.0007387651439103205,1.8881585422640245e-07,9.416228069558846e-05,8.828299100039219e-05,0.0005713789190728702,1.3333607814007507e-05,0.0011100044470430909,7.73259033791979e-05,0.00014299834034280648,1.4593804622992135e-05,1.8031070365541668e-08,1.0954414041942976e-05
5.084318936540956e-06,0.07666678742348344,3.76,0.0,0.6061268816692416,0.9976730615873612,0.001466623008181242,3.5425521605474633e-05,0.0016168515367088454,1.2759297229859829e-05,0.0015106169694120593,2.449180444098377e-09,4.4720237874918864e-12,1.0982166675743337e-05,7.6567138939356e-06,0.0007536541801417233,1.8869401150675866e-07,9.588043984664112e-05,8.951096677114436e-05,0.0005844197124489353,1.3451670258881703e-05,0.0011522257024815517,8.099069779898554e-05,0.00015082310575518384,1.514216427865773e-05,1.828026877969745e-08,1.1732436070157382e-05
5.182457279360426e-06,0.07666713183634534,3.76,0.0,0.6060265967859284,0.9976073765034245,0.0015145769283615585,3.5804262531539e-05,0.0016514286673063397,1.2758030305293626e-05,0.0015308404841166872,2.4487670386121597e-09,4.4712666034448206e-12,1.1022416114632313e-05,7.651571048868924e-06,0.0007685406137435127,1.8857445351548684e-07,9.758716531451769e-05,9.071026048480815e-05,0.0005975024343093359,1.3567099121209242e-05,0.0011950212628706334,8.472795685411297e-05,0.00015886265349472089,1.5697661419692246e-05,1.8523628504400922e-08,1.2546832122970667e-05
5.280595622179896e-06,0.07666747482123994,3.76,0.0,0.605925717977031,0.9975411566619773,0.0015630293678082542,3.617349885246033e-05,0.0016861382619690903,1.2756761782623765e-05,0.001550588562830393,2.4483520481876088e-09,4.4705065809067854e-12,1.1061817659718468e-05,7.646518075675448e-06,0.000783424436573052,1.8845715968014234e-07,9.928232458692486e-05,9.188107219233063e-05,0.0006106259934007809,1.3679910613596105e-05,0.001238377601229554,8.853562396077598e-05,0.00016711477636937168,1.626011843491283e-05,1.8761191416425997e-08,1.3398303887974703e-05
5.378733964999366e-06,0.07666781640025597,3.76,0.0,0.6058242609748321,0.9974744157544752,0.001611967454783002,3.653335383709001e-05,0.0017209797404177686,1.2755491697359661e-05,0.0015698650116146727,2.4479355135023532e-09,4.469743793542876e-12,1.1100375863154291e-05,7.641554118860223e-06,0.0007983056408265507,1.8834210750986894e-07,0.00010096579590338924,9.302362901283464e-05,0.0006237893058257576,1.3790123546352e-05,0.001282281291780461,9.24115969694868e-05,0.00017557710719374515,1.6829359507010676e-05,1.8993004841357024e-08,1.4287532594112175e-05
5.476872307818836e-06,0.07666815659710417,3.76,0.0,0.6057222413070592,0.9974071673190432,0.0016613784906971602,3.688395644789575e-05,0.0017559524397249724,1.2754220084646608e-05,0.0015886740575025019,2.4475174747546788e-09,4.468978314103259e-12,1.11380961473896e-05,7.636678249370668e-06,0.000813184219029972,1.8822927273427337e-07,0.00010263746800924539,9.413818340624488e-05,0.0006369912960919494,1.3897759168340858e-05,0.0013267190223424626,9.635373417939698e-05,0.0001842471302229609,1.7405210749923928e-05,1.9219121202090064e-08,1.5215178593909891e-05
5.575010650638306e-06,0.07666849543699077,3.76,0.0,0.6056196742873222,0.9973394247305962,0.0017112499574572708,3.722544080226212e-05,0.0017910556192845734,1.275294697924108e-05,0.00160702032003916,2.4470979716360758e-09,4.468210214376272e-12,1.1174984753630572e-05,7.631889470127947e-06,0.0008280601640298741,1.881186294396231e-07,0.00010429723989774932,9.522501146458534e-05,0.0006502308980963997,1.4002841009149992e-05,0.001371677605912786,0.0001003598601665356,0.0001931221924315141,1.7987500335698636e-05,1.9439597671391168e-08,1.6181881003938598e-05
5.673148993457776e-06,0.07666883294649317,3.76,0.0,0.605516575006448,0.9972712011917702,0.00176156952408798,3.755794565152573e-05,0.001826288465705652,1.2751672415488023e-05,0.0016249087832424767,2.4466770433060876e-09,4.467439565145721e-12,1.1211048690629787e-05,7.627186721436671e-06,0.0008429334689842143,1.8801015020198484e-07,0.00010594502054186289,9.628441122795693e-05,0.0006635070560449512,1.4105394723162484e-05,0.001417143991445291,0.00010442777141386164,0.00020219951459963064,1.8576058611067374e-05,1.9654495829713358e-08,1.718825740161169e-05
5.771287336277246e-06,0.07666916915343787,3.76,0.0,0.6054129583246798,0.99720250972464,0.0018123250526572263,3.7881613878562504e-05,0.0018616500976166462,1.275039642729991e-05,0.0016423447680718537,2.4462547283694857e-09,4.466666436152324e-12,1.1246295684003351e-05,7.622568886258936e-06,0.0008578041273531498,1.8790380621696487e-07,0.00010758072861719785,9.731670103061359e-05,0.0006768187253077285,1.420544793606389e-05,0.0014631052738393018,0.00010855524173296556,0.0002114762021733958,1.9170718204002446e-05,1.986388132935364e-08,1.823490357632349e-05
5.869425679096716e-06,0.07666950408678165,3.76,0.0,0.6053088388647155,0.9971333631632089,0.001863504603529612,3.819659201459146e-05,0.0018971395703669324,1.2749119048137558e-05,0.0016593339054859504,2.4458310648557183e-09,4.465890896059111e-12,1.1280734126253867e-05,7.618034795340347e-06,0.0008726721328898564,1.87799567425753e-07,0.00010920429221754954,9.83222178819873e-05,0.0006901648732116585,1.4303030094261598e-05,0.001509548703154202,0.00011274002746907043,0.000220949255868606,1.977131412052427e-05,2.0067823565916296e-08,1.9322393332832954e-05
5.967564021916186e-06,0.07666983777649564,3.76,0.0,0.6052042310055527,0.9970637741466342,0.0019150964399746336,3.850302977570781e-05,0.001932755880614617,1.2747840310992634e-05,0.0016758821101597533,2.4454060902004994e-09,4.465113012420678e-12,1.131437302766083e-05,7.613583232177588e-06,0.0008875374796313985,1.8769740263721507e-07,0.00011081564856438493,9.930131588695866e-05,0.000703544479771222,1.4398172317642741e-05,0.0015564616930673647,0.00011697987248269836,0.00023061558199185923,2.0377683832065357e-05,2.0266395357936415e-08,2.0451278344725427e-05
6.065702364735656e-06,0.07667017025345298,3.76,0.0,0.6050991488771075,0.9969937551131779,0.001967089032157044,3.880107961951003e-05,0.0019684979707907924,1.2746560248371874e-05,0.0016919955549227902,2.4449798412294473e-09,4.464332851656075e-12,1.1347221968183536e-05,7.609212937818948e-06,0.0009024001618896651,1.875972796458287e-07,0.00011241474371158275,0.00010025436470913043,0.0007169565383587976,1.4490907256045991e-05,0.0016038318285948757,0.00012127251290299159,0.00024047200245588653,2.0989667353707037e-05,2.0459672635408592e-08,2.1622088055729436e-05
6.163840707555126e-06,0.07667050154932008,3.76,0.0,0.6049936063555742,0.9969233182948412,0.0020194710605369996,3.909089632205097e-05,0.002004364733431967,1.2745278892282982e-05,0.0017076806459715857,2.4445523541437167e-09,4.463550479025251e-12,1.1379291050504826e-05,7.604922615490612e-06,0.0009172601742423973,1.8749916534528922e-07,0.000114001532246653,0.00010118174808033789,0.0007304000563161274,1.4581268949773844e-05,0.0016516468730961719,0.00012561568164920988,0.0002505152644694905,2.1607107313619754e-05,2.064773413785956e-08,2.283532962662491e-05
6.261979050374596e-06,0.07667083169645185,3.76,0.0,0.6048876170594953,0.9968524757126712,0.0020722314187078816,3.9372636575224684e-05,0.002040355015373713,1.2743996274222024e-05,0.0017229439989012141,2.444123664507549e-09,4.462765958608877e-12,1.1410590854327854e-05,7.6007109350429745e-06,0.0009321175115243244,1.8740302583764696e-07,0.00011557597698959058,0.00010208386235913409,0.0007438740555085578,1.46692926944254e-05,0.0016998947745851252,0.00013000711271835263,0.0002607420498856606,2.2229849014048864e-05,2.0830661122503693e-08,2.4091487925451477e-05
6.360117393194066e-06,0.0766711607277909,3.76,0.0,0.6047811943465026,0.9967812391726972,0.002125359215699764,3.964645860459185e-05,0.002076467621799864,1.2742712425162366e-05,0.0017377924155930248,2.4436938072376627e-09,4.461979353291378e-12,1.1441132392022678e-05,7.596576537212633e-06,0.0009469721688184244,1.8730882653787485e-07,0.00011713804869044752,0.0001029611151405156,0.0007573775728238404,1.4755014910284799e-05,0.0017485636713712924,0.00013444454523816525,0.0002711489841944587,2.28577404841964e-05,2.1008537082925033e-08,2.5391025558711524e-05
