Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72)
5.8914315908848626e-05,0.08251495190385179,3.76,0.0,0.8878624853900093,0.9893214939307973,0.008806456000741775,1.218261816075502e-05,0.003491643147763949,2.906997161898655e-06,0.0008030278421906837,1.2053171009768137e-09,8.822201035825515e-13,2.5117465539257814e-06,1.8212108896774377e-06,0.0014563046614554018,2.3753695510666652e-08,0.000148205692682245,0.00014070576259865588,0.0014197305348762864,2.8247333530357207e-06,0.008395152412605938,0.00019470058712473716,0.001296828793431238,4.5740342137171404e-05,6.504470196105149e-09,0.00017627148376614534,1.2783591174762256e-06,3.5384246086166634e-05,7.039350324236898e-05,5.20694521088376e-08,9.716753907442637e-08,1.2685513350869112e-10,0.00012666693456572255,1.5368375096466236e-12,1.0234266074601914e-09,4.228506983899575e-08,1.1224571719150791e-06,1.9315901471918147e-08,1.8216650042659012e-10,1.0199705891795152e-15,2.8942580448555285e-11,2.048355820762815e-11,8.873618573574165e-08,4.542037109034409e-11,8.52673865429802e-09,1.74529748386981e-08,1.1540005141488016e-12,3.044957791154547e-13,4.557652544867773e-12,3.1687082537744894e-10,1.0805065872346207e-05,1.4116760829135832e-10
6.0097160678435954e-05,0.08251553640411102,3.76,0.0,0.8875449812015291,0.9890786745011173,0.009018167376250318,1.2181934209802444e-05,0.003568408513942359,2.906798852778211e-06,0.0008028535719605964,1.2049305411029403e-09,8.819371623311437e-13,2.5124508082396103e-06,1.820977592360624e-06,0.0014855194952063616,2.3759001545212058e-08,0.00014908610044731425,0.00014063975807914486,0.001449509731667721,2.8258359262313753e-06,0.008598803732098858,0.00019709193629034613,0.001330715309533168,4.718679204137111e-05,6.501446061272218e-09,0.00018370329566832688,1.3115437030111473e-06,3.6207839403083636e-05,7.280560886609803e-05,5.340773263250706e-08,9.939904455417315e-08,1.297664805450367e-10,0.00012663584538651816,1.5896827818157018e-12,1.0571441309723538e-09,4.362935003422803e-08,1.1783726102703771e-06,1.9322249945860727e-08,1.8791051884072223e-10,1.0553246557315698e-15,3.044019619557076e-11,2.1519716158112082e-11,8.981504836283783e-08,4.8457824733605693e-11,8.880390061192803e-09,1.792721623858721e-08,1.20288950995881e-12,3.0490761649698377e-13,4.792410199502567e-12,3.223625611073549e-10,1.1029146336424407e-05,1.4824256435884297e-10
6.128000544802328e-05,0.0825161226323878,3.76,0.0,0.8872276017758991,0.988835968952688,0.009229832968605602,1.2181105853624535e-05,0.0036452709654241403,2.9066003429576305e-06,0.000802671155489465,1.2045440603904352e-09,8.816542778979635e-13,2.5131489561863645e-06,1.820743807018944e-06,0.0015147306920195909,2.3764250715064685e-08,0.00014992465850355692,0.00014057234661590383,0.0014792670667409912,2.8269160300403564e-06,0.0088023791702548,0.0001993931664105084,0.0013645515201179909,4.86456974343962e-05,6.498357338976454e-09,0.0001912239175234954,1.3446738177567147e-06,3.703003826997243e-05,7.524367675337197e-05,5.474311786357954e-08,1.0162513538685645e-07,1.3267078371742128e-10,0.00012660477078794594,1.6430088378043045e-12,1.0912465432561057e-09,4.498994714871801e-08,1.235963735702763e-06,1.9328468525507638e-08,1.9372189608121922e-10,1.0910732872116161e-15,3.198435652511655e-11,2.2587631491216385e-11,9.085145156848113e-08,5.163064432311019e-11,9.244248090233921e-09,1.840679745697959e-08,1.2528938205584369e-12,3.053126668302464e-13,5.034381647627604e-12,3.278542912966539e-10,1.124781960867307e-05,1.5552943230528953e-10
6.246285021761062e-05,0.08251671054043834,3.76,0.0,0.8869103489120878,0.9885933775927818,0.009441450211387101,1.2180152271301715e-05,0.003722227050783578,2.906401603027855e-06,0.000802482006149619,1.204157647160229e-09,8.813714419565512e-13,2.513842276829277e-06,1.8205095216650836e-06,0.0015439382390406604,2.376944545274278e-08,0.0001507231493004809,0.00014050377850788735,0.0015090024712577812,2.8279775311382923e-06,0.00900587685198234,0.0002016074722485671,0.0013983368455347056,5.0116847975738204e-05,6.495215528474994e-09,0.0001988299837081626,1.3777511838872715e-06,3.7851043401479636e-05,7.770756785466237e-05,5.607568003624587e-08,1.0384638545172007e-07,1.3556879105454626e-10,0.00012657371080939344,1.6968108119765837e-12,1.1257314950293076e-09,4.636674008108527e-08,1.2952492687064559e-06,1.9334590890438683e-08,1.996000593064957e-10,1.12721553957674e-15,3.3575584239618176e-11,2.368768734516062e-11,9.184696703153757e-08,5.4942012085803346e-11,9.618619383063313e-09,1.8891689288058874e-08,1.304031417611029e-12,3.057119628796343e-13,5.283643612863482e-12,3.333462528048492e-10,1.1461051565717593e-05,1.630306498906214e-10
6.364569498719795e-05,0.08251730008098979,3.76,0.0,0.8865932240976306,0.9883509004934222,0.009653016852034605,1.2179089355481608e-05,0.0037992734694211722,2.906202609413727e-06,0.0008022872912714508,1.2037712920301492e-09,8.81088647806075e-13,2.5145318034972957e-06,1.820274740033104e-06,0.0015731421245618743,2.377458830251483e-08,0.00015148328492246523,0.0001404342604478811,0.0015387158909210814,2.8290236475263156e-06,0.009209295231346113,0.00020373795783622714,0.0014320708197529662,5.1600040699943565e-05,6.492030129913359e-09,0.0002065182484796378,1.4107774588276015e-06,3.8671048664544836e-05,8.019715025265281e-05,5.740548865420064e-08,1.0606334876323434e-07,1.384612245925605e-10,0.00012654266546016586,1.7510842093092443e-12,1.1605967427678314e-09,4.775961664815987e-08,1.3562478146223315e-06,1.9340644849825443e-08,2.0554447457271037e-10,1.163750506561913e-15,3.5214398464531636e-11,2.4820264718382957e-11,9.280311089207045e-08,5.839511806119773e-11,1.0003813863396998e-08,1.9381862854394074e-08,1.3563207301479287e-12,3.061062312950181e-13,5.540272173621867e-12,3.388385683908851e-10,1.1668822105762181e-05,1.707486279086025e-10
6.482853975678528e-05,0.08251789120777264,3.76,0.0,0.8862762285654673,0.988108537539913,0.009864530899258208,1.2177930265225363e-05,0.0038764070625909516,2.9060033436526695e-06,0.0008020879724082786,1.20338498749053e-09,8.808058901264388e-13,2.5152183648944026e-06,1.8200394784017596e-06,0.001602342338021459,2.3779681884310165e-08,0.00015220670944325666,0.0001403639626322668,0.0015684072832951555,2.8300570529383065e-06,0.00941263303458194,0.00020578763493500738,0.0014657530706699516,5.309507945686359e-05,6.488808930136007e-09,0.0002142855824650852,1.4437542287154869e-06,3.9490240809528686e-05,8.271229818821677e-05,5.873261027300276e-08,1.0827655874707976e-07,1.41348779693269e-10,0.0001265116347254441,1.8058248693954503e-12,1.1958401516966896e-09,4.9168472744393775e-08,1.418977866909716e-06,1.9346653299863034e-08,2.1155464347467341e-10,1.2006773877250207e-15,3.6901314788321276e-11,2.5985742349897997e-11,9.372134478319501e-08,6.199315945320966e-11,1.0400144611888903e-08,1.9877289663377268e-08,1.4097807846957753e-12,3.064966526791409e-13,5.804342731154984e-12,3.443315215124235e-10,1.1871124138640535e-05,1.7868575151885146e-10
6.601138452637262e-05,0.08251848387562163,3.76,0.0,0.8859593633412574,0.9878662884711462,0.010075990579089951,1.2176685878526046e-05,0.00395362480527738,2.9058037914609e-06,0.0008018848393070682,1.2029987276412058e-09,8.805231647386814e-13,2.515902619137926e-06,1.819803762976491e-06,0.0016315388699934777,2.37847288524921e-08,0.0001528950012304119,0.00014029302481829075,0.0015980766155677853,2.831079965309918e-06,0.009615889212344604,0.00020775942235651555,0.001499383303611594,5.4601774408765285e-05,6.485558351155854e-09,0.00022212896911649925,1.4766830050013619e-06,4.030879929482641e-05,8.52528912205355e-05,6.005710832619273e-08,1.1048652777918563e-07,1.4423212409175324e-10,0.00012648061857183156,1.8610289261852347e-12,1.2314596733814661e-09,5.059321158970252e-08,1.4834578102422401e-06,1.9352635035384577e-08,2.1763009937023993e-10,1.2379952582865717e-15,3.8636845487026363e-11,2.7184496930278082e-11,9.46030771433837e-08,6.573934001687357e-11,1.0807927756015786e-08,2.037794164971994e-08,1.4644310327629204e-12,3.068838413242233e-13,6.07593010624841e-12,3.4982523772985773e-10,1.206796261412955e-05,1.868443813337896e-10
6.719422929595995e-05,0.08251907804051047,3.76,0.0,0.8856426292827819,0.9876241529131059,0.010287394298134309,1.2175365179556793e-05,0.0040309237988069724,2.905603941794636e-06,0.0008016785386227431,1.2026125079481471e-09,8.802404684069363e-13,2.5165850828758025e-06,1.819567627537068e-06,0.0016607317121705588,2.3789731867384813e-08,0.00015354967519760941,0.00014022156144166106,0.0016277238626812526,2.832094221453222e-06,0.009819062899679433,0.00020965614597654377,0.001532961287508249,5.611994157848583e-05,6.482283665898935e-09,0.0002300455011611975,1.509565221881387e-06,4.112689618860604e-05,8.781881350252063e-05,6.13790430115778e-08,1.1269374693859554e-07,1.4711189762592483e-10,0.00012644961695157598,1.9166927731112845e-12,1.2674533333074469e-09,5.2033743034961313e-08,1.5497059234329647e-06,1.9358605434449553e-08,2.2377040447127901e-10,1.2757031973819042e-15,4.042149985490464e-11,2.8416903304691765e-11,9.544966463319606e-08,6.963686947698743e-11,1.1227482372636743e-08,2.0883791195633227e-08,1.5202913104981942e-12,3.0726799950990515e-13,6.3551086001311194e-12,3.553196790140586e-10,1.2259353589435942e-05,1.9522685375364497e-10
6.837707406554729e-05,0.0825196736596103,3.76,0.0,0.8853260271124916,0.9873821304065323,0.010498740613054194,1.2173975593642112e-05,0.004108301264114722,2.9054037864806884e-06,0.0008014695981044461,1.2022263249375315e-09,8.799577986852206e-13,2.51726615633377e-06,1.8193311114932323e-06,0.0016899208573399457,2.3794693580144195e-08,0.00015417218500342645,0.00014014966585751968,0.0016573490057823236,2.833101339821585e-06,0.010022153382698212,0.00021148053933227022,0.0015664868433880553,5.764940244466334e-05,6.478989125780636e-09,0.00023803237706675258,1.5424022358908877e-06,4.1944696136347755e-05,9.040995315871283e-05,6.269847134255557e-08,1.148986859429731e-07,1.4998871255395505e-10,0.00012641862980570495,1.972813040493163e-12,1.3038192430867916e-09,5.3489982917403894e-08,1.61774038221016e-06,1.9364577031681586e-08,2.2997514753182279e-10,1.3138004323216872e-15,4.2255784362303086e-11,2.968333433451912e-11,9.626241368459316e-08,7.368896297834584e-11,1.1659130401648294e-08,2.1394811157389174e-08,1.5773820528678526e-12,3.0765008165500387e-13,6.641951940391519e-12,3.608150621830978e-10,1.2445323336343497e-05,2.0383548224555963e-10
6.955991883513462e-05,0.08252027069130555,3.76,0.0,0.8850095574441968,0.987140220429489,0.010710028205398322,1.2172523252972407e-05,0.0041857545355908745,2.9052033197796773e-06,0.0008012584468074997,1.2018401760178506e-09,8.79675153767262e-13,2.5179461435213037e-06,1.819094258496483e-06,0.001719106299354504,2.379961660688008e-08,0.0001547639251977771,0.00014007741394363014,0.0016869520309459312,2.834102573418701e-06,0.010225160070984184,0.00021323524469875623,0.0015999598348504702,5.918998357898596e-05,6.475678216004297e-09,0.00024608689753784403,1.575195326989121e-06,4.2762356383512716e-05,9.302620175222716e-05,6.401544715136532e-08,1.1710179323938755e-07,1.528631532326229e-10,0.00012638765706739905,2.0293865674027986e-12,1.3405555813194694e-09,5.496185250567704e-08,1.68757926185144e-06,1.9370560002219128e-08,2.362439408075555e-10,1.3522860320216697e-15,4.414020276711742e-11,3.098416103653727e-11,9.704258211860253e-08,7.789884056691789e-11,1.2103196569339597e-08,2.1910974889651673e-08,1.6357241154748953e-12,3.080305150479188e-13,6.936533367557735e-12,3.663114796163406e-10,1.2625907488247593e-05,2.1267255866824646e-10
7.074276360472196e-05,0.08252086909520033,3.76,0.0,0.8846932208048991,0.9868984224157267,0.010921255860855591,1.2171013218336447e-05,0.004263281055433371,2.905002537691932e-06,0.0008010454319948659,1.2014540593961783e-09,8.793925323833084e-13,2.5186252690125183e-06,1.8188571151614488e-06,0.0017482880331004009,2.380450351288866e-08,0.00015532623331581148,0.0001400048671371349,0.0017165329281263139,2.835098954007857e-06,0.010428082474770919,0.00021492281454182487,0.001633380160191161,6.0741516320598764e-05,6.472353789109981e-09,0.00025420646206189394,1.6079456992992739e-06,4.358002684286404e-05,9.566745382771597e-05,6.533002109162383e-08,1.1930349621870827e-07,1.5573577635373985e-10,0.00012635669866436401,2.086410374367505e-12,1.3776605763170578e-09,5.6449277988437233e-08,1.759240539683211e-06,1.937656256721628e-08,2.4257641783453047e-10,1.3911590274958738e-15,4.6075256392094065e-11,3.231975283088218e-11,9.77913807344233e-08,8.226972670171492e-11,1.2560008320103348e-08,2.243225624580843e-08,1.6953386523530026e-12,3.084090799865927e-13,7.238925709912946e-12,3.718087622330044e-10,1.2801150227096777e-05,2.2174035337447763e-10
7.192560837430929e-05,0.08252146883213543,3.76,0.0,0.8843770176526771,0.986656735769708,0.011132422452119952,1.2169449679710746e-05,0.004340878368437285,2.904801437719869e-06,0.0008008308333806825,1.2010679738872337e-09,8.791099337114389e-13,2.51930369306453e-06,1.8186197298162782e-06,0.0017774660544618548,2.3809356811855238e-08,0.00015586039191802696,0.00013993207490256633,0.0017460916902932366,2.8360913290666217e-06,0.010630920186041832,0.00021654571325592015,0.0016667477458806442,6.230383648344561e-05,6.469018074031703e-09,0.0002623885655177159,1.6406544835495154e-06,4.439785019696422e-05,9.833360651880304e-05,6.664224082933682e-08,1.215042015266907e-07,1.5860711194371242e-10,0.00012632575452014249,2.1438816499953282e-12,1.415132526874044e-09,5.795218998571593e-08,1.8327420974594571e-06,1.938259132951179e-08,2.489722320619347e-10,1.4304186653982629e-15,4.8061444343378944e-11,3.369047741434315e-11,9.850997498250653e-08,8.680484979399263e-11,1.3029895754978566e-08,2.295862958420248e-08,1.756247416055905e-12,3.0878663288997014e-13,7.549201307010572e-12,3.7730709284743885e-10,1.2971103510032687e-05,2.3104111633868725e-10
7.310845314389662e-05,0.08252206986417934,3.76,0.0,0.884060948391282,0.9864151598787407,0.011343526924771986,1.2167836112012119e-05,0.004418544117168885,2.90460001876818e-06,0.000800614875050158,1.2006819187546237e-09,8.788273572667058e-13,2.5199815236705727e-06,1.8183821517872743e-06,0.0018066403602835061,2.3814178947636e-08,0.0001563676305782726,0.00013985907684733168,0.0017756283127230528,2.8370803931980145e-06,0.01083367286288914,0.00021810631911910864,0.0017000625411678735,6.387678409303972e-05,6.465672883053255e-09,0.0002706307948570735,1.6733227407003e-06,4.5215962028804987e-05,0.00010102455921084423,6.795215114695588e-08,1.237042954545155e-07,1.6147766335184807e-10,0.00012629482455624356,2.201797732418568e-12,1.4529697884443066e-09,5.947052314675015e-08,1.90810172363178e-06,1.9388651558452316e-08,2.554310543569928e-10,1.4700640096111779e-15,5.00992635508073e-11,3.509670083327877e-11,9.91994866619188e-08,9.150744177343029e-11,1.3513191576083886e-08,2.3490069784306134e-08,1.818472602689739e-12,3.0916359010454746e-13,7.867432088405506e-12,3.8280659545220886e-10,1.3135826335323396e-05,2.405770788315757e-10
7.429129791348396e-05,0.08252267215460313,3.76,0.0,0.8837450133819638,0.9861736941226733,0.011554568285694972,1.2166175397913136e-05,0.004496276037482818,2.9043982806559125e-06,0.0008003977353985665,1.2002958937003252e-09,8.78544802856862e-13,2.5206588257838814e-06,1.818144430856839e-06,0.0018358109483318653,2.381897228443008e-08,0.00015684912781990283,0.0001397859045432815,0.0018051427924208592,2.8380667144310955e-06,0.011036340216624743,0.0002196069264134402,0.0017333245136366357,6.54602031492026e-05,6.462319715318413e-09,0.000278930825865518,1.7059514635382251e-06,4.6034490975131794e-05,0.00010374021325134446,6.925979395279826e-08,1.2590414439095074e-07,1.6434790763450346e-10,0.00012626390869356657,2.2601560864607377e-12,1.4911707465572935e-09,6.10042157815099e-08,1.985337115505422e-06,1.939474743175067e-08,2.619525712009095e-10,1.5100940231011664e-15,5.218920890553291e-11,3.6538787725196534e-11,9.986099546144777e-08,9.638073768104226e-11,1.4010231036325255e-08,2.402655223095916e-08,1.8820366046016603e-12,3.0953933842952183e-13,8.19368966184866e-12,3.883069779734777e-10,1.3295384047020765e-05,2.503504531332821e-10
7.54741426830713e-05,0.08252327566788059,3.76,0.0,0.8834292129530048,0.9859323378816863,0.01176554559360358,1.2164469948366315e-05,0.004574071954344858,2.904196223878469e-06,0.00080017955550096,1.1999098987826222e-09,8.782622705448145e-13,2.5213356305111473e-06,1.8179066164171464e-06,0.0018649778172561717,2.3823739117449577e-08,0.00015730601299795264,0.00013971258295104926,0.001834635127651308,2.839050755893937e-06,0.01123892200121842,0.000221049747666731,0.0017665336455643668,6.705394141200195e-05,6.458959668118078e-09,0.0002872864200069879,1.738541579389646e-06,4.685355889743475e-05,0.00010648047170164473,7.056520851274685e-08,1.2810409532212228e-07,1.6721829705403315e-10,0.0001262330068525141,2.3189542959612454e-12,1.5297338444534126e-09,6.255320947906813e-08,2.064465881292994e-06,1.94008822316009e-08,2.6853648413770427e-10,1.5505079752288852e-15,5.433177354615226e-11,3.801710121587102e-11,1.0049554052430445e-07,1.0142797528508929e-10,1.4521351893435923e-08,2.4568052801799607e-08,1.946962399200964e-12,3.099146948092942e-13,8.52804520822678e-12,3.938083938699189e-10,1.3449847677594558e-05,2.6036343318776574e-10
7.665698745265863e-05,0.08252388036966958,3.76,0.0,0.8831135474073206,0.9856910905423758,0.011976457951355714,1.2162721795464986e-05,0.004651929777927819,2.903993849700523e-06,0.0007999604460591994,1.1995239342687275e-09,8.779797605492882e-13,2.5220119426379425e-06,1.81766875703392e-06,0.0018941409665482556,2.3828481657589285e-08,0.00015773936812962688,0.0001396391316301944,0.0018641053175608943,2.8400328942453033e-06,0.011441418004683212,0.00022243691597901845,0.0017996899309498332,6.865785020856619e-05,6.455593619613294e-09,0.00029569542135585695,1.7710939552565647e-06,4.7673281066571393e-05,0.00010924523912430039,7.186843161729267e-08,1.3030447637138737e-07,1.700892592065435e-10,0.00012620211895441778,2.378190053221322e-12,1.5686575792233694e-09,6.411744881846025e-08,2.145505542082643e-06,1.94070585083423e-08,2.7518250768379346e-10,1.591304941651233e-15,5.6527448950883726e-11,3.953200299262776e-11,1.011041220912589e-07,1.0665239471959918e-10,1.5046894367749302e-08,2.5114547889453897e-08,2.013273467572378e-12,3.1029022673150825e-13,8.870569562243722e-12,3.9931106402224664e-10,1.3599293327676818e-05,2.7061819689313003e-10
7.783983222224596e-05,0.08252448622676892,3.76,0.0,0.882798017028465,0.985449951502374,0.01218730449973754,1.2160932654500864e-05,0.004729847499952144,2.9037911598750357e-06,0.0007997404931136575,1.1991380006319391e-09,8.776972732331746e-13,2.522687744976774e-06,1.817430900422361e-06,0.0019233003965024227,2.383320202181233e-08,0.0001581502296747078,0.00013956556583221287,0.0018935533618772884,2.841013435151874e-06,0.011643828042069607,0.0002237704874014025,0.0018327933730984322,7.027178425819718e-05,6.452222342899958e-09,0.00030415575361925583,1.8036093999301958e-06,4.849376635777886e-05,0.00011203442140089667,7.316949757107885e-08,1.3250559736604166e-07,1.7296119729565477e-10,0.00012617124492257645,2.4378611389543218e-12,1.6079404618636515e-09,6.56968811168685e-08,2.228473533710439e-06,1.9413278222978766e-08,2.818903676878136e-10,1.6324838001677964e-15,5.877672484943302e-11,4.108385348197706e-11,1.0168770294279355e-07,1.1205723814692512e-10,1.5587201103511797e-08,2.566601437852516e-08,2.0809933714674233e-12,3.106649104330162e-13,9.22133331898894e-12,4.0481457095145753e-10,1.3743801581995628e-05,2.8111690565658425e-10
7.90226769918333e-05,0.08252509320710787,3.76,0.0,0.8824826220853667,0.9852089201739634,0.012398084412424444,1.2159103994424668e-05,0.004807823190244679,2.9035881563576066e-06,0.0007995197628791744,1.198752098554518e-09,8.774148091119374e-13,2.523363003753913e-06,1.8171930929171627e-06,0.0019524561081762357,2.383790225556139e-08,0.00015853959026262978,0.00013949189730570643,0.0019229792606696265,2.8419926257652188e-06,0.011846151949785081,0.0002250524433387707,0.001865843982664899,7.189560151360218e-05,6.448846324378959e-09,0.0003126654172511731,1.836088665650769e-06,4.9315117452581736e-05,0.00011484792557574838,7.446843841994218e-08,1.347077504201261e-07,1.7583449205961561e-10,0.00012614038468148738,2.4979654174566584e-12,1.6475810475942293e-09,6.729145611549977e-08,2.3133872085407263e-06,1.9419542860947585e-08,2.8865980151793686e-10,1.674043848525889e-15,6.108008948147039e-11,4.2673011709614136e-11,1.0224720977924759e-07,1.1764574943958443e-10,1.6142617132958138e-08,2.6222429604300786e-08,2.1501462143977013e-12,3.110395214634263e-13,9.580406680268978e-12,4.103190137198077e-10,1.3883456960469326e-05,2.918617040910895e-10
8.020552176142063e-05,0.08252570127972751,3.76,0.0,0.8821673628360132,0.9849679959867664,0.012608796891930148,1.2157237096839832e-05,0.004885854993494359,2.903384841463147e-06,0.0007992983057591739,1.1983662288090812e-09,8.771323687496818e-13,2.524037674030807e-06,1.8169553790569345e-06,0.0019816081033513545,2.384258431838766e-08,0.00015890840036856987,0.00013941813495582428,0.001952383014159118,2.84297066538839e-06,0.012048389581016549,0.0002262846929565597,0.0018988417760714463,7.352916301663183e-05,6.445465930575598e-09,0.00032122248665868917,1.8685324537754265e-06,5.0137431045029325e-05,0.00011768565972184403,7.576528414982064e-08,1.3691121053273065e-07,1.7870950197559035e-10,0.00012610953815785582,2.5585008329404275e-12,1.687577949341139e-09,6.89011257686453e-08,2.400263837175005e-06,1.942585352297669e-08,2.954905563034363e-10,1.7159842028713657e-15,6.343802995209128e-11,4.429983551401372e-11,1.027835347385239e-07,1.2342117387965147e-10,1.6713489842588806e-08,2.6783771389895843e-08,2.22075671202354e-12,3.1141495188206956e-13,9.947859551697892e-12,4.1582478434198773e-10,1.4018347403330653e-05,3.0285472294928976e-10
8.138836653100797e-05,0.08252631041472647,3.76,0.0,0.881852239530235,0.984727178389536,0.012819441166395652,1.2155333082545037e-05,0.00496394112618812,2.9031812177904977e-06,0.0007990761595628069,1.1979803922300619e-09,8.768499527607782e-13,2.524711700945997e-06,1.8167178018693025e-06,0.0020107563844946265,2.3847250067917367e-08,0.000159257569942001,0.00013934428551381887,0.001981764622574423,2.8439477146126717e-06,0.01225054080207244,0.00022746907557709897,0.001931786774245245,7.51723327666924e-05,6.44208157251188e-09,0.0003298251075000268,1.9009414175094106e-06,5.0960798050969804e-05,0.00012054753282595069,7.706006263959123e-08,1.3911623619320188e-07,1.8158656318931357e-10,0.00012607870528167763,2.6194653915666333e-12,1.7279297819066529e-09,7.052584409958222e-08,2.4891206100770114e-06,1.943221100803199e-08,3.023823872230265e-10,1.7583036363278353e-15,6.58510318985195e-11,4.5964681645248773e-11,1.0329753672312827e-07,1.2938675787914571e-10,1.7300168941874316e-08,2.7350018033719683e-08,2.292849541682258e-12,3.1178972525269794e-13,1.0323761688131309e-11,4.213313385273857e-10,1.414856378915235e-05,3.140980790259639e-10
8.25712113005953e-05,0.082526920583243,3.76,0.0,0.8815372524117892,0.9844864668514399,0.013030016487031535,1.215339294920125e-05,0.005042079873710433,2.9029772879031064e-06,0.0007988533522424978,1.1975945897652627e-09,8.765675618658506e-13,2.5253850222964358e-06,1.8164804026710898e-06,0.0020399009547207845,2.3851901295692755e-08,0.0001595879699829363,0.0001392703539893557,0.0020111240860415853,2.844923902368068e-06,0.012452605489483187,0.00022860736305043051,0.0019646790016198366,7.68249776004034e-05,6.438693427886374e-09,0.0003384714940735495,1.9333161619406803e-06,5.178530381833337e-05,0.00012343345469022115,7.835279987017002e-08,1.4132306998410033e-07,1.844659918540575e-10,0.0001260478859847492,2.68085715706626e-12,1.7686351863910082e-09,7.216556692467273e-08,2.579974639112728e-06,1.9438615880077604e-08,3.093350583952854e-10,1.8010014761606096e-15,6.831957943993543e-11,4.766790537941522e-11,1.0379004257410412e-07,1.3554574871680576e-10,1.7903006433872123e-08,2.7921148222620127e-08,2.366449825226704e-12,3.121645105987844e-13,1.0708182450097309e-11,4.26838658958225e-10,1.4274199484601817e-05,3.2559387345836716e-10
8.363577159322389e-05,0.08252747059554123,3.76,0.0,0.8812538806431918,0.9842699167261401,0.013219474718147458,1.2151616707477458e-05,0.00511244836836116,2.9027934913787984e-06,0.0007986522774091249,1.1972473975291951e-09,8.763134320927505e-13,2.5259903550823726e-06,1.8162669278947413e-06,0.0020661278981578073,2.3856076401411282e-08,0.00015986997177441412,0.00013920374844143571,0.002037528669183883,2.845801820631856e-06,0.012634389626221735,0.00022959382233579342,0.001994236909600262,7.832035128584694e-05,6.435640944214209e-09,0.0003462892391203915,1.9624246401415808e-06,5.2528398868704215e-05,0.0001260512720982854,7.951453821939933e-08,1.4331095450193883e-07,1.8705974722137942e-10,0.00012602016017345497,2.736473456297002e-12,1.8055712887478563e-09,7.365411110411587e-08,2.66346500002777e-06,1.944442109573445e-08,3.1564429192791987e-10,1.8397523584643962e-15,7.058916340449794e-11,4.9233912543210636e-11,1.0421557728024512e-07,1.4125688769133574e-10,1.845966835877247e-08,2.8439323566232067e-08,2.434000369665235e-12,3.125028891852243e-13,1.1061501678493929e-11,4.31796438654389e-10,1.4383433958127236e-05,3.361576499094961e-10
8.470033188585249e-05,0.0825280214028103,3.76,0.0,0.8809706195520699,0.9840534517390876,0.0134088759899702,1.214981256905297e-05,0.005182856987300492,2.902609451015173e-06,0.0007984506944088857,1.1969002344319213e-09,8.760593237234167e-13,2.526595014967209e-06,1.8160536561777108e-06,0.0020923518418789165,2.386024230818102e-08,0.0001601380286376197,0.0001391370812685959,0.002063915314661264,2.8466791860184275e-06,0.012816103497180839,0.00023054552838499092,0.0020237521164673824,7.982320083611689e-05,6.43258563994343e-09,0.00035413983134352815,1.9915062402898577e-06,5.327253591150517e-05,0.00012868843176280976,8.067465936316824e-08,1.4530064337770948e-07,1.8965586267757024e-10,0.00012599244526289904,2.7924329357451025e-12,1.842791795326695e-09,7.515474450217357e-08,2.7485993033954326e-06,1.945026517646952e-08,3.220024583348178e-10,1.878808146196687e-15,7.290448272938058e-11,5.083155041846341e-11,1.0462490534153849e-07,1.471296849843065e-10,1.902996532369115e-08,2.896142278323972e-08,2.5028117317684115e-12,3.1284121675150943e-13,1.1421827302259125e-11,4.3675498207177184e-10,1.4489106100287459e-05,3.4692910858067354e-10
8.576489217848108e-05,0.08252857298604938,3.76,0.0,0.880687469308453,0.9838370715477663,0.013598219797600898,1.2147981106001898e-05,0.005253304613090436,2.9024251688066762e-06,0.0007982486110416737,1.1965531012075697e-09,8.758052373383994e-13,2.52719894999672e-06,1.8158406137405803e-06,0.0021185727893570697,2.3864400146299587e-08,0.00016039270057395945,0.00013907035394060638,0.002090284022079877,2.8475560486832298e-06,0.012997747025734826,0.00023146364188018524,0.0020532246445935805,8.133343465239535e-05,6.429527593651283e-09,0.0003620221017498047,2.0205613187036072e-06,5.401776642767577e-05,0.00013134486931610823,8.18331786912762e-08,1.4729228280029185e-07,1.9225452842216748e-10,0.0001259647412093709,2.84873428090138e-12,1.8802957445906053e-09,7.666743809284472e-08,2.835389866179447e-06,1.9456148229383477e-08,3.2840939932931526e-10,1.91816831164448e-15,7.526588771951251e-11,5.246107556452586e-11,1.0501856794298304e-07,1.5316650870752524e-10,1.9614158595952986e-08,2.9487431189827908e-08,2.5729026553239755e-12,3.131790258830868e-13,1.1789209416274588e-11,4.4171371222937536e-10,1.4591287543637113e-05,3.5790975451550646e-10
