Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179)
9.218861221081547e-19,0.09583473623878615,3.76,0.0,0.5537146487978681,0.9999999999999979,7.321964754837957e-39,5.153270975417842e-28,1.5268267512967587e-13,1.5268267512712665e-13,2.1209232036823396e-15,2.9099756986998763e-29,3.429317628462987e-28,3.3173550790659546e-24,2.547848052528596e-24,5.810013462572971e-35,1.2605165109111009e-31,2.120923202914527e-15,1.198344098087754e-27,9.624605638774546e-35,1.6769289103137602e-20,5.059385442566471e-28,1.0463294929888327e-27,1.2329134044757517e-41
1.8445731878497655e-18,0.09583473623878891,3.76,0.0,0.5537146487977131,0.9999999999999958,5.86202415569003e-38,2.0626514783175065e-27,3.054980024531343e-13,3.054980024429307e-13,4.24368908607775e-15,1.1647486531005876e-28,1.3726207499113176e-27,1.1738319267738518e-23,1.0198032093392412e-23,4.6515435068153695e-34,5.04767706681145e-31,4.243689084544247e-15,4.796499365123231e-27,6.702123349092987e-34,3.3553149639900824e-20,2.0250726909357204e-27,4.188044785250651e-27,9.87330660348231e-41
3.6899473193329876e-18,0.0958347362387944,3.76,0.0,0.5537146487974033,0.9999999999999916,4.69140136760011e-37,8.253293497322834e-27,6.111286570998271e-13,6.111286570589991e-13,8.489220850855695e-15,4.660511864349197e-28,5.492270861426488e-27,4.388907387738696e-23,4.080541192251717e-23,3.7226485042283964e-33,2.0215897409942056e-30,8.48922084779918e-15,1.9192245173620356e-26,4.962283086534027e-33,6.712087705240886e-20,8.102928543157706e-27,1.6757634321481195e-26,7.902646984576308e-40
7.380695582299431e-18,0.09583473623880545,3.76,0.0,0.5537146487967836,0.9999999999999831,3.753834608890973e-36,3.3018555061049024e-26,1.2223899663923163e-12,1.2223899662289772e-12,1.6980284380360083e-14,1.8645082973145956e-27,2.197265932129994e-26,1.6942588800332016e-22,1.6324821855460287e-22,2.978684403438615e-32,8.102569159499162e-30,1.6980284374291014e-14,7.678147780103334e-26,3.809981980001323e-32,1.3425635723335565e-19,3.2416990483490244e-26,6.704144919826449e-26,6.323718659303039e-39
1.4762192108232318e-17,0.09583473623882749,3.76,0.0,0.5537146487955441,0.9999999999999661,3.0033539959614064e-35,1.3208502425856352e-25,2.44491258497371e-12,2.4449125843203e-12,3.396241143916285e-14,7.45864079931366e-27,8.789778668684022e-26,6.654407357011178e-22,6.530460195881018e-22,2.383173786453024e-31,3.2532074654390484e-29,3.3962411427202583e-14,3.0715090639924644e-25,2.984032134520773e-31,2.6852741901900813e-19,1.2967851531117544e-25,2.681876221490768e-25,5.059615434230438e-38
2.952518516009809e-17,0.09583473623887159,3.76,0.0,0.5537146487930651,0.9999999999999322,2.4027991223431143e-34,5.283620346714406e-25,4.889957822122155e-12,4.88995781950841e-12,6.792666555594433e-14,2.983578217002928e-26,3.5160542318846427e-25,2.6372353074355202e-21,2.6122903717242675e-21,1.9066295386924546e-30,1.3108691433608443e-28,6.792666553273729e-14,1.2286536113829195e-24,2.361641195593482e-30,5.370699482856359e-19,5.187351687823526e-25,1.072794140679338e-24,4.047948565636989e-37
5.905117126382964e-17,0.0958347362389598,3.76,0.0,0.5537146487881071,0.9999999999998642,1.9222879028304998e-33,2.1134946454693747e-24,9.780048296361675e-12,9.780048285906485e-12,1.3585517378621116e-13,1.193455963443915e-25,1.406450063172895e-24,1.0499883944700222e-20,1.0449374068208141e-20,1.525339834476995e-29,5.319850448455209e-28,1.3585517374265296e-13,4.9147143678088376e-24,1.8790785232534037e-29,1.0741566296024817e-18,2.074982891209744e-24,4.2912638669716375e-24,3.238461342775796e-36
1.1810314347129274e-16,0.09583473623913619,3.76,0.0,0.553714648778191,0.9999999999997283,1.5378533381032803e-32,8.454092642160171e-24,1.9560229244611244e-11,1.9560229202790052e-11,2.717121902335603e-13,4.773875581531998e-25,5.625855530259338e-24,4.1901419101938526e-20,4.1797921365501006e-20,1.2202863471749023e-28,2.1889761998008977e-27,2.717121901578694e-13,1.9659056908971675e-23,1.499168916525361e-28,2.1483364833889176e-18,8.300015999779163e-24,1.71652300662212e-23,2.5908100706923857e-35
2.3620708788621893e-16,0.09583473623948896,3.76,0.0,0.553714648758359,0.9999999999994567,1.2302975946473274e-31,3.381676705756946e-23,3.9120591140192485e-11,3.9120590972906883e-11,5.434262230755208e-13,1.909562477435969e-24,2.2503520966457774e-23,1.6740944020745348e-19,1.6719253506121887e-19,9.762348664010877e-28,9.24406677347745e-27,5.434262229698429e-13,7.863662324435536e-23,1.197697541665278e-27,4.29672215571986e-18,3.3200232885972465e-23,6.866126936928302e-23,2.0726644548512388e-34
4.724149767160713e-16,0.09583473624019449,3.76,0.0,0.5537146487186948,0.9999999999989132,9.842531938419637e-31,1.352692081496557e-22,7.824131492768341e-11,7.82413142585393e-11,1.0868542885484942e-12,7.638289593227669e-24,9.001418787559724e-23,6.692452796642577e-19,6.687718347278358e-19,7.809902034493439e-27,4.088131005127304e-26,1.0868542885199517e-12,3.1454725804587195e-22,9.575029826197093e-27,8.593597360590733e-18,1.328012694481445e-22,2.746457749368801e-22,1.6581381225585827e-33
9.44830754375776e-16,0.09583473624160561,3.76,0.0,0.5537146486393665,0.9999999999978263,7.874232398421104e-30,5.410918879637226e-22,1.564827624879789e-10,1.5648275981139913e-10,2.1737104186506758e-12,3.055335928971239e-23,3.600562100731487e-22,2.6761961002139316e-18,2.675090690127016e-18,6.247930786624477e-26,1.9476507087120671e-25,2.173710419324817e-12,1.2581903531201214e-21,7.657403502795848e-26,1.7187763220582074e-17,5.312057546401751e-22,1.098584488663748e-21,1.3265131204567543e-32
1.8896623096951853e-15,0.09583473624442786,3.76,0.0,0.5537146484807098,0.9999999999956526,6.299702858066668e-29,2.164483866783123e-21,3.129656575498248e-10,3.1296564684349886e-10,4.3474226754801775e-12,1.222148113818168e-22,1.4402177618946199e-21,1.0703213929081264e-17,1.0700369160910897e-17,4.9983481612351365e-25,1.0289777857417012e-24,4.34742267975314e-12,5.032762380740543e-21,6.124874424500419e-25,3.4377756816872366e-17,2.124824380563409e-21,4.394340684450412e-21,1.0612115436246012e-31
3.779325420334004e-15,0.09583473625007229,3.76,0.0,0.5537146481633967,0.9999999999913052,5.040263782526539e-28,8.658857730450121e-21,6.25931447438536e-10,6.2593140461322e-10,8.694847175641361e-12,4.888697729437075e-22,5.760808927331043e-21,4.280971130767752e-17,4.280148702819421e-17,3.99867973107582e-24,6.115247001516173e-24,8.694847195884178e-12,2.013103807058654e-20,4.899479816156842e-24,6.876439211715707e-17,8.499300312715063e-21,1.7577367813085207e-20,8.48969651074635e-31
7.558651641611642e-15,0.09583473626136117,3.76,0.0,0.5537146475287702,0.99999999998261,4.033011176796252e-27,3.4642792514235593e-20,1.2518630262760357e-09,1.251862854974755e-09,1.7389696121985398e-11,1.9555623760658965e-21,2.3042727775101677e-20,1.712325287066299e-16,1.7120594955180312e-16,3.1989439285963296e-23,4.0455636581752174e-23,1.738969620924394e-11,8.052402226677402e-20,3.919415368350705e-23,1.3756425996832946e-16,3.3997207363444346e-20,7.030947832843661e-20,6.79175882964362e-30
1.133797786288928e-14,0.09583473627265007,3.76,0.0,0.5537146468941437,0.9999999999739149,1.1533204990380736e-26,7.362674178423511e-20,1.8777946041736128e-09,1.8777942401583892e-09,2.608454501436406e-11,4.155692107466425e-21,4.896504742196679e-20,3.6386514450159193e-16,3.638126219465667e-16,9.146979993113049e-23,1.0946032528661503e-22,2.608454520370154e-11,1.7111334555595725e-19,1.1206953866123095e-22,2.063907298898876e-16,7.224407006501582e-20,1.4940764241003613e-19,2.0163035343928876e-29
1.8896630305444558e-14,0.09583473629522789,3.76,0.0,0.5537146456248909,0.9999999999565246,5.302056132679467e-26,2.036333176854277e-19,3.1296577562090764e-09,3.129656749814109e-09,4.347424258336355e-11,1.1490135635412063e-20,1.3536860438231393e-19,1.0059693757419808e-15,1.0058346709099759e-15,4.203611322605863e-22,4.7009803282574585e-22,4.347424311700918e-11,4.730765987389527e-19,5.150232507811944e-22,3.441501165727835e-16,1.9973362179358468e-19,4.130681633168658e-19,9.444790769286175e-29
2.5699417503744307e-14,0.09583473631554791,3.76,0.0,0.5537146444825634,0.999999999940873,1.1937153069116386e-25,3.6270153090702493e-19,4.256334590004081e-09,4.256332797912915e-09,5.91249702212578e-11,2.0461552983743135e-20,2.410450586883559e-19,1.7913263473479306e-15,1.7910932491980936e-15,9.462285726647998e-22,1.0347928480699781e-21,5.912497117791437e-11,8.424075070534521e-19,1.1593073019824534e-21,4.682195753706635e-16,3.5566641757140853e-19,7.355519756822909e-19,2.17948134733348e-28
3.2502204702044056e-14,0.09583473633586793,3.76,0.0,0.5537146433402358,0.9999999999252212,2.2566513284038007e-25,5.663254092165346e-19,5.383011420584574e-09,5.383008623105147e-09,7.47756976748494e-11,3.194238818836725e-20,3.7626478478275793e-19,2.7962786625085323e-15,2.795921364143672e-15,1.788433335526185e-21,1.9266787604034094e-21,7.47756991741774e-11,1.3150072396876182e-18,2.1911600098590955e-21,5.923801083558074e-16,5.552003163451736e-19,1.1482069458299942e-18,4.196459458768879e-28
3.9304991900343805e-14,0.09583473635618794,3.76,0.0,0.5537146421979082,0.9999999999095691,3.772610642633309e-25,8.120643591555054e-19,6.5096882481286204e-09,6.5096842377385276e-09,9.042642495442158e-11,4.5793944872189784e-20,5.393893488602733e-19,4.0086619163472754e-15,4.008156082197326e-15,2.989298041820155e-21,3.187475554212939e-21,9.042642710937984e-11,1.8851547880133523e-18,3.662433544411245e-21,7.166266980436521e-16,7.959200808316278e-19,1.6460381164036965e-18,7.1350128907045045e-28
5.2910566296943304e-14,0.09583473639682799,3.76,0.0,0.5537146399132531,0.9999999998782646,8.056528251551119e-25,1.3996644081530513e-18,8.763041896292155e-09,8.763034986829807e-09,1.2172787911693108e-10,7.890434140413797e-20,9.292694211325378e-19,6.9064704731699795e-15,6.905612191308746e-15,6.381808751628462e-21,6.7232220472063796e-21,1.2172788284053948e-10,3.247904344493683e-18,7.818858915027353e-21,9.653162075255746e-16,1.3712832282828985e-18,2.835943174956537e-18,1.5775587960357406e-27
6.65161406935428e-14,0.095834736437468,3.76,0.0,0.553714637628598,0.9999999998469593,1.4654100510123827e-24,2.143170951890002e-18,1.1016395533231749e-08,1.1016384957610193e-08,1.530293326368166e-10,1.2078050570060309e-19,1.4222810030085286e-18,1.0571027052330761e-14,1.0569726720822185e-14,1.1604623510003968e-20,1.2127147174743562e-20,1.5302933834600095e-10,4.971225831364541e-18,1.4217721734991906e-20,1.2143240492900077e-15,2.0988861231779144e-18,4.3406940133731955e-18,2.9555354113342506e-27
8.01217150901423e-14,0.09583473647810807,3.76,0.0,0.5537146353439428,0.9999999998156532,2.424776860376405e-24,3.053349367558288e-18,1.3269749158186108e-08,1.3269734097288886e-08,1.8433078547100202e-10,1.7201914838686676e-19,2.0254060224240335e-18,1.505433747018076e-14,1.505249969890802e-14,1.9196307603629685e-20,1.994036817189634e-20,1.8433079361046122e-10,7.07957232199538e-18,2.351885494898338e-20,1.4636720053834866e-15,2.989054859509078e-18,6.181645798189843e-18,5.0019640560810444e-27
1.0733286388334129e-13,0.09583473655938814,3.76,0.0,0.5537146307746327,0.9999999997530387,5.597241186457355e-24,5.38433698498747e-18,1.7776456371463758e-08,1.777642983651103e-08,2.4693368904691763e-10,3.0312522425159493e-19,3.568116160236876e-18,2.6523349766081736e-14,2.6520147426772995e-14,4.4279768167696753e-20,4.5590314290227105e-20,2.4693370340283284e-10,1.247301239925225e-17,5.425041513542274e-20,1.963408647123287e-15,5.266250422352488e-18,1.0891096164711126e-17,1.1895291828181134e-26
1.3454401267654027e-13,0.0958347366406682,3.76,0.0,0.5537146262053225,0.9999999996904205,1.0759700769732065e-23,8.39521132068409e-18,2.2283163536052253e-08,2.2283122199445992e-08,3.0953658984472575e-10,4.72297185497541e-19,5.557960095116105e-18,4.131847682486441e-14,4.13135266434559e-14,8.506214051710937e-20,8.710302761503141e-20,3.095366122162344e-10,1.9430534718370545e-17,1.0421579504377674e-19,2.4645297687004312e-15,8.20385833540625e-18,1.6966337225317784e-17,2.3231051463236735e-26
1.8896631026293827e-13,0.09583473680322835,3.76,0.0,0.5537146170667026,0.9999999995651746,2.9641881545041306e-23,1.646727217503459e-17,3.12965777190646e-08,3.129649678973075e-08,4.347423831254277e-10,9.25019413557002e-19,1.0879295930704069e-17,8.089366498716343e-14,8.088408264474753e-14,2.339666648636958e-19,2.379582517636737e-19,4.347424269044401e-10,3.80407663740017e-17,2.866490566192505e-19,3.47093749447216e-15,1.6061629797902044e-17,3.3216911344513365e-17,6.496414473130213e-26
2.9781090543573423e-13,0.09583473712834861,3.76,0.0,0.5537145987894632,0.9999999993146428,1.1836820842073022e-22,4.087266435843832e-17,4.932340550040914e-08,4.932320542654548e-08,6.851539365862529e-10,2.2886660340677247e-18,2.6884613681828033e-17,1.999849523022486e-13,1.9996165021292879e-13,9.30995478464786e-19,9.408296050339908e-19,6.851540445277412e-10,9.404151201000829e-17,1.1406257193891205e-18,5.500475115616129e-15,3.9707693846217517e-17,8.211899984951618e-17,2.614410267729798e-25
5.155000957813262e-13,0.09583473777858913,3.76,0.0,0.5537145622349868,0.9999999988134193,6.368445205352125e-22,1.2321258545989963e-16,8.537705872428642e-08,8.53764605195054e-08,1.185976912396445e-09,6.854263923411751e-18,8.031321978395504e-17,5.979349727918873e-13,5.978671416244861e-13,4.971709905021558e-18,5.0007421154773144e-18,1.1859772327739125e-09,2.8115769046909657e-16,6.0911599708511596e-18,9.626923639757131e-15,1.1872318940089155e-16,2.455292255748512e-16,1.4036253072803803e-24
9.508784764725101e-13,0.09583473907906996,3.76,0.0,0.5537144891260434,0.9999999978103324,4.1626414868121925e-21,4.2585978803382027e-16,1.574843558167553e-07,1.5748232198535746e-07,2.1876223499066087e-09,2.3381839207852517e-17,2.725767021638253e-16,2.032888152208211e-12,2.0326687486113444e-12,3.201175397498516e-17,3.210564262890939e-17,2.187623421374148e-09,9.557753531403405e-16,3.9219440404114763e-17,1.815315901839482e-14,4.036485582130068e-16,8.347728309991509e-16,9.05499995961521e-24
1e-12,0.09583474168003095,3.76,0.0,0.5537144808775347,0.9999999976971058,4.967328631885983e-21,4.721987839772507e-16,1.656198538267354e-07,1.656176045049784e-07,2.30063285783533e-09,2.5872837350445025e-17,3.013733212085303e-16,2.2482741017547546e-12,2.2480333427310243e-12,3.8050982123325893e-17,3.815327333127082e-17,2.3006340396373247e-09,1.0570197086314823e-15,4.6618385122392146e-17,1.9138653475714444e-14,4.464167519399433e-16,9.232194577720532e-16,1.0764287114724082e-23
1.821635237854878e-12,0.09583474168003095,3.76,0.0,0.5537143429081941,0.9999999958016005,3.065869466977281e-20,1.6138271266625164e-15,3.016989125804939e-07,3.016914500733316e-07,4.190911251209997e-09,8.63655111519569e-17,9.96614467912702e-16,7.458858468652148e-12,7.458132616280577e-12,2.2890350217108976e-16,2.291789600745558e-16,4.1909150478876424e-09,3.5059574021105886e-15,2.804400398532733e-16,3.6329737849402987e-14,1.4810810247047755e-15,3.062937994332578e-15,6.478748226521696e-23
2.6923919992372457e-12,0.09583474428099106,3.76,0.0,0.553714196690395,0.9999999937894573,9.611623369411986e-20,3.618901843039413e-15,4.4591341944936825e-07,4.4589711842488995e-07,6.19419762892084e-09,1.896987913435171e-16,2.1705889376814347e-15,1.6292712656619665e-11,1.629127031543845e-11,7.036458760308937e-16,7.040682531651126e-16,6.194205674638009e-09,7.656622587029432e-15,8.620625938447652e-16,5.6045271603078e-14,3.2352931881209033e-15,6.690651573001541e-15,1.9918068542729036e-22
3.5631487606196136e-12,0.09583474688195016,3.76,0.0,0.5537140504726458,0.9999999917739028,2.1959956812358654e-19,6.497261177739856e-15,5.901278764235166e-07,5.900993271171439e-07,8.197481634011596e-09,3.3399964744879437e-16,3.790687773470399e-15,2.8534169358270234e-11,2.8531885753009792e-11,1.5783955257777484e-15,1.5787413653687255e-15,8.197495303235842e-09,1.3406682888264808e-14,1.9337383890638063e-15,7.73558443320835e-14,5.666290757602205e-15,1.1717882581496351e-14,4.468205677651348e-22
4.433905522001981e-12,0.09583474948290839,3.76,0.0,0.5537139042549465,0.999999989754937,4.220371194479084e-19,1.0306978872165898e-14,7.343422835031533e-07,7.342980762304385e-07,1.0200763422616217e-08,5.199017538872693e-16,5.853000857334172e-15,4.418293706993428e-11,4.417977556552543e-11,2.979435940935038e-15,2.979223917551389e-15,1.0200783935346277e-08,2.075501400736661e-14,3.650170654361308e-15,1.003194318476698e-13,8.77407955588476e-15,1.814459872740071e-14,8.434633291619597e-22
6.175419044766717e-12,0.0958347546848221,3.76,0.0,0.5537136118196967,0.9999999857067722,1.1484275015876325e-18,2.0935800761362614e-14,1.022770947980063e-06,1.0226851960189937e-06,1.4207320929612527e-08,1.018829599741195e-15,1.1289950268942685e-14,8.570132366769258e-11,8.569662322543021e-11,7.828607422042138e-15,7.82451726242153e-15,1.4207358216278664e-08,4.0242324171335734e-14,9.590872419748466e-15,1.5142059090410968e-13,1.7020052495428974e-14,3.519636628549827e-14,2.2163405060460054e-21
7.916932567531452e-12,0.09583475988673212,3.76,0.0,0.5537133193846446,0.9999999816449626,2.4656013952656596e-18,3.597107790493519e-14,1.3111994128829984e-06,1.3110584784369415e-06,1.821387140317289e-08,1.6914704089130682e-15,1.8450643727193285e-14,1.4084553229329148e-10,1.4084017990067298e-10,1.6263914432577024e-14,1.624948067781696e-14,1.821392853078857e-08,6.610954977011552e-14,1.9924770233591147e-14,2.0981364641984644e-13,2.797325911133526e-14,5.784569434463512e-14,4.604599584744001e-21
9.658446090296188e-12,0.09583476508863856,3.76,0.0,0.5537130269497887,0.9999999775695086,4.5946137391200366e-18,5.590304051287089e-14,1.5996276782160806e-06,1.599417924165015e-06,2.22204161636291e-08,2.5429898036757143e-15,2.7303178846434593e-14,2.0961309885073185e-10,2.0960872541282102e-10,2.935147810544532e-14,2.931578137661578e-14,2.2220494892932192e-08,9.834722597000031e-14,3.595777628783299e-14,2.75987948157165e-13,4.163374967889373e-14,8.60923090978818e-14,8.310171813726295e-21
1e-11,0.09583477029054133,3.76,0.0,0.5537129695960976,0.9999999767686109,5.128525210793399e-18,6.042827842235084e-14,1.6561955771387271e-06,1.6559707263533697e-06,2.300619820802611e-08,2.731405697599389e-15,2.923516528763438e-14,2.246978605687866e-10,2.2469393374445236e-10,3.255471737207044e-14,3.251307175897332e-14,2.3006281269162654e-08,1.0541624892258423e-13,3.9881886184894334e-14,2.8992071976078104e-13,4.4630464804363335e-14,9.228867893809211e-14,9.2171471160531e-21
1.1399959613060923e-11,0.09583477029054133,3.76,0.0,0.5537127345151276,0.9999999734804105,7.781607524629296e-18,8.121769443837452e-14,1.888055743984778e-06,1.887763533878407e-06,2.6226956521346443e-08,3.578399488615904e-15,3.7816586978460644e-14,2.920015796200776e-10,2.9200055347636833e-10,4.8148291511667685e-14,4.807461374910499e-14,2.6227057316644234e-08,1.3694598580839173e-13,5.898453879039745e-14,3.504285966842817e-13,5.800157495765158e-14,1.1993593884744604e-13,1.363244488818133e-20
1.4882986658590395e-11,0.09583478069433614,3.76,0.0,0.5537121496463853,0.9999999652612822,1.8462910756695375e-17,1.498591699505187e-13,2.464911276859673e-06,2.4644132478516967e-06,3.424002906439047e-08,6.2193721230397275e-15,6.371169853165499e-14,4.976319063672217e-10,4.976475077768656e-10,1.069242156972699e-13,1.0669250242588871e-13,3.4240170402217654e-08,2.331909438200623e-13,1.3098492780954352e-13,5.259693284971333e-13,9.885943107106958e-14,2.0441320008849355e-13,3.027581875815364e-20
1.7809850547870776e-11,0.09583478943686172,3.76,0.0,0.5537116581689666,0.9999999583123695,3.329683857271904e-17,2.283940363844149e-13,2.9496549945578274e-06,2.9489418406682946e-06,4.097358711894802e-08,9.048999347372555e-15,9.035154276344494e-14,7.125348891000304e-10,7.125781682871745e-10,1.831209124161718e-13,1.8263121110733215e-13,4.097375271914166e-08,3.336612667100693e-13,2.243226949596673e-13,7.032445316060421e-13,1.415672224720686e-13,2.927100894618268e-13,5.185370512887494e-20
2.0736714437151157e-11,0.09583479817937733,3.76,0.0,0.5537111666920818,0.9999999513249204,5.5175806746831224e-17,3.2835272191383444e-13,3.434398148689957e-06,3.433431361426336e-06,4.7707149555401525e-08,1.2458697916594354e-14,1.2130723889812394e-13,9.658797141983686e-10,9.659667961730139e-10,2.8897346885270117e-13,2.880580464581581e-13,4.770732409004158e-08,4.519795424044658e-13,3.5398374174836126e-13,9.100759487009726e-13,1.9192273494799137e-13,3.968126211592409e-13,8.183172356309191e-20
2.366357832643154e-11,0.09583480692188301,3.76,0.0,0.5537106752157248,0.9999999442989355,8.586606582742045e-17,4.519717271442644e-13,3.9191407393135275e-06,3.9178818132349265e-06,5.4440722436749896e-08,1.6469146515545202e-14,1.5645063395757004e-13,1.2576551224836577e-09,1.2578055240691652e-09,4.293473302887448e-13,4.277794500046656e-13,5.444088457903176e-08,5.881030493990206e-13,5.259255183025934e-13,1.1486951547576298e-12,2.499262248210864e-13,5.167195414736325e-13,1.2158900338724382e-19
2.95173061049923e-11,0.09583482440686518,3.76,0.0,0.5537096922645701,0.9999999301313616,1.8194574841657083e-16,7.791350349903786e-13,4.888624230325757e-06,4.886665522442199e-06,6.790792384385246e-08,2.6370811489464896e-14,2.3881318819894686e-13,1.956452635537588e-09,1.9568017883013768e-09,8.331197405274615e-13,8.292697505273801e-13,6.790797316767284e-08,9.135956257411189e-13,1.0204761376457111e-12,1.7302201330081859e-12,3.8887820509154696e-13,8.039415277505583e-13,2.359595913742891e-19
3.537103388355306e-11,0.09583484189180894,3.76,0.0,0.5537087093154545,0.9999999158096547,3.3920571124954254e-16,1.227771807013349e-12,5.858105468233653e-06,5.855292993169955e-06,8.137524001626675e-08,3.8907309896620637e-14,3.3648694370295856e-13,2.8088373040937052e-09,2.8095039554551055e-09,1.433360360635799e-12,1.4253727324271285e-12,8.13750189978026e-08,1.3097994307492841e-12,1.7556216321967436e-12,2.4656636716277663e-12,5.584253410379538e-13,1.1543660026466681e-12,4.0600414292567376e-19
4.122476166211382e-11,0.09583485937671493,3.76,0.0,0.5537077263683294,0.9999999013338221,5.780980334781065e-16,1.8157632349149626e-12,6.8275844538169725e-06,6.8237642502987844e-06,9.484271975570793e-08,5.4222900663147485e-14,4.485741935087891e-13,3.814718983678613e-09,3.815848982082321e-09,2.2689829872545386e-12,2.254209872558504e-12,9.484202258192242e-08,1.7763766937408908e-12,2.7789902154799696e-12,3.3728599959650916e-12,7.585699104355894e-13,1.5679829103995564e-12,6.427638429998223e-19
