Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70)
1.363377432035694e-05,0.8202846251222506,3.76,0.0,0.2940214647163194,0.7300754276707355,0.07295713705448022,0.0013401788483429049,0.003383655261769913,0.0016340520484411786,0.12005490873274492,0.00038955731831877196,3.4837896511717743e-06,0.0826856385023046,0.13861044766307168,1.5083994648934111e-05,0.0012519635044850634,5.022687923932931e-05,0.5228412324160887,2.1863260973969584e-05,0.0007378773822119634,2.9903327249647434e-07,4.027142062277244e-05,0.021501269720619103,0.07609742698145802,0.006933474793571276,0.00016786374099452795,0.023035029804833185,0.003980824092564349,0.0009921154933626242,0.00032817071404476854,2.324710346851842e-07,7.323139152446642e-07,1.8872611696237667e-05,4.32052819115663e-06,2.5986455043869642e-05,3.9031773684505015e-06,2.8113156362160602e-05,0.05188432556814329,1.025410282493108e-09,8.018264315129684e-11,5.290018824461934e-10,0.00020572358731751756,2.1450670625276728e-07,6.284258413060721e-06,0.0016584766633019241,8.689892922569259e-07,4.728419089145112e-10,0.0018746628822309474,3.006332239791668e-07,4.823553339251999e-16,3.768209985354975e-09,4.4563984135369853e-07,1.0862936747182924e-09,5.492950071692078e-09,3.8168753452802437e-10,7.807941326153421e-10,1.2077067396514035e-09,5.321399990967548e-06,5.227731197184123e-06,7.208408474786e-05,5.972447976813513e-08,7.851182720992936e-11,3.4276944511390983e-07,8.211069657098305e-12,0.002533954201835499,0.07126316165955719,4.754000132721882e-06,0.01264398765671894,4.244968133694197e-08,6.555081687852308e-07,9.550973586075053e-05
1.3714611496049004e-05,0.8205338430365867,3.76,0.0,0.29227880240121834,0.7288818420139542,0.07332747805514596,0.0013422150669883317,0.0033910496483454426,0.0016375505726957324,0.12034168500304529,0.0003900490753265697,3.486792295861245e-06,0.08336126239062082,0.13907669291927383,1.517990711394124e-05,0.0012563572828039292,5.0080415619627515e-05,0.5251956861436339,2.1935312282913513e-05,0.0007361234035734221,2.9909715761991174e-07,4.0316459322820926e-05,0.02147319169234313,0.07653141612830554,0.006949162680981466,0.00016787569769331583,0.023000954818755956,0.004010705800322131,0.0010067473481637057,0.0003287241427387437,2.3463734673439074e-07,7.392108051638185e-07,1.8868059484287013e-05,4.3251972031395485e-06,2.5936921887530263e-05,3.942943699236705e-06,2.8397420409331167e-05,0.05169006791816745,1.0196774967796746e-09,7.973327340644442e-11,5.288561866866481e-10,0.00020466959357896922,2.1521616970888396e-07,6.248594854965634e-06,0.0016483614484888167,8.640776650355006e-07,4.741221940319838e-10,0.001871598088231936,3.0106320917122455e-07,4.822324428016694e-16,3.759070221877744e-09,4.4203774415567627e-07,1.0821221311100193e-09,5.488439125427252e-09,3.8170135495702897e-10,7.810445118156608e-10,1.2154675806626547e-09,5.339045225092461e-06,5.271530056062065e-06,7.224716169114803e-05,6.029906541685144e-08,7.90982968618256e-11,3.4720231667738487e-07,8.398573605691261e-12,0.0025246365879974795,0.0716339472848293,4.7192538186077434e-06,0.012646948072915668,4.307770355236046e-08,6.667051094353143e-07,9.778109197962185e-05
1.3795448671741068e-05,0.8207820451901103,3.76,0.0,0.2905455388508451,0.7276917985827375,0.07369734574016229,0.0013442735501892338,0.003398471077361306,0.0016410880713936017,0.1206253115216664,0.00039052251016284174,3.4895559422881132e-06,0.08403639182016093,0.13954044559132353,1.5275235190145295e-05,0.001260655804077538,4.993513908337496e-05,0.5275414303844488,2.200647886783562e-05,0.0007343708179442725,2.991612956915294e-07,4.0361124124174266e-05,0.021444785076548133,0.07696464622755157,0.006964681278794866,0.0001678866757696491,0.022965685886521307,0.004040383460701674,0.0010214641766937366,0.0003292617178476683,2.3679992512751228e-07,7.460968374040066e-07,1.8862617801198325e-05,4.329641960430146e-06,2.588695182163152e-05,3.98280975381049e-06,2.868232690229304e-05,0.051496583043902075,1.013975890168963e-09,7.928634342873014e-11,5.287191462540977e-10,0.0002036209001006566,2.1591554161402402e-07,6.2131610293982055e-06,0.0016382678172339646,8.591976898362983e-07,4.753831730184169e-10,0.001868542389647714,3.014995218465522e-07,4.820866983177678e-16,3.7497760942396336e-09,4.384987079626801e-07,1.0779482659032393e-09,5.483893353823408e-09,3.8170220823099527e-10,7.812536726945972e-10,1.2231890752788164e-09,5.356439658720631e-06,5.315289634843086e-06,7.240652604057926e-05,6.087257403521794e-08,7.968130302414845e-11,3.516622248714349e-07,8.588943509314206e-12,0.00251534176661363,0.07200229213963788,4.684765311012096e-06,0.012649037715694249,4.3709395323098734e-08,6.780059189790347e-07,0.00010009013724023563
1.3876285847433132e-05,0.8210292355649532,3.76,0.0,0.28882160704189014,0.72650527707773,0.07406674536075307,0.0013463543706886982,0.0034059198409491223,0.0016446646853939388,0.12090580796731577,0.0003909777274730728,3.4920816632983047e-06,0.08471101546694373,0.14000171897315347,1.5369977827306787e-05,0.001264859425312144,4.979104000970345e-05,0.5298785041610572,2.2076766674312364e-05,0.0007326197166630294,2.992257008196242e-07,4.040542722696354e-05,0.021416061779875747,0.07739712479997679,0.006980032463974065,0.00016789675433274287,0.022929240298708957,0.004069854005700361,0.0010362650066663363,0.000329783609465655,2.38958585994234e-07,7.529714207773371e-07,1.8856297241749535e-05,4.333864195954127e-06,2.5836558548291997e-05,4.022773937822774e-06,2.896786407628649e-05,0.05130386719355509,1.008305192139254e-09,7.884183218706371e-11,5.285907286387181e-10,0.0002025774581125368,2.1660489543178798e-07,6.1779551442230635e-06,0.00162819700908817,8.543491196108463e-07,4.766249811159702e-10,0.0018654957343561239,3.0194216121340245e-07,4.819184780250906e-16,3.740330964174648e-09,4.3502160416389413e-07,1.0737726553941365e-09,5.479314584135544e-09,3.816902729617717e-10,7.814219999170823e-10,1.2308709652735298e-09,5.373585116475027e-06,5.359007874037999e-06,7.256219177768615e-05,6.144496413870652e-08,8.026080049617531e-11,3.561491615742404e-07,8.782198661191591e-12,0.002506069524053993,0.07236820212618252,4.650532587253887e-06,0.01265026786597754,4.434471496612025e-08,6.894105865966289e-07,0.00010243720894809004
1.3957123023125196e-05,0.8212754181674184,3.76,0.0,0.2871069406666954,0.7253222573225648,0.07443568213309223,0.0013484576072711313,0.00341339624147505,0.0016482805627482618,0.12118319373751268,0.00039141483524881936,3.4943706021424623e-06,0.0853851223571451,0.14046052624530708,1.546413420554225e-05,0.0012689685205993907,4.964810896463249e-05,0.5322069464445572,2.214618179031539e-05,0.0007308701858767435,2.992903845302683e-07,4.044938036488509e-05,0.02138703338892694,0.07782885931424048,0.006995218090554603,0.00016790601071413572,0.02289163508503816,0.004099114416087908,0.0010511488568854823,0.00033028998454517504,2.411131495310761e-07,7.598339760414861e-07,1.8849108256802155e-05,4.337865620310573e-06,2.578575531138594e-05,4.0628346656536224e-06,2.925402025558973e-05,0.05111191649370597,1.0026651363934715e-09,7.839971891201756e-11,5.284709030674996e-10,0.000201539219644207,2.172843044115937e-07,6.142975410276923e-06,0.0016181502063251025,8.49531707717211e-07,4.778477533274787e-10,0.001862458070551029,3.0239112717807074e-07,4.81728154320038e-16,3.730738140162466e-09,4.316053084987438e-07,1.0695958633434883e-09,5.474704587759403e-09,3.81665724110213e-10,7.815498759367103e-10,1.238513000621124e-09,5.39048341792382e-06,5.402682744616642e-06,7.271417296280484e-05,6.201619495926174e-08,8.083674694163998e-11,3.6066312676256027e-07,8.978358204393466e-12,0.002496819652239452,0.07273168329492659,4.616553625815107e-06,0.012650649768237921,4.498362041307313e-08,7.009190961502328e-07,0.00010482264427598668
1.403796019881726e-05,0.8215205969976623,3.76,0.0,0.2854014741377584,0.7241427192644286,0.07480416123884014,0.0013505833447060695,0.003420900590982975,0.0016519358588239228,0.12145748794723864,0.00039183394477547206,3.4964239719712583e-06,0.0860587018680122,0.140916880473866,1.555770375837241e-05,0.0012729834809788918,4.9506336821081175e-05,0.5345267961495676,2.2214730440489162e-05,0.0007291223066641475,2.99355355167601e-07,4.049299480968617e-05,0.021357711170314757,0.07825985718633316,0.007010239989454178,0.00016791452050887566,0.022852887012560816,0.004128161722466152,0.001066114737205801,0.00033078100688862925,2.4326343645602506e-07,7.666839270071226e-07,1.8841061160488252e-05,4.341647942589662e-06,2.573455488820898e-05,4.102990361777317e-06,2.9540783847442024e-05,0.050920726955153386,9.970554610166963e-10,7.795998323884179e-11,5.283596409866387e-10,0.0002005061376124749,2.1795384166643141e-07,6.108220035507184e-06,0.0016081285343644363,8.44745206987621e-07,4.79051624582527e-10,0.0018594293467436602,3.028464209870818e-07,4.815160898837415e-16,3.7210008638015178e-09,4.282487023122262e-07,1.0654184190850055e-09,5.470065042671959e-09,3.816287326892162e-10,7.816376813501898e-10,1.246114940074919e-09,5.407136378603439e-06,5.446312246017171e-06,7.286248374096074e-05,6.258622645803186e-08,8.140909934541804e-11,3.6520411271144807e-07,9.177441127229552e-12,0.0024875919485002895,0.07309274184010948,4.5828263858540285e-06,0.012650194626309823,4.5626069207742374e-08,7.125314261040975e-07,0.00010724678025403171
1.4118797374509324e-05,0.8217647760640617,3.76,0.0,0.28370514256016555,0.7229666429688478,0.07517218782729929,0.0013527316735790077,0.003428433210602059,0.001655630736153076,0.12172870943985609,0.00039223517047849715,3.4982430518642377e-06,0.08673174371279284,0.1413707946145286,1.565068608781283e-05,0.001276904713492453,4.9365714679257796e-05,0.5368380921311915,2.228241897182669e-05,0.0007273761553851691,2.994206221177579e-07,4.0536281399212965e-05,0.021328106085710126,0.07869012578134697,0.0070250999693193044,0.00016792235768389244,0.02281301259580657,0.004156993004193561,0.0010811616488680966,0.0003312568372883272,2.45409270506975e-07,7.735207051834555e-07,1.8832166122584163e-05,4.345212853609056e-06,2.5682969613973966e-05,4.143239459081099e-06,2.982814332945228e-05,0.050730294484759464,9.914759083550026e-10,7.752260509857216e-11,5.282569153240137e-10,0.00019947816579706713,2.186135801440499e-07,6.073687228413741e-06,0.0015981330649008031,8.3998937053599e-07,4.802367295703955e-10,0.0018564095117492919,3.033080448082543e-07,4.812826410412078e-16,3.7111223180540927e-09,4.2495067373889385e-07,1.0612408341960886e-09,5.465397553952486e-09,3.8157946600683637e-10,7.816857943347862e-10,1.2536765511734038e-09,5.423545810300489e-06,5.4898944055893084e-06,7.300713831960692e-05,6.315501930604946e-08,8.197781751449049e-11,3.697721254199602e-07,9.379466263880405e-12,0.0024783862151406067,0.07345138408766622,4.5493488193602134e-06,0.01264891360019247,4.627201852100509e-08,7.242475496762635e-07,0.00010970995376025493
1.4199634550201388e-05,0.822007959387085,3.76,0.0,0.2820178816434851,0.7217940086041456,0.07553976702011413,0.0013549026897776522,0.0034359944304458035,0.0016593653638761663,0.1219968768213978,0.0003926186293969096,3.4998291771458576e-06,0.08740423789580276,0.14182228152662502,1.5743080957946095e-05,0.0012807326388683412,4.922623384807049e-05,0.5391408731880266,2.2349253842649797e-05,0.0007256318044344907,2.9948619699243347e-07,4.0579250596432554e-05,0.021298228833231986,0.07911967242008666,0.007039799819361427,0.00016792959479216283,0.022772028129861725,0.004185605383710257,0.0010962885856314701,0.000331717633899602,2.475504773353447e-07,7.803437496909766e-07,1.8822433198168062e-05,4.348562035065669e-06,2.563101145339718e-05,4.183580399917344e-06,3.0116087266105875e-05,0.05054061490349036,9.85926224243989e-10,7.708756467800495e-11,5.281627010144814e-10,0.00019845525864606284,2.1926359256334597e-07,6.039375202390224e-06,0.0015881648236371357,8.35263952159004e-07,4.814032024881118e-10,0.0018533985146473007,3.037760016109581e-07,4.810281582126335e-16,3.7011056375783802e-09,4.2171011791386653e-07,1.0570636027715216e-09,5.460703676025277e-09,3.815180883167973e-10,7.816945909696975e-10,1.26119760700677e-09,5.439713519565739e-06,5.533427276977269e-06,7.314815096611133e-05,6.372253480624545e-08,8.254286073115554e-11,3.743671651838872e-07,9.584452310536441e-12,0.0024692022588293644,0.0738076164724748,4.516118882009422e-06,0.012646817807520371,4.692142519945648e-08,7.360674355004472e-07,0.00011221250153051405
1.4280471725893452e-05,0.822250150975013,3.76,0.0,0.28033962782772126,0.7206247964628676,0.07590690390658787,0.0013570964951635277,0.003443584588863547,0.0016631399187258728,0.12226200841221715,0.0003929844417559462,3.5011837502985056e-06,0.08807617477324117,0.1422713539522265,1.5834888266544887e-05,0.001284467694149896,4.908788595202502e-05,0.5414351780460387,2.241524162100496e-05,0.0007238893215274596,2.995520907695361e-07,4.062191242573244e-05,0.021268089794154562,0.0795485043692815,0.007054341305197119,0.0001679363027463864,0.02272994964341038,0.004213996036635927,0.0011114945321995932,0.000332163551733673,2.496868829443294e-07,7.871525000630735e-07,1.881187229130718e-05,4.351697162591682e-06,2.5578691902266192e-05,4.224011632124286e-06,3.040460425854014e-05,0.05035168393725162,9.804061591243846e-10,7.665484258165652e-11,5.280769744659059e-10,0.00019743737156755059,2.1990395147483324e-07,6.005282169372246e-06,0.0015782247813350364,8.305687052761966e-07,4.825511775163686e-10,0.001850396304836132,3.042502958918383e-07,4.807529816156575e-16,3.6909538848680144e-09,4.185259398074503e-07,1.0528871846243411e-09,5.455984860761016e-09,3.814447596628597e-10,7.816644452388304e-10,1.2686778921802145e-09,5.455641307999347e-06,5.5769089410650945e-06,7.328553602545292e-05,6.42887350247955e-08,8.310418959857592e-11,3.789892353987526e-07,9.792417791189866e-12,0.0024600398910130878,0.074161445555914,4.483134509218764e-06,0.012643918310493427,4.757424569703883e-08,7.479910465501183e-07,0.00011475476011401456
1.4361308901585516e-05,0.8224913548617758,3.76,0.0,0.27867031821568816,0.719458986949586,0.07627360354725714,0.0013593131974820756,0.0034512040338696257,0.001666954584857773,0.12252412227261694,0.0003933327304492751,3.50230823290901e-06,0.08874754501742119,0.14271802452712803,1.5926108120951353e-05,0.0012881103308198033,4.895066276694996e-05,0.5437210453602158,2.2480388982819633e-05,0.000722148770290222,2.9961831157877655e-07,4.066427651669665e-05,0.021237699065778468,0.07997662884695127,0.007068726171064698,0.00016794255094043772,0.02268679292511271,0.004242162187266117,0.0011267784650966636,0.00033259474293854615,2.518183180849967e-07,7.939464098727342e-07,1.8800493168801528e-05,4.354619886101212e-06,2.5526022073501592e-05,4.264531612390507e-06,3.069368299955256e-05,0.050163497229993324,9.749154670799239e-10,7.622441959368414e-11,5.279997138032652e-10,0.00019642446064088077,2.2053472913814716e-07,5.971406348338736e-06,0.0015683138599975964,8.259033845870157e-07,4.836807882531083e-10,0.0018474028320021067,3.047309326754557e-07,4.804574479526148e-16,3.680670076720086e-09,4.153970542735442e-07,1.0487120338898468e-09,5.4512425216755895e-09,3.813596369585142e-10,7.815957281918116e-10,1.2761171970017785e-09,5.471330970812312e-06,5.620337508539846e-06,7.34193078679019e-05,6.485358273727051e-08,8.366176732922182e-11,3.83638341954494e-07,1.000338106924571e-11,0.002450898927630353,0.07451287800710096,4.450393647739748e-06,0.012640226116394294,4.8230436113630915e-08,7.600183406858756e-07,0.0001173370658773164
1.444214607727758e-05,0.8227315750715027,3.76,0.0,0.27700989053370634,0.7182965605739922,0.07663987097655542,0.00136155290984525,0.003458853122890113,0.0016708095533908662,0.12278323621823639,0.00039366362075526505,3.503204140669722e-06,0.08941833959591174,0.143162305786827,1.6016740888208335e-05,0.0012916610135587216,4.881455629906304e-05,0.5459985137133018,2.254470270220398e-05,0.0007204102106852197,2.9968486776973316e-07,4.0706352135484034e-05,0.02120706648128433,0.0804040530253561,0.007082956141057368,0.00016794840736982002,0.022642573538230428,0.004270101106451433,0.0011421393531605064,0.00033301135698408213,2.5394461504382355e-07,8.007249391999387e-07,1.878830548700719e-05,4.3573318517765854e-06,2.5473012720868133e-05,4.30513881040673e-06,3.098331230148449e-05,0.04997605035493265,9.694539055078272e-10,7.579627676564936e-11,5.279308994485315e-10,0.00019541648257226604,2.2115599756060679e-07,5.93774596367877e-06,0.001558432936789263,8.212677454674908e-07,4.847921678055628e-10,0.0018444180461015835,3.052179181042196e-07,4.801418870412919e-16,3.6702571780816262e-09,4.123223866577261e-07,1.0445385818019001e-09,5.446478015885416e-09,3.8126287406641834e-10,7.814888092169611e-10,1.2835153163646659e-09,5.486784296964647e-06,5.663711114121446e-06,7.35494809022892e-05,6.541704139760863e-08,8.421555508542447e-11,3.8831449593171566e-07,1.0217360352445628e-11,0.0024417791887664203,0.07486192058979044,4.417894246077461e-06,0.012635752176223895,4.88899522165469e-08,7.72149270926787e-07,0.00011995975500704767
1.4522983252969644e-05,0.8229708156358877,3.76,0.0,0.27535828311149774,0.7171374979466419,0.07700571120434684,0.001363815750901828,0.003466532223171887,0.001674705022556506,0.12303936782771527,0.0003939772402111247,3.503873040327098e-06,0.09008854976012334,0.14360421016949476,1.6106787083744617e-05,0.0012951202194978275,4.867955875925285e-05,0.5482676216140019,2.2608189647775688e-05,0.0007186736992132955,2.997517712740335e-07,4.074814820342642e-05,0.02117620162110288,0.08083078403268673,0.007097032919787065,0.00016795393871230739,0.022597306828965085,0.004297810110642326,0.0011575761578472032,0.0003334135407535418,2.5606560766604614e-07,8.07487552081566e-07,1.8775318780140413e-05,4.359834695977517e-06,2.5419674243053176e-05,4.345831710478512e-06,3.127348107870536e-05,0.04978933882110242,9.640212351459934e-10,7.537039548864499e-11,5.278705130795412e-10,0.00019441339476038724,2.217678284639841e-07,5.904299243816313e-06,0.0015485828463387965,8.166615436704276e-07,4.85885448974191e-10,0.0018414418973500075,3.057112596884909e-07,4.798066208171465e-16,3.6597180975407044e-09,4.093008733561125e-07,1.0403672381634234e-09,5.441692629732059e-09,3.811546214105243e-10,7.813440547563175e-10,1.2908720577523451e-09,5.502003068074826e-06,5.707027922443966e-06,7.367606959444161e-05,6.597907512456323e-08,8.476551769076077e-11,3.93017707736182e-07,1.0434373693733903e-11,0.0024326804984266177,0.07520858015347395,4.385634247396767e-06,0.012630507382485511,4.9552749452681826e-08,7.843837855869356e-07,0.00012262316350424712
1.4603820428661708e-05,0.8232090805865111,3.76,0.0,0.27371543487967204,0.715981779778001,0.07737112921671269,0.0013661018449277194,0.0034742417114911944,0.0016786411978986222,0.12329253444393405,0.0003942737185879561,3.5043165482751302e-06,0.09075816704303404,0.14404375001608086,1.619624729243039e-05,0.0012984884379057893,4.8545662571867404e-05,0.5505284074936767,2.267085677943736e-05,0.0007169392890442067,2.9981903361321393e-07,4.07896733038996e-05,0.021145113815831125,0.08125682895342451,0.007110958192443211,0.0001679592103722212,0.022551007927743203,0.004325286562289517,0.0011730878332928964,0.00033380143855461607,2.581811325284731e-07,8.142337209979918e-07,1.8761542468623846e-05,4.362130042133966e-06,2.5366016689556974e-05,4.3866088079737905e-06,3.156417832738788e-05,0.04960335807815539,9.586172201688226e-10,7.494675736984454e-11,5.27818538104694e-10,0.00019341515530333085,2.2237029322969334e-07,5.871064424118318e-06,0.001538764381589987,8.120845361738021e-07,4.869607639519855e-10,0.001838474336219539,3.062109657396881e-07,4.794519665343973e-16,3.649055694535494e-09,4.0633146255837335e-07,1.0361984012999837e-09,5.436887598616542e-09,3.810350264868589e-10,7.811618293581315e-10,1.298187234355167e-09,5.516989057729754e-06,5.7502861311937e-06,7.379908849481307e-05,6.653964870699862e-08,8.531162096802223e-11,3.9774799313489317e-07,1.0654438988108508e-11,0.00242360268440482,0.07555286362818339,4.3536116013697385e-06,0.012624502565973675,5.0218782951294886e-08,7.967218282697533e-07,0.00012532762717867374
1.4684657604353772e-05,0.8234463739554527,3.76,0.0,0.27208128536721315,0.7148293868775872,0.07773612997678168,0.0013684113218681963,0.0034819819740999755,0.0016826182924158952,0.12354275317498996,0.00039455318771159986,3.504536329227702e-06,0.09142718325674473,0.14448093757046504,1.6285122279106183e-05,0.0013017661698717874,4.8412860371785436e-05,0.5527809097034013,2.273271114435e-05,0.0007152070301383349,2.998866612274148e-07,4.0830935689780486e-05,0.02111381214936406,0.08168219482870086,0.00712473362485732,0.00016796428651373545,0.02250369175058548,0.004352527870229195,0.0011886733263823674,0.0003341751921357133,2.602910280834106e-07,8.209629249416045e-07,1.8746985859103025e-05,4.364219505065772e-06,2.531204977662173e-05,4.427468606762699e-06,3.1855393125521434e-05,0.04941810352073548,9.53241628130869e-10,7.452534425133025e-11,5.277749599016922e-10,0.00019242172294622236,2.2296346290627514e-07,5.838039747189969e-06,0.0015289782946255647,8.075364809388322e-07,4.880182443193607e-10,0.0018355153134367998,3.067170456345688e-07,4.79078235432251e-16,3.6382727802328766e-09,4.034131149125472e-07,1.0320324508803941e-09,5.432064109547525e-09,3.8090423393234417e-10,7.80942495920012e-10,1.3054606664053734e-09,5.531744031230847e-06,5.793483967297816e-06,7.391855222300485e-05,6.709872760787048e-08,8.585382921299013e-11,4.02505363490058e-07,1.0877573969667278e-11,0.0024145455781588413,0.07589477801943822,4.321824263617129e-06,0.012617748492651286,5.088800752726364e-08,8.091633378603645e-07,0.00012807348164161874
1.4765494780045836e-05,0.8236826997747037,3.76,0.0,0.2704557746943478,0.7136803001523623,0.07810071842578588,0.0013707443172817808,0.003489753406893052,0.0016866365265707554,0.12379004089686568,0.0003948157812791966,3.5045340945018364e-06,0.09209559048769497,0.1449157849803406,1.6373413083055786e-05,0.0013049539278645508,4.8281144993213786e-05,0.5550251665113911,2.2793759872167643e-05,0.0007134769694050022,2.999546607989899e-07,4.087194329366171e-05,0.021082305464127368,0.08210688865704159,0.007138360863717117,0.000167969230097118,0.022455373002209247,0.004379531489711417,0.0012043315768462853,0.00033453494072479954,2.62395135094835e-07,8.276746497444066e-07,1.8731658145593357e-05,4.366104690306479e-06,2.5257782896318523e-05,4.468409621220766e-06,3.214711464363643e-05,0.04923357049327395,9.478942298225984e-10,7.410613826466579e-11,5.277397653885869e-10,0.0001914330570513686,2.2354740821059585e-07,5.805223462172163e-06,0.0015192252978697635,8.030171366678343e-07,4.890580212146288e-10,0.001832564779978713,3.072295101153398e-07,4.786857316723261e-16,3.6273721143152335e-09,4.005448040902831e-07,1.0278697473496316e-09,5.427223291769727e-09,3.807623853100041e-10,7.806864151439075e-10,1.312692184437116e-09,5.546269745450056e-06,5.83661968356357e-06,7.403447544919101e-05,6.765627796368691e-08,8.63921098918732e-11,4.0728984191489616e-07,1.1103796209420488e-11,0.0024055090146740364,0.07623433040235629,4.290270191001198e-06,0.01261025586093552,5.1560377685779153e-08,8.217082485587134e-07,0.00013086106230161275
1.48463319557379e-05,0.8239180620755944,3.76,0.0,0.2688388435618708,0.712534500604296,0.07846489948426365,0.001373100972306986,0.0034975564155808776,0.001690696128293949,0.12403441425745573,0.0003950616348268993,3.504311599818903e-06,0.09276338109033008,0.14534830429864992,1.6461120889235875e-05,0.001308052235204239,4.8150509465001956e-05,0.5572612161008261,2.2854010170261814e-05,0.0007117491508587694,3.0002304614818507e-07,4.09127037399718e-05,0.02105060236789319,0.08253091739541789,0.007151841536900311,0.00016797410292066948,0.022406066180492606,0.004406294922127217,0.0012200615174493632,0.00033488082108340593,2.644932965971188e-07,8.34368388504304e-07,1.8715568411819494e-05,4.367787192022692e-06,2.520322512340618e-05,4.509430378490028e-06,3.2439332150639775e-05,0.049049754294982734,9.42574799146304e-10,7.368912176658079e-11,5.277129431285549e-10,0.00019044911759178397,2.241221994950399e-07,5.772613825901971e-06,0.0015095060655570104,7.985262632962906e-07,4.900802251458188e-10,0.0018296226870663053,3.077483709594033e-07,4.782747542611831e-16,3.6163564076702024e-09,3.977255172479945e-07,1.0237106390901286e-09,5.422366223604218e-09,3.80609619300604e-10,7.803939452771295e-10,1.3198816243385249e-09,5.560567948487422e-06,5.879691559570751e-06,7.41468728962657e-05,6.821226658021754e-08,8.69264315332521e-11,4.121014398167732e-07,1.1333123114684764e-11,0.0023964928323199613,0.07657152791519332,4.258947346435946e-06,0.012602035299330254,5.2235847629609826e-08,8.34356489944172e-07,0.00013369070436139294
1.4927169131429964e-05,0.8241524648881751,3.76,0.0,0.26723043323994566,0.7113919693277819,0.07882867805325393,0.0013754814336896163,0.003505391415730293,0.0016947973330409597,0.12427588968088735,0.00039529088569916697,3.5038706428775224e-06,0.09343054768052596,0.1457785074851232,1.6548246901100617e-05,0.0013110616255265013,4.8020947009559514e-05,0.5594890965678659,2.2913469319529215e-05,0.0007100236157706063,3.000918312993985e-07,4.095322435715817e-05,0.021018711240751452,0.08295428796038617,0.007165177253831129,0.00016797896566573897,0.022355785581179812,0.004432815714661089,0.00123586207413287,0.0003352129675615843,2.6658535782187506e-07,8.410436413085099e-07,1.8698725633779866e-05,4.369268594670641e-06,2.514838522793682e-05,4.550529418312927e-06,3.273203501506202e-05,0.04886665018463322,9.372831130270975e-10,7.327427732901591e-11,5.276944835021691e-10,0.00018946986513751902,2.2468790673537604e-07,5.740209103862835e-06,0.0014998212352174388,7.940636219970398e-07,4.910849859336338e-10,0.0018266889861580499,3.0827364094847283e-07,4.778455967821941e-16,3.6052283250686707e-09,3.9495425542124775e-07,1.0195554593552462e-09,5.417493939086255e-09,3.8044607188474564e-10,7.800654424534513e-10,1.3270288277987383e-09,5.574640379192054e-06,5.922697904195542e-06,7.425575934565348e-05,6.876666092769179e-08,8.745676213516432e-11,4.1694019370273176e-07,1.1565571927629813e-11,0.002387496872709634,0.07690637775294097,4.227853701467053e-06,0.012593097364229163,5.2914371265987327e-08,8.471079870485656e-07,0.00013656274281565497
1.5008006307122028e-05,0.8243859122396132,3.76,0.0,0.26563048563322644,0.7102526875196078,0.07919205901301754,0.0013778858545441966,0.003513258833886003,0.001698940384863549,0.1245144833418017,0.0003955036730350504,3.5032130664601684e-06,0.09409708316375183,0.1462064063952308,1.6634792514895523e-05,0.0013139826435897288,4.7892451052739675e-05,0.5617088459076086,2.297214467697429e-05,0.0007083004024704933,3.0016101802342406e-07,4.099351215071315e-05,0.020986640211811337,0.08337700722383441,0.007178369603351879,0.0001679838777907589,0.022304545275315214,0.004459091466139138,0.0012517321653353075,0.0003355315118370294,2.6867116666080246e-07,8.476999165138123e-07,1.8681138665528817e-05,4.370550470243641e-06,2.5093271655723478e-05,4.591705294850563e-06,3.302521272614627e-05,0.04868425338054572,9.32018951681099e-10,7.286158779164128e-11,5.276843785734125e-10,0.00018849526089449197,2.2524459951616462e-07,5.708007569754784e-06,0.001490171404283897,7.896289749154511e-07,4.920724328788398e-10,0.0018237636289754533,3.0880533424669457e-07,4.773985461189843e-16,3.5939904799569684e-09,3.922300357485786e-07,1.01540452327844e-09,5.412607419640741e-09,3.8027187602266485e-10,7.79701260642742e-10,1.3341336474956385e-09,5.588488766323295e-06,5.965637061109136e-06,7.436114961569128e-05,6.931942922751879e-08,8.798307194738514e-11,4.2180611778775905e-07,1.180115970268244e-11,0.0023785209810030907,0.07723888716822248,4.196987232301422e-06,0.01258345252781156,5.359590217599585e-08,8.599626598242626e-07,0.00013947751241957847
