Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86)
8.038752994036564e-06,0.1761449611465009,3.76,0.0,0.6725311188666336,0.9891701975610411,0.005807167309795848,0.00011975461974047574,5.8089505655200165e-05,6.116742873205992e-05,0.003625435428852418,0.00012851329667657612,1.7618398083963407e-06,0.00030251709720705813,0.00411363218090769,2.6572524583571435e-12,6.775524674143172e-15,1.2242499282398926e-06,0.009953492971212995,2.9572767674849633e-08,0.00018551859624883912,2.620988872832799e-09,2.6665735744597606e-07,0.0009479593432878248,0.004793099983698892,9.978130187626497e-06,1.4582086631171945e-06,0.0002401491147182651,4.997009288259266e-06,4.015890292029088e-10,3.120384834059583e-06,3.2828512710726433e-10,1.0103323782500459e-09,1.5721974739282213e-07,1.7358693521850916e-08,5.15389854346945e-06,2.5236791259075392e-11,2.938959482377064e-10,0.006302948657459872,1.7100644916168684e-09,8.197840047268462e-12,2.723751525698892e-11,2.366057609425178e-05,3.020839572545156e-11,6.147309403939331e-05,0.0011535949399439892,8.335882091520712e-08,4.226174040976558e-12,0.0004841310440398591,5.170162684127953e-09,6.019642449304048e-20,3.0849863251819924e-10,2.9402972700320163e-09,1.39157184976563e-08,3.0129198489935085e-09,2.9952566280738924e-13,2.3040116417445353e-10,1.8417679625127973e-20,5.043138481582312e-09,5.939029855397135e-16,5.402254644647312e-07,1.4419374775751261e-12,8.773270405423418e-12,6.465455226670689e-21,2.188268404861873e-24,7.425336497601834e-05
8.183737023584935e-06,0.17614938574511851,3.76,0.0,0.6721216802401793,0.9889283616752705,0.00595404278240745,0.00012013175122616457,5.8207100490314136e-05,6.138757223614923e-05,0.003698227228754538,0.00012928846981659722,1.7929169466763425e-06,0.00031899214601829645,0.004187515316598192,2.7846912629475466e-12,7.308590161295537e-15,1.2232338109589565e-06,0.01016552571779201,2.9364531186020788e-08,0.00019231816763587515,2.6438782200294895e-09,2.795685600753782e-07,0.0009755828376514399,0.004935436206006411,1.0232858848100773e-05,1.5068321939056922e-06,0.0002497863442228652,5.298938345439092e-06,4.338012412560787e-10,3.3337514633452968e-06,3.488534209410532e-10,1.0737437034777862e-09,1.6296732698444247e-07,1.804122114368464e-08,5.365691938478127e-06,2.694226825698543e-11,3.1385463625639954e-10,0.006336483542205709,1.7086848996744323e-09,8.19127392476995e-12,2.7220162977303293e-11,2.3633990213472046e-05,3.052715528181679e-11,6.178543942773781e-05,0.0011973155758334495,8.377942505451759e-08,4.2699724417691874e-12,0.00048401268469924535,5.243396866131099e-09,6.429529705977826e-20,3.275384877664248e-10,3.0399772092562334e-09,1.4483833545187524e-08,3.1582647663667375e-09,3.129358701352721e-13,2.3857771652654835e-10,1.9991478834157367e-20,5.096754510847156e-09,6.413852778727979e-16,5.595446852688998e-07,1.5571951420586861e-12,9.321621876143789e-12,7.110083255078126e-21,2.385812442605041e-24,7.421402998790721e-05
8.328721053133306e-06,0.1761538104843854,3.76,0.0,0.6717118865384772,0.9886859006799923,0.006101354208992906,0.00012048697944074548,5.8320230215310944e-05,6.159691693508583e-05,0.0037710509159781047,0.00013003221749806982,1.823308093300971e-06,0.0003359431203078499,0.0042613394936287866,2.91503967294107e-12,7.870303304704509e-15,1.2222497351801008e-06,0.010378332473513576,2.916825187156018e-08,0.00019924274828890884,2.6656478185650795e-09,2.9279146719293303e-07,0.0010030917865173343,0.005078476222614072,1.0488350835282033e-05,1.555312745249806e-06,0.00025957723954487524,5.612821097418838e-06,4.679413450505347e-10,3.5558119140226633e-06,3.7026436912815665e-10,1.139765725000503e-09,1.6880647842380494e-07,1.8735441133408226e-08,5.579541690498509e-06,2.8721246425921172e-11,3.346768412257104e-10,0.006368172684363458,1.7073206333725533e-09,8.18477934201925e-12,2.7203039824082505e-11,2.360804561040494e-05,3.083009490690376e-11,6.207949412422845e-05,0.0012414022105499305,8.41753646362604e-08,4.3114861500968416e-12,0.0004838940192980722,5.3151204696341256e-09,6.855954013066769e-20,3.4732841414123923e-10,3.141013427068581e-09,1.5057185858768178e-08,3.307065621289952e-09,3.265821359453006e-13,2.468959797944151e-10,2.1658043521962537e-20,5.147716536860042e-09,6.91694236913517e-16,5.792069978941633e-07,1.6793144683062778e-12,9.892347996030561e-12,7.805732469821515e-21,2.596582068989888e-24,7.417536243307094e-05
8.473705082681676e-06,0.17615823589536445,3.76,0.0,0.6713017760411442,0.9884428545372519,0.006249075389767672,0.00012082133847786241,5.842906521868051e-05,6.179591270585062e-05,0.0038439006373760594,0.00013074585866338005,1.8530129281822607e-06,0.0003533679201220702,0.004335105379035056,3.0482641410612744e-12,8.461419186184065e-15,1.221296064103827e-06,0.010591890711648745,2.8983310837222914e-08,0.00020629227407634992,2.686335798445209e-09,3.06324695828119e-07,0.001030469061567307,0.0052221785909312285,1.0744551124333044e-05,1.6036111474876344e-06,0.0002695189586007437,5.938855097672479e-06,5.040847962798324e-10,3.7866386994789194e-06,3.9253204335430866e-10,1.2084431233918606e-09,1.7473567878161713e-07,1.9441172460778367e-08,5.795313243365163e-06,3.0574840909521305e-11,3.56375717260712e-10,0.006398093426343091,1.705971111061583e-09,8.178353563894523e-12,2.7186136631431265e-11,2.3582715033656608e-05,3.111768733381565e-11,6.235603079449401e-05,0.0012858294662552094,8.454768347045692e-08,4.35078496674949e-12,0.0004837750673988037,5.3853807943820884e-09,7.299041042686478e-20,3.6787981404213403e-10,3.2433925795764788e-09,1.5635407172702307e-08,3.45930377506343e-09,3.404586438648451e-13,2.553547929666668e-10,2.3420123533316523e-20,5.196103424066164e-09,7.449393362624728e-16,5.992099707962124e-07,1.8085614111957112e-12,1.0485817966756403e-11,8.555407445384298e-21,2.821140603238818e-24,7.413733537387438e-05
8.618689112230047e-06,0.1761626624831484,3.76,0.0,0.6708913852302416,0.9881992614901676,0.006397181349615253,0.00012113581969232318,5.853377181336372e-05,6.198499599608935e-05,0.003916770782979484,0.00013143067026679935,1.882032539279836e-06,0.00037126415163600275,0.004408813614727172,3.184330430119673e-12,9.082684827274506e-15,1.2203712215395072e-06,0.010806178325735868,2.8809102245238924e-08,0.00021346664289757124,2.705980085631421e-09,3.2016680758423086e-07,0.001057698517690619,0.005366503624050117,1.1001407118283803e-05,1.6516904880092767e-06,0.0002796086974371778,6.277234187486361e-06,5.423082699046467e-10,4.026298105468996e-06,4.156702289945625e-10,1.2798197284673862e-09,1.8075341567613696e-07,2.015823549239613e-08,6.012876545054878e-06,3.250413022127206e-11,3.789639886554188e-10,0.006426320798352408,1.7046357672415969e-09,8.171993933961415e-12,2.716944452299625e-11,2.3557972141274708e-05,3.139041155414434e-11,6.261579878445686e-05,0.0013305728048513916,8.489739366669744e-08,4.387939478411121e-12,0.0004836558477225818,5.454225278736078e-09,7.75890430774579e-20,3.89203858544697e-10,3.3471012336218137e-09,1.6218141809619848e-08,3.61495997693075e-09,3.5455966078919346e-13,2.639529752738531e-10,2.5280437149615483e-20,5.241995140916406e-09,8.012317508533309e-16,6.195511227054706e-07,1.9452060773131606e-12,1.1102393168125861e-11,9.362227549873685e-21,3.0600597234440424e-24,7.40999226858625e-05
8.763673141778418e-06,0.1761670907269891,3.76,0.0,0.6704807488602693,0.9879551581179435,0.006545648286743688,0.00012143137288465415,5.863451206432122e-05,6.216458967375199e-05,0.003989655979100675,0.00013208788721983137,1.9103693188831037e-06,0.00038962914431720744,0.004482464818200364,3.3232037281549302e-12,9.734838953502293e-15,1.219473691497153e-06,0.011021173642980633,2.864503716334311e-08,0.00022076571587177575,2.7246182701905907e-09,3.3431631358605946e-07,0.0010847649689429036,0.005511413337282915,1.1258868565314165e-05,1.6995160654105335e-06,0.0002898436931480896,6.628148535352079e-06,5.826896367285245e-10,4.274850407724353e-06,4.3969243044377224e-10,1.3539385333516724e-09,1.868581903286101e-07,2.0886452307630837e-08,6.23210607120601e-06,3.451015735842039e-11,4.024539630299214e-10,0.006452927492575728,1.7033140529205703e-09,8.165697875809645e-12,2.7152954913887627e-11,2.3533791498586006e-05,3.164875012826931e-11,6.285952387737287e-05,0.001375608532088213,8.522547533081526e-08,4.423020671604099e-12,0.0004835363781761384,5.521701286159116e-09,8.235645599729596e-20,4.113114908128955e-10,3.4521258707504854e-09,1.6805046728173216e-08,3.774014421635283e-09,3.688795477017705e-13,2.726893289249643e-10,2.72416690447698e-20,5.285472304352058e-09,8.606843208346619e-16,6.402279289658913e-07,2.0895226374952575e-12,1.174242729211431e-11,1.0229428675953096e-20,3.313919192280835e-24,7.406309906518363e-05
8.908657171326788e-06,0.17617152108052175,3.76,0.0,0.6700699000267302,0.9877105793910274,0.006694453522892763,0.00012170890751882788,5.873144365301443e-05,6.233510295136878e-05,0.004062551081302943,0.00013271870251422234,1.938026863283787e-06,0.0004084599676579258,0.004556059583258587,3.4648487548289053e-12,1.0418611801124299e-14,1.2186020175536627e-06,0.011236855434623026,2.84905464477876e-08,0.00022818931864573147,2.7422874908727e-09,3.4877167916359247e-07,0.0011116541628553574,0.005656871394204788,1.1516887476476756e-05,1.7470553373030985e-06,0.000300221226365902,6.9917846830025624e-06,6.253079402598523e-10,4.532350091344318e-06,4.646118769071255e-10,1.4308417100825118e-09,1.930485202538173e-07,2.1625646975459127e-08,6.4528808257683596e-06,3.659393097692289e-11,4.268575451830087e-10,0.006477983850167237,1.7020054358594339e-09,8.15946289388765e-12,2.713665951107483e-11,2.3510148572372497e-05,3.1893186778364875e-11,6.308790817866252e-05,0.0014209137975810294,8.553287643213317e-08,4.456099588070916e-12,0.00048341667587878195,5.587855916857388e-09,8.729355429168993e-20,4.3421342972311284e-10,3.5584528923643218e-09,1.7395791508592577e-08,3.936446803827752e-09,3.834127689370967e-13,2.815626416544565e-10,2.9306468443385856e-20,5.326615771925462e-09,9.23411515927156e-16,6.612378274424878e-07,2.2417892404789846e-12,1.2406266490117276e-11,1.1160364932904908e-20,3.5833065915066956e-24,7.402684003167454e-05
9.053641200875159e-06,0.17617595397207841,3.76,0.0,0.6696588702331645,0.9874655587261698,0.006843575455110704,0.00012196929396613295,5.8824719775415205e-05,6.249693137695219e-05,0.004135451167280558,0.00013332426750272522,1.9650098760332038e-06,0.0004277534474486231,0.004629598480746858,3.6092298595673542e-12,1.1134724963002298e-14,1.217754802023693e-06,0.011453202923569404,2.8345082809138433e-08,0.0002357372427976828,2.75902433505561e-09,3.635313282947952e-07,0.001138352753399191,0.00580284305247838,1.1775418044145045e-05,1.7942778629046535e-06,0.00031073862335990717,7.368325597243587e-06,6.702433738959405e-10,4.798846070770643e-06,4.904415285452642e-10,1.5105706264480521e-09,1.9932294161412302e-07,2.2375645795039256e-08,6.675084321448177e-06,3.875642661389242e-11,4.521862514826486e-10,0.006501557859689835,1.700709400715899e-09,8.153286573889898e-12,2.712055031243601e-11,2.348701972184108e-05,3.212420424523604e-11,6.330163011483516e-05,0.001466466591190023,8.582051282279392e-08,4.4872470189998194e-12,0.00048329675718933524,5.652735842867745e-09,9.240113466477373e-20,4.579201736684788e-10,3.6660686258600804e-09,1.7990058283450556e-08,4.102236369602122e-09,3.981539000171233e-13,2.905716890881999e-10,3.147744747219769e-20,5.365506278362856e-09,9.895294003087377e-16,6.825782240165088e-07,2.4022879277895352e-12,1.3094249530715508e-11,1.215851030046179e-20,3.868817065620554e-24,7.399112192809504e-05
9.19862523042353e-06,0.17618038980508974,3.76,0.0,0.6692476894565422,0.9872201280411557,0.006992993509107259,0.00012221336476409832,5.8914489070028594e-05,6.265045688323705e-05,0.004208351529691056,0.00013390569231709894,1.9913240749337392e-06,0.0004475061815715739,0.0047030820592879295,3.756311111900769e-12,1.1883891270055573e-14,1.2169307049656768e-06,0.011670195789600546,2.8208122207664983e-08,0.00024340924731503026,2.77486475274467e-09,3.785936478308218e-07,0.001164848272909269,0.005949295109724601,1.203441656145252e-05,1.841155241480801e-06,0.0003213932577768226,7.757950726711645e-06,7.175772584603201e-10,5.074381909201086e-06,5.171940829266306e-10,1.5931658637914092e-09,2.056800112581316e-07,2.3136277503163043e-08,6.8986045426148266e-06,4.0998587943352455e-11,4.784512246279077e-10,0.006523715165586846,1.6994254490994511e-09,8.147166582752034e-12,2.710461960464176e-11,2.3464382186854458e-05,3.234228239004395e-11,6.350134453224236e-05,0.0015122457362255353,8.60892683901191e-08,4.516533235386182e-12,0.00048317663773291507,5.716387164619085e-09,9.767988980935673e-20,4.82442004510571e-10,3.7749593315614396e-09,1.8587541620982035e-08,4.271361965434186e-09,4.130976341761994e-13,2.997152369428917e-10,3.375717969414171e-20,5.4022241133888286e-09,1.0591555980697302e-15,7.042464977012142e-07,2.5713045499714283e-12,1.380670796556067e-11,1.3227460245483229e-20,4.1710530749433216e-24,7.395592191600178e-05
9.3436092599719e-06,0.17618482895856183,3.76,0.0,0.668836386210942,0.9869743178090075,0.007142688094186712,0.00012244191588012683,5.900089557276144e-05,6.279604788786635e-05,0.004281247668977011,0.00013446404640497916,2.0169761028846957e-06,0.0004677145552964217,0.004776510846019447,3.906056384349814e-12,1.2666814705015409e-14,1.2161284430489981e-06,0.011887814172431864,2.8079164700775406e-08,0.00025120506012586566,2.7898439833520104e-09,3.9395699152056194e-07,0.0011911291032348365,0.0060961958496709686,1.2293841342953003e-05,1.8876610475092688e-06,0.0003321825520552967,8.160836062776783e-06,7.673920201220911e-10,5.358996036443067e-06,5.448819817188172e-10,1.6786672356164168e-09,2.1211830846461478e-07,2.3907373451191187e-08,7.1233338929820786e-06,4.332132805258721e-11,5.056632486422844e-10,0.006544519085424727,1.698153099548113e-09,8.141100668301808e-12,2.7088859960028363e-11,2.3442214073827763e-05,3.254789652450494e-11,6.368768288301064e-05,0.0015582308798962423,8.63399953250085e-08,4.544027751882834e-12,0.00048305633242745453,5.77885528707469e-09,1.0313041275901572e-19,5.077889916489643e-10,3.885111210270263e-09,1.9187948367318752e-08,4.443802084723842e-09,4.2823878767332014e-13,3.089920430718696e-10,3.614819881507421e-20,5.436848838084556e-09,1.1324092592769531e-15,7.262400054073014e-07,2.7491286842600148e-12,1.454396630192666e-11,1.4370933302267768e-20,4.4906241583193235e-24,7.39212179686879e-05
9.488593289520271e-06,0.17618927178761437,3.76,0.0,0.6684249876094458,0.9867281571114962,0.0072926405597588265,0.00012265570797361473,5.908407869587715e-05,6.293405943824873e-05,0.00435413528620831,0.00013500035916994522,2.0419734426688474e-06,0.0004883747560634608,0.0048498853473284975,4.058429428223551e-12,1.348419034557871e-14,1.215346788303872e-06,0.012106038672859571,2.795773483867689e-08,0.0002591243796675194,2.8039964942005424e-09,4.0961968384538886e-07,0.0012171844463411137,0.006243514988769137,1.2553652646689872e-05,1.933770763291268e-06,0.00034310397854180757,8.577154203920945e-06,8.197711687223634e-10,5.652721964378324e-06,5.735174175425834e-10,1.767113806821946e-09,2.1863643641581622e-07,2.4688767753838014e-08,7.3491691300532685e-06,4.572553072914001e-11,5.338327639830493e-10,0.006564030634829771,1.6968918874357478e-09,8.135086658606218e-12,2.70732642325916e-11,2.3420494339624942e-05,3.27415159540246e-11,6.386125348739166e-05,0.001604402481356555,8.657351449190724e-08,4.569799121590948e-12,0.00048293585550988763,5.840184813803611e-09,1.0875320118648704e-19,5.339709961839768e-10,3.996510411288884e-09,1.9790997453093813e-08,4.619534912073747e-09,4.435723039907198e-13,3.18400859365635e-10,3.865299755404786e-20,5.469459037189703e-09,1.2094110266817632e-15,7.485560863767279e-07,2.9360535537809176e-12,1.5306342180448208e-11,1.5592772616997608e-20,4.828146705571392e-24,7.388698886155182e-05
9.633577319068642e-06,0.17619371862406644,3.76,0.0,0.6680135194242077,0.9864816736918255,0.007442833153417237,0.0001228554676524347,5.916417322846434e-05,6.30648333954028e-05,0.004427010275971649,0.000135515620700585,2.066324335727289e-06,0.0005094827877450014,0.004923206049580798,4.213393942680994e-12,1.4336704334221842e-14,1.214584566773523e-06,0.01232485035220488,2.7843381690166504e-08,0.0002671668764773666,2.8173559297560104e-09,4.2558002367267805e-07,0.001243004294557891,0.006391223623445345,1.281381259782941e-05,1.9794617096862176e-06,0.0003541550603335808,9.007074422985014e-06,8.747992765276746e-10,5.9555884993329865e-06,6.031123409329069e-10,1.8585439133621301e-09,2.2523302342334897e-07,2.5480297412117428e-08,7.576011288170481e-06,4.821205174972276e-11,5.629698826596419e-10,0.006582308559140665,1.6956413648181554e-09,8.129122461052956e-12,2.705782555322337e-11,2.3399202773757618e-05,3.2923602717454464e-11,6.402264186271115e-05,0.001650741797676588,8.679061588720757e-08,4.593914759342743e-12,0.0004828152205619296,5.900419457404531e-09,1.1454866163486236e-19,5.609976751507967e-10,4.109143040782646e-09,2.0396419669463753e-08,4.798538365409613e-09,4.590932570209833e-13,3.2794043351482733e-10,4.127402666807214e-20,5.500132104606471e-09,1.2902830031002088e-15,7.711920663025804e-07,3.1323759483482267e-12,1.609414655626338e-11,1.6896947456871744e-20,5.1842437397600315e-24,7.38532141602352e-05
9.778561348617013e-06,0.17619816977706504,3.76,0.0,0.6676020061446606,0.986234894006357,0.0075932489805677125,0.00012304188871895919,5.924130935592723e-05,6.318869865133186e-05,0.004499868719331653,0.0001360107825750048,2.090037704936016e-06,0.0005310344843793561,0.004996473419842098,4.3709136374376485e-12,1.5225033871963735e-14,1.2138406570874923e-06,0.012544230730260795,2.773567857364195e-08,0.0002753321947924277,2.8299550705576783e-09,4.418362877362691e-07,0.0012685794006563398,0.006539294178130081,1.3074285113991438e-05,2.024712975604627e-06,0.0003653333718738675,9.450762736707425e-06,9.325619574256594e-10,6.267619950729543e-06,6.336784673601267e-10,1.9529951821686614e-09,2.3190672392641308e-07,2.6281802412719887e-08,7.803765591909203e-06,5.0781720162175954e-11,5.930844032584183e-10,0.006599409370840688,1.6944011002261617e-09,8.123206061202684e-12,2.7042537324307716e-11,2.337831997917811e-05,3.3094610506974504e-11,6.417241110952416e-05,0.001697230868043739,8.699205917351281e-08,4.616440791115252e-12,0.0004826944405353888,5.959601964760292e-09,1.205171136696984e-19,5.888784858042823e-10,4.2229951703629005e-09,2.1003957418327206e-08,4.980790136042269e-09,4.747968533395404e-13,3.376095106449324e-10,4.40136941218647e-20,5.528944059327631e-09,1.3751487194862041e-15,7.941452611560221e-07,3.3383961469147243e-12,1.6907683882101266e-11,1.8287554684688316e-20,5.5595447092176985e-24,7.381987420685344e-05
9.923545378165383e-06,0.17620262553374774,3.76,0.0,0.6671904710338469,0.9859878432752818,0.007743871965583953,0.00012321563340034525,5.931561269615684e-05,6.330597137479874e-05,0.004572706876885233,0.00013648675872807343,2.113123081371663e-06,0.000553025523375173,0.005069687906589576,4.5309522895307e-12,1.6149847233468205e-14,1.2131139889732635e-06,0.01276416178193439,2.7634222559974672e-08,0.00028361995414565776,2.8418258008801535e-09,4.5838673395119605e-07,0.0012939012479191118,0.00668770035419582,1.3335035832389815e-05,2.0695053468169645e-06,0.0003766365393240353,9.908381977017432e-06,9.93145846574901e-10,6.588836335477072e-06,6.652272842661909e-10,2.050504551219362e-09,2.386562192812774e-07,2.7093125806024552e-08,8.032341361418484e-06,5.343533955234258e-11,6.241858257833433e-10,0.006615387391890748,1.6931706784133462e-09,8.11733552144606e-12,2.702739321378362e-11,2.335782735193629e-05,3.3254983752655396e-11,6.431110234618376e-05,0.0017438524964857737,8.717857427797736e-08,4.637441927293063e-12,0.0004825735277769649,6.0177740556931835e-09,1.2665879394169695e-19,6.176226899350274e-10,4.33805284578212e-09,2.16133644411249e-08,5.166267726761782e-09,4.906784336513335e-13,3.4740683483147726e-10,4.6874364393065615e-20,5.5559693891923505e-09,1.464133103713204e-15,8.174129807399495e-07,3.5544178417141824e-12,1.774725229231059e-11,1.9768820199717207e-20,5.954685289265958e-24,7.378695010461646e-05
9.999999999999997e-06,0.17620708615993413,3.76,0.0,0.6669734544229458,0.9858574647318085,0.007823378389943986,0.00012330236511979065,5.935369566256503e-05,6.336526164075915e-05,0.004611107333787481,0.00013673032873072396,2.125047224680316e-06,0.0005647975027264127,0.005108275049947281,4.616347827015422e-12,1.6652446565198462e-14,1.2127373891453725e-06,0.012880354095733716,2.758310759158983e-08,0.00028803952090877415,2.847802816699535e-09,4.6723217563264423e-07,0.0013071495840049582,0.006766086183965135,1.3472638727610114e-05,2.0929349383601586e-06,0.0003826465439617002,1.0155363301976226e-05,1.0262594355733292e-09,6.761928178270813e-06,6.82263529072869e-10,2.103168139488515e-09,2.4224552348707666e-07,2.752486365456113e-08,8.153177769434769e-06,5.486874901368668e-11,6.409871481768548e-10,0.006623378736144482,1.6925256660707075e-09,8.114257635191866e-12,2.7019463216466275e-11,2.3347171989741115e-05,3.333541880565119e-11,6.437995454296689e-05,0.00176848531378835,8.727115679896744e-08,4.647923903075633e-12,0.00048250971725312316,6.048056955573071e-09,1.2996731080038495e-19,6.331311870133336e-10,4.399207103044929e-09,2.1935396395059212e-08,5.265367246698896e-09,4.991234232350776e-13,3.5262449056824166e-10,4.843240288524209e-20,5.569525986951192e-09,1.5127587574901509e-15,8.298085253785334e-07,3.6724645318167e-12,1.8200565169836545e-11,2.058791909903703e-20,6.171262274490943e-24,7.376974947141352e-05
1.0068529407713754e-05,0.17620708615993413,3.76,0.0,0.6667789361828549,0.9857405455321413,0.007894686814464492,0.0001233773335589842,5.938720435026178e-05,6.341695528090033e-05,0.004645521181927773,0.00013694442636999065,2.135590535032686e-06,0.0005754514381864269,0.005142849940411428,4.693473794525169e-12,1.7111803801076214e-14,1.2124035417212255e-06,0.012984625932758318,2.7538633802255306e-08,0.0002920297509484704,2.852999084261201e-09,4.7522960456845307e-07,0.0013189620203473034,0.006836417079911176,1.3596032038872889e-05,2.1138212345542913e-06,0.00038806224073501954,1.0380091863604354e-05,1.0566385805181448e-09,6.9192535776473666e-06,6.977700580766812e-10,2.151108289639011e-09,2.4548021836189207e-07,2.7914113764788686e-08,8.261651911144205e-06,5.6173689289469136e-11,6.562833662391851e-10,0.006630294800172426,1.691949700065059e-09,8.111508979495514e-12,2.701238714876904e-11,2.333770705993676e-05,3.340515685747278e-11,6.443923518391096e-05,0.001790590233375963,8.735086204413242e-08,4.6569813576029036e-12,0.0004824524940524834,6.074976373688442e-09,1.3297386015142752e-19,6.472393581994082e-10,4.454302095647078e-09,2.2224405530150432e-08,5.354948488035287e-09,5.067334734960191e-13,3.5733115050248234e-10,4.9858357903785925e-20,5.5812809200810765e-09,1.5573624500759165e-15,8.409925319845826e-07,3.780748064126093e-12,1.861314378685182e-11,2.1345100345654658e-20,6.370307193473759e-24,7.375442370110575e-05
1.0213513437262125e-05,0.1762115519008375,3.76,0.0,0.6663674225633699,0.9854930236721338,0.008045678978960727,0.00012352759188043747,5.945620096593227e-05,6.352194192037684e-05,0.00471830823374653,0.0001373846269460764,2.1574506094625024e-06,0.0005983076304607898,0.005215959934693064,4.858442212513008e-12,1.811155411556017e-14,1.2117083426160383e-06,0.013205606053425774,2.7448554736568714e-08,0.00030056116005067705,2.8635049460806154e-09,4.923631291740821e-07,0.0013437545731266177,0.00698542046149976,1.3857242598931986e-05,2.157644604313847e-06,0.00039960820603869286,1.0866049077339937e-05,1.1231287777652855e-09,7.258883703072682e-06,7.31317841153532e-10,2.254842017712662e-09,2.5237745799052014e-07,2.8744615625372604e-08,8.491614443223818e-06,5.899752574503872e-11,6.893859708964236e-10,0.006644181679339389,1.6907377814746218e-09,8.105724646738524e-12,2.6997513308830046e-11,2.3317942021002755e-05,3.3545553569196384e-11,6.455730823534633e-05,0.0018374283559510242,8.750959492781894e-08,4.675120665673601e-12,0.00048233135057053643,6.13124844745101e-09,1.3946239490924953e-19,6.777373744485448e-10,4.5717289400698845e-09,2.2836856225889617e-08,5.546809652363039e-09,5.229575832928285e-13,3.6738120373423615e-10,5.296795056979371e-20,5.604949708267e-09,1.6549643895198943e-15,8.64881221998749e-07,4.017697112284071e-12,1.9505644414206347e-11,2.302088328640365e-20,6.807057994273494e-24,7.372227757044419e-05
1.0358497466810495e-05,0.1762160229817903,3.76,0.0,0.6659559500783441,0.9852452994991465,0.008196834622143219,0.00012366698303663712,5.952271481166094e-05,6.362121098499307e-05,0.00479106479105423,0.00013780816712871075,2.178714260202853e-06,0.0006215893816663804,0.0052890182862886876,5.025821809255261e-12,1.914973994154601e-14,1.2110274653461044e-06,0.01342708545348846,2.736364919031156e-08,0.00030921373627035216,2.8733724624135697e-09,5.097855275359453e-07,0.0013682724034581955,0.007134687735375934,1.4118637890728496e-05,2.2009609052315256e-06,0.00041127221687822536,1.1366407334173487e-05,1.1927060198498071e-09,7.607735028573309e-06,7.658814786573919e-10,2.361740726712647e-09,2.593467032148529e-07,2.958448391324792e-08,8.722149936706194e-06,6.190758348039057e-11,7.235023301841713e-10,0.006657096071445102,1.689534554192184e-09,8.099980806476971e-12,2.698276611897119e-11,2.329851588043239e-05,3.3676586476011223e-11,6.466579965026925e-05,0.0018843518480493185,8.765541772878817e-08,4.691919761305787e-12,0.00048221010800550136,6.1866286621522255e-09,1.46124409485072e-19,7.091254400428253e-10,4.690319399188394e-09,2.3450502503537284e-08,5.741828366836683e-09,5.393465078005853e-13,3.7755574344699875e-10,5.620537345890342e-20,5.6270449537098885e-09,1.7570678606030202e-15,8.89076360891807e-07,4.265578480439787e-12,2.0425034452335773e-11,2.480079035043825e-20,7.26559095271382e-24,7.369049499457499e-05
1.0503481496358866e-05,0.17622049960897962,3.76,0.0,0.6655445376108047,0.9849973937714727,0.008348140585371196,0.00012379605482210228,5.958685386018743e-05,6.371503062564236e-05,0.0048637877655737585,0.00013821581983317492,2.1993927969903913e-06,0.0006452918642038304,0.005362025376177158,5.195577092816853e-12,2.0226994345679238e-14,1.2103600284015903e-06,0.013649047874345656,2.7283601429040257e-08,0.0003179870158872448,2.882629754448686e-09,5.274950123011432e-07,0.0013925096218461107,0.0072841972216165386,1.4380189740175648e-05,2.243757000333205e-06,0.0004230521062953386,1.1881317459155067e-05,1.2654608328599528e-09,7.965812345582687e-06,8.014716152945984e-10,2.4718387984657703e-09,2.663867474468078e-07,3.043357435446016e-08,8.953183033628658e-06,6.490457639894665e-11,7.586408921642355e-10,0.0066690840317707245,1.688339664651308e-09,8.09427581207484e-12,2.6968140242415687e-11,2.327941298821457e-05,3.379865661346265e-11,6.476516767273044e-05,0.0019313463792579655,8.77889483502816e-08,4.70743682865506e-12,0.0004820887765199155,6.2411542393087954e-09,1.5295984744365238e-19,7.414120781399462e-10,4.810059501497079e-09,2.4065140451504804e-08,5.9399817239384974e-09,5.558961250618327e-13,3.878535225072504e-10,5.957281255034982e-20,5.647633932199429e-09,1.8638030811893236e-15,9.135752643811599e-07,4.524708790085523e-12,2.137158858705955e-11,2.6689577344544185e-20,7.746564857094093e-24,7.365905994384436e-05
