Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557),CH2CO(75)
1.4360222420933963e-08,0.09023078458623256,3.76,0.0,0.7636064971458104,0.9997464177945306,1.5896323712159365e-10,2.9616632698194668e-09,1.4811445558036364e-07,2.9556676493001987e-09,9.390350152643098e-09,9.360934067110537e-08,2.527258482047618e-12,5.5785802769200156e-14,1.329852671942775e-08,6.551407010652381e-23,1.536319359072049e-21,2.7823134426734057e-09,2.251708112485256e-06,3.834761127018733e-12,2.4690206870566862e-14,1.2037842540958504e-18,8.63618164474333e-20,1.361851789936761e-10,1.6690399093669633e-10,1.1362760238720304e-11,1.9272823304642414e-13,4.92320155491304e-14,1.6447261646003624e-15,3.030994142333264e-23,7.271315286516585e-21,1.015938277689231e-22,1.4042913904341165e-22,1.9184025791453947e-15,2.7755093879420088e-17,3.954755787875231e-19,1.650354375633399e-22,1.268435178878277e-20,1.1099889567115054e-07,1.0082786449540671e-11,2.187700525870123e-13,1.0964267982928412e-12,1.4785917868427619e-07,2.5771383907433585e-17,1.685014215788261e-09,1.509705400616704e-15,1.1663121842821593e-12,1.4547536622275534e-19,0.00025332254908159817,3.720615109850816e-17,6.512205265122545e-32,2.1592516652411874e-22,1.3478555884471164e-18,3.804930115434882e-21,7.418108273491551e-22,8.556741033271813e-27,1.3297414162617356e-19,2.188674092767871e-23,2.68207410788335e-15,2.0128424184297815e-21,1.02279246384378e-16,7.6343603234174705e-25,3.163609647727028e-24,1.6709452896547693e-32,5.331911684609621e-39,2.079869536535466e-06,5.92964398928898e-11,5.802335397756564e-17,4.4591988717256726e-13,4.265152156754315e-31,3.5669253960290425e-28,2.6413875523486243e-31,5.289517609857074e-29,6.235643497546384e-33,5.467226993382358e-30,1.3452556026842646e-31
1.5031699781516833e-08,0.09023078632430913,3.76,0.0,0.7636063850308773,0.9997463977222206,1.8955256889007673e-10,3.3719935319639884e-09,1.612849394518834e-07,3.362711304458818e-09,1.0714630595305293e-08,9.806695385763099e-08,2.770305909572181e-12,6.388218319918712e-14,1.5177384050031656e-08,7.980259279161712e-23,2.0219072908326114e-21,3.051798867926887e-09,2.35811435912904e-06,4.190830292535351e-12,2.9715524360044955e-14,1.4034416634996817e-18,1.0409271273245342e-19,1.48876640370967e-10,1.8464721426893152e-10,1.2434574580382071e-11,2.117609120640011e-13,5.692289964871429e-14,1.8152077438424592e-15,3.4942138802238634e-23,8.435695146986495e-21,1.27211151373237e-22,1.7220123790385073e-22,2.21618935567468e-15,3.2068955546424874e-17,4.586538542751789e-19,1.9098161701061306e-22,1.4427838223388394e-20,1.1813550457104078e-07,1.1010866594876613e-11,2.2864292074224723e-13,1.1440925537093158e-12,1.6099871213374858e-07,2.7332983461596108e-17,1.8459065504262305e-09,1.7696104191091227e-15,1.2426151092480176e-12,1.5379773591247093e-19,0.00025332254401579395,4.0298991911625523e-17,7.559847697096174e-32,2.590395121939359e-22,1.5583406063800113e-18,4.470310478322294e-21,9.331179808187416e-22,1.0082079574629786e-26,1.5692761193803695e-19,2.7168012660867805e-23,2.938049712348239e-15,2.3987023569712342e-21,1.1932272999018355e-16,8.812569212284673e-25,3.962437507741977e-24,2.2090991112038736e-32,6.377211508899351e-39,2.1696327798519245e-06,6.207122283743683e-11,6.74986921899611e-17,4.953715660880754e-13,5.1335842523596855e-31,4.680603619449223e-28,3.4707971489987967e-31,6.609531540971912e-29,8.190283718052386e-33,7.505385407356279e-30,1.7610249861859074e-31
1.5703177142099705e-08,0.09023078806473513,3.76,0.0,0.7636062726433661,0.9997463769620105,2.2427486038667318e-10,3.816832595879862e-09,1.749274021640797e-07,3.803648884294765e-09,1.2153472514018948e-08,1.0253496758078035e-07,3.024670438966684e-12,7.271661106912277e-14,1.7218671295012355e-08,9.628780378560935e-23,2.6331748637001602e-21,3.3320121417121654e-09,2.464672288061516e-06,4.561712441402724e-12,3.551073548169525e-14,1.6269643624229186e-18,1.2437346738114576e-19,1.621024783209646e-10,2.0352510885111714e-10,1.3553793452916702e-11,2.317473051774652e-13,6.544647726817288e-14,1.9956868622829856e-15,4.004489915631876e-23,9.731678224023263e-21,1.5773222769216536e-22,2.0958561066512438e-22,2.5458707417535324e-15,3.6845952943228697e-17,5.289600857193367e-19,2.196371180893678e-22,1.6314353857175646e-20,1.25535273347317e-07,1.1975861918482534e-11,2.3847779536120147e-13,1.1914222339394266e-12,1.746080387836683e-07,2.892585899303532e-17,2.0150964839358443e-09,2.0635237839767872e-15,1.321726003667171e-12,1.622814395873056e-19,0.00025332253877598167,4.3537506150929763e-17,8.726351167435147e-32,3.083975824951143e-22,1.7915990148932855e-18,5.217268499829732e-21,1.1611061154648704e-21,1.1824884525646185e-26,1.8395778900694564e-19,3.339048709764963e-23,3.2055486586718127e-15,2.835950632995702e-21,1.3840371830533783e-16,1.0113865383486445e-24,4.920282844545498e-24,2.8843107453625966e-32,7.567409816892809e-39,2.2587631411894e-06,6.484636689878023e-11,7.81300878565838e-17,5.485629499898068e-13,6.1299810969873795e-31,6.070787369291047e-28,4.5065781724234365e-31,8.17690612304014e-29,1.0632048340389428e-32,1.0163531744143969e-29,2.277832294201786e-31
1.7046131863265445e-08,0.09023079155296337,3.76,0.0,0.7636060470093456,0.9997463333882858,3.074850398396469e-10,4.814451817930084e-09,2.0358826000824814e-07,4.791399683580243e-09,1.5390715896777482e-08,1.1150363234974368e-07,3.56745883290693e-12,9.272168926816e-14,2.1810935547143667e-08,1.366706500329441e-22,4.3404089720260474e-21,3.923714747819259e-09,2.678266500130611e-06,5.347436077769894e-12,4.9753849134590996e-14,2.1533779929320166e-18,1.7347841317145935e-19,1.9014233710855924e-10,2.4485517182116774e-10,1.5934256600941992e-11,2.746261909075052e-13,8.522692057488211e-14,2.3877883412895024e-15,5.177191910870743e-23,1.2758832661324222e-20,2.3622530427755624e-22,3.0418978725615304e-22,3.3097466989268155e-15,4.7918206767915146e-17,6.931494327801386e-19,2.8569306002939923e-22,2.0533533366678528e-20,1.4116448200051522e-07,1.4014719840190347e-11,2.580340229479644e-13,1.2850828285854328e-12,2.0319587344887032e-07,3.2205305569132635e-17,2.379271896837592e-09,2.767523389905035e-15,1.4888167017402667e-12,1.7975623833763058e-19,0.0002533225277760635,5.049009410530512e-17,1.145250303862683e-31,4.283088770587331e-22,2.3328577640778052e-18,6.982522093104504e-21,1.746608414231093e-21,1.6073138124967479e-26,2.483224035413959e-19,4.9116526639662454e-23,3.775048316117618e-15,3.880969588715983e-21,1.8335088200542065e-16,1.3117730993159414e-24,7.41046314569734e-24,4.7558426877024583e-32,1.0433169284440258e-38,2.4351430327032995e-06,7.039785432333e-11,1.0330641289840478e-16,6.667176602125475e-13,8.557067830163903e-31,9.899139695840525e-28,7.359418519338737e-31,1.2185038827126497e-28,1.736322763709045e-32,1.7969536755025978e-29,3.6907485789112255e-31
1.8254791112314613e-08,0.09023079470121038,3.76,0.0,0.7636058429045434,0.9997462918453056,4.000194335765122e-10,5.841164370462847e-09,2.3089805640895328e-07,5.806563196431855e-09,1.873518031897799e-08,1.196145405380396e-07,4.0949509274526816e-12,1.1355509349567653e-13,2.6554708907151857e-08,1.8264002167097266e-22,6.6107072140175e-21,4.49068736477729e-09,2.8710775181196984e-06,6.104051693302656e-12,6.611606243481271e-14,2.7290440311750087e-18,2.286920911739045e-19,2.171685174544897e-10,2.863721148464145e-10,1.8238391222565857e-11,3.1659848573939415e-13,1.0648797290082984e-13,2.7778745518516615e-15,6.42173837710934e-23,1.603878254729259e-20,3.3099209970543333e-22,4.165770579693932e-22,4.129218857374762e-15,5.980152541065025e-17,8.710279433497225e-19,3.559746883925223e-22,2.4862109213753043e-20,1.562299518230136e-07,1.597126545142272e-11,2.755058403848022e-13,1.3682515796333396e-12,2.3043200254575883e-07,3.526344869212367e-17,2.7377580850854315e-09,3.555336729968906e-15,1.6498997587981005e-12,1.9609661710700693e-19,0.0002533225172855729,5.734741021954601e-17,1.4408013435094932e-31,5.640521337706868e-22,2.914550581701881e-18,8.919840600323214e-21,2.4506329430750658e-21,2.0942486035303836e-26,3.1958756172735646e-19,6.769333079464513e-23,4.326838341588266e-15,5.039144925566051e-21,2.3253162947714975e-16,1.6325387581896345e-24,1.045978198647747e-23,7.215314277249479e-32,1.3639016317647807e-38,2.5917649094777384e-06,7.539572925491528e-11,1.3110787953637135e-16,7.872197821959542e-13,1.1310896401482272e-30,1.4899630684785085e-27,1.1084044184725714e-30,1.6987503454388836e-28,2.616495614831469e-32,2.8933190951536443e-29,5.518368302563408e-31
1.946345036136378e-08,0.09023079785829242,3.76,0.0,0.7636056377611605,0.9997462481136848,5.115281602053673e-10,6.996072961610821e-09,2.595854275666178e-07,6.9470372387881785e-09,2.2510348639694356e-08,1.277645292864309e-07,4.6595537126010045e-12,1.372496130929697e-13,3.190871574256321e-08,2.3908308445715826e-22,9.826301542279016e-21,5.088978668960505e-09,3.064467385913736e-06,6.906819081691613e-12,8.647642992630951e-14,3.4148643050720927e-18,2.958283740057429e-19,2.4586871167717336e-10,3.322676277176866e-10,2.069559915050959e-11,3.6185900347499884e-13,1.3143172110786078e-13,3.2052206468873824e-15,7.863627942030934e-23,1.9916148028084762e-20,4.53937138209623e-22,5.606118720457735e-22,5.088906422240466e-15,7.372395713022011e-17,1.081305790974458e-18,4.37493417526332e-22,2.97184983469823e-20,1.7229899722228152e-07,1.8040226406293938e-11,2.9285634128480764e-13,1.4503677912572471e-12,2.590379202398508e-07,3.842244295904087e-17,3.126913092455282e-09,4.516683400746518e-15,1.821752195853765e-12,2.13059324419675e-19,0.000253322506240697,6.484348089465985e-17,1.7903512904927346e-31,7.3058451643932245e-22,3.596906764316781e-18,1.1234634460513958e-20,3.3584421500211053e-21,2.7034893328233224e-26,4.054057508252301e-19,9.128775357346426e-23,4.9157043582593585e-15,6.4303174062486826e-21,2.911755400338719e-16,2.0066431148140866e-24,1.4471447583740035e-23,1.0653003646715387e-31,1.7524790964238274e-38,2.7464046926186082e-06,8.039526002295407e-11,1.646337000460714e-16,9.219446703232061e-13,1.4693474843268153e-30,2.1860117130301157e-27,1.6263076411333262e-30,2.3168524448898443e-28,3.842770856590487e-32,4.520819036114373e-29,8.03641323572549e-31
2.067210961041295e-08,0.09023080102463135,3.76,0.0,0.7636054315244536,0.9997462022083116,6.442912708534942e-10,8.284776141605943e-09,2.8959626922255967e-07,8.218062017853219e-09,2.6736991771160745e-08,1.359554765656299e-07,5.2614496544675e-12,1.6397805646450616e-13,3.7902232541173246e-08,3.073625696901064e-22,1.4291305639636926e-20,5.71736166808374e-09,3.258466606466203e-06,7.755063433702254e-12,1.1153101504719647e-13,4.225089933651582e-18,3.7638918189342236e-19,2.762219446541429e-10,3.828332523622169e-10,2.330583085687117e-11,4.1050058186887514e-13,1.604803239590503e-13,3.67194816747057e-15,9.521408945352398e-23,2.4465778883698454e-20,6.109556064455068e-22,7.427687185353904e-22,6.204548307574008e-15,8.991565786257245e-17,1.3280690015010677e-18,5.312159755107759e-22,3.512580084574464e-20,1.8942447334008726e-07,2.0218987088756637e-11,3.100861926152562e-13,1.5314447811020776e-12,2.889592929103953e-07,4.168213130101684e-17,3.5483312718079446e-09,5.682060220802944e-15,2.0049596336822757e-12,2.306878756877985e-19,0.0002533224946449364,7.305311267056508e-17,2.200680621942422e-31,9.32617832828625e-22,4.391440994878165e-18,1.397685621036221e-20,4.508642059277503e-21,3.462065290868523e-26,5.078101223734265e-19,1.2077584987046268e-22,5.541553444454639e-15,8.081465130511001e-21,3.605441750764433e-16,2.4399566177971087e-24,1.9667554679474135e-23,1.5358202730970779e-31,2.2179396346704116e-38,2.899087462072325e-06,8.539665517095627e-11,2.0482336878036846e-16,1.0716530609553534e-12,1.8798905104345593e-30,3.1360598186250787e-27,2.332068054381579e-30,3.099448836290972e-28,5.517863078709554e-32,6.879822933588574e-29,1.1435363971168518e-30
2.1880768859462118e-08,0.09023080420063012,3.76,0.0,0.7636052241415606,0.9997461541439948,8.006837329956245e-10,9.712584311388358e-09,3.20877944569653e-07,9.624578250049352e-09,3.1435059856909866e-08,1.4418918594349272e-07,5.900829653605177e-12,1.9391145542255783e-13,4.456336729468155e-08,3.888892435563414e-22,2.038170305210486e-20,6.374642779309002e-09,3.453104480717625e-06,8.648118627838822e-12,1.4205691064059324e-13,5.175075421930461e-18,4.719432980089224e-19,3.082075346142539e-10,4.383752724998812e-10,2.6069107490247423e-11,4.626276448583325e-13,1.9408669632470545e-13,4.180350486274364e-15,1.1414702315519261e-22,2.976892195481924e-20,8.08747737086304e-22,9.704214885797054e-22,7.492987476560896e-15,1.0862311568599711e-16,1.6157619370372635e-18,6.38135261952404e-22,4.110684456894412e-20,2.0765726270695619e-07,2.2504975356449405e-11,3.271960604386879e-13,1.6114956982393336e-12,3.2014327245257173e-07,4.504237083602424e-17,4.003684050419947e-09,7.086352481967178e-15,2.2000859571895815e-12,2.4902911912231446e-19,0.00025332248250114315,8.205811359197092e-17,2.679150549750273e-31,1.1753175326764485e-21,5.310502014581441e-18,1.7201020331043053e-20,5.94363355198922e-21,4.4022465183408936e-26,6.290232863285787e-19,1.5711034843274787e-22,6.2042953759197246e-15,1.0020655281363893e-20,4.420119842409245e-16,2.9388914215818345e-24,2.6304921053223785e-23,2.168061233754682e-31,2.769751257616176e-38,3.0498379802968886e-06,9.040013861297158e-11,2.5274247903302884e-16,1.2370915455325304e-12,2.372951211262852e-30,4.410606320846886e-27,3.2769022537212815e-30,4.076077507081892e-28,7.766676957854717e-32,1.0228080203065838e-28,1.594114889113231e-30
2.3089428108511286e-08,0.09023080738667308,3.76,0.0,0.7636050155614525,0.999746103935467,9.831704882027302e-10,1.1284528349567921e-08,3.5337924895669087e-07,1.1171236747618158e-08,3.662370457430308e-08,1.5246738860733828e-07,6.577892712736458e-12,2.272191269692391e-13,5.1919091527549784e-08,4.851162255793626e-22,2.8556603567970965e-20,7.05966105246748e-09,3.64840914039864e-06,9.585327120059605e-12,1.7891748886307397e-13,6.281291080085849e-18,5.841240033219214e-19,3.4180509120911314e-10,4.992141925707524e-10,2.8985515323878534e-11,5.183570530411505e-13,2.327353812718286e-13,4.7328974087153784e-15,1.3564286013054907e-22,3.5913523126352855e-20,1.0548866741454546e-21,1.2519239782462265e-21,8.972196862956454e-15,1.3010955948174202e-16,1.949205772806807e-18,7.592718049813103e-22,4.768438141624744e-20,2.270463346631593e-07,2.489566190007649e-11,3.441866098630695e-13,1.6905335253086354e-12,3.525384602337208e-07,4.850303345517318e-17,4.494708436211849e-09,8.769307074139762e-15,2.4076739888112576e-12,2.6813322077112707e-19,0.00025332246981425873,9.194757833871854e-17,3.2337305670483725e-31,1.4643279988632018e-21,6.367295471168618e-18,2.096646612437141e-20,7.709639031257373e-21,5.562333833888657e-26,7.714676865896264e-19,2.0132084995766375e-22,6.903842790443868e-15,1.2277033454380933e-20,5.370719877477399e-16,3.510464620289205e-24,3.46784136284416e-23,3.0038556145572153e-31,3.41798258964398e-38,3.198680696284673e-06,9.54059500969046e-11,3.0959443409077845e-16,1.4189937005423866e-12,2.9596287956520415e-30,6.09452936013909e-27,4.5220335310943594e-30,5.279256429835905e-28,1.0739651369173522e-31,1.489270637269498e-28,2.1818852900750976e-30
2.4298087357560455e-08,0.09023081058312689,3.76,0.0,0.763604805734887,0.9997460515973943,1.1943016601952296e-09,1.3005368022208861e-08,3.870503754086482e-07,1.2862407749344515e-08,4.232130089326424e-08,1.607917453369126e-07,7.29284561360687e-12,2.6406873714147903e-13,5.99952715365945e-08,5.9753365114620995e-22,3.937042267791081e-20,7.771287394633685e-09,3.844407580042556e-06,1.056603983489231e-11,2.2306760266906294e-13,7.561329116621429e-18,7.146270908976795e-19,3.769945136914058e-10,5.656842304444246e-10,3.2055200482459036e-11,5.77818918253641e-13,2.7694330914382606e-13,5.332239131477974e-15,1.5992181629132218e-22,4.299452003372012e-20,1.3578910446568023e-21,1.5966960573647931e-21,1.0661300540812175e-14,1.546553005577065e-16,2.3336166683782696e-18,8.956755560266919e-22,5.488128030936074e-20,2.476388027409656e-07,2.7388559611806133e-11,3.6105850498874144e-13,1.768571080626981e-12,3.8609487189044024e-07,5.206400640495368e-17,5.0231964554222925e-09,1.0776034102325064e-14,2.6282461269316824e-12,2.880536699628605e-19,0.00025332245658808656,1.0281825198415814e-16,3.873025146169334e-31,1.8057977104148143e-21,7.575903594626541e-18,2.5337615639623482e-20,9.856718471599835e-21,6.98753257387705e-26,9.377758178651587e-19,2.5451398686880495e-22,7.6401113553322e-15,1.4880823351711913e-20,6.473413606140234e-16,4.162366613977612e-24,4.512449829686251e-23,4.09278775621856e-31,4.1733301003428674e-38,3.34563974953351e-06,1.004143456154772e-10,3.76732533073531e-16,1.618081138791899e-12,3.65193732210951e-30,8.289166573203291e-27,6.140002875354255e-30,6.744555845674349e-28,1.4616459587493046e-31,2.1283966119579007e-28,2.937652380025442e-30
2.5506746606609623e-08,0.09023081379034106,3.76,0.0,0.7636045946143641,0.9997459971443822,1.4367079063529922e-09,1.4879600184881466e-08,4.2184288092766486e-07,1.4702190006849788e-08,4.8545468314923686e-08,1.6916384843015498e-07,8.045902602555682e-12,3.046263667746367e-13,6.881669887596876e-08,7.276636732927588e-22,5.348596241265583e-20,8.508423785086782e-09,4.041125688253059e-06,1.1589616057903336e-11,2.7555870917474883e-13,9.033903782190802e-18,8.652092648835131e-19,4.1375598919666137e-10,6.381328232942503e-10,3.527836392903809e-11,6.411573791050604e-13,3.2726045353881656e-13,5.981209613794432e-15,1.872174281828349e-22,5.1114126311129846e-20,1.7273023654288273e-21,2.0153156677956074e-21,1.2580590569628465e-14,1.8255801327625855e-16,2.7746236793870507e-18,1.0484280029007397e-21,6.272071697715511e-20,2.6947998014818294e-07,2.998122296237501e-11,3.778124088525032e-13,1.845621020263939e-12,4.207639029301463e-07,5.572519286422365e-17,5.590985440511796e-09,1.3157536232273337e-14,2.8623049349422255e-12,3.088473004331972e-19,0.0002533224428249497,1.1477495294683139e-16,4.60629966405713e-31,2.2064041261433076e-21,8.951301973509023e-18,3.038422732118376e-20,1.2438777203830576e-20,8.730893963564574e-26,1.130800277619672e-18,3.1787359430151477e-22,8.413019937412457e-15,1.7863336390964904e-20,7.745669166832056e-16,4.903034825619175e-24,5.802502629746847e-23,5.493155239655896e-31,5.047149702641404e-38,3.490738973967827e-06,1.054255977694696e-10,4.556723894998582e-16,1.8350644881072635e-12,4.4628575086509516e-30,1.1114608158275236e-26,8.216089533979825e-30,8.510662893801953e-28,1.9610088564659318e-31,2.991099967960647e-28,3.896906463997313e-30
2.671540585565879e-08,0.09023081700864845,3.76,0.0,0.7636043821540808,0.9997459405909779,1.7130959128406633e-09,1.691146677635647e-08,4.5770965357738244e-07,1.6694419625991208e-08,5.531309158863264e-08,1.775852235816286e-07,8.837285084820908e-12,3.490565791386746e-13,7.84071200854919e-08,8.77055796071008e-22,7.168840961356069e-20,9.27000250670502e-09,4.238588278198985e-06,1.2655423329537908e-11,3.3754389549533874e-13,1.0718846327276674e-17,1.0376869431091252e-18,4.520699911289644e-10,7.169201466163989e-10,3.8655256709343804e-11,7.08531334613397e-13,3.8427038687725544e-13,6.6828293761687636e-15,2.1777745370068597e-22,6.038210764640343e-20,2.173767494798827e-21,2.5196169364037546e-21,1.4751539641029262e-14,2.1413295644660788e-16,3.2782864317408263e-18,1.2186445983346634e-21,7.122636052894875e-20,2.9261343335583905e-07,3.267124738698975e-11,3.944489833802177e-13,1.921695840100033e-12,4.5649829513973534e-07,5.948651251717028e-17,6.19994913591455e-09,1.5971266063298637e-14,3.1103337220228944e-12,3.3057432950158417e-19,0.00025332242852943497,1.2793103935957316e-16,5.443505578713747e-31,2.673378155708253e-21,1.0509373504292531e-17,3.618164566431533e-20,1.551356709839665e-20,1.085433497717191e-25,1.3536236385227198e-18,3.9266093364231846e-22,9.222490775393824e-15,2.1256991263445602e-20,9.206304843220544e-16,5.741733162245093e-24,7.381127590464447e-23,7.273007174112351e-31,6.051492934810377e-38,3.634001901809249e-06,1.1043999608448822e-10,5.481046529012791e-16,2.070644298950847e-12,5.406392332263794e-30,1.4712221441657545e-26,1.0849849715062164e-29,1.0619438808958054e-27,2.5971330511169248e-31,4.139971645492348e-28,5.1002205836504095e-30
2.792406510470796e-08,0.09023082023836598,3.76,0.0,0.763604168309888,0.9997458819516752,2.026244027204382e-09,1.9104962612344082e-08,4.94604880319437e-07,1.88426786735964e-08,6.264034092842343e-08,1.86057331715533e-07,9.667221327216025e-12,3.9752248930315713e-13,8.87892656931595e-08,1.047282527264306e-21,9.490023265148703e-20,1.0054985409812758e-08,4.4368191173510285e-06,1.376283734029245e-11,4.102827821868574e-13,1.2637095459438595e-17,1.2339354709691252e-18,4.919172776469369e-10,8.02418645828957e-10,4.218617543756546e-11,7.801151334866176e-13,4.485907441400041e-13,7.44030777452604e-15,2.518647859909916e-22,7.09160503871555e-20,2.7091261911393604e-21,3.122794513780344e-21,1.719680990151457e-14,2.497131407535731e-16,3.85111260076314e-18,1.4074774859213113e-21,8.042255690461878e-20,3.170810338942419e-07,3.545626867976783e-11,4.109688893396433e-13,1.9968078778594715e-12,4.932521037690499e-07,6.3347902122663e-17,6.851989543824775e-09,1.9281710730191826e-14,3.3727971221574208e-12,3.532984136848811e-19,0.00025332241370594336,1.424088956247755e-16,6.395304923653133e-31,3.21452806567262e-21,1.2266919750510162e-17,4.281104745003883e-20,1.9142683588468746e-20,1.3429748080363086e-25,1.609568131381108e-18,4.802150194349898e-22,1.0068449654254125e-14,2.5095343045038234e-20,1.0875541693623966e-15,6.68863749137436e-24,9.296826179274236e-23,9.51126350978889e-31,7.19914781328364e-38,3.775451767398116e-06,1.1545784728524839e-10,6.559079855046221e-16,2.3255118863390897e-12,6.497626395857392e-30,1.924742160749664e-26,1.415677983445351e-29,1.3115969338723482e-27,3.3993712702019316e-31,5.65130538350451e-28,6.593654562551706e-30
2.9132724353757128e-08,0.09023082347979518,3.76,0.0,0.7636039530392494,0.9997458212409228,2.378998024696473e-09,2.146384298424327e-08,5.324840155838186e-07,2.1150303555689064e-08,7.054269174138813e-08,1.9458157077443403e-07,1.053594616896011e-11,4.501858351146713e-13,9.998487851015121e-08,1.239935338793827e-21,1.2419696855002084e-19,1.0862363199753943e-08,4.6358409564873765e-06,1.491124182720146e-11,4.951462845214023e-13,1.4810683705879417e-17,1.4558887582688922e-18,5.332788902473545e-10,8.95012580134186e-10,4.5871458012989625e-11,8.560992170034187e-13,5.20873600838702e-13,8.257044783619429e-15,2.8975837793904596e-22,8.284162326445814e-20,3.3465038351156462e-21,3.839514259751805e-21,1.9940258219270814e-14,2.8964944597642845e-16,4.500075229693588e-18,1.6161185111745176e-21,9.033450925019737e-20,3.42923008448226e-07,3.8333962396594224e-11,4.273727862879614e-13,2.0709693151068238e-12,5.309806654701439e-07,6.730931607802998e-17,7.549029452920607e-09,2.3161003202660353e-14,3.650141644561964e-12,3.770867146116452e-19,0.00025332239835664677,1.5834042494913486e-16,7.473094173169895e-31,3.83826269525205e-21,1.4241669878568992e-17,5.0359685050215196e-20,2.339156062146342e-20,1.6540187721854104e-25,1.902205127433734e-18,5.819530926845765e-22,1.0950826081401993e-14,2.9413121629767756e-20,1.277505499865514e-15,7.754927470452891e-24,1.1603932419155335e-22,1.229892015970581e-30,8.503684498629316e-38,3.915111510966626e-06,1.204794755301704e-10,7.811622497045849e-16,2.600350109816351e-12,7.752789075660452e-30,2.4912705362996651e-26,1.8270111963301752e-29,1.604860885925208e-27,4.401889587635484e-31,7.617383281362046e-28,8.429164990211801e-30
3.0341383602806296e-08,0.09023082673322261,3.76,0.0,0.7636037363011997,0.999745758473121,2.774267004537532e-09,2.3991631067971326e-08,5.713037505543825e-07,2.3620393173456054e-08,7.903494388069818e-08,2.0315927746486817e-07,1.144370074043957e-11,5.072070496608323e-13,1.1201474123699991e-07,1.4566209239424615e-21,1.6082388867205485e-19,1.1691154734817972e-08,4.835675558000416e-06,1.6100028471619176e-11,5.936212143067097e-13,1.72627199605701e-17,1.7055393500603502e-18,5.76136152443215e-10,9.950975782957616e-10,4.9711479556751666e-11,9.366907139419066e-13,6.018057711578682e-13,9.136632322929376e-15,3.3175417494030323e-22,9.629283280591579e-20,4.100409305835946e-21,4.6860303292712304e-21,2.300693815563231e-14,3.3431069164105593e-16,5.232629921656259e-18,1.8458025053274087e-21,1.0098845525864326e-19,3.701779873419332e-07,4.130204326624795e-11,4.4366133252596064e-13,2.144192179225366e-12,5.696405669729245e-07,7.137072697785022e-17,8.293005598569577e-09,2.768955958103606e-14,3.942796196365131e-12,4.0200997727968907e-19,0.00025332238248557826,1.7586754049583395e-16,8.689027530536373e-31,4.5536138872966945e-21,1.645228733420563e-17,5.892112730917861e-20,2.8329465456907324e-20,2.0281132611558915e-25,2.2353644119516795e-18,6.993712764159416e-22,1.1869553464379275e-14,3.424627925205239e-20,1.492802448958341e-15,8.952885068889296e-24,1.4363100667116944e-22,1.5740344792327596e-30,9.979505911173349e-38,4.053003782364362e-06,1.255052226090164e-10,9.261618607887995e-16,2.895834095158237e-12,9.189321436385898e-30,3.193096398055515e-26,2.3342749245533597e-29,1.946901866418201e-27,5.644257053407764e-31,1.014904498044803e-27,1.0665020346118492e-29
