Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557),CH2CO(75)
3.1550042851855465e-08,0.0902308299989205,3.76,0.0,0.7636035180563034,0.9997456936626271,3.215019413457178e-09,2.6691625146343654e-08,6.110219831567838e-07,2.625581686129158e-08,8.813124043196246e-08,2.1179172896061394e-07,1.239073218974753e-11,5.68745335106422e-13,1.248987033937207e-07,1.6989577408891464e-21,2.0621353500033817e-19,1.2540406334112117e-08,5.0363437235176395e-06,1.732859679828577e-11,7.073147086960317e-13,2.0017368573805614e-17,1.9849389441698477e-18,6.204706685333675e-10,1.1030802060733327e-09,5.370664856063108e-11,1.0221139864342857e-12,6.921090308764112e-13,1.0082855150850233e-14,3.781660540474176e-22,1.1141227292124859e-19,4.986837968438228e-21,5.680308684672404e-21,2.642309884486961e-14,3.840836639366131e-16,6.056731935035797e-18,2.0978108321974064e-21,1.1241184149305534e-19,3.988830514705448e-07,4.4358264609723006e-11,4.598351850559698e-13,2.2164883453757395e-12,6.091896144839646e-07,7.553212616868897e-17,9.085862414855287e-09,3.2956741752955843e-14,4.2511725964527085e-12,4.281426211112518e-19,0.00025332236609763967,1.9514265126757638e-16,1.0056039681853885e-30,5.370258062434447e-21,1.8918374386818804e-17,6.859549843756571e-20,3.402949500276585e-20,2.476183713053603e-25,2.6131432415745234e-18,8.340454433531452e-22,1.282456928990397e-14,3.96320469411986e-20,1.73591833198818e-15,1.02960001492261e-23,1.7641822983496463e-22,1.995466848637815e-30,1.1641903455226602e-37,4.189150944736583e-06,1.3053544810566274e-10,1.0934292613959734e-15,3.2126319006295754e-12,1.0825946909878622e-29,4.055909276530876e-26,2.9549349593990266e-29,2.3432199812380656e-27,7.17208811891196e-31,1.3378566491667243e-27,1.3366220620714808e-29
3.275870210090463e-08,0.09023083327714715,3.76,0.0,0.7636032982666165,0.9997456268237606,3.7042791935274988e-09,2.9566905648955952e-08,6.515977887343465e-07,2.9059222111813246e-08,9.784508604281641e-08,2.204801445645303e-07,1.3377293416826763e-11,6.349587377793834e-13,1.3865570758842933e-07,1.968572831643439e-21,2.6200411568594307e-19,1.3409191102546407e-08,5.23786532084417e-06,1.8596354075664257e-11,8.379584739788467e-13,2.3099825411223745e-17,2.2961993670701035e-18,6.662643224603399e-10,1.2193775450502116e-09,5.785740323936364e-11,1.112611125969773e-12,7.9254026976683e-13,1.1099691353534051e-14,4.293267676315359e-22,1.2835136916297995e-19,6.023379677358328e-21,6.842157004251971e-21,3.0216180989479015e-14,4.393731017724631e-16,6.980853212915562e-18,2.373475187571466e-21,1.2463349471051607e-19,4.2907377773158215e-07,4.750041776765141e-11,4.758949995336698e-13,2.2878695384189716e-12,6.495868037934257e-07,7.979352429792827e-17,9.929546338423735e-09,3.906154463779594e-14,4.575666078844518e-12,4.555628368004221e-19,0.0002533223491950992,2.1632913798385599e-16,1.1587868062372749e-30,6.298536873593306e-21,2.166047467175518e-17,7.948971534680993e-20,4.0568575378449336e-20,3.010676456395658e-25,3.0399151787232265e-18,9.876323237201276e-22,1.3815815304056213e-14,4.560899972837896e-20,2.009486574769434e-15,1.179908346654299e-23,2.151497657762041e-22,2.50772783791535e-30,1.350711800293069e-37,4.3235750781558625e-06,1.3557052952813532e-10,1.2857284731066494e-15,3.551405130710316e-12,1.2682745716799224e-29,5.1091913478300593e-26,3.7088565932804673e-29,2.7996520933612938e-27,9.037740854038477e-31,1.746287591344708e-27,1.6604920804373295e-29
3.39673613499538e-08,0.0902308365681475,3.76,0.0,0.7636030768956488,0.999745557970802,4.245122051141094e-09,3.262034201375608e-08,6.929913913964917e-07,3.203304209301916e-08,1.0818936480622426e-07,2.29225687329915e-07,1.4403642815032033e-11,7.060042243802236e-13,1.5330381513982754e-07,2.2670989053077806e-21,3.3005874665518762e-19,1.42966082755052e-08,5.440259310239705e-06,1.9902715217532963e-11,9.87412833801728e-13,2.6536291265873926e-17,2.641494018695441e-18,7.134992767526705e-10,1.3444167825840418e-09,6.216420807785107e-11,1.2084423990515954e-12,9.03891578125409e-13,1.2191312454558027e-14,4.855888897266657e-22,1.472706181741275e-19,7.229331658707112e-21,8.193360914248475e-21,3.441481017630998e-14,5.00601644820923e-16,8.013999377678086e-18,2.6741816400741882e-21,1.3768379020389894e-19,4.607842830141412e-07,5.072633153571357e-11,4.918414302234716e-13,2.358347334817313e-12,6.907922910741196e-07,8.415495185640554e-17,1.0826000624190577e-08,4.6113307158990684e-14,4.916655774451533e-12,4.843526903611833e-19,0.0002533223317812966,2.396018135271734e-16,1.3299074682517892e-30,7.349476883859798e-21,2.4700073859623684e-17,9.171772385493999e-20,4.8027466394628975e-20,3.64570929002213e-25,3.520338696656495e-18,1.161870879974788e-21,1.4843237693403262e-14,5.221713041463374e-20,2.31630534985791e-15,1.3478387441385225e-23,2.60654016061258e-22,3.1261416386149773e-30,1.5592406285139957e-37,4.456297983207617e-06,1.406108624080112e-10,1.5060786803587363e-15,3.912809500202678e-12,1.4781233001104567e-29,6.38664258801166e-26,4.618545125501846e-29,3.322374139335277e-27,1.1301073856633753e-30,2.258713479638895e-27,2.0460857629219439e-29
3.517602059900297e-08,0.09023083987215344,3.76,0.0,0.763602853908324,0.9997454871179939,4.840671843861099e-09,3.585459937468143e-08,7.351641360236322e-07,3.517950296296996e-08,1.1917635770844412e-07,2.3802946564237974e-07,1.5470044019919923e-11,7.820377591844786e-13,1.6886023106960687e-07,2.596171674967745e-21,4.1248552406409187e-19,1.5201782579567457e-08,5.6435437700495705e-06,2.1247102685816537e-11,1.1576705726343478e-12,3.035394291757276e-17,3.023059795718006e-18,7.621579715477877e-10,1.4786348125831717e-09,6.662755056454036e-11,1.3098866422805141e-12,1.0269902720433104e-12,1.336208317138915e-14,5.473257633044996e-22,1.683398228427334e-19,8.625816093604199e-21,9.75782642668867e-21,3.904878771660844e-14,5.6820974635630045e-16,9.165726722271682e-18,3.001374902080288e-21,1.5159481717488066e-19,4.940472668105193e-07,5.403387160791548e-11,5.076751299604434e-13,2.4279331645201697e-12,7.327673643560171e-07,8.861645971644587e-17,1.1777160634027006e-08,5.42324459990253e-14,5.274505174805639e-12,5.145982370210075e-19,0.0002533223138614715,2.6514736343033045e-16,1.520506755947054e-30,8.534808220007173e-21,2.8059598580762285e-17,1.0540073420674041e-19,5.649077260525016e-20,4.397230268135152e-25,4.0593655495168514e-18,1.358583973093649e-21,1.590678726686043e-14,5.949793169854724e-20,2.659342078246761e-15,1.5351735055086556e-23,3.1384509366607744e-22,3.86798889988459e-30,1.791611283187042e-37,4.58734118453021e-06,1.4565686037126108e-10,1.757767802222434e-15,4.2974953516229905e-12,1.7144440635314875e-29,7.92664040377634e-26,5.709403673474405e-29,3.91790302186483e-27,1.4030264598746101e-30,2.8968715247444386e-27,2.5021778978845214e-29
3.638467984805214e-08,0.0902308431893845,3.76,0.0,0.7636026292709464,0.9997454142795457,5.494097082069997e-09,3.9272145079466135e-08,7.780784609134577e-07,3.850063098704621e-08,1.3081775965192063e-07,2.4689253476317403e-07,1.6576765665085928e-11,8.632143821089516e-13,1.853413284798168e-07,2.9574274381189683e-21,5.116584120277221e-19,1.612386360596355e-08,5.847735921708249e-06,2.2628946394639973e-11,1.350860567017708e-12,3.458090209404041e-17,3.44319950238889e-18,8.122231236913832e-10,1.622477846826245e-09,7.124793810281404e-11,1.4172416068979115e-12,1.1626988616835273e-12,1.461656084272516e-14,6.149324468901725e-22,1.9173832366694459e-19,1.0235902190264485e-20,1.1561728429089016e-20,4.414907919788278e-14,6.426555534837018e-16,1.0446159229016356e-17,3.356562819623853e-21,1.6640054114159988e-19,5.28894052509166e-07,5.742094002763046e-11,5.233967501070814e-13,2.496638312817366e-12,7.754744156605568e-07,9.317811966387271e-17,1.2784949563360178e-08,6.355121115881356e-14,5.649562585782972e-12,5.463896372320503e-19,0.0002533222954382752,2.9316476370745e-16,1.732212180075845e-30,9.86698216610105e-21,3.1762413723631955e-17,1.2066745634613036e-19,6.604696249558441e-20,5.283184634606144e-25,4.6622489025238565e-18,1.5796803418698758e-21,1.70064196381028e-14,6.749448647409865e-20,3.041737794274951e-15,1.74386572141754e-23,3.757292071729912e-22,4.7526893143702425e-30,2.0497747605215956e-37,4.716725934310197e-06,1.5070895518244393e-10,2.044366009058351e-15,4.706108128570098e-12,1.979700264828233e-29,9.772735261243355e-26,7.010009116820974e-29,4.593098116470931e-27,1.7302691965820855e-30,3.686160430104119e-27,3.0383875444703065e-29
3.7593339097101306e-08,0.09023084652004795,3.76,0.0,0.7636024029511613,0.9997453394696328,6.208607542531332e-09,4.287525504146937e-08,8.216978710544852e-07,4.199825946251805e-08,1.4312469606272648e-07,2.558158983348337e-07,1.7724081144879645e-11,9.49688287514034e-13,2.0276267232929774e-07,3.3525008909964098e-21,6.302389296598281e-19,1.7062025197216715e-08,6.052852154129024e-06,2.4047683615591092e-11,1.5692511987539823e-12,3.9246202597411105e-17,3.904284757602481e-18,8.636777259091845e-10,1.7764010365717082e-09,7.602589509278001e-11,1.53082425306301e-12,1.3119149664967891e-12,1.59594945489681e-14,6.888266590886153e-22,2.176552268180127e-19,1.2084732500351597e-20,1.3633665036338922e-20,4.974780092087966e-14,7.244147571427057e-16,1.1866005646210732e-17,3.74132107061107e-21,1.8213696337497822e-19,5.653546274192447e-07,6.08854746462994e-11,5.390069405100382e-13,2.5644739221659186e-12,8.188769137800948e-07,9.784002492255094e-17,1.3851274574210263e-08,7.421446231410783e-14,6.042161569041007e-12,5.79821274832527e-19,0.00025332227651432603,3.238656745370883e-16,1.9667400385455042e-30,1.1359187672788029e-20,3.5832818216916747e-17,1.376543353666735e-19,7.678839728033876e-20,6.323688644911379e-25,5.334551218286378e-18,1.827156913729476e-21,1.814209540834997e-14,7.62515661195383e-20,3.46681137193161e-15,1.9760538925537137e-23,4.4741134350624165e-22,5.8019963027490805e-30,2.3358069466744873e-37,4.844473215733297e-06,1.5576759676400503e-10,2.369739142785028e-15,5.1392888075590415e-12,2.2765244221395832e-29,1.1974183778732434e-25,8.552407000015255e-29,5.355162428023225e-27,2.1205885643638484e-30,4.656126843241259e-27,3.6652213570327536e-29
3.8801998346150474e-08,0.0902308498643395,3.76,0.0,0.7636021749179231,0.9997452627023954,6.9874509910818935e-09,4.6666019929239895e-08,8.659869120132732e-07,4.5674035454992996e-08,1.5610773909182747e-07,2.648005098499963e-07,1.8912268383834826e-11,1.0416129036157936e-12,2.211390426227699e-07,3.783023167429224e-21,7.711986208694923e-19,1.8015464848682873e-08,6.258908047491653e-06,2.5502758884177336e-11,1.8152535455912449e-12,4.4379755863761807e-17,4.40875940605383e-18,9.165050460469492e-10,1.9408681042160614e-09,8.096196017623165e-11,1.6509709943505234e-12,1.475571181059761e-12,1.739582394672156e-14,7.694497197097632e-22,2.462896293780074e-19,1.4199653206255894e-20,1.6004817581933065e-20,5.5878204384009643e-14,8.139804141152082e-16,1.3436576652500681e-17,4.1572980607874805e-21,1.9884227735069627e-19,6.034576815726963e-07,6.442544858968553e-11,5.54506349464799e-13,2.6314509940045568e-12,8.629393776883691e-07,1.02602290673326e-16,1.497802330562126e-08,8.638046493236428e-14,6.4526213671541e-12,6.149918825880752e-19,0.0002533222570949391,3.574748085116753e-16,2.22589746849456e-30,1.3025366765902234e-20,4.0296039398371306e-17,1.5650578755688614e-19,8.881137072060017e-20,7.541210539154272e-25,6.082151895790714e-18,2.103101463380849e-21,1.9313780349347383e-14,8.581573660240254e-20,3.93806361103089e-15,2.234077461528127e-23,5.30102243609394e-22,7.04020427811317e-30,2.6519175618537706e-37,4.970603746391619e-06,1.6083325319230906e-10,2.7380620011781387e-15,5.5976742906617064e-12,2.6077274193779855e-29,1.4586520681873e-25,1.0372426210545787e-28,6.211643431332281e-27,2.583854479422848e-30,5.8410012385438575e-27,4.394117037241947e-29
4.001065759519964e-08,0.09023085322244354,3.76,0.0,0.7636019451414597,0.9997451839919419,7.83391001168517e-09,5.064635119752234e-08,9.109111444217205e-07,4.95294263512881e-08,1.6977692341941843e-07,2.738472740842239e-07,2.0141609612651527e-11,1.1391409723822412e-12,2.4048445702612013e-07,4.250620093080592e-21,9.378422894366646e-19,1.89834031249969e-08,6.4659183964415435e-06,2.69936239074626e-11,2.091424346096288e-12,5.001231519779693e-17,4.959143440258064e-18,9.70688626374425e-10,2.1163509847538767e-09,8.605668363773316e-11,1.778037893137274e-12,1.6546348950658264e-12,1.8930677837377655e-14,8.57267486266875e-22,2.7785084222510886e-19,1.661034807937193e-20,1.870911599394191e-20,6.257465897078595e-14,9.118627431705841e-16,1.5169802139003812e-17,4.6062200068307144e-21,2.1655702219872247e-19,6.43230645349891e-07,6.803886973159024e-11,5.698956236776434e-13,2.6975803905405093e-12,9.076273505678902e-07,1.0746505456705985e-16,1.6167060733898066e-08,1.0022170507967336e-13,6.881247315351184e-12,6.520046673954149e-19,0.0002533222371833865,3.942302720480276e-16,2.5115844766243914e-30,1.488022884389963e-20,4.517822606938782e-17,1.7737443745613687e-19,1.0221616132056263e-19,8.960759055074688e-25,6.911254659120994e-18,2.4096956339290677e-21,2.052144558637874e-14,9.623547222349966e-20,4.459181182000893e-15,2.520493291157932e-23,6.251256636564177e-22,8.494368955152913e-30,3.000459715193882e-37,5.095137981647679e-06,1.6590641067196788e-10,3.1538314482668725e-15,6.0818977612122136e-12,2.976308101109991e-29,1.7672170939007926e-25,1.2510014234561118e-28,7.170433629018761e-27,3.1311628399182674e-30,7.280286769059065e-27,5.237486876367549e-29
4.121931684424881e-08,0.09023085659453356,3.76,0.0,0.7636017135932405,0.9997451033523506,8.751298939097368e-09,5.4817986963391e-08,9.564371190509403e-07,5.356572623324098e-08,1.8414176167152448e-07,2.829570484936694e-07,2.1412391150568867e-11,1.242424629789401e-12,2.60812192921347e-07,4.756910646258472e-21,1.13383198105365e-18,1.9965083090047474e-08,6.6738972327153344e-06,2.8519737472869538e-11,2.4004687364416214e-12,5.617543889074949e-17,5.558037439127372e-18,1.0262122829489642e-09,2.3033294767942863e-09,9.13106249549704e-11,1.9124008077064474e-12,1.8501080708507604e-12,2.0569372489060683e-14,9.527712847067348e-22,3.1255861103501707e-19,1.9348975786285532e-20,2.1783409272339023e-20,6.987263298926468e-14,1.0185888973885346e-15,1.7078248639220426e-17,5.089896195879369e-21,2.3532423312728918e-19,6.846997259747936e-07,7.172378017492824e-11,5.851754082243463e-13,2.762872836506052e-12,9.529073744402405e-07,1.1242847722921468e-16,1.7420226356519694e-08,1.1592572182048643e-13,7.328331243009253e-12,6.909674329606342e-19,0.0002533222167816639,4.343838787600685e-16,2.8257959522226142e-30,1.6939263859256144e-20,5.0506440330309694e-17,2.0042135633896062e-19,1.1710709821345997e-19,1.0610078341741161e-24,7.828394693464678e-18,2.749218333440114e-21,2.1765067781148026e-14,1.0756127682063087e-19,5.034040428295151e-15,2.838093119791648e-23,7.339259126667802e-22,1.0194541150931281e-29,3.3839400832553043e-37,5.218096117955781e-06,1.7098757348995152e-10,3.621879314698331e-15,6.592589004752398e-12,3.38546320471277e-29,2.130110330830687e-25,1.500959377409149e-28,8.239770858876058e-27,3.774951953063478e-30,9.019404738313657e-27,6.20876135378408e-29
4.242797609329798e-08,0.09023085998077256,3.76,0.0,0.7636014802459412,0.9997450207976637,9.742960892457103e-09,5.918249773112194e-08,1.002532352458492e-06,5.778406207687677e-08,1.992112594578709e-07,2.921306445784029e-07,2.2724903193970018e-11,1.3516154863148457e-12,2.821348089143367e-07,5.303505616861497e-21,1.3632116933843348e-18,2.0959769749575844e-08,6.88285784720689e-06,3.008056535813283e-11,2.7452427578239853e-12,6.29014524100655e-17,6.208127527862561e-18,1.0830601050344419e-09,2.502290902899133e-09,9.67243504917643e-11,2.0544554920421727e-12,2.063026981660511e-12,2.23174097302393e-14,1.0564788333254644e-21,3.5064333585972084e-19,2.2450310199885737e-20,2.5267640758520922e-20,7.780867320469652e-14,1.1347027145907198e-15,1.917513693667389e-17,5.6102244108475776e-21,2.551895887927782e-19,7.278899429229139e-07,7.54782557400554e-11,6.00346346516488e-13,2.8273389209028675e-12,9.987469653855674e-07,1.1749274275746247e-16,1.873933167538361e-08,1.3369595609557056e-13,7.79415186345482e-12,7.319927077204951e-19,0.00025332219589484386,4.782014340801482e-16,3.170623666966261e-30,1.9218754384813424e-20,5.630864828680778e-17,2.2581630254536367e-19,1.3359264198405527e-19,1.2519848839410974e-24,8.840445526489148e-18,3.1240495181713156e-21,2.304462931436787e-14,1.1984581225306837e-19,5.666711025708745e-15,3.189922022851014e-23,8.58075655781978e-22,1.2174014505064608e-29,3.805029724452795e-37,5.3394980961413064e-06,1.760772639508892e-10,4.1473850539501924e-15,7.130374697290341e-12,3.838597622256873e-29,2.555152643677339e-25,1.7920441490287438e-28,9.428238381685412e-27,4.5291265529946685e-30,1.1110400449084765e-26,7.322432761713129e-29
4.363663534234715e-08,0.0902308633813133,3.76,0.0,0.7636012450734149,0.9997449363418924,1.0812264907193366e-08,6.374129196930538e-08,1.049165303196143e-06,6.218539978120999e-08,2.1499393003974687e-07,3.013688292121918e-07,2.4079439611066095e-11,1.466864707549073e-12,3.044641658082362e-07,5.892006455367444e-21,1.6304327947108261e-18,2.19667495064924e-08,7.092812811486448e-06,3.1675580242389454e-11,3.1287556341765353e-12,7.0223409842672e-17,6.9121908629902434e-18,1.1412164545711695e-09,2.7137297790159385e-09,1.0229843132744459e-10,2.2046176494165693e-12,2.294461913677658e-12,2.4180474832273998e-14,1.1689351589217228e-21,3.9234628973571153e-19,2.5951883355834698e-20,2.9205027865101266e-20,8.642038299815651e-14,1.2607644476940375e-15,2.1474359880059217e-17,6.16919651097634e-21,2.762015555816599e-19,7.728251622818727e-07,7.930040546025544e-11,6.15409080268333e-13,2.8909890987247814e-12,1.0451145893379668e-06,1.2265805921359133e-16,2.0126157956933508e-08,1.5375261495449375e-13,8.278975150993645e-12,7.751978711910616e-19,0.0002533221745269623,5.259629908152871e-16,3.54825826553648e-30,2.173578657137618e-20,6.261370971247744e-17,2.537379640715692e-19,1.517854816082191e-19,1.4723894603815015e-24,9.954625653689652e-18,3.536674371937541e-21,2.4360118467901866e-14,1.3314403398937837e-19,6.3614594981399945e-15,3.579297908146401e-23,9.992839709887497e-22,1.446958752666364e-29,4.266575541154165e-37,5.459363604638421e-06,1.8117602229487818e-10,4.7358881224189206e-15,7.695878662831047e-12,4.339334984186898e-29,3.0510628555645234e-25,2.1297089615199632e-28,1.0744764779019583e-26,5.409189596196777e-30,1.3612713284197704e-26,8.594098830319133e-29
4.4845294591396316e-08,0.0902308667962988,3.76,0.0,0.7636010080506593,0.9997448499990175,1.1962603162720692e-08,6.849562154360474e-08,1.096305348565712e-06,6.677055003083815e-08,2.3149780863634498e-07,3.106723259395047e-07,2.547629774250979e-11,1.588323094808052e-12,3.2781144705482376e-07,6.524004304056412e-21,1.94038013126495e-18,2.2985329629120115e-08,7.303773998785031e-06,3.330426161839188e-11,3.5541718206934904e-12,7.817505476513484e-17,7.673101645339442e-18,1.2006659656924861e-09,2.938147492782923e-09,1.0803344121655598e-10,2.363322940984298e-12,2.545516834647082e-12,2.6164434197201174e-14,1.2907135043292116e-21,4.379198367650952e-19,2.989413068115472e-20,3.364224591387494e-20,9.57463992761226e-14,1.3973504766898075e-15,2.3990500435542206e-17,6.768904157157186e-21,2.9841152876612434e-19,8.195281301021288e-07,8.318837108429364e-11,6.303642494583626e-13,2.953833692648219e-12,1.0919796384438331e-06,1.2792465910642234e-16,2.158245424839943e-08,1.76333550013793e-13,8.783054707016863e-12,8.207052735244835e-19,0.0002533221526796168,5.779630755010723e-16,3.9609912512765486e-30,2.4508260007490734e-20,6.945136674804998e-17,2.843742038324917e-19,1.7180264862586853e-19,1.7259396330009294e-24,1.1178504906768235e-17,3.989687889516451e-21,2.5711529606317672e-14,1.475133336218438e-19,7.122752589572749e-15,4.0098320707876065e-23,1.159404645739136e-21,1.712184035255224e-29,4.771612400566288e-37,5.577712082686758e-06,1.862844065990373e-10,5.393300053586419e-15,8.289722102033784e-12,4.8915285565447315e-29,3.6275361715565335e-25,2.519975114964824e-28,1.219862368921194e-26,6.432382011306716e-30,1.6594014963642846e-26,1.0040506331093161e-28
4.6053953840445484e-08,0.09023087022586253,3.76,0.0,0.7636007691537873,0.9997447617829842,1.3197388303447233e-08,7.344658700849527e-08,1.1439227619107843e-06,7.154017399639036e-08,2.487304663778752e-07,3.2004181624049263e-07,2.691577820779286e-11,1.7161411656333453e-12,3.521871786960111e-07,7.201079202920046e-21,2.2983988028373833e-18,2.4014837732042012e-08,7.515752604456634e-06,3.4966095705830836e-11,4.0248128244410954e-12,8.679078069840284e-17,8.49383766263558e-18,1.261393544283774e-09,3.176051990489238e-09,1.1392995467310225e-10,2.5310269506961624e-12,2.8173290317882827e-12,2.8275332866214872e-14,1.4224162265501916e-21,4.876276501055815e-19,3.432053811075219e-20,3.8629615712108574e-20,1.0582636824918364e-13,1.5450530038590284e-15,2.6738850005766276e-17,7.411544671610702e-21,3.218739704914782e-19,8.680205047741819e-07,8.714032658593525e-11,6.452124922964697e-13,3.0158828947081055e-12,1.139312407970527e-06,1.332927998660359e-16,2.3109935630774824e-08,2.0169514900925827e-13,9.306632116383216e-12,8.686423582399905e-19,0.00025332213035731825,6.345108854928889e-16,4.411216970816291e-30,2.7554896496216907e-20,7.685223171346723e-17,3.1792230800578667e-19,1.9376564960287538e-19,2.016710916503961e-24,1.2520010564510284e-17,4.4857998706230886e-21,2.7098863357703436e-14,1.6301368812998825e-19,7.955260492264682e-15,4.485450831652536e-23,1.3404446987082928e-21,2.0175426576280514e-29,5.323375924828692e-37,5.694562723487582e-06,1.9140299266397046e-10,6.125916198625148e-15,8.91252379376052e-12,5.499272443186157e-29,4.295327139875173e-25,2.9694769336797445e-28,1.3799433408438466e-26,7.617830548086806e-30,2.013112000204409e-26,1.1679594639895046e-28
