Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68)
0.052525792610867206,0.16863707244404574,3.76,0.0,0.35860935202577787,0.6860075588102718,0.3036725039354173,1.894285905813827e-06,1.4476717791209722e-07,2.603736392873883e-07,0.005409378423074769,5.150823473178108e-05,7.686179243060128e-06,0.005030031290393007,0.008766107562604576,5.5215205627057126e-11,9.843992972043534e-06,7.159413357784218e-10,0.02989778735198781,7.782540789797604e-11,0.0006920160880095618,4.6680455346291115e-14,3.976063632291588e-08,4.6040259086598434e-05,0.3014641392429143,3.171203362056814e-09,9.853775110789039e-09,0.0016410036273315721,0.000644405229130246,1.9139604204509913e-07,2.0884092529801985e-05,8.375924129232214e-10,1.917493570022704e-09,4.28680094996373e-08,4.07067280676198e-09,2.23910480099792e-06,1.3641330387194094e-11,3.7927306183591e-10,6.663435848748084e-05,1.2632751393132822e-11,2.1864123029001717e-15,1.1181836440968133e-12,2.836497268286335e-08,1.0128150524605171e-11,2.803282484495777e-05,0.005182755514548587,1.89815821721602e-10,3.2941476096147504e-15,2.623471934251948e-05,3.642090867293261e-10,2.9060636657066045e-17,5.387606908594493e-12,2.1438060532470843e-11,1.8765883439358167e-07,2.0482195397799875e-08,4.763645702726787e-16,4.104119942723725e-09,8.096919794416792e-08,3.0144486825801925e-08,1.9006537071234917e-07,6.667807003672314e-07,3.060322163116649e-08,7.406003031644245e-10,1.137944647795421e-15,1.6855508962057093e-21,5.0079432218484e-08,5.2897625060765224e-05,5.52813697730206e-10,2.071586375954753e-09,1.5098156733327998e-15,1.2873847076821499e-08,2.0871468750640714e-09,9.671098541297531e-13
0.05288344569914864,0.1686407845917808,3.76,0.0,0.3570859999458538,0.6845216671545759,0.3050838438934877,1.8932983903657692e-06,1.4468538053643592e-07,2.6049417368335433e-07,0.005414053455461917,5.149755772771187e-05,7.672543170215107e-06,0.0050650338320839036,0.008823376867368006,5.595360530800438e-11,9.962745964982685e-06,7.162707481024427e-10,0.03009666426858923,7.808726484349026e-11,0.000694761559379555,4.6882122262321836e-14,4.004216726053036e-08,4.601284506208346e-05,0.30287537649897384,3.1567464115213438e-09,9.838563536702653e-09,0.0016448707604507023,0.0006508961034036512,1.945274592798188e-07,2.091961113898824e-05,8.472895800255429e-10,1.9403307273875235e-09,4.302670743824202e-08,4.083726601070385e-09,2.242501664836584e-06,1.3801844821099058e-11,3.837245403163408e-10,6.646127437253611e-05,1.2586324845485882e-11,2.178377006526826e-15,1.1276602203652319e-12,2.8301741033644815e-08,1.0139967829220158e-11,2.7898833335047526e-05,0.005180916277324039,1.8892126819757583e-10,3.2854502144407806e-15,2.617789496880463e-05,3.6634871548629446e-10,2.904636977388636e-17,5.390763027309761e-12,2.139939378733381e-11,1.8753231220097207e-07,2.0582091917439118e-08,4.776973996142519e-16,4.115811729631076e-09,8.168241572543557e-08,3.017966324222572e-08,1.9215997860936868e-07,6.701464683054629e-07,3.093469234941354e-08,7.477822823585042e-10,1.1590591508210272e-15,1.7256266696863082e-21,5.0004792236771745e-08,5.307516542679348e-05,5.500371651573253e-10,2.079200169424901e-09,1.5345186865702106e-15,1.312496482691282e-08,2.137167798368948e-09,9.84590847886629e-13
0.05324109878743008,0.16864449134694934,3.76,0.0,0.35556979662661764,0.683042225736492,0.30648875529403957,1.8923255373969513e-06,1.446028650857573e-07,2.606138388695541e-07,0.005418481279911555,5.148672639717906e-05,7.65893374350068e-06,0.005100018308858731,0.008880569113289027,5.669406039142044e-11,1.008146753090674e-05,7.165822406710723e-10,0.03029523044837544,7.834441493102664e-11,0.0006974787761029436,4.7081777400444156e-14,4.032358932276204e-08,4.5984555899735334e-05,0.30428031297710656,3.1424684237520133e-09,9.8232970372687e-09,0.0016486246394757853,0.000657369695099933,1.976771836229163e-07,2.095424208632993e-05,8.569830687247465e-10,1.963176280802713e-09,4.318245690145993e-08,4.096497583699954e-09,2.2458050677497512e-06,1.3962523959494207e-11,3.8818036330212775e-10,6.628885627584293e-05,1.2540024235868235e-11,2.1703635071873375e-15,1.1370904477376103e-12,2.8238249340175543e-08,1.0151237339182132e-11,2.776570522929394e-05,0.005178847282837563,1.880324625512984e-10,3.2767499972339336e-15,2.6121317269003444e-05,3.6848181339116206e-10,2.9030934707014014e-17,5.393544132687705e-12,2.13608693259321e-11,1.8739853847765034e-07,2.068149590324158e-08,4.789967223107963e-16,4.127213188489252e-09,8.239216126909189e-08,3.02132092711176e-08,1.9425374839699854e-07,6.73473211694992e-07,3.1265578028111437e-08,7.549361432526757e-10,1.18036901321677e-15,1.766277841215869e-21,4.992984772440606e-08,5.325009763800485e-05,5.472775834494604e-10,2.086671991993526e-09,1.559366133435794e-15,1.337868153638276e-08,2.1879132813997342e-09,1.0022236995128482e-12
0.05359875187571152,0.16864819264390293,3.76,0.0,0.35406069825214337,0.6815691969066073,0.3078872775031244,1.8913673065946118e-06,1.4451964966347977e-07,2.607326575114726e-07,0.00542266473457813,5.1475744389204944e-05,7.64535147184859e-06,0.0051349840248179675,0.008937683743284333,5.7436498762281306e-11,1.0200142583499758e-05,7.168759514607498e-10,0.030493482785379354,7.859688658652156e-11,0.000700167880408282,4.727942058539813e-14,4.0604906518643066e-08,4.595539904234784e-05,0.30567898643579583,3.1283662614866614e-09,9.807976642114857e-09,0.0016522662010149598,0.0006638253191295906,2.0084490331471513e-07,2.0987994115470055e-05,8.666717550367681e-10,1.9860277062381016e-09,4.33352716880526e-08,4.1089876161768494e-09,2.2490159551499726e-06,1.4123353404906322e-11,3.9264013105454305e-10,6.61171013203502e-05,1.2493849676296918e-11,2.162371824260447e-15,1.1464735391295905e-12,2.8174503347781156e-08,1.0161965724723534e-11,2.7633433864290385e-05,0.005176551854998563,1.871493604880733e-10,3.2680471883489015e-15,2.6064984803304236e-05,3.706083883132149e-10,2.90143513596394e-17,5.395955320392783e-12,2.1322484152348655e-11,1.872576414211745e-07,2.0780412504394522e-08,4.802627979054956e-16,4.138326498416559e-09,8.309837600102972e-08,3.024514476483637e-08,1.963464850399984e-07,6.767609794449769e-07,3.1595842447964984e-08,7.620611076685093e-10,1.2018733698969496e-15,1.8075056656238824e-21,4.98546020555139e-08,5.3422437637313356e-05,5.445348356354812e-10,2.0940024978132413e-09,1.5843555545238065e-15,1.363499108454092e-08,2.239384799968543e-09,1.0200075538007901e-12
0.053956404963992954,0.16865188841795697,3.76,0.0,0.352558661323258,0.680102543288396,0.3092794495978031,1.8904236595715665e-06,1.444357521981671e-07,2.608506521751121e-07,0.005426606631616297,5.146461517781584e-05,7.631796828876775e-06,0.005169930287082775,0.008994720209316692,5.8180848023580197e-11,1.0318756186167216e-05,7.17152018014327e-10,0.03069141822477167,7.884470895625088e-11,0.0007028290132178202,4.747505212938936e-14,4.088612083112019e-08,4.592538200853085e-05,0.307071434355722,3.1144368444448156e-09,9.792603378802812e-09,0.001655796385562765,0.0006702623011373605,2.0403030505441883e-07,2.1020875855987863e-05,8.763545263058983e-10,2.0088824659009592e-09,4.348516556975431e-08,4.121198500479664e-09,2.2521352504230436e-06,1.4284318941976262e-11,3.971034491053097e-10,6.594600666908794e-05,1.2447801269080291e-11,2.1544019754499975e-15,1.155808726144817e-12,2.8110508740695387e-08,1.0172159600475737e-11,2.750201261617642e-05,0.005174033278300413,1.8627191797846288e-10,3.259342016748698e-15,2.600889614233117e-05,3.7272845061472526e-10,2.899663934387764e-17,5.398001662654974e-12,2.1284235318767887e-11,1.8710974715689114e-07,2.087884641534614e-08,4.814958894579108e-16,4.149153800500553e-09,8.380100273976151e-08,3.027548941016362e-08,1.9843799459855416e-07,6.800097858081958e-07,3.192544991369044e-08,7.69156410295102e-10,1.2235713439942704e-15,1.8493113155625843e-21,4.97790585984436e-08,5.359220128860133e-05,5.418088047361072e-10,2.101192362187309e-09,1.6094844782669622e-15,1.3893887076199713e-08,2.29158371620503e-09,1.0379415552236328e-12
0.05431405805227439,0.16865557860540073,3.76,0.0,0.35106364266016693,0.6786422277794537,0.3106653103644135,1.8894945762222988e-06,1.443511915996689e-07,2.609678457091869e-07,0.005430309756765937,5.145334229074469e-05,7.6182702641759e-06,0.005204856405922368,0.009051677972471512,5.892704221131373e-11,1.0437293543395227e-05,7.174105785779662e-10,0.03088903376294955,7.908791185266691e-11,0.0007054623141596451,4.766867368672059e-14,4.1167234555659294e-08,4.5894512433628345e-05,0.3084576939382355,3.1006771656948245e-09,9.777178373194952e-09,0.0016592161370357617,0.0006766799775131491,2.072330740512898e-07,2.1052895867247405e-05,8.860303447589559e-10,2.0317381496916003e-09,4.3632153679426107e-08,4.133132190951605e-09,2.2551639480151955e-06,1.4445407933696139e-11,4.015699665611311e-10,6.577556912784991e-05,1.240187910940187e-11,2.1464539772282986e-15,1.165095276854112e-12,2.8046271156532303e-08,1.0181825537795236e-11,2.7371434880382098e-05,0.005171294797435508,1.8540009114575642e-10,3.250634718563452e-15,2.5953049867191563e-05,3.7484202583839133e-10,2.897781798692736e-17,5.399688208913258e-12,2.1246119934982302e-11,1.86954982207768e-07,2.097680234002688e-08,4.826962637875382e-16,4.159697342852445e-09,8.449998701818192e-08,3.030426276509604e-08,2.0052809613694787e-07,6.832196957486498e-07,3.22543653220676e-08,7.762213149422114e-10,1.2454621068316401e-15,1.891695882180076e-21,4.97032206704633e-08,5.375940464155378e-05,5.390993738718087e-10,2.1082423680143117e-09,1.63475042134334e-15,1.4155362844268756e-08,2.3445112786495157e-09,1.0560249425851065e-12
0.05467171114055583,0.16865926314361757,3.76,0.0,0.34957559944354677,0.6771882135872836,0.3120448982607639,1.8885800110438018e-06,1.4426598462139202e-07,2.610842592967834e-07,0.005433776866088745,5.144192913144358e-05,7.604772210308709e-06,0.005239761695310656,0.009108556504117415,5.967500996454424e-11,1.0555740023950469e-05,7.176517705470764e-10,0.031086326453907454,7.932652448170917e-11,0.0007080679214728928,4.7860285808159286e-14,4.144825241408409e-08,4.5862798016342686e-05,0.30983780206909645,3.08708430438405e-09,9.761702651987464e-09,0.0016625264028111463,0.0006830776968390477,2.104528939167138e-07,2.108406262909246e-05,8.956981161212622e-10,2.054592302727684e-09,4.377625069943491e-08,4.144790627090863e-09,2.2581029619234676e-06,1.4606606236296886e-11,4.0603929059638493e-10,6.560578570768906e-05,1.2356083284658734e-11,2.1385278447171137e-15,1.1743324740315013e-12,2.7981796177301304e-08,1.0190970056527559e-11,2.7241694102580658e-05,0.0051683396126072775,1.8453383641133704e-10,3.2419255227954393e-15,2.58974445708444e-05,3.769491206674248e-10,2.895790631206995e-17,5.401019974688238e-12,2.1208135158761812e-11,1.867934689512756e-07,2.10742853322706e-08,4.838641849244762e-16,4.169959375268459e-09,8.51952754656679e-08,3.0331484234359264e-08,2.0261660301313048e-07,6.863907877448395e-07,3.2582554189030005e-08,7.83255089176617e-10,1.2675447273385358e-15,1.9346603641205972e-21,4.962709157375999e-08,5.392406376756608e-05,5.364064260584592e-10,2.1151532026319897e-09,1.660150887821471e-15,1.4419411417446743e-08,2.3981686069270786e-09,1.0742568031383328e-12
0.055029364228837266,0.16866294197025986,3.76,0.0,0.34809448909679364,0.6757404641282818,0.3134182515231433,1.8876799270312967e-06,1.441801482864297e-07,2.611999142729699e-07,0.005437010695729676,5.1430378904048796e-05,7.591303073953389e-06,0.005274645471838103,0.009165355282520327,6.042468081067012e-11,1.0674081116500174e-05,7.178757305344903e-10,0.03128329339054579,7.956057659807711e-11,0.0007106459723991769,4.804988980638804e-14,4.172917725004753e-08,4.5830246489891364e-05,0.31121179542147687,3.0736553925456854e-09,9.746177267792461e-09,0.0016657281322819942,0.0006894548160062646,2.1368944726455516e-07,2.111438453232118e-05,9.053567706698719e-10,2.077442476328041e-09,4.3917471470950216e-08,4.1561757105101965e-09,2.2609532000875613e-06,1.4767900180247244e-11,4.105110421995023e-10,6.543665348511936e-05,1.2310413871647508e-11,2.1306235911991443e-15,1.183519602246519e-12,2.7917089310066025e-08,1.0199599607277954e-11,2.71127838222723e-05,0.0051651708944005816,1.8367311083506496e-10,3.2332146626089913e-15,2.5842078854237265e-05,3.790497477370133e-10,2.893692306467254e-17,5.402001944511021e-12,2.1170278178396723e-11,1.8662532783888006e-07,2.117130018700946e-08,4.849999200374668e-16,4.179942113136089e-09,8.588681484705474e-08,3.035717301669612e-08,2.0470332903517853e-07,6.895231122307955e-07,3.290998241045005e-08,7.902570148780384e-10,1.289818279261145e-15,1.9782056965100464e-21,4.9550674591034676e-08,5.408619461624834e-05,5.337298466322117e-10,2.121925593989063e-09,1.6856833738979412e-15,1.4686025620256583e-08,2.45255673242265e-09,1.0926362499360298e-12
0.0553870173171187,0.1686666150257636,3.76,0.0,0.3466202693677707,0.6742989430975007,0.31478540809214356,1.8867942939489831e-06,1.4409369984119314e-07,2.6131483188253533e-07,0.005440013955101132,5.1418694796158556e-05,7.5778632349072715e-06,0.00530950705563036,0.00922207379516161,6.11759867502847e-11,1.0792302462820976e-05,7.180825952166729e-10,0.03147993171747744,7.979009850530222e-11,0.0007131966029042202,4.823748773912265e-14,4.201001100212629e-08,4.579686567523836e-05,0.31257971038483023,3.0603876178468494e-09,9.730603323519366e-09,0.0016688222773039065,0.0006958107029306307,2.169424154314917e-07,2.1143869881349868e-05,9.150052734805326e-10,2.100286269144029e-09,4.405583136507156e-08,4.1672893793481165e-09,2.2637155881936997e-06,1.4929276835971483e-11,4.149848623446903e-10,6.52681693684751e-05,1.2264870940396096e-11,2.1227412287975003e-15,1.1926559910881277e-12,2.7852156023412438e-08,1.0207720604779358e-11,2.6984697547087835e-05,0.005161791773798816,1.8281787126775566e-10,3.2245023617981475e-15,2.578695132897428e-05,3.8114392582626316e-10,2.891488677433273e-17,5.4026390822438415e-12,2.1132546238742253e-11,1.8645067923042624e-07,2.126785134158887e-08,4.861037386986438e-16,4.189647802265608e-09,8.657455527839616e-08,3.038134820380404e-08,2.067880955461453e-07,6.926167292131176e-07,3.3236616461364895e-08,7.972263891440308e-10,1.3122818457045612e-15,2.0223327306386633e-21,4.947397297083925e-08,5.424581320017324e-05,5.310695187157706e-10,2.1285603186905e-09,1.7113453656910518e-15,1.4955198008349248e-08,2.507676569636202e-09,1.111162428807135e-12
0.05574467040540014,0.16867028225028385,3.76,0.0,0.3451528983319924,0.6728636144712037,0.31614640560981333,1.885923074802361e-06,1.44006655724969e-07,2.614290325523609e-07,0.005442789326626962,5.140687993173888e-05,7.564453055528406e-06,0.005344345770492491,0.009278711538805332,6.192885978202209e-11,1.0910389859729339e-05,7.182725009873624e-10,0.03167623863125087,8.001512042009028e-11,0.0007157199476863036,4.8423081532776906e-14,4.2290756787597975e-08,4.576266345113438e-05,0.31394158306223274,3.0472782404661132e-09,9.714981878600302e-09,0.0016718097918213704,0.000702144736656831,2.2021147851267746e-07,2.1172526905810338e-05,9.246425927020218e-10,2.1231213187491674e-09,4.419134611026609e-08,4.178133634343479e-09,2.2663910401794576e-06,1.509072308584764e-11,4.194603871193163e-10,6.510033020267137e-05,1.2219454551983356e-11,2.114880768072701e-15,1.20174097078665e-12,2.778700170927698e-08,1.0215339391617285e-11,2.6857428881796336e-05,0.005158205341988013,1.819680752031638e-10,3.215788858744554e-15,2.5732060617413833e-05,3.8323167046901257e-10,2.889181561602041e-17,5.40293631110906e-12,2.109493663022416e-11,1.862696403723754e-07,2.136394343253425e-08,4.871759104524651e-16,4.199078739097594e-09,8.725844692438406e-08,3.040402867307267e-08,2.0887072620356955e-07,6.956717281423116e-07,3.356242339697393e-08,8.041625308687075e-10,1.3349344781080678e-15,2.0670422334080913e-21,4.9396989941130825e-08,5.440293559195908e-05,5.284253277916794e-10,2.135058145879238e-09,1.7371343395237344e-15,1.522692086885838e-08,2.5635289150930144e-09,1.1298344447848017e-12
0.05610232349368158,0.16867394358497856,3.76,0.0,0.3436923343775646,0.6714344424943419,0.31750128143303674,1.8850662281788091e-06,1.4391903169854308e-07,2.6154253619421066e-07,0.00544533946707447,5.139493724934304e-05,7.551072871264716e-06,0.005379160943864364,0.009335268019052977,6.268323029671174e-11,1.1028329260674815e-05,7.184455833495382e-10,0.031872211378020904,8.023567256651976e-11,0.0007182161401994969,4.860667310654214e-14,4.257141828584503e-08,4.572764773105265e-05,0.31529744928338016,3.03432458849828e-09,9.699314000295428e-09,0.0016746916314542358,0.0007084563069328147,2.2349631549755566e-07,2.1200363741414122e-05,9.342676883568034e-10,2.1459452516038322e-09,4.432403130389133e-08,4.188710445735268e-09,2.2689804350339297e-06,1.5252225504107938e-11,4.2393724396468225e-10,6.493313300152113e-05,1.2174164760925125e-11,2.1070422184642282e-15,1.2107738968487756e-12,2.7721631715365712e-08,1.0222462266010964e-11,2.673097146952672e-05,0.005154414652531742,1.811236803784862e-10,3.2070743740824012e-15,2.5677405352189614e-05,3.8531299251753507e-10,2.8867727537270735e-17,5.402898528203979e-12,2.105744668167618e-11,1.8608232671915686e-07,2.145958113001653e-08,4.882167048151696e-16,4.208237189127199e-09,8.79384418340285e-08,3.0425233169340145e-08,2.1095104219880177e-07,6.986881917855988e-07,3.388737078371208e-08,8.110647612635036e-10,1.3577751871603846e-15,2.1123348901377727e-21,4.931972871154792e-08,5.455757779183895e-05,5.257971592891293e-10,2.1414198282220246e-09,1.7630477629918194e-15,1.550118623383974e-08,2.6201144513948066e-09,1.148651354119945e-12
0.056459976581963014,0.1686775989721251,3.76,0.0,0.3422385361976687,0.6700113916738872,0.3188500726403727,1.8842237178577603e-06,1.4383084363534464e-07,2.6165536261220157e-07,0.005447667008186083,5.1382869615467354e-05,7.5377229899160205e-06,0.0054139519068274605,0.009391742750104895,6.343902995563609e-11,1.1146106773467275e-05,7.186019774127343e-10,0.032067847252195095,8.045178565651023e-11,0.0007206853126840141,4.878826505710998e-14,4.285199813006549e-08,4.569182648203671e-05,0.31664734461130195,3.0215240415312643e-09,9.683600746034994e-09,0.0016774687531377812,0.00071474481394813,2.267966044053131e-07,2.1227388428203036e-05,9.43879545769204e-10,2.168755711161859e-09,4.4453902766630036e-08,4.1990217763390755e-09,2.2714846500378808e-06,1.5413771184472147e-11,4.2841507506940406e-10,6.476657470377351e-05,1.212900161329391e-11,2.099225587933969e-15,1.2197541429073769e-12,2.7656051316682586e-08,1.0229095458916748e-11,2.6605318990398996e-05,0.005150422722560558,1.8028464478672023e-10,3.198359139036836e-15,2.562298417595565e-05,3.8738790748405266e-10,2.8842640162927365e-17,5.402530594723249e-12,2.102007377245786e-11,1.8588885173881596e-07,2.155476895537171e-08,4.892263940318464e-16,4.217125415539543e-09,8.861449340419018e-08,3.0444980237831465e-08,2.1302886941232978e-07,7.016661893633556e-07,3.4211426713003395e-08,8.179324240342973e-10,1.3808029858555427e-15,2.158211306465034e-21,4.924219246467004e-08,5.4709755762422304e-05,5.231848985658635e-10,2.147646153516109e-09,1.7890830960340453e-15,1.577798589004188e-08,2.677433749866728e-09,1.1676122348930244e-12
0.05681762967024445,0.168681248355025,3.76,0.0,0.3407914627890756,0.6685944267771015,0.320192816033699,1.8833955106739886e-06,1.4374210732632424e-07,2.617675313404756e-07,0.005449774556717003,5.137067990317236e-05,7.52440370595611e-06,0.0054487179941830645,0.009448135254709842,6.419619257408799e-11,1.1263708654819674e-05,7.187418183015577e-10,0.03226314359591199,8.066349059213422e-11,0.000723127596194504,4.896786035827562e-14,4.313249839528552e-08,4.5655207726474215e-05,0.31799130434402645,3.0088740336249082e-09,9.667843228318863e-09,0.0016801421147068336,0.0007210096682518973,2.3011202234487655e-07,2.1253608935330028e-05,9.534771789808526e-10,2.1915504013737378e-09,4.4580976897755814e-08,4.209069644191e-09,2.2739045764073047e-06,1.557534769925473e-11,4.3289353547164124e-10,6.460065209765433e-05,1.2083965148514487e-11,2.091430883310454e-15,1.2286811090923323e-12,2.759026575053893e-08,1.0235245163531058e-11,2.6480465154893665e-05,0.005146232533059964,1.7945092662425738e-10,3.189643376281537e-15,2.5568795741320174e-05,3.894564349566208e-10,2.881657091404351e-17,5.401837344376004e-12,2.0982815328119764e-11,1.8568932838419455e-07,2.164951117079032e-08,4.902052506923423e-16,4.225745737239918e-09,8.928655700708015e-08,3.046328831072948e-08,2.1510403944888135e-07,7.046058128275066e-07,3.453455982602657e-08,8.247648765354694e-10,1.404016889858848e-15,2.2046720095775484e-21,4.9164384357349336e-08,5.4859485537985005e-05,5.20588431496579e-10,2.1537379412627983e-09,1.815237791407446e-15,1.6057311384028862e-08,2.7354872716944022e-09,1.186716180717674e-12
0.05717528275852589,0.16868489167885492,3.76,0.0,0.33935107343090737,0.6671835128134667,0.3215295481574785,1.8825815670842833e-06,1.4365283782746475e-07,2.6187906120965817e-07,0.005451664696248063,5.13583708803547e-05,7.511115302390188e-06,0.005483458544281289,0.009504445063547133,6.495465097475222e-11,1.1381121303376052e-05,7.1886524043019e-10,0.03245809779552829,8.087081816024836e-11,0.000725543120723412,4.9145461817606234e-14,4.3412921981269105e-08,4.5617799510380115e-05,0.31932936353309554,2.996372057701277e-09,9.652042489735764e-09,0.0016827126745645278,0.0007272502900469391,2.3344224562628845e-07,2.1279033165847538e-05,9.630595951946918e-10,2.2143270405572445e-09,4.470527015638798e-08,4.218856091018463e-09,2.2762410834024706e-06,1.5736942280822697e-11,4.373722711366644e-10,6.443536204462276e-05,1.203905539709856e-11,2.083658109861341e-15,1.2375542026864493e-12,2.7524280182654088e-08,1.024091750926536e-11,2.635640372976405e-05,0.005141847031581982,1.7862248445306451e-10,3.1809273157803794e-15,2.551483871015452e-05,3.91518589074515e-10,2.87895369450209e-17,5.400823572448982e-12,2.09456688088309e-11,1.8548386699474036e-07,2.1743812159537993e-08,4.911535471930158e-16,4.234100469554268e-09,8.995458854660139e-08,3.048017563108169e-08,2.17176383386202e-07,7.075071715377691e-07,3.48567392519288e-08,8.315614889262878e-10,1.427415874680414e-15,2.2517174533354586e-21,4.9086307520494714e-08,5.5006783145698134e-05,5.180076446010013e-10,2.1596959917457655e-09,1.841509295563978e-15,1.6339154040877484e-08,2.794275375165859e-09,1.2059622327830501e-12
0.057532935846807326,0.16868852888679514,3.76,0.0,0.33791732772511546,0.6657786150695647,0.32286030526164805,1.8817818452541923e-06,1.435630497222819e-07,2.6198997069640913e-07,0.005453339983911029,5.1345945169913924e-05,7.497858036892319e-06,0.005518172899609149,0.009560671716341479,6.571433691751788e-11,1.1498331285277496e-05,7.18972377527015e-10,0.032652707287970706,8.107379929799209e-11,0.0007279320150171253,4.932107245503996e-14,4.369327214250254e-08,4.5579609909488086e-05,0.32066155694815407,2.9840156710428214e-09,9.636199594822275e-09,0.0016851813915362292,0.0007334661106315861,2.3678694972649398e-07,2.130366892966594e-05,9.726258026318187e-10,2.237083332348938e-09,4.482679889130336e-08,4.228383120522451e-09,2.2784950126208993e-06,1.5898542073255842e-11,4.4185092560318617e-10,6.427070148409056e-05,1.1994272383720402e-11,2.075907271861578e-15,1.2463728525511348e-12,2.7458099723335004e-08,1.0246118565633559e-11,2.6233128541652204e-05,0.005137269127735473,1.777992772317379e-10,3.1722111786194726e-15,2.5461111754927055e-05,3.9357438280954856e-10,2.876155509520557e-17,5.399494036740372e-12,2.0908631719175976e-11,1.8527257570275776e-07,2.1837676327541466e-08,4.920715566052708e-16,4.242191913290748e-09,9.06185455356889e-08,3.049566026312047e-08,2.1924573196434215e-07,7.103703569266979e-07,3.5177934662893634e-08,8.383216434963581e-10,1.4509988895450918e-15,2.2993480072386606e-21,4.9007965072397696e-08,5.515166454041606e-05,5.154424249909922e-10,2.1655211038073185e-09,1.867895048379668e-15,1.662350493384698e-08,2.853798300252139e-09,1.2253494070340255e-12
0.05789058893508876,0.1686921599264305,3.76,0.0,0.3364901855822867,0.6643796990966783,0.3241851233146105,1.880996310271638e-06,1.434727577897604e-07,2.6210027826168437e-07,0.005454802951542439,5.133340534052885e-05,7.484632144859936e-06,0.005552860406701326,0.009616814761447856,6.647518419674917e-11,1.1615325329045626e-05,7.190633629870923e-10,0.03284696955835423,8.127246536411609e-11,0.0007302944066332706,4.949469599665579e-14,4.397355125677424e-08,4.554064704280915e-05,0.3219879190895337,2.97180247181393e-09,9.620315611755786e-09,0.0016875492245276176,0.0007396565718998862,2.401458094093864e-07,2.1327523945112994e-05,9.821748425199772e-10,2.2598170140975842e-09,4.4945579751135456e-08,4.237652726809332e-09,2.2806672096290532e-06,1.606013489154409e-11,4.4632916101522677e-10,6.410666725907205e-05,1.194961612514501e-11,2.068178372205493e-15,1.2551365084353595e-12,2.7391729428680934e-08,1.0250854353910453e-11,2.6110633442268334e-05,0.005132501695090266,1.769812640913866e-10,3.163495186961025e-15,2.5407613558228986e-05,3.956238349646762e-10,2.8732642023789045e-17,5.397853467441216e-12,2.0871701611312598e-11,1.8505556178803176e-07,2.1931107934977292e-08,4.929595535568287e-16,4.250022366867396e-09,9.12783870414987e-08,3.0509760127700596e-08,2.2131192160643845e-07,7.131954504525715e-07,3.5498116278999446e-08,8.450447377747104e-10,1.4747648955743259e-15,2.3475639602302006e-21,4.892936010636023e-08,5.5294145641772815e-05,5.128926600076052e-10,2.1712141152115455e-09,1.894392484103835e-15,1.6910354899153873e-08,2.9140561737829206e-09,1.2448767529404251e-12
0.0582482420233702,0.16869578474439534,3.76,0.0,0.33506960720642853,0.6629867306973146,0.3255040380173807,1.880224929561767e-06,1.4338197669837628e-07,2.6221000194479005e-07,0.005456056106870129,5.1320753976750835e-05,7.471437850494412e-06,0.005587520416039236,0.009672873755418273,6.723712920776383e-11,1.1732090311944403e-05,7.191383299350268e-10,0.033040882137312835,8.146684770053969e-11,0.0007326304220138302,4.9666336297244e-14,4.4253761157723954e-08,4.5500919065387585e-05,0.3233084842018627,2.9597301134266324e-09,9.604391649041853e-09,0.0016898171321346764,0.0007458211257623128,2.4351849882394294e-07,2.1350605866933006e-05,9.917057827132871e-10,2.282525908862767e-09,4.506163002205293e-08,4.24666700161117e-09,2.2827585389163915e-06,1.6221708968514444e-11,4.508066510091123e-10,6.394325608328855e-05,1.1905086632626921e-11,2.0604714128393757e-15,1.2638446415298943e-12,2.732517430039459e-08,1.0255130840104502e-11,2.5988912322054677e-05,0.0051275475730516865,1.7616840442393992e-10,3.154779566276135e-15,2.5354342812259016e-05,3.9766696591940247e-10,2.870281410824605e-17,5.395906556413589e-12,2.0834876080899134e-11,1.848329313380033e-07,2.2024111037720218e-08,4.938178125735054e-16,4.257594178851588e-09,9.193407372833884e-08,3.052249298127308e-08,2.233747947479897e-07,7.159825775483308e-07,3.581725485112078e-08,8.517301890552854e-10,1.4987128516147958e-15,2.3963655253924284e-21,4.885049567917387e-08,5.543424243324362e-05,5.103582373775479e-10,2.176775884798291e-09,1.9209990321334223e-15,1.7199694551519732e-08,2.9750490155111855e-09,1.2645433243503374e-12
