Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87)
3.433681717034972e-10,0.49922138357700546,3.76,0.0,0.6603895575283872,0.9981298838475092,2.3068423431332887e-15,4.242063603823249e-12,7.229561537551149e-09,6.514268230416076e-12,1.8182654677831874e-09,1.1677585742040949e-07,3.0818076480337286e-13,1.076138176051692e-16,2.3626663128341014e-11,4.420931120750966e-25,3.647169608231324e-30,2.3884820383957585e-11,8.524144872743317e-06,1.4783514583626933e-12,4.541092640235311e-18,1.615579155811227e-17,6.3080194288666005e-24,2.145104484263403e-12,1.6353194961186332e-12,9.070004027219392e-12,1.7227524657755458e-17,1.4381909072888127e-15,6.978253278102484e-18,1.0091927572742872e-23,2.5437062708381522e-21,4.248973521541127e-27,2.4110122472577864e-25,9.491164430617929e-18,1.4495182382688818e-19,7.88449506788035e-21,2.328406592611392e-22,8.09450273923247e-21,1.1677372268313978e-07,1.4059564777107569e-14,1.2112757743276294e-13,5.576045384894414e-13,7.216588061935861e-09,1.061747359973733e-15,9.553354244908566e-13,3.7192743371119104e-18,8.477750127343692e-13,1.2648861595805704e-17,0.0018699921267676149,1.5270221077809824e-18,2.6363887986105398e-33,4.593776147916111e-24,2.0492471544694645e-19,8.640278188460137e-26,4.389036040493872e-28,7.111940254247414e-26,5.505563924951017e-25,6.470395041964036e-29,4.581205592588506e-16,3.50602772276289e-24,2.5998070613263054e-19,4.3554549905833646e-27,3.274016737980874e-30,8.747000570246794e-36,8.403406691820291e-36,8.516890970629141e-06,1.8095125993084686e-09
3.607440741584105e-10,0.4992214233136683,3.76,0.0,0.6603891201765888,0.9980867510965143,2.75533390886333e-15,4.8384944740882205e-12,7.978573390276862e-09,7.31927797263839e-12,1.9112293557607116e-09,1.226811505425914e-07,3.4015275910705356e-13,1.2478667559283142e-16,2.73900707520149e-11,5.132085446087911e-25,4.4637821311416855e-30,2.7632124194226196e-11,8.9554992177562e-06,1.631641851398806e-12,5.529839134721478e-18,1.7817021536522982e-17,7.800898880338077e-24,2.367582735897934e-12,1.814611480403941e-12,1.00105287467433e-11,1.9973168291981794e-17,1.6675244736980085e-15,8.09166288309302e-18,1.229442518115533e-23,2.9499053131739292e-21,5.1705218091412216e-27,2.934611080907424e-25,1.1000969002292223e-17,1.6818349930086496e-19,9.131431166553379e-21,2.703097092409006e-22,9.385636002913316e-21,1.226793165252938e-07,1.5636096222628844e-14,1.3270497914651181e-13,6.06067055131163e-13,7.96357690821638e-09,1.154513440421936e-15,1.053341668676188e-12,4.1451887724731e-18,9.25969388860525e-13,1.3700244393149243e-17,0.0019131182205841066,1.7535866193267815e-18,3.168844419669699e-33,5.6124930113552595e-24,2.376211701703598e-19,1.0459859198247271e-25,5.530392897440721e-28,8.681594755995654e-26,6.708002414003318e-25,8.267843825657756e-29,5.203259415448951e-16,4.2706060191950474e-24,3.028295902662785e-19,5.372939972694854e-27,4.177315313297842e-30,1.219907593006488e-35,1.0238888702465496e-35,8.9474931206427e-06,1.901080800400123e-09
3.7811997661332384e-10,0.49922146305033055,3.76,0.0,0.6603886828252747,0.9980464727439434,3.2653763847866144e-15,5.4874404744383825e-12,8.76439318418944e-09,8.185758728568003e-12,2.004334044410124e-09,1.2858623402847178e-07,3.73701929984307e-13,1.4369536143698064e-16,3.1532557232794024e-11,5.91948557741357e-25,5.414780776723619e-30,3.1749877837490036e-11,9.386853187175573e-06,1.7924841394709012e-12,6.671763149842171e-18,1.9558103836028034e-17,9.569411977052851e-24,2.6010291531899887e-12,2.0040035161578496e-12,1.0997398376950497e-11,2.299563495644714e-17,1.920018787985239e-15,9.31757983632097e-18,1.4839105428700387e-23,3.3972183612103666e-21,6.234308196314792e-27,3.5388975561394655e-25,1.2662435167003963e-17,1.9378310251318687e-19,1.0503160395053495e-20,3.116286288665333e-22,1.080714527724099e-20,1.2858479445067865e-07,1.7306328429296062e-14,1.4471970222028862e-13,6.557830772799406e-13,8.747174473209312e-09,1.2497566994143844e-15,1.1560235531885708e-12,4.598034995134448e-18,1.006754117027075e-12,1.47736373452709e-17,0.001953389879122045,1.9998636644262283e-18,3.774125859643432e-33,6.792381484473564e-24,2.736214936157579e-19,1.2547360110144546e-25,6.890167012539204e-28,1.0497893137721458e-25,8.097478993296304e-25,1.0442694904128164e-28,5.873679873760916e-16,5.153825320184561e-24,3.502836779942305e-19,6.56149476564391e-27,5.2683357057398376e-30,1.6765533334337656e-35,1.2359907340372026e-35,9.378057830706013e-06,1.9926489152727102e-09
3.9549587906823716e-10,0.49922150278699406,3.76,0.0,0.6603882454744203,0.9980088598597668,3.842269424171185e-15,6.191066979335755e-12,9.58700811561271e-09,9.115866539350258e-12,2.0975862890681945e-09,1.3449112420782441e-07,4.088282490373109e-13,1.6442340812614372e-16,3.607218813521713e-11,6.788171565117129e-25,6.515486939852172e-30,3.625512527402483e-11,9.818206781955093e-06,1.960877488151369e-12,7.981895958643426e-18,2.137885675505567e-17,1.16511423541518e-23,2.8454432482198963e-12,2.203585203810526e-12,1.2030609000484709e-11,2.6308144513658594e-17,2.1967867706821936e-15,1.0661413020467304e-17,1.7759686624910594e-23,3.887631879760688e-21,7.454324019142976e-27,4.231695670591764e-25,1.4482726355871e-17,2.2186728432872327e-19,1.2005600201610939e-20,3.5699157248604647e-22,1.2365282764615734e-20,1.3449018051293353e-07,1.9071495573106608e-14,1.571613036345152e-13,7.066845160607163e-13,9.567358730660752e-09,1.3473525803285367e-15,1.2633667254098133e-12,5.078368879546478e-18,1.0900391881437889e-12,1.5867508092038968e-17,0.0019909960323959953,2.2664009192751965e-18,4.457771000451927e-33,8.149598855729619e-24,3.1308451781371015e-19,1.4926662500692742e-25,8.496465517323266e-28,1.2585281105910256e-25,9.692466738707065e-25,1.305103786485458e-28,6.59350665828991e-16,6.167349458142379e-24,4.0260392222571263e-19,7.939548268721222e-27,6.574500372664412e-30,2.2733101159889975e-35,1.4794669505801265e-35,9.808585104861141e-06,2.0842169439751815e-09
4.128717815231505e-10,0.4992215425236605,3.76,0.0,0.6603878081240032,0.9979737360200099,4.491526764311476e-15,6.9515387083175876e-12,1.0446405526964708e-08,1.01117565929153e-11,2.1909928427629217e-09,1.4039583633022053e-07,4.455316920723922e-13,1.8705434669586764e-16,4.1027014557818967e-11,7.7434375944760025e-25,7.7823633873353e-30,4.1164856874187776e-11,1.0249560003091194e-05,2.136821093655828e-12,9.475967910988342e-18,2.3279100793616098e-17,1.4087050613409075e-23,3.1008245772953373e-12,2.413443081383085e-12,1.3110156928030804e-11,2.9923907222591775e-17,2.4989412269944405e-15,1.212857073248574e-17,2.1091470017901718e-23,4.423133021917144e-21,8.845250001822508e-27,5.021179535607513e-25,1.6468993683664688e-17,2.525529167979025e-19,1.3644663815655994e-20,4.065934859398945e-22,1.4066298143898836e-20,1.403954977260434e-07,2.09328012879553e-14,1.7001959093924693e-13,7.587069740703595e-13,1.0424107814955119e-08,1.447183401132726e-15,1.375356916095564e-12,5.5867463206788254e-18,1.175737756267131e-12,1.6980431778520706e-17,0.0020261131043672414,2.55371879798601e-18,5.225407377978977e-33,9.701052345623769e-24,3.561690572171918e-19,1.7622466677867163e-25,1.0379387769621474e-27,1.4969307298535289e-25,1.1512311240661885e-24,1.6154161276511941e-28,7.363720883621319e-16,7.323386244947486e-24,4.600548445287049e-19,9.526458956872631e-27,8.125685312505995e-30,3.044506119606041e-35,1.757271556764829e-35,1.0239074946999736e-05,2.1757848865563253e-09
4.302476839780638e-10,0.4992215822603314,3.76,0.0,0.660387370774001,0.9979409364775784,5.218876162447647e-15,7.771019735703818e-12,1.1342572890721162e-08,1.1175583230461167e-11,2.2845604562389105e-09,1.4630038463664057e-07,4.838122388209592e-13,2.1167170654739818e-16,4.641507340779655e-11,8.79084746468168e-25,9.233072991253582e-30,4.6496009626559016e-11,1.0680912851622972e-05,2.320314179512518e-12,1.117040790648091e-17,2.5258658607402558e-17,1.6921621567319227e-23,3.3671727361258467e-12,2.6336607298011016e-12,1.4236038677969847e-11,3.385612379572874e-17,2.82759485340109e-15,1.3724460715706486e-17,2.487133963076438e-23,5.005709640150917e-21,1.0422465214539799e-26,5.9158719167170615e-25,1.8628376013011895e-17,2.8595709073022954e-19,1.542626028679648e-20,4.606301052420502e-22,1.5916438572176412e-20,1.463007681358719e-07,2.2891419378572207e-14,1.832846159924604e-13,8.117895441226388e-13,1.1317400004734565e-08,1.54913797303831e-15,1.4919799360862518e-12,6.123723240601374e-18,1.2637660255903124e-12,1.8111083481770876e-17,0.0020589058421174315,2.8623114672831094e-18,6.082744956774154e-33,1.1464394152469186e-23,4.030339096449608e-19,2.066027028036429e-25,1.2571060331896501e-27,1.7676613683709115e-25,1.3577230811223313e-24,1.9818765811648206e-28,8.185248326592283e-16,8.63468709795971e-24,5.229045309002519e-19,1.1342506842330855e-26,9.954309206381006e-30,4.030927629477413e-35,2.0724919962549288e-35,1.0669527360879386e-05,2.2673527430647818e-09
4.4762358643297714e-10,0.4992216219970085,3.76,0.0,0.6603869334243927,0.9979103073889781,6.030259332607002e-15,8.651673498468792e-12,1.2275497794897611e-08,1.2309499951430489e-11,2.378295877979898e-09,1.5220478242625886e-07,5.236698726792348e-13,2.3835901573068904e-16,5.225438765678217e-11,9.936249869162188e-25,1.0886539852098855e-29,5.2265467337830855e-11,1.1112265328632068e-05,2.5113559935438513e-12,1.3082342875570582e-17,2.731735496576891e-17,2.020301083156238e-23,3.6444873554497765e-12,2.8643188745960154e-12,1.5408250957941142e-11,3.81179854503171e-17,3.183860243935335e-15,1.545449019038925e-17,2.913776210718169e-23,5.637350296857768e-21,1.2202056747675632e-26,6.924642792542282e-25,2.0968000016357704e-17,3.2219711326588708e-19,1.7356294522044565e-20,5.192979552635711e-22,1.792194868651882e-20,1.5220601288686096e-07,2.4948494517014947e-14,1.9694666888026613e-13,8.658746192184976e-13,1.224721370805486e-08,1.6531112407572748e-15,1.613221673292947e-12,6.689855594748686e-18,1.3540431417179379e-12,1.9258231181148807e-17,0.002089528089128827,3.1926478239901247e-18,7.035569510859777e-33,1.345801653370496e-23,4.538378571793918e-19,2.4066347434024666e-25,1.5105671609624834e-27,2.0734926040568283e-25,1.5908316667981204e-24,2.41171751597483e-28,9.058962482124302e-16,1.0114546666375406e-23,5.914246275061748e-19,1.3408885484896597e-26,1.2095420710500997e-29,5.280694497365485e-35,2.428349179220237e-35,1.1099942350138436e-05,2.3589205135490556e-09
4.6499948888789046e-10,0.4992216617336933,3.76,0.0,0.660386496075158,0.9978817050931834,6.931831883190105e-15,9.595662802487786e-12,1.3245167929921607e-08,1.3515659417162906e-11,2.4722058542286925e-09,1.5810904211872527e-07,5.65104580465534e-13,2.6719980119502623e-16,5.856296657906658e-11,1.1185793488900658e-24,1.2763012803680583e-29,5.849006082519516e-11,1.15436174352425e-05,2.709945805133834e-12,1.5229597268157658e-17,2.94550167132549e-17,2.3983190793729456e-23,3.932768097075577e-12,3.1054954841250266e-12,1.6626790648150533e-11,4.272267395438299e-17,3.568849896174725e-15,1.732406588286559e-17,3.3930786565851366e-23,6.320044274399725e-21,1.4200830093917512e-26,8.0567079316952165e-25,2.3494980235887497e-17,3.613905054474464e-19,1.9440667321449988e-20,5.827943484184396e-22,2.0089070605736556e-20,1.581112522842237e-07,2.7105142923145388e-14,2.1099627201140148e-13,9.209077131057766e-13,1.3213527448948045e-08,1.7590039431265075e-15,1.7390680899359692e-12,7.285699377896421e-18,1.4464910870404398e-12,2.0420729233456748e-17,0.002118123506416575,3.545172436804582e-18,8.089736561510508e-33,1.570104695143807e-23,5.0873966702288095e-19,2.7867728447307087e-25,1.801950637764016e-27,2.4173044561234357e-25,1.852753309457643e-24,2.9127544785745516e-28,9.98568744686602e-16,1.1776802457590477e-23,6.658903363931183e-19,1.574769414670727e-26,1.4586783945788594e-29,6.85021165955824e-35,2.828197541903222e-35,1.1530319918309366e-05,2.450488198057532e-09
4.823753913428037e-10,0.49922170147038764,3.76,0.0,0.6603860587262773,0.9978549954381178,7.929963255096448e-15,1.0605149827402595e-11,1.4251571076745661e-08,1.4796213453434522e-11,2.5662971290048016e-09,1.640131753123348e-07,6.081163521935567e-13,2.982775890110479e-16,6.535880597388542e-11,1.254594191628207e-24,1.4884131288754118e-29,6.518656810212477e-11,1.197496917262055e-05,2.91608290275074e-12,1.7630692548808286e-17,3.167147273427509e-17,2.831809602894251e-23,4.23201465029307e-12,3.357265864498841e-12,1.7891654786238146e-11,4.7683361668112825e-17,3.983676216975219e-15,1.9338594053436257e-17,3.9292044463199827e-23,7.055781584702061e-21,1.6436320225676585e-26,9.321627486732295e-25,2.621641914164815e-17,4.036549997932294e-19,2.168527541232593e-20,6.513173833511282e-22,2.2424043932133996e-20,1.6401650585202063e-07,2.936245302983711e-14,2.2542417437513005e-13,9.768372906306912e-13,1.4216319855241355e-08,1.866722292549321e-15,1.8695052200102335e-12,7.911810629883666e-18,1.5410345799553975e-12,2.159751230655302e-17,0.0021448262460461586,3.9203064544510894e-18,9.251165814475618e-33,1.821334331317222e-23,5.678980923176848e-19,3.209218001746591e-25,2.135098045803444e-27,2.802083461490632e-25,2.1457717577889927e-24,3.4934068660216947e-28,1.0966200643682463e-15,1.363583446311495e-23,7.465804111752569e-19,1.8381930197212407e-26,1.7468962268855955e-29,8.805199977495801e-35,3.275525106052453e-35,1.1960660068830972e-05,2.542055796638484e-09
4.99751293797717e-10,0.49922174120709323,3.76,0.0,0.6603856213777318,0.9978300531511751,9.031236660242911e-15,1.1682296130307829e-11,1.529469509608148e-08,1.615331305205964e-11,2.66057644412004e-09,1.699171928383942e-07,6.527051808604987e-13,3.3167590456717696e-16,7.265988837303845e-11,1.402348841996451e-24,1.7272993588512708e-29,7.237171455822971e-11,1.2406320541974636e-05,3.1297665917006206e-12,2.0304846697996164e-17,3.396655392066526e-17,3.326776818037961e-23,4.542226728619281e-12,3.6197027513495468e-12,1.920284055355617e-11,5.301321158109267e-17,4.429451527975546e-15,2.1503480523152193e-17,4.526474946398732e-23,7.846552978451795e-21,1.8926803354573156e-26,1.0729304604794095e-24,2.913940718804977e-17,4.491085378742854e-19,2.4096011482211644e-20,7.250659436257693e-22,2.493310575326165e-20,1.6992179238742966e-07,3.172148613334477e-14,2.402213459551869e-13,1.0336146072605638e-12,1.5255569647512026e-08,1.9761776720466997e-15,2.0045191669566374e-12,8.568745441107601e-18,1.6376009777528595e-12,2.2787589734809183e-17,0.00216976158061448,4.318448481707572e-18,1.0525836051044873e-32,2.1015489329406486e-23,6.314718729329766e-19,3.6768185929635335e-25,2.514067576202515e-27,3.2309217703196555e-25,2.4722580921928443e-24,4.1627184005337195e-28,1.2001235397146114e-15,1.5706564783797228e-23,8.337771526986908e-19,2.1335481841441215e-26,2.0785400369585156e-29,1.1221809504074645e-34,3.7739535382303677e-35,1.2390962805059393e-05,2.633623309340086e-09
5.171271962526303e-10,0.4992217809438116,3.76,0.0,0.6603851840295039,0.9978067612512348,1.0242449020386294e-14,1.2829262648402973e-11,1.637452791866894e-08,1.758910837168064e-11,2.755050539192259e-09,1.7582110481200507e-07,6.988710622491227e-13,3.6747827274264274e-16,8.048418323473907e-11,1.5625570554865644e-24,1.9954227390856045e-29,8.006217313364353e-11,1.283767154455517e-05,3.3509961920939188e-12,2.3271973719090824e-17,3.634009314186624e-17,3.889650027908148e-23,4.86340406685313e-12,3.892876398513519e-12,2.056034526274844e-11,5.872537734575704e-17,4.907288070890334e-15,2.3824130699569194e-17,5.1893697319533696e-23,8.694349953930083e-21,2.169130936181017e-26,1.2289984055066215e-24,3.227102286886999e-17,4.978692678971644e-19,2.6678764210671686e-20,8.042396964171651e-22,2.762249064366704e-20,1.7582713001142872e-07,3.4183277028971115e-14,2.5537897229585563e-13,1.0911935573479223e-12,1.633125562909073e-08,2.0872863490791484e-15,2.1440961015245854e-12,9.25705995780882e-18,1.7361201830531855e-12,2.3990040270370392e-17,0.002193046491233018,4.739975424193847e-18,1.1919780440354772e-32,2.4128789999244478e-23,6.996197362217552e-19,4.192492824117716e-25,2.943137584182332e-27,3.7070162622025513e-25,2.834670733843e-24,4.930377403008682e-28,1.3091483367081449e-15,1.8004457254316942e-23,9.277664046868953e-19,2.4633121208213393e-26,2.4582504704619522e-29,1.4187818257033654e-34,4.327238208982277e-35,1.282122813027806e-05,2.725190736210422e-09
5.345030987075435e-10,0.49922182068054455,3.76,0.0,0.6603847466815753,0.9977850104998053,1.1570610906173159e-14,1.4048209700732766e-11,1.7491057536500464e-08,1.9105748737851026e-11,2.8497261516573555e-09,1.81724920679468e-07,7.466139947429917e-13,4.057682180590653e-16,8.884964712452672e-11,1.7359684621749265e-24,2.2954062687929184e-29,8.827456448835918e-11,1.3269022181654437e-05,3.5797710370089487e-12,2.6552683150842826e-17,3.879192521754429e-17,4.527298048547092e-23,5.195546418415461e-12,4.176854663705736e-12,2.1964166346532643e-11,6.483300330736634e-17,5.418298012609157e-15,2.630594960155919e-17,5.922526575332434e-23,9.601164765508448e-21,2.4749634889636328e-26,1.4014250873131492e-24,3.56183327708742e-17,5.500555422943685e-19,2.943941830002441e-20,8.89039091203804e-22,3.049843066664433e-20,1.8173253621609705e-07,3.674883463219863e-14,2.708884492162495e-13,1.149530530727213e-12,1.7443356677033663e-08,2.1999692053422594e-15,2.2882222598119455e-12,9.977310387164404e-18,1.836524553687416e-12,2.520400720603822e-17,0.002214790216384783,5.1852433028100715e-18,1.3439082243022624e-32,2.757526723098162e-23,7.725003977500539e-19,4.759226894305667e-25,3.426810207055025e-27,4.233667683946555e-25,3.235555451428665e-24,5.8067368639759e-28,1.4237596846863625e-15,2.05455170669232e-23,1.0288375493701466e-18,2.8300497821789317e-26,2.890972228014779e-29,1.7803919650458688e-34,4.939268251857689e-35,1.3251456047706733e-05,2.816758077297495e-09
5.518790011624568e-10,0.4992218604172935,3.76,0.0,0.6603843093339298,0.9977646988886674,1.3022946476330418e-14,1.5341296989139734e-11,1.864427199491617e-08,2.070538264251668e-11,2.9446100167797635e-09,1.8762864926253428e-07,7.95933979153986e-13,4.466292648126982e-16,9.777422388415941e-11,1.9233699983851443e-24,2.630040699656742e-29,9.70254571669821e-11,1.370037245460644e-05,3.816090470834916e-12,3.016827958503017e-17,4.132188689243268e-17,5.2470435260261374e-23,5.538653552949283e-12,4.471703091288166e-12,2.341430134757923e-11,7.134922453085222e-17,5.963593450120195e-15,2.895434188326934e-17,6.730741435373277e-23,1.0568990431841508e-20,2.812235708383773e-26,1.5913029022010338e-24,3.918839162617957e-17,6.057859153239561e-19,3.2383854505101397e-20,9.796653584628344e-22,3.3567155375983046e-20,1.876380279087607e-07,3.941914258561155e-14,2.867413776674157e-13,1.2085842771772837e-12,1.859185173397805e-08,2.3141514816285726e-15,2.436883941467689e-12,1.0730053002207374e-17,1.9387488158813957e-12,2.6428693843209647e-17,0.0022350947642816297,5.654588038969631e-18,1.508987087379909e-32,3.137765560436727e-23,8.502725620011134e-19,5.380073208509567e-25,3.9698150567532304e-27,4.814279809806949e-25,3.677545365598625e-24,6.802834314500889e-28,1.5440190934110276e-15,2.334629039433617e-23,1.1372835031012563e-18,3.236413248087393e-26,3.3819617816703784e-29,2.2185101772796687e-34,5.614066622287001e-35,1.3681646560509622e-05,2.908325332649236e-09
5.692549036173701e-10,0.4992219001540604,3.76,0.0,0.6603838719865505,0.9977457311613918,1.4606893416913867e-14,1.671068359854886e-11,1.983415938548738e-08,2.239015774299739e-11,3.03970886766155e-09,1.9353229879973263e-07,8.468310185612185e-13,4.901449371893727e-16,1.0727584478939919e-10,2.125587324860173e-24,3.0022922895449604e-29,1.063313677593624e-10,1.4131722364786811e-05,4.0599538477775726e-12,3.414076218892811e-17,4.392981681318478e-17,6.05667719789373e-23,5.8927252541557075e-12,4.777484992241877e-12,2.4910747909383773e-11,7.828716682486236e-17,6.544286415276847e-15,3.177471185731785e-17,7.61896844736004e-23,1.1599820743788295e-20,3.1830847976581153e-26,1.7997580069611666e-24,4.298824236348817e-17,6.651791406795797e-19,3.551794966213755e-20,1.0763205083668962e-21,3.68348918177163e-20,1.935436214532111e-07,4.219515985198104e-14,3.0292955872657375e-13,1.2683157782765096e-12,1.977671980079773e-08,2.4297625368370798e-15,2.590067508042762e-12,1.1515844146590713e-17,2.0427299805986533e-12,2.7663359278472476e-17,0.0022540553913451117,6.148326211832185e-18,1.6878318291476812e-32,3.5559398279776973e-23,9.330949230571445e-19,6.058148635064109e-25,4.5771129981591675e-27,5.45235862480585e-25,4.163360951134145e-24,7.930411500657984e-28,1.6699845581504467e-15,2.6423864011729e-23,1.2534007119597049e-18,3.685141156449377e-26,3.9367949334256944e-29,2.7462121677735887e-34,6.355790156319565e-35,1.4111799671802718e-05,2.999892502313509e-09
5.866308060722834e-10,0.4992219398908468,3.76,0.0,0.660383434639422,0.9977280183664268,1.6330102880550482e-14,1.8158527996688462e-11,2.1060707839617e-08,2.4162220860556865e-11,3.1350294352502856e-09,1.9943587698496905e-07,8.993051181605674e-13,5.363987593639084e-16,1.1737242869748943e-10,2.343486232086051e-24,3.4153107872720276e-29,1.1620876105749789e-10,1.4563071913612642e-05,4.311360530512876e-12,3.849282423235144e-17,4.661555550705698e-17,6.964472099399359e-23,6.257761317844409e-12,5.094261521438866e-12,2.6453503768043476e-11,8.565994676329009e-17,7.161488879423022e-15,3.477246351730296e-17,8.59231991364529e-23,1.2695650272089471e-20,3.5897289498992986e-26,2.0279501882430544e-24,4.702491615829649e-17,7.283541691122216e-19,3.8847576716877565e-20,1.1792073294828044e-21,4.030786453186853e-20,1.994493327081945e-07,4.507782129382212e-14,3.194449887236782e-13,1.3286881262315623e-12,2.0997939929986908e-08,2.54673562031687e-15,2.7477593814766336e-12,1.2335240239211695e-17,2.1484072629152727e-12,2.890731448571199e-17,0.002271761049120352,6.666755788592237e-18,1.8810635688449267e-32,4.0144643056112976e-23,1.0211261652609136e-18,6.796632806854778e-25,5.253900022703355e-27,6.151511531319352e-25,4.695810036880295e-24,9.20193386360286e-28,1.801710753460369e-15,2.97958649177627e-23,1.3774891473462467e-18,4.1790581772648476e-26,4.5613742187950294e-29,3.378307782354708e-34,7.168729629224447e-35,1.4541915384660406e-05,3.091459586338119e-09
6.040067085271966e-10,0.499221979627654,3.76,0.0,0.6603829972925285,0.9977114774397395,1.8200439425627422e-14,1.9686988033333312e-11,2.2323905522795443e-08,2.602371797863379e-11,3.2305784483458077e-09,2.053393910035747e-07,9.53356285124161e-13,5.854742555854949e-16,1.280818821850141e-10,2.5779740332720347e-24,3.8724376478897354e-29,1.2667405020903486e-10,1.4994421102542375e-05,4.5703098889760675e-12,4.324785261909302e-17,4.93789453622655e-17,7.979197714161715e-23,6.633761550180315e-12,5.422091752297253e-12,2.8042566744860725e-11,9.348067170453252e-17,7.816312757890491e-15,3.7953000559690195e-17,9.656066294917184e-23,1.3858474374824054e-20,4.034468911337753e-26,2.2770727335420355e-24,5.130543248217097e-17,7.954301460648198e-19,4.2378604751971165e-20,1.2885293874721139e-21,4.399229555420322e-20,2.0535517706334733e-07,4.806803823967518e-14,3.3627985449626414e-13,1.3896664093120789e-12,2.2255491219709958e-08,2.66500765683106e-15,2.9099460427087057e-12,1.3188797778709806e-17,2.25572200431666e-12,3.015991867367193e-17,0.002288294801634072,7.210156828741496e-18,2.0893070456245647e-32,4.515823857622542e-23,1.11452496385907e-18,7.598766465241987e-25,6.005611224657676e-27,6.915446578711617e-25,5.2777878034674304e-24,1.063060982605388e-27,1.9392492162651982e-15,3.348045995469257e-23,1.5098523015699982e-18,4.7210745299380476e-26,5.261936157825538e-29,4.131508379189167e-34,8.057309813951547e-35,1.4971993702121394e-05,3.1830265847708188e-09
6.213826109821099e-10,0.49922201936448435,3.76,0.0,0.6603825599458554,0.9976960308151243,2.022598095538778e-14,2.1298220939144892e-11,2.3623740629455154e-08,2.7976794240796478e-11,3.3263626336059723e-09,2.1124284756596424e-07,1.008984528469167e-12,6.374549502504201e-16,1.3942209967678517e-10,2.830000945481555e-24,4.3772144781259026e-29,1.3774359686766776e-10,1.5425769933075675e-05,4.836801299274478e-12,4.842992742260596e-17,5.2219830609873544e-17,9.110134069132927e-23,7.020725766109641e-12,5.761032748902047e-12,2.9677934739702596e-11,1.0176243980870004e-16,8.50986991438073e-15,4.132172640513824e-17,1.0815636202095804e-22,1.5090289204667243e-20,4.51968960553438e-26,2.5483523037954477e-24,5.583679915117357e-17,8.665264093208679e-19,4.611689901372468e-20,1.4044910237936092e-21,4.789440441797015e-20,2.1126116947274048e-07,5.1166699037370233e-14,3.5342652876864416e-13,1.4512176035413335e-12,2.354935280846001e-08,2.7845190434623357e-15,3.0766140304045437e-12,1.407707334785061e-17,2.364617597809349e-12,3.142057590021951e-17,0.0023037342150860327,7.778792163200857e-18,2.3131903405155558e-32,5.062573067726097e-23,1.2134499856289843e-18,8.467849845708762e-25,6.837924886187282e-27,7.747971715601126e-25,5.9122767788574935e-24,1.2230409886264452e-27,2.08264851881177e-15,3.749635542757296e-23,1.6507971834298271e-18,5.31418554314303e-26,6.045058356009859e-29,5.024604642790101e-34,9.026089539451838e-35,1.540203462719407e-05,3.2745934976593124e-09
6.387585134370232e-10,0.49922205910133893,3.76,0.0,0.660382122599388,0.9976816060603344,2.241501865689594e-14,2.2994383324177284e-11,2.4960201378369274e-08,3.002359394847747e-11,3.4223887155515206e-09,2.171462529390641e-07,1.0661898589352749e-12,6.92424367963458e-16,1.5141096356638508e-10,3.100561459440029e-24,4.933391711673655e-29,1.494337113407277e-10,1.5857118406753282e-05,5.110834142712927e-12,5.406382142577742e-17,5.5138057307070704e-17,1.0367085774161763e-22,7.418653787949063e-12,6.11113963567648e-12,3.13596057250479e-11,1.1051834005298873e-16,9.243272165243254e-15,4.488404421932165e-17,1.2076616388843012e-22,1.6393091715970422e-20,5.0478618176178306e-26,2.8430488075746544e-24,6.06260123735185e-17,9.417624866679112e-19,5.006832093827417e-20,1.5272973544076952e-21,5.2020408155652716e-20,2.171673244861917e-07,5.4374669594557274e-14,3.70877565651399e-13,1.5133104702969974e-12,2.4879503870271087e-08,2.9052134577899193e-15,3.247749939787278e-12,1.500062361780757e-17,2.4750394157392086e-12,3.268873192509747e-17,0.0023181517217173387,8.37290804923826e-18,2.5533446216893013e-32,5.657335888275202e-23,1.3180598894908085e-18,9.407241104162829e-25,7.756766676469545e-27,8.65299406425538e-25,6.602346831752767e-24,1.4016085521290499e-27,2.2319544320610233e-15,4.186279672258216e-23,1.8006343137916883e-18,5.961471256388003e-26,6.917666457872495e-29,6.078655154746862e-34,1.0079761748857531e-34,1.5832038162861255e-05,3.366160325051262e-09
